,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,HES,HES_6m,HES_12m,HES_6m_ret,HES_12m_ret
111,111,111,111,2019-07-16,57.591827392578125,57.60115051269531,60.00938034057617,-0.0001618564913062892,-0.04028625082074688
112,112,112,112,2019-07-17,55.678321838378906,57.91851425170898,59.33731842041016,-0.03867834736910525,-0.06166434007190791
113,113,113,113,2019-07-18,55.8650016784668,58.973289489746094,59.99070358276367,-0.052706705665786946,-0.06877235401323512
114,114,114,114,2019-07-19,56.57439804077149,58.3292236328125,58.469234466552734,-0.03008484397268485,-0.03240740952175769
115,115,115,115,2019-07-22,56.39705276489258,58.92660903930664,58.26388168334961,-0.042927232970876306,-0.03204092938062042
116,116,116,116,2019-07-23,56.229034423828125,58.0305290222168,58.81459426879883,-0.03104391134705964,-0.043961194957054084
117,117,117,117,2019-07-24,56.565059661865234,57.591827392578125,57.60115051269531,-0.017828358244545095,-0.017987329100340177
118,118,118,118,2019-07-25,55.82766342163086,55.678321838378906,57.91851425170898,0.002682221344340485,-0.03609986991364211
119,119,119,119,2019-07-26,55.84634399414063,55.8650016784668,58.973289489746094,-0.0003339780500419831,-0.05302308083304652
120,120,120,120,2019-07-29,55.9863395690918,56.57439804077149,58.3292236328125,-0.01039442737430274,-0.04016655662124635
121,121,121,121,2019-07-30,57.87185287475586,56.39705276489258,58.92660903930664,0.02615030462693535,-0.017899488562920896
122,122,122,122,2019-07-31,60.52274703979492,56.229034423828125,58.0305290222168,0.07636113015213453,0.0429466706502708
123,123,123,123,2019-08-01,59.42132186889648,56.565059661865234,57.591827392578125,0.05049516829126355,0.03176656409680301
124,124,124,124,2019-08-02,57.82518005371094,55.82766342163086,55.678321838378906,0.03578005077866342,0.03855824213890391
125,125,125,125,2019-08-05,54.90357971191406,55.84634399414063,55.8650016784668,-0.016881396610769817,-0.017209736644889673
126,126,126,126,2019-08-06,53.67147445678711,55.9863395690918,56.57439804077149,-0.041346963029221695,-0.05131161239916915
127,127,127,127,2019-08-07,54.15685272216797,57.87185287475586,56.39705276489258,-0.06419355814695893,-0.03972193462065354
128,128,128,128,2019-08-08,56.33169555664063,60.52274703979492,56.229034423828125,-0.06924754225710528,0.0018257673080190884
129,129,129,129,2019-08-09,56.58373260498047,59.42132186889648,56.565059661865234,-0.04775372163844971,0.0003301144421461455
130,130,130,130,2019-08-12,56.76108551025391,57.82518005371094,55.82766342163086,-0.018401923564589695,0.016719705454507627
131,131,131,131,2019-08-13,57.89051818847656,54.90357971191406,55.84634399414063,0.054403346598443036,0.03660354551679168
132,132,132,132,2019-08-14,55.40762710571289,53.67147445678711,55.9863395690918,0.03234777256443033,-0.010336672621090504
133,133,133,133,2019-08-15,55.65031814575195,54.15685272216797,57.87185287475586,0.02757666571293682,-0.03838713672796468
134,134,134,134,2019-08-16,55.83700942993164,56.33169555664063,60.52274703979492,-0.008781665842307107,-0.07742109932290941
135,135,135,135,2019-08-19,58.94527816772461,56.58373260498047,59.42132186889648,0.04173541500399858,-0.008011328025017361
136,136,136,136,2019-08-20,58.43190002441406,56.76108551025391,57.82518005371094,0.029435915454053774,0.010492314423224958
137,137,137,137,2019-08-21,60.5134162902832,57.89051818847656,54.90357971191406,0.045307905057390574,0.10217615331832008
138,138,138,138,2019-08-22,59.69200897216797,55.40762710571289,53.67147445678711,0.07732476718919679,0.11217382373626084
139,139,139,139,2019-08-23,55.59430694580078,55.65031814575195,54.15685272216797,-0.0010064848111824842,0.02654242540657137
140,140,140,140,2019-08-26,55.93034362792969,55.83700942993164,56.33169555664063,0.0016715472220116823,-0.007124797589438625
141,141,141,141,2019-08-27,55.73432540893555,58.94527816772461,56.58373260498047,-0.05447345162495498,-0.015011508731224255
142,142,142,142,2019-08-28,57.339805603027344,58.43190002441406,56.76108551025391,-0.0186900378206154,0.010195719260317704
143,143,143,143,2019-08-29,58.09586715698242,60.5134162902832,57.89051818847656,-0.03995063048008696,0.0035471952045289523
144,144,144,144,2019-08-30,58.75859451293945,59.69200897216797,55.40762710571289,-0.015637176153071475,0.0604784500305926
145,145,145,145,2019-09-03,59.066627502441406,55.59430694580078,55.65031814575195,0.062458203859359296,0.061388855814658694
146,146,146,146,2019-09-04,60.709434509277344,55.93034362792969,55.83700942993164,0.08544719326489436,0.08726156950543662
147,147,147,147,2019-09-05,60.66276168823242,55.73432540893555,58.94527816772461,0.08842730656800457,0.029136914336392428
148,148,148,148,2019-09-06,59.77601623535156,57.339805603027344,58.43190002441406,0.04248724959394701,0.023003123471526665
149,149,149,149,2019-09-09,59.794677734375,58.09586715698242,60.5134162902832,0.029241504783845906,-0.0118773422485422
150,150,150,150,2019-09-10,59.001277923583984,58.75859451293945,59.69200897216797,0.004130177255875056,-0.011571583206489877
151,151,151,151,2019-09-11,60.62542343139648,59.066627502441406,55.59430694580078,0.02639046776270826,0.09049697283753466
152,152,152,152,2019-09-12,59.2533073425293,60.709434509277344,55.93034362792969,-0.02398518745098055,0.05941253886629494
153,153,153,153,2019-09-13,59.24394226074219,60.66276168823242,55.73432540893555,-0.023388638894847102,0.0629704733313945
154,154,154,154,2019-09-16,65.8692855834961,59.77601623535156,57.339805603027344,0.10193501895733514,0.14875320714408602
155,155,155,155,2019-09-17,63.53589630126953,59.794677734375,58.09586715698242,0.06256775199147468,0.09363883199449385
156,156,156,156,2019-09-18,62.70187377929688,59.001277923583984,58.75859451293945,0.06272060514529465,0.06710982961801548
157,157,157,157,2019-09-19,61.45551300048828,60.62542343139648,59.066627502441406,0.013692103446190762,0.04044391222349941
158,158,158,158,2019-09-20,61.53984451293945,59.2533073425293,60.709434509277344,0.03858919059474997,0.013678434173772569
159,159,159,159,2019-09-23,61.38991165161133,59.24394226074219,60.66276168823242,0.03622259608289369,0.011986759968429794
160,160,160,160,2019-09-24,60.27475738525391,65.8692855834961,59.77601623535156,-0.08493379195908446,0.008343499304783064
161,161,161,161,2019-09-25,59.52506256103516,63.53589630126953,59.794677734375,-0.06312705059225276,-0.004509016246187381
162,162,162,162,2019-09-26,57.80078887939453,62.70187377929688,59.001277923583984,-0.07816488733899063,-0.020346831228711282
163,163,163,163,2019-09-27,56.3482780456543,61.45551300048828,60.62542343139648,-0.08310458582932023,-0.07055035896915729
164,164,164,164,2019-09-30,56.6762580871582,61.53984451293945,59.2533073425293,-0.07903150331747466,-0.04349207446723247
165,165,165,165,2019-10-01,56.80745697021485,61.38991165161133,59.24394226074219,-0.07464507698597089,-0.0411263193763165
166,166,166,166,2019-10-02,55.5892219543457,60.27475738525391,65.8692855834961,-0.07773628023021317,-0.15606763513655164
167,167,167,167,2019-10-03,57.90386962890625,59.52506256103516,63.53589630126953,-0.0272354679252389,-0.08864322375587141
168,168,168,168,2019-10-04,58.46613311767578,57.80078887939453,62.70187377929688,0.011510988884070983,-0.06755365360420329
169,169,169,169,2019-10-07,58.75663757324219,56.3482780456543,61.45551300048828,0.04274060558934201,-0.043915920565574806
170,170,170,170,2019-10-08,58.21311569213867,56.6762580871582,61.53984451293945,0.027116426822269224,-0.05405812847156766
171,171,171,171,2019-10-09,60.302860260009766,56.80745697021485,61.38991165161133,0.061530712272996446,-0.017707329467593902
172,172,172,172,2019-10-10,61.76476287841797,55.5892219543457,60.27475738525391,0.11109241516537338,0.024720223818413656
173,173,173,173,2019-10-11,62.5706672668457,57.90386962890625,59.52506256103516,0.08059560903006968,0.05116508198017722
174,174,174,174,2019-10-14,62.96426773071289,58.46613311767578,57.80078887939453,0.07693572968103846,0.08933232489425569
175,175,175,175,2019-10-15,61.97090530395508,58.75663757324219,56.3482780456543,0.05470475955514287,0.09978347969649115
176,176,176,176,2019-10-16,61.12752532958984,58.21311569213867,56.6762580871582,0.0500644846577889,0.07853848141467568
177,177,177,177,2019-10-17,61.06193542480469,60.302860260009766,56.80745697021485,0.012587714107125114,0.07489295739502189
178,178,178,178,2019-10-18,60.86512756347656,61.76476287841797,55.5892219543457,-0.01456551070571277,0.094908786697246
179,179,179,179,2019-10-21,61.76476287841797,62.5706672668457,57.90386962890625,-0.012879907209408348,0.06667763785486835
180,180,180,180,2019-10-22,63.30161285400391,62.96426773071289,58.46613311767578,0.0053577232841615086,0.08270565331549595
181,181,181,181,2019-10-23,62.43010711669922,61.97090530395508,58.75663757324219,0.007409958116503912,0.06252007764872403
182,182,182,182,2019-10-24,62.66439056396485,61.12752532958984,58.21311569213867,0.02514195080020798,0.07646515426810074
183,183,183,183,2019-10-25,62.58004379272461,61.06193542480469,60.302860260009766,0.024861779394290684,0.03776244647262561
184,184,184,184,2019-10-28,62.38323974609375,60.86512756347656,61.76476287841797,0.02494223282509256,0.010013425760141415
185,185,185,185,2019-10-29,63.53589630126953,61.76476287841797,62.5706672668457,0.028675467051302084,0.015426222487086694
186,186,186,186,2019-10-30,60.68709182739258,63.30161285400391,62.96426773071289,-0.041302597338891744,-0.036166161942189134
187,187,187,187,2019-10-31,61.61480712890625,62.43010711669922,61.97090530395508,-0.013059403955033244,-0.005746215474862537
188,188,188,188,2019-11-01,64.57608032226562,62.66439056396485,61.12752532958984,0.030506795663310715,0.05641574681915773
189,189,189,189,2019-11-04,64.88531494140625,62.58004379272461,61.06193542480469,0.036837161001629815,0.06261477776625513
190,190,190,190,2019-11-05,65.31639099121094,62.38323974609375,60.86512756347656,0.047018257741268554,0.07313323089797397
191,191,191,191,2019-11-06,64.34180450439453,63.53589630126953,61.76476287841797,0.0126842973821224,0.041723492585074684
192,192,192,192,2019-11-07,66.28160095214844,60.68709182739258,63.30161285400391,0.09218614628408739,0.04707602166499991
193,193,193,193,2019-11-08,67.3311767578125,61.61480712890625,62.43010711669922,0.09277590720923401,0.07850490520466069
194,194,194,194,2019-11-11,68.221435546875,64.57608032226562,62.66439056396485,0.05645054959076656,0.08867947063552428
195,195,195,195,2019-11-12,67.2936782836914,64.88531494140625,62.58004379272461,0.03711723283550361,0.07532168731902988
196,196,196,196,2019-11-13,64.63230895996094,65.31639099121094,62.38323974609375,-0.010473359303364571,0.0360524593307614
197,197,197,197,2019-11-14,63.58273696899414,64.34180450439453,63.53589630126953,-0.011797423793865613,0.0007372315565126186
198,198,198,198,2019-11-15,63.74206161499024,66.28160095214844,60.68709182739258,-0.038314393446706285,0.05033969655831694
199,199,199,199,2019-11-18,62.58940124511719,67.3311767578125,61.61480712890625,-0.07042466419013116,0.015817530908957655
200,200,200,200,2019-11-19,62.03651428222656,68.221435546875,64.57608032226562,-0.09065950042049131,-0.039326729454085885
201,201,201,201,2019-11-20,62.90802001953125,67.2936782836914,64.88531494140625,-0.06517192069173927,-0.030473689210888
202,202,202,202,2019-11-21,62.70187377929688,64.63230895996094,65.31639099121094,-0.02986795941113507,-0.040028500843928616
203,203,203,203,2019-11-22,60.32161331176758,63.58273696899414,64.34180450439453,-0.05128945076423552,-0.06248179117128083
204,204,204,204,2019-11-25,60.677711486816406,63.74206161499024,66.28160095214844,-0.04807422368424297,-0.08454668241006613
205,205,205,205,2019-11-26,59.57192611694336,62.58940124511719,67.3311767578125,-0.04821064059003488,-0.11524008660622176
206,206,206,206,2019-11-27,59.15021896362305,62.03651428222656,68.221435546875,-0.04652574942352039,-0.13296724864458642
207,207,207,207,2019-11-29,58.185001373291016,62.90802001953125,67.2936782836914,-0.07507816403653877,-0.13535709657600736
208,208,208,208,2019-12-02,57.34160614013672,62.70187377929688,64.63230895996094,-0.08548815714866298,-0.11280275975194909
209,209,209,209,2019-12-03,56.02965927124024,60.32161331176758,63.58273696899414,-0.07115118122495667,-0.1187913269829376
210,210,210,210,2019-12-04,57.36971664428711,60.677711486816406,63.74206161499024,-0.05451746220270737,-0.09997080121432012
211,211,211,211,2019-12-05,57.11669921875,59.57192611694336,62.58940124511719,-0.04121449579074543,-0.08743815913711317
212,212,212,212,2019-12-06,58.34430694580078,59.15021896362305,62.03651428222656,-0.01362483574774076,-0.059516679477325085
213,213,213,213,2019-12-09,57.86639404296875,58.185001373291016,62.90802001953125,-0.005475763904828512,-0.08014281764069531
214,214,214,214,2019-12-10,57.8476448059082,57.34160614013672,62.70187377929688,0.008824982413899951,-0.07741760621819671
215,215,215,215,2019-12-11,57.7258186340332,56.02965927124024,60.32161331176758,0.030272526816232048,-0.043032580450363844
216,216,216,216,2019-12-12,59.39387130737305,57.36971664428711,60.677711486816406,0.035282633094327887,-0.0211583487245115
217,217,217,217,2019-12-13,58.63180541992188,57.11669921875,59.57192611694336,0.026526501389185775,-0.01578127078140734
218,218,218,218,2019-12-16,60.77688217163086,58.34430694580078,59.15021896362305,0.04169344625328786,0.027500544148588935
219,219,219,219,2019-12-17,60.84272766113281,57.86639404296875,58.185001373291016,0.0514345790400208,0.04567717152382489
220,220,220,220,2019-12-18,61.20965576171875,57.8476448059082,57.34160614013672,0.058118372270657526,0.06745624829777053
221,221,221,221,2019-12-19,59.92072296142578,57.7258186340332,56.02965927124024,0.03802292248651695,0.06944649924335344
222,222,222,222,2019-12-20,61.002662658691406,59.39387130737305,57.36971664428711,0.027086824211080662,0.06332515178573872
223,223,223,223,2019-12-23,62.93133544921875,58.63180541992188,57.11669921875,0.07333101886431037,0.10180273562727082
224,224,224,224,2019-12-24,63.2606201171875,60.77688217163086,58.34430694580078,0.04086649161341782,0.08426380273835021
225,225,225,225,2019-12-26,63.45820236206055,60.84272766113281,57.86639404296875,0.042987466234169824,0.09663308750394206
226,226,226,226,2019-12-27,62.52679061889648,61.20965576171875,57.8476448059082,0.02151841634766183,0.08088740395028804
227,227,227,227,2019-12-30,62.235145568847656,59.92072296142578,57.7258186340332,0.038624744379532894,0.07811629252765417
228,228,228,228,2019-12-31,62.85608673095703,61.002662658691406,59.39387130737305,0.03038267497659075,0.058292469363824706
229,229,229,229,2020-01-02,63.71224212646485,62.93133544921875,58.63180541992188,0.012408868676817342,0.0866498425241522
230,230,230,230,2020-01-03,65.7067642211914,63.2606201171875,60.77688217163086,0.038667722502127466,0.0811144282728884
231,231,231,231,2020-01-06,66.66641235351562,63.45820236206055,60.84272766113281,0.05055626967102933,0.09571702184060804
232,232,232,232,2020-01-07,66.74166107177734,62.52679061889648,61.20965576171875,0.06740903237095108,0.09037798434276412
233,233,233,233,2020-01-08,64.46488952636719,62.235145568847656,59.92072296142578,0.03582772944674617,0.07583631071785857
234,234,234,234,2020-01-09,65.00113677978516,62.85608673095703,61.002662658691406,0.03412636962287485,0.06554589499584851
235,235,235,235,2020-01-10,64.45547485351562,63.71224212646485,62.93133544921875,0.011665461805213218,0.024219085665625917
236,236,236,236,2020-01-13,65.19873046875,65.7067642211914,63.2606201171875,-0.007731833373063268,0.030636916741761944
237,237,237,237,2020-01-14,65.91374969482422,66.66641235351562,63.45820236206055,-0.01128998294823813,0.0386955073002786
238,238,238,238,2020-01-15,65.93254852294922,66.74166107177734,62.52679061889648,-0.012123050817658965,0.05446877842828979
239,239,239,239,2020-01-16,66.14892578125,64.46488952636719,62.235145568847656,0.02612330940540919,0.06288697771378593
240,240,240,240,2020-01-17,65.76321411132812,65.00113677978516,62.85608673095703,0.01172406159794992,0.04625053088039777
241,241,241,241,2020-01-21,64.43665313720703,64.45547485351562,63.71224212646485,-0.000292011134063741,0.011370044226418408
242,242,242,242,2020-01-22,63.22300338745117,65.19873046875,65.7067642211914,-0.030303152639541087,-0.03780068708571693
243,243,243,243,2020-01-23,62.592655181884766,65.91374969482422,66.66641235351562,-0.05038545869891908,-0.061106590677607264
