,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,REGN,REGN_6m,REGN_12m,REGN_6m_ret,REGN_12m_ret
22,22,22,22,2019-03-08,402.6400146484375,430.739990234375,422.510009765625,-0.06523651442404432,-0.04702846005520622
23,23,23,23,2019-03-11,412.0499877929688,439.5700073242188,418.6199951171875,-0.06260668169507688,-0.01569444221693117
24,24,24,24,2019-03-12,417.6199951171875,433.8299865722656,422.5199890136719,-0.037364847882358054,-0.011597070017735467
25,25,25,25,2019-03-13,409.010009765625,437.1300048828125,420.3800048828125,-0.06432867751717486,-0.027046945585238014
26,26,26,26,2019-03-14,407.5,423.6900024414063,426.1499938964844,-0.038211905752119524,-0.04376391919182954
27,27,27,27,2019-03-15,414.4700012207031,409.5799865722656,433.3299865722656,0.01193909568033713,-0.04352337926287786
28,28,28,28,2019-03-18,407.6000061035156,402.6400146484375,430.739990234375,0.012318674932020546,-0.053721466906911486
29,29,29,29,2019-03-19,406.989990234375,412.0499877929688,439.5700073242188,-0.012280057537912503,-0.07411792557951613
30,30,30,30,2019-03-20,405.5,417.6199951171875,433.8299865722656,-0.029021587229765,-0.06530204791997829
31,31,31,31,2019-03-21,402.5899963378906,409.010009765625,437.1300048828125,-0.01569647019497944,-0.07901541454282346
32,32,32,32,2019-03-22,391.7999877929688,407.5,423.6900024414063,-0.03852763731786801,-0.07526732862394525
33,33,33,33,2019-03-25,395.0,414.4700012207031,409.5799865722656,-0.04697565846348295,-0.03559740966418812
34,34,34,34,2019-03-26,405.6199951171875,407.6000061035156,402.6400146484375,-0.004857730511969804,0.007401103616966553
35,35,35,35,2019-03-27,402.8699951171875,406.989990234375,412.0499877929688,-0.010123087093161454,-0.022278832539108673
36,36,36,36,2019-03-28,404.8299865722656,405.5,417.6199951171875,-0.0016523142484201614,-0.030625948696093697
37,37,37,37,2019-03-29,410.6199951171875,402.5899963378906,409.010009765625,0.019945847766563274,0.003936298166602459
38,38,38,38,2019-04-01,410.0499877929688,391.7999877929688,407.5,0.04657988914906119,0.006257638755751582
39,39,39,39,2019-04-02,414.8200073242188,395.0,414.4700012207031,0.05017723373219951,0.0008444666742704054
40,40,40,40,2019-04-03,407.0,405.6199951171875,407.6000061035156,0.0034022111814626665,-0.0014720463555715213
41,41,41,41,2019-04-04,406.5299987792969,402.8699951171875,406.989990234375,0.009084825642189376,-0.0011302279321739883
42,42,42,42,2019-04-05,408.9400024414063,404.8299865722656,405.5,0.010152449189697155,0.008483359904824406
43,43,43,43,2019-04-08,401.260009765625,410.6199951171875,402.5899963378906,-0.0227947627072842,-0.003303575807555248
44,44,44,44,2019-04-09,395.7300109863281,410.0499877929688,391.7999877929688,-0.034922514895600276,0.01003068738081736
45,45,45,45,2019-04-10,408.2300109863281,414.8200073242188,395.0,-0.015886399454064892,0.03349369869956487
46,46,46,46,2019-04-11,393.4800109863281,407.0,405.6199951171875,-0.03321864622523807,-0.02992945189339602
47,47,47,47,2019-04-12,382.9400024414063,406.5299987792969,402.8699951171875,-0.05802768899890576,-0.0494700347936905
48,48,48,48,2019-04-15,375.5,408.9400024414063,404.8299865722656,-0.08177239262915503,-0.07245013350074547
49,49,49,49,2019-04-16,367.6900024414063,401.260009765625,410.6199951171875,-0.08366148259784689,-0.10454920166157355
50,50,50,50,2019-04-17,342.9700012207031,395.7300109863281,410.0499877929688,-0.1333232464076316,-0.1635897782446316
51,51,51,51,2019-04-18,333.3399963378906,408.2300109863281,414.8200073242188,-0.1834505367880599,-0.19642256773464717
52,52,52,52,2019-04-22,334.0299987792969,393.4800109863281,407.0,-0.15108775680372977,-0.1792874722867399
53,53,53,53,2019-04-23,344.1400146484375,382.9400024414063,406.5299987792969,-0.10132132330287325,-0.15346957006420225
54,54,54,54,2019-04-24,340.4599914550781,375.5,408.9400024414063,-0.09331560198381328,-0.16745735456912203
55,55,55,55,2019-04-25,349.989990234375,367.6900024414063,401.260009765625,-0.04813841031713095,-0.1277725621379432
56,56,56,56,2019-04-26,343.6600036621094,342.9700012207031,395.7300109863281,0.00201184488133177,-0.13157962721714755
57,57,57,57,2019-04-29,344.1499938964844,333.3399963378906,408.2300109863281,0.03242934444517176,-0.15697037298903982
58,58,58,58,2019-04-30,343.1400146484375,334.0299987792969,393.4800109863281,0.027273047038987253,-0.1279353332630656
59,59,59,59,2019-05-01,340.7900085449219,344.1400146484375,382.9400024414063,-0.009734427735576978,-0.1100694459386854
60,60,60,60,2019-05-02,335.4100036621094,340.4599914550781,375.5,-0.014832837689344402,-0.10676430449504826
61,61,61,61,2019-05-03,336.8900146484375,349.989990234375,367.6900024414063,-0.0374295721348058,-0.0837661823505168
62,62,62,62,2019-05-06,344.2300109863281,343.6600036621094,342.9700012207031,0.0016586373687499378,0.0036738191711822576
63,63,63,63,2019-05-07,322.3999938964844,344.1499938964844,333.3399963378906,-0.06319918752211895,-0.03281935129775693
64,64,64,64,2019-05-08,329.0,343.1400146484375,334.0299987792969,-0.041207711268895886,-0.01505852407771413
65,65,65,65,2019-05-09,324.1700134277344,340.7900085449219,344.1400146484375,-0.048769021099386745,-0.05802871032333701
66,66,66,66,2019-05-10,312.8599853515625,335.4100036621094,340.4599914550781,-0.06723120379338376,-0.08106681194920162
67,67,67,67,2019-05-13,305.1499938964844,336.8900146484375,349.989990234375,-0.09421478634525726,-0.1281179393383879
68,68,68,68,2019-05-14,304.6199951171875,344.2300109863281,343.6600036621094,-0.11506845598861459,-0.11360067546093167
69,69,69,69,2019-05-15,305.8500061035156,322.3999938964844,344.1499938964844,-0.051333710007086975,-0.11128864876426192
70,70,70,70,2019-05-16,308.0400085449219,329.0,343.1400146484375,-0.06370818071452322,-0.10229062366706831
71,71,71,71,2019-05-17,304.94000244140625,324.1700134277344,340.7900085449219,-0.059320758212619173,-0.10519676400310307
72,72,72,72,2019-05-20,302.57000732421875,312.8599853515625,335.4100036621094,-0.032890041900950795,-0.09791000858451882
73,73,73,73,2019-05-21,309.95001220703125,305.1499938964844,336.8900146484375,0.015730029187466243,-0.07996675849689272
74,74,74,74,2019-05-22,320.0899963378906,304.6199951171875,344.2300109863281,0.050784588893292515,-0.07012757132728986
75,75,75,75,2019-05-23,315.260009765625,305.8500061035156,322.3999938964844,0.030766727069884592,-0.022146353182475154
76,76,76,76,2019-05-24,312.5599975585937,308.0400085449219,329.0,0.014673382964189408,-0.049969612283909726
77,77,77,77,2019-05-28,307.92999267578125,304.94000244140625,324.1700134277344,0.009805175478574846,-0.050097233177841205
78,78,78,78,2019-05-29,307.7799987792969,302.57000732421875,312.8599853515625,0.017219127239850085,-0.01623725247751706
79,79,79,79,2019-05-30,307.9599914550781,309.95001220703125,305.1499938964844,-0.006420457085266618,0.009208578124851652
80,80,80,80,2019-05-31,301.7200012207031,320.0899963378906,304.6199951171875,-0.05739009443392895,-0.009520037893010702
81,81,81,81,2019-06-03,303.95001220703125,315.260009765625,305.8500061035156,-0.03587514181390139,-0.006212175440798662
82,82,82,82,2019-06-04,302.0599975585937,312.5599975585937,308.0400085449219,-0.03359355030079192,-0.019413098365292702
83,83,83,83,2019-06-05,300.0,307.92999267578125,304.94000244140625,-0.025752582938975754,-0.01619991605514426
84,84,84,84,2019-06-06,299.6000061035156,307.7799987792969,302.57000732421875,-0.026577401742232665,-0.009815914164686634
85,85,85,85,2019-06-07,306.7200012207031,307.9599914550781,309.95001220703125,-0.004026465348684338,-0.010421070685974532
86,86,86,86,2019-06-10,304.25,301.7200012207031,320.0899963378906,0.008385253775225365,-0.04948607116471626
87,87,87,87,2019-06-11,306.8399963378906,303.95001220703125,315.260009765625,0.009508090195077479,-0.026708155702951708
88,88,88,88,2019-06-12,306.1600036621094,302.0599975585937,312.5599975585937,0.013573482542058146,-0.020476049227267312
89,89,89,89,2019-06-13,307.4200134277344,300.0,307.92999267578125,0.02473337809244791,-0.0016561532172146842
90,90,90,90,2019-06-14,305.239990234375,299.6000061035156,307.7799987792969,0.018825046782244392,-0.00825267579113631
91,91,91,91,2019-06-17,310.9800109863281,306.7200012207031,307.9599914550781,0.013888920672505023,0.00980653206600235
92,92,92,92,2019-06-18,306.6300048828125,304.25,301.7200012207031,0.007822530428307273,0.016273378106338443
93,93,93,93,2019-06-19,310.8299865722656,306.8399963378906,303.95001220703125,0.013003488078461745,0.022635216611039954
94,94,94,94,2019-06-20,320.4800109863281,306.1600036621094,302.0599975585937,0.04677295255072855,0.06098130694767456
95,95,95,95,2019-06-21,320.260009765625,307.4200134277344,300.0,0.04176695002620234,0.0675333658854167
96,96,96,96,2019-06-24,312.54998779296875,305.239990234375,299.6000061035156,0.02394836126478994,0.04322423706820189
97,97,97,97,2019-06-25,312.8999938964844,310.9800109863281,306.7200012207031,0.006173975311360547,0.02014864583719911
98,98,98,98,2019-06-26,305.0799865722656,306.6300048828125,304.25,-0.005055011857496683,0.0027279755867399835
99,99,99,99,2019-06-27,310.6700134277344,310.8299865722656,306.8399963378906,-0.0005146644514429921,0.012482131193960022
100,100,100,100,2019-06-28,313.0,320.4800109863281,306.1600036621094,-0.023340023495715734,0.02234124724351494
101,101,101,101,2019-07-01,316.5599975585937,320.260009765625,307.4200134277344,-0.0115531508593254,0.029731259292290257
102,102,102,102,2019-07-02,315.5299987792969,312.54998779296875,305.239990234375,0.009534510007090713,0.033711207162013146
103,103,103,103,2019-07-03,318.3900146484375,312.8999938964844,310.9800109863281,0.017545608370223675,0.023827909834484906
104,104,104,104,2019-07-05,307.0,305.0799865722656,306.6300048828125,0.006293475521966352,0.0012066500710812278
105,105,105,105,2019-07-08,302.8399963378906,310.6700134277344,310.8299865722656,-0.025203646156422788,-0.02570533918714235
106,106,106,106,2019-07-09,307.9700012207031,313.0,320.4800109863281,-0.01607028363992613,-0.03903522633790313
107,107,107,107,2019-07-10,301.42999267578125,316.5599975585937,320.260009765625,-0.04779506254580368,-0.058796029837206554
108,108,108,108,2019-07-11,291.82000732421875,315.5299987792969,312.54998779296875,-0.07514338271101284,-0.06632532803834701
109,109,109,109,2019-07-12,292.5599975585937,318.3900146484375,312.8999938964844,-0.08112696975866218,-0.06500478342808691
110,110,110,110,2019-07-15,298.20001220703125,307.0,305.0799865722656,-0.02866445535168971,-0.022551378877829764
111,111,111,111,2019-07-16,298.3699951171875,302.8399963378906,310.6700134277344,-0.014760273658555256,-0.039591907100515855
112,112,112,112,2019-07-17,299.4200134277344,307.9700012207031,313.0,-0.027762404646813343,-0.04338653856953878
113,113,113,113,2019-07-18,303.0899963378906,301.42999267578125,316.5599975585937,0.005507095187753608,-0.04255117931699448
114,114,114,114,2019-07-19,298.1099853515625,291.82000732421875,315.5299987792969,0.0215543070025197,-0.055208739248654215
115,115,115,115,2019-07-22,296.5199890136719,292.5599975585937,318.3900146484375,0.013535655893232912,-0.06868942061174332
116,116,116,116,2019-07-23,309.260009765625,298.20001220703125,307.0,0.037089192172517826,0.007361595327768811
117,117,117,117,2019-07-24,313.6300048828125,298.3699951171875,302.8399963378906,0.05114458563312141,0.03562940389446778
118,118,118,118,2019-07-25,303.4200134277344,299.4200134277344,307.9700012207031,0.013359160445583829,-0.014774126619261363
119,119,119,119,2019-07-26,309.17999267578125,303.0899963378906,301.42999267578125,0.02009302983098582,0.0257107792466289
120,120,120,120,2019-07-29,306.0400085449219,298.1099853515625,291.82000732421875,0.026600998232271467,0.048728671317262995
121,121,121,121,2019-07-30,311.1300048828125,296.5199890136719,292.5599975585937,0.049271605323265355,0.06347418471146127
122,122,122,122,2019-07-31,304.760009765625,309.260009765625,298.20001220703125,-0.014550862891747118,0.02199864953070274
123,123,123,123,2019-08-01,309.42999267578125,313.6300048828125,298.3699951171875,-0.013391614774232341,0.03706806227030257
124,124,124,124,2019-08-02,305.239990234375,303.4200134277344,299.4200134277344,0.005998209498708995,0.019437500987372403
125,125,125,125,2019-08-05,299.57000732421875,309.17999267578125,303.0899963378906,-0.031082170836454925,-0.0116136759912977
126,126,126,126,2019-08-06,300.260009765625,306.0400085449219,298.1099853515625,-0.018886415559776215,0.007212185165575535
127,127,127,127,2019-08-07,302.2200012207031,311.1300048828125,296.5199890136719,-0.028637558326993662,0.01922302852496216
128,128,128,128,2019-08-08,309.8699951171875,304.760009765625,309.260009765625,0.01676724369280702,0.0019724029370133955
129,129,129,129,2019-08-09,304.8900146484375,309.42999267578125,313.6300048828125,-0.014672068431649143,-0.027867200517503687
130,130,130,130,2019-08-12,295.8699951171875,305.239990234375,303.4200134277344,-0.03069714132146595,-0.024883059707414668
131,131,131,131,2019-08-13,304.8599853515625,299.57000732421875,309.17999267578125,0.017658570277426122,-0.013972467257119314
132,132,132,132,2019-08-14,293.5299987792969,300.260009765625,306.0400085449219,-0.022413943806840586,-0.04087704030954742
133,133,133,133,2019-08-15,293.1099853515625,302.2200012207031,311.1300048828125,-0.03014365638390637,-0.05791797399301701
134,134,134,134,2019-08-16,296.8500061035156,309.8699951171875,304.760009765625,-0.04201758549984147,-0.02595486090249355
135,135,135,135,2019-08-19,298.3800048828125,304.8900146484375,309.42999267578125,-0.021351994007188346,-0.035710784521611805
136,136,136,136,2019-08-20,296.0299987792969,295.8699951171875,305.239990234375,0.0005407904307632716,-0.030172951610981102
137,137,137,137,2019-08-21,297.7799987792969,304.8599853515625,299.57000732421875,-0.02322373191778848,-0.005975259542536859
138,138,138,138,2019-08-22,295.0199890136719,293.5299987792969,300.260009765625,0.005076108883492081,-0.017451610542620566
139,139,139,139,2019-08-23,286.8500061035156,293.1099853515625,302.2200012207031,-0.021357099931408108,-0.05085697523362531
140,140,140,140,2019-08-26,284.7300109863281,296.8500061035156,309.8699951171875,-0.040828684076095634,-0.08113074685192367
141,141,141,141,2019-08-27,281.4100036621094,298.3800048828125,304.8900146484375,-0.056873788266636804,-0.07701141348758977
142,142,142,142,2019-08-28,287.6400146484375,296.0299987792969,295.8699951171875,-0.028341668633098505,-0.02781620510552374
143,143,143,143,2019-08-29,290.57000732421875,297.7799987792969,304.8599853515625,-0.024212477280658118,-0.04687390511701506
144,144,144,144,2019-08-30,290.04998779296875,295.0199890136719,293.5299987792969,-0.0168463202690744,-0.011855725141554307
145,145,145,145,2019-09-03,285.1199951171875,286.8500061035156,293.1099853515625,-0.0060310648405697,-0.02725935871748497
146,146,146,146,2019-09-04,286.5,284.7300109863281,296.8500061035156,0.006216376726641881,-0.03486611383092386
147,147,147,147,2019-09-05,289.3699951171875,281.4100036621094,298.3800048828125,0.028286099824069266,-0.030196426094850626
148,148,148,148,2019-09-06,292.0,287.6400146484375,296.0299987792969,0.015157784485901216,-0.01361348105230853
149,149,149,149,2019-09-09,279.0,290.57000732421875,297.7799987792969,-0.03981831239488154,-0.06306668969132445
150,150,150,150,2019-09-10,283.7200012207031,290.04998779296875,295.0199890136719,-0.021823778102634583,-0.038302448016310775
151,151,151,151,2019-09-11,283.3299865722656,285.1199951171875,286.8500061035156,-0.0062780884384701086,-0.01227128972059266
152,152,152,152,2019-09-12,284.17999267578125,286.5,284.7300109863281,-0.008097756803555844,-0.0019317187838456817
153,153,153,153,2019-09-13,281.6199951171875,289.3699951171875,281.4100036621094,-0.026782320664799575,0.000746211763424931
154,154,154,154,2019-09-16,285.8900146484375,292.0,287.6400146484375,-0.020924607368364767,-0.006083993571405211
155,155,155,155,2019-09-17,288.1199951171875,279.0,290.57000732421875,0.03268815454189067,-0.008431745002152047
156,156,156,156,2019-09-18,285.0599975585937,283.7200012207031,290.04998779296875,0.0047229533770098975,-0.0172038974121137
157,157,157,157,2019-09-19,286.1499938964844,283.3299865722656,285.1199951171875,0.00995308459346389,0.00361250980968042
158,158,158,158,2019-09-20,295.8699951171875,284.17999267578125,286.5,0.04113590943308698,0.032705044039048836
159,159,159,159,2019-09-23,294.70001220703125,281.6199951171875,289.3699951171875,0.046445626435015486,0.01841938410955568
160,160,160,160,2019-09-24,289.7099914550781,285.8900146484375,292.0,0.013361700692268386,-0.007842495016855744
161,161,161,161,2019-09-25,286.6499938964844,288.1199951171875,279.0,-0.0051020451395787925,0.027419332962309584
162,162,162,162,2019-09-26,281.3099975585937,285.0599975585937,283.7200012207031,-0.013155125349459729,-0.008494303016144067
163,163,163,163,2019-09-27,273.4599914550781,286.1499938964844,283.3299865722656,-0.04434737973818337,-0.034835688366752104
164,164,164,164,2019-09-30,277.3999938964844,295.8699951171875,284.17999267578125,-0.06242607065778183,-0.023858114413536913
165,165,165,165,2019-10-01,276.4700012207031,294.70001220703125,281.6199951171875,-0.06185955287141709,-0.018287032120504643
166,166,166,166,2019-10-02,274.1300048828125,289.7099914550781,285.8900146484375,-0.05377787108416465,-0.04113473420919034
167,167,167,167,2019-10-03,280.7200012207031,286.6499938964844,288.1199951171875,-0.020687224148076222,-0.02568372213623893
168,168,168,168,2019-10-04,282.92999267578125,281.3099975585937,285.0599975585937,0.005758754154658652,-0.007472128327562388
169,169,169,169,2019-10-07,283.8099975585937,273.4599914550781,286.1499938964844,0.037848337698115575,-0.008177516644425231
170,170,170,170,2019-10-08,285.1000061035156,277.3999938964844,295.8699951171875,0.02775779515663812,-0.03640108558289634
171,171,171,171,2019-10-09,290.8299865722656,276.4700012207031,294.70001220703125,0.051940482830537205,-0.013132085084702538
172,172,172,172,2019-10-10,298.3599853515625,274.1300048828125,289.7099914550781,0.08838864785745737,0.029857423463510946
173,173,173,173,2019-10-11,300.7699890136719,280.7200012207031,286.6499938964844,0.07142343867833412,0.04925866184489269
174,174,174,174,2019-10-14,305.44000244140625,282.92999267578125,281.3099975585937,0.07956035184795685,0.0857772745093659
175,175,175,175,2019-10-15,303.82000732421875,283.8099975585937,273.4599914550781,0.07050495027573467,0.1110217831412752
176,176,176,176,2019-10-16,299.3999938964844,285.1000061035156,277.3999938964844,0.05015779546415233,0.07930786043279303
177,177,177,177,2019-10-17,301.57000732421875,290.8299865722656,276.4700012207031,0.03692886307404364,0.09078744888302936
178,178,178,178,2019-10-18,300.19000244140625,298.3599853515625,274.1300048828125,0.006133587544212338,0.09506437491121811
179,179,179,179,2019-10-21,297.989990234375,300.7699890136719,280.7200012207031,-0.009242939391704064,0.06152033677177893
180,180,180,180,2019-10-22,301.3099975585937,305.44000244140625,282.92999267578125,-0.0135214930912817,0.06496308400882289
181,181,181,181,2019-10-23,305.0199890136719,303.82000732421875,283.8099975585937,0.003949646700431408,0.0747330666203867
182,182,182,182,2019-10-24,305.7699890136719,299.3999938964844,285.1000061035156,0.02127586922860747,0.07250081538985054
183,183,183,183,2019-10-25,306.2099914550781,301.57000732421875,290.8299865722656,0.015386092841357835,0.052883146831184336
184,184,184,184,2019-10-28,308.5599975585937,300.19000244140625,298.3599853515625,0.027882324691413274,0.034186930915056646
185,185,185,185,2019-10-29,310.4599914550781,297.989990234375,300.7699890136719,0.041847047314895525,0.032217318201138045
186,186,186,186,2019-10-30,311.0,301.3099975585937,305.44000244140625,0.032159578241415465,0.018203239635123936
187,187,187,187,2019-10-31,306.2799987792969,305.0199890136719,303.82000732421875,0.004130908828957169,0.008096871159814611
188,188,188,188,2019-11-01,310.4800109863281,305.7699890136719,299.3999938964844,0.015403807246909595,0.03700740586412499
189,189,189,189,2019-11-04,311.0400085449219,306.2099914550781,301.57000732421875,0.015773545033236802,0.03140233110291346
190,190,190,190,2019-11-05,332.6000061035156,308.5599975585937,300.19000244140625,0.07791032128316266,0.10796496684940537
191,191,191,191,2019-11-06,324.489990234375,310.4599914550781,297.989990234375,0.04519100420489108,0.08892916161095621
192,192,192,192,2019-11-07,326.3900146484375,311.0,301.3099975585937,0.049485577647709,0.08323659119530769
193,193,193,193,2019-11-08,341.7900085449219,306.2799987792969,305.0199890136719,0.11593969540013371,0.12054954054044598
194,194,194,194,2019-11-11,344.2799987792969,310.4800109863281,305.7699890136719,0.10886365175520796,0.12594437370994926
195,195,195,195,2019-11-12,348.4100036621094,311.0400085449219,306.2099914550781,0.12014529993105483,0.1378139622632859
196,196,196,196,2019-11-13,348.29998779296875,332.6000061035156,308.5599975585937,0.04720379254763696,0.12879177647396967
197,197,197,197,2019-11-14,338.3900146484375,324.489990234375,310.4599914550781,0.04283652757369394,0.0899633574762908
198,198,198,198,2019-11-15,344.8699951171875,326.3900146484375,311.0,0.05661931933994735,0.10890673671121376
199,199,199,199,2019-11-18,340.19000244140625,341.7900085449219,306.2799987792969,-0.00468125475735004,0.11071569739212617
200,200,200,200,2019-11-19,344.4599914550781,344.2799987792969,310.4800109863281,0.0005228089822801874,0.10944337563246953
201,201,201,201,2019-11-20,344.239990234375,348.4100036621094,311.0400085449219,-0.011968696030262294,0.10673862132645295
202,202,202,202,2019-11-21,350.7799987792969,348.29998779296875,332.6000061035156,0.007120330385432805,0.05466022953145422
203,203,203,203,2019-11-22,360.6600036621094,338.3900146484375,324.489990234375,0.06581160214437398,0.11146727022799441
204,204,204,204,2019-11-25,366.8200073242188,344.8699951171875,326.3900146484375,0.06364720769509868,0.12387018861263077
205,205,205,205,2019-11-26,363.8299865722656,340.19000244140625,341.7900085449219,0.06949053164762264,0.06448397400840644
206,206,206,206,2019-11-27,371.5799865722656,344.4599914550781,344.2799987792969,0.07873191601331242,0.07929588674847654
207,207,207,207,2019-11-29,369.0,344.239990234375,348.4100036621094,0.07192659327223194,0.059097029710601934
208,208,208,208,2019-12-02,366.0799865722656,350.7799987792969,348.29998779296875,0.043617047283802446,0.051047945456332844
209,209,209,209,2019-12-03,368.80999755859375,360.6600036621094,338.3900146484375,0.02259744305919731,0.08989621913566337
210,210,210,210,2019-12-04,369.9700012207031,366.8200073242188,344.8699951171875,0.008587301220187138,0.07278106665958739
211,211,211,211,2019-12-05,368.3399963378906,363.8299865722656,340.19000244140625,0.012395926482352326,0.08274785765149839
212,212,212,212,2019-12-06,372.260009765625,371.5799865722656,344.4599914550781,0.001830085628756306,0.08070608779008914
213,213,213,213,2019-12-09,365.6300048828125,369.0,344.239990234375,-0.009132778095359062,0.06213692556136241
214,214,214,214,2019-12-10,367.6700134277344,366.0799865722656,350.7799987792969,0.004343386455940124,0.04814987943216331
215,215,215,215,2019-12-11,373.5299987792969,368.80999755859375,360.6600036621094,0.01279792102152344,0.035684564372280514
216,216,216,216,2019-12-12,372.1600036621094,369.9700012207031,366.8200073242188,0.005919405449578141,0.014557538387405256
217,217,217,217,2019-12-13,376.4200134277344,368.3399963378906,363.8299865722656,0.021936301162450045,0.03460414842130688
218,218,218,218,2019-12-16,376.010009765625,372.260009765625,371.5799865722656,0.01007360420572967,0.01192212539277282
219,219,219,219,2019-12-17,369.1000061035156,365.6300048828125,369.0,0.009490471718302418,0.00027101925071981725
220,220,220,220,2019-12-18,371.3599853515625,367.6700134277344,366.0799865722656,0.010036097013806033,0.014423074117586587
221,221,221,221,2019-12-19,372.5499877929688,373.5299987792969,368.80999755859375,-0.0026236473363070445,0.010140696453817988
222,222,222,222,2019-12-20,375.6199951171875,372.1600036621094,369.9700012207031,0.009297053474396133,0.015271491952975724
223,223,223,223,2019-12-23,374.2000122070313,376.4200134277344,368.3399963378906,-0.005897670531615495,0.01590925755389616
224,224,224,224,2019-12-24,376.510009765625,376.010009765625,372.260009765625,0.0013297518337653802,0.011416751433160455
225,225,225,225,2019-12-26,374.8599853515625,369.1000061035156,365.6300048828125,0.015605470476290018,0.025244045470798504
226,226,226,226,2019-12-27,373.3200073242188,371.3599853515625,367.6700134277344,0.005277956834258246,0.015367023934887536
227,227,227,227,2019-12-30,373.7000122070313,372.5499877929688,373.5299987792969,0.0030868996154727046,0.00045515334321222234
228,228,228,228,2019-12-31,375.4800109863281,375.6199951171875,372.1600036621094,-0.0003726748647012723,0.00892091383154936
229,229,229,229,2020-01-02,373.3500061035156,374.2000122070313,376.4200134277344,-0.0022715287968654296,-0.008155802600034012
230,230,230,230,2020-01-03,369.1600036621094,376.510009765625,376.010009765625,-0.019521409558516,-0.018217616354908706
231,231,231,231,2020-01-06,371.739990234375,374.8599853515625,369.1000061035156,-0.008323094592935565,0.007152490076413054
232,232,232,232,2020-01-07,373.1300048828125,373.3200073242188,371.3599853515625,-0.0005089532778276284,0.00476631732299948
233,233,233,233,2020-01-08,382.4200134277344,373.7000122070313,372.5499877929688,0.023334227818735398,0.026493157853089144
234,234,234,234,2020-01-09,383.4700012207031,375.4800109863281,375.6199951171875,0.021279402366550793,0.02089879720345178
235,235,235,235,2020-01-10,381.4100036621094,373.3500061035156,374.2000122070313,0.02158831505779868,0.019267747781603672
236,236,236,236,2020-01-13,378.9299926757813,369.1600036621094,376.510009765625,0.026465459195883945,0.006427406569250893
237,237,237,237,2020-01-14,387.6199951171875,371.739990234375,374.8599853515625,0.04271804298698245,0.034039402081441184
238,238,238,238,2020-01-15,390.75,373.1300048828125,373.3200073242188,0.04722213407287179,0.04668914693512183
239,239,239,239,2020-01-16,385.5700073242188,382.4200134277344,373.7000122070313,0.008237000642958403,0.0317634325112397
240,240,240,240,2020-01-17,385.9400024414063,383.4700012207031,375.4800109863281,0.006441185002322047,0.027857651936254557
241,241,241,241,2020-01-21,363.7099914550781,381.4100036621094,373.3500061035156,-0.04640678544632948,-0.025820314693565827
242,242,242,242,2020-01-22,359.1400146484375,378.9299926757813,369.1600036621094,-0.05222594782640089,-0.02714267232168288
243,243,243,243,2020-01-23,356.6000061035156,387.6199951171875,371.739990234375,-0.08002680306596088,-0.040727348492460846
244,244,244,244,2020-01-24,345.2799987792969,390.75,373.1300048828125,-0.1163659660158749,-0.07463888119172402
245,245,245,245,2020-01-27,339.4200134277344,385.5700073242188,382.4200134277344,-0.11969290406366528,-0.11244181394843678
246,246,246,246,2020-01-28,344.0799865722656,385.9400024414063,383.4700012207031,-0.10846249573596844,-0.10271993773449539
