,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,TPR,TPR_6m,TPR_12m,TPR_6m_ret,TPR_12m_ret
1041,1041,1041,1041,2023-03-24,39.11629104614258,40.00065612792969,41.62361526489258,-0.02210876439023257,-0.06023802120006627
1042,1042,1042,1042,2023-03-27,39.59249114990234,39.74798202514648,40.42826461791992,-0.0039119187269877065,-0.020672998851578916
1043,1043,1043,1043,2023-03-28,40.55460739135742,39.475868225097656,40.19502639770508,0.027326546945303898,0.008945907637788686
1044,1044,1044,1044,2023-03-29,40.75868606567383,40.282493591308594,39.71882629394531,0.011821325640773539,0.026180526182543185
1045,1045,1045,1045,2023-03-30,40.88502502441406,39.56333160400391,40.32136535644531,0.03340703036941384,0.013979181086402725
1046,1046,1046,1046,2023-03-31,41.89573287963867,39.51474380493164,39.407840728759766,0.06025571332212132,0.06313190737860563
1047,1047,1047,1047,2023-04-03,41.68192672729492,39.11629104614258,40.00065612792969,0.06558995274183466,0.042031075540066354
1048,1048,1048,1048,2023-04-04,40.97249221801758,39.59249114990234,39.74798202514648,0.03485512095943588,0.030806851832035465
1049,1049,1049,1049,2023-04-05,39.34952926635742,40.55460739135742,39.475868225097656,-0.029714949854423023,-0.0032004098812933313
1050,1050,1050,1050,2023-04-06,38.99966812133789,40.75868606567383,40.282493591308594,-0.04315688541828011,-0.03184573137367763
1051,1051,1051,1051,2023-04-10,39.709110260009766,40.88502502441406,39.56333160400391,-0.028761502865709665,0.0036846911039993824
1052,1052,1052,1052,2023-04-11,39.689674377441406,41.89573287963867,39.51474380493164,-0.052655923421485507,0.004426969674239167
1053,1053,1053,1053,2023-04-12,40.12699890136719,41.68192672729492,39.11629104614258,-0.037304605329328666,0.025838540111902564
1054,1054,1054,1054,2023-04-13,40.74897003173828,40.97249221801758,39.59249114990234,-0.005455420800128952,0.029209550807433704
1055,1055,1055,1055,2023-04-14,40.94334030151367,39.34952926635742,40.55460739135742,0.04050394159400805,0.009585419146212582
1056,1056,1056,1056,2023-04-17,40.282493591308594,38.99966812133789,40.75868606567383,0.03289324068039523,-0.011683214556964638
1057,1057,1057,1057,2023-04-18,40.9336166381836,39.709110260009766,40.88502502441406,0.03083691299442215,0.0011884941672537508
1058,1058,1058,1058,2023-04-19,41.87629699707031,39.689674377441406,41.89573287963867,0.05509298460941081,-0.0004639107907289386
1059,1059,1059,1059,2023-04-20,41.09882736206055,40.12699890136719,41.68192672729492,0.0242188174371607,-0.013989261318204327
