,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,PLD,PLD_6m,PLD_12m,PLD_6m_ret,PLD_12m_ret
188,188,188,188,2019-11-01,78.7205810546875,82.90689849853516,80.1610336303711,-0.050494199151854935,-0.017969486051360506
189,189,189,189,2019-11-04,79.0176773071289,81.79954528808594,80.26907348632812,-0.03400835507287603,-0.01559001648888303
190,190,190,190,2019-11-05,77.33415985107422,77.32515716552734,80.67420196533203,0.0001164263465718296,-0.04140161331491232
191,191,191,191,2019-11-06,78.83763122558594,78.00934600830078,81.5834732055664,0.010617769019586776,-0.033656840927349996
192,192,192,192,2019-11-07,78.55853271484375,78.93665313720703,81.7545394897461,-0.004790175505744232,-0.03909271332025788
193,193,193,193,2019-11-08,78.3874740600586,79.00868225097656,82.70882415771484,-0.007862530714594862,-0.05224775157504358
194,194,194,194,2019-11-11,78.61256408691406,78.7205810546875,82.90689849853516,-0.0013721566371366345,-0.05179706983848842
195,195,195,195,2019-11-12,77.9913558959961,79.0176773071289,81.79954528808594,-0.012988503915948635,-0.046555141335785644
196,196,196,196,2019-11-13,79.16172790527344,77.33415985107422,77.32515716552734,0.02363209295502333,0.023751270699839733
197,197,197,197,2019-11-14,80.2330551147461,78.83763122558594,78.00934600830078,0.017699972303420575,0.028505675540578146
198,198,198,198,2019-11-15,80.21504211425781,78.55853271484375,78.93665313720703,0.021086307778009905,0.016195125157240975
199,199,199,199,2019-11-18,80.92627716064453,78.3874740600586,79.00868225097656,0.03238786720746689,0.02427068589217307
200,200,200,200,2019-11-19,81.95259094238281,78.61256408691406,78.7205810546875,0.04248718883887337,0.04105673312357827
201,201,201,201,2019-11-20,82.42073822021484,77.9913558959961,79.0176773071289,0.056793246807062436,0.04306708358256084
202,202,202,202,2019-11-21,81.7905502319336,79.16172790527344,77.33415985107422,0.033208248432953,0.05762512180181756
203,203,203,203,2019-11-22,81.52946472167969,80.2330551147461,78.83763122558594,0.016158048638176936,0.034144017954970574
204,204,204,204,2019-11-25,81.79954528808594,80.21504211425781,78.55853271484375,0.01975319256918384,0.041256022245306
205,205,205,205,2019-11-26,83.12295532226562,80.92627716064453,78.3874740600586,0.027144188991426565,0.06041119858740207
206,206,206,206,2019-11-27,83.18597412109375,81.95259094238281,78.61256408691406,0.015049959550126557,0.058176578862423556
207,207,207,207,2019-11-29,82.42073822021484,82.42073822021484,77.9913558959961,0.0,0.056793246807062436
208,208,208,208,2019-12-02,81.0343246459961,81.7905502319336,79.16172790527344,-0.00924587967427859,0.023655329289469895
209,209,209,209,2019-12-03,81.68250274658203,81.52946472167969,80.2330551147461,0.0018770885522771952,0.018065467278579828
210,210,210,210,2019-12-04,82.01561737060547,81.79954528808594,80.21504211425781,0.0026414826850020834,0.022446852970331
211,211,211,211,2019-12-05,82.24068450927734,83.12295532226562,80.92627716064453,-0.010614045296726271,0.016242034043202347
212,212,212,212,2019-12-06,82.31270599365234,83.18597412109375,81.95259094238281,-0.010497780865920903,0.004394187506807645
213,213,213,213,2019-12-09,82.26770782470703,82.42073822021484,82.42073822021484,-0.0018566977051205358,-0.0018566977051205358
214,214,214,214,2019-12-10,82.0516357421875,81.0343246459961,81.7905502319336,0.01255407632056671,0.0031921231672062955
215,215,215,215,2019-12-11,80.84525299072266,81.68250274658203,81.52946472167969,-0.010250050227487817,-0.008392201927152954
216,216,216,216,2019-12-12,80.05300903320312,82.01561737060547,81.79954528808594,-0.02392969047021698,-0.021351417648249327
217,217,217,217,2019-12-13,79.71089172363281,82.24068450927734,83.12295532226562,-0.03076084301510351,-0.04104839133070193
218,218,218,218,2019-12-16,79.54884338378906,82.31270599365234,83.18597412109375,-0.033577593841665476,-0.0437228844854316
219,219,219,219,2019-12-17,78.60354614257812,82.26770782470703,82.42073822021484,-0.044539489175222546,-0.04631349051300415
220,220,220,220,2019-12-18,79.30101013183594,82.0516357421875,81.0343246459961,-0.033523105121197605,-0.021389880420824903
221,221,221,221,2019-12-19,79.08361053466797,80.84525299072266,81.68250274658203,-0.021790301729364914,-0.031817000269654616
222,222,222,222,2019-12-20,79.73577117919922,80.05300903320312,82.01561737060547,-0.00396284734122021,-0.027797708101181096
223,223,223,223,2019-12-23,79.34629821777344,79.71089172363281,82.24068450927734,-0.004573948402477601,-0.03519409290881326
224,224,224,224,2019-12-24,79.58177947998047,79.54884338378906,82.31270599365234,0.0004140361417011018,-0.03317746003736621
225,225,225,225,2019-12-26,80.0799789428711,78.60354614257812,82.26770782470703,0.018783284886598972,-0.026592802202505372
226,226,226,226,2019-12-27,80.31546783447266,79.30101013183594,82.0516357421875,0.012792494079838512,-0.021159455165159824
227,227,227,227,2019-12-30,80.4875717163086,79.08361053466797,80.84525299072266,0.017752871576660834,-0.004424270580922096
228,228,228,228,2019-12-31,80.7411880493164,79.73577117919922,80.05300903320312,0.01260935782332373,0.008596541521978862
229,229,229,229,2020-01-02,80.0708999633789,79.34629821777344,79.71089172363281,0.009132143047388741,0.0045164246938083075
230,230,230,230,2020-01-03,80.96761322021484,79.58177947998047,79.54884338378906,0.017413957683404035,0.017835203832956115
231,231,231,231,2020-01-06,80.6506118774414,80.0799789428711,78.60354614257812,0.007125787769966863,0.026042918358290423
232,232,232,232,2020-01-07,80.13432312011719,80.31546783447266,79.30101013183594,-0.0022554150431993714,0.0105082266530514
233,233,233,233,2020-01-08,80.569091796875,80.4875717163086,79.08361053466797,0.0010128281774202108,0.018783680362643995
234,234,234,234,2020-01-09,80.57816314697266,80.7411880493164,79.73577117919922,-0.002019104577011821,0.010564793634217695
235,235,235,235,2020-01-10,81.01292419433594,80.0708999633789,79.34629821777344,0.0117648762707534,0.021004457851181435
236,236,236,236,2020-01-13,83.15055847167969,80.96761322021484,79.58177947998047,0.0269607212642875,0.04484417180690192
237,237,237,237,2020-01-14,82.0907974243164,80.6506118774414,80.0799789428711,0.017857093868841822,0.025110127499906376
238,238,238,238,2020-01-15,83.52193450927734,80.13432312011719,80.31546783447266,0.04227416239708304,0.039923401572074635
239,239,239,239,2020-01-16,84.55452728271484,80.569091796875,80.4875717163086,0.04946605946468452,0.05052898826095653
240,240,240,240,2020-01-17,85.38783264160156,80.57816314697266,80.7411880493164,0.05968949038781357,0.05754986648756022
241,241,241,241,2020-01-21,86.56534576416016,81.01292419433594,80.0708999633789,0.0685374787423414,0.08110868997040788
242,242,242,242,2020-01-22,85.08893585205078,83.15055847167969,80.96761322021484,0.023311657985211065,0.05090087836264612
243,243,243,243,2020-01-23,86.68309020996094,82.0907974243164,80.6506118774414,0.05594162719491669,0.0747976759517539
