,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,CVS,CVS_6m,CVS_12m,CVS_6m_ret,CVS_12m_ret
39,39,39,39,2019-04-02,45.07196044921875,47.51015472412109,48.07215118408203,-0.05131943453058163,-0.062410161828928556
40,40,40,40,2019-04-03,45.642608642578125,47.890586853027344,48.99728012084961,-0.04693987604178029,-0.06846648364965024
41,41,41,41,2019-04-04,46.170021057128906,46.73200607299805,49.36042022705078,-0.0120256985114503,-0.0646347651670407
42,42,42,42,2019-04-05,46.74066162109375,46.13543701171875,48.55633544921875,0.013118432349980003,-0.03739313956309309
43,43,43,43,2019-04-08,46.818477630615234,46.62825393676758,49.628448486328125,0.004079580035435626,-0.05662016326154129
44,44,44,44,2019-04-09,46.44670104980469,46.853057861328125,48.45258331298828,-0.008673005137170287,-0.041398871350702415
45,45,45,45,2019-04-10,46.57638549804688,45.07196044921875,47.51015472412109,0.03337829182121155,-0.019654097771231394
46,46,46,46,2019-04-11,45.55615234375,45.642608642578125,47.890586853027344,-0.0018942015235183796,-0.04874516398058659
47,47,47,47,2019-04-12,45.6599006652832,46.170021057128906,46.73200607299805,-0.011048736391402136,-0.02294156613007703
48,48,48,48,2019-04-15,46.879005432128906,46.74066162109375,46.13543701171875,0.0029598171321718603,0.016117077642968658
49,49,49,49,2019-04-16,46.60232925415039,46.818477630615234,46.62825393676758,-0.004616732269045465,-0.000555986562403632
50,50,50,50,2019-04-17,45.42646026611328,46.44670104980469,46.853057861328125,-0.021965839567322676,-0.03044833486508336
51,51,51,51,2019-04-18,45.50426483154297,46.57638549804688,45.07196044921875,-0.02301854587984009,0.00959142619969433
52,52,52,52,2019-04-22,45.76613998413086,45.55615234375,45.642608642578125,0.004609424404334428,0.0027064917020869217
53,53,53,53,2019-04-23,46.22877883911133,45.6599006652832,46.170021057128906,0.012459032226074473,0.0012726392719144553
54,54,54,54,2019-04-24,46.202598571777344,46.879005432128906,46.74066162109375,-0.014428780092846871,-0.011511669511190314
55,55,55,55,2019-04-25,46.46445846557617,46.60232925415039,46.818477630615234,-0.0029584527378948566,-0.007561526622718806
56,56,56,56,2019-04-26,46.72633361816406,45.42646026611328,46.44670104980469,0.028614894148387915,0.0060205044069658875
57,57,57,57,2019-04-29,47.127872467041016,45.50426483154297,46.57638549804688,0.0356803398870118,0.011840484466474122
58,58,58,58,2019-04-30,47.46828842163086,45.76613998413086,45.55615234375,0.037192309381787636,0.04197316892464009
59,59,59,59,2019-05-01,50.04335403442383,46.22877883911133,45.6599006652832,0.08251516244000845,0.09600225373406279
60,60,60,60,2019-05-02,49.51960754394531,46.202598571777344,46.879005432128906,0.07179269293727875,0.056328031865766626
61,61,61,61,2019-05-03,49.45849990844727,46.46445846557617,46.60232925415039,0.06443723959656777,0.06128815233076601
62,62,62,62,2019-05-06,49.406131744384766,46.72633361816406,45.42646026611328,0.05735091796671532,0.08760690256203385
63,63,63,63,2019-05-07,48.31501007080078,47.127872467041016,45.50426483154297,0.025189713467120622,0.06176883089229568
64,64,64,64,2019-05-08,48.65544128417969,47.46828842163086,45.76613998413086,0.02500938841535838,0.06313185470853955
65,65,65,65,2019-05-09,48.31501007080078,50.04335403442383,46.22877883911133,-0.034536932964847944,0.04512840884138658
66,66,66,66,2019-05-10,48.14916229248047,49.51960754394531,46.202598571777344,-0.027674800335375505,0.042131044159325226
67,67,67,67,2019-05-13,46.9794807434082,49.45849990844727,46.46445846557617,-0.050123217841786305,0.01108421995735931
68,68,68,68,2019-05-14,46.23751068115234,49.406131744384766,46.72633361816406,-0.06413416617245205,-0.01046140150875663
69,69,69,69,2019-05-15,46.08038711547852,48.31501007080078,47.127872467041016,-0.04625111227437695,-0.02222645107298349
70,70,70,70,2019-05-16,45.65266799926758,48.65544128417969,47.46828842163086,-0.06171505602783345,-0.03824912341975073
71,71,71,71,2019-05-17,46.158939361572266,48.31501007080078,50.04335403442383,-0.04462527703231378,-0.07762098979575893
72,72,72,72,2019-05-20,46.2636947631836,48.14916229248047,49.51960754394531,-0.039158885420345624,-0.06574997142035721
73,73,73,73,2019-05-21,46.71760177612305,46.9794807434082,49.45849990844727,-0.005574326560046083,-0.05541814121734201
74,74,74,74,2019-05-22,46.88345718383789,46.23751068115234,49.406131744384766,0.013970183367783662,-0.05105994886623744
75,75,75,75,2019-05-23,46.08038711547852,46.08038711547852,48.31501007080078,0.0,-0.04625111227437695
76,76,76,76,2019-05-24,46.324798583984375,45.65266799926758,48.65544128417969,0.014722701085675416,-0.047900967264541516
77,77,77,77,2019-05-28,46.001834869384766,46.158939361572266,48.31501007080078,-0.003403555072114428,-0.04787694751644034
78,78,78,78,2019-05-29,45.84471130371094,46.2636947631836,48.14916229248047,-0.009056420193358394,-0.04786066629303376
79,79,79,79,2019-05-30,46.04545974731445,46.71760177612305,46.9794807434082,-0.014387340172759444,-0.019881467000352204
80,80,80,80,2019-05-31,45.71377182006836,46.88345718383789,46.23751068115234,-0.02494878650230503,-0.011327142256762235
81,81,81,81,2019-06-03,46.604122161865234,46.08038711547852,46.08038711547852,0.011365682433921886,0.011365682433921886
82,82,82,82,2019-06-04,47.67778778076172,46.324798583984375,45.65266799926758,0.02920658563305878,0.04435928654874299
83,83,83,83,2019-06-05,46.41208267211914,46.001834869384766,46.158939361572266,0.008918074765913442,0.0054841665351959
84,84,84,84,2019-06-06,47.232608795166016,45.84471130371094,46.2636947631836,0.030273884423888564,0.020943291212302206
85,85,85,85,2019-06-07,47.0667610168457,46.04545974731445,46.71760177612305,0.022180281728880313,0.0074738262977598335
86,86,86,86,2019-06-10,48.03568649291992,45.71377182006836,46.88345718383789,0.05079245444875413,0.02457645784447915
87,87,87,87,2019-06-11,47.11041259765625,46.604122161865234,46.08038711547852,0.010863640646047834,0.022352795769628786
88,88,88,88,2019-06-12,46.83980178833008,47.67778778076172,46.324798583984375,-0.017576025051434407,0.011117224900870859
89,89,89,89,2019-06-13,47.6515998840332,46.41208267211914,46.001834869384766,0.02670677850573311,0.03586302631911731
90,90,90,90,2019-06-14,47.28498840332031,47.232608795166016,45.84471130371094,0.0011089713122018896,0.031416428605425484
91,91,91,91,2019-06-17,47.60795974731445,47.0667610168457,46.04545974731445,0.011498533546318468,0.033933855988725004
92,92,92,92,2019-06-18,47.712703704833984,48.03568649291992,45.71377182006836,-0.006723809144135839,0.043727126534942595
93,93,93,93,2019-06-19,47.91347885131836,47.11041259765625,46.604122161865234,0.017046470395422952,0.02809529777013009
94,94,94,94,2019-06-20,47.02312088012695,46.83980178833008,47.67778778076172,0.003913746104761362,-0.013731067046255152
95,95,95,95,2019-06-21,46.831085205078125,47.6515998840332,46.41208267211914,-0.017219037366046797,0.00902787612266942
96,96,96,96,2019-06-24,46.38590621948242,47.28498840332031,47.232608795166016,-0.019014114504356305,-0.017926229299666585
97,97,97,97,2019-06-25,46.85726547241211,47.60795974731445,47.0667610168457,-0.015768251336262917,-0.004451029556901354
98,98,98,98,2019-06-26,46.874732971191406,47.712703704833984,48.03568649291992,-0.01756284319636403,-0.024168563134819188
99,99,99,99,2019-06-27,47.78254318237305,47.91347885131836,47.11041259765625,-0.0027327522877564903,0.01426713432669513
100,100,100,100,2019-06-28,47.56432342529297,47.02312088012695,46.83980178833008,0.01150928596478451,0.015468076492659355
101,101,101,101,2019-07-01,47.948387145996094,46.831085205078125,47.6515998840332,0.02385812620026173,0.006228274867688954
102,102,102,102,2019-07-02,47.83491516113281,46.38590621948242,47.28498840332031,0.031238129417891836,0.011630049543881915
103,103,103,103,2019-07-03,48.18407440185547,46.85726547241211,47.60795974731445,0.028315970128998114,0.012101225458911014
104,104,104,104,2019-07-05,48.50704193115234,46.874732971191406,47.712703704833984,0.03482278951784368,0.016648359129517898
105,105,105,105,2019-07-08,48.28009796142578,47.78254318237305,47.91347885131836,0.010412898642788937,0.0076516904824441845
106,106,106,106,2019-07-09,47.86110305786133,47.56432342529297,47.02312088012695,0.006239542816886656,0.01782064146424034
107,107,107,107,2019-07-10,48.34119415283203,47.948387145996094,46.831085205078125,0.008192288212737875,0.032245867059048194
108,108,108,108,2019-07-11,50.602012634277344,47.83491516113281,46.38590621948242,0.05784681469222863,0.0908919703938893
109,109,109,109,2019-07-12,50.235389709472656,48.18407440185547,46.85726547241211,0.042572475098498375,0.0720939261607032
110,110,110,110,2019-07-15,50.13936996459961,48.50704193115234,46.874732971191406,0.03365136212107278,0.06964598593904747
111,111,111,111,2019-07-16,50.087005615234375,48.28009796142578,47.78254318237305,0.03742551755491985,0.04822812431866219
112,112,112,112,2019-07-17,49.08316040039063,47.86110305786133,47.56432342529297,0.025533413658517468,0.03193227330318771
113,113,113,113,2019-07-18,49.31885528564453,48.34119415283203,47.948387145996094,0.02022418249995228,0.02858215304459688
114,114,114,114,2019-07-19,48.83001327514648,50.602012634277344,47.83491516113281,-0.03501835731194869,0.020802756954029444
115,115,115,115,2019-07-22,48.4284782409668,50.235389709472656,48.18407440185547,-0.03596889521422664,0.0050722949884436375
116,116,116,116,2019-07-23,49.118072509765625,50.13936996459961,48.50704193115234,-0.0203691720808431,0.012596739654430866
117,117,117,117,2019-07-24,49.31183242797852,50.087005615234375,48.28009796142578,-0.01547653283988848,0.02136976746354291
118,118,118,118,2019-07-25,48.82743835449219,49.08316040039063,47.86110305786133,-0.00520997514855237,0.02019041005934641
119,119,119,119,2019-07-26,48.91551208496094,49.31885528564453,48.34119415283203,-0.00817827580035091,0.011880507757280112
120,120,120,120,2019-07-29,49.54963684082031,48.83001327514648,50.602012634277344,0.014737320705175971,-0.020797113369047326
121,121,121,121,2019-07-30,49.78742599487305,48.4284782409668,50.235389709472656,0.028060922070367367,-0.00891729350942283
122,122,122,122,2019-07-31,49.206153869628906,49.118072509765625,50.13936996459961,0.0017932576618466811,-0.018612441592895768
123,123,123,123,2019-08-01,48.76578521728516,49.31183242797852,50.087005615234375,-0.011073350630213974,-0.02637850639542627
124,124,124,124,2019-08-02,49.06522750854492,48.82743835449219,49.08316040039063,0.004869990359239518,-0.0003653573180583125
125,125,125,125,2019-08-05,48.00836944580078,48.91551208496094,49.31885528564453,-0.018545091331857,-0.02657170026055322
126,126,126,126,2019-08-06,47.63846206665039,49.54963684082031,48.83001327514648,-0.03857091385572875,-0.024402025077936318
127,127,127,127,2019-08-07,51.187782287597656,49.78742599487305,48.4284782409668,0.02812670598533873,0.05697688936045697
128,128,128,128,2019-08-08,51.99805450439453,49.206153869628906,49.118072509765625,0.05673885104214271,0.05863385608334504
129,129,129,129,2019-08-09,52.21822738647461,48.76578521728516,49.31183242797852,0.07079640271978471,0.05893909869889691
130,130,130,130,2019-08-12,51.742637634277344,49.06522750854492,48.82743835449219,0.05456838298092359,0.05970412083919929
131,131,131,131,2019-08-13,52.71143341064453,48.00836944580078,48.91551208496094,0.0979634180276272,0.07760158616126711
132,132,132,132,2019-08-14,51.5753059387207,47.63846206665039,49.54963684082031,0.0826400286928306,0.04088161340935592
133,133,133,133,2019-08-15,51.82191467285156,51.187782287597656,49.78742599487305,0.012388354347743435,0.040863503933463496
134,134,134,134,2019-08-16,53.09014892578125,51.99805450439453,49.206153869628906,0.021002601574149793,0.0789331160985054
135,135,135,135,2019-08-19,54.067752838134766,52.21822738647461,48.76578521728516,0.03541915427292386,0.10872310570260857
136,136,136,136,2019-08-20,54.21748733520508,51.742637634277344,49.06522750854492,0.04782998730022703,0.10500837534612195
137,137,137,137,2019-08-21,54.29674911499024,52.71143341064453,48.00836944580078,0.03007536698908231,0.13098507076539545
138,138,138,138,2019-08-22,54.64903259277344,51.5753059387207,47.63846206665039,0.05959686710738632,0.1471619826079742
139,139,139,139,2019-08-23,53.054935455322266,51.82191467285156,51.187782287597656,0.023793423887455534,0.0364765396014628
140,140,140,140,2019-08-26,53.51290512084961,53.09014892578125,51.99805450439453,0.007962987552725842,0.02913283258178545
141,141,141,141,2019-08-27,52.130157470703125,54.067752838134766,52.21822738647461,-0.03583643235982659,-0.0016865742132468053
142,142,142,142,2019-08-28,52.38557434082031,54.21748733520508,51.742637634277344,-0.03378823114872109,0.012425665484765425
143,143,143,143,2019-08-29,52.97566223144531,54.29674911499024,52.71143341064453,-0.02433086520055039,0.005012742088463584
144,144,144,144,2019-08-30,53.65381240844727,54.64903259277344,51.5753059387207,-0.018211121718150425,0.04030041958832298
145,145,145,145,2019-09-03,53.45124816894531,53.054935455322266,51.82191467285156,0.007469855730138031,0.031441013061358936
146,146,146,146,2019-09-04,54.30555725097656,53.51290512084961,53.09014892578125,0.014812354671025263,0.022893292819623268
147,147,147,147,2019-09-05,55.27434921264648,52.130157470703125,54.067752838134766,0.06031425751419173,0.02231637734462466
148,148,148,148,2019-09-06,54.80756378173828,52.38557434082031,54.21748733520508,0.04623390067579525,0.010883507804133385
149,149,149,149,2019-09-09,56.08462142944336,52.97566223144531,54.29674911499024,0.0586865565628103,0.03292779666544576
150,150,150,150,2019-09-10,56.01415252685547,53.65381240844727,54.64903259277344,0.04399202987552453,0.024979763946682443
151,151,151,151,2019-09-11,56.35764694213867,53.45124816894531,53.054935455322266,0.05437475966897898,0.0622507870092055
152,152,152,152,2019-09-12,56.27837753295898,54.30555725097656,53.51290512084961,0.03632814728085565,0.05167860735394636
153,153,153,153,2019-09-13,56.41929626464844,55.27434921264648,52.130157470703125,0.020713894750659545,0.08227749544696428
154,154,154,154,2019-09-16,55.86443328857422,54.80756378173828,52.38557434082031,0.019283278327143716,0.06640872017781962
155,155,155,155,2019-09-17,55.90847396850586,56.08462142944336,52.97566223144531,-0.003140744404579787,0.05536149268408175
156,156,156,156,2019-09-18,55.71471786499024,56.01415252685547,53.65381240844727,-0.0053456965491295305,0.03841116528410016
157,157,157,157,2019-09-19,56.04058456420898,56.35764694213867,53.45124816894531,-0.005625898083630343,0.048442954729129184
158,158,158,158,2019-09-20,56.63067626953125,56.27837753295898,54.30555725097656,0.006259930581082429,0.04281548954205561
159,159,159,159,2019-09-23,55.79397964477539,56.41929626464844,55.27434921264648,-0.011083382127629604,0.00940093261215691
160,160,160,160,2019-09-24,55.424076080322266,55.86443328857422,54.80756378173828,-0.007882604052872777,0.011248671826376677
161,161,161,161,2019-09-25,55.1246223449707,55.90847396850586,56.08462142944336,-0.014020265049207281,-0.017116975384783073
162,162,162,162,2019-09-26,54.2439079284668,55.71471786499024,56.01415252685547,-0.026398947942042228,-0.0316035237262573
163,163,163,163,2019-09-27,54.67545700073242,56.04058456420898,56.35764694213867,-0.024359623906357486,-0.02984847722853512
164,164,164,164,2019-09-30,55.54737091064453,56.63067626953125,56.27837753295898,-0.019129302884019483,-0.012989120411055488
165,165,165,165,2019-10-01,54.91324996948242,55.79397964477539,56.41929626464844,-0.01578538904914706,-0.026693815677911625
166,166,166,166,2019-10-02,54.16463851928711,55.424076080322266,55.86443328857422,-0.022723654593897802,-0.030427137074972577
167,167,167,167,2019-10-03,53.91803359985352,55.1246223449707,55.90847396850586,-0.021888381158719383,-0.03560176530258341
168,168,168,168,2019-10-04,54.81637573242188,54.2439079284668,55.71471786499024,0.010553587044466184,-0.01612396449256459
169,169,169,169,2019-10-07,54.59619522094727,54.67545700073242,56.04058456420898,-0.001449677499432478,-0.02577398780711826
170,170,170,170,2019-10-08,53.17822265625,55.54737091064453,56.63067626953125,-0.04265095207126235,-0.060964371974818854
171,171,171,171,2019-10-09,53.548126220703125,54.91324996948242,55.79397964477539,-0.02485964224550452,-0.04025261217018372
172,172,172,172,2019-10-10,54.72829818725586,54.16463851928711,55.424076080322266,0.010406414283888221,-0.012553712073757661
173,173,173,173,2019-10-11,55.432884216308594,53.91803359985352,55.1246223449707,0.028095435150646608,0.005592090398529814
174,174,174,174,2019-10-14,55.47692108154297,54.81637573242188,54.2439079284668,0.012050146334836809,0.02273090564754643
175,175,175,175,2019-10-15,57.097450256347656,54.59619522094727,54.67545700073242,0.045813724294851754,0.04429763167014378
176,176,176,176,2019-10-16,57.6082763671875,53.17822265625,55.54737091064453,0.08330578740049033,0.037101764183550934
177,177,177,177,2019-10-17,58.56825637817383,53.548126220703125,54.91324996948242,0.09374987533232848,0.06655964472550147
178,178,178,178,2019-10-18,58.268821716308594,54.72829818725586,54.16463851928711,0.06469273933822395,0.07577237306882534
179,179,179,179,2019-10-21,57.86368560791016,55.432884216308594,53.91803359985352,0.0438512523020842,0.07317870746805877
180,180,180,180,2019-10-22,58.62111282348633,55.47692108154297,54.81637573242188,0.056675671263764826,0.06940876773095539
181,181,181,181,2019-10-23,58.21290969848633,57.097450256347656,54.59619522094727,0.01953606399463803,0.0662448081391469
182,182,182,182,2019-10-24,57.538482666015625,57.6082763671875,53.17822265625,-0.001211522121005948,0.0819933384752407
183,183,183,183,2019-10-25,57.76921081542969,58.56825637817383,53.548126220703125,-0.013642980210725852,0.07882786742768566
184,184,184,184,2019-10-28,58.46138000488281,58.268821716308594,54.72829818725586,0.003304653893839049,0.06821118034502027
185,185,185,185,2019-10-29,58.47025680541992,57.86368560791016,55.432884216308594,0.010482761184967382,0.05479369569259607
186,186,186,186,2019-10-30,59.499629974365234,58.62111282348633,55.47692108154297,0.014986360861558579,0.07251139418695329
187,187,187,187,2019-10-31,58.91394805908203,58.21290969848633,57.097450256347656,0.012042661399794818,0.03181399159820497
188,188,188,188,2019-11-01,59.668235778808594,57.538482666015625,57.6082763671875,0.03701441216577095,0.03575804626563017
189,189,189,189,2019-11-04,60.37814712524414,57.76921081542969,58.56825637817383,0.04516136317232888,0.03090224737755376
190,190,190,190,2019-11-05,59.73921585083008,58.46138000488281,58.268821716308594,0.02185777766177499,0.025234663945674862
191,191,191,191,2019-11-06,62.94269943237305,58.47025680541992,57.86368560791016,0.07649090103771439,0.0877754980710832
192,192,192,192,2019-11-07,63.69700241088867,59.499629974365234,58.62111282348633,0.07054451327397881,0.08658807966826432
193,193,193,193,2019-11-08,64.30929565429688,58.91394805908203,58.21290969848633,0.09158013972861068,0.10472566974210307
194,194,194,194,2019-11-11,63.652618408203125,59.668235778808594,57.538482666015625,0.06677560644100033,0.1062616784261976
195,195,195,195,2019-11-12,64.20279693603516,60.37814712524414,57.76921081542969,0.06334493509476924,0.11136704188604063
196,196,196,196,2019-11-13,64.61988067626953,59.73921585083008,58.46138000488281,0.08169951272253995,0.1053430601684795
197,197,197,197,2019-11-14,64.72637939453125,62.94269943237305,58.47025680541992,0.02833815483358193,0.10699666686826337
198,198,198,198,2019-11-15,65.9243392944336,63.69700241088867,59.499629974365234,0.034967687634295475,0.10797897941275214
199,199,199,199,2019-11-18,66.64311981201172,64.30929565429688,58.91394805908203,0.036290619170525895,0.13119425887361102
200,200,200,200,2019-11-19,66.86497497558594,63.652618408203125,59.668235778808594,0.05046699802327104,0.12061256886253191
201,201,201,201,2019-11-20,66.4833984375,64.20279693603516,60.37814712524414,0.03552184032943284,0.10111690409431673
202,202,202,202,2019-11-21,66.50115203857422,64.61988067626953,59.73921585083008,0.02911288821050939,0.11319090971379375
203,203,203,203,2019-11-22,66.8294906616211,64.72637939453125,62.94269943237305,0.03249233599597168,0.06175126367791228
204,204,204,204,2019-11-25,67.95645904541016,65.9243392944336,63.69700241088867,0.030825030219880478,0.06687059788222238
205,205,205,205,2019-11-26,66.50115203857422,66.64311981201172,64.30929565429688,-0.0021302690185868167,0.03408304137025464
206,206,206,206,2019-11-27,66.58988189697266,66.86497497558594,63.652618408203125,-0.004114158103158294,0.046145210711253215
207,207,207,207,2019-11-29,66.79397583007812,66.4833984375,64.20279693603516,0.004671502959796792,0.040359283671465906
208,208,208,208,2019-12-02,67.04246520996094,66.50115203857422,64.61988067626953,0.008139906675191488,0.03748977107877982
209,209,209,209,2019-12-03,66.29705047607422,66.8294906616211,64.72637939453125,-0.007967144149620853,0.024266320721712864
210,210,210,210,2019-12-04,66.55438232421875,67.95645904541016,65.9243392944336,-0.020631986140633107,0.00955706248296595
211,211,211,211,2019-12-05,66.09295654296875,66.50115203857422,66.64311981201172,-0.006138171792402836,-0.008255364853789526
212,212,212,212,2019-12-06,66.87385559082031,66.58988189697266,66.86497497558594,0.004264517157231529,0.00013281415625465698
213,213,213,213,2019-12-09,66.54552459716797,66.79397583007812,66.4833984375,-0.0037196652815248976,0.0009344612508996875
214,214,214,214,2019-12-10,64.9393310546875,67.04246520996094,66.50115203857422,-0.03137017931376662,-0.023485622970573217
215,215,215,215,2019-12-11,65.09019470214844,66.29705047607422,66.8294906616211,-0.018203762690186642,-0.02602587483838925
216,216,216,216,2019-12-12,65.8977279663086,66.55438232421875,67.95645904541016,-0.00986643305787549,-0.030294855088401018
217,217,217,217,2019-12-13,65.30316925048828,66.09295654296875,66.50115203857422,-0.011949643862080972,-0.018014466687600317
218,218,218,218,2019-12-16,66.02198028564453,66.87385559082031,66.58988189697266,-0.012738540310702762,-0.0085283468771844
219,219,219,219,2019-12-17,65.09019470214844,66.54552459716797,66.79397583007812,-0.02186968851518334,-0.02550800587562052
220,220,220,220,2019-12-18,65.028076171875,64.9393310546875,67.04246520996094,0.0013665850224537923,-0.030046464308514764
221,221,221,221,2019-12-19,65.75572967529297,65.09019470214844,66.29705047607422,0.010224811527911548,-0.00816508120488113
222,222,222,222,2019-12-20,66.18168640136719,65.8977279663086,66.55438232421875,0.004309077775849435,-0.0055998705094426615
223,223,223,223,2019-12-23,66.00421142578125,65.30316925048828,66.09295654296875,0.010735193763780959,-0.001342731840567657
224,224,224,224,2019-12-24,66.11956787109375,66.02198028564453,66.87385559082031,0.0014781075185417158,-0.01127926172436966
225,225,225,225,2019-12-26,66.09295654296875,65.09019470214844,66.54552459716797,0.015405728088676574,-0.006800878901155771
226,226,226,226,2019-12-27,66.02198028564453,65.028076171875,64.9393310546875,0.01528423063205131,0.016671702855166393
227,227,227,227,2019-12-30,65.4007797241211,65.75572967529297,65.09019470214844,-0.005398007944321326,0.004771609969733248
228,228,228,228,2019-12-31,65.9243392944336,66.18168640136719,65.8977279663086,-0.003888494248588392,0.000403827703113091
229,229,229,229,2020-01-02,65.80897521972656,66.00421142578125,65.30316925048828,-0.002957935589825489,0.0077455041622578324
230,230,230,230,2020-01-03,65.28541564941406,66.11956787109375,66.02198028564453,-0.01261581478127538,-0.01115635479341448
231,231,231,231,2020-01-06,65.54275512695312,66.09295654296875,65.09019470214844,-0.008324660369186665,0.006952820265411663
232,232,232,232,2020-01-07,65.2943115234375,66.02198028564453,65.028076171875,-0.011021613696813759,0.004094160049557871
233,233,233,233,2020-01-08,64.4779052734375,65.4007797241211,65.75572967529297,-0.014111061895233368,-0.019432898215341332
234,234,234,234,2020-01-09,64.65538024902344,65.9243392944336,66.18168640136719,-0.019248718439826673,-0.023062364157469095
235,235,235,235,2020-01-10,63.98982238769531,65.80897521972656,66.00421142578125,-0.02764292903752663,-0.030519098623745022
236,236,236,236,2020-01-13,64.56663513183594,65.28541564941406,66.11956787109375,-0.011009817589858195,-0.023486734551644406
237,237,237,237,2020-01-14,65.5161361694336,65.54275512695312,66.09295654296875,-0.0004061311958578617,-0.008727410660773649
238,238,238,238,2020-01-15,66.79397583007812,65.2943115234375,66.02198028564453,0.022967763525652884,0.011693008011779638
239,239,239,239,2020-01-16,67.48616027832031,64.4779052734375,65.4007797241211,0.046655594534676936,0.03188617265720595
240,240,240,240,2020-01-17,67.45954132080078,64.65538024902344,65.9243392944336,0.04337088516032206,0.0232873327635581
241,241,241,241,2020-01-21,66.19055938720703,63.98982238769531,65.80897521972656,0.034391984809367226,0.005798360576295458
242,242,242,242,2020-01-22,66.11909484863281,64.56663513183594,65.28541564941406,0.024044302659213646,0.012769761683002034
243,243,243,243,2020-01-23,65.69025421142578,65.5161361694336,65.54275512695312,0.002657635998891905,0.0022504254541475532
