,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,LRCX,LRCX_6m,LRCX_12m,LRCX_6m_ret,LRCX_12m_ret
46,46,46,46,2019-04-11,178.9505615234375,179.1656951904297,168.4180145263672,-0.0012007525590405077,0.06253812590470464
47,47,47,47,2019-04-12,181.54161071777344,178.6886444091797,166.16368103027344,0.015966131020954677,0.09254687662280592
48,48,48,48,2019-04-15,180.35366821289065,182.54244995117188,164.33029174804688,-0.011990535565106653,0.09750713818126133
49,49,49,49,2019-04-16,182.0467071533203,181.0738983154297,167.44520568847656,0.00537244101408807,0.087201669374811
50,50,50,50,2019-04-17,183.6088104248047,178.15548706054688,172.76760864257812,0.03060990965944521,0.06275019876355903
51,51,51,51,2019-04-18,182.18704223632807,178.51092529296875,172.3560028076172,0.02059323224797671,0.057039147279855484
52,52,52,52,2019-04-22,182.60792541503903,178.9505615234375,179.1656951904297,0.020437845293503232,0.01921255193942506
53,53,53,53,2019-04-23,182.19635009765625,181.54161071777344,178.6886444091797,0.0036065526646706925,0.01963026637800369
54,54,54,54,2019-04-24,182.813720703125,180.35366821289065,182.54244995117188,0.013640157777830675,0.0014860694157752263
55,55,55,55,2019-04-25,191.83094787597656,182.0467071533203,181.0738983154297,0.05374577148718185,0.05940695848834143
56,56,56,56,2019-04-26,193.05630493164065,183.6088104248047,178.15548706054688,0.051454472609336444,0.08363939902692796
57,57,57,57,2019-04-29,192.80377197265625,182.18704223632807,178.51092529296875,0.05827379162650015,0.08006706959941168
58,58,58,58,2019-04-30,194.0291442871093,182.60792541503903,178.9505615234375,0.06254503382649812,0.08426116484522406
59,59,59,59,2019-05-01,190.7833404541016,182.19635009765625,181.54161071777344,0.047130419197984885,0.050906950201601076
60,60,60,60,2019-05-02,193.47723388671875,182.813720703125,180.35366821289065,0.058329939036197764,0.07276572638565337
61,61,61,61,2019-05-03,194.35650634765625,191.83094787597656,182.0467071533203,0.013165542367608696,0.06761890608638477
62,62,62,62,2019-05-06,191.32583618164065,193.05630493164065,183.6088104248047,-0.008963544343256413,0.04202971381918741
63,63,63,63,2019-05-07,187.02305603027344,192.80377197265625,182.18704223632807,-0.029982379925651226,0.026544224740594924
64,64,64,64,2019-05-08,186.80789184570312,194.0291442871093,182.60792541503903,-0.03721735962882311,0.022999913180757225
65,65,65,65,2019-05-09,185.797607421875,190.7833404541016,182.19635009765625,-0.026132958047382804,0.019765803882945576
66,66,66,66,2019-05-10,185.1148376464844,193.47723388671875,182.813720703125,-0.04322160324625346,0.01258722230754361
67,67,67,67,2019-05-13,176.13504028320312,194.35650634765625,191.83094787597656,-0.09375279689304239,-0.08182156094501092
68,68,68,68,2019-05-14,180.007568359375,191.32583618164065,193.05630493164065,-0.059157027864863654,-0.0675903155656381
69,69,69,69,2019-05-15,182.85113525390625,187.02305603027344,192.80377197265625,-0.022306986448194288,-0.05162054983115938
70,70,70,70,2019-05-16,181.8970642089844,186.80789184570312,194.0291442871093,-0.026288116568302655,-0.06252710190883892
71,71,71,71,2019-05-17,181.61642456054688,185.797607421875,190.7833404541016,-0.02250396503672014,-0.04804882790989862
72,72,72,72,2019-05-20,171.80413818359375,185.1148376464844,193.47723388671875,-0.07190509216938201,-0.11201884205050516
73,73,73,73,2019-05-21,174.8348388671875,176.13504028320312,194.35650634765625,-0.007381844145974981,-0.10044257250410371
74,74,74,74,2019-05-22,175.0873565673828,180.007568359375,191.32583618164065,-0.027333360684975494,-0.08487342817015775
75,75,75,75,2019-05-23,173.46910095214844,182.85113525390625,187.02305603027344,-0.05130968582027107,-0.07247210780221136
76,76,76,76,2019-05-24,170.14849853515625,181.8970642089844,186.80789184570312,-0.06458908902636296,-0.08917928009330012
77,77,77,77,2019-05-28,167.3609619140625,181.61642456054688,185.797607421875,-0.07849214453471376,-0.09922972509516748
78,78,78,78,2019-05-29,166.12628173828125,171.80413818359375,185.1148376464844,-0.03304842657075591,-0.10257716858151467
79,79,79,79,2019-05-30,167.08035278320312,174.8348388671875,176.13504028320312,-0.04435320862951708,-0.051407644302015054
80,80,80,80,2019-05-31,163.32940673828125,175.0873565673828,180.007568359375,-0.06715476239757201,-0.09265255774022085
81,81,81,81,2019-06-03,161.29029846191406,173.46910095214844,182.85113525390625,-0.07020733043168248,-0.11791470018522399
82,82,82,82,2019-06-04,168.7641143798828,170.14849853515625,181.8970642089844,-0.00813632895495342,-0.0721998999060971
83,83,83,83,2019-06-05,170.5413818359375,167.3609619140625,181.61642456054688,0.01900335589316282,-0.060980402798961664
84,84,84,84,2019-06-06,172.71145629882812,166.12628173828125,171.80413818359375,0.03963957112409999,0.005281119097753084
85,85,85,85,2019-06-07,174.6196746826172,167.08035278320312,174.8348388671875,0.04512392853992098,-0.001230671106310588
86,86,86,86,2019-06-10,178.819580078125,163.32940673828125,175.0873565673828,0.09484007594949007,0.021316350785762328
87,87,87,87,2019-06-11,178.67849731445312,161.29029846191406,173.46910095214844,0.10780684900676141,0.030030687504062792
88,88,88,88,2019-06-12,169.23277282714844,168.7641143798828,170.14849853515625,0.002777002972389475,-0.005381920592256062
89,89,89,89,2019-06-13,169.52442932128906,170.5413818359375,167.3609619140625,-0.005963083585347917,0.012926953708221722
90,90,90,90,2019-06-14,166.33509826660156,172.71145629882812,166.12628173828125,-0.03691913766967536,0.0012569746709270024
91,91,91,91,2019-06-17,162.29896545410156,174.6196746826172,167.08035278320312,-0.07055739423927643,-0.028617292514971582
92,92,92,92,2019-06-18,169.75958251953125,178.819580078125,163.32940673828125,-0.050665578985452875,0.0393693696050319
93,93,93,93,2019-06-19,170.68161010742188,178.67849731445312,161.29029846191406,-0.04475573349465589,0.05822614090906031
94,94,94,94,2019-06-20,173.07127380371094,169.23277282714844,168.7641143798828,0.02268178268569221,0.025521773036019102
95,95,95,95,2019-06-21,172.1963348388672,169.52442932128906,170.5413818359375,0.015761182788081918,0.009704113952364812
96,96,96,96,2019-06-24,170.54051208496094,166.33509826660156,172.71145629882812,0.025282780737105437,-0.012569775395275373
97,97,97,97,2019-06-25,165.4130859375,162.29896545410156,174.6196746826172,0.019187555969228276,-0.052723662221057066
98,98,98,98,2019-06-26,170.54989624023438,169.75958251953125,178.819580078125,0.0046554881260514325,-0.046245963860767736
99,99,99,99,2019-06-27,175.11280822753906,170.68161010742188,178.67849731445312,0.025961778291922144,-0.01995589363301431
100,100,100,100,2019-06-28,176.7216033935547,173.07127380371094,169.23277282714844,0.021091481616896113,0.04425165670514186
101,101,101,101,2019-07-01,180.014404296875,172.1963348388672,169.52442932128906,0.045402066573156485,0.061878839631454685
102,102,102,102,2019-07-02,176.11009216308594,170.54051208496094,166.33509826660156,0.03265839893426792,0.05876687481085341
103,103,103,103,2019-07-03,173.91799926757812,165.4130859375,162.29896545410156,0.05141620617181175,0.07159031347468714
104,104,104,104,2019-07-05,172.77023315429688,170.54989624023438,169.75958251953125,0.013018694018640531,0.017734790520112398
105,105,105,105,2019-07-08,170.66275024414062,175.11280822753906,170.68161010742188,-0.02541252138230854,-0.00011049733635259962
106,106,106,106,2019-07-09,172.24331665039062,176.7216033935547,173.07127380371094,-0.02534091280957329,-0.004783908589355734
107,107,107,107,2019-07-10,173.3158721923828,180.014404296875,172.1963348388672,-0.03721108947173557,0.006501516739965574
108,108,108,108,2019-07-11,173.9462127685547,176.11009216308594,170.54051208496094,-0.012287083425789103,0.019970039036220744
109,109,109,109,2019-07-12,179.9203643798828,173.91799926757812,165.4130859375,0.0345126159315452,0.08770332987962193
110,110,110,110,2019-07-15,181.3409576416016,172.77023315429688,170.54989624023438,0.0496076455465011,0.06327216632349675
111,111,111,111,2019-07-16,178.5749969482422,170.66275024414062,175.11280822753906,0.04636188443455147,0.019771190672725814
112,112,112,112,2019-07-17,180.3719482421875,172.24331665039062,176.7216033935547,0.04719272567362309,0.02065590611750845
113,113,113,113,2019-07-18,186.49658203125,173.3158721923828,180.014404296875,0.07605021786023403,0.03600921692735626
114,114,114,114,2019-07-19,186.722396850586,173.9462127685547,176.11009216308594,0.0734490500177245,0.060259491986822455
115,115,115,115,2019-07-22,194.945068359375,179.9203643798828,173.91799926757812,0.08350752307153586,0.12090220207424363
116,116,116,116,2019-07-23,197.3441467285156,181.3409576416016,172.77023315429688,0.08824917048548064,0.14223464960119814
117,117,117,117,2019-07-24,204.1367645263672,178.5749969482422,170.66275024414062,0.14314303802303163,0.1961413034440176
118,118,118,118,2019-07-25,198.2755126953125,180.3719482421875,172.24331665039062,0.09925913994722557,0.1511361749829776
119,119,119,119,2019-07-26,198.2755126953125,186.49658203125,173.3158721923828,0.06315896267787258,0.14401243340958514
120,120,120,120,2019-07-29,198.3414001464844,186.722396850586,173.9462127685547,0.062226082633225044,0.14024557930668435
121,121,121,121,2019-07-30,198.8118133544922,194.945068359375,179.9203643798828,0.01983504906104616,0.10499894794967224
122,122,122,122,2019-07-31,196.26217651367188,197.3441467285156,181.3409576416016,-0.005482656733326818,0.08228267384338106
123,123,123,123,2019-08-01,193.5808868408203,204.1367645263672,178.5749969482422,-0.05170983144578756,0.0840313042084353
124,124,124,124,2019-08-02,192.0097198486328,198.2755126953125,180.3719482421875,-0.03160144569293466,0.06452096193372125
125,125,125,125,2019-08-05,182.07481384277344,198.2755126953125,186.49658203125,-0.08170801644797399,-0.023709647331422112
126,126,126,126,2019-08-06,183.0062255859375,198.3414001464844,186.722396850586,-0.07731706315081555,-0.01990211847817136
127,127,127,127,2019-08-07,184.8031311035156,198.8118133544922,194.945068359375,-0.07046202141921187,-0.052024590009956406
128,128,128,128,2019-08-08,189.55419921875,196.26217651367188,197.3441467285156,-0.03417865537863629,-0.03947392227691526
129,129,129,129,2019-08-09,183.7588653564453,193.5808868408203,204.1367645263672,-0.05073859121459423,-0.09982473866087838
130,130,130,130,2019-08-12,184.6902618408203,192.0097198486328,198.2755126953125,-0.038120247316555944,-0.06851703808411513
131,131,131,131,2019-08-13,193.5150451660156,182.07481384277344,198.2755126953125,0.06283258558276561,-0.024009356801473758
132,132,132,132,2019-08-14,186.7506561279297,183.0062255859375,198.3414001464844,0.020460673018109166,-0.05843834928055569
133,133,133,133,2019-08-15,187.1551513671875,184.8031311035156,198.8118133544922,0.012727166740234663,-0.05863163657443349
134,134,134,134,2019-08-16,192.96934509277344,189.55419921875,196.26217651367188,0.018016724968895392,-0.016777717843504347
135,135,135,135,2019-08-19,195.7353363037109,183.7588653564453,193.5808868408203,0.06517492869818442,0.011129453418932789
136,136,136,136,2019-08-20,194.52166748046875,184.6902618408203,192.0097198486328,0.05323185717350842,0.013082398296378805
137,137,137,137,2019-08-21,195.67892456054688,193.5150451660156,182.07481384277344,0.011181969818806037,0.07471714747719549
138,138,138,138,2019-08-22,198.00271606445312,186.7506561279297,183.0062255859375,0.060251782616578486,0.08194524765756372
139,139,139,139,2019-08-23,188.5287628173828,187.1551513671875,184.8031311035156,0.007339426353808243,0.02016000319702571
140,140,140,140,2019-08-26,189.42251586914065,192.96934509277344,189.55419921875,-0.018380272897374317,-0.0006947002501241917
141,141,141,141,2019-08-27,187.94546508789065,195.7353363037109,183.7588653564453,-0.03979798110512445,0.022783117012201926
142,142,142,142,2019-08-28,191.24771118164065,194.52166748046875,184.6902618408203,-0.01683080523231084,0.03550511692095615
143,143,143,143,2019-08-29,195.36846923828125,195.67892456054688,193.5150451660156,-0.0015865547245971223,0.009577674287162496
144,144,144,144,2019-08-30,198.0497283935547,198.00271606445312,186.7506561279297,0.00023743274858034624,0.06050352111151258
145,145,145,145,2019-09-03,200.3359222412109,188.5287628173828,187.1551513671875,0.06262789426600657,0.07042697343747428
146,146,146,146,2019-09-04,208.4833068847656,189.42251586914065,192.96934509277344,0.10062579376145964,0.0803959913142347
147,147,147,147,2019-09-05,213.319076538086,187.94546508789065,195.7353363037109,0.13500518056304078,0.08983426583277443
148,148,148,148,2019-09-06,214.4292449951172,191.24771118164065,194.52166748046875,0.121212084945997,0.10234118272015791
149,149,149,149,2019-09-09,216.7059783935547,195.36846923828125,195.67892456054688,0.10921674945023563,0.10745691637579302
150,150,150,150,2019-09-10,218.2113037109375,198.0497283935547,198.00271606445312,0.10180057039673751,0.10206217393455419
151,151,151,151,2019-09-11,220.1587829589844,200.3359222412109,188.5287628173828,0.09894810923577713,0.1677729152248233
152,152,152,152,2019-09-12,220.96783447265625,208.4833068847656,189.42251586914065,0.059882624534496554,0.16653415492225943
153,153,153,153,2019-09-13,221.6169891357422,213.319076538086,187.94546508789065,0.03889906487652861,0.17915582071695857
154,154,154,154,2019-09-16,221.03370666503903,214.4292449951172,191.24771118164065,0.030800190851169695,0.1557456311469716
155,155,155,155,2019-09-17,222.76480102539065,216.7059783935547,195.36846923828125,0.02795872396668586,0.14022903436733936
156,156,156,156,2019-09-18,223.5738983154297,218.2113037109375,198.0497283935547,0.024575237456974097,0.1288775810444669
157,157,157,157,2019-09-19,222.840087890625,220.1587829589844,200.3359222412109,0.01217895963814497,0.11233215390257545
158,158,158,158,2019-09-20,221.38185119628903,220.96783447265625,208.4833068847656,0.0018736515412789423,0.061868475247530474
159,159,159,159,2019-09-23,224.13836669921875,221.6169891357422,213.319076538086,0.01137718535618304,0.050718812103994315
160,160,160,160,2019-09-24,221.8992462158203,221.03370666503903,214.4292449951172,0.003915871311396701,0.034836671746306
161,161,161,161,2019-09-25,227.2995147705078,222.76480102539065,216.7059783935547,0.020356509305975656,0.0488843752972723
162,162,162,162,2019-09-26,228.45669555664065,223.5738983154297,218.2113037109375,0.0218397464015323,0.04695170081232414
163,163,163,163,2019-09-27,216.4613647460937,222.840087890625,220.1587829589844,-0.028624666256917508,-0.016794325273770894
164,164,164,164,2019-09-30,218.5226593017578,221.38185119628903,220.96783447265625,-0.012915204562076399,-0.011065751613731023
165,165,165,165,2019-10-01,217.84185791015625,224.13836669921875,221.6169891357422,-0.02809206153229471,-0.01703448476720182
166,166,166,166,2019-10-02,215.58203125,221.8992462158203,221.03370666503903,-0.02846884373674774,-0.024664452753808574
167,167,167,167,2019-10-03,216.5748443603516,227.2995147705078,222.76480102539065,-0.04718298858219894,-0.027786960222380586
168,168,168,168,2019-10-04,220.56500244140625,228.45669555664065,223.5738983154297,-0.034543496727054035,-0.01345817153386275
169,169,169,169,2019-10-07,219.49659729003903,216.4613647460937,222.840087890625,0.014022052145451491,-0.01500399067436653
170,170,170,170,2019-10-08,215.29835510253903,218.5226593017578,221.38185119628903,-0.014755010805384439,-0.02747965138459363
171,171,171,171,2019-10-09,220.4326629638672,217.84185791015625,224.13836669921875,0.011893054340270437,-0.016533107606358177
172,172,172,172,2019-10-10,221.8414764404297,215.58203125,221.8992462158203,0.02903509700755591,-0.0002603423687813633
173,173,173,173,2019-10-11,224.17697143554688,216.5748443603516,227.2995147705078,0.03510161624563546,-0.013737571495098022
174,174,174,174,2019-10-14,223.4110870361328,220.56500244140625,228.45669555664065,0.012903609200116017,-0.022085623309109348
175,175,175,175,2019-10-15,228.8668212890625,219.49659729003903,216.4613647460937,0.042689609382152716,0.057310257456429925
176,176,176,176,2019-10-16,221.97381591796875,215.29835510253903,218.5226593017578,0.031005628502133398,0.015793129313172116
177,177,177,177,2019-10-17,223.24087524414065,220.4326629638672,217.84185791015625,0.012739547045864885,0.02478411351142218
178,178,178,178,2019-10-18,220.9715881347656,221.8414764404297,215.58203125,-0.003921215814201795,0.025000028311801037
179,179,179,179,2019-10-21,225.4723358154297,224.17697143554688,216.5748443603516,0.005778311534801128,0.04108275585447885
180,180,180,180,2019-10-22,222.1156768798828,223.4110870361328,220.56500244140625,-0.005798325290993667,0.007030464585552343
181,181,181,181,2019-10-23,220.4799041748047,228.8668212890625,219.49659729003903,-0.036645403938498355,0.0044798274638686575
182,182,182,182,2019-10-24,251.13417053222656,221.97381591796875,215.29835510253903,0.13136844313670815,0.16644723278364193
183,183,183,183,2019-10-25,255.34169006347656,223.24087524414065,220.4326629638672,0.14379452142995697,0.15836594554651628
184,184,184,184,2019-10-28,265.9317932128906,220.9715881347656,221.8414764404297,0.20346599966826862,0.19874694975851526
185,185,185,185,2019-10-29,261.4309997558594,225.4723358154297,224.17697143554688,0.15948148942700113,0.16618133469174556
186,186,186,186,2019-10-30,262.4428100585937,222.1156768798828,223.4110870361328,0.1815591485715764,0.17470808427760876
187,187,187,187,2019-10-31,256.27789306640625,220.4799041748047,228.8668212890625,0.162363953420533,0.1197686568238876
188,188,188,188,2019-11-01,263.10467529296875,251.13417053222656,221.97381591796875,0.04766577457529264,0.1852959963088623
189,189,189,189,2019-11-04,262.95330810546875,255.34169006347656,223.24087524414065,0.029809538897075383,0.17789050870678502
190,190,190,190,2019-11-05,262.8115234375,265.9317932128906,220.9715881347656,-0.01173334612493171,0.18934531654457398
191,191,191,191,2019-11-06,260.50445556640625,261.4309997558594,225.4723358154297,-0.0035441251814757324,0.15537214188286774
192,192,192,192,2019-11-07,259.1806640625,262.4428100585937,222.1156768798828,-0.012429930907100761,0.16687244999217876
193,193,193,193,2019-11-08,257.8285217285156,256.27789306640625,220.4799041748047,0.0060505751922488304,0.16939692392146344
194,194,194,194,2019-11-11,256.4859313964844,263.10467529296875,251.13417053222656,-0.025156314265850077,0.02131036510450124
195,195,195,195,2019-11-12,255.3039703369141,262.95330810546875,255.34169006347656,-0.029090099012888504,-0.0001477225538575322
196,196,196,196,2019-11-13,257.6205139160156,262.8115234375,265.9317932128906,-0.019751833761272874,-0.03125342478408155
197,197,197,197,2019-11-14,260.1073303222656,260.50445556640625,261.4309997558594,-0.0015244470321137404,-0.005063169382475197
198,198,198,198,2019-11-15,268.2294616699219,259.1806640625,262.4428100585937,0.03491308906145796,0.02204919086956969
199,199,199,199,2019-11-18,267.3028259277344,257.8285217285156,256.27789306640625,0.03674653267878125,0.04301944553005743
200,200,200,200,2019-11-19,261.6863098144531,256.4859313964844,263.10467529296875,0.02027549187456157,-0.0053908790367798165
201,201,201,201,2019-11-20,259.1996154785156,255.3039703369141,262.95330810546875,0.015258850602521523,-0.014275129885217286
202,202,202,202,2019-11-21,249.5267333984375,257.6205139160156,262.8115234375,-0.031417453503786996,-0.05054873494625056
203,203,203,203,2019-11-22,247.71131896972656,260.1073303222656,260.50445556640625,-0.047657293384160915,-0.049109089396816574
204,204,204,204,2019-11-25,254.3584442138672,268.2294616699219,259.1806640625,-0.05171325092216794,-0.018605631195813155
205,205,205,205,2019-11-26,254.8785095214844,267.3028259277344,257.8285217285156,-0.04648030324082286,-0.011441760544000146
206,206,206,206,2019-11-27,256.18328857421875,261.6863098144531,256.4859313964844,-0.02102907578213109,-0.0011799587627198127
207,207,207,207,2019-11-29,252.2971954345703,259.1996154785156,255.3039703369141,-0.026629746464718163,-0.011777235185084889
208,208,208,208,2019-12-02,248.6190643310547,249.5267333984375,257.6205139160156,-0.0036375624167430676,-0.03494073297243483
209,209,209,209,2019-12-03,243.7968139648437,247.71131896972656,260.1073303222656,-0.015802689280263627,-0.06270686926513624
210,210,210,210,2019-12-04,248.55284118652344,254.3584442138672,268.2294616699219,-0.022824494957448094,-0.07335741704470966
211,211,211,211,2019-12-05,250.39666748046875,254.8785095214844,267.3028259277344,-0.017584228852522643,-0.06324721180402415
212,212,212,212,2019-12-06,255.1621551513672,256.18328857421875,261.6863098144531,-0.003985948609429801,-0.024931203576189498
213,213,213,213,2019-12-09,253.4223480224609,252.2971954345703,259.1996154785156,0.004459631768607641,-0.022288873559434652
214,214,214,214,2019-12-10,255.4355010986328,248.6190643310547,249.5267333984375,0.02741719258705566,0.02367989842098539
215,215,215,215,2019-12-11,261.5224609375,243.7968139648437,247.71131896972656,0.07270663912454745,0.055754989417586165
216,216,216,216,2019-12-12,270.3539123535156,248.55284118652344,254.3584442138672,0.08771201754492042,0.06288554008531078
217,217,217,217,2019-12-13,267.7424621582031,250.39666748046875,254.8785095214844,0.06927326490512242,0.050470919109146806
218,218,218,218,2019-12-16,269.9266052246094,255.1621551513672,256.18328857421875,0.05786300897358232,0.05364642138399689
219,219,219,219,2019-12-17,275.9281005859375,253.4223480224609,252.2971954345703,0.08880729240769991,0.0936629719988129
220,220,220,220,2019-12-18,273.506591796875,255.4355010986328,248.6190643310547,0.07074619863142795,0.10010305337116354
221,221,221,221,2019-12-19,278.510986328125,261.5224609375,243.7968139648437,0.06496010067251934,0.1423897703941579
222,222,222,222,2019-12-20,282.4234619140625,270.3539123535156,248.55284118652344,0.044643517289902235,0.13627130780662156
223,223,223,223,2019-12-23,279.612548828125,267.7424621582031,250.39666748046875,0.04433397143747819,0.11667839529028523
224,224,224,224,2019-12-24,279.6410827636719,269.9266052246094,255.1621551513672,0.03598932951043854,0.09593478938043654
225,225,225,225,2019-12-26,280.05889892578125,275.9281005859375,253.4223480224609,0.01497056055933399,0.10510734791613374
226,226,226,226,2019-12-27,278.9004211425781,273.506591796875,255.4355010986328,0.01972102138477516,0.09186240731230488
227,227,227,227,2019-12-30,277.7987670898437,278.510986328125,261.5224609375,-0.0025572392948342015,0.06223674285564895
228,228,228,228,2019-12-31,277.6659545898437,282.4234619140625,270.3539123535156,-0.016845297809097937,0.027046186136810313
229,229,229,229,2020-01-02,282.8792419433594,279.612548828125,267.7424621582031,0.01168292742555832,0.05653484943382736
230,230,230,230,2020-01-03,279.8404846191406,279.6410827636719,269.9266052246094,0.000713063522348234,0.03672805571085447
231,231,231,231,2020-01-06,274.6176452636719,280.05889892578125,275.9281005859375,-0.01942896184688414,-0.004749263737483966
232,232,232,232,2020-01-07,281.3123779296875,278.9004211425781,273.506591796875,0.008648093026278891,0.028539663638562862
233,233,233,233,2020-01-08,284.8544311523437,277.7987670898437,278.510986328125,0.025398471477802165,0.022776282213676113
234,234,234,234,2020-01-09,282.917236328125,277.6659545898437,282.4234619140625,0.018912227629916956,0.0017483477141595483
235,235,235,235,2020-01-10,279.5081481933594,282.8792419433594,279.612548828125,-0.011917077148683064,-0.00037337607057752464
236,236,236,236,2020-01-13,282.3094482421875,279.8404846191406,279.6410827636719,0.008822753528343386,0.009542108234399604
237,237,237,237,2020-01-14,285.6045837402344,274.6176452636719,280.05889892578125,0.04000813008943216,0.019801851809475135
238,238,238,238,2020-01-15,283.3065795898437,281.3123779296875,278.9004211425781,0.007088922552332955,0.01579832124030056
239,239,239,239,2020-01-16,290.5331115722656,284.8544311523437,277.7987670898437,0.019935376806144545,0.04584017638315685
240,240,240,240,2020-01-17,292.4798278808594,282.917236328125,277.6659545898437,0.03379996099510807,0.053351421181246694
241,241,241,241,2020-01-21,293.12554931640625,279.5081481933594,282.8792419433594,0.04871915617152811,0.03622148908013001
242,242,242,242,2020-01-22,295.6514892578125,282.3094482421875,279.8404846191406,0.04726034179408378,0.05650006166974175
243,243,243,243,2020-01-23,296.677001953125,285.6045837402344,274.6176452636719,0.03876834912061944,0.080327528365022
244,244,244,244,2020-01-24,291.0934143066406,283.3065795898437,281.3123779296875,0.02748554138089654,0.03476930680738777
