,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,CAH,CAH_6m,CAH_12m,CAH_6m_ret,CAH_12m_ret
22,22,22,22,2019-03-08,40.293724060058594,45.90274810791016,47.22897338867188,-0.1221936437153095,-0.14684310987536187
23,23,23,23,2019-03-11,41.265167236328125,44.81304168701172,46.24909210205078,-0.07917057885655376,-0.10776265304247257
24,24,24,24,2019-03-12,41.6706428527832,42.99687957763672,46.37580108642578,-0.03084495288684419,-0.10145718507102575
25,25,25,25,2019-03-13,42.78568649291992,42.118350982666016,46.10548782348633,0.015844293394310593,-0.07200447251043474
26,26,26,26,2019-03-14,42.91239547729492,40.741432189941406,45.27764892578125,0.0532863763166751,-0.052238875131600415
27,27,27,27,2019-03-15,42.46469497680664,40.124778747558594,45.302982330322266,0.05831599082376049,-0.06265122531714429
28,28,28,28,2019-03-18,42.21126937866211,40.293724060058594,45.90274810791016,0.047589180780246876,-0.08041955833602743
29,29,29,29,2019-03-19,42.701210021972656,41.265167236328125,44.81304168701172,0.03480036267441311,-0.04712538103949193
30,30,30,30,2019-03-20,41.69598388671875,41.6706428527832,42.99687957763672,0.0006081267818467406,-0.030255583746932713
31,31,31,31,2019-03-21,42.37177276611328,42.78568649291992,42.118350982666016,-0.009674116760406193,0.00601689708962172
32,32,32,32,2019-03-22,41.0877799987793,42.91239547729492,40.741432189941406,-0.04251954378731981,0.00850112011829074
33,33,33,33,2019-03-25,40.17546844482422,42.46469497680664,40.124778747558594,-0.053908936193530876,0.001263301601848843
34,34,34,34,2019-03-26,40.369754791259766,42.21126937866211,40.293724060058594,-0.04362613620743738,0.001886912490090209
35,35,35,35,2019-03-27,40.59782791137695,42.701210021972656,41.265167236328125,-0.04925813834112358,-0.016171976745647965
36,36,36,36,2019-03-28,40.47956466674805,41.69598388671875,41.6706428527832,-0.029173534393036937,-0.028583148818775772
37,37,37,37,2019-03-29,41.08193588256836,42.37177276611328,42.78568649291992,-0.030440946869621288,-0.0398205743557134
38,38,38,38,2019-04-01,41.90953826904297,41.0877799987793,42.91239547729492,0.020000064989835975,-0.023369872436568295
39,39,39,39,2019-04-02,40.23725891113281,40.17546844482422,42.46469497680664,0.0015380148309522834,-0.05245383410596516
40,40,40,40,2019-04-03,40.16899871826172,40.369754791259766,42.21126937866211,-0.0049729326827991915,-0.04838211905166645
41,41,41,41,2019-04-04,39.98982620239258,40.59782791137695,42.701210021972656,-0.014976212774526099,-0.06349665075497601
42,42,42,42,2019-04-05,40.518821716308594,40.47956466674805,41.69598388671875,0.0009697992032209335,-0.028232027660225367
43,43,43,43,2019-04-08,40.57000732421875,41.08193588256836,42.37177276611328,-0.01246115956689442,-0.04252277694020601
44,44,44,44,2019-04-09,40.39083480834961,41.90953826904297,41.0877799987793,-0.03623765671060064,-0.01696234721005596
45,45,45,45,2019-04-10,40.0495491027832,40.23725891113281,40.17546844482422,-0.004665074446651096,-0.00313423456938533
46,46,46,46,2019-04-11,39.57175064086914,40.16899871826172,40.369754791259766,-0.014868383490999393,-0.01976737670359585
47,47,47,47,2019-04-12,39.921573638916016,39.98982620239258,40.59782791137695,-0.0017067481896803072,-0.016657400340165163
48,48,48,48,2019-04-15,40.16899871826172,40.518821716308594,40.47956466674805,-0.00863359256831675,-0.007672166216289411
49,49,49,49,2019-04-16,39.88743591308594,40.57000732421875,41.08193588256836,-0.016824532607992437,-0.02907603898942024
50,50,50,50,2019-04-17,38.29194641113281,40.39083480834961,41.90953826904297,-0.05196447182079322,-0.08631905784040428
51,51,51,51,2019-04-18,39.24753952026367,40.0495491027832,40.23725891113281,-0.02002543350641106,-0.02459708781492831
52,52,52,52,2019-04-22,38.61616134643555,39.57175064086914,40.16899871826172,-0.024148269383024834,-0.03865760714419342
53,53,53,53,2019-04-23,39.3157958984375,39.921573638916016,39.98982620239258,-0.01517419493423966,-0.016855044594186075
54,54,54,54,2019-04-24,39.74239730834961,40.16899871826172,40.518821716308594,-0.01062016538933963,-0.019162067776676728
55,55,55,55,2019-04-25,39.97276306152344,39.88743591308594,40.57000732421875,0.002139198634462991,-0.014721324990710105
56,56,56,56,2019-04-26,40.5358772277832,38.29194641113281,40.39083480834961,0.05860059430141695,0.0035909735493659944
57,57,57,57,2019-04-29,40.47615814208984,39.24753952026367,40.0495491027832,0.03130434765705048,0.010652031018171693
58,58,58,58,2019-04-30,41.55973052978516,38.61616134643555,39.57175064086914,0.07622635395947563,0.05023735004695151
59,59,59,59,2019-05-01,40.61266708374024,39.3157958984375,39.921573638916016,0.03298600869362733,0.01731127763336815
60,60,60,60,2019-05-02,41.58532333374024,39.74239730834961,40.16899871826172,0.04637178807035491,0.03525914662230867
61,61,61,61,2019-05-03,42.28496170043945,39.97276306152344,39.88743591308594,0.057844353550372096,0.06010729274696125
62,62,62,62,2019-05-06,42.18256759643555,40.5358772277832,38.29194641113281,0.04062303522874555,0.10160416353689428
63,63,63,63,2019-05-07,41.75596618652344,40.47615814208984,39.24753952026367,0.03161881223857477,0.06391296618644482
64,64,64,64,2019-05-08,42.41293716430664,41.55973052978516,38.61616134643555,0.02052964789822198,0.09832090206505084
65,65,65,65,2019-05-09,42.779815673828125,40.61266708374024,39.3157958984375,0.05336139548824481,0.0881075836373515
66,66,66,66,2019-05-10,41.679176330566406,41.58532333374024,39.74239730834961,0.002256877891100073,0.04873332142472164
67,67,67,67,2019-05-13,39.3072624206543,42.28496170043945,39.97276306152344,-0.07041981735445701,-0.016648852616088727
68,68,68,68,2019-05-14,39.332855224609375,42.18256759643555,40.5358772277832,-0.06755663616993701,-0.029677956552258355
69,69,69,69,2019-05-15,39.4011116027832,41.75596618652344,40.47615814208984,-0.056395643516452876,-0.026559994541298315
70,70,70,70,2019-05-16,38.59057235717773,42.41293716430664,41.55973052978516,-0.09012261500120045,-0.07144315265662005
71,71,71,71,2019-05-17,38.41992950439453,42.779815673828125,40.61266708374024,-0.10191456182689651,-0.053991469578307916
72,72,72,72,2019-05-20,39.23047256469727,41.679176330566406,41.58532333374024,-0.05875125137905657,-0.05662696788826849
73,73,73,73,2019-05-21,40.01542663574219,39.3072624206543,42.28496170043945,0.018016116398779758,-0.05367239258191592
74,74,74,74,2019-05-22,39.964237213134766,39.332855224609375,42.18256759643555,0.01605227957441424,-0.05258879460642962
75,75,75,75,2019-05-23,39.170745849609375,39.4011116027832,41.75596618652344,-0.005846681573256851,-0.06191259771995006
76,76,76,76,2019-05-24,39.20487976074219,38.59057235717773,42.41293716430664,0.015918587521291272,-0.07563865221445332
77,77,77,77,2019-05-28,38.80386734008789,38.41992950439453,42.779815673828125,0.009993194694681629,-0.09293981919077421
78,78,78,78,2019-05-29,37.268104553222656,39.23047256469727,41.679176330566406,-0.05002152365711021,-0.10583394792542444
79,79,79,79,2019-05-30,36.6281852722168,40.01542663574219,39.3072624206543,-0.08464838809190334,-0.06815730690595634
80,80,80,80,2019-05-31,35.89442825317383,39.964237213134766,39.332855224609375,-0.10183627272193607,-0.08741869746807063
81,81,81,81,2019-06-03,36.61965560913086,39.170745849609375,39.4011116027832,-0.065127435925603,-0.07059333811932023
82,82,82,82,2019-06-04,37.49846267700195,39.20487976074219,38.59057235717773,-0.04352562982348318,-0.028299908849956368
83,83,83,83,2019-06-05,36.943878173828125,38.80386734008789,38.41992950439453,-0.04793308744095792,-0.03841889742139093
84,84,84,84,2019-06-06,36.50874328613281,37.268104553222656,39.23047256469727,-0.020375634237190687,-0.06937793762427658
85,85,85,85,2019-06-07,37.41313171386719,36.6281852722168,40.01542663574219,0.021430120979697875,-0.0650322923097515
86,86,86,86,2019-06-10,37.5411262512207,35.89442825317383,39.964237213134766,0.04587614507834581,-0.06063198326521979
87,87,87,87,2019-06-11,38.08717346191406,36.61965560913086,39.170745849609375,0.040074594596058555,-0.02766279692134377
88,88,88,88,2019-06-12,37.72882461547852,37.49846267700195,39.20487976074219,0.0061432368697571516,-0.03764978120763718
89,89,89,89,2019-06-13,38.62469100952149,36.943878173828125,38.80386734008789,0.04549638312969795,-0.004617486422063277
90,90,90,90,2019-06-14,37.67763900756836,36.50874328613281,37.268104553222656,0.03201687092525951,0.010988872636676472
91,91,91,91,2019-06-17,37.93359375,37.41313171386719,36.6281852722168,0.013911212782540261,0.03563945273514224
92,92,92,92,2019-06-18,38.00185775756836,37.5411262512207,35.89442825317383,0.012272714016742459,0.058711883903825424
93,93,93,93,2019-06-19,38.428466796875,38.08717346191406,36.61965560913086,0.008960847023794516,0.04939454393156906
94,94,94,94,2019-06-20,38.19810104370117,37.72882461547852,37.49846267700195,0.012438140679053244,0.018657787993221264
95,95,95,95,2019-06-21,38.13836669921875,38.62469100952149,36.943878173828125,-0.012591021380154332,0.032332515816837715
96,96,96,96,2019-06-24,38.40285110473633,37.67763900756836,36.50874328613281,0.01924781160046396,0.05188093722532927
97,97,97,97,2019-06-25,39.03424453735352,37.93359375,37.41313171386719,0.029015199419472948,0.043330048815065414
98,98,98,98,2019-06-26,38.93185424804688,38.00185775756836,37.5411262512207,0.024472395439491645,0.03704545216676758
99,99,99,99,2019-06-27,39.76799774169922,38.428466796875,38.08717346191406,0.03485777748835783,0.04413097972381497
100,100,100,100,2019-06-28,40.60509490966797,38.19810104370117,37.72882461547852,0.06301344308223689,0.07623535383101854
101,101,101,101,2019-07-01,41.00167083740234,38.13836669921875,38.62469100952149,0.07507673731193742,0.061540423127136146
102,102,102,102,2019-07-02,40.66544342041016,38.40285110473633,37.67763900756836,0.058917300423946495,0.07929914112297842
103,103,103,103,2019-07-03,41.38098907470703,39.03424453735352,37.93359375,0.0601201474543156,0.09087974494130369
104,104,104,104,2019-07-05,41.57926559448242,38.93185424804688,38.00185775756836,0.06800116248170629,0.09413770925979525
105,105,105,105,2019-07-08,40.94131088256836,39.76799774169922,38.428466796875,0.029503953115518566,0.0653901728366042
106,106,106,106,2019-07-09,40.691314697265625,40.60509490966797,38.19810104370117,0.0021233736256365265,0.06527061779097476
107,107,107,107,2019-07-10,40.91544723510742,41.00167083740234,38.13836669921875,-0.002102928991280506,0.07281592727319275
108,108,108,108,2019-07-11,41.60513305664063,40.66544342041016,38.40285110473633,0.023107817281511123,0.08338656791837407
109,109,109,109,2019-07-12,41.02752685546875,41.38098907470703,39.03424453735352,-0.008541657102495992,0.05106496466731336
110,110,110,110,2019-07-15,40.9499397277832,41.57926559448242,38.93185424804688,-0.015135569560967177,0.05183635659577046
111,111,111,111,2019-07-16,40.33784103393555,40.94131088256836,39.76799774169922,-0.014739876071964142,0.014329192430998727
112,112,112,112,2019-07-17,38.85502243041992,40.691314697265625,40.60509490966797,-0.045127376210557735,-0.0430998248653609
113,113,113,113,2019-07-18,38.9584846496582,40.91544723510742,41.00167083740234,-0.047829431613057194,-0.049831778705962115
114,114,114,114,2019-07-19,38.78605651855469,41.60513305664063,40.66544342041016,-0.06775790223403666,-0.04621582217672815
115,115,115,115,2019-07-22,38.38948059082031,41.02752685546875,41.38098907470703,-0.06429942204271077,-0.07229185553022932
116,116,116,116,2019-07-23,38.27742004394531,40.9499397277832,41.57926559448242,-0.06526309199973435,-0.07941086749197579
117,117,117,117,2019-07-24,38.57915115356445,40.33784103393555,40.94131088256836,-0.04359900865521127,-0.05769624074273705
118,118,118,118,2019-07-25,38.71708679199219,38.85502243041992,40.691314697265625,-0.0035500079474859447,-0.048517181613846994
119,119,119,119,2019-07-26,38.89812850952149,38.9584846496582,40.91544723510742,-0.0015492424995344756,-0.04930457472440808
120,120,120,120,2019-07-29,39.49298095703125,38.78605651855469,41.60513305664063,0.01822625195573524,-0.050766622876411205
121,121,121,121,2019-07-30,40.01025390625,38.38948059082031,41.02752685546875,0.042219204075849115,-0.024794888388042113
122,122,122,122,2019-07-31,39.424015045166016,38.27742004394531,40.9499397277832,0.029954866339066966,-0.037263172858393645
123,123,123,123,2019-08-01,40.23439407348633,38.57915115356445,40.33784103393555,0.042905115079727274,-0.0025645140591978866
124,124,124,124,2019-08-02,39.75161361694336,38.71708679199219,38.85502243041992,0.026720161837308964,0.02307529710294265
125,125,125,125,2019-08-05,39.268836975097656,38.89812850952149,38.9584846496582,0.009530239108686667,0.007966231957694303
126,126,126,126,2019-08-06,37.001495361328125,39.49298095703125,38.78605651855469,-0.0630867950538827,-0.04601037891987947
127,127,127,127,2019-08-07,36.85494613647461,40.01025390625,38.38948059082031,-0.07886247803297497,-0.03997278501112722
128,128,128,128,2019-08-08,37.837738037109375,39.424015045166016,38.27742004394531,-0.040236312974194166,-0.011486720012246154
129,129,129,129,2019-08-09,38.23430633544922,40.23439407348633,38.57915115356445,-0.049710894971701,-0.008938631561450805
130,130,130,130,2019-08-12,37.7429084777832,39.75161361694336,38.71708679199219,-0.05053141134134953,-0.025161456992949027
131,131,131,131,2019-08-13,38.51018524169922,39.268836975097656,38.89812850952149,-0.01931943474362474,-0.009973314467489391
132,132,132,132,2019-08-14,36.56183242797852,37.001495361328125,39.49298095703125,-0.011882301757163982,-0.07421948047532412
133,133,133,133,2019-08-15,36.20837020874024,36.85494613647461,40.01025390625,-0.01754380335654504,-0.09502273358269953
134,134,134,134,2019-08-16,37.23427200317383,37.837738037109375,39.424015045166016,-0.015948787248954877,-0.0555433798278413
135,135,135,135,2019-08-19,37.484283447265625,38.23430633544922,40.23439407348633,-0.01961649000777621,-0.06835223170498728
136,136,136,136,2019-08-20,37.72566223144531,37.7429084777832,39.75161361694336,-0.0004569400460497919,-0.05096526156197401
137,137,137,137,2019-08-21,37.56186294555664,38.51018524169922,39.268836975097656,-0.024625233303622873,-0.04346892245939171
138,138,138,138,2019-08-22,37.72566223144531,36.56183242797852,37.001495361328125,0.03183182368551596,0.019571286593839776
139,139,139,139,2019-08-23,36.88943099975586,36.20837020874024,36.85494613647461,0.01880948485362155,0.0009356915935665455
140,140,140,140,2019-08-26,37.78601837158203,37.23427200317383,37.837738037109375,0.014818239721758886,-0.0013668804799223944
141,141,141,141,2019-08-27,36.14802169799805,37.484283447265625,38.23430633544922,-0.035648587257843256,-0.05456577710988464
142,142,142,142,2019-08-28,35.984214782714844,37.72566223144531,37.7429084777832,-0.04616081854433096,-0.04659666586382949
143,143,143,143,2019-08-29,36.44113540649414,37.56186294555664,38.51018524169922,-0.029836846502712566,-0.05372734050016181
144,144,144,144,2019-08-30,37.18254470825195,37.72566223144531,36.56183242797852,-0.014396500712468785,0.016977056100679455
145,145,145,145,2019-09-03,37.32910919189453,36.88943099975586,36.20837020874024,0.011918811980092148,0.03095248354712621
146,146,146,146,2019-09-04,38.23430633544922,37.78601837158203,37.23427200317383,0.011863858199051114,0.026857899415628328
147,147,147,147,2019-09-05,38.26017761230469,36.14802169799805,37.484283447265625,0.058430747108454195,0.020699186263774205
148,148,148,148,2019-09-06,39.16537857055664,35.984214782714844,37.72566223144531,0.08840442419129513,0.03816278506335369
149,149,149,149,2019-09-09,40.36370849609375,36.44113540649414,37.56186294555664,0.10764135216545889,0.07459282716084115
150,150,150,150,2019-09-10,41.33788299560547,37.18254470825195,37.72566223144531,0.11175508077668805,0.09574969796419586
151,151,151,151,2019-09-11,42.139644622802734,37.32910919189453,36.88943099975586,0.12886820861915282,0.1423229765479881
152,152,152,152,2019-09-12,41.7947998046875,38.23430633544922,37.78601837158203,0.09312300419419772,0.10609166051007857
153,153,153,153,2019-09-13,41.57065582275391,38.26017761230469,36.14802169799805,0.08652542714241229,0.1500119196026759
154,154,154,154,2019-09-16,42.16550064086914,39.16537857055664,35.984214782714844,0.07660138060220101,0.1717777057378922
155,155,155,155,2019-09-17,41.60513305664063,40.36370849609375,36.44113540649414,0.030755958924513216,0.14170792409575195
156,156,156,156,2019-09-18,41.27754211425781,41.33788299560547,37.18254470825195,-0.0014596993598843255,0.11013225259693038
157,157,157,157,2019-09-19,41.398231506347656,42.139644622802734,37.32910919189453,-0.01759419480376634,0.10900668144892878
158,158,158,158,2019-09-20,41.28615188598633,41.7947998046875,38.23430633544922,-0.012170124538893545,0.07981956109682486
159,159,159,159,2019-09-23,40.66544342041016,41.57065582275391,38.26017761230469,-0.021775273553617525,0.06286603874342522
160,160,160,160,2019-09-24,40.57061004638672,42.16550064086914,39.16537857055664,-0.037824538313119604,0.03587943043365582
161,161,161,161,2019-09-25,41.096492767333984,41.60513305664063,40.36370849609375,-0.012225421527055191,0.018154532835137127
162,162,162,162,2019-09-26,40.77751922607422,41.27754211425781,41.33788299560547,-0.012113678832899266,-0.013555695863545325
163,163,163,163,2019-09-27,41.01028823852539,41.398231506347656,42.139644622802734,-0.009371010637562627,-0.026800330054663646
164,164,164,164,2019-09-30,41.09824752807617,41.28615188598633,41.7947998046875,-0.004551268387256391,-0.01666600342306712
165,165,165,165,2019-10-01,41.1766242980957,40.66544342041016,41.57065582275391,0.012570399697866774,-0.009478597747850204
166,166,166,166,2019-10-02,39.85284423828125,40.57061004638672,42.16550064086914,-0.01769176769303704,-0.05484712306122452
167,167,167,167,2019-10-03,39.89638900756836,41.096492767333984,41.60513305664063,-0.029202096795947097,-0.04107051038019782
168,168,168,168,2019-10-04,40.12282943725586,40.77751922607422,41.27754211425781,-0.016055164738901895,-0.02797435646254476
169,169,169,169,2019-10-07,39.7135009765625,41.01028823852539,41.398231506347656,-0.03162102286188462,-0.04069571255783799
170,170,170,170,2019-10-08,39.15611267089844,41.09824752807617,41.28615188598633,-0.047255904423928796,-0.05159209850726931
171,171,171,171,2019-10-09,39.45222473144531,41.1766242980957,40.66544342041016,-0.0418781188609999,-0.029834143855810735
172,172,172,172,2019-10-10,40.10540390014648,39.85284423828125,40.57061004638672,0.006337305823272299,-0.011466580012189698
173,173,173,173,2019-10-11,40.86310195922852,39.89638900756836,41.096492767333984,0.024230587672402493,-0.005679093090176668
174,174,174,174,2019-10-14,40.741172790527344,40.12282943725586,40.77751922607422,0.01541125992219583,-0.0008913351335908537
175,175,175,175,2019-10-15,41.71659469604492,39.7135009765625,41.01028823852539,0.05043860828750857,0.01722266503984282
176,176,176,176,2019-10-16,42.73556137084961,39.15611267089844,41.09824752807617,0.09141481254883321,0.039839018480165356
177,177,177,177,2019-10-17,44.59930038452149,39.45222473144531,41.1766242980957,0.13046350841081256,0.08312182323756145
178,178,178,178,2019-10-18,44.8867073059082,40.10540390014648,39.85284423828125,0.1192184329489887,0.12631126244163027
179,179,179,179,2019-10-21,43.90258026123047,40.86310195922852,39.89638900756836,0.0743819768023144,0.10041488348487215
180,180,180,180,2019-10-22,44.189979553222656,40.741172790527344,40.12282943725586,0.08465163191122449,0.10136748013564234
181,181,181,181,2019-10-23,43.56292724609375,41.71659469604492,39.7135009765625,0.04425894691313026,0.09692991488720781
182,182,182,182,2019-10-24,43.275516510009766,42.73556137084961,39.15611267089844,0.012634796919468227,0.10520461706028716
183,183,183,183,2019-10-25,43.589054107666016,44.59930038452149,39.45222473144531,-0.0226516171362654,0.10485668183177133
184,184,184,184,2019-10-28,43.78935623168945,44.8867073059082,40.10540390014648,-0.024447127893346576,0.0918567567780939
185,185,185,185,2019-10-29,44.61671829223633,43.90258026123047,40.86310195922852,0.016266425042823718,0.09185833069533
186,186,186,186,2019-10-30,43.684852600097656,44.189979553222656,40.741172790527344,-0.011430803051552085,0.07225319272730268
187,187,187,187,2019-10-31,43.06650161743164,43.56292724609375,41.71659469604492,-0.011395598506448446,0.03235899121734165
188,188,188,188,2019-11-01,43.92870330810547,43.275516510009766,42.73556137084961,0.01509368000136102,0.027919182502413875
189,189,189,189,2019-11-04,45.06088638305664,43.589054107666016,44.59930038452149,0.033766098061113414,0.010349624199381902
190,190,190,190,2019-11-05,44.85186767578125,43.78935623168945,44.8867073059082,0.024264148540344976,-0.000776168095590446
191,191,191,191,2019-11-06,44.79090881347656,44.61671829223633,43.90258026123047,0.003904153597745541,0.020234085262422763
192,192,192,192,2019-11-07,46.33241653442383,43.684852600097656,44.189979553222656,0.06060599445218817,0.0484824162143096
193,193,193,193,2019-11-08,46.81142044067383,43.06650161743164,43.56292724609375,0.08695665267889763,0.07457013107105581
194,194,194,194,2019-11-11,46.75045394897461,43.92870330810547,43.275516510009766,0.0642347810969528,0.08029800032914869
195,195,195,195,2019-11-12,47.05526351928711,45.06088638305664,43.589054107666016,0.044259607307244986,0.07952017960884117
196,196,196,196,2019-11-13,47.71717071533203,44.85186767578125,43.78935623168945,0.06388369510636815,0.08969792711408031
197,197,197,197,2019-11-14,47.68232345581055,44.79090881347656,44.61671829223633,0.06455360516069786,0.06870978594827881
198,198,198,198,2019-11-15,48.9799919128418,46.33241653442383,43.684852600097656,0.05714304533308523,0.12121225087371146
199,199,199,199,2019-11-18,48.77967071533203,46.81142044067383,43.06650161743164,0.04204636937160777,0.13265923358836096
200,200,200,200,2019-11-19,48.49227142333984,46.75045394897461,43.92870330810547,0.03725776601584063,0.10388579155698241
201,201,201,201,2019-11-20,48.25712585449219,47.05526351928711,45.06088638305664,0.025541506843595796,0.07093157121377369
202,202,202,202,2019-11-21,48.04810333251953,47.71717071533203,44.85186767578125,0.006935294197590869,0.0712620415239511
203,203,203,203,2019-11-22,48.5009880065918,47.68232345581055,44.79090881347656,0.017169141338926996,0.0828310764705662
204,204,204,204,2019-11-25,49.07577133178711,48.9799919128418,46.33241653442383,0.001955480497337625,0.05921026794113016
205,205,205,205,2019-11-26,47.212039947509766,48.77967071533203,46.81142044067383,-0.03213696904537611,0.00855815745526578
206,206,206,206,2019-11-27,48.09165573120117,48.49227142333984,46.75045394897461,-0.008261433840482946,0.02868852960637347
207,207,207,207,2019-11-29,47.926177978515625,48.25712585449219,47.05526351928711,-0.006858010503453027,0.01850833241793537
208,208,208,208,2019-12-02,47.58652114868164,48.04810333251953,47.71717071533203,-0.009606668147616237,-0.0027379990198876936
209,209,209,209,2019-12-03,47.49072265625,48.5009880065918,47.68232345581055,-0.020829789079853223,-0.004018277333698195
210,210,210,210,2019-12-04,47.70845413208008,49.07577133178711,48.9799919128418,-0.027861349146465653,-0.025960350974013613
211,211,211,211,2019-12-05,47.24687194824219,47.212039947509766,48.77967071533203,0.0007377779221391378,-0.0314229010694832
212,212,212,212,2019-12-06,47.78683471679688,48.09165573120117,48.49227142333984,-0.006338334785311317,-0.014547404892306659
213,213,213,213,2019-12-09,47.32525634765625,47.926177978515625,48.25712585449219,-0.0125384843149553,-0.019310505761279018
214,214,214,214,2019-12-10,46.87237930297852,47.58652114868164,48.04810333251953,-0.015007229536107891,-0.02446972820975568
215,215,215,215,2019-12-11,47.27299499511719,47.49072265625,48.5009880065918,-0.004584635671029513,-0.025318927756847187
216,216,216,216,2019-12-12,47.60395050048828,47.70845413208008,49.07577133178711,-0.002190463587490865,-0.02999078346315276
217,217,217,217,2019-12-13,46.733036041259766,47.24687194824219,47.212039947509766,-0.010875553995306153,-0.010145799816795753
218,218,218,218,2019-12-16,46.76787185668945,47.78683471679688,48.09165573120117,-0.02132308754380141,-0.027526269461603636
219,219,219,219,2019-12-17,44.9128303527832,47.32525634765625,47.926177978515625,-0.050975444848119,-0.0628747743473983
220,220,220,220,2019-12-18,44.50350189208984,46.87237930297852,47.58652114868164,-0.050538876970091295,-0.06478765797901198
221,221,221,221,2019-12-19,44.07676315307617,47.27299499511719,47.49072265625,-0.0676122137463715,-0.07188687205046218
222,222,222,222,2019-12-20,45.11314392089844,47.60395050048828,47.70845413208008,-0.05232352679562369,-0.05439937760289959
223,223,223,223,2019-12-23,44.52963638305664,46.733036041259766,47.24687194824219,-0.04714865210678332,-0.057511438390296266
224,224,224,224,2019-12-24,44.66897964477539,46.76787185668945,47.78683471679688,-0.04487893351969674,-0.06524506363518523
225,225,225,225,2019-12-26,44.56446838378906,44.9128303527832,47.32525634765625,-0.0077564020405263,-0.05833646084420874
226,226,226,226,2019-12-27,44.85186767578125,44.50350189208984,46.87237930297852,0.007827828572594564,-0.04310665806267011
227,227,227,227,2019-12-30,44.21611404418945,44.07676315307617,47.27299499511719,0.003161550012856562,-0.06466442312875409
228,228,228,228,2019-12-31,44.47196578979492,45.11314392089844,47.60395050048828,-0.014212667869651474,-0.06579253775716021
229,229,229,229,2020-01-02,44.041141510009766,44.52963638305664,46.733036041259766,-0.010970106938325341,-0.05760153328949946
230,230,230,230,2020-01-03,43.39928436279297,44.66897964477539,46.76787185668945,-0.028424541865059827,-0.07202781226006671
231,231,231,231,2020-01-06,43.75978088378906,44.56446838378906,44.9128303527832,-0.01805670591804287,-0.025673052887941306
232,232,232,232,2020-01-07,43.7773666381836,44.85186767578125,44.50350189208984,-0.02395666208071534,-0.016316362152060226
233,233,233,233,2020-01-08,44.01476287841797,44.21611404418945,44.07676315307617,-0.004553796056574688,-0.0014066430976993338
234,234,234,234,2020-01-09,44.22577667236328,44.47196578979492,45.11314392089844,-0.005535827190443987,-0.019669816186853817
235,235,235,235,2020-01-10,44.51591873168945,44.041141510009766,44.52963638305664,0.010780311440651058,-0.0003080566670067286
236,236,236,236,2020-01-13,44.3488655090332,43.39928436279297,44.66897964477539,0.021880110701878897,-0.0071663632858385284
237,237,237,237,2020-01-14,46.11614227294922,43.75978088378906,44.56446838378906,0.05384765054966434,0.034818633441268565
238,238,238,238,2020-01-15,47.31189727783203,43.7773666381836,44.85186767578125,0.08073876779435007,0.054847874336772184
239,239,239,239,2020-01-16,47.848243713378906,44.01476287841797,44.21611404418945,0.08709534220484527,0.08214493172239234
240,240,240,240,2020-01-17,47.41740798950195,44.22577667236328,44.47196578979492,0.07216676692380442,0.06623143698277723
241,241,241,241,2020-01-21,47.48775100708008,44.51591873168945,44.041141510009766,0.06675886649229312,0.07825885930515586
242,242,242,242,2020-01-22,48.63956451416016,44.3488655090332,43.39928436279297,0.09674878840481305,0.12074577330726188
