,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,SWK,SWK_6m,SWK_12m,SWK_6m_ret,SWK_12m_ret
105,105,105,105,2019-07-08,129.60076904296875,128.0623321533203,128.3217315673828,0.012013188138777497,0.00996742687277652
106,106,106,106,2019-07-09,129.01043701171875,129.3413848876953,130.90658569335938,-0.0025587160386748575,-0.014484746291391626
107,107,107,107,2019-07-10,127.87454986572266,131.69366455078125,128.30384826660156,-0.02899998794995895,-0.003345951089377075
108,108,108,108,2019-07-11,128.79574584960938,131.1301727294922,128.01766967773438,-0.017802362578279274,0.0060778810755866
109,109,109,109,2019-07-12,131.6131591796875,131.49691772460938,126.73860931396484,0.0008839861579232888,0.038461443534125506
110,110,110,110,2019-07-15,131.17489624023438,131.04971313476562,127.94610595703124,0.0009552337237093145,0.025235549445228767
111,111,111,111,2019-07-16,131.5506134033203,129.60076904296875,128.0623321533203,0.015045006096415126,0.027238932723977927
112,112,112,112,2019-07-17,127.75827026367188,129.01043701171875,129.3413848876953,-0.009705933698473834,-0.012239815008924015
113,113,113,113,2019-07-18,127.44524383544922,127.87454986572266,131.69366455078125,-0.003357243726169412,-0.032259871648524396
114,114,114,114,2019-07-19,128.393310546875,128.79574584960938,131.1301727294922,-0.0031246008948485615,-0.020871338195085354
115,115,115,115,2019-07-22,126.55974578857422,131.6131591796875,131.49691772460938,-0.0383959584483039,-0.037545913786169116
116,116,116,116,2019-07-23,135.64697265625,131.17489624023438,131.04971313476562,0.034092471533771596,0.03508027153601434
117,117,117,117,2019-07-24,136.40724182128906,131.5506134033203,129.60076904296875,0.03691832590000055,0.05251876843465064
118,118,118,118,2019-07-25,136.12997436523438,127.75827026367188,129.01043701171875,0.06552768822155075,0.05518574712578417
119,119,119,119,2019-07-26,136.3088836669922,127.44524383544922,127.87454986572266,0.06954861213171082,0.0659578767637985
120,120,120,120,2019-07-29,134.98512268066406,128.393310546875,128.79574584960938,0.0513407755101265,0.04805575518217675
121,121,121,121,2019-07-30,135.42340087890625,126.55974578857422,131.6131591796875,0.07003534208372475,0.02895030955086142
122,122,122,122,2019-07-31,132.00672912597656,135.64697265625,131.17489624023438,-0.026836157556559437,0.006341403039639371
123,123,123,123,2019-08-01,127.20368957519533,136.40724182128906,131.5506134033203,-0.06747114099815588,-0.033043736670370194
124,124,124,124,2019-08-02,125.94257354736328,136.12997436523438,127.75827026367188,-0.07483583880313138,-0.014211970094470616
125,125,125,125,2019-08-05,121.47946166992188,136.3088836669922,127.44524383544922,-0.10879277709660629,-0.04681055162191894
126,126,126,126,2019-08-06,123.00889587402344,134.98512268066406,128.393310546875,-0.08872256859722927,-0.04193687856413497
127,127,127,127,2019-08-07,122.63327026367188,135.42340087890625,126.55974578857422,-0.09444549857872153,-0.031024679296225544
128,128,128,128,2019-08-08,124.68148040771484,132.00672912597656,135.64697265625,-0.05549147961443002,-0.08083845908101006
129,129,129,129,2019-08-09,122.7763671875,127.20368957519533,136.40724182128906,-0.03480498405730714,-0.09992779306869393
130,130,130,130,2019-08-12,119.99473571777344,125.94257354736328,136.12997436523438,-0.0472265863882243,-0.11852818398518439
131,131,131,131,2019-08-13,122.8926239013672,121.47946166992188,136.3088836669922,0.011632931295704196,-0.09842542470233573
132,132,132,132,2019-08-14,117.3472671508789,123.00889587402344,134.98512268066406,-0.046026173009005356,-0.13066518131417526
133,133,133,133,2019-08-15,117.57087707519533,122.63327026367188,135.42340087890625,-0.041280748508067844,-0.13182746621224206
134,134,134,134,2019-08-16,119.6906509399414,124.68148040771484,132.00672912597656,-0.04002863497813125,-0.09329886641067886
135,135,135,135,2019-08-19,121.8908920288086,122.7763671875,127.20368957519533,-0.007212097726748468,-0.041766064837656436
136,136,136,136,2019-08-20,121.66727447509766,119.99473571777344,125.94257354736328,0.013938434443141023,-0.0339464166234289
137,137,137,137,2019-08-21,123.86756896972656,122.8926239013672,121.47946166992188,0.007933308260566152,0.01965852718621308
138,138,138,138,2019-08-22,124.03746032714844,117.3472671508789,123.00889587402344,0.05701192144225775,0.00836170787337509
139,139,139,139,2019-08-23,117.25784301757812,117.57087707519533,122.63327026367188,-0.0026625135867361927,-0.04383335154103063
140,140,140,140,2019-08-26,117.56192016601562,119.6906509399414,124.68148040771484,-0.017785271925657264,-0.05710198674588951
141,141,141,141,2019-08-27,115.93408966064452,121.8908920288086,122.7763671875,-0.048869954670248905,-0.05572959750801376
142,142,142,142,2019-08-28,116.55123138427734,121.66727447509766,119.99473571777344,-0.042049459173735704,-0.028697128360657298
143,143,143,143,2019-08-29,119.20764923095705,123.86756896972656,122.8926239013672,-0.03762017594701006,-0.02998532013904831
144,144,144,144,2019-08-30,119.45038604736328,124.03746032714844,117.3472671508789,-0.03698136246652228,0.01792218044396643
145,145,145,145,2019-09-03,115.84513854980467,117.25784301757812,117.57087707519533,-0.01204784627977229,-0.014678282312097668
146,146,146,146,2019-09-04,116.9689712524414,117.56192016601562,119.6906509399414,-0.0050437157945096844,-0.022739283863245863
147,147,147,147,2019-09-05,122.56118774414062,115.93408966064452,121.8908920288086,0.057162635277463014,0.0054991452123724915
148,148,148,148,2019-09-06,123.91877746582033,116.55123138427734,121.66727447509766,0.06321294073034434,0.018505411586116294
149,149,149,149,2019-09-09,128.69284057617188,119.20764923095705,123.86756896972656,0.07956864686458065,0.0389550844226596
150,150,150,150,2019-09-10,132.56781005859375,119.45038604736328,124.03746032714844,0.10981483145671267,0.06877236690388977
151,151,151,151,2019-09-11,132.31605529785156,115.84513854980467,117.25784301757812,0.14218047433182224,0.1284196595533149
152,152,152,152,2019-09-12,132.27113342285156,116.9689712524414,117.56192016601562,0.13082240534872414,0.1251188585220815
153,153,153,153,2019-09-13,131.48892211914062,122.56118774414062,115.93408966064452,0.07284307976549309,0.13416961744407785
154,154,154,154,2019-09-16,129.1333770751953,123.91877746582033,116.55123138427734,0.04208078643136459,0.10795377742028123
155,155,155,155,2019-09-17,129.80767822265625,128.69284057617188,119.20764923095705,0.008662779075301552,0.08892071154899073
156,156,156,156,2019-09-18,129.07940673828125,132.56781005859375,119.45038604736328,-0.026314105353106854,0.0806110470593202
157,157,157,157,2019-09-19,128.60292053222656,132.31605529785156,115.84513854980467,-0.028062616870390467,0.11012790128380745
158,158,158,158,2019-09-20,126.86773681640624,132.27113342285156,116.9689712524414,-0.04085091332189206,0.08462727728537
159,159,159,159,2019-09-23,126.63397216796876,131.48892211914062,122.56118774414062,-0.03692288196546967,0.033230621363840696
160,160,160,160,2019-09-24,124.3323211669922,129.1333770751953,123.91877746582033,-0.0371790470980049,0.00333721579270696
161,161,161,161,2019-09-25,127.95556640625,129.80767822265625,128.69284057617188,-0.014268122207912515,-0.005728944723117579
162,162,162,162,2019-09-26,128.16238403320312,129.07940673828125,132.56781005859375,-0.007104330026380334,-0.03323149129070979
163,163,163,163,2019-09-27,128.64788818359375,128.60292053222656,132.31605529785156,0.00034966275401115965,-0.027722766568278878
164,164,164,164,2019-09-30,129.83465576171875,126.86773681640624,132.27113342285156,0.023385921588606973,-0.018420327989053686
165,165,165,165,2019-10-01,125.26737213134766,126.63397216796876,131.48892211914062,-0.010791733159948858,-0.04731615323575089
166,166,166,166,2019-10-02,122.54318237304688,124.3323211669922,129.1333770751953,-0.01438997339671888,-0.05103401499606808
167,167,167,167,2019-10-03,123.69398498535156,127.95556640625,129.80767822265625,-0.03330516632131664,-0.04709808634600188
168,168,168,168,2019-10-04,126.74186706542967,128.16238403320312,129.07940673828125,-0.011083727713784075,-0.018109315280563143
169,169,169,169,2019-10-07,124.81783294677734,128.64788818359375,128.60292053222656,-0.02977161375047621,-0.029432361020920284
170,170,170,170,2019-10-08,121.455322265625,129.83465576171875,126.86773681640624,-0.064538496651249,-0.04266186728477461
171,171,171,171,2019-10-09,124.04464721679688,125.26737213134766,126.63397216796876,-0.009760920930541372,-0.020447316836412432
172,172,172,172,2019-10-10,126.2563705444336,122.54318237304688,124.3323211669922,0.030301058773575917,0.015475053947212825
173,173,173,173,2019-10-11,131.9204864501953,123.69398498535156,127.95556640625,0.06650688362751,0.030986694485466648
174,174,174,174,2019-10-14,132.45994567871094,126.74186706542967,128.16238403320312,0.04511594113040274,0.0335321606095782
175,175,175,175,2019-10-15,133.7276153564453,124.81783294677734,128.64788818359375,0.07138228728475937,0.0394855076486158
176,176,176,176,2019-10-16,132.5138702392578,121.455322265625,129.83465576171875,0.09105033659576955,0.02063558810103938
177,177,177,177,2019-10-17,133.7545928955078,124.04464721679688,125.26737213134766,0.07827782896379687,0.06775284433412532
178,178,178,178,2019-10-18,134.7615509033203,126.2563705444336,122.54318237304688,0.0673643660293044,0.09970663641717903
179,179,179,179,2019-10-21,135.57969665527344,131.9204864501953,123.69398498535156,0.027737998119492957,0.09608964955999633
180,180,180,180,2019-10-22,136.08319091796875,132.45994567871094,126.74186706542967,0.02735351596811153,0.07370353671464125
181,181,181,181,2019-10-23,138.1240692138672,133.7276153564453,124.81783294677734,0.0328761852643773,0.10660524985050546
182,182,182,182,2019-10-24,131.65078735351562,132.5138702392578,121.455322265625,-0.0065131512964179406,0.08394416068151345
183,183,183,183,2019-10-25,136.07418823242188,133.7545928955078,124.04464721679688,0.017342173354197854,0.09697750999767507
184,184,184,184,2019-10-28,136.73947143554688,134.7615509033203,126.2563705444336,0.014677187365152555,0.08303027281640363
185,185,185,185,2019-10-29,138.546630859375,135.57969665527344,131.9204864501953,0.021883322335831235,0.050228320009123806
186,186,186,186,2019-10-30,137.9712677001953,136.08319091796875,132.45994567871094,0.013874430555972816,0.041607460981845756
187,187,187,187,2019-10-31,136.0561981201172,138.1240692138672,133.7276153564453,-0.01497111332962664,0.01741287883931175
188,188,188,188,2019-11-01,140.1559295654297,131.65078735351562,132.5138702392578,0.06460380817226419,0.057669882498895486
189,189,189,189,2019-11-04,142.3047637939453,136.07418823242188,133.7545928955078,0.045788078124568976,0.06392431626715878
190,190,190,190,2019-11-05,143.85116577148438,136.73947143554688,134.7615509033203,0.052009081659275314,0.06744961606063038
191,191,191,191,2019-11-06,143.16787719726562,138.546630859375,135.57969665527344,0.033355169369518656,0.05596841362822924
192,192,192,192,2019-11-07,143.35665893554688,137.9712677001953,136.08319091796875,0.03903270097549405,0.053448688030563574
193,193,193,193,2019-11-08,141.9091796875,136.0561981201172,138.1240692138672,0.04301885285825424,0.02740369940717624
194,194,194,194,2019-11-11,141.99905395507812,140.1559295654297,131.65078735351562,0.013150527383060107,0.07860390970374365
195,195,195,195,2019-11-12,141.71136474609375,142.3047637939453,136.07418823242188,-0.004169916958723818,0.041427228682366035
196,196,196,196,2019-11-13,139.6974639892578,143.85116577148438,136.73947143554688,-0.028874995624470268,0.021632324029460692
197,197,197,197,2019-11-14,140.35377502441406,143.16787719726562,138.546630859375,-0.01965596073603937,0.013043580734007909
198,198,198,198,2019-11-15,141.72035217285156,143.35665893554688,137.9712677001953,-0.011414236177413994,0.027172936330503328
199,199,199,199,2019-11-18,140.35377502441406,141.9091796875,136.0561981201172,-0.010960564119326999,0.03158677784383457
200,200,200,200,2019-11-19,140.64146423339844,141.99905395507812,140.1559295654297,-0.009560554692914836,0.003464246353859002
201,201,201,201,2019-11-20,138.16000366210938,141.71136474609375,142.3047637939453,-0.025060524188355693,-0.029125940842271936
202,202,202,202,2019-11-21,139.4367218017578,139.6974639892578,143.85116577148438,-0.0018664776013403994,-0.030687578693238793
203,203,203,203,2019-11-22,141.4056396484375,140.35377502441406,143.16787719726562,0.007494380709321735,-0.012308889279681101
204,204,204,204,2019-11-25,143.2128143310547,141.72035217285156,143.35665893554688,0.010531036194313392,-0.0010034037174154742
205,205,205,205,2019-11-26,142.8082275390625,140.35377502441406,141.9091796875,0.017487613099266497,0.006335374875271027
206,206,206,206,2019-11-27,143.39515686035156,140.64146423339844,141.99905395507812,0.01957952188540424,0.009831776102642964
207,207,207,207,2019-11-29,142.43800354003906,138.16000366210938,141.71136474609375,0.030964097890386233,0.005127597177877918
208,208,208,208,2019-12-02,138.41065979003906,139.4367218017578,139.6974639892578,-0.007358621161343226,-0.009211364061109228
209,209,209,209,2019-12-03,137.07423400878906,141.4056396484375,140.35377502441406,-0.030631067123045197,-0.023366247292276543
210,210,210,210,2019-12-04,138.41065979003906,143.2128143310547,141.72035217285156,-0.033531598156536724,-0.023353684436063116
211,211,211,211,2019-12-05,142.12193298339844,142.8082275390625,140.35377502441406,-0.004805707398590431,0.012597865349021076
212,212,212,212,2019-12-06,143.45835876464844,143.39515686035156,140.64146423339844,0.00044075340953408926,0.020028905035966327
213,213,213,213,2019-12-09,143.20553588867188,142.43800354003906,138.16000366210938,0.005388536272323385,0.036519485327331624
214,214,214,214,2019-12-10,142.00454711914062,138.41065979003906,139.4367218017578,0.025965394100087913,0.018415703440257225
215,215,215,215,2019-12-11,144.1085205078125,137.07423400878906,141.4056396484375,0.05131735041154717,0.01911437808346883
216,216,216,216,2019-12-12,151.48597717285156,138.41065979003906,143.2128143310547,0.09446756053794547,0.057768314102622176
217,217,217,217,2019-12-13,148.5783233642578,142.12193298339844,142.8082275390625,0.04542852918847906,0.040404505571060456
218,218,218,218,2019-12-16,148.13587951660156,143.45835876464844,143.39515686035156,0.03260542496256247,0.03306054932431812
219,219,219,219,2019-12-17,149.0027313232422,143.20553588867188,142.43800354003906,0.04048164338477145,0.046088316460836776
220,220,220,220,2019-12-18,149.09303283691406,142.00454711914062,138.41065979003906,0.049917315054892164,0.07717883191279884
221,221,221,221,2019-12-19,149.779296875,144.1085205078125,137.07423400878906,0.03935073614804119,0.09268746207544964
222,222,222,222,2019-12-20,149.57164001464844,151.48597717285156,138.41065979003906,-0.012637058518088384,0.08063670992927818
223,223,223,223,2019-12-23,150.5107421875,148.5783233642578,142.12193298339844,0.013006061580763895,0.05902543701739171
224,224,224,224,2019-12-24,149.0749969482422,148.13587951660156,143.45835876464844,0.0063395676638580145,0.039151696924179635
225,225,225,225,2019-12-26,149.58969116210938,149.0027313232422,143.20553588867188,0.003939255567026123,0.0445803664908635
226,226,226,226,2019-12-27,149.806396484375,149.09303283691406,142.00454711914062,0.004784688015846195,0.0549408418498647
227,227,227,227,2019-12-30,149.59872436523438,149.779296875,144.1085205078125,-0.0012055905824976954,0.03809770468862905
228,228,228,228,2019-12-31,149.6619415283203,149.57164001464844,151.48597717285156,0.0006037341949518549,-0.012040953747487482
229,229,229,229,2020-01-02,151.72073364257812,150.5107421875,148.5783233642578,0.008039236518884163,0.02114985690487514
230,230,230,230,2020-01-03,150.90805053710938,149.0749969482422,148.13587951660156,0.012296183977140052,0.018713704131328557
231,231,231,231,2020-01-06,150.3662567138672,149.58969116210938,149.0027313232422,0.0051913039309390285,0.009151009370875318
232,232,232,232,2020-01-07,149.165283203125,149.806396484375,149.09303283691406,-0.004279612194776128,0.00048459921188914734
233,233,233,233,2020-01-08,149.878662109375,149.59872436523438,149.779296875,0.0018712575613757387,0.00066341100838474
234,234,234,234,2020-01-09,149.22850036621094,149.6619415283203,149.57164001464844,-0.0028961348334998194,-0.0022941491341800235
235,235,235,235,2020-01-10,149.896728515625,151.72073364257812,150.5107421875,-0.012022121717721768,-0.004079533878785124
236,236,236,236,2020-01-13,149.26463317871094,150.90805053710938,149.0749969482422,-0.010890190102842201,0.0012720860932473599
237,237,237,237,2020-01-14,150.49269104003906,150.3662567138672,149.58969116210938,0.000840842413284637,0.00603651141274919
238,238,238,238,2020-01-15,150.87196350097656,149.165283203125,149.806396484375,0.011441538280241081,0.007112960738713925
239,239,239,239,2020-01-16,153.96018981933594,149.878662109375,149.59872436523438,0.027232213395275817,0.029154429441880625
240,240,240,240,2020-01-17,155.79324340820312,149.22850036621094,149.6619415283203,0.04399121498830394,0.0409676756647086
241,241,241,241,2020-01-21,153.3190460205078,149.896728515625,151.72073364257812,0.022831168757135867,0.010534567949658014
242,242,242,242,2020-01-22,151.5943145751953,149.26463317871094,150.90805053710938,0.015607725332330347,0.004547564133546178
243,243,243,243,2020-01-23,152.13613891601562,150.49269104003906,150.3662567138672,0.010920449788085262,0.011770474578723933
