,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,F,F_6m,F_12m,F_6m_ret,F_12m_ret
78,78,78,78,2019-05-29,8.070770263671875,8.544543266296387,8.627662658691406,-0.05544743444547706,-0.06454730754435845
79,79,79,79,2019-05-30,8.095707893371582,8.511296272277832,8.37830924987793,-0.04882785954236657,-0.033730117626114775
80,80,80,80,2019-05-31,7.912847518920898,8.286879539489746,8.511296272277832,-0.04513544800385483,-0.07031229253599625
81,81,81,81,2019-06-03,7.9876532554626465,8.187137603759766,8.611037254333496,-0.024365579027951112,-0.07239360142788054
82,82,82,82,2019-06-04,8.245319366455078,8.170511245727539,8.644286155700684,0.009155867788158023,-0.046153815602517634
83,83,83,83,2019-06-05,8.12895393371582,8.12895393371582,8.5528564453125,0.0,-0.04956268286591026
84,84,84,84,2019-06-06,8.10401725769043,8.070770263671875,8.544543266296387,0.004119432586032756,-0.05155641382771092
85,85,85,85,2019-06-07,8.11232852935791,8.095707893371582,8.511296272277832,0.0020530182419176146,-0.04687508578680322
86,86,86,86,2019-06-10,8.162200927734375,7.912847518920898,8.286879539489746,0.03151247489822495,-0.015045302777871417
87,87,87,87,2019-06-11,8.245319366455078,7.9876532554626465,8.187137603759766,0.03225804911050911,0.007106484037668226
88,88,88,88,2019-06-12,8.187137603759766,8.245319366455078,8.170511245727539,-0.007056338282300678,0.002034922605475886
89,89,89,89,2019-06-13,8.361684799194336,8.12895393371582,8.12895393371582,0.02862986644729726,0.02862986644729726
90,90,90,90,2019-06-14,8.295188903808594,8.10401725769043,8.070770263671875,0.023589738279092165,0.027806347201687842
91,91,91,91,2019-06-17,8.353371620178223,8.11232852935791,8.095707893371582,0.029713181603530536,0.03182720154930552
92,92,92,92,2019-06-18,8.394930839538574,8.162200927734375,7.912847518920898,0.02851313191928484,0.060924126171385984
93,93,93,93,2019-06-19,8.345060348510742,8.245319366455078,7.9876532554626465,0.012096679051808001,0.0447449434292444
94,94,94,94,2019-06-20,8.345060348510742,8.187137603759766,8.245319366455078,0.019289127946066742,0.012096679051808001
95,95,95,95,2019-06-21,8.30350112915039,8.361684799194336,8.12895393371582,-0.00695836681736095,0.021472282517263963
96,96,96,96,2019-06-24,8.270254135131836,8.295188903808594,8.10401725769043,-0.0030059313857589975,0.02051289775865839
97,97,97,97,2019-06-25,8.178824424743652,8.353371620178223,8.11232852935791,-0.020895418445521785,0.008196893795055171
98,98,98,98,2019-06-26,8.237008094787598,8.394930839538574,8.162200927734375,-0.0188116790679429,0.009165072964454346
99,99,99,99,2019-06-27,8.47805118560791,8.345060348510742,8.245319366455078,0.015936473978993115,0.028225931441742347
100,100,100,100,2019-06-28,8.502985954284668,8.345060348510742,8.187137603759766,0.018924441427449867,0.0385786053455186
101,101,101,101,2019-07-01,8.436490058898926,8.30350112915039,8.361684799194336,0.01601600670368586,0.008946194636731297
102,102,102,102,2019-07-02,8.411555290222168,8.270254135131836,8.295188903808594,0.017085467118850506,0.014028177991238566
103,103,103,103,2019-07-03,8.47805118560791,8.178824424743652,8.353371620178223,0.0365855464458924,0.014925657698325656
104,104,104,104,2019-07-05,8.47805118560791,8.237008094787598,8.394930839538574,0.029263427696865518,0.009901254418661187
105,105,105,105,2019-07-08,8.47805118560791,8.47805118560791,8.345060348510742,0.0,0.015936473978993115
106,106,106,106,2019-07-09,8.428178787231445,8.502985954284668,8.345060348510742,-0.008797752631300892,0.009960196241784791
107,107,107,107,2019-07-10,8.403242111206055,8.436490058898926,8.30350112915039,-0.003940969225442403,0.012011918888709783
108,108,108,108,2019-07-11,8.469738006591797,8.411555290222168,8.270254135131836,0.006916998624173942,0.02412064589557872
109,109,109,109,2019-07-12,8.719093322753906,8.47805118560791,8.178824424743652,0.028431314209942826,0.06605703582238065
110,110,110,110,2019-07-15,8.660909652709961,8.47805118560791,8.237008094787598,0.02156845519079509,0.05146304981666949
111,111,111,111,2019-07-16,8.735716819763184,8.47805118560791,8.47805118560791,0.03039208286365147,0.03039208286365147
112,112,112,112,2019-07-17,8.586103439331055,8.428178787231445,8.502985954284668,0.018737696017894434,0.009775093772147692
113,113,113,113,2019-07-18,8.527921676635742,8.403242111206055,8.436490058898926,0.014837078805979287,0.010837637109567089
114,114,114,114,2019-07-19,8.47805118560791,8.469738006591797,8.411555290222168,0.000981515486033091,0.007905303251473539
115,115,115,115,2019-07-22,8.452741622924805,8.719093322753906,8.47805118560791,-0.030548095996863922,-0.0029853043027234794
116,116,116,116,2019-07-23,8.579279899597168,8.660909652709961,8.47805118560791,-0.009425078471665072,0.011940092336444108
117,117,117,117,2019-07-24,8.714256286621094,8.735716819763184,8.47805118560791,-0.002456642492524308,0.027860777888927934
118,118,118,118,2019-07-25,8.064692497253418,8.586103439331055,8.428178787231445,-0.060727307300907585,-0.04312750110720276
119,119,119,119,2019-07-26,8.073128700256348,8.527921676635742,8.403242111206055,-0.05332987257908428,-0.039284053295273735
120,120,120,120,2019-07-29,8.098435401916504,8.47805118560791,8.469738006591797,-0.04477630240494779,-0.043838735553132446
121,121,121,121,2019-07-30,8.056257247924805,8.452741622924805,8.719093322753906,-0.04690600904263875,-0.07602121577243837
122,122,122,122,2019-07-31,8.039383888244629,8.579279899597168,8.660909652709961,-0.06293022464250053,-0.07176218080867047
123,123,123,123,2019-08-01,7.853797435760498,8.714256286621094,8.735716819763184,-0.09874151305162426,-0.1009555829474098
124,124,124,124,2019-08-02,7.828489780426025,8.064692497253418,8.586103439331055,-0.029288496357156357,-0.0882371921394014
125,125,125,125,2019-08-05,7.786307811737059,8.073128700256348,8.527921676635742,-0.035527847897455334,-0.08696302487515917
126,126,126,126,2019-08-06,7.997204780578613,8.098435401916504,8.47805118560791,-0.012500022080059403,-0.056716619716281946
127,127,127,127,2019-08-07,8.039383888244629,8.056257247924805,8.452741622924805,-0.002094441520536394,-0.04890220867027362
128,128,128,128,2019-08-08,8.064692497253418,8.039383888244629,8.579279899597168,0.003148078181189451,-0.05998025572844545
129,129,129,129,2019-08-09,7.971897602081299,7.853797435760498,8.714256286621094,0.01503733286818143,-0.08518898918310791
130,130,130,130,2019-08-12,7.836923122406006,7.828489780426025,8.064692497253418,0.0010772629480932938,-0.02824278482099385
131,131,131,131,2019-08-13,7.811615943908691,7.786307811737059,8.073128700256348,0.003250338001470121,-0.03239298741011676
132,132,132,132,2019-08-14,7.592284202575684,7.997204780578613,8.098435401916504,-0.050632763460839225,-0.062499874879663686
133,133,133,133,2019-08-15,7.474181175231934,8.039383888244629,8.056257247924805,-0.07030423237272543,-0.07225142578991095
134,134,134,134,2019-08-16,7.558540344238281,8.064692497253418,8.039383888244629,-0.06276149440136947,-0.05981099431132375
135,135,135,135,2019-08-19,7.617591381072998,7.971897602081299,7.853797435760498,-0.044444401909502496,-0.03007539430696149
136,136,136,136,2019-08-20,7.558540344238281,7.836923122406006,7.828489780426025,-0.03552194832329281,-0.03448295185397221
137,137,137,137,2019-08-21,7.626025676727295,7.811615943908691,7.786307811737059,-0.023758242662469287,-0.020585126979973056
138,138,138,138,2019-08-22,7.626025676727295,7.592284202575684,7.997204780578613,0.004444179544828453,-0.046413605007681547
139,139,139,139,2019-08-23,7.398258686065674,7.474181175231934,8.039383888244629,-0.010157967459747064,-0.07974805172774779
140,140,140,140,2019-08-26,7.440436363220215,7.558540344238281,8.064692497253418,-0.01562523657204462,-0.07740606777577763
141,141,141,141,2019-08-27,7.389822959899902,7.617591381072998,7.971897602081299,-0.029900320164063854,-0.07301582022697195
142,142,142,142,2019-08-28,7.592284202575684,7.558540344238281,7.836923122406006,0.004464335281761711,-0.03121619492870764
143,143,143,143,2019-08-29,7.6935133934021,7.626025676727295,7.811615943908691,0.008849657676967881,-0.015118837300070465
144,144,144,144,2019-08-30,7.735695362091064,7.626025676727295,7.592284202575684,0.014380975099317128,0.018889066279516697
145,145,145,145,2019-09-03,7.676641464233398,7.398258686065674,7.474181175231934,0.037628148728030775,0.027087955757933768
146,146,146,146,2019-09-04,7.761001110076904,7.440436363220215,7.558540344238281,0.04308413259756039,0.02678569626117766
147,147,147,147,2019-09-05,7.879103183746338,7.389822959899902,7.617591381072998,0.06621000618031903,0.03432998563339895
148,148,148,148,2019-09-06,7.879103183746338,7.592284202575684,7.558540344238281,0.03777769292057731,0.042410680489707975
149,149,149,149,2019-09-09,8.047820091247559,7.6935133934021,7.626025676727295,0.04605265237457168,0.05530986026017115
150,150,150,150,2019-09-10,7.946590423583984,7.735695362091064,7.626025676727295,0.027262586182803528,0.042035623855158466
151,151,151,151,2019-09-11,7.946590423583984,7.676641464233398,7.398258686065674,0.03516498205736429,0.07411632396026802
152,152,152,152,2019-09-12,7.938154697418213,7.761001110076904,7.440436363220215,0.022826125757319016,0.06689370218369639
153,153,153,153,2019-09-13,7.971897602081299,7.879103183746338,7.389822959899902,0.011777281775720905,0.07876706185519788
154,154,154,154,2019-09-16,7.845361709594727,7.879103183746338,7.592284202575684,-0.004282400339827519,0.03333351337574886
155,155,155,155,2019-09-17,7.828489780426025,8.047820091247559,7.6935133934021,-0.027253381454198644,0.017544180418231248
156,156,156,156,2019-09-18,7.8031792640686035,7.946590423583984,7.735695362091064,-0.01804687946289063,0.008723702113225151
157,157,157,157,2019-09-19,7.676641464233398,7.946590423583984,7.676641464233398,-0.03397041309055371,0.0
158,158,158,158,2019-09-20,7.735695362091064,7.938154697418213,7.761001110076904,-0.02550458425722002,-0.0032606293475443415
159,159,159,159,2019-09-23,7.727257251739502,7.971897602081299,7.879103183746338,-0.030687844043296053,-0.019271981653962378
160,160,160,160,2019-09-24,7.685078144073486,7.845361709594727,7.879103183746338,-0.0204303601866076,-0.024625269545029194
161,161,161,161,2019-09-25,7.761001110076904,7.828489780426025,8.047820091247559,-0.008620905467343953,-0.03563933809636044
162,162,162,162,2019-09-26,7.710385799407959,7.8031792640686035,7.946590423583984,-0.011891750980005278,-0.029724021446356996
163,163,163,163,2019-09-27,7.659770488739014,7.676641464233398,7.946590423583984,-0.0021977026767485697,-0.03609345889952287
164,164,164,164,2019-09-30,7.727257251739502,7.735695362091064,7.938154697418213,-0.0010908017904780465,-0.026567565601524845
165,165,165,165,2019-10-01,7.507924556732178,7.727257251739502,7.971897602081299,-0.0283842879642644,-0.058201079405233114
166,166,166,166,2019-10-02,7.263283729553223,7.685078144073486,7.845361709594727,-0.05488485694131029,-0.07419389973181656
167,167,167,167,2019-10-03,7.347643375396728,7.761001110076904,7.828489780426025,-0.05326087818019665,-0.06142262665164133
168,168,168,168,2019-10-04,7.372951030731201,7.710385799407959,7.8031792640686035,-0.04376366857060088,-0.055134992901993085
169,169,169,169,2019-10-07,7.322336673736572,7.659770488739014,7.676641464233398,-0.04405273180162761,-0.04615361967177756
170,170,170,170,2019-10-08,7.204233646392822,7.727257251739502,7.735695362091064,-0.06768554330567167,-0.06870251358432244
171,171,171,171,2019-10-09,7.221105098724365,7.507924556732178,7.727257251739502,-0.03820222963623521,-0.06550217451362783
172,172,172,172,2019-10-10,7.271720886230469,7.263283729553223,7.685078144073486,0.0011616173884156922,-0.053786994757078266
173,173,173,173,2019-10-11,7.406694412231445,7.347643375396728,7.761001110076904,0.008036731482157666,-0.045652190074477184
174,174,174,174,2019-10-14,7.440436363220215,7.372951030731201,7.710385799407959,0.009153096529154636,-0.03501114512434278
175,175,175,175,2019-10-15,7.651333808898926,7.322336673736572,7.659770488739014,0.044930621169385176,-0.0011014272362979138
176,176,176,176,2019-10-16,7.651333808898926,7.204233646392822,7.727257251739502,0.06206075267005917,-0.009825406398044412
177,177,177,177,2019-10-17,7.685078144073486,7.221105098724365,7.507924556732178,0.06425236013128854,0.023595547078647527
178,178,178,178,2019-10-18,7.836923122406006,7.271720886230469,7.263283729553223,0.07772606306242968,0.07897796839723181
179,179,179,179,2019-10-21,7.7426066398620605,7.406694412231445,7.347643375396728,0.04535251610703539,0.05375373358318547
180,180,180,180,2019-10-22,7.77690315246582,7.440436363220215,7.372951030731201,0.04522137853484476,0.05478839070691044
181,181,181,181,2019-10-23,7.89694356918335,7.651333808898926,7.322336673736572,0.032100254206497425,0.07847315973707558
182,182,182,182,2019-10-24,7.373911380767822,7.651333808898926,7.204233646392822,-0.036258047950861294,0.02355250297302036
183,183,183,183,2019-10-25,7.476804256439209,7.685078144073486,7.221105098724365,-0.027101076102250432,0.03540997592737072
184,184,184,184,2019-10-28,7.382484436035156,7.836923122406006,7.271720886230469,-0.0579868756236227,0.01523209588729224
185,185,185,185,2019-10-29,7.408208847045898,7.7426066398620605,7.406694412231445,-0.043189304115560656,0.00020446838092191832
186,186,186,186,2019-10-30,7.322464942932129,7.77690315246582,7.440436363220215,-0.05843434084550769,-0.01585544375747172
187,187,187,187,2019-10-31,7.365337371826172,7.89694356918335,7.651333808898926,-0.06731796836331616,-0.037378638053946145
188,188,188,188,2019-11-01,7.622565746307373,7.373911380767822,7.651333808898926,0.03372082368498153,-0.003759875507992283
189,189,189,189,2019-11-04,7.716884136199951,7.476804256439209,7.685078144073486,0.03210995921873705,0.004138668668059342
190,190,190,190,2019-11-05,7.73403263092041,7.382484436035156,7.836923122406006,0.04761922601140722,-0.013128939748232149
191,191,191,191,2019-11-06,7.648289203643799,7.408208847045898,7.7426066398620605,0.03240734184939109,-0.01218161280887986
192,192,192,192,2019-11-07,7.622565746307373,7.322464942932129,7.77690315246582,0.04098357666633978,-0.01984561246715688
193,193,193,193,2019-11-08,7.751179218292236,7.365337371826172,7.89694356918335,0.05238617418150904,-0.018458324998033016
194,194,194,194,2019-11-11,7.785478591918945,7.622565746307373,7.373911380767822,0.021372442171521122,0.05581396221068613
195,195,195,195,2019-11-12,7.751179218292236,7.716884136199951,7.476804256439209,0.00444416185172547,0.036696822926282735
196,196,196,196,2019-11-13,7.553972244262695,7.73403263092041,7.382484436035156,-0.023281565420068095,0.023229010465701583
197,197,197,197,2019-11-14,7.536823272705078,7.648289203643799,7.408208847045898,-0.014573969154515809,0.01736106909438262
198,198,198,198,2019-11-15,7.674012184143066,7.622565746307373,7.322464942932129,0.006749228481317537,0.048009412670560137
199,199,199,199,2019-11-18,7.674012184143066,7.751179218292236,7.365337371826172,-0.00995552186008819,0.04190912061919039
200,200,200,200,2019-11-19,7.631139755249023,7.785478591918945,7.622565746307373,-0.019823936942055198,0.001124819283560008
201,201,201,201,2019-11-20,7.485377311706543,7.751179218292236,7.716884136199951,-0.034291802459994636,-0.030000038928588824
202,202,202,202,2019-11-21,7.468228340148926,7.553972244262695,7.73403263092041,-0.011350836532248665,-0.034368136709018726
203,203,203,203,2019-11-22,7.622565746307373,7.536823272705078,7.648289203643799,0.011376473946631549,-0.0033632955882696436
204,204,204,204,2019-11-25,7.716884136199951,7.674012184143066,7.622565746307373,0.0055866411243745695,0.012373575123083569
205,205,205,205,2019-11-26,7.725458145141602,7.674012184143066,7.751179218292236,0.006703919639955647,-0.0033183432386565404
206,206,206,206,2019-11-27,7.802626132965088,7.631139755249023,7.785478591918945,0.02247192204783155,0.0022025031401333717
207,207,207,207,2019-11-29,7.7683305740356445,7.485377311706543,7.751179218292236,0.037800801555665675,0.002212741475894786
208,208,208,208,2019-12-02,7.725458145141602,7.468228340148926,7.553972244262695,0.03444321641985937,0.02270142056838398
209,209,209,209,2019-12-03,7.622565746307373,7.622565746307373,7.536823272705078,0.0,0.011376473946631549
210,210,210,210,2019-12-04,7.674012184143066,7.716884136199951,7.674012184143066,-0.005555603958827371,0.0
211,211,211,211,2019-12-05,7.656862258911133,7.725458145141602,7.674012184143066,-0.008879199775822633,-0.002234805577631338
212,212,212,212,2019-12-06,7.73403263092041,7.802626132965088,7.631139755249023,-0.008791078910583616,0.01348329069725307
213,213,213,213,2019-12-09,7.725458145141602,7.7683305740356445,7.485377311706543,-0.005518872875639014,0.03207331086164378
214,214,214,214,2019-12-10,7.77690315246582,7.725458145141602,7.468228340148926,0.006659152940537538,0.04133173200630069
215,215,215,215,2019-12-11,7.811202049255371,7.622565746307373,7.622565746307373,0.02474708769017564,0.02474708769017564
216,216,216,216,2019-12-12,7.991262435913086,7.674012184143066,7.716884136199951,0.04134085849193192,0.03555558109600532
217,217,217,217,2019-12-13,7.914091110229492,7.656862258911133,7.725458145141602,0.03359455121698107,0.02441705870952382
218,218,218,218,2019-12-16,8.051281929016113,7.73403263092041,7.802626132965088,0.04101990685006296,0.03186821870145584
219,219,219,219,2019-12-17,8.051281929016113,7.725458145141602,7.7683305740356445,0.042175334815504284,0.036423701628530925
220,220,220,220,2019-12-18,8.179896354675293,7.77690315246582,7.725458145141602,0.0518192388806713,0.05882346405817751
221,221,221,221,2019-12-19,8.068429946899414,7.811202049255371,7.622565746307373,0.0329306419193911,0.058492667092839845
222,222,222,222,2019-12-20,8.128449440002441,7.991262435913086,7.674012184143066,0.017167125368431346,0.05921768756093271
223,223,223,223,2019-12-23,8.094152450561523,7.914091110229492,7.656862258911133,0.022751992341772498,0.05711088653076768
224,224,224,224,2019-12-24,8.119876861572266,8.051281929016113,7.73403263092041,0.008519752899093236,0.0498891392194627
225,225,225,225,2019-12-26,8.102727890014648,8.051281929016113,7.725458145141602,0.006389785061820863,0.048834611201706624
226,226,226,226,2019-12-27,8.025558471679688,8.179896354675293,7.77690315246582,-0.01886795092548965,0.03197356509898497
227,227,227,227,2019-12-30,7.931241035461426,8.068429946899414,7.811202049255371,-0.01700317315027422,0.015367543362611924
228,228,228,228,2019-12-31,7.974114418029785,8.128449440002441,7.991262435913086,-0.018987018755770246,-0.0021458459186920464
229,229,229,229,2020-01-02,8.077005386352539,8.094152450561523,7.914091110229492,-0.002118450858655918,0.020585342505403892
230,230,230,230,2020-01-03,7.89694356918335,8.119876861572266,8.051281929016113,-0.02745525531845927,-0.019169414410460717
231,231,231,231,2020-01-06,7.8540730476379395,8.102727890014648,8.051281929016113,-0.030687793759326065,-0.024494097103648804
232,232,232,232,2020-01-07,7.931241035461426,8.025558471679688,8.179896354675293,-0.011752133705222656,-0.030398345948692396
233,233,233,233,2020-01-08,7.931241035461426,7.931241035461426,8.068429946899414,0.0,-0.01700317315027422
234,234,234,234,2020-01-09,7.939815521240234,7.974114418029785,8.128449440002441,-0.004301279739854169,-0.023206630016530005
235,235,235,235,2020-01-10,7.931241035461426,8.077005386352539,8.094152450561523,-0.018046830962550442,-0.02012705049665775
236,236,236,236,2020-01-13,7.922666549682617,7.89694356918335,8.119876861572266,0.0032573337106835965,-0.02428735253645975
237,237,237,237,2020-01-14,7.96553897857666,7.8540730476379395,8.102727890014648,0.014192117932012804,-0.016931200615418973
238,238,238,238,2020-01-15,7.879795551300049,7.931241035461426,8.025558471679688,-0.0064864355945505325,-0.018162339841395703
239,239,239,239,2020-01-16,7.862647533416748,7.931241035461426,7.931241035461426,-0.008648520671353799,-0.008648520671353799
240,240,240,240,2020-01-17,7.8540730476379395,7.939815521240234,7.974114418029785,-0.01079905110804158,-0.015053881108155087
241,241,241,241,2020-01-21,7.89694356918335,7.931241035461426,8.077005386352539,-0.004324350517747266,-0.022293140657481114
242,242,242,242,2020-01-22,7.8540730476379395,7.922666549682617,7.89694356918335,-0.008657880729238232,-0.005428748625317059
243,243,243,243,2020-01-23,7.836924076080322,7.96553897857666,7.8540730476379395,-0.016146415558601634,-0.0021834494603758525
