,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,CMI,CMI_6m,CMI_12m,CMI_6m_ret,CMI_12m_ret
71,71,71,71,2019-05-17,139.90904235839844,145.26852416992188,145.3827362060547,-0.03689362057023726,-0.03765023269267842
72,72,72,72,2019-05-20,141.61349487304688,145.31246948242188,145.9977569580078,-0.02545531448574312,-0.030029653717364657
73,73,73,73,2019-05-21,144.3020782470703,139.60153198242188,148.65115356445312,0.033671165336783826,-0.02925692275571279
74,74,74,74,2019-05-22,143.6519012451172,141.2445068359375,147.2541961669922,0.017044163083637542,-0.024463105403053187
75,75,75,75,2019-05-23,140.90025329589844,141.82444763183594,145.5057373046875,-0.006516467022220529,-0.03165156298370031
76,76,76,76,2019-05-24,141.49305725097656,142.7820587158203,145.27731323242188,-0.009027755142606897,-0.026048499227068422
77,77,77,77,2019-05-28,140.4136505126953,139.90904235839844,145.26852416992188,0.0036066872147137996,-0.033419997105138766
78,78,78,78,2019-05-29,139.7146759033203,141.61349487304688,145.31246948242188,-0.013408460623253515,-0.03852245852706204
79,79,79,79,2019-05-30,140.26319885253906,144.3020782470703,139.60153198242188,-0.027989059087672907,0.0047396820129488315
80,80,80,80,2019-05-31,133.38851928710938,143.6519012451172,141.2445068359375,-0.07144619645858441,-0.05561977399909257
81,81,81,81,2019-06-03,134.80416870117188,140.90025329589844,141.82444763183594,-0.04326524936704301,-0.04949977981855502
82,82,82,82,2019-06-04,138.3255615234375,141.49305725097656,142.7820587158203,-0.022386227204919673,-0.0312118849697538
83,83,83,83,2019-06-05,141.1656951904297,140.4136505126953,139.90904235839844,0.0053559228393280645,0.008981927192469374
84,84,84,84,2019-06-06,142.2451171875,139.7146759033203,141.61349487304688,0.018111492352676617,0.0044601844973839455
85,85,85,85,2019-06-07,143.28912353515625,140.26319885253906,144.3020782470703,0.021573190312010437,-0.007019682074014932
86,86,86,86,2019-06-10,144.28892517089844,133.38851928710938,143.6519012451172,0.08171922097978102,0.004434497004632609
87,87,87,87,2019-06-11,145.28875732421875,134.80416870117188,140.90025329589844,0.07777644210906165,0.031146175579288782
88,88,88,88,2019-06-12,144.2801055908203,138.3255615234375,141.49305725097656,0.043047315346512294,0.01969742115968387
89,89,89,89,2019-06-13,145.42141723632812,141.1656951904297,140.4136505126953,0.030146998816940274,0.03566438665576932
90,90,90,90,2019-06-14,144.97903442382812,142.2451171875,139.7146759033203,0.019219761566398263,0.03767935248370491
91,91,91,91,2019-06-17,143.5811309814453,143.28912353515625,140.26319885253906,0.002037889820837746,0.023655043917788054
92,92,92,92,2019-06-18,147.61566162109375,144.28892517089844,133.38851928710938,0.02305607617670624,0.10665942174049814
93,93,93,93,2019-06-19,148.59779357910156,145.28875732421875,134.80416870117188,0.022775583712224545,0.10232342968938002
94,94,94,94,2019-06-20,151.8272247314453,144.2801055908203,138.3255615234375,0.05230879967629565,0.09760786841787095
95,95,95,95,2019-06-21,150.3761749267578,145.42141723632812,141.1656951904297,0.034071719177221294,0.06524587807188831
96,96,96,96,2019-06-24,150.55313110351562,144.97903442382812,142.2451171875,0.03844760521298762,0.05840632058437856
97,97,97,97,2019-06-25,149.39405822753906,143.5811309814453,143.28912353515625,0.04048531451423765,0.042605708945417264
98,98,98,98,2019-06-26,149.44717407226562,147.61566162109375,144.28892517089844,0.012407304421891752,0.035749444354496784
99,99,99,99,2019-06-27,148.8632049560547,148.59779357910156,145.28875732421875,0.0017861057729087193,0.024602369086683007
100,100,100,100,2019-06-28,151.59716796875,151.8272247314453,144.2801055908203,-0.0015152536911758885,0.0507142848833293
101,101,101,101,2019-07-01,152.94200134277344,150.3761749267578,145.42141723632812,0.017062718992987724,0.051715794340137844
102,102,102,102,2019-07-02,150.58853149414062,150.55313110351562,144.97903442382812,0.00023513553232357154,0.03869178114342953
103,103,103,103,2019-07-03,150.6239471435547,149.39405822753906,143.5811309814453,0.008232515607430768,0.0490511261052784
104,104,104,104,2019-07-05,149.65951538085938,149.44717407226562,147.61566162109375,0.001420845257944281,0.013845778539487652
105,105,105,105,2019-07-08,149.57992553710938,148.8632049560547,148.59779357910156,0.00481462548966527,0.006609330692955329
106,106,106,106,2019-07-09,148.01382446289062,151.59716796875,151.8272247314453,-0.023637272080162086,-0.02511670930756915
107,107,107,107,2019-07-10,148.1111602783203,152.94200134277344,150.3761749267578,-0.03158609814204172,-0.015062323865736693
108,108,108,108,2019-07-11,149.4029541015625,150.58853149414062,150.55313110351562,-0.007872959386845846,-0.007639675067018681
109,109,109,109,2019-07-12,151.37596130371094,150.6239471435547,149.39405822753906,0.0049926600279537325,0.01326627778698719
110,110,110,110,2019-07-15,151.4025421142578,149.65951538085938,149.44717407226562,0.01164661484411944,0.01308400813953603
111,111,111,111,2019-07-16,152.49078369140625,149.57992553710938,148.8632049560547,0.01946021930312236,0.0243685384606791
112,112,112,112,2019-07-17,149.78341674804688,148.01382446289062,151.59716796875,0.011955587875508877,-0.011964281688144784
113,113,113,113,2019-07-18,148.5889129638672,148.1111602783203,152.94200134277344,0.0032256359659130762,-0.028462347430318502
114,114,114,114,2019-07-19,152.88894653320312,149.4029541015625,150.58853149414062,0.02333282131269554,0.01527616357127437
115,115,115,115,2019-07-22,151.05743408203125,151.37596130371094,150.6239471435547,-0.0021042127094447194,0.00287794169982436
116,116,116,116,2019-07-23,153.39324951171875,151.4025421142578,149.65951538085938,0.0131484410344882,0.02494819070713694
117,117,117,117,2019-07-24,155.16281127929688,152.49078369140625,149.57992553710938,0.017522551351680127,0.03732376334685661
118,118,118,118,2019-07-25,154.800048828125,149.78341674804688,148.01382446289062,0.033492573403614445,0.04584858468362718
119,119,119,119,2019-07-26,154.60543823242188,148.5889129638672,148.1111602783203,0.040491078025570726,0.04384732346906173
120,120,120,120,2019-07-29,153.92410278320312,152.88894653320312,149.4029541015625,0.006770641524272536,0.030261441005826395
121,121,121,121,2019-07-30,146.13812255859375,151.05743408203125,151.37596130371094,-0.03256583532834323,-0.03460152259319649
122,122,122,122,2019-07-31,145.10293579101562,153.39324951171875,151.4025421142578,-0.05404614444959499,-0.0416083259585438
123,123,123,123,2019-08-01,141.324951171875,155.16281127929688,152.49078369140625,-0.08918283958205286,-0.07322299911663788
124,124,124,124,2019-08-02,140.3959503173828,154.800048828125,149.78341674804688,-0.09304970263113488,-0.06267360322307824
125,125,125,125,2019-08-05,133.98130798339844,154.60543823242188,148.5889129638672,-0.13339847863578191,-0.09830884881714508
126,126,126,126,2019-08-06,136.60910034179688,153.92410278320312,152.88894653320312,-0.11249052051187747,-0.10648151197686961
127,127,127,127,2019-08-07,134.71566772460938,146.13812255859375,151.05743408203125,-0.07816204720574926,-0.10818247017586391
128,128,128,128,2019-08-08,136.00743103027344,145.10293579101562,153.39324951171875,-0.06268312016678956,-0.11334148364929897
129,129,129,129,2019-08-09,132.6807098388672,141.324951171875,155.16281127929688,-0.061165712503908454,-0.14489362015980334
130,130,130,130,2019-08-12,131.08810424804688,140.3959503173828,154.800048828125,-0.06629711219087431,-0.15317788824734524
131,131,131,131,2019-08-13,133.66282653808594,133.98130798339844,154.60543823242188,-0.0023770587860805215,-0.13545844139617158
132,132,132,132,2019-08-14,127.84099578857422,136.60910034179688,153.92410278320312,-0.06418389793421375,-0.16945433835899038
133,133,133,133,2019-08-15,129.20355224609375,134.71566772460938,146.13812255859375,-0.04091666226814605,-0.11588057938619079
134,134,134,134,2019-08-16,132.0525360107422,136.00743103027344,145.10293579101562,-0.02907852158938984,-0.0899389092931191
135,135,135,135,2019-08-19,131.86668395996094,132.6807098388672,141.324951171875,-0.006135224026875052,-0.06692567118180859
136,136,136,136,2019-08-20,130.51083374023438,131.08810424804688,140.3959503173828,-0.004403683393881308,-0.07040884409273829
137,137,137,137,2019-08-21,131.89437866210938,133.66282653808594,133.98130798339844,-0.013230663467023618,-0.015576272188264184
138,138,138,138,2019-08-22,130.93031311035156,127.84099578857422,136.60910034179688,0.024165310217753033,-0.04156961152102567
139,139,139,139,2019-08-23,126.77069854736328,129.20355224609375,134.71566772460938,-0.018829619282421994,-0.05897583637775139
140,140,140,140,2019-08-26,127.7704849243164,132.0525360107422,136.00743103027344,-0.03242687505885877,-0.06056247106177304
141,141,141,141,2019-08-27,127.46697998046876,131.86668395996094,132.6807098388672,-0.03336478818886557,-0.039295311765592644
142,142,142,142,2019-08-28,129.96630859375,130.51083374023438,131.08810424804688,-0.004172260117257243,-0.008557570198545195
143,143,143,143,2019-08-29,133.0905303955078,131.89437866210938,133.66282653808594,0.009069012231846196,-0.004281640283995136
144,144,144,144,2019-08-30,133.2422637939453,130.93031311035156,127.84099578857422,0.01765787179967382,0.04224988996725121
145,145,145,145,2019-09-03,130.24301147460938,126.77069854736328,129.20355224609375,0.027390500857331634,0.008045128871811302
146,146,146,146,2019-09-04,132.97447204589844,127.7704849243164,132.0525360107422,0.04072918033194095,0.006981585231208731
147,147,147,147,2019-09-05,138.0535125732422,127.46697998046876,131.86668395996094,0.08305313732541197,0.046917298801263385
148,148,148,148,2019-09-06,138.26768493652344,129.96630859375,130.51083374023438,0.063873294799208,0.05943453868150228
149,149,149,149,2019-09-09,143.5520782470703,133.0905303955078,131.89437866210938,0.07860474986818144,0.08838662953806353
150,150,150,150,2019-09-10,146.3816680908203,133.2422637939453,130.93031311035156,0.09861288695300652,0.11801205246829238
151,151,151,151,2019-09-11,147.7206268310547,130.24301147460938,126.77069854736328,0.134192346741403,0.1652584431872024
152,152,152,152,2019-09-12,147.32789611816406,132.97447204589844,127.7704849243164,0.10794119992678963,0.15306673685579497
153,153,153,153,2019-09-13,147.3814239501953,138.0535125732422,127.46697998046876,0.0675673599540203,0.15623217850440918
154,154,154,154,2019-09-16,146.1228485107422,138.26768493652344,129.96630859375,0.05681127573536027,0.12431329389753198
155,155,155,155,2019-09-17,145.51585388183594,143.5520782470703,133.0905303955078,0.013679882999574122,0.09335993664916309
156,156,156,156,2019-09-18,144.91775512695312,146.3816680908203,133.2422637939453,-0.010000657752847308,0.08762603546772185
157,157,157,157,2019-09-19,144.6232147216797,147.7206268310547,130.24301147460938,-0.020968040657703524,0.1104105555012731
158,158,158,158,2019-09-20,144.22157287597656,147.32789611816406,132.97447204589844,-0.02108442001843347,0.08458090231180604
159,159,159,159,2019-09-23,144.77496337890625,147.3814239501953,138.0535125732422,-0.017685136304354532,0.04868728567915359
160,160,160,160,2019-09-24,143.36460876464844,146.1228485107422,138.26768493652344,-0.018876170114429325,0.03686272631573262
161,161,161,161,2019-09-25,144.04302978515625,145.51585388183594,143.5520782470703,-0.010121399540944043,0.0034200238971180408
162,162,162,162,2019-09-26,142.77549743652344,144.91775512695312,146.3816680908203,-0.014782575734443304,-0.02463539800666492
163,163,163,163,2019-09-27,143.98052978515625,144.6232147216797,147.7206268310547,-0.004443857355544534,-0.025318719031539927
164,164,164,164,2019-09-30,145.2034149169922,144.22157287597656,147.32789611816406,0.006807872230460088,-0.014420087825512296
165,165,165,165,2019-10-01,140.62423706054688,144.77496337890625,147.3814239501953,-0.028670194220640655,-0.04584829423233083
166,166,166,166,2019-10-02,137.5714874267578,143.36460876464844,146.1228485107422,-0.04040830849265442,-0.05852172450194004
167,167,167,167,2019-10-03,138.3480682373047,144.04302978515625,145.51585388183594,-0.039536529857402636,-0.0492577643831974
168,168,168,168,2019-10-04,140.90989685058594,142.77549743652344,144.91775512695312,-0.013066671939048424,-0.027656088605955587
169,169,169,169,2019-10-07,139.6959228515625,143.98052978515625,144.6232147216797,-0.029758238422841754,-0.034069854411682976
170,170,170,170,2019-10-08,136.69671630859375,145.2034149169922,144.22157287597656,-0.05858470073352906,-0.05217566566032261
171,171,171,171,2019-10-09,138.36590576171875,140.62423706054688,144.77496337890625,-0.016059331919118458,-0.044269101974584224
172,172,172,172,2019-10-10,140.18687438964844,137.5714874267578,143.36460876464844,0.01901111205389161,-0.02216540331942496
173,173,173,173,2019-10-11,145.28378295898438,138.3480682373047,144.04302978515625,0.05013235681602035,0.008613767536539196
174,174,174,174,2019-10-14,146.1763916015625,140.90989685058594,142.77549743652344,0.03737491027021966,0.023819872639919026
175,175,175,175,2019-10-15,148.48828125,139.6959228515625,143.98052978515625,0.06293926278564377,0.03130806277466891
176,176,176,176,2019-10-16,148.33653259277344,136.69671630859375,145.2034149169922,0.08515066490626388,0.021577437951940448
177,177,177,177,2019-10-17,149.63978576660156,138.36590576171875,140.62423706054688,0.0814787424894805,0.06411091640037103
178,178,178,178,2019-10-18,151.9962921142578,140.18687438964844,137.5714874267578,0.08424053803914044,0.1048531564011741
179,179,179,179,2019-10-21,152.9246368408203,145.28378295898438,138.3480682373047,0.05259261375368407,0.1053615622482913
180,180,180,180,2019-10-22,156.2987518310547,146.1763916015625,140.90989685058594,0.06924757218719013,0.10921060425433682
181,181,181,181,2019-10-23,156.37911987304688,148.48828125,139.6959228515625,0.05314115401310082,0.11942508185590728
182,182,182,182,2019-10-24,156.5933074951172,148.33653259277344,136.69671630859375,0.05566245049701268,0.14555281007340914
183,183,183,183,2019-10-25,159.35159301757812,149.63978576660156,138.36590576171875,0.06490123733620146,0.15166805102984715
184,184,184,184,2019-10-28,160.6994171142578,151.9962921142578,140.18687438964844,0.05725879808605949,0.14632284808344398
185,185,185,185,2019-10-29,158.10186767578125,152.9246368408203,145.28378295898438,0.03385478587305668,0.0882279113038762
186,186,186,186,2019-10-30,155.84352111816406,156.2987518310547,146.1763916015625,-0.002912567807212496,0.06613331613049778
187,187,187,187,2019-10-31,153.96006774902344,156.37911987304688,148.48828125,-0.01546915039544472,0.03684995511403999
188,188,188,188,2019-11-01,157.61090087890625,156.5933074951172,148.33653259277344,0.006498319756230941,0.06252248265498839
189,189,189,189,2019-11-04,159.94065856933594,159.35159301757812,149.63978576660156,0.0036966404954159593,0.06883779437375703
190,190,190,190,2019-11-05,160.61013793945312,160.6994171142578,151.9962921142578,-0.0005555662640718273,0.05667142076544973
191,191,191,191,2019-11-06,161.9133758544922,158.10186767578125,152.9246368408203,0.024107926330934726,0.058778880887768725
192,192,192,192,2019-11-07,162.93099975585938,155.84352111816406,156.2987518310547,0.04547817314985725,0.04243314707959778
193,193,193,193,2019-11-08,166.26937866210938,153.96006774902344,156.37911987304688,0.07995132174890851,0.0632453923330154
194,194,194,194,2019-11-11,166.42112731933594,157.61090087890625,156.5933074951172,0.0558985856390648,0.06276015227869935
195,195,195,195,2019-11-12,164.32347106933594,159.94065856933594,159.35159301757812,0.027402741361728156,0.031200679940547316
196,196,196,196,2019-11-13,162.44541931152344,160.61013793945312,160.6994171142578,0.01142693353991242,0.010865018857064035
197,197,197,197,2019-11-14,162.58023071289062,161.9133758544922,158.10186767578125,0.0041185902948359665,0.028325807297185923
198,198,198,198,2019-11-15,165.4211883544922,162.93099975585938,155.84352111816406,0.01528370047666927,0.06145694840317506
199,199,199,199,2019-11-18,164.9357147216797,166.26937866210938,153.96006774902344,-0.0080211037724508,0.07128892012796517
200,200,200,200,2019-11-19,164.48617553710938,166.42112731933594,157.61090087890625,-0.01162683977325607,0.04362182196703168
201,201,201,201,2019-11-20,162.38247680664062,164.32347106933594,159.94065856933594,-0.011812032998477218,0.015267026278037665
202,202,202,202,2019-11-21,162.56227111816406,162.44541931152344,160.61013793945312,0.0007193296501426527,0.012154482922160481
203,203,203,203,2019-11-22,161.9599151611328,162.58023071289062,161.9133758544922,-0.0038154426835158572,0.00028743336611336545
204,204,204,204,2019-11-25,165.43914794921875,165.4211883544922,162.93099975585938,0.00010856888954324795,0.0153939287006013
205,205,205,205,2019-11-26,166.35618591308594,164.9357147216797,166.26937866210938,0.008612271719337539,0.0005220880217093882
206,206,206,206,2019-11-27,166.1493682861328,164.48617553710938,166.42112731933594,0.010111443977540935,-0.0016329599347182366
207,207,207,207,2019-11-29,164.3962860107422,162.38247680664062,164.32347106933594,0.012401641135819874,0.0004431195430112389
208,208,208,208,2019-12-02,162.95785522460938,162.56227111816406,162.44541931152344,0.0024334312243814438,0.003154511313755437
209,209,209,209,2019-12-03,160.11692810058594,161.9599151611328,162.58023071289062,-0.011379278994517295,-0.015151304691249812
210,210,210,210,2019-12-04,160.06297302246094,165.43914794921875,165.4211883544922,-0.03249638911588215,-0.03239134832321944
211,211,211,211,2019-12-05,160.67433166503906,166.35618591308594,164.9357147216797,-0.03415475184683181,-0.025836630130905758
212,212,212,212,2019-12-06,162.19366455078125,166.1493682861328,164.48617553710938,-0.02380811781685066,-0.013937408288825615
213,213,213,213,2019-12-09,162.76007080078125,164.3962860107422,162.38247680664062,-0.00995287210961704,0.002325337078028733
214,214,214,214,2019-12-10,161.51040649414062,162.95785522460938,162.56227111816406,-0.008882350154116203,-0.006470533517945576
215,215,215,215,2019-12-11,163.72203063964844,160.11692810058594,161.9599151611328,0.02251543657393773,0.010879948144962404
216,216,216,216,2019-12-12,166.2123260498047,160.06297302246094,165.43914794921875,0.03841833567892583,0.004673489377636786
217,217,217,217,2019-12-13,164.05465698242188,160.67433166503906,166.35618591308594,0.021038365508374124,-0.013834946491659283
218,218,218,218,2019-12-16,163.4523162841797,162.19366455078125,166.1493682861328,0.007760178160376663,-0.016232694892395982
219,219,219,219,2019-12-17,163.86585998535156,162.76007080078125,164.3962860107422,0.0067939831872143586,-0.0032265085681799643
220,220,220,220,2019-12-18,162.54428100585938,161.51040649414062,162.95785522460938,0.006401287286440294,-0.002537921342791072
221,221,221,221,2019-12-19,161.19577026367188,163.72203063964844,160.11692810058594,-0.015430179836560032,0.006737839501943288
222,222,222,222,2019-12-20,162.82298278808594,166.2123260498047,160.06297302246094,-0.020391648094156056,0.017243274403241804
223,223,223,223,2019-12-23,163.10169982910156,164.05465698242188,160.67433166503906,-0.005808778433046391,0.015107379871496018
224,224,224,224,2019-12-24,162.86793518066406,163.4523162841797,162.19366455078125,-0.0035752390470846773,0.004157194621320803
225,225,225,225,2019-12-26,163.10169982910156,163.86585998535156,162.76007080078125,-0.004663327408883755,0.0020989732103180447
226,226,226,226,2019-12-27,162.4543914794922,162.54428100585938,161.51040649414062,-0.000553015620180175,0.005844731654401469
227,227,227,227,2019-12-30,161.06988525390625,161.19577026367188,163.72203063964844,-0.0007809448694572341,-0.01619907458623915
228,228,228,228,2019-12-31,160.8900909423828,162.82298278808594,166.2123260498047,-0.01187112416567615,-0.032020700473363806
229,229,229,229,2020-01-02,161.21376037597656,163.10169982910156,164.05465698242188,-0.011575228554351003,-0.01731676904941326
230,230,230,230,2020-01-03,158.95721435546875,162.86793518066406,163.4523162841797,-0.024011606832598953,-0.02750099864535238
231,231,231,231,2020-01-06,156.54779052734375,163.10169982910156,163.86585998535156,-0.04018296135861865,-0.04465890246242865
232,232,232,232,2020-01-07,156.6646270751953,162.4543914794922,162.54428100585938,-0.03563932222187882,-0.03617262874017768
233,233,233,233,2020-01-08,156.74559020996094,161.06988525390625,161.19577026367188,-0.026847321813935676,-0.02760730040516368
234,234,234,234,2020-01-09,155.99935913085938,160.8900909423828,162.82298278808594,-0.030397967847969443,-0.04190823396293819
235,235,235,235,2020-01-10,154.12037658691406,161.21376037597656,163.10169982910156,-0.04399986559782232,-0.05506578565151776
236,236,236,236,2020-01-13,155.07337951660156,158.95721435546875,162.86793518066406,-0.02443320899032586,-0.04785813521499027
237,237,237,237,2020-01-14,154.99246215820312,156.54779052734375,163.10169982910156,-0.009935166532222373,-0.049718903477985354
238,238,238,238,2020-01-15,155.18124389648438,156.6646270751953,162.4543914794922,-0.009468526535980293,-0.04477039688967688
239,239,239,239,2020-01-16,157.56370544433594,156.74559020996094,161.06988525390625,0.005219382779950266,-0.021768065483148913
240,240,240,240,2020-01-17,156.25111389160156,155.99935913085938,160.8900909423828,0.0016138191986481143,-0.028833205473434265
241,241,241,241,2020-01-21,153.79673767089844,154.12037658691406,161.21376037597656,-0.002099909974156544,-0.046007379815348415
242,242,242,242,2020-01-22,152.9336700439453,155.07337951660156,158.95721435546875,-0.013798045024402072,-0.03789412349698873
243,243,243,243,2020-01-23,154.32716369628906,154.99246215820312,156.54779052734375,-0.004292456888871032,-0.014184977147070121
