,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,PODD,PODD_6m,PODD_12m,PODD_6m_ret,PODD_12m_ret
42,42,42,42,2019-04-05,95.8499984741211,94.04000091552734,99.47000122070312,0.019247102732587118,-0.03639290944161144
43,43,43,43,2019-04-08,94.62000274658205,95.08999633789062,101.87000274658205,-0.00494261867082757,-0.07116913521672852
44,44,44,44,2019-04-09,93.9000015258789,95.43000030517578,97.83999633789062,-0.016032681278466798,-0.04026977677314025
45,45,45,45,2019-04-10,93.76000213623048,95.8000030517578,97.18000030517578,-0.02129437213509444,-0.035192407472786846
46,46,46,46,2019-04-11,93.48999786376952,96.2300033569336,96.76000213623048,-0.028473505118782216,-0.033795000002760034
47,47,47,47,2019-04-12,93.3499984741211,95.75,93.38999938964844,-0.02506529008750813,-0.0004283211884438254
48,48,48,48,2019-04-15,91.43000030517578,95.8499984741211,94.04000091552734,-0.04611370098392531,-0.027754153391555514
49,49,49,49,2019-04-16,89.48999786376953,94.62000274658205,95.08999633789062,-0.05421691750054214,-0.05889156262265682
50,50,50,50,2019-04-17,82.72000122070312,93.9000015258789,95.43000030517578,-0.11906283411608432,-0.13318661892305694
51,51,51,51,2019-04-18,82.12999725341797,93.76000213623048,95.8000030517578,-0.12404015164072268,-0.1426931666270861
52,52,52,52,2019-04-22,82.43000030517578,93.48999786376952,96.2300033569336,-0.11830139920112093,-0.14340644882419085
53,53,53,53,2019-04-23,83.20999908447266,93.3499984741211,95.75,-0.10862345533363338,-0.1309660670028966
54,54,54,54,2019-04-24,83.31999969482422,91.43000030517578,95.8499984741211,-0.08870174541487408,-0.13072508063398558
55,55,55,55,2019-04-25,83.19999694824219,89.48999786376953,94.62000274658205,-0.07028719483380252,-0.12069335729069597
56,56,56,56,2019-04-26,85.12999725341797,82.72000122070312,93.9000015258789,0.029134381010038846,-0.0933972750793185
57,57,57,57,2019-04-29,86.12000274658203,82.12999725341797,93.76000213623048,0.04858158561545567,-0.08148463327195488
58,58,58,58,2019-04-30,86.25,82.43000030517578,93.48999786376952,0.04634234721195751,-0.07744141650660208
59,59,59,59,2019-05-01,84.83000183105469,83.20999908447266,93.3499984741211,0.019468847066534067,-0.09126938170682841
60,60,60,60,2019-05-02,86.08000183105469,83.31999969482422,91.43000030517578,0.0331253258082036,-0.05851469382329466
61,61,61,61,2019-05-03,96.66999816894533,83.19999694824219,89.48999786376953,0.16189905907187319,0.08023243352967668
62,62,62,62,2019-05-06,101.87999725341795,85.12999725341797,82.72000122070312,0.19675790603091414,0.231624706841995
63,63,63,63,2019-05-07,102.55999755859376,86.12000274658203,82.12999725341797,0.19089635726543452,0.24875199060505948
64,64,64,64,2019-05-08,102.80999755859376,86.25,82.43000030517578,0.19199997169384075,0.24724004825872026
65,65,65,65,2019-05-09,104.87999725341795,84.83000183105469,83.20999908447266,0.23635500400311593,0.26042541049599666
66,66,66,66,2019-05-10,103.18000030517578,86.08000183105469,83.31999969482422,0.19865239440494542,0.23835814550039247
67,67,67,67,2019-05-13,101.4000015258789,96.66999816894533,83.19999694824219,0.04892938291637483,0.21875006304337652
68,68,68,68,2019-05-14,103.3499984741211,101.87999725341795,85.12999725341797,0.014428752064516104,0.21402562913828338
69,69,69,69,2019-05-15,104.08999633789062,102.55999755859376,86.12000274658203,0.01491808517665727,0.20866225055969112
70,70,70,70,2019-05-16,106.1999969482422,102.80999755859376,86.25,0.03297344100914312,0.23130431244338778
71,71,71,71,2019-05-17,103.9000015258789,104.87999725341795,84.83000183105469,-0.009343971712462151,0.22480253781914983
72,72,72,72,2019-05-20,104.08000183105467,103.18000030517578,86.08000183105469,0.00872263542563445,0.20910780224340342
73,73,73,73,2019-05-21,104.73999786376952,101.4000015258789,96.66999816894533,0.03293881940463472,0.08347987842847227
74,74,74,74,2019-05-22,106.9499969482422,103.3499984741211,101.87999725341795,0.034833077186958494,0.04976442708584927
75,75,75,75,2019-05-23,105.56999969482422,104.08999633789062,102.55999755859376,0.014218497540621433,0.02934869547467378
76,76,76,76,2019-05-24,108.56999969482422,106.1999969482422,102.80999755859376,0.022316410684428467,0.056025700544810375
77,77,77,77,2019-05-28,109.4499969482422,103.9000015258789,104.87999725341795,0.05341670202941162,0.043573606164213796
78,78,78,78,2019-05-29,107.1500015258789,104.08000183105467,103.18000030517578,0.029496537671161116,0.03847646064121957
79,79,79,79,2019-05-30,110.04000091552734,104.73999786376952,101.4000015258789,0.050601519570883546,0.08520709329026355
80,80,80,80,2019-05-31,109.79000091552734,106.9499969482422,103.3499984741211,0.02655450255561531,0.06231255477975495
81,81,81,81,2019-06-03,109.31999969482422,105.56999969482422,104.08999633789062,0.035521455061478635,0.0502450143235309
82,82,82,82,2019-06-04,111.79000091552734,108.56999969482422,106.1999969482422,0.02965829630426553,0.05263657370922048
83,83,83,83,2019-06-05,111.9800033569336,109.4499969482422,103.9000015258789,0.023115637087571583,0.07776710021551025
84,84,84,84,2019-06-06,112.6999969482422,107.1500015258789,104.08000183105467,0.05179650343749986,0.08282085862353972
85,85,85,85,2019-06-07,111.41000366210938,110.04000091552734,104.73999786376952,0.012450043031476454,0.06368155369847561
86,86,86,86,2019-06-10,112.4000015258789,109.79000091552734,106.9499969482422,0.023772662251453136,0.050958436027578324
87,87,87,87,2019-06-11,109.7699966430664,109.31999969482422,105.56999969482422,0.004116327748796111,0.039784000761421856
88,88,88,88,2019-06-12,115.8499984741211,111.79000091552734,108.56999969482422,0.03631807429415468,0.0670535028070367
89,89,89,89,2019-06-13,116.88999938964844,111.9800033569336,109.4499969482422,0.04384707881338734,0.06797626906215948
90,90,90,90,2019-06-14,115.08999633789062,112.6999969482422,107.1500015258789,0.021206738725521257,0.07410167707831583
91,91,91,91,2019-06-17,116.43000030517578,111.41000366210938,110.04000091552734,0.04505876023746791,0.05806978677284591
92,92,92,92,2019-06-18,118.5999984741211,112.4000015258789,109.79000091552734,0.05516011444906166,0.08024407947106393
93,93,93,93,2019-06-19,120.7300033569336,109.7699966430664,109.31999969482422,0.09984519494434618,0.10437251823967553
94,94,94,94,2019-06-20,119.5500030517578,115.8499984741211,111.79000091552734,0.03193789060310803,0.06941588758098494
95,95,95,95,2019-06-21,119.7699966430664,116.88999938964844,111.9800033569336,0.02463852569472258,0.06956593188609217
96,96,96,96,2019-06-24,117.72000122070312,115.08999633789062,112.6999969482422,0.022851724446068422,0.04454307372134503
97,97,97,97,2019-06-25,116.05999755859376,116.43000030517578,111.41000366210938,-0.0031778986997526015,0.04173766936214407
98,98,98,98,2019-06-26,115.29000091552734,118.5999984741211,112.4000015258789,-0.027908917379252718,0.025711737993019845
99,99,99,99,2019-06-27,116.61000061035156,120.7300033569336,109.7699966430664,-0.034125756912317784,0.06231214518049466
100,100,100,100,2019-06-28,119.37999725341795,119.5500030517578,115.8499984741211,-0.0014220476286080919,0.03047042577290493
101,101,101,101,2019-07-01,118.5,119.7699966430664,116.88999938964844,-0.01060362927830083,0.013773638623991058
102,102,102,102,2019-07-02,119.0999984741211,117.72000122070312,115.08999633789062,0.011722708453177244,0.03484231700257934
103,103,103,103,2019-07-03,119.58999633789062,116.05999755859376,116.43000030517578,0.030415292551722706,0.02714073713331744
104,104,104,104,2019-07-05,119.8499984741211,115.29000091552734,118.5999984741211,0.03955241150474831,0.010539629140659423
105,105,105,105,2019-07-08,117.3499984741211,116.61000061035156,120.7300033569336,0.0063459211036471785,-0.027996395169638588
106,106,106,106,2019-07-09,118.94000244140624,119.37999725341795,119.5500030517578,-0.003685666126107434,-0.005102472561941074
107,107,107,107,2019-07-10,121.91999816894533,118.5,119.7699966430664,0.028860744041732778,0.017951086132917515
108,108,108,108,2019-07-11,123.8000030517578,119.0999984741211,117.72000122070312,0.03946267538078896,0.05164799327223757
109,109,109,109,2019-07-12,120.25,119.58999633789062,116.05999755859376,0.005518886882850849,0.036102037993675395
110,110,110,110,2019-07-15,120.6999969482422,119.8499984741211,115.29000091552734,0.007092185940283047,0.046925110501809586
111,111,111,111,2019-07-16,119.68000030517578,117.3499984741211,116.61000061035156,0.019855150075426042,0.026327070394952745
112,112,112,112,2019-07-17,121.25,118.94000244140624,119.37999725341795,0.01942153616258535,0.015664288738526544
113,113,113,113,2019-07-18,122.31999969482422,121.91999816894533,118.5,0.0032808524596974475,0.03223628434450809
114,114,114,114,2019-07-19,121.16999816894533,123.8000030517578,119.0999984741211,-0.021243980759135583,0.01738035030515994
115,115,115,115,2019-07-22,120.87000274658205,120.25,119.58999633789062,0.0051559479965241906,0.01070328997314185
116,116,116,116,2019-07-23,121.75,120.6999969482422,119.8499984741211,0.00869927985340424,0.015853162703954204
117,117,117,117,2019-07-24,123.56999969482422,119.68000030517578,117.3499984741211,0.03250333706324526,0.05300384577401429
118,118,118,118,2019-07-25,123.33999633789062,121.25,118.94000244140624,0.017237083199098002,0.03699338999637214
119,119,119,119,2019-07-26,123.98999786376952,122.31999969482422,121.91999816894533,0.013652699256963441,0.01697834420859956
120,120,120,120,2019-07-29,125.11000061035156,121.16999816894533,123.8000030517578,0.03251632005401839,0.010581563217297196
121,121,121,121,2019-07-30,125.83000183105467,120.87000274658205,120.25,0.04103581510519061,0.04640334163039239
122,122,122,122,2019-07-31,122.94000244140624,121.75,120.6999969482422,0.009774147362679564,0.018558455259320095
123,123,123,123,2019-08-01,122.55999755859376,123.56999969482422,119.68000030517578,-0.008173522203810069,0.024064148112250994
124,124,124,124,2019-08-02,120.88999938964844,123.33999633789062,121.25,-0.019863766993558296,-0.0029690771987758158
125,125,125,125,2019-08-05,117.93000030517578,123.98999786376952,122.31999969482422,-0.048874890418596384,-0.035889465341735094
126,126,126,126,2019-08-06,143.1300048828125,125.11000061035156,121.16999816894533,0.1440332841863161,0.181233036607368
127,127,127,127,2019-08-07,142.33999633789062,125.83000183105467,120.87000274658205,0.13120872817758555,0.17762880039245887
128,128,128,128,2019-08-08,145.8000030517578,122.94000244140624,121.75,0.18594436437600326,0.1975359593573538
129,129,129,129,2019-08-09,152.30999755859375,122.55999755859376,123.56999969482422,0.24273825548810923,0.23258070676335296
130,130,130,130,2019-08-12,151.0500030517578,120.88999938964844,123.33999633789062,0.24948303262785787,0.22466359280533355
131,131,131,131,2019-08-13,152.77000427246094,117.93000030517578,123.98999786376952,0.29542952494808117,0.23211554887122943
132,132,132,132,2019-08-14,146.38999938964844,143.1300048828125,125.11000061035156,0.022776457735085298,0.17009030993111662
133,133,133,133,2019-08-15,151.41000366210938,142.33999633789062,125.83000183105467,0.06372072191633404,0.20329016497511954
134,134,134,134,2019-08-16,150.24000549316406,145.8000030517578,122.94000244140624,0.030452691004609234,0.22205956165300322
135,135,135,135,2019-08-19,152.5399932861328,152.30999755859375,122.55999755859376,0.0015100501032481173,0.2446148525191194
136,136,136,136,2019-08-20,152.42999267578125,151.0500030517578,120.88999938964844,0.009135978789424959,0.2608982831116924
137,137,137,137,2019-08-21,153.97999572753906,152.77000427246094,117.93000030517578,0.007920347065776934,0.30568977638492467
138,138,138,138,2019-08-22,155.19000244140625,146.38999938964844,143.1300048828125,0.0601134168211499,0.0842590452537737
139,139,139,139,2019-08-23,154.08999633789062,151.41000366210938,142.33999633789062,0.017700235195568625,0.08254882887665338
140,140,140,140,2019-08-26,154.36000061035156,150.24000549316406,145.8000030517578,0.027422756699612583,0.05871054444048962
141,141,141,141,2019-08-27,151.4499969482422,152.5399932861328,152.30999755859375,-0.007145643017343106,-0.005646383193071203
142,142,142,142,2019-08-28,150.33999633789062,152.42999267578125,151.0500030517578,-0.013711188337691804,-0.004700474674097843
143,143,143,143,2019-08-29,152.50999450683594,153.97999572753906,152.77000427246094,-0.009546702568457244,-0.0017019687003561046
144,144,144,144,2019-08-30,154.1699981689453,155.19000244140625,146.38999938964844,-0.006572615867095233,0.0531456985568306
145,145,145,145,2019-09-03,167.9499969482422,154.08999633789062,151.41000366210938,0.0899474394168922,0.10923976544537917
146,146,146,146,2019-09-04,157.1199951171875,154.36000061035156,150.24000549316406,0.0178802442078434,0.045793326494097286
147,147,147,147,2019-09-05,158.8300018310547,151.4499969482422,152.5399932861328,0.048728986672311514,0.041235143711610966
148,148,148,148,2019-09-06,157.00999450683594,150.33999633789062,152.42999267578125,0.04436609240001865,0.030046592213622603
149,149,149,149,2019-09-09,147.3800048828125,152.50999450683594,153.97999572753906,-0.03363707172511565,-0.04286265117453936
150,150,150,150,2019-09-10,146.3699951171875,154.1699981689453,155.19000244140625,-0.05059352107671611,-0.05683360516441027
151,151,151,151,2019-09-11,145.1699981689453,167.9499969482422,154.08999633789062,-0.1356356010314015,-0.05788823662105502
152,152,152,152,2019-09-12,144.52000427246094,157.1199951171875,154.36000061035156,-0.08019342691125275,-0.06374706076044645
153,153,153,153,2019-09-13,143.24000549316406,158.8300018310547,151.4499969482422,-0.0981552361528869,-0.05420925467488702
154,154,154,154,2019-09-16,143.10000610351562,157.00999450683594,150.33999633789062,-0.08859301248313012,-0.04815744586093407
155,155,155,155,2019-09-17,145.07000732421875,147.3800048828125,152.50999450683594,-0.01567375140495153,-0.048783604029857264
156,156,156,156,2019-09-18,148.0399932861328,146.3699951171875,154.1699981689453,0.0114094296963545,-0.039761334602177345
157,157,157,157,2019-09-19,152.58999633789062,145.1699981689453,167.9499969482422,0.05111247683774223,-0.09145579570974993
158,158,158,158,2019-09-20,155.8000030517578,144.52000427246094,157.1199951171875,0.07805147000986046,-0.008401171756943993
159,159,159,159,2019-09-23,158.5,143.24000549316406,158.8300018310547,0.10653444513840227,-0.002077704635461197
160,160,160,160,2019-09-24,164.52000427246094,143.10000610351562,157.00999450683594,0.14968551541116293,0.047831412192667955
161,161,161,161,2019-09-25,165.55999755859375,145.07000732421875,147.3800048828125,0.14124208451014741,0.12335453978466648
162,162,162,162,2019-09-26,165.10000610351562,148.0399932861328,146.3699951171875,0.11523921636776291,0.12796345980152846
163,163,163,163,2019-09-27,163.86000061035156,152.58999633789062,145.1699981689453,0.07385808075848543,0.12874562703827608
164,164,164,164,2019-09-30,164.92999267578125,155.8000030517578,144.52000427246094,0.058600702472325406,0.1412260434537611
165,165,165,165,2019-10-01,162.8300018310547,158.5,143.24000549316406,0.027318623539777098,0.13676344307893462
166,166,166,166,2019-10-02,157.30999755859375,164.52000427246094,143.10000610351562,-0.04382449870306793,0.09930112403209068
167,167,167,167,2019-10-03,158.69000244140625,165.55999755859375,145.07000732421875,-0.04149550144053438,0.09388567194835806
168,168,168,168,2019-10-04,155.60000610351562,165.10000610351562,148.0399932861328,-0.05754088218533204,0.05106736801028333
169,169,169,169,2019-10-07,158.07000732421875,163.86000061035156,152.58999633789062,-0.03533500100430875,0.03591330439639928
170,170,170,170,2019-10-08,153.07000732421875,164.92999267578125,155.8000030517578,-0.0719092092296203,-0.017522436932380203
171,171,171,171,2019-10-09,154.74000549316406,162.8300018310547,158.5,-0.04968369616727297,-0.023722362819154186
172,172,172,172,2019-10-10,154.89999389648438,157.30999755859375,164.52000427246094,-0.015320092171584365,-0.05847319551514785
173,173,173,173,2019-10-11,153.38999938964844,158.69000244140625,165.55999755859375,-0.033398468524913905,-0.07350808376666107
174,174,174,174,2019-10-14,152.25,155.60000610351562,165.10000610351562,-0.021529601363170725,-0.07783165129296743
175,175,175,175,2019-10-15,155.4199981689453,158.07000732421875,163.86000061035156,-0.01676478163145767,-0.05150739905998192
176,176,176,176,2019-10-16,155.61000061035156,153.07000732421875,164.92999267578125,0.016593670638251456,-0.056508776325182364
177,177,177,177,2019-10-17,156.47999572753906,154.74000549316406,162.8300018310547,0.011244604967083793,-0.03899776473689487
178,178,178,178,2019-10-18,153.74000549316406,154.89999389648438,157.30999755859375,-0.007488627818123095,-0.022693993521295197
179,179,179,179,2019-10-21,153.8800048828125,153.38999938964844,158.69000244140625,0.0031945074327781597,-0.03031065274808198
180,180,180,180,2019-10-22,150.8699951171875,152.25,155.60000610351562,-0.009064071479885083,-0.03039852699736656
181,181,181,181,2019-10-23,146.49000549316406,155.4199981689453,158.07000732421875,-0.05745716626552866,-0.07325869105138239
182,182,182,182,2019-10-24,149.35000610351562,155.61000061035156,153.07000732421875,-0.04022874161225021,-0.02430261346250384
183,183,183,183,2019-10-25,145.8699951171875,156.47999572753906,154.74000549316406,-0.06780419798084325,-0.05732202443516399
184,184,184,184,2019-10-28,147.16000366210938,153.74000549316406,154.89999389648438,-0.04279954205769343,-0.049967660034560324
185,185,185,185,2019-10-29,146.9199981689453,153.8800048828125,153.38999938964844,-0.045230091584462784,-0.0421800720154365
186,186,186,186,2019-10-30,146.99000549316406,150.8699951171875,152.25,-0.02571743719491526,-0.03454840398578618
187,187,187,187,2019-10-31,145.32000732421875,146.49000549316406,155.4199981689453,-0.007986880504280647,-0.06498514324873195
188,188,188,188,2019-11-01,146.47999572753906,149.35000610351562,155.61000061035156,-0.019216673978488696,-0.05867235297861151
189,189,189,189,2019-11-04,145.63999938964844,145.8699951171875,156.47999572753906,-0.001576717181311249,-0.06927400711823306
190,190,190,190,2019-11-05,144.80999755859375,147.16000366210938,153.74000549316406,-0.015969054396814397,-0.05808512823922973
191,191,191,191,2019-11-06,159.99000549316406,146.9199981689453,153.8800048828125,0.08896002917988999,0.03970626732826421
192,192,192,192,2019-11-07,164.8699951171875,146.99000549316406,150.8699951171875,0.12164085281876513,0.09279512463114736
193,193,193,193,2019-11-08,169.4600067138672,145.32000732421875,146.49000549316406,0.1661161448732278,0.15680251457001293
194,194,194,194,2019-11-11,173.99000549316406,146.47999572753906,149.35000610351562,0.18780728132184787,0.16498157604741093
195,195,195,195,2019-11-12,177.3000030517578,145.63999938964844,145.8699951171875,0.21738535975549889,0.21546588734249572
196,196,196,196,2019-11-13,177.61000061035156,144.80999755859375,147.16000366210938,0.2265037193891679,0.20691761477634718
197,197,197,197,2019-11-14,176.8800048828125,159.99000549316406,146.9199981689453,0.10556909062903985,0.2039205491917837
198,198,198,198,2019-11-15,180.33999633789065,164.8699951171875,146.99000549316406,0.09383151379186527,0.22688611196954867
199,199,199,199,2019-11-18,182.4900054931641,169.4600067138672,145.32000732421875,0.07689129153227303,0.2557803213291654
200,200,200,200,2019-11-19,180.88999938964844,173.99000549316406,146.47999572753906,0.039657415245931915,0.23491264790936972
201,201,201,201,2019-11-20,180.22999572753903,177.3000030517578,145.63999938964844,0.016525621124360068,0.23750340897316113
202,202,202,202,2019-11-21,175.77999877929688,177.61000061035156,144.80999755859375,-0.010303484177500932,0.21386645772279556
203,203,203,203,2019-11-22,176.75999450683594,176.8800048828125,159.99000549316406,-0.0006784846939373868,0.10481897892295788
204,204,204,204,2019-11-25,181.1600036621093,180.33999633789065,164.8699951171875,0.004547007546136683,0.09880517393927901
205,205,205,205,2019-11-26,184.32000732421875,182.4900054931641,169.4600067138672,0.010027956468680266,0.08769031052525933
206,206,206,206,2019-11-27,186.0,180.88999938964844,173.99000549316406,0.028249215697902175,0.06902692182113768
207,207,207,207,2019-11-29,185.6999969482422,180.22999572753903,177.3000030517578,0.030350115687581614,0.047377291324875115
208,208,208,208,2019-12-02,181.8999938964844,175.77999877929688,177.61000061035156,0.034816220046010926,0.02415400749614549
209,209,209,209,2019-12-03,184.0399932861328,176.75999450683594,176.8800048828125,0.04118578301390108,0.0404793543965809
210,210,210,210,2019-12-04,182.88999938964844,181.1600036621093,180.33999633789065,0.00954954566442745,0.014139975066762345
211,211,211,211,2019-12-05,184.22999572753903,184.32000732421875,182.4900054931641,-0.0004883441466090321,0.009534715228227242
212,212,212,212,2019-12-06,183.9600067138672,186.0,180.88999938964844,-0.010967705839423747,0.016971680770509368
213,213,213,213,2019-12-09,180.6600036621093,185.6999969482422,180.22999572753903,-0.027140513564669733,0.002385884396403748
214,214,214,214,2019-12-10,178.1999969482422,181.8999938964844,175.77999877929688,-0.02034083052442437,0.013767198690129545
215,215,215,215,2019-12-11,180.19000244140625,184.0399932861328,176.75999450683594,-0.020919316372397745,0.019404888216590477
216,216,216,216,2019-12-12,173.27999877929688,182.88999938964844,181.1600036621093,-0.05254524928876725,-0.043497486881871605
217,217,217,217,2019-12-13,175.64999389648438,184.22999572753903,184.32000732421875,-0.046572230527236025,-0.04703783139767259
218,218,218,218,2019-12-16,174.69000244140625,183.9600067138672,186.0,-0.05039141081832843,-0.06080643848706313
219,219,219,219,2019-12-17,175.35000610351562,180.6600036621093,185.6999969482422,-0.02939221438589701,-0.05573500815733068
220,220,220,220,2019-12-18,172.5,178.1999969482422,181.8999938964844,-0.031986515408851224,-0.05167671364427728
221,221,221,221,2019-12-19,170.52999877929688,180.19000244140625,184.0399932861328,-0.053610097847968,-0.07340792762272885
222,222,222,222,2019-12-20,172.8800048828125,173.27999877929688,182.88999938964844,-0.002308367378244469,-0.05473232292767183
223,223,223,223,2019-12-23,170.89999389648438,175.64999389648438,184.22999572753903,-0.02704241483093539,-0.07235521978065196
224,224,224,224,2019-12-24,171.61000061035156,174.69000244140625,183.9600067138672,-0.017631242704274186,-0.06713419032825385
225,225,225,225,2019-12-26,171.75999450683594,175.35000610351562,180.6600036621093,-0.02047340445805501,-0.049263860150911776
226,226,226,226,2019-12-27,172.50999450683594,172.5,178.1999969482422,5.793917006347016e-05,-0.031930429510943825
227,227,227,227,2019-12-30,169.35000610351562,170.52999877929688,180.19000244140625,-0.006919560688605997,-0.06015870021099279
228,228,228,228,2019-12-31,171.1999969482422,172.8800048828125,173.27999877929688,-0.009717768898196866,-0.012003704095727374
229,229,229,229,2020-01-02,169.77000427246094,170.89999389648438,175.64999389648438,-0.006611993355060464,-0.03347560391882898
230,230,230,230,2020-01-03,171.47999572753906,171.61000061035156,174.69000244140625,-0.0007575600626427148,-0.01837544604158947
231,231,231,231,2020-01-06,177.80999755859375,171.75999450683594,175.35000610351562,0.03522358666305747,0.014029035468786422
232,232,232,232,2020-01-07,175.67999267578125,172.50999450683594,172.5,0.018375736304482304,0.018434740149456452
233,233,233,233,2020-01-08,176.9499969482422,169.35000610351562,170.52999877929688,0.04487741701102177,0.03764732431186024
234,234,234,234,2020-01-09,180.67999267578125,171.1999969482422,172.8800048828125,0.05537380780681378,0.045117929041337046
235,235,235,235,2020-01-10,182.52999877929688,169.77000427246094,170.89999389648438,0.07516047703195938,0.0680515231022003
236,236,236,236,2020-01-13,184.4499969482422,171.47999572753906,171.61000061035156,0.07563565164365227,0.07482079303201239
237,237,237,237,2020-01-14,185.259994506836,177.80999755859375,171.75999450683594,0.04189863928088311,0.07859804629571499
238,238,238,238,2020-01-15,187.0599975585937,175.67999267578125,172.50999450683594,0.0647768975253451,0.08434295701737549
239,239,239,239,2020-01-16,191.4600067138672,176.9499969482422,169.35000610351562,0.08200062173422462,0.13055801484197627
240,240,240,240,2020-01-17,188.759994506836,180.67999267578125,171.1999969482422,0.044719958814442684,0.10257008102577592
241,241,241,241,2020-01-21,190.9499969482422,182.52999877929688,169.77000427246094,0.04612939366271629,0.12475697792756035
242,242,242,242,2020-01-22,191.22000122070312,184.4499969482422,171.47999572753906,0.03670373751407885,0.11511550026236606
243,243,243,243,2020-01-23,192.0,185.259994506836,177.80999755859375,0.03638133268386401,0.0798043002994262
244,244,244,244,2020-01-24,192.5599975585937,187.0599975585937,175.67999267578125,0.02940233118669422,0.09608382050632613
245,245,245,245,2020-01-27,193.009994506836,191.4600067138672,176.9499969482422,0.008095621741438741,0.09076008949178638
