,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,HII,HII_6m,HII_12m,HII_6m_ret,HII_12m_ret
95,95,95,95,2019-06-21,201.68429565429688,194.4638061523437,195.2690887451172,0.03713024878417026,0.03285316150347484
96,96,96,96,2019-06-24,201.45802307128903,194.34616088867188,194.2375946044922,0.03659378785820766,0.037173176909954586
97,97,97,97,2019-06-25,202.2090606689453,195.4409942626953,197.43161010742188,0.03462971743355414,0.02419800233065028
98,98,98,98,2019-06-26,202.0461883544922,198.3002319335937,194.29188537597656,0.018890327985864097,0.03991058588736318
99,99,99,99,2019-06-27,202.6252593994141,200.67086791992188,189.35159301757807,0.009739288516318778,0.07010063221704077
100,100,100,100,2019-06-28,203.34915161132807,203.36720275878903,190.86265563964844,-8.876134999202812e-05,0.0654213676836517
101,101,101,101,2019-07-01,203.0777130126953,201.68429565429688,194.4638061523437,0.006908903610357786,0.04429568170440645
102,102,102,102,2019-07-02,207.466049194336,201.45802307128903,194.34616088867188,0.02982271954947624,0.06750783368023217
103,103,103,103,2019-07-03,210.57861328125,202.2090606689453,195.4409942626953,0.041390591423631884,0.0774536533425938
104,104,104,104,2019-07-05,208.5880279541016,202.0461883544922,198.3002319335937,0.03237794116725268,0.05187989908127322
105,105,105,105,2019-07-08,207.0498504638672,202.6252593994141,200.67086791992188,0.02183632523194623,0.031788284019835134
106,106,106,106,2019-07-09,209.23048400878903,203.34915161132807,203.36720275878903,0.028922335553689837,0.028831007018149002
107,107,107,107,2019-07-10,208.46131896972656,203.0777130126953,201.68429565429688,0.0265100777291829,0.03360213691127467
108,108,108,108,2019-07-11,210.56056213378903,207.466049194336,201.45802307128903,0.014915755862080271,0.04518330381549962
109,109,109,109,2019-07-12,212.333984375,210.57861328125,202.2090606689453,0.008335941938251379,0.050071562928780455
110,110,110,110,2019-07-15,212.4968414306641,208.5880279541016,202.0461883544922,0.018739395136438963,0.05172407933692935
111,111,111,111,2019-07-16,213.6731109619141,207.0498504638672,202.6252593994141,0.0319887238904466,0.05452356530101965
112,112,112,112,2019-07-17,209.3299865722656,209.23048400878903,203.34915161132807,0.00047556437078433156,0.0294116543567835
113,113,113,113,2019-07-18,207.9908447265625,208.46131896972656,203.0777130126953,-0.0022568898896412337,0.024193357513141
114,114,114,114,2019-07-19,208.12657165527344,210.56056213378903,207.466049194336,-0.011559574375419102,0.00318376169740775
115,115,115,115,2019-07-22,207.0589141845703,212.333984375,210.57861328125,-0.024843268523202844,-0.016714418628917205
116,116,116,116,2019-07-23,208.37991333007807,212.4968414306641,208.5880279541016,-0.019374067270215622,-0.0009977304357531303
117,117,117,117,2019-07-24,211.42916870117188,213.6731109619141,207.0498504638672,-0.010501753124857127,0.021151033084512827
118,118,118,118,2019-07-25,211.1576995849609,209.3299865722656,209.23048400878903,0.008731252710725945,0.00921096935421195
119,119,119,119,2019-07-26,211.7006072998047,207.9908447265625,208.46131896972656,0.017836182059452144,0.01553903787085087
120,120,120,120,2019-07-29,211.59201049804688,208.12657165527344,210.56056213378903,0.016650631465324528,0.004898582877084445
121,121,121,121,2019-07-30,210.9496307373047,207.0589141845703,212.333984375,0.018790384215316758,-0.006519698868601376
122,122,122,122,2019-07-31,206.57028198242188,208.37991333007807,212.4968414306641,-0.008684288800858142,-0.02789010607565201
123,123,123,123,2019-08-01,194.5452575683593,211.42916870117188,213.6731109619141,-0.07985611085041833,-0.08951923481361312
124,124,124,124,2019-08-02,186.564697265625,211.1576995849609,209.3299865722656,-0.11646746657912288,-0.10875312075167731
125,125,125,125,2019-08-05,182.556381225586,211.7006072998047,207.9908447265625,-0.13766718218689578,-0.12228645705254093
126,126,126,126,2019-08-06,186.4832763671875,211.59201049804688,208.12657165527344,-0.11866579495018859,-0.1039910239041193
127,127,127,127,2019-08-07,187.6324005126953,210.9496307373047,207.0589141845703,-0.11053458658880655,-0.09382118972457465
128,128,128,128,2019-08-08,191.9303131103516,206.57028198242188,208.37991333007807,-0.07087161198393521,-0.07894043123854255
129,129,129,129,2019-08-09,189.4330444335937,194.5452575683593,211.42916870117188,-0.02627775767275775,-0.10403542899356
130,130,130,130,2019-08-12,184.50173950195312,186.564697265625,211.1576995849609,-0.011057599824122688,-0.12623721576528424
131,131,131,131,2019-08-13,184.3479766845703,182.556381225586,211.7006072998047,0.009813929521151232,-0.12920430868910227
132,132,132,132,2019-08-14,181.69677734375,186.4832763671875,211.59201049804688,-0.02566717572042676,-0.14128715485962462
133,133,133,133,2019-08-15,184.5379333496093,187.6324005126953,210.9496307373047,-0.016492179147261088,-0.12520380953207666
134,134,134,134,2019-08-16,187.13478088378903,191.9303131103516,206.57028198242188,-0.02498579900614939,-0.09408662713781213
135,135,135,135,2019-08-19,188.4196319580078,189.4330444335937,194.5452575683593,-0.0053497132911314305,-0.03148689249440617
136,136,136,136,2019-08-20,187.75909423828125,184.50173950195312,186.564697265625,0.01765487276770994,0.006402052425576121
137,137,137,137,2019-08-21,189.49630737304688,184.3479766845703,182.556381225586,0.027927242712761924,0.038015248225616194
138,138,138,138,2019-08-22,188.69107055664065,181.69677734375,186.4832763671875,0.03849431627319522,0.011839100172746697
139,139,139,139,2019-08-23,184.8274688720703,184.5379333496093,187.6324005126953,0.0015689756420567136,-0.014949079332570947
140,140,140,140,2019-08-26,185.1441192626953,187.13478088378903,191.9303131103516,-0.010637582237210785,-0.03535759275166983
141,141,141,141,2019-08-27,183.3254547119141,188.4196319580078,189.4330444335937,-0.027036340073252174,-0.03224141669655023
142,142,142,142,2019-08-28,184.41123962402344,187.75909423828125,184.50173950195312,-0.017830585665316034,-0.0004905096189010694
143,143,143,143,2019-08-29,188.33660888671875,189.49630737304688,184.3479766845703,-0.006119900183833793,0.021636430591116307
144,144,144,144,2019-08-30,189.9085998535156,188.69107055664065,181.69677734375,0.006452500869719158,0.04519520175214642
145,145,145,145,2019-09-03,189.03628540039065,184.8274688720703,184.5379333496093,0.022771596419109752,0.024376300141278673
146,146,146,146,2019-09-04,189.50880432128903,185.1441192626953,187.13478088378903,0.023574527108802146,0.012686168900768235
147,147,147,147,2019-09-05,194.66995239257807,183.3254547119141,188.4196319580078,0.06188173758243898,0.033172341807584216
148,148,148,148,2019-09-06,195.3605194091797,184.41123962402344,187.75909423828125,0.05937425401770291,0.04048499062981015
149,149,149,149,2019-09-09,195.7694091796875,188.33660888671875,189.49630737304688,0.03946550984912056,0.033104084684306034
150,150,150,150,2019-09-10,197.97743225097656,189.9085998535156,188.69107055664065,0.04248797792035108,0.049214632504553935
151,151,151,151,2019-09-11,200.2490997314453,189.03628540039065,184.8274688720703,0.05931567215947564,0.08343798112632927
152,152,152,152,2019-09-12,196.98699951171875,189.50880432128903,185.1441192626953,0.039460938066768314,0.06396573812976447
153,153,153,153,2019-09-13,198.36817932128903,194.66995239257807,183.3254547119141,0.018997420419834432,0.08205475138743701
154,154,154,154,2019-09-16,202.32083129882807,195.3605194091797,184.41123962402344,0.035628037387994915,0.09711767954772488
155,155,155,155,2019-09-17,200.88514709472656,195.7694091796875,188.33660888671875,0.02613144687147506,0.0666282475944735
156,156,156,156,2019-09-18,199.63121032714844,197.97743225097656,189.9085998535156,0.008353366630573289,0.05119626220788476
157,157,157,157,2019-09-19,198.50450134277344,200.2490997314453,189.03628540039065,-0.008712140983462957,0.050086764677630624
158,158,158,158,2019-09-20,195.1969757080078,196.98699951171875,189.50880432128903,-0.009087014920517333,0.030015341013260644
159,159,159,159,2019-09-23,192.94351196289065,198.36817932128903,194.66995239257807,-0.02734645938153346,-0.008868551147563908
160,160,160,160,2019-09-24,193.21612548828125,202.32083129882807,195.3605194091797,-0.04500132661623535,-0.01097659817543295
161,161,161,161,2019-09-25,194.22476196289065,200.88514709472656,195.7694091796875,-0.033155189560606146,-0.007890135763647721
162,162,162,162,2019-09-26,194.6881103515625,199.63121032714844,197.97743225097656,-0.02476115817504365,-0.016614630576904266
163,163,163,163,2019-09-27,193.8975830078125,198.50450134277344,200.2490997314453,-0.02320813031340685,-0.031718078793616766
164,164,164,164,2019-09-30,192.4437561035156,195.1969757080078,196.98699951171875,-0.014104827159877265,-0.023063671305541544
165,165,165,165,2019-10-01,187.6097106933593,192.94351196289065,198.36817932128903,-0.027644367075464138,-0.054234850895640285
166,166,166,166,2019-10-02,181.87612915039065,193.21612548828125,202.32083129882807,-0.058690734581459014,-0.10105090028144736
167,167,167,167,2019-10-03,184.39306640625,194.22476196289065,200.88514709472656,-0.050620196195782396,-0.08209706355592228
168,168,168,168,2019-10-04,186.25582885742188,194.6881103515625,199.63121032714844,-0.04331174347993738,-0.06700045272383748
169,169,169,169,2019-10-07,186.77374267578125,193.8975830078125,198.50450134277344,-0.03674022244900399,-0.059095680892070845
170,170,170,170,2019-10-08,184.6929473876953,192.4437561035156,195.1969757080078,-0.04027570897988042,-0.05381245422585501
171,171,171,171,2019-10-09,186.846420288086,187.6097106933593,192.94351196289065,-0.004068501584765349,-0.031600397508973144
172,172,172,172,2019-10-10,189.5360412597656,181.87612915039065,193.21612548828125,0.04211609376753933,-0.019046465294838222
173,173,173,173,2019-10-11,192.39833068847656,184.39306640625,194.22476196289065,0.043414128514949635,-0.009403699383928488
174,174,174,174,2019-10-14,193.0616455078125,186.25582885742188,194.6881103515625,0.036540153895535,-0.008354207356643273
175,175,175,175,2019-10-15,193.71588134765625,186.77374267578125,193.8975830078125,0.03716870783023185,-0.0009371012125970468
176,176,176,176,2019-10-16,195.36962890625,184.6929473876953,192.4437561035156,0.05780773802988204,0.015203781416325057
177,177,177,177,2019-10-17,192.40737915039065,186.846420288086,187.6097106933593,0.029762191075058286,0.025572601968737896
178,178,178,178,2019-10-18,190.9081268310547,189.5360412597656,181.87612915039065,0.007239180274998924,0.04966016003780038
179,179,179,179,2019-10-21,191.7349853515625,192.39833068847656,184.39306640625,-0.0034477707500909505,0.039816675802424095
180,180,180,180,2019-10-22,195.50592041015625,193.0616455078125,186.25582885742188,0.01266059292053856,0.04966336682979877
181,181,181,181,2019-10-23,197.3232269287109,193.71588134765625,186.77374267578125,0.018621837073753644,0.05648269452544197
182,182,182,182,2019-10-24,200.5580139160156,195.36962890625,184.6929473876953,0.026556763396706318,0.08589968784794677
183,183,183,183,2019-10-25,200.98507690429688,192.40737915039065,186.846420288086,0.044580918838885486,0.07566993573872827
184,184,184,184,2019-10-28,202.3480834960937,190.9081268310547,189.5360412597656,0.059923885142735944,0.06759686522506159
185,185,185,185,2019-10-29,202.23904418945312,191.7349853515625,192.39833068847656,0.05478425764933048,0.05114760333815083
186,186,186,186,2019-10-30,204.5288543701172,195.50592041015625,193.0616455078125,0.04615171725250833,0.05939661827776477
187,187,187,187,2019-10-31,205.0467834472656,197.3232269287109,193.71588134765625,0.03914164915489171,0.058492375642005934
188,188,188,188,2019-11-01,209.19932556152344,200.5580139160156,195.36962890625,0.04308634432891045,0.07078734157758859
189,189,189,189,2019-11-04,207.8635711669922,200.98507690429688,192.40737915039065,0.034223905419458855,0.08033055740819872
190,190,190,190,2019-11-05,209.11756896972656,202.3480834960937,190.9081268310547,0.03345465574307527,0.09538327383404921
191,191,191,191,2019-11-06,212.6158599853516,202.23904418945312,191.7349853515625,0.0513096560433588,0.10890487510926716
192,192,192,192,2019-11-07,227.57228088378903,204.5288543701172,195.50592041015625,0.11266589540452943,0.1640173372057483
193,193,193,193,2019-11-08,228.2628936767578,205.0467834472656,197.3232269287109,0.11322347924303333,0.15679688209855192
194,194,194,194,2019-11-11,228.8898468017578,209.19932556152344,200.5580139160156,0.0941232539224588,0.14126502517922956
195,195,195,195,2019-11-12,230.7617034912109,207.8635711669922,200.98507690429688,0.1101594290700556,0.1481534203710695
196,196,196,196,2019-11-13,231.25233459472656,209.11756896972656,202.3480834960937,0.10584842648110726,0.14284420489305427
197,197,197,197,2019-11-14,232.0700836181641,212.6158599853516,202.23904418945312,0.0914994000642888,0.1475038588531199
198,198,198,198,2019-11-15,233.396728515625,227.57228088378903,204.5288543701172,0.02559383598572018,0.14114328383841745
199,199,199,199,2019-11-18,234.4871520996093,228.2628936767578,205.0467834472656,0.027267937957825117,0.14357878800822665
200,200,200,200,2019-11-19,233.80567932128903,228.8898468017578,209.19932556152344,0.021476848310308938,0.11762157307973298
201,201,201,201,2019-11-20,231.0342712402344,230.7617034912109,207.8635711669922,0.0011811654399314087,0.11147071102048689
202,202,202,202,2019-11-21,227.82669067382807,231.25233459472656,209.11756896972656,-0.014813445783810053,0.08946700077031777
203,203,203,203,2019-11-22,226.99075317382807,232.0700836181641,212.6158599853516,-0.021887053967254544,0.06760969378985582
204,204,204,204,2019-11-25,226.400131225586,233.396728515625,227.57228088378903,-0.029977272323123416,-0.005150669728540502
205,205,205,205,2019-11-26,226.61817932128903,234.4871520996093,228.2628936767578,-0.03355822571881273,-0.007205351377862823
206,206,206,206,2019-11-27,230.4321136474609,233.80567932128903,228.8898468017578,-0.014428929543632951,0.0067380308355873275
207,207,207,207,2019-11-29,229.62921142578125,231.0342712402344,230.7617034912109,-0.006081607749839568,-0.004907625694801632
208,208,208,208,2019-12-02,228.1419677734375,227.82669067382807,231.25233459472656,0.0013838461976380945,-0.013450099116793957
209,209,209,209,2019-12-03,227.393798828125,226.99075317382807,232.0700836181641,0.0017756038458018875,-0.0201503128586501
210,210,210,210,2019-12-04,232.21131896972656,226.400131225586,233.396728515625,0.02566777551180066,-0.005078946707768761
211,211,211,211,2019-12-05,229.9576416015625,226.61817932128903,234.4871520996093,0.014736074088473439,-0.019316668130809456
212,212,212,212,2019-12-06,231.21681213378903,230.4321136474609,233.80567932128903,0.0034053347595841554,-0.01107273011936738
213,213,213,213,2019-12-09,231.0525817871093,229.62921142578125,231.0342712402344,0.006198559636599654,7.92546784362802e-05
214,214,214,214,2019-12-10,229.72952270507807,228.1419677734375,227.82669067382807,0.006958627328125466,0.008352103195732319
215,215,215,215,2019-12-11,231.5179138183593,227.393798828125,226.99075317382807,0.018136444403884067,0.019944251390118684
216,216,216,216,2019-12-12,232.2569732666016,232.21131896972656,226.400131225586,0.00019660668169652062,0.025869428649667237
217,217,217,217,2019-12-13,229.23687744140625,229.9576416015625,226.61817932128903,-0.0031343344588873334,0.011555551844781853
218,218,218,218,2019-12-16,230.21316528320312,231.21681213378903,230.4321136474609,-0.004340717447506193,-0.0009501642839276903
219,219,219,219,2019-12-17,230.2952423095703,231.0525817871093,229.62921142578125,-0.0032777797663251507,0.0029004623569173216
220,220,220,220,2019-12-18,229.6656951904297,229.72952270507807,228.1419677734375,-0.00027783766708255886,0.006678856292259949
221,221,221,221,2019-12-19,231.97413635253903,231.5179138183593,227.393798828125,0.001970571203996352,0.020142754762965565
222,222,222,222,2019-12-20,231.8555145263672,232.2569732666016,232.21131896972656,-0.0017285110306400897,-0.0015322441857614777
223,223,223,223,2019-12-23,233.1146697998047,229.23687744140625,229.9576416015625,0.01691609308973252,0.013728737937364288
224,224,224,224,2019-12-24,231.74598693847656,230.21316528320312,231.21681213378903,0.006658271056686926,0.002288651935834718
225,225,225,225,2019-12-26,230.47775268554688,230.2952423095703,231.0525817871093,0.0007925060637214987,-0.0024878713629439275
226,226,226,226,2019-12-27,229.0817108154297,229.6656951904297,229.72952270507807,-0.0025427583972250645,-0.0028198895902465937
227,227,227,227,2019-12-30,229.75694274902344,231.97413635253903,231.5179138183593,-0.009557934511052801,-0.007606197897573663
228,228,228,228,2019-12-31,228.9084014892578,231.8555145263672,232.2569732666016,-0.012710989614069468,-0.014417529558951259
229,229,229,229,2020-01-02,233.44314575195312,233.1146697998047,229.23687744140625,0.0014090745658801307,0.01834900369213943
230,230,230,230,2020-01-03,240.4231719970703,231.74598693847656,230.21316528320312,0.03744265509502598,0.04435022949841749
231,231,231,231,2020-01-06,241.79180908203125,230.47775268554688,230.2952423095703,0.0490895813789054,0.04992099123353522
232,232,232,232,2020-01-07,244.0363311767578,229.0817108154297,229.6656951904297,0.06528072585147138,0.06257197434041051
233,233,233,233,2020-01-08,245.40493774414065,229.75694274902344,231.97413635253903,0.06810673404638057,0.057897839831550835
234,234,234,234,2020-01-09,251.8375244140625,228.9084014892578,231.8555145263672,0.10016724058894222,0.0861830262200769
235,235,235,235,2020-01-10,247.21160888671875,233.44314575195312,233.1146697998047,0.058979941734487396,0.060472123436162484
236,236,236,236,2020-01-13,250.75181579589844,240.4231719970703,231.74598693847656,0.04296026756919247,0.08201146914560176
237,237,237,237,2020-01-14,247.62213134765625,241.79180908203125,230.47775268554688,0.02411298500044312,0.07438626271881588
238,238,238,238,2020-01-15,250.0948486328125,244.0363311767578,229.0817108154297,0.024826292982033316,0.09172769725957308
239,239,239,239,2020-01-16,252.34852600097656,245.40493774414065,229.75694274902344,0.02829441135400179,0.09832818534946819
240,240,240,240,2020-01-17,253.47987365722656,251.8375244140625,228.9084014892578,0.006521463578492703,0.10734194117869378
241,241,241,241,2020-01-21,254.1733856201172,247.21160888671875,233.44314575195312,0.028161204745803747,0.08880209269537143
242,242,242,242,2020-01-22,251.5911560058593,250.75181579589844,240.4231719970703,0.0033472946438961593,0.04645136288662344
243,243,243,243,2020-01-23,252.83213806152344,247.62213134765625,241.79180908203125,0.021040149705166877,0.045660475519857746
244,244,244,244,2020-01-24,252.2572326660156,250.0948486328125,244.0363311767578,0.008646255790649704,0.03368720325213914
