,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,JBHT,JBHT_6m,JBHT_12m,JBHT_6m_ret,JBHT_12m_ret
725,725,725,725,2021-12-20,187.3668365478516,195.0178375244141,186.7382354736328,-0.03923231368825264,0.0033662151333091472
726,726,726,726,2021-12-21,191.4722442626953,197.2178955078125,188.2998504638672,-0.0291335186917131,0.016847564090003653
727,727,727,727,2021-12-22,191.3641967773437,193.09278869628903,192.07135009765625,-0.008952130893216337,-0.0036817220264917516
728,728,728,728,2021-12-23,193.71157836914065,195.05714416503903,192.67047119140625,-0.0068983158840871805,0.005403563770288944
729,729,729,729,2021-12-27,199.51614379882807,193.0240631103516,193.18121337890625,0.033633530368516684,0.032792683662755895
730,730,730,730,2021-12-28,200.154541015625,188.673095703125,195.0276794433593,0.0608536435452669,0.02628786635260494
731,731,731,731,2021-12-29,202.07958984375,187.3668365478516,195.0178375244141,0.07852378556938988,0.036210802093689765
732,732,732,732,2021-12-30,200.09559631347656,191.4722442626953,197.2178955078125,0.04503708662311512,0.014591479126446982
733,733,733,733,2021-12-31,200.7536773681641,191.3641967773437,193.09278869628903,0.0490660256669917,0.03967464928959452
734,734,734,734,2022-01-03,198.23931884765625,193.71157836914065,195.05714416503903,0.02337361822475814,0.016314063738802398
735,735,735,735,2022-01-04,203.9555053710937,199.51614379882807,193.0240631103516,0.0222506384081973,0.05663253629933496
736,736,736,736,2022-01-05,199.73223876953125,200.154541015625,188.673095703125,-0.0021098809147717112,0.058615368689384884
737,737,737,737,2022-01-06,198.3473663330078,202.07958984375,187.3668365478516,-0.01846907702864986,0.058604446696477686
738,738,738,738,2022-01-07,196.5402069091797,200.09559631347656,191.4722442626953,-0.01776845402797811,0.02646839319192007
739,739,739,739,2022-01-10,194.4481811523437,200.7536773681641,191.3641967773437,-0.03140911936699764,0.01611578564295546
740,740,740,740,2022-01-11,195.49913024902344,198.23931884765625,193.71157836914065,-0.013822629206765025,0.009227904160051814
741,741,741,741,2022-01-12,199.1822052001953,203.9555053710937,199.51614379882807,-0.023403634837968368,-0.0016737422459881524
742,742,742,742,2022-01-13,200.5474090576172,199.73223876953125,200.154541015625,0.004081315530771956,0.0019628235262547644
743,743,743,743,2022-01-14,198.4652404785156,198.3473663330078,202.07958984375,0.0005942813745754005,-0.01788577148255821
744,744,744,744,2022-01-18,196.91343688964844,196.5402069091797,200.09559631347656,0.0018990006489676414,-0.015903195684740856
745,745,745,745,2022-01-19,197.0705718994141,194.4481811523437,200.7536773681641,0.013486321813500846,-0.018346391045158894
746,746,746,746,2022-01-20,196.8348388671875,195.49913024902344,198.23931884765625,0.006832299542523179,-0.007084770007447783
747,747,747,747,2022-01-21,195.40087890625,199.1822052001953,203.9555053710937,-0.01898425760546607,-0.041943591810766234
748,748,748,748,2022-01-24,199.0545196533203,200.5474090576172,199.73223876953125,-0.0074440722585848995,-0.0033931383355340072
749,749,749,749,2022-01-25,192.45440673828125,198.4652404785156,198.3473663330078,-0.030286581800126555,-0.02971029917701451
750,750,750,750,2022-01-26,192.01242065429688,196.91343688964844,196.5402069091797,-0.024889191478071226,-0.0230374554198729
751,751,751,751,2022-01-27,184.75428771972656,197.0705718994141,194.4481811523437,-0.06249682061091211,-0.04985335103249067
752,752,752,752,2022-01-28,188.4766540527344,196.8348388671875,195.49913024902344,-0.04246293421711134,-0.03592075416061402
753,753,753,753,2022-01-31,189.1052398681641,195.40087890625,199.1822052001953,-0.032219092735537025,-0.05059169478469727
754,754,754,754,2022-02-01,188.72216796875,199.0545196533203,200.5474090576172,-0.05190714434701338,-0.058964816072342274
755,755,755,755,2022-02-02,192.2874298095703,192.45440673828125,198.4652404785156,-0.0008676181103922653,-0.031127922723647172
756,756,756,756,2022-02-03,190.2501983642578,192.01242065429688,196.91343688964844,-0.00917764738361282,-0.03383841463863513
757,757,757,757,2022-02-04,186.59893798828125,184.75428771972656,197.0705718994141,0.009984343483021352,-0.05313646685146689
758,758,758,758,2022-02-07,183.60704040527344,188.4766540527344,196.8348388671875,-0.02583669405601019,-0.06720252643303348
759,759,759,759,2022-02-08,185.9100036621093,189.1052398681641,195.40087890625,-0.016896603226237317,-0.04857130273551258
760,760,760,760,2022-02-09,191.3131103515625,188.72216796875,199.0545196533203,0.013728871444723678,-0.03889089941409263
761,761,761,761,2022-02-10,188.4786834716797,192.2874298095703,192.45440673828125,-0.019807567981238172,-0.020658000686927136
762,762,762,762,2022-02-11,186.96307373046875,190.2501983642578,192.01242065429688,-0.01727790384478578,-0.026296980719383134
763,763,763,763,2022-02-14,189.4432067871093,186.59893798828125,184.75428771972656,0.015242684816387575,0.025379216500219126
764,764,764,764,2022-02-15,189.95494079589844,183.60704040527344,188.4766540527344,0.03457329510139351,0.007843341397340442
765,765,765,765,2022-02-16,187.97677612304688,185.9100036621093,189.1052398681641,0.011117058900681487,-0.005967384858843294
766,766,766,766,2022-02-17,184.86680603027344,191.3131103515625,188.72216796875,-0.03369504739870233,-0.020428770928039408
767,767,767,767,2022-02-18,185.3096618652344,188.4786834716797,192.2874298095703,-0.016813687086908446,-0.036288216818157415
768,768,768,768,2022-02-22,186.15606689453125,186.96307373046875,190.2501983642578,-0.004316396921784205,-0.021519722475599412
769,769,769,769,2022-02-23,185.7722320556641,189.4432067871093,186.59893798828125,-0.019377705823838465,-0.004430389269788226
770,770,770,770,2022-02-24,185.9198608398437,189.95494079589844,183.60704040527344,-0.0212423006169149,0.012596578156617522
771,771,771,771,2022-02-25,192.98619079589844,187.97677612304688,185.9100036621093,0.026649114726664314,0.038062433405413154
772,772,772,772,2022-02-28,199.71792602539065,184.86680603027344,191.3131103515625,0.0803341622761915,0.043932251471857864
773,773,773,773,2022-03-01,197.1886138916016,185.3096618652344,188.4786834716797,0.06410325239817283,0.04621175328418836
774,774,774,774,2022-03-02,199.5112762451172,186.15606689453125,186.96307373046875,0.07174200429445299,0.06711594040616964
775,775,775,775,2022-03-03,198.0546875,185.7722320556641,189.4432067871093,0.06611566921721446,0.0454567934049388
776,776,776,776,2022-03-04,200.6234130859375,185.9198608398437,189.95494079589844,0.07908543057032436,0.056163173462816296
777,777,777,777,2022-03-07,196.7850952148437,192.98619079589844,187.97677612304688,0.019684851041818607,0.04685854962227376
778,778,778,778,2022-03-08,190.8112030029297,199.71792602539065,184.86680603027344,-0.044596512690246115,0.032155026098535044
779,779,779,779,2022-03-09,196.2142791748047,197.1886138916016,185.3096618652344,-0.00494113071524771,0.058845379133553255
780,780,780,780,2022-03-10,198.6845550537109,199.5112762451172,186.15606689453125,-0.004143731657505811,0.06730099302257941
781,781,781,781,2022-03-11,195.21044921875,198.0546875,185.7722320556641,-0.014360873338329805,0.0508053171275773
782,782,782,782,2022-03-14,192.25791931152344,200.6234130859375,185.9198608398437,-0.04169749505173992,0.03409027116871344
783,783,783,783,2022-03-15,195.83045959472656,196.7850952148437,192.98619079589844,-0.004851158158471813,0.014738198557617155
784,784,784,784,2022-03-16,214.6084442138672,190.8112030029297,199.71792602539065,0.12471616360267967,0.07455774493964795
785,785,785,785,2022-03-17,212.85662841796875,196.2142791748047,197.1886138916016,0.08481721775374784,0.07945699407867512
786,786,786,786,2022-03-18,211.6657867431641,198.6845550537109,199.5112762451172,0.06533588726080852,0.06092142121888888
787,787,787,787,2022-03-21,210.5733795166016,195.21044921875,198.0546875,0.07869932352154008,0.06320825916630524
788,788,788,788,2022-03-22,210.4651031494141,192.25791931152344,200.6234130859375,0.09470186665439151,0.049055540986439494
789,789,789,789,2022-03-23,206.85317993164065,195.83045959472656,196.7850952148437,0.05628705748700047,0.05116284191038423
790,790,790,790,2022-03-24,205.1407165527344,214.6084442138672,190.8112030029297,-0.044116286737057586,0.07509786283138054
791,791,791,791,2022-03-25,205.8788452148437,212.85662841796875,196.2142791748047,-0.03278161105428845,0.04925516165634902
792,792,792,792,2022-03-28,206.22329711914065,211.6657867431641,198.6845550537109,-0.025712656295404868,0.03794327175251122
793,793,793,793,2022-03-29,205.9083709716797,210.5733795166016,195.21044921875,-0.022153838037984874,0.054801993416560224
794,794,794,794,2022-03-30,202.9952087402344,210.4651031494141,192.25791931152344,-0.035492318191470584,0.055848359678297044
795,795,795,795,2022-03-31,197.61181640625,206.85317993164065,195.83045959472656,-0.04467595580809869,0.009096423586044677
796,796,796,796,2022-04-01,178.63699340820312,205.1407165527344,214.6084442138672,-0.12919777014485623,-0.16761433100841483
797,797,797,797,2022-04-04,174.32630920410156,205.8788452148437,212.85662841796875,-0.1532577860431248,-0.18101535996430618
798,798,798,798,2022-04-05,170.34043884277344,206.22329711914065,211.6657867431641,-0.17400002219747623,-0.1952386757267246
799,799,799,799,2022-04-06,168.0079345703125,205.9083709716797,210.5733795166016,-0.18406457310363522,-0.2021406744005514
800,800,800,800,2022-04-07,169.85816955566406,202.9952087402344,210.4651031494141,-0.1632404990749048,-0.19293903353147446
801,801,801,801,2022-04-08,170.4388427734375,197.61181640625,206.85317993164065,-0.13750682589218421,-0.17603953282341178
802,802,802,802,2022-04-11,167.99810791015625,178.63699340820312,205.1407165527344,-0.059555892063946514,-0.18105917375515312
803,803,803,803,2022-04-12,165.5671844482422,174.32630920410156,205.8788452148437,-0.050245569907661936,-0.19580283114826347
804,804,804,804,2022-04-13,169.25782775878906,170.34043884277344,206.22329711914065,-0.00635557294168787,-0.17924972530623284
805,805,805,805,2022-04-14,169.287353515625,168.0079345703125,205.9083709716797,0.007615229296072723,-0.1778510377370306
806,806,806,806,2022-04-18,168.73622131347656,169.85816955566406,202.9952087402344,-0.0066052062442590875,-0.16876746815535837
807,807,807,807,2022-04-19,171.12777709960938,170.4388427734375,197.61181640625,0.004042120416692052,-0.1340205246238655
808,808,808,808,2022-04-20,169.82864379882812,167.99810791015625,178.63699340820312,0.010896169673832334,-0.04930865349511926
809,809,809,809,2022-04-21,168.62796020507812,165.5671844482422,174.32630920410156,0.01848660872645791,-0.032687831372324894
810,810,810,810,2022-04-22,166.66944885253906,169.25782775878906,170.34043884277344,-0.015292521123092317,-0.021550901331320094
811,811,811,811,2022-04-25,171.29507446289062,169.287353515625,168.0079345703125,0.011859840121372756,0.019565384819384413
812,812,812,812,2022-04-26,169.287353515625,168.73622131347656,169.85816955566406,0.0032662352982562037,-0.0033605451037902467
813,813,813,813,2022-04-27,169.08067321777344,171.12777709960938,170.4388427734375,-0.01196242899038169,-0.007968662152144868
814,814,814,814,2022-04-28,171.82650756835938,169.82864379882812,167.99810791015625,0.011763997667542103,0.022788349856002643
815,815,815,815,2022-04-29,168.14573669433594,168.62796020507812,165.5671844482422,-0.002859688927955517,0.015574053848211866
816,816,816,816,2022-05-02,167.4371337890625,166.66944885253906,169.25782775878906,0.004606032730105403,-0.010756926245805598
817,817,817,817,2022-05-03,169.96641540527344,171.29507446289062,169.287353515625,-0.007756551446580162,0.004011297214743026
818,818,818,818,2022-05-04,175.60572814941406,169.287353515625,168.73622131347656,0.03732337060373436,0.0407115128125064
819,819,819,819,2022-05-05,172.88941955566406,169.08067321777344,171.12777709960938,0.022526207551734956,0.010294310403093032
820,820,820,820,2022-05-06,173.0075225830078,171.82650756835938,169.82864379882812,0.006873299302661895,0.018718154447168844
821,821,821,821,2022-05-09,169.76959228515625,168.14573669433594,168.62796020507812,0.009657429458186373,0.006770123286136576
822,822,822,822,2022-05-10,169.41529846191406,167.4371337890625,166.66944885253906,0.011814372523502703,0.01647482264013722
823,823,823,823,2022-05-11,166.91551208496094,169.96641540527344,171.29507446289062,-0.0179500362647399,-0.025567357331564566
824,824,824,824,2022-05-12,170.2991943359375,175.60572814941406,169.287353515625,-0.030218455111905573,0.005977060892614849
825,825,825,825,2022-05-13,174.05775451660156,172.88941955566406,169.08067321777344,0.0067577007542751755,0.029436133675773357
826,826,826,826,2022-05-16,171.13768005371094,173.0075225830078,171.82650756835938,-0.010807868359595352,-0.004008854770992776
827,827,827,827,2022-05-17,176.55357360839844,169.76959228515625,168.14573669433594,0.03995993176355972,0.05000327144390648
828,828,828,828,2022-05-18,160.65126037597656,169.41529846191406,167.4371337890625,-0.05173109019967126,-0.04052788804683427
829,829,829,829,2022-05-19,158.45135498046875,166.91551208496094,169.96641540527344,-0.050709230069544864,-0.0677490338155794
830,830,830,830,2022-05-20,162.16058349609375,170.2991943359375,175.60572814941406,-0.04779007247555889,-0.07656438542756716
831,831,831,831,2022-05-23,163.67979431152344,174.05775451660156,172.88941955566406,-0.05962365901996214,-0.05326887711121886
832,832,832,832,2022-05-24,159.75352478027344,171.13768005371094,173.0075225830078,-0.06652044873966168,-0.07660937284605762
833,833,833,833,2022-05-25,164.9425048828125,176.55357360839844,169.76959228515625,-0.0657651300298212,-0.02843316837467491
834,834,834,834,2022-05-26,170.8417510986328,160.65126037597656,169.41529846191406,0.06343237332098828,0.008419857295469901
835,835,835,835,2022-05-27,172.4990997314453,158.45135498046875,166.91551208496094,0.088656513872716,0.033451580244035606
836,836,836,836,2022-05-31,170.24986267089844,162.16058349609375,170.2991943359375,0.04988437387436728,-0.00028967644404553905
837,837,837,837,2022-06-01,170.57542419433594,163.67979431152344,174.05775451660156,0.042128779009145134,-0.020006751965385594
838,838,838,838,2022-06-02,175.0146484375,159.75352478027344,171.13768005371094,0.09552918270953237,0.022654089868299643
839,839,839,839,2022-06-03,176.97776794433594,164.9425048828125,176.55357360839844,0.07296641378202784,0.002402638062021678
840,840,840,840,2022-06-06,178.625244140625,170.8417510986328,160.65126037597656,0.045559665549778305,0.11188199658429965
841,841,841,841,2022-06-07,174.1859893798828,172.4990997314453,158.45135498046875,0.009779121462452522,0.0993026181527672
842,842,842,842,2022-06-08,166.52090454101562,170.24986267089844,162.16058349609375,-0.021902855434844493,0.02688890821009471
843,843,843,843,2022-06-09,163.81790161132812,170.57542419433594,163.67979431152344,-0.03961603856431861,0.0008437651109325373
844,844,844,844,2022-06-10,161.51934814453125,175.0146484375,159.75352478027344,-0.07710954719192031,0.011053423495265946
845,845,845,845,2022-06-13,158.25404357910156,176.97776794433594,164.9425048828125,-0.10579704209583807,-0.040550259064289884
846,846,846,846,2022-06-14,159.2405548095703,178.625244140625,170.8417510986328,-0.10852155541796682,-0.06790609563797279
847,847,847,847,2022-06-15,159.3391876220703,174.1859893798828,172.4990997314453,-0.08523533844868003,-0.07628974371381048
848,848,848,848,2022-06-16,154.44618225097656,166.52090454101562,170.24986267089844,-0.07251175054159609,-0.09282639158700046
849,849,849,849,2022-06-17,152.78884887695312,163.81790161132812,170.57542419433594,-0.0673250763554667,-0.10427396209854145
850,850,850,850,2022-06-21,156.58688354492188,161.51934814453125,175.0146484375,-0.030537917941544035,-0.10529270010880787
851,851,851,851,2022-06-22,153.43006896972656,158.25404357910156,176.97776794433594,-0.030482472992633403,-0.1330545596100846
852,852,852,852,2022-06-23,155.37347412109375,159.2405548095703,178.625244140625,-0.02428452157241634,-0.13017068293676337
853,853,853,853,2022-06-24,159.96066284179688,159.3391876220703,174.1859893798828,0.0039003287829018074,-0.08166745550964993
854,854,854,854,2022-06-27,159.97056579589844,154.44618225097656,166.52090454101562,0.0357689873871061,-0.03933643504502926
855,855,855,855,2022-06-28,155.5214385986328,152.78884887695312,163.81790161132812,0.01788474578979482,-0.05064442244156797
856,856,856,856,2022-06-29,155.1761932373047,156.58688354492188,161.51934814453125,-0.009008994084823807,-0.03927179610426956
857,857,857,857,2022-06-30,155.3438720703125,153.43006896972656,158.25404357910156,0.012473455258392274,-0.018389239497279886
858,858,858,858,2022-07-01,157.7114715576172,155.37347412109375,159.2405548095703,0.015047597086625508,-0.009602348181854126
859,859,859,859,2022-07-05,157.56350708007812,159.96066284179688,159.3391876220703,-0.014985907904680129,-0.01114402908971679
860,860,860,860,2022-07-06,159.4082489013672,159.97056579589844,154.44618225097656,-0.003515127246900507,0.032128127598047174
861,861,861,861,2022-07-07,163.95599365234375,155.5214385986328,152.78884887695312,0.054234034418101595,0.07308874212661931
862,862,862,862,2022-07-08,163.46273803710938,155.1761932373047,156.58688354492188,0.05340087694465101,0.04391079467530856
863,863,863,863,2022-07-11,161.84490966796875,155.3438720703125,153.43006896972656,0.041849334067801,0.054844795122281687
864,864,864,864,2022-07-12,161.8843536376953,157.7114715576172,155.37347412109375,0.02645896356723565,0.041904704476950494
865,865,865,865,2022-07-13,160.5821990966797,157.56350708007812,159.96066284179688,0.01915857340664151,0.003885556885304453
866,866,866,866,2022-07-14,163.3147735595703,159.4082489013672,159.97056579589844,0.024506414725252057,0.02090514431222701
867,867,867,867,2022-07-15,165.31739807128906,163.95599365234375,155.5214385986328,0.008303474539833378,0.06298783988191814
868,868,868,868,2022-07-18,165.83035278320312,163.46273803710938,155.1761932373047,0.014484125094957445,0.06865846702145517
869,869,869,869,2022-07-19,172.10447692871094,161.84490966796875,155.3438720703125,0.06339134966796367,0.10789356950502804
870,870,870,870,2022-07-20,170.79244995117188,161.8843536376953,157.7114715576172,0.05502753115605774,0.08294246616534662
871,871,871,871,2022-07-21,169.56918334960938,160.5821990966797,157.56350708007812,0.05596500921947767,0.07619579236345397
872,872,872,872,2022-07-22,171.40408325195312,163.3147735595703,159.4082489013672,0.049532014257315016,0.07525228106613402
873,873,873,873,2022-07-25,170.97988891601562,165.31739807128906,163.95599365234375,0.03425223788173071,0.04284012500674739
874,874,874,874,2022-07-26,167.1719970703125,165.83035278320312,163.46273803710938,0.008090462720436786,0.022691771089513146
875,875,875,875,2022-07-27,169.2337646484375,172.10447692871094,161.84490966796875,-0.016680055809719208,0.04565392260792933
876,876,876,876,2022-07-28,177.027099609375,170.79244995117188,161.8843536376953,0.036504246294174925,0.09354051600051383
877,877,877,877,2022-07-29,180.79556274414065,169.56918334960938,160.5821990966797,0.06620530436468086,0.12587549405330645
878,878,878,878,2022-08-01,179.10862731933594,171.40408325195312,163.3147735595703,0.04494959467247717,0.09670805289396989
879,879,879,879,2022-08-02,176.28724670410156,170.97988891601562,165.31739807128906,0.03104083071835939,0.06635628651790193
880,880,880,880,2022-08-03,176.16883850097656,167.1719970703125,165.83035278320312,0.053817873736831556,0.06234374795842945
881,881,881,881,2022-08-04,179.14488220214844,169.2337646484375,172.10447692871094,0.05856465802967903,0.04090774045554757
882,882,882,882,2022-08-05,181.5276794433593,177.027099609375,170.79244995117188,0.025423112302665585,0.06285541014990148
883,883,883,883,2022-08-08,184.95851135253903,180.79556274414065,169.56918334960938,0.023025723337523063,0.09075545272398178
884,884,884,884,2022-08-09,182.3186492919922,179.10862731933594,171.40408325195312,0.017922207437462312,0.06367739806988926
885,885,885,885,2022-08-10,188.7650756835937,176.28724670410156,170.97988891601562,0.07078123467681241,0.1040191737188112
886,886,886,886,2022-08-11,190.7128143310547,176.16883850097656,167.1719970703125,0.0825570285518884,0.1408179460274135
887,887,887,887,2022-08-12,192.9275360107422,179.14488220214844,169.2337646484375,0.07693579430888398,0.14000617082250466
888,888,888,888,2022-08-15,191.93882751464844,181.5276794433593,177.027099609375,0.05735295081837721,0.08423415363058773
889,889,889,889,2022-08-16,192.4529266357422,184.95851135253903,180.79556274414065,0.04051943989167639,0.06447815264193668
890,890,890,890,2022-08-17,186.5503387451172,182.3186492919922,179.10862731933594,0.0232104037055898,0.04154859281297085
891,891,891,891,2022-08-18,189.6549224853516,188.7650756835937,176.28724670410156,0.00471404362557748,0.07582894413052865
892,892,892,892,2022-08-19,187.60826110839844,190.7128143310547,176.16883850097656,-0.016278681815617868,0.06493442713683129
893,893,893,893,2022-08-22,185.49240112304688,192.9275360107422,179.14488220214844,-0.038538484663388495,0.03543232071645708
894,894,894,894,2022-08-23,186.70852661132807,191.93882751464844,181.5276794433593,-0.02724983251719193,0.028540259997017703
895,895,895,895,2022-08-24,186.57009887695312,192.4529266357422,184.95851135253903,-0.030567619114068134,0.008713237972284071
896,896,896,896,2022-08-25,187.22267150878903,186.5503387451172,182.3186492919922,0.003604028640175505,0.02689808330547039
897,897,897,897,2022-08-26,180.5290679931641,189.6549224853516,188.7650756835937,-0.0481182052782857,-0.04363099297157447
898,898,898,898,2022-08-29,173.6871795654297,187.60826110839844,190.7128143310547,-0.07420292401156725,-0.08927368003741232
899,899,899,899,2022-08-30,173.07420349121094,185.49240112304688,192.9275360107422,-0.06694720407224819,-0.10290564493824161
900,900,900,900,2022-08-31,172.05580139160156,186.70852661132807,191.93882751464844,-0.07847914332391015,-0.10359043232943288
901,901,901,901,2022-09-01,171.80865478515625,186.57009887695312,192.4529266357422,-0.07912009577446999,-0.10726920193663558
902,902,902,902,2022-09-02,166.8354034423828,187.22267150878903,186.5503387451172,-0.10889315862288163,-0.10568158404510208
903,903,903,903,2022-09-06,165.3226776123047,180.5290679931641,189.6549224853516,-0.08423236518029997,-0.1282974602197644
904,904,904,904,2022-09-07,168.47665405273438,173.6871795654297,187.60826110839844,-0.029999482550941314,-0.10197635723839471
905,905,905,905,2022-09-08,167.93289184570312,173.07420349121094,185.49240112304688,-0.02970582294645019,-0.09466430522776836
906,906,906,906,2022-09-09,172.09536743164062,172.05580139160156,186.70852661132807,0.00022996051117751826,-0.07826722991664825
907,907,907,907,2022-09-12,172.5897216796875,171.80865478515625,186.57009887695312,0.004546144054896173,-0.07493364307260175
908,908,908,908,2022-09-13,169.06988525390625,166.8354034423828,187.22267150878903,0.013393331184019974,-0.09695826957597176
909,909,909,909,2022-09-14,170.4442138671875,165.3226776123047,180.5290679931641,0.03097903039589789,-0.05586277178564103
910,910,910,910,2022-09-15,172.06568908691406,168.47665405273438,173.6871795654297,0.02130286272812776,-0.009335694681510964
911,911,911,911,2022-09-16,164.5910186767578,167.93289184570312,173.07420349121094,-0.019900051337267688,-0.04901472688206776
912,912,912,912,2022-09-19,167.69558715820312,172.09536743164062,172.05580139160156,-0.025565942530005437,-0.02534186117604098
913,913,913,913,2022-09-20,165.2633514404297,172.5897216796875,171.80865478515625,-0.042449632388045444,-0.03809647047706266
914,914,914,914,2022-09-21,163.35513305664062,169.06988525390625,166.8354034423828,-0.033801124243287406,-0.020860502710649875
915,915,915,915,2022-09-22,161.79296875,170.4442138671875,165.3226776123047,-0.05075704783929291,-0.021350421571214473
916,916,916,916,2022-09-23,159.34095764160156,172.06568908691406,168.47665405273438,-0.07395275323533546,-0.05422529585774705
917,917,917,917,2022-09-26,160.1022491455078,164.5910186767578,167.93289184570312,-0.0272722628934301,-0.04662959479903506
918,918,918,918,2022-09-27,160.9921112060547,167.69558715820312,172.09536743164062,-0.03997407484446458,-0.06451804247430626
919,919,919,919,2022-09-28,164.94696044921875,165.2633514404297,172.5897216796875,-0.0019144655391124532,-0.04428282956880303
920,920,920,920,2022-09-29,163.41445922851562,163.35513305664062,169.06988525390625,0.00036317298859800395,-0.03345022690999877
921,921,921,921,2022-09-30,154.65444946289062,161.79296875,170.4442138671875,-0.044121319623844135,-0.09263889953225679
922,922,922,922,2022-10-03,160.20114135742188,159.34095764160156,172.06568908691406,0.005398384248167298,-0.06895359436534232
923,923,923,923,2022-10-04,166.1334228515625,160.1022491455078,164.5910186767578,0.0376707618927532,0.009371132077588218
924,924,924,924,2022-10-05,164.6107940673828,160.9921112060547,167.69558715820312,0.022477392427611376,-0.01839519538406298
925,925,925,925,2022-10-06,163.2463836669922,164.94696044921875,165.2633514404297,-0.010309840069772647,-0.012204567775357833
926,926,926,926,2022-10-07,158.2533721923828,163.41445922851562,163.35513305664062,-0.031582805221144206,-0.031231102254306697
927,927,927,927,2022-10-10,160.39886474609375,154.65444946289062,161.79296875,0.037143550044329565,-0.008616592022984593
928,928,928,928,2022-10-11,161.8028564453125,160.20114135742188,159.34095764160156,0.009998150289810104,0.015450508395012719
929,929,929,929,2022-10-12,163.64186096191406,166.1334228515625,160.1022491455078,-0.014997354818088615,0.02210844529229128
930,930,930,930,2022-10-13,164.34385681152344,164.6107940673828,160.9921112060547,-0.0016216266823311232,0.020819315805970406
931,931,931,931,2022-10-14,161.35792541503906,163.2463836669922,164.94696044921875,-0.011568147541971996,-0.021758721860683394
932,932,932,932,2022-10-17,163.87913513183594,158.2533721923828,163.41445922851562,0.03554908727388195,0.0028435421535772942
933,933,933,933,2022-10-18,165.9949951171875,160.39886474609375,154.65444946289062,0.034888840266745325,0.07332828569551131
934,934,934,934,2022-10-19,166.064208984375,161.8028564453125,160.20114135742188,0.026336695362994433,0.03659816389118076
935,935,935,935,2022-10-20,158.67852783203125,163.64186096191406,166.1334228515625,-0.030330461293384903,-0.044872939421660374
936,936,936,936,2022-10-21,163.45401000976562,164.34385681152344,164.6107940673828,-0.005414542527003796,-0.007027388842700488
937,937,937,937,2022-10-24,164.36361694335938,161.35792541503906,163.2463836669922,0.018627479998823526,0.006843847019890159
938,938,938,938,2022-10-25,165.34243774414062,163.87913513183594,158.2533721923828,0.008929157522874931,0.04479566819681979
939,939,939,939,2022-10-26,167.66592407226562,165.9949951171875,160.39886474609375,0.010066140571879822,0.045306176809140064
940,940,940,940,2022-10-27,164.195556640625,166.064208984375,161.8028564453125,-0.011252589315773776,0.014787750030366142
941,941,941,941,2022-10-28,167.2012176513672,158.67852783203125,163.64186096191406,0.053710416499185065,0.021750893497120005
942,942,942,942,2022-10-31,169.1391143798828,163.45401000976562,164.34385681152344,0.03478106391992175,0.02917819784318909
943,943,943,943,2022-11-01,170.67160034179688,164.36361694335938,161.35792541503906,0.03837822211354269,0.0577205916771768
944,944,944,944,2022-11-02,165.72802734375,165.34243774414062,163.87913513183594,0.002332066739006544,0.011282047653148108
945,945,945,945,2022-11-03,167.23448181152344,167.66592407226562,165.9949951171875,-0.002573225675577495,0.007467012444928756
946,946,946,946,2022-11-04,171.70423889160156,164.195556640625,166.064208984375,0.04573011843073704,0.03396294687290036
947,947,947,947,2022-11-07,175.63882446289062,167.2012176513672,158.67852783203125,0.05046378806353413,0.1068846356377382
948,948,948,948,2022-11-08,176.26321411132812,169.1391143798828,163.45401000976562,0.04211976489036551,0.07836579904523111
949,949,949,949,2022-11-09,169.12742614746094,170.67160034179688,164.36361694335938,-0.00904763411864351,0.028983355883091866
950,950,950,950,2022-11-10,180.84197998046875,165.72802734375,165.34243774414062,0.0911973241880788,0.09374206917351069
951,951,951,951,2022-11-11,183.745834350586,167.23448181152344,167.66592407226562,0.09873174694720666,0.09590446220538995
952,952,952,952,2022-11-14,184.60809326171875,171.70423889160156,164.195556640625,0.07515163547164083,0.12431844709275963
953,953,953,953,2022-11-15,187.48220825195312,175.63882446289062,167.2012176513672,0.06743032940057514,0.12129690731603415
954,954,954,954,2022-11-16,178.80035400390625,176.26321411132812,169.1391143798828,0.014394040783663797,0.05712007928765961
955,955,955,955,2022-11-17,177.6705322265625,169.12742614746094,170.67160034179688,0.050512836821940965,0.04100818103743764
956,956,956,956,2022-11-18,178.6417999267578,180.84197998046875,165.72802734375,-0.0121663125671847,0.07792147646953107
957,957,957,957,2022-11-21,180.09866333007812,183.745834350586,167.23448181152344,-0.01984899975228327,0.07692302077422575
958,958,958,958,2022-11-22,175.30184936523438,184.60809326171875,171.70423889160156,-0.05041081207252884,0.02095236842640813
959,959,959,959,2022-11-23,178.7508087158203,187.48220825195312,175.63882446289062,-0.04657188336718798,0.01771808859713242
960,960,960,960,2022-11-25,180.9708251953125,178.80035400390625,176.26321411132812,0.012139076589070097,0.026707847736233026
961,961,961,961,2022-11-28,174.62791442871094,177.6705322265625,169.12742614746094,-0.01712505590950597,0.032522745757711524
962,962,962,962,2022-11-29,178.22552490234375,178.6417999267578,180.84197998046875,-0.002330221843850233,-0.014468184203731749
963,963,963,963,2022-11-30,182.24929809570312,180.09866333007812,183.745834350586,0.011941425471234002,-0.008144599632269656
964,964,964,964,2022-12-01,181.178955078125,175.30184936523438,184.60809326171875,0.03352563440814538,-0.01857523212014467
