,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,LIN,LIN_6m,LIN_12m,LIN_6m_ret,LIN_12m_ret
86,86,86,86,2019-06-10,186.9885406494141,168.45018005371094,174.7869415283203,0.1100524831127645,0.06980841368585189
87,87,87,87,2019-06-11,187.333724975586,174.72915649414062,171.852783203125,0.07213775155990088,0.09008257814575504
88,88,88,88,2019-06-12,188.1734313964844,178.52638244628906,174.43408203125,0.054037105429488586,0.07876528030097352
89,89,89,89,2019-06-13,189.153060913086,179.8325653076172,171.13783264160156,0.05182874186066022,0.1052673625311833
90,90,90,90,2019-06-14,189.12506103515625,184.124267578125,169.9307098388672,0.02715988241424716,0.11295398703677306
91,91,91,91,2019-06-17,187.77227783203125,186.6433563232422,170.30215454101562,0.006048549120783786,0.10258310200537202
92,92,92,92,2019-06-18,190.34732055664065,186.9885406494141,168.45018005371094,0.01796249061873767,0.12999179042698406
93,93,93,93,2019-06-19,187.14712524414065,187.333724975586,174.72915649414062,-0.0009960818932611692,0.07106981455849049
94,94,94,94,2019-06-20,188.7798614501953,188.1734313964844,178.52638244628906,0.0032227187930327084,0.05743397061771005
95,95,95,95,2019-06-21,188.5839233398437,189.153060913086,179.8325653076172,-0.003008873187115957,0.048663922561837714
96,96,96,96,2019-06-24,189.7501983642578,189.12506103515625,184.124267578125,0.0033054177256039985,0.03055507489660858
97,97,97,97,2019-06-25,189.2090301513672,187.77227783203125,186.6433563232422,0.007651567824197958,0.013746397828817258
98,98,98,98,2019-06-26,187.156478881836,190.34732055664065,186.9885406494141,-0.016763260262732116,0.0008981204507969576
99,99,99,99,2019-06-27,186.15817260742188,187.14712524414065,187.333724975586,-0.005284359219670853,-0.0062751774583957864
100,100,100,100,2019-06-28,187.34312438964844,188.7798614501953,188.1734313964844,-0.007610647923512293,-0.004412456108569884
101,101,101,101,2019-07-01,189.39561462402344,188.5839233398437,189.153060913086,0.004304138283924619,0.0012823144905325101
102,102,102,102,2019-07-02,189.8994598388672,189.7501983642578,189.12506103515625,0.0007866209147400216,0.004094638751058977
103,103,103,103,2019-07-03,189.9647674560547,189.2090301513672,187.77227783203125,0.003994192582050138,0.011676322241692683
104,104,104,104,2019-07-05,188.8638153076172,187.156478881836,190.34732055664065,0.00912250773246881,-0.0077936755016313475
105,105,105,105,2019-07-08,188.1547393798828,186.15817260742188,187.14712524414065,0.010725109429771784,0.00538407487920356
106,106,106,106,2019-07-09,187.501693725586,187.34312438964844,188.7798614501953,0.0008464112918697975,-0.006770678369983463
107,107,107,107,2019-07-10,188.24810791015625,189.39561462402344,188.5839233398437,-0.00605878185799158,-0.0017807214090157508
108,108,108,108,2019-07-11,189.2183990478516,189.8994598388672,189.7501983642578,-0.00358642826890343,-0.002802628513648986
109,109,109,109,2019-07-12,190.3099670410156,189.9647674560547,189.2090301513672,0.0018171768880288486,0.005818627624525341
110,110,110,110,2019-07-15,190.3939208984375,188.8638153076172,187.156478881836,0.008101634441346484,0.01729804939665236
111,111,111,111,2019-07-16,189.0131072998047,188.1547393798828,186.15817260742188,0.004562031882645368,0.015336069603580693
112,112,112,112,2019-07-17,188.29470825195312,187.501693725586,187.34312438964844,0.004229372602509551,0.005079363683107685
113,113,113,113,2019-07-18,189.9927673339844,188.24810791015625,189.39561462402344,0.009267872294689061,0.0031529384201762767
114,114,114,114,2019-07-19,189.7501983642578,189.2183990478516,189.8994598388672,0.0028105053159852567,-0.0007860026286331534
115,115,115,115,2019-07-22,189.93679809570312,190.3099670410156,189.9647674560547,-0.00196084814218922,-0.00014723446208531055
116,116,116,116,2019-07-23,192.9596405029297,190.3939208984375,188.8638153076172,0.013475848348439845,0.0216866591868925
117,117,117,117,2019-07-24,189.1623992919922,189.0131072998047,188.1547393798828,0.0007898499438492301,0.00535548514712092
118,118,118,118,2019-07-25,186.49403381347656,188.29470825195312,187.501693725586,-0.009563064491791895,-0.00537413765223993
119,119,119,119,2019-07-26,187.49237060546875,189.9927673339844,188.24810791015625,-0.01316048375736456,-0.00401458114547526
120,120,120,120,2019-07-29,186.3820953369141,189.7501983642578,189.2183990478516,-0.017750195026821958,-0.014989576728319243
121,121,121,121,2019-07-30,183.33123779296875,189.93679809570312,190.3099670410156,-0.03477767535812648,-0.036670329760200016
122,122,122,122,2019-07-31,178.4610595703125,192.9596405029297,190.3939208984375,-0.07513789357623235,-0.06267459208684711
123,123,123,123,2019-08-01,177.65867614746094,189.1623992919922,189.0131072998047,-0.060814005254680836,-0.060072189249467334
124,124,124,124,2019-08-02,175.13034057617188,186.49403381347656,188.29470825195312,-0.06093328030359502,-0.06991363590614719
125,125,125,125,2019-08-05,177.8546600341797,187.49237060546875,189.9927673339844,-0.051403214649033524,-0.06388720723493324
126,126,126,126,2019-08-06,176.10995483398438,186.3820953369141,189.7501983642578,-0.055113343823940064,-0.07188526624930669
127,127,127,127,2019-08-07,177.99459838867188,183.33123779296875,189.93679809570312,-0.029109274930677165,-0.06287459737535406
128,128,128,128,2019-08-08,179.70193481445312,178.4610595703125,192.9596405029297,0.006953198905847113,-0.06870714338978712
129,129,129,129,2019-08-09,179.10484313964844,177.65867614746094,189.1623992919922,0.008140142792616212,-0.0531688971486286
130,130,130,130,2019-08-12,179.3194122314453,175.13034057617188,186.49403381347656,0.023919736817113124,-0.03847105151474717
131,131,131,131,2019-08-13,179.97250366210938,177.8546600341797,187.49237060546875,0.011907720762124985,-0.040107589013224865
132,132,132,132,2019-08-14,173.19906616210938,176.10995483398438,186.3820953369141,-0.016528813914119977,-0.07073119953380913
133,133,133,133,2019-08-15,174.1320343017578,177.99459838867188,183.33123779296875,-0.021700456765995302,-0.050178047134549764
134,134,134,134,2019-08-16,176.13792419433594,179.70193481445312,178.4610595703125,-0.019832900651832852,-0.01301760384909778
135,135,135,135,2019-08-19,176.43650817871094,179.10484313964844,177.65867614746094,-0.01489817312677022,-0.006879303590754948
136,136,136,136,2019-08-20,175.11166381835938,179.3194122314453,175.13034057617188,-0.02346510263849766,-0.00010664490088385659
137,137,137,137,2019-08-21,176.09129333496094,179.97250366210938,177.8546600341797,-0.02156557389697289,-0.009914649966887956
138,138,138,138,2019-08-22,174.5891876220703,173.19906616210938,176.10995483398438,0.008026148701401281,-0.008635327931051151
139,139,139,139,2019-08-23,171.9115447998047,174.1320343017578,177.99459838867188,-0.012751757658244434,-0.03417549545848653
140,140,140,140,2019-08-26,172.5272674560547,176.13792419433594,179.70193481445312,-0.020499030829371878,-0.03992537623930681
141,141,141,141,2019-08-27,172.35939025878906,176.43650817871094,179.10484313964844,-0.02310813086253216,-0.03766203505507626
142,142,142,142,2019-08-28,172.57394409179688,175.11166381835938,179.3194122314453,-0.014492008534593315,-0.037617054705388786
143,143,143,143,2019-08-29,175.0836639404297,176.09129333496094,179.97250366210938,-0.005722198840430681,-0.027164370235457036
144,144,144,144,2019-08-30,177.0755615234375,174.5891876220703,173.19906616210938,0.014241282265138766,0.02238173361569884
145,145,145,145,2019-09-03,175.50079345703125,171.9115447998047,174.1320343017578,0.020878462010252674,0.007860467264176663
146,146,146,146,2019-09-04,175.81015014648438,172.5272674560547,176.13792419433594,0.019028196173488165,-0.0018608942358712133
147,147,147,147,2019-09-05,175.37893676757812,172.35939025878906,176.43650817871094,0.017518897602592842,-0.0059940622383073405
148,148,148,148,2019-09-06,177.64735412597656,172.57394409179688,175.11166381835938,0.02939847067226431,0.014480419249784715
149,149,149,149,2019-09-09,173.6073455810547,175.0836639404297,176.09129333496094,-0.008432073707786314,-0.014106022545823937
150,150,150,150,2019-09-10,174.0854034423828,177.0755615234375,174.5891876220703,-0.01688633968080855,-0.0028855405454891736
151,151,151,151,2019-09-11,175.85696411132812,175.50079345703125,171.9115447998047,0.00202945324223891,0.022950287114911205
152,152,152,152,2019-09-12,179.5689239501953,175.81015014648438,172.5272674560547,0.02137973149206207,0.04081474539051766
153,153,153,153,2019-09-13,180.12193298339844,175.37893676757812,172.35939025878906,0.027044275117861005,0.04503695860697987
154,154,154,154,2019-09-16,176.7100067138672,177.64735412597656,172.57394409179688,-0.005276450171302072,0.02396690093534759
155,155,155,155,2019-09-17,180.19692993164065,173.6073455810547,175.0836639404297,0.03795682912224119,0.02920470063358227
156,156,156,156,2019-09-18,180.59060668945312,174.0854034423828,177.0755615234375,0.03736788448908257,0.019850538017638142
157,157,157,157,2019-09-19,182.0716857910156,175.85696411132812,175.50079345703125,0.03533963929772588,0.037440812685517244
158,158,158,158,2019-09-20,181.9497833251953,179.5689239501953,175.81015014648438,0.013258749468590292,0.034921949464211455
159,159,159,159,2019-09-23,181.3967742919922,180.12193298339844,175.37893676757812,0.007077657270706972,0.034313342498986765
160,160,160,160,2019-09-24,179.5220184326172,176.7100067138672,177.64735412597656,0.0159131436359643,0.010552728555198287
161,161,161,161,2019-09-25,180.206298828125,180.19692993164065,173.6073455810547,5.199254220311644e-05,0.03801079513648431
162,162,162,162,2019-09-26,180.253173828125,180.59060668945312,174.0854034423828,-0.0018684961943141731,0.035429566544811
163,163,163,163,2019-09-27,179.55018615722656,182.0716857910156,175.85696411132812,-0.013848938800309907,0.021001283995556674
164,164,164,164,2019-09-30,181.584228515625,181.9497833251953,179.5689239501953,-0.0020090972513936434,0.011223014100082418
165,165,165,165,2019-10-01,176.73814392089844,181.3967742919922,180.12193298339844,-0.025681991255229297,-0.018786102316656117
166,166,166,166,2019-10-02,172.57626342773438,179.5220184326172,176.7100067138672,-0.03869026799901909,-0.02339280815503708
167,167,167,167,2019-10-03,173.07302856445312,180.206298828125,180.19692993164065,-0.039583911939034766,-0.03953397746504361
168,168,168,168,2019-10-04,174.51657104492188,180.253173828125,180.59060668945312,-0.031825252567664,-0.03363428339867236
169,169,169,169,2019-10-07,176.7661895751953,179.55018615722656,182.0716857910156,-0.01550539512999105,-0.029139600662071108
170,170,170,170,2019-10-08,172.57626342773438,181.584228515625,181.9497833251953,-0.049607640275408094,-0.05151707095307623
171,171,171,171,2019-10-09,175.65078735351562,176.73814392089844,181.3967742919922,-0.006152359322441847,-0.031676345739353184
172,172,172,172,2019-10-10,179.25021362304688,172.57626342773438,179.5220184326172,0.038672468987064335,-0.0015140472012481476
173,173,173,173,2019-10-11,182.0810546875,173.07302856445312,180.206298828125,0.05204754430984182,0.010403386960203154
174,174,174,174,2019-10-14,180.46876525878903,174.51657104492188,180.253173828125,0.03410675661473439,0.001196047903542663
175,175,175,175,2019-10-15,182.9527740478516,176.7661895751953,179.55018615722656,0.034998686612659924,0.01895062301770878
176,176,176,176,2019-10-16,184.5181427001953,172.57626342773438,181.584228515625,0.06919769286499555,0.01615731833405265
177,177,177,177,2019-10-17,184.3212890625,175.65078735351562,176.73814392089844,0.04936215680909006,0.04290610376102788
178,178,178,178,2019-10-18,183.52456665039065,179.25021362304688,172.57626342773438,0.023845734635120186,0.0634403770553349
179,179,179,179,2019-10-21,182.7559051513672,182.0810546875,173.07302856445312,0.0037063189524324525,0.055946768062177465
180,180,180,180,2019-10-22,179.47520446777344,180.46876525878903,174.51657104492188,-0.005505444610267363,0.028413539145088818
181,181,181,181,2019-10-23,181.56549072265625,182.9527740478516,176.7661895751953,-0.0075827400399651745,0.02715056063037058
182,182,182,182,2019-10-24,180.8999481201172,184.5181427001953,172.57626342773438,-0.01960888250407422,0.04823192093197881
183,183,183,183,2019-10-25,182.7840270996093,184.3212890625,175.65078735351562,-0.008340121592625427,0.04061034882660253
184,184,184,184,2019-10-28,184.4431915283203,183.52456665039065,179.25021362304688,0.00500546000296298,0.028970553509040542
185,185,185,185,2019-10-29,186.6365661621093,182.7559051513672,182.0810546875,0.02123412103990807,0.025019140417589236
186,186,186,186,2019-10-30,186.7115173339844,179.47520446777344,180.46876525878903,0.040319290275611985,0.034591870046007056
187,187,187,187,2019-10-31,185.92417907714844,181.56549072265625,182.9527740478516,0.024006149721205183,0.01624137728854369
188,188,188,188,2019-11-01,186.3459930419922,180.8999481201172,184.5181427001953,0.030105287361712474,0.009906073815010963
189,189,189,189,2019-11-04,188.1831817626953,182.7840270996093,184.3212890625,0.02953843806135059,0.02095196230363716
190,190,190,190,2019-11-05,187.76138305664065,184.4431915283203,183.52456665039065,0.01799031723982525,0.023085827056172903
191,191,191,191,2019-11-06,188.52066040039065,186.6365661621093,182.7559051513672,0.010094989835190527,0.0315434691111558
192,192,192,192,2019-11-07,189.90792846679688,186.7115173339844,179.47520446777344,0.017119517737595347,0.058129054818247816
193,193,193,193,2019-11-08,190.2828521728516,185.92417907714844,181.56549072265625,0.023443282725989834,0.04801221540227174
194,194,194,194,2019-11-11,189.61734008789065,186.3459930419922,180.8999481201172,0.017555231494359447,0.048189024144911
195,195,195,195,2019-11-12,192.8699493408203,188.1831817626953,182.7840270996093,0.02490534772674402,0.0551794508593173
196,196,196,196,2019-11-13,194.80093383789065,187.76138305664065,184.4431915283203,0.037492005366867254,0.05615681567719988
197,197,197,197,2019-11-14,195.56954956054688,188.52066040039065,186.6365661621093,0.037390539292539104,0.04786298624182006
198,198,198,198,2019-11-15,196.5725250244141,189.90792846679688,186.7115173339844,0.035093830001849735,0.052814137184641785
199,199,199,199,2019-11-18,196.0101318359375,190.2828521728516,185.92417907714844,0.030098769267360437,0.0542476659509894
200,200,200,200,2019-11-19,194.4353179931641,189.61734008789065,186.3459930419922,0.025408952066515722,0.043410243596432085
201,201,201,201,2019-11-20,193.26368713378903,192.8699493408203,188.1831817626953,0.0020414678093421124,0.026997659001750662
202,202,202,202,2019-11-21,193.338623046875,194.80093383789065,187.76138305664065,-0.007506692920848934,0.029703871474742405
203,203,203,203,2019-11-22,192.07321166992188,195.56954956054688,188.52066040039065,-0.017877721242808065,0.018844360411140793
204,204,204,204,2019-11-25,193.0386962890625,196.5725250244141,189.90792846679688,-0.0179772261403911,0.016485714143382957
205,205,205,205,2019-11-26,192.28878784179688,196.0101318359375,190.2828521728516,-0.018985467533154998,0.010541862527492007
206,206,206,206,2019-11-27,193.09494018554688,194.4353179931641,189.61734008789065,-0.0068936951447490236,0.018340095352272545
207,207,207,207,2019-11-29,193.2917938232422,193.26368713378903,192.8699493408203,0.0001454318184135328,0.002187196522131174
208,208,208,208,2019-12-02,188.8627471923828,193.338623046875,194.80093383789065,-0.023150448596124584,-0.03048335820838255
209,209,209,209,2019-12-03,190.19000244140625,192.07321166992188,195.56954956054688,-0.009804642782523576,-0.027507079354780473
210,210,210,210,2019-12-04,190.8583831787109,193.0386962890625,196.5725250244141,-0.01129469454708043,-0.02906887340941211
211,211,211,211,2019-12-05,191.7997131347656,192.28878784179688,196.0101318359375,-0.0025434385047642394,-0.021480617668764523
212,212,212,212,2019-12-06,193.475341796875,193.09494018554688,194.4353179931641,0.0019700237145654498,-0.004937252173099704
213,213,213,213,2019-12-09,193.28707885742188,193.2917938232422,193.26368713378903,-2.4392995310651422e-05,0.00012103527558515736
214,214,214,214,2019-12-10,191.98800659179688,188.8627471923828,193.338623046875,0.016547781104923498,-0.00698575604705054
215,215,215,215,2019-12-11,193.5789031982422,190.19000244140625,192.07321166992188,0.0178185010428189,0.00783915422265058
216,216,216,216,2019-12-12,197.6078643798828,190.8583831787109,193.0386962890625,0.035363818391209945,0.02366970031738247
217,217,217,217,2019-12-13,196.78887939453125,191.7997131347656,192.28878784179688,0.02601237602613149,0.023402776642581724
218,218,218,218,2019-12-16,197.7019958496093,193.475341796875,193.09494018554688,0.021845957285718365,0.023859018054203984
219,219,219,219,2019-12-17,197.36309814453125,193.28707885742188,193.2917938232422,0.021087903605372604,0.021062996212928287
220,220,220,220,2019-12-18,196.11111450195312,191.98800659179688,188.8627471923828,0.02147586186944883,0.03837902083562761
221,221,221,221,2019-12-19,197.11834716796875,193.5789031982422,190.19000244140625,0.01828424436366327,0.03642854323374323
222,222,222,222,2019-12-20,199.6694183349609,197.6078643798828,190.8583831787109,0.010432550149496844,0.046165303349550824
223,223,223,223,2019-12-23,199.3493804931641,196.78887939453125,191.7997131347656,0.01301141155186647,0.039362245307915655
224,224,224,224,2019-12-24,199.2081298828125,197.7019958496093,193.475341796875,0.007618203482118169,0.029630587715700818
225,225,225,225,2019-12-26,200.27186584472656,197.36309814453125,193.28707885742188,0.014738153826837408,0.03613685419943158
226,226,226,226,2019-12-27,199.81060791015625,196.11111450195312,191.98800659179688,0.018864272010275407,0.04074526037968473
227,227,227,227,2019-12-30,199.0858154296875,197.11834716796875,193.5789031982422,0.009981152388834902,0.02844789458180652
228,228,228,228,2019-12-31,200.41305541992188,199.6694183349609,197.6078643798828,0.0037243414197434266,0.014195745947875649
229,229,229,229,2020-01-02,198.37977600097656,199.3493804931641,196.78887939453125,-0.004863845023189262,0.00808428103935599
230,230,230,230,2020-01-03,193.22116088867188,199.2081298828125,197.7019958496093,-0.030053838654389042,-0.022664591430558767
231,231,231,231,2020-01-06,192.4021911621093,200.27186584472656,197.36309814453125,-0.03929495862748256,-0.025135939945516217
232,232,232,232,2020-01-07,192.81640625,199.81060791015625,196.11111450195312,-0.035004155851931285,-0.016800211759136707
233,233,233,233,2020-01-08,195.22625732421875,199.0858154296875,197.11834716796875,-0.01938640428570293,-0.009598750552315183
234,234,234,234,2020-01-09,196.6006317138672,200.41305541992188,199.6694183349609,-0.01902283111280645,-0.015369337210897283
235,235,235,235,2020-01-10,196.81710815429688,198.37977600097656,199.3493804931641,-0.007877152995031111,-0.012702684766828565
236,236,236,236,2020-01-13,199.3776092529297,193.22116088867188,199.2081298828125,0.03186218494880566,0.0008507653287890271
237,237,237,237,2020-01-14,197.6455078125,192.4021911621093,200.27186584472656,0.027251855182734985,-0.01311396396667519
238,238,238,238,2020-01-15,199.03872680664065,192.81640625,199.81060791015625,0.032270700806304786,-0.0038630636861015644
239,239,239,239,2020-01-16,200.563705444336,195.22625732421875,199.0858154296875,0.027339806608355888,0.007423381778650429
240,240,240,240,2020-01-17,201.54269409179688,196.6006317138672,200.41305541992188,0.025137571201309106,0.0056365523169541465
241,241,241,241,2020-01-21,199.31167602539065,196.81710815429688,198.37977600097656,0.01267454793176892,0.004697555583536461
242,242,242,242,2020-01-22,198.6998291015625,199.3776092529297,193.22116088867188,-0.003399479780637593,0.028354390314667688
243,243,243,243,2020-01-23,197.32546997070312,197.6455078125,192.4021911621093,-0.0016192517873995227,0.025588475780121023
