,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,ROK,ROK_6m,ROK_12m,ROK_6m_ret,ROK_12m_ret
53,53,53,53,2019-04-23,173.47235107421875,168.7017059326172,169.38845825195312,0.028278582692619958,0.024109628627654978
54,54,54,54,2019-04-24,172.96868896484375,170.3132781982422,169.70892333984375,0.015591331425790056,0.019207980115885093
55,55,55,55,2019-04-25,161.3581085205078,171.76002502441406,170.3132781982422,-0.060560753309320425,-0.052580572533579506
56,56,56,56,2019-04-26,163.3816680908203,172.4193115234375,167.09010314941406,-0.05241665421792774,-0.022194223288482973
57,57,57,57,2019-04-29,165.72581481933594,173.90267944335938,167.4380645751953,-0.047019773646941765,-0.010226167868121805
58,58,58,58,2019-04-30,165.46942138671875,173.389892578125,167.52049255371094,-0.045680120528579726,-0.012243703058206878
59,59,59,59,2019-05-01,162.4019012451172,173.47235107421875,168.7017059326172,-0.06381679708926735,-0.03734286297031442
60,60,60,60,2019-05-02,161.03759765625,172.96868896484375,170.3132781982422,-0.06897833000872644,-0.05446246258730003
61,61,61,61,2019-05-03,163.69300842285156,161.3581085205078,171.76002502441406,0.014470297921514108,-0.04696678753054351
62,62,62,62,2019-05-06,162.2646026611328,163.3816680908203,172.4193115234375,-0.006837152801418056,-0.058895426345118684
63,63,63,63,2019-05-07,158.40965270996094,165.72581481933594,173.90267944335938,-0.04414618276187465,-0.08909021288797658
64,64,64,64,2019-05-08,156.22122192382812,165.46942138671875,173.389892578125,-0.05589068593693003,-0.0990177131954858
65,65,65,65,2019-05-09,154.74697875976562,162.4019012451172,173.47235107421875,-0.04713567037492872,-0.1079444199522126
66,66,66,66,2019-05-10,153.32876586914062,161.03759765625,172.96868896484375,-0.04786976395142584,-0.11354611758487099
67,67,67,67,2019-05-13,148.1345977783203,163.69300842285156,161.3581085205078,-0.0950462746969668,-0.0819513246866479
68,68,68,68,2019-05-14,149.037109375,162.2646026611328,163.3816680908203,-0.0815180456439819,-0.08779784711125904
69,69,69,69,2019-05-15,149.39630126953125,158.40965270996094,165.72581481933594,-0.05689900385636615,-0.09853331279502908
70,70,70,70,2019-05-16,150.09620666503906,156.22122192382812,165.46942138671875,-0.03920731884798312,-0.09290668084075138
71,71,71,71,2019-05-17,147.64645385742188,154.74697875976562,162.4019012451172,-0.045884740104469746,-0.09085760249459485
72,72,72,72,2019-05-20,146.0440673828125,153.32876586914062,161.03759765625,-0.0475103184000405,-0.09310577462439928
73,73,73,73,2019-05-21,148.74240112304688,148.1345977783203,163.69300842285156,0.004103047862161979,-0.09133320624900665
74,74,74,74,2019-05-22,146.79917907714844,149.037109375,162.2646026611328,-0.015015926618789921,-0.09530990327127464
75,75,75,75,2019-05-23,142.87596130371094,149.39630126953125,158.40965270996094,-0.043644587653189126,-0.09806025794836704
76,76,76,76,2019-05-24,142.54441833496094,150.09620666503906,156.22122192382812,-0.050312985903308016,-0.08754766747078613
77,77,77,77,2019-05-28,139.5882110595703,147.64645385742188,154.74697875976562,-0.05457796369178758,-0.09795840811682854
78,78,78,78,2019-05-29,141.0064239501953,146.0440673828125,153.32876586914062,-0.034493995702081226,-0.08036549338342613
79,79,79,79,2019-05-30,143.14303588867188,148.74240112304688,148.1345977783203,-0.03764471456758944,-0.03369612477105577
80,80,80,80,2019-05-31,137.08323669433594,146.79917907714844,149.037109375,-0.06618526373166167,-0.08020735728701167
81,81,81,81,2019-06-03,138.41854858398438,142.87596130371094,149.39630126953125,-0.031197779381875512,-0.07348075281824762
82,82,82,82,2019-06-04,144.64419555664062,142.54441833496094,150.09620666503906,0.014730687081310201,-0.03632344367346585
83,83,83,83,2019-06-05,144.70867919921875,139.5882110595703,147.64645385742188,0.03668266897885264,-0.019897360088580562
84,84,84,84,2019-06-06,143.83377075195312,141.0064239501953,146.0440673828125,0.020051191446117667,-0.015134449967527441
85,85,85,85,2019-06-07,144.70867919921875,143.14303588867188,148.74240112304688,0.010937614259938888,-0.027118843674516446
86,86,86,86,2019-06-10,146.255859375,137.08323669433594,146.79917907714844,0.06691279620948043,-0.003701108586328661
87,87,87,87,2019-06-11,146.50453186035156,138.41854858398438,142.87596130371094,0.05841690553098866,0.025396648418185563
88,88,88,88,2019-06-12,145.4915008544922,144.64419555664062,142.54441833496094,0.005857858966209051,0.020674836334916957
89,89,89,89,2019-06-13,146.71633911132812,144.70867919921875,139.5882110595703,0.013873804413247814,0.051065401566869006
90,90,90,90,2019-06-14,144.15606689453125,143.83377075195312,141.0064239501953,0.0022407543158549093,0.022336875555743596
91,91,91,91,2019-06-17,143.5298309326172,144.70867919921875,143.14303588867188,-0.008146354960359092,0.0027021576113988033
92,92,92,92,2019-06-18,146.2190399169922,146.255859375,137.08323669433594,-0.00025174689181794996,0.06664420422919393
93,93,93,93,2019-06-19,146.15457153320312,146.50453186035156,138.41854858398438,-0.002388733800276044,0.05588862929396332
94,94,94,94,2019-06-20,150.16067504882812,145.4915008544922,144.64419555664062,0.032092418917347265,0.03813827074745846
95,95,95,95,2019-06-21,149.85678100585938,146.71633911132812,144.70867919921875,0.021404854520997052,0.03557562569936312
96,96,96,96,2019-06-24,149.35025024414062,144.15606689453125,143.83377075195312,0.03603166666172708,0.03835315909016157
97,97,97,97,2019-06-25,148.42007446289062,143.5298309326172,144.70867919921875,0.03407126935563132,0.025647357741151344
98,98,98,98,2019-06-26,149.53443908691406,146.2190399169922,146.255859375,0.022674195999399238,0.022416740949214198
99,99,99,99,2019-06-27,149.31341552734375,146.15457153320312,146.50453186035156,0.021613035849672446,0.01917267426013569
100,100,100,100,2019-06-28,150.87904357910156,150.16067504882812,145.4915008544922,0.004783999073258327,0.03702994809296478
101,101,101,101,2019-07-01,151.58815002441406,149.85678100585938,146.71633911132812,0.011553491319735487,0.03320564664164105
102,102,102,102,2019-07-02,149.98570251464844,149.35025024414062,144.15606689453125,0.004254778746396903,0.0404397521776334
103,103,103,103,2019-07-03,151.09085083007812,148.42007446289062,143.5298309326172,0.017994711138992647,0.052679083144817396
104,104,104,104,2019-07-05,146.79002380371094,149.53443908691406,146.2190399169922,-0.01835306501940992,0.003904989986549534
105,105,105,105,2019-07-08,144.99415588378906,149.31341552734375,146.15457153320312,-0.028927471977651664,-0.007939646616872631
106,106,106,106,2019-07-09,142.88519287109375,150.87904357910156,150.16067504882812,-0.05298184902542058,-0.048451315068799405
107,107,107,107,2019-07-10,141.4300994873047,151.58815002441406,149.85678100585938,-0.06701084837748439,-0.05623156631280635
108,108,108,108,2019-07-11,143.85218811035156,149.98570251464844,149.35025024414062,-0.040893993903837855,-0.03681321005355842
109,109,109,109,2019-07-12,147.683349609375,151.09085083007812,148.42007446289062,-0.02255266418835189,-0.004963781726843308
110,110,110,110,2019-07-15,146.69790649414062,146.79002380371094,149.53443908691406,-0.0006275447553131253,-0.0189690924050262
111,111,111,111,2019-07-16,149.71861267089844,144.99415588378906,149.31341552734375,0.032583773865313415,0.002713735682246643
112,112,112,112,2019-07-17,147.29652404785156,142.88519287109375,150.87904357910156,0.030873256270421034,-0.023744314957642176
113,113,113,113,2019-07-18,146.56898498535156,141.4300994873047,151.58815002441406,0.0363351614449523,-0.033110536926891254
114,114,114,114,2019-07-19,147.3057098388672,143.85218811035156,149.98570251464844,0.024007432725780875,-0.01786832098559199
115,115,115,115,2019-07-22,146.71633911132812,147.683349609375,151.09085083007812,-0.006547864065953535,-0.028952856474875
116,116,116,116,2019-07-23,153.54055786132812,146.69790649414062,146.79002380371094,0.04664450591502356,0.04598768964465916
117,117,117,117,2019-07-24,155.52980041503906,149.71861267089844,144.99415588378906,0.03881406353206329,0.0726625460662993
118,118,118,118,2019-07-25,154.00103759765625,147.29652404785156,142.88519287109375,0.0455171199262423,0.07779563790483768
119,119,119,119,2019-07-26,151.60655212402344,146.56898498535156,141.4300994873047,0.034369939446434294,0.07195393819002605
120,120,120,120,2019-07-29,150.3448944091797,147.3057098388672,143.85218811035156,0.02063181782727197,0.04513456753155154
121,121,121,121,2019-07-30,152.31570434570312,146.71633911132812,147.683349609375,0.03816456482141506,0.03136680437287476
122,122,122,122,2019-07-31,148.07015991210938,153.54055786132812,146.69790649414062,-0.03562835791022334,0.009354280853514085
123,123,123,123,2019-08-01,143.4469451904297,155.52980041503906,149.71861267089844,-0.07768836063806206,-0.04188969807150644
124,124,124,124,2019-08-02,141.64190673828125,154.00103759765625,147.29652404785156,-0.08025355576930926,-0.03838934656552606
125,125,125,125,2019-08-05,138.87905883789062,151.60655212402344,146.56898498535156,-0.08395081286276429,-0.05246625777090208
126,126,126,126,2019-08-06,141.02487182617188,150.3448944091797,147.3057098388672,-0.06199094834336294,-0.042638116469250975
127,127,127,127,2019-08-07,139.91973876953125,152.31570434570312,146.71633911132812,-0.08138337165836418,-0.04632476779999006
128,128,128,128,2019-08-08,144.02716064453125,148.07015991210938,153.54055786132812,-0.027304618769763866,-0.061960157949855876
129,129,129,129,2019-08-09,142.2386474609375,143.4469451904297,155.52980041503906,-0.008423307501516653,-0.08545727518863555
130,130,130,130,2019-08-12,138.96739196777344,141.64190673828125,154.00103759765625,-0.018882227951432795,-0.09762041778679298
131,131,131,131,2019-08-13,141.82159423828125,138.87905883789062,151.60655212402344,0.021187754475103127,-0.06454178759858276
132,132,132,132,2019-08-14,136.1502227783203,141.02487182617188,150.3448944091797,-0.03456588178190356,-0.09441405833328176
133,133,133,133,2019-08-15,135.23280334472656,139.91973876953125,152.31570434570312,-0.03349731400317124,-0.11215456130645851
134,134,134,134,2019-08-16,139.29176330566406,144.02716064453125,148.07015991210938,-0.03287850234411316,-0.05928538614165024
135,135,135,135,2019-08-19,142.00697326660156,142.2386474609375,143.4469451904297,-0.0016287710722190374,-0.010038358934144731
136,136,136,136,2019-08-20,139.65316772460938,138.96739196777344,141.64190673828125,0.004934796193015956,-0.014040611705027128
137,137,137,137,2019-08-21,140.7466583251953,141.82159423828125,138.87905883789062,-0.0075794939329189015,0.013447668085688091
138,138,138,138,2019-08-22,141.33045959472656,136.1502227783203,141.02487182617188,0.03804794961548241,0.00216690690512622
139,139,139,139,2019-08-23,137.03060913085938,135.23280334472656,139.91973876953125,0.013294154536972469,-0.02064847793513036
140,140,140,140,2019-08-26,133.95394897460938,139.29176330566406,144.02716064453125,-0.0383211053143272,-0.0699396671075343
141,141,141,141,2019-08-27,135.52932739257812,142.00697326660156,142.2386474609375,-0.04561498442659162,-0.047169459131716884
142,142,142,142,2019-08-28,137.04913330078125,139.65316772460938,138.96739196777344,-0.01864644007906202,-0.013803660267561413
143,143,143,143,2019-08-29,140.15359497070312,140.7466583251953,141.82159423828125,-0.004213694034013282,-0.011761250298566228
144,144,144,144,2019-08-30,141.58993530273438,141.33045959472656,136.1502227783203,0.0018359503588389892,0.03995375412107105
145,145,145,145,2019-09-03,137.3642120361328,137.03060913085938,135.23280334472656,0.002434513773158953,0.015761033112454248
146,146,146,146,2019-09-04,138.846923828125,133.95394897460938,139.29176330566406,0.036527290841146254,-0.0031935806323515337
147,147,147,147,2019-09-05,147.06674194335938,135.52932739257812,142.00697326660156,0.08512854577490558,0.03563042405853323
148,148,148,148,2019-09-06,149.2351837158203,137.04913330078125,139.65316772460938,0.08891738401799576,0.06861295126585532
149,149,149,149,2019-09-09,150.11553955078125,140.15359497070312,140.7466583251953,0.07107876599355523,0.0665655677873298
150,150,150,150,2019-09-10,151.85772705078125,141.58993530273438,141.33045959472656,0.07251780803553043,0.07448689749005455
151,151,151,151,2019-09-11,151.7743377685547,137.3642120361328,137.03060913085938,0.10490451274624113,0.10759441800054748
152,152,152,152,2019-09-12,153.9521026611328,138.846923828125,133.95394897460938,0.10879015837402428,0.1492912589707529
153,153,153,153,2019-09-13,154.52664184570312,147.06674194335938,135.52932739257812,0.05072458805959568,0.14017124425104566
154,154,154,154,2019-09-16,153.64625549316406,149.2351837158203,137.04913330078125,0.02955785403624045,0.12110344511232451
155,155,155,155,2019-09-17,152.03384399414062,150.11553955078125,140.15359497070312,0.012778853202672247,0.08476592431268615
156,156,156,156,2019-09-18,151.58901977539062,151.85772705078125,141.58993530273438,-0.0017694672547072798,0.07062002289412117
157,157,157,157,2019-09-19,151.060791015625,151.7743377685547,137.3642120361328,-0.004701366274566077,0.09970995193340015
158,158,158,158,2019-09-20,150.18040466308594,153.9521026611328,138.846923828125,-0.024499165213409557,0.08162572509701671
159,159,159,159,2019-09-23,152.1357421875,154.52664184570312,147.06674194335938,-0.01547241064482896,0.03446734575851873
160,160,160,160,2019-09-24,149.3278350830078,153.64625549316406,149.2351837158203,-0.02810625222394947,0.0006208413115498246
161,161,161,161,2019-09-25,150.51405334472656,152.03384399414062,150.11553955078125,-0.00999639691720633,0.0026547137967052326
162,162,162,162,2019-09-26,151.50563049316406,151.58901977539062,151.85772705078125,-0.0005501010716351118,-0.0023185949405093442
163,163,163,163,2019-09-27,154.06326293945312,151.060791015625,151.7743377685547,0.01987591818923784,0.015081107943220928
164,164,164,164,2019-09-30,152.71957397460938,150.18040466308594,153.9521026611328,0.016907460844973743,-0.008005923045016017
165,165,165,165,2019-10-01,150.39356994628906,152.1357421875,154.52664184570312,-0.011451432885927537,-0.026746662258673726
166,166,166,166,2019-10-02,144.4071044921875,149.3278350830078,153.64625549316406,-0.032952534188184,-0.06013261417482196
167,167,167,167,2019-10-03,146.76089477539062,150.51405334472656,152.03384399414062,-0.024935602263929324,-0.03468273300353586
168,168,168,168,2019-10-04,147.68760681152344,151.50563049316406,151.58901977539062,-0.025200539869129734,-0.025736778096777102
169,169,169,169,2019-10-07,145.43572998046875,154.06326293945312,151.060791015625,-0.05599993661288993,-0.03723706858237241
170,170,170,170,2019-10-08,142.04403686523438,152.71957397460938,150.18040466308594,-0.06990287381989346,-0.054177293076980715
171,171,171,171,2019-10-09,142.62786865234375,150.39356994628906,152.1357421875,-0.051635859809157525,-0.06249598811197343
172,172,172,172,2019-10-10,143.45260620117188,144.4071044921875,149.3278350830078,-0.006609773766825033,-0.03934449915898153
173,173,173,173,2019-10-11,152.07089233398438,146.76089477539062,150.51405334472656,0.03618128362272799,0.010343479260984001
174,174,174,174,2019-10-14,152.09869384765625,147.68760681152344,151.50563049316406,0.029867685795478938,0.003914464119661565
175,175,175,175,2019-10-15,155.10118103027344,145.43572998046875,154.06326293945312,0.06645857280808998,0.006736960330563813
176,176,176,176,2019-10-16,152.85858154296875,142.04403686523438,152.71957397460938,0.07613515439577911,0.0009102144848995852
177,177,177,177,2019-10-17,154.16522216796875,142.62786865234375,150.39356994628906,0.08089129862654931,0.025078547061730738
178,178,178,178,2019-10-18,156.7877960205078,143.45260620117188,144.4071044921875,0.09295885360657175,0.08573464284778387
179,179,179,179,2019-10-21,159.03964233398438,152.07089233398438,146.76089477539062,0.04582566652331432,0.08366498158372293
180,180,180,180,2019-10-22,158.446533203125,152.09869384765625,147.68760681152344,0.04173500241775141,0.07284921615211726
181,181,181,181,2019-10-23,159.61419677734375,155.10118103027344,145.43572998046875,0.029097236507757085,0.09748957012681192
182,182,182,182,2019-10-24,160.90228271484375,152.85858154296875,142.04403686523438,0.052621848840157526,0.1327633758219735
183,183,183,183,2019-10-25,164.37738037109375,154.16522216796875,142.62786865234375,0.06624164684820077,0.15249131831146245
184,184,184,184,2019-10-28,163.78433227539062,156.7877960205078,143.45260620117188,0.04462424010327726,0.14173131191291422
185,185,185,185,2019-10-29,162.1162872314453,159.03964233398438,152.07089233398438,0.019345144721842233,0.06605731539602488
186,186,186,186,2019-10-30,162.35716247558594,158.446533203125,152.09869384765625,0.024681065551920955,0.06744613230015428
187,187,187,187,2019-10-31,159.3825225830078,159.61419677734375,155.10118103027344,-0.0014514635854047109,0.027603539343125538
188,188,188,188,2019-11-01,164.67393493652344,160.90228271484375,152.85858154296875,0.02344063836784671,0.07729597693691392
189,189,189,189,2019-11-04,168.5197296142578,164.37738037109375,154.16522216796875,0.025200238827340016,0.09311119099643173
190,190,190,190,2019-11-05,168.53826904296875,163.78433227539062,156.7877960205078,0.029025589331614254,0.07494507430236452
191,191,191,191,2019-11-06,165.34120178222656,162.1162872314453,159.03964233398438,0.019892600588472753,0.03962257054759255
192,192,192,192,2019-11-07,164.9983367919922,162.35716247558594,158.446533203125,0.016267679701555515,0.04135024892256811
193,193,193,193,2019-11-08,165.734619140625,159.3825225830078,159.61419677734375,0.03985441097726983,0.03834510016561388
194,194,194,194,2019-11-11,167.0208282470703,164.67393493652344,160.90228271484375,0.014251759463035363,0.03802646817056066
195,195,195,195,2019-11-12,184.55239868164065,168.5197296142578,164.37738037109375,0.09513823161288992,0.12273597659848545
196,196,196,196,2019-11-13,184.6083221435547,168.53826904296875,163.78433227539062,0.09534957960490797,0.12714274667707626
197,197,197,197,2019-11-14,185.2420959472656,165.34120178222656,162.1162872314453,0.12036258325526639,0.14264950863823267
198,198,198,198,2019-11-15,186.6588287353516,164.9983367919922,162.35716247558594,0.13127703202648666,0.14968028443722003
199,199,199,199,2019-11-18,184.2355194091797,165.734619140625,159.3825225830078,0.11162966653850859,0.15593301212325983
200,200,200,200,2019-11-19,183.30349731445312,167.0208282470703,164.67393493652344,0.09748885356559378,0.11313000071997292
201,201,201,201,2019-11-20,182.874755859375,184.55239868164065,168.5197296142578,-0.009090333337577694,0.08518306003680332
202,202,202,202,2019-11-21,181.94273376464844,184.6083221435547,168.53826904296875,-0.014439156089796623,0.07953365605209961
203,203,203,203,2019-11-22,181.5605926513672,185.2420959472656,165.34120178222656,-0.019874010154508626,0.09809648589891973
204,204,204,204,2019-11-25,182.4180450439453,186.6588287353516,164.9983367919922,-0.02271943802571985,0.10557505360744068
205,205,205,205,2019-11-26,182.97726440429688,184.2355194091797,165.734619140625,-0.00682960055106574,0.10403767995533619
206,206,206,206,2019-11-27,183.07046508789065,183.30349731445312,167.0208282470703,-0.0012712917646230393,0.09609362502429009
207,207,207,207,2019-11-29,182.52989196777344,182.874755859375,184.55239868164065,-0.0018857927655512308,-0.010958983618284512
208,208,208,208,2019-12-02,180.7869873046875,181.94273376464844,184.6083221435547,-0.006352254008978209,-0.02069968891161711
209,209,209,209,2019-12-03,180.8522491455078,181.5605926513672,185.2420959472656,-0.00390141657677634,-0.023697889938621097
210,210,210,210,2019-12-04,181.7563323974609,182.4180450439453,186.6588287353516,-0.0036274516938551438,-0.026264476055625208
211,211,211,211,2019-12-05,183.0797882080078,182.97726440429688,184.2355194091797,0.0005603089763348557,-0.006273118261224342
212,212,212,212,2019-12-06,184.7108459472656,183.07046508789065,183.30349731445312,0.008960379592565237,0.0076776965711582434
213,213,213,213,2019-12-09,185.2514495849609,182.52989196777344,182.874755859375,0.014910202311783305,0.012996291994579634
214,214,214,214,2019-12-10,186.1741485595703,180.7869873046875,181.94273376464844,0.029798390554534926,0.02325684959969543
215,215,215,215,2019-12-11,189.4456024169922,180.8522491455078,181.5605926513672,0.04751587725387063,0.04342908144591595
216,216,216,216,2019-12-12,191.50540161132807,181.7563323974609,182.4180450439453,0.053638126855179324,0.04981610544720816
217,217,217,217,2019-12-13,189.641342163086,183.0797882080078,182.97726440429688,0.03583985987368088,0.03642025024521356
218,218,218,218,2019-12-16,190.5174560546875,184.7108459472656,183.07046508789065,0.03143621630686311,0.04067827633049159
219,219,219,219,2019-12-17,189.7810974121093,185.2514495849609,182.52989196777344,0.02445134889522671,0.0397261257658339
220,220,220,220,2019-12-18,189.9954833984375,186.1741485595703,180.7869873046875,0.020525593206322412,0.05093561340358277
221,221,221,221,2019-12-19,189.0541076660156,189.4456024169922,180.8522491455078,-0.0020665285759173813,0.04535115575979831
222,222,222,222,2019-12-20,190.4615173339844,191.50540161132807,181.7563323974609,-0.005450939078273542,0.04789480961514547
223,223,223,223,2019-12-23,190.41490173339844,189.641342163086,183.0797882080078,0.004079066101774442,0.040065119132958404
224,224,224,224,2019-12-24,189.0541076660156,190.5174560546875,184.7108459472656,-0.007680915014169898,0.02351384238687304
225,225,225,225,2019-12-26,190.34036254882807,189.7810974121093,185.2514495849609,0.002946895893980006,0.027470300368868328
226,226,226,226,2019-12-27,189.17532348632807,189.9954833984375,186.1741485595703,-0.004316733731977607,0.016120255953782303
227,227,227,227,2019-12-30,189.1379852294922,189.0541076660156,189.4456024169922,0.00044366961666209015,-0.0016237758151962378
228,228,228,228,2019-12-31,188.89569091796875,190.4615173339844,191.50540161132807,-0.008221221997669392,-0.013627347695684744
229,229,229,229,2020-01-02,191.6638336181641,190.41490173339844,189.641342163086,0.006559002858475216,0.010664823566471249
230,230,230,230,2020-01-03,188.86773681640625,189.0541076660156,190.5174560546875,-0.000985806930672961,-0.008659150045587927
231,231,231,231,2020-01-06,190.3683319091797,190.34036254882807,189.7810974121093,0.00014694392706360304,0.0030942728494989247
232,232,232,232,2020-01-07,189.97686767578125,189.17532348632807,189.9954833984375,0.004237044106395249,-9.797981680026435e-05
233,233,233,233,2020-01-08,191.4214782714844,189.1379852294922,189.0541076660156,0.01207315938795439,0.012522185498614169
234,234,234,234,2020-01-09,193.08985900878903,188.89569091796875,190.4615173339844,0.022203619735516655,0.013799856850849723
235,235,235,235,2020-01-10,191.1511993408203,191.6638336181641,190.41490173339844,-0.002674653155300355,0.003866806645483889
236,236,236,236,2020-01-13,192.5399627685547,188.86773681640625,189.0541076660156,0.01944337351655845,0.018438399173517084
237,237,237,237,2020-01-14,189.11004638671875,190.3683319091797,190.34036254882807,-0.006609741808638825,-0.006463769142993514
238,238,238,238,2020-01-15,188.485595703125,189.97686767578125,189.17532348632807,-0.007849755556562199,-0.00364597121068444
239,239,239,239,2020-01-16,191.3096618652344,191.4214782714844,189.1379852294922,-0.000584137199543644,0.011481969806896197
240,240,240,240,2020-01-17,190.8249969482422,193.08985900878903,188.89569091796875,-0.011729575401698056,0.010213605301940376
241,241,241,241,2020-01-21,188.0754852294922,191.1511993408203,191.6638336181641,-0.01609047770526495,-0.01872209441360062
242,242,242,242,2020-01-22,185.82931518554688,192.5399627685547,188.86773681640625,-0.03485327142747208,-0.016087563085552037
243,243,243,243,2020-01-23,188.55084228515625,189.11004638671875,190.3683319091797,-0.002957030111551906,-0.009547226714632928
