,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,MHK,MHK_6m,MHK_12m,MHK_6m_ret,MHK_12m_ret
21,21,21,21,2019-03-07,129.61000061035156,138.60000610351562,139.7100067138672,-0.0648629516397693,-0.07229264632562016
22,22,22,22,2019-03-08,132.0800018310547,136.1199951171875,139.77000427246094,-0.029679646128805137,-0.055018975505042755
23,23,23,23,2019-03-11,133.11000061035156,137.47999572753906,140.02999877929688,-0.031786407135537376,-0.04941796921566799
24,24,24,24,2019-03-12,133.25999450683594,138.22999572753906,140.5,-0.03595457841508831,-0.05153028820757344
25,25,25,25,2019-03-13,133.0,135.1699981689453,141.39999389648438,-0.016053844775769655,-0.05940589999341739
26,26,26,26,2019-03-14,129.25999450683594,133.3300018310547,140.02000427246094,-0.030525817657873766,-0.07684623223327003
27,27,27,27,2019-03-15,128.57000732421875,129.61000061035156,138.60000610351562,-0.008024020378329944,-0.0723665103723431
28,28,28,28,2019-03-18,129.50999450683594,132.0800018310547,136.1199951171875,-0.019457959483571763,-0.04856010026051594
29,29,29,29,2019-03-19,127.9000015258789,133.11000061035156,137.47999572753906,-0.0391405533812873,-0.06968282295153694
30,30,30,30,2019-03-20,126.0199966430664,133.25999450683594,138.22999572753906,-0.0543298676437971,-0.08833103857240521
31,31,31,31,2019-03-21,128.13999938964844,133.0,135.1699981689453,-0.03654135797256819,-0.052008573459550345
32,32,32,32,2019-03-22,124.86000061035156,129.25999450683594,133.3300018310547,-0.03403987376969664,-0.06352659644777958
33,33,33,33,2019-03-25,124.75,128.57000732421875,129.61000061035156,-0.029711496512446534,-0.03749711123728994
34,34,34,34,2019-03-26,125.26000213623048,129.50999450683594,132.0800018310547,-0.03281594124676712,-0.05163536947514402
35,35,35,35,2019-03-27,126.12999725341795,127.9000015258789,133.11000061035156,-0.013838969908869125,-0.05243785834969639
36,36,36,36,2019-03-28,125.9800033569336,126.0199966430664,133.25999450683594,-0.0003173566671810235,-0.054629982365254404
37,37,37,37,2019-03-29,126.1500015258789,128.13999938964844,133.0,-0.015529872586610094,-0.05150374792572254
38,38,38,38,2019-04-01,127.87999725341795,124.86000061035156,129.25999450683594,0.02418706253647107,-0.010676135788826757
39,39,39,39,2019-04-02,127.36000061035156,124.75,128.57000732421875,0.02092184857997248,-0.00941126736359188
40,40,40,40,2019-04-03,126.81999969482422,125.26000213623048,129.50999450683594,0.012454075778292717,-0.02077055768749747
41,41,41,41,2019-04-04,129.69000244140625,126.12999725341795,127.9000015258789,0.02822488912637966,0.013995315826209387
42,42,42,42,2019-04-05,131.58999633789062,125.9800033569336,126.0199966430664,0.04453082101500261,0.04419933219487726
43,43,43,43,2019-04-08,132.75,126.1500015258789,128.13999938964844,0.052318655523497126,0.03597628088270444
44,44,44,44,2019-04-09,131.30999755859375,127.87999725341795,124.86000061035156,0.026822023606855483,0.05165783210566044
45,45,45,45,2019-04-10,131.1999969482422,127.36000061035156,124.75,0.030150724870352308,0.05170338235063876
46,46,46,46,2019-04-11,131.39999389648438,126.81999969482422,125.26000213623048,0.036114131940398364,0.04901797585454415
47,47,47,47,2019-04-12,132.1300048828125,129.69000244140625,126.12999725341795,0.018814113620736705,0.047570029018072946
48,48,48,48,2019-04-15,131.5800018310547,131.58999633789062,125.9800033569336,-7.595187410958104e-05,0.0444514869415813
49,49,49,49,2019-04-16,131.10000610351562,132.75,126.1500015258789,-0.012429332553554606,0.03923903700168618
50,50,50,50,2019-04-17,130.8699951171875,131.30999755859375,127.87999725341795,-0.0033508677906258777,0.02338127876124596
51,51,51,51,2019-04-18,131.77000427246094,131.1999969482422,127.36000061035156,0.004344568121016135,0.03462628486946584
52,52,52,52,2019-04-22,131.39999389648438,131.39999389648438,126.81999969482422,0.0,0.036114131940398364
53,53,53,53,2019-04-23,134.13999938964844,132.1300048828125,129.69000244140625,0.015212248789505667,0.03431256738739519
54,54,54,54,2019-04-24,134.16000366210938,131.5800018310547,131.58999633789062,0.019607856780298194,0.019530415652718736
55,55,55,55,2019-04-25,130.7100067138672,131.10000610351562,132.75,-0.002974823581171293,-0.015367181063147384
56,56,56,56,2019-04-26,127.0,130.8699951171875,131.30999755859375,-0.029571294120719682,-0.03282307241434923
57,57,57,57,2019-04-29,130.55999755859375,131.77000427246094,131.1999969482422,-0.009182717421525322,-0.004878044241882984
58,58,58,58,2019-04-30,136.25,131.39999389648438,131.39999389648438,0.036910246033469374,0.036910246033469374
59,59,59,59,2019-05-01,135.35000610351562,134.13999938964844,132.1300048828125,0.009020476512396458,0.024369947034808437
60,60,60,60,2019-05-02,135.8300018310547,134.16000366210938,131.5800018310547,0.012447809506261676,0.03229974115258716
61,61,61,61,2019-05-03,139.08999633789062,130.7100067138672,131.10000610351562,0.06411130895561645,0.06094576554074416
62,62,62,62,2019-05-06,137.77999877929688,127.0,130.8699951171875,0.08488188015194398,0.052800518987731415
63,63,63,63,2019-05-07,136.4600067138672,130.55999755859375,131.77000427246094,0.04519002194853439,0.03559233732518319
64,64,64,64,2019-05-08,134.0399932861328,136.25,131.39999389648438,-0.01622023276232798,0.020091320489163733
65,65,65,65,2019-05-09,132.83999633789062,135.35000610351562,134.13999938964844,-0.018544585537036085,-0.009691390022908641
66,66,66,66,2019-05-10,135.36000061035156,135.8300018310547,134.16000366210938,-0.0034602165528033746,0.008944520836958736
67,67,67,67,2019-05-13,131.16000366210938,139.08999633789062,130.7100067138672,-0.057013393375300425,0.0034427123030240647
68,68,68,68,2019-05-14,134.2100067138672,137.77999877929688,127.0,-0.025910815046154,0.05677170640840301
69,69,69,69,2019-05-15,135.97000122070312,136.4600067138672,130.55999755859375,-0.0035908359156944236,0.04143691607899602
70,70,70,70,2019-05-16,140.30999755859375,134.0399932861328,136.25,0.046777115685737725,0.02979814721903673
71,71,71,71,2019-05-17,138.69000244140625,132.83999633789062,135.35000610351562,0.04403798753980381,0.02467673577595697
72,72,72,72,2019-05-20,137.1199951171875,135.36000061035156,135.8300018310547,0.013002323425679307,0.009497116018133411
73,73,73,73,2019-05-21,141.02999877929688,131.16000366210938,139.08999633789062,0.07525156176889336,0.013947821500357227
74,74,74,74,2019-05-22,140.49000549316406,134.2100067138672,137.77999877929688,0.04679232892585783,0.019669086499327193
75,75,75,75,2019-05-23,141.7100067138672,135.97000122070312,136.4600067138672,0.04221523454903142,0.038472810652928846
76,76,76,76,2019-05-24,145.89999389648438,140.30999755859375,134.0399932861328,0.03984032809605198,0.08848105941809647
77,77,77,77,2019-05-28,141.4499969482422,138.69000244140625,132.83999633789062,0.019900457554624218,0.06481482119625515
78,78,78,78,2019-05-29,138.5399932861328,137.1199951171875,135.36000061035156,0.010355879663879408,0.023492853586305706
79,79,79,79,2019-05-30,140.5800018310547,141.02999877929688,131.16000366210938,-0.0031907888544082663,0.07182066106991614
80,80,80,80,2019-05-31,135.5500030517578,140.49000549316406,134.2100067138672,-0.03516266103104837,0.009984325093936208
81,81,81,81,2019-06-03,138.32000732421875,141.7100067138672,135.97000122070312,-0.02392208897776238,0.017283268974169985
82,82,82,82,2019-06-04,145.10000610351562,145.89999389648438,140.30999755859375,-0.005483124238759962,0.034138754388628456
83,83,83,83,2019-06-05,145.52999877929688,141.4499969482422,138.69000244140625,0.02884412809529846,0.04931859699678354
84,84,84,84,2019-06-06,147.13999938964844,138.5399932861328,137.1199951171875,0.0620759818123684,0.07307471287391376
85,85,85,85,2019-06-07,146.9499969482422,140.5800018310547,141.02999877929688,0.04531224238311493,0.04197687173074249
86,86,86,86,2019-06-10,149.05999755859375,135.5500030517578,140.49000549316406,0.09966797641219771,0.061000724110916726
87,87,87,87,2019-06-11,149.1300048828125,138.32000732421875,141.7100067138672,0.07815208925817485,0.052360439047380414
88,88,88,88,2019-06-12,149.0,145.10000610351562,145.89999389648438,0.026877971967155467,0.021247472468813644
89,89,89,89,2019-06-13,150.61000061035156,145.52999877929688,141.4499969482422,0.034906904924521864,0.06475789225687367
90,90,90,90,2019-06-14,152.2899932861328,147.13999938964844,138.5399932861328,0.035000638289024444,0.09924931908724366
91,91,91,91,2019-06-17,150.22000122070312,146.9499969482422,140.5800018310547,0.022252496361824914,0.06857304925371621
92,92,92,92,2019-06-18,150.66000366210938,149.05999755859375,135.5500030517578,0.010733973767084404,0.11147178362350929
93,93,93,93,2019-06-19,149.10000610351562,149.1300048828125,138.32000732421875,-0.0002011585751670042,0.0779352097200865
94,94,94,94,2019-06-20,148.4499969482422,149.0,145.10000610351562,-0.00369129564938131,0.023087461776787555
95,95,95,95,2019-06-21,146.02999877929688,150.61000061035156,145.52999877929688,-0.030409679387119692,0.003435717750250644
96,96,96,96,2019-06-24,145.92999267578125,152.2899932861328,147.13999938964844,-0.04176243279755065,-0.008223506312942885
97,97,97,97,2019-06-25,142.39999389648438,150.22000122070312,146.9499969482422,-0.05205703142506035,-0.03096293396562899
98,98,98,98,2019-06-26,141.75,150.66000366210938,149.05999755859375,-0.05913980781582984,-0.04904063919443091
99,99,99,99,2019-06-27,145.08999633789062,149.10000610351562,149.1300048828125,-0.026894765938781817,-0.027090514401153176
100,100,100,100,2019-06-28,147.47000122070312,148.4499969482422,149.0,-0.006601520698452656,-0.010268448183200496
101,101,101,101,2019-07-01,150.7100067138672,146.02999877929688,150.61000061035156,0.032048263875174454,0.0006640070586969582
102,102,102,102,2019-07-02,151.47000122070312,145.92999267578125,152.2899932861328,0.03796346757332025,-0.005384411987523263
103,103,103,103,2019-07-03,153.25,142.39999389648438,150.22000122070312,0.07619386635228986,0.02017040843213147
104,104,104,104,2019-07-05,151.39999389648438,141.75,150.66000366210938,0.06807755835262341,0.004911656819248433
105,105,105,105,2019-07-08,150.27000427246094,145.08999633789062,149.10000610351562,0.035702033670928834,0.007847069893028857
106,106,106,106,2019-07-09,149.8800048828125,147.47000122070312,148.4499969482422,0.01634233160751508,0.009632926668694308
107,107,107,107,2019-07-10,148.60000610351562,150.7100067138672,146.02999877929688,-0.014000401541733987,0.017599173770472598
108,108,108,108,2019-07-11,148.9600067138672,151.47000122070312,145.92999267578125,-0.016570901740330046,0.02076347694211056
109,109,109,109,2019-07-12,151.1300048828125,153.25,142.39999389648438,-0.013833573358482898,0.06130625955415625
110,110,110,110,2019-07-15,149.5800018310547,151.39999389648438,141.75,-0.012021084140030114,0.055238108155588606
111,111,111,111,2019-07-16,150.0399932861328,150.27000427246094,145.08999633789062,-0.001530651359476165,0.034116734945078164
112,112,112,112,2019-07-17,150.9499969482422,149.8800048828125,147.47000122070312,0.00713899139692642,0.023597990769193222
113,113,113,113,2019-07-18,154.50999450683594,148.60000610351562,150.7100067138672,0.03977111817346346,0.025213905007537285
114,114,114,114,2019-07-19,152.97999572753906,148.9600067138672,151.47000122070312,0.026987035663832648,0.009968934407254437
115,115,115,115,2019-07-22,151.80999755859375,151.1300048828125,153.25,0.00449938896189761,-0.009396427023858123
116,116,116,116,2019-07-23,153.97999572753906,149.5800018310547,151.39999389648438,0.029415656121291045,0.017040963903992568
117,117,117,117,2019-07-24,154.44000244140625,150.0399932861328,150.27000427246094,0.029325575527602288,0.02775003693607747
118,118,118,118,2019-07-25,156.36000061035156,150.9499969482422,149.8800048828125,0.035839706998896936,0.043234557755756686
119,119,119,119,2019-07-26,128.83999633789062,154.50999450683594,148.60000610351562,-0.16613810809377516,-0.1329744882504249
120,120,120,120,2019-07-29,124.4800033569336,152.97999572753906,148.9600067138672,-0.18629881792757153,-0.1643394351072801
121,121,121,121,2019-07-30,125.25,151.80999755859375,151.1300048828125,-0.17495552325756702,-0.17124332724583768
122,122,122,122,2019-07-31,124.69000244140624,153.97999572753906,149.5800018310547,-0.190219470702936,-0.16639924511941662
123,123,123,123,2019-08-01,122.38999938964844,154.44000244140625,150.0399932861328,-0.20752397400354494,-0.18428415844937174
124,124,124,124,2019-08-02,120.37999725341795,156.36000061035156,150.9499969482422,-0.2301100231292248,-0.20251739193678875
125,125,125,125,2019-08-05,118.23999786376952,128.83999633789062,154.50999450683594,-0.08227257664865173,-0.23474207451001972
126,126,126,126,2019-08-06,117.52999877929688,124.4800033569336,152.97999572753906,-0.05583229747920471,-0.23172962438421985
127,127,127,127,2019-08-07,118.4499969482422,125.25,151.80999755859375,-0.054291441531000406,-0.21974837722710372
128,128,128,128,2019-08-08,117.95999908447266,124.69000244140624,153.97999572753906,-0.05397388102623635,-0.23392646864857847
129,129,129,129,2019-08-09,116.7699966430664,122.38999938964844,154.44000244140625,-0.04591880688462002,-0.24391352760196727
130,130,130,130,2019-08-12,113.93000030517578,120.37999725341795,156.36000061035156,-0.053580304829746406,-0.2713609627753274
131,131,131,131,2019-08-13,114.80999755859376,118.23999786376952,128.83999633789062,-0.029008798774908917,-0.1088947468028666
132,132,132,132,2019-08-14,112.45999908447266,117.52999877929688,124.4800033569336,-0.043137920084087567,-0.09656172837652333
133,133,133,133,2019-08-15,110.4499969482422,118.4499969482422,125.25,-0.06753904775105801,-0.11816369702002238
134,134,134,134,2019-08-16,111.33999633789062,117.95999908447266,124.69000244140624,-0.056120742607342344,-0.10706556934898603
135,135,135,135,2019-08-19,114.06999969482422,116.7699966430664,122.38999938964844,-0.023122351852893575,-0.06797940792806234
136,136,136,136,2019-08-20,113.02999877929688,113.93000030517578,120.37999725341795,-0.00789960083795438,-0.06105664264676991
137,137,137,137,2019-08-21,115.9800033569336,114.80999755859376,118.23999786376952,0.010190800655166976,-0.019113621005303005
138,138,138,138,2019-08-22,116.3000030517578,112.45999908447266,117.52999877929688,0.03414550950156747,-0.010465376842629048
139,139,139,139,2019-08-23,112.08999633789062,110.4499969482422,118.4499969482422,0.014848342552847171,-0.05369354811491167
140,140,140,140,2019-08-26,113.58000183105467,111.33999633789062,117.95999908447266,0.020118605773671527,-0.037131207929913645
141,141,141,141,2019-08-27,112.58000183105467,114.06999969482422,116.7699966430664,-0.013062136124798784,-0.03588246067026435
142,142,142,142,2019-08-28,113.18000030517578,113.02999877929688,113.93000030517578,0.0013270948199495258,-0.006582989537356587
143,143,143,143,2019-08-29,116.70999908447266,115.9800033569336,114.80999755859376,0.006294151633126521,0.01654909473287991
144,144,144,144,2019-08-30,118.88999938964844,116.3000030517578,112.45999908447266,0.02226995932870257,0.05717588793812789
145,145,145,145,2019-09-03,114.33999633789062,112.08999633789062,110.4499969482422,0.020073156155857808,0.035219551807423866
146,146,146,146,2019-09-04,115.01000213623048,113.58000183105467,111.33999633789062,0.012590247245310549,0.03296215123990365
147,147,147,147,2019-09-05,117.83000183105467,112.58000183105467,114.06999969482422,0.046633504304596674,0.032962234998594964
148,148,148,148,2019-09-06,118.80999755859376,113.18000030517578,113.02999877929688,0.04974374658276548,0.05113685607112983
149,149,149,149,2019-09-09,121.29000091552734,116.70999908447266,115.9800033569336,0.03924258304328965,0.04578373344456632
150,150,150,150,2019-09-10,125.9000015258789,118.88999938964844,116.3000030517578,0.058962084045908636,0.08254512658824908
151,151,151,151,2019-09-11,129.0800018310547,114.33999633789062,112.08999633789062,0.12891381813241698,0.15157468149029452
152,152,152,152,2019-09-12,125.41000366210938,115.01000213623048,113.58000183105467,0.09042693098605459,0.10415567565011408
153,153,153,153,2019-09-13,125.6500015258789,117.83000183105467,112.58000183105467,0.06636679600528739,0.116095216577079
154,154,154,154,2019-09-16,122.4499969482422,118.80999755859376,113.18000030517578,0.030637147247253305,0.0819049003187049
155,155,155,155,2019-09-17,122.1999969482422,121.29000091552734,116.70999908447266,0.007502646762684417,0.047039653044603114
156,156,156,156,2019-09-18,122.94000244140624,125.9000015258789,118.88999938964844,-0.023510715239064117,0.03406512803893946
157,157,157,157,2019-09-19,124.2300033569336,129.0800018310547,114.33999633789062,-0.03757358541464051,0.08649647836105068
158,158,158,158,2019-09-20,123.38999938964844,125.41000366210938,115.01000213623048,-0.016107202084958194,0.07286320404978142
159,159,159,159,2019-09-23,121.6999969482422,125.6500015258789,117.83000183105467,-0.03143656609365941,0.032843885742583234
160,160,160,160,2019-09-24,120.13999938964844,122.4499969482422,118.80999755859376,-0.01886482332515016,0.011194359552097133
161,161,161,161,2019-09-25,122.2300033569336,122.1999969482422,121.29000091552734,0.0002455516320847284,0.00775004068192664
162,162,162,162,2019-09-26,121.5199966430664,122.94000244140624,125.9000015258789,-0.011550396698719823,-0.03478955385010207
163,163,163,163,2019-09-27,123.58000183105467,124.2300033569336,129.0800018310547,-0.005232242681434629,-0.04260923397877425
164,164,164,164,2019-09-30,124.06999969482422,123.38999938964844,125.41000366210938,0.005510983941481529,-0.010684984675508935
165,165,165,165,2019-10-01,121.2699966430664,121.6999969482422,125.6500015258789,-0.003533281150028822,-0.034858773017288014
166,166,166,166,2019-10-02,118.9800033569336,120.13999938964844,122.4499969482422,-0.009655369057832597,-0.028338045551567603
167,167,167,167,2019-10-03,121.9499969482422,122.2300033569336,122.1999969482422,-0.002290815683557823,-0.0020458265650029617
168,168,168,168,2019-10-04,124.05999755859376,121.5199966430664,122.94000244140624,0.0209019172621272,0.009110095127266016
169,169,169,169,2019-10-07,124.05999755859376,123.58000183105467,124.2300033569336,0.0038840890146230045,-0.0013684761631325149
170,170,170,170,2019-10-08,122.30999755859376,124.06999969482422,123.38999938964844,-0.014185557673567661,-0.008752750112625995
171,171,171,171,2019-10-09,123.12999725341795,121.2699966430664,121.6999969482422,0.015337681717152885,0.011750208225427716
172,172,172,172,2019-10-10,123.41000366210938,118.9800033569336,120.13999938964844,0.037233149942734745,0.027218281081019313
173,173,173,173,2019-10-11,124.41999816894533,121.9499969482422,122.2300033569336,0.020254213058745973,0.017916998706255072
174,174,174,174,2019-10-14,123.26000213623048,124.05999755859376,121.5199966430664,-0.006448455893169336,0.01431867627741057
175,175,175,175,2019-10-15,125.01000213623048,124.05999755859376,123.58000183105467,0.007657622088764082,0.011571453989220215
176,176,176,176,2019-10-16,125.5500030517578,122.30999755859376,124.06999969482422,0.02649011166574411,0.011928776985362655
177,177,177,177,2019-10-17,125.08000183105467,123.12999725341795,121.2699966430664,0.015836957858639034,0.03141754179479572
178,178,178,178,2019-10-18,125.16999816894533,123.41000366210938,118.9800033569336,0.014261360137827417,0.052025505440961295
179,179,179,179,2019-10-21,125.87000274658205,124.41999816894533,121.9499969482422,0.011654111870889272,0.032144369794478767
180,180,180,180,2019-10-22,125.9000015258789,123.26000213623048,124.05999755859376,0.02141813519304203,0.014831565399766378
181,181,181,181,2019-10-23,128.5,125.01000213623048,124.05999755859376,0.02791774901312505,0.035789154673400825
182,182,182,182,2019-10-24,129.9199981689453,125.5500030517578,122.30999755859376,0.03480681012318243,0.0622189580758179
183,183,183,183,2019-10-25,144.1300048828125,125.08000183105467,123.12999725341795,0.1523025485519951,0.1705515154538153
184,184,184,184,2019-10-28,145.1999969482422,125.16999816894533,123.41000366210938,0.1600223621659067,0.1765658588406882
185,185,185,185,2019-10-29,144.69000244140625,125.87000274658205,124.41999816894533,0.1495193396691592,0.1629159666514144
186,186,186,186,2019-10-30,144.3300018310547,125.9000015258789,123.26000213623048,0.14638602130109968,0.17093947208874005
187,187,187,187,2019-10-31,143.3800048828125,128.5,125.01000213623048,0.11579770336819073,0.14694826360024527
188,188,188,188,2019-11-01,143.02999877929688,129.9199981689453,125.5500030517578,0.1009082573516018,0.13922736202828268
189,189,189,189,2019-11-04,147.42999267578125,144.1300048828125,125.08000183105467,0.02289591119941936,0.178685565378506
190,190,190,190,2019-11-05,148.6999969482422,145.1999969482422,125.16999816894533,0.02410468370221519,0.18798433429341266
191,191,191,191,2019-11-06,150.1699981689453,144.69000244140625,125.87000274658205,0.03787404544248485,0.19305628737680403
192,192,192,192,2019-11-07,152.1199951171875,144.3300018310547,125.9000015258789,0.05397348567383364,0.20826047079847765
193,193,193,193,2019-11-08,152.02999877929688,143.3800048828125,128.5,0.06032915052244703,0.18311283096729092
194,194,194,194,2019-11-11,150.05999755859375,143.02999877929688,129.9199981689453,0.04915051974617257,0.1550184703932862
195,195,195,195,2019-11-12,148.92999267578125,147.42999267578125,144.1300048828125,0.01017432052173195,0.03330318206033134
196,196,196,196,2019-11-13,147.11000061035156,148.6999969482422,145.1999969482422,-0.010692645396919942,0.013154295470062749
197,197,197,197,2019-11-14,143.22000122070312,150.1699981689453,144.69000244140625,-0.04628086190973546,-0.010159659934337317
198,198,198,198,2019-11-15,140.30999755859375,152.1199951171875,144.3300018310547,-0.07763606322427086,-0.027852866496645312
199,199,199,199,2019-11-18,141.83999633789062,152.02999877929688,143.3800048828125,-0.06702626141699286,-0.010740748308528447
200,200,200,200,2019-11-19,138.72999572753906,150.05999755859375,143.02999877929688,-0.07550314551105253,-0.030063644609219065
201,201,201,201,2019-11-20,140.00999450683594,148.92999267578125,147.42999267578125,-0.05989390054133714,-0.050328959761009484
202,202,202,202,2019-11-21,138.82000732421875,147.11000061035156,148.6999969482422,-0.05635234349628215,-0.0664424332669109
203,203,203,203,2019-11-22,140.27000427246094,143.22000122070312,150.1699981689453,-0.02059766040426314,-0.06592524483716522
204,204,204,204,2019-11-25,141.42999267578125,140.30999755859375,152.1199951171875,0.007982290190831076,-0.07027348661936961
205,205,205,205,2019-11-26,141.5,141.83999633789062,152.02999877929688,-0.0023970413611734687,-0.06926263805726496
206,206,206,206,2019-11-27,141.25999450683594,138.72999572753906,150.05999755859375,0.01823685473374992,-0.05864323067392885
207,207,207,207,2019-11-29,139.3699951171875,140.00999450683594,148.92999267578125,-0.004571097884138453,-0.06419121754343837
208,208,208,208,2019-12-02,137.64999389648438,138.82000732421875,147.11000061035156,-0.008428276660451206,-0.06430566701528195
209,209,209,209,2019-12-03,133.86000061035156,140.27000427246094,143.22000122070312,-0.04569760794801547,-0.0653540045424782
210,210,210,210,2019-12-04,134.8300018310547,141.42999267578125,140.30999755859375,-0.046666132974047425,-0.039056345398699066
211,211,211,211,2019-12-05,138.00999450683594,141.5,141.83999633789062,-0.024664349775011085,-0.027002269669627377
212,212,212,212,2019-12-06,138.72000122070312,141.25999450683594,138.72999572753906,-0.01798098106261714,-7.20428684763963e-05
213,213,213,213,2019-12-09,138.8800048828125,139.3699951171875,140.00999450683594,-0.003515751248774901,-0.008070778289818947
214,214,214,214,2019-12-10,133.5399932861328,137.64999389648438,138.82000732421875,-0.029858342118361247,-0.03803496441081644
215,215,215,215,2019-12-11,136.6699981689453,133.86000061035156,140.27000427246094,0.02099206294472733,-0.025664832065756316
216,216,216,216,2019-12-12,139.05999755859375,134.8300018310547,141.42999267578125,0.03137280775861262,-0.01675737283406753
217,217,217,217,2019-12-13,137.94000244140625,138.00999450683594,141.5,-0.000507152149956891,-0.025158993346952263
218,218,218,218,2019-12-16,137.35000610351562,138.72000122070312,141.25999450683594,-0.00987597394126205,-0.027679375303466425
219,219,219,219,2019-12-17,135.30999755859375,138.8800048828125,139.3699951171875,-0.025705696995266814,-0.029131073407729913
220,220,220,220,2019-12-18,136.02999877929688,133.5399932861328,137.64999389648438,0.018646140619677842,-0.011768944344492827
221,221,221,221,2019-12-19,136.02000427246094,136.6699981689453,133.86000061035156,-0.004755936966362451,0.01613628905020592
222,222,222,222,2019-12-20,136.69000244140625,139.05999755859375,134.8300018310547,-0.017042968206502973,0.013795153786930747
223,223,223,223,2019-12-23,134.5500030517578,137.94000244140625,138.00999450683594,-0.024575897706602068,-0.025070586137199924
224,224,224,224,2019-12-24,135.13999938964844,137.35000610351562,138.72000122070312,-0.01609032847222147,-0.02580739474878546
225,225,225,225,2019-12-26,134.47000122070312,135.30999755859375,138.8800048828125,-0.0062079399382656275,-0.03175405751051463
226,226,226,226,2019-12-27,134.4199981689453,136.02999877929688,133.5399932861328,-0.011835629087696531,0.006589822727689709
227,227,227,227,2019-12-30,135.3800048828125,136.02000427246094,136.6699981689453,-0.004705185778162924,-0.00943874517754939
228,228,228,228,2019-12-31,136.3800048828125,136.69000244140625,139.05999755859375,-0.0022678875781469987,-0.01927220424875975
229,229,229,229,2020-01-02,134.7899932861328,134.5500030517578,137.94000244140625,0.0017836509025026537,-0.022836081626223637
230,230,230,230,2020-01-03,130.9499969482422,135.13999938964844,137.35000610351562,-0.031004902029969972,-0.04659635144428009
231,231,231,231,2020-01-06,131.0,134.47000122070312,135.30999755859375,-0.025805021114024385,-0.031852765031108454
232,232,232,232,2020-01-07,128.00999450683594,134.4199981689453,136.02999877929688,-0.04768638409035675,-0.05895761482342632
233,233,233,233,2020-01-08,127.61000061035156,135.3800048828125,136.02000427246094,-0.05739403155722145,-0.06182916775434988
234,234,234,234,2020-01-09,126.75,136.3800048828125,136.69000244140625,-0.07061155989169599,-0.07271930839029095
235,235,235,235,2020-01-10,127.0,134.7899932861328,134.5500030517578,-0.057793557935685747,-0.056112990564954
236,236,236,236,2020-01-13,129.9199981689453,130.9499969482422,135.13999938964844,-0.007865588417722336,-0.03862661864939276
237,237,237,237,2020-01-14,132.5800018310547,131.0,134.47000122070312,0.012061082679806878,-0.014055174927428027
238,238,238,238,2020-01-15,137.5,128.00999450683594,134.4199981689453,0.07413487930942209,0.02291327088982409
239,239,239,239,2020-01-16,140.64999389648438,127.61000061035156,135.3800048828125,0.10218629593106532,0.03892738088046066
240,240,240,240,2020-01-17,139.6999969482422,126.75,136.3800048828125,0.10216960116956364,0.024343686365772443
241,241,241,241,2020-01-21,141.2899932861328,127.0,134.7899932861328,0.11251963217427408,0.048223164357622306
242,242,242,242,2020-01-22,141.19000244140625,129.9199981689453,130.9499969482422,0.08674572376306267,0.07819782918522256
243,243,243,243,2020-01-23,143.80999755859375,132.5800018310547,131.0,0.08470354180451234,0.09778624090529586
244,244,244,244,2020-01-24,141.86000061035156,137.5,128.00999450683594,0.03170909534801147,0.1081947246140691
245,245,245,245,2020-01-27,139.9199981689453,140.64999389648438,127.61000061035156,-0.005190158259632205,0.0964657746235853
