,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,DPZ,DPZ_6m,DPZ_12m,DPZ_6m_ret,DPZ_12m_ret
44,44,44,44,2019-04-09,235.7770233154297,237.3182678222656,227.61431884765625,-0.006494420008114177,0.0358619989686888
45,45,45,45,2019-04-10,236.83306884765625,233.2939910888672,230.7633514404297,0.01517003392273808,0.02630277888295196
46,46,46,46,2019-04-11,243.12159729003903,240.80029296875,233.4652099609375,0.009639956383235226,0.04136114040596106
47,47,47,47,2019-04-12,245.0814208984375,236.83306884765625,235.53921508789065,0.034827704133188586,0.04051217461596024
48,48,48,48,2019-04-15,246.30862426757807,242.17971801757807,241.5708770751953,0.01704893491411319,0.019612244860575778
49,49,49,49,2019-04-16,242.92176818847656,235.463119506836,245.547607421875,0.03167650499688568,-0.01069380907828188
50,50,50,50,2019-04-17,252.3498077392578,235.7770233154297,237.3182678222656,0.07029007403175402,0.06333916076047608
51,51,51,51,2019-04-18,254.59510803222656,236.83306884765625,233.2939910888672,0.07499813801760857,0.09130589623821583
52,52,52,52,2019-04-22,253.0634307861328,243.12159729003903,240.80029296875,0.0408924324572999,0.05092659010582801
53,53,53,53,2019-04-23,257.0591125488281,245.0814208984375,236.83306884765625,0.048872295608871186,0.08540210959383532
54,54,54,54,2019-04-24,269.6361999511719,246.30862426757807,242.17971801757807,0.09470872468619618,0.1133723424832831
55,55,55,55,2019-04-25,263.0050964355469,242.92176818847656,235.463119506836,0.08267405756526602,0.11696938775973065
56,56,56,56,2019-04-26,260.13201904296875,252.3498077392578,235.7770233154297,0.030838982495885015,0.10329673089033875
57,57,57,57,2019-04-29,255.7937774658203,254.59510803222656,236.83306884765625,0.0047081400850876864,0.08005937984260392
58,58,58,58,2019-04-30,257.420654296875,253.0634307861328,243.12159729003903,0.01721791053415589,0.058814425235029555
59,59,59,59,2019-05-01,258.2578430175781,257.0591125488281,245.0814208984375,0.004663248296721267,0.05376344755484741
60,60,60,60,2019-05-02,260.97869873046875,269.6361999511719,246.30862426757807,-0.03210808200928106,0.05955972717769642
61,61,61,61,2019-05-03,266.14471435546875,263.0050964355469,242.92176818847656,0.01193747939668266,0.09559845682077417
62,62,62,62,2019-05-06,268.30419921875,260.13201904296875,252.3498077392578,0.031415510500579114,0.0632233153748909
63,63,63,63,2019-05-07,263.8994445800781,255.7937774658203,254.59510803222656,0.03168828888083852,0.03654562186903387
64,64,64,64,2019-05-08,269.3793640136719,257.420654296875,253.0634307861328,0.04645590599348437,0.06447369016081939
65,65,65,65,2019-05-09,268.4374389648437,258.2578430175781,257.0591125488281,0.039416405822659595,0.044263462606696224
66,66,66,66,2019-05-10,264.8317565917969,260.97869873046875,269.6361999511719,0.014763878738270009,-0.017818243100314546
67,67,67,67,2019-05-13,260.5601501464844,266.14471435546875,263.0050964355469,-0.020983186619011773,-0.00929619358027034
68,68,68,68,2019-05-14,259.5897216796875,268.30419921875,260.13201904296875,-0.03247984028739537,-0.0020847005504219807
69,69,69,69,2019-05-15,263.21441650390625,263.8994445800781,255.7937774658203,-0.0025957920345831553,0.02901024063838875
70,70,70,70,2019-05-16,264.3275146484375,269.3793640136719,257.420654296875,-0.018753661341994965,0.026831026323152152
71,71,71,71,2019-05-17,267.57177734375,268.4374389648437,258.2578430175781,-0.003224817016701853,0.036064478109723686
72,72,72,72,2019-05-20,271.0061340332031,264.8317565917969,260.97869873046875,0.023314339340818613,0.03842242815797947
73,73,73,73,2019-05-21,271.1108093261719,260.5601501464844,266.14471435546875,0.04049222098527361,0.018659378536709514
74,74,74,74,2019-05-22,270.59698486328125,259.5897216796875,268.30419921875,0.04240253856112153,0.008545470593480875
75,75,75,75,2019-05-23,271.4342956542969,263.21441650390625,263.8994445800781,0.031228833357874297,0.028551977766411607
76,76,76,76,2019-05-24,268.865478515625,264.3275146484375,269.3793640136719,0.017167958747023038,-0.0019076646792468566
77,77,77,77,2019-05-28,267.0770568847656,267.57177734375,268.4374389648437,-0.0018489261606571272,-0.00506778072881342
78,78,78,78,2019-05-29,264.2229309082031,271.0061340332031,264.8317565917969,-0.02502970329139831,-0.0022989149467153025
79,79,79,79,2019-05-30,263.79473876953125,271.1108093261719,260.5601501464844,-0.026985536190254567,0.012413980500197042
80,80,80,80,2019-05-31,265.9068298339844,270.59698486328125,259.5897216796875,-0.017332621173390295,0.02433497025006126
81,81,81,81,2019-06-03,263.043212890625,271.4342956542969,263.21441650390625,-0.03091386349482861,-0.0006504340284823051
82,82,82,82,2019-06-04,270.1879272460937,268.865478515625,264.3275146484375,0.004918625990103953,0.022171027505217156
83,83,83,83,2019-06-05,271.4627990722656,267.0770568847656,267.57177734375,0.01642126148406775,0.014541973623461768
84,84,84,84,2019-06-06,273.0420837402344,264.2229309082031,271.0061340332031,0.03337769663563073,0.007512559500892468
85,85,85,85,2019-06-07,273.0420837402344,263.79473876953125,271.1108093261719,0.035055077344746444,0.007123561096153086
86,86,86,86,2019-06-10,268.89404296875,265.9068298339844,270.59698486328125,0.011234059450938805,-0.006293277419153975
87,87,87,87,2019-06-11,266.50616455078125,263.043212890625,271.4342956542969,0.013164953477040164,-0.01815588959249337
88,88,88,88,2019-06-12,268.2851867675781,270.1879272460937,268.865478515625,-0.007042285337873433,-0.002158297715462054
89,89,89,89,2019-06-13,268.22802734375,271.4627990722656,267.0770568847656,-0.011916077413076764,0.004309507047926431
90,90,90,90,2019-06-14,267.61773681640625,273.0420837402344,264.2229309082031,-0.019866340197537857,0.012848263761719325
91,91,91,91,2019-06-17,268.9049987792969,273.0420837402344,263.79473876953125,-0.015151821668902277,0.01937210739532702
92,92,92,92,2019-06-18,269.2388000488281,268.89404296875,265.9068298339844,0.0012821298540934833,0.012530592828036813
93,93,93,93,2019-06-19,267.6463317871094,266.50616455078125,263.043212890625,0.004278202113072949,0.0174994779218971
94,94,94,94,2019-06-20,268.7333679199219,268.2851867675781,270.1879272460937,0.0016705400612819776,-0.005383509696371358
95,95,95,95,2019-06-21,267.31256103515625,268.22802734375,271.4627990722656,-0.0034130151038263,-0.015288422764713872
96,96,96,96,2019-06-24,261.6293334960937,267.61773681640625,273.0420837402344,-0.022376705638239458,-0.04179850258906792
97,97,97,97,2019-06-25,264.270751953125,268.9049987792969,273.0420837402344,-0.01723376972242685,-0.032124468385811955
98,98,98,98,2019-06-26,263.0596618652344,269.2388000488281,268.89404296875,-0.022950400100108626,-0.02169769563914692
99,99,99,99,2019-06-27,265.0335388183594,267.6463317871094,266.50616455078125,-0.009762110137299662,-0.005525672304444118
100,100,100,100,2019-06-28,265.3577880859375,268.7333679199219,268.2851867675781,-0.012561074421507001,-0.010911518138258969
101,101,101,101,2019-07-01,258.5111389160156,267.31256103515625,268.22802734375,-0.032925583762534405,-0.03622622335167691
102,102,102,102,2019-07-02,261.0953674316406,261.6293334960937,267.61773681640625,-0.0020409258293700994,-0.02437196227109628
103,103,103,103,2019-07-03,267.913330078125,264.270751953125,268.9049987792969,0.013783508383274024,-0.0036878031485974017
104,104,104,104,2019-07-05,265.3387451171875,263.0596618652344,269.2388000488281,0.00866375040473022,-0.014485486233534406
105,105,105,105,2019-07-08,264.3374938964844,265.0335388183594,267.6463317871094,-0.0026262522282209932,-0.01236272460202037
106,106,106,106,2019-07-09,266.9978942871094,265.3577880859375,268.7333679199219,0.006180735123706649,-0.006457975971668861
107,107,107,107,2019-07-10,262.5639343261719,258.5111389160156,267.31256103515625,0.015677449827308676,-0.01776432312269771
108,108,108,108,2019-07-11,264.7474975585937,261.0953674316406,261.6293334960937,0.013987724726327366,0.011918250988269152
109,109,109,109,2019-07-12,269.0098571777344,267.913330078125,264.270751953125,0.004092842634181748,0.01793276474821548
110,110,110,110,2019-07-15,257.3860168457031,265.3387451171875,263.0596618652344,-0.029971982674343423,-0.02156790204663861
111,111,111,111,2019-07-16,235.0916442871093,264.3374938964844,265.0335388183594,-0.11063829492469912,-0.11297398308434747
112,112,112,112,2019-07-17,241.26123046875,266.9978942871094,265.3577880859375,-0.09639275952747439,-0.09080780251825016
113,113,113,113,2019-07-18,240.94656372070312,262.5639343261719,258.5111389160156,-0.08233183533353983,-0.06794513872386299
114,114,114,114,2019-07-19,245.9527740478516,264.7474975585937,261.0953674316406,-0.07099112809020025,-0.05799640772161008
115,115,115,115,2019-07-22,243.54022216796875,269.0098571777344,267.913330078125,-0.0946791886251881,-0.0909738530107812
116,116,116,116,2019-07-23,245.7429656982422,257.3860168457031,265.3387451171875,-0.04523575635595101,-0.07385193372453314
117,117,117,117,2019-07-24,250.0339508056641,235.0916442871093,264.3374938964844,0.06355949639922676,-0.05411091283335545
118,118,118,118,2019-07-25,248.56553649902344,241.26123046875,266.9978942871094,0.03027550682752378,-0.06903559234914858
119,119,119,119,2019-07-26,247.0302734375,240.94656372070312,262.5639343261719,0.02524920722193369,-0.059161441682904825
120,120,120,120,2019-07-29,240.7558441162109,245.9527740478516,264.7474975585937,-0.021129787829226032,-0.09062088844512295
121,121,121,121,2019-07-30,236.0547790527344,243.54022216796875,269.0098571777344,-0.030735962415570417,-0.12250509505763796
122,122,122,122,2019-07-31,233.17501831054688,245.7429656982422,257.3860168457031,-0.05114265367468551,-0.09406493340961164
123,123,123,123,2019-08-01,234.41465759277344,250.0339508056641,235.0916442871093,-0.06246868940222672,-0.002879671442125198
124,124,124,124,2019-08-02,233.3848114013672,248.56553649902344,241.26123046875,-0.06107333024309225,-0.03264684944232277
125,125,125,125,2019-08-05,228.58839416503903,247.0302734375,240.94656372070312,-0.07465432886357093,-0.05129008426112791
126,126,126,126,2019-08-06,231.248764038086,240.7558441162109,245.9527740478516,-0.0394884706247709,-0.059783875447994905
127,127,127,127,2019-08-07,234.3288116455078,236.0547790527344,243.54022216796875,-0.0073117240589355426,-0.03782295359863741
128,128,128,128,2019-08-08,235.2919158935547,233.17501831054688,245.7429656982422,0.009078577964078738,-0.04252837827928213
129,129,129,129,2019-08-09,236.3217620849609,234.41465759277344,250.0339508056641,0.008135602576100354,-0.05484130725655256
130,130,130,130,2019-08-12,228.86489868164065,233.3848114013672,248.56553649902344,-0.019366781808064393,-0.07925731819004678
131,131,131,131,2019-08-13,229.4275054931641,228.58839416503903,247.0302734375,0.0036708395944162753,-0.0712575333354416
132,132,132,132,2019-08-14,225.23182678222656,231.248764038086,240.7558441162109,-0.026019327198948616,-0.06448033438594758
133,133,133,133,2019-08-15,222.0755157470703,234.3288116455078,236.0547790527344,-0.052291034177112894,-0.05922042062338906
134,134,134,134,2019-08-16,224.0398406982422,235.2919158935547,233.17501831054688,-0.047821767069986865,-0.03917734274663287
135,135,135,135,2019-08-19,221.24591064453125,236.3217620849609,234.41465759277344,-0.06379375012873201,-0.056177148150518
136,136,136,136,2019-08-20,221.6368408203125,228.86489868164065,233.3848114013672,-0.0315822037497443,-0.05033733990876954
137,137,137,137,2019-08-21,220.76914978027344,229.4275054931641,228.58839416503903,-0.03773896113405917,-0.03420665521242594
138,138,138,138,2019-08-22,221.0837860107422,225.23182678222656,231.248764038086,-0.01841676121330338,-0.04395689667629821
139,139,139,139,2019-08-23,215.64849853515625,222.0755157470703,234.3288116455078,-0.028940683489097507,-0.07971837939677306
140,140,140,140,2019-08-26,217.1169586181641,224.0398406982422,235.2919158935547,-0.030900227649253154,-0.07724429123018783
141,141,141,141,2019-08-27,212.1203155517578,221.24591064453125,236.3217620849609,-0.04124638989343965,-0.10240887813159727
142,142,142,142,2019-08-28,215.36241149902344,221.6368408203125,228.86489868164065,-0.028309505306367,-0.058997632491471164
143,143,143,143,2019-08-29,214.79981994628903,220.76914978027344,229.4275054931641,-0.027038786170647255,-0.0637573316043002
144,144,144,144,2019-08-30,216.3064727783203,221.0837860107422,225.23182678222656,-0.021608609652585486,-0.03962741026176575
145,145,145,145,2019-09-03,216.3350524902344,215.64849853515625,222.0755157470703,0.0031836713899782154,-0.025849149725149956
146,146,146,146,2019-09-04,227.95899963378903,217.1169586181641,224.0398406982422,0.04993640793712695,0.017493133914630477
147,147,147,147,2019-09-05,233.4610748291016,212.1203155517578,221.24591064453125,0.10060686182666267,0.05521080208436513
148,148,148,148,2019-09-06,226.32839965820312,215.36241149902344,221.6368408203125,0.05091876564183728,0.021167775269338884
149,149,149,149,2019-09-09,228.09249877929688,214.79981994628903,220.76914978027344,0.06188403154309752,0.03317197627617907
150,150,150,150,2019-09-10,232.25958251953125,216.3064727783203,221.0837860107422,0.07375234562472088,0.05055005032456816
151,151,151,151,2019-09-11,237.52325439453125,216.3350524902344,215.64849853515625,0.09794160336200397,0.10143708863249445
152,152,152,152,2019-09-12,235.9457397460937,227.95899963378903,217.1169586181641,0.03503586226091171,0.08672183530832855
153,153,153,153,2019-09-13,234.2822113037109,233.4610748291016,212.1203155517578,0.0035172307641022638,0.10447795014026151
154,154,154,154,2019-09-16,234.0336151123047,226.32839965820312,215.36241149902344,0.03404440390926555,0.08669666857517488
155,155,155,155,2019-09-17,232.83859252929688,228.09249877929688,214.79981994628903,0.02080775902495735,0.08397945858389666
156,156,156,156,2019-09-18,234.23440551757807,232.25958251953125,216.3064727783203,0.008502654558421696,0.08288209090086274
157,157,157,157,2019-09-19,236.1560821533203,237.52325439453125,216.3350524902344,-0.005755951116011682,0.09162190516481683
158,158,158,158,2019-09-20,236.73928833007807,235.9457397460937,227.95899963378903,0.003363267270001691,0.038516964499731854
159,159,159,159,2019-09-23,235.4390106201172,234.2822113037109,233.4610748291016,0.0049376318840812505,0.008472229438948098
160,160,160,160,2019-09-24,232.29360961914065,234.0336151123047,226.32839965820312,-0.00743485286217993,0.026356435913239773
161,161,161,161,2019-09-25,230.8404083251953,232.83859252929688,228.09249877929688,-0.008581842822512953,0.012047347285003562
162,162,162,162,2019-09-26,228.93785095214844,234.23440551757807,232.25958251953125,-0.022612197186515193,-0.014301806329577338
163,163,163,163,2019-09-27,229.89390563964844,236.1560821533203,237.52325439453125,-0.026517108755243712,-0.03212042868952236
164,164,164,164,2019-09-30,233.8424224853516,236.73928833007807,235.9457397460937,-0.012236523414260958,-0.008914410842957077
165,165,165,165,2019-10-01,234.9705810546875,235.4390106201172,234.2822113037109,-0.0019896004667870892,0.002938207502592771
166,166,166,166,2019-10-02,231.1272125244141,232.29360961914065,234.0336151123047,-0.005021219036713709,-0.012418739874166862
167,167,167,167,2019-10-03,232.6569366455078,230.8404083251953,232.83859252929688,0.007869195577550059,-0.0007801794445488897
168,168,168,168,2019-10-04,231.49053955078125,228.93785095214844,234.23440551757807,0.011150137856261955,-0.011714188446115825
169,169,169,169,2019-10-07,231.5669708251953,229.89390563964844,236.1560821533203,0.007277553447499141,-0.019432534983984007
170,170,170,170,2019-10-08,242.341796875,233.8424224853516,236.73928833007807,0.03634658886661524,0.023665309566659465
171,171,171,171,2019-10-09,237.2842712402344,234.9705810546875,235.4390106201172,0.009846722832967725,0.007837531321835955
172,172,172,172,2019-10-10,243.5751037597656,231.1272125244141,232.29360961914065,0.05385731562888396,0.048565667213668284
173,173,173,173,2019-10-11,246.46237182617188,232.6569366455078,230.8404083251953,0.05933816278901238,0.06767430197476165
174,174,174,174,2019-10-14,241.1180114746093,231.49053955078125,228.93785095214844,0.041589051295619406,0.053202912807138736
175,175,175,175,2019-10-15,244.492919921875,231.5669708251953,229.89390563964844,0.05581948518226798,0.063503267916593
176,176,176,176,2019-10-16,244.7128143310547,242.341796875,233.8424224853516,0.009783774349406471,0.04648597003986321
177,177,177,177,2019-10-17,245.18130493164065,237.2842712402344,234.9705810546875,0.03328089826658176,0.043455328880412925
178,178,178,178,2019-10-18,244.46424865722656,243.5751037597656,231.1272125244141,0.0036503931795013322,0.057704309186023206
179,179,179,179,2019-10-21,246.2042236328125,246.46237182617188,232.6569366455078,-0.0010474142216786442,0.058228596931740206
180,180,180,180,2019-10-22,247.5618438720703,241.1180114746093,231.49053955078125,0.026724807317596744,0.06942531799561324
181,181,181,181,2019-10-23,244.7510681152344,244.492919921875,231.5669708251953,0.001055851406420727,0.05693427367062398
182,182,182,182,2019-10-24,252.0171356201172,244.7128143310547,242.341796875,0.029848544339737826,0.03992435011162243
183,183,183,183,2019-10-25,259.8089599609375,245.18130493164065,237.2842712402344,0.05966056438673095,0.09492701982719431
184,184,184,184,2019-10-28,257.6195373535156,244.46424865722656,243.5751037597656,0.05381273036260881,0.05765956116599602
185,185,185,185,2019-10-29,251.6155700683593,246.2042236328125,246.46237182617188,0.02197909668526732,0.020908661245141014
186,186,186,186,2019-10-30,258.9963073730469,247.5618438720703,241.1180114746093,0.04618831126045997,0.07414749229681772
187,187,187,187,2019-10-31,259.68463134765625,244.7510681152344,244.492919921875,0.061015313834670515,0.062135588346016624
188,188,188,188,2019-11-01,257.4284362792969,252.0171356201172,244.7128143310547,0.021471955253616226,0.05196140620180234
189,189,189,189,2019-11-04,257.4571228027344,259.8089599609375,245.18130493164065,-0.009052178795360688,0.05006832749550938
190,190,190,190,2019-11-05,264.1686706542969,257.6195373535156,244.46424865722656,0.025421726038558523,0.08060246888983214
191,191,191,191,2019-11-06,265.6123046875,251.6155700683593,246.2042236328125,0.05562745825044946,0.07882919621895934
192,192,192,192,2019-11-07,270.2587280273437,258.9963073730469,247.5618438720703,0.043484869605012966,0.09168167355790979
193,193,193,193,2019-11-08,268.32745361328125,259.68463134765625,244.7510681152344,0.033281993704334045,0.09632801882991804
194,194,194,194,2019-11-11,268.356201171875,257.4284362792969,252.0171356201172,0.04244971942696352,0.06483315315664417
195,195,195,195,2019-11-12,265.6695861816406,257.4571228027344,259.8089599609375,0.03189837317182609,0.0225574445992327
196,196,196,196,2019-11-13,267.122802734375,264.1686706542969,257.6195373535156,0.011182749539380588,0.03688876037308697
197,197,197,197,2019-11-14,266.41534423828125,265.6123046875,251.6155700683593,0.003023352219039932,0.05881899186883044
198,198,198,198,2019-11-15,269.0445251464844,270.2587280273437,258.9963073730469,-0.00449274252758447,0.03879676075444771
199,199,199,199,2019-11-18,272.1038818359375,268.32745361328125,259.68463134765625,0.014073953938753103,0.04782435688947184
200,200,200,200,2019-11-19,273.1842956542969,268.356201171875,257.4284362792969,0.0179913654364543,0.061204813278303405
201,201,201,201,2019-11-20,275.57440185546875,265.6695861816406,257.4571228027344,0.03728245982607925,0.0703700828142011
202,202,202,202,2019-11-21,271.5685119628906,267.122802734375,264.1686706542969,0.01664294168452707,0.028011805072364337
203,203,203,203,2019-11-22,273.203369140625,266.41534423828125,265.6123046875,0.025479106399639573,0.028579490931551765
204,204,204,204,2019-11-25,280.12518310546875,269.0445251464844,270.2587280273437,0.041185220003831624,0.03650744288682817
205,205,205,205,2019-11-26,276.43487548828125,272.1038818359375,268.32745361328125,0.015916691901349145,0.030214656628779313
206,206,206,206,2019-11-27,282.35284423828125,273.1842956542969,268.356201171875,0.03356177031342522,0.05215695782428287
207,207,207,207,2019-11-29,281.3681335449219,275.57440185546875,265.6695861816406,0.021024201269941534,0.059090495035242885
208,208,208,208,2019-12-02,281.1290588378906,271.5685119628906,267.122802734375,0.03520491682152915,0.052433771883725555
209,209,209,209,2019-12-03,271.6066589355469,273.203369140625,266.41534423828125,-0.005844401590290205,0.019485794679388047
210,210,210,210,2019-12-04,273.43280029296875,280.12518310546875,269.0445251464844,-0.02389068607937428,0.016310590762235844
211,211,211,211,2019-12-05,274.2646179199219,276.43487548828125,272.1038818359375,-0.007850881928432307,0.00794084990410826
212,212,212,212,2019-12-06,273.977783203125,282.35284423828125,273.1842956542969,-0.029661684683042977,0.0029045869819408487
213,213,213,213,2019-12-09,273.7865600585937,281.3681335449219,275.57440185546875,-0.026945387847617575,-0.006487691835081022
214,214,214,214,2019-12-10,272.7061767578125,281.1290588378906,271.5685119628906,-0.029960908754491533,0.004189236766438231
215,215,215,215,2019-12-11,280.718017578125,271.6066589355469,273.203369140625,0.0335461533906658,0.02750569460815111
216,216,216,216,2019-12-12,284.2440795898437,273.43280029296875,280.12518310546875,0.03953907243495003,0.014703770788162762
217,217,217,217,2019-12-13,282.5959777832031,274.2646179199219,276.43487548828125,0.03037708591967836,0.022287717076360902
218,218,218,218,2019-12-16,279.93231201171875,273.977783203125,282.35284423828125,0.021733619197068732,-0.008572721245619142
219,219,219,219,2019-12-17,279.5489807128906,273.7865600585937,281.3681335449219,0.021047127561936163,-0.006465383300916061
220,220,220,220,2019-12-18,272.4297790527344,272.7061767578125,281.1290588378906,-0.0010135366509266275,-0.030944078926300467
221,221,221,221,2019-12-19,279.7885437011719,280.718017578125,271.6066589355469,-0.0033110588517690775,0.03012402125076985
222,222,222,222,2019-12-20,279.7885437011719,284.2440795898437,273.43280029296875,-0.015675034973819058,0.023244261117880916
223,223,223,223,2019-12-23,276.2144775390625,282.5959777832031,274.2646179199219,-0.022581709386664595,0.007109410006761907
224,224,224,224,2019-12-24,277.5273132324219,279.93231201171875,273.977783203125,-0.008591358253763115,0.012955539634632585
225,225,225,225,2019-12-26,280.0184326171875,279.5489807128906,273.7865600585937,0.0016793189626365113,0.022761791364996453
226,226,226,226,2019-12-27,280.0855407714844,272.4297790527344,272.7061767578125,0.02810178000866803,0.02705976117374642
227,227,227,227,2019-12-30,280.9862060546875,279.7885437011719,280.718017578125,0.004280598260644863,0.0009553660961141297
228,228,228,228,2019-12-31,281.4941101074219,279.7885437011719,284.2440795898437,0.006095912233174294,-0.009674676378097158
229,229,229,229,2020-01-02,281.1300048828125,276.2144775390625,282.5959777832031,0.017796052500741455,-0.005187522171724801
230,230,230,230,2020-01-03,282.346923828125,277.5273132324219,279.93231201171875,0.017366256818357906,0.008625698830741602
231,231,231,231,2020-01-06,281.656982421875,280.0184326171875,279.5489807128906,0.0058515783742263405,0.007540724003388011
232,232,232,232,2020-01-07,279.6448059082031,280.0855407714844,272.4297790527344,-0.0015735723524580303,0.026483987472133652
233,233,233,233,2020-01-08,278.4087829589844,280.9862060546875,279.7885437011719,-0.009172774464243583,-0.0049314411660155155
234,234,234,234,2020-01-09,276.8182067871094,281.4941101074219,279.7885437011719,-0.016611016544993085,-0.010616363610780888
235,235,235,235,2020-01-10,277.000244140625,281.1300048828125,276.2144775390625,-0.014689861169066454,0.002844769791081614
236,236,236,236,2020-01-13,272.12310791015625,282.346923828125,277.5273132324219,-0.03621011973267452,-0.019472697153017693
237,237,237,237,2020-01-14,273.1962890625,281.656982421875,280.0184326171875,-0.030038997388327826,-0.024363194561602408
238,238,238,238,2020-01-15,276.5020446777344,279.6448059082031,280.0855407714844,-0.01123840373241336,-0.012794291643472233
239,239,239,239,2020-01-16,275.34259033203125,278.4087829589844,280.9862060546875,-0.011013275494993424,-0.020085027667008815
240,240,240,240,2020-01-17,274.4898376464844,276.8182067871094,281.4941101074219,-0.008411184970993135,-0.02488248318327002
241,241,241,241,2020-01-21,273.1867370605469,277.000244140625,281.1300048828125,-0.013767161440269793,-0.028254784919086617
242,242,242,242,2020-01-22,273.9532165527344,272.12310791015625,282.346923828125,0.006725296710863526,-0.02972834682094916
243,243,243,243,2020-01-23,275.9749755859375,273.1962890625,281.656982421875,0.010171025869248895,-0.020173498938601875
