,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,KVUE,KVUE_6m,KVUE_12m,KVUE_6m_ret,KVUE_12m_ret
52,52,52,52,2023-07-20,24.051624298095703,24.77778434753418,25.55301094055176,-0.02930690005423109,-0.05875576251851433
53,53,53,53,2023-07-21,23.56097412109375,24.924978256225582,25.219369888305664,-0.054724386160342586,-0.0657588105712712
54,54,54,54,2023-07-24,23.70816993713379,24.473583221435547,25.14086532592773,-0.03127508045619409,-0.05698671745066808
55,55,55,55,2023-07-25,24.65021514892578,24.42451477050781,24.74834442138672,0.009240731311907169,-0.003965084322009704
56,56,56,56,2023-07-26,24.22825813293457,24.34601211547852,24.77778434753418,-0.004836684627667842,-0.022178182152686965
57,57,57,57,2023-07-27,23.78667259216309,24.532459259033203,24.6109619140625,-0.030399996143701147,-0.033492771423469625
58,58,58,58,2023-07-28,23.943679809570312,24.051624298095703,24.77778434753418,-0.004488033206719311,-0.033663402920320995
59,59,59,59,2023-07-31,23.23714637756348,23.56097412109375,24.924978256225582,-0.013744242571038345,-0.06771648349344206
60,60,60,60,2023-08-01,23.207706451416016,23.70816993713379,24.473583221435547,-0.021109325900937836,-0.051724210491204015
61,61,61,61,2023-08-02,23.453031539916992,24.65021514892578,24.42451477050781,-0.048566862470608485,-0.0397749244854545
62,62,62,62,2023-08-03,23.54134750366211,24.22825813293457,24.34601211547852,-0.028351630790110827,-0.03305118752096681
63,63,63,63,2023-08-04,23.08995246887207,23.78667259216309,24.532459259033203,-0.02929035663107271,-0.05879992604614159
64,64,64,64,2023-08-07,23.09976387023925,23.943679809570312,24.051624298095703,-0.03524587473783991,-0.03957572328833592
65,65,65,65,2023-08-08,22.9427547454834,23.23714637756348,23.56097412109375,-0.012669009666536724,-0.026239126295583448
66,66,66,66,2023-08-09,22.91331672668457,23.207706451416016,23.70816993713379,-0.012684998638177958,-0.03352655276880945
67,67,67,67,2023-08-10,22.93294334411621,23.453031539916992,24.65021514892578,-0.022175734293265803,-0.06966559092626845
68,68,68,68,2023-08-11,23.276397705078125,23.54134750366211,24.22825813293457,-0.01125465730212638,-0.039287200203738104
69,69,69,69,2023-08-14,22.510986328125,23.08995246887207,23.78667259216309,-0.025074375598112764,-0.05363029482561532
70,70,70,70,2023-08-15,22.825000762939453,23.09976387023925,23.943679809570312,-0.011894628397210227,-0.046721266552508856
71,71,71,71,2023-08-16,22.50117301940918,22.9427547454834,23.23714637756348,-0.019247110077797003,-0.03167227792070526
72,72,72,72,2023-08-17,22.353979110717773,22.91331672668457,23.207706451416016,-0.024411027990347556,-0.036786372771711484
73,73,73,73,2023-08-18,22.44229507446289,22.93294334411621,23.453031539916992,-0.02139491046966735,-0.0430961969131296
74,74,74,74,2023-08-21,22.47173309326172,23.276397705078125,23.54134750366211,-0.03456998037290171,-0.0454355643929899
75,75,75,75,2023-08-22,23.296022415161133,22.510986328125,23.08995246887207,0.03487346469822672,0.008924658747863079
76,76,76,76,2023-08-23,23.178268432617188,22.825000762939453,23.09976387023925,0.015477224879279161,0.003398500643509994
77,77,77,77,2023-08-24,23.21751976013184,22.50117301940918,22.9427547454834,0.031835973178142796,0.011976112620152302
78,78,78,78,2023-08-25,22.73258399963379,22.353979110717773,22.91331672668457,0.016936800693997833,-0.007887672012158009
79,79,79,79,2023-08-28,22.73258399963379,22.44229507446289,22.93294334411621,0.012934903681095289,-0.008736747894762753
80,80,80,80,2023-08-29,22.623722076416016,22.47173309326172,23.276397705078125,0.0067635630293183535,-0.028040233584757712
81,81,81,81,2023-08-30,22.83155059814453,23.296022415161133,22.510986328125,-0.019937816367927352,0.014240347595032787
82,82,82,82,2023-08-31,22.811756134033203,23.178268432617188,22.825000762939453,-0.015812755799661793,-0.0005802684978549744
83,83,83,83,2023-09-01,22.722686767578125,23.21751976013184,22.50117301940918,-0.021312913595681326,0.009844542236881137
84,84,84,84,2023-09-05,22.376304626464844,22.73258399963379,22.353979110717773,-0.015672629788795023,0.0009987266981190679
85,85,85,85,2023-09-06,22.148681640625,22.73258399963379,22.44229507446289,-0.025685701151184404,-0.013083039540460972
86,86,86,86,2023-09-07,20.773048400878903,22.623722076416016,22.47173309326172,-0.08180235194218277,-0.07559206427617182
87,87,87,87,2023-09-08,21.079843521118164,22.83155059814453,23.296022415161133,-0.07672308849530018,-0.09513121401362801
88,88,88,88,2023-09-11,21.841886520385746,22.811756134033203,23.178268432617188,-0.04251621874041056,-0.0576566759556052
89,89,89,89,2023-09-12,20.84232521057129,22.722686767578125,23.21751976013184,-0.08275260651349692,-0.10230182095673868
90,90,90,90,2023-09-13,21.376745223999023,22.376304626464844,22.73258399963379,-0.04467044130618525,-0.059642967805886404
91,91,91,91,2023-09-14,21.51529693603516,22.148681640625,22.73258399963379,-0.028596948336107264,-0.05354811681849447
92,92,92,92,2023-09-15,21.00067138671875,20.773048400878903,22.623722076416016,0.010957611104888132,-0.0717410991973424
93,93,93,93,2023-09-18,20.862117767333984,21.079843521118164,22.83155059814453,-0.01032862286506342,-0.08625926751425272
94,94,94,94,2023-09-19,20.84232521057129,21.841886520385746,22.811756134033203,-0.04576350622834402,-0.08633403372762216
95,95,95,95,2023-09-20,20.674081802368164,20.84232521057129,22.722686767578125,-0.008072199550834713,-0.09015681051120306
96,96,96,96,2023-09-21,20.62459945678711,21.376745223999023,22.376304626464844,-0.03518523326776157,-0.07828393467641492
97,97,97,97,2023-09-22,20.337596893310547,21.51529693603516,22.148681640625,-0.054737801027143984,-0.08176941529524584
98,98,98,98,2023-09-25,20.614702224731445,21.00067138671875,20.773048400878903,-0.018378896316210147,-0.0076226740096921874
99,99,99,99,2023-09-26,20.426666259765625,20.862117767333984,21.079843521118164,-0.02087283335396528,-0.030985868595190258
100,100,100,100,2023-09-27,20.01100730895996,20.84232521057129,21.841886520385746,-0.03988604405758345,-0.0838242250602742
101,101,101,101,2023-09-28,19.902145385742188,20.674081802368164,20.84232521057129,-0.03733836520553735,-0.045109162021531035
102,102,102,102,2023-09-29,19.872453689575195,20.62459945678711,21.376745223999023,-0.03646838178786538,-0.07037046653552315
103,103,103,103,2023-10-02,20.109973907470703,20.337596893310547,21.51529693603516,-0.011192226251407034,-0.06531738942495069
104,104,104,104,2023-10-03,19.78338432312012,20.614702224731445,21.00067138671875,-0.04032645694071646,-0.057964197486013
105,105,105,105,2023-10-04,19.52607154846192,20.426666259765625,20.862117767333984,-0.044089167554355324,-0.06404173506124344
106,106,106,106,2023-10-05,19.555763244628903,20.01100730895996,20.84232521057129,-0.02274968257730947,-0.06172833179331827
107,107,107,107,2023-10-06,19.862558364868164,19.902145385742188,20.674081802368164,-0.0019890830916341473,-0.039253179186271914
108,108,108,108,2023-10-09,19.66462516784668,19.872453689575195,20.62459945678711,-0.010458120822671169,-0.046545111867591804
109,109,109,109,2023-10-10,19.486486434936523,20.109973907470703,20.337596893310547,-0.031003892665547372,-0.041849116335567205
110,110,110,110,2023-10-11,19.367725372314453,19.78338432312012,20.614702224731445,-0.021010507808813195,-0.06048968541107491
111,111,111,111,2023-10-12,19.12030982971192,19.52607154846192,20.426666259765625,-0.020780509676149528,-0.06395348185752814
112,112,112,112,2023-10-13,19.1697940826416,19.555763244628903,20.01100730895996,-0.01973684980530277,-0.042037525314465585
113,113,113,113,2023-10-16,19.338037490844727,19.862558364868164,19.902145385742188,-0.026407518326097557,-0.028344074669537145
114,114,114,114,2023-10-17,19.5755558013916,19.66462516784668,19.872453689575195,-0.004529421013359292,-0.014940172603815971
115,115,115,115,2023-10-18,19.8526611328125,19.486486434936523,20.109973907470703,0.018791212007285063,-0.012795281378391699
116,116,116,116,2023-10-19,19.63493537902832,19.367725372314453,19.78338432312012,0.013796664377316858,-0.007503718356131506
117,117,117,117,2023-10-20,19.53596878051757,19.12030982971192,19.52607154846192,0.021739132603371125,0.0005068726718062688
118,118,118,118,2023-10-23,19.47658920288086,19.1697940826416,19.555763244628903,0.01600409054560803,-0.00404862959106389
119,119,119,119,2023-10-24,19.773487091064453,19.338037490844727,19.862558364868164,0.022517776192433336,-0.004484380721128778
120,120,120,120,2023-10-25,19.52607154846192,19.5755558013916,19.66462516784668,-0.002527859409548028,-0.007045830683378829
121,121,121,121,2023-10-26,18.49682235717773,19.8526611328125,19.486486434936523,-0.06829506465477508,-0.05078719968646905
122,122,122,122,2023-10-27,18.02178192138672,19.63493537902832,19.367725372314453,-0.08215730922978126,-0.0694941416740511
123,123,123,123,2023-10-30,18.447338104248047,19.53596878051757,19.12030982971192,-0.05572442751624229,-0.03519669563189365
124,124,124,124,2023-10-31,18.407752990722656,19.47658920288086,19.1697940826416,-0.0548779974267829,-0.03975217932095465
125,125,125,125,2023-11-01,18.68485641479492,19.773487091064453,19.338037490844727,-0.0550550679936207,-0.03377700950052698
126,126,126,126,2023-11-02,19.03124046325684,19.52607154846192,19.5755558013916,-0.0253420706759655,-0.02780586889369785
127,127,127,127,2023-11-03,19.1697940826416,18.49682235717773,19.8526611328125,0.036383099349101,-0.03439675142806198
128,128,128,128,2023-11-06,19.14999961853028,18.02178192138672,19.63493537902832,0.06260300463433577,-0.02469759900590196
129,129,129,129,2023-11-07,19.600000381469727,18.447338104248047,19.53596878051757,0.062483935118869294,0.0032776260891660414
130,130,130,130,2023-11-08,19.15999984741211,18.407752990722656,19.47658920288086,0.04086576221815763,-0.016254866402476753
131,131,131,131,2023-11-09,19.21999931335449,18.68485641479492,19.773487091064453,0.02864046084591987,-0.02799140966694147
132,132,132,132,2023-11-10,19.14999961853028,19.03124046325684,19.52607154846192,0.006240221466526474,-0.019259989342877537
133,133,133,133,2023-11-13,19.100000381469727,19.1697940826416,18.49682235717773,-0.0036408164256220843,0.032609818737753704
134,134,134,134,2023-11-14,19.40999984741211,19.14999961853028,18.02178192138672,0.013577035721203945,0.07703000358571499
135,135,135,135,2023-11-15,19.600000381469727,19.600000381469727,18.447338104248047,0.0,0.062483935118869294
136,136,136,136,2023-11-16,19.61000061035156,19.15999984741211,18.407752990722656,0.02348647006906046,0.06531202478840425
137,137,137,137,2023-11-17,19.68000030517578,19.21999931335449,18.68485641479492,0.02393345516415679,0.05325938119561324
138,138,138,138,2023-11-20,19.75,19.14999961853028,19.03124046325684,0.0313316132335133,0.037767350905520525
139,139,139,139,2023-11-21,19.89999961853028,19.100000381469727,19.1697940826416,0.041884775972920396,0.038091464766952576
140,140,140,140,2023-11-22,20.040000915527344,19.40999984741211,19.14999961853028,0.03245755142029183,0.046475264476551814
141,141,141,141,2023-11-24,20.25,19.600000381469727,19.600000381469727,0.033163245197933566,0.033163245197933566
142,142,142,142,2023-11-27,20.15999984741211,19.61000061035156,19.15999984741211,0.02804687506079029,0.05219206722149683
143,143,143,143,2023-11-28,20.15999984741211,19.68000030517578,19.21999931335449,0.024390220263873053,0.04890741767115925
144,144,144,144,2023-11-29,20.07999992370605,19.75,19.14999961853028,0.016708856896509028,0.0485639855718778
145,145,145,145,2023-11-30,20.440000534057617,19.89999961853028,19.100000381469727,0.027135724918532445,0.07015707465052823
146,146,146,146,2023-12-01,20.690000534057617,20.040000915527344,19.40999984741211,0.0324351092233055,0.06594542486903565
147,147,147,147,2023-12-04,20.6200008392334,20.25,19.600000381469727,0.018271646381896156,0.052040838668962586
148,148,148,148,2023-12-05,20.170000076293945,20.15999984741211,19.61000061035156,0.0004960431030518464,0.02855683062277814
149,149,149,149,2023-12-06,19.38999938964844,20.15999984741211,19.68000030517578,-0.038194467440063606,-0.014735818649914911
150,150,150,150,2023-12-07,20.809999465942383,20.07999992370605,19.75,0.03635455901444051,0.05367085903505742
151,151,151,151,2023-12-08,20.61000061035156,20.440000534057617,19.89999961853028,0.008317028955585615,0.03567844248399621
152,152,152,152,2023-12-11,20.59000015258789,20.690000534057617,20.040000915527344,-0.004833271091758351,0.027445070455780263
153,153,153,153,2023-12-12,20.75,20.6200008392334,20.25,0.006304517724327718,0.024691358024691468
154,154,154,154,2023-12-13,21.040000915527344,20.170000076293945,20.15999984741211,0.04313340783056918,0.04365084696308652
155,155,155,155,2023-12-14,21.059999465942383,19.38999938964844,20.15999984741211,0.08612687616614823,0.04464283855864237
156,156,156,156,2023-12-15,20.989999771118164,20.809999465942383,20.07999992370605,0.008649702537012027,0.04531871767279161
157,157,157,157,2023-12-18,21.01000022888184,20.61000061035156,20.440000534057617,0.01940803525883328,0.027886481405637653
158,158,158,158,2023-12-19,21.46999931335449,20.59000015258789,20.690000534057617,0.04273915270738815,0.037699311704362914
159,159,159,159,2023-12-20,20.950000762939453,20.75,20.6200008392334,0.009638590985033835,0.01600387537706438
160,160,160,160,2023-12-21,21.21999931335449,21.040000915527344,20.170000076293945,0.008555056558686047,0.052057473132814724
161,161,161,161,2023-12-22,21.36000061035156,21.059999465942383,19.38999938964844,0.01424506894666977,0.10159882840196599
162,162,162,162,2023-12-26,21.290000915527344,20.989999771118164,20.809999465942383,0.014292574925225843,0.023065903983829017
163,163,163,163,2023-12-27,21.549999237060547,21.01000022888184,20.61000061035156,0.02570199915735305,0.04560885972205475
164,164,164,164,2023-12-28,21.46999931335449,21.46999931335449,20.59000015258789,0.0,0.04273915270738815
165,165,165,165,2023-12-29,21.530000686645508,20.950000762939453,20.75,0.027684959550553945,0.037590394537132976
166,166,166,166,2024-01-02,21.56999969482422,21.21999931335449,21.040000915527344,0.016493892214664907,0.02519005495412019
167,167,167,167,2024-01-03,21.270000457763672,21.36000061035156,21.059999465942383,-0.004213490169296619,0.009971557319405244
168,168,168,168,2024-01-04,20.89999961853028,21.290000915527344,20.989999771118164,-0.018318519503332964,-0.004287763390627641
169,169,169,169,2024-01-05,21.350000381469727,21.549999237060547,21.01000022888184,-0.009280689683128784,0.01618277719580874
170,170,170,170,2024-01-08,21.6299991607666,21.46999931335449,21.46999931335449,0.007452252097306378,0.007452252097306378
171,171,171,171,2024-01-09,21.850000381469727,21.530000686645508,20.950000762939453,0.014862967237279534,0.04295940743459892
172,172,172,172,2024-01-10,21.770000457763672,21.56999969482422,21.21999931335449,0.00927217272921177,0.025918999161467893
173,173,173,173,2024-01-11,21.93000030517578,21.270000457763672,21.36000061035156,0.031029611340285923,0.0266853782086498
174,174,174,174,2024-01-12,21.51000022888184,20.89999961853028,21.290000915527344,0.029186632606955865,0.010333457204975804
175,175,175,175,2024-01-16,21.229999542236328,21.350000381469727,21.549999237060547,-0.005620648107226733,-0.014849174299454315
176,176,176,176,2024-01-17,20.979999542236328,21.6299991607666,21.46999931335449,-0.030050838823390658,-0.02282253315273175
177,177,177,177,2024-01-18,20.940000534057617,21.850000381469727,21.530000686645508,-0.04164758954346981,-0.02740362906508642
178,178,178,178,2024-01-19,20.709999084472656,21.770000457763672,21.56999969482422,-0.04869092103822148,-0.0398702189392206
179,179,179,179,2024-01-22,20.440000534057617,21.93000030517578,21.270000457763672,-0.06794344506992567,-0.0390220924232797
180,180,180,180,2024-01-23,20.90999984741211,21.51000022888184,20.89999961853028,-0.0278940202271174,0.00047847985953852756
181,181,181,181,2024-01-24,20.43000030517578,21.229999542236328,21.350000381469727,-0.03768248960481502,-0.04309133769816886
182,182,182,182,2024-01-25,20.75,20.979999542236328,21.6299991607666,-0.010962800155133401,-0.040684197638009234
183,183,183,183,2024-01-26,20.84000015258789,20.940000534057617,21.850000381469727,-0.004775567283634152,-0.0462242659610379
184,184,184,184,2024-01-29,21.040000915527344,20.709999084472656,21.770000457763672,0.01593442035939563,-0.033532362282334915
185,185,185,185,2024-01-30,20.8700008392334,20.440000534057617,21.93000030517578,0.021037196376746836,-0.048335588289627585
186,186,186,186,2024-01-31,20.76000022888184,20.90999984741211,21.51000022888184,-0.007173582956713109,-0.034867503115735055
187,187,187,187,2024-02-01,20.88999938964844,20.43000030517578,21.229999542236328,0.022515862829239452,-0.016015080542581717
188,188,188,188,2024-02-02,20.82999992370605,20.75,20.979999542236328,0.003855418009930167,-0.007149648322360647
189,189,189,189,2024-02-05,20.280000686645508,20.84000015258789,20.940000534057617,-0.026871375328317515,-0.03151861655106747
