,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,TXT,TXT_6m,TXT_12m,TXT_6m_ret,TXT_12m_ret
41,41,41,41,2019-04-04,50.77839660644531,49.43767547607422,51.67220687866211,0.027119420916542625,-0.017297698825127883
42,42,42,42,2019-04-05,51.10612106323242,49.75548553466797,51.05647277832031,0.027145459722694776,0.0009724190138962197
43,43,43,43,2019-04-08,51.14584732055664,50.31162643432617,51.50337600708008,0.016581075694688918,-0.006941849529908284
44,44,44,44,2019-04-09,50.09314727783203,51.22531127929688,49.62637710571289,-0.022101651960530377,0.009405687042695732
45,45,45,45,2019-04-10,50.11301040649414,50.51025390625,49.556861877441406,-0.007864611025182433,0.011222432332945953
46,46,46,46,2019-04-11,50.42087173461914,50.1229362487793,49.65616989135742,0.005944094822399881,0.015399936099276479
47,47,47,47,2019-04-12,51.28488540649414,50.77839660644531,49.43767547607422,0.009974493759114411,0.03736441717034
48,48,48,48,2019-04-15,51.05647277832031,51.10612106323242,49.75548553466797,-0.0009714743337824183,0.02614761427151291
49,49,49,49,2019-04-16,51.78145599365234,51.14584732055664,50.31162643432617,0.012427375953164344,0.029214510909218783
50,50,50,50,2019-04-17,53.85708999633789,50.09314727783203,51.22531127929688,0.0751388747372943,0.05137652951861438
51,51,51,51,2019-04-18,54.770755767822266,50.11301040649414,50.51025390625,0.092944832560379,0.0843492465803084
52,52,52,52,2019-04-22,53.54920959472656,50.42087173461914,50.1229362487793,0.06204450166139219,0.06835739488487591
53,53,53,53,2019-04-23,53.90673828125,51.28488540649414,50.77839660644531,0.051123305706438416,0.061607728559267105
54,54,54,54,2019-04-24,53.85708999633789,51.05647277832031,51.10612106323242,0.05485332349881378,0.05382856056912955
55,55,55,55,2019-04-25,52.97321319580078,51.78145599365234,51.14584732055664,0.023015135037812273,0.0357285287267044
56,56,56,56,2019-04-26,53.23141479492188,53.85708999633789,50.09314727783203,-0.011617322834533983,0.06264863933751363
57,57,57,57,2019-04-29,53.12217330932617,54.770755767822266,50.11301040649414,-0.030099684318481423,0.06004753812279606
58,58,58,58,2019-04-30,52.63553237915039,53.54920959472656,50.42087173461914,-0.017062384720355372,0.043923489783907366
59,59,59,59,2019-05-01,52.49650192260742,53.90673828125,51.28488540649414,-0.026160669400639436,0.023625216406544913
60,60,60,60,2019-05-02,52.12904739379883,53.85708999633789,51.05647277832031,-0.03208570315731063,0.021007612886528193
61,61,61,61,2019-05-03,52.933475494384766,52.97321319580078,51.78145599365234,-0.0007501470841335678,0.022247723217239113
62,62,62,62,2019-05-06,52.82421875,53.23141479492188,53.85708999633789,-0.007649543911065204,-0.01917799952444743
63,63,63,63,2019-05-07,51.4040641784668,53.12217330932617,54.770755767822266,-0.03234259865188427,-0.06146878096090458
64,64,64,64,2019-05-08,51.38421249389648,52.63553237915039,53.54920959472656,-0.02377329208414314,-0.040430047748889475
65,65,65,65,2019-05-09,50.49039459228516,52.49650192260742,53.90673828125,-0.038214114404798716,-0.06337507699205613
66,66,66,66,2019-05-10,51.13592147827149,52.12904739379883,53.85708999633789,-0.01905129606579914,-0.05052572499278052
67,67,67,67,2019-05-13,48.76235580444336,52.933475494384766,52.97321319580078,-0.07879927873588954,-0.07949031477084756
68,68,68,68,2019-05-14,49.745548248291016,52.82421875,53.23141479492188,-0.05828142042723505,-0.06548513805354295
69,69,69,69,2019-05-15,49.745548248291016,51.4040641784668,53.12217330932617,-0.03226429576497447,-0.06356338324814648
70,70,70,70,2019-05-16,50.62942886352539,51.38421249389648,52.63553237915039,-0.014689018158266842,-0.03811310392330414
71,71,71,71,2019-05-17,48.76235580444336,50.49039459228516,52.49650192260742,-0.03422509968075882,-0.07113133221084145
72,72,72,72,2019-05-20,48.30552291870117,51.13592147827149,52.12904739379883,-0.05535049487223975,-0.07334729227283932
73,73,73,73,2019-05-21,49.08015441894531,48.76235580444336,52.933475494384766,0.006517294114674277,-0.07279554269676125
74,74,74,74,2019-05-22,48.3651123046875,49.745548248291016,52.82421875,-0.02774993928528946,-0.08441405383420841
75,75,75,75,2019-05-23,47.10383605957031,49.745548248291016,51.4040641784668,-0.05310449440692333,-0.0836554110579033
76,76,76,76,2019-05-24,47.23295211791992,50.62942886352539,51.38421249389648,-0.0670850298303951,-0.08078863476733544
77,77,77,77,2019-05-28,46.468238830566406,48.76235580444336,50.49039459228516,-0.04704688557454617,-0.07966180090684682
78,78,78,78,2019-05-29,46.13057327270508,48.30552291870117,51.13592147827149,-0.045024864955019006,-0.09788321127044264
79,79,79,79,2019-05-30,45.822715759277344,49.08015441894531,48.76235580444336,-0.06636977202358951,-0.06028502923351675
80,80,80,80,2019-05-31,44.98849487304688,48.3651123046875,49.745548248291016,-0.06981514713268555,-0.09562772032384947
81,81,81,81,2019-06-03,45.99153900146485,47.10383605957031,49.745548248291016,-0.023613725572133593,-0.07546422502148487
82,82,82,82,2019-06-04,48.0572395324707,47.23295211791992,50.62942886352539,0.017451532830149885,-0.05080423360074193
83,83,83,83,2019-06-05,48.20621109008789,46.468238830566406,48.76235580444336,0.037401293943127856,-0.011405206027900516
84,84,84,84,2019-06-06,48.04731750488281,46.13057327270508,48.30552291870117,0.041550409981829795,-0.005345256571446799
85,85,85,85,2019-06-07,48.77228546142578,45.822715759277344,49.08015441894531,0.06436915955927947,-0.006272778909609422
86,86,86,86,2019-06-10,49.229122161865234,44.98849487304688,48.3651123046875,0.09426026144650956,0.017864320292170444
87,87,87,87,2019-06-11,48.32537841796875,45.99153900146485,47.10383605957031,0.050744973253223025,0.025932969808522666
88,88,88,88,2019-06-12,48.41475677490234,48.0572395324707,47.23295211791992,0.007439404466627053,0.02502076630806327
89,89,89,89,2019-06-13,49.40827941894531,48.20621109008789,46.468238830566406,0.024935963679265205,0.06326989492971635
90,90,90,90,2019-06-14,49.13011169433594,48.04731750488281,46.13057327270508,0.022535996714969198,0.0650227865996551
91,91,91,91,2019-06-17,48.95126724243164,48.77228546142578,45.822715759277344,0.0036697435708117343,0.06827512143954251
92,92,92,92,2019-06-18,50.64027404785156,49.229122161865234,44.98849487304688,0.028664981702222203,0.12562721181834258
93,93,93,93,2019-06-19,50.68000411987305,48.32537841796875,45.99153900146485,0.04872441311352005,0.10194190540696768
94,94,94,94,2019-06-20,52.13056945800781,48.41475677490234,48.0572395324707,0.07674958898134365,0.08475996468305036
95,95,95,95,2019-06-21,51.57419204711914,49.40827941894531,48.20621109008789,0.043837038116800287,0.06986612058635266
96,96,96,96,2019-06-24,51.47484588623047,49.13011169433594,48.04731750488281,0.047724992087995854,0.07133651906788208
97,97,97,97,2019-06-25,51.276123046875,48.95126724243164,48.77228546142578,0.047493271071604504,0.051337302768587945
98,98,98,98,2019-06-26,51.057559967041016,50.64027404785156,49.229122161865234,0.008240198676554344,0.037141385523062675
99,99,99,99,2019-06-27,51.53445053100586,50.68000411987305,48.32537841796875,0.01685963578676497,0.06640552475930295
100,100,100,100,2019-06-28,52.69688415527344,52.13056945800781,48.41475677490234,0.010863389814335322,0.08844673949887327
101,101,101,101,2019-07-01,52.78630447387695,51.57419204711914,49.40827941894531,0.023502305681306623,0.06836961526809127
102,102,102,102,2019-07-02,52.52798080444336,51.47484588623047,49.13011169433594,0.02045921459464939,0.06916062253730137
103,103,103,103,2019-07-03,52.547847747802734,51.276123046875,48.95126724243164,0.024801498735876892,0.0734726741099263
104,104,104,104,2019-07-05,52.80616760253906,51.057559967041016,50.64027404785156,0.03424777127279133,0.042770178388862545
105,105,105,105,2019-07-08,52.33920669555664,51.53445053100586,50.68000411987305,0.015615887163997089,0.03273880112083449
106,106,106,106,2019-07-09,52.99495315551758,52.69688415527344,52.13056945800781,0.0056562926826160265,0.016581129009266782
107,107,107,107,2019-07-10,52.08089447021485,52.78630447387695,51.57419204711914,-0.01336350424021815,0.009824728279461459
108,108,108,108,2019-07-11,52.18024444580078,52.52798080444336,51.47484588623047,-0.006620021430809753,0.013703752724765428
109,109,109,109,2019-07-12,53.2631950378418,52.547847747802734,51.276123046875,0.013613255741173003,0.03875238362210576
110,110,110,110,2019-07-15,53.08436965942383,52.80616760253906,51.057559967041016,0.005268362949167882,0.039696563911224336
111,111,111,111,2019-07-16,53.68048095703125,52.33920669555664,51.53445053100586,0.025626568420810125,0.041642637185667075
112,112,112,112,2019-07-17,48.56379699707031,52.99495315551758,52.69688415527344,-0.08361468205177414,-0.07843133848340678
113,113,113,113,2019-07-18,48.53398895263672,52.08089447021485,52.78630447387695,-0.0681037749765725,-0.0805571741311164
114,114,114,114,2019-07-19,48.822113037109375,52.18024444580078,52.52798080444336,-0.06435637556622553,-0.07055035641157759
115,115,115,115,2019-07-22,49.45796585083008,53.2631950378418,52.547847747802734,-0.07144200013364244,-0.058801302610949624
116,116,116,116,2019-07-23,50.719757080078125,53.08436965942383,52.80616760253906,-0.04454442229448086,-0.039510735529321384
117,117,117,117,2019-07-24,51.77289962768555,53.68048095703125,52.33920669555664,-0.035535846462937504,-0.010819939842901194
118,118,118,118,2019-07-25,50.46144485473633,48.56379699707031,52.99495315551758,0.03907536014493451,-0.04780659572141677
119,119,119,119,2019-07-26,49.7162971496582,48.53398895263672,52.08089447021485,0.02436041674166267,-0.04540239457501949
120,120,120,120,2019-07-29,49.53745269775391,48.822113037109375,52.18024444580078,0.014651960272608733,-0.050647362351702196
121,121,121,121,2019-07-30,50.01435089111328,49.45796585083008,53.2631950378418,0.011249654746442905,-0.06099604322309837
122,122,122,122,2019-07-31,48.9810676574707,50.719757080078125,53.08436965942383,-0.034280318414426136,-0.0772977437290655
123,123,123,123,2019-08-01,47.69941329956055,51.77289962768555,53.68048095703125,-0.0786798954166883,-0.11141978519637841
124,124,124,124,2019-08-02,46.72576522827149,50.46144485473633,48.56379699707031,-0.07403037382735989,-0.03784777720139354
125,125,125,125,2019-08-05,46.34822082519531,49.7162971496582,48.53398895263672,-0.06774592070532037,-0.04503582282458696
126,126,126,126,2019-08-06,47.17285537719727,49.53745269775391,48.822113037109375,-0.04773352669108588,-0.03378095615522647
127,127,127,127,2019-08-07,46.79530715942383,50.01435089111328,49.45796585083008,-0.06436240147748118,-0.05383680152631187
128,128,128,128,2019-08-08,47.937870025634766,48.9810676574707,50.719757080078125,-0.02129797658007615,-0.05484819357575432
129,129,129,129,2019-08-09,46.46744918823242,47.69941329956055,51.77289962768555,-0.02582765753513938,-0.1024754355581049
130,130,130,130,2019-08-12,45.09637451171875,46.72576522827149,50.46144485473633,-0.03487135435005939,-0.10632018877901805
131,131,131,131,2019-08-13,45.09637451171875,46.34822082519531,49.7162971496582,-0.02700958723308855,-0.09292571858343268
132,132,132,132,2019-08-14,42.900665283203125,47.17285537719727,49.53745269775391,-0.09056458549802493,-0.13397514512997366
133,133,133,133,2019-08-15,43.07949447631836,46.79530715942383,50.01435089111328,-0.07940566925752435,-0.1386573311706647
134,134,134,134,2019-08-16,44.07304763793945,47.937870025634766,48.9810676574707,-0.08062148747177544,-0.10020238949982685
135,135,135,135,2019-08-19,44.9076042175293,46.46744918823242,47.69941329956055,-0.033568551705613014,-0.05852921218334928
136,136,136,136,2019-08-20,44.47044372558594,45.09637451171875,46.72576522827149,-0.013879847169757653,-0.04826719245083588
137,137,137,137,2019-08-21,44.78837203979492,45.09637451171875,46.34822082519531,-0.006829872140692639,-0.03365498734640626
138,138,138,138,2019-08-22,44.569801330566406,42.900665283203125,47.17285537719727,0.038906996810998073,-0.055181184726187826
139,139,139,139,2019-08-23,42.79137420654297,43.07949447631836,46.79530715942383,-0.006688107028130941,-0.08556270267102051
140,140,140,140,2019-08-26,43.029823303222656,44.07304763793945,47.937870025634766,-0.023670347085749444,-0.10238349596649854
141,141,141,141,2019-08-27,42.49332046508789,44.9076042175293,46.46744918823242,-0.053761134545204925,-0.08552500282608488
142,142,142,142,2019-08-28,43.11923599243164,44.47044372558594,45.09637451171875,-0.030384399613644586,-0.0438425159604201
143,143,143,143,2019-08-29,44.301544189453125,44.78837203979492,45.09637451171875,-0.01086951429958749,-0.01762514904738255
144,144,144,144,2019-08-30,44.70888519287109,44.569801330566406,42.900665283203125,0.003120585197881498,0.04214899460722199
145,145,145,145,2019-09-03,43.357688903808594,42.79137420654297,43.07949447631836,0.013234319013270435,0.006457699443134457
146,146,146,146,2019-09-04,44.162445068359375,43.029823303222656,44.07304763793945,0.026321785175722257,0.0020283922989470238
147,147,147,147,2019-09-05,45.99054718017578,42.49332046508789,44.9076042175293,0.08230062223452683,0.02411491286421752
148,148,148,148,2019-09-06,46.179317474365234,43.11923599243164,44.47044372558594,0.0709678966127949,0.03842718006872725
149,149,149,149,2019-09-09,47.63981246948242,44.301544189453125,44.78837203979492,0.07535331648380872,0.06366474823317914
150,150,150,150,2019-09-10,49.905059814453125,44.70888519287109,44.569801330566406,0.11622241527978372,0.1197056824264493
151,151,151,151,2019-09-11,50.848915100097656,43.357688903808594,42.79137420654297,0.17277734089814523,0.1882982503591264
152,152,152,152,2019-09-12,50.58055877685547,44.162445068359375,43.029823303222656,0.1453296731773217,0.1754767947900755
153,153,153,153,2019-09-13,51.08745574951172,45.99054718017578,42.49332046508789,0.11082513433397367,0.20224673408341176
154,154,154,154,2019-09-16,52.28015899658203,46.179317474365234,43.11923599243164,0.13211198986653394,0.2124555965174877
155,155,155,155,2019-09-17,52.51869583129883,47.63981246948242,44.301544189453125,0.10241189267782635,0.18548228492229302
156,156,156,156,2019-09-18,51.972049713134766,49.905059814453125,44.70888519287109,0.04141844346779067,0.16245461028453034
157,157,157,157,2019-09-19,51.11727142333984,50.848915100097656,43.357688903808594,0.005277523084099567,0.17896670038724394
158,158,158,158,2019-09-20,50.62031555175781,50.58055877685547,44.162445068359375,0.0007860090094642391,0.1462299126192459
159,159,159,159,2019-09-23,50.43146896362305,51.08745574951172,45.99054718017578,-0.012840466926069993,0.09656162093591103
160,160,160,160,2019-09-24,50.28238677978516,52.28015899658203,46.179317474365234,-0.03821281830698864,0.08885080009460067
161,161,161,161,2019-09-25,50.71971130371094,52.51869583129883,47.63981246948242,-0.034254173663539,0.06464968425728945
162,162,162,162,2019-09-26,50.07366943359375,51.972049713134766,49.905059814453125,-0.03652694650334798,0.003378607695642799
163,163,163,163,2019-09-27,48.90082931518555,51.11727142333984,50.848915100097656,-0.04335994560034895,-0.03831125563008064
164,164,164,164,2019-09-30,48.66229248046875,50.62031555175781,50.58055877685547,-0.03868057814232784,-0.03792497241577475
165,165,165,165,2019-10-01,47.60873794555664,50.43146896362305,51.08745574951172,-0.05597162002364997,-0.06809338521400776
166,166,166,166,2019-10-02,46.4160385131836,50.28238677978516,52.28015899658203,-0.07689269571737867,-0.11216722741378449
167,167,167,167,2019-10-03,46.972633361816406,50.71971130371094,52.51869583129883,-0.07387814018610894,-0.10560167920577368
168,168,168,168,2019-10-04,47.26085662841797,50.07366943359375,51.972049713134766,-0.05617349071863109,-0.0906485911315934
169,169,169,169,2019-10-07,47.30061721801758,48.90082931518555,51.11727142333984,-0.03272361879292385,-0.07466467006256516
170,170,170,170,2019-10-08,46.05821990966797,48.66229248046875,50.62031555175781,-0.05351315028666104,-0.09012380883768356
171,171,171,171,2019-10-09,46.47565841674805,47.60873794555664,50.43146896362305,-0.02379982284143589,-0.07843932822437483
172,172,172,172,2019-10-10,47.171417236328125,46.4160385131836,50.28238677978516,0.016274088598275727,-0.061869965661767834
173,173,173,173,2019-10-11,48.56290435791016,46.972633361816406,50.71971130371094,0.03385526597677346,-0.04252403829520557
174,174,174,174,2019-10-14,49.24869918823242,47.26085662841797,50.07366943359375,0.04206107763648026,-0.016475130636379287
175,175,175,175,2019-10-15,50.32213592529297,47.30061721801758,48.90082931518555,0.0638790545448622,0.02906508192215984
176,176,176,176,2019-10-16,50.163116455078125,46.05821990966797,48.66229248046875,0.08912408150946605,0.03084162085482811
177,177,177,177,2019-10-17,47.45964431762695,46.47565841674805,47.60873794555664,0.02117207016316991,-0.0031316441973359144
178,178,178,178,2019-10-18,45.730224609375,47.171417236328125,46.4160385131836,-0.030552243527744105,-0.014775364847515071
179,179,179,179,2019-10-21,46.92292404174805,48.56290435791016,46.972633361816406,-0.03377022725155421,-0.0010582613004781471
180,180,180,180,2019-10-22,46.35640335083008,49.24869918823242,47.26085662841797,-0.058728370192028034,-0.019137471093658598
181,181,181,181,2019-10-23,46.50548553466797,50.32213592529297,47.30061721801758,-0.07584436392547222,-0.016810175640725733
182,182,182,182,2019-10-24,46.465728759765625,50.163116455078125,46.05821990966797,-0.07370729644805007,0.008847689964937455
183,183,183,183,2019-10-25,46.972633361816406,47.45964431762695,46.47565841674805,-0.010261580397678327,0.01069323086532692
184,184,184,184,2019-10-28,46.74402618408203,45.730224609375,47.171417236328125,0.0221691798666388,-0.009060381843201126
185,185,185,185,2019-10-29,46.82353591918945,46.92292404174805,48.56290435791016,-0.0021181144310223887,-0.035816812476896165
186,186,186,186,2019-10-30,46.39615631103516,46.35640335083008,49.24869918823242,0.0008575505719077281,-0.05792118216756581
187,187,187,187,2019-10-31,45.80974960327149,46.50548553466797,50.32213592529297,-0.014960298197033817,-0.08967000782161672
188,188,188,188,2019-11-01,46.91299057006836,46.465728759765625,50.163116455078125,0.009625627795813552,-0.0647911476536811
189,189,189,189,2019-11-04,47.87709426879883,46.972633361816406,47.45964431762695,0.019255060707702443,0.008795892956509732
190,190,190,190,2019-11-05,47.01239013671875,46.74402618408203,45.730224609375,0.005741139019131092,0.028037595229324586
191,191,191,191,2019-11-06,46.64464569091797,46.82353591918945,46.92292404174805,-0.0038205194195547465,-0.00593054155326056
192,192,192,192,2019-11-07,46.84342575073242,46.39615631103516,46.35640335083008,0.009640226157934473,0.010506043711297153
193,193,193,193,2019-11-08,46.32658767700195,45.80974960327149,46.50548553466797,0.011282272402850069,-0.003846811953670648
194,194,194,194,2019-11-11,45.87931823730469,46.91299057006836,46.465728759765625,-0.022033818782450032,-0.012620280325156719
195,195,195,195,2019-11-12,46.12779998779297,47.87709426879883,46.972633361816406,-0.03653718563588482,-0.01798565065568991
196,196,196,196,2019-11-13,45.96876907348633,47.01239013671875,46.74402618408203,-0.022198851413370413,-0.016585159086268564
197,197,197,197,2019-11-14,46.05821990966797,46.64464569091797,46.82353591918945,-0.01257219928597686,-0.016344686374012984
198,198,198,198,2019-11-15,46.77384567260742,46.84342575073242,46.39615631103516,-0.0014853755251644785,0.00814053127677794
199,199,199,199,2019-11-18,46.24706268310547,46.32658767700195,45.80974960327149,-0.001716616696462725,0.009546288369206568
200,200,200,200,2019-11-19,46.33652114868164,45.87931823730469,46.91299057006836,0.009965337954939368,-0.012288055278115606
201,201,201,201,2019-11-20,45.71035385131836,46.12779998779297,47.87709426879883,-0.009049773381454962,-0.045256305767338856
202,202,202,202,2019-11-21,45.93895721435547,45.96876907348633,47.01239013671875,-0.0006485241987489454,-0.02283297911979343
203,203,203,203,2019-11-22,45.99858856201172,46.05821990966797,46.64464569091797,-0.0012946950136849544,-0.01385061713593505
204,204,204,204,2019-11-25,46.376277923583984,46.77384567260742,46.84342575073242,-0.008499787505312328,-0.009972537654147406
205,205,205,205,2019-11-26,46.71420669555664,46.24706268310547,46.32658767700195,0.010101052593375348,0.008367096261378881
206,206,206,206,2019-11-27,46.44585037231445,46.33652114868164,45.87931823730469,0.0023594611965365164,0.012348311979690996
207,207,207,207,2019-11-29,45.95883941650391,45.71035385131836,46.12779998779297,0.005436089293769264,-0.003662879463875779
208,208,208,208,2019-12-02,45.760040283203125,45.93895721435547,45.96876907348633,-0.0038946667926635925,-0.004540665205751471
209,209,209,209,2019-12-03,45.01460647583008,45.99858856201172,46.05821990966797,-0.02139157128386915,-0.022658570736877937
210,210,210,210,2019-12-04,44.7661247253418,46.376277923583984,46.77384567260742,-0.034719327861871596,-0.04292400845803068
211,211,211,211,2019-12-05,44.696556091308594,46.71420669555664,46.24706268310547,-0.04319137039824683,-0.03352659610884412
212,212,212,212,2019-12-06,44.89534378051758,46.44585037231445,46.33652114868164,-0.03338310267478928,-0.03110240761363392
213,213,213,213,2019-12-09,44.13995361328125,45.95883941650391,45.71035385131836,-0.039576408506292626,-0.03435546010309032
214,214,214,214,2019-12-10,43.8716049194336,45.760040283203125,45.93895721435547,-0.041268218998109174,-0.045002159828648414
215,215,215,215,2019-12-11,43.68275833129883,45.01460647583008,45.99858856201172,-0.029587021831377514,-0.05034568022866326
216,216,216,216,2019-12-12,44.16005325317383,44.7661247253418,46.376277923583984,-0.01353861822720781,-0.047787894364052175
217,217,217,217,2019-12-13,43.20545959472656,44.696556091308594,46.71420669555664,-0.033360433710730164,-0.07511092125993057
218,218,218,218,2019-12-16,43.83191680908203,44.89534378051758,46.44585037231445,-0.023686798716463398,-0.056279162557663964
219,219,219,219,2019-12-17,44.18988800048828,44.13995361328125,45.95883941650391,0.0011312741205964372,-0.038489906152425535
220,220,220,220,2019-12-18,43.5733757019043,43.8716049194336,45.760040283203125,-0.006797773139983754,-0.04778546014745255
221,221,221,221,2019-12-19,44.41858673095703,43.68275833129883,45.01460647583008,0.01684482454330216,-0.013240585479583622
222,222,222,222,2019-12-20,44.94560623168945,44.16005325317383,44.7661247253418,0.017788768822627476,0.004009315245598
223,223,223,223,2019-12-23,45.31352615356445,43.20545959472656,44.696556091308594,0.048791670742814874,0.013803525734633393
224,224,224,224,2019-12-24,44.7865104675293,43.83191680908203,44.89534378051758,0.021778505891156374,-0.002424155910696224
225,225,225,225,2019-12-26,44.79644775390625,44.18988800048828,44.13995361328125,0.013726211603235283,0.014873013831792292
226,226,226,226,2019-12-27,44.1103401184082,43.5733757019043,43.8716049194336,0.012323222790389332,0.00544167917752314
227,227,227,227,2019-12-30,44.23960876464844,44.41858673095703,43.68275833129883,-0.004029348511078501,0.012747602363530897
228,228,228,228,2019-12-31,44.34898376464844,44.94560623168945,44.16005325317383,-0.013274322387943682,0.0042783125824474855
229,229,229,229,2020-01-02,45.22403335571289,45.31352615356445,43.20545959472656,-0.0019749687443938457,0.04672033997371727
230,230,230,230,2020-01-03,44.48819351196289,44.7865104675293,43.83191680908203,-0.006660866239683649,0.014972575936831545
231,231,231,231,2020-01-06,44.52797317504883,44.79644775390625,44.18988800048828,-0.0059932113441742985,0.007650736171967987
232,232,232,232,2020-01-07,44.508087158203125,44.1103401184082,43.5733757019043,0.009017093015542876,0.0214514354520845
233,233,233,233,2020-01-08,43.9214096069336,44.23960876464844,44.41858673095703,-0.00719263046397256,-0.011192997360200296
234,234,234,234,2020-01-09,44.89589309692383,44.34898376464844,44.94560623168945,0.012331947337908211,-0.0011060732946699403
235,235,235,235,2020-01-10,44.04073333740234,45.22403335571289,45.31352615356445,-0.02616529156086589,-0.02808858467223907
236,236,236,236,2020-01-13,44.7865104675293,44.48819351196289,44.7865104675293,0.0067055308839678585,0.0
237,237,237,237,2020-01-14,45.09477233886719,44.52797317504883,44.79644775390625,0.012729058239191682,0.006659558958777456
238,238,238,238,2020-01-15,45.08481979370117,44.508087158203125,44.1103401184082,0.012957929048895256,0.022091864915960935
239,239,239,239,2020-01-16,45.74110412597656,43.9214096069336,44.23960876464844,0.04143069485537865,0.03394006871344568
240,240,240,240,2020-01-17,45.86043167114258,44.89589309692383,44.34898376464844,0.021483893240222374,0.03408077881818228
241,241,241,241,2020-01-21,45.24393081665039,44.04073333740234,45.22403335571289,0.027320105458512378,0.00043997537285078714
242,242,242,242,2020-01-22,44.32910919189453,44.7865104675293,44.48819351196289,-0.010212925071855894,-0.0035758772723729626
