,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,GS,GS_6m,GS_12m,GS_6m_ret,GS_12m_ret
46,46,46,46,2019-04-11,180.8282928466797,179.07196044921875,170.005126953125,0.009807969896878488,0.06366376172019161
47,47,47,47,2019-04-12,185.29481506347656,180.2933044433593,169.416748046875,0.027740967062304556,0.09372194425670566
48,48,48,48,2019-04-15,178.22500610351562,180.42710876464844,170.44198608398438,-0.012204943460049966,0.04566374869450418
49,49,49,49,2019-04-16,179.9456329345703,180.5697326660156,171.1641082763672,-0.003456280973731185,0.051304708368089535
50,50,50,50,2019-04-17,185.34829711914065,178.8579864501953,175.39889526367188,0.03628750830622063,0.0567244271436953
51,51,51,51,2019-04-18,183.5741729736328,180.9620056152344,176.0764617919922,0.014434893940955096,0.042582132247171334
52,52,52,52,2019-04-22,182.40626525878903,180.8282928466797,179.07196044921875,0.00872635795686727,0.018619915709896073
53,53,53,53,2019-04-23,181.99615478515625,185.29481506347656,180.2933044433593,-0.017802226560901246,0.009444889520741517
54,54,54,54,2019-04-24,178.7866668701172,178.22500610351562,180.42710876464844,0.0031514139282753373,-0.009091992360588441
55,55,55,55,2019-04-25,179.5533905029297,179.9456329345703,180.5697326660156,-0.0021797830002534546,-0.0056285300314740105
56,56,56,56,2019-04-26,181.0511474609375,185.34829711914065,178.8579864501953,-0.023184187419002744,0.012262024493677748
57,57,57,57,2019-04-29,184.4745941162109,183.5741729736328,180.9620056152344,0.0049049445681415005,0.019410640863724016
58,58,58,58,2019-04-30,183.5830841064453,182.40626525878903,180.8282928466797,0.006451636110123005,0.015234293353094674
59,59,59,59,2019-05-01,182.52218627929688,181.99615478515625,185.29481506347656,0.0028903440007377323,-0.01496333711890352
60,60,60,60,2019-05-02,182.7539825439453,178.7866668701172,178.22500610351562,0.02219022113494762,0.025411565635179212
61,61,61,61,2019-05-03,185.0095367431641,179.5533905029297,179.9456329345703,0.030387319476127495,0.02814129871345661
62,62,62,62,2019-05-06,184.0377655029297,181.0511474609375,185.34829711914065,0.016495990684823214,-0.0070706428738784854
63,63,63,63,2019-05-07,180.6499786376953,184.4745941162109,183.5741729736328,-0.02073247807828893,-0.01592922516588169
64,64,64,64,2019-05-08,179.15219116210938,183.5830841064453,182.40626525878903,-0.02413562756014498,-0.017839705736329536
65,65,65,65,2019-05-09,179.7584686279297,182.52218627929688,181.99615478515625,-0.015141817593276707,-0.012295238654179919
66,66,66,66,2019-05-10,180.1328582763672,182.7539825439453,178.7866668701172,-0.014342364697567334,0.007529596193143195
67,67,67,67,2019-05-13,173.82083129882812,185.0095367431641,179.5533905029297,-0.06047637133359496,-0.031926766673938234
68,68,68,68,2019-05-14,174.98878479003906,184.0377655029297,181.0511474609375,-0.0491691511693918,-0.03348425434423952
69,69,69,69,2019-05-15,175.0957489013672,180.6499786376953,184.4745941162109,-0.03074580898494028,-0.050840850252449776
70,70,70,70,2019-05-16,177.53854370117188,179.15219116210938,183.5830841064453,-0.009007132150995356,-0.03292536692415893
71,71,71,71,2019-05-17,176.01402282714844,179.7584686279297,182.52218627929688,-0.020830427792148276,-0.03565683484740645
72,72,72,72,2019-05-20,175.84466552734375,180.1328582763672,182.7539825439453,-0.023805722010163843,-0.03780665636077252
73,73,73,73,2019-05-21,177.51181030273438,173.82083129882812,185.0095367431641,0.021234388170430663,-0.04052616190720093
74,74,74,74,2019-05-22,174.3112030029297,174.98878479003906,184.0377655029297,-0.0038721440801041673,-0.052850905211871635
75,75,75,75,2019-05-23,171.14627075195312,175.0957489013672,180.6499786376953,-0.022556105297786733,-0.05260840857779703
76,76,76,76,2019-05-24,172.06460571289062,177.53854370117188,179.15219116210938,-0.030832392077603354,-0.039561812798624474
77,77,77,77,2019-05-28,168.89071655273438,176.01402282714844,179.7584686279297,-0.04047010664263595,-0.060457524800624385
78,78,78,78,2019-05-29,168.4071502685547,175.84466552734375,180.1328582763672,-0.042295939069203814,-0.06509477571172739
79,79,79,79,2019-05-30,167.7981414794922,177.51181030273438,173.82083129882812,-0.05472125379531756,-0.034648837969149304
80,80,80,80,2019-05-31,163.42787170410156,174.3112030029297,174.98878479003906,-0.06243621242545838,-0.06606659449523522
81,81,81,81,2019-06-03,164.0548095703125,171.14627075195312,175.0957489013672,-0.041435090291382815,-0.06305658132953385
82,82,82,82,2019-06-04,170.04600524902344,172.06460571289062,177.53854370117188,-0.0117316426321602,-0.04220232010441449
83,83,83,83,2019-06-05,168.75640869140625,168.89071655273438,176.01402282714844,-0.000795235309965614,-0.041233158694801264
84,84,84,84,2019-06-06,169.98326110839844,168.4071502685547,175.84466552734375,0.00935893064712734,-0.03333285318248036
85,85,85,85,2019-06-07,169.98326110839844,167.7981414794922,177.51181030273438,0.013022311270195486,-0.04241153972514
86,86,86,86,2019-06-10,173.84307861328125,163.42787170410156,174.3112030029297,0.06372968576643534,-0.0026855668573440017
87,87,87,87,2019-06-11,174.3893585205078,164.0548095703125,171.14627075195312,0.0629944893250205,0.018949216680595793
88,88,88,88,2019-06-12,170.35047912597656,170.04600524902344,172.06460571289062,0.001790538251735141,-0.00996211033531369
89,89,89,89,2019-06-13,171.45196533203125,168.75640869140625,168.89071655273438,0.015973062365614688,0.015165124712447797
90,90,90,90,2019-06-14,171.6400604248047,169.98326110839844,168.4071502685547,0.009746838045127992,0.019196988673548354
91,91,91,91,2019-06-17,170.89675903320312,169.98326110839844,167.7981414794922,0.005374046355200557,0.018466340129813963
92,92,92,92,2019-06-18,174.61322021484375,173.84307861328125,163.42787170410156,0.004430096427800345,0.06844211084749419
93,93,93,93,2019-06-19,175.20431518554688,174.3893585205078,164.0548095703125,0.004673201805161842,0.06796207709141133
94,94,94,94,2019-06-20,175.258056640625,170.35047912597656,170.04600524902344,0.028808709783664455,0.0306508311322502
95,95,95,95,2019-06-21,175.4729766845703,171.45196533203125,168.75640869140625,0.023452699097102903,0.03980037288803784
96,96,96,96,2019-06-24,176.86109924316406,171.6400604248047,169.98326110839844,0.03041853286136953,0.04046185541986769
97,97,97,97,2019-06-25,175.58042907714844,170.89675903320312,169.98326110839844,0.02740642988457931,0.03292775966440997
98,98,98,98,2019-06-26,176.4311981201172,174.61322021484375,173.84307861328125,0.010411456263372365,0.01488767644637301
99,99,99,99,2019-06-27,178.4999237060547,175.20431518554688,174.3893585205078,0.018810087622657345,0.023571192763252702
100,100,100,100,2019-06-28,183.2283935546875,175.258056640625,170.35047912597656,0.045477720493078744,0.07559658472805086
101,101,101,101,2019-07-01,185.2523193359375,175.4729766845703,171.45196533203125,0.055731331605244794,0.08049108085276657
102,102,102,102,2019-07-02,184.46424865722656,176.86109924316406,171.6400604248047,0.0429893823265739,0.07471558912693421
103,103,103,103,2019-07-03,184.5179901123047,175.58042907714844,170.89675903320312,0.050902945630854735,0.07970444352578454
104,104,104,104,2019-07-05,186.1836700439453,176.4311981201172,174.61322021484375,0.05527634583759089,0.06626330935805025
105,105,105,105,2019-07-08,184.2582855224609,178.4999237060547,175.20431518554688,0.03225974385226538,0.051676640083468284
106,106,106,106,2019-07-09,186.0673065185547,183.2283935546875,175.258056640625,0.015493848463065119,0.06167619386590917
107,107,107,107,2019-07-10,184.455322265625,185.2523193359375,175.4729766845703,-0.004302224518264897,0.05118933838571227
108,108,108,108,2019-07-11,189.27330017089844,184.46424865722656,176.86109924316406,0.02607037162311121,0.07018050312278667
109,109,109,109,2019-07-12,191.59280395507807,184.5179901123047,175.58042907714844,0.03834213584522228,0.09119680913237738
110,110,110,110,2019-07-15,189.47930908203125,186.1836700439453,176.4311981201172,0.017701010176177423,0.07395580317394157
111,111,111,111,2019-07-16,193.0077362060547,184.2582855224609,178.4999237060547,0.04748470690902651,0.08127629524307678
112,112,112,112,2019-07-17,191.0196533203125,186.0673065185547,183.2283935546875,0.026615889133989157,0.04252212015000589
113,113,113,113,2019-07-18,192.1121826171875,184.455322265625,185.2523193359375,0.04151065015373345,0.037029837498608
114,114,114,114,2019-07-19,191.2166290283203,189.27330017089844,184.46424865722656,0.01026731639204903,0.03660536076907284
115,115,115,115,2019-07-22,191.64651489257807,191.59280395507807,184.5179901123047,0.0002803390126937533,0.038633223654423565
116,116,116,116,2019-07-23,196.50929260253903,189.47930908203125,186.1836700439453,0.03710158937440644,0.0554593351616528
117,117,117,117,2019-07-24,198.83775329589844,193.0077362060547,184.2582855224609,0.03020613165277286,0.07912516787018675
118,118,118,118,2019-07-25,197.0018768310547,191.0196533203125,186.0673065185547,0.03131731948393224,0.05876674692127937
119,119,119,119,2019-07-26,198.9362335205078,192.1121826171875,184.455322265625,0.03552117731605953,0.07850633463440837
120,120,120,120,2019-07-29,197.3063507080078,191.2166290283203,189.27330017089844,0.031847238969920255,0.04244154104068665
121,121,121,121,2019-07-30,198.2735595703125,191.64651489257807,191.59280395507807,0.03457952095528083,0.03486955395673852
122,122,122,122,2019-07-31,197.13619995117188,196.50929260253903,189.47930908203125,0.003190217319141375,0.04041016882653792
123,123,123,123,2019-08-01,189.49722290039065,198.83775329589844,193.0077362060547,-0.0469756383819514,-0.0181884590466167
124,124,124,124,2019-08-02,187.5001373291016,197.0018768310547,191.0196533203125,-0.04823172070640536,-0.01842488942909548
125,125,125,125,2019-08-05,180.61338806152344,198.9362335205078,192.1121826171875,-0.0921041136384817,-0.059854582874513174
126,126,126,126,2019-08-06,184.4911346435547,197.3063507080078,191.2166290283203,-0.0649508544376165,-0.03517212085027155
127,127,127,127,2019-08-07,184.2493133544922,198.2735595703125,191.64651489257807,-0.07073180229483389,-0.038598153179212114
128,128,128,128,2019-08-08,185.377685546875,197.13619995117188,196.50929260253903,-0.059646652452514104,-0.05664672091705558
129,129,129,129,2019-08-09,185.2881774902344,189.49722290039065,198.83775329589844,-0.022211646934629403,-0.068143879022312
130,130,130,130,2019-08-12,180.4701232910156,187.5001373291016,197.0018768310547,-0.037493380742153026,-0.08391673118026399
131,131,131,131,2019-08-13,182.78958129882807,180.61338806152344,198.9362335205078,0.012048903243891074,-0.08116496394818506
132,132,132,132,2019-08-14,175.13265991210938,184.4911346435547,197.3063507080078,-0.05072587769339876,-0.11238204303273092
133,133,133,133,2019-08-15,175.68792724609375,184.2493133544922,198.2735595703125,-0.04646631215350305,-0.11391146844372535
134,134,134,134,2019-08-16,178.58949279785156,185.377685546875,197.13619995117188,-0.036618176179068596,-0.0940806770035848
135,135,135,135,2019-08-19,181.07911682128903,185.2881774902344,189.49722290039065,-0.02271629375364337,-0.04442337439175348
136,136,136,136,2019-08-20,179.09097290039062,180.4701232910156,187.5001373291016,-0.0076419873022474105,-0.04484884410485068
137,137,137,137,2019-08-21,179.7178497314453,182.78958129882807,180.61338806152344,-0.01680474097897855,-0.004958316433182008
138,138,138,138,2019-08-22,181.2760772705078,175.13265991210938,184.4911346435547,0.035078650444077875,-0.01742662258139671
139,139,139,139,2019-08-23,175.70582580566406,175.68792724609375,184.2493133544922,0.00010187700345087869,-0.04636916899869592
140,140,140,140,2019-08-26,178.79541015625,178.58949279785156,185.377685546875,0.00115302056785338,-0.03550737712150687
141,141,141,141,2019-08-27,177.38050842285156,181.07911682128903,185.2881774902344,-0.02042537241932607,-0.042677677413064385
142,142,142,142,2019-08-28,179.48500061035156,179.09097290039062,180.4701232910156,0.0022001539417628724,-0.005458646908970577
143,143,143,143,2019-08-29,183.3330078125,179.7178497314453,182.78958129882807,0.020115743018608745,0.002972962188602768
144,144,144,144,2019-08-30,183.7565460205078,181.2760772705078,175.13265991210938,0.013683376137373804,0.0492420209498694
145,145,145,145,2019-09-03,179.30477905273438,175.70582580566406,175.68792724609375,0.020482833910418385,0.020586797643610044
146,146,146,146,2019-09-04,181.7920379638672,178.79541015625,178.58949279785156,0.016760093589642144,0.017932438890123414
147,147,147,147,2019-09-05,186.5861968994141,177.38050842285156,181.07911682128903,0.051897970968813434,0.030412563164642137
148,148,148,148,2019-09-06,186.7304077148437,179.48500061035156,179.09097290039062,0.04036775819624827,0.04265672742032667
149,149,149,149,2019-09-09,191.0289306640625,183.3330078125,179.7178497314453,0.041977835543031805,0.06293799391390165
150,150,150,150,2019-09-10,194.3181915283203,183.7565460205078,181.2760772705078,0.05747629532954868,0.0719461412348994
151,151,151,151,2019-09-11,195.37257385253903,179.30477905273438,175.70582580566406,0.089611637150391,0.11192997134100136
152,152,152,152,2019-09-12,197.120834350586,181.7920379638672,178.79541015625,0.08432050467339791,0.10249381781289202
153,153,153,153,2019-09-13,198.16616821289065,186.5861968994141,177.38050842285156,0.06206231492953984,0.11718119411682393
154,154,154,154,2019-09-16,195.75103759765625,186.7304077148437,179.48500061035156,0.04830830711079459,0.09062616336736151
155,155,155,155,2019-09-17,194.57052612304688,191.0289306640625,183.3330078125,0.01853957642265458,0.061295663255794164
156,156,156,156,2019-09-18,195.62489318847656,194.3181915283203,183.7565460205078,0.006724546219162519,0.06458734355316076
157,157,157,157,2019-09-19,193.95773315429688,195.37257385253903,179.30477905273438,-0.00724175696896967,0.08172093448358675
158,158,158,158,2019-09-20,192.614990234375,197.120834350586,181.7920379638672,-0.022858284519013394,0.0595347980677734
159,159,159,159,2019-09-23,192.3626708984375,198.16616821289065,186.5861968994141,-0.02928601469559844,0.030958742366872016
160,160,160,160,2019-09-24,187.2169952392578,195.75103759765625,186.7304077148437,-0.0435964093122162,0.002605829068595966
161,161,161,161,2019-09-25,189.27169799804688,194.57052612304688,191.0289306640625,-0.027233457351341084,-0.009198777692504767
162,162,162,162,2019-09-26,187.6405639648437,195.62489318847656,194.3181915283203,-0.040814484769789994,-0.034364397439873295
163,163,163,163,2019-09-27,188.31642150878903,193.95773315429688,195.37257385253903,-0.02908526282383428,-0.036116391388055114
164,164,164,164,2019-09-30,186.74839782714844,192.614990234375,197.120834350586,-0.03045761080219178,-0.052619686587719205
165,165,165,165,2019-10-01,182.6571655273437,192.3626708984375,198.16616821289065,-0.05045420364441733,-0.07826261579063076
166,166,166,166,2019-10-02,178.65594482421875,187.2169952392578,195.75103759765625,-0.04572795543534014,-0.08733079008538636
167,167,167,167,2019-10-03,177.7458038330078,189.27169799804688,194.57052612304688,-0.06089602559151763,-0.08647107362704598
168,168,168,168,2019-10-04,180.9539337158203,187.6405639648437,195.62489318847656,-0.03563531310999568,-0.07499536093559112
169,169,169,169,2019-10-07,180.59344482421875,188.31642150878903,193.95773315429688,-0.04101063849182074,-0.06890309611654721
170,170,170,170,2019-10-08,177.8629150390625,186.74839782714844,192.614990234375,-0.04757996797546937,-0.07658840663108357
171,171,171,171,2019-10-09,177.39431762695312,182.6571655273437,192.3626708984375,-0.02881270978445527,-0.07781319110186025
172,172,172,172,2019-10-10,180.1158447265625,178.65594482421875,187.2169952392578,0.008171571921550935,-0.03793005279045447
173,173,173,173,2019-10-11,184.450424194336,177.7458038330078,189.27169799804688,0.03772027365342012,-0.025472766687815285
174,174,174,174,2019-10-14,185.47775268554688,180.9539337158203,187.6405639648437,0.02499983767598568,-0.011526352477292945
175,175,175,175,2019-10-15,186.0545196533203,180.59344482421875,188.31642150878903,0.030239607170775784,-0.012011176918860222
176,176,176,176,2019-10-16,186.91964721679688,177.8629150390625,186.74839782714844,0.05091973318746823,0.0009170059376195638
177,177,177,177,2019-10-17,186.0545196533203,177.39431762695312,182.6571655273437,0.048818937056253064,0.01859962140641036
178,178,178,178,2019-10-18,186.1085662841797,180.1158447265625,178.65594482421875,0.03327148461988361,0.041714936870942854
179,179,179,179,2019-10-21,188.5687561035156,184.450424194336,177.7458038330078,0.022327581664114415,0.060890057807924114
180,180,180,180,2019-10-22,188.88417053222656,185.47775268554688,180.9539337158203,0.01836564114756567,0.04382461687105588
181,181,181,181,2019-10-23,190.43418884277344,186.0545196533203,180.59344482421875,0.023539708670414772,0.05449114738429861
182,182,182,182,2019-10-24,190.1908569335937,186.91964721679688,177.8629150390625,0.01750062000172048,0.06931148009029142
183,183,183,183,2019-10-25,193.0565795898437,186.0545196533203,177.39431762695312,0.03763445225394402,0.08829066326592905
184,184,184,184,2019-10-28,196.22866821289065,186.1085662841797,180.1158447265625,0.054377410619874444,0.08945811242086643
185,185,185,185,2019-10-29,196.1295318603516,188.5687561035156,184.450424194336,0.04009559119478667,0.06331841044567366
186,186,186,186,2019-10-30,194.4803924560547,188.88417053222656,185.47775268554688,0.029627797332404393,0.04853757197376973
187,187,187,187,2019-10-31,192.2906036376953,190.43418884277344,186.0545196533203,0.0097483272630976,0.03351750871730963
188,188,188,188,2019-11-01,195.9042816162109,190.1908569335937,186.91964721679688,0.030040480256167568,0.04806682728752043
189,189,189,189,2019-11-04,198.1391448974609,193.0565795898437,186.0545196533203,0.026326817342435804,0.06495206494665196
190,190,190,190,2019-11-05,197.03073120117188,196.22866821289065,186.1085662841797,0.00408738945020537,0.05868706172457694
191,191,191,191,2019-11-06,196.83241271972656,196.1295318603516,188.5687561035156,0.0035837584106173104,0.04382304251757696
192,192,192,192,2019-11-07,201.2211303710937,194.4803924560547,188.88417053222656,0.03466024430489645,0.065314948331058
193,193,193,193,2019-11-08,200.87869262695312,192.2906036376953,190.43418884277344,0.04466203146066916,0.05484573882268018
194,194,194,194,2019-11-11,197.3821563720703,195.9042816162109,190.1908569335937,0.007543861439203603,0.03781096291599084
195,195,195,195,2019-11-12,198.6257476806641,198.1391448974609,193.0565795898437,0.002455863950836079,0.028847336374923538
196,196,196,196,2019-11-13,197.6434936523437,197.03073120117188,196.22866821289065,0.0031099841503718917,0.007210085316983861
197,197,197,197,2019-11-14,197.7425994873047,196.83241271972656,196.1295318603516,0.004624171166738522,0.008224501489666691
198,198,198,198,2019-11-15,198.4815673828125,201.2211303710937,194.4803924560547,-0.013614688393951857,0.020573667485075386
199,199,199,199,2019-11-18,198.01296997070312,200.87869262695312,192.2906036376953,-0.014265936415525426,0.029758949344137475
200,200,200,200,2019-11-19,198.29234313964844,197.3821563720703,195.9042816162109,0.004611292045378246,0.01218994043282784
201,201,201,201,2019-11-20,196.3728485107422,198.6257476806641,198.1391448974609,-0.011342432671639036,-0.008914424192315917
202,202,202,202,2019-11-21,196.6612091064453,197.6434936523437,197.03073120117188,-0.004969981696570369,-0.0018754541105026057
203,203,203,203,2019-11-22,198.5086212158203,197.7425994873047,196.83241271972656,0.0038738326010769875,0.008515917032834164
204,204,204,204,2019-11-25,200.73448181152344,198.4815673828125,201.2211303710937,0.011350748880200712,-0.0024184764227930255
205,205,205,205,2019-11-26,200.46414184570312,198.01296997070312,200.87869262695312,0.012378845059304311,-0.0020636871727348627
206,206,206,206,2019-11-27,200.91476440429688,198.29234313964844,197.3821563720703,0.013225025349574704,0.017897301849147507
207,207,207,207,2019-11-29,200.5975341796875,196.3728485107422,198.6257476806641,0.021513593661163455,0.009927144501897578
208,208,208,208,2019-12-02,197.23536682128903,196.6612091064453,197.6434936523437,0.0029195270254489536,-0.0020649646670006794
209,209,209,209,2019-12-03,192.3416442871093,198.5086212158203,197.7425994873047,-0.031066544570909294,-0.02731305856299393
210,210,210,210,2019-12-04,195.6947631835937,200.73448181152344,198.4815673828125,-0.025106392197538407,-0.014040619670459775
211,211,211,211,2019-12-05,196.7822265625,200.46414184570312,198.01296997070312,-0.018366952060868247,-0.006215468655337175
212,212,212,212,2019-12-06,203.55191040039065,200.91476440429688,198.29234313964844,0.013125695385865832,0.026524308389649365
213,213,213,213,2019-12-09,201.0144195556641,200.5975341796875,196.3728485107422,0.0020782178488951697,0.023636521444399206
214,214,214,214,2019-12-10,201.07785034179688,197.23536682128903,196.6612091064453,0.019481716603034105,0.022458121026607714
215,215,215,215,2019-12-11,200.4525451660156,192.3416442871093,198.5086212158203,0.04216923957871099,0.009792642446908362
216,216,216,216,2019-12-12,204.8568878173828,195.6947631835937,200.73448181152344,0.04681844564840776,0.020536611192341292
217,217,217,217,2019-12-13,203.90530395507807,196.7822265625,200.46414184570312,0.03619776804545771,0.01716597331418801
218,218,218,218,2019-12-16,206.66033935546875,203.55191040039065,200.91476440429688,0.01527093972718685,0.02859707681616741
219,219,219,219,2019-12-17,209.478744506836,201.0144195556641,200.5975341796875,0.042108048616024796,0.04427377616313599
220,220,220,220,2019-12-18,208.8443298339844,201.07785034179688,197.23536682128903,0.03862424170034573,0.058858424834193235
221,221,221,221,2019-12-19,208.3821716308593,200.4525451660156,192.3416442871093,0.03955862200839788,0.08339601859598456
222,222,222,222,2019-12-20,207.46685791015625,204.8568878173828,195.6947631835937,0.012740455644820958,0.06015538962337175
223,223,223,223,2019-12-23,207.6118927001953,203.90530395507807,196.7822265625,0.018177990828202484,0.05503376156919182
224,224,224,224,2019-12-24,208.35501098632807,206.66033935546875,203.55191040039065,0.008200275080088693,0.023596440713769873
225,225,225,225,2019-12-26,209.5331115722656,209.478744506836,201.0144195556641,0.00025953499748920805,0.04237851212580579
226,226,226,226,2019-12-27,209.03468322753903,208.8443298339844,201.07785034179688,0.00091146067363157,0.03957090685133613
227,227,227,227,2019-12-30,208.2553253173828,208.3821716308593,200.4525451660156,-0.0006087196063067069,0.03892582229327601
228,228,228,228,2019-12-31,208.3731231689453,207.46685791015625,204.8568878173828,0.004368241115318305,0.017164350142314877
229,229,229,229,2020-01-02,212.3515472412109,207.6118927001953,203.90530395507807,0.022829398062759187,0.04142238147955979
230,230,230,230,2020-01-03,209.86843872070312,208.35501098632807,206.66033935546875,0.007263697317432705,0.015523536713622832
231,231,231,231,2020-01-06,212.0162506103516,209.5331115722656,209.478744506836,0.011850819278410807,0.012113429978251489
232,232,232,232,2020-01-07,213.4118804931641,209.03468322753903,208.8443298339844,0.02094005261729892,0.021870599325394924
233,233,233,233,2020-01-08,215.46905517578125,208.2553253173828,208.3821716308593,0.034638873447315977,0.0340090684796015
234,234,234,234,2020-01-09,219.85525512695312,208.3731231689453,207.46685791015625,0.05510370907431428,0.059712656477217685
235,235,235,235,2020-01-10,219.41119384765625,212.3515472412109,207.6118927001953,0.03324509144464227,0.05683345493362402
236,236,236,236,2020-01-13,222.2205810546875,209.86843872070312,208.35501098632807,0.05885659801578291,0.06654781184633607
237,237,237,237,2020-01-14,222.62838745117188,212.0162506103516,209.5331115722656,0.05005341246376216,0.06249740568754869
238,238,238,238,2020-01-15,222.2205810546875,213.4118804931641,209.03468322753903,0.04127558663167097,0.06307995220484686
239,239,239,239,2020-01-16,226.30776977539065,215.46905517578125,208.2553253173828,0.050302882661118486,0.08668419129496807
240,240,240,240,2020-01-17,226.07212829589844,219.85525512695312,208.3731231689453,0.028277118804167056,0.08493900200652593
241,241,241,241,2020-01-21,222.66461181640625,219.41119384765625,212.3515472412109,0.014827948892201626,0.048565996853701776
242,242,242,242,2020-01-22,223.8880615234375,222.2205810546875,209.86843872070312,0.007503717526234244,0.0668019588280826
243,243,243,243,2020-01-23,222.55587768554688,222.62838745117188,212.0162506103516,-0.000325698651709061,0.04971141148310032
244,244,244,244,2020-01-24,219.239013671875,222.2205810546875,213.4118804931641,-0.013417152311732794,0.02730463348734502
