,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,NTAP,NTAP_6m,NTAP_12m,NTAP_6m_ret,NTAP_12m_ret
21,21,21,21,2019-03-07,54.50497817993164,56.75526428222656,55.18350601196289,-0.039648940600557125,-0.012295844919388732
22,22,22,22,2019-03-08,54.2730827331543,55.99944305419922,56.0595588684082,-0.03082816947615108,-0.03186746687478226
23,23,23,23,2019-03-11,56.05097198486328,56.87551498413086,56.20557403564453,-0.014497328059317582,-0.002750653354829269
24,24,24,24,2019-03-12,56.20557403564453,55.441165924072266,56.70372772216797,0.013787735139249024,-0.008785201723672365
25,25,25,25,2019-03-13,56.317230224609375,55.56999206542969,56.6865463256836,0.013446792619654646,-0.006515057363917998
26,26,26,26,2019-03-14,56.46323394775391,54.91724395751953,57.33930206298828,0.02815126686674696,-0.015278667226747755
27,27,27,27,2019-03-15,58.45587158203125,54.50497817993164,56.75526428222656,0.07248683577226522,0.029963868925851234
28,28,28,28,2019-03-18,57.468143463134766,54.2730827331543,55.99944305419922,0.058870080140641656,0.02622705385684032
29,29,29,29,2019-03-19,57.201881408691406,56.05097198486328,56.87551498413086,0.02053326433195357,0.005738258803487106
30,30,30,30,2019-03-20,58.03498458862305,56.20557403564453,55.441165924072266,0.03254856096333669,0.046785067040312045
31,31,31,31,2019-03-21,59.70125198364258,56.317230224609375,55.56999206542969,0.060088568729973924,0.07434335987215235
32,32,32,32,2019-03-22,57.40802001953125,56.46323394775391,54.91724395751953,0.016732765832214946,0.04535508125532339
33,33,33,33,2019-03-25,57.43379592895508,58.45587158203125,54.50497817993164,-0.01748456785289554,0.05373486692086793
34,34,34,34,2019-03-26,58.08653259277344,57.468143463134766,54.2730827331543,0.010760555194120114,0.07026411008139744
35,35,35,35,2019-03-27,57.69142532348633,57.201881408691406,56.05097198486328,0.008558178555304385,0.02926717022973402
36,36,36,36,2019-03-28,57.88040542602539,58.03498458862305,56.20557403564453,-0.002663551368082162,0.02979831483117157
37,37,37,37,2019-03-29,59.55523300170898,59.70125198364258,56.317230224609375,-0.002445827802298184,0.05749577463567568
38,38,38,38,2019-04-01,60.4484748840332,57.40802001953125,56.46323394775391,0.0529621969799261,0.07058116685216587
39,39,39,39,2019-04-02,60.77485275268555,57.43379592895508,58.45587158203125,0.058172314221809795,0.03967062859374293
40,40,40,40,2019-04-03,62.192012786865234,58.08653259277344,57.468143463134766,0.07067869281979755,0.08219978998905342
41,41,41,41,2019-04-04,61.74291610717773,57.69142532348633,57.201881408691406,0.07022691432867112,0.07938610735618812
42,42,42,42,2019-04-05,62.31293487548828,57.88040542602539,58.03498458862305,0.07658082932967569,0.07371330098886375
43,43,43,43,2019-04-08,63.02113342285156,59.55523300170898,59.70125198364258,0.05819640435363804,0.055608238167577984
44,44,44,44,2019-04-09,62.857032775878906,60.4484748840332,57.40802001953125,0.03984480826797321,0.0949172738320152
45,45,45,45,2019-04-10,64.1266098022461,60.77485275268555,57.43379592895508,0.055150393587953817,0.11653093383501845
46,46,46,46,2019-04-11,65.19754791259766,62.192012786865234,58.08653259277344,0.04832670613238599,0.1224210673699071
47,47,47,47,2019-04-12,65.31845092773438,61.74291610717773,57.69142532348633,0.057910041280686775,0.13220379911714653
48,48,48,48,2019-04-15,65.77619171142578,62.31293487548828,57.88040542602539,0.05557845803375616,0.13641553177252153
49,49,49,49,2019-04-16,66.873046875,63.02113342285156,59.55523300170898,0.061120980263927205,0.1228744058994955
50,50,50,50,2019-04-17,67.08032989501953,62.857032775878906,60.4484748840332,0.06718893547201121,0.10971087399159618
51,51,51,51,2019-04-18,67.09758758544922,64.1266098022461,60.77485275268555,0.04632987448369774,0.10403537888430803
52,52,52,52,2019-04-22,66.24256896972656,65.19754791259766,62.192012786865234,0.01602853313639696,0.06512984547939871
53,53,53,53,2019-04-23,66.19075775146484,65.31845092773438,61.74291610717773,0.013354677144679306,0.07203808833010483
54,54,54,54,2019-04-24,63.47887420654297,65.77619171142578,62.31293487548828,-0.03492627720014008,0.018711032201972566
55,55,55,55,2019-04-25,63.48750686645508,66.873046875,63.02113342285156,-0.05062637589809871,0.007400270643726836
56,56,56,56,2019-04-26,62.09701919555664,67.08032989501953,62.857032775878906,-0.07428870292173206,-0.012091146316628554
57,57,57,57,2019-04-29,62.952056884765625,67.09758758544922,64.1266098022461,-0.06178360280694495,-0.01831615488644356
58,58,58,58,2019-04-30,62.91748046875,66.24256896972656,65.19754791259766,-0.05019564537867116,-0.03497167480752905
59,59,59,59,2019-05-01,61.99336624145508,66.19075775146484,65.31845092773438,-0.06341355881995281,-0.05090574927990921
60,60,60,60,2019-05-02,61.907012939453125,63.47887420654297,65.77619171142578,-0.024761958789241256,-0.05882339295268979
61,61,61,61,2019-05-03,62.321563720703125,63.48750686645508,66.873046875,-0.01836492253829558,-0.06806154896463101
62,62,62,62,2019-05-06,61.08653259277344,62.09701919555664,67.08032989501953,-0.016272707061847358,-0.08935253168292945
63,63,63,63,2019-05-07,59.713321685791016,62.952056884765625,67.09758758544922,-0.051447646975271155,-0.11005262879614397
64,64,64,64,2019-05-08,59.52331161499024,62.91748046875,66.24256896972656,-0.053946356854603916,-0.10143413003513013
65,65,65,65,2019-05-09,59.195125579833984,61.99336624145508,66.19075775146484,-0.04513774345987853,-0.10568895732993844
66,66,66,66,2019-05-10,59.385135650634766,61.907012939453125,63.47887420654297,-0.040736536445149296,-0.06448977879771922
67,67,67,67,2019-05-13,56.98415756225586,62.321563720703125,63.48750686645508,-0.0856430076492799,-0.10243510298614977
68,68,68,68,2019-05-14,58.14146423339844,61.08653259277344,62.09701919555664,-0.04821141803886575,-0.06369959481793042
69,69,69,69,2019-05-15,58.5473861694336,59.713321685791016,62.952056884765625,-0.019525551140707198,-0.06996865445389366
70,70,70,70,2019-05-16,60.1883544921875,59.52331161499024,62.91748046875,0.011172813796028302,-0.04337627565868607
71,71,71,71,2019-05-17,59.67012023925781,59.195125579833984,61.99336624145508,0.008024219135800648,-0.037475719468895496
72,72,72,72,2019-05-20,58.84102630615234,59.385135650634766,61.907012939453125,-0.009162382783520884,-0.049525675488484855
73,73,73,73,2019-05-21,60.44742202758789,56.98415756225586,62.321563720703125,0.06077591761444179,-0.03007212241198387
74,74,74,74,2019-05-22,57.95146179199219,58.14146423339844,61.08653259277344,-0.0032679335464190773,-0.05132179987495522
75,75,75,75,2019-05-23,53.253150939941406,58.5473861694336,59.713321685791016,-0.09042650023983834,-0.10818642412563739
76,76,76,76,2019-05-24,53.54680252075195,60.1883544921875,59.52331161499024,-0.11034612970350643,-0.10040619266776774
77,77,77,77,2019-05-28,52.42403411865234,59.67012023925781,59.195125579833984,-0.12143575530853667,-0.11438596328425321
78,78,78,78,2019-05-29,52.08721923828125,58.84102630615234,59.385135650634766,-0.11478057899144622,-0.12289129817413336
79,79,79,79,2019-05-30,52.2081298828125,60.44742202758789,56.98415756225586,-0.13630510397970352,-0.08381325413516016
80,80,80,80,2019-05-31,51.12855911254883,57.95146179199219,58.14146423339844,-0.1177347812887467,-0.12061796539381198
81,81,81,81,2019-06-03,50.87810134887695,53.253150939941406,58.5473861694336,-0.044599231203107936,-0.1309927790518618
82,82,82,82,2019-06-04,52.812686920166016,53.54680252075195,60.1883544921875,-0.013709793414862337,-0.12254310047600403
83,83,83,83,2019-06-05,52.79541397094727,52.42403411865234,59.67012023925781,0.007084152498725738,-0.11521187221921458
84,84,84,84,2019-06-06,52.760868072509766,52.08721923828125,58.84102630615234,0.012933092687225312,-0.10333195417101071
85,85,85,85,2019-06-07,52.94223403930664,52.2081298828125,60.44742202758789,0.014061108071519168,-0.1241605967059426
86,86,86,86,2019-06-10,53.82317352294922,51.12855911254883,57.95146179199219,0.052702725388148686,-0.07123699974749254
87,87,87,87,2019-06-11,53.65043258666992,50.87810134887695,53.253150939941406,0.05448967560292339,0.007460246759418476
88,88,88,88,2019-06-12,53.13223648071289,52.812686920166016,53.54680252075195,0.006050621151503233,-0.007742125029377767
89,89,89,89,2019-06-13,53.68498229980469,52.79541397094727,52.42403411865234,0.016849348493544136,0.024052864346502334
90,90,90,90,2019-06-14,52.66586685180664,52.760868072509766,52.08721923828125,-0.001800600031306665,0.011109205328821092
91,91,91,91,2019-06-17,51.940406799316406,52.94223403930664,52.2081298828125,-0.01892302541004287,-0.005127996043854277
92,92,92,92,2019-06-18,53.07179641723633,53.82317352294922,51.12855911254883,-0.01396010410631987,0.03800688574872346
93,93,93,93,2019-06-19,53.30497741699219,53.65043258666992,50.87810134887695,-0.0064390006384322795,0.047699815908496035
94,94,94,94,2019-06-20,54.12544631958008,53.13223648071289,52.812686920166016,0.018693168303346885,0.0248568947343748
95,95,95,95,2019-06-21,53.08042144775391,53.68498229980469,52.79541397094727,-0.011261265742337323,0.005398337760235794
96,96,96,96,2019-06-24,52.8990592956543,52.66586685180664,52.760868072509766,0.004427771871748032,0.0026191991942705606
97,97,97,97,2019-06-25,52.64859390258789,51.940406799316406,52.94223403930664,0.013634608331192455,-0.00554642511875747
98,98,98,98,2019-06-26,52.36359405517578,53.07179641723633,53.82317352294922,-0.01334423196254464,-0.027118049201448557
99,99,99,99,2019-06-27,52.68314743041992,53.30497741699219,53.65043258666992,-0.011665514492349094,-0.01802940087551752
100,100,100,100,2019-06-28,53.28770065307617,54.12544631958008,53.13223648071289,-0.015477852349844667,0.00292598585455206
101,101,101,101,2019-07-01,54.27227020263672,53.08042144775391,53.68498229980469,0.022453641519329715,0.010939519352960003
102,102,102,102,2019-07-02,53.48634719848633,52.8990592956543,52.66586685180664,0.011102048139451037,0.015578977347669776
103,103,103,103,2019-07-03,54.39155578613281,52.64859390258789,51.940406799316406,0.03310557328026276,0.047191563136711245
104,104,104,104,2019-07-05,54.32192993164063,52.36359405517578,53.07179641723633,0.03739880563586495,0.023555515335793142
105,105,105,105,2019-07-08,52.58981704711914,52.68314743041992,53.30497741699219,-0.0017715415242425259,-0.013416390073266782
106,106,106,106,2019-07-09,52.35482025146485,53.28770065307617,54.12544631958008,-0.01750648630318541,-0.03271337584286482
107,107,107,107,2019-07-10,52.46797561645508,54.27227020263672,53.08042144775391,-0.03324523885669306,-0.011538074012875987
108,108,108,108,2019-07-11,52.72039031982422,53.48634719848633,52.8990592956543,-0.01432060551489267,-0.003377545427254103
109,109,109,109,2019-07-12,53.19911193847656,54.39155578613281,52.64859390258789,-0.02192332670800834,0.010456462273375378
110,110,110,110,2019-07-15,52.937984466552734,54.32192993164063,52.36359405517578,-0.025476735948620988,0.010969270191265146
111,111,111,111,2019-07-16,51.31034469604492,52.58981704711914,52.68314743041992,-0.0243292793722375,-0.02605772056781719
112,112,112,112,2019-07-17,51.63238525390625,52.35482025146485,53.28770065307617,-0.01379882490453943,-0.03106374226853348
113,113,113,113,2019-07-18,51.19718170166016,52.46797561645508,54.27227020263672,-0.024220372519887512,-0.056660399306958764
114,114,114,114,2019-07-19,51.71942901611328,52.72039031982422,53.48634719848633,-0.018986227105654563,-0.03303493835195104
115,115,115,115,2019-07-22,51.092735290527344,53.19911193847656,54.39155578613281,-0.039594206955657296,-0.06064949692883226
116,116,116,116,2019-07-23,51.44089126586914,52.937984466552734,54.32192993164063,-0.028280132229618338,-0.0530363827168332
117,117,117,117,2019-07-24,51.19718170166016,51.31034469604492,52.58981704711914,-0.002205461589765534,-0.0264810836708409
118,118,118,118,2019-07-25,51.11883544921875,51.63238525390625,52.35482025146485,-0.009946273102861336,-0.023607851126401624
119,119,119,119,2019-07-26,51.44959259033203,51.19718170166016,52.46797561645508,0.004930171550120432,-0.019409611561297946
120,120,120,120,2019-07-29,51.562747955322266,51.71942901611328,52.72039031982422,-0.0030294429728178196,-0.021958152386186924
121,121,121,121,2019-07-30,51.78034973144531,51.092735290527344,53.19911193847656,0.013458164590484323,-0.02666890771921182
122,122,122,122,2019-07-31,50.90995788574219,51.44089126586914,52.937984466552734,-0.010321232137733727,-0.038309478557724375
123,123,123,123,2019-08-01,50.23103332519531,51.19718170166016,51.31034469604492,-0.018871124236776504,-0.021034966286882173
124,124,124,124,2019-08-02,40.07341766357422,51.11883544921875,51.63238525390625,-0.21607334534482903,-0.22387049394464176
125,125,125,125,2019-08-05,39.30745697021485,51.44959259033203,51.19718170166016,-0.23600061747425438,-0.23223396945421637
126,126,126,126,2019-08-06,40.04730224609375,51.562747955322266,51.71942901611328,-0.22332878222871944,-0.22568166339158657
127,127,127,127,2019-08-07,40.27360534667969,51.78034973144531,51.092735290527344,-0.2222222222222222,-0.21175476087406764
128,128,128,128,2019-08-08,41.56181335449219,50.90995788574219,51.44089126586914,-0.183621140528738,-0.19204717624967915
129,129,129,129,2019-08-09,40.543434143066406,50.23103332519531,51.19718170166016,-0.19286083802838505,-0.20809246143031912
130,130,130,130,2019-08-12,40.13434982299805,40.07341766357422,51.11883544921875,0.0015205131724818077,-0.21488137454016631
131,131,131,131,2019-08-13,40.90030288696289,39.30745697021485,51.44959259033203,0.04052274147256618,-0.20504126801096323
132,132,132,132,2019-08-14,38.915775299072266,40.04730224609375,51.562747955322266,-0.02825476083427958,-0.24527344173371557
133,133,133,133,2019-08-15,40.44768905639648,40.27360534667969,51.78034973144531,0.00432252608670769,-0.21886025748811633
134,134,134,134,2019-08-16,40.70011138916016,41.56181335449219,50.90995788574219,-0.02073302139111044,-0.20054714088540604
135,135,135,135,2019-08-19,40.917701721191406,40.543434143066406,50.23103332519531,0.009231274706634762,-0.18540991469774215
136,136,136,136,2019-08-20,40.11692428588867,40.13434982299805,40.07341766357422,-0.0004341801271535717,0.001085672868725629
137,137,137,137,2019-08-21,40.81325912475586,40.90030288696289,39.30745697021485,-0.002128193584472915,0.038308307649666196
138,138,138,138,2019-08-22,40.71751022338867,38.915775299072266,40.04730224609375,0.04629831759665226,0.016735408871649815
139,139,139,139,2019-08-23,39.5424690246582,40.44768905639648,40.27360534667969,-0.022380018558689985,-0.018154230686023287
140,140,140,140,2019-08-26,40.52603149414063,40.70011138916016,41.56181335449219,-0.004277135591965298,-0.02492147903935482
141,141,141,141,2019-08-27,40.48250579833984,40.917701721191406,40.543434143066406,-0.010635883848436722,-0.0015027919073546947
142,142,142,142,2019-08-28,40.752323150634766,40.11692428588867,40.13434982299805,0.015838673479003473,0.015397616514584822
143,143,143,143,2019-08-29,41.69237518310547,40.81325912475586,40.90030288696289,0.021539962188816375,0.019365927395003535
144,144,144,144,2019-08-30,41.83162689208984,40.71751022338867,38.915775299072266,0.027362102019224288,0.07492723890527464
145,145,145,145,2019-09-03,41.265869140625,39.5424690246582,40.44768905639648,0.04358352319608838,0.020228104579416817
146,146,146,146,2019-09-04,42.78037643432617,40.52603149414063,40.70011138916016,0.055627083557675316,0.05111202338674814
147,147,147,147,2019-09-05,45.05213165283203,40.48250579833984,40.917701721191406,0.11287902673948591,0.10104257467372335
148,148,148,148,2019-09-06,45.243614196777344,40.752323150634766,40.11692428588867,0.11020944817160983,0.1277936931145045
149,149,149,149,2019-09-09,47.68074417114258,41.69237518310547,40.81325912475586,0.14363223399332048,0.16826602907144816
150,150,150,150,2019-09-10,47.44573211669922,41.83162689208984,40.71751022338867,0.1342071930190929,0.16524148594541943
151,151,151,151,2019-09-11,48.93413543701172,41.265869140625,39.5424690246582,0.1858258763496523,0.23750834593805936
152,152,152,152,2019-09-12,49.05598831176758,42.78037643432617,40.52603149414063,0.1466937039947589,0.2104809304819355
153,153,153,153,2019-09-13,49.23876953125,45.05213165283203,40.48250579833984,0.09292874110108373,0.21629747369218566
154,154,154,154,2019-09-16,49.47378158569336,45.243614196777344,40.752323150634766,0.09349755681581517,0.2140113191294899
155,155,155,155,2019-09-17,49.212650299072266,47.68074417114258,41.69237518310547,0.03212840224202762,0.18037531042400667
156,156,156,156,2019-09-18,47.81130599975586,47.44573211669922,41.83162689208984,0.007705095205559509,0.14294636742413558
157,157,157,157,2019-09-19,47.37610626220703,48.93413543701172,41.265869140625,-0.031839311370080114,0.14806999704185775
158,158,158,158,2019-09-20,47.0888671875,49.05598831176758,42.78037643432617,-0.04009951061969952,0.10071184763387864
159,159,159,159,2019-09-23,47.46314239501953,49.23876953125,45.05213165283203,-0.036061565980107346,0.053516019192311415
160,160,160,160,2019-09-24,46.09661102294922,49.47378158569336,45.243614196777344,-0.06826182382873958,0.01885341923529693
161,161,161,161,2019-09-25,46.836456298828125,49.212650299072266,47.68074417114258,-0.048284211189677295,-0.01770710350669058
162,162,162,162,2019-09-26,46.73201370239258,47.81130599975586,47.44573211669922,-0.022573997400715085,-0.015042836994298092
163,163,163,163,2019-09-27,46.92350006103516,47.37610626220703,48.93413543701172,-0.0095534698159212,-0.04108860528586744
164,164,164,164,2019-09-30,45.70492935180664,47.0888671875,49.05598831176758,-0.02938991567120841,-0.06831090505533821
165,165,165,165,2019-10-01,45.2523193359375,47.46314239501953,49.23876953125,-0.046579786915120436,-0.08096161283604886
166,166,166,166,2019-10-02,44.721378326416016,46.09661102294922,49.47378158569336,-0.029833705038501468,-0.09605902574974434
167,167,167,167,2019-10-03,45.17824935913086,46.836456298828125,49.212650299072266,-0.035404193031118636,-0.08197894068748135
168,168,168,168,2019-10-04,45.74056625366211,46.73201370239258,47.81130599975586,-0.02121559441123999,-0.043310671038861104
169,169,169,169,2019-10-07,45.714202880859375,46.92350006103516,47.37610626220703,-0.025771674717419035,-0.035078935616821516
170,170,170,170,2019-10-08,44.42265319824219,45.70492935180664,47.0888671875,-0.028055532997203203,-0.05662089891951305
171,171,171,171,2019-10-09,45.13431930541992,45.2523193359375,47.46314239501953,-0.002607601825700634,-0.04906592720342051
172,172,172,172,2019-10-10,43.73732376098633,44.721378326416016,46.09661102294922,-0.02200411978019079,-0.051181360399538245
173,173,173,173,2019-10-11,45.23975372314453,45.17824935913086,46.836456298828125,0.0013613711218591895,-0.03409102015524479
174,174,174,174,2019-10-14,45.86356735229492,45.74056625366211,46.73201370239258,0.0026891031027183043,-0.018583542229278938
175,175,175,175,2019-10-15,46.60159683227539,45.714202880859375,46.92350006103516,0.0194117778610019,-0.006860170881137662
176,176,176,176,2019-10-16,46.7597541809082,44.42265319824219,45.70492935180664,0.052610567231011096,0.023079016728856816
177,177,177,177,2019-10-17,47.462646484375,45.13431930541992,45.2523193359375,0.05158662443094575,0.048844505229197255
178,178,178,178,2019-10-18,46.996978759765625,43.73732376098633,44.721378326416016,0.07452799390727494,0.05088395122217104
179,179,179,179,2019-10-21,47.94587707519531,45.23975372314453,45.17824935913086,0.05981737585512836,0.06126018062506211
180,180,180,180,2019-10-22,48.48183822631836,45.86356735229492,45.74056625366211,0.05708825163798403,0.059930870935310576
181,181,181,181,2019-10-23,49.21107864379883,46.60159683227539,45.714202880859375,0.05599554497918313,0.07649429592052681
182,182,182,182,2019-10-24,48.71905517578125,46.7597541809082,44.42265319824219,0.04190143915839961,0.0967164648713299
183,183,183,183,2019-10-25,49.21107864379883,47.462646484375,45.13431930541992,0.03683806717350713,0.0903250431404945
184,184,184,184,2019-10-28,49.079288482666016,46.996978759765625,43.73732376098633,0.04430731033891622,0.12213743920117759
185,185,185,185,2019-10-29,48.736629486083984,47.94587707519531,45.23975372314453,0.016492604977243586,0.07729652518312591
186,186,186,186,2019-10-30,49.527374267578125,48.48183822631836,45.86356735229492,0.02156551978039878,0.07988490923831004
187,187,187,187,2019-10-31,49.096866607666016,49.21107864379883,46.60159683227539,-0.0023208602469274586,0.05354472689790857
188,188,188,188,2019-11-01,50.15998458862305,48.71905517578125,46.7597541809082,0.029576300436099157,0.07271702914775258
189,189,189,189,2019-11-04,50.88922882080078,49.21107864379883,47.462646484375,0.03410106470432783,0.07219534919010129
190,190,190,190,2019-11-05,52.303802490234375,49.079288482666016,46.996978759765625,0.06570009686891054,0.11291840178909429
191,191,191,191,2019-11-06,50.85409164428711,48.736629486083984,47.94587707519531,0.04344703728040389,0.06065619708094472
192,192,192,192,2019-11-07,51.78540802001953,49.527374267578125,48.48183822631836,0.04559163060496774,0.06814035759699855
193,193,193,193,2019-11-08,52.198368072509766,49.096866607666016,49.21107864379883,0.06317106730309097,0.06070359583730389
194,194,194,194,2019-11-11,52.6025276184082,50.15998458862305,48.71905517578125,0.048695051440250214,0.0797115713474974
195,195,195,195,2019-11-12,52.83974838256836,50.88922882080078,49.21107864379883,0.03832873099012879,0.07373684622998589
196,196,196,196,2019-11-13,52.77824401855469,52.303802490234375,49.079288482666016,0.009070880236841106,0.07536693481599843
197,197,197,197,2019-11-14,54.45640182495117,50.85409164428711,48.736629486083984,0.07083619162566923,0.11736085156443532
198,198,198,198,2019-11-15,55.23836517333984,51.78540802001953,49.527374267578125,0.06667818764670996,0.11530978555227533
199,199,199,199,2019-11-18,55.78310775756836,52.198368072509766,49.096866607666016,0.06867532103836971,0.1361846816688368
200,200,200,200,2019-11-19,55.26471710205078,52.6025276184082,50.15998458862305,0.05060953540017632,0.10176902077010519
201,201,201,201,2019-11-20,53.98193740844727,52.83974838256836,50.88922882080078,0.021616095095859933,0.06077334357997488
202,202,202,202,2019-11-21,53.3317756652832,52.77824401855469,52.303802490234375,0.01048787539301066,0.01965388989148087
203,203,203,203,2019-11-22,53.79742813110352,54.45640182495117,50.85409164428711,-0.012100940784995351,0.05787806628037706
204,204,204,204,2019-11-25,55.04507064819336,55.23836517333984,51.78540802001953,-0.0034992803378578463,0.06294558163785613
205,205,205,205,2019-11-26,53.16483688354492,55.78310775756836,52.198368072509766,-0.0469366261450036,0.018515307024399963
206,206,206,206,2019-11-27,53.199974060058594,55.26471710205078,52.6025276184082,-0.03736096283962642,0.011357751589132992
207,207,207,207,2019-11-29,53.23512649536133,53.98193740844727,52.83974838256836,-0.013834459245789854,0.007482588863413353
208,208,208,208,2019-12-02,52.2071533203125,53.3317756652832,52.77824401855469,-0.021087284849260812,-0.010820570272126018
209,209,209,209,2019-12-03,51.46912384033203,53.79742813110352,54.45640182495117,-0.04327910035211069,-0.05485632330651735
210,210,210,210,2019-12-04,52.1368522644043,55.04507064819336,55.23836517333984,-0.05283340269242642,-0.05614780414306053
211,211,211,211,2019-12-05,52.78703689575195,53.16483688354492,55.78310775756836,-0.007106200450130662,-0.05370928552129506
212,212,212,212,2019-12-06,53.62171173095703,53.199974060058594,55.26471710205078,0.00792740369426359,-0.029729734580198897
213,213,213,213,2019-12-09,53.18241500854492,53.23512649536133,53.98193740844727,-0.0009901636435671879,-0.014810924510783474
214,214,214,214,2019-12-10,53.03304290771485,52.2071533203125,53.3317756652832,0.015819471755818215,-0.005601402800522459
215,215,215,215,2019-12-11,53.29662322998047,51.46912384033203,53.79742813110352,0.03550671263256233,-0.009309086298746494
216,216,216,216,2019-12-12,55.1153564453125,52.1368522644043,55.04507064819336,0.05712857703420915,0.001276877226088935
217,217,217,217,2019-12-13,55.56344604492188,52.78703689575195,53.16483688354492,0.05259641973564455,0.04511645858391322
218,218,218,218,2019-12-16,55.8270378112793,53.62171173095703,53.199974060058594,0.041127483795879716,0.0493809216571226
219,219,219,219,2019-12-17,55.75674819946289,53.18241500854492,53.23512649536133,0.04840572190082648,0.047367628671292517
220,220,220,220,2019-12-18,55.32622146606445,53.03304290771485,52.2071533203125,0.04324056159364775,0.059744076192302265
221,221,221,221,2019-12-19,55.55466079711914,53.29662322998047,51.46912384033203,0.04236736645387462,0.07937840499211335
222,222,222,222,2019-12-20,54.53547286987305,55.1153564453125,52.1368522644043,-0.010521270528565552,0.04600624129175457
223,223,223,223,2019-12-23,55.17686080932617,55.56344604492188,52.78703689575195,-0.006957546068743881,0.04527293165353896
224,224,224,224,2019-12-24,55.22957229614258,55.8270378112793,53.62171173095703,-0.010702081617807169,0.029985252489753922
225,225,225,225,2019-12-26,54.930850982666016,55.75674819946289,53.18241500854492,-0.014812506888714716,0.032876204923002694
226,226,226,226,2019-12-27,53.9731559753418,55.32622146606445,53.03304290771485,-0.024456134087389114,0.01772693053391028
227,227,227,227,2019-12-30,54.0610237121582,55.55466079711914,53.29662322998047,-0.026885900544250885,0.014342381108823021
228,228,228,228,2019-12-31,54.69361877441406,54.53547286987305,55.1153564453125,0.0028998722522928233,-0.0076519086167373684
229,229,229,229,2020-01-02,55.57905578613281,55.17686080932617,55.56344604492188,0.0072891964295775935,0.000280935440870822
230,230,230,230,2020-01-03,54.63164138793945,55.22957229614258,55.8270378112793,-0.010826281706419971,-0.021412499573787658
231,231,231,231,2020-01-06,54.49882507324219,54.930850982666016,55.75674819946289,-0.00786490472467205,-0.022560912657973442
232,232,232,232,2020-01-07,54.853004455566406,53.9731559753418,55.32622146606445,0.016301594085522453,-0.0085532139726604
233,233,233,233,2020-01-08,55.90667724609375,54.0610237121582,55.55466079711914,0.03414018838715527,0.006336398133365284
234,234,234,234,2020-01-09,56.19001007080078,54.69361877441406,54.53547286987305,0.027359522553419557,0.030338733926001282
235,235,235,235,2020-01-10,55.89782333374024,55.57905578613281,55.17686080932617,0.005735389763259713,0.01306639257542197
236,236,236,236,2020-01-13,56.76554489135742,54.63164138793945,55.22957229614258,0.0390598460746423,0.027810691471208848
237,237,237,237,2020-01-14,56.47335433959961,54.49882507324219,54.930850982666016,0.03623067586693485,0.028080820328458822
238,238,238,238,2020-01-15,56.836387634277344,54.853004455566406,53.9731559753418,0.03615815028541558,0.05304917985977409
239,239,239,239,2020-01-16,57.89006423950195,55.90667724609375,54.0610237121582,0.03547674609023166,0.07082811727227067
240,240,240,240,2020-01-17,55.2691650390625,56.19001007080078,54.69361877441406,-0.01638805600102211,0.010523097164630846
241,241,241,241,2020-01-21,53.62223434448242,55.89782333374024,55.57905578613281,-0.04070979608045422,-0.03520789286489867
242,242,242,242,2020-01-22,53.54254913330078,56.76554489135742,54.63164138793945,-0.056777324417920716,-0.01993519189557247
