,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,GWW,GWW_6m,GWW_12m,GWW_6m_ret,GWW_12m_ret
25,25,25,25,2019-03-13,278.835693359375,280.520751953125,289.9057312011719,-0.006006894613028724,-0.03818495686832468
26,26,26,26,2019-03-14,277.0107727050781,281.59149169921875,287.2707824707031,-0.016267249292579833,-0.03571546565711514
27,27,27,27,2019-03-15,276.6849060058594,277.1690673828125,289.6635437011719,-0.0017468088395463655,-0.04480590663732875
28,28,28,28,2019-03-18,281.2283630371094,273.1656494140625,283.75146484375,0.029515840078506717,-0.008891942841704803
29,29,29,29,2019-03-19,278.8821716308594,274.6459655761719,281.6659851074219,0.015424242791262088,-0.00988338537044442
30,30,30,30,2019-03-20,277.4669494628906,274.9997863769531,281.7497863769531,0.00897150909984945,-0.01520085239153468
31,31,31,31,2019-03-21,283.9469909667969,278.835693359375,280.520751953125,0.01833085838416748,0.012213852236658829
32,32,32,32,2019-03-22,272.3370361328125,277.0107727050781,281.59149169921875,-0.01687203904247281,-0.03286482666987456
33,33,33,33,2019-03-25,269.62774658203125,276.6849060058594,277.1690673828125,-0.02550612364694249,-0.027208378164239932
34,34,34,34,2019-03-26,269.3763427734375,281.2283630371094,273.1656494140625,-0.042143758672406495,-0.01387182703518186
35,35,35,35,2019-03-27,270.0000915527344,278.8821716308594,274.6459655761719,-0.03184886300255041,-0.016915864806865244
36,36,36,36,2019-03-28,273.5194396972656,277.4669494628906,274.9997863769531,-0.014226954861710328,-0.005383083016865853
37,37,37,37,2019-03-29,280.17633056640625,283.9469909667969,278.835693359375,-0.01327945187075974,0.004807982761745544
38,38,38,38,2019-04-01,289.7938842773437,272.3370361328125,277.0107727050781,0.06410016203605107,0.046146622557077244
39,39,39,39,2019-04-02,289.80322265625,269.62774658203125,276.6849060058594,0.07482715087736924,0.04741247666800019
40,40,40,40,2019-04-03,290.091796875,269.3763427734375,281.2283630371094,0.0769015344416697,0.03151685606021548
41,41,41,41,2019-04-04,292.009765625,270.0000915527344,278.8821716308594,0.08151728373753842,0.04707218793289125
42,42,42,42,2019-04-05,294.67254638671875,273.5194396972656,277.4669494628906,0.0773367579023474,0.0620095364768094
43,43,43,43,2019-04-08,293.2387390136719,280.17633056640625,283.9469909667969,0.04662209837946896,0.03272353059716537
44,44,44,44,2019-04-09,284.22637939453125,289.7938842773437,272.3370361328125,-0.01921194747327426,0.04365672561671197
45,45,45,45,2019-04-10,282.26190185546875,289.80322265625,269.62774658203125,-0.026022211663692896,0.0468577712553544
46,46,46,46,2019-04-11,287.6804504394531,290.091796875,269.3763427734375,-0.008312356507571006,0.0679499449638401
47,47,47,47,2019-04-12,283.8353576660156,292.009765625,270.0000915527344,-0.02799361158860003,0.05124170897023217
48,48,48,48,2019-04-15,283.7701416015625,294.67254638671875,273.5194396972656,-0.03699837300366726,0.037477050682914737
49,49,49,49,2019-04-16,284.8966979980469,293.2387390136719,280.17633056640625,-0.02844795010265022,0.016847845148438845
50,50,50,50,2019-04-17,287.0566711425781,284.22637939453125,289.7938842773437,0.009957878484312621,-0.00944537922734745
51,51,51,51,2019-04-18,286.92633056640625,282.26190185546875,289.80322265625,0.016525179913674304,-0.009927053479512837
52,52,52,52,2019-04-22,271.1266174316406,287.6804504394531,290.091796875,-0.057542432871351856,-0.06537647616258324
53,53,53,53,2019-04-23,272.9700622558594,283.8353576660156,292.009765625,-0.03828027452077076,-0.0652022829729314
54,54,54,54,2019-04-24,274.0594177246094,283.7701416015625,294.67254638671875,-0.03422038633855917,-0.06995266072414286
55,55,55,55,2019-04-25,274.6552124023437,284.8966979980469,293.2387390136719,-0.035948067028047426,-0.06337336831359708
56,56,56,56,2019-04-26,271.77838134765625,287.0566711425781,284.22637939453125,-0.053223949591937214,-0.04379606873011632
57,57,57,57,2019-04-29,265.20526123046875,286.92633056640625,282.26190185546875,-0.07570260036107201,-0.06042841953829747
58,58,58,58,2019-04-30,262.5517883300781,271.1266174316406,287.6804504394531,-0.03162665909673912,-0.0873492170600717
59,59,59,59,2019-05-01,255.90426635742188,272.9700622558594,283.8353576660156,-0.0625189288429786,-0.09840596160489568
60,60,60,60,2019-05-02,259.7121887207031,274.0594177246094,283.7701416015625,-0.05235079722136449,-0.08477971905387705
61,61,61,61,2019-05-03,263.9949035644531,274.6552124023437,284.8966979980469,-0.03881342263504628,-0.07336622214462118
62,62,62,62,2019-05-06,260.0472717285156,271.77838134765625,287.0566711425781,-0.04316424860936352,-0.09409082640914201
63,63,63,63,2019-05-07,257.3938293457031,265.20526123046875,286.92633056640625,-0.02945428702478614,-0.10292712126630055
64,64,64,64,2019-05-08,257.4963684082031,262.5517883300781,271.1266174316406,-0.01925494377329995,-0.050272633327393956
65,65,65,65,2019-05-09,254.5821533203125,255.90426635742188,272.9700622558594,-0.005166436089278692,-0.06736236488201985
66,66,66,66,2019-05-10,250.54812622070312,259.7121887207031,274.0594177246094,-0.0352854540448817,-0.08578902961667878
67,67,67,67,2019-05-13,243.34127807617188,263.9949035644531,274.6552124023437,-0.07823494018034616,-0.1140117970173451
68,68,68,68,2019-05-14,245.2787170410156,260.0472717285156,271.77838134765625,-0.05679180784837501,-0.09750468074479601
69,69,69,69,2019-05-15,245.02603149414065,257.3938293457031,265.20526123046875,-0.04805009460794574,-0.07608910035458138
70,70,70,70,2019-05-16,246.9634246826172,257.4963684082031,262.5517883300781,-0.04090521272474146,-0.05937252892699163
71,71,71,71,2019-05-17,249.9959411621093,254.5821533203125,255.90426635742188,-0.018014664808152836,-0.023088029283030442
72,72,72,72,2019-05-20,253.3841247558593,250.54812622070312,259.7121887207031,0.011319176790242524,-0.024365679547097008
73,73,73,73,2019-05-21,254.8909912109375,243.34127807617188,263.9949035644531,0.047463024876323257,-0.03448518221600039
74,74,74,74,2019-05-22,242.4988555908203,245.2787170410156,260.0472717285156,-0.011333480065987223,-0.0674816390922014
75,75,75,75,2019-05-23,244.2117614746093,245.02603149414065,257.3938293457031,-0.003323198007028183,-0.05121361263633528
76,76,76,76,2019-05-24,242.0027770996093,246.9634246826172,257.4963684082031,-0.020086567836443914,-0.060170135230925625
77,77,77,77,2019-05-28,242.7890472412109,249.9959411621093,254.5821533203125,-0.028828043717018192,-0.04632338098053412
78,78,78,78,2019-05-29,245.0072784423828,253.3841247558593,250.54812622070312,-0.033059870351182186,-0.022114904078107123
79,79,79,79,2019-05-30,247.64669799804688,254.8909912109375,243.34127807617188,-0.028421142616592232,0.01769292886070617
80,80,80,80,2019-05-31,244.93240356445312,242.4988555908203,245.2787170410156,0.010035296734509425,-0.0014119181669747238
81,81,81,81,2019-06-03,246.02745056152344,244.2117614746093,245.02603149414065,0.007434896157132664,0.004086990518012534
82,82,82,82,2019-06-04,252.2328948974609,242.0027770996093,246.9634246826172,0.042272728935010884,0.021337047061182224
83,83,83,83,2019-06-05,251.92401123046875,242.7890472412109,249.9959411621093,0.03762510744639247,0.007712405487052321
84,84,84,84,2019-06-06,248.8259735107422,245.0072784423828,253.3841247558593,0.015586047453922447,-0.01798909560537376
85,85,85,85,2019-06-07,253.75851440429688,247.64669799804688,254.8909912109375,0.024679579641712746,-0.0044429848275940875
86,86,86,86,2019-06-10,257.55859375,244.93240356445312,242.4988555908203,0.05154969290220657,0.06210230610156242
87,87,87,87,2019-06-11,256.84716796875,246.02745056152344,244.2117614746093,0.04397768371997546,0.0517395493887971
88,88,88,88,2019-06-12,257.4368896484375,252.2328948974609,242.0027770996093,0.020631705286069613,0.06377659270610536
89,89,89,89,2019-06-13,261.84527587890625,251.92401123046875,242.7890472412109,0.039381973159204664,0.07848883157716324
90,90,90,90,2019-06-14,254.91909790039065,248.8259735107422,245.0072784423828,0.024487493422327145,0.04045520411075776
91,91,91,91,2019-06-17,254.9939880371093,253.75851440429688,247.64669799804688,0.004868698241368152,0.029668435309080365
92,92,92,92,2019-06-18,254.4605407714844,257.55859375,244.93240356445312,-0.012028536626981001,0.038901088906041714
93,93,93,93,2019-06-19,256.6225891113281,256.84716796875,246.02745056152344,-0.0008743676607296802,0.043064863394807196
94,94,94,94,2019-06-20,259.0747985839844,257.4368896484375,252.2328948974609,0.006362370745636614,0.027125342589850776
95,95,95,95,2019-06-21,256.4728088378906,261.84527587890625,251.92401123046875,-0.02051771613210307,0.018056228881098813
96,96,96,96,2019-06-24,253.6742706298828,254.91909790039065,248.8259735107422,-0.004883224837843425,0.019484690648387204
97,97,97,97,2019-06-25,250.42654418945312,254.9939880371093,253.75851440429688,-0.01791196679896412,-0.013130476518849465
98,98,98,98,2019-06-26,249.3407592773437,254.4605407714844,257.55859375,-0.020120139172141727,-0.031906659968150675
99,99,99,99,2019-06-27,249.0880279541016,256.6225891113281,256.84716796875,-0.029360475176087864,-0.030209170986819855
100,100,100,100,2019-06-28,251.0536346435547,259.0747985839844,257.4368896484375,-0.03096080353732078,-0.024795416902371525
101,101,101,101,2019-07-01,250.1737823486328,256.4728088378906,261.84527587890625,-0.024560211734723336,-0.04457400841430903
102,102,102,102,2019-07-02,248.1708221435547,253.6742706298828,254.91909790039065,-0.021694941598384587,-0.026472225158559293
103,103,103,103,2019-07-03,251.5683135986328,250.42654418945312,254.9939880371093,0.004559298667300649,-0.013434334138018755
104,104,104,104,2019-07-05,252.2702789306641,249.3407592773437,254.4605407714844,0.011749060449687043,-0.008607471453844218
105,105,105,105,2019-07-08,248.86343383789065,249.0880279541016,256.6225891113281,-0.0009016656402784928,-0.030235667484717732
106,106,106,106,2019-07-09,249.61216735839844,251.0536346435547,259.0747985839844,-0.00574167064819775,-0.03652470744860359
107,107,107,107,2019-07-10,241.984115600586,250.1737823486328,256.4728088378906,-0.03273591129798725,-0.056492122119902954
108,108,108,108,2019-07-11,245.980712890625,248.1708221435547,253.6742706298828,-0.008825007041572408,-0.030328490627584803
109,109,109,109,2019-07-12,251.9615020751953,251.5683135986328,250.42654418945312,0.0015629491287596498,0.006129373747939981
110,110,110,110,2019-07-15,253.9082946777344,252.2702789306641,249.3407592773437,0.006493098410219389,0.01831844666563409
111,111,111,111,2019-07-16,255.4338836669922,248.86343383789065,249.0880279541016,0.026401829018326328,0.025476357755981338
112,112,112,112,2019-07-17,251.7743225097656,249.61216735839844,251.0536346435547,0.008662058321310395,0.0028706529870963227
113,113,113,113,2019-07-18,251.45608520507807,241.984115600586,250.1737823486328,0.039142939531313425,0.005125648436886454
114,114,114,114,2019-07-19,250.1082763671875,245.980712890625,248.1708221435547,0.0167800289220148,0.007806938007047792
115,115,115,115,2019-07-22,252.1673889160156,251.9615020751953,251.5683135986328,0.0008171361066058314,0.002381362377531282
116,116,116,116,2019-07-23,260.927978515625,253.9082946777344,252.2702789306641,0.02764653217335855,0.034319142237680955
117,117,117,117,2019-07-24,284.5985107421875,255.4338836669922,248.86343383789065,0.11417681419751302,0.1435931199421392
118,118,118,118,2019-07-25,280.91082763671875,251.7743225097656,249.61216735839844,0.11572468882653042,0.12538916115167198
119,119,119,119,2019-07-26,280.6019287109375,251.45608520507807,241.984115600586,0.115908284669624,0.15958821517893873
120,120,120,120,2019-07-29,272.8802490234375,250.1082763671875,245.980712890625,0.09104845704033449,0.10935628170479106
121,121,121,121,2019-07-30,277.7191772460937,252.1673889160156,251.9615020751953,0.10132867869995721,0.10222861412856354
122,122,122,122,2019-07-31,272.3935852050781,260.927978515625,253.9082946777344,0.043941652998191305,0.07280301949491497
123,123,123,123,2019-08-01,259.8703308105469,284.5985107421875,255.4338836669922,-0.08688794564368407,0.017368279728066316
124,124,124,124,2019-08-02,258.6910400390625,280.91082763671875,251.7743225097656,-0.07909907846767472,0.02747189411671891
125,125,125,125,2019-08-05,251.6151885986328,280.6019287109375,251.45608520507807,-0.10330199883324898,0.0006327283486695645
126,126,126,126,2019-08-06,252.6915283203125,272.8802490234375,250.1082763671875,-0.0739838107571904,0.01032853446773796
127,127,127,127,2019-08-07,256.7348327636719,277.7191772460937,252.1673889160156,-0.07555958033041077,0.018112745931542662
128,128,128,128,2019-08-08,258.9624328613281,272.3935852050781,260.927978515625,-0.04930788782576512,-0.007532904924487327
129,129,129,129,2019-08-09,252.4893798828125,259.8703308105469,284.5985107421875,-0.028402437880126086,-0.11282255404513364
130,130,130,130,2019-08-12,247.8038330078125,258.6910400390625,280.91082763671875,-0.042085752292023826,-0.11785588653678059
131,131,131,131,2019-08-13,252.3576202392578,251.6151885986328,280.6019287109375,0.0029506630532121214,-0.10065614517131705
132,132,132,132,2019-08-14,248.7164459228516,252.6915283203125,272.8802490234375,-0.01573096820413422,-0.08855094198668256
133,133,133,133,2019-08-15,249.1493225097656,256.7348327636719,277.7191772460937,-0.029546089138939857,-0.10287317937360752
134,134,134,134,2019-08-16,253.336166381836,258.9624328613281,272.3935852050781,-0.02172618791585479,-0.0699628033049835
135,135,135,135,2019-08-19,259.1036071777344,252.4893798828125,259.8703308105469,0.02619606138678665,-0.0029504084995815028
136,136,136,136,2019-08-20,255.9799652099609,247.8038330078125,258.6910400390625,0.032994373423960166,-0.010479971895015039
137,137,137,137,2019-08-21,258.5672607421875,252.3576202392578,251.6151885986328,0.02460651078038545,0.02762977935582578
138,138,138,138,2019-08-22,256.72320556640625,248.7164459228516,252.6915283203125,0.03219232091326307,0.01595493633242495
139,139,139,139,2019-08-23,250.28778076171875,249.1493225097656,256.7348327636719,0.004569381287033325,-0.025111715198723017
140,140,140,140,2019-08-26,251.65200805664065,253.336166381836,258.9624328613281,-0.0066479190446773195,-0.028229673022117985
141,141,141,141,2019-08-27,249.6761932373047,259.1036071777344,252.4893798828125,-0.036384726724251526,-0.01114180187227476
142,142,142,142,2019-08-28,252.50816345214844,255.9799652099609,247.8038330078125,-0.013562787052357028,0.018984090710927992
143,143,143,143,2019-08-29,257.1936340332031,258.5672607421875,252.3576202392578,-0.005312454117514909,0.019163335703357598
144,144,144,144,2019-08-30,257.466552734375,256.72320556640625,248.7164459228516,0.002895519968008742,0.035181054389292754
145,145,145,145,2019-09-03,250.36300659179688,250.28778076171875,249.1493225097656,0.0003005573418293217,0.004871311989956162
146,146,146,146,2019-09-04,252.31060791015625,251.65200805664065,253.336166381836,0.002617105496600436,-0.004048211853549533
147,147,147,147,2019-09-05,260.4113464355469,249.6761932373047,259.1036071777344,0.042996302767396744,0.005047167316800216
148,148,148,148,2019-09-06,261.7663269042969,252.50816345214844,255.9799652099609,0.03666480847817377,0.022604744436111934
149,149,149,149,2019-09-09,268.9920959472656,257.1936340332031,258.5672607421875,0.04587384893258806,0.040317692097425084
150,150,150,150,2019-09-10,273.53643798828125,257.466552734375,256.72320556640625,0.062415428657583094,0.06549167374558174
151,151,151,151,2019-09-11,277.5538635253906,250.36300659179688,250.28778076171875,0.10860572935172863,0.10893892894287949
152,152,152,152,2019-09-12,276.2367248535156,252.31060791015625,251.65200805664065,0.09482802622345177,0.09769330666871356
153,153,153,153,2019-09-13,278.080810546875,260.4113464355469,249.6761932373047,0.0678521283852791,0.11376582180814143
154,154,154,154,2019-09-16,278.31597900390625,261.7663269042969,252.50816345214844,0.06322299852440527,0.10220586613489235
155,155,155,155,2019-09-17,274.3926086425781,268.9920959472656,257.1936340332031,0.02007684529277487,0.06687169639336665
156,156,156,156,2019-09-18,275.182861328125,273.53643798828125,257.466552734375,0.006019027490276496,0.06881013632876698
157,157,157,157,2019-09-19,274.8818664550781,277.5538635253906,250.36300659179688,-0.009626949653569028,0.09793323780960139
158,158,158,158,2019-09-20,274.9006042480469,276.2367248535156,252.31060791015625,-0.004836868110774439,0.08953248745662945
159,159,159,159,2019-09-23,273.8562927246094,278.080810546875,260.4113464355469,-0.015191691271172814,0.051629648527585115
160,160,160,160,2019-09-24,269.6130065917969,278.31597900390625,261.7663269042969,-0.031270114074144595,0.02997589407429313
161,161,161,161,2019-09-25,273.8939208984375,274.3926086425781,268.9920959472656,-0.00181742411578667,0.01822293303418432
162,162,162,162,2019-09-26,276.2554931640625,275.182861328125,273.53643798828125,0.003897887502007258,0.00994037648431223
163,163,163,163,2019-09-27,277.54443359375,274.8818664550781,277.5538635253906,0.009686223296606622,-3.397514097214227e-05
164,164,164,164,2019-09-30,279.57672119140625,274.9006042480469,276.2367248535156,0.017010209767091,0.012091065515136723
165,165,165,165,2019-10-01,269.1331787109375,273.8562927246094,278.080810546875,-0.017246687913143766,-0.03217637282608987
166,166,166,166,2019-10-02,270.1963195800781,269.6130065917969,278.31597900390625,0.0021635194668645497,-0.02917424810781044
167,167,167,167,2019-10-03,271.6170349121094,273.8939208984375,274.3926086425781,-0.00831302125603739,-0.010115337086518239
168,168,168,168,2019-10-04,273.988037109375,276.2554931640625,275.182861328125,-0.008207822507771523,-0.004341928174535936
169,169,169,169,2019-10-07,271.8805236816406,277.54443359375,274.8818664550781,-0.02040721854432792,-0.010918664123404365
170,170,170,170,2019-10-08,265.50152587890625,279.57672119140625,274.9006042480469,-0.050344661216853326,-0.03419082469771406
171,171,171,171,2019-10-09,267.1949768066406,269.1331787109375,273.8562927246094,-0.007201646090534974,-0.0243241294610943
172,172,172,172,2019-10-10,271.6358642578125,270.1963195800781,269.6130065917969,0.005327773079853992,0.007502819287491969
173,173,173,173,2019-10-11,287.1506652832031,271.6170349121094,273.8939208984375,0.057189455647066234,0.04840101723061374
174,174,174,174,2019-10-14,287.9692687988281,273.988037109375,276.2554931640625,0.05102862094621985,0.042401964574905415
175,175,175,175,2019-10-15,289.16412353515625,271.8805236816406,277.54443359375,0.06357056996754173,0.041866052908898777
176,176,176,176,2019-10-16,289.6533508300781,265.50152587890625,279.57672119140625,0.09096680281298042,0.0360424487265274
177,177,177,177,2019-10-17,292.3630065917969,267.1949768066406,269.1331787109375,0.09419349901689755,0.08631350468241372
178,178,178,178,2019-10-18,291.7420349121094,271.6358642578125,270.1963195800781,0.07401883661140518,0.07974096525635965
179,179,179,179,2019-10-21,298.0458068847656,287.1506652832031,271.6170349121094,0.037942247463773615,0.09730159958931939
180,180,180,180,2019-10-22,300.30389404296875,287.9692687988281,273.988037109375,0.0428331304086389,0.09604746693042143
181,181,181,181,2019-10-23,293.9625244140625,289.16412353515625,271.8805236816406,0.016594039468809996,0.08121950198344785
182,182,182,182,2019-10-24,296.5687255859375,289.6533508300781,265.50152587890625,0.023874658228677736,0.11701326236897347
183,183,183,183,2019-10-25,298.5727233886719,292.3630065917969,267.1949768066406,0.021239748726298746,0.11743389399396609
184,184,184,184,2019-10-28,297.6788635253906,291.7420349121094,271.6358642578125,0.020349582517547704,0.09587467155242968
185,185,185,185,2019-10-29,294.432861328125,298.0458068847656,287.1506652832031,-0.012122115034611136,0.025360192140734927
186,186,186,186,2019-10-30,292.0243530273437,300.30389404296875,287.9692687988281,-0.027570541640863255,0.01408165616223589
187,187,187,187,2019-10-31,290.5753479003906,293.9625244140625,289.16412353515625,-0.01152247729680278,0.004880357728965556
188,188,188,188,2019-11-01,298.8832397460937,296.5687255859375,289.6533508300781,0.007804309626995742,0.03186529308072861
189,189,189,189,2019-11-04,300.4826354980469,298.5727233886719,292.3630065917969,0.006396807075001121,0.02777242237622346
190,190,190,190,2019-11-05,303.3994140625,297.6788635253906,291.7420349121094,0.019217187506567646,0.03995783176703527
191,191,191,191,2019-11-06,302.26092529296875,294.432861328125,298.0458068847656,0.02658692351639358,0.014142518736500298
192,192,192,192,2019-11-07,303.12091064453125,292.0243530273437,300.30389404296875,0.037998740523358165,0.009380553024595173
193,193,193,193,2019-11-08,307.0809020996094,290.5753479003906,293.9625244140625,0.056803009334697174,0.04462602065244514
194,194,194,194,2019-11-11,309.1884460449219,298.8832397460937,296.5687255859375,0.03447903705668676,0.04255243176451362
195,195,195,195,2019-11-12,307.57232666015625,300.4826354980469,298.5727233886719,0.023594345644493808,0.030142081196643744
196,196,196,196,2019-11-13,304.81256103515625,303.3994140625,297.6788635253906,0.0046577116077262115,0.023964407231610974
197,197,197,197,2019-11-14,304.7087097167969,302.26092529296875,294.432861328125,0.008098249621434128,0.0349004806811295
198,198,198,198,2019-11-15,305.71051025390625,303.12091064453125,292.0243530273437,0.008543124272979652,0.04686649275884558
199,199,199,199,2019-11-18,300.058837890625,307.0809020996094,290.5753479003906,-0.022867147259801213,0.0326369392956396
200,200,200,200,2019-11-19,298.5560913085937,309.1884460449219,298.8832397460937,-0.034387943250581254,-0.00109456936353447
201,201,201,201,2019-11-20,295.20098876953125,307.57232666015625,300.4826354980469,-0.040222532452649395,-0.017577211141540205
202,202,202,202,2019-11-21,295.46563720703125,304.81256103515625,303.3994140625,-0.030664496884191594,-0.026149611659547878
203,203,203,203,2019-11-22,301.4859313964844,304.7087097167969,302.26092529296875,-0.010576587467118426,-0.002563989691135915
204,204,204,204,2019-11-25,302.89410400390625,305.71051025390625,303.12091064453125,-0.009212657581385897,-0.0007482381870084209
205,205,205,205,2019-11-26,303.0736694335937,300.058837890625,307.0809020996094,0.010047467903836926,-0.013049436284109373
206,206,206,206,2019-11-27,301.7127380371094,298.5560913085937,309.1884460449219,0.010573044129429388,-0.02417848436266068
207,207,207,207,2019-11-29,299.5484619140625,295.20098876953125,307.57232666015625,0.014727163220735084,-0.026087733032495786
208,208,208,208,2019-12-02,297.73388671875,295.46563720703125,304.81256103515625,0.0076768639939317485,-0.023223040062282152
209,209,209,209,2019-12-03,295.4183654785156,301.4859313964844,304.7087097167969,-0.02012553584130361,-0.030489263818273882
210,210,210,210,2019-12-04,299.4728698730469,302.89410400390625,305.71051025390625,-0.01129514931335629,-0.020403748551787504
211,211,211,211,2019-12-05,300.8148498535156,303.0736694335937,300.058837890625,-0.007453038016464797,0.0025195457271156574
212,212,212,212,2019-12-06,303.83917236328125,301.7127380371094,298.5560913085937,0.007047877196057595,0.017695438842099787
213,213,213,213,2019-12-09,306.5043029785156,299.5484619140625,295.20098876953125,0.02322108756628727,0.03829023153377409
214,214,214,214,2019-12-10,305.8050231933594,297.73388671875,295.46563720703125,0.027108558463261767,0.03499353117358739
215,215,215,215,2019-12-11,311.42828369140625,295.4183654785156,301.4859313964844,0.05419405183884862,0.03297783166487678
216,216,216,216,2019-12-12,320.19879150390625,299.4728698730469,302.89410400390625,0.06920801086136974,0.05713114673165398
217,217,217,217,2019-12-13,314.06512451171875,300.8148498535156,303.0736694335937,0.04404794066734219,0.03626661167453671
218,218,218,218,2019-12-16,318.7055969238281,303.83917236328125,301.7127380371094,0.04892859747120437,0.05632131741361457
219,219,219,219,2019-12-17,313.2807312011719,306.5043029785156,299.5484619140625,0.022108753961380012,0.04584323083938591
220,220,220,220,2019-12-18,314.2730407714844,305.8050231933594,297.73388671875,0.027690904124785032,0.05555012308141416
221,221,221,221,2019-12-19,316.4562683105469,311.42828369140625,295.4183654785156,0.016144919657081758,0.07121393010876043
222,222,222,222,2019-12-20,319.05523681640625,320.19879150390625,299.4728698730469,-0.003571389767365929,0.06538945231219362
223,223,223,223,2019-12-23,319.1781311035156,314.06512451171875,300.8148498535156,0.016280083946748736,0.06104512878583668
224,224,224,224,2019-12-24,318.8568420410156,318.7055969238281,303.83917236328125,0.00047456059337314116,0.0494263776488264
225,225,225,225,2019-12-26,320.3028259277344,313.2807312011719,306.5043029785156,0.022414703577965378,0.045019018705867664
226,226,226,226,2019-12-27,318.9418334960937,314.2730407714844,305.8050231933594,0.014855848637695068,0.0429581246427988
227,227,227,227,2019-12-30,319.6790466308594,316.4562683105469,311.42828369140625,0.010183961080998172,0.0264932999715235
228,228,228,228,2019-12-31,319.9342041015625,319.05523681640625,320.19879150390625,0.0027549063100382742,-0.0008263223015334553
229,229,229,229,2020-01-02,325.7843933105469,319.1781311035156,314.06512451171875,0.020697728206475086,0.037314772905932214
230,230,230,230,2020-01-03,321.9566955566406,318.8568420410156,318.7055969238281,0.009721771989532169,0.010200946152789214
231,231,231,231,2020-01-06,318.960693359375,320.3028259277344,313.2807312011719,-0.004190198960848934,0.018130582549476193
232,232,232,232,2020-01-07,319.2915344238281,318.9418334960937,314.2730407714844,0.0010964410779896738,0.015968578278379386
233,233,233,233,2020-01-08,322.6654663085937,319.6790466308594,316.4562683105469,0.0093419312563916,0.01962103020172612
234,234,234,234,2020-01-09,324.32891845703125,319.9342041015625,319.05523681640625,0.013736306712844204,0.0165290552609223
235,235,235,235,2020-01-10,322.5710144042969,325.7843933105469,319.1781311035156,-0.009863513944288083,0.010630061931407475
236,236,236,236,2020-01-13,325.5292053222656,321.9566955566406,318.8568420410156,0.011096243112597381,0.0209258902476106
237,237,237,237,2020-01-14,321.5975341796875,318.960693359375,320.3028259277344,0.008266977327333391,0.004042138086678193
238,238,238,238,2020-01-15,320.6430358886719,319.2915344238281,318.9418334960937,0.004232813335569796,0.005333895443976111
239,239,239,239,2020-01-16,322.4103698730469,322.6654663085937,319.6790466308594,-0.0007905910677867833,0.008543954541197829
240,240,240,240,2020-01-17,321.4746398925781,324.32891845703125,319.9342041015625,-0.008800567578223117,0.0048148518391193385
241,241,241,241,2020-01-21,316.0876770019531,322.5710144042969,325.7843933105469,-0.02009894600826656,-0.029764213718336596
242,242,242,242,2020-01-22,312.8932800292969,325.5292053222656,321.9566955566406,-0.03881656418648982,-0.02815103910690142
243,243,243,243,2020-01-23,314.2825927734375,321.5975341796875,318.960693359375,-0.02274563897048687,-0.014666699324818233
