,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,FE,FE_6m,FE_12m,FE_6m_ret,FE_12m_ret
35,35,35,35,2019-03-27,34.407264709472656,33.32688522338867,34.11037063598633,0.032417655560735614,0.008703923995862617
36,36,36,36,2019-03-28,34.14336013793945,33.475337982177734,34.29181671142578,0.019955650817248705,-0.004329212847940633
37,37,37,37,2019-03-29,34.31654739379883,34.01140594482422,34.32480239868164,0.008971738759333547,-0.0002404967925796475
38,38,38,38,2019-04-01,34.184593200683594,34.44850540161133,33.98666000366211,-0.007661063893802167,0.005823849622179855
39,39,39,39,2019-04-02,34.0938720703125,34.52272415161133,34.00315475463867,-0.012422312892095833,0.0026679087963581427
40,40,40,40,2019-04-03,33.887691497802734,34.638187408447266,34.01140594482422,-0.02166672007962822,-0.003637439958294686
41,41,41,41,2019-04-04,32.52690887451172,34.407264709472656,33.32688522338867,-0.05464996566388658,-0.024003933866448834
42,42,42,42,2019-04-05,33.78872299194336,34.14336013793945,33.475337982177734,-0.010386708998861183,0.009361668280465807
43,43,43,43,2019-04-08,33.33513259887695,34.31654739379883,34.01140594482422,-0.028598879242123898,-0.01988372215616041
44,44,44,44,2019-04-09,33.68976974487305,34.184593200683594,34.44850540161133,-0.014475042979322339,-0.022025212643994485
45,45,45,45,2019-04-10,33.67327117919922,34.0938720703125,34.52272415161133,-0.01233655391930455,-0.024605618278604524
46,46,46,46,2019-04-11,33.98666000366211,33.887691497802734,34.638187408447266,0.002920485329187761,-0.01880951208856463
47,47,47,47,2019-04-12,34.11861038208008,32.52690887451172,34.407264709472656,0.04893491458746113,-0.008389342478395512
48,48,48,48,2019-04-15,34.044395446777344,33.78872299194336,34.14336013793945,0.007566798392911966,-0.002898504738909402
49,49,49,49,2019-04-16,33.368125915527344,33.33513259887695,34.31654739379883,0.000989746075031439,-0.027637438795572677
50,50,50,50,2019-04-17,33.178428649902344,33.68976974487305,34.184593200683594,-0.01517793380135879,-0.02943327553656916
51,51,51,51,2019-04-18,33.4011116027832,33.67327117919922,34.0938720703125,-0.008082362267914589,-0.02031920768930562
52,52,52,52,2019-04-22,33.475337982177734,33.98666000366211,33.887691497802734,-0.015044785849191444,-0.012168238596356962
53,53,53,53,2019-04-23,33.59904479980469,34.11861038208008,32.52690887451172,-0.015228216403217809,0.03296150671523246
54,54,54,54,2019-04-24,33.6980094909668,34.044395446777344,33.78872299194336,-0.010174536844164583,-0.002684727120293773
55,55,55,55,2019-04-25,33.93717575073242,33.368125915527344,33.33513259887695,0.017053694793817575,0.018060319696336036
56,56,56,56,2019-04-26,34.20933151245117,33.178428649902344,33.68976974487305,0.03107147940690269,0.01542194474799552
57,57,57,57,2019-04-29,34.11037063598633,33.4011116027832,33.67327117919922,0.021234593675739433,0.012980605729125516
58,58,58,58,2019-04-30,34.66292953491211,33.475337982177734,33.98666000366211,0.03547661127026247,0.019898087401855058
59,59,59,59,2019-05-01,34.596961975097656,33.59904479980469,34.11861038208008,0.029700760281696104,0.014020254273568566
60,60,60,60,2019-05-02,34.61345291137695,33.6980094909668,34.044395446777344,0.027166097767749475,0.016715158460934854
61,61,61,61,2019-05-03,35.050540924072266,33.93717575073242,33.368125915527344,0.03280665372738967,0.050419823181080625
62,62,62,62,2019-05-06,34.86748123168945,34.20933151245117,33.178428649902344,0.019238894481137025,0.05090815480172184
63,63,63,63,2019-05-07,34.97563934326172,34.11037063598633,33.4011116027832,0.02536673425537428,0.04713998022590715
64,64,64,64,2019-05-08,34.484676361083984,34.66292953491211,33.475337982177734,-0.005142472844039014,0.03015170091616759
65,65,65,65,2019-05-09,34.41810607910156,34.596961975097656,33.59904479980469,-0.005169699470283895,0.02437751680671707
66,66,66,66,2019-05-10,35.058868408203125,34.61345291137695,33.6980094909668,0.012868276908593934,0.04038395554494478
67,67,67,67,2019-05-13,35.32516860961914,35.050540924072266,33.93717575073242,0.00783519107855657,0.04089889120654844
68,68,68,68,2019-05-14,35.033897399902344,34.86748123168945,34.20933151245117,0.004772818750717223,0.0241035369881768
69,69,69,69,2019-05-15,34.809226989746094,34.97563934326172,34.11037063598633,-0.004757950294557944,0.02048809030009413
70,70,70,70,2019-05-16,35.08383560180664,34.484676361083984,34.66292953491211,0.017374651698886412,0.01214283018031126
71,71,71,71,2019-05-17,35.34181213378906,34.41810607910156,34.596961975097656,0.0268377944028817,0.021529351601089708
72,72,72,72,2019-05-20,35.4416618347168,35.058868408203125,34.61345291137695,0.010918590470652578,0.023927370824874394
73,73,73,73,2019-05-21,35.27523422241211,35.32516860961914,35.050540924072266,-0.0014135640160379825,0.006410551518351237
74,74,74,74,2019-05-22,35.48326873779297,35.033897399902344,34.86748123168945,0.012826758403758909,0.01766079694749667
75,75,75,75,2019-05-23,35.90766906738281,34.809226989746094,34.97563934326172,0.03155606063760885,0.02664796817504511
76,76,76,76,2019-05-24,35.666351318359375,35.08383560180664,34.484676361083984,0.01660353568988726,0.03426666803835543
77,77,77,77,2019-05-28,34.65111541748047,35.34181213378906,34.41810607910156,-0.019543330537039494,0.006769963978941584
78,78,78,78,2019-05-29,34.11020278930664,35.4416618347168,35.058868408203125,-0.03756762455495044,-0.02705921959176849
79,79,79,79,2019-05-30,34.085243225097656,35.27523422241211,35.32516860961914,-0.03373446055131768,-0.035100338747819815
80,80,80,80,2019-05-31,34.3182487487793,35.48326873779297,35.033897399902344,-0.03283293874706694,-0.020427320516302028
81,81,81,81,2019-06-03,34.68439483642578,35.90766906738281,34.809226989746094,-0.03406721357104758,-0.0035861799906411473
82,82,82,82,2019-06-04,34.81755065917969,35.666351318359375,35.08383560180664,-0.023798359736976082,-0.007589960962342435
83,83,83,83,2019-06-05,35.84109878540039,34.65111541748047,35.34181213378906,0.03434184884333069,0.014127364203093018
84,84,84,84,2019-06-06,36.10738754272461,34.11020278930664,35.4416618347168,0.05855094927914273,0.01878370464433754
85,85,85,85,2019-06-07,35.81613540649414,34.085243225097656,35.27523422241211,0.05078127710475,0.015333737564196426
86,86,86,86,2019-06-10,35.799495697021484,34.3182487487793,35.48326873779297,0.04316207855142595,0.008912001923083945
87,87,87,87,2019-06-11,35.574806213378906,34.68439483642578,35.90766906738281,0.02567181526886575,-0.009269965515702805
88,88,88,88,2019-06-12,36.09074401855469,34.81755065917969,35.666351318359375,0.03656757397549226,0.011898965958338836
89,89,89,89,2019-06-13,36.074100494384766,35.84109878540039,34.65111541748047,0.0065009644480902296,0.04106606842983318
90,90,90,90,2019-06-14,36.59004211425781,36.10738754272461,34.11020278930664,0.013367197251866969,0.07270080861930817
91,91,91,91,2019-06-17,36.3653564453125,35.81613540649414,34.085243225097656,0.015334458410573681,0.06689443889712221
92,92,92,92,2019-06-18,36.20725631713867,35.799495697021484,34.3182487487793,0.011390121904737205,0.05504382179252576
93,93,93,93,2019-06-19,36.15732192993164,35.574806213378906,34.68439483642578,0.016374389028538383,0.042466564587685385
94,94,94,94,2019-06-20,36.34039688110352,36.09074401855469,34.81755065917969,0.006917365361614136,0.04373789060668276
95,95,95,95,2019-06-21,36.34871292114258,36.074100494384766,35.84109878540039,0.007612453893356408,0.014162906633570005
96,96,96,96,2019-06-24,36.29047393798828,36.59004211425781,36.10738754272461,-0.008187150354571515,0.005070607643575142
97,97,97,97,2019-06-25,36.1656379699707,36.3653564453125,35.81613540649414,-0.005491998288044808,0.00975824330318975
98,98,98,98,2019-06-26,35.391727447509766,36.20725631713867,35.799495697021484,-0.022523906878933464,-0.011390335019318298
99,99,99,99,2019-06-27,35.375091552734375,36.15732192993164,35.574806213378906,-0.021634079501605008,-0.005613935307100082
100,100,100,100,2019-06-28,35.62474060058594,36.34039688110352,36.09074401855469,-0.01969313331549538,-0.012911992552139484
101,101,101,101,2019-07-01,35.56649398803711,36.34871292114258,36.074100494384766,-0.02151985229305009,-0.014071217283066262
102,102,102,102,2019-07-02,36.14067840576172,36.29047393798828,36.59004211425781,-0.004127681894772861,-0.012281038297056068
103,103,103,103,2019-07-03,36.46522521972656,36.1656379699707,36.3653564453125,0.00828375404312287,0.002746261392054583
104,104,104,104,2019-07-05,36.39032745361328,35.391727447509766,36.20725631713867,0.028215633373210203,0.005056200195648453
105,105,105,105,2019-07-08,36.24053955078125,35.375091552734375,36.15732192993164,0.024464897758829318,0.0023015427141113154
106,106,106,106,2019-07-09,36.23221969604492,35.62474060058594,36.34039688110352,0.017052168948255897,-0.002976775003655785
107,107,107,107,2019-07-10,36.19061279296875,35.56649398803711,36.34871292114258,0.017547942879654332,-0.004349538552212873
108,108,108,108,2019-07-11,36.27382278442383,36.14067840576172,36.29047393798828,0.0036840586434836453,-0.0004588298734512497
109,109,109,109,2019-07-12,36.12403106689453,36.46522521972656,36.1656379699707,-0.00935669945204276,-0.0011504540058361323
110,110,110,110,2019-07-15,36.49850082397461,36.39032745361328,35.391727447509766,0.002972585792178295,0.03127209255627106
111,111,111,111,2019-07-16,36.24053955078125,36.24053955078125,35.375091552734375,0.0,0.024464897758829318
112,112,112,112,2019-07-17,36.39032745361328,36.23221969604492,35.62474060058594,0.004363733684956017,0.021490313757253077
113,113,113,113,2019-07-18,36.63996887207031,36.19061279296875,35.56649398803711,0.012416371109053692,0.030182195759702157
114,114,114,114,2019-07-19,36.19061279296875,36.27382278442383,36.14067840576172,-0.002293940507720915,0.0013816671244075707
115,115,115,115,2019-07-22,36.28214645385742,36.12403106689453,36.46522521972656,0.00437701392378087,-0.0050206399320440465
116,116,116,116,2019-07-23,36.04913711547852,36.49850082397461,36.39032745361328,-0.012311840167443688,-0.009375852376422689
117,117,117,117,2019-07-24,36.29879379272461,36.24053955078125,36.24053955078125,0.001607433075375031,0.001607433075375031
118,118,118,118,2019-07-25,36.50681686401367,36.39032745361328,36.23221969604492,0.0032011091559667193,0.00757881162877605
119,119,119,119,2019-07-26,36.66494369506836,36.63996887207031,36.19061279296875,0.0006816278443151358,0.013106462297642008
120,120,120,120,2019-07-29,37.006126403808594,36.19061279296875,36.27382278442383,0.022533843665622832,0.02018821186112274
121,121,121,121,2019-07-30,37.014442443847656,36.28214645385742,36.12403106689453,0.02018337010247029,0.02464872691821851
122,122,122,122,2019-07-31,36.59004211425781,36.04913711547852,36.49850082397461,0.015004658698114515,0.0025080835710127314
123,123,123,123,2019-08-01,36.93123245239258,36.29879379272461,36.24053955078125,0.017423131558568006,0.019058571151886694
124,124,124,124,2019-08-02,36.82304763793945,36.50681686401367,36.39032745361328,0.008662239030691854,0.011891076959331004
125,125,125,125,2019-08-05,36.14900207519531,36.66494369506836,36.63996887207031,-0.014071796323048558,-0.01339976020692668
126,126,126,126,2019-08-06,36.45122146606445,37.006126403808594,36.19061279296875,-0.014994947909139467,0.007201001944524554
127,127,127,127,2019-08-07,36.5771484375,37.014442443847656,36.28214645385742,-0.011814145438258317,0.008130775394387335
128,128,128,128,2019-08-08,37.14800643920898,36.59004211425781,36.04913711547852,0.015249075778837273,0.03048254165447495
129,129,129,129,2019-08-09,37.10604095458984,36.93123245239258,36.29879379272461,0.00473335143696052,0.022238952800327505
130,130,130,130,2019-08-12,37.36627578735352,36.82304763793945,36.50681686401367,0.01475239515086657,0.023542422954630604
131,131,131,131,2019-08-13,37.0892448425293,36.14900207519531,36.66494369506836,0.026010199821785873,0.011572393264523306
132,132,132,132,2019-08-14,36.543575286865234,36.45122146606445,37.006126403808594,0.002533627601115196,-0.012499311921924217
133,133,133,133,2019-08-15,37.03886795043945,36.5771484375,37.014442443847656,0.012623168635696125,0.0006598912472841612
134,134,134,134,2019-08-16,37.50899505615234,37.14800643920898,36.59004211425781,0.009717577106973518,0.02511483695550165
135,135,135,135,2019-08-19,37.88676452636719,37.10604095458984,36.93123245239258,0.021040336066377785,0.025873278808292488
136,136,136,136,2019-08-20,37.718875885009766,37.36627578735352,36.82304763793945,0.009436318986212111,0.0243279224435331
137,137,137,137,2019-08-21,38.18059921264648,37.0892448425293,36.14900207519531,0.02942509006993177,0.05620064236421074
138,138,138,138,2019-08-22,38.36528396606445,36.543575286865234,36.45122146606445,0.04985031335601109,0.05251024308696928
139,139,139,139,2019-08-23,37.76923370361328,37.03886795043945,36.5771484375,0.019718900538512774,0.032590984181017246
140,140,140,140,2019-08-26,38.10504150390625,37.50899505615234,37.14800643920898,0.015890760252617042,0.025762757047633755
141,141,141,141,2019-08-27,38.13861846923828,37.88676452636719,37.10604095458984,0.006647544228692848,0.027827746859658387
142,142,142,142,2019-08-28,38.21418380737305,37.718875885009766,37.36627578735352,0.013131566377356574,0.022691799012694025
143,143,143,143,2019-08-29,38.56676483154297,38.18059921264648,37.0892448425293,0.01011418434649869,0.03983688520181028
144,144,144,144,2019-08-30,38.61713409423828,38.36528396606445,36.543575286865234,0.0065645318407288045,0.056742089166035736
145,145,145,145,2019-09-03,39.07047653198242,37.76923370361328,37.03886795043945,0.034452455100900226,0.05485072017485515
146,146,146,146,2019-09-04,39.32231521606445,38.10504150390625,37.50899505615234,0.031945214179426085,0.048343608171786734
147,147,147,147,2019-09-05,39.053688049316406,38.13861846923828,37.88676452636719,0.02399325452274037,0.03080029497206338
148,148,148,148,2019-09-06,39.18800354003906,38.21418380737305,37.718875885009766,0.025483201147897594,0.03894940187263529
149,149,149,149,2019-09-09,39.38947677612305,38.56676483154297,38.18059921264648,0.0213321482414619,0.03166208986778174
150,150,150,150,2019-09-10,39.238372802734375,38.61713409423828,38.36528396606445,0.016087126169955335,0.022757262462652417
151,151,151,151,2019-09-11,39.951942443847656,39.07047653198242,37.76923370361328,0.022560920421425656,0.05779065462017985
152,152,152,152,2019-09-12,39.98552703857422,39.32231521606445,38.10504150390625,0.01686604206455322,0.049350045570090595
153,153,153,153,2019-09-13,39.76725006103516,39.053688049316406,38.13861846923828,0.018271309250426748,0.04270295194647655
154,154,154,154,2019-09-16,39.92676544189453,39.18800354003906,38.21418380737305,0.018851736121251017,0.044815339852713576
155,155,155,155,2019-09-17,40.37169647216797,39.38947677612305,38.56676483154297,0.02493609401382857,0.04680018270935671
156,156,156,156,2019-09-18,40.38849639892578,39.238372802734375,38.61713409423828,0.029311194986945566,0.045869854048848024
157,157,157,157,2019-09-19,40.38849639892578,39.951942443847656,39.07047653198242,0.010926976972188474,0.0337344200515306
158,158,158,158,2019-09-20,39.78404235839844,39.98552703857422,39.32231521606445,-0.005038940214078136,0.011742114872863585
159,159,159,159,2019-09-23,40.09466171264648,39.76725006103516,39.053688049316406,0.008233198199744773,0.02665493876059921
160,160,160,160,2019-09-24,40.67391586303711,39.92676544189453,39.18800354003906,0.018713021525119666,0.03791753059019354
161,161,161,161,2019-09-25,40.99293518066406,40.37169647216797,39.38947677612305,0.015387976299791495,0.0407077863373142
162,162,162,162,2019-09-26,40.90898513793945,40.38849639892578,39.238372802734375,0.012887054122359354,0.04257598406549268
163,163,163,163,2019-09-27,40.657135009765625,40.38849639892578,39.951942443847656,0.0066513644921673,0.01765102077099545
164,164,164,164,2019-09-30,40.48922729492188,39.78404235839844,39.98552703857422,0.017725321378122327,0.012597064329344487
165,165,165,165,2019-10-01,40.20379257202149,40.09466171264648,39.76725006103516,0.0027218301567710768,0.010977437723662442
166,166,166,166,2019-10-02,39.71688461303711,40.67391586303711,39.92676544189453,-0.023529361009218985,-0.005256644923137155
167,167,167,167,2019-10-03,40.07787704467773,40.99293518066406,40.37169647216797,-0.022322337543127624,-0.00727785684440585
168,168,168,168,2019-10-04,40.48922729492188,40.90898513793945,40.38849639892578,-0.010260773803168366,0.002494049171852364
169,169,169,169,2019-10-07,40.321319580078125,40.657135009765625,40.38849639892578,-0.00825969241577984,-0.0016632661484631273
170,170,170,170,2019-10-08,39.97712707519531,40.48922729492188,39.78404235839844,-0.012647814096239829,0.00485332071229605
171,171,171,171,2019-10-09,40.14503860473633,40.20379257202149,40.09466171264648,-0.0014614036021579624,0.0012564488622175407
172,172,172,172,2019-10-10,40.21219253540039,39.71688461303711,40.67391586303711,0.012470966119046967,-0.011351828754120885
173,173,173,173,2019-10-11,40.20379257202149,40.07787704467773,40.99293518066406,0.0031417713868275854,-0.019250697837680075
174,174,174,174,2019-10-14,39.80083084106445,40.48922729492188,40.90898513793945,-0.017001965704190325,-0.027088286183058696
175,175,175,175,2019-10-15,39.96034622192383,40.321319580078125,40.657135009765625,-0.008952419263893452,-0.01713816745017649
176,176,176,176,2019-10-16,40.12824630737305,39.97712707519531,40.48922729492188,0.0037801423772521048,-0.008915482257032536
177,177,177,177,2019-10-17,40.38849639892578,40.14503860473633,40.20379257202149,0.006064455351170839,0.00459418913211751
178,178,178,178,2019-10-18,40.61515808105469,40.21219253540039,39.71688461303711,0.010020979216677883,0.022616916628015682
179,179,179,179,2019-10-21,40.71589279174805,40.20379257202149,40.07787704467773,0.012737609736921618,0.01591939978155721
180,180,180,180,2019-10-22,40.598365783691406,39.80083084106445,40.48922729492188,0.020038148093232788,0.0026954944823858185
181,181,181,181,2019-10-23,40.64033889770508,39.96034622192383,40.321319580078125,0.017016686292076644,0.007911926518014312
182,182,182,182,2019-10-24,40.53960037231445,40.12824630737305,39.97712707519531,0.010250985348089436,0.014069877909464346
183,183,183,183,2019-10-25,40.30453872680664,40.38849639892578,40.14503860473633,-0.002078752110251214,0.0039730967415607665
184,184,184,184,2019-10-28,39.68330764770508,40.61515808105469,40.21219253540039,-0.02294341515278453,-0.013152351422512365
185,185,185,185,2019-10-29,39.94355010986328,40.71589279174805,40.20379257202149,-0.018969071508148194,-0.006473082401169172
186,186,186,186,2019-10-30,40.16183090209961,40.598365783691406,39.80083084106445,-0.010752523486232457,0.00907016394900717
187,187,187,187,2019-10-31,40.564788818359375,40.64033889770508,39.96034622192383,-0.0018589923557446042,0.015126060046595002
188,188,188,188,2019-11-01,40.598365783691406,40.53960037231445,40.12824630737305,0.0014495804309182514,0.011715425406765956
189,189,189,189,2019-11-04,40.296146392822266,40.30453872680664,40.38849639892578,-0.00020822305004553066,-0.002286542316192075
190,190,190,190,2019-11-05,39.72528076171875,39.68330764770508,40.61515808105469,0.0010577020037314533,-0.021909980445232513
191,191,191,191,2019-11-06,39.86914825439453,39.94355010986328,40.71589279174805,-0.0018626750818119264,-0.02079641337313687
192,192,192,192,2019-11-07,39.53909683227539,40.16183090209961,40.598365783691406,-0.015505619535678639,-0.026091418483685125
193,193,193,193,2019-11-08,39.42906951904297,40.564788818359375,40.64033889770508,-0.027997663303559128,-0.029804608217243733
194,194,194,194,2019-11-11,38.95514678955078,40.598365783691406,40.53960037231445,-0.04047500342490917,-0.039084094766897004
195,195,195,195,2019-11-12,39.18364715576172,40.296146392822266,40.30453872680664,-0.027608080093204923,-0.027810554504607565
196,196,196,196,2019-11-13,39.70834732055664,39.72528076171875,39.68330764770508,-0.00042626359933561897,0.000630987544532724
197,197,197,197,2019-11-14,39.55602264404297,39.86914825439453,39.94355010986328,-0.007853832450936515,-0.009701878394745345
198,198,198,198,2019-11-15,39.80991363525391,39.53909683227539,40.16183090209961,0.0068493421619448824,-0.008762480667366623
199,199,199,199,2019-11-18,39.5814094543457,39.42906951904297,40.564788818359375,0.003863645202917043,-0.02424219113815773
200,200,200,200,2019-11-19,39.29367065429688,38.95514678955078,40.598365783691406,0.008690093418847189,-0.03213664156695262
201,201,201,201,2019-11-20,39.666046142578125,39.18364715576172,40.296146392822266,0.012311232410265216,-0.015636737173368442
202,202,202,202,2019-11-21,39.47138595581055,39.70834732055664,39.72528076171875,-0.0059675453836735,-0.006391265235634713
203,203,203,203,2019-11-22,40.06380462646485,39.55602264404297,39.86914825439453,0.012837033363827244,0.004882381003683989
204,204,204,204,2019-11-25,40.38539505004883,39.80991363525391,39.53909683227539,0.014455731305211827,0.02140408571706698
205,205,205,205,2019-11-26,40.427711486816406,39.5814094543457,39.42906951904297,0.021381301073850167,0.025327556038093224
206,206,206,206,2019-11-27,40.44464111328125,39.29367065429688,38.95514678955078,0.029291497582664805,0.03823613685188332
207,207,207,207,2019-11-29,40.36000442504883,39.666046142578125,39.18364715576172,0.01749502029963601,0.030021637970832238
208,208,208,208,2019-12-02,40.21613311767578,39.47138595581055,39.70834732055664,0.0188680266433765,0.012787885454408343
209,209,209,209,2019-12-03,40.40232467651367,40.06380462646485,39.55602264404297,0.00844952328429649,0.02139502346043254
210,210,210,210,2019-12-04,40.78314971923828,40.38539505004883,39.80991363525391,0.009848973092785762,0.02444707850665906
211,211,211,211,2019-12-05,40.96934127807617,40.427711486816406,39.5814094543457,0.013397488290584958,0.03506524509520936
212,212,212,212,2019-12-06,40.94395065307617,40.44464111328125,39.29367065429688,0.012345505512001198,0.041998621439527595
213,213,213,213,2019-12-09,40.72391891479492,40.36000442504883,39.666046142578125,0.00901671084853084,0.026669478687497916
214,214,214,214,2019-12-10,40.6139030456543,40.21613311767578,39.47138595581055,0.009890804936780073,0.028945451551228407
215,215,215,215,2019-12-11,40.639286041259766,40.40232467651367,40.06380462646485,0.005865042832147838,0.014364122932417844
216,216,216,216,2019-12-12,40.49541473388672,40.78314971923828,40.38539505004883,-0.007055241866614104,0.0027242443388642013
217,217,217,217,2019-12-13,40.58004379272461,40.96934127807617,40.427711486816406,-0.009502166088276476,0.0037680170434055693
218,218,218,218,2019-12-16,41.05397033691406,40.94395065307617,40.44464111328125,0.0026870803154805945,0.015065759192327777
219,219,219,219,2019-12-17,40.859317779541016,40.72391891479492,40.36000442504883,0.0033247994877256826,0.012371489091866694
220,220,220,220,2019-12-18,41.06242752075195,40.6139030456543,40.21613311767578,0.011043619092542478,0.021043654311563076
221,221,221,221,2019-12-19,41.22322463989258,40.639286041259766,40.40232467651367,0.014368820309489605,0.020318136888199945
222,222,222,222,2019-12-20,41.31632614135742,40.49541473388672,40.78314971923828,0.02027171255968785,0.013073448857914727
223,223,223,223,2019-12-23,40.95241165161133,40.58004379272461,40.96934127807617,0.009176132504654433,-0.0004132267187293426
224,224,224,224,2019-12-24,41.028587341308594,41.05397033691406,40.94395065307617,-0.0006182835764034778,0.0020671353614496457
225,225,225,225,2019-12-26,41.05397033691406,40.859317779541016,40.72391891479492,0.004763969834819637,0.008104608567011784
226,226,226,226,2019-12-27,40.95241165161133,41.06242752075195,40.6139030456543,-0.002679234418983767,0.008334796229175767
227,227,227,227,2019-12-30,41.03704833984375,41.22322463989258,40.639286041259766,-0.004516296376015694,0.009787630082382481
228,228,228,228,2019-12-31,41.13013458251953,41.31632614135742,40.49541473388672,-0.00450648874735049,0.015673869567797594
229,229,229,229,2020-01-02,40.2245979309082,40.95241165161133,40.58004379272461,-0.017772182182938412,-0.008759129576891511
230,230,230,230,2020-01-03,40.16535568237305,41.028587341308594,41.05397033691406,-0.02103976068575053,-0.02164503572367049
231,231,231,231,2020-01-06,40.24152374267578,41.05397033691406,40.859317779541016,-0.019789720399046584,-0.015120028195247381
232,232,232,232,2020-01-07,40.21613311767578,40.95241165161133,41.06242752075195,-0.017978880955758725,-0.020609945738071067
233,233,233,233,2020-01-08,40.30075454711914,41.03704833984375,41.22322463989258,-0.017942172317732874,-0.02237743652593216
234,234,234,234,2020-01-09,40.5123291015625,41.13013458251953,41.31632614135742,-0.015020750289973517,-0.019459548195165488
235,235,235,235,2020-01-10,40.31769180297852,40.2245979309082,40.95241165161133,0.002314351835914552,-0.015498961429487146
236,236,236,236,2020-01-13,40.427711486816406,40.16535568237305,41.028587341308594,0.006531892970600417,-0.014645297180076455
237,237,237,237,2020-01-14,40.65620803833008,40.24152374267578,41.05397033691406,0.01030488552834119,-0.009688765674055522
238,238,238,238,2020-01-15,41.00319290161133,40.21613311767578,40.95241165161133,0.01957074743194598,0.001240006337893007
239,239,239,239,2020-01-16,41.28246688842773,40.30075454711914,41.03704833984375,0.02435965163284437,0.005980414247914956
240,240,240,240,2020-01-17,41.51943206787109,40.5123291015625,41.13013458251953,0.024859172223444137,0.009465018515086632
241,241,241,241,2020-01-21,41.7225456237793,40.31769180297852,40.2245979309082,0.034844599429598055,0.037239593928174
242,242,242,242,2020-01-22,42.22185897827149,40.427711486816406,40.16535568237305,0.04437915047553864,0.05120092330717152
243,243,243,243,2020-01-23,42.61115646362305,40.65620803833008,40.24152374267578,0.04808486869827777,0.058885263294200074
