,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,V,V_6m,V_12m,V_6m_ret,V_12m_ret
25,25,25,25,2019-03-13,147.6153106689453,143.2392120361328,141.4093780517578,0.030550982308591657,0.0438862874774546
26,26,26,26,2019-03-14,149.2902374267578,143.1036834716797,142.358154296875,0.04323126983871406,0.048694668486826354
27,27,27,27,2019-03-15,150.5100555419922,142.1548614501953,142.53244018554688,0.05877529622667299,0.055970523945707784
28,28,28,28,2019-03-18,150.02597045898438,142.6582794189453,143.4037628173828,0.051645730412900326,0.0461787578756534
29,29,29,29,2019-03-19,149.667724609375,145.87258911132812,144.7108154296875,0.0260167830102096,0.03425389570896287
30,30,30,30,2019-03-20,148.85452270507812,146.8988494873047,143.24888610839844,0.013313060140355049,0.0391321478928488
31,31,31,31,2019-03-21,150.83924865722656,147.6153106689453,143.2392120361328,0.021840132799717082,0.0530583526190902
32,32,32,32,2019-03-22,148.19618225097656,149.2902374267578,143.1036834716797,-0.007328377224384841,0.035586077561062135
33,33,33,33,2019-03-25,148.15745544433594,150.5100555419922,142.1548614501953,-0.015630849973341965,0.04222573841587307
34,34,34,34,2019-03-26,150.3551483154297,150.02597045898438,142.6582794189453,0.0021941391576287828,0.05395318748995237
35,35,35,35,2019-03-27,149.3095703125,149.667724609375,145.87258911132812,-0.002392996204156672,0.023561528743065052
36,36,36,36,2019-03-28,149.74522399902344,148.85452270507812,146.8988494873047,0.00598370326785469,0.019376424809676607
37,37,37,37,2019-03-29,151.21682739257812,150.83924865722656,147.6153106689453,0.00250318626426993,0.024397988984421026
38,38,38,38,2019-04-01,152.2528076171875,148.19618225097656,149.2902374267578,0.027373345956651418,0.01984436652720256
39,39,39,39,2019-04-02,152.75619506835938,148.15745544433594,150.5100555419922,0.031039542426207767,0.014923518021960458
40,40,40,40,2019-04-03,153.41458129882812,150.3551483154297,150.02597045898438,0.020348042735324645,0.022586828330300124
41,41,41,41,2019-04-04,152.6206512451172,149.3095703125,149.667724609375,0.022175945759452587,0.019729882601270177
42,42,42,42,2019-04-05,152.6303253173828,149.74522399902344,148.85452270507812,0.019266733464422092,0.025365723148268682
43,43,43,43,2019-04-08,152.7271728515625,151.21682739257812,150.83924865722656,0.009987945687177646,0.012516133639899785
44,44,44,44,2019-04-09,152.47543334960938,152.2528076171875,148.19618225097656,0.0014622110153899026,0.028875582580027093
45,45,45,45,2019-04-10,153.51136779785156,152.75619506835938,148.15745544433594,0.004943647157185538,0.036136638129068865
46,46,46,46,2019-04-11,152.83367919921875,153.41458129882812,150.3551483154297,-0.0037864855784331963,0.01648450958652492
47,47,47,47,2019-04-12,154.55699157714844,152.6206512451172,149.3095703125,0.012687276041833728,0.03514457414662542
48,48,48,48,2019-04-15,155.33152770996094,152.6303253173828,149.74522399902344,0.01769767827567148,0.037305388190370214
49,49,49,49,2019-04-16,155.12818908691406,152.7271728515625,151.21682739257812,0.01572094991691575,0.025865915598014322
50,50,50,50,2019-04-17,155.33152770996094,152.47543334960938,152.2528076171875,0.018731505119272907,0.020221105547783003
51,51,51,51,2019-04-18,155.0604248046875,153.51136779785156,152.75619506835938,0.010090829292041636,0.015084361948770608
52,52,52,52,2019-04-22,155.2928009033203,152.83367919921875,153.41458129882812,0.016090181934939274,0.012242771114655104
53,53,53,53,2019-04-23,156.51266479492188,154.55699157714844,152.6206512451172,0.012653411520353375,0.025501224887016782
54,54,54,54,2019-04-24,156.34808349609375,155.33152770996094,152.6303253173828,0.006544426628127598,0.02435792606076248
55,55,55,55,2019-04-25,155.89303588867188,155.12818908691406,152.7271728515625,0.0049304179095992495,0.020728878679541207
56,56,56,56,2019-04-26,157.74221801757812,155.33152770996094,152.47543334960938,0.015519645902913437,0.034541857348866056
57,57,57,57,2019-04-29,158.92335510253906,155.0604248046875,153.51136779785156,0.024912419159932364,0.03525463542096885
58,58,58,58,2019-04-30,159.19447326660156,155.2928009033203,152.83367919921875,0.025124618402048826,0.04161906001812277
59,59,59,59,2019-05-01,157.60667419433594,156.51266479492188,154.55699157714844,0.006989909735723554,0.01973176746045313
60,60,60,60,2019-05-02,155.98983764648438,156.34808349609375,155.33152770996094,-0.002291335087700852,0.004238096066064845
61,61,61,61,2019-05-03,156.88055419921875,155.89303588867188,155.12818908691406,0.006334589001474766,0.011296239082136728
62,62,62,62,2019-05-06,157.1129150390625,157.74221801757812,155.33152770996094,-0.003989439139530204,0.01146829208058664
63,63,63,63,2019-05-07,155.10887145996094,158.92335510253906,155.0604248046875,-0.024002033182076832,0.00031243726653307213
64,64,64,64,2019-05-08,155.6413116455078,159.19447326660156,155.2928009033203,-0.022319629244561212,0.0022442169898426734
65,65,65,65,2019-05-09,154.7216033935547,157.60667419433594,156.51266479492188,-0.018305511587814016,-0.011443555725755505
66,66,66,66,2019-05-10,155.59291076660156,155.98983764648438,156.34808349609375,-0.0025445688377621067,-0.004830073465601825
67,67,67,67,2019-05-13,152.32054138183594,156.88055419921875,155.89303588867188,-0.02906678167131005,-0.022916318785318746
68,68,68,68,2019-05-14,155.10887145996094,157.1129150390625,157.74221801757812,-0.012755435023297124,-0.016693987131103594
69,69,69,69,2019-05-15,157.60667419433594,155.10887145996094,158.92335510253906,0.016103545276710873,-0.008285005733446704
70,70,70,70,2019-05-16,159.865966796875,155.6413116455078,159.19447326660156,0.02714353346616205,0.004218070618248637
71,71,71,71,2019-05-17,159.10963439941406,154.7216033935547,157.60667419433594,0.02836081652216227,0.009536145678862074
72,72,72,72,2019-05-20,158.5084686279297,155.59291076660156,155.98983764648438,0.01873837212096152,0.01614612220542999
73,73,73,73,2019-05-21,158.88662719726562,152.32054138183594,156.88055419921875,0.04310702782344955,0.012787263585896103
74,74,74,74,2019-05-22,159.25509643554688,155.10887145996094,157.1129150390625,0.026731062746828238,0.013634661389560376
75,75,75,75,2019-05-23,156.6079559326172,157.60667419433594,155.10887145996094,-0.00633677645203834,0.009664724258168667
76,76,76,76,2019-05-24,157.70361328125,159.865966796875,155.6413116455078,-0.013526040338357137,0.013250348599215922
77,77,77,77,2019-05-28,158.7412109375,159.10963439941406,154.7216033935547,-0.0023155320751300223,0.025979614066698353
78,78,78,78,2019-05-29,157.79090881347656,158.5084686279297,155.59291076660156,-0.004526949384246914,0.014126595074579695
79,79,79,79,2019-05-30,157.82000732421875,158.88662719726562,152.32054138183594,-0.0067130877649168585,0.0361045587974691
80,80,80,80,2019-05-31,156.43341064453125,159.25509643554688,155.10887145996094,-0.017718025069028864,0.008539416037929293
81,81,81,81,2019-06-03,153.78623962402344,156.6079559326172,157.60667419433594,-0.018017707285623685,-0.024240309554414807
82,82,82,82,2019-06-04,157.40306091308594,157.70361328125,159.865966796875,-0.0019058052121359026,-0.01540606755231666
83,83,83,83,2019-06-05,160.37020874023438,158.7412109375,159.10963439941406,0.010261971627366195,0.007922677627778762
84,84,84,84,2019-06-06,161.85372924804688,157.79090881347656,158.5084686279297,0.02574812747528399,0.021104617621217292
85,85,85,85,2019-06-07,164.8887481689453,157.82000732421875,158.88662719726562,0.04478989048710935,0.037776124256371446
86,86,86,86,2019-06-10,165.63540649414062,156.43341064453125,159.25509643554688,0.05882372449527029,0.040063459200980533
87,87,87,87,2019-06-11,165.14085388183594,153.78623962402344,156.6079559326172,0.073833746670523,0.05448572454958889
88,88,88,88,2019-06-12,166.38201904296875,157.40306091308594,157.70361328125,0.057044367992568956,0.055029847326589776
89,89,89,89,2019-06-13,164.20999145507812,160.37020874023438,158.7412109375,0.023943241983698904,0.03445091848096915
90,90,90,90,2019-06-14,164.51058959960938,161.85372924804688,157.79090881347656,0.01641519391555546,0.0425859818963088
91,91,91,91,2019-06-17,164.4136199951172,164.8887481689453,157.82000732421875,-0.0028815075564847525,0.04177932052273192
92,92,92,92,2019-06-18,164.14210510253906,165.63540649414062,156.43341064453125,-0.00901559288082765,0.049277800862659316
93,93,93,93,2019-06-19,165.5093231201172,165.14085388183594,153.78623962402344,0.002231242176723214,0.07622972981688303
94,94,94,94,2019-06-20,168.46673583984375,166.38201904296875,157.40306091308594,0.01252970007736609,0.07028881689198463
95,95,95,95,2019-06-21,168.1758575439453,164.20999145507812,160.37020874023438,0.02415118625684909,0.04867268593728924
96,96,96,96,2019-06-24,168.57342529296875,164.51058959960938,161.85372924804688,0.024696499497373514,0.04151709124121372
97,97,97,97,2019-06-25,166.08139038085938,164.4136199951172,164.8887481689453,0.010143748345129211,0.007233011501136977
98,98,98,98,2019-06-26,165.86807250976562,164.14210510253906,165.63540649414062,0.010515080247986086,0.001404687684533279
99,99,99,99,2019-06-27,166.032958984375,165.5093231201172,165.14085388183594,0.0031637847003809227,0.005402086046965682
100,100,100,100,2019-06-28,168.28250122070312,168.46673583984375,166.38201904296875,-0.0010935964196265857,0.011422401222595857
101,101,101,101,2019-07-01,168.66067504882812,168.1758575439453,164.20999145507812,0.0028828008488444024,0.02710361016593521
102,102,102,102,2019-07-02,169.9600067138672,168.57342529296875,164.51058959960938,0.008225385575980626,0.03312502330409717
103,103,103,103,2019-07-03,171.50173950195312,166.08139038085938,164.4136199951172,0.03263670365875293,0.04311151051261097
104,104,104,104,2019-07-05,171.29812622070312,165.86807250976562,164.14210510253906,0.03273718461169062,0.04359649898296181
105,105,105,105,2019-07-08,170.84239196777344,166.032958984375,165.5093231201172,0.02896673656132953,0.03222216577966308
106,106,106,106,2019-07-09,172.33566284179688,168.28250122070312,168.46673583984375,0.024085461005705078,0.022965524812157634
107,107,107,107,2019-07-10,173.86766052246094,168.66067504882812,168.1758575439453,0.03087255207608619,0.03384435234426153
108,108,108,108,2019-07-11,175.25428771972656,169.9600067138672,168.57342529296875,0.03115015766487028,0.03963176529839707
109,109,109,109,2019-07-12,174.8567352294922,171.50173950195312,166.08139038085938,0.019562458883986222,0.05283761671617215
110,110,110,110,2019-07-15,175.08949279785156,171.29812622070312,165.86807250976562,0.02213314681716705,0.055594908342249116
111,111,111,111,2019-07-16,173.86766052246094,170.84239196777344,166.032958984375,0.01770795011614079,0.04718762820352573
112,112,112,112,2019-07-17,173.71253967285156,172.33566284179688,168.28250122070312,0.007989506108893263,0.032267398052438834
113,113,113,113,2019-07-18,175.05067443847656,173.86766052246094,168.66067504882812,0.006804105562016272,0.03788671774139707
114,114,114,114,2019-07-19,173.79978942871094,175.25428771972656,169.9600067138672,-0.008299359233605252,0.022592272082620823
115,115,115,115,2019-07-22,175.08949279785156,174.8567352294922,171.50173950195312,0.0013311329875504985,0.020919632105874886
116,116,116,116,2019-07-23,175.40943908691406,175.08949279785156,171.29812622070312,0.0018273300353430777,0.024000921416465815
117,117,117,117,2019-07-24,177.7657012939453,173.86766052246094,170.84239196777344,0.022419584871453457,0.040524539878122434
118,118,118,118,2019-07-25,176.0784912109375,173.71253967285156,172.33566284179688,0.013619923711562176,0.02171824628415142
119,119,119,119,2019-07-26,178.11474609375,175.05067443847656,173.86766052246094,0.017503912310548264,0.02442711633967387
120,120,120,120,2019-07-29,177.6493377685547,173.79978942871094,175.25428771972656,0.022149326834614902,0.01366614238082664
121,121,121,121,2019-07-30,176.0203094482422,175.08949279785156,174.8567352294922,0.005316233632964407,0.006654443234473284
122,122,122,122,2019-07-31,172.59744262695312,175.40943908691406,175.08949279785156,-0.016031044136499473,-0.014233008109604928
123,123,123,123,2019-08-01,173.73194885253906,177.7657012939453,173.86766052246094,-0.022691398914665872,-0.0007805457870317944
124,124,124,124,2019-08-02,172.03504943847656,176.0784912109375,173.71253967285156,-0.02296385972331505,-0.009656702029307573
125,125,125,125,2019-08-05,163.73489379882812,178.11474609375,175.05067443847656,-0.0807336428357992,-0.06464288512995986
126,126,126,126,2019-08-06,167.2449951171875,177.6493377685547,173.79978942871094,-0.05856674042276577,-0.03771462746341292
127,127,127,127,2019-08-07,169.99880981445312,176.0203094482422,175.08949279785156,-0.03420911855378628,-0.02907474858743153
128,128,128,128,2019-08-08,174.43978881835938,172.59744262695312,175.40943908691406,0.010674238061500363,-0.005527925256486488
129,129,129,129,2019-08-09,173.6156005859375,173.73194885253906,177.7657012939453,-0.0006696998874992088,-0.02334590237486478
130,130,130,130,2019-08-12,170.9878387451172,172.03504943847656,176.0784912109375,-0.006087193840891625,-0.028911268098735787
131,131,131,131,2019-08-13,173.1889190673828,163.73489379882812,178.11474609375,0.05773983204930233,-0.027655357764564292
132,132,132,132,2019-08-14,168.2437286376953,167.2449951171875,177.6493377685547,0.005971679569890975,-0.052944802660132684
133,133,133,133,2019-08-15,171.1665802001953,169.99880981445312,176.0203094482422,0.006869285655686452,-0.027574825105475043
134,134,134,134,2019-08-16,173.06982421875,174.43978881835938,172.59744262695312,-0.0078535098493836,0.0027368979783661818
135,135,135,135,2019-08-19,174.53610229492188,173.6156005859375,173.73194885253906,0.005301952738565818,0.004628702133914198
136,136,136,136,2019-08-20,174.05056762695312,170.9878387451172,172.03504943847656,0.017911969086885637,0.011715741618090192
137,137,137,137,2019-08-21,175.7013702392578,173.1889190673828,163.73489379882812,0.014506997245577136,0.07308446087937881
138,138,138,138,2019-08-22,174.87594604492188,168.2437286376953,167.2449951171875,0.03942029495499777,0.0456273798949105
139,139,139,139,2019-08-23,170.1566925048828,171.1665802001953,169.99880981445312,-0.005900028464267626,0.0009287282105210348
140,140,140,140,2019-08-26,172.44834899902344,173.06982421875,174.43978881835938,-0.0035908929966962377,-0.011416201732562192
141,141,141,141,2019-08-27,173.2154998779297,174.53610229492188,173.6156005859375,-0.007566356757301107,-0.002304520484665562
142,142,142,142,2019-08-28,173.49708557128906,174.05056762695312,170.9878387451172,-0.003180007185327627,0.01467500171115832
143,143,143,143,2019-08-29,175.92469787597656,175.7013702392578,173.1889190673828,0.0012710637168886763,0.01579650028030577
144,144,144,144,2019-08-30,175.58485412597656,174.87594604492188,168.2437286376953,0.004053776960683875,0.043633872999153445
145,145,145,145,2019-09-03,174.0117645263672,170.1566925048828,171.1665802001953,0.02265601173091536,0.016622312152548613
146,146,146,146,2019-09-04,176.50735473632812,172.44834899902344,173.06982421875,0.023537515788728536,0.019862102091426914
147,147,147,147,2019-09-05,179.38160705566406,173.2154998779297,174.53610229492188,0.03559789500408339,0.027762191873372588
148,148,148,148,2019-09-06,180.36236572265625,173.49708557128906,174.05056762695312,0.039570002739592214,0.03626416266122923
149,149,149,149,2019-09-09,176.29373168945312,175.92469787597656,175.7013702392578,0.002097680529977275,0.003371410532477137
150,150,150,150,2019-09-10,171.2442626953125,175.58485412597656,174.87594604492188,-0.02472076223356845,-0.020767197729277598
151,151,151,151,2019-09-11,169.91392517089844,174.0117645263672,170.1566925048828,-0.023549208679208733,-0.001426728096383334
152,152,152,152,2019-09-12,172.82704162597656,176.50735473632812,172.44834899902344,-0.020850763504157266,0.0021959771093851277
153,153,153,153,2019-09-13,172.1376190185547,179.38160705566406,173.2154998779297,-0.04038311483552204,-0.006222773713291385
154,154,154,154,2019-09-16,171.01121520996094,180.36236572265625,173.49708557128906,-0.051846461844898384,-0.014328023742546936
155,155,155,155,2019-09-17,171.3413848876953,176.29373168945312,175.92469787597656,-0.028091451433347236,-0.026052697794100466
156,156,156,156,2019-09-18,170.21498107910156,171.2442626953125,175.58485412597656,-0.006010604968659794,-0.030582780465918113
157,157,157,157,2019-09-19,170.86557006835938,169.91392517089844,174.0117645263672,0.005600746945865653,-0.018080354891930828
158,158,158,158,2019-09-20,169.0205841064453,172.82704162597656,176.50735473632812,-0.02202466398614278,-0.042416196430266395
159,159,159,159,2019-09-23,169.845947265625,172.1376190185547,179.38160705566406,-0.013313021093214195,-0.05315851466912125
160,160,160,160,2019-09-24,169.42840576171875,171.01121520996094,180.36236572265625,-0.00925558856650932,-0.06062218089194216
161,161,161,161,2019-09-25,170.2052459716797,171.3413848876953,176.29373168945312,-0.006630849381544901,-0.03453603063152855
162,162,162,162,2019-09-26,170.56451416015625,170.21498107910156,171.2442626953125,0.0020534801275351455,-0.003969467498982415
163,163,163,163,2019-09-27,168.9622802734375,170.86557006835938,169.91392517089844,-0.011139106574603708,-0.005600746945865542
164,164,164,164,2019-09-30,167.02992248535156,169.0205841064453,172.82704162597656,-0.011777628338096813,-0.033542894017539404
165,165,165,165,2019-10-01,169.24391174316406,169.845947265625,172.1376190185547,-0.0035445975141190633,-0.016810429305860852
166,166,166,166,2019-10-02,164.91302490234375,169.42840576171875,171.01121520996094,-0.026650671940603332,-0.035659592852609445
167,167,167,167,2019-10-03,167.86500549316406,170.2052459716797,171.3413848876953,-0.013749520263934834,-0.020289198647541085
168,168,168,168,2019-10-04,170.8849639892578,170.56451416015625,170.21498107910156,0.001878760249043765,0.003936098373414687
169,169,169,169,2019-10-07,169.8362274169922,168.9622802734375,170.86557006835938,0.005172439328709144,-0.006024283598827895
170,170,170,170,2019-10-08,167.42803955078125,167.02992248535156,169.0205841064453,0.00238350745486704,-0.009422192948174368
171,171,171,171,2019-10-09,169.8168487548828,169.24391174316406,169.845947265625,0.003385273986033832,-0.00017132296184074747
172,172,172,172,2019-10-10,169.8168487548828,164.91302490234375,169.42840576171875,0.029735818959375493,0.002292667462800546
173,173,173,173,2019-10-11,171.9337158203125,167.86500549316406,170.2052459716797,0.02423799001581739,0.010155209017002953
174,174,174,174,2019-10-14,172.2250213623047,170.8849639892578,170.56451416015625,0.007841868247291384,0.009735361486676197
175,175,175,175,2019-10-15,173.5747833251953,169.8362274169922,168.9622802734375,0.02201271168738339,0.027299010431755866
176,176,176,176,2019-10-16,172.72027587890625,167.42803955078125,167.02992248535156,0.0316090204623094,0.03406786825308927
177,177,177,177,2019-10-17,172.78823852539062,169.8168487548828,169.24391174316406,0.017497614590627375,0.020942122796152596
178,178,178,178,2019-10-18,170.62281799316406,169.8168487548828,164.91302490234375,0.004746108788325154,0.034623057179391736
179,179,179,179,2019-10-21,171.32199096679688,171.9337158203125,167.86500549316406,-0.0035579109693349986,0.02059384243593043
180,180,180,180,2019-10-22,165.91319274902344,172.2250213623047,170.8849639892578,-0.03664873177749961,-0.029094258056237776
181,181,181,181,2019-10-23,166.35989379882812,173.5747833251953,169.8362274169922,-0.04156646137273279,-0.020468740215412118
182,182,182,182,2019-10-24,171.05978393554688,172.72027587890625,167.42803955078125,-0.00961376384393653,0.02169137496031004
183,183,183,183,2019-10-25,172.70083618164062,172.78823852539062,169.8168487548828,-0.0005058350296056613,0.01698292865462725
184,184,184,184,2019-10-28,174.63323974609375,170.62281799316406,169.8168487548828,0.02350460389823339,0.028362268093686138
185,185,185,185,2019-10-29,172.48721313476562,171.32199096679688,171.9337158203125,0.006801357849002487,0.0032192482539701306
186,186,186,186,2019-10-30,174.06028747558594,165.91319274902344,172.2250213623047,0.049104562401415475,0.010656210687414847
187,187,187,187,2019-10-31,173.6815948486328,166.35989379882812,173.5747833251953,0.044011214978644464,0.0006153631385348302
188,188,188,188,2019-11-01,175.69166564941406,171.05978393554688,172.72027587890625,0.027077560881360707,0.01720347976164094
189,189,189,189,2019-11-04,173.76901245117188,172.70083618164062,172.78823852539062,0.006185125058733254,0.005676161376210409
190,190,190,190,2019-11-05,171.263671875,174.63323974609375,170.62281799316406,-0.019295111720958213,0.0037559682191019572
191,191,191,191,2019-11-06,171.6521453857422,172.48721313476562,171.32199096679688,-0.00484133133028819,0.0019270988918713705
192,192,192,192,2019-11-07,173.2640380859375,174.06028747558594,165.91319274902344,-0.004574560924818227,0.04430536966420551
193,193,193,193,2019-11-08,173.78842163085938,173.6815948486328,166.35989379882812,0.0006150725545770452,0.044653357623648526
194,194,194,194,2019-11-11,174.34185791015625,175.69166564941406,171.05978393554688,-0.007682821688032138,0.019186707121330304
195,195,195,195,2019-11-12,174.53610229492188,173.76901245117188,172.70083618164062,0.0044144225309765694,0.010626851345125976
196,196,196,196,2019-11-13,174.21566772460938,171.263671875,174.63323974609375,0.01723655587487305,-0.002391137117375264
197,197,197,197,2019-11-14,174.83819580078125,171.6521453857422,172.48721313476562,0.01856108706290427,0.013629895360294242
198,198,198,198,2019-11-15,174.85765075683594,173.2640380859375,174.06028747558594,0.009197596272736197,0.004580960383406385
199,199,199,199,2019-11-18,174.7506561279297,173.78842163085938,173.6815948486328,0.005536815905458736,0.00615529400353898
200,200,200,200,2019-11-19,177.77565002441406,174.34185791015625,175.69166564941406,0.01969574120305273,0.011861600647343762
201,201,201,201,2019-11-20,176.69598388671875,174.53610229492188,173.76901245117188,0.012374984678798606,0.016844035620961595
202,202,202,202,2019-11-21,174.974365234375,174.21566772460938,171.263671875,0.0043549327088361345,0.021666552624676427
203,203,203,203,2019-11-22,174.56585693359375,174.83819580078125,171.6521453857422,-0.0015576623056543504,0.016974512851579915
204,204,204,204,2019-11-25,176.02484130859375,174.85765075683594,173.2640380859375,0.006675089975793913,0.015934081031211633
205,205,205,205,2019-11-26,177.56166076660156,174.7506561279297,173.78842163085938,0.016085803057666492,0.021711683093347034
206,206,206,206,2019-11-27,179.3319549560547,177.77565002441406,174.34185791015625,0.008754320017543948,0.028622484042070795
207,207,207,207,2019-11-29,179.46807861328125,176.69598388671875,174.53610229492188,0.015688498773914983,0.02825762838467405
208,208,208,208,2019-12-02,176.82244873046875,174.974365234375,174.21566772460938,0.010562024292062766,0.01496295390595992
209,209,209,209,2019-12-03,176.92942810058594,174.56585693359375,174.83819580078125,0.013539710505309888,0.011960957902971803
210,210,210,210,2019-12-04,175.66497802734375,176.02484130859375,174.85765075683594,-0.0020443891815196125,0.004617054312541891
211,211,211,211,2019-12-05,176.91970825195312,177.56166076660156,174.7506561279297,-0.003615377958715249,0.012412268841128338
212,212,212,212,2019-12-06,177.19204711914062,179.3319549560547,177.77565002441406,-0.011932663297171131,-0.0032828056327921518
213,213,213,213,2019-12-09,177.9215850830078,179.46807861328125,176.69598388671875,-0.008617095264087715,0.00693621422134183
214,214,214,214,2019-12-10,177.27960205078125,176.82244873046875,174.974365234375,0.0025853805531748097,0.013174711697444552
215,215,215,215,2019-12-11,177.03640747070312,176.92942810058594,174.56585693359375,0.0006046442995133461,0.014152541513597239
216,216,216,216,2019-12-12,177.64920043945312,175.66497802734375,176.02484130859375,0.011295492330864576,0.009228010767023953
217,217,217,217,2019-12-13,180.08090209960938,176.91970825195312,177.56166076660156,0.017867957611338303,0.01418798023250778
218,218,218,218,2019-12-16,181.15084838867188,177.19204711914062,179.3319549560547,0.022341867673493443,0.01014260639194453
219,219,219,219,2019-12-17,180.45050048828125,177.9215850830078,179.46807861328125,0.014213651503237168,0.005474075850095517
220,220,220,220,2019-12-18,179.8474578857422,177.27960205078125,176.82244873046875,0.014484778876169724,0.01710760809496814
221,221,221,221,2019-12-19,181.442626953125,177.03640747070312,176.92942810058594,0.024888775960679288,0.02550846911669935
222,222,222,222,2019-12-20,182.86276245117188,177.64920043945312,175.66497802734375,0.02934751183130513,0.04097449875699022
223,223,223,223,2019-12-23,181.9678497314453,180.08090209960938,176.91970825195312,0.010478332848378402,0.028533516866888986
224,224,224,224,2019-12-24,182.4445037841797,181.15084838867188,177.19204711914062,0.007141315688084404,0.029642733691695566
225,225,225,225,2019-12-26,183.9910430908203,180.45050048828125,177.9215850830078,0.019620575132563767,0.03411310665302825
226,226,226,226,2019-12-27,184.2147521972656,179.8474578857422,177.27960205078125,0.02428332522941723,0.039119842701913266
227,227,227,227,2019-12-30,182.6973876953125,181.442626953125,177.03640747070312,0.0069154683398167105,0.03197636184266894
228,228,228,228,2019-12-31,182.7654724121093,182.86276245117188,177.64920043945312,-0.0005320385504323788,0.028799859273219264
229,229,229,229,2020-01-02,185.89747619628903,181.9678497314453,180.08090209960938,0.021595168985308222,0.03229978320223159
230,230,230,230,2020-01-03,184.4190216064453,182.4445037841797,181.15084838867188,0.010822566760363195,0.018041169814238645
231,231,231,231,2020-01-06,184.02023315429688,183.9910430908203,180.45050048828125,0.0001586493721987825,0.019782337296689656
232,232,232,232,2020-01-07,183.5338897705078,184.2147521972656,179.8474578857422,-0.0036960255280135135,0.020497547911450864
233,233,233,233,2020-01-08,186.6756134033203,182.6973876953125,181.442626953125,0.021774945762455866,0.028840998050294164
234,234,234,234,2020-01-09,187.96929931640625,182.7654724121093,182.86276245117188,0.02847270239623323,0.02792551527049114
235,235,235,235,2020-01-10,188.47506713867188,185.89747619628903,181.9678497314453,0.013865658615295873,0.03576025884149403
236,236,236,236,2020-01-13,189.9924468994141,184.4190216064453,182.4445037841797,0.03022153162086827,0.04137117292479875
237,237,237,237,2020-01-14,190.6927795410156,184.02023315429688,183.9910430908203,0.0362598518235977,0.03642425379852443
238,238,238,238,2020-01-15,194.3403167724609,183.5338897705078,184.2147521972656,0.05887973613737252,0.0549660896015125
239,239,239,239,2020-01-16,195.4588928222656,186.6756134033203,182.6973876953125,0.04705102749531975,0.06985050682955407
240,240,240,240,2020-01-17,199.1063842773437,187.96929931640625,182.7654724121093,0.05924948915296291,0.08940918462097724
241,241,241,241,2020-01-21,201.6256256103516,188.47506713867188,185.89747619628903,0.06977346484776215,0.08460657850704334
242,242,242,242,2020-01-22,202.21896362304688,189.9924468994141,184.4190216064453,0.0643526462402253,0.096519013394329
243,243,243,243,2020-01-23,200.87664794921875,190.6927795410156,184.02023315429688,0.05340458318723451,0.09160087728390254
244,244,244,244,2020-01-24,199.39825439453125,194.3403167724609,183.5338897705078,0.026026188009111495,0.08643833922912192
245,245,245,245,2020-01-27,196.1786499023437,195.4588928222656,186.6756134033203,0.0036823961789889115,0.05090668419817468
