,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,BDX,BDX_6m,BDX_12m,BDX_6m_ret,BDX_12m_ret
52,52,52,52,2019-04-22,205.73696899414065,230.1376037597656,227.99832153320312,-0.10602628326266972,-0.0976382299192522
53,53,53,53,2019-04-23,208.4796142578125,225.54820251464844,230.0096130371093,-0.07567601101022914,-0.09360477805692058
54,54,54,54,2019-04-24,212.5570831298828,225.0819854736328,229.7261657714844,-0.05564595637182712,-0.07473716624287452
55,55,55,55,2019-04-25,217.0642242431641,219.4320373535156,229.4610595703125,-0.010790644515307646,-0.054025878510116976
56,56,56,56,2019-04-26,217.695053100586,206.4957733154297,228.3457489013672,0.0542349105037081,-0.04664284687595266
57,57,57,57,2019-04-29,216.40594482421875,208.34249877929688,230.59474182128903,0.03870283831751342,-0.061531311967497504
58,58,58,58,2019-04-30,220.0902862548828,205.73696899414065,230.1376037597656,0.06976537727233145,-0.043657869642941605
59,59,59,59,2019-05-01,215.4368896484375,208.4796142578125,225.54820251464844,0.03337149013534435,-0.04482994212979485
60,60,60,60,2019-05-02,216.369384765625,212.5570831298828,225.0819854736328,0.017935425061383015,-0.03870856519091992
61,61,61,61,2019-05-03,217.48475646972656,217.0642242431641,219.4320373535156,0.0019373631377015421,-0.00887418677452223
62,62,62,62,2019-05-06,218.0607147216797,217.695053100586,206.4957733154297,0.0016796965107184203,0.05600570520435855
63,63,63,63,2019-05-07,212.60281372070312,216.40594482421875,208.34249877929688,-0.01757406020710206,0.020448612099633667
64,64,64,64,2019-05-08,212.4017028808593,220.0902862548828,205.73696899414065,-0.034933769703582085,0.03239443994583424
65,65,65,65,2019-05-09,210.08865356445312,215.4368896484375,208.4796142578125,-0.024825071011338573,0.007717969511641831
66,66,66,66,2019-05-10,206.06607055664065,216.369384765625,212.5570831298828,-0.047619094633675085,-0.030537738275585147
67,67,67,67,2019-05-13,204.50274658203125,217.48475646972656,217.0642242431641,-0.059691585279000425,-0.05786986641824943
68,68,68,68,2019-05-14,203.7256622314453,218.0607147216797,217.695053100586,-0.06573881273630977,-0.06416953747996346
69,69,69,69,2019-05-15,206.07522583007807,212.60281372070312,216.40594482421875,-0.030703205552116364,-0.04773768577629456
70,70,70,70,2019-05-16,206.5505828857422,212.4017028808593,220.0902862548828,-0.027547425071253406,-0.061518859371469614
71,71,71,71,2019-05-17,208.772201538086,210.08865356445312,215.4368896484375,-0.006266173846286582,-0.0309356866469217
72,72,72,72,2019-05-20,209.68641662597656,206.06607055664065,216.369384765625,0.01756886060648588,-0.03088684726301527
73,73,73,73,2019-05-21,213.9010009765625,204.50274658203125,217.48475646972656,0.045956616972679054,-0.016478191627480432
74,74,74,74,2019-05-22,215.4642944335937,203.7256622314453,218.0607147216797,0.05761980142105294,-0.011906868650778835
75,75,75,75,2019-05-23,213.9283905029297,206.07522583007807,212.60281372070312,0.03810824246931577,0.006234991715434068
76,76,76,76,2019-05-24,215.016342163086,206.5505828857422,212.4017028808593,0.040986373212158034,0.0123098790959002
77,77,77,77,2019-05-28,214.07467651367188,208.772201538086,210.08865356445312,0.025398376491319263,0.018973052002524637
78,78,78,78,2019-05-29,213.9283905029297,209.68641662597656,206.06607055664065,0.020230084262060855,0.03815436439900455
79,79,79,79,2019-05-30,216.8539123535156,213.9010009765625,204.50274658203125,0.013805037673837894,0.06039608747518699
80,80,80,80,2019-05-31,213.4164581298828,215.4642944335937,203.7256622314453,-0.009504295405854513,0.04756787040126609
81,81,81,81,2019-06-03,212.703369140625,213.9283905029297,206.07522583007807,-0.005726315050680109,0.032163707616228665
82,82,82,82,2019-06-04,215.0437469482422,215.016342163086,206.5505828857422,0.00012745442918671301,0.04111905153614681
83,83,83,83,2019-06-05,218.82862854003903,214.07467651367188,208.772201538086,0.022206979843613306,0.04816937756973583
84,84,84,84,2019-06-06,217.031005859375,213.9283905029297,209.68641662597656,0.014503055668073195,0.03502653796835675
85,85,85,85,2019-06-07,218.63601684570312,216.8539123535156,213.9010009765625,0.008217995575207082,0.0221364829875641
86,86,86,86,2019-06-10,220.31448364257807,213.4164581298828,215.4642944335937,0.03232190044357863,0.022510408147829786
87,87,87,87,2019-06-11,217.38870239257807,212.703369140625,213.9283905029297,0.022027546018114297,0.016175094299141213
88,88,88,88,2019-06-12,217.3428649902344,215.0437469482422,215.016342163086,0.010691396865148528,0.010820213960219816
89,89,89,89,2019-06-13,217.40704345703125,218.82862854003903,214.07467651367188,-0.00649633958998963,0.01556637617129164
90,90,90,90,2019-06-14,214.7655487060547,217.031005859375,213.9283905029297,-0.010438403233444915,0.003913263691447844
91,91,91,91,2019-06-17,214.7931060791016,218.63601684570312,216.8539123535156,-0.017576750720415757,-0.00950320080485556
92,92,92,92,2019-06-18,216.966796875,220.31448364257807,213.4164581298828,-0.01519503716791093,0.01663573079709013
93,93,93,93,2019-06-19,218.5076141357422,217.38870239257807,212.703369140625,0.00514705562363349,0.027287978646355127
94,94,94,94,2019-06-20,224.8178100585937,217.3428649902344,215.0437469482422,0.034392410667335005,0.04545151044407714
95,95,95,95,2019-06-21,226.81727600097656,217.40704345703125,218.82862854003903,0.0432839359494126,0.036506409212704316
96,96,96,96,2019-06-24,229.27528381347656,214.7655487060547,217.031005859375,0.06756081315109363,0.056417182907198216
97,97,97,97,2019-06-25,227.6610717773437,214.7931060791016,218.63601684570312,0.05990865318323224,0.04127890299981907
98,98,98,98,2019-06-26,227.56016540527344,216.966796875,220.31448364257807,0.048824837177167346,0.03288790479363235
99,99,99,99,2019-06-27,228.51397705078125,218.5076141357422,217.38870239257807,0.045794115480217945,0.05117687596346321
100,100,100,100,2019-06-28,231.1371154785156,224.8178100585937,217.3428649902344,0.028108562298845063,0.06346769418403042
101,101,101,101,2019-07-01,233.4667510986328,226.81727600097656,217.40704345703125,0.029316440153472456,0.07386930702075278
102,102,102,102,2019-07-02,232.8338928222656,229.27528381347656,214.7655487060547,0.015521119196101774,0.08413055178109907
103,103,103,103,2019-07-03,234.09962463378903,227.6610717773437,214.7931060791016,0.028281307850216653,0.08988425609701567
104,104,104,104,2019-07-05,233.145736694336,227.56016540527344,216.966796875,0.024545470333592556,0.07456873610323456
105,105,105,105,2019-07-08,230.1832733154297,228.51397705078125,218.5076141357422,0.007305007274358122,0.05343364910128168
106,106,106,106,2019-07-09,230.8711395263672,231.1371154785156,224.8178100585937,-0.0011507280066109793,0.02692548898237135
107,107,107,107,2019-07-10,232.47622680664065,233.4667510986328,226.81727600097656,-0.004242678185784499,0.024949381746563803
108,108,108,108,2019-07-11,234.9525451660156,232.8338928222656,229.27528381347656,0.009099415545000822,0.024761767854391437
109,109,109,109,2019-07-12,231.93508911132807,234.09962463378903,227.6610717773437,-0.009246215263467583,0.018773597526433594
110,110,110,110,2019-07-15,232.2652740478516,233.145736694336,227.56016540527344,-0.003776447551510409,0.02067632810074027
111,111,111,111,2019-07-16,230.559310913086,230.1832733154297,228.51397705078125,0.0016336443228044395,0.008950585380824272
112,112,112,112,2019-07-17,230.9904022216797,230.8711395263672,231.1371154785156,0.0005165768902823942,-0.000634745555823768
113,113,113,113,2019-07-18,232.806381225586,232.47622680664065,233.4667510986328,0.0014201642184255014,-0.0028285392671089093
114,114,114,114,2019-07-19,230.06407165527344,234.9525451660156,232.8338928222656,-0.020806216452296744,-0.011896125316714579
115,115,115,115,2019-07-22,231.5957489013672,231.93508911132807,234.09962463378903,-0.0014630826722299428,-0.010695769958361745
116,116,116,116,2019-07-23,234.6040954589844,232.2652740478516,233.145736694336,0.010069612948903295,0.006255138032227325
117,117,117,117,2019-07-24,235.02598571777344,230.559310913086,230.1832733154297,0.019373213716670223,0.021038506980077587
118,118,118,118,2019-07-25,233.099853515625,230.9904022216797,230.8711395263672,0.009132203215616252,0.009653497591037175
119,119,119,119,2019-07-26,233.32000732421875,232.806381225586,232.47622680664065,0.002206237199894767,0.0036295346374488613
120,120,120,120,2019-07-29,233.6868896484375,230.06407165527344,234.9525451660156,0.01574699590030937,-0.005386855957162706
121,121,121,121,2019-07-30,236.65855407714844,231.5957489013672,231.93508911132807,0.021860527232464122,0.020365460801634594
122,122,122,122,2019-07-31,231.8617248535156,234.6040954589844,232.2652740478516,-0.011689355209693053,-0.001737449543373626
123,123,123,123,2019-08-01,231.44900512695312,235.02598571777344,230.559310913086,-0.01521951106766406,0.0038588518084290424
124,124,124,124,2019-08-02,228.0921325683593,233.099853515625,230.9904022216797,-0.021483157847330125,-0.012547143194888921
125,125,125,125,2019-08-05,216.7650146484375,233.32000732421875,232.806381225586,-0.07095402089875913,-0.06890432509925337
126,126,126,126,2019-08-06,222.08462524414065,233.6868896484375,230.06407165527344,-0.04964876044929811,-0.034683583376239335
127,127,127,127,2019-08-07,224.4233856201172,236.65855407714844,231.5957489013672,-0.051699667078345724,-0.03096932182595713
128,128,128,128,2019-08-08,230.73355102539065,231.8617248535156,234.6040954589844,-0.004865718258749707,-0.01649819635936589
129,129,129,129,2019-08-09,233.28335571289065,231.44900512695312,235.02598571777344,0.007925506462779452,-0.007414626938211821
130,130,130,130,2019-08-12,228.523193359375,228.0921325683593,233.099853515625,0.00188985383301854,-0.01963390404251464
131,131,131,131,2019-08-13,232.3569793701172,216.7650146484375,233.32000732421875,0.07193026396334146,-0.00412749838792581
132,132,132,132,2019-08-14,224.4417724609375,222.08462524414065,233.6868896484375,0.010613734355566562,-0.03956198484822371
133,133,133,133,2019-08-15,225.94595336914065,224.4233856201172,236.65855407714844,0.006784354245509494,-0.045266061688670534
134,134,134,134,2019-08-16,227.7619781494141,230.73355102539065,231.8617248535156,-0.012878807016884819,-0.017681860629181534
135,135,135,135,2019-08-19,230.65103149414065,233.28335571289065,231.44900512695312,-0.011283806385182893,-0.003447729802834032
136,136,136,136,2019-08-20,228.63327026367188,228.523193359375,228.0921325683593,0.0004816881064837464,0.0023724522596166864
137,137,137,137,2019-08-21,232.3844757080078,232.3569793701172,216.7650146484375,0.00011833661276350327,0.07205711255989766
138,138,138,138,2019-08-22,234.04458618164065,224.4417724609375,222.08462524414065,0.04278532296110105,0.05385316936889373
139,139,139,139,2019-08-23,227.74362182617188,225.94595336914065,224.4233856201172,0.00795618788575636,0.014794519728326572
140,140,140,140,2019-08-26,228.2021942138672,227.7619781494141,230.73355102539065,0.0019327899591929931,-0.010970909086580605
141,141,141,141,2019-08-27,229.5871124267578,230.65103149414065,233.28335571289065,-0.004612678558126748,-0.015844436371542647
142,142,142,142,2019-08-28,232.0543212890625,228.63327026367188,228.523193359375,0.014963049872161127,0.015451945501804953
143,143,143,143,2019-08-29,233.91619873046875,232.3844757080078,232.3569793701172,0.006591331102450804,0.006710447711010703
144,144,144,144,2019-08-30,232.8889617919922,234.04458618164065,224.4417724609375,-0.004937624956432796,0.03763644012624634
145,145,145,145,2019-09-03,227.4867553710937,227.74362182617188,225.94595336914065,-0.001127875516418353,0.006819338779817663
146,146,146,146,2019-09-04,233.613510131836,228.2021942138672,227.7619781494141,0.023712812826407026,0.02569143467213486
147,147,147,147,2019-09-05,237.0712432861328,229.5871124267578,230.65103149414065,0.032598218516131094,0.027835174854421885
148,148,148,148,2019-09-06,241.4592437744141,232.0543212890625,228.63327026367188,0.04052896939435224,0.0560984562568283
149,149,149,149,2019-09-09,237.15408325195312,233.91619873046875,232.3844757080078,0.013842070532341655,0.02052463930481463
150,150,150,150,2019-09-10,239.64700317382807,232.8889617919922,234.04458618164065,0.02901829837633918,0.023937391945650033
151,151,151,151,2019-09-11,240.0977325439453,227.4867553710937,227.74362182617188,0.05543609408064065,0.05424569355098274
152,152,152,152,2019-09-12,241.1556854248047,233.613510131836,228.2021942138672,0.03228484212540783,0.05676321937026474
153,153,153,153,2019-09-13,239.82177734375,237.0712432861328,229.5871124267578,0.01160214127825454,0.04457856893102918
154,154,154,154,2019-09-16,238.00958251953125,241.4592437744141,232.0543212890625,-0.01428672268229969,0.025663220565716127
155,155,155,155,2019-09-17,237.4760131835937,237.15408325195312,233.91619873046875,0.0013574715949484784,0.015218332344852925
156,156,156,156,2019-09-18,236.8964691162109,239.64700317382807,232.8889617919922,-0.011477439822696445,0.01720780278027112
157,157,157,157,2019-09-19,235.8477783203125,240.0977325439453,227.4867553710937,-0.017700934442831273,0.03675388897072129
158,158,158,158,2019-09-20,233.2444305419922,241.1556854248047,233.613510131836,-0.03280559141235473,-0.0015798726265253693
159,159,159,159,2019-09-23,233.134033203125,239.82177734375,237.0712432861328,-0.02788630880272014,-0.016607708418923672
160,160,160,160,2019-09-24,230.9170379638672,238.00958251953125,241.4592437744141,-0.029799407572516756,-0.04366039438273095
161,161,161,161,2019-09-25,233.6123962402344,237.4760131835937,237.15408325195312,-0.016269503987218714,-0.014934117781796874
162,162,162,162,2019-09-26,230.4754638671875,236.8964691162109,239.64700317382807,-0.027104689542137295,-0.038271036921700974
163,163,163,163,2019-09-27,228.1664886474609,235.8477783203125,240.0977325439453,-0.03256884473348476,-0.049693280190809874
164,164,164,164,2019-09-30,232.70167541503903,233.2444305419922,241.1556854248047,-0.0023269800084484427,-0.035056233465421305
165,165,165,165,2019-10-01,230.5674285888672,233.134033203125,239.82177734375,-0.011009137443358963,-0.038588442039681925
166,166,166,166,2019-10-02,228.0193023681641,230.9170379638672,238.00958251953125,-0.0125488167579757,-0.04197427702536871
167,167,167,167,2019-10-03,230.8158416748047,233.6123962402344,237.4760131835937,-0.011970916828205835,-0.028045659936357437
168,168,168,168,2019-10-04,232.83963012695312,230.4754638671875,236.8964691162109,0.01025777850751175,-0.01712494493646366
169,169,169,169,2019-10-07,229.5923309326172,228.1664886474609,235.8477783203125,0.006249131034134159,-0.026523240677720494
170,170,170,170,2019-10-08,224.9007873535156,232.70167541503903,233.2444305419922,-0.0335231280462851,-0.03577210040594925
171,171,171,171,2019-10-09,227.964096069336,230.5674285888672,233.134033203125,-0.011290981278076706,-0.02217581475667496
172,172,172,172,2019-10-10,228.63563537597656,228.0193023681641,230.9170379638672,0.002702986113067407,-0.00987974992234053
173,173,173,173,2019-10-11,232.60968017578125,230.8158416748047,233.6123962402344,0.007771730432194035,-0.004292221134626795
174,174,174,174,2019-10-14,230.6410675048828,232.83963012695312,230.4754638671875,-0.009442390115770083,0.0007185304453525276
175,175,175,175,2019-10-15,232.9960174560547,229.5923309326172,228.1664886474609,0.01482491383580431,0.021166687699068154
176,176,176,176,2019-10-16,232.6832733154297,224.9007873535156,232.70167541503903,0.03460408499895995,-7.9080219669736e-05
177,177,177,177,2019-10-17,236.23416137695312,227.964096069336,230.5674285888672,0.036277929069592485,0.02457733437358356
178,178,178,178,2019-10-18,237.88075256347656,228.63563537597656,228.0193023681641,0.04043602902188459,0.04324831315986577
179,179,179,179,2019-10-21,233.7503967285156,232.60968017578125,230.8158416748047,0.004903994330211603,0.012713837284380913
180,180,180,180,2019-10-22,230.2362823486328,230.6410675048828,232.83963012695312,-0.0017550437163209587,-0.011180862024651295
181,181,181,181,2019-10-23,231.45057678222656,232.9960174560547,229.5923309326172,-0.006632905964238711,0.008093675612164786
182,182,182,182,2019-10-24,226.20704650878903,232.6832733154297,224.9007873535156,-0.027832799128029162,0.005808157324145524
183,183,183,183,2019-10-25,224.7351837158203,236.23416137695312,227.964096069336,-0.048676184655546795,-0.014164126760266682
184,184,184,184,2019-10-28,226.3726501464844,237.88075256347656,228.63563537597656,-0.04837761060101453,-0.009897780045402094
185,185,185,185,2019-10-29,233.9159698486328,233.7503967285156,232.60968017578125,0.0007083330015029699,0.0056158009927378405
186,186,186,186,2019-10-30,235.4522247314453,230.2362823486328,230.6410675048828,0.0226547368190837,0.02085993304926337
187,187,187,187,2019-10-31,235.49819946289065,231.45057678222656,232.9960174560547,0.01748806478228193,0.010739162128845736
188,188,188,188,2019-11-01,237.4760131835937,226.20704650878903,232.6832733154297,0.04981704526329511,0.02059769832130076
189,189,189,189,2019-11-04,239.82177734375,224.7351837158203,236.23416137695312,0.06713053727718399,0.01518669419310692
190,190,190,190,2019-11-05,226.92462158203125,226.3726501464844,237.88075256347656,0.0024383309343671833,-0.04605724029110658
191,191,191,191,2019-11-06,230.7054443359375,233.9159698486328,233.7503967285156,-0.013725123234522352,-0.013026512190756123
192,192,192,192,2019-11-07,224.9835662841797,235.4522247314453,230.2362823486328,-0.04446192198526089,-0.02281445830722395
193,193,193,193,2019-11-08,225.1859436035156,235.49819946289065,231.45057678222656,-0.0437891070203279,-0.027066828978375868
194,194,194,194,2019-11-11,223.0241851806641,237.4760131835937,226.20704650878903,-0.06085594839322506,-0.014070566665575934
195,195,195,195,2019-11-12,222.95054626464844,239.82177734375,224.7351837158203,-0.07034903696389128,-0.007941068335025614
196,196,196,196,2019-11-13,227.2281494140625,226.92462158203125,226.3726501464844,0.0013375711719387784,0.0037791635474713203
197,197,197,197,2019-11-14,228.87481689453125,230.7054443359375,233.9159698486328,-0.007934912184996423,-0.021551127771924694
198,198,198,198,2019-11-15,228.4148712158203,224.9835662841797,235.4522247314453,0.015251358080556443,-0.029888668597851442
199,199,199,199,2019-11-18,224.00845336914065,225.1859436035156,235.49819946289065,-0.005228968627136621,-0.04878910378064494
200,200,200,200,2019-11-19,226.0966644287109,223.0241851806641,237.4760131835937,0.013776439741536972,-0.04791788695764132
201,201,201,201,2019-11-20,227.0165863037109,222.95054626464844,239.82177734375,0.01823740783409411,-0.05339461320764338
202,202,202,202,2019-11-21,229.02200317382807,227.2281494140625,226.92462158203125,0.00789450499153066,0.009242635625762885
203,203,203,203,2019-11-22,229.8775329589844,228.87481689453125,230.7054443359375,0.0043810676860758235,-0.0035886078862861215
204,204,204,204,2019-11-25,233.52960205078125,228.4148712158203,224.9835662841797,0.022392284739325197,0.037985155572682894
205,205,205,205,2019-11-26,234.7806701660156,224.00845336914065,225.1859436035156,0.04808843878370772,0.042608017218843
206,206,206,206,2019-11-27,239.5458374023437,226.0966644287109,223.0241851806641,0.05948417243401383,0.07408009229266321
207,207,207,207,2019-11-29,237.7980194091797,227.0165863037109,222.95054626464844,0.0474918299187399,0.0665953656238496
208,208,208,208,2019-12-02,238.2855224609375,229.02200317382807,227.2281494140625,0.04044816287838682,0.048661986093659015
209,209,209,209,2019-12-03,235.24981689453125,229.8775329589844,228.87481689453125,0.023370200064333435,0.027853654178728204
210,210,210,210,2019-12-04,236.6296844482422,233.52960205078125,228.4148712158203,0.013274901212681378,0.03596444131984744
211,211,211,211,2019-12-05,238.1751708984375,234.7806701660156,224.00845336914065,0.01445817805197347,0.0632418880458574
212,212,212,212,2019-12-06,239.81260681152344,239.5458374023437,226.0966644287109,0.0011136466075662987,0.06066406338841501
213,213,213,213,2019-12-09,237.96717834472656,237.7980194091797,227.0165863037109,0.0007113555275488626,0.0482369690220148
214,214,214,214,2019-12-10,237.3582000732422,238.2855224609375,229.02200317382807,-0.00389164384859908,0.03639910918553513
215,215,215,215,2019-12-11,240.8829498291016,235.24981689453125,229.8775329589844,0.023945323354261472,0.04787513041598901
216,216,216,216,2019-12-12,244.9244079589844,236.6296844482422,233.52960205078125,0.03505360508798083,0.04879383944535376
217,217,217,217,2019-12-13,247.9509429931641,238.1751708984375,234.7806701660156,0.0410444634419731,0.05609606965443814
218,218,218,218,2019-12-16,249.02120971679688,239.81260681152344,239.5458374023437,0.03839916102705465,0.03955557073003213
219,219,219,219,2019-12-17,248.23696899414065,237.96717834472656,237.7980194091797,0.043156332402012776,0.04389838742516461
220,220,220,220,2019-12-18,246.5299530029297,237.3582000732422,238.2855224609375,0.03864097775790909,0.03459895698591464
221,221,221,221,2019-12-19,247.16661071777344,240.8829498291016,235.24981689453125,0.026085951260269358,0.050655911152461375
222,222,222,222,2019-12-20,250.6636505126953,244.9244079589844,236.6296844482422,0.023432709714550137,0.05930771575500615
223,223,223,223,2019-12-23,252.352279663086,247.9509429931641,238.1751708984375,0.017750836584006224,0.05952387358921585
224,224,224,224,2019-12-24,251.90933227539065,249.02120971679688,239.81260681152344,0.011597897873351082,0.05044240844842007
225,225,225,225,2019-12-26,250.11004638671875,248.23696899414065,237.96717834472656,0.007545521523920629,0.05102749096096626
226,226,226,226,2019-12-27,251.76174926757807,246.5299530029297,237.3582000732422,0.021221746894934945,0.06068275370259535
227,227,227,227,2019-12-30,249.6117401123047,247.16661071777344,240.8829498291016,0.009892636337208272,0.036236646426805574
228,228,228,228,2019-12-31,250.94973754882807,250.6636505126953,244.9244079589844,0.0011413183983701725,0.02460077229564095
229,229,229,229,2020-01-02,251.47569274902344,252.352279663086,247.9509429931641,-0.003473663543808181,0.014215512606284175
230,230,230,230,2020-01-03,248.7537384033203,251.90933227539065,249.02120971679688,-0.012526704920247322,-0.0010740904912507343
231,231,231,231,2020-01-06,252.2507476806641,250.11004638671875,248.23696899414065,0.00855903761112975,0.0161691415375691
232,232,232,232,2020-01-07,251.65103149414065,251.76174926757807,246.5299530029297,-0.00043977202160183637,0.02077264214279917
233,233,233,233,2020-01-08,252.2692108154297,249.6117401123047,247.16661071777344,0.01064641711936054,0.020644374589424697
234,234,234,234,2020-01-09,252.39833068847656,250.94973754882807,250.6636505126953,0.005772443333863286,0.006920349928013936
235,235,235,235,2020-01-10,253.2472686767578,251.47569274902344,252.352279663086,0.007044720340038779,0.0035465858080090396
236,236,236,236,2020-01-13,254.8528289794922,248.7537384033203,251.90933227539065,0.024518588606226466,0.011684746561448023
237,237,237,237,2020-01-14,254.63140869140625,252.2507476806641,250.11004638671875,0.009437676726952393,0.018077491768149878
238,238,238,238,2020-01-15,255.8678436279297,251.65103149414065,251.76174926757807,0.016756585930732593,0.016309444831460684
239,239,239,239,2020-01-16,255.4709930419922,252.2692108154297,249.6117401123047,0.012691926280710808,0.0234734669413037
240,240,240,240,2020-01-17,255.66482543945312,252.39833068847656,250.94973754882807,0.012941823910112227,0.01878897318913375
241,241,241,241,2020-01-21,256.0800170898437,253.2472686767578,251.47569274902344,0.011185701736833309,0.018309222217415044
242,242,242,242,2020-01-22,257.279541015625,254.8528289794922,248.7537384033203,0.009522013335500734,0.03427406826940338
243,243,243,243,2020-01-23,257.1872253417969,254.63140869140625,252.2507476806641,0.010037318897638814,0.019569724595552396
244,244,244,244,2020-01-24,256.744384765625,255.8678436279297,251.65103149414065,0.0034257573177891576,0.020239747245395012
