,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,MCK,MCK_6m,MCK_12m,MCK_6m_ret,MCK_12m_ret
86,86,86,86,2019-06-10,127.9140167236328,117.69052124023438,124.51435089111328,0.08686762005692739,0.02730340565717193
87,87,87,87,2019-06-11,127.76951599121094,120.02237701416016,123.99565887451172,0.0645474549811389,0.03043539710142995
88,88,88,88,2019-06-12,129.1377410888672,122.91307830810548,124.7928695678711,0.05064280275495481,0.03481666489472812
89,89,89,89,2019-06-13,129.92788696289062,122.7300262451172,124.96581268310548,0.05864791964924554,0.03970745416883115
90,90,90,90,2019-06-14,128.28016662597656,123.48158264160156,120.44164276123048,0.038860726285818936,0.06508150906149268
91,91,91,91,2019-06-17,128.9546661376953,125.53400421142578,118.96243286132812,0.027248887245789,0.08399486321883565
92,92,92,92,2019-06-18,128.6077880859375,127.9140167236328,117.69052124023438,0.00542373212940106,0.09276249888823562
93,93,93,93,2019-06-19,130.01458740234375,127.76951599121094,120.02237701416016,0.017571260200181404,0.08325289530805335
94,94,94,94,2019-06-20,129.5520782470703,129.1377410888672,122.91307830810548,0.003208490056504809,0.05401377974053245
95,95,95,95,2019-06-21,128.2127227783203,129.92788696289062,122.7300262451172,-0.01320089339296493,0.044672821321271705
96,96,96,96,2019-06-24,126.35306549072266,128.28016662597656,123.48158264160156,-0.01502259613423107,0.023254341155113156
97,97,97,97,2019-06-25,126.99861145019533,128.9546661376953,125.53400421142578,-0.01516854524218103,0.011667016024621057
98,98,98,98,2019-06-26,125.44727325439452,128.6077880859375,127.9140167236328,-0.024574832353318143,-0.019284387531726566
99,99,99,99,2019-06-27,129.0413818359375,130.01458740234375,127.76951599121094,-0.007485356726892212,0.009954376322549807
100,100,100,100,2019-06-28,129.4942626953125,129.5520782470703,129.1377410888672,-0.00044627266918517705,0.0027607855258979797
101,101,101,101,2019-07-01,129.34971618652344,128.2127227783203,129.92788696289062,0.008868023262940783,-0.004449935959724538
102,102,102,102,2019-07-02,130.9107208251953,126.35306549072266,128.28016662597656,0.03607079350842746,0.020506320411078027
103,103,103,103,2019-07-03,135.6129608154297,126.99861145019533,128.9546661376953,0.06783026418058613,0.0516328325073927
104,104,104,104,2019-07-05,134.92880249023438,125.44727325439452,128.6077880859375,0.07558178818771344,0.04914954606071831
105,105,105,105,2019-07-08,135.36241149902344,129.0413818359375,130.01458740234375,0.04898451623156408,0.041132492926584385
106,106,106,106,2019-07-09,134.1676025390625,129.4942626953125,129.5520782470703,0.03608916523773664,0.03562678696045207
107,107,107,107,2019-07-10,135.8730926513672,129.34971618652344,128.2127227783203,0.05043208951024658,0.059747345716163025
108,108,108,108,2019-07-11,138.5807647705078,130.9107208251953,126.35306549072266,0.058589883983255264,0.09677406109852527
109,109,109,109,2019-07-12,139.3323211669922,135.6129608154297,126.99861145019533,0.02742628970858152,0.09711688636559423
110,110,110,110,2019-07-15,137.5208282470703,134.92880249023438,125.44727325439452,0.019210322103196065,0.0962440607871311
111,111,111,111,2019-07-16,137.75210571289062,135.36241149902344,129.0413818359375,0.017654045812300234,0.06750333693750954
112,112,112,112,2019-07-17,133.57980346679688,134.1676025390625,129.4942626953125,-0.004381080537639415,0.0315499751606545
113,113,113,113,2019-07-18,134.591552734375,135.8730926513672,129.34971618652344,-0.009431888919172904,0.04052453072485118
114,114,114,114,2019-07-19,133.83995056152344,138.5807647705078,130.9107208251953,-0.034209756432180494,0.02237578189061784
115,115,115,115,2019-07-22,133.70509338378906,139.3323211669922,135.6129608154297,-0.04038709565786103,-0.014068474135280118
116,116,116,116,2019-07-23,133.07875061035156,137.5208282470703,134.92880249023438,-0.03230112626094794,-0.013711319197520555
117,117,117,117,2019-07-24,135.2563934326172,137.75210571289062,135.36241149902344,-0.018117416553145915,-0.0007832164426755384
118,118,118,118,2019-07-25,133.08837890625,133.57980346679688,134.1676025390625,-0.0036788836919424694,-0.008043846743838845
119,119,119,119,2019-07-26,133.88816833496094,134.591552734375,135.8730926513672,-0.005226066459031342,-0.014608663699878455
120,120,120,120,2019-07-29,136.13327026367188,133.83995056152344,138.5807647705078,0.017134791910239366,-0.01766114157970644
121,121,121,121,2019-07-30,137.328125,133.70509338378906,139.3323211669922,0.02709718474083367,-0.014384287509214166
122,122,122,122,2019-07-31,133.88816833496094,133.07875061035156,137.5208282470703,0.006082246195557639,-0.026415343467703134
123,123,123,123,2019-08-01,142.849365234375,135.2563934326172,137.75210571289062,0.05613761840796472,0.03700313323782023
124,124,124,124,2019-08-02,142.73373413085938,133.08837890625,133.57980346679688,0.0724733091189258,0.06852780455196461
125,125,125,125,2019-08-05,139.39015197753906,133.88816833496094,134.591552734375,0.04109387491815775,0.03565304913774492
126,126,126,126,2019-08-06,133.93634033203125,136.13327026367188,133.83995056152344,-0.016138082390773856,0.0007201868358692742
127,127,127,127,2019-08-07,134.138671875,137.328125,133.70509338378906,-0.023225054044828775,0.0032427971159363356
128,128,128,128,2019-08-08,135.3817138671875,133.88816833496094,133.07875061035156,0.011155171893083349,0.01730526659044851
129,129,129,129,2019-08-09,135.0830078125,142.849365234375,135.2563934326172,-0.054367461900391545,-0.0012819033224005238
130,130,130,130,2019-08-12,137.51116943359375,142.73373413085938,133.08837890625,-0.03658956117884182,0.03323198136224392
131,131,131,131,2019-08-13,140.9800567626953,139.39015197753906,133.88816833496094,0.011406148587975062,0.05296874634950499
132,132,132,132,2019-08-14,136.692138671875,133.93634033203125,136.13327026367188,0.020575434068245135,0.004105303627252033
133,133,133,133,2019-08-15,136.12362670898438,134.138671875,137.328125,0.014797782073122878,-0.008770951260097859
134,134,134,134,2019-08-16,139.9971923828125,135.3817138671875,133.88816833496094,0.034092333327622626,0.045627811059211876
135,135,135,135,2019-08-19,140.64280700683594,135.0830078125,142.849365234375,0.0411583905656967,-0.015446748565656754
136,136,136,136,2019-08-20,139.50575256347656,137.51116943359375,142.73373413085938,0.014504880862394431,-0.022615407542153854
137,137,137,137,2019-08-21,141.15345764160156,140.9800567626953,139.39015197753906,0.0012299674357354462,0.012650145215040931
138,138,138,138,2019-08-22,142.37721252441406,136.692138671875,133.93634033203125,0.04159034972878639,0.06302152329575161
139,139,139,139,2019-08-23,139.5732421875,136.12362670898438,134.138671875,0.02534178350897509,0.04051456777180795
140,140,140,140,2019-08-26,141.7220001220703,139.9971923828125,135.3817138671875,0.012320302356789048,0.046832663539056574
141,141,141,141,2019-08-27,133.69541931152344,140.64280700683594,135.0830078125,-0.04939739076008931,-0.010272117296222683
142,142,142,142,2019-08-28,133.0691375732422,139.50575256347656,137.51116943359375,-0.046138706626493,-0.032303062206860855
143,143,143,143,2019-08-29,132.93421936035156,141.15345764160156,140.9800567626953,-0.05822909632238138,-0.05707074877893481
144,144,144,144,2019-08-30,133.6300506591797,142.37721252441406,136.692138671875,-0.061436529836082165,-0.022401346869301397
145,145,145,145,2019-09-03,134.48049926757812,139.5732421875,136.12362670898438,-0.03648796030030155,-0.012070846781940814
146,146,146,146,2019-09-04,135.82386779785156,141.7220001220703,139.9971923828125,-0.04161761984122769,-0.0298100591442525
147,147,147,147,2019-09-05,136.6260223388672,133.69541931152344,140.64280700683594,0.021919995781719104,-0.028560185575459363
148,148,148,148,2019-09-06,138.7812042236328,133.0691375732422,139.50575256347656,0.042925555501151846,-0.005193680737388018
149,149,149,149,2019-09-09,138.96482849121094,132.93421936035156,141.15345764160156,0.04536536310874095,-0.01550531731179905
150,150,150,150,2019-09-10,138.04672241210938,133.6300506591797,142.37721252441406,0.033051486032840804,-0.03041561241102486
151,151,151,151,2019-09-11,143.54576110839844,134.48049926757812,139.5732421875,0.06740948977875982,0.02846189469154714
152,152,152,152,2019-09-12,141.19729614257812,135.82386779785156,141.7220001220703,0.03956173853570344,-0.0037023467001611188
153,153,153,153,2019-09-13,138.71353149414062,136.6260223388672,133.69541931152344,0.015279001170771744,0.03753391259370287
154,154,154,154,2019-09-16,139.3223876953125,138.7812042236328,133.0691375732422,0.0038995444282758918,0.046992490040213
155,155,155,155,2019-09-17,138.92617797851562,138.96482849121094,132.93421936035156,-0.0002781316187336902,0.0450746139481315
156,156,156,156,2019-09-18,138.8971710205078,138.04672241210938,133.6300506591797,0.0061605852970532116,0.03941568782879368
157,157,157,157,2019-09-19,140.8107452392578,143.54576110839844,134.48049926757812,-0.01905326808692931,0.047071850611472676
158,158,158,158,2019-09-20,141.89315795898438,141.19729614257812,135.82386779785156,0.004928294205461148,0.04468500462794811
159,159,159,159,2019-09-23,138.1336669921875,138.71353149414062,136.6260223388672,-0.004180302351956322,0.011034827974285788
160,160,160,160,2019-09-24,135.60159301757812,139.3223876953125,138.7812042236328,-0.02670636599963727,-0.02291096423209471
161,161,161,161,2019-09-25,137.5248565673828,138.92617797851562,138.96482849121094,-0.010086806039892093,-0.010362132198934004
162,162,162,162,2019-09-26,134.4998321533203,138.8971710205078,138.04672241210938,-0.03165895197777813,-0.025693404354799276
163,163,163,163,2019-09-27,130.98199462890625,140.8107452392578,143.54576110839844,-0.06980114048577113,-0.08752446873025166
164,164,164,164,2019-09-30,132.07408142089844,141.89315795898438,141.19729614257812,-0.06920049338054934,-0.06461323956563059
165,165,165,165,2019-10-01,131.2429656982422,138.1336669921875,138.71353149414062,-0.04988430006954814,-0.05385607096459799
166,166,166,166,2019-10-02,126.69095611572266,135.60159301757812,139.3223876953125,-0.06571188954026796,-0.09066332976731517
167,167,167,167,2019-10-03,126.70064544677734,137.5248565673828,138.92617797851562,-0.0787073071063481,-0.08800020780553619
168,168,168,168,2019-10-04,126.2947769165039,134.4998321533203,138.8971710205078,-0.06100420428378839,-0.09073182708770355
169,169,169,169,2019-10-07,125.8598175048828,130.98199462890625,140.8107452392578,-0.03910596367489616,-0.10617746329636435
170,170,170,170,2019-10-08,125.89852905273438,132.07408142089844,141.89315795898438,-0.04675824583995092,-0.11272304553876666
171,171,171,171,2019-10-09,127.7927474975586,131.2429656982422,138.1336669921875,-0.026288785706172213,-0.07486168810108951
172,172,172,172,2019-10-10,128.353271484375,126.69095611572266,135.60159301757812,0.013121026311727846,-0.05345307066019145
173,173,173,173,2019-10-11,130.21852111816406,126.70064544677734,137.5248565673828,0.02776525454137846,-0.05312738098104375
174,174,174,174,2019-10-14,129.6000213623047,126.2947769165039,134.4998321533203,0.026170872038405513,-0.03642986546949878
175,175,175,175,2019-10-15,133.53338623046875,125.8598175048828,130.98199462890625,0.060969170921356675,0.01947894906312131
176,176,176,176,2019-10-16,139.9795684814453,125.89852905273438,132.07408142089844,0.1118443522307786,0.05985646067341088
177,177,177,177,2019-10-17,145.4592742919922,127.7927474975586,131.2429656982422,0.13824357907925178,0.10832053754741078
178,178,178,178,2019-10-18,147.15057373046875,128.353271484375,126.69095611572266,0.1464497322795706,0.16149232938188396
179,179,179,179,2019-10-21,142.40536499023438,130.21852111816406,126.70064544677734,0.09358763843594575,0.12395137758042485
180,180,180,180,2019-10-22,141.98980712890625,129.6000213623047,126.2947769165039,0.0956001830583435,0.12427299525441704
181,181,181,181,2019-10-23,141.15866088867188,133.53338623046875,125.8598175048828,0.057103881459595884,0.1215546286899356
182,182,182,182,2019-10-24,140.7140655517578,139.9795684814453,125.89852905273438,0.005247173414524742,0.11767839235689359
183,183,183,183,2019-10-25,141.06201171875,145.4592742919922,127.7927474975586,-0.03023019738442534,0.10383425101213128
184,184,184,184,2019-10-28,140.59808349609375,147.15057373046875,128.353271484375,-0.044529151795065336,0.09539929812548142
185,185,185,185,2019-10-29,144.38658142089844,142.40536499023438,130.21852111816406,0.013912512571418345,0.10880219020363358
186,186,186,186,2019-10-30,132.19970703125,141.98980712890625,129.6000213623047,-0.06894931612075683,0.020059299694694666
187,187,187,187,2019-10-31,128.5369110107422,141.15866088867188,133.53338623046875,-0.08941534156295328,-0.0374174231686375
188,188,188,188,2019-11-01,132.50897216796875,140.7140655517578,139.9795684814453,-0.05831039954403883,-0.053369190907791686
189,189,189,189,2019-11-04,132.98252868652344,141.06201171875,145.4592742919922,-0.057276108101559364,-0.0857748374326629
190,190,190,190,2019-11-05,133.14683532714844,140.59808349609375,147.15057373046875,-0.052996797564117126,-0.09516604691579755
191,191,191,191,2019-11-06,131.0979766845703,144.38658142089844,142.40536499023438,-0.09203490106598466,-0.07940282521265596
192,192,192,192,2019-11-07,132.70228576660156,132.19970703125,141.98980712890625,0.0038016630039336974,-0.06540977518106605
193,193,193,193,2019-11-08,135.4952850341797,128.5369110107422,141.15866088867188,0.05413522052709019,-0.040120640269878605
194,194,194,194,2019-11-11,135.6305694580078,132.50897216796875,140.7140655517578,0.023557629637954713,-0.03612642470258365
195,195,195,195,2019-11-12,139.9699249267578,132.98252868652344,141.06201171875,0.05254371615015385,-0.007741891517679456
196,196,196,196,2019-11-13,140.8107452392578,133.14683532714844,140.59808349609375,0.0575598352997182,0.0015125507963980045
197,197,197,197,2019-11-14,139.79595947265625,131.0979766845703,144.38658142089844,0.0663471932066031,-0.03179396522215705
198,198,198,198,2019-11-15,143.34280395507812,132.70228576660156,132.19970703125,0.08018338287850768,0.0842898760826607
199,199,199,199,2019-11-18,144.57020568847656,135.4952850341797,128.5369110107422,0.066975914711775,0.12473689115179076
200,200,200,200,2019-11-19,145.20803833007812,135.6305694580078,132.50897216796875,0.07061438221739214,0.09583551931873724
201,201,201,201,2019-11-20,145.64292907714844,139.9699249267578,132.98252868652344,0.040530164986222195,0.09520348662093103
202,202,202,202,2019-11-21,147.15057373046875,140.8107452392578,133.14683532714844,0.04502375497295086,0.105175150193487
203,203,203,203,2019-11-22,147.4888458251953,139.79595947265625,131.0979766845703,0.05502938984473138,0.12502762861140426
204,204,204,204,2019-11-25,148.126708984375,143.34280395507812,132.70228576660156,0.03337387645072232,0.1162332896428182
205,205,205,205,2019-11-26,140.9073944091797,144.57020568847656,135.4952850341797,-0.025335865449272355,0.039943156499023136
206,206,206,206,2019-11-27,141.38092041015625,145.20803833007812,135.6305694580078,-0.026356102347600774,0.04239715998485716
207,207,207,207,2019-11-29,140.17918395996094,145.64292907714844,139.9699249267578,-0.03751466103990053,0.0014950285449721878
208,208,208,208,2019-12-02,139.08404541015625,147.15057373046875,140.8107452392578,-0.05481819143354283,-0.012262557279756225
209,209,209,209,2019-12-03,137.41709899902344,147.4888458251953,139.79595947265625,-0.06828819338724079,-0.017016661158208324
210,210,210,210,2019-12-04,138.55099487304688,148.126708984375,143.34280395507812,-0.0646454253725316,-0.033429017361296665
211,211,211,211,2019-12-05,136.27345275878906,140.9073944091797,144.57020568847656,-0.032886433460930786,-0.057389092656930596
212,212,212,212,2019-12-06,137.8822479248047,141.38092041015625,145.20803833007812,-0.02474642600431276,-0.05045030901540648
213,213,213,213,2019-12-09,138.4734649658203,140.17918395996094,145.64292907714844,-0.01216813328452404,-0.04922631092876739
214,214,214,214,2019-12-10,138.34744262695312,139.08404541015625,147.15057373046875,-0.005296098348526623,-0.059823967248949006
215,215,215,215,2019-12-11,138.93865966796875,137.41709899902344,147.4888458251953,0.0110725716088369,-0.05797174768972224
216,216,216,216,2019-12-12,139.49105834960938,138.55099487304688,148.126708984375,0.006784963741500949,-0.05829907849823723
217,217,217,217,2019-12-13,136.2637481689453,136.27345275878906,140.9073944091797,-7.121408937171836e-05,-0.03295530557289095
218,218,218,218,2019-12-16,137.81443786621094,137.8822479248047,141.38092041015625,-0.0004917968746109835,-0.025226052663956944
219,219,219,219,2019-12-17,133.6470489501953,138.4734649658203,140.17918395996094,-0.0348544467838392,-0.04659846651433919
220,220,220,220,2019-12-18,132.76513671875,138.34744262695312,139.08404541015625,-0.04034990312943865,-0.045432304422638126
221,221,221,221,2019-12-19,131.4276885986328,138.93865966796875,137.41709899902344,-0.05405961945570381,-0.043585626854436677
222,222,222,222,2019-12-20,133.39505004882812,139.49105834960938,138.55099487304688,-0.0437017854255769,-0.037213336713627365
223,223,223,223,2019-12-23,133.3562774658203,136.2637481689453,136.27345275878906,-0.021337081521639933,-0.021406776110181158
224,224,224,224,2019-12-24,134.52894592285156,137.81443786621094,137.8822479248047,-0.023839969122458005,-0.02432004157476364
225,225,225,225,2019-12-26,135.01358032226562,133.6470489501953,138.4734649658203,0.010224927394989258,-0.024985903576607238
226,226,226,226,2019-12-27,135.1395263671875,132.76513671875,138.34744262695312,0.017884135151138514,-0.023187391099202426
227,227,227,227,2019-12-30,132.93959045410156,131.4276885986328,138.93865966796875,0.011503678346546531,-0.0431778255829125
228,228,228,228,2019-12-31,134.0541229248047,133.39505004882812,139.49105834960938,0.004940759613908607,-0.0389769458281547
229,229,229,229,2020-01-02,134.4126739501953,133.3562774658203,136.2637481689453,0.007921610474210805,-0.013584495095900095
230,230,230,230,2020-01-03,132.50343322753906,134.52894592285156,137.81443786621094,-0.01505633364936998,-0.03853736024252952
231,231,231,231,2020-01-06,133.89903259277344,135.01358032226562,133.6470489501953,-0.008255078687876116,0.0018854411268895976
232,232,232,232,2020-01-07,133.5985565185547,135.1395263671875,132.76513671875,-0.011402806344354421,0.00627739947701933
233,233,233,233,2020-01-08,136.22499084472656,132.93959045410156,131.4276885986328,0.024713483616149112,0.03650145792903836
234,234,234,234,2020-01-09,136.94216918945312,134.0541229248047,133.39505004882812,0.021543882438203266,0.026591085196389308
235,235,235,235,2020-01-10,139.37474060058594,134.4126739501953,133.3562774658203,0.036916657518689444,0.045130707373773005
236,236,236,236,2020-01-13,139.2196807861328,132.50343322753906,134.52894592285156,0.050687347452049725,0.03486784818764033
237,237,237,237,2020-01-14,146.02320861816406,133.89903259277344,135.01358032226562,0.09054715176519479,0.08154459921453405
238,238,238,238,2020-01-15,149.2795867919922,133.5985565185547,135.1395263671875,0.11737424925889561,0.1046330470804282
239,239,239,239,2020-01-16,151.4407958984375,136.22499084472656,132.93959045410156,0.11169613563090186,0.13917001986495237
240,240,240,240,2020-01-17,151.50860595703125,136.94216918945312,134.0541229248047,0.10636925684612275,0.1302047460488578
241,241,241,241,2020-01-21,150.48135375976562,139.37474060058594,134.4126739501953,0.07968885259495151,0.1195473561929461
242,242,242,242,2020-01-22,150.93682861328125,139.2196807861328,132.50343322753906,0.08416301316728458,0.1391163605103558
243,243,243,243,2020-01-23,150.32627868652344,146.02320861816406,133.89903259277344,0.029468398270931395,0.12268382956664148
