,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,FICO,FICO_6m,FICO_12m,FICO_6m_ret,FICO_12m_ret
78,78,78,78,2019-05-29,295.8800048828125,290.1600036621094,287.3299865722656,0.019713265606944308,0.029756790833234126
79,79,79,79,2019-05-30,297.5599975585937,293.45001220703125,273.07000732421875,0.01400574264983434,0.08968392565096961
80,80,80,80,2019-05-31,295.8999938964844,296.9100036621094,282.3599853515625,-0.003401737069036015,0.0479530005927129
81,81,81,81,2019-06-03,287.5599975585937,294.32000732421875,287.29998779296875,-0.022968230488586316,0.0009050114050555003
82,82,82,82,2019-06-04,297.3900146484375,295.7300109863281,294.25,0.005613240457310598,0.01067124774320316
83,83,83,83,2019-06-05,302.0,299.1400146484375,291.8500061035156,0.009560691353591277,0.034778117814684206
84,84,84,84,2019-06-06,312.1700134277344,295.8800048828125,290.1600036621094,0.055056131796989094,0.07585473355333838
85,85,85,85,2019-06-07,313.1499938964844,297.5599975585937,293.45001220703125,0.05239278285321536,0.06713232533640046
86,86,86,86,2019-06-10,315.239990234375,295.8999938964844,296.9100036621094,0.06535990786352097,0.06173583357307688
87,87,87,87,2019-06-11,309.9100036621094,287.5599975585937,294.32000732421875,0.07772293188645474,0.05296954318405178
88,88,88,88,2019-06-12,311.4800109863281,297.3900146484375,295.7300109863281,0.047378848124901785,0.05325803744932789
89,89,89,89,2019-06-13,311.6700134277344,302.0,299.1400146484375,0.032019912012365426,0.04188673586187619
90,90,90,90,2019-06-14,306.20001220703125,312.1700134277344,295.8800048828125,-0.01912419823784628,0.03487902918044816
91,91,91,91,2019-06-17,305.95001220703125,313.1499938964844,297.5599975585937,-0.022992118249356097,0.028196043545085203
92,92,92,92,2019-06-18,306.1099853515625,315.239990234375,295.8999938964844,-0.02896207703859055,0.03450487213815201
93,93,93,93,2019-06-19,305.6600036621094,309.9100036621094,287.5599975585937,-0.013713658642118931,0.06294340748778038
94,94,94,94,2019-06-20,305.9200134277344,311.4800109863281,297.3900146484375,-0.017850254791591746,0.028682868822548446
95,95,95,95,2019-06-21,304.5799865722656,311.6700134277344,302.0,-0.02274850498927672,0.0085430018949193
96,96,96,96,2019-06-24,300.739990234375,306.20001220703125,312.1700134277344,-0.017831553739339978,-0.03661473780858637
97,97,97,97,2019-06-25,294.8900146484375,305.95001220703125,313.1499938964844,-0.03614968824093279,-0.05831064858357604
98,98,98,98,2019-06-26,297.8800048828125,306.1099853515625,315.239990234375,-0.02688569750280445,-0.05506910889908245
99,99,99,99,2019-06-27,302.1000061035156,305.6600036621094,309.9100036621094,-0.011646919832302038,-0.025200856591608756
100,100,100,100,2019-06-28,314.0199890136719,305.9200134277344,311.4800109863281,0.02647742949269616,0.008154545838433336
101,101,101,101,2019-07-01,316.739990234375,304.5799865722656,311.6700134277344,0.03992384331931231,0.01626713058109508
102,102,102,102,2019-07-02,323.57000732421875,300.739990234375,306.20001220703125,0.07591280784458254,0.05672761079265776
103,103,103,103,2019-07-03,331.3999938964844,294.8900146484375,305.95001220703125,0.12380880136471695,0.08318346355296602
104,104,104,104,2019-07-05,332.42999267578125,297.8800048828125,306.1099853515625,0.11598626032841941,0.08598219131594353
105,105,105,105,2019-07-08,334.6000061035156,302.1000061035156,305.6600036621094,0.1075802692597887,0.09468037065588031
106,106,106,106,2019-07-09,338.1000061035156,314.0199890136719,305.9200134277344,0.07668307092640325,0.10519087102283664
107,107,107,107,2019-07-10,340.8099975585937,316.739990234375,304.5799865722656,0.07599295342027323,0.11895072750530833
108,108,108,108,2019-07-11,345.739990234375,323.57000732421875,300.739990234375,0.06851680442662844,0.14963091527977457
109,109,109,109,2019-07-12,344.42999267578125,331.3999938964844,294.8900146484375,0.03931804169968367,0.1679947626792464
110,110,110,110,2019-07-15,344.6400146484375,332.42999267578125,297.8800048828125,0.036729603951724865,0.1569759936858488
111,111,111,111,2019-07-16,339.0,334.6000061035156,302.1000061035156,0.013150011405328899,0.1221449624328721
112,112,112,112,2019-07-17,341.489990234375,338.1000061035156,314.0199890136719,0.010026572226152108,0.08747851150172203
113,113,113,113,2019-07-18,345.2799987792969,340.8099975585937,316.739990234375,0.013115816005176528,0.09010547902020005
114,114,114,114,2019-07-19,340.6300048828125,345.739990234375,323.57000732421875,-0.01477985045380048,0.052724285849830244
115,115,115,115,2019-07-22,342.5,344.42999267578125,331.3999938964844,-0.005603439644694341,0.033494285781377586
116,116,116,116,2019-07-23,338.0899963378906,344.6400146484375,332.42999267578125,-0.019005391226054935,0.01702615223298931
117,117,117,117,2019-07-24,344.8800048828125,339.0,334.6000061035156,0.017345147146939466,0.030723247435077816
118,118,118,118,2019-07-25,345.739990234375,341.489990234375,338.1000061035156,0.01244545995940638,0.022596817488729215
119,119,119,119,2019-07-26,352.6700134277344,345.2799987792969,340.8099975585937,0.02140296187026225,0.034799495185295015
120,120,120,120,2019-07-29,350.19000244140625,340.6300048828125,345.739990234375,0.02806563550349206,0.012870979154059103
121,121,121,121,2019-07-30,349.8800048828125,342.5,344.42999267578125,0.02154745951186121,0.0158232799782958
122,122,122,122,2019-07-31,347.4200134277344,338.0899963378906,344.6400146484375,0.02759625304180613,0.008066384230318357
123,123,123,123,2019-08-01,359.8099975585937,344.8800048828125,339.0,0.04329039800626977,0.061386423476677665
124,124,124,124,2019-08-02,352.29998779296875,345.739990234375,341.489990234375,0.01897378881206868,0.03165538630041409
125,125,125,125,2019-08-05,338.6499938964844,352.6700134277344,345.2799987792969,-0.03975393143007566,-0.01920182143840421
126,126,126,126,2019-08-06,344.5400085449219,350.19000244140625,340.6300048828125,-0.01613408109053527,0.011478741173886142
127,127,127,127,2019-08-07,350.8099975585937,349.8800048828125,342.5,0.002658033219396616,0.02426276659443416
128,128,128,128,2019-08-08,368.1700134277344,347.4200134277344,338.0899963378906,0.05972597777334476,0.08897044401095333
129,129,129,129,2019-08-09,365.1600036621094,359.8099975585937,344.8800048828125,0.014868975681100904,0.05880305756255089
130,130,130,130,2019-08-12,357.8999938964844,352.29998779296875,345.739990234375,0.01589556144636184,0.03517094928436304
131,131,131,131,2019-08-13,337.3299865722656,338.6499938964844,352.6700134277344,-0.003897851315545098,-0.04349682783169795
132,132,132,132,2019-08-14,326.92999267578125,344.5400085449219,350.19000244140625,-0.05111167188830146,-0.06642111311991794
133,133,133,133,2019-08-15,340.9800109863281,350.8099975585937,349.8800048828125,-0.02802082791447158,-0.02543727498650661
134,134,134,134,2019-08-16,350.1199951171875,368.1700134277344,347.4200134277344,-0.049026312986486076,0.007771520307118696
135,135,135,135,2019-08-19,345.4700012207031,365.1600036621094,359.8099975585937,-0.053921574772536784,-0.03985435767541545
136,136,136,136,2019-08-20,346.3999938964844,357.8999938964844,352.29998779296875,-0.032131880961490444,-0.016747073803339285
137,137,137,137,2019-08-21,349.67999267578125,337.3299865722656,338.6499938964844,0.036611053256808246,0.03257049749916252
138,138,138,138,2019-08-22,352.5400085449219,326.92999267578125,344.5400085449219,0.07833486202820872,0.023219364374506224
139,139,139,139,2019-08-23,346.19000244140625,340.9800109863281,350.8099975585937,0.015279462980857916,-0.013169508136425923
140,140,140,140,2019-08-26,350.3699951171875,350.1199951171875,368.1700134277344,0.00071404091022087,-0.04834727886941481
141,141,141,141,2019-08-27,353.3500061035156,345.4700012207031,365.1600036621094,0.022809519943754353,-0.03234198006395517
142,142,142,142,2019-08-28,346.3599853515625,346.3999938964844,357.8999938964844,-0.00011549811093192197,-0.03224366790087063
143,143,143,143,2019-08-29,354.17999267578125,349.67999267578125,337.3299865722656,0.012868908986086502,0.049951106555141234
144,144,144,144,2019-08-30,352.7200012207031,352.5400085449219,326.92999267578125,0.0005105595717325162,0.07888541621355016
145,145,145,145,2019-09-03,352.0,346.19000244140625,340.9800109863281,0.016782684414975657,0.0323185778010715
146,146,146,146,2019-09-04,355.5,350.3699951171875,350.1199951171875,0.014641678666281521,0.015366174334064508
147,147,147,147,2019-09-05,364.8200073242188,353.3500061035156,345.4700012207031,0.03246073587824694,0.05601066962440515
148,148,148,148,2019-09-06,369.3999938964844,346.3599853515625,346.3999938964844,0.0665204109000519,0.06639722980732254
149,149,149,149,2019-09-09,349.260009765625,354.17999267578125,349.67999267578125,-0.013891193776888522,-0.0012010492992250432
150,150,150,150,2019-09-10,326.20001220703125,352.7200012207031,352.5400085449219,-0.07518708585249134,-0.07471491376711159
151,151,151,151,2019-09-11,313.92999267578125,352.0,346.19000244140625,-0.10815342989834875,-0.09318585036575433
152,152,152,152,2019-09-12,313.260009765625,355.5,350.3699951171875,-0.11881853793073138,-0.10591656211642897
153,153,153,153,2019-09-13,309.3399963378906,364.8200073242188,353.3500061035156,-0.1520750229496668,-0.12455075422506734
154,154,154,154,2019-09-16,309.9100036621094,369.3999938964844,346.3599853515625,-0.16104491396132958,-0.10523727691134888
155,155,155,155,2019-09-17,319.4599914550781,349.260009765625,354.17999267578125,-0.08532330492272655,-0.098029256137249
156,156,156,156,2019-09-18,314.8999938964844,326.20001220703125,352.7200012207031,-0.034641379177432485,-0.1072238806796616
157,157,157,157,2019-09-19,320.989990234375,313.92999267578125,352.0,0.022489082672279448,-0.08809661865234375
158,158,158,158,2019-09-20,312.239990234375,313.260009765625,355.5,-0.0032561434573572523,-0.12168779118319273
159,159,159,159,2019-09-23,316.510009765625,309.3399963378906,364.8200073242188,0.02317842345838339,-0.13242145877065425
160,160,160,160,2019-09-24,313.2799987792969,309.9100036621094,369.3999938964844,0.010874108861815834,-0.15192202502557106
161,161,161,161,2019-09-25,313.4599914550781,319.4599914550781,349.260009765625,-0.018781694611181732,-0.1025024832776329
162,162,162,162,2019-09-26,317.5899963378906,314.8999938964844,326.20001220703125,0.00854240232945358,-0.026394897446159638
163,163,163,163,2019-09-27,298.9800109863281,320.989990234375,313.92999267578125,-0.06856905173889072,-0.04762202413992689
164,164,164,164,2019-09-30,303.5199890136719,312.239990234375,313.260009765625,-0.02792724024285831,-0.031092448599616684
165,165,165,165,2019-10-01,303.2799987792969,316.510009765625,309.3399963378906,-0.04179966060512563,-0.01959008738066459
166,166,166,166,2019-10-02,301.0799865722656,313.2799987792969,309.9100036621094,-0.038942837891243864,-0.028492197688045562
167,167,167,167,2019-10-03,303.8299865722656,313.4599914550781,319.4599914550781,-0.03072163958822982,-0.04892632974671063
168,168,168,168,2019-10-04,309.95001220703125,317.5899963378906,314.8999938964844,-0.024056123363315973,-0.015719218118118827
169,169,169,169,2019-10-07,310.3099975585937,298.9800109863281,320.989990234375,0.037895465101122294,-0.03327204274495654
170,170,170,170,2019-10-08,300.7200012207031,303.5199890136719,312.239990234375,-0.00922505236662563,-0.0368946623557882
171,171,171,171,2019-10-09,307.989990234375,303.2799987792969,316.510009765625,0.015530175000118218,-0.026918641649150588
172,172,172,172,2019-10-10,305.5,301.0799865722656,313.2799987792969,0.014680528845690821,-0.024834010500548453
173,173,173,173,2019-10-11,309.2200012207031,303.8299865722656,313.4599914550781,0.017740232651972,-0.013526415970003036
174,174,174,174,2019-10-14,310.57000732421875,309.95001220703125,317.5899963378906,0.0020003068003540125,-0.022103936190115858
175,175,175,175,2019-10-15,313.3699951171875,310.3099975585937,298.9800109863281,0.00986109884524744,0.04813025487351874
176,176,176,176,2019-10-16,310.5,300.7200012207031,303.5199890136719,0.032521943135133125,0.022996874140021495
177,177,177,177,2019-10-17,311.9800109863281,307.989990234375,303.2799987792969,0.012955033859758824,0.028686402802851507
178,178,178,178,2019-10-18,301.8599853515625,305.5,301.0799865722656,-0.011914941566080195,0.002590669636255205
179,179,179,179,2019-10-21,298.0,309.2200012207031,303.8299865722656,-0.03628484954534017,-0.019188318566044416
180,180,180,180,2019-10-22,289.0199890136719,310.57000732421875,309.95001220703125,-0.06938860096702704,-0.06752709265705448
181,181,181,181,2019-10-23,286.0400085449219,313.3699951171875,310.3099975585937,-0.08721315696496512,-0.07821207568115518
182,182,182,182,2019-10-24,299.5799865722656,310.5,300.7200012207031,-0.035169125371125154,-0.0037909505314241976
183,183,183,183,2019-10-25,299.2799987792969,311.9800109863281,307.989990234375,-0.040707775369582255,-0.028280112118091782
184,184,184,184,2019-10-28,301.8500061035156,301.8599853515625,305.5,-3.3059194762929955e-05,-0.011947606862469318
185,185,185,185,2019-10-29,301.8500061035156,298.0,309.2200012207031,0.012919483568844425,-0.023834147493994817
186,186,186,186,2019-10-30,302.239990234375,289.0199890136719,310.57000732421875,0.045740785147140084,-0.026821704908380428
187,187,187,187,2019-10-31,304.0400085449219,286.0400085449219,313.3699951171875,0.06292825990170225,-0.02977306927160206
188,188,188,188,2019-11-01,309.1199951171875,299.5799865722656,310.5,0.03184461236572167,-0.004444460170088593
189,189,189,189,2019-11-04,300.82000732421875,299.2799987792969,311.9800109863281,0.005145711545052389,-0.03577153429422253
190,190,190,190,2019-11-05,331.3699951171875,301.8500061035156,301.8599853515625,0.09779688062536729,0.09776058834448054
191,191,191,191,2019-11-06,329.92999267578125,301.8500061035156,298.0,0.09302629121907646,0.10714762642879605
192,192,192,192,2019-11-07,328.7799987792969,302.239990234375,289.0199890136719,0.08781104222621616,0.137568373389372
193,193,193,193,2019-11-08,331.5899963378906,304.0400085449219,286.0400085449219,0.09061303453061265,0.15924341501973927
194,194,194,194,2019-11-11,336.1099853515625,309.1199951171875,299.5799865722656,0.08731234038789082,0.12193738038800861
195,195,195,195,2019-11-12,334.4200134277344,300.82000732421875,299.2799987792969,0.1116947187202948,0.11741517906898746
196,196,196,196,2019-11-13,338.0299987792969,331.3699951171875,301.8500061035156,0.020098390802565147,0.11986083135401282
197,197,197,197,2019-11-14,342.82000732421875,329.92999267578125,301.8500061035156,0.039068938667556674,0.13572966835274136
198,198,198,198,2019-11-15,348.1099853515625,328.7799987792969,302.239990234375,0.05879307331356687,0.15176679658312975
199,199,199,199,2019-11-18,354.25,331.5899963378906,304.0400085449219,0.06833741642500812,0.16514271162987293
200,200,200,200,2019-11-19,357.0,336.1099853515625,309.1199951171875,0.062152317868768625,0.15489132259031368
201,201,201,201,2019-11-20,355.6199951171875,334.4200134277344,300.82000732421875,0.06339328042050418,0.182168693766124
202,202,202,202,2019-11-21,355.3599853515625,338.0299987792969,331.3699951171875,0.0512675994285956,0.07239638647998614
203,203,203,203,2019-11-22,355.69000244140625,342.82000732421875,329.92999267578125,0.03754155195795161,0.07807719921643819
204,204,204,204,2019-11-25,365.3200073242188,348.1099853515625,328.7799987792969,0.0494384611095704,0.1111381734916621
205,205,205,205,2019-11-26,368.9800109863281,354.25,331.5899963378906,0.041580835529507754,0.11275977882739574
206,206,206,206,2019-11-27,369.2900085449219,357.0,336.1099853515625,0.03442579424347869,0.09871775501895286
207,207,207,207,2019-11-29,367.75,355.6199951171875,334.4200134277344,0.034109456862275955,0.09966504764664141
208,208,208,208,2019-12-02,359.9200134277344,355.3599853515625,338.0299987792969,0.012832137168343749,0.06475760946509879
209,209,209,209,2019-12-03,357.739990234375,355.69000244140625,342.82000732421875,0.0057634113382381,0.043521330702399164
210,210,210,210,2019-12-04,361.8900146484375,365.3200073242188,348.1099853515625,-0.009389008559657741,0.039585274415378624
211,211,211,211,2019-12-05,360.9700012207031,368.9800109863281,354.25,-0.02170851950546937,0.018969657644892335
212,212,212,212,2019-12-06,363.8299865722656,369.2900085449219,357.0,-0.014785187376636144,0.019131615048363138
213,213,213,213,2019-12-09,357.7099914550781,367.75,355.6199951171875,-0.02730117891209216,0.0058770495657924915
214,214,214,214,2019-12-10,354.17999267578125,359.9200134277344,355.3599853515625,-0.015948045504020403,-0.003320555843151163
215,215,215,215,2019-12-11,354.5,357.739990234375,355.69000244140625,-0.009056829884331097,-0.003345616782136851
216,216,216,216,2019-12-12,352.8299865722656,361.8900146484375,365.3200073242188,-0.025035308268931744,-0.03418926010495882
217,217,217,217,2019-12-13,356.8800048828125,360.9700012207031,368.9800109863281,-0.011330571305259052,-0.03279312088254005
218,218,218,218,2019-12-16,362.2799987792969,363.8299865722656,369.2900085449219,-0.0042601980325249755,-0.018982397582988697
219,219,219,219,2019-12-17,364.1199951171875,357.7099914550781,367.75,0.017919554430210427,-0.009870849443405882
220,220,220,220,2019-12-18,365.7699890136719,354.17999267578125,359.9200134277344,0.032723464276820824,0.016253543475464705
221,221,221,221,2019-12-19,368.2000122070313,354.5,357.739990234375,0.03864601468838158,0.029239174423310477
222,222,222,222,2019-12-20,373.5400085449219,352.8299865722656,361.8900146484375,0.058696887341842974,0.03219208440388144
223,223,223,223,2019-12-23,376.05999755859375,356.8800048828125,360.9700012207031,0.053743533998435566,0.041804017749010436
224,224,224,224,2019-12-24,375.7000122070313,362.2799987792969,363.8299865722656,0.037043208217271806,0.032625198781981
225,225,225,225,2019-12-26,379.3500061035156,364.1199951171875,357.7099914550781,0.04182690099571862,0.060495974854968715
226,226,226,226,2019-12-27,378.7999877929688,365.7699890136719,354.17999267578125,0.03562347696822621,0.06951266482103313
227,227,227,227,2019-12-30,374.4200134277344,368.2000122070313,354.5,0.01689299569388858,0.05619185734198706
228,228,228,228,2019-12-31,374.6799926757813,373.5400085449219,352.8299865722656,0.0030518394409746463,0.06192786025866992
229,229,229,229,2020-01-02,382.9200134277344,376.05999755859375,356.8800048828125,0.018241812247184797,0.07296572570231996
230,230,230,230,2020-01-03,381.9200134277344,375.7000122070313,362.2799987792969,0.016555765287746382,0.054212252165768415
231,231,231,231,2020-01-06,384.0,379.3500061035156,364.1199951171875,0.01225779312420916,0.054597399619360054
232,232,232,232,2020-01-07,388.489990234375,378.7999877929688,365.7699890136719,0.025580788684455236,0.062115542289211456
233,233,233,233,2020-01-08,391.3299865722656,374.4200134277344,368.2000122070313,0.045163112382065496,0.0628190483389468
234,234,234,234,2020-01-09,401.510009765625,374.6799926757813,373.5400085449219,0.07160781897703372,0.07487819398424489
235,235,235,235,2020-01-10,404.010009765625,382.9200134277344,376.05999755859375,0.055076766944360145,0.07432327923332593
236,236,236,236,2020-01-13,408.9200134277344,381.9200134277344,375.7000122070313,0.07069543111311405,0.08842161336528531
237,237,237,237,2020-01-14,402.7699890136719,384.0,379.3500061035156,0.04888017972310377,0.06173713597823305
238,238,238,238,2020-01-15,403.8699951171875,388.489990234375,378.7999877929688,0.03958919217850054,0.06618270362226242
239,239,239,239,2020-01-16,407.8399963378906,391.3299865722656,374.4200134277344,0.042189482871576756,0.08925800360991265
240,240,240,240,2020-01-17,404.9700012207031,401.510009765625,374.6799926757813,0.00861744756275895,0.08084234316491101
241,241,241,241,2020-01-21,407.5299987792969,404.010009765625,382.9200134277344,0.00871262822352814,0.06426925856202859
242,242,242,242,2020-01-22,410.9700012207031,408.9200134277344,381.9200134277344,0.005013175500472311,0.076063015216838
243,243,243,243,2020-01-23,415.0799865722656,402.7699890136719,384.0,0.03056334358162882,0.08093746503194166
244,244,244,244,2020-01-24,409.2999877929688,403.8699951171875,388.489990234375,0.013444902422636629,0.05356636742696819
245,245,245,245,2020-01-27,403.75,407.8399963378906,391.3299865722656,-0.010028433637249479,0.03173795480515995
246,246,246,246,2020-01-28,408.9400024414063,404.9700012207031,401.510009765625,0.009803198283172554,0.01850512439308405
247,247,247,247,2020-01-29,409.3500061035156,407.5299987792969,404.010009765625,0.004465946874267823,0.013217485232577486
248,248,248,248,2020-01-30,409.8900146484375,410.9700012207031,408.9200134277344,-0.002627896364838622,0.002372105029959659
249,249,249,249,2020-01-31,402.3800048828125,415.0799865722656,402.7699890136719,-0.030596468392344534,-0.0009682551865752842
