,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,KLAC,KLAC_6m,KLAC_12m,KLAC_6m_ret,KLAC_12m_ret
31,31,31,31,2019-03-21,115.23037719726562,108.78938293457033,107.26290893554688,0.05920609244165975,0.07427980781787591
32,32,32,32,2019-03-22,112.18671417236328,109.07791900634766,106.57412719726562,0.028500682762702123,0.05266369167357965
33,33,33,33,2019-03-25,111.13494873046876,111.33970642089844,106.69513702392578,-0.0018390356595303636,0.04161212807241044
34,34,34,34,2019-03-26,111.73064422607422,111.58170318603516,106.06220245361328,0.0013348159759736244,0.05344450370941578
35,35,35,35,2019-03-27,109.9249267578125,111.84233856201172,108.83592224121094,-0.01714388154657631,0.010005929055188378
36,36,36,36,2019-03-28,109.33854675292967,111.62826538085938,108.59392547607422,-0.020511996850596126,0.006856933052111769
37,37,37,37,2019-03-29,111.1442642211914,115.23037719726562,108.78938293457033,-0.0354603801138228,0.021646241784801568
38,38,38,38,2019-04-01,113.70391845703124,112.18671417236328,109.07791900634766,0.013523921222408974,0.0424100449735787
39,39,39,39,2019-04-02,113.50843048095705,111.13494873046876,111.33970642089844,0.021356753906861314,0.01947844241532448
40,40,40,40,2019-04-03,115.48168182373048,111.73064422607422,111.58170318603516,0.03357214686837806,0.03495177548233941
41,41,41,41,2019-04-04,115.40721893310548,109.9249267578125,111.84233856201172,0.04987305734004832,0.03187415800606841
42,42,42,42,2019-04-05,115.73299407958984,109.33854675292967,111.62826538085938,0.058483010032222005,0.03677140986403149
43,43,43,43,2019-04-08,116.08670806884766,111.1442642211914,115.23037719726562,0.044468726139750725,0.00743146809383477
44,44,44,44,2019-04-09,113.67596435546876,113.70391845703124,112.18671417236328,-0.00024584994028187257,0.013274746426902295
45,45,45,45,2019-04-10,114.80220794677734,113.50843048095705,111.13494873046876,0.01139807378481339,0.03299825354850916
46,46,46,46,2019-04-11,114.40198516845705,115.48168182373048,111.73064422607422,-0.009349505810986258,0.023908758075158687
47,47,47,47,2019-04-12,114.885986328125,115.40721893310548,109.9249267578125,-0.004516464479423998,0.0451313429686675
48,48,48,48,2019-04-15,113.78768157958984,115.73299407958984,109.33854675292967,-0.016808625020641954,0.04069136602587009
49,49,49,49,2019-04-16,115.74229431152344,116.08670806884766,111.1442642211914,-0.0029668664315983806,0.04136992693731245
50,50,50,50,2019-04-17,115.1559066772461,113.67596435546876,113.70391845703124,0.013018955503641072,0.01276990485392604
51,51,51,51,2019-04-18,115.60267639160156,114.80220794677734,113.50843048095705,0.006972587541132613,0.018450135393210942
52,52,52,52,2019-04-22,114.5509033203125,114.40198516845705,115.48168182373048,0.0013017095082412666,-0.008059966643356509
53,53,53,53,2019-04-23,114.63468170166016,114.885986328125,115.40721893310548,-0.0021874262866760086,-0.006694011332974981
54,54,54,54,2019-04-24,116.94300842285156,113.78768157958984,115.73299407958984,0.027729951076072235,0.010455223705951866
55,55,55,55,2019-04-25,116.72891235351562,115.74229431152344,116.08670806884766,0.008524265462862557,0.005532108674208391
56,56,56,56,2019-04-26,117.0826187133789,115.1559066772461,113.67596435546876,0.016731334863550718,0.029968114871296914
57,57,57,57,2019-04-29,117.32462310791016,115.60267639160156,114.80220794677734,0.014895387979388497,0.021971834917166477
58,58,58,58,2019-04-30,118.6556625366211,114.5509033203125,114.40198516845705,0.03583349495578125,0.037181849265119915
59,59,59,59,2019-05-01,117.24085235595705,114.63468170166016,114.885986328125,0.022734574001605612,0.020497417510142002
60,60,60,60,2019-05-02,119.29788208007812,116.94300842285156,113.78768157958984,0.020136934127020556,0.048425281401257125
61,61,61,61,2019-05-03,119.57711029052734,116.72891235351562,115.74229431152344,0.024400106876571348,0.03313236532777197
62,62,62,62,2019-05-06,115.98430633544922,117.0826187133789,115.1559066772461,-0.009380661194625217,0.00719372268523677
63,63,63,63,2019-05-07,108.86384582519533,117.32462310791016,115.60267639160156,-0.07211425068830579,-0.05829303245176254
64,64,64,64,2019-05-08,106.62066650390624,118.6556625366211,114.5509033203125,-0.10142791144923624,-0.06922893304674671
65,65,65,65,2019-05-09,106.22974395751952,117.24085235595705,114.63468170166016,-0.09391869964410104,-0.07331932726968893
66,66,66,66,2019-05-10,106.12736511230467,119.29788208007812,116.94300842285156,-0.11040025806101739,-0.09248644665817773
67,67,67,67,2019-05-13,101.29662322998048,119.57711029052734,116.72891235351562,-0.15287614005834527,-0.1322062273380752
68,68,68,68,2019-05-14,102.69309997558594,115.98430633544922,117.0826187133789,-0.1145948687352798,-0.1229005542916567
69,69,69,69,2019-05-15,103.42414855957033,108.86384582519533,117.32462310791016,-0.04996789544216196,-0.11847874879218467
70,70,70,70,2019-05-16,101.95269775390624,106.62066650390624,118.6556625366211,-0.043781087692121856,-0.14076837485577032
71,71,71,71,2019-05-17,101.78397369384766,106.22974395751952,117.24085235595705,-0.04185052225532704,-0.1318386752697812
72,72,72,72,2019-05-20,98.9816436767578,106.12736511230467,119.29788208007812,-0.06733156361684123,-0.17029839967890759
73,73,73,73,2019-05-21,100.12507629394533,101.29662322998048,119.57711029052734,-0.011565508293157167,-0.16267355808583184
74,74,74,74,2019-05-22,99.24407196044922,102.69309997558594,115.98430633544922,-0.0335857814785675,-0.14433189199393903
75,75,75,75,2019-05-23,97.96942138671876,103.42414855957033,108.86384582519533,-0.05274133022917504,-0.10007385239696509
76,76,76,76,2019-05-24,97.29461669921876,101.95269775390624,106.62066650390624,-0.04568864931785488,-0.08746943824765718
77,77,77,77,2019-05-28,96.29177856445312,101.78397369384766,106.22974395751952,-0.053959331023116786,-0.0935516270945782
78,78,78,78,2019-05-29,96.9009780883789,98.9816436767578,106.12736511230467,-0.021020721732745495,-0.08693692728696645
79,79,79,79,2019-05-30,97.94132995605467,100.12507629394533,101.29662322998048,-0.02181018400904533,-0.03312344643817067
80,80,80,80,2019-05-31,96.60105895996094,99.24407196044922,102.69309997558594,-0.026631444561661888,-0.05932278816272285
81,81,81,81,2019-06-03,95.39202117919922,97.96942138671876,103.42414855957033,-0.02630821098091074,-0.07766201116700278
82,82,82,82,2019-06-04,98.7098388671875,97.29461669921876,101.95269775390624,0.014545739692297888,-0.03180748482542717
83,83,83,83,2019-06-05,99.63771057128906,96.29177856445312,101.78397369384766,0.034747847186105574,-0.021086454425666812
84,84,84,84,2019-06-06,101.09042358398438,96.9009780883789,98.9816436767578,0.04323429523884137,0.021304757416568787
85,85,85,85,2019-06-07,102.5525131225586,97.94132995605467,100.12507629394533,0.04708107566614528,0.02424404473347752
86,86,86,86,2019-06-10,106.33895111083984,96.60105895996094,99.24407196044922,0.10080523190656798,0.0714891983998609
87,87,87,87,2019-06-11,107.06063079833984,95.39202117919922,97.96942138671876,0.12232270031495074,0.09279639792639971
88,88,88,88,2019-06-12,103.18982696533205,98.7098388671875,97.29461669921876,0.04538542610906604,0.06059133039537046
89,89,89,89,2019-06-13,103.97711944580078,99.63771057128906,96.29177856445312,0.04355187257546378,0.07981305357449031
90,90,90,90,2019-06-14,102.81495666503906,101.09042358398438,96.9009780883789,0.01705931204870237,0.06103115462122877
91,91,91,91,2019-06-17,101.1560287475586,102.5525131225586,97.94132995605467,-0.013617261366682287,0.032822698986692656
92,92,92,92,2019-06-18,104.60507202148438,106.33895111083984,96.60105895996094,-0.016305211507570694,0.08285636977169086
93,93,93,93,2019-06-19,105.21429443359376,107.06063079833984,95.39202117919922,-0.017245707885131467,0.10296745087246717
94,94,94,94,2019-06-20,106.64825439453124,103.18982696533205,98.7098388671875,0.0335151974851271,0.0804217251131849
95,95,95,95,2019-06-21,106.77944946289062,103.97711944580078,99.63771057128906,0.026951410387461072,0.07167706735384871
96,96,96,96,2019-06-24,106.11402893066406,102.81495666503906,101.09042358398438,0.032087474163637886,0.04969417644695251
97,97,97,97,2019-06-25,105.97344207763672,101.1560287475586,102.5525131225586,0.047623590899364965,0.033357826648185984
98,98,98,98,2019-06-26,109.51618957519533,104.60507202148438,106.33895111083984,0.04694913409841428,0.02987840702927147
99,99,99,99,2019-06-27,110.350341796875,105.21429443359376,107.06063079833984,0.048815110065893785,0.030727551052185387
100,100,100,100,2019-06-28,110.78144073486328,106.64825439453124,103.18982696533205,0.03875531169072732,0.07356940110076682
101,101,101,101,2019-07-01,114.08053588867188,106.77944946289062,103.97711944580078,0.06837538929547127,0.09716961286023706
102,102,102,102,2019-07-02,112.12171173095705,106.11402893066406,102.81495666503906,0.056615349175163754,0.09051946689272516
103,103,103,103,2019-07-03,111.58748626708984,105.97344207763672,101.1560287475586,0.05297595396911081,0.10312245002780429
104,104,104,104,2019-07-05,110.50029754638672,109.51618957519533,104.60507202148438,0.008985958834111019,0.05635697591883071
105,105,105,105,2019-07-08,109.9848175048828,110.350341796875,105.21429443359376,-0.0033123983672387336,0.04534101660777634
106,106,106,106,2019-07-09,110.38780975341795,110.78144073486328,106.64825439453124,-0.0035532213594099415,0.035064384130027326
107,107,107,107,2019-07-10,112.10295867919922,114.08053588867188,106.77944946289062,-0.01733492215887311,0.049855185085578624
108,108,108,108,2019-07-11,112.5247039794922,112.12171173095705,106.11402893066406,0.0035942391737842083,0.060413077454791075
109,109,109,109,2019-07-12,115.20523071289062,111.58748626708984,105.97344207763672,0.032420700266887925,0.0871141717609838
110,110,110,110,2019-07-15,115.78631591796876,110.50029754638672,109.51618957519533,0.047837141518673576,0.05725296293721294
111,111,111,111,2019-07-16,114.81157684326172,109.9848175048828,110.350341796875,0.04388568756923772,0.040427922322149534
112,112,112,112,2019-07-17,117.6139144897461,110.38780975341795,110.78144073486328,0.06546107538929946,0.061675256338606266
113,113,113,113,2019-07-18,125.03682708740234,112.10295867919922,114.08053588867188,0.11537490678738904,0.09603996960026917
114,114,114,114,2019-07-19,123.67784881591795,112.5247039794922,112.12171173095705,0.09911729995271457,0.10306779040878866
115,115,115,115,2019-07-22,128.5421142578125,115.20523071289062,111.58748626708984,0.11576630212355088,0.15194022697259224
116,116,116,116,2019-07-23,131.37255859375,115.78631591796876,110.50029754638672,0.13461213056319732,0.1888887316217529
117,117,117,117,2019-07-24,133.69691467285156,114.81157684326172,109.9848175048828,0.16448983934234862,0.21559427660927888
118,118,118,118,2019-07-25,130.9320831298828,117.6139144897461,110.38780975341795,0.11323633515571685,0.18610998281745283
119,119,119,119,2019-07-26,130.69773864746094,125.03682708740234,112.10295867919922,0.0452739540175755,0.16587233902963883
120,120,120,120,2019-07-29,130.7539825439453,123.67784881591795,112.5247039794922,0.05721423679158155,0.16200245741393315
121,121,121,121,2019-07-30,131.2132568359375,128.5421142578125,115.20523071289062,0.020780291296341735,0.13895225090032048
122,122,122,122,2019-07-31,127.76419067382812,131.37255859375,115.78631591796876,-0.027466679179783737,0.10344810317952713
123,123,123,123,2019-08-01,128.18597412109375,133.69691467285156,114.81157684326172,-0.041219653910808285,0.11648997118200421
124,124,124,124,2019-08-02,124.87751770019533,130.9320831298828,117.6139144897461,-0.04624203086787704,0.06175802618220394
125,125,125,125,2019-08-05,118.52303314208984,130.69773864746094,125.03682708740234,-0.09315161556245954,-0.052095003504521675
126,126,126,126,2019-08-06,127.1268539428711,130.7539825439453,123.67784881591795,-0.027740100381685617,0.027887007738035985
127,127,127,127,2019-08-07,125.72103881835938,131.2132568359375,128.5421142578125,-0.04185718844282116,-0.021946701715166994
128,128,128,128,2019-08-08,128.71083068847656,127.76419067382812,131.37255859375,0.007409274927942411,-0.020260912429241995
129,129,129,129,2019-08-09,127.54863739013672,128.18597412109375,133.69691467285156,-0.0049719693229069994,-0.04598668037896991
130,130,130,130,2019-08-12,125.77725982666016,124.87751770019533,130.9320831298828,0.007204996888430459,-0.039370207667964285
131,131,131,131,2019-08-13,126.73323059082033,118.52303314208984,130.69773864746094,0.06927090229700572,-0.03033340972588916
132,132,132,132,2019-08-14,123.5665512084961,127.1268539428711,130.7539825439453,-0.028005906100491917,-0.05496911983566988
133,133,133,133,2019-08-15,124.44303894042967,125.72103881835938,131.2132568359375,-0.010165362058264127,-0.05159705702582296
134,134,134,134,2019-08-16,128.28831481933594,128.71083068847656,127.76419067382812,-0.003282675334162488,0.004102277349729899
135,135,135,135,2019-08-19,132.2843475341797,127.54863739013672,128.18597412109375,0.03712866119892544,0.03197208931153672
136,136,136,136,2019-08-20,132.29376220703125,125.77725982666016,124.87751770019533,0.051809861252755995,0.05938814803030246
137,137,137,137,2019-08-21,133.7357177734375,126.73323059082033,118.52303314208984,0.055253757439719164,0.12835213736987416
138,138,138,138,2019-08-22,135.30966186523438,123.5665512084961,127.1268539428711,0.09503470431026195,0.06436726520456881
139,139,139,139,2019-08-23,131.15338134765625,124.44303894042967,125.72103881835938,0.05392300336251665,0.043209494451803554
140,140,140,140,2019-08-26,133.1608428955078,128.28831481933594,128.71083068847656,0.037981074761436195,0.034573719889989585
141,141,141,141,2019-08-27,134.22581481933594,132.2843475341797,127.54863739013672,0.014676470204871395,0.0523500490936295
142,142,142,142,2019-08-28,135.30026245117188,132.29376220703125,125.77725982666016,0.02272594107223025,0.07571323017877662
143,143,143,143,2019-08-29,137.9485626220703,133.7357177734375,126.73323059082033,0.031501269210442384,0.08849559013815855
144,144,144,144,2019-08-30,139.3905487060547,135.30966186523438,123.5665512084961,0.030159611550022225,0.12806052562605297
145,145,145,145,2019-09-03,141.30372619628906,131.15338134765625,124.44303894042967,0.07739293294868754,0.13548919569483142
146,146,146,146,2019-09-04,141.98231506347656,133.1608428955078,128.28831481933594,0.06624674323285129,0.1067439405017161
147,147,147,147,2019-09-05,142.3121795654297,134.22581481933594,132.2843475341797,0.060244482456506265,0.0758051290131585
148,148,148,148,2019-09-06,142.2933349609375,135.30026245117188,132.29376220703125,0.05168557978436539,0.07558612429705924
149,149,149,149,2019-09-09,141.85037231445312,137.9485626220703,133.7357177734375,0.028284525900225344,0.060676793575540566
150,150,150,150,2019-09-10,140.191650390625,139.3905487060547,135.30966186523438,0.0057471736212164615,0.03608011769516484
151,151,151,151,2019-09-11,141.98231506347656,141.30372619628906,131.15338134765625,0.004802342340532784,0.08256694264797804
152,152,152,152,2019-09-12,141.0021514892578,141.98231506347656,133.1608428955078,-0.006903420146238237,0.05888599398475658
153,153,153,153,2019-09-13,141.67129516601562,142.3121795654297,134.22581481933594,-0.004503369995253359,0.05546980926657885
154,154,154,154,2019-09-16,142.49124145507812,142.2933349609375,135.30026245117188,0.0013908346037074804,0.05314830048094987
155,155,155,155,2019-09-17,143.8201141357422,141.85037231445312,137.9485626220703,0.013886053234478224,0.04256333956706615
156,156,156,156,2019-09-18,148.89056396484375,140.191650390625,139.3905487060547,0.062050154556140935,0.06815394118881479
157,157,157,157,2019-09-19,148.17433166503906,141.98231506347656,141.30372619628906,0.043611182130635084,0.04862296029763469
158,158,158,158,2019-09-20,146.55328369140625,141.0021514892578,141.98231506347656,0.03936913120486207,0.03219392940512433
159,159,159,159,2019-09-23,148.5136260986328,141.67129516601562,142.3121795654297,0.04829722862771235,0.04357635834220308
160,160,160,160,2019-09-24,147.4957275390625,142.49124145507812,142.2933349609375,0.03512135927008608,0.03656104187559572
161,161,161,161,2019-09-25,151.3504180908203,143.8201141357422,141.85037231445312,0.052359184946625614,0.06697230061058668
162,162,162,162,2019-09-26,152.63217163085938,148.89056396484375,140.191650390625,0.02512991801749842,0.0887393878706082
163,163,163,163,2019-09-27,149.36184692382812,148.17433166503906,141.98231506347656,0.008014311557507536,0.05197500728912874
164,164,164,164,2019-09-30,150.27598571777344,146.55328369140625,141.0021514892578,0.025401696451960776,0.06577087037726614
165,165,165,165,2019-10-01,149.18272399902344,148.5136260986328,141.67129516601562,0.004505296368874978,0.053020118325350474
166,166,166,166,2019-10-02,146.12913513183594,147.4957275390625,142.49124145507812,-0.009265301646548596,0.02553064763566315
167,167,167,167,2019-10-03,147.9292755126953,151.3504180908203,143.8201141357422,-0.022604117129508605,0.028571534667777954
168,168,168,168,2019-10-04,151.84051513671875,152.63217163085938,148.89056396484375,-0.005186694821162852,0.01981288198069797
169,169,169,169,2019-10-07,151.78396606445312,149.36184692382812,148.17433166503906,0.0162164514600589,0.024360726711924352
170,170,170,170,2019-10-08,145.6296844482422,150.27598571777344,146.55328369140625,-0.030918454783968374,-0.0063021395351936516
171,171,171,171,2019-10-09,148.41934204101562,149.18272399902344,148.5136260986328,-0.005117093571858966,-0.0006348512260724304
172,172,172,172,2019-10-10,148.3439483642578,146.12913513183594,147.4957275390625,0.015156547874068282,0.005750816239546097
173,173,173,173,2019-10-11,151.001708984375,147.9292755126953,151.3504180908203,0.020769610755080103,-0.0023039850886705793
174,174,174,174,2019-10-14,149.8519287109375,151.84051513671875,152.63217163085938,-0.01309654688665085,-0.018215313915901588
175,175,175,175,2019-10-15,153.2070770263672,151.78396606445312,149.36184692382812,0.00937589785544124,0.02574439310796728
176,176,176,176,2019-10-16,150.45509338378906,145.6296844482422,150.27598571777344,0.03313478947530002,0.0011918582011631873
177,177,177,177,2019-10-17,152.2174530029297,148.41934204101562,149.18272399902344,0.025590404253809762,0.020342362188842333
178,178,178,178,2019-10-18,150.502197265625,148.3439483642578,146.12913513183594,0.014548951441332836,0.029926011194439273
179,179,179,179,2019-10-21,154.56423950195312,151.001708984375,147.9292755126953,0.023592650318591923,0.04485227123746971
180,180,180,180,2019-10-22,153.45213317871094,149.8519287109375,151.84051513671875,0.024025079281549955,0.010613886817632867
181,181,181,181,2019-10-23,149.58802795410156,153.2070770263672,151.78396606445312,-0.023621944511367343,-0.014467523594811627
182,182,182,182,2019-10-24,159.0315399169922,150.45509338378906,145.6296844482422,0.05700336452768573,0.09202694848599435
183,183,183,183,2019-10-25,160.1624755859375,152.2174530029297,148.41934204101562,0.05219521432180896,0.07912131521022814
184,184,184,184,2019-10-28,164.72398376464844,150.502197265625,148.3439483642578,0.09449554064598176,0.11041930311959569
185,185,185,185,2019-10-29,160.48292541503906,154.56423950195312,151.001708984375,0.038292724967673664,0.06278880215617377
186,186,186,186,2019-10-30,163.0087127685547,153.45213317871094,149.8519287109375,0.06227726778300391,0.08779856336047875
187,187,187,187,2019-10-31,159.31427001953125,149.58802795410156,153.2070770263672,0.06502019044207219,0.039862342599963574
188,188,188,188,2019-11-01,162.49978637695312,159.0315399169922,150.45509338378906,0.021808544781564798,0.0800550697372524
189,189,189,189,2019-11-04,164.00772094726562,160.1624755859375,152.2174530029297,0.024008403636748943,0.07745674173190253
190,190,190,190,2019-11-05,162.0850830078125,164.72398376464844,150.502197265625,-0.016020136816301767,0.076961572340001
191,191,191,191,2019-11-06,162.5940399169922,160.48292541503906,154.56423950195312,0.013154760835106805,0.0519512174414547
192,192,192,192,2019-11-07,162.05682373046875,163.0087127685547,153.45213317871094,-0.005839497913448732,0.05607410189428097
193,193,193,193,2019-11-08,164.18679809570312,159.31427001953125,149.58802795410156,0.030584379387825766,0.09759317200224693
194,194,194,194,2019-11-11,164.39413452148438,162.49978637695312,159.0315399169922,0.011657542368313623,0.03372032118466084
195,195,195,195,2019-11-12,164.3847198486328,164.00772094726562,160.1624755859375,0.002298665570070302,0.026362256497651337
196,196,196,196,2019-11-13,166.2036895751953,162.0850830078125,164.72398376464844,0.025410151822449212,0.008982940897428904
197,197,197,197,2019-11-14,166.43930053710938,162.5940399169922,160.48292541503906,0.023649456167521787,0.03711531994239259
198,198,198,198,2019-11-15,168.43753051757812,162.05682373046875,163.0087127685547,0.03937326821684284,0.03330385018579629
199,199,199,199,2019-11-18,167.623046875,164.18679809570312,159.31427001953125,0.020928898176660438,0.052153374926490415
200,200,200,200,2019-11-19,166.66661071777344,164.39413452148438,162.49978637695312,0.013823341099752362,0.02564202965260809
201,201,201,201,2019-11-20,164.46945190429688,164.3847198486328,164.00772094726562,0.0005154497068953212,0.002815300123460096
202,202,202,202,2019-11-21,153.02943420410156,166.2036895751953,162.0850830078125,-0.07926572150573918,-0.05586972370106669
203,203,203,203,2019-11-22,150.09368896484375,166.43930053710938,162.5940399169922,-0.09820764398502868,-0.07688074518924637
204,204,204,204,2019-11-25,154.69619750976562,168.43753051757812,162.05682373046875,-0.08158118303912354,-0.04542003262352745
205,205,205,205,2019-11-26,153.5408477783203,167.623046875,164.18679809570312,-0.08401111517308879,-0.06484047707159368
206,206,206,206,2019-11-27,156.87432861328125,166.66661071777344,164.39413452148438,-0.05875371235018423,-0.04574254385712506
207,207,207,207,2019-11-29,155.17919921875,164.46945190429688,164.3847198486328,-0.05648618985459242,-0.05599985593770118
208,208,208,208,2019-12-02,152.52749633789062,153.02943420410156,166.2036895751953,-0.0032800086390013528,-0.08228573789342497
209,209,209,209,2019-12-03,148.09544372558594,150.09368896484375,166.43930053710938,-0.013313319520888434,-0.11021349376215073
210,210,210,210,2019-12-04,151.76986694335938,154.69619750976562,168.43753051757812,-0.018916628937964197,-0.09895457100921645
211,211,211,211,2019-12-05,152.94422912597656,153.5408477783203,167.623046875,-0.0038857324352222777,-0.08757040289316387
212,212,212,212,2019-12-06,154.2605438232422,156.87432861328125,166.66661071777344,-0.01666164765863276,-0.07443642635500147
213,213,213,213,2019-12-09,152.35707092285156,155.17919921875,164.46945190429688,-0.0181862537640769,-0.07364517143580795
214,214,214,214,2019-12-10,153.76809692382812,152.52749633789062,153.02943420410156,0.008133619286513571,0.004826932305986187
215,215,215,215,2019-12-11,158.26649475097656,148.09544372558594,150.09368896484375,0.0686790273186062,0.05445136196264144
216,216,216,216,2019-12-12,162.37657165527344,151.76986694335938,154.69619750976562,0.06988676293610041,0.049648112035998615
217,217,217,217,2019-12-13,162.16819763183594,152.94422912597656,153.5408477783203,0.06030935955263672,0.05618928108285326
218,218,218,218,2019-12-16,162.94476318359375,154.2605438232422,156.87432861328125,0.056295791166808495,0.038696162871090456
219,219,219,219,2019-12-17,166.63815307617188,152.35707092285156,155.17919921875,0.09373429186330151,0.07384336248100265
220,220,220,220,2019-12-18,165.9752197265625,153.76809692382812,152.52749633789062,0.07938657658474768,0.08816589606166114
221,221,221,221,2019-12-19,166.1646270751953,158.26649475097656,148.09544372558594,0.049904007393643424,0.1220103933993455
222,222,222,222,2019-12-20,168.06814575195312,162.37657165527344,151.76986694335938,0.03505169519629314,0.10738810764508533
223,223,223,223,2019-12-23,167.7272186279297,162.16819763183594,152.94422912597656,0.03427935364191548,0.09665607905857443
224,224,224,224,2019-12-24,168.67425537109375,162.94476318359375,154.2605438232422,0.0351621744421724,0.09343744803834841
225,225,225,225,2019-12-26,169.28033447265625,166.63815307617188,152.35707092285156,0.01585580101380879,0.111076325157065
226,226,226,226,2019-12-27,169.06251525878906,165.9752197265625,153.76809692382812,0.01860094258234901,0.09946418431995885
227,227,227,227,2019-12-30,168.9204559326172,166.1646270751953,158.26649475097656,0.01658493089612123,0.06731659280382774
228,228,228,228,2019-12-31,168.73109436035156,168.06814575195312,162.37657165527344,0.003944522654381277,0.03913448005645059
229,229,229,229,2020-01-02,172.89801025390625,167.7272186279297,162.16819763183594,0.030828577903309506,0.06616471526945
230,230,230,230,2020-01-03,169.59286499023438,168.67425537109375,162.94476318359375,0.0054460570590315616,0.04079972670953569
231,231,231,231,2020-01-06,165.77638244628906,169.28033447265625,166.63815307617188,-0.02069910859570745,-0.005171508528955537
232,232,232,232,2020-01-07,167.09271240234375,169.06251525878906,165.9752197265625,-0.011651328228673763,0.00673288866628563
233,233,233,233,2020-01-08,167.310546875,168.9204559326172,166.1646270751953,-0.009530574901238653,0.006896292068745202
234,234,234,234,2020-01-09,166.1930694580078,168.73109436035156,168.06814575195312,-0.015041832757413443,-0.011156642953107143
235,235,235,235,2020-01-10,163.8444366455078,172.89801025390625,167.7272186279297,-0.05236366569576467,-0.023149385139659806
236,236,236,236,2020-01-13,165.82374572753906,169.59286499023438,168.67425537109375,-0.022224515535558376,-0.016899494456242836
237,237,237,237,2020-01-14,168.07765197753906,165.77638244628906,169.28033447265625,0.013881769509571651,-0.007104679340714903
238,238,238,238,2020-01-15,168.4943084716797,167.09271240234375,169.06251525878906,0.0083881340435783,-0.003360927088063237
239,239,239,239,2020-01-16,171.32591247558594,167.310546875,168.9204559326172,0.02399947687449666,0.014240173161315095
240,240,240,240,2020-01-17,169.2613983154297,166.1930694580078,168.73109436035156,0.018462435692585544,0.0031428940651898607
241,241,241,241,2020-01-21,169.33717346191406,163.8444366455078,172.89801025390625,0.03352409717938909,-0.0205950131338295
242,242,242,242,2020-01-22,170.58726501464844,165.82374572753906,169.59286499023438,0.02872640022820483,0.005863454364494203
243,243,243,243,2020-01-23,172.87901306152344,168.07765197753906,165.77638244628906,0.028566326501431538,0.042844647171231376
244,244,244,244,2020-01-24,169.8959197998047,168.4943084716797,167.09271240234375,0.008318449096816671,0.016776359406453834
