,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,FDX,FDX_6m,FDX_12m,FDX_6m_ret,FDX_12m_ret
40,40,40,40,2019-04-03,171.0615997314453,161.78759765625,168.48446655273438,0.05732208283912943,0.015295969007945942
41,41,41,41,2019-04-04,173.35244750976562,162.6558837890625,167.5700225830078,0.06576192309510787,0.03450751415810904
42,42,42,42,2019-04-05,175.41229248046875,164.32777404785156,161.71368408203125,0.06745371253790267,0.08470902432405603
43,43,43,43,2019-04-08,176.77935791015625,167.5700225830078,165.33460998535156,0.05495813144374595,0.06922173116577746
44,44,44,44,2019-04-09,175.45846557617188,172.2255096435547,160.71609497070312,0.01877164387150465,0.09172927333852976
45,45,45,45,2019-04-10,176.42835998535156,169.99012756347656,158.94259643554688,0.03787415489450052,0.11001307353686895
46,46,46,46,2019-04-11,177.2319793701172,171.0615997314453,161.78759765625,0.03607109747809534,0.09546085075496236
47,47,47,47,2019-04-12,181.92442321777344,173.35244750976562,162.6558837890625,0.04944825314638224,0.11846198846208988
48,48,48,48,2019-04-15,181.2131805419922,175.41229248046875,164.32777404785156,0.0330700202334413,0.10275442840979321
49,49,49,49,2019-04-16,182.18307495117188,176.77935791015625,167.5700225830078,0.030567579297136716,0.08720564778181195
50,50,50,50,2019-04-17,182.94972229003903,175.45846557617188,172.2255096435547,0.04269532786159558,0.06226843322269526
51,51,51,51,2019-04-18,183.0328826904297,176.42835998535156,169.99012756347656,0.037434586512205215,0.07672654473468055
52,52,52,52,2019-04-22,181.0284576416016,177.2319793701172,171.0615997314453,0.02142095509499531,0.05826472993239595
53,53,53,53,2019-04-23,180.2433013916016,181.92442321777344,173.35244750976562,-0.009240770405848475,0.039750542786237686
54,54,54,54,2019-04-24,182.76499938964844,181.2131805419922,175.41229248046875,0.008563498764355248,0.04191671407520303
55,55,55,55,2019-04-25,174.4608612060547,182.18307495117188,176.77935791015625,-0.04238710839185733,-0.013115200391664916
56,56,56,56,2019-04-26,169.99932861328125,182.94972229003903,175.45846557617188,-0.07078662659146806,-0.031113556960411515
57,57,57,57,2019-04-29,172.39175415039062,183.0328826904297,176.42835998535156,-0.05813779679161146,-0.02287957466303081
58,58,58,58,2019-04-30,175.00584411621094,181.0284576416016,177.2319793701172,-0.0332688771911992,-0.012560573220577576
59,59,59,59,2019-05-01,171.45880126953125,180.2433013916016,181.92442321777344,-0.04873690203324055,-0.05752730591710753
60,60,60,60,2019-05-02,172.77047729492188,182.76499938964844,181.2131805419922,-0.054685099051260844,-0.0465898960650597
61,61,61,61,2019-05-03,173.712646484375,174.4608612060547,182.18307495117188,-0.004288725370878321,-0.04649404709557725
62,62,62,62,2019-05-06,171.44033813476562,169.99932861328125,182.94972229003903,0.008476560073730655,-0.06291009361045663
63,63,63,63,2019-05-07,166.8772430419922,172.39175415039062,183.0328826904297,-0.03198825335687283,-0.08826632357510389
64,64,64,64,2019-05-08,165.74107360839844,175.00584411621094,181.0284576416016,-0.052939777837706536,-0.08444740806149365
65,65,65,65,2019-05-09,165.8611297607422,171.45880126953125,180.2433013916016,-0.03264732674754667,-0.07979309921544486
66,66,66,66,2019-05-10,164.420166015625,172.77047729492188,182.76499938964844,-0.04833181808627385,-0.1003738868781594
67,67,67,67,2019-05-13,159.15499877929688,173.712646484375,174.4608612060547,-0.08380303909760278,-0.08773235624854647
68,68,68,68,2019-05-14,158.7486114501953,171.44033813476562,169.99932861328125,-0.07402999097326568,-0.06618095056527751
69,69,69,69,2019-05-15,159.376708984375,166.8772430419922,172.39175415039062,-0.04494641642497532,-0.07549691242576251
70,70,70,70,2019-05-16,162.3603057861328,165.74107360839844,175.00584411621094,-0.020397887793664693,-0.07225780598321607
71,71,71,71,2019-05-17,156.9566192626953,165.8611297607422,171.45880126953125,-0.05368654193355493,-0.08458114660465099
72,72,72,72,2019-05-20,155.3770294189453,164.420166015625,172.77047729492188,-0.05500016704654287,-0.10067372706440858
73,73,73,73,2019-05-21,155.17384338378906,159.15499877929688,173.712646484375,-0.02501432833428341,-0.10672109069648794
74,74,74,74,2019-05-22,149.64083862304688,158.7486114501953,171.44033813476562,-0.05737229915869746,-0.12715501934312934
75,75,75,75,2019-05-23,148.3384246826172,159.376708984375,166.8772430419922,-0.06925908040201778,-0.11109254935803303
76,76,76,76,2019-05-24,147.72874450683594,162.3603057861328,165.74107360839844,-0.09011784751483609,-0.10867752156668653
77,77,77,77,2019-05-28,146.36166381835938,156.9566192626953,165.8611297607422,-0.06750244426839602,-0.11756501339711822
78,78,78,78,2019-05-29,147.396240234375,155.3770294189453,164.420166015625,-0.051364022175064195,-0.10353915942179626
79,79,79,79,2019-05-30,145.95523071289062,155.17384338378906,159.15499877929688,-0.05940828988876812,-0.08293655975399561
80,80,80,80,2019-05-31,142.50978088378906,149.64083862304688,158.7486114501953,-0.047654489274958745,-0.10229274081871831
81,81,81,81,2019-06-03,140.71778869628906,148.3384246826172,159.376708984375,-0.051373310742871436,-0.1170743228856308
82,82,82,82,2019-06-04,147.4146728515625,147.72874450683594,162.3603057861328,-0.0021260023316511667,-0.09205225909254733
83,83,83,83,2019-06-05,146.490966796875,146.36166381835938,156.9566192626953,0.0008834484054245362,-0.06667863078972258
84,84,84,84,2019-06-06,144.88375854492188,147.396240234375,155.3770294189453,-0.017045765112176703,-0.06753424823002818
85,85,85,85,2019-06-07,145.96449279785156,145.95523071289062,155.17384338378906,6.345839690502508e-05,-0.05934860144670229
86,86,86,86,2019-06-10,149.49302673339844,142.50978088378906,149.64083862304688,0.049001870652681134,-0.00098777774174863
87,87,87,87,2019-06-11,147.27613830566406,140.71778869628906,148.3384246826172,0.0466064004425899,-0.007161235392825427
88,88,88,88,2019-06-12,149.05886840820312,147.4146728515625,147.72874450683594,0.011153540721799304,0.009003825936567456
89,89,89,89,2019-06-13,153.03085327148438,146.490966796875,146.36166381835938,0.04464361603727829,0.0455665047741034
90,90,90,90,2019-06-14,151.99624633789062,144.88375854492188,147.396240234375,0.04909099449379273,0.03120843582035171
91,91,91,91,2019-06-17,151.22959899902344,145.96449279785156,145.95523071289062,0.03607114374359255,0.036136891157454
92,92,92,92,2019-06-18,153.64974975585938,149.49302673339844,142.50978088378906,0.027805464330278973,0.07816985474951021
93,93,93,93,2019-06-19,153.85289001464844,147.27613830566406,140.71778869628906,0.04465592175790656,0.09334357397207849
94,94,94,94,2019-06-20,155.64492797851562,149.05886840820312,147.4146728515625,0.0441842853138823,0.05583063726119364
95,95,95,95,2019-06-21,153.32672119140625,153.03085327148438,146.490966796875,0.0019333873764462162,0.04666331681740998
96,96,96,96,2019-06-24,149.20030212402344,151.99624633789062,144.88375854492188,-0.018394824090930184,0.029793150194700413
97,97,97,97,2019-06-25,144.63803100585938,151.22959899902344,145.96449279785156,-0.04358649389268454,-0.009087564835574269
98,98,98,98,2019-06-26,148.2915496826172,153.64974975585938,149.49302673339844,-0.034872820045304675,-0.008037010668891842
99,99,99,99,2019-06-27,151.43505859375,153.85289001464844,147.27613830566406,-0.015715216143604716,0.028238928151784526
100,100,100,100,2019-06-28,152.25106811523438,155.64492797851562,149.05886840820312,-0.02180514268829703,0.02141569797973575
101,101,101,101,2019-07-01,151.1197509765625,153.32672119140625,153.03085327148438,-0.01439390471337787,-0.012488346330602251
102,102,102,102,2019-07-02,148.17100524902344,149.20030212402344,151.99624633789062,-0.006898758650933479,-0.025166681290033965
103,103,103,103,2019-07-03,149.68246459960938,144.63803100585938,151.22959899902344,0.03487626012791645,-0.010230367663833118
104,104,104,104,2019-07-05,150.19248962402344,148.2915496826172,153.64974975585938,0.012818936382246626,-0.022500916124688297
105,105,105,105,2019-07-08,149.12611389160156,151.43505859375,153.85289001464844,-0.015247094851018383,-0.030722699603477288
106,106,106,106,2019-07-09,147.61460876464844,152.25106811523438,155.64492797851562,-0.030452721337079436,-0.05159383809137452
107,107,107,107,2019-07-10,148.35647583007812,151.1197509765625,153.32672119140625,-0.018285334171262213,-0.032416041526926676
108,108,108,108,2019-07-11,150.7766876220703,148.17100524902344,149.20030212402344,0.017585642809587743,0.010565565053189285
109,109,109,109,2019-07-12,155.2925567626953,149.68246459960938,144.63803100585938,0.037479955839132995,0.07366337665647782
110,110,110,110,2019-07-15,155.69126892089844,150.19248962402344,148.2915496826172,0.03661154636054098,0.049899803826439104
111,111,111,111,2019-07-16,157.44383239746094,149.12611389160156,151.43505859375,0.05577640487504043,0.039678881888443485
112,112,112,112,2019-07-17,153.04855346679688,147.61460876464844,152.25106811523438,0.03681170005884793,0.005237962277932384
113,113,113,113,2019-07-18,153.3545379638672,148.35647583007812,151.1197509765625,0.033689544765903356,0.014788186010518789
114,114,114,114,2019-07-19,154.9772491455078,150.7766876220703,148.17100524902344,0.027859489352667133,0.04593505919086849
115,115,115,115,2019-07-22,157.2213134765625,155.2925567626953,149.68246459960938,0.012420149130615066,0.050365611610678984
116,116,116,116,2019-07-23,161.13449096679688,155.69126892089844,150.19248962402344,0.034961639683622536,0.07285318573628108
117,117,117,117,2019-07-24,163.21156311035156,157.44383239746094,149.12611389160156,0.036633576717887584,0.0944532707999659
118,118,118,118,2019-07-25,163.08172607421875,153.04855346679688,147.61460876464844,0.06555548798178301,0.10478039700142783
119,119,119,119,2019-07-26,162.21937561035156,153.3545379638672,148.35647583007812,0.0578061644877641,0.09344317261992319
120,120,120,120,2019-07-29,160.04954528808594,154.9772491455078,150.7766876220703,0.03272929523878543,0.0615006060436778
121,121,121,121,2019-07-30,159.85479736328125,157.2213134765625,155.2925567626953,0.01675017100726195,0.02937835975975056
122,122,122,122,2019-07-31,158.1300506591797,161.13449096679688,155.69126892089844,-0.01864554441194266,0.015664216466244607
123,123,123,123,2019-08-01,151.43505859375,163.21156311035156,157.44383239746094,-0.07215484180271692,-0.03816455501757621
124,124,124,124,2019-08-02,151.8245391845703,163.08172607421875,153.04855346679688,-0.0690278865734183,-0.007997555380306887
125,125,125,125,2019-08-05,145.82496643066406,162.21937561035156,153.3545379638672,-0.10106319986748447,-0.049099111334919954
126,126,126,126,2019-08-06,149.46920776367188,160.04954528808594,154.9772491455078,-0.06610663907460446,-0.03554096754333569
127,127,127,127,2019-08-07,148.97772216796875,159.85479736328125,157.2213134765625,-0.06804347054154136,-0.052433039301777895
128,128,128,128,2019-08-08,152.28814697265625,158.1300506591797,161.13449096679688,-0.036943665433425976,-0.05490037509078982
129,129,129,129,2019-08-09,150.3408660888672,151.43505859375,163.21156311035156,-0.007225490022215841,-0.0788589777354326
130,130,130,130,2019-08-12,147.2622528076172,151.8245391845703,163.08172607421875,-0.03004972978318632,-0.09700334701756896
131,131,131,131,2019-08-13,148.84796142578125,145.82496643066406,162.21937561035156,0.0207302978982995,-0.08242797220899334
132,132,132,132,2019-08-14,143.784912109375,149.46920776367188,160.04954528808594,-0.03802987745331732,-0.101622489145064
133,133,133,133,2019-08-15,141.70782470703125,148.97772216796875,159.85479736328125,-0.04879855427471813,-0.11352160182599791
134,134,134,134,2019-08-16,144.65660095214844,152.28814697265625,158.1300506591797,-0.05011254107568908,-0.08520486555759599
135,135,135,135,2019-08-19,146.7986297607422,150.3408660888672,151.43505859375,-0.02356136704727485,-0.030616614646980844
136,136,136,136,2019-08-20,144.50820922851562,147.2622528076172,151.8245391845703,-0.01870162602156733,-0.04818937699629944
137,137,137,137,2019-08-21,146.6780242919922,148.84796142578125,145.82496643066406,-0.014578211975520006,0.005849875245702352
138,138,138,138,2019-08-22,146.6038818359375,143.784912109375,149.46920776367188,0.019605462667864337,-0.019170008128127525
139,139,139,139,2019-08-23,140.91964721679688,141.70782470703125,148.97772216796875,-0.0055619899032665066,-0.05408912711181468
140,140,140,140,2019-08-26,141.4018096923828,144.65660095214844,152.28814697265625,-0.0225001226238013,-0.07148512538029705
141,141,141,141,2019-08-27,138.65704345703125,146.7986297607422,150.3408660888672,-0.0554609148394668,-0.07771554691543137
142,142,142,142,2019-08-28,142.04165649414062,144.50820922851562,147.2622528076172,-0.017068599407211282,-0.03545101486595292
143,143,143,143,2019-08-29,146.00111389160156,146.6780242919922,148.84796142578125,-0.004614940811059065,-0.01912587520118092
144,144,144,144,2019-08-30,147.07681274414062,146.6038818359375,143.784912109375,0.0032259098618709903,0.022894617985102172
145,145,145,145,2019-09-03,144.07240295410156,140.91964721679688,141.70782470703125,0.022372719486406067,0.0166862927432474
146,146,146,146,2019-09-04,147.49404907226562,141.4018096923828,144.65660095214844,0.04308459271586673,0.01961506147276193
147,147,147,147,2019-09-05,152.42724609375,138.65704345703125,146.7986297607422,0.09931123795370711,0.03834243100348789
148,148,148,148,2019-09-06,150.69561767578125,142.04165649414062,144.50820922851562,0.060925515762325855,0.04281700313288961
149,149,149,149,2019-09-09,155.8625030517578,146.00111389160156,146.6780242919922,0.06754324605686124,0.06261659716306278
150,150,150,150,2019-09-10,160.3683624267578,147.07681274414062,146.6038818359375,0.09037148300010811,0.09388892312022112
151,151,151,151,2019-09-11,161.95103454589844,144.07240295410156,140.91964721679688,0.12409476919387985,0.1492438261411908
152,152,152,152,2019-09-12,161.53207397460938,147.49404907226562,141.4018096923828,0.09517689012297526,0.14236214038575312
153,153,153,153,2019-09-13,162.08139038085938,152.42724609375,138.65704345703125,0.06333608022526116,0.16893730271327434
154,154,154,154,2019-09-16,161.5879364013672,150.69561767578125,142.04165649414062,0.07228026198492743,0.13760948998812106
155,155,155,155,2019-09-17,161.3365936279297,155.8625030517578,146.00111389160156,0.035121279775380376,0.10503673107394196
156,156,156,156,2019-09-18,140.4922332763672,160.3683624267578,147.07681274414062,-0.12394046337829445,-0.04476966385740333
157,157,157,157,2019-09-19,141.92593383789062,161.95103454589844,144.07240295410156,-0.12364910643613403,-0.014898544566475769
158,158,158,158,2019-09-20,138.50927734375,161.53207397460938,147.49404907226562,-0.14252771022105637,-0.06091616431326985
159,159,159,159,2019-09-23,135.61398315429688,162.08139038085938,152.42724609375,-0.16329701494026738,-0.11030352755380868
160,160,160,160,2019-09-24,133.3610382080078,161.5879364013672,150.69561767578125,-0.174684440076311,-0.11503041518478963
161,161,161,161,2019-09-25,136.88934326171875,161.3365936279297,155.8625030517578,-0.1515294814181497,-0.12173011095387443
162,162,162,162,2019-09-26,135.13919067382812,140.4922332763672,160.3683624267578,-0.038102053598997876,-0.157320130798568
163,163,163,163,2019-09-27,134.9529571533203,141.92593383789062,161.95103454589844,-0.04913109603023591,-0.16670518634400333
164,164,164,164,2019-09-30,135.5208740234375,138.50927734375,161.53207397460938,-0.021575474059372435,-0.1610280813658127
165,165,165,165,2019-10-01,131.86215209960938,135.61398315429688,162.08139038085938,-0.027665517724811628,-0.18644483620384011
166,166,166,166,2019-10-02,131.06155395507812,133.3610382080078,161.5879364013672,-0.01724254912700296,-0.1889149841635751
167,167,167,167,2019-10-03,131.92733764648438,136.88934326171875,161.3365936279297,-0.03624829732543544,-0.182285093047571
168,168,168,168,2019-10-04,133.12831115722656,135.13919067382812,140.4922332763672,-0.014880061857518556,-0.05241515454206491
169,169,169,169,2019-10-07,132.28109741210938,134.9529571533203,141.92593383789062,-0.019798452716937698,-0.06795682906548772
170,170,170,170,2019-10-08,128.83653259277344,135.5208740234375,138.50927734375,-0.04932333471748451,-0.06983463444813809
171,171,171,171,2019-10-09,129.63719177246094,131.86215209960938,135.61398315429688,-0.01687338096429436,-0.044072087868960774
172,172,172,172,2019-10-10,131.6015167236328,131.06155395507812,133.3610382080078,0.004119917338533563,-0.013193669665578112
173,173,173,173,2019-10-11,135.49293518066406,131.92733764648438,136.88934326171875,0.027026980137612844,-0.010200999199659333
174,174,174,174,2019-10-14,136.64735412597656,133.12831115722656,135.13919067382812,0.026433468119293924,0.011160074621051619
175,175,175,175,2019-10-15,139.60784912109375,132.28109741210938,134.9529571533203,0.05538774513004352,0.03449270076005084
176,176,176,176,2019-10-16,140.36187744140625,128.83653259277344,135.5208740234375,0.08945711761012798,0.035721459537897626
177,177,177,177,2019-10-17,140.29672241210938,129.63719177246094,131.86215209960938,0.08222586816257205,0.06396505879965075
178,178,178,178,2019-10-18,139.561279296875,131.6015167236328,131.06155395507812,0.060483820942261124,0.06485292662339548
179,179,179,179,2019-10-21,141.54421997070312,135.49293518066406,131.92733764648438,0.044661256928048454,0.07289529596957656
180,180,180,180,2019-10-22,143.95541381835938,136.64735412597656,133.12831115722656,0.053481164996765695,0.08132832578598426
181,181,181,181,2019-10-23,145.2122344970703,139.60784912109375,132.28109741210938,0.040143769933131734,0.09775498796079063
182,182,182,182,2019-10-24,143.41546630859375,140.36187744140625,128.83653259277344,0.021755115583020235,0.11315838312648019
183,183,183,183,2019-10-25,147.17660522460938,140.29672241210938,129.63719177246094,0.049038086522726676,0.13529615392266137
184,184,184,184,2019-10-28,147.46519470214844,139.561279296875,131.6015167236328,0.05663401371135479,0.12054327619817506
185,185,185,185,2019-10-29,147.1020965576172,141.54421997070312,135.49293518066406,0.039266008799684116,0.08568093503527452
186,186,186,186,2019-10-30,145.0819091796875,143.95541381835938,136.64735412597656,0.007825307374334178,0.06172497892593687
187,187,187,187,2019-10-31,142.1214141845703,145.2122344970703,139.60784912109375,-0.021284847817436225,0.018004468081850744
188,188,188,188,2019-11-01,145.71499633789062,143.41546630859375,140.36187744140625,0.01603404492196736,0.038137983005528175
189,189,189,189,2019-11-04,153.4606170654297,147.17660522460938,140.29672241210938,0.0426970837602223,0.09382895357065091
190,190,190,190,2019-11-05,153.46994018554688,147.46519470214844,139.561279296875,0.04071974743278828,0.0996598838785745
191,191,191,191,2019-11-06,151.90586853027344,147.1020965576172,141.54421997070312,0.03265604015898371,0.07320432131891352
192,192,192,192,2019-11-07,152.60411071777344,145.0819091796875,143.95541381835938,0.051847963544300324,0.0600789971701019
193,193,193,193,2019-11-08,151.9524688720703,142.1214141845703,145.2122344970703,0.06917363399390752,0.04641643590393185
194,194,194,194,2019-11-11,150.9842529296875,145.71499633789062,143.41546630859375,0.03616138849276895,0.052775246742269966
195,195,195,195,2019-11-12,150.09051513671875,153.4606170654297,147.17660522460938,-0.021960695800369745,0.019798730291831435
196,196,196,196,2019-11-13,145.4449920654297,153.46994018554688,147.46519470214844,-0.052290032239635575,-0.013699521712897567
197,197,197,197,2019-11-14,145.86392211914062,151.90586853027344,147.1020965576172,-0.03977427909527209,-0.008417109391718247
198,198,198,198,2019-11-15,147.40005493164062,152.60411071777344,145.0819091796875,-0.03410167499194838,0.015978186150569895
199,199,199,199,2019-11-18,146.67388916015625,151.9524688720703,142.1214141845703,-0.03473836095653127,0.03203229437102095
200,200,200,200,2019-11-19,144.7840118408203,150.9842529296875,145.71499633789062,-0.04106548178739278,-0.006389078135180415
201,201,201,201,2019-11-20,141.7583465576172,150.09051513671875,153.4606170654297,-0.0555142913028962,-0.07625585463939
202,202,202,202,2019-11-21,141.5814666748047,145.4449920654297,153.46994018554688,-0.02656348173807843,-0.07746450866123289
203,203,203,203,2019-11-22,145.74288940429688,145.86392211914062,151.90586853027344,-0.0008297645715634738,-0.0405710403791828
204,204,204,204,2019-11-25,148.5264892578125,147.40005493164062,152.60411071777344,0.007642021074512284,-0.02672025963640068
205,205,205,205,2019-11-26,150.35118103027344,146.67388916015625,151.9524688720703,0.025071209955453533,-0.010538083742127391
206,206,206,206,2019-11-27,150.36050415039062,144.7840118408203,150.9842529296875,0.03851593997617142,-0.004131217442837287
207,207,207,207,2019-11-29,149.00128173828125,141.7583465576172,150.09051513671875,0.05109353598251931,-0.007257176760605444
208,208,208,208,2019-12-02,147.1207275390625,141.5814666748047,145.4449920654297,0.03912419467288619,0.011521438104097559
209,209,209,209,2019-12-03,140.70635986328125,145.74288940429688,145.86392211914062,-0.0345576347607881,-0.035358724631350036
210,210,210,210,2019-12-04,143.24790954589844,148.5264892578125,147.40005493164062,-0.035539651804140426,-0.028169225497696182
211,211,211,211,2019-12-05,143.31309509277344,150.35118103027344,146.67388916015625,-0.04681097873173923,-0.02291337665228943
212,212,212,212,2019-12-06,146.41697692871094,150.36050415039062,144.7840118408203,-0.026227148172736747,0.011278628538667235
213,213,213,213,2019-12-09,146.32350158691406,149.00128173828125,141.7583465576172,-0.017971524272325845,0.03220378298812476
214,214,214,214,2019-12-10,146.78158569335938,147.1207275390625,141.5814666748047,-0.002305194185592052,0.03672881162121833
215,215,215,215,2019-12-11,148.7262420654297,140.70635986328125,145.74288940429688,0.056997297136682556,0.020469970599092946
216,216,216,216,2019-12-12,154.15806579589844,143.24790954589844,148.5264892578125,0.07616276066146876,0.03791631086297764
217,217,217,217,2019-12-13,154.88734436035156,143.31309509277344,150.35118103027344,0.08076197963686127,0.030170453594007718
218,218,218,218,2019-12-16,153.41952514648438,146.41697692871094,150.36050415039062,0.04782606747291962,0.020344577942051245
219,219,219,219,2019-12-17,152.6061248779297,146.32350158691406,149.00128173828125,0.04293652914862656,0.024193370000536563
220,220,220,220,2019-12-18,137.30154418945312,146.78158569335938,147.1207275390625,-0.06458604094733622,-0.06674235176686616
221,221,221,221,2019-12-19,137.45118713378906,148.7262420654297,140.70635986328125,-0.07581079690482828,-0.023134510285498844
222,222,222,222,2019-12-20,138.47955322265625,154.15806579589844,143.24790954589844,-0.10170413395041011,-0.03328744090128832
223,223,223,223,2019-12-23,141.8171844482422,154.88734436035156,143.31309509277344,-0.08438494420629439,-0.010438059715079606
224,224,224,224,2019-12-24,140.96644592285156,153.41952514648438,146.41697692871094,-0.08117010668454783,-0.037226086210707554
225,225,225,225,2019-12-26,142.5651397705078,152.6061248779297,146.32350158691406,-0.06579673728989388,-0.025685291669799493
226,226,226,226,2019-12-27,142.6025390625,137.30154418945312,146.78158569335938,0.03860841408842708,-0.02847119147213606
227,227,227,227,2019-12-30,140.3681182861328,137.45118713378906,148.7262420654297,0.021221578461192436,-0.056198043218357197
228,228,228,228,2019-12-31,141.36842346191406,138.47955322265625,154.15806579589844,0.020861348639772848,-0.0829644707070829
229,229,229,229,2020-01-02,145.0052947998047,141.8171844482422,154.88734436035156,0.02248042339837908,-0.06380153008212142
230,230,230,230,2020-01-03,143.21023559570312,140.96644592285156,153.41952514648438,0.015917189783443586,-0.0665449168939446
231,231,231,231,2020-01-06,143.32244873046875,142.5651397705078,152.6061248779297,0.005312020604616219,-0.06083423030947799
232,232,232,232,2020-01-07,144.72479248046875,142.6025390625,137.30154418945312,0.014882297551789048,0.05406529354668277
233,233,233,233,2020-01-08,146.90313720703125,140.3681182861328,137.45118713378906,0.04655629070681955,0.06876586714410893
234,234,234,234,2020-01-09,147.7632598876953,141.36842346191406,138.47955322265625,0.0452352531716822,0.06704027019867786
235,235,235,235,2020-01-10,146.43569946289062,145.0052947998047,141.8171844482422,0.009864499534729232,0.03256668105926197
236,236,236,236,2020-01-13,148.91323852539062,143.21023559570312,140.96644592285156,0.03982259302880875,0.056373646583160575
237,237,237,237,2020-01-14,151.57774353027344,143.32244873046875,142.5651397705078,0.05759945404874811,0.0632174441400859
238,238,238,238,2020-01-15,148.79165649414062,144.72479248046875,142.6025390625,0.028100672621249156,0.043401172744393035
239,239,239,239,2020-01-16,149.1562957763672,146.90313720703125,140.3681182861328,0.015337715804942587,0.06260807366755561
240,240,240,240,2020-01-17,149.56764221191406,147.7632598876953,141.36842346191406,0.012211305608648138,0.05799894028109431
241,241,241,241,2020-01-21,147.2771453857422,146.43569946289062,145.0052947998047,0.0057461802411427065,0.015667362968186938
242,242,242,242,2020-01-22,145.41664123535156,148.91323852539062,143.21023559570312,-0.02348076856472958,0.015406759373522316
243,243,243,243,2020-01-23,144.79959106445312,151.57774353027344,143.32244873046875,-0.04471733321763405,0.010306426851262263
