,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,BALL,BALL_6m,BALL_12m,BALL_6m_ret,BALL_12m_ret
63,63,63,63,2019-05-07,59.01525115966797,56.78683090209961,55.7202377319336,0.039241849248642824,0.059134949200799536
64,64,64,64,2019-05-08,58.996212005615234,57.08203887939453,55.91068649291992,0.03353372030499924,0.055186686235484395
65,65,65,65,2019-05-09,59.396183013916016,55.87260055541992,56.66302108764648,0.06306458663940395,0.048235372449377145
66,66,66,66,2019-05-10,61.24368667602539,57.13918685913086,56.09163665771485,0.07183336064990975,0.09185059173348131
67,67,67,67,2019-05-13,61.33892440795898,58.60575866699219,56.148773193359375,0.046636470598343305,0.0924357010744703
68,68,68,68,2019-05-14,60.4151611328125,58.996212005615234,56.85349655151367,0.024051529394161886,0.06264635945603958
69,69,69,69,2019-05-15,59.52950668334961,59.01525115966797,56.78683090209961,0.008713942812685893,0.048297743291545236
70,70,70,70,2019-05-16,59.58665084838867,58.996212005615234,57.08203887939453,0.010008080564854582,0.04387740904430548
71,71,71,71,2019-05-17,59.58665084838867,59.396183013916016,55.87260055541992,0.0032067352615576805,0.06647355333469385
72,72,72,72,2019-05-20,59.08191680908203,61.24368667602539,57.13918685913086,-0.03529784022276394,0.03399995794026123
73,73,73,73,2019-05-21,59.42475509643555,61.33892440795898,58.60575866699219,-0.031206437510910456,0.013974674981976243
74,74,74,74,2019-05-22,58.56766128540039,60.4151611328125,58.996212005615234,-0.030580069849531544,-0.007264037904231135
75,75,75,75,2019-05-23,58.13912582397461,59.52950668334961,59.01525115966797,-0.023356162965884053,-0.014845744421606688
76,76,76,76,2019-05-24,58.4248161315918,59.58665084838867,58.996212005615234,-0.019498238284159086,-0.009685297658925118
77,77,77,77,2019-05-28,58.28197479248047,59.58665084838867,59.396183013916016,-0.02189544197118576,-0.018758919595464496
78,78,78,78,2019-05-29,57.61534118652344,59.08191680908203,61.24368667602539,-0.024822749527536492,-0.059244400303587796
79,79,79,79,2019-05-30,58.12959289550781,59.42475509643555,61.33892440795898,-0.021794994339075058,-0.05232128772109246
80,80,80,80,2019-05-31,58.60693359375,58.56766128540039,60.4151611328125,0.0006705459546734183,-0.029930029236989286
81,81,81,81,2019-06-03,59.237003326416016,58.13912582397461,59.52950668334961,0.018883625903929113,-0.004913586105953827
82,82,82,82,2019-06-04,60.2298583984375,58.4248161315918,59.58665084838867,0.030895129610338135,0.01079449072721661
83,83,83,83,2019-06-05,61.528202056884766,58.28197479248047,59.58665084838867,0.05569864912715894,0.032583660616136045
84,84,84,84,2019-06-06,62.68335723876953,57.61534118652344,59.08191680908203,0.08796296173685647,0.0609567296424256
85,85,85,85,2019-06-07,62.91248321533203,58.12959289550781,59.42475509643555,0.08227978352474974,0.05869150176953264
86,86,86,86,2019-06-10,63.31343460083008,58.60693359375,58.56766128540039,0.08030621495580159,0.08103060991804889
87,87,87,87,2019-06-11,63.42800521850586,59.237003326416016,58.13912582397461,0.07074972832430437,0.09096936563071423
88,88,88,88,2019-06-12,63.58073425292969,60.2298583984375,58.4248161315918,0.05563479549171779,0.08824876931961723
89,89,89,89,2019-06-13,61.97691345214844,61.528202056884766,58.28197479248047,0.007292775999676149,0.06339762289840412
90,90,90,90,2019-06-14,62.44468307495117,62.68335723876953,57.61534118652344,-0.0038076161573352696,0.0838204163851648
91,91,91,91,2019-06-17,62.358768463134766,62.91248321533203,58.12959289550781,-0.008801349492151722,0.07275426090165826
92,92,92,92,2019-06-18,63.437530517578125,63.31343460083008,58.60693359375,0.0019600250330822355,0.08242364218050935
93,93,93,93,2019-06-19,63.638031005859375,63.42800521850586,59.237003326416016,0.00331124692681084,0.07429524507160168
94,94,94,94,2019-06-20,64.20126342773438,63.58073425292969,60.2298583984375,0.009759704446572925,0.06593747909923531
95,95,95,95,2019-06-21,64.03897857666016,61.97691345214844,61.528202056884766,0.03327150401098655,0.040806921636586946
96,96,96,96,2019-06-24,64.13444519042969,62.44468307495117,62.68335723876953,0.027060143990967678,0.023149493192152537
97,97,97,97,2019-06-25,64.97454071044922,62.358768463134766,62.91248321533203,0.04194714411110989,0.032776603143438665
98,98,98,98,2019-06-26,64.67860412597656,63.437530517578125,63.31343460083008,0.019563712494365504,0.021562082893676893
99,99,99,99,2019-06-27,65.01273345947266,63.638031005859375,63.42800521850586,0.021601901125550382,0.02498467728107645
100,100,100,100,2019-06-28,66.81706237792969,64.20126342773438,63.58073425292969,0.04074373011583621,0.050901081326390596
101,101,101,101,2019-07-01,67.07481384277344,64.03897857666016,61.97691345214844,0.047406053837650175,0.0822548285590412
102,102,102,102,2019-07-02,68.31587982177734,64.13444519042969,62.44468307495117,0.0651979543743153,0.09402236439856826
103,103,103,103,2019-07-03,68.974609375,64.97454071044922,62.358768463134766,0.06156363124406794,0.10609319386697624
104,104,104,104,2019-07-05,68.516357421875,64.67860412597656,63.437530517578125,0.05933574707987699,0.08006028707075163
105,105,105,105,2019-07-08,67.39939880371094,65.01273345947266,63.638031005859375,0.036710736762453955,0.05910565959379288
106,106,106,106,2019-07-09,67.70487976074219,66.81706237792969,64.20126342773438,0.013287285480927613,0.05457238917037066
107,107,107,107,2019-07-10,67.23712921142578,67.07481384277344,64.03897857666016,0.0024199153058079848,0.049940687778727844
108,108,108,108,2019-07-11,67.92446899414062,68.31587982177734,64.13444519042969,-0.005729426725643139,0.0590949807464225
109,109,109,109,2019-07-12,66.82660675048828,68.974609375,64.97454071044922,-0.031141932429562535,0.028504488370184156
110,110,110,110,2019-07-15,66.1488037109375,68.516357421875,64.67860412597656,-0.034554576454784214,0.022730849016119548
111,111,111,111,2019-07-16,65.93875885009766,67.39939880371094,65.01273345947266,-0.021671409234185313,0.014243754128600905
112,112,112,112,2019-07-17,65.40416717529297,67.70487976074219,66.81706237792969,-0.03398148838871817,-0.021145724645078245
113,113,113,113,2019-07-18,67.685791015625,67.23712921142578,67.07481384277344,0.006672828085631188,0.009108891070256586
114,114,114,114,2019-07-19,67.494873046875,67.92446899414062,68.31587982177734,-0.006324612523694317,-0.01201780284531484
115,115,115,115,2019-07-22,67.88628387451172,66.82660675048828,68.974609375,0.015857114038125175,-0.015778639565340535
116,116,116,116,2019-07-23,68.52590942382812,66.1488037109375,68.516357421875,0.03593573246280157,0.00013941199317279995
117,117,117,117,2019-07-24,68.76456451416016,65.93875885009766,67.39939880371094,0.04285500232854811,0.02025486480116867
118,118,118,118,2019-07-25,68.05813598632812,65.40416717529297,67.70487976074219,0.04057797730108126,0.005217588847868715
119,119,119,119,2019-07-26,68.8696060180664,67.685791015625,67.23712921142578,0.01748985990528107,0.02427939481930186
120,120,120,120,2019-07-29,69.00323486328125,67.494873046875,67.92446899414062,0.0223477984077205,0.015881844718339755
121,121,121,121,2019-07-30,69.4805679321289,67.88628387451172,66.82660675048828,0.023484627035473604,0.03971413948264302
122,122,122,122,2019-07-31,68.239501953125,68.52590942382812,66.1488037109375,-0.004179550087131445,0.03160598718192409
123,123,123,123,2019-08-01,71.35171508789062,68.76456451416016,65.93875885009766,0.03762331066893787,0.08209066006381094
124,124,124,124,2019-08-02,71.34217071533203,68.05813598632812,65.40416717529297,0.04825337458057355,0.09078937622008576
125,125,125,125,2019-08-05,69.92926788330078,68.8696060180664,67.685791015625,0.015386495240823583,0.033145462792299796
126,126,126,126,2019-08-06,70.59752655029297,69.00323486328125,67.494873046875,0.023104593432040632,0.0459687286360726
127,127,127,127,2019-08-07,71.87678527832031,69.4805679321289,67.88628387451172,0.03448759009183866,0.058782145317971324
128,128,128,128,2019-08-08,72.6309585571289,68.239501953125,68.52590942382812,0.06435358521550283,0.05990506609567681
129,129,129,129,2019-08-09,73.94841766357422,71.35171508789062,68.76456451416016,0.03639299451295597,0.07538553012062765
130,130,130,130,2019-08-12,73.35651397705078,71.34217071533203,68.05813598632812,0.028234958952347178,0.07785076558351567
131,131,131,131,2019-08-13,75.69547271728516,69.92926788330078,68.8696060180664,0.08245767485521394,0.09911290471776679
132,132,132,132,2019-08-14,73.3660659790039,70.59752655029297,69.00323486328125,0.03921581341435032,0.06322647227143618
133,133,133,133,2019-08-15,74.46394348144531,71.87678527832031,69.4805679321289,0.035994350513967044,0.07172329901195318
134,134,134,134,2019-08-16,76.02002716064453,72.6309585571289,68.239501953125,0.046661488032681,0.11401790729457728
135,135,135,135,2019-08-19,76.12503051757812,73.94841766357422,71.35171508789062,0.029434204581717083,0.06689839794050867
136,136,136,136,2019-08-20,75.59998321533203,73.35651397705078,71.34217071533203,0.030583095033429597,0.05968156641868139
137,137,137,137,2019-08-21,76.1155014038086,75.69547271728516,69.92926788330078,0.005548927451608732,0.08846415396242246
138,138,138,138,2019-08-22,76.1441650390625,73.3660659790039,70.59752655029297,0.0378662672311425,0.07856703711592727
139,139,139,139,2019-08-23,74.65486907958984,74.46394348144531,71.87678527832031,0.002564000631958274,0.03865064068338997
140,140,140,140,2019-08-26,75.18948364257812,76.02002716064453,72.6309585571289,-0.010925325195047741,0.03522637090679148
141,141,141,141,2019-08-27,75.43769073486328,76.12503051757812,73.94841766357422,-0.00902909040615929,0.020139350081356255
142,142,142,142,2019-08-28,75.67633819580078,75.59998321533203,73.35651397705078,0.0010099867383734917,0.03162397029220543
143,143,143,143,2019-08-29,76.78377532958984,76.1155014038086,75.69547271728516,0.00877973492200912,0.014377380485744329
144,144,144,144,2019-08-30,76.90809631347656,76.1441650390625,73.3660659790039,0.010032696189158585,0.048278864175248515
145,145,145,145,2019-09-03,76.44900512695312,74.65486907958984,74.46394348144531,0.02403240497884407,0.026658024712355566
146,146,146,146,2019-09-04,77.26197814941406,75.18948364257812,76.02002716064453,0.027563622017778178,0.016337155288632887
147,147,147,147,2019-09-05,75.28214263916016,75.43769073486328,76.12503051757812,-0.0020619413742372084,-0.011072414325316249
148,148,148,148,2019-09-06,74.89000701904297,75.67633819580078,75.59998321533203,-0.010390713867831525,-0.0093912216126667
149,149,149,149,2019-09-09,71.80066680908203,76.78377532958984,76.1155014038086,-0.06489793578289305,-0.05668798753404336
150,150,150,150,2019-09-10,68.7591552734375,76.90809631347656,76.1441650390625,-0.1059568684007477,-0.09698720528140847
151,151,151,151,2019-09-11,68.74959564208984,76.44900512695312,74.65486907958984,-0.10071301087669415,-0.07910098176187763
152,152,152,152,2019-09-12,70.16513061523438,77.26197814941406,75.18948364257812,-0.09185433384135411,-0.06682254996227388
153,153,153,153,2019-09-13,69.56259155273438,75.28214263916016,75.43769073486328,-0.07597487114361956,-0.07788015678764337
154,154,154,154,2019-09-16,69.0556640625,74.89000701904297,75.67633819580078,-0.077905493520109,-0.08748671369604077
155,155,155,155,2019-09-17,71.73371124267578,71.80066680908203,76.78377532958984,-0.0009325201196846988,-0.0657699372717343
156,156,156,156,2019-09-18,71.26506805419922,68.7591552734375,76.90809631347656,0.036444787182104754,-0.07337365673799057
157,157,157,157,2019-09-19,71.04505920410156,68.74959564208984,76.44900512695312,0.03338875728028845,-0.07068693587153474
158,158,158,158,2019-09-20,70.62419891357422,70.16513061523438,77.26197814941406,0.00654268429794902,-0.08591262345112738
159,159,159,159,2019-09-23,71.2363510131836,69.56259155273438,75.28214263916016,0.024061200468363353,-0.053741717280401
160,160,160,160,2019-09-24,71.4659194946289,69.0556640625,74.89000701904297,0.03490308093985539,-0.04572155432624525
161,161,161,161,2019-09-25,70.29904174804688,71.73371124267578,71.80066680908203,-0.01999993405855449,-0.02091380383733732
162,162,162,162,2019-09-26,71.226806640625,71.26506805419922,68.7591552734375,-0.0005368887537596789,0.0358883316319738
163,163,163,163,2019-09-27,69.61995697021484,71.04505920410156,68.74959564208984,-0.020059132188103623,0.012659875596303216
164,164,164,164,2019-09-30,69.63908386230469,70.62419891357422,70.16513061523438,-0.013948689916823853,-0.00749726749337043
165,165,165,165,2019-10-01,68.96956634521484,71.2363510131836,69.56259155273438,-0.03182061736358788,-0.008525059148636882
166,166,166,166,2019-10-02,67.73577117919922,71.4659194946289,69.0556640625,-0.052194785176031044,-0.01911346304781303
167,167,167,167,2019-10-03,68.52003479003906,70.29904174804688,71.73371124267578,-0.025306276071070943,-0.044800086276936435
168,168,168,168,2019-10-04,69.56259155273438,71.226806640625,71.26506805419922,-0.023365010540026376,-0.02388935488239563
169,169,169,169,2019-10-07,69.29474639892578,69.61995697021484,71.04505920410156,-0.004671226261001471,-0.024636657704055098
170,170,170,170,2019-10-08,68.3000717163086,69.63908386230469,70.62419891357422,-0.019227882845841093,-0.03290836898709115
171,171,171,171,2019-10-09,69.12260437011719,68.96956634521484,71.2363510131836,0.002218921083776859,-0.029672303718577875
172,172,172,172,2019-10-10,69.66779327392578,67.73577117919922,71.4659194946289,0.028522921657085476,-0.025160611287429968
173,173,173,173,2019-10-11,69.44779968261719,68.52003479003906,70.29904174804688,0.013540052853461049,-0.012108871533136334
174,174,174,174,2019-10-14,69.74429321289062,69.56259155273438,71.226806640625,0.002612059960683144,-0.02081398138785584
175,175,175,175,2019-10-15,69.01739501953125,69.29474639892578,69.61995697021484,-0.004002487833606239,-0.008655017568330092
176,176,176,176,2019-10-16,69.41910552978516,68.3000717163086,69.63908386230469,0.01638407962622046,-0.003158834383210518
177,177,177,177,2019-10-17,70.65293884277344,69.12260437011719,68.96956634521484,0.02213942149028525,0.024407468203189397
178,178,178,178,2019-10-18,70.88247680664062,69.66779327392578,67.73577117919922,0.017435366840727218,0.04645559610027328
179,179,179,179,2019-10-21,69.14173126220703,69.44779968261719,68.52003479003906,-0.004407172319481956,0.009073207187839216
180,180,180,180,2019-10-22,67.76444244384766,69.74429321289062,69.56259155273438,-0.028387279845242475,-0.025849369161635827
181,181,181,181,2019-10-23,67.98444366455078,69.01739501953125,69.29474639892578,-0.01496653640271639,-0.01890912085645946
182,182,182,182,2019-10-24,68.67308807373047,69.41910552978516,68.3000717163086,-0.01074657258057865,0.005461434344772531
183,183,183,183,2019-10-25,68.77828216552734,70.65293884277344,69.12260437011719,-0.02653331493284139,-0.004981325685389004
184,184,184,184,2019-10-28,68.23311614990234,70.88247680664062,69.66779327392578,-0.03737680702051982,-0.02059311852153045
185,185,185,185,2019-10-29,69.57213592529297,69.14173126220703,69.44779968261719,0.006224962193291272,0.0017903553927411942
186,186,186,186,2019-10-30,70.739013671875,67.76444244384766,69.74429321289062,0.04389575300486226,0.014262392135053092
187,187,187,187,2019-10-31,66.92276763916016,67.98444366455078,69.01739501953125,-0.015616455297172926,-0.030349267453202655
188,188,188,188,2019-11-01,65.38289642333984,68.67308807373047,69.41910552978516,-0.04791093196301477,-0.05814262623584976
189,189,189,189,2019-11-04,63.65172576904297,68.77828216552734,70.65293884277344,-0.07453743005890134,-0.09909301988570529
190,190,190,190,2019-11-05,61.89184188842773,68.23311614990234,70.88247680664062,-0.09293543398404047,-0.12683861122317064
191,191,191,191,2019-11-06,63.75693130493164,69.57213592529297,69.14173126220703,-0.08358525353606705,-0.07788060638595451
192,192,192,192,2019-11-07,62.23616790771485,70.739013671875,67.76444244384766,-0.12020023071852326,-0.08158075735240877
193,193,193,193,2019-11-08,61.83446502685547,66.92276763916016,67.98444366455078,-0.0760324593827355,-0.09046155717682369
194,194,194,194,2019-11-11,61.729251861572266,65.38289642333984,68.67308807373047,-0.05588073887261025,-0.10111437255745648
195,195,195,195,2019-11-12,61.56665802001953,63.65172576904297,68.77828216552734,-0.03275744253327861,-0.10485321701044725
196,196,196,196,2019-11-13,62.29355239868164,61.89184188842773,68.23311614990234,0.006490524405107889,-0.08704810928130535
197,197,197,197,2019-11-14,62.87699890136719,63.75693130493164,69.57213592529297,-0.013801360660788076,-0.09623302396688038
198,198,198,198,2019-11-15,62.74308013916016,62.23616790771485,70.739013671875,0.008144978209406739,-0.11303428076908462
199,199,199,199,2019-11-18,64.64641571044922,61.83446502685547,66.92276763916016,0.04547545907242001,-0.03401461130515049
200,200,200,200,2019-11-19,64.32121276855469,61.729251861572266,65.38289642333984,0.041989183876630864,-0.016237941615663387
201,201,201,201,2019-11-20,64.50296020507812,61.56665802001953,63.65172576904297,0.04769305789025946,0.013373312753904187
202,202,202,202,2019-11-21,63.2786979675293,62.29355239868164,61.89184188842773,0.015814567172902194,0.02240773641220195
203,203,203,203,2019-11-22,62.8674201965332,62.87699890136719,63.75693130493164,-0.0001523403629523079,-0.01395159851944805
204,204,204,204,2019-11-25,62.14052200317383,62.74308013916016,62.23616790771485,-0.009603579146097108,-0.001536821879567607
205,205,205,205,2019-11-26,63.795169830322266,64.64641571044922,61.83446502685547,-0.013167719675900913,0.03170893129932062
206,206,206,206,2019-11-27,63.65172576904297,64.32121276855469,61.729251861572266,-0.010408494658219802,0.03114364502232836
207,207,207,207,2019-11-29,63.325782775878906,64.50296020507812,61.56665802001953,-0.01824997527953054,0.028572685483226445
208,208,208,208,2019-12-02,63.06696701049805,63.2786979675293,62.29355239868164,-0.0033460068527310094,0.01241564467003764
209,209,209,209,2019-12-03,63.6900749206543,62.8674201965332,62.87699890136719,0.013085549264616692,0.01293121544433995
210,210,210,210,2019-12-04,63.02862930297852,62.14052200317383,62.74308013916016,0.014291918882807897,0.0045510861625701615
211,211,211,211,2019-12-05,63.4024772644043,63.795169830322266,64.64641571044922,-0.006155521914314566,-0.01924218740318895
212,212,212,212,2019-12-06,60.919677734375,63.65172576904297,64.32121276855469,-0.04292182186200366,-0.0528835649666517
213,213,213,213,2019-12-09,61.47566223144531,63.325782775878906,64.50296020507812,-0.029215912750443107,-0.046932698344509194
214,214,214,214,2019-12-10,61.2647705078125,63.06696701049805,63.2786979675293,-0.02857591839457818,-0.03182631002853786
215,215,215,215,2019-12-11,61.2264289855957,63.6900749206543,62.8674201965332,-0.038681787360555386,-0.02610241053008866
216,216,216,216,2019-12-12,60.78546905517578,63.02862930297852,62.14052200317383,-0.03558954514177792,-0.02180626915121242
217,217,217,217,2019-12-13,60.71836853027344,63.4024772644043,63.795169830322266,-0.04233444574945311,-0.04822937705522656
218,218,218,218,2019-12-16,61.3222885131836,60.919677734375,63.65172576904297,0.00660887899906637,-0.03659660799004272
219,219,219,219,2019-12-17,61.5331916809082,61.47566223144531,63.325782775878906,0.0009358085358446289,-0.0283074447151328
220,220,220,220,2019-12-18,61.734500885009766,61.2647705078125,63.06696701049805,0.007667218424287858,-0.02112779777829621
221,221,221,221,2019-12-19,61.0826416015625,61.2264289855957,63.6900749206543,-0.0023484528889808898,-0.04093939789425849
222,222,222,222,2019-12-20,62.48221969604492,60.78546905517578,63.02862930297852,0.027913754179127448,-0.00866922877708498
223,223,223,223,2019-12-23,62.5493049621582,60.71836853027344,63.4024772644043,0.03015457226871776,-0.013456450584543367
224,224,224,224,2019-12-24,62.53014755249024,61.3222885131836,60.919677734375,0.01969690089186682,0.0264359543255841
225,225,225,225,2019-12-26,62.2233772277832,61.5331916809082,61.47566223144531,0.011216475661689707,0.012162780671200801
226,226,226,226,2019-12-27,62.01249694824219,61.734500885009766,61.2647705078125,0.004503090804123255,0.012204835409190595
227,227,227,227,2019-12-30,61.77285003662109,61.0826416015625,61.2264289855957,0.011299583923707335,0.008924594494216453
228,228,228,228,2019-12-31,61.99331283569336,62.48221969604492,60.78546905517578,-0.007824735784514925,0.019870600643407066
229,229,229,229,2020-01-02,61.23601531982422,62.5493049621582,60.71836853027344,-0.020996070909637066,0.008525373821477
230,230,230,230,2020-01-03,62.08917999267578,62.53014755249024,61.3222885131836,-0.007052079310132631,0.012505917474480821
231,231,231,231,2020-01-06,61.51401138305664,62.2233772277832,61.5331916809082,-0.011400310885244402,-0.0003117065331346147
232,232,232,232,2020-01-07,61.27436447143555,62.01249694824219,61.734500885009766,-0.011902963324033067,-0.007453472644596171
233,233,233,233,2020-01-08,61.80159378051758,61.77285003662109,61.0826416015625,0.0004653135459906643,0.01177015531916159
234,234,234,234,2020-01-09,63.95848083496094,61.99331283569336,62.48221969604492,0.031699677100271106,0.023626899717992256
235,235,235,235,2020-01-10,63.52708053588867,61.23601531982422,62.5493049621582,0.03741368872711015,0.015632077355967722
236,236,236,236,2020-01-13,64.7061767578125,62.08917999267578,62.53014755249024,0.04214899867328614,0.03479968128166688
237,237,237,237,2020-01-14,63.79551696777344,61.51401138305664,62.2233772277832,0.03708920184882003,0.025266062532013578
238,238,238,238,2020-01-15,65.38679504394531,61.27436447143555,62.01249694824219,0.06711502612853493,0.05441319511000242
239,239,239,239,2020-01-16,66.3166732788086,61.80159378051758,61.77285003662109,0.07305765469942216,0.07355696296178293
240,240,240,240,2020-01-17,66.37415313720703,63.95848083496094,61.99331283569336,0.037769382116493944,0.07066633643413467
241,241,241,241,2020-01-21,66.39335632324219,63.52708053588867,61.23601531982422,0.04511895971253166,0.08422071515401752
242,242,242,242,2020-01-22,68.87614440917969,64.7061767578125,62.08917999267578,0.0644446613956946,0.10930993801664823
243,243,243,243,2020-01-23,68.89532470703125,63.79551696777344,61.51401138305664,0.07993990771850013,0.11999401694046741
