,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,CMG,CMG_6m,CMG_12m,CMG_6m_ret,CMG_12m_ret
54,54,54,54,2019-04-24,709.75,712.27001953125,708.3699951171875,-0.003538011515504258,0.001948141355964994
55,55,55,55,2019-04-25,678.0700073242188,706.47998046875,714.6799926757812,-0.040213415708795,-0.05122570342915822
56,56,56,56,2019-04-26,676.7899780273438,688.2100219726562,710.6699829101562,-0.016593835574464033,-0.047673330374917056
57,57,57,57,2019-04-29,677.9000244140625,700.0,718.8499755859375,-0.03157139369419648,-0.05696592135027412
58,58,58,58,2019-04-30,688.0399780273438,701.6699829101562,707.530029296875,-0.01942509329853681,-0.02754660645131901
59,59,59,59,2019-05-01,688.5599975585938,702.4600219726562,712.4400024414062,-0.01978763770075953,-0.0335186188324349
60,60,60,60,2019-05-02,707.8699951171875,709.75,712.27001953125,-0.0026488268866677878,-0.006177466822144484
61,61,61,61,2019-05-03,709.52001953125,678.0700073242188,706.47998046875,0.04638165951497908,0.004303078850844244
62,62,62,62,2019-05-06,716.6699829101562,676.7899780273438,688.2100219726562,0.0589252296540379,0.041353598507507305
63,63,63,63,2019-05-07,706.52001953125,677.9000244140625,700.0,0.04221860759176832,0.009314313616071379
64,64,64,64,2019-05-08,709.5700073242188,688.0399780273438,701.6699829101562,0.031291828940816835,0.01125888894562288
65,65,65,65,2019-05-09,705.1300048828125,688.5599975585938,702.4600219726562,0.02406472548938443,0.0038009037192727746
66,66,66,66,2019-05-10,705.4400024414062,707.8699951171875,709.75,-0.0034328233892424453,-0.006072557321019745
67,67,67,67,2019-05-13,687.27001953125,709.52001953125,678.0700073242188,-0.031359227911144316,0.013567938572207394
68,68,68,68,2019-05-14,703.1799926757812,716.6699829101562,676.7899780273438,-0.01882315508680399,0.03899291583093056
69,69,69,69,2019-05-15,705.8900146484375,706.52001953125,677.9000244140625,-0.0008917013890569203,0.04128925981167786
70,70,70,70,2019-05-16,708.9299926757812,709.5700073242188,688.0399780273438,-0.0009019753397567776,0.030361629143019542
71,71,71,71,2019-05-17,715.9099731445312,705.1300048828125,688.5599975585938,0.01528791596878687,0.039720540959264916
72,72,72,72,2019-05-20,718.0,705.4400024414062,707.8699951171875,0.017804487291797733,0.014310544242146506
73,73,73,73,2019-05-21,715.0,687.27001953125,709.52001953125,0.04034801414393585,0.007723503661489994
74,74,74,74,2019-05-22,706.0399780273438,703.1799926757812,716.6699829101562,0.00406721661786702,-0.01483249631810668
75,75,75,75,2019-05-23,667.1199951171875,705.8900146484375,706.52001953125,-0.05492359819051851,-0.05576632413077687
76,76,76,76,2019-05-24,662.5599975585938,708.9299926757812,709.5700073242188,-0.06540842621451082,-0.0662514047668098
77,77,77,77,2019-05-28,680.0700073242188,715.9099731445312,705.1300048828125,-0.05006211278617978,-0.03553954219088795
78,78,78,78,2019-05-29,667.969970703125,718.0,705.4400024414062,-0.0696797065416086,-0.05311583069942716
79,79,79,79,2019-05-30,678.0,715.0,687.27001953125,-0.051748251748251706,-0.01348817679777825
80,80,80,80,2019-05-31,659.969970703125,706.0399780273438,703.1799926757812,-0.0652512729561534,-0.0614494473999907
81,81,81,81,2019-06-03,641.6599731445312,667.1199951171875,705.8900146484375,-0.03816408166297558,-0.09099157116692669
82,82,82,82,2019-06-04,662.1799926757812,662.5599975585938,708.9299926757812,-0.0005735403347814083,-0.06594445217862355
83,83,83,83,2019-06-05,679.47998046875,680.0700073242188,715.9099731445312,-0.0008675972313354485,-0.05088627626706721
84,84,84,84,2019-06-06,692.1799926757812,667.969970703125,718.0,0.03624417718534878,-0.035961012986377106
85,85,85,85,2019-06-07,709.8699951171875,678.0,715.0,0.0470058925032264,-0.00717483200393354
86,86,86,86,2019-06-10,720.52001953125,659.969970703125,706.0399780273438,0.09174667260029357,0.02050881246747971
87,87,87,87,2019-06-11,729.239990234375,641.6599731445312,667.1199951171875,0.13648976210974695,0.09311667401945489
88,88,88,88,2019-06-12,737.739990234375,662.1799926757812,662.5599975585938,0.11410794405500813,0.11346895821179226
89,89,89,89,2019-06-13,732.2899780273438,679.47998046875,680.0700073242188,0.07772119720460635,0.07678616927776005
90,90,90,90,2019-06-14,740.5900268554688,692.1799926757812,667.969970703125,0.06993850543490487,0.10871754620331475
91,91,91,91,2019-06-17,731.6500244140625,709.8699951171875,678.0,0.03068171559114785,0.07912982951926617
92,92,92,92,2019-06-18,732.5399780273438,720.52001953125,659.969970703125,0.016682337992376173,0.10995955959466364
93,93,93,93,2019-06-19,736.3499755859375,729.239990234375,641.6599731445312,0.009749856627140563,0.14757037434853015
94,94,94,94,2019-06-20,738.7999877929688,737.739990234375,662.1799926757812,0.0014368172698040471,0.11570871358945212
95,95,95,95,2019-06-21,726.8499755859375,732.2899780273438,679.47998046875,-0.007428754461532572,0.06971507105258423
96,96,96,96,2019-06-24,724.1300048828125,740.5900268554688,692.1799926757812,-0.02222555175708374,0.046158531805464476
97,97,97,97,2019-06-25,733.219970703125,731.6500244140625,709.8699951171875,0.00214576127475663,0.032893312503063044
98,98,98,98,2019-06-26,727.489990234375,732.5399780273438,720.52001953125,-0.006893805040603884,0.009673528166031398
99,99,99,99,2019-06-27,724.1199951171875,736.3499755859375,729.239990234375,-0.016608923574714884,-0.007021001571158925
100,100,100,100,2019-06-28,732.8800048828125,738.7999877929688,737.739990234375,-0.008012971044898287,-0.006587666950274018
101,101,101,101,2019-07-01,725.3900146484375,726.8499755859375,732.2899780273438,-0.002008613863298425,-0.009422446825632536
102,102,102,102,2019-07-02,723.0800170898438,724.1300048828125,740.5900268554688,-0.001449999013835468,-0.023643323742789435
103,103,103,103,2019-07-03,730.97998046875,733.219970703125,731.6500244140625,-0.0030550043968755602,-0.0009157984322478718
104,104,104,104,2019-07-05,739.5399780273438,727.489990234375,732.5399780273438,0.016563785006975307,0.009555792461798829
105,105,105,105,2019-07-08,748.7999877929688,724.1199951171875,736.3499755859375,0.034082738830857995,0.016907737651684407
106,106,106,106,2019-07-09,745.489990234375,732.8800048828125,738.7999877929688,0.017206070935962936,0.009055228142858196
107,107,107,107,2019-07-10,743.010009765625,725.3900146484375,726.8499755859375,0.024290374503882717,0.022232970657611206
108,108,108,108,2019-07-11,740.0599975585938,723.0800170898438,724.1300048828125,0.023482851230059998,0.021998802105098747
109,109,109,109,2019-07-12,750.8499755859375,730.97998046875,733.219970703125,0.027182680303290407,0.02404463269856949
110,110,110,110,2019-07-15,759.8699951171875,739.5399780273438,727.489990234375,0.027490085315025503,0.04450921018498222
111,111,111,111,2019-07-16,761.8499755859375,748.7999877929688,724.1199951171875,0.017427868597370777,0.052104596922011526
112,112,112,112,2019-07-17,752.5599975585938,745.489990234375,732.8800048828125,0.009483705236600137,0.02685295347759986
113,113,113,113,2019-07-18,764.0399780273438,743.010009765625,725.3900146484375,0.028303748247419325,0.05328163139609532
114,114,114,114,2019-07-19,746.52001953125,740.0599975585938,723.0800170898438,0.008729051690359535,0.03241688594264369
115,115,115,115,2019-07-22,742.510009765625,750.8499755859375,730.97998046875,-0.011107366440019195,0.015773385872320578
116,116,116,116,2019-07-23,739.5999755859375,759.8699951171875,739.5399780273438,-0.02667564144064405,8.112821534522752e-05
117,117,117,117,2019-07-24,777.9600219726562,761.8499755859375,748.7999877929688,0.021145956425776102,0.038942353973101085
118,118,118,118,2019-07-25,777.530029296875,752.5599975585938,745.489990234375,0.03318012094622014,0.04297849666958897
119,119,119,119,2019-07-26,779.8599853515625,764.0399780273438,743.010009765625,0.020705732395134735,0.049595530479544125
120,120,120,120,2019-07-29,809.030029296875,746.52001953125,740.0599975585938,0.08373520887608055,0.0931951895330223
121,121,121,121,2019-07-30,805.25,742.510009765625,750.8499755859375,0.08449716422567688,0.07245125681946063
122,122,122,122,2019-07-31,795.530029296875,739.5999755859375,759.8699951171875,0.07562203293290781,0.046929125256732984
123,123,123,123,2019-08-01,790.4299926757812,777.9600219726562,761.8499755859375,0.016029063641991748,0.0375139699490874
124,124,124,124,2019-08-02,792.2100219726562,777.530029296875,752.5599975585938,0.018880290307316416,0.05268686156943314
125,125,125,125,2019-08-05,780.2100219726562,779.8599853515625,764.0399780273438,0.0004488454692748167,0.021163871538583123
126,126,126,126,2019-08-06,790.6099853515625,809.030029296875,746.52001953125,-0.02276805962483408,0.05906066102285812
127,127,127,127,2019-08-07,795.0499877929688,805.25,742.510009765625,-0.012666888801032283,0.07075995924139544
128,128,128,128,2019-08-08,814.0499877929688,795.530029296875,739.5999755859375,0.023280024403934174,0.10066254010899511
129,129,129,129,2019-08-09,817.9000244140625,790.4299926757812,777.9600219726562,0.03475327605584533,0.0513394021715039
130,130,130,130,2019-08-12,812.8200073242188,792.2100219726562,777.530029296875,0.026015809924042843,0.045387286275305305
131,131,131,131,2019-08-13,816.9600219726562,780.2100219726562,779.8599853515625,0.047102701791861934,0.047572689095426446
132,132,132,132,2019-08-14,796.5700073242188,790.6099853515625,809.030029296875,0.007538510875252813,-0.015401186014671442
133,133,133,133,2019-08-15,809.8900146484375,795.0499877929688,805.25,0.018665526801231902,0.005762203847795799
134,134,134,134,2019-08-16,817.2000122070312,814.0499877929688,795.530029296875,0.003869571231863489,0.02723967934850835
135,135,135,135,2019-08-19,820.3099975585938,817.9000244140625,790.4299926757812,0.0029465375627757417,0.037802215451949284
136,136,136,136,2019-08-20,820.1400146484375,812.8200073242188,792.2100219726562,0.009005692844983093,0.03525579316231542
137,137,137,137,2019-08-21,827.510009765625,816.9600219726562,780.2100219726562,0.012913713656996784,0.06062468625226969
138,138,138,138,2019-08-22,819.1500244140625,796.5700073242188,790.6099853515625,0.028346556965775038,0.03609875866899026
139,139,139,139,2019-08-23,805.4400024414062,809.8900146484375,795.0499877929688,-0.005494588310195336,0.013068379105670935
140,140,140,140,2019-08-26,826.7999877929688,817.2000122070312,814.0499877929688,0.011747400198894642,0.015662428832616815
141,141,141,141,2019-08-27,842.1099853515625,820.3099975585938,817.9000244140625,0.026575304284782497,0.029600146979875452
142,142,142,142,2019-08-28,839.3400268554688,820.1400146484375,812.8200073242188,0.02341065167422851,0.03262717365749057
143,143,143,143,2019-08-29,843.6400146484375,827.510009765625,816.9600219726562,0.019492217245059118,0.03265764781409852
144,144,144,144,2019-08-30,838.4199829101562,819.1500244140625,796.5700073242188,0.02352433366510298,0.05253772449519789
145,145,145,145,2019-09-03,827.8699951171875,805.4400024414062,809.8900146484375,0.027848123519806256,0.022200521235657966
146,146,146,146,2019-09-04,838.280029296875,826.7999877929688,817.2000122070312,0.013884907684324821,0.02579541945051189
147,147,147,147,2019-09-05,838.1099853515625,842.1099853515625,820.3099975585938,-0.004749973364025717,0.02169909893326305
148,148,148,148,2019-09-06,836.3200073242188,839.3400268554688,820.1400146484375,-0.003598088301071889,0.019728329781247167
149,149,149,149,2019-09-09,839.6500244140625,843.6400146484375,827.510009765625,-0.004729493818566355,0.014670535105522076
150,150,150,150,2019-09-10,787.97998046875,838.4199829101562,819.1500244140625,-0.06016078274557457,-0.03805169140733211
151,151,151,151,2019-09-11,799.2100219726562,827.8699951171875,805.4400024414062,-0.03461892967926006,-0.007734878389285438
152,152,152,152,2019-09-12,805.4500122070312,838.280029296875,826.7999877929688,-0.03916354433181546,-0.025822418845128925
153,153,153,153,2019-09-13,787.8599853515625,838.1099853515625,842.1099853515625,-0.05995633136254974,-0.0644215137495987
154,154,154,154,2019-09-16,799.8699951171875,836.3200073242188,839.3400268554688,-0.0435838098907283,-0.04702507979531623
155,155,155,155,2019-09-17,825.75,839.6500244140625,843.6400146484375,-0.016554545358064443,-0.021205744556690664
156,156,156,156,2019-09-18,834.969970703125,787.97998046875,838.4199829101562,0.0596334823207334,-0.004114897399100981
157,157,157,157,2019-09-19,832.0900268554688,799.2100219726562,827.8699951171875,0.041140631347009515,0.00509745704418707
158,158,158,158,2019-09-20,834.6599731445312,805.4500122070312,838.280029296875,0.03626539263120887,-0.0043184330126295745
159,159,159,159,2019-09-23,843.2899780273438,787.8599853515625,838.1099853515625,0.07035513124968151,0.006180564324870019
160,160,160,160,2019-09-24,824.489990234375,799.8699951171875,836.3200073242188,0.030779995833673635,-0.014145323543906962
161,161,161,161,2019-09-25,819.219970703125,825.75,839.6500244140625,-0.007907997937481093,-0.024331629984997938
162,162,162,162,2019-09-26,817.5700073242188,834.969970703125,787.97998046875,-0.020839028934482307,0.03755174952270535
163,163,163,163,2019-09-27,818.8300170898438,832.0900268554688,799.2100219726562,-0.015935787399995127,0.02454923559236688
164,164,164,164,2019-09-30,840.469970703125,834.6599731445312,805.4500122070312,0.006960915517135513,0.04347874848264621
165,165,165,165,2019-10-01,828.8400268554688,843.2899780273438,787.8599853515625,-0.017135210364620845,0.05201437091086669
166,166,166,166,2019-10-02,809.97998046875,824.489990234375,799.8699951171875,-0.01759877007300026,0.012639535691148618
167,167,167,167,2019-10-03,815.2899780273438,819.219970703125,825.75,-0.004797237392062392,-0.012667298786141368
168,168,168,168,2019-10-04,823.9299926757812,817.5700073242188,834.969970703125,0.00777913242240591,-0.013222006077712067
169,169,169,169,2019-10-07,814.1599731445312,818.8300170898438,832.0900268554688,-0.005703313078226024,-0.021548213693530882
170,170,170,170,2019-10-08,805.8800048828125,840.469970703125,834.6599731445312,-0.041155504689090794,-0.03448106916316107
171,171,171,171,2019-10-09,827.2899780273438,828.8400268554688,843.2899780273438,-0.001870142340984371,-0.018973307423180596
172,172,172,172,2019-10-10,827.75,809.97998046875,824.489990234375,0.021938837946298584,0.003953971308612525
173,173,173,173,2019-10-11,830.3499755859375,815.2899780273438,819.219970703125,0.018471952267869796,0.013586100535683654
174,174,174,174,2019-10-14,828.1300048828125,823.9299926757812,817.5700073242188,0.005097535281354926,0.01291632210574245
175,175,175,175,2019-10-15,826.739990234375,814.1599731445312,818.8300170898438,0.015451529803480746,0.009660091813247895
176,176,176,176,2019-10-16,823.25,805.8800048828125,840.469970703125,0.02155407134057552,-0.02048850203264141
177,177,177,177,2019-10-17,829.0700073242188,827.2899780273438,828.8400268554688,0.0021516388982729673,0.0002774726862824206
178,178,178,178,2019-10-18,841.47998046875,827.75,809.97998046875,0.01658711020084569,0.03888985006983803
179,179,179,179,2019-10-21,851.5399780273438,830.3499755859375,815.2899780273438,0.025519362996853756,0.04446270771990801
180,180,180,180,2019-10-22,831.0700073242188,828.1300048828125,823.9299926757812,0.0035501701714362177,0.008665802570494652
181,181,181,181,2019-10-23,788.1900024414062,826.739990234375,814.1599731445312,-0.04662891386449097,-0.031897872113291426
182,182,182,182,2019-10-24,798.3400268554688,823.25,805.8800048828125,-0.030258090670551185,-0.009356204374918353
183,183,183,183,2019-10-25,787.8699951171875,829.0700073242188,827.2899780273438,-0.049694249994644224,-0.047649535177680225
184,184,184,184,2019-10-28,782.6099853515625,841.47998046875,827.75,-0.06996006617340289,-0.05453339129983392
185,185,185,185,2019-10-29,763.8200073242188,851.5399780273438,830.3499755859375,-0.10301333227634824,-0.08012280389936999
186,186,186,186,2019-10-30,775.52001953125,831.0700073242188,828.1300048828125,-0.06684152634965379,-0.06352865497127747
187,187,187,187,2019-10-31,778.1599731445312,788.1900024414062,826.739990234375,-0.012725395229331915,-0.058760937735782726
188,188,188,188,2019-11-01,768.6300048828125,798.3400268554688,823.25,-0.037214746816189526,-0.06634679030329482
189,189,189,189,2019-11-04,751.77001953125,787.8699951171875,829.0700073242188,-0.04581971113212402,-0.0932369849470861
190,190,190,190,2019-11-05,740.760009765625,782.6099853515625,841.47998046875,-0.053474880680365655,-0.11969384066275535
191,191,191,191,2019-11-06,744.3099975585938,763.8200073242188,851.5399780273438,-0.02554267966084267,-0.12592477539006008
192,192,192,192,2019-11-07,737.3400268554688,775.52001953125,831.0700073242188,-0.049231472707640056,-0.11278229227707393
193,193,193,193,2019-11-08,731.6199951171875,778.1599731445312,788.1900024414062,-0.059807725446576865,-0.07177204373183377
194,194,194,194,2019-11-11,743.3699951171875,768.6300048828125,798.3400268554688,-0.03286367902001974,-0.06885541234203085
195,195,195,195,2019-11-12,757.27001953125,751.77001953125,787.8699951171875,0.007316067224161671,-0.038838863994796635
196,196,196,196,2019-11-13,753.2999877929688,740.760009765625,782.6099853515625,0.01692852997195593,-0.037451601828754066
197,197,197,197,2019-11-14,749.2000122070312,744.3099975585938,763.8200073242188,0.006569862912599866,-0.01914062865203492
198,198,198,198,2019-11-15,754.6599731445312,737.3400268554688,775.52001953125,0.02348976816425763,-0.026898140423669892
199,199,199,199,2019-11-18,771.3099975585938,731.6199951171875,778.1599731445312,0.054249477469582974,-0.008802785831114934
200,200,200,200,2019-11-19,766.780029296875,743.3699951171875,768.6300048828125,0.031491766325592696,-0.0024068479947247923
201,201,201,201,2019-11-20,775.9400024414062,757.27001953125,751.77001953125,0.02465432729228212,0.0321507672322805
202,202,202,202,2019-11-21,773.4600219726562,753.2999877929688,740.760009765625,0.02676229192403512,0.044143868156945265
203,203,203,203,2019-11-22,772.6099853515625,749.2000122070312,744.3099975585938,0.0312466267526732,0.038021775719519146
204,204,204,204,2019-11-25,786.510009765625,754.6599731445312,737.3400268554688,0.04220448646346031,0.06668562823023638
205,205,205,205,2019-11-26,815.8400268554688,771.3099975585938,731.6199951171875,0.05773298600799248,0.11511444780126778
206,206,206,206,2019-11-27,816.75,766.780029296875,743.3699951171875,0.06516858654880031,0.09871262677375703
207,207,207,207,2019-11-29,813.9199829101562,775.9400024414062,757.27001953125,0.04894705821229772,0.07480814229774024
208,208,208,208,2019-12-02,813.780029296875,773.4600219726562,753.2999877929688,0.05212940058800375,0.08028679474839984
209,209,209,209,2019-12-03,814.9099731445312,772.6099853515625,749.2000122070312,0.05474947074845393,0.0877068337785103
210,210,210,210,2019-12-04,809.4000244140625,786.510009765625,754.6599731445312,0.02910327187731343,0.07253604698476246
211,211,211,211,2019-12-05,819.72998046875,815.8400268554688,771.3099975585938,0.004768034768132701,0.0627762936606795
212,212,212,212,2019-12-06,822.47998046875,816.75,766.780029296875,0.007015586738598145,0.07264136915896335
213,213,213,213,2019-12-09,827.030029296875,813.9199829101562,775.9400024414062,0.016107291456150197,0.06584275420099472
214,214,214,214,2019-12-10,817.72998046875,813.780029296875,773.4600219726562,0.004853831538834674,0.05723625945551292
215,215,215,215,2019-12-11,822.739990234375,814.9099731445312,772.6099853515625,0.009608444304135544,0.06488397229295684
216,216,216,216,2019-12-12,811.2000122070312,809.4000244140625,786.510009765625,0.002223854384328483,0.03139184770040471
217,217,217,217,2019-12-13,815.3200073242188,819.72998046875,815.8400268554688,-0.0053797875515172455,-0.0006374037974752333
218,218,218,218,2019-12-16,822.7899780273438,822.47998046875,816.75,0.0003769059016087706,0.007395136856251927
219,219,219,219,2019-12-17,832.0499877929688,827.030029296875,813.9199829101562,0.0060698624212733865,0.022274922920541895
220,220,220,220,2019-12-18,826.8800048828125,817.72998046875,813.780029296875,0.011189542553909249,0.016097686247297238
221,221,221,221,2019-12-19,833.9199829101562,822.739990234375,814.9099731445312,0.013588731322755399,0.02332774219496936
222,222,222,222,2019-12-20,834.530029296875,811.2000122070312,809.4000244140625,0.02875988256751838,0.031047694742787346
223,223,223,223,2019-12-23,828.2899780273438,815.3200073242188,819.72998046875,0.015907828320920192,0.010442460032630274
224,224,224,224,2019-12-24,828.8900146484375,822.7899780273438,822.47998046875,0.007413844096301192,0.007793544319503409
225,225,225,225,2019-12-26,838.5999755859375,832.0499877929688,827.030029296875,0.007872108513988119,0.013989753550906814
226,226,226,226,2019-12-27,836.7899780273438,826.8800048828125,817.72998046875,0.011984777822672932,0.023308424558028173
227,227,227,227,2019-12-30,836.0700073242188,833.9199829101562,822.739990234375,0.0025782142868906455,0.01620198027088282
228,228,228,228,2019-12-31,837.1099853515625,834.530029296875,811.2000122070312,0.003091507751807665,0.03194030171922457
229,229,229,229,2020-01-02,858.1900024414062,828.2899780273438,815.3200073242188,0.03609849836077017,0.05258057539625649
230,230,230,230,2020-01-03,865.1300048828125,828.8900146484375,822.7899780273438,0.04372110846303978,0.05145909404120341
231,231,231,231,2020-01-06,858.02001953125,838.5999755859375,832.0499877929688,0.02315769676924151,0.031212105185131067
232,232,232,232,2020-01-07,860.0800170898438,836.7899780273438,826.8800048828125,0.027832597992394792,0.040150943318234544
233,233,233,233,2020-01-08,856.72998046875,836.0700073242188,833.9199829101562,0.02471081723246127,0.02735274130138121
234,234,234,234,2020-01-09,862.6699829101562,837.1099853515625,834.530029296875,0.030533619244619725,0.033719521917012774
235,235,235,235,2020-01-10,857.77001953125,858.1900024414062,828.2899780273438,-0.0004893821985357816,0.03559145019974275
236,236,236,236,2020-01-13,863.0,865.1300048828125,828.8900146484375,-0.0024620633555543225,0.04115140096847436
237,237,237,237,2020-01-14,859.219970703125,858.02001953125,838.5999755859375,0.0013985118581854028,0.02458859494096699
238,238,238,238,2020-01-15,865.0900268554688,860.0800170898438,836.7899780273438,0.005825050769783902,0.033819775058539614
239,239,239,239,2020-01-16,870.239990234375,856.72998046875,836.0700073242188,0.015769273952842333,0.04086976283184085
240,240,240,240,2020-01-17,878.1500244140625,862.6699829101562,837.1099853515625,0.017944337708013736,0.04902586252780683
241,241,241,241,2020-01-21,870.72998046875,857.77001953125,858.1900024414062,0.015108899404740583,0.014612123179796654
242,242,242,242,2020-01-22,879.1799926757812,863.0,865.1300048828125,0.018748543077382607,0.01624031962094752
243,243,243,243,2020-01-23,879.8400268554688,859.219970703125,858.02001953125,0.02399857644773995,0.025430650599667093
244,244,244,244,2020-01-24,869.7100219726562,865.0900268554688,860.0800170898438,0.0053404789949791365,0.011196638326043784
245,245,245,245,2020-01-27,865.030029296875,870.239990234375,856.72998046875,-0.005986809381279823,0.009688056934325617
246,246,246,246,2020-01-28,877.8200073242188,878.1500244140625,862.6699829101562,-0.0003758094638373066,0.017561784592243557
247,247,247,247,2020-01-29,879.2999877929688,870.72998046875,857.77001953125,0.009842324849783202,0.025099930950587934
248,248,248,248,2020-01-30,879.9500122070312,879.1799926757812,863.0,0.0008758383239664269,0.019640802093894738
249,249,249,249,2020-01-31,866.760009765625,879.8400268554688,859.219970703125,-0.014866358304465255,0.008775446707005363
