,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,NCLH,NCLH_6m,NCLH_12m,NCLH_6m_ret,NCLH_12m_ret
49,49,49,49,2019-04-16,59.560001373291016,57.290000915527344,54.959999084472656,0.039622978207152215,0.08369727739165778
50,50,50,50,2019-04-17,57.84000015258789,55.880001068115234,56.11000061035156,0.03507514400516043,0.030832285215073973
51,51,51,51,2019-04-18,56.91999816894531,56.5,56.5,0.007433595910536495,0.007433595910536495
52,52,52,52,2019-04-22,56.59999847412109,57.47999954223633,56.7599983215332,-0.01530969163401985,-0.0028188839348752825
53,53,53,53,2019-04-23,57.29999923706055,58.59999847412109,56.72999954223633,-0.02218428789950644,0.010047588567312582
54,54,54,54,2019-04-24,56.97999954223633,58.66999816894531,57.130001068115234,-0.028805159015728776,-0.002625617417721715
55,55,55,55,2019-04-25,56.79999923706055,59.560001373291016,57.290000915527344,-0.04633986018455938,-0.00855300524762237
56,56,56,56,2019-04-26,57.27000045776367,57.84000015258789,55.880001068115234,-0.009854766482027988,0.024874720169637987
57,57,57,57,2019-04-29,57.08000183105469,56.91999816894531,56.5,0.0028110271830028566,0.01026551913371132
58,58,58,58,2019-04-30,56.38999938964844,56.59999847412109,57.47999954223633,-0.003710231274452469,-0.01896312041176962
59,59,59,59,2019-05-01,58.0,57.29999923706055,58.59999847412109,0.012216418364046078,-0.010238882077549194
60,60,60,60,2019-05-02,56.900001525878906,56.97999954223633,58.66999816894531,-0.0014039666023184516,-0.030168684136814616
61,61,61,61,2019-05-03,58.25,56.79999923706055,59.560001373291016,0.025528182789012588,-0.021994649816755585
62,62,62,62,2019-05-06,58.290000915527344,57.27000045776367,57.84000015258789,0.01781037977319233,0.007780096157543381
63,63,63,63,2019-05-07,57.18999862670898,57.08000183105469,56.91999816894531,0.0019270636321957468,0.0047435078434519
64,64,64,64,2019-05-08,57.34000015258789,56.38999938964844,56.59999847412109,0.016846972392658754,0.013074234954355113
65,65,65,65,2019-05-09,57.59000015258789,58.0,57.29999923706055,-0.007068962886415675,0.0050610980696099706
66,66,66,66,2019-05-10,57.900001525878906,56.900001525878906,56.97999954223633,0.017574691971584233,0.016146051088691715
67,67,67,67,2019-05-13,55.290000915527344,58.25,56.79999923706055,-0.05081543492656926,-0.026584477848865307
68,68,68,68,2019-05-14,56.29999923706055,58.290000915527344,57.27000045776367,-0.03413967485350822,-0.016937335654790053
69,69,69,69,2019-05-15,56.72999954223633,57.18999862670898,57.08000183105469,-0.008043348409136342,-0.006131784821140962
70,70,70,70,2019-05-16,57.54999923706055,57.34000015258789,56.38999938964844,0.003662348864908127,0.020571020747786273
71,71,71,71,2019-05-17,56.91999816894531,57.59000015258789,58.0,-0.011633998643295174,-0.01862072122508085
72,72,72,72,2019-05-20,55.88999938964844,57.900001525878906,56.900001525878906,-0.03471506188703777,-0.017750476434892692
73,73,73,73,2019-05-21,56.77000045776367,55.290000915527344,58.25,0.026767942082285057,-0.02540771746328463
74,74,74,74,2019-05-22,56.810001373291016,56.29999923706055,58.290000915527344,0.009058652631290798,-0.025390281677660553
75,75,75,75,2019-05-23,55.54999923706055,56.72999954223633,57.18999862670898,-0.020800287585006072,-0.02867633203408604
76,76,76,76,2019-05-24,55.380001068115234,57.54999923706055,57.34000015258789,-0.03770631099414323,-0.03418205579450451
77,77,77,77,2019-05-28,55.220001220703125,56.91999816894531,57.59000015258789,-0.02986642661506056,-0.04115295929163609
78,78,78,78,2019-05-29,54.65999984741211,55.88999938964844,57.900001525878906,-0.02200750681103314,-0.05595857673714655
79,79,79,79,2019-05-30,55.15999984741211,56.77000045776367,55.290000915527344,-0.02836005984444878,-0.0023512582015300376
80,80,80,80,2019-05-31,54.709999084472656,56.810001373291016,56.29999923706055,-0.03696536240193904,-0.02824156614803719
81,81,81,81,2019-06-03,54.29999923706055,55.54999923706055,56.72999954223633,-0.02250225053407484,-0.0428344848366623
82,82,82,82,2019-06-04,54.2599983215332,55.380001068115234,57.54999923706055,-0.020223956752988714,-0.057167696944271706
83,83,83,83,2019-06-05,52.380001068115234,55.220001220703125,56.91999816894531,-0.051430642698412576,-0.07976101979755568
84,84,84,84,2019-06-06,51.93999862670898,54.65999984741211,55.88999938964844,-0.0497621885893933,-0.07067455369611353
85,85,85,85,2019-06-07,52.59000015258789,55.15999984741211,56.77000045776367,-0.04659172773628628,-0.0736304433938777
86,86,86,86,2019-06-10,53.83000183105469,54.709999084472656,56.810001373291016,-0.016084760887296823,-0.05245554427388843
87,87,87,87,2019-06-11,53.59000015258789,54.29999923706055,55.54999923706055,-0.013075489768848314,-0.03528351235628879
88,88,88,88,2019-06-12,53.84000015258789,54.2599983215332,55.380001068115234,-0.007740475155500248,-0.027807888873696562
89,89,89,89,2019-06-13,53.720001220703125,52.380001068115234,55.220001220703125,0.025582285705671337,-0.027164070388278394
90,90,90,90,2019-06-14,54.27999877929688,51.93999862670898,54.65999984741211,0.04505198718631864,-0.006952086885767095
91,91,91,91,2019-06-17,53.040000915527344,52.59000015258789,55.15999984741211,0.008556774322757033,-0.03843362831307595
92,92,92,92,2019-06-18,53.75,53.83000183105469,54.709999084472656,-0.0014861940987067612,-0.017547049909293788
93,93,93,93,2019-06-19,53.90999984741211,53.59000015258789,54.29999923706055,0.005971257583748502,-0.007182309302543377
94,94,94,94,2019-06-20,52.560001373291016,53.84000015258789,54.2599983215332,-0.023774122876471626,-0.03133057502450276
95,95,95,95,2019-06-21,51.11000061035156,53.720001220703125,52.380001068115234,-0.048585267145260125,-0.024245903624785292
96,96,96,96,2019-06-24,50.83000183105469,54.27999877929688,51.93999862670898,-0.06355926724077354,-0.02137075134775801
97,97,97,97,2019-06-25,50.86000061035156,53.040000915527344,52.59000015258789,-0.041101060851180926,-0.0328959790305533
98,98,98,98,2019-06-26,50.40999984741211,53.75,53.83000183105469,-0.06213953772256542,-0.06353338040701251
99,99,99,99,2019-06-27,51.84000015258789,53.90999984741211,53.59000015258789,-0.03839732332931156,-0.032655346053688916
100,100,100,100,2019-06-28,53.630001068115234,52.560001373291016,53.84000015258789,0.020357680115433707,-0.0039004287495820744
101,101,101,101,2019-07-01,52.81999969482422,51.11000061035156,53.720001220703125,0.0334572307582075,-0.0167535648813808
102,102,102,102,2019-07-02,53.72999954223633,50.83000183105469,54.27999877929688,0.0570528744189398,-0.010132631713881568
103,103,103,103,2019-07-03,52.7599983215332,50.86000061035156,53.040000915527344,0.03735740637790963,-0.005279083506051996
104,104,104,104,2019-07-05,51.95000076293945,50.40999984741211,53.75,0.030549512402079593,-0.03348835789880089
105,105,105,105,2019-07-08,50.25,51.84000015258789,53.90999984741211,-0.030671299149456432,-0.06789092668839625
106,106,106,106,2019-07-09,50.7599983215332,53.630001068115234,52.560001373291016,-0.0535148739403688,-0.034246632510030794
107,107,107,107,2019-07-10,49.650001525878906,52.81999969482422,51.11000061035156,-0.06001511145892602,-0.028565820133779396
108,108,108,108,2019-07-11,49.619998931884766,53.72999954223633,50.83000183105469,-0.07649359101744924,-0.023804895840681795
109,109,109,109,2019-07-12,49.790000915527344,52.7599983215332,50.86000061035156,-0.05629259856882329,-0.021038137671717583
110,110,110,110,2019-07-15,50.36000061035156,51.95000076293945,50.40999984741211,-0.03060635474951101,-0.0009918515614341095
111,111,111,111,2019-07-16,50.81999969482422,50.25,51.84000015258789,0.011343277508939709,-0.019675934698328734
112,112,112,112,2019-07-17,49.400001525878906,50.7599983215332,53.630001068115234,-0.02679268795557399,-0.07887375457747658
113,113,113,113,2019-07-18,49.27999877929688,49.650001525878906,52.81999969482422,-0.00745222024593839,-0.06702008587618791
114,114,114,114,2019-07-19,48.59999847412109,49.619998931884766,53.72999954223633,-0.020556236995568522,-0.09547740762742096
115,115,115,115,2019-07-22,47.91999816894531,49.790000915527344,52.7599983215332,-0.03755779699130024,-0.09173616957096298
116,116,116,116,2019-07-23,48.45000076293945,50.36000061035156,51.95000076293945,-0.037926922642242955,-0.06737247254280809
117,117,117,117,2019-07-24,49.459999084472656,50.81999969482422,50.25,-0.026761129840976228,-0.015721411254275508
118,118,118,118,2019-07-25,48.7599983215332,49.400001525878906,50.7599983215332,-0.012955530052168651,-0.03940110453375578
119,119,119,119,2019-07-26,49.040000915527344,49.27999877929688,49.650001525878906,-0.0048700866419332245,-0.012286013929599049
120,120,120,120,2019-07-29,49.09999847412109,48.59999847412109,49.619998931884766,0.01028806616663247,-0.01047965475528334
121,121,121,121,2019-07-30,48.5,47.91999816894531,49.790000915527344,0.012103544516213205,-0.02590883494290208
122,122,122,122,2019-07-31,49.43999862670898,48.45000076293945,50.36000061035156,0.020433392119300064,-0.018268506205170287
123,123,123,123,2019-08-01,48.56999969482422,49.459999084472656,50.81999969482422,-0.017994326852461273,-0.044273908176137855
124,124,124,124,2019-08-02,47.45000076293945,48.7599983215332,49.400001525878906,-0.026866234694172153,-0.03947369843537185
125,125,125,125,2019-08-05,46.04999923706055,49.040000915527344,49.27999877929688,-0.06097066930355799,-0.06554382350336618
126,126,126,126,2019-08-06,46.91999816894531,49.09999847412109,48.59999847412109,-0.04439919293123351,-0.03456790859922254
127,127,127,127,2019-08-07,47.63999938964844,48.5,47.91999816894531,-0.017731971347454856,-0.005843046535805807
128,128,128,128,2019-08-08,48.59999847412109,49.43999862670898,48.45000076293945,-0.01699029482039871,0.0030959279426134856
129,129,129,129,2019-08-09,49.65999984741211,48.56999969482422,49.459999084472656,0.022441839807218367,0.004043687154095421
130,130,130,130,2019-08-12,49.83000183105469,47.45000076293945,48.7599983215332,0.050158082820814576,0.021944289301768727
131,131,131,131,2019-08-13,50.43999862670898,46.04999923706055,49.040000915527344,0.09533115010597881,0.0285480767749815
132,132,132,132,2019-08-14,48.90999984741211,46.91999816894531,49.09999847412109,0.04241265464890631,-0.0038696259188096827
133,133,133,133,2019-08-15,49.11000061035156,47.63999938964844,48.5,0.03085644919261976,0.012577332172197142
134,134,134,134,2019-08-16,50.47999954223633,48.59999847412109,49.43999862670898,0.03868315076421913,0.021035617807754425
135,135,135,135,2019-08-19,51.34999847412109,49.65999984741211,48.56999969482422,0.03403138606326528,0.057236952784933015
136,136,136,136,2019-08-20,50.97999954223633,49.83000183105469,47.45000076293945,0.023078420006497957,0.0743940721293721
137,137,137,137,2019-08-21,50.900001525878906,50.43999862670898,46.04999923706055,0.009119803959041883,0.10532035546517737
138,138,138,138,2019-08-22,50.5,48.90999984741211,46.91999816894531,0.03250869265075296,0.07630012725414304
139,139,139,139,2019-08-23,49.720001220703125,49.11000061035156,47.63999938964844,0.012421107773779694,0.04366082824733719
140,140,140,140,2019-08-26,49.47999954223633,50.47999954223633,48.59999847412109,-0.019809825853173924,0.01810701843095397
141,141,141,141,2019-08-27,49.09000015258789,51.34999847412109,49.65999984741211,-0.044011653139038986,-0.01147804463503077
142,142,142,142,2019-08-28,49.56999969482422,50.97999954223633,49.83000183105469,-0.02765790231606302,-0.005217782995713849
143,143,143,143,2019-08-29,50.22999954223633,50.900001525878906,50.43999862670898,-0.013163103409769672,-0.004163344373317446
144,144,144,144,2019-08-30,50.75,50.5,48.90999984741211,0.004950495049504955,0.03762012182229135
145,145,145,145,2019-09-03,50.58000183105469,49.720001220703125,49.11000061035156,0.017296874280716246,0.029932828394086286
146,146,146,146,2019-09-04,51.040000915527344,49.47999954223633,50.47999954223633,0.031527918102735475,0.011093529682433267
147,147,147,147,2019-09-05,52.310001373291016,49.09000015258789,51.34999847412109,0.06559383195547563,0.018695285836351827
148,148,148,148,2019-09-06,52.119998931884766,49.56999969482422,50.97999954223633,0.051442389605800276,0.022361698703115218
149,149,149,149,2019-09-09,52.93999862670898,50.22999954223633,50.900001525878906,0.05395180388552312,0.04007852730206474
150,150,150,150,2019-09-10,54.66999816894531,50.75,50.5,0.07724134323044951,0.08257422116723401
151,151,151,151,2019-09-11,54.59999847412109,50.58000183105469,49.720001220703125,0.07947798532103323,0.0981495803219321
152,152,152,152,2019-09-12,54.41999816894531,51.040000915527344,49.47999954223633,0.06622251553270853,0.09983829168171643
153,153,153,153,2019-09-13,54.68000030517578,52.310001373291016,49.09000015258789,0.045306803090524594,0.11387248187435994
154,154,154,154,2019-09-16,53.34000015258789,52.119998931884766,49.56999969482422,0.023407545005853514,0.07605407466156011
155,155,155,155,2019-09-17,53.959999084472656,52.93999862670898,50.22999954223633,0.019267103970967536,0.0742584028713742
156,156,156,156,2019-09-18,53.880001068115234,54.66999816894531,50.75,-0.014450285847619204,0.06167489789389635
157,157,157,157,2019-09-19,53.77000045776367,54.59999847412109,50.58000183105469,-0.015201429295841673,0.06306837705075785
158,158,158,158,2019-09-20,53.66999816894531,54.41999816894531,51.040000915527344,-0.013781698368890871,0.051528158429516635
159,159,159,159,2019-09-23,53.5099983215332,54.68000030517578,52.310001373291016,-0.021397256348073435,0.02294010546241143
160,160,160,160,2019-09-24,53.11000061035156,53.34000015258789,52.119998931884766,-0.004311952410543274,0.01899466037519737
161,161,161,161,2019-09-25,53.29999923706055,53.959999084472656,52.93999862670898,-0.01223127981115979,0.006800162819988076
162,162,162,162,2019-09-26,51.2599983215332,53.880001068115234,54.66999816894531,-0.04862662759174441,-0.06237424477085718
163,163,163,163,2019-09-27,51.02000045776367,53.77000045776367,54.59999847412109,-0.05114376002581822,-0.06556773106970393
164,164,164,164,2019-09-30,51.77000045776367,53.66999816894531,54.41999816894531,-0.035401486417061645,-0.04869529217834223
165,165,165,165,2019-10-01,50.7599983215332,53.5099983215332,54.68000030517578,-0.05139226474042624,-0.07168986762554075
166,166,166,166,2019-10-02,49.13999938964844,53.11000061035156,53.34000015258789,-0.07475053991864089,-0.07874017155839252
167,167,167,167,2019-10-03,48.13999938964844,53.29999923706055,53.959999084472656,-0.09681050508954336,-0.10785766852429324
168,168,168,168,2019-10-04,48.43999862670898,51.2599983215332,53.880001068115234,-0.05501365171991446,-0.10096515095701264
169,169,169,169,2019-10-07,48.560001373291016,51.02000045776367,53.77000045776367,-0.04821636735399759,-0.0968941610585462
170,170,170,170,2019-10-08,47.16999816894531,51.77000045776367,53.66999816894531,-0.0888545923921954,-0.12111049416359121
171,171,171,171,2019-10-09,47.209999084472656,50.7599983215332,53.5099983215332,-0.06993694551708807,-0.11773499223836337
172,172,172,172,2019-10-10,48.09000015258789,49.13999938964844,53.11000061035156,-0.021367506107086598,-0.09452081340750795
173,173,173,173,2019-10-11,49.15999984741211,48.13999938964844,53.29999923706055,0.021188210857829848,-0.07767353562680379
174,174,174,174,2019-10-14,49.33000183105469,48.43999862670898,51.2599983215332,0.018373311923567615,-0.037651122779451374
175,175,175,175,2019-10-15,49.61000061035156,48.560001373291016,51.02000045776367,0.02162271843834973,-0.027636217851063405
176,176,176,176,2019-10-16,49.33000183105469,47.16999816894531,51.77000045776367,0.0457918962467001,-0.0471315164213616
177,177,177,177,2019-10-17,49.77999877929688,47.209999084472656,50.7599983215332,0.05443761373995648,-0.019306532203343107
178,178,178,178,2019-10-18,50.209999084472656,48.09000015258789,49.13999938964844,0.04408398679887893,0.021774515834642516
179,179,179,179,2019-10-21,50.95000076293945,49.15999984741211,48.13999938964844,0.036411735579400695,0.05837144596838639
180,180,180,180,2019-10-22,49.970001220703125,49.33000183105469,48.43999862670898,0.01297383673003516,0.03158552100268919
181,181,181,181,2019-10-23,50.68999862670898,49.61000061035156,48.560001373291016,0.02176976422233845,0.043863204142936985
182,182,182,182,2019-10-24,50.970001220703125,49.33000183105469,47.16999816894531,0.033245475953256776,0.08055974558548051
183,183,183,183,2019-10-25,51.470001220703125,49.77999877929688,47.209999084472656,0.03394942713636828,0.09023516667746723
184,184,184,184,2019-10-28,51.88999938964844,50.209999084472656,48.09000015258789,0.03345947691314177,0.0790184908505569
185,185,185,185,2019-10-29,52.619998931884766,50.95000076293945,49.15999984741211,0.03277719615188013,0.07038240633059711
186,186,186,186,2019-10-30,51.18999862670898,49.970001220703125,49.33000183105469,0.02441459628182674,0.03770518399785194
187,187,187,187,2019-10-31,50.7599983215332,50.68999862670898,49.61000061035156,0.0013809370037611846,0.023180763899077306
188,188,188,188,2019-11-01,51.33000183105469,50.970001220703125,49.33000183105469,0.007062990028050775,0.04054327844644323
189,189,189,189,2019-11-04,52.290000915527344,51.470001220703125,49.77999877929688,0.015931604339935124,0.05042190031700744
190,190,190,190,2019-11-05,52.4900016784668,51.88999938964844,50.209999084472656,0.011562965809902348,0.04540933351060805
191,191,191,191,2019-11-06,52.060001373291016,52.619998931884766,50.95000076293945,-0.010642295134187574,0.02178607642257324
192,192,192,192,2019-11-07,52.220001220703125,51.18999862670898,49.970001220703125,0.020121168619386065,0.04502701510977358
193,193,193,193,2019-11-08,51.81999969482422,50.7599983215332,50.68999862670898,0.02088261245748191,0.02229238703352099
194,194,194,194,2019-11-11,51.91999816894531,51.33000183105469,50.970001220703125,0.011494181119114488,0.01863835443379025
195,195,195,195,2019-11-12,51.2599983215332,52.290000915527344,51.470001220703125,-0.019697888237907524,-0.0040801028597110545
196,196,196,196,2019-11-13,52.119998931884766,52.4900016784668,51.88999938964844,-0.007049013807401305,0.004432444496852428
197,197,197,197,2019-11-14,52.40999984741211,52.060001373291016,52.619998931884766,0.006722982421983881,-0.003990860675320285
198,198,198,198,2019-11-15,53.060001373291016,52.220001220703125,51.18999862670898,0.01608579343071459,0.03653062701209642
199,199,199,199,2019-11-18,53.4900016784668,51.81999969482422,50.7599983215332,0.03222697787490292,0.05378257382202234
200,200,200,200,2019-11-19,53.65999984741211,51.91999816894531,51.33000183105469,0.03351313058226446,0.045392517694160084
201,201,201,201,2019-11-20,52.77999877929688,51.2599983215332,52.290000915527344,0.029652760583980697,0.009370775582144608
202,202,202,202,2019-11-21,53.41999816894531,52.119998931884766,52.4900016784668,0.02494242639489519,0.01771759307944598
203,203,203,203,2019-11-22,54.0099983215332,52.40999984741211,52.060001373291016,0.03052849606524277,0.037456721029642814
204,204,204,204,2019-11-25,53.970001220703125,53.060001373291016,52.220001220703125,0.017150392458719077,0.03351206355978009
205,205,205,205,2019-11-26,53.93000030517578,53.4900016784668,51.81999969482422,0.008225810673064826,0.040717881566531666
206,206,206,206,2019-11-27,54.63999938964844,53.65999984741211,51.91999816894531,0.018263129799162447,0.05238831503522712
207,207,207,207,2019-11-29,53.63999938964844,52.77999877929688,51.2599983215332,0.016294062717729707,0.046429987242419646
208,208,208,208,2019-12-02,53.150001525878906,53.41999816894531,52.119998931884766,-0.005054224116828321,0.019762137665049417
209,209,209,209,2019-12-03,52.86000061035156,54.0099983215332,52.40999984741211,-0.021292311551936227,0.00858616226387321
210,210,210,210,2019-12-04,53.61000061035156,53.970001220703125,53.060001373291016,-0.006670383587344952,0.010365609175000845
211,211,211,211,2019-12-05,54.25,53.93000030517578,53.4900016784668,0.005933611960196927,0.014208231401853677
212,212,212,212,2019-12-06,54.709999084472656,54.63999938964844,53.65999984741211,0.001281107167023121,0.01956763399266359
213,213,213,213,2019-12-09,54.86000061035156,53.63999938964844,52.77999877929688,0.022744243746926074,0.03940890259873542
214,214,214,214,2019-12-10,54.77999877929688,53.150001525878906,53.41999816894531,0.030667868421872413,0.025458642024854594
215,215,215,215,2019-12-11,55.40999984741211,52.86000061035156,54.0099983215332,0.04824062065109369,0.025921154774795507
216,216,216,216,2019-12-12,56.130001068115234,53.61000061035156,53.970001220703125,0.04700616357159837,0.04002223084226131
217,217,217,217,2019-12-13,55.77999877929688,54.25,53.93000030517578,0.02820274247551846,0.03430369856577875
218,218,218,218,2019-12-16,55.220001220703125,54.709999084472656,54.63999938964844,0.009321918200784873,0.010614967744025483
219,219,219,219,2019-12-17,55.27000045776367,54.86000061035156,53.63999938964844,0.007473566220390193,0.030387790579091467
220,220,220,220,2019-12-18,54.83000183105469,54.77999877929688,53.150001525878906,0.0009127976062808241,0.031608659585038446
221,221,221,221,2019-12-19,55.34000015258789,55.40999984741211,52.86000061035156,-0.0012633043677492406,0.04691637369657298
222,222,222,222,2019-12-20,57.560001373291016,56.130001068115234,53.61000061035156,0.02547657719515173,0.0736802969216297
223,223,223,223,2019-12-23,58.5099983215332,55.77999877929688,54.25,0.04894226608067931,0.07852531468263968
224,224,224,224,2019-12-24,58.380001068115234,55.220001220703125,54.709999084472656,0.057225638854701,0.06708100977987708
225,225,225,225,2019-12-26,59.11000061035156,55.27000045776367,54.86000061035156,0.06947711454285854,0.07746992257958651
226,226,226,226,2019-12-27,59.11000061035156,54.83000183105469,54.77999877929688,0.07805943163169404,0.07904348170031583
227,227,227,227,2019-12-30,58.59000015258789,55.34000015258789,55.40999984741211,0.05872786395082841,0.057390368416041504
228,228,228,228,2019-12-31,58.40999984741211,57.560001373291016,56.130001068115234,0.014767172582374366,0.040619966789775086
229,229,229,229,2020-01-02,58.83000183105469,58.5099983215332,55.77999877929688,0.005469210711013028,0.054679152357562266
230,230,230,230,2020-01-03,57.59999847412109,58.380001068115234,55.220001220703125,-0.01336078416792208,0.043100275277169864
231,231,231,231,2020-01-06,56.79999923706055,59.11000061035156,55.27000045776367,-0.03907970477818734,0.027682264639495857
232,232,232,232,2020-01-07,56.970001220703125,59.11000061035156,54.83000183105469,-0.0362036773397304,0.03902971581584702
233,233,233,233,2020-01-08,57.56999969482422,58.59000015258789,55.34000015258789,-0.017409121950968554,0.04029634145441974
234,234,234,234,2020-01-09,58.060001373291016,58.40999984741211,57.560001373291016,-0.005992098528255663,0.008686587701021375
235,235,235,235,2020-01-10,57.959999084472656,58.83000183105469,58.5099983215332,-0.014788419505416095,-0.00940008977676099
236,236,236,236,2020-01-13,57.84000015258789,57.59999847412109,58.380001068115234,0.004166695917095176,-0.009249758575668676
237,237,237,237,2020-01-14,57.900001525878906,56.79999923706055,59.11000061035156,0.019366237739324443,-0.020470293892379976
238,238,238,238,2020-01-15,57.540000915527344,56.970001220703125,59.11000061035156,0.010005260358272094,-0.026560644199169148
239,239,239,239,2020-01-16,58.58000183105469,57.56999969482422,58.59000015258789,0.017543896848783103,-0.00017064894192120317
240,240,240,240,2020-01-17,59.650001525878906,58.060001373291016,58.40999984741211,0.02738546529417296,0.0212292703596324
241,241,241,241,2020-01-21,57.95000076293945,57.959999084472656,58.83000183105469,-0.00017250382489886196,-0.014958372271385967
242,242,242,242,2020-01-22,57.630001068115234,57.84000015258789,57.59999847412109,-0.003630689555993327,0.0005208783817525209
243,243,243,243,2020-01-23,58.220001220703125,57.900001525878906,56.79999923706055,0.005526764877220147,0.025000035259086006
244,244,244,244,2020-01-24,55.84000015258789,57.540000915527344,56.970001220703125,-0.029544677370359596,-0.01983501920137909
245,245,245,245,2020-01-27,54.15999984741211,58.58000183105469,57.56999969482422,-0.07545240432716116,-0.059232236676886485
