,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,WST,WST_6m,WST_12m,WST_6m_ret,WST_12m_ret
23,23,23,23,2019-03-11,101.60064697265624,104.65734100341795,102.37960815429688,-0.029206685373956653,-0.007608557950980477
24,24,24,24,2019-03-12,101.98519897460938,103.43465423583984,102.82331085205078,-0.014013246062829054,-0.008150990962033311
25,25,25,25,2019-03-13,103.76990509033205,103.0303726196289,103.64173126220705,0.007177810308746313,0.001236700955918213
26,26,26,26,2019-03-14,104.5291519165039,101.17664337158205,102.3204345703125,0.033135202287838394,0.021586278004650294
27,27,27,27,2019-03-15,104.23334503173828,101.03860473632812,102.4387435913086,0.03161900645547511,0.01751877636833843
28,28,28,28,2019-03-18,104.4601593017578,100.1511688232422,103.28677368164062,0.043024864603633084,0.011360463477481542
29,29,29,29,2019-03-19,104.30236053466795,101.60064697265624,104.65734100341795,0.026591499586994027,-0.0033918353490215436
30,30,30,30,2019-03-20,103.62199401855467,101.98519897460938,103.43465423583984,0.016049339123737072,0.001811189722621176
31,31,31,31,2019-03-21,105.31797790527344,103.76990509033205,103.0303726196289,0.014918321584603822,0.022203212775809167
32,32,32,32,2019-03-22,102.22184753417967,104.5291519165039,101.17664337158205,-0.02207331007686031,0.010330488616419053
33,33,33,33,2019-03-25,103.49381256103516,104.23334503173828,101.03860473632812,-0.0070949701410613075,0.024299700407722113
34,34,34,34,2019-03-26,104.02628326416016,104.4601593017578,100.1511688232422,-0.004153507332343653,0.038692653180685044
35,35,35,35,2019-03-27,104.83483123779295,104.30236053466795,101.60064697265624,0.005105068575586236,0.03183231959149957
36,36,36,36,2019-03-28,106.05750274658205,103.62199401855467,101.98519897460938,0.02350378171251233,0.039930340999643654
37,37,37,37,2019-03-29,108.66062927246094,105.31797790527344,103.76990509033205,0.03173865880898319,0.047130467912363416
38,38,38,38,2019-04-01,110.2185516357422,102.22184753417967,104.5291519165039,0.07822891382283714,0.0544288326741893
39,39,39,39,2019-04-02,109.7156753540039,103.49381256103516,104.23334503173828,0.06011821034517806,0.05259670329678379
40,40,40,40,2019-04-03,110.23827362060548,104.02628326416016,104.4601593017578,0.059715584961070434,0.05531404850873556
41,41,41,41,2019-04-04,110.29744720458984,104.83483123779295,104.30236053466795,0.052106879958687013,0.057477957729722196
42,42,42,42,2019-04-05,111.2933349609375,106.05750274658205,103.62199401855467,0.049367862515734995,0.07403197569243058
43,43,43,43,2019-04-08,111.5497055053711,108.66062927246094,105.31797790527344,0.026588068302696444,0.05917059673992875
44,44,44,44,2019-04-09,111.3721923828125,110.2185516357422,102.22184753417967,0.010466847277062152,0.08951457119353323
45,45,45,45,2019-04-10,112.94986724853516,109.7156753540039,103.49381256103516,0.02947793817151423,0.09136830940422946
46,46,46,46,2019-04-11,112.93013763427734,110.23827362060548,104.02628326416016,0.024418597327967362,0.0855923531124061
47,47,47,47,2019-04-12,114.15283203125,110.29744720458984,104.83483123779295,0.034954433891011494,0.08888268034048119
48,48,48,48,2019-04-15,115.26702880859376,111.2933349609375,106.05750274658205,0.03570468841688479,0.08683521508155168
49,49,49,49,2019-04-16,112.443359375,111.5497055053711,108.66062927246094,0.008011261576893025,0.034812333849586485
50,50,50,50,2019-04-17,110.22193908691406,111.3721923828125,110.2185516357422,-0.010328011609439636,3.0733947430805486e-05
51,51,51,51,2019-04-18,110.10345458984376,112.94986724853516,109.7156753540039,-0.0252006729005545,0.003534401393316511
52,52,52,52,2019-04-22,110.7353515625,112.93013763427734,110.23827362060548,-0.019434901238543856,0.00450912306197071
53,53,53,53,2019-04-23,113.73670959472656,114.15283203125,110.29744720458984,-0.0036453097931860023,0.031181704357647222
54,54,54,54,2019-04-24,113.74659729003906,115.26702880859376,111.2933349609375,-0.013190515399502889,0.02204320977498453
55,55,55,55,2019-04-25,120.70703887939452,112.443359375,111.5497055053711,0.07349193007330057,0.08209195472580166
56,56,56,56,2019-04-26,122.10900115966795,110.22193908691406,111.3721923828125,0.10784660632200005,0.096404753710428
57,57,57,57,2019-04-29,120.75640106201172,110.10345458984376,112.94986724853516,0.096753971179671,0.06911503309958777
58,58,58,58,2019-04-30,122.2176284790039,110.7353515625,112.93013763427734,0.10369115873554802,0.08224103006766859
59,59,59,59,2019-05-01,119.05825805664062,113.73670959472656,114.15283203125,0.04678831030786923,0.04297244262891109
60,60,60,60,2019-05-02,120.2923812866211,113.74659729003906,115.26702880859376,0.0575470752755014,0.04359748429338062
61,61,61,61,2019-05-03,121.28954315185548,120.70703887939452,112.443359375,0.004825768885300619,0.07867235402806982
62,62,62,62,2019-05-06,121.22045135498048,122.10900115966795,110.22193908691406,-0.00727669374287665,0.09978514585370957
63,63,63,63,2019-05-07,119.85797119140624,120.75640106201172,110.10345458984376,-0.007440018605259002,0.0885941012287026
64,64,64,64,2019-05-08,118.91017150878906,122.2176284790039,110.7353515625,-0.02706202870548291,0.07382303691585901
65,65,65,65,2019-05-09,118.92003631591795,119.05825805664062,113.73670959472656,-0.001160958869874551,0.045573032134136104
66,66,66,66,2019-05-10,118.88054656982422,120.2923812866211,113.74659729003906,-0.01173669272896749,0.04513497020657464
67,67,67,67,2019-05-13,116.05686950683594,121.28954315185548,120.70703887939452,-0.043142001437569855,-0.03852442588045624
68,68,68,68,2019-05-14,114.8425064086914,121.22045135498048,122.10900115966795,-0.05261442994971188,-0.059508264599388405
69,69,69,69,2019-05-15,114.9214859008789,119.85797119140624,120.75640106201172,-0.04118612422234358,-0.04831971729710982
70,70,70,70,2019-05-16,115.68170928955078,118.91017150878906,122.2176284790039,-0.02715042942310153,-0.05347771242817023
71,71,71,71,2019-05-17,114.93136596679688,118.92003631591795,119.05825805664062,-0.03354077641319375,-0.03466279582118892
72,72,72,72,2019-05-20,115.94827270507812,118.88054656982422,120.2923812866211,-0.024665716547861205,-0.03611291534076666
73,73,73,73,2019-05-21,117.0244369506836,116.05686950683594,121.28954315185548,0.008337011397594685,-0.035164665397675265
74,74,74,74,2019-05-22,116.6986083984375,114.8425064086914,121.22045135498048,0.016162151522022272,-0.037302640816781585
75,75,75,75,2019-05-23,114.58578491210938,114.9214859008789,119.85797119140624,-0.002921133381960206,-0.0439869474419643
76,76,76,76,2019-05-24,114.81288146972656,115.68170928955078,118.91017150878906,-0.007510502958160359,-0.034457019000764366
77,77,77,77,2019-05-28,114.19088745117188,114.93136596679688,118.92003631591795,-0.006442788784385645,-0.039767469059484806
78,78,78,78,2019-05-29,113.90457916259766,115.94827270507812,118.88054656982422,-0.01762590761208438,-0.041856868518887036
79,79,79,79,2019-05-30,114.3686065673828,117.0244369506836,116.05686950683594,-0.022694664913619822,-0.014546859196074569
80,80,80,80,2019-05-31,113.14434051513672,116.6986083984375,114.8425064086914,-0.030456814627691564,-0.01478691075856009
81,81,81,81,2019-06-03,113.24308013916016,114.58578491210938,114.9214859008789,-0.01171790003427664,-0.014604803867280247
82,82,82,82,2019-06-04,114.82273864746094,114.81288146972656,115.68170928955078,8.58542840158627e-05,-0.007425293482998585
83,83,83,83,2019-06-05,115.94827270507812,114.19088745117188,114.93136596679688,0.015389890499429848,0.008847947901141628
84,84,84,84,2019-06-06,116.58013916015624,113.90457916259766,115.94827270507812,0.0234894858242638,0.0054495547051856
85,85,85,85,2019-06-07,117.79450988769533,114.3686065673828,117.0244369506836,0.02995492752020268,0.00658044556400017
86,86,86,86,2019-06-10,118.43626403808594,113.14434051513672,116.6986083984375,0.04677143813694551,0.014890114488046446
87,87,87,87,2019-06-11,119.15699005126952,113.24308013916016,114.58578491210938,0.052223146039846124,0.03989330040079908
88,88,88,88,2019-06-12,120.63795471191406,114.82273864746094,114.81288146972656,0.05064516081877746,0.05073536320681438
89,89,89,89,2019-06-13,120.35161590576172,115.94827270507812,114.19088745117188,0.03797678997671472,0.053951139115405944
90,90,90,90,2019-06-14,119.1471176147461,116.58013916015624,113.90457916259766,0.02201900317740546,0.04602570406466944
91,91,91,91,2019-06-17,119.12738800048828,117.79450988769533,114.3686065673828,0.011315282130412552,0.041609158106702404
92,92,92,92,2019-06-18,119.80860900878906,118.43626403808594,113.14434051513672,0.011587202465807467,0.058900590726062685
93,93,93,93,2019-06-19,120.28252410888672,119.15699005126952,113.24308013916016,0.009445808064914463,0.06216224391879899
94,94,94,94,2019-06-20,120.66756439208984,120.63795471191406,114.82273864746094,0.0002454424915150355,0.05090303378474714
95,95,95,95,2019-06-21,120.48986053466795,120.35161590576172,115.94827270507812,0.0011486728106291366,0.03916908569342503
96,96,96,96,2019-06-24,120.63795471191406,119.1471176147461,116.58013916015624,0.012512573757667234,0.034807091336400475
97,97,97,97,2019-06-25,121.03285217285156,119.12738800048828,117.79450988769533,0.015995181329380603,0.027491453449262293
98,98,98,98,2019-06-26,120.17390441894533,119.80860900878906,118.43626403808594,0.003048991330242945,0.014671523075910242
99,99,99,99,2019-06-27,122.01025390625,120.28252410888672,119.15699005126952,0.014363930339533315,0.023945417333492758
100,100,100,100,2019-06-28,123.56034088134766,120.66756439208984,120.63795471191406,0.02397310746952841,0.024224433980270188
101,101,101,101,2019-07-01,123.14569091796876,120.48986053466795,120.35161590576172,0.0220419408862762,0.02321593267509492
102,102,102,102,2019-07-02,122.01025390625,120.63795471191406,119.1471176147461,0.011375351957955582,0.02403026064601632
103,103,103,103,2019-07-03,122.345947265625,121.03285217285156,119.12738800048828,0.010849079974568854,0.027017794305399523
104,104,104,104,2019-07-05,122.42493438720705,120.17390441894533,119.80860900878906,0.01873143740436589,0.021837540724857663
105,105,105,105,2019-07-08,121.32904052734376,122.01025390625,120.28252410888672,-0.0055832469575030075,0.008700486011664399
106,106,106,106,2019-07-09,122.48419952392578,123.56034088134766,120.66756439208984,-0.008709439855424717,0.015054875276450108
107,107,107,107,2019-07-10,122.26697540283205,123.14569091796876,120.48986053466795,-0.007135576637610996,0.01474908229022942
108,108,108,108,2019-07-11,122.90870666503906,122.01025390625,120.63795471191406,0.007363747963998302,0.018822865146774115
109,109,109,109,2019-07-12,122.8494873046875,122.345947265625,121.03285217285156,0.004115706734194147,0.015009438340274128
110,110,110,110,2019-07-15,122.80012512207033,122.42493438720705,120.17390441894533,0.003064659472690634,0.021853502354134857
111,111,111,111,2019-07-16,121.65484619140624,121.32904052734376,122.01025390625,0.0026853065238658935,-0.00291293316311636
112,112,112,112,2019-07-17,120.36148071289062,122.48419952392578,123.56034088134766,-0.017330552179675274,-0.025889052633229825
113,113,113,113,2019-07-18,120.51944732666016,122.26697540283205,123.14569091796876,-0.014292723529099494,-0.021326313342608372
114,114,114,114,2019-07-19,119.86784362792967,122.90870666503906,122.01025390625,-0.02474082690819135,-0.017559264157965826
115,115,115,115,2019-07-22,121.44752502441406,122.8494873046875,122.345947265625,-0.011412031999745609,-0.007343293842503651
116,116,116,116,2019-07-23,121.85279083251952,122.80012512207033,122.42493438720705,-0.007714440751661278,-0.004673423412896782
117,117,117,117,2019-07-24,120.8643035888672,121.65484619140624,121.32904052734376,-0.006498241765849788,-0.0038303850129913775
118,118,118,118,2019-07-25,131.33255004882812,120.36148071289062,122.48419952392578,0.09115100006211962,0.07224075071963809
119,119,119,119,2019-07-26,135.33599853515625,120.51944732666016,122.26697540283205,0.12293909022281513,0.10688923226624203
120,120,120,120,2019-07-29,136.7792205810547,119.86784362792967,122.90870666503906,0.14108351699074517,0.1128521672090872
121,121,121,121,2019-07-30,135.8994140625,121.44752502441406,122.8494873046875,0.11899698273127202,0.10622695335672394
122,122,122,122,2019-07-31,135.69189453125,121.85279083251952,122.80012512207033,0.1135723162693223,0.10498172861277233
123,123,123,123,2019-08-01,135.70172119140625,120.8643035888672,121.65484619140624,0.12276095722199432,0.11546498507670866
124,124,124,124,2019-08-02,134.00152587890625,131.33255004882812,120.36148071289062,0.020322272194408963,0.11332566769058361
125,125,125,125,2019-08-05,132.1035614013672,135.33599853515625,120.51944732666016,-0.02388453307897509,0.09611821437671408
126,126,126,126,2019-08-06,136.82862854003906,136.7792205810547,119.86784362792967,0.0003612241594481702,0.1414957039250304
127,127,127,127,2019-08-07,138.0444793701172,135.8994140625,121.44752502441406,0.01578421306975364,0.13665946953111408
128,128,128,128,2019-08-08,141.44496154785156,135.69189453125,121.85279083251952,0.04239801527184528,0.16078557234081314
129,129,129,129,2019-08-09,142.26541137695312,135.70172119140625,120.8643035888672,0.04836851093648864,0.1770672328604488
130,130,130,130,2019-08-12,140.65411376953125,134.00152587890625,131.33255004882812,0.04964561296590597,0.07097679682026636
131,131,131,131,2019-08-13,143.40220642089844,132.1035614013672,135.33599853515625,0.08552869354674586,0.059601347557551865
132,132,132,132,2019-08-14,140.7134552001953,136.82862854003906,136.7792205810547,0.028391914043189193,0.02876339404792283
133,133,133,133,2019-08-15,141.23736572265625,138.0444793701172,135.8994140625,0.023129402690407197,0.0392786951804025
134,134,134,134,2019-08-16,143.39227294921875,141.44496154785156,135.69189453125,0.013767273008932213,0.05674899333206196
135,135,135,135,2019-08-19,144.10401916503906,142.26541137695312,135.70172119140625,0.01292378639537528,0.06191740163546955
136,136,136,136,2019-08-20,143.4515838623047,140.65411376953125,134.00152587890625,0.019889003014566864,0.07052201772641165
137,137,137,137,2019-08-21,144.25228881835938,143.40220642089844,132.1035614013672,0.005927958981090331,0.09196366311488746
138,138,138,138,2019-08-22,144.18310546875,140.7134552001953,136.82862854003906,0.024657558608154106,0.05374954793586095
139,139,139,139,2019-08-23,141.68218994140625,141.23736572265625,138.0444793701172,0.0031494797178779343,0.026351727992945273
140,140,140,140,2019-08-26,143.67892456054688,143.39227294921875,141.44496154785156,0.001999072930726431,0.01579386772246072
141,141,141,141,2019-08-27,144.58840942382812,144.10401916503906,142.26541137695312,0.003361393121411149,0.016328621443478353
142,142,142,142,2019-08-28,144.5093231201172,143.4515838623047,140.65411376953125,0.0073734930583115865,0.027409147498542952
143,143,143,143,2019-08-29,145.44839477539062,144.25228881835938,143.40220642089844,0.008291764150358594,0.014268876369213146
144,144,144,144,2019-08-30,143.78768920898438,144.18310546875,140.7134552001953,-0.0027424590313830377,0.021847477232474377
145,145,145,145,2019-09-03,143.2044677734375,141.68218994140625,141.23736572265625,0.010744313259562155,0.013927631974133492
146,146,146,146,2019-09-04,146.2292938232422,143.67892456054688,143.39227294921875,0.01775047572562105,0.019785033151878073
147,147,147,147,2019-09-05,148.29527282714844,144.58840942382812,144.10401916503906,0.025637348236223323,0.02908491856364681
148,148,148,148,2019-09-06,147.97897338867188,144.5093231201172,143.4515838623047,0.024009871430030083,0.03156040110866187
149,149,149,149,2019-09-09,143.77780151367188,145.44839477539062,144.25228881835938,-0.011485814362534374,-0.0032892878759447353
150,150,150,150,2019-09-10,139.43829345703125,143.78768920898438,144.18310546875,-0.030248735311627528,-0.03290823842566726
151,151,151,151,2019-09-11,143.0561981201172,143.2044677734375,141.68218994140625,-0.0010353703039132078,0.009697818612764086
152,152,152,152,2019-09-12,144.4104766845703,146.2292938232422,143.67892456054688,-0.012438117501069268,0.005091575721776431
153,153,153,153,2019-09-13,142.5421905517578,148.29527282714844,144.58840942382812,-0.038794778590794055,-0.014152025603050178
154,154,154,154,2019-09-16,140.49598693847656,147.97897338867188,144.5093231201172,-0.05056790352600293,-0.027772160958118297
155,155,155,155,2019-09-17,141.65252685546875,143.77780151367188,145.44839477539062,-0.01478166056114738,-0.02609769551450647
156,156,156,156,2019-09-18,139.6953125,139.43829345703125,143.78768920898438,0.0018432457583681394,-0.028461245406318558
157,157,157,157,2019-09-19,141.68218994140625,143.0561981201172,143.2044677734375,-0.009604674224302001,-0.010630100133744658
158,158,158,158,2019-09-20,141.44496154785156,144.4104766845703,146.2292938232422,-0.02053531852260415,-0.03271801531896745
159,159,159,159,2019-09-23,142.24563598632812,142.5421905517578,148.29527282714844,-0.0020804686968943775,-0.04079453596522742
160,160,160,160,2019-09-24,141.59323120117188,140.49598693847656,147.97897338867188,0.007809790774848224,-0.043153037497615454
161,161,161,161,2019-09-25,143.9656524658203,141.65252685546875,143.77780151367188,0.016329575346804015,0.0013065365457725076
162,162,162,162,2019-09-26,141.46470642089844,139.6953125,139.43829345703125,0.012666093723785021,0.014532686205684486
163,163,163,163,2019-09-27,139.2504425048828,141.68218994140625,143.0561981201172,-0.017163395325334174,-0.02660322072895349
164,164,164,164,2019-09-30,140.18954467773438,141.44496154785156,144.4104766845703,-0.008875656342785088,-0.02922871043529296
165,165,165,165,2019-10-01,138.07411193847656,142.24563598632812,142.5421905517578,-0.029326200546866077,-0.03134565700152381
166,166,166,166,2019-10-02,136.01806640625,141.59323120117188,140.49598693847656,-0.039374514922968507,-0.031872230871529794
167,167,167,167,2019-10-03,138.5684051513672,143.9656524658203,141.65252685546875,-0.03748982637184595,-0.021772443969519606
168,168,168,168,2019-10-04,139.96217346191406,141.46470642089844,139.6953125,-0.010621256686554115,0.001910307204574746
169,169,169,169,2019-10-07,139.08242797851562,139.2504425048828,141.68218994140625,-0.0012065636801211754,-0.018349250276028184
170,170,170,170,2019-10-08,136.31455993652344,140.18954467773438,141.44496154785156,-0.0276410394949117,-0.03627136347018256
171,171,171,171,2019-10-09,139.0626220703125,138.07411193847656,142.24563598632812,0.007159272060184518,-0.022376882734888026
172,172,172,172,2019-10-10,139.3493194580078,136.01806640625,141.59323120117188,0.024491254285355257,-0.015847591894954216
173,173,173,173,2019-10-11,140.3674774169922,138.5684051513672,143.9656524658203,0.012983279006926196,-0.024993288240626632
174,174,174,174,2019-10-14,140.02149963378906,139.96217346191406,141.46470642089844,0.000423872896566202,-0.010201885852824777
175,175,175,175,2019-10-15,140.15988159179688,139.08242797851562,139.2504425048828,0.007746870894773883,0.006530960121596596
176,176,176,176,2019-10-16,138.36080932617188,136.31455993652344,140.18954467773438,0.015011231306481854,-0.013044734225839516
177,177,177,177,2019-10-17,139.98193359375,139.0626220703125,138.07411193847656,0.006610773691385408,0.013817374078954892
178,178,178,178,2019-10-18,139.230712890625,139.3493194580078,136.01806640625,-0.0008511456521217431,0.023619263008633595
179,179,179,179,2019-10-21,138.46957397460938,140.3674774169922,138.5684051513672,-0.013520962813520332,-0.0007132302392443002
180,180,180,180,2019-10-22,137.38096618652344,140.02149963378906,139.96217346191406,-0.018858057185301202,-0.018442177708057783
181,181,181,181,2019-10-23,137.72731018066406,140.15988159179688,139.08242797851562,-0.017355689684566467,-0.009743271077068738
182,182,182,182,2019-10-24,137.4205322265625,138.36080932617188,136.31455993652344,-0.006795834052927274,0.008113383416665565
183,183,183,183,2019-10-25,139.42947387695312,139.98193359375,139.0626220703125,-0.003946650132724994,0.0026380331477939833
184,184,184,184,2019-10-28,141.01290893554688,139.230712890625,139.3493194580078,0.012800308264756977,0.011938267685909887
185,185,185,185,2019-10-29,141.94314575195312,138.46957397460938,140.3674774169922,0.0250854514651766,0.011225309195235234
186,186,186,186,2019-10-30,143.01194763183594,137.38096618652344,140.02149963378906,0.04098807572562313,0.021357063064372683
187,187,187,187,2019-10-31,142.34890747070312,137.72731018066406,140.15988159179688,0.033556142815659884,0.01561806312937386
188,188,188,188,2019-11-01,145.61468505859375,137.4205322265625,138.36080932617188,0.059628300802399004,0.052427242712360655
189,189,189,189,2019-11-04,146.20848083496094,139.42947387695312,139.98193359375,0.04861961226354694,0.04448107753162911
190,190,190,190,2019-11-05,145.38711547851562,141.01290893554688,139.230712890625,0.031019901482693957,0.04421727404877185
191,191,191,191,2019-11-06,145.82252502441406,141.94314575195312,138.46957397460938,0.027330514988305188,0.05310156476073913
192,192,192,192,2019-11-07,146.2579803466797,143.01194763183594,137.38096618652344,0.022697633090070335,0.06461604111958152
193,193,193,193,2019-11-08,146.19862365722656,142.34890747070312,137.72731018066406,0.027044227138278254,0.06150786990212942
194,194,194,194,2019-11-11,145.82252502441406,145.61468505859375,137.4205322265625,0.001427328333929223,0.061140738299567676
195,195,195,195,2019-11-12,146.0303497314453,146.20848083496094,139.42947387695312,-0.0012183363269925307,0.047342040896729554
196,196,196,196,2019-11-13,146.67361450195312,145.38711547851562,141.01290893554688,0.00884878291451896,0.040143172771463176
197,197,197,197,2019-11-14,147.1486358642578,145.82252502441406,141.94314575195312,0.009094005467411348,0.03667306430844741
198,198,198,198,2019-11-15,148.593505859375,146.2579803466797,143.01194763183594,0.015968533868438106,0.03902861488124043
199,199,199,199,2019-11-18,147.58409118652344,146.19862365722656,142.34890747070312,0.009476611302068116,0.03677712606890049
200,200,200,200,2019-11-19,148.16796875,145.82252502441406,145.61468505859375,0.016084234758609872,0.01753452057653959
201,201,201,201,2019-11-20,148.04922485351562,146.0303497314453,146.20848083496094,0.013825037917002181,0.012589858044093294
202,202,202,202,2019-11-21,145.82252502441406,146.67361450195312,145.38711547851562,-0.005802607922556713,0.002994828974117514
203,203,203,203,2019-11-22,144.8823699951172,147.1486358642578,145.82252502441406,-0.015401202028343719,-0.006447255176382893
204,204,204,204,2019-11-25,144.66468811035156,148.593505859375,146.2579803466797,-0.026440036704844738,-0.010893711458010658
205,205,205,205,2019-11-26,146.60433959960938,147.58409118652344,146.19862365722656,-0.0066385989102023535,0.0027751009704033436
206,206,206,206,2019-11-27,148.68258666992188,148.16796875,145.82252502441406,0.003473206282460284,0.019613304906282325
207,207,207,207,2019-11-29,145.50582885742188,148.04922485351562,146.0303497314453,-0.01717939420898873,-0.0035918620683169644
208,208,208,208,2019-12-02,147.88095092773438,145.82252502441406,146.67361450195312,0.014115966672334723,0.008231449329730411
209,209,209,209,2019-12-03,145.8324432373047,144.8823699951172,147.1486358642578,0.006557549011791508,-0.008944647153693586
210,210,210,210,2019-12-04,146.05014038085938,144.66468811035156,148.593505859375,0.009576989993929752,-0.01711626267787636
211,211,211,211,2019-12-05,145.84230041503906,146.60433959960938,147.58409118652344,-0.005197930611409718,-0.011802022545119861
212,212,212,212,2019-12-06,145.94129943847656,148.68258666992188,148.16796875,-0.01843717743175277,-0.015028007269779375
213,213,213,213,2019-12-09,143.22967529296875,145.50582885742188,148.04922485351562,-0.01564304043574416,-0.03255369668646013
214,214,214,214,2019-12-10,143.85317993164062,147.88095092773438,145.82252502441406,-0.027236577603981016,-0.013505081553372711
215,215,215,215,2019-12-11,145.14955139160156,145.8324432373047,144.8823699951172,-0.004682715522991598,0.0018441263522495088
216,216,216,216,2019-12-12,144.8922882080078,146.05014038085938,144.66468811035156,-0.007927771721630616,0.001573294081846921
217,217,217,217,2019-12-13,144.85264587402344,145.84230041503906,146.60433959960938,-0.0067857853187947015,-0.011948443888973426
218,218,218,218,2019-12-16,145.7235565185547,145.94129943847656,148.68258666992188,-0.0014919897298411033,-0.019901659082218526
219,219,219,219,2019-12-17,146.85171508789062,143.22967529296875,145.50582885742188,0.025288333493133974,0.00924970663400404
220,220,220,220,2019-12-18,147.7523193359375,143.85317993164062,147.88095092773438,0.027104992786045834,-0.000869832057407649
221,221,221,221,2019-12-19,147.89088439941406,145.14955139160156,145.8324432373047,0.018886265796417057,0.014115111263409252
222,222,222,222,2019-12-20,149.2763671875,144.8922882080078,146.05014038085938,0.030257503927320073,0.022089857621687248
223,223,223,223,2019-12-23,149.64248657226562,144.85264587402344,145.84230041503906,0.03306698796795082,0.0260568171676665
224,224,224,224,2019-12-24,149.16749572753906,145.7235565185547,145.94129943847656,0.02363337329435722,0.022106122814279372
225,225,225,225,2019-12-26,149.20704650878906,146.85171508789062,143.22967529296875,0.016038841762854306,0.04173277083533078
226,226,226,226,2019-12-27,149.2466583251953,147.7523193359375,143.85317993164062,0.01011381070682349,0.03749293825911715
227,227,227,227,2019-12-30,149.2466583251953,147.89088439941406,145.14955139160156,0.009167393455567385,0.02822679708144671
228,228,228,228,2019-12-31,148.77166748046875,149.2763671875,144.8922882080078,-0.0033809752778704016,0.026774228776701214
229,229,229,229,2020-01-02,150.16700744628906,149.64248657226562,144.85264587402344,0.0035051601055167136,0.0366880531605025
230,230,230,230,2020-01-03,150.56285095214844,149.16749572753906,145.7235565185547,0.009354284710645366,0.03320873130747093
231,231,231,231,2020-01-06,150.6420440673828,149.20704650878906,146.85171508789062,0.009617491882390583,0.02581058707570194
232,232,232,232,2020-01-07,150.25607299804688,149.2466583251953,147.7523193359375,0.006763398820308186,0.016945613262534964
233,233,233,233,2020-01-08,148.22732543945312,149.2466583251953,147.89088439941406,-0.006829853995934387,0.002274927500808044
234,234,234,234,2020-01-09,149.88992309570312,148.77166748046875,149.2763671875,0.0075165899137425995,0.004110201231199984
235,235,235,235,2020-01-10,151.0478057861328,150.16700744628906,149.64248657226562,0.005865458430732717,0.009391177907141612
236,236,236,236,2020-01-13,154.32347106933594,150.56285095214844,149.16749572753906,0.02497707829923268,0.034565005711528984
237,237,237,237,2020-01-14,154.86776733398438,150.6420440673828,149.20704650878906,0.028051420124858284,0.03793869631258917
238,238,238,238,2020-01-15,155.56056213378906,150.25607299804688,149.2466583251953,0.03530299328274822,0.04230516032617837
239,239,239,239,2020-01-16,156.7183837890625,148.22732543945312,149.2466583251953,0.0572840285988816,0.05006293305131804
240,240,240,240,2020-01-17,155.9563751220703,149.88992309570312,148.77166748046875,0.0404727142497352,0.04829352095918926
241,241,241,241,2020-01-21,156.13470458984375,151.0478057861328,150.16700744628906,0.03367740946143516,0.03974040133741874
242,242,242,242,2020-01-22,155.74835205078125,154.32347106933594,150.56285095214844,0.00923308017615243,0.03444077384188793
243,243,243,243,2020-01-23,155.0846405029297,154.86776733398438,150.6420440673828,0.0014003764158205811,0.02949107908785198
244,244,244,244,2020-01-24,154.2921142578125,155.56056213378906,150.25607299804688,-0.008154045334997195,0.026861085740062407
