,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,AMP,AMP_6m,AMP_12m,AMP_6m_ret,AMP_12m_ret
47,47,47,47,2019-04-12,129.36512756347656,124.59136199951172,113.98181915283205,0.038315381478722044,0.1349628258697808
48,48,48,48,2019-04-15,128.21253967285156,125.1903305053711,115.25240325927734,0.02414091531894158,0.11245003181771818
49,49,49,49,2019-04-16,130.7537078857422,125.73483276367188,116.25982666015624,0.03991634626423424,0.12466800993909621
50,50,50,50,2019-04-17,130.009521484375,123.8561782836914,120.41651153564452,0.049681358539817255,0.07966523715388352
51,51,51,51,2019-04-18,130.0276641845703,125.73483276367188,123.5385284423828,0.03414194242391955,0.05252722226826578
52,52,52,52,2019-04-22,129.8824462890625,126.74227905273438,123.9378890991211,0.024776004185798062,0.047964002236532854
53,53,53,53,2019-04-23,131.461669921875,129.36512756347656,124.59136199951172,0.016206395014527475,0.05514273070062603
54,54,54,54,2019-04-24,130.69020080566406,128.21253967285156,125.1903305053711,0.019324639689179524,0.04393206949842665
55,55,55,55,2019-04-25,131.6522216796875,130.7537078857422,125.73483276367188,0.00687180354939132,0.04706244710356278
56,56,56,56,2019-04-26,133.0771026611328,130.009521484375,123.8561782836914,0.023595050129666673,0.07444864281474084
57,57,57,57,2019-04-29,134.0663299560547,130.0276641845703,125.73483276367188,0.031060050157877273,0.06626244302597106
58,58,58,58,2019-04-30,133.20416259765625,129.8824462890625,126.74227905273438,0.025574790154483606,0.05098443544819986
59,59,59,59,2019-05-01,133.0499267578125,131.461669921875,129.36512756347656,0.012081520316008287,0.028483713221153062
60,60,60,60,2019-05-02,133.74871826171875,130.69020080566406,128.21253967285156,0.02340280630988323,0.043179696798716805
61,61,61,61,2019-05-03,135.07342529296875,131.6522216796875,130.7537078857422,0.025986675877032406,0.03303705475795238
62,62,62,62,2019-05-06,134.55267333984375,133.0771026611328,130.009521484375,0.01108808840291875,0.03494476253429446
63,63,63,63,2019-05-07,131.80279541015625,134.0663299560547,130.0276641845703,-0.0168836914282684,0.01365195042699674
64,64,64,64,2019-05-08,130.66993713378906,133.20416259765625,129.8824462890625,-0.01902512214668417,0.006063104501234484
65,65,65,65,2019-05-09,130.4872283935547,133.0499267578125,131.461669921875,-0.019261178316337113,-0.007412362317467891
66,66,66,66,2019-05-10,132.06771850585938,133.74871826171875,130.69020080566406,-0.01256834291727571,0.010540328897678197
67,67,67,67,2019-05-13,127.33533477783205,135.07342529296875,131.6522216796875,-0.05728803055340537,-0.03279008015799789
68,68,68,68,2019-05-14,130.2040252685547,134.55267333984375,133.0771026611328,-0.032319298928424445,-0.0215895697691445
69,69,69,69,2019-05-15,129.9573516845703,131.80279541015625,134.0663299560547,-0.014001552242068227,-0.030648845782764722
70,70,70,70,2019-05-16,132.44232177734375,130.66993713378906,133.20416259765625,0.013563828700246416,-0.005719346944236592
71,71,71,71,2019-05-17,131.36428833007812,130.4872283935547,133.0499267578125,0.006721423600769549,-0.012669217254081655
72,72,72,72,2019-05-20,133.27365112304688,132.06771850585938,133.74871826171875,0.009131168697625425,-0.0035519378790775935
73,73,73,73,2019-05-21,135.57586669921875,127.33533477783205,135.07342529296875,0.06471520207461934,0.003719765047493384
74,74,74,74,2019-05-22,133.71217346191406,130.2040252685547,134.55267333984375,0.02694346957495042,-0.006246623400835816
75,75,75,75,2019-05-23,131.88499450683594,129.9573516845703,131.80279541015625,0.014832887845732223,0.0006236521495912584
76,76,76,76,2019-05-24,133.7395782470703,132.44232177734375,130.66993713378906,0.009794878648438754,0.023491563404812288
77,77,77,77,2019-05-28,131.78451538085938,131.36428833007812,130.4872283935547,0.003198944371588741,0.009941869432554817
78,78,78,78,2019-05-29,131.58351135253906,133.27365112304688,132.06771850585938,-0.01268172482906893,-0.0036663551002346084
79,79,79,79,2019-05-30,130.96229553222656,135.57586669921875,127.33533477783205,-0.034029442549886935,0.028483537273629844
80,80,80,80,2019-05-31,126.2846908569336,133.71217346191406,130.2040252685547,-0.055548290127047206,-0.03010148421707548
81,81,81,81,2019-06-03,128.6143798828125,131.88499450683594,129.9573516845703,-0.024798989727780718,-0.010333942515368011
82,82,82,82,2019-06-04,134.2237548828125,133.7395782470703,132.44232177734375,0.003620294321907691,0.013450633313901061
83,83,83,83,2019-06-05,134.75364685058594,131.78451538085938,131.36428833007812,0.022530199858046496,0.025801217085661854
84,84,84,84,2019-06-06,136.8092041015625,131.58351135253906,133.27365112304688,0.039713887365588896,0.02652852194505706
85,85,85,85,2019-06-07,136.91883850097656,130.96229553222656,135.57586669921875,0.04548288455499949,0.009905684798145131
86,86,86,86,2019-06-10,138.17958068847656,126.2846908569336,133.71217346191406,0.09419106742731431,0.03341062455943833
87,87,87,87,2019-06-11,138.79171752929688,128.6143798828125,131.88499450683594,0.07913063574817603,0.052369286197323506
88,88,88,88,2019-06-12,137.39389038085938,134.2237548828125,133.7395782470703,0.023618289480983767,0.027324088962192628
89,89,89,89,2019-06-13,138.4445343017578,134.75364685058594,131.78451538085938,0.02738988916021179,0.05053718869512758
90,90,90,90,2019-06-14,140.26260375976562,136.8092041015625,131.58351135253906,0.02524245119969737,0.0659588144290626
91,91,91,91,2019-06-17,135.01856994628906,136.91883850097656,130.96229553222656,-0.013878795463737048,0.030972841439423027
92,92,92,92,2019-06-18,137.07415771484375,138.17958068847656,126.2846908569336,-0.007999901057197167,0.08543764715022673
93,93,93,93,2019-06-19,135.2926788330078,138.79171752929688,128.6143798828125,-0.025210716882658857,0.05192497881092506
94,94,94,94,2019-06-20,136.38894653320312,137.39389038085938,134.2237548828125,-0.0073143270408204675,0.016131210546754593
95,95,95,95,2019-06-21,134.0867462158203,138.4445343017578,134.75364685058594,-0.031476779548690104,-0.004949035891437359
96,96,96,96,2019-06-24,134.95462036132812,140.26260375976562,136.8092041015625,-0.03784318311621204,-0.013555986619566918
97,97,97,97,2019-06-25,131.2820281982422,135.01856994628906,136.91883850097656,-0.02767428028258101,-0.041168990070669986
98,98,98,98,2019-06-26,133.49290466308594,137.07415771484375,138.17958068847656,-0.026126391082467282,-0.033917283596023196
99,99,99,99,2019-06-27,131.58351135253906,135.2926788330078,138.79171752929688,-0.027415877285178025,-0.05193542024751052
100,100,100,100,2019-06-28,132.6158447265625,136.38894653320312,137.39389038085938,-0.027664278539772158,-0.034776260000004444
101,101,101,101,2019-07-01,133.15487670898438,134.0867462158203,138.4445343017578,-0.006949751061421372,-0.03820777482803284
102,102,102,102,2019-07-02,133.40158081054688,134.95462036132812,140.26260375976562,-0.011507864989158123,-0.048915553863308814
103,103,103,103,2019-07-03,135.04598999023438,131.2820281982422,135.01856994628906,0.02867080775373476,0.0002030835014488197
104,104,104,104,2019-07-05,137.14723205566406,133.49290466308594,137.07415771484375,0.027374693822125096,0.000533100783098206
105,105,105,105,2019-07-08,136.06922912597656,131.58351135253906,135.2926788330078,0.0340902726134078,0.005739780597642241
106,106,106,106,2019-07-09,137.22032165527344,132.6158447265625,136.38894653320312,0.03472041322215147,0.006095619499985716
107,107,107,107,2019-07-10,135.5028076171875,133.15487670898438,134.0867462158203,0.017633082364190367,0.010560785769892167
108,108,108,108,2019-07-11,137.42132568359375,133.40158081054688,134.95462036132812,0.03013266296113537,0.018278035354856836
109,109,109,109,2019-07-12,138.0790557861328,135.04598999023438,131.2820281982422,0.02245950284134879,0.05177424268329234
110,110,110,110,2019-07-15,137.3025360107422,137.14723205566406,133.49290466308594,0.0011323885487903862,0.028538081160726314
111,111,111,111,2019-07-16,137.85067749023438,136.06922912597656,131.58351135253906,0.013092220597564319,0.04762881058025803
112,112,112,112,2019-07-17,135.6398162841797,137.22032165527344,132.6158447265625,-0.011518012434516223,0.022802490636411044
113,113,113,113,2019-07-18,137.11065673828125,135.5028076171875,133.15487670898438,0.011865799309753955,0.029708112290490085
114,114,114,114,2019-07-19,135.81344604492188,137.42132568359375,133.40158081054688,-0.011700364777254002,0.018079735035525957
115,115,115,115,2019-07-22,135.0551300048828,138.0790557861328,135.04598999023438,-0.021899959874679964,6.768075563812204e-05
116,116,116,116,2019-07-23,136.2062530517578,137.3025360107422,137.14723205566406,-0.007984433433178562,-0.006861086365376523
117,117,117,117,2019-07-24,138.38058471679688,137.85067749023438,136.06922912597656,0.003844066900578369,0.016986614869996863
118,118,118,118,2019-07-25,134.26942443847656,135.6398162841797,137.22032165527344,-0.01010316795793953,-0.02150481197828813
119,119,119,119,2019-07-26,136.97366333007812,137.11065673828125,135.5028076171875,-0.0009991448619827148,0.010854798795357556
120,120,120,120,2019-07-29,136.8000946044922,135.81344604492188,137.42132568359375,0.007264734003170625,-0.004520630811930326
121,121,121,121,2019-07-30,135.6946258544922,135.0551300048828,138.0790557861328,0.004735072629867831,-0.017268585145409854
122,122,122,122,2019-07-31,132.9356231689453,136.2062530517578,137.3025360107422,-0.02401233283738946,-0.03180504139745255
123,123,123,123,2019-08-01,128.41339111328125,138.38058471679688,137.85067749023438,-0.07202739910308953,-0.06846021034333827
124,124,124,124,2019-08-02,124.4668426513672,134.26942443847656,135.6398162841797,-0.07300680574229312,-0.08237237367974559
125,125,125,125,2019-08-05,120.00520324707033,136.97366333007812,137.11065673828125,-0.12388118759821243,-0.12475655720811007
126,126,126,126,2019-08-06,122.59941864013672,136.8000946044922,135.81344604492188,-0.10380603906314223,-0.09729542832168814
127,127,127,127,2019-08-07,120.55712890625,135.6946258544922,135.0551300048828,-0.11155561138047132,-0.10734876267275928
128,128,128,128,2019-08-08,124.13567352294922,132.9356231689453,136.2062530517578,-0.06619707672195896,-0.08861986332023852
129,129,129,129,2019-08-09,121.26551055908205,128.41339111328125,138.38058471679688,-0.05566304644889897,-0.12368118109011983
130,130,130,130,2019-08-12,115.43314361572266,124.4668426513672,134.26942443847656,-0.07257916119032615,-0.1402871942106586
131,131,131,131,2019-08-13,118.4137191772461,120.00520324707033,136.97366333007812,-0.01326179221202295,-0.13550009324132928
132,132,132,132,2019-08-14,112.5997314453125,122.59941864013672,136.8000946044922,-0.08156390385647805,-0.17690311712975237
133,133,133,133,2019-08-15,112.9217300415039,120.55712890625,135.6946258544922,-0.06333427922527657,-0.16782459636543068
134,134,134,134,2019-08-16,116.2242660522461,124.13567352294922,132.9356231689453,-0.06373194140071692,-0.12571014990813323
135,135,135,135,2019-08-19,117.77897644042967,121.26551055908205,128.41339111328125,-0.028751242645811415,-0.08281390733985305
136,136,136,136,2019-08-20,116.23347473144533,115.43314361572266,124.4668426513672,0.0069332870149232395,-0.06614908633123773
137,137,137,137,2019-08-21,117.7053680419922,118.4137191772461,120.00520324707033,-0.0059820022559514685,-0.01916446239704417
138,138,138,138,2019-08-22,118.28491973876952,112.5997314453125,122.59941864013672,0.050490247361009155,-0.03519183817691218
139,139,139,139,2019-08-23,114.52240753173828,112.9217300415039,120.55712890625,0.014175105975139157,-0.05005694337001465
140,140,140,140,2019-08-26,116.04949188232422,116.2242660522461,124.13567352294922,-0.001503766604499912,-0.06513987004009847
141,141,141,141,2019-08-27,115.2123565673828,117.77897644042967,121.26551055908205,-0.021791833743308398,-0.04991653408946872
142,142,142,142,2019-08-28,115.77351379394533,116.23347473144533,115.43314361572266,-0.003957215755295396,0.0029486347470164542
143,143,143,143,2019-08-29,118.1469268798828,117.7053680419922,118.4137191772461,0.0037513908263986373,-0.0022530522579393697
144,144,144,144,2019-08-30,118.6528778076172,118.28491973876952,112.5997314453125,0.00311077751635902,0.05375808880365396
145,145,145,145,2019-09-03,117.0154037475586,114.52240753173828,112.9217300415039,0.021768632615668748,0.036252311265069004
146,146,146,146,2019-09-04,118.919677734375,116.04949188232422,116.2242660522461,0.024732429289403335,0.023191470883690002
147,147,147,147,2019-09-05,122.72818756103516,115.2123565673828,117.77897644042967,0.06523459130233711,0.04202117619105561
148,148,148,148,2019-09-06,123.96092987060548,115.77351379394533,116.23347473144533,0.07071925009749802,0.0664821830115141
149,149,149,149,2019-09-09,126.83109283447266,118.1469268798828,117.7053680419922,0.07350310485366118,0.07753023455331953
150,150,150,150,2019-09-10,133.04986572265625,118.6528778076172,118.28491973876952,0.12133703101902182,0.12482526104337643
151,151,151,151,2019-09-11,133.91456604003906,117.0154037475586,114.52240753173828,0.14441827102470728,0.16933069192530303
152,152,152,152,2019-09-12,134.65972900390625,118.919677734375,116.04949188232422,0.13235867746538155,0.16036465838603653
153,153,153,153,2019-09-13,135.6256561279297,122.72818756103516,115.2123565673828,0.10508970125938144,0.17717977627345927
154,154,154,154,2019-09-16,135.6256561279297,123.96092987060548,115.77351379394533,0.09410002223684688,0.17147395534109267
155,155,155,155,2019-09-17,134.39297485351562,126.83109283447266,118.1469268798828,0.05962167359790849,0.1375071565775876
156,156,156,156,2019-09-18,135.72682189941406,133.04986572265625,118.6528778076172,0.0201199464743389,0.14389827206281858
157,157,157,157,2019-09-19,135.496826171875,133.91456604003906,117.0154037475586,0.011815444567567557,0.15794008166811113
158,158,158,158,2019-09-20,134.10775756835938,134.65972900390625,118.919677734375,-0.004099008958579287,0.12771712910212596
159,159,159,159,2019-09-23,135.496826171875,135.6256561279297,122.72818756103516,-0.0009498936980859574,0.1040399835163357
160,160,160,160,2019-09-24,133.2982177734375,135.6256561279297,123.96092987060548,-0.01716075277303597,0.07532444224626733
161,161,161,161,2019-09-25,133.82257080078125,134.39297485351562,126.83109283447266,-0.004244299624709513,0.05512432172632287
162,162,162,162,2019-09-26,134.4205322265625,135.72682189941406,133.04986572265625,-0.00962440330194747,0.010301900693108657
163,163,163,163,2019-09-27,135.72682189941406,135.496826171875,133.91456604003906,0.0016974252020287572,0.013532925602978585
164,164,164,164,2019-09-30,135.3220672607422,134.10775756835938,134.65972900390625,0.009054731168432584,0.004918606785676349
165,165,165,165,2019-10-01,129.4713134765625,135.496826171875,135.6256561279297,-0.044469769997927955,-0.045377422141737456
166,166,166,166,2019-10-02,124.50367736816406,133.2982177734375,135.6256561279297,-0.06597642903389167,-0.08200497661942929
167,167,167,167,2019-10-03,124.34729766845705,133.82257080078125,134.39297485351562,-0.0708047459828719,-0.07474852905077867
168,168,168,168,2019-10-04,125.28562927246094,134.4205322265625,135.72682189941406,-0.06795764607377774,-0.07692799758246016
169,169,169,169,2019-10-07,123.94251251220705,135.72682189941406,135.496826171875,-0.0868237333070413,-0.08527368489806209
170,170,170,170,2019-10-08,118.86449432373048,135.3220672607422,134.10775756835938,-0.12161780609884432,-0.1136642914699314
171,171,171,171,2019-10-09,121.60586547851562,129.4713134765625,135.496826171875,-0.060750507481881044,-0.10251871638483234
172,172,172,172,2019-10-10,123.28013610839844,124.50367736816406,133.2982177734375,-0.009827350369319143,-0.07515540591897829
173,173,173,173,2019-10-11,127.1990737915039,124.34729766845705,133.82257080078125,0.022933961384914436,-0.049494617908197314
174,174,174,174,2019-10-14,127.70502471923828,125.28562927246094,134.4205322265625,0.01931103719418492,-0.0499589415105528
175,175,175,175,2019-10-15,128.992919921875,123.94251251220705,135.72682189941406,0.04074798313589567,-0.04961364219173636
176,176,176,176,2019-10-16,128.5789794921875,118.86449432373048,135.3220672607422,0.0817273923868247,-0.04982991987228458
177,177,177,177,2019-10-17,129.2412872314453,121.60586547851562,129.4713134765625,0.06278826866520393,-0.0017766580019968892
178,178,178,178,2019-10-18,130.63040161132812,123.28013610839844,124.50367736816406,0.059622464210022486,0.04920918299502919
179,179,179,179,2019-10-21,132.74627685546875,127.1990737915039,124.34729766845705,0.043610404530597835,0.06754452524899746
180,180,180,180,2019-10-22,131.0443878173828,127.70502471923828,125.28562927246094,0.026149034507343627,0.0459650366794917
181,181,181,181,2019-10-23,131.98272705078125,128.992919921875,123.94251251220705,0.023178071561734015,0.06487051436674984
182,182,182,182,2019-10-24,137.64950561523438,128.5789794921875,118.86449432373048,0.07054439348383545,0.15803719519760406
183,183,183,183,2019-10-25,137.48388671875,129.2412872314453,121.60586547851562,0.06377682909134008,0.13056953443614594
184,184,184,184,2019-10-28,140.5749053955078,130.63040161132812,123.28013610839844,0.07612702450206132,0.14028836950587342
185,185,185,185,2019-10-29,141.3936309814453,132.74627685546875,127.1990737915039,0.06514197106553588,0.11159324330622211
186,186,186,186,2019-10-30,139.8297119140625,131.0443878173828,127.70502471923828,0.06704082672294587,0.09494291412166866
187,187,187,187,2019-10-31,138.80857849121094,131.98272705078125,128.992919921875,0.0517177633237067,0.07609455290477052
188,188,188,188,2019-11-01,141.55848693847656,137.64950561523438,128.5789794921875,0.0283980774632695,0.10094579609785836
189,189,189,189,2019-11-04,143.826904296875,137.48388671875,129.2412872314453,0.04613644354629631,0.11285570871257078
190,190,190,190,2019-11-05,146.5582733154297,140.5749053955078,130.63040161132812,0.04256355644051579,0.12193081784661919
191,191,191,191,2019-11-06,146.16937255859375,141.3936309814453,132.74627685546875,0.033776214274992,0.10111843451353275
192,192,192,192,2019-11-07,146.0490264892578,139.8297119140625,131.0443878173828,0.04447777578929446,0.11450042937195248
193,193,193,193,2019-11-08,146.7897491455078,138.80857849121094,131.98272705078125,0.057497675871684084,0.1121890903877858
194,194,194,194,2019-11-11,146.64157104492188,141.55848693847656,137.64950561523438,0.03590801382791331,0.06532580984942027
195,195,195,195,2019-11-12,147.12307739257812,143.826904296875,137.48388671875,0.022917639170620285,0.07011142108272628
196,196,196,196,2019-11-13,146.65086364746094,146.5582733154297,140.5749053955078,0.0006317646212437023,0.043222211210872885
197,197,197,197,2019-11-14,147.511962890625,146.16937255859375,141.3936309814453,0.00918516860632379,0.04327162310431487
198,198,198,198,2019-11-15,148.2989501953125,146.0490264892578,139.8297119140625,0.015405263288216231,0.06056823092401897
199,199,199,199,2019-11-18,146.53050231933594,146.7897491455078,138.80857849121094,-0.00176610987947734,0.0556300187788028
200,200,200,200,2019-11-19,147.22491455078125,146.64157104492188,141.55848693847656,0.003978022751002008,0.04002887947486622
201,201,201,201,2019-11-20,146.64157104492188,147.12307739257812,143.826904296875,-0.0032728131860062515,0.01956982083294423
202,202,202,202,2019-11-21,146.33604431152344,146.65086364746094,146.5582733154297,-0.0021467267775135968,-0.0015163183822993753
203,203,203,203,2019-11-22,147.92857360839844,147.511962890625,146.16937255859375,0.002824250383559379,0.012035360205842727
204,204,204,204,2019-11-25,149.78961181640625,148.2989501953125,146.0490264892578,0.010051734143299962,0.02561184704249686
205,205,205,205,2019-11-26,149.08595275878906,146.53050231933594,146.7897491455078,0.017439716639229053,0.015642806303900025
206,206,206,206,2019-11-27,151.28028869628906,147.22491455078125,146.64157104492188,0.027545433854600843,0.031633032968162667
207,207,207,207,2019-11-29,151.72470092773438,146.64157104492188,147.12307739257812,0.03466363492010971,0.03127737413266196
208,208,208,208,2019-12-02,150.5117950439453,146.33604431152344,146.65086364746094,0.028535353351033965,0.026327368966375886
209,209,209,209,2019-12-03,148.12301635742188,147.92857360839844,147.511962890625,0.0013144367195627726,0.0041423994015314936
210,210,210,210,2019-12-04,150.0303192138672,149.78961181640625,148.2989501953125,0.0016069698995946347,0.01167485687710168
211,211,211,211,2019-12-05,150.7154998779297,149.08595275878906,146.53050231933594,0.010930252575687804,0.0285605897226322
212,212,212,212,2019-12-06,152.67837524414062,151.28028869628906,147.22491455078125,0.00924169672004238,0.03704169712034955
213,213,213,213,2019-12-09,152.60427856445312,151.72470092773438,146.64157104492188,0.005797194730591038,0.04066178149240263
214,214,214,214,2019-12-10,152.96539306640625,150.5117950439453,146.33604431152344,0.016301699290374838,0.045302227390881855
215,215,215,215,2019-12-11,152.3172607421875,148.12301635742188,147.92857360839844,0.02831595310376933,0.029667609351841318
216,216,216,216,2019-12-12,155.94671630859375,150.0303192138672,149.78961181640625,0.039434676442251515,0.041105016679889195
217,217,217,217,2019-12-13,155.03012084960938,150.7154998779297,149.08595275878906,0.028627586248091808,0.03987074557210346
218,218,218,218,2019-12-16,155.03012084960938,152.67837524414062,151.28028869628906,0.015403265863342952,0.02478731489499264
219,219,219,219,2019-12-17,154.93753051757812,152.60427856445312,151.72470092773438,0.015289557901481343,0.0211753891765718
220,220,220,220,2019-12-18,154.8634490966797,152.96539306640625,150.5117950439453,0.012408401614405928,0.028912378936573058
221,221,221,221,2019-12-19,154.88198852539062,152.3172607421875,148.12301635742188,0.016838063990293195,0.04563080292436994
222,222,222,222,2019-12-20,155.63194274902344,155.94671630859375,150.0303192138672,-0.0020184686604585167,0.03733661012325906
223,223,223,223,2019-12-23,154.88198852539062,155.03012084960938,150.7154998779297,-0.0009555067325429656,0.027644725664152325
224,224,224,224,2019-12-24,155.2893524169922,155.03012084960938,152.67837524414062,0.0016721367819501065,0.01710115901270548
225,225,225,225,2019-12-26,155.25233459472656,154.93753051757812,152.60427856445312,0.00203181292548571,0.017352436348336164
226,226,226,226,2019-12-27,154.3542022705078,154.8634490966797,152.96539306640625,-0.0032883603532164463,0.00907923796527399
227,227,227,227,2019-12-30,153.7616424560547,154.88198852539062,152.3172607421875,-0.007233546521468348,0.009482718549619573
228,228,228,228,2019-12-31,154.23385620117188,155.63194274902344,155.94671630859375,-0.008983287898077341,-0.010983624073445664
229,229,229,229,2020-01-02,156.6874237060547,154.88198852539062,155.03012084960938,0.011656844013002043,0.010690199087524554
230,230,230,230,2020-01-03,154.73382568359375,155.2893524169922,155.03012084960938,-0.00357736525236263,-0.0019112103144334203
231,231,231,231,2020-01-06,155.24307250976562,155.25233459472656,154.93753051757812,-5.9658265269324495e-05,0.0019720334457817845
232,232,232,232,2020-01-07,153.37277221679688,154.3542022705078,154.8634490966797,-0.006358298246982419,-0.009625750224329543
233,233,233,233,2020-01-08,154.75233459472656,153.7616424560547,154.88198852539062,0.006443038217122332,-0.0008371143210290644
234,234,234,234,2020-01-09,156.3541259765625,154.23385620117188,155.63194274902344,0.013747109925236423,0.00464032778093415
235,235,235,235,2020-01-10,156.62266540527344,156.6874237060547,154.88198852539062,-0.0004132960977311084,0.01123873018712862
236,236,236,236,2020-01-13,157.15037536621094,154.73382568359375,155.2893524169922,0.01561746225779137,0.011984227638617728
237,237,237,237,2020-01-14,155.93746948242188,155.24307250976562,155.25233459472656,0.004472965920025551,0.004413040805368862
238,238,238,238,2020-01-15,155.81712341308594,153.37277221679688,154.3542022705078,0.015937321605127508,0.009477689114121723
239,239,239,239,2020-01-16,159.2058868408203,154.75233459472656,153.7616424560547,0.02877857873845291,0.03540703843822168
240,240,240,240,2020-01-17,159.65023803710938,156.3541259765625,154.23385620117188,0.02108106863160719,0.0351179823246639
241,241,241,241,2020-01-21,157.63185119628906,156.62266540527344,156.6874237060547,0.00644342112557128,0.006027461987033078
242,242,242,242,2020-01-22,158.45591735839844,157.15037536621094,154.73382568359375,0.008307597033383907,0.024054802874297065
243,243,243,243,2020-01-23,158.67808532714844,155.93746948242188,155.24307250976562,0.01757509502894372,0.022126673750074932
