,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,CL,CL_6m,CL_12m,CL_6m_ret,CL_12m_ret
37,37,37,37,2019-03-29,60.79974365234375,58.39578628540039,59.00786590576172,0.04116662382443814,0.030366760754299227
38,38,38,38,2019-04-01,60.58684921264648,58.54658508300781,58.76836013793945,0.03484855908753626,0.030943335332800137
39,39,39,39,2019-04-02,60.64894485473633,58.77723693847656,59.61107635498047,0.031844094988999316,0.017410665319569363
40,40,40,40,2019-04-03,60.16104507446289,59.36269378662109,58.80384826660156,0.013448703839341825,0.02308006785046013
41,41,41,41,2019-04-04,59.92153549194336,59.44253158569336,58.32482147216797,0.008058268944340918,0.027376235014063832
42,42,42,42,2019-04-05,60.249759674072266,59.76187515258789,57.75709915161133,0.008163808786767035,0.04315764744205297
43,43,43,43,2019-04-08,60.33847427368164,60.79974365234375,58.39578628540039,-0.007586699399584229,0.03326760562460218
44,44,44,44,2019-04-09,60.41831970214844,60.58684921264648,58.54658508300781,-0.002781618662930252,0.031970005022271764
45,45,45,45,2019-04-10,60.41831970214844,60.64894485473633,58.77723693847656,-0.003802624318366532,0.027920379540631313
46,46,46,46,2019-04-11,60.40056610107422,60.16104507446289,59.36269378662109,0.003981330881384526,0.01748357846063664
47,47,47,47,2019-04-12,61.0037727355957,59.92153549194336,59.44253158569336,0.018060906396463405,0.026264714981925508
48,48,48,48,2019-04-15,60.95055389404297,60.249759674072266,59.76187515258789,0.01163148573142414,0.01989025174360859
49,49,49,49,2019-04-16,61.24327850341797,60.33847427368164,60.79974365234375,0.014995477440021832,0.007295011860746881
50,50,50,50,2019-04-17,61.3057861328125,60.41831970214844,60.58684921264648,0.014688697650631743,0.011866220632182234
51,51,51,51,2019-04-18,61.90382766723633,60.41831970214844,60.64894485473633,0.024587045326834422,0.02069092571199116
52,52,52,52,2019-04-22,62.12697982788086,60.40056610107422,60.16104507446289,0.02858274082924428,0.03267786905936698
53,53,53,53,2019-04-23,61.60033798217773,61.0037727355957,59.92153549194336,0.00977915331839685,0.028016680087580292
54,54,54,54,2019-04-24,61.46644973754883,60.95055389404297,60.249759674072266,0.008464169897499207,0.02019410650031439
55,55,55,55,2019-04-25,61.31469345092773,61.24327850341797,60.33847427368164,0.0011660862915066073,0.016179049752205854
56,56,56,56,2019-04-26,63.64447784423828,61.3057861328125,60.41831970214844,0.03814797687055593,0.05339701861942259
57,57,57,57,2019-04-29,63.71586990356445,61.90382766723633,60.41831970214844,0.02927189326754953,0.05457864796095535
58,58,58,58,2019-04-30,64.97447204589844,62.12697982788086,60.40056610107422,0.04583342415656433,0.0757262098697924
59,59,59,59,2019-05-01,63.63551330566406,61.60033798217773,61.0037727355957,0.033038379173749854,0.04314061986747819
60,60,60,60,2019-05-02,64.10863494873047,61.46644973754883,60.95055389404297,0.04298581132411772,0.051813820431846125
61,61,61,61,2019-05-03,64.22465515136719,61.31469345092773,61.24327850341797,0.04745945117981232,0.04868087928674214
62,62,62,62,2019-05-06,63.992584228515625,63.64447784423828,61.3057861328125,0.005469545765294681,0.04382617474119743
63,63,63,63,2019-05-07,62.93929290771485,63.71586990356445,61.90382766723633,-0.012188125140957351,0.01672699862833449
64,64,64,64,2019-05-08,63.36772537231445,64.97447204589844,62.12697982788086,-0.024728891562965982,0.019971122817671327
65,65,65,65,2019-05-09,63.242774963378906,63.63551330566406,61.60033798217773,-0.006171684989774384,0.026662791715142298
66,66,66,66,2019-05-10,63.82297897338867,64.10863494873047,61.46644973754883,-0.0044558112268378025,0.03833846343658731
67,67,67,67,2019-05-13,63.87653350830078,64.22465515136719,61.31469345092773,-0.0054203738773830334,0.041781829333019216
68,68,68,68,2019-05-14,63.51056289672852,63.992584228515625,63.64447784423828,-0.007532456105629692,-0.002104109453729852
69,69,69,69,2019-05-15,63.6801643371582,62.93929290771485,63.71586990356445,0.011771206748853347,-0.0005603873330191078
70,70,70,70,2019-05-16,64.71560668945312,63.36772537231445,64.97447204589844,0.02127078586487441,-0.003984108655203045
71,71,71,71,2019-05-17,64.2425308227539,63.242774963378906,63.63551330566406,0.015808222519551274,0.009538974160137936
72,72,72,72,2019-05-20,64.00151824951172,63.82297897338867,64.10863494873047,0.0027974137057671378,-0.0016708622684669105
73,73,73,73,2019-05-21,63.84974670410156,63.87653350830078,64.22465515136719,-0.0004193528159404103,-0.005837453644274571
74,74,74,74,2019-05-22,63.84974670410156,63.51056289672852,63.992584228515625,0.005340588902110088,-0.0022320949550027613
75,75,75,75,2019-05-23,64.04612731933594,63.6801643371582,62.93929290771485,0.005746891296324552,0.017585745890790205
76,76,76,76,2019-05-24,63.55517578125,64.71560668945312,63.36772537231445,-0.017931237418071566,0.0029581369353908205
77,77,77,77,2019-05-28,62.58222579956055,64.2425308227539,63.242774963378906,-0.02584432776744372,-0.010444658132108486
78,78,78,78,2019-05-29,62.45726776123047,64.00151824951172,63.82297897338867,-0.024128341491227556,-0.021398424738645394
79,79,79,79,2019-05-30,63.242774963378906,63.84974670410156,63.87653350830078,-0.00950625134874128,-0.009921617691409645
80,80,80,80,2019-05-31,62.14484405517578,63.84974670410156,63.51056289672852,-0.02670179189318944,-0.021503806284530524
81,81,81,81,2019-06-03,63.09995269775391,64.04612731933594,63.6801643371582,-0.014773330741207347,-0.009111340170737114
82,82,82,82,2019-06-04,63.21598434448242,63.55517578125,64.71560668945312,-0.005336960091732568,-0.023172499211308484
83,83,83,83,2019-06-05,64.19789123535156,62.58222579956055,64.2425308227539,0.0258166822152619,-0.0006948603492210603
84,84,84,84,2019-06-06,65.2601089477539,62.45726776123047,64.00151824951172,0.04487614151228159,0.019665013153836952
85,85,85,85,2019-06-07,66.04562377929688,63.242774963378906,63.84974670410156,0.044318877809219615,0.03439132006852974
86,86,86,86,2019-06-10,65.18870544433594,62.14484405517578,63.84974670410156,0.04898011147083481,0.020970462834245973
87,87,87,87,2019-06-11,65.45650482177734,63.09995269775391,64.04612731933594,0.03734633741028648,0.02202127687454425
88,88,88,88,2019-06-12,65.20655059814453,63.21598434448242,63.55517578125,0.03148833755106817,0.025983325458470707
89,89,89,89,2019-06-13,64.93877410888672,64.19789123535156,62.58222579956055,0.011540610747151403,0.03765523324264253
90,90,90,90,2019-06-14,65.4743423461914,65.2601089477539,62.45726776123047,0.0032827618876489773,0.048306221086951595
91,91,91,91,2019-06-17,65.52790832519531,66.04562377929688,63.242774963378906,-0.007838754855758467,0.03613271813483232
92,92,92,92,2019-06-18,65.0637435913086,65.18870544433594,62.14484405517578,-0.0019169249055581705,0.046969295369721165
93,93,93,93,2019-06-19,65.63501739501953,65.45650482177734,63.09995269775391,0.002727193786595139,0.04017538189621894
94,94,94,94,2019-06-20,65.6974868774414,65.20655059814453,63.21598434448242,0.007528941107810105,0.03925435249788323
95,95,95,95,2019-06-21,65.11729431152344,64.93877410888672,64.19789123535156,0.002749054091125691,0.014321390601465644
96,96,96,96,2019-06-24,66.02776336669922,65.4743423461914,65.2601089477539,0.00845248689298228,0.011762996282459248
97,97,97,97,2019-06-25,65.9742202758789,65.52790832519531,66.04562377929688,0.006811020862571793,-0.0010811239160458674
98,98,98,98,2019-06-26,64.58170318603516,65.0637435913086,65.18870544433594,-0.007408740700524774,-0.009311463606515358
99,99,99,99,2019-06-27,64.39425659179688,65.63501739501953,65.45650482177734,-0.018903945675145195,-0.016228306611737353
100,100,100,100,2019-06-28,63.9747314453125,65.6974868774414,65.20655059814453,-0.026222546919377643,-0.018891033823020265
101,101,101,101,2019-07-01,64.3406982421875,65.11729431152344,64.93877410888672,-0.011926110836557147,-0.00920984226921795
102,102,102,102,2019-07-02,64.92985534667969,66.02776336669922,65.4743423461914,-0.016627975324895794,-0.008316036175404107
103,103,103,103,2019-07-03,66.0545654296875,65.9742202758789,65.52790832519531,0.001217826500603092,0.008037142004877484
104,104,104,104,2019-07-05,65.28689575195312,64.58170318603516,65.0637435913086,0.010919386314210078,0.0034297467118744596
105,105,105,105,2019-07-08,65.50111389160156,64.39425659179688,65.63501739501953,0.01718875810340026,-0.002040122921154741
106,106,106,106,2019-07-09,65.2601089477539,63.9747314453125,65.6974868774414,0.020091956205243067,-0.0066574529784286796
107,107,107,107,2019-07-10,65.59930419921875,64.3406982421875,65.11729431152344,0.019561583747407907,0.007402179294940581
108,108,108,108,2019-07-11,65.95636749267578,64.92985534667969,66.02776336669922,0.015809555411994136,-0.001081300810189867
109,109,109,109,2019-07-12,66.39374542236328,66.0545654296875,65.9742202758789,0.005134845570013313,0.006358925421628081
110,110,110,110,2019-07-15,66.0545654296875,65.28689575195312,64.58170318603516,0.011758403717815114,0.02280618458465855
111,111,111,111,2019-07-16,66.50086212158203,65.50111389160156,64.39425659179688,0.015263072191947114,0.03271418355116951
112,112,112,112,2019-07-17,66.21357727050781,65.2601089477539,63.9747314453125,0.014610277827106222,0.03499578309459794
113,113,113,113,2019-07-18,66.33028411865234,65.59930419921875,64.3406982421875,0.0111431047685151,0.030922665293058538
114,114,114,114,2019-07-19,65.27085876464844,65.95636749267578,64.92985534667969,-0.010393366919478453,0.0052518739822848826
115,115,115,115,2019-07-22,64.95662689208984,66.39374542236328,66.0545654296875,-0.021645390256736063,-0.016621690422993884
116,116,116,116,2019-07-23,64.89379119873047,66.0545654296875,65.28689575195312,-0.017572959921939524,-0.006021186161403569
117,117,117,117,2019-07-24,63.99596405029297,66.50086212158203,65.50111389160156,-0.03766715184397784,-0.022978996109890293
118,118,118,118,2019-07-25,64.57954406738281,66.21357727050781,65.2601089477539,-0.024678219641409038,-0.010428497459542108
119,119,119,119,2019-07-26,66.15971374511719,66.33028411865234,65.59930419921875,-0.002571530874646011,0.008542919055917642
120,120,120,120,2019-07-29,67.84758758544922,65.27085876464844,65.95636749267578,0.03947747692568093,0.028673806103458377
121,121,121,121,2019-07-30,67.1024169921875,64.95662689208984,66.39374542236328,0.033034198399223946,0.010673770026318197
122,122,122,122,2019-07-31,64.40896606445312,64.89379119873047,66.0545654296875,-0.007471055787026226,-0.024912727145045777
123,123,123,123,2019-08-01,63.978023529052734,63.99596405029297,66.50086212158203,-0.0002803383229939005,-0.03793693062079173
124,124,124,124,2019-08-02,63.92414855957031,64.57954406738281,66.21357727050781,-0.010148654922813583,-0.034576423828972525
125,125,125,125,2019-08-05,61.76941680908203,66.15971374511719,66.33028411865234,-0.06635906789060397,-0.06875995437335658
126,126,126,126,2019-08-06,62.71211624145508,67.84758758544922,65.27085876464844,-0.07569128876581466,-0.039201912945861395
127,127,127,127,2019-08-07,63.24181365966797,67.1024169921875,64.95662689208984,-0.057532999637986304,-0.026399357763306153
128,128,128,128,2019-08-08,64.38203430175781,64.40896606445312,64.89379119873047,-0.0004181368579704303,-0.00788606872120412
129,129,129,129,2019-08-09,64.21143341064453,63.978023529052734,63.99596405029297,0.0036482821556029776,0.0033669210793079163
130,130,130,130,2019-08-12,63.50217819213867,63.92414855957031,64.57954406738281,-0.006601110487039374,-0.01668277301741261
131,131,131,131,2019-08-13,64.36408233642578,61.76941680908203,66.15971374511719,0.042005666580330336,-0.027140858190667916
132,132,132,132,2019-08-14,63.31362533569336,62.71211624145508,67.84758758544922,0.009591592985354502,-0.06682569581483877
133,133,133,133,2019-08-15,64.0767593383789,63.24181365966797,67.1024169921875,0.013202430961328115,-0.045090144132376886
134,134,134,134,2019-08-16,64.89379119873047,64.38203430175781,64.40896606445312,0.007948753134672026,0.0075272926100411475
135,135,135,135,2019-08-19,65.6120376586914,64.21143341064453,63.978023529052734,0.021812380967883627,0.025540240843743067
136,136,136,136,2019-08-20,65.1272201538086,63.50217819213867,63.92414855957031,0.025590334189057762,0.018820299078636138
137,137,137,137,2019-08-21,65.19007110595703,64.36408233642578,61.76941680908203,0.012833069928875451,0.0553777981658401
138,138,138,138,2019-08-22,65.57614135742188,63.31362533569336,62.71211624145508,0.035735057181333296,0.045669406290479664
139,139,139,139,2019-08-23,64.84889221191406,64.0767593383789,63.24181365966797,0.01205012365649849,0.025411645543476746
140,140,140,140,2019-08-26,65.33370971679688,64.89379119873047,64.38203430175781,0.006779054050320532,0.014781692212125108
141,141,141,141,2019-08-27,65.93525695800781,65.6120376586914,64.21143341064453,0.004926219499503448,0.02684605304384191
142,142,142,142,2019-08-28,66.43801879882812,65.1272201538086,63.50217819213867,0.020126740277319755,0.0462321244762105
143,143,143,143,2019-08-29,66.61759185791016,65.19007110595703,64.36408233642578,0.021897824741330618,0.03501191098640177
144,144,144,144,2019-08-30,66.57267761230469,65.57614135742188,63.31362533569336,0.015196628442213589,0.05147473800989277
145,145,145,145,2019-09-03,66.71633911132812,64.84889221191406,64.0767593383789,0.02879689745989178,0.04119402729170529
146,146,146,146,2019-09-04,67.21910095214844,65.33370971679688,64.89379119873047,0.02885786286320191,0.03583254592564877
147,147,147,147,2019-09-05,66.69839477539062,65.93525695800781,65.6120376586914,0.011574047824957079,0.016557283624544006
148,148,148,148,2019-09-06,67.06649017333984,66.43801879882812,65.1272201538086,0.009459514083565823,0.029776643543995007
149,149,149,149,2019-09-09,65.71077728271484,66.61759185791016,65.19007110595703,-0.013612238898239926,0.007987507421360007
150,150,150,150,2019-09-10,64.7501449584961,66.57267761230469,65.57614135742188,-0.02737658629899742,-0.01259598966678599
151,151,151,151,2019-09-11,65.4055404663086,66.71633911132812,64.84889221191406,-0.019647340703635274,0.008583774300654268
152,152,152,152,2019-09-12,64.90277099609375,67.21910095214844,65.33370971679688,-0.03445940102209377,-0.00659596282793562
153,153,153,153,2019-09-13,63.48422622680664,66.69839477539062,65.93525695800781,-0.04818959375870768,-0.03717329459657914
154,154,154,154,2019-09-16,62.33502197265625,67.06649017333984,66.43801879882812,-0.07054891628374549,-0.061756760667346144
155,155,155,155,2019-09-17,62.721073150634766,65.71077728271484,66.61759185791016,-0.04549792675891107,-0.05849083700873403
156,156,156,156,2019-09-18,63.52012252807617,64.7501449584961,66.57267761230469,-0.018996442883770337,-0.04585297142478628
157,157,157,157,2019-09-19,63.69969940185547,65.4055404663086,66.71633911132812,-0.02608098721134844,-0.04521590587335511
158,158,158,158,2019-09-20,63.69969940185547,64.90277099609375,67.21910095214844,-0.0185365212574774,-0.05235716486000519
159,159,159,159,2019-09-23,64.1934814453125,63.48422622680664,66.69839477539062,0.011172148747185418,-0.037555826321060914
160,160,160,160,2019-09-24,65.08232879638672,62.33502197265625,67.06649017333984,0.04407324705741811,-0.029584989043333954
161,161,161,161,2019-09-25,64.85787200927734,62.721073150634766,65.71077728271484,0.034068276438936396,-0.012979686266195722
162,162,162,162,2019-09-26,65.28882598876953,63.52012252807617,64.7501449584961,0.02784477407000563,0.008319379526003035
163,163,163,163,2019-09-27,65.77363586425781,63.69969940185547,65.4055404663086,0.03255802589143664,0.005627893223187019
164,164,164,164,2019-09-30,65.99810028076172,63.69969940185547,64.90277099609375,0.03608181671951982,0.01687646409941257
165,165,165,165,2019-10-01,64.39998626708984,64.1934814453125,63.48422622680664,0.003216912638602798,0.014425001212293509
166,166,166,166,2019-10-02,63.31362533569336,65.08232879638672,62.33502197265625,-0.02717640092792062,0.015699093897269867
167,167,167,167,2019-10-03,63.62786102294922,64.85787200927734,62.721073150634766,-0.018964713892435148,0.014457467431028492
168,168,168,168,2019-10-04,64.70523071289062,65.28882598876953,63.52012252807617,-0.008938670086965472,0.018657208733982467
169,169,169,169,2019-10-07,64.30122375488281,65.77363586425781,63.69969940185547,-0.022386053165948328,0.009443127026904419
170,170,170,170,2019-10-08,63.4572868347168,65.99810028076172,63.69969940185547,-0.038498281545015334,-0.0038055527642193443
171,171,171,171,2019-10-09,63.412391662597656,64.39998626708984,64.1934814453125,-0.01533532321569575,-0.012167742972162499
172,172,172,172,2019-10-10,63.538082122802734,63.31362533569336,65.08232879638672,0.003545157711618785,-0.023727587843625497
173,173,173,173,2019-10-11,63.304649353027344,63.62786102294922,64.85787200927734,-0.005079719241313119,-0.023948097711682936
174,174,174,174,2019-10-14,62.31707763671875,64.70523071289062,65.28882598876953,-0.0369081919631592,-0.045516951898659674
175,175,175,175,2019-10-15,61.4102897644043,64.30122375488281,65.77363586425781,-0.04495923750220987,-0.06633883078713321
176,176,176,176,2019-10-16,60.91648483276367,63.4572868347168,65.99810028076172,-0.04003956249454832,-0.07699638968970934
177,177,177,177,2019-10-17,61.12298202514648,63.412391662597656,64.39998626708984,-0.03610350559923026,-0.05088516988734215
178,178,178,178,2019-10-18,61.07807922363281,63.538082122802734,63.31362533569336,-0.03871698384624467,-0.03530908394847909
179,179,179,179,2019-10-21,61.32050704956055,63.304649353027344,63.62786102294922,-0.031342757976621005,-0.036263264807164575
180,180,180,180,2019-10-22,60.58865737915039,62.31707763671875,64.70523071289062,-0.027735900384230017,-0.06362041041173705
181,181,181,181,2019-10-23,61.022342681884766,61.4102897644043,64.30122375488281,-0.006317297703819058,-0.05099251431819074
182,182,182,182,2019-10-24,61.74513244628906,60.91648483276367,63.4572868347168,0.013603011004333254,-0.026981210099436992
183,183,183,183,2019-10-25,61.808387756347656,61.12298202514648,63.412391662597656,0.011213551899663443,-0.025294802233363556
184,184,184,184,2019-10-28,60.85066986083984,61.07807922363281,63.538082122802734,-0.0037232566197822337,-0.04229608719962341
185,185,185,185,2019-10-29,61.36567306518555,61.32050704956055,63.304649353027344,0.0007365564604431274,-0.030629287227053714
186,186,186,186,2019-10-30,61.96199035644531,60.58865737915039,62.31707763671875,0.022666502885200224,-0.0056980733651125215
187,187,187,187,2019-10-31,61.98004531860352,61.022342681884766,61.4102897644043,0.015694294821019028,0.009277851584564178
188,188,188,188,2019-11-01,60.36279296875,61.74513244628906,60.91648483276367,-0.022387829174089657,-0.009089360056374618
189,189,189,189,2019-11-04,59.09789276123047,61.808387756347656,61.12298202514648,-0.04385319037607194,-0.0331313885026564
190,190,190,190,2019-11-05,59.594818115234375,60.85066986083984,61.07807922363281,-0.020638256710690084,-0.024284671804553404
191,191,191,191,2019-11-06,60.10076522827149,61.36567306518555,61.32050704956055,-0.020612628750448336,-0.019891254654878066
192,192,192,192,2019-11-07,60.41699981689453,61.96199035644531,60.58865737915039,-0.024934488557630252,-0.0028331633292625336
193,193,193,193,2019-11-08,60.20015335083008,61.98004531860352,61.022342681884766,-0.028717177579074882,-0.013473578609409342
194,194,194,194,2019-11-11,60.11883544921875,60.36279296875,61.74513244628906,-0.004041521399739567,-0.026338869683128374
195,195,195,195,2019-11-12,60.20918655395508,59.09789276123047,61.808387756347656,0.018804287950071163,-0.02587353044536167
196,196,196,196,2019-11-13,60.426025390625,59.594818115234375,60.85066986083984,0.013947643464292003,-0.0069784682927231945
197,197,197,197,2019-11-14,60.20918655395508,60.10076522827149,61.36567306518555,0.001803992432904744,-0.018845821343831615
198,198,198,198,2019-11-15,59.96525573730469,60.41699981689453,61.96199035644531,-0.007477102155998172,-0.03222515299547546
199,199,199,199,2019-11-18,60.65190124511719,60.20015335083008,61.98004531860352,0.007504098729689934,-0.021428575385176285
200,200,200,200,2019-11-19,60.67900085449219,60.11883544921875,60.36279296875,0.009317635664227053,0.005238456840555461
201,201,201,201,2019-11-20,60.72418594360352,60.20918655395508,59.09789276123047,0.008553501867807789,0.02751863232998275
202,202,202,202,2019-11-21,60.3085823059082,60.426025390625,59.594818115234375,-0.0019435844730409935,0.01197695056797854
203,203,203,203,2019-11-22,60.27245330810547,60.20918655395508,60.10076522827149,0.0010507824099847962,0.002856670446405918
204,204,204,204,2019-11-25,60.51639175415039,59.96525573730469,60.41699981689453,0.00919092247784481,0.001645098855571847
205,205,205,205,2019-11-26,61.24822235107422,60.65190124511719,60.20015335083008,0.009831861717690904,0.01740973970840698
206,206,206,206,2019-11-27,61.148834228515625,60.67900085449219,60.11883544921875,0.007742931943623965,0.017132713426674773
207,207,207,207,2019-11-29,61.27532196044922,60.72418594360352,60.20918655395508,0.009076054430067648,0.017707188346395508
208,208,208,208,2019-12-02,61.0494499206543,60.3085823059082,60.426025390625,0.012284613340571182,0.010317152683784192
209,209,209,209,2019-12-03,60.80549621582031,60.27245330810547,60.20918655395508,0.008843889346763278,0.009903964760109574
210,210,210,210,2019-12-04,61.510231018066406,60.51639175415039,59.96525573730469,0.016422645751146492,0.0257645074929711
211,211,211,211,2019-12-05,61.27532196044922,61.24822235107422,60.65190124511719,0.00044245544335419495,0.010278667321780288
212,212,212,212,2019-12-06,61.65480041503906,61.148834228515625,60.67900085449219,0.008274339043531365,0.016081338631247943
213,213,213,213,2019-12-09,61.98004531860352,61.27532196044922,60.72418594360352,0.011500932767177785,0.020681370289036938
214,214,214,214,2019-12-10,61.37469482421875,61.0494499206543,60.3085823059082,0.005327564850906574,0.01767762526571781
215,215,215,215,2019-12-11,60.9500732421875,60.80549621582031,60.27245330810547,0.002377696678175889,0.011242614111261151
216,216,216,216,2019-12-12,60.74225997924805,61.510231018066406,60.51639175415039,-0.012485256941935363,0.003732347857341667
217,217,217,217,2019-12-13,62.06136322021485,61.27532196044922,61.24822235107422,0.012828023331692862,0.013276154603797607
218,218,218,218,2019-12-16,62.2239990234375,61.65480041503906,61.148834228515625,0.009232024182493248,0.01758275212416871
219,219,219,219,2019-12-17,61.29339218139648,61.98004531860352,61.27532196044922,-0.011078616249429296,0.00029490209711058313
220,220,220,220,2019-12-18,61.681907653808594,61.37469482421875,61.0494499206543,0.005005529240833306,0.010359761373383458
221,221,221,221,2019-12-19,61.74513244628906,60.9500732421875,60.80549621582031,0.013044433940913702,0.015453146326339429
222,222,222,222,2019-12-20,62.20592498779297,60.74225997924805,61.510231018066406,0.024096321227510487,0.011310215523694378
223,223,223,223,2019-12-23,62.08846282958984,62.06136322021485,61.27532196044922,0.0004366583002508584,0.013270283094807267
224,224,224,224,2019-12-24,61.93486785888672,62.2239990234375,61.65480041503906,-0.0046466181712602195,0.0045425083199091
225,225,225,225,2019-12-26,61.96199035644531,61.29339218139648,61.98004531860352,0.010908160753611673,-0.0002913028227939929
226,226,226,226,2019-12-27,62.50407791137695,61.681907653808594,61.37469482421875,0.013329196337162896,0.018401445260018523
227,227,227,227,2019-12-30,62.1517219543457,61.74513244628906,60.9500732421875,0.006584964546157979,0.019715295622097173
228,228,228,228,2019-12-31,62.196895599365234,62.20592498779297,60.74225997924805,-0.0001451531896601299,0.023947670379965258
229,229,229,229,2020-01-02,61.54636764526367,62.08846282958984,62.06136322021485,-0.008731013132246779,-0.008298167301349801
230,230,230,230,2020-01-03,61.45601272583008,61.93486785888672,62.2239990234375,-0.007731592067777848,-0.012342284482843136
231,231,231,231,2020-01-06,61.88066482543945,61.96199035644531,61.29339218139648,-0.0013125067567717474,0.009581336962146914
232,232,232,232,2020-01-07,61.0313835144043,62.50407791137695,61.681907653808594,-0.023561573039454387,-0.0105464335353469
233,233,233,233,2020-01-08,62.58538818359375,62.1517219543457,61.74513244628906,0.006977541661140174,0.013608453071755955
234,234,234,234,2020-01-09,63.11845779418945,62.196895599365234,62.20592498779297,0.014816851965737454,0.014669548062753668
235,235,235,235,2020-01-10,63.380470275878906,61.54636764526367,62.08846282958984,0.029800339171703882,0.02080913888680347
236,236,236,236,2020-01-13,63.37144088745117,61.45601272583008,61.93486785888672,0.031167465584958753,0.023194899387491308
237,237,237,237,2020-01-14,63.5069694519043,61.88066482543945,61.96199035644531,0.026281305009448808,0.024934303862275353
238,238,238,238,2020-01-15,63.9677619934082,61.0313835144043,62.50407791137695,0.04811259896002329,0.023417417406054186
239,239,239,239,2020-01-16,63.92255783081055,62.58538818359375,62.1517219543457,0.02136552454215379,0.02849214504089903
240,240,240,240,2020-01-17,64.31107330322266,63.11845779418945,62.196895599365234,0.01889487719934424,0.03399169176345507
241,241,241,241,2020-01-21,64.41046142578125,63.380470275878906,61.54636764526367,0.016250923122202332,0.046535545314801086
242,242,242,242,2020-01-22,64.11050415039062,63.37144088745117,61.45601272583008,0.01166240269417318,0.04319335581374051
243,243,243,243,2020-01-23,64.1832275390625,63.5069694519043,61.88066482543945,0.010648564921214687,0.037209728113270835
