,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,TYL,TYL_6m,TYL_12m,TYL_6m_ret,TYL_12m_ret
83,83,83,83,2019-06-05,215.7400054931641,217.2100067138672,213.7100067138672,-0.006767649626011729,0.009498847576261849
84,84,84,84,2019-06-06,218.42999267578125,212.9900054931641,212.8800048828125,0.025541044379153943,0.02607096798980235
85,85,85,85,2019-06-07,219.9100036621093,213.22999572753903,217.1300048828125,0.031327712181290934,0.012803383764474097
86,86,86,86,2019-06-10,220.08999633789065,213.3500061035156,220.1000061035156,0.031591235254546435,-4.547826146006351e-05
87,87,87,87,2019-06-11,219.5,208.02999877929688,213.3800048828125,0.05513628461283537,0.02868120244232153
88,88,88,88,2019-06-12,222.47000122070312,211.5,215.4499969482422,0.05186761806479012,0.032582986177286166
89,89,89,89,2019-06-13,219.38999938964844,215.7400054931641,217.2100067138672,0.01691848430308851,0.010036336303110405
90,90,90,90,2019-06-14,219.19000244140625,218.42999267578125,212.9900054931641,0.0034794203685803993,0.02910933277778205
91,91,91,91,2019-06-17,219.2899932861328,219.9100036621093,213.22999572753903,-0.0028193823184556877,0.028420005065033616
92,92,92,92,2019-06-18,221.0599975585937,220.08999633789065,213.3500061035156,0.004407293547380675,0.03613776064921814
93,93,93,93,2019-06-19,224.88999938964844,219.5,208.02999877929688,0.024555805875391412,0.08104600638987014
94,94,94,94,2019-06-20,222.0500030517578,222.47000122070312,211.5,-0.0018878867561503698,0.04988181111942236
95,95,95,95,2019-06-21,223.8000030517578,219.38999938964844,215.7400054931641,0.020101206410402472,0.03735977265861856
96,96,96,96,2019-06-24,218.22999572753903,219.19000244140625,218.42999267578125,-0.00437979243201958,-0.0009156112024372165
97,97,97,97,2019-06-25,213.25,219.2899932861328,219.9100036621093,-0.027543405860073755,-0.030285132787057578
98,98,98,98,2019-06-26,211.5399932861328,221.0599975585937,220.08999633789065,-0.04306525096173286,-0.03884775861703205
99,99,99,99,2019-06-27,213.1600036621093,224.88999938964844,219.5,-0.05215881435090208,-0.02888381019540187
100,100,100,100,2019-06-28,216.0200042724609,222.0500030517578,222.47000122070312,-0.027156040064954978,-0.028992659292717105
101,101,101,101,2019-07-01,220.509994506836,223.8000030517578,219.38999938964844,-0.01470066353913746,0.005105041799094989
102,102,102,102,2019-07-02,220.0500030517578,218.22999572753903,219.19000244140625,0.008339858680522783,0.003923539398570153
103,103,103,103,2019-07-03,221.0599975585937,213.25,219.2899932861328,0.03662366967687536,0.00807152321880622
104,104,104,104,2019-07-05,221.9900054931641,211.5399932861328,221.0599975585937,0.0493997000032822,0.004207038563473597
105,105,105,105,2019-07-08,218.88999938964844,213.1600036621093,224.88999938964844,0.026881195482723275,-0.0266797101528925
106,106,106,106,2019-07-09,222.52999877929688,216.0200042724609,222.0500030517578,0.030136072484403087,0.002161656027661385
107,107,107,107,2019-07-10,225.1999969482422,220.509994506836,223.8000030517578,0.021268888296402277,0.006255557986567961
108,108,108,108,2019-07-11,226.52999877929688,220.0500030517578,218.22999572753903,0.02944783293647535,0.0380332823821361
109,109,109,109,2019-07-12,227.2700042724609,221.0599975585937,213.25,0.028091951426993056,0.06574445145350949
110,110,110,110,2019-07-15,225.1300048828125,221.9900054931641,211.5399932861328,0.014144778196985452,0.0642432259998118
111,111,111,111,2019-07-16,222.8600006103516,218.88999938964844,213.1600036621093,0.018136969399118685,0.045505708301723624
112,112,112,112,2019-07-17,224.509994506836,222.52999877929688,216.0200042724609,0.008897657567071837,0.03930187050485778
113,113,113,113,2019-07-18,224.4199981689453,225.1999969482422,220.509994506836,-0.003463582548254407,0.017731639197823723
114,114,114,114,2019-07-19,221.0200042724609,226.52999877929688,220.0500030517578,-0.024323465044487236,0.0044080945569218155
115,115,115,115,2019-07-22,220.5399932861328,227.2700042724609,221.0599975585937,-0.02961240313200275,-0.0023523218954304426
116,116,116,116,2019-07-23,219.47000122070312,225.1300048828125,221.9900054931641,-0.025141045348688995,-0.011351881661801011
117,117,117,117,2019-07-24,223.72000122070312,222.8600006103516,218.88999938964844,0.003858927613731522,0.02206588626489392
118,118,118,118,2019-07-25,228.759994506836,224.509994506836,222.52999877929688,0.018930114934685438,0.027996206182151484
119,119,119,119,2019-07-26,232.5800018310547,224.4199981689453,225.1999969482422,0.03636041230143161,0.0327708924636827
120,120,120,120,2019-07-29,232.47999572753903,221.0200042724609,226.52999877929688,0.05185047160233913,0.02626582342429229
121,121,121,121,2019-07-30,233.259994506836,220.5399932861328,227.2700042724609,0.05767661924338596,0.026356272811057124
122,122,122,122,2019-07-31,233.3500061035156,219.47000122070312,225.1300048828125,0.06324328976903981,0.03651224200426717
123,123,123,123,2019-08-01,246.83999633789065,223.72000122070312,222.8600006103516,0.1033434426561588,0.10760116513445439
124,124,124,124,2019-08-02,248.75,228.759994506836,224.509994506836,0.08738418418071192,0.10796849176541201
125,125,125,125,2019-08-05,241.25,232.5800018310547,224.4199981689453,0.03727748774911088,0.0749933248746617
126,126,126,126,2019-08-06,246.38999938964844,232.47999572753903,221.0200042724609,0.0598331207748799,0.11478596790683637
127,127,127,127,2019-08-07,250.27999877929688,233.259994506836,220.5399932861328,0.07296580928266327,0.13485084972583095
128,128,128,128,2019-08-08,255.7700042724609,233.3500061035156,219.47000122070312,0.09607884115074605,0.16539847291135623
129,129,129,129,2019-08-09,255.5399932861328,246.83999633789065,223.72000122070312,0.035245491319539024,0.14223132438676678
130,130,130,130,2019-08-12,251.75,248.75,228.759994506836,0.012060301507537785,0.10049836529645928
131,131,131,131,2019-08-13,254.8500061035156,241.25,232.5800018310547,0.05637308229436511,0.09575201692808388
132,132,132,132,2019-08-14,251.22999572753903,246.38999938964844,232.47999572753903,0.019643639554690173,0.08065210058750405
133,133,133,133,2019-08-15,253.1199951171875,250.27999877929688,233.259994506836,0.011347276457336797,0.08514104894986385
134,134,134,134,2019-08-16,254.3000030517578,255.7700042724609,233.3500061035156,-0.005747355812439903,0.08977928605216601
135,135,135,135,2019-08-19,256.0,255.5399932861328,246.83999633789065,0.0018001358924357724,0.03710907388594564
136,136,136,136,2019-08-20,254.8600006103516,251.75,248.75,0.01235352774717624,0.024562816524026587
137,137,137,137,2019-08-21,257.8500061035156,254.8500061035156,241.25,0.011771630088882379,0.068808315454987
138,138,138,138,2019-08-22,258.5899963378906,251.22999572753903,246.38999938964844,0.029295867275074716,0.04951498428695866
139,139,139,139,2019-08-23,253.4199981689453,253.1199951171875,250.27999877929688,0.001185220676141796,0.01254594616015381
140,140,140,140,2019-08-26,257.260009765625,254.3000030517578,255.7700042724609,0.011639821778785864,0.005825567768990014
141,141,141,141,2019-08-27,254.6300048828125,256.0,255.5399932861328,-0.005351543426513672,-0.003561041039479851
142,142,142,142,2019-08-28,254.5,254.8600006103516,251.75,-0.0014125426096266436,0.010923535253227312
143,143,143,143,2019-08-29,256.04998779296875,257.8500061035156,254.8500061035156,-0.006980873639476415,0.0047085801872248645
144,144,144,144,2019-08-30,256.5400085449219,258.5899963378906,251.22999572753903,-0.007927560315558746,0.021136062204696326
145,145,145,145,2019-09-03,256.010009765625,253.4199981689453,253.1199951171875,0.010220233665036327,0.01141756757343293
146,146,146,146,2019-09-04,256.5899963378906,257.260009765625,254.3000030517578,-0.00260442121705895,0.009005085562923565
147,147,147,147,2019-09-05,259.1700134277344,254.6300048828125,256.0,0.01782982546385803,0.012382864952087402
148,148,148,148,2019-09-06,257.7799987792969,254.5,254.8600006103516,0.012888010920616422,0.011457263446410959
149,149,149,149,2019-09-09,253.72000122070312,256.04998779296875,257.8500061035156,-0.00909973319018298,-0.01601708274210578
150,150,150,150,2019-09-10,250.5399932861328,256.5400085449219,258.5899963378906,-0.023388224288370285,-0.03113037304520916
151,151,151,151,2019-09-11,252.5,256.010009765625,253.4199981689453,-0.013710439559915577,-0.0036303297908319987
152,152,152,152,2019-09-12,258.3900146484375,256.5899963378906,257.260009765625,0.007015153888449088,0.004392462255762064
153,153,153,153,2019-09-13,256.70001220703125,259.1700134277344,254.6300048828125,-0.009530428262264357,0.008129471329081595
154,154,154,154,2019-09-16,257.6499938964844,257.7799987792969,254.5,-0.000504324941532075,0.012377186233730297
155,155,155,155,2019-09-17,259.69000244140625,253.72000122070312,256.04998779296875,0.023529880151269555,0.014216031329713053
156,156,156,156,2019-09-18,260.6600036621094,250.5399932861328,256.5400085449219,0.040392794153302436,0.016059854135640927
157,157,157,157,2019-09-19,259.29998779296875,252.5,256.010009765625,0.026930644724628694,0.012850974187906594
158,158,158,158,2019-09-20,258.32000732421875,258.3900146484375,256.5899963378906,-0.0002709366471224106,0.006742316579052998
159,159,159,159,2019-09-23,259.9599914550781,256.70001220703125,259.1700134277344,0.012699567951004465,0.0030481073674213377
160,160,160,160,2019-09-24,256.6600036621094,257.6499938964844,257.7799987792969,-0.0038423840785059005,-0.004344771209912279
161,161,161,161,2019-09-25,262.9599914550781,259.69000244140625,253.72000122070312,0.012591894115791646,0.0364180600264834
162,162,162,162,2019-09-26,263.19000244140625,260.6600036621094,250.5399932861328,0.009706125772086072,0.05049097746572673
163,163,163,163,2019-09-27,256.260009765625,259.29998779296875,252.5,-0.011723787776538375,0.014891127784653513
164,164,164,164,2019-09-30,262.5,258.32000732421875,258.3900146484375,0.016181451522393697,0.01590613072705027
165,165,165,165,2019-10-01,262.010009765625,259.9599914550781,256.70001220703125,0.007885899284240994,0.020685614749060388
166,166,166,166,2019-10-02,257.8599853515625,256.6600036621094,257.6499938964844,0.004675374707127755,0.0008150260432859824
167,167,167,167,2019-10-03,262.07000732421875,262.9599914550781,259.69000244140625,-0.003384484939837007,0.009164792099955799
168,168,168,168,2019-10-04,262.2900085449219,263.19000244140625,260.6600036621094,-0.0034195595886463703,0.006253375507987213
169,169,169,169,2019-10-07,260.1000061035156,256.260009765625,259.29998779296875,0.014984766220069501,0.003085300224485943
170,170,170,170,2019-10-08,260.4800109863281,262.5,258.32000732421875,-0.007695196242559543,0.00836173583487998
171,171,171,171,2019-10-09,265.3099975585937,262.010009765625,259.9599914550781,0.012594892065080243,0.020580113399642386
172,172,172,172,2019-10-10,264.3399963378906,257.8599853515625,256.6600036621094,0.02512995949136254,0.02992282617548736
173,173,173,173,2019-10-11,268.239990234375,262.07000732421875,262.9599914550781,0.023543262249476227,0.02007909549312137
174,174,174,174,2019-10-14,268.3800048828125,262.2900085449219,263.19000244140625,0.023218560141407663,0.01971960330279532
175,175,175,175,2019-10-15,269.69000244140625,260.1000061035156,256.260009765625,0.0368704195034657,0.05240768034023069
176,176,176,176,2019-10-16,263.2900085449219,260.4800109863281,262.5,0.010787766585057534,0.0030095563616070464
177,177,177,177,2019-10-17,268.0299987792969,265.3099975585937,262.010009765625,0.010252162548463506,0.02297617949427555
178,178,178,178,2019-10-18,263.2300109863281,264.3399963378906,257.8599853515625,-0.004199082117500197,0.020825354610348734
179,179,179,179,2019-10-21,263.2799987792969,268.239990234375,262.07000732421875,-0.018490872486031318,0.004617054303284629
180,180,180,180,2019-10-22,260.1400146484375,268.3800048828125,262.2900085449219,-0.0307026979821875,-0.008197010280382666
181,181,181,181,2019-10-23,258.0799865722656,269.69000244140625,260.1000061035156,-0.04304948557246968,-0.0077663186614692625
182,182,182,182,2019-10-24,262.79998779296875,263.2900085449219,260.4800109863281,-0.001861144502449008,0.00890654449013506
183,183,183,183,2019-10-25,260.92999267578125,268.0299987792969,265.3099975585937,-0.02648959495523473,-0.01650900804009514
184,184,184,184,2019-10-28,262.32000732421875,263.2300109863281,264.3399963378906,-0.0034570665354591856,-0.007641632146691224
185,185,185,185,2019-10-29,264.3800048828125,263.2799987792969,268.239990234375,0.004178084581494268,-0.014390044333769336
186,186,186,186,2019-10-30,269.1400146484375,260.1400146484375,268.3800048828125,0.03459675364500514,0.002831841984490824
187,187,187,187,2019-10-31,268.5199890136719,258.0799865722656,269.69000244140625,0.040452584410232584,-0.0043383641111746085
188,188,188,188,2019-11-01,271.9700012207031,262.79998779296875,263.2900085449219,0.034893507814613756,0.03296742145192444
189,189,189,189,2019-11-04,269.8299865722656,260.92999267578125,268.0299987792969,0.034108742368850864,0.006715620643832798
190,190,190,190,2019-11-05,271.8399963378906,262.32000732421875,263.2300109863281,0.036291509407841316,0.032708980709686974
191,191,191,191,2019-11-06,276.0599975585937,264.3800048828125,263.2799987792969,0.04417880497792703,0.04854147234332862
192,192,192,192,2019-11-07,274.1499938964844,269.1400146484375,260.1400146484375,0.018614769173551204,0.05385553340181226
193,193,193,193,2019-11-08,277.7200012207031,268.5199890136719,258.0799865722656,0.034261926796678166,0.07610049469271041
194,194,194,194,2019-11-11,279.6199951171875,271.9700012207031,262.79998779296875,0.028128079796111205,0.06400307498290059
195,195,195,195,2019-11-12,278.3800048828125,269.8299865722656,260.92999267578125,0.03168668693632015,0.06687622234640456
196,196,196,196,2019-11-13,279.8900146484375,271.8399963378906,262.32000732421875,0.02961307540830349,0.06697928802092012
197,197,197,197,2019-11-14,282.2799987792969,276.0599975585937,264.3800048828125,0.02253133838915944,0.06770555097167286
198,198,198,198,2019-11-15,284.8299865722656,274.1499938964844,269.1400146484375,0.03895674963908213,0.05829668971491686
199,199,199,199,2019-11-18,285.0,277.7200012207031,268.5199890136719,0.026213447887433627,0.06137349791671953
200,200,200,200,2019-11-19,286.92999267578125,279.6199951171875,271.9700012207031,0.02614261385538663,0.055006035180101165
201,201,201,201,2019-11-20,287.7799987792969,278.3800048828125,269.8299865722656,0.033766771074098534,0.06652341511429416
202,202,202,202,2019-11-21,286.8999938964844,279.8900146484375,271.8399963378906,0.02504547815631053,0.055400227197893726
203,203,203,203,2019-11-22,287.1099853515625,282.2799987792969,276.0599975585937,0.01711062276162889,0.04002748638227982
204,204,204,204,2019-11-25,289.3299865722656,284.8299865722656,274.1499938964844,0.015798898332842093,0.05537112169885017
205,205,205,205,2019-11-26,292.45001220703125,285.0,277.7200012207031,0.02614039370888155,0.05303907144455988
206,206,206,206,2019-11-27,291.0899963378906,286.92999267578125,279.6199951171875,0.01449832282542185,0.04101996073598424
207,207,207,207,2019-11-29,290.1700134277344,287.7799987792969,278.3800048828125,0.008305006110832736,0.04235221042504489
208,208,208,208,2019-12-02,289.2799987792969,286.8999938964844,279.8900146484375,0.00829559056620699,0.033548835754837025
209,209,209,209,2019-12-03,289.1400146484375,287.1099853515625,282.2799987792969,0.007070563200333391,0.024302167701595323
210,210,210,210,2019-12-04,287.7200012207031,289.3299865722656,284.8299865722656,-0.005564529866524448,0.010146455024686363
211,211,211,211,2019-12-05,285.8699951171875,292.45001220703125,285.0,-0.022499630074166777,0.0030526144462719174
212,212,212,212,2019-12-06,286.2699890136719,291.0899963378906,286.92999267578125,-0.016558478081891148,-0.0023002254171983205
213,213,213,213,2019-12-09,285.3500061035156,290.1700134277344,287.7799987792969,-0.016610976672884803,-0.008443924824827254
214,214,214,214,2019-12-10,280.8699951171875,289.2799987792969,286.8999938964844,-0.029072191985612172,-0.02101777242098002
215,215,215,215,2019-12-11,279.4200134277344,289.1400146484375,287.1099853515625,-0.03361693549238276,-0.02678406295904978
216,216,216,216,2019-12-12,280.7300109863281,287.7200012207031,289.3299865722656,-0.024294418895866587,-0.02972376174285518
217,217,217,217,2019-12-13,284.70001220703125,285.8699951171875,292.45001220703125,-0.004092709728688471,-0.026500255347958857
218,218,218,218,2019-12-16,289.95001220703125,286.2699890136719,291.0899963378906,0.012855078543296594,-0.003916260074894873
219,219,219,219,2019-12-17,291.8500061035156,285.3500061035156,290.1700134277344,0.02277904279294818,0.00578968397159918
220,220,220,220,2019-12-18,294.5,280.8699951171875,289.2799987792969,0.048527806884909985,0.018044805180899015
221,221,221,221,2019-12-19,296.42999267578125,279.4200134277344,289.1400146484375,0.06087602330047881,0.025212622459771072
222,222,222,222,2019-12-20,299.7799987792969,280.7300109863281,287.7200012207031,0.06785875056976542,0.04191574276180687
223,223,223,223,2019-12-23,297.4100036621094,284.70001220703125,285.8699951171875,0.04464345244156687,0.04036803002074851
224,224,224,224,2019-12-24,298.3900146484375,289.95001220703125,286.2699890136719,0.0291084741716785,0.04233774443672744
225,225,225,225,2019-12-26,300.44000244140625,291.8500061035156,285.3500061035156,0.029432914710455282,0.052882411127114004
226,226,226,226,2019-12-27,300.57000732421875,294.5,280.8699951171875,0.02061123030294998,0.07013925499166196
227,227,227,227,2019-12-30,298.3599853515625,296.42999267578125,279.4200134277344,0.006510787448867017,0.06778316159778774
228,228,228,228,2019-12-31,300.0199890136719,299.7799987792969,280.7300109863281,0.0008005545244920143,0.06871362972405248
229,229,229,229,2020-01-02,306.239990234375,297.4100036621094,284.70001220703125,0.029689608498500553,0.07565850756507908
230,230,230,230,2020-01-03,306.6700134277344,298.3900146484375,289.95001220703125,0.02774891374650168,0.057665116457262355
231,231,231,231,2020-01-06,310.2099914550781,300.44000244140625,291.8500061035156,0.03251893534243089,0.06290897710329468
232,232,232,232,2020-01-07,311.2699890136719,300.57000732421875,294.5,0.03559896672561624,0.056943935530294976
233,233,233,233,2020-01-08,310.989990234375,298.3599853515625,296.42999267578125,0.04233143016122076,0.04911782855427416
234,234,234,234,2020-01-09,311.3900146484375,300.0199890136719,299.7799987792969,0.0378975603330467,0.038728453920930495
235,235,235,235,2020-01-10,310.2300109863281,306.239990234375,297.4100036621094,0.013029065044377175,0.04310550138314673
236,236,236,236,2020-01-13,309.6199951171875,306.6700134277344,298.3900146484375,0.00961940052918897,0.03763524219126824
237,237,237,237,2020-01-14,308.57000732421875,310.2099914550781,300.44000244140625,-0.005286690229308277,0.02706032757538024
238,238,238,238,2020-01-15,311.3099975585937,311.2699890136719,300.57000732421875,0.00012853325516082315,0.03573207563185088
239,239,239,239,2020-01-16,312.19000244140625,310.989990234375,298.3599853515625,0.003858684345843022,0.046353458133963965
240,240,240,240,2020-01-17,309.0299987792969,311.3900146484375,300.0199890136719,-0.007578970930731677,0.030031364894205215
241,241,241,241,2020-01-21,310.8399963378906,310.2300109863281,306.239990234375,0.0019662357926724106,0.015020919051085047
242,242,242,242,2020-01-22,311.4800109863281,309.6199951171875,306.6700134277344,0.006007415213725498,0.015684603476000536
243,243,243,243,2020-01-23,311.75,308.57000732421875,310.2099914550781,0.010305579286064459,0.004964406651437159
244,244,244,244,2020-01-24,309.8999938964844,311.3099975585937,311.2699890136719,-0.004529259173065681,-0.004401308078329835
245,245,245,245,2020-01-27,308.70001220703125,312.19000244140625,310.989990234375,-0.011179058288485755,-0.007363510399861828
246,246,246,246,2020-01-28,313.69000244140625,309.0299987792969,311.3900146484375,0.015079454035261675,0.007386196360745334
247,247,247,247,2020-01-29,316.2300109863281,310.8399963378906,310.2300109863281,0.01734015799748767,0.01934048862946547
248,248,248,248,2020-01-30,321.42999267578125,311.4800109863281,309.6199951171875,0.03194420617215732,0.038143523496031895
