,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,AON,AON_6m,AON_12m,AON_6m_ret,AON_12m_ret
104,104,104,104,2019-07-05,190.0784912109375,182.68045043945312,182.91134643554688,0.040497167341594364,0.039183707927687994
105,105,105,105,2019-07-08,189.01063537597656,185.2587280273437,184.7103576660156,0.020252256876551078,0.023281194212922962
106,106,106,106,2019-07-09,189.08761596679688,185.65313720703125,186.17263793945312,0.018499438315096484,0.01565739229785068
107,107,107,107,2019-07-10,190.3093719482422,187.73117065429688,184.72959899902344,0.013733474760528885,0.03020508342709194
108,108,108,108,2019-07-11,189.1741943359375,188.4911346435547,186.17263793945312,0.0036238292780959025,0.016122435765563603
109,109,109,109,2019-07-12,189.9727020263672,190.9443359375,185.91290283203125,-0.005088571527205987,0.0218371029255775
110,110,110,110,2019-07-15,190.03038024902344,190.0784912109375,182.68045043945312,-0.0002531110259113012,0.04023380603611071
111,111,111,111,2019-07-16,189.5974578857422,189.01063537597656,185.2587280273437,0.0031047062965443573,0.0234198404825392
112,112,112,112,2019-07-17,187.36558532714844,189.08761596679688,185.65313720703125,-0.009107051410235267,0.009223911569065324
113,113,113,113,2019-07-18,189.55897521972656,190.3093719482422,187.73117065429688,-0.003943036124987587,0.009736287048438763
114,114,114,114,2019-07-19,187.5098876953125,189.1741943359375,188.4911346435547,-0.008797746682454477,-0.005205798936367856
115,115,115,115,2019-07-22,186.7787322998047,189.9727020263672,190.9443359375,-0.016812782533983217,-0.021815801014693603
116,116,116,116,2019-07-23,187.307861328125,190.03038024902344,190.0784912109375,-0.014326756160413567,-0.014576240926375106
117,117,117,117,2019-07-24,188.45266723632807,189.5974578857422,189.01063537597656,-0.006038006322342193,-0.0029520462620454824
118,118,118,118,2019-07-25,189.376220703125,187.36558532714844,189.08761596679688,0.01073108155089364,0.001526301629287019
119,119,119,119,2019-07-26,187.1731414794922,189.55897521972656,190.3093719482422,-0.012586234640004967,-0.016479642787129545
120,120,120,120,2019-07-29,188.3564453125,187.5098876953125,189.1741943359375,0.004514735876558484,-0.004322730308476075
121,121,121,121,2019-07-30,185.83590698242188,186.7787322998047,189.9727020263672,-0.0050478194480378935,-0.021775734091370347
122,122,122,122,2019-07-31,182.4803924560547,187.307861328125,190.03038024902344,-0.025772911173298718,-0.039730425119788415
123,123,123,123,2019-08-01,183.1746368408203,188.45266723632807,189.5974578857422,-0.02800719391723372,-0.033876092625632626
124,124,124,124,2019-08-02,184.20635986328125,189.376220703125,187.36558532714844,-0.02729941922300938,-0.01686128996608982
125,125,125,125,2019-08-05,176.6950225830078,187.1731414794922,189.55897521972656,-0.05598088921124622,-0.06786253524428243
126,126,126,126,2019-08-06,180.6869201660156,188.3564453125,187.5098876953125,-0.04071814550205588,-0.03638724129782234
127,127,127,127,2019-08-07,179.70346069335938,185.83590698242188,186.7787322998047,-0.03299925395818459,-0.03788049913032154
128,128,128,128,2019-08-08,182.914306640625,182.4803924560547,187.307861328125,0.002377867444990356,-0.023456328294749973
129,129,129,129,2019-08-09,182.6539764404297,183.1746368408203,188.45266723632807,-0.002842426273475196,-0.03077001180687222
130,130,130,130,2019-08-12,179.5876922607422,184.20635986328125,189.376220703125,-0.02507333409100021,-0.05168826585534081
131,131,131,131,2019-08-13,184.1485137939453,176.6950225830078,187.1731414794922,0.04218280233352911,-0.016159517661770262
132,132,132,132,2019-08-14,180.4651794433593,180.6869201660156,188.3564453125,-0.0012272095979751763,-0.04189538540105919
133,133,133,133,2019-08-15,182.4129180908203,179.70346069335938,185.83590698242188,0.015077380185150036,-0.018419416070788452
134,134,134,134,2019-08-16,184.6595764160156,182.914306640625,182.4803924560547,0.009541461285581976,0.01194201706074094
135,135,135,135,2019-08-19,187.34979248046875,182.6539764404297,183.1746368408203,0.02570880816038823,0.02279330649513822
136,136,136,136,2019-08-20,184.4860382080078,179.5876922607422,184.20635986328125,0.027275510284712423,0.001518288211840968
137,137,137,137,2019-08-21,186.2601776123047,184.1485137939453,176.6950225830078,0.01146717817512366,0.05413369821893732
138,138,138,138,2019-08-22,187.1762084960937,180.4651794433593,180.6869201660156,0.037187390240235985,0.03591454392003435
139,139,139,139,2019-08-23,182.35504150390625,182.4129180908203,179.70346069335938,-0.0003172833783912088,0.014755313004636283
140,140,140,140,2019-08-26,184.66921997070312,184.6595764160156,182.914306640625,5.2223420386354746e-05,0.009594182993712064
141,141,141,141,2019-08-27,184.30279541015625,187.34979248046875,182.6539764404297,-0.01626367998582201,0.009027008345828813
142,142,142,142,2019-08-28,183.73390197753903,184.4860382080078,179.5876922607422,-0.004076927651407103,0.02308738235121921
143,143,143,143,2019-08-29,185.3152618408203,186.2601776123047,184.1485137939453,-0.005073096050897119,0.006335908027911286
144,144,144,144,2019-08-30,187.880111694336,187.1762084960937,180.4651794433593,0.003760644602740726,0.04108788340137348
145,145,145,145,2019-09-03,185.72023010253903,182.35504150390625,182.4129180908203,0.01845404750468993,0.01813090896376135
146,146,146,146,2019-09-04,188.410400390625,184.66921997070312,184.6595764160156,0.02025881963716203,0.020312101042402775
147,147,147,147,2019-09-05,188.6032867431641,184.30279541015625,187.34979248046875,0.023333836708430367,0.006690662669541103
148,148,148,148,2019-09-06,188.294677734375,183.73390197753903,184.4860382080078,0.02482272301272692,0.02064459491548587
149,149,149,149,2019-09-09,186.5109100341797,185.3152618408203,186.2601776123047,0.0064519682916692744,0.0013461407859112207
150,150,150,150,2019-09-10,180.5905303955078,187.880111694336,187.1762084960937,-0.038799110949474414,-0.035184376013916996
151,151,151,151,2019-09-11,181.6415405273437,185.72023010253903,182.35504150390625,-0.021961471687513168,-0.003912702224617481
152,152,152,152,2019-09-12,182.97218322753903,188.410400390625,184.66921997070312,-0.028863678182367236,-0.009189602595566893
153,153,153,153,2019-09-13,184.05210876464844,188.6032867431641,184.30279541015625,-0.024130957933481523,-0.0013601890570890118
154,154,154,154,2019-09-16,184.28347778320312,188.294677734375,183.73390197753903,-0.021302779236439306,0.002991150787900132
155,155,155,155,2019-09-17,187.56190490722656,186.5109100341797,185.3152618408203,0.005635031606753049,0.012123356943671615
156,156,156,156,2019-09-18,187.1665496826172,180.5905303955078,187.880111694336,0.03641397626280485,-0.0037979645918015947
157,157,157,157,2019-09-19,187.2726287841797,181.6415405273437,185.72023010253903,0.03100110382508192,0.008358802273632504
158,158,158,158,2019-09-20,186.0962677001953,182.97218322753903,188.410400390625,0.017074095185120264,-0.01228240418592541
159,159,159,159,2019-09-23,185.86485290527344,184.05210876464844,188.6032867431641,0.009849081071616528,-0.014519544622887737
160,160,160,160,2019-09-24,185.7105712890625,184.28347778320312,188.294677734375,0.007744012230647357,-0.013723735988745656
161,161,161,161,2019-09-25,187.45584106445312,187.56190490722656,186.5109100341797,-0.0005654871271748574,0.005066357941743371
162,162,162,162,2019-09-26,187.764389038086,187.1665496826172,180.5905303955078,0.0031941570568170263,0.039724445278868536
163,163,163,163,2019-09-27,186.5494842529297,187.2726287841797,181.6415405273437,-0.0038614534112370036,0.02701994109572725
164,164,164,164,2019-09-30,186.6459045410156,186.0962677001953,182.97218322753903,0.0029535081364757687,0.020078031800648155
165,165,165,165,2019-10-01,182.93360900878903,185.86485290527344,184.05210876464844,-0.015770834833298553,-0.006077081992522326
166,166,166,166,2019-10-02,179.34666442871094,185.7105712890625,184.28347778320312,-0.03426787616977389,-0.026789234791303462
167,167,167,167,2019-10-03,180.54234313964844,187.45584106445312,187.56190490722656,-0.036880674859459894,-0.037425306439760275
168,168,168,168,2019-10-04,185.13204956054688,187.764389038086,187.1665496826172,-0.01401937551111021,-0.01086999854151427
169,169,169,169,2019-10-07,183.61822509765625,186.5494842529297,187.2726287841797,-0.01571303810896174,-0.019513816355592017
170,170,170,170,2019-10-08,179.06707763671875,186.6459045410156,186.0962677001953,-0.04060537477601811,-0.03777179494432803
171,171,171,171,2019-10-09,179.96380615234375,182.93360900878903,185.86485290527344,-0.01623432059607266,-0.031749126640619796
172,172,172,172,2019-10-10,182.1332855224609,179.34666442871094,185.7105712890625,0.015537624313373577,-0.01926269324234353
173,173,173,173,2019-10-11,184.26426696777344,180.54234313964844,187.45584106445312,0.020615240521422162,-0.017025738320857742
174,174,174,174,2019-10-14,184.43780517578125,185.13204956054688,187.764389038086,-0.0037499956728916928,-0.01771679858649866
175,175,175,175,2019-10-15,185.4116668701172,183.61822509765625,186.5494842529297,0.009767231828469614,-0.006099279166431826
176,176,176,176,2019-10-16,186.0287933349609,179.06707763671875,186.6459045410156,0.03887769762103166,-0.0033063206373171727
177,177,177,177,2019-10-17,186.53016662597656,179.96380615234375,182.93360900878903,0.03648711712661945,0.019660452973486953
178,178,178,178,2019-10-18,186.00949096679688,182.1332855224609,179.34666442871094,0.021282246313280018,0.037150546174413934
179,179,179,179,2019-10-21,188.0536651611328,184.26426696777344,180.54234313964844,0.02056501922872611,0.041604212567876164
180,180,180,180,2019-10-22,186.5012664794922,184.43780517578125,185.13204956054688,0.011187843521258234,0.007395893483572724
181,181,181,181,2019-10-23,184.59207153320312,185.4116668701172,183.61822509765625,-0.004420408654694841,0.005303648017667806
182,182,182,182,2019-10-24,184.49562072753903,186.0287933349609,179.06707763671875,-0.008241587659289173,0.030315696008807347
183,183,183,183,2019-10-25,181.90188598632807,186.53016662597656,179.96380615234375,-0.02481250471902996,0.010769275641701492
184,184,184,184,2019-10-28,181.0726013183593,186.00949096679688,182.1332855224609,-0.02654106316176541,-0.0058236702921103944
185,185,185,185,2019-10-29,181.82472229003903,188.0536651611328,184.26426696777344,-0.03312321972430865,-0.013239380146130353
186,186,186,186,2019-10-30,187.687255859375,186.5012664794922,184.43780517578125,0.006359149201880854,0.01761813788933786
187,187,187,187,2019-10-31,186.6725006103516,184.59207153320312,185.4116668701172,0.011270414053369926,0.006800185562851446
188,188,188,188,2019-11-01,189.27218627929688,184.49562072753903,186.0287933349609,0.025889858701913626,0.01743489750264593
189,189,189,189,2019-11-04,188.1124420166016,181.90188598632807,186.53016662597656,0.03414233995759841,0.008482678267251798
190,190,190,190,2019-11-05,186.6435394287109,181.0726013183593,186.00949096679688,0.030766322843934102,0.0034086887643125507
191,191,191,191,2019-11-06,188.199447631836,181.82472229003903,188.0536651611328,0.03505972819047276,0.0007752173858364131
192,192,192,192,2019-11-07,187.8708648681641,187.687255859375,186.5012664794922,0.0009782710496160085,0.0073436412230611925
193,193,193,193,2019-11-08,188.03517150878903,186.6725006103516,184.59207153320312,0.00729979452775309,0.018652480287955298
194,194,194,194,2019-11-11,187.85153198242188,189.27218627929688,184.49562072753903,-0.0075058798907655655,0.018189652641342757
195,195,195,195,2019-11-12,188.4507293701172,188.1124420166016,181.90188598632807,0.0017983252457365317,0.036002064235229225
196,196,196,196,2019-11-13,189.84234619140625,186.6435394287109,181.0726013183593,0.01713858820126557,0.048432202382889145
197,197,197,197,2019-11-14,191.688232421875,188.199447631836,181.82472229003903,0.018537699413783137,0.05424735430697991
198,198,198,198,2019-11-15,192.03614807128903,187.8708648681641,187.687255859375,0.02217099072838069,0.02317095101636757
199,199,199,199,2019-11-18,191.2532958984375,188.03517150878903,186.6725006103516,0.017114481103861268,0.0245392078271216
200,200,200,200,2019-11-19,192.91555786132807,187.85153198242188,189.27218627929688,0.026957596914248594,0.01924937653890102
201,201,201,201,2019-11-20,194.76141357421875,188.4507293701172,188.1124420166016,0.033487183759885575,0.03534572985358597
202,202,202,202,2019-11-21,192.1231231689453,189.84234619140625,186.6435394287109,0.012014058102924441,0.029358550298642205
203,203,203,203,2019-11-22,192.8768768310547,191.688232421875,188.199447631836,0.006200925295005488,0.024853575597994837
204,204,204,204,2019-11-25,193.74668884277344,192.03614807128903,187.8708648681641,0.008907389513194142,0.031275865891886134
205,205,205,205,2019-11-26,196.40426635742188,191.2532958984375,188.03517150878903,0.026932714726755513,0.04450813526788333
206,206,206,206,2019-11-27,197.40939331054688,192.91555786132807,187.85153198242188,0.02329431332048948,0.05087986894362606
207,207,207,207,2019-11-29,196.7715606689453,194.76141357421875,188.4507293701172,0.010321074682283271,0.044153882166653835
208,208,208,208,2019-12-02,194.8290557861328,192.1231231689453,189.84234619140625,0.014084367214913573,0.026267635723900895
209,209,209,209,2019-12-03,193.27316284179688,192.8768768310547,191.688232421875,0.00205460611584507,0.008268271869885657
210,210,210,210,2019-12-04,195.41860961914065,193.74668884277344,192.03614807128903,0.008629415998556711,0.017613671081321502
211,211,211,211,2019-12-05,196.61691284179688,196.40426635742188,191.2532958984375,0.0010826978879776572,0.02804457260808535
212,212,212,212,2019-12-06,199.07159423828125,197.40939331054688,192.91555786132807,0.008420070088152043,0.03191052315945542
213,213,213,213,2019-12-09,198.6077117919922,196.7715606689453,194.76141357421875,0.009331384661506403,0.01974876926177016
214,214,214,214,2019-12-10,198.3081817626953,194.8290557861328,192.1231231689453,0.017857326067327373,0.03219320242004975
215,215,215,215,2019-12-11,198.2791290283203,193.27316284179688,192.8768768310547,0.02590098963000398,0.02800881207754924
216,216,216,216,2019-12-12,198.9652709960937,195.41860961914065,193.74668884277344,0.01814904621348634,0.026935077881796277
217,217,217,217,2019-12-13,199.2262420654297,196.61691284179688,196.40426635742188,0.013271133118300638,0.014368199634076761
218,218,218,218,2019-12-16,200.057357788086,199.07159423828125,197.40939331054688,0.004951804166619667,0.013413568792917552
219,219,219,219,2019-12-17,200.62754821777344,198.6077117919922,196.7715606689453,0.010169979843968502,0.019596264499398774
220,220,220,220,2019-12-18,199.1102294921875,198.3081817626953,194.8290557861328,0.00404445102750195,0.021974000175590813
221,221,221,221,2019-12-19,202.6859893798828,198.2791290283203,193.27316284179688,0.022225538175190795,0.048702191238991555
222,222,222,222,2019-12-20,202.87925720214844,198.9652709960937,195.41860961914065,0.019671705451207,0.03817777435602543
223,223,223,223,2019-12-23,200.82081604003903,199.2262420654297,196.61691284179688,0.008003835027343698,0.021381188105749294
224,224,224,224,2019-12-24,200.7241668701172,200.057357788086,199.07159423828125,0.003333089516944998,0.008301398490122347
225,225,225,225,2019-12-26,200.9657745361328,200.62754821777344,198.6077117919922,0.0016858418565341982,0.011872966678203811
226,226,226,226,2019-12-27,200.54054260253903,199.1102294921875,198.3081817626953,0.007183523990703211,0.011257028429190408
227,227,227,227,2019-12-30,200.66619873046875,202.6859893798828,198.2791290283203,-0.009965122185275899,0.012038935786365501
228,228,228,228,2019-12-31,201.2943420410156,202.87925720214844,198.9652709960937,-0.0078121104295725274,0.011705917486311668
229,229,229,229,2020-01-02,201.777572631836,200.82081604003903,199.2262420654297,0.004764230176249384,0.012806197315956114
230,230,230,230,2020-01-03,200.985107421875,200.7241668701172,200.057357788086,0.00129999568973993,0.004637418208690569
231,231,231,231,2020-01-06,201.56495666503903,200.9657745361328,200.62754821777344,0.0029815132964270408,0.004672381512872192
232,232,232,232,2020-01-07,199.8544158935547,200.54054260253903,199.1102294921875,-0.003421386519055214,0.003737559859506856
233,233,233,233,2020-01-08,200.67584228515625,200.66619873046875,202.6859893798828,4.8057693565306536e-05,-0.009917543392498951
234,234,234,234,2020-01-09,202.0771484375,201.2943420410156,202.87925720214844,0.0038888643791334943,-0.003953626288414558
235,235,235,235,2020-01-10,201.0721130371093,201.777572631836,200.82081604003903,-0.0034962240130318456,0.0012513493472716686
236,236,236,236,2020-01-13,202.0481719970703,200.985107421875,200.7241668701172,0.005289270378445954,0.0065961420968798645
237,237,237,237,2020-01-14,200.67584228515625,201.56495666503903,200.9657745361328,-0.0044110563393234825,-0.0014426946660235362
238,238,238,238,2020-01-15,202.00949096679688,199.8544158935547,200.54054260253903,0.010783224696871319,0.007324944598206429
239,239,239,239,2020-01-16,203.0918426513672,200.67584228515625,200.66619873046875,0.012039318428662016,0.012087954704103065
240,240,240,240,2020-01-17,204.7348022460937,202.0771484375,201.2943420410156,0.01315167909455961,0.017091688570049612
241,241,241,241,2020-01-21,204.16456604003903,201.0721130371093,201.777572631836,0.015379820484400009,0.01182982517367459
242,242,242,242,2020-01-22,204.79275512695312,202.0481719970703,200.985107421875,0.01358380579618701,0.018944924596257406
243,243,243,243,2020-01-23,205.9428100585937,200.67584228515625,201.56495666503903,0.026246147585383905,0.02171931801037119
244,244,244,244,2020-01-24,206.25205993652344,202.00949096679688,199.8544158935547,0.02100182991116939,0.03201152205901825
