,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,VRTX,VRTX_6m,VRTX_12m,VRTX_6m_ret,VRTX_12m_ret
21,21,21,21,2019-03-07,178.61000061035156,189.8099975585937,186.8600006103516,-0.059006359476848624,-0.04415070091540496
22,22,22,22,2019-03-08,177.25999450683594,188.75,187.83999633789065,-0.06087420128828647,-0.05632454236223039
23,23,23,23,2019-03-11,180.5200042724609,192.1600036621093,183.0599975585937,-0.0605745169016334,-0.013875195673592078
24,24,24,24,2019-03-12,182.57000732421875,190.0399932861328,185.759994506836,-0.039307441727104875,-0.017172627459890788
25,25,25,25,2019-03-13,185.6600036621093,187.8000030517578,186.3300018310547,-0.011395097736280335,-0.0035957610817439756
26,26,26,26,2019-03-14,186.1100006103516,181.1100006103516,188.9199981689453,0.027607531241508942,-0.014874007970722247
27,27,27,27,2019-03-15,188.08999633789065,178.61000061035156,189.8099975585937,0.05307651136634983,-0.009061699819958524
28,28,28,28,2019-03-18,187.47999572753903,177.25999450683594,188.75,0.05765543008808427,-0.006728499456746806
29,29,29,29,2019-03-19,181.759994506836,180.5200042724609,192.1600036621093,0.006868990721402568,-0.0541216119747816
30,30,30,30,2019-03-20,179.97999572753906,182.57000732421875,190.0399932861328,-0.014186402436190848,-0.05293621297621787
31,31,31,31,2019-03-21,182.5599975585937,185.6600036621093,187.8000030517578,-0.016697220954263403,-0.02790205222584563
32,32,32,32,2019-03-22,181.52999877929688,186.1100006103516,181.1100006103516,-0.02460911190174897,0.002319022514106761
33,33,33,33,2019-03-25,183.8500061035156,188.08999633789065,178.61000061035156,-0.02254234843387526,0.029337693719599933
34,34,34,34,2019-03-26,189.9100036621093,187.47999572753903,177.25999450683594,0.012961425165070706,0.07136415179560163
35,35,35,35,2019-03-27,185.82000732421875,181.759994506836,180.5200042724609,0.022337219080571957,0.02935964395258095
36,36,36,36,2019-03-28,182.4199981689453,179.97999572753906,182.57000732421875,0.013557075782466566,-0.0008216527866323764
37,37,37,37,2019-03-29,183.9499969482422,182.5599975585937,185.6600036621093,0.007613931903139859,-0.009210420554441101
38,38,38,38,2019-04-01,186.0500030517578,181.52999877929688,186.1100006103516,0.02489948935633679,-0.00032237686527869513
39,39,39,39,2019-04-02,187.1100006103516,183.8500061035156,188.08999633789065,0.017731816146910884,-0.005210249064913408
40,40,40,40,2019-04-03,187.88999938964844,189.9100036621093,187.47999572753903,-0.010636639637240375,0.0021869195191643875
41,41,41,41,2019-04-04,184.1499938964844,185.82000732421875,181.759994506836,-0.008987263813957869,0.013149204785866786
42,42,42,42,2019-04-05,188.88999938964844,182.4199981689453,179.97999572753906,0.035467609284323354,0.049505522133680424
43,43,43,43,2019-04-08,188.92999267578125,183.9499969482422,182.5599975585937,0.02707255129197028,0.03489261175709135
44,44,44,44,2019-04-09,188.3099975585937,186.0500030517578,181.52999877929688,0.012147242514192191,0.03734919200621989
45,45,45,45,2019-04-10,190.3699951171875,187.1100006103516,183.8500061035156,0.017422876897022155,0.03546363229382132
46,46,46,46,2019-04-11,185.1199951171875,187.88999938964844,189.9100036621093,-0.014742691369733163,-0.025222518311590614
47,47,47,47,2019-04-12,182.77999877929688,184.1499938964844,185.82000732421875,-0.007439561024138008,-0.016359963540511946
48,48,48,48,2019-04-15,182.4900054931641,188.88999938964844,182.4199981689453,-0.03388212143133229,0.00038377000834044495
49,49,49,49,2019-04-16,179.74000549316406,188.92999267578125,183.9499969482422,-0.048642288354861285,-0.02288660790933683
50,50,50,50,2019-04-17,166.97000122070312,188.3099975585937,186.0500030517578,-0.11332375664892946,-0.10255308528937113
51,51,51,51,2019-04-18,168.16000366210938,190.3699951171875,187.1100006103516,-0.1166675002612999,-0.10127730685921355
52,52,52,52,2019-04-22,168.52000427246094,185.1199951171875,187.88999938964844,-0.08967151729999878,-0.10309220916552231
53,53,53,53,2019-04-23,175.3699951171875,182.77999877929688,184.1499938964844,-0.04054056084690538,-0.047678517894670036
54,54,54,54,2019-04-24,172.5800018310547,182.4900054931641,188.88999938964844,-0.05430436387641302,-0.08634653825663341
55,55,55,55,2019-04-25,174.61000061035156,179.74000549316406,188.92999267578125,-0.0285412525093508,-0.07579522902964342
56,56,56,56,2019-04-26,172.85000610351562,166.97000122070312,188.3099975585937,0.03521593603536144,-0.0820986227790036
57,57,57,57,2019-04-29,172.52000427246094,168.16000366210938,190.3699951171875,0.02592769098121739,-0.09376472817440851
58,58,58,58,2019-04-30,168.97999572753906,168.52000427246094,185.1199951171875,0.002729595557892539,-0.08718668871739788
59,59,59,59,2019-05-01,172.60000610351562,175.3699951171875,182.77999877929688,-0.015795113706999264,-0.05569533178558217
60,60,60,60,2019-05-02,169.5399932861328,172.5800018310547,182.4900054931641,-0.01761506844748939,-0.07096285723722207
61,61,61,61,2019-05-03,173.8699951171875,174.61000061035156,179.74000549316406,-0.004238047595082506,-0.03265834091787545
62,62,62,62,2019-05-06,174.75999450683594,172.85000610351562,166.97000122070312,0.01104997590903456,0.04665504718920066
63,63,63,63,2019-05-07,170.27999877929688,172.52000427246094,168.16000366210938,-0.0129840333740453,0.012607011602160156
64,64,64,64,2019-05-08,169.00999450683594,168.97999572753906,168.52000427246094,0.0001775285835918794,0.0029076087227175584
65,65,65,65,2019-05-09,169.91000366210938,172.60000610351562,175.3699951171875,-0.015585181612293497,-0.031134125603582308
66,66,66,66,2019-05-10,168.85000610351562,169.5399932861328,172.5800018310547,-0.004069760587124049,-0.02161313992330638
67,67,67,67,2019-05-13,164.61000061035156,173.8699951171875,174.61000061035156,-0.053258151302038925,-0.05727048831707726
68,68,68,68,2019-05-14,166.72000122070312,174.75999450683594,172.85000610351562,-0.04600591404698351,-0.03546430237984133
69,69,69,69,2019-05-15,166.8800048828125,170.27999877929688,172.52000427246094,-0.019967077289512858,-0.032691857465648955
70,70,70,70,2019-05-16,170.22999572753906,169.00999450683594,168.97999572753906,0.007218515237888967,0.007397325314266734
71,71,71,71,2019-05-17,168.72999572753906,169.91000366210938,172.60000610351562,-0.0069448997065347795,-0.02242184379562273
72,72,72,72,2019-05-20,165.72999572753906,168.85000610351562,169.5399932861328,-0.01847799978203024,-0.022472559333912567
73,73,73,73,2019-05-21,169.1199951171875,164.61000061035156,173.8699951171875,0.02739805898860026,-0.027319262284435708
74,74,74,74,2019-05-22,172.3699951171875,166.72000122070312,174.75999450683594,0.0338891186127388,-0.013675895312270425
75,75,75,75,2019-05-23,173.00999450683594,166.8800048828125,170.27999877929688,0.03673291853225957,0.016032392219343716
76,76,76,76,2019-05-24,171.77000427246094,170.22999572753906,169.00999450683594,0.009046634456754132,0.016330452963320807
77,77,77,77,2019-05-28,172.75999450683594,168.72999572753906,169.91000366210938,0.023884305584908727,0.016773531771526518
78,78,78,78,2019-05-29,166.5500030517578,165.72999572753906,168.85000610351562,0.004947850994740044,-0.013621575176892553
79,79,79,79,2019-05-30,170.25999450683594,169.1199951171875,164.61000061035156,0.006740772366144565,0.03432351543366119
80,80,80,80,2019-05-31,166.17999267578125,172.3699951171875,166.72000122070312,-0.035911136605868754,-0.0032390147610844577
81,81,81,81,2019-06-03,166.63999938964844,173.00999450683594,166.8800048828125,-0.0368186539473927,-0.0014381920310501117
82,82,82,82,2019-06-04,171.27000427246094,171.77000427246094,170.22999572753906,-0.0029108691131363162,0.006109431774799834
83,83,83,83,2019-06-05,173.27000427246094,172.75999450683594,168.72999572753906,0.0029521288599301254,0.026906943992655474
84,84,84,84,2019-06-06,167.75,166.5500030517578,165.72999572753906,0.007205025075077698,0.012188525460302468
85,85,85,85,2019-06-07,173.50999450683594,170.25999450683594,169.1199951171875,0.01908845357016342,0.025957896856646068
86,86,86,86,2019-06-10,172.83999633789062,166.17999267578125,172.3699951171875,0.040077048716105734,0.002726699739032723
87,87,87,87,2019-06-11,172.0,166.63999938964844,173.00999450683594,0.0321651502039344,-0.005837781277982956
88,88,88,88,2019-06-12,170.6300048828125,171.27000427246094,171.77000427246094,-0.0037367862070599722,-0.006636778024643797
89,89,89,89,2019-06-13,168.88999938964844,173.27000427246094,172.75999450683594,-0.025278494689277564,-0.022400991203055165
90,90,90,90,2019-06-14,170.22000122070312,167.75,166.5500030517578,0.014724299378260142,0.022035413399571047
91,91,91,91,2019-06-17,173.77999877929688,173.50999450683594,170.25999450683594,0.0015561309492768682,0.0206742886528144
92,92,92,92,2019-06-18,177.94000244140625,172.83999633789062,166.17999267578125,0.029507094489550134,0.07076670046898426
93,93,93,93,2019-06-19,181.75,172.0,166.63999938964844,0.0566860465116279,0.0906745119160759
94,94,94,94,2019-06-20,182.1699981689453,170.6300048828125,171.27000427246094,0.06763167646896795,0.06364216514611853
95,95,95,95,2019-06-21,183.97000122070312,168.88999938964844,173.27000427246094,0.08928889742170831,0.06175331381314453
96,96,96,96,2019-06-24,181.0200042724609,170.22000122070312,167.75,0.06344732096291539,0.07910583768978197
97,97,97,97,2019-06-25,180.1499938964844,173.77999877929688,173.50999450683594,0.036655513649056504,0.03826868537758421
98,98,98,98,2019-06-26,177.66000366210938,177.94000244140625,172.83999633789062,-0.001573557240952983,0.02788710614640344
99,99,99,99,2019-06-27,178.5800018310547,181.75,172.0,-0.017441530503137903,0.03825582459915511
100,100,100,100,2019-06-28,183.3800048828125,182.1699981689453,170.6300048828125,0.006642184366412618,0.07472308289949714
101,101,101,101,2019-07-01,181.83999633789065,183.97000122070312,168.88999938964844,-0.011578001134310845,0.07667710933176752
102,102,102,102,2019-07-02,179.52999877929688,181.0200042724609,170.22000122070312,-0.008231164832597004,0.05469391077328578
103,103,103,103,2019-07-03,183.259994506836,180.1499938964844,173.77999877929688,0.017263395591001984,0.0545517078727733
104,104,104,104,2019-07-05,178.33999633789062,177.66000366210938,177.94000244140625,0.0038274944374903086,0.002247914414950536
105,105,105,105,2019-07-08,176.75,178.5800018310547,181.75,-0.010247518267952338,-0.02751031636863821
106,106,106,106,2019-07-09,178.4600067138672,183.3800048828125,182.1699981689453,-0.02682952360094759,-0.020365545876755542
107,107,107,107,2019-07-10,178.75999450683594,181.83999633789065,183.97000122070312,-0.01693797785461637,-0.028319871062113533
108,108,108,108,2019-07-11,176.00999450683594,179.52999877929688,181.0200042724609,-0.019606774892190648,-0.02767655312881434
109,109,109,109,2019-07-12,175.7899932861328,183.259994506836,180.1499938964844,-0.04076176713202151,-0.024202058052007924
110,110,110,110,2019-07-15,176.3699951171875,178.33999633789062,177.66000366210938,-0.011046323097207433,-0.007261108399926219
111,111,111,111,2019-07-16,176.16000366210938,176.75,178.5800018310547,-0.0033380273713755626,-0.013551339142860774
112,112,112,112,2019-07-17,177.13999938964844,178.4600067138672,183.3800048828125,-0.007396656251028699,-0.03402773108852131
113,113,113,113,2019-07-18,178.08999633789062,178.75999450683594,181.83999633789065,-0.0037480319396613337,-0.0206225257122854
114,114,114,114,2019-07-19,174.1300048828125,176.00999450683594,179.52999877929688,-0.010681152677102235,-0.03007850461316386
115,115,115,115,2019-07-22,174.0800018310547,175.7899932861328,183.259994506836,-0.009727467548706126,-0.050092725913722935
116,116,116,116,2019-07-23,175.24000549316406,176.3699951171875,178.33999633789062,-0.006406926661604917,-0.01738247677684812
117,117,117,117,2019-07-24,173.33999633789062,176.16000366210938,176.75,-0.01600821563121546,-0.019292807140647072
118,118,118,118,2019-07-25,169.55999755859375,177.13999938964844,178.4600067138672,-0.0427910232424763,-0.04987116900395061
119,119,119,119,2019-07-26,166.8300018310547,178.08999633789062,178.75999450683594,-0.06322642898746722,-0.06673748625185283
120,120,120,120,2019-07-29,166.22999572753906,174.1300048828125,176.00999450683594,-0.04536845422240732,-0.05556501951323589
121,121,121,121,2019-07-30,169.5399932861328,174.0800018310547,175.7899932861328,-0.02608001204715038,-0.035553787124998015
122,122,122,122,2019-07-31,166.6199951171875,175.24000549316406,176.3699951171875,-0.04918974038900503,-0.05528151199143427
123,123,123,123,2019-08-01,179.2899932861328,173.33999633789062,176.16000366210938,0.03432558598099833,0.017767878967731132
124,124,124,124,2019-08-02,178.38999938964844,169.55999755859375,177.13999938964844,0.05207597286030485,0.007056565452788766
125,125,125,125,2019-08-05,175.55999755859375,166.8300018310547,178.08999633789062,0.05232869167249521,-0.01420629362301018
126,126,126,126,2019-08-06,176.94000244140625,166.22999572753906,174.1300048828125,0.0644288455100579,0.016137354159524886
127,127,127,127,2019-08-07,175.64999389648438,169.5399932861328,174.0800018310547,0.036038697961015664,0.009018796236878401
128,128,128,128,2019-08-08,182.94000244140625,166.6199951171875,175.24000549316406,0.09794747210705723,0.043939720993346754
129,129,129,129,2019-08-09,182.97999572753903,179.2899932861328,173.33999633789062,0.020581195714125977,0.055613243298201054
130,130,130,130,2019-08-12,179.83999633789062,178.38999938964844,169.55999755859375,0.008128241231029065,0.06062750016108298
131,131,131,131,2019-08-13,183.9100036621093,175.55999755859375,166.8300018310547,0.047562122463169265,0.10237967777732915
132,132,132,132,2019-08-14,179.52999877929688,176.94000244140625,166.22999572753906,0.014637709405188382,0.08000964563313429
133,133,133,133,2019-08-15,181.1199951171875,175.64999389648438,169.5399932861328,0.031141482554942534,0.0683024789998139
134,134,134,134,2019-08-16,184.94000244140625,182.94000244140625,166.6199951171875,0.010932546044108538,0.10995083339988021
135,135,135,135,2019-08-19,187.08999633789065,182.97999572753903,179.2899932861328,0.022461475059117886,0.04350495478746352
136,136,136,136,2019-08-20,183.72000122070312,179.83999633789062,178.38999938964844,0.02157476068628572,0.02987836677667466
137,137,137,137,2019-08-21,186.3999938964844,183.9100036621093,175.55999755859375,0.01353917777604896,0.06174525227065342
138,138,138,138,2019-08-22,184.2100067138672,179.52999877929688,176.94000244140625,0.02606811099198869,0.0410873978306201
139,139,139,139,2019-08-23,180.17999267578125,181.1199951171875,175.64999389648438,-0.0051899429480332104,0.02578991708913203
140,140,140,140,2019-08-26,180.63999938964844,184.94000244140625,182.94000244140625,-0.023250800232470836,-0.012572444632466206
141,141,141,141,2019-08-27,178.25,187.08999633789065,182.97999572753903,-0.04724996798826875,-0.025849796906663447
142,142,142,142,2019-08-28,178.33999633789062,183.72000122070312,179.83999633789062,-0.029283718958555305,-0.008340747500804824
143,143,143,143,2019-08-29,178.97999572753906,186.3999938964844,183.9100036621093,-0.039806858432978154,-0.026806632789959317
144,144,144,144,2019-08-30,180.02000427246094,184.2100067138672,179.52999877929688,-0.022745791698029594,0.0027293794713743047
145,145,145,145,2019-09-03,178.6999969482422,180.17999267578125,181.1199951171875,-0.008213984835720334,-0.013361297671080075
146,146,146,146,2019-09-04,176.8300018310547,180.63999938964844,184.94000244140625,-0.021091660603781426,-0.04385206284898269
147,147,147,147,2019-09-05,179.86000061035156,178.25,187.08999633789065,0.009032261488648219,-0.038644480565820705
148,148,148,148,2019-09-06,181.3300018310547,178.33999633789062,183.72000122070312,0.01676575952989845,-0.013008923218856938
149,149,149,149,2019-09-09,174.80999755859375,178.97999572753906,186.3999938964844,-0.023298682917018754,-0.06217809397744434
150,150,150,150,2019-09-10,171.00999450683594,180.02000427246094,184.2100067138672,-0.05005004750465569,-0.07165741124766789
151,151,151,151,2019-09-11,173.11000061035156,178.6999969482422,180.17999267578125,-0.0312814573774709,-0.03923849679665348
152,152,152,152,2019-09-12,172.4499969482422,176.8300018310547,180.63999938964844,-0.02476958003425911,-0.045338809062659746
153,153,153,153,2019-09-13,174.94000244140625,179.86000061035156,178.25,-0.027354598867171065,-0.018569411268408165
154,154,154,154,2019-09-16,177.5500030517578,181.3300018310547,178.33999633789062,-0.020845964490855184,-0.004429703388779127
155,155,155,155,2019-09-17,176.0,174.80999755859375,178.97999572753906,0.006807404942657191,-0.016649881543608358
156,156,156,156,2019-09-18,174.52000427246094,171.00999450683594,180.02000427246094,0.020525173255208085,-0.03055216014591211
157,157,157,157,2019-09-19,176.13999938964844,173.11000061035156,178.6999969482422,0.01750331447411302,-0.014325672089044339
158,158,158,158,2019-09-20,178.1199951171875,172.4499969482422,176.8300018310547,0.0328790853539247,0.007295104183538292
159,159,159,159,2019-09-23,175.8800048828125,174.94000244140625,179.86000061035156,0.005373284716404969,-0.02212829819878248
160,160,160,160,2019-09-24,172.52000427246094,177.5500030517578,181.3300018310547,-0.028330040511633126,-0.04858543798395831
161,161,161,161,2019-09-25,171.5,176.0,174.80999755859375,-0.025568181818181768,-0.018934829842808587
162,162,162,162,2019-09-26,169.5500030517578,174.52000427246094,171.00999450683594,-0.028478117688697457,-0.00853746273303202
163,163,163,163,2019-09-27,166.74000549316406,176.13999938964844,173.11000061035156,-0.05336660570601093,-0.03679738371398622
164,164,164,164,2019-09-30,169.4199981689453,178.1199951171875,172.4499969482422,-0.04884346051389876,-0.017570303467191573
165,165,165,165,2019-10-01,167.5800018310547,175.8800048828125,174.94000244140625,-0.04719128281403018,-0.04207157029631736
166,166,166,166,2019-10-02,166.7100067138672,172.52000427246094,177.5500030517578,-0.03367723982558002,-0.06105320276863435
167,167,167,167,2019-10-03,170.5,171.5,176.0,-0.005830903790087438,-0.03125
168,168,168,168,2019-10-04,172.4199981689453,169.5500030517578,174.52000427246094,0.01692713102642296,-0.012033039491777031
169,169,169,169,2019-10-07,172.0500030517578,166.74000549316406,176.13999938964844,0.031845972074239004,-0.023220145066782494
170,170,170,170,2019-10-08,169.5500030517578,169.4199981689453,178.1199951171875,0.0007673526396976271,-0.048113588032558496
171,171,171,171,2019-10-09,168.72999572753906,167.5800018310547,175.8800048828125,0.006862357583954148,-0.04065276868759149
172,172,172,172,2019-10-10,170.22000122070312,166.7100067138672,172.52000427246094,0.02105449202494669,-0.013331804977963158
173,173,173,173,2019-10-11,172.41000366210938,170.5,171.5,0.01120236751970305,0.00530614380238692
174,174,174,174,2019-10-14,173.58999633789062,172.4199981689453,169.5500030517578,0.006785745165122314,0.023827739389067126
175,175,175,175,2019-10-15,176.13999938964844,172.0500030517578,166.74000549316406,0.023772137549223027,0.05637515645199942
176,176,176,176,2019-10-16,176.08999633789062,169.5500030517578,169.4199981689453,0.038572652128684215,0.03936960359481301
177,177,177,177,2019-10-17,177.72000122070312,168.72999572753906,167.5800018310547,0.05328042269188993,0.06050840958857995
178,178,178,178,2019-10-18,176.22999572753906,170.22000122070312,166.7100067138672,0.035307216917731754,0.05710508445969609
179,179,179,179,2019-10-21,183.52999877929688,172.41000366210938,170.5,0.0644973892523113,0.07642228023048014
180,180,180,180,2019-10-22,191.0599975585937,173.58999633789062,172.4199981689453,0.10063944691085736,0.1081081057162756
181,181,181,181,2019-10-23,190.509994506836,176.13999938964844,172.0500030517578,0.08158280439980548,0.10729433959687218
182,182,182,182,2019-10-24,194.47000122070312,176.08999633789062,169.5500030517578,0.10437847274154066,0.14697727938900762
183,183,183,183,2019-10-25,194.4900054931641,177.72000122070312,168.72999572753906,0.094361941015491,0.1526700078107135
184,184,184,184,2019-10-28,194.0200042724609,176.22999572753906,170.22000122070312,0.10094767619711087,0.1398190746156751
185,185,185,185,2019-10-29,197.88999938964844,183.52999877929688,172.41000366210938,0.0782433428096958,0.14778722339960604
186,186,186,186,2019-10-30,199.27999877929688,191.0599975585937,173.58999633789062,0.04302314103287008,0.14799241306164324
187,187,187,187,2019-10-31,195.47999572753903,190.509994506836,176.13999938964844,0.026087876562952195,0.10979900309359936
188,188,188,188,2019-11-01,200.94000244140625,194.47000122070312,176.08999633789062,0.033269919165374695,0.14112105525763163
189,189,189,189,2019-11-04,199.4199981689453,194.4900054931641,177.72000122070312,0.02534830858418835,0.12210216519914296
190,190,190,190,2019-11-05,197.13999938964844,194.0200042724609,176.22999572753906,0.016080790890026675,0.11865178555889733
191,191,191,191,2019-11-06,195.97000122070312,197.88999938964844,183.52999877929688,-0.00970235067394587,0.06778184778590846
192,192,192,192,2019-11-07,195.8300018310547,199.27999877929688,191.0599975585937,-0.01731230915985238,0.024966001954428663
193,193,193,193,2019-11-08,201.3099975585937,195.47999572753903,190.509994506836,0.029824032936754064,0.05668995518956965
194,194,194,194,2019-11-11,201.8999938964844,200.94000244140625,194.47000122070312,0.00477750295319157,0.03820636925563137
195,195,195,195,2019-11-12,203.8600006103516,199.4199981689453,194.4900054931641,0.022264579691976483,0.04817725771269421
196,196,196,196,2019-11-13,207.1000061035156,197.13999938964844,194.0200042724609,0.050522505552925034,0.06741573828998848
197,197,197,197,2019-11-14,205.0,195.97000122070312,197.88999938964844,0.04607847488415939,0.035929054688366824
198,198,198,198,2019-11-15,209.8000030517578,195.8300018310547,199.27999877929688,0.07133739003258155,0.05279006592182833
199,199,199,199,2019-11-18,210.0,201.3099975585937,195.47999572753903,0.043167267134246456,0.07427872206780184
200,200,200,200,2019-11-19,215.0,201.8999938964844,200.94000244140625,0.06488363793726548,0.06997112266231609
201,201,201,201,2019-11-20,215.07000732421875,203.8600006103516,199.4199981689453,0.05498875051655405,0.07847763162656851
202,202,202,202,2019-11-21,215.5,207.1000061035156,197.13999938964844,0.04056008521933996,0.09313178790298626
203,203,203,203,2019-11-22,218.0,205.0,195.97000122070312,0.06341463414634152,0.11241515865730123
204,204,204,204,2019-11-25,223.2700042724609,209.8000030517578,195.8300018310547,0.06420400869765497,0.14012154514035657
205,205,205,205,2019-11-26,219.0500030517578,210.0,201.3099975585937,0.0430952526274182,0.08812282404405014
206,206,206,206,2019-11-27,220.0599975585937,215.0,201.8999938964844,0.023534872365551962,0.08994553844028363
207,207,207,207,2019-11-29,221.75,215.07000732421875,203.8600006103516,0.03105961988326489,0.08775630008871871
208,208,208,208,2019-12-02,220.7899932861328,215.5,207.1000061035156,0.02454753265026821,0.06610326788582754
209,209,209,209,2019-12-03,221.1300048828125,218.0,205.0,0.014357820563360102,0.0786829506478659
210,210,210,210,2019-12-04,223.9100036621093,223.2700042724609,209.8000030517578,0.002866481736917059,0.06725453005294058
211,211,211,211,2019-12-05,223.07000732421875,219.0500030517578,210.0,0.018351993683885404,0.06223813011532742
212,212,212,212,2019-12-06,223.25,220.0599975585937,215.0,0.014496057787862782,0.03837209302325584
213,213,213,213,2019-12-09,219.3699951171875,221.75,215.07000732421875,-0.010732829234780139,0.019993433052180487
214,214,214,214,2019-12-10,220.2700042724609,220.7899932861328,215.5,-0.0023551294419309476,0.02213459059146583
215,215,215,215,2019-12-11,220.0,221.1300048828125,218.0,-0.005110138189574731,0.00917431192660545
216,216,216,216,2019-12-12,220.5500030517578,223.9100036621093,223.2700042724609,-0.015006031688614807,-0.012182564467476897
217,217,217,217,2019-12-13,218.97999572753903,223.07000732421875,219.0500030517578,-0.01833510316218856,-0.0003195951757291038
218,218,218,218,2019-12-16,219.5,223.25,220.0599975585937,-0.016797312430011146,-0.0025447494538146653
219,219,219,219,2019-12-17,217.6199951171875,219.3699951171875,221.75,-0.007977389975621585,-0.018624599246054085
220,220,220,220,2019-12-18,219.3500061035156,220.2700042724609,220.7899932861328,-0.004176683847553431,-0.006521976658385387
221,221,221,221,2019-12-19,217.77999877929688,220.0,221.1300048828125,-0.01009091463955969,-0.015149486860867034
222,222,222,222,2019-12-20,220.69000244140625,220.5500030517578,223.9100036621093,0.000634773918436915,-0.014380783207713077
223,223,223,223,2019-12-23,219.97999572753903,218.97999572753903,223.07000732421875,0.004566627178330229,-0.013852205564276354
224,224,224,224,2019-12-24,220.5599975585937,219.5,223.25,0.0048291460528187,-0.012049283052211868
225,225,225,225,2019-12-26,220.25,217.6199951171875,219.3699951171875,0.01208530898733029,0.004011509788940826
226,226,226,226,2019-12-27,220.97000122070312,219.3500061035156,220.2700042724609,0.007385434566265836,0.0031779040934523106
227,227,227,227,2019-12-30,218.97000122070312,217.77999877929688,220.0,0.0054642411978900185,-0.004681812633167581
228,228,228,228,2019-12-31,218.9499969482422,220.69000244140625,220.5500030517578,-0.007884387484322186,-0.007254618369423205
229,229,229,229,2020-01-02,219.4499969482422,219.97999572753903,218.97999572753903,-0.0024093044349055015,0.0021463203483114146
230,230,230,230,2020-01-03,217.97999572753903,220.5599975585937,219.5,-0.011697505710976719,-0.006924848621690072
231,231,231,231,2020-01-06,224.02999877929688,220.25,217.6199951171875,0.017162310008158377,0.02945503081487355
232,232,232,232,2020-01-07,223.7899932861328,220.97000122070312,219.3500061035156,0.012761877403499211,0.020241563980271327
233,233,233,233,2020-01-08,231.08999633789065,218.97000122070312,217.77999877929688,0.05535002534420963,0.061116712430889564
234,234,234,234,2020-01-09,230.259994506836,218.9499969482422,220.69000244140625,0.0516556187085373,0.04336395831057449
235,235,235,235,2020-01-10,228.9499969482422,219.4499969482422,219.97999572753903,0.0432900438920516,0.04077644056240981
236,236,236,236,2020-01-13,226.4900054931641,217.97999572753903,220.5599975585937,0.03904032449042716,0.026886144360765307
237,237,237,237,2020-01-14,229.75,224.02999877929688,220.25,0.025532300369907945,0.04313280363223604
238,238,238,238,2020-01-15,234.1499938964844,223.7899932861328,220.97000122070312,0.046293404178736175,0.05964607233095509
239,239,239,239,2020-01-16,235.5,231.08999633789065,218.97000122070312,0.01908349012071131,0.07548978712675836
240,240,240,240,2020-01-17,235.8300018310547,230.259994506836,218.9499969482422,0.024190078420475825,0.07709525059643085
241,241,241,241,2020-01-21,233.9900054931641,228.9499969482422,219.4499969482422,0.022013577689897312,0.06625659032636588
242,242,242,242,2020-01-22,234.6100006103516,226.4900054931641,217.97999572753903,0.03585145004304646,0.07629142677660661
243,243,243,243,2020-01-23,233.9100036621093,229.75,224.02999877929688,0.018106653589158972,0.04410125847719937
244,244,244,244,2020-01-24,229.0599975585937,234.1499938964844,223.7899932861328,-0.021738186933888848,0.023548882571003737
245,245,245,245,2020-01-27,227.3699951171875,235.5,231.08999633789065,-0.034522313727441634,-0.016097629839692096
246,246,246,246,2020-01-28,231.97000122070312,235.8300018310547,230.259994506836,-0.016367724972994768,0.007426416896819443
247,247,247,247,2020-01-29,232.4100036621093,233.9900054931641,228.9499969482422,-0.006752432984155621,0.015112499497649257
