,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,DXCM,DXCM_6m,DXCM_12m,DXCM_6m_ret,DXCM_12m_ret
37,37,37,37,2019-03-29,29.77499961853028,35.540000915527344,36.8650016784668,-0.16221162488710983,-0.19232338904457058
38,38,38,38,2019-04-01,28.792499542236328,32.25749969482422,36.712501525878906,-0.10741688554193363,-0.21573038214406914
39,39,39,39,2019-04-02,29.2450008392334,31.020000457763672,37.75,-0.057221134504723326,-0.22529799101368486
40,40,40,40,2019-04-03,29.42250061035156,30.237499237060547,36.53749847412109,-0.026953241745272583,-0.1947313899666384
41,41,41,41,2019-04-04,29.290000915527344,28.88500022888184,36.73500061035156,0.014021141888049815,-0.20266774387166586
42,42,42,42,2019-04-05,29.229999542236328,29.59499931335449,36.540000915527344,-0.012333156938221568,-0.20005476710824865
43,43,43,43,2019-04-08,28.737499237060547,29.77499961853028,35.540000915527344,-0.03484468160409482,-0.19140409406953052
44,44,44,44,2019-04-09,28.80500030517578,28.792499542236328,32.25749969482422,0.00043416734004342317,-0.10702935510536171
45,45,45,45,2019-04-10,29.71999931335449,29.2450008392334,31.020000457763672,0.016242040023601634,-0.04190848243794332
46,46,46,46,2019-04-11,29.825000762939453,29.42250061035156,30.237499237060547,0.013680011699831018,-0.013641950707865225
47,47,47,47,2019-04-12,29.46999931335449,29.290000915527344,28.88500022888184,0.00614538723799507,0.020252694472465915
48,48,48,48,2019-04-15,29.74250030517578,29.229999542236328,29.59499931335449,0.017533382516784046,0.00498398362032515
49,49,49,49,2019-04-16,29.440000534057617,28.737499237060547,29.77499961853028,0.02444545682983823,-0.01125101893415903
50,50,50,50,2019-04-17,27.84499931335449,28.80500030517578,28.792499542236328,-0.033327581379986926,-0.03290788378730136
51,51,51,51,2019-04-18,28.57250022888184,29.71999931335449,29.2450008392334,-0.038610333478609093,-0.022995404036691647
52,52,52,52,2019-04-22,29.15250015258789,29.825000762939453,29.42250061035156,-0.02254821770825277,-0.00917666589048094
53,53,53,53,2019-04-23,29.50749969482422,29.46999931335449,29.290000915527344,0.0012724934626224815,0.007425700665703028
54,54,54,54,2019-04-24,29.70499992370605,29.74250030517578,29.229999542236328,-0.0012608348687889182,0.01625044094795025
55,55,55,55,2019-04-25,29.530000686645508,29.440000534057617,28.737499237060547,0.003057070344947066,0.027577258655928194
56,56,56,56,2019-04-26,31.042499542236328,27.84499931335449,28.80500030517578,0.1148321173543112,0.07767745923816238
57,57,57,57,2019-04-29,31.107500076293945,28.57250022888184,29.71999931335449,0.08872166688617833,0.046685760262315856
58,58,58,58,2019-04-30,30.26749992370605,29.15250015258789,29.825000762939453,0.03824714056366041,0.014836518003260135
59,59,59,59,2019-05-01,29.655000686645508,29.50749969482422,29.46999931335449,0.004998762800874079,0.006277617156481785
60,60,60,60,2019-05-02,30.092500686645508,29.70499992370605,29.74250030517578,0.013044967646345995,0.01176768522748639
61,61,61,61,2019-05-03,30.737499237060547,29.530000686645508,29.440000534057617,0.04089056966941129,0.044072645362282614
62,62,62,62,2019-05-06,30.552499771118164,31.042499542236328,27.84499931335449,-0.015784804005601116,0.09723471088272406
63,63,63,63,2019-05-07,29.90250015258789,31.107500076293945,28.57250022888184,-0.0387366365265831,0.046548251397392715
64,64,64,64,2019-05-08,29.5575008392334,30.26749992370605,29.15250015258789,-0.023457473734610268,0.013892485533854249
65,65,65,65,2019-05-09,29.302499771118164,29.655000686645508,29.50749969482422,-0.011886727613062753,-0.006947383744005053
66,66,66,66,2019-05-10,29.69750022888184,30.092500686645508,29.70499992370605,-0.013126209146817835,-0.00025247247411119833
67,67,67,67,2019-05-13,29.0625,30.737499237060547,29.530000686645508,-0.054493673156109645,-0.015831380825430452
68,68,68,68,2019-05-14,30.0625,30.552499771118164,31.042499542236328,-0.016037960061826784,-0.031569608011202344
69,69,69,69,2019-05-15,30.372499465942383,29.90250015258789,31.107500076293945,0.01571772630904289,-0.023627762068597846
70,70,70,70,2019-05-16,29.852500915527344,29.5575008392334,30.26749992370605,0.009980548690448732,-0.013711043502924847
71,71,71,71,2019-05-17,29.51000022888184,29.302499771118164,29.655000686645508,0.007081322733024864,-0.004889578634505565
72,72,72,72,2019-05-20,29.61750030517578,29.69750022888184,30.092500686645508,-0.002693826857125714,-0.01578467626921154
73,73,73,73,2019-05-21,29.647499084472656,29.0625,30.737499237060547,0.0201290007560484,-0.035461575588220384
74,74,74,74,2019-05-22,29.6875,30.0625,30.552499771118164,-0.012474012474012475,-0.028311914821970263
75,75,75,75,2019-05-23,28.614999771118164,30.372499465942383,29.90250015258789,-0.05786483581290225,-0.04305661315608422
76,76,76,76,2019-05-24,29.74250030517578,29.852500915527344,29.5575008392334,-0.003684803851537466,0.006258968474656124
77,77,77,77,2019-05-28,30.177499771118164,29.51000022888184,29.302499771118164,0.022619435345955452,0.029860933600703854
78,78,78,78,2019-05-29,29.64999961853028,29.61750030517578,29.69750022888184,0.0010973010220183266,-0.0015994817740707656
79,79,79,79,2019-05-30,29.975000381469727,29.647499084472656,29.0625,0.011046506690629787,0.03139786258820565
80,80,80,80,2019-05-31,30.325000762939453,29.6875,30.0625,0.02147370990953945,0.008731834110252024
81,81,81,81,2019-06-03,30.239999771118164,28.614999771118164,30.372499465942383,0.05678839814774883,-0.004362489000050651
82,82,82,82,2019-06-04,31.1875,29.74250030517578,29.852500915527344,0.04858366579802165,0.044719840667629907
83,83,83,83,2019-06-05,30.864999771118164,30.177499771118164,29.51000022888184,0.02278187408547283,0.04591662255936435
84,84,84,84,2019-06-06,30.174999237060547,29.64999961853028,29.61750030517578,0.01770656409054916,0.01882329454344056
85,85,85,85,2019-06-07,31.4950008392334,29.975000381469727,29.647499084472656,0.050708938729599584,0.06231560205118081
86,86,86,86,2019-06-10,34.61000061035156,30.325000762939453,29.6875,0.14130254706040635,0.16581054687499996
87,87,87,87,2019-06-11,34.63249969482422,30.239999771118164,28.614999771118164,0.14525462820609136,0.2102918040132109
88,88,88,88,2019-06-12,36.317501068115234,31.1875,29.74250030517578,0.16448901220409562,0.22106415719848793
89,89,89,89,2019-06-13,36.58000183105469,30.864999771118164,30.177499771118164,0.18516125392245497,0.21216144838029738
90,90,90,90,2019-06-14,37.0099983215332,30.174999237060547,29.64999961853028,0.2265119886425051,0.24822930177723057
91,91,91,91,2019-06-17,37.584999084472656,31.4950008392334,29.975000381469727,0.19336396516786025,0.2538781853596692
92,92,92,92,2019-06-18,38.1349983215332,34.61000061035156,30.325000762939453,0.10184910861074492,0.25754319413368143
93,93,93,93,2019-06-19,38.44499969482422,34.63249969482422,30.239999771118164,0.11008445921013821,0.27132936461006674
94,94,94,94,2019-06-20,38.915000915527344,36.317501068115234,31.1875,0.07152198722429648,0.24777558045779058
95,95,95,95,2019-06-21,37.70000076293945,36.58000183105469,30.864999771118164,0.030617793215470535,0.22144827612204043
96,96,96,96,2019-06-24,36.915000915527344,37.0099983215332,30.174999237060547,-0.0025668038452891784,0.22336377295376408
97,97,97,97,2019-06-25,35.880001068115234,37.584999084472656,31.4950008392334,-0.04536379028573134,0.13922845251743676
98,98,98,98,2019-06-26,35.38249969482422,38.1349983215332,34.61000061035156,-0.07217775659779602,0.022320111841939827
99,99,99,99,2019-06-27,36.45750045776367,38.44499969482422,34.63249969482422,-0.05169721037423025,0.052696189389187964
100,100,100,100,2019-06-28,37.459999084472656,38.915000915527344,36.317501068115234,-0.03738922772257036,0.03145860763422603
101,101,101,101,2019-07-01,37.85749816894531,37.70000076293945,36.58000183105469,0.004177649942137096,0.034923353579662475
102,102,102,102,2019-07-02,36.41749954223633,36.915000915527344,37.0099983215332,-0.013476943273804887,-0.016009154449276086
103,103,103,103,2019-07-03,35.84000015258789,35.880001068115234,37.584999084472656,-0.0011148526849652507,-0.04642806902729635
104,104,104,104,2019-07-05,36.747501373291016,35.38249969482422,38.1349983215332,0.038578441044019085,-0.03638382088137471
105,105,105,105,2019-07-08,36.40499877929688,36.45750045776367,38.44499969482422,-0.0014400789359548805,-0.05306284124647753
106,106,106,106,2019-07-09,36.94499969482422,37.459999084472656,38.915000915527344,-0.013747981906969908,-0.05062318320329473
107,107,107,107,2019-07-10,37.720001220703125,37.85749816894531,37.70000076293945,-0.0036319607711154944,0.0005305161103161815
108,108,108,108,2019-07-11,38.125,36.41749954223633,36.915000915527344,0.0468868120883299,0.03277797790772108
109,109,109,109,2019-07-12,37.29249954223633,35.84000015258789,35.880001068115234,0.04052732654755742,0.03936729186377619
110,110,110,110,2019-07-15,37.77750015258789,36.747501373291016,35.38249969482422,0.02802908336090315,0.06768884274487852
111,111,111,111,2019-07-16,37.462501525878906,36.40499877929688,36.45750045776367,0.02904828408299287,0.027566373325004445
112,112,112,112,2019-07-17,36.89250183105469,36.94499969482422,37.459999084472656,-0.0014209734525153506,-0.015149419842169665
113,113,113,113,2019-07-18,38.34749984741211,37.720001220703125,37.85749816894531,0.016635700063672765,0.012943319082525884
114,114,114,114,2019-07-19,38.14500045776367,38.125,36.41749954223633,0.0005246021708504855,0.047436011182586
115,115,115,115,2019-07-22,38.77750015258789,37.29249954223633,35.84000015258789,0.03982035606569356,0.08196149518676532
116,116,116,116,2019-07-23,37.98749923706055,37.77750015258789,36.747501373291016,0.00555884014623631,0.03374373270098818
117,117,117,117,2019-07-24,38.2400016784668,37.462501525878906,36.40499877929688,0.020754090648506196,0.05040524545254099
118,118,118,118,2019-07-25,37.872501373291016,36.89250183105469,36.94499969482422,0.02656365097504443,0.025104931279691822
119,119,119,119,2019-07-26,38.442501068115234,38.34749984741211,37.720001220703125,0.0024773771714230453,0.0191542901386641
120,120,120,120,2019-07-29,38.3849983215332,38.14500045776367,38.125,0.006291725282197014,0.006819628105788844
121,121,121,121,2019-07-30,39.09749984741211,38.77750015258789,37.29249954223633,0.008252200207982341,0.048401161824283
122,122,122,122,2019-07-31,39.21749877929688,37.98749923706055,37.77750015258789,0.032379060663102255,0.03811789083165018
123,123,123,123,2019-08-01,37.08000183105469,38.2400016784668,37.462501525878906,-0.030334722711722883,-0.010210201648173212
124,124,124,124,2019-08-02,36.0525016784668,37.872501373291016,36.89250183105469,-0.04805596749169949,-0.0227688584643726
125,125,125,125,2019-08-05,35.532501220703125,38.442501068115234,38.34749984741211,-0.07569746417528767,-0.07340761817354713
126,126,126,126,2019-08-06,36.91249847412109,38.3849983215332,38.14500045776367,-0.038361336766975285,-0.032310970477173906
127,127,127,127,2019-08-07,36.82749938964844,39.09749984741211,38.77750015258789,-0.05805999019433272,-0.050286912649507576
128,128,128,128,2019-08-08,38.54999923706055,39.21749877929688,37.98749923706055,-0.017020451660948677,0.014807502765310288
129,129,129,129,2019-08-09,38.86000061035156,37.08000183105469,38.2400016784668,0.048004279703301345,0.016213360477802752
130,130,130,130,2019-08-12,37.98249816894531,36.0525016784668,37.872501373291016,0.05353294225435823,0.002904397429948302
131,131,131,131,2019-08-13,39.32500076293945,35.532501220703125,38.442501068115234,0.10673325580656323,0.02295635482354652
132,132,132,132,2019-08-14,38.375,36.91249847412109,38.3849983215332,0.03962076766232059,-0.00026047471591506
133,133,133,133,2019-08-15,39.63249969482422,36.82749938964844,39.09749984741211,0.07616591817700824,0.013683735520175988
134,134,134,134,2019-08-16,40.91999816894531,38.54999923706055,39.21749877929688,0.061478572731237247,0.043411727994932425
135,135,135,135,2019-08-19,40.897499084472656,38.86000061035156,37.08000183105469,0.052431766395246715,0.10295299527792356
136,136,136,136,2019-08-20,42.06999969482422,37.98249816894531,36.0525016784668,0.10761539453507751,0.166909305490762
137,137,137,137,2019-08-21,43.29750061035156,39.32500076293945,35.532501220703125,0.1010171588135318,0.2185323048725918
138,138,138,138,2019-08-22,43.59249877929688,38.375,36.91249847412109,0.13596088024226405,0.1809685223518278
139,139,139,139,2019-08-23,43.38750076293945,39.63249969482422,36.82749938964844,0.09474550172281004,0.17812779803167733
140,140,140,140,2019-08-26,43.67250061035156,40.91999816894531,38.54999923706055,0.06726545856727717,0.13287941568534278
141,141,141,141,2019-08-27,43.75,40.897499084472656,38.86000061035156,0.069747563527921,0.12583631788070115
142,142,142,142,2019-08-28,43.79750061035156,42.06999969482422,37.98249816894531,0.041062536916059766,0.15309689256197023
143,143,143,143,2019-08-29,43.01499938964844,43.29750061035156,39.32500076293945,-0.006524654234558391,0.09383340254595751
144,144,144,144,2019-08-30,42.90250015258789,43.59249877929688,38.375,-0.015828379790806757,0.11798046000229023
145,145,145,145,2019-09-03,43.06499862670898,43.38750076293945,39.63249969482422,-0.007433065527156391,0.08660818667294468
146,146,146,146,2019-09-04,42.407501220703125,43.67250061035156,40.91999816894531,-0.028965581818518493,0.036351493605068175
147,147,147,147,2019-09-05,41.91749954223633,43.75,40.897499084472656,-0.04188572474888397,0.02494041153120108
148,148,148,148,2019-09-06,40.122501373291016,43.79750061035156,42.06999969482422,-0.08390888032071764,-0.046291854900412543
149,149,149,149,2019-09-09,36.34249877929688,43.01499938964844,43.29750061035156,-0.15512032326001368,-0.16063287102054757
150,150,150,150,2019-09-10,36.310001373291016,42.90250015258789,43.59249877929688,-0.1536623449880511,-0.16705849882284096
151,151,151,151,2019-09-11,36.67499923706055,43.06499862670898,43.38750076293945,-0.14838034583577908,-0.154710490529396
152,152,152,152,2019-09-12,36.790000915527344,42.407501220703125,43.67250061035156,-0.1324647796610413,-0.15759344206621595
153,153,153,153,2019-09-13,36.56499862670898,41.91749954223633,43.75,-0.12769132161936658,-0.1642286028180805
154,154,154,154,2019-09-16,37.16999816894531,40.122501373291016,43.79750061035156,-0.07358721673098734,-0.15132147608988988
155,155,155,155,2019-09-17,38.42499923706055,36.34249877929688,43.01499938964844,0.057302071341060135,-0.10670696774884703
156,156,156,156,2019-09-18,39.23249816894531,36.310001373291016,42.90250015258789,0.0804873777229882,-0.08554284646791621
157,157,157,157,2019-09-19,38.747501373291016,36.67499923706055,43.06499862670898,0.056509943540399066,-0.10025536726106488
158,158,158,158,2019-09-20,38.59999847412109,36.790000915527344,42.407501220703125,0.049198084086750526,-0.08978370894258758
159,159,159,159,2019-09-23,38.83250045776367,36.56499862670898,41.91749954223633,0.062012906227716824,-0.07359692534532492
160,160,160,160,2019-09-24,38.3650016784668,37.16999816894531,40.122501373291016,0.032149678998905085,-0.04380334312840628
161,161,161,161,2019-09-25,38.43999862670898,38.42499923706055,36.34249877929688,0.00039035497582950995,0.057714794465562935
162,162,162,162,2019-09-26,37.47249984741211,39.23249816894531,36.310001373291016,-0.044860725257774625,0.03201593032646399
163,163,163,163,2019-09-27,37.12749862670898,38.747501373291016,36.67499923706055,-0.04180921837965845,0.012338088590637897
164,164,164,164,2019-09-30,37.310001373291016,38.59999847412109,36.790000915527344,-0.03341961533223725,0.014134287709250959
165,165,165,165,2019-10-01,37.212501525878906,38.83250045776367,36.56499862670898,-0.04171760542813263,0.017708270846124474
166,166,166,166,2019-10-02,37.22249984741211,38.3650016784668,37.16999816894531,-0.029779793589737813,0.0014124746046035863
167,167,167,167,2019-10-03,39.352500915527344,38.43999862670898,38.42499923706055,0.023738353835016435,0.02413797519538341
168,168,168,168,2019-10-04,40.09249877929688,37.47249984741211,39.23249816894531,0.06991791160326644,0.021920618122460267
169,169,169,169,2019-10-07,39.86249923706055,37.12749862670898,38.747501373291016,0.07366509222315476,0.028775993915780784
170,170,170,170,2019-10-08,37.602500915527344,37.310001373291016,38.59999847412109,0.007839708696599557,-0.02584190668459485
171,171,171,171,2019-10-09,38.47499847412109,37.212501525878906,38.83250045776367,0.033926688517948556,-0.00920625711525902
172,172,172,172,2019-10-10,38.6150016784668,37.22249984741211,38.3650016784668,0.03741021792633581,0.006516355768604543
173,173,173,173,2019-10-11,38.837501525878906,39.352500915527344,38.43999862670898,-0.013086827461205486,0.01034086663295919
174,174,174,174,2019-10-14,40.04499816894531,40.09249877929688,37.47249984741211,-0.0011847755015982342,0.06865029907287767
175,175,175,175,2019-10-15,38.24250030517578,39.86249923706055,37.12749862670898,-0.04063967294801818,0.03003169401950201
176,176,176,176,2019-10-16,38.46749877929688,37.602500915527344,37.310001373291016,0.02300373227069996,0.031023783527236226
177,177,177,177,2019-10-17,39.16749954223633,38.47499847412109,37.212501525878906,0.017998728929931707,0.052536054718005154
178,178,178,178,2019-10-18,39.22999954223633,38.6150016784668,37.22249984741211,0.015926397437203255,0.053932425362446246
179,179,179,179,2019-10-21,39.15499877929688,38.837501525878906,39.352500915527344,0.008175017468783796,-0.005018795035528045
180,180,180,180,2019-10-22,37.72249984741211,40.04499816894531,40.09249877929688,-0.05799721382767575,-0.05911327565116997
181,181,181,181,2019-10-23,36.6150016784668,38.24250030517578,39.86249923706055,-0.04255732793937417,-0.08146748499839473
182,182,182,182,2019-10-24,36.74250030517578,38.46749877929688,37.602500915527344,-0.044843011083670725,-0.022870835434151693
183,183,183,183,2019-10-25,36.84749984741211,39.16749954223633,38.47499847412109,-0.05923277518194503,-0.04230016091628075
184,184,184,184,2019-10-28,37.907501220703125,39.22999954223633,38.6150016784668,-0.033711402930539314,-0.018321906694573564
185,185,185,185,2019-10-29,38.709999084472656,39.15499877929688,38.837501525878906,-0.011365080033140407,-0.00328297229216179
186,186,186,186,2019-10-30,38.935001373291016,37.72249984741211,40.04499816894531,0.032142661032102504,-0.02771873758044252
187,187,187,187,2019-10-31,38.560001373291016,36.6150016784668,38.24250030517578,0.05312029511576033,0.008302309356908344
188,188,188,188,2019-11-01,39.32500076293945,36.74250030517578,38.46749877929688,0.07028646489253432,0.02229159708465578
189,189,189,189,2019-11-04,39.6349983215332,36.84749984741211,39.16749954223633,0.07564959592005716,0.011935885230374366
190,190,190,190,2019-11-05,38.38999938964844,37.907501220703125,39.22999954223633,0.012728303196144042,-0.021412188692062517
191,191,191,191,2019-11-06,38.27999877929688,38.709999084472656,39.15499877929688,-0.011108248911022467,-0.022347082806261076
192,192,192,192,2019-11-07,48.67499923706055,38.935001373291016,37.72249984741211,0.2501604602600853,0.29034394416996245
193,193,193,193,2019-11-08,49.52000045776367,38.560001373291016,36.6150016784668,0.2842323312795372,0.3524511317143071
194,194,194,194,2019-11-11,51.41999816894531,39.32500076293945,36.74250030517578,0.30756509018060574,0.3994692179862884
195,195,195,195,2019-11-12,51.53499984741211,39.6349983215332,36.84749984741211,0.3002397383580506,0.39860234916403803
196,196,196,196,2019-11-13,50.72499847412109,38.38999938964844,37.907501220703125,0.3213076134561932,0.33812561737563707
197,197,197,197,2019-11-14,50.70249938964844,38.27999877929688,38.709999084472656,0.32451674520611706,0.30980368351355003
198,198,198,198,2019-11-15,52.09249877929688,48.67499923706055,38.935001373291016,0.07021057207607084,0.33793494136183
199,199,199,199,2019-11-18,53.44499969482422,49.52000045776367,38.560001373291016,0.07926088854559343,0.3860217269557322
200,200,200,200,2019-11-19,54.39500045776367,51.41999816894531,39.32500076293945,0.05785691160555295,0.3832167680216918
201,201,201,201,2019-11-20,55.33250045776367,51.53499984741211,39.6349983215332,0.07368779706210193,0.39605154033025936
202,202,202,202,2019-11-21,54.70249938964844,50.72499847412109,38.38999938964844,0.07841303174324588,0.424915349292726
203,203,203,203,2019-11-22,55.462501525878906,50.70249938964844,38.27999877929688,0.09388101560141804,0.44886372242715167
204,204,204,204,2019-11-25,56.6974983215332,52.09249877929688,48.67499923706055,0.08840043480629656,0.16481765198189113
205,205,205,205,2019-11-26,56.01750183105469,53.44499969482422,49.52000045776367,0.04813363553035255,0.13120963879701142
206,206,206,206,2019-11-27,56.88249969482422,54.39500045776367,51.41999816894531,0.04573029168355336,0.10623301673273766
207,207,207,207,2019-11-29,56.82749938964844,55.33250045776367,51.53499984741211,0.027018459666863004,0.10269718750182744
208,208,208,208,2019-12-02,55.97999954223633,54.70249938964844,50.72499847412109,0.02335359749265198,0.10359785561740797
209,209,209,209,2019-12-03,57.165000915527344,55.462501525878906,50.70249938964844,0.03069640464835599,0.12745922989347358
210,210,210,210,2019-12-04,57.29499816894531,56.6974983215332,52.09249877929688,0.010538381147324527,0.09987041342919922
211,211,211,211,2019-12-05,56.70000076293945,56.01750183105469,53.44499969482422,0.01218367313028601,0.06090375314251251
212,212,212,212,2019-12-06,56.18999862670898,56.88249969482422,54.39500045776367,-0.01217423762722325,0.03299932261861227
213,213,213,213,2019-12-09,55.25,56.82749938964844,55.33250045776367,-0.02775943700834016,-0.0014909945706619299
214,214,214,214,2019-12-10,53.88249969482422,55.97999954223633,54.70249938964844,-0.03746873641593307,-0.01499016871209713
215,215,215,215,2019-12-11,53.09000015258789,57.165000915527344,55.462501525878906,-0.07128488931472388,-0.04277667447408595
216,216,216,216,2019-12-12,50.5,57.29499816894531,56.6974983215332,-0.11859670802168376,-0.10930814418630974
217,217,217,217,2019-12-13,50.95750045776367,56.70000076293945,56.01750183105469,-0.10127866363150428,-0.09032893663397679
218,218,218,218,2019-12-16,53.102500915527344,56.18999862670898,56.88249969482422,-0.054947460164450734,-0.0664527543546195
219,219,219,219,2019-12-17,54.33250045776367,55.25,56.82749938964844,-0.016606326556313666,-0.04390478128867392
220,220,220,220,2019-12-18,54.66249847412109,53.88249969482422,55.97999954223633,0.014475920451251678,-0.023535210412447438
221,221,221,221,2019-12-19,54.08250045776367,53.09000015258789,57.165000915527344,0.0186946751238124,-0.0539228620378871
222,222,222,222,2019-12-20,53.35499954223633,50.5,57.29499816894531,0.056534644400719314,-0.0687668863360662
223,223,223,223,2019-12-23,54.09749984741211,50.95750045776367,56.70000076293945,0.06161996490096766,-0.04589948642872688
224,224,224,224,2019-12-24,54.09999847412109,53.102500915527344,56.18999862670898,0.01878438004606431,-0.03719523409268144
225,225,225,225,2019-12-26,53.83000183105469,54.33250045776367,55.25,-0.009248582753882517,-0.02570132432480199
226,226,226,226,2019-12-27,54.52750015258789,54.66249847412109,53.88249969482422,-0.00246966979742258,0.011970499910300747
227,227,227,227,2019-12-30,54.04750061035156,54.08250045776367,53.09000015258789,-0.0006471566054798705,0.01803542013583881
228,228,228,228,2019-12-31,54.685001373291016,53.35499954223633,50.5,0.02492740778681557,0.08287131432259431
229,229,229,229,2020-01-02,54.845001220703125,54.09749984741211,50.95750045776367,0.013817669493034312,0.0762890787031758
230,230,230,230,2020-01-03,54.67499923706055,54.09999847412109,53.102500915527344,0.010628480206233526,0.0296125096638038
231,231,231,231,2020-01-06,56.497501373291016,53.83000183105469,54.33250045776367,0.04955414177038797,0.039847253435544516
232,232,232,232,2020-01-07,57.86249923706055,54.52750015258789,54.66249847412109,0.06116178213085344,0.05854106292734573
233,233,233,233,2020-01-08,58.307498931884766,54.04750061035156,54.08250045776367,0.0788195249257706,0.07812135974409418
234,234,234,234,2020-01-09,59.817501068115234,54.685001373291016,53.35499954223633,0.09385571118100056,0.12112269855354652
235,235,235,235,2020-01-10,59.32500076293945,54.845001220703125,54.09749984741211,0.0816847377613914,0.09663109996343788
236,236,236,236,2020-01-13,58.959999084472656,54.67499923706055,54.09999847412109,0.07837219766264925,0.08983365522045927
237,237,237,237,2020-01-14,58.76499938964844,56.497501373291016,53.83000183105469,0.04013448314068935,0.09167745477851219
238,238,238,238,2020-01-15,58.584999084472656,57.86249923706055,54.52750015258789,0.012486495691312216,0.07441197415121548
239,239,239,239,2020-01-16,58.602500915527344,58.307498931884766,54.04750061035156,0.005059417554287515,0.08427772336808803
240,240,240,240,2020-01-17,57.6974983215332,59.817501068115234,54.685001373291016,-0.03544117873075214,0.05508817541538069
241,241,241,241,2020-01-21,57.90499877929688,59.32500076293945,54.845001220703125,-0.023935979188889456,0.05579355438939548
242,242,242,242,2020-01-22,58.91249847412109,58.959999084472656,54.67499923706055,-0.0008056413006980456,0.07750341648268777
243,243,243,243,2020-01-23,58.900001525878906,58.76499938964844,56.497501373291016,0.002297322175319305,0.042524007154122856
244,244,244,244,2020-01-24,58.48500061035156,58.584999084472656,57.86249923706055,-0.0017068955480721293,0.010758286999333455
245,245,245,245,2020-01-27,58.86249923706055,58.602500915527344,58.307498931884766,0.004436642079626907,0.0095185064587342
