,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,CI,CI_6m,CI_12m,CI_6m_ret,CI_12m_ret
28,28,28,28,2019-03-18,158.55410766601562,154.787353515625,165.46836853027344,0.0243350252125758,-0.04178599768446256
29,29,29,29,2019-03-19,163.9337921142578,155.2522735595703,169.08245849609375,0.05591878531399663,-0.030450624077925204
30,30,30,30,2019-03-20,159.27517700195312,155.8879852294922,162.85032653808594,0.02172836968464531,-0.021953591448873655
31,31,31,31,2019-03-21,160.2239990234375,159.39852905273438,161.36111450195312,0.005178654882254552,-0.0070470229585695154
32,32,32,32,2019-03-22,157.58633422851562,160.878662109375,156.42852783203125,-0.02046466472117381,0.007401504140776671
33,33,33,33,2019-03-25,155.38510131835938,157.9279022216797,155.3850860595703,-0.01610102374279021,9.819983026737589e-08
34,34,34,34,2019-03-26,152.51023864746094,158.55410766601562,154.787353515625,-0.038118653042314876,-0.014711246212593232
35,35,35,35,2019-03-27,151.60887145996094,163.9337921142578,155.2522735595703,-0.07518230680411953,-0.023467624763713335
36,36,36,36,2019-03-28,151.51397705078125,159.27517700195312,155.8879852294922,-0.04872824565171696,-0.028058661302676313
37,37,37,37,2019-03-29,152.5861358642578,160.2239990234375,159.39852905273438,-0.047669907165795,-0.04273811828102125
38,38,38,38,2019-04-01,153.58236694335938,157.58633422851562,160.878662109375,-0.025408086968696786,-0.045352783708849875
39,39,39,39,2019-04-02,150.49879455566406,155.38510131835938,157.9279022216797,-0.031446430328503916,-0.04704113434994883
40,40,40,40,2019-04-03,150.8593292236328,152.51023864746094,158.55410766601562,-0.01082490879608633,-0.04853093089578853
41,41,41,41,2019-04-04,153.21234130859375,151.60887145996094,163.9337921142578,0.01057635897683129,-0.06540110289275491
42,42,42,42,2019-04-05,157.62429809570312,151.51397705078125,159.27517700195312,0.04032843150090337,-0.010364947867738117
43,43,43,43,2019-04-08,158.82925415039062,152.5861358642578,160.2239990234375,0.040915370526761086,-0.008704968553698733
44,44,44,44,2019-04-09,160.47068786621094,153.58236694335938,157.58633422851562,0.04485098816970279,0.01830332339295815
45,45,45,45,2019-04-10,159.58831787109375,150.49879455566406,155.38510131835938,0.06039598750452324,0.02705031896283705
46,46,46,46,2019-04-11,155.61280822753906,150.8593292236328,152.51023864746094,0.03150934733946564,0.020343352732205444
47,47,47,47,2019-04-12,152.37741088867188,153.21234130859375,151.60887145996094,-0.005449498472451353,0.005069224652291648
48,48,48,48,2019-04-15,155.43255615234375,157.62429809570312,151.51397705078125,-0.013904848236206857,0.025862822545072328
49,49,49,49,2019-04-16,143.306884765625,158.82925415039062,152.5861358642578,-0.09772991422643063,-0.060813199351792524
50,50,50,50,2019-04-17,138.04104614257812,160.47068786621094,153.58236694335938,-0.13977407352010018,-0.10119209066827861
51,51,51,51,2019-04-18,141.37135314941406,159.58831787109375,150.49879455566406,-0.1141497383059974,-0.06064793696984794
52,52,52,52,2019-04-22,140.4130096435547,155.61280822753906,150.8593292236328,-0.09767704057984117,-0.0692454330390968
53,53,53,53,2019-04-23,145.94456481933594,152.37741088867188,153.21234130859375,-0.04221653348629095,-0.0474359730239966
54,54,54,54,2019-04-24,146.32403564453125,155.43255615234375,157.62429809570312,-0.05860111120404521,-0.07169111988248666
55,55,55,55,2019-04-25,148.78143310546875,143.306884765625,158.82925415039062,0.038201572442225995,-0.06326177818229817
56,56,56,56,2019-04-26,152.6999969482422,138.04104614257812,160.47068786621094,0.10619269568939149,-0.04842436348529522
57,57,57,57,2019-04-29,152.44383239746094,141.37135314941406,159.58831787109375,0.07832194430751804,-0.04476822344479947
58,58,58,58,2019-04-30,150.70751953125,140.4130096435547,155.61280822753906,0.0733159264503227,-0.03152239685255531
59,59,59,59,2019-05-01,153.7057342529297,145.94456481933594,152.37741088867188,0.053178886402527326,0.008717324677660399
60,60,60,60,2019-05-02,150.11923217773438,146.32403564453125,155.43255615234375,0.025936931799932728,-0.03418411242881214
61,61,61,61,2019-05-03,145.00523376464844,148.78143310546875,143.306884765625,-0.02538085070160212,0.01185113333390131
62,62,62,62,2019-05-06,150.66957092285156,152.6999969482422,138.04104614257812,-0.01329683081839772,0.0914838385622625
63,63,63,63,2019-05-07,147.21591186523438,152.44383239746094,141.37135314941406,-0.0342940770381317,0.041341888477528066
64,64,64,64,2019-05-08,148.49681091308594,150.70751953125,140.4130096435547,-0.014668867386578244,0.057571597461320456
65,65,65,65,2019-05-09,147.88011169433594,153.7057342529297,145.94456481933594,-0.037901140038194225,0.013262205943715744
66,66,66,66,2019-05-10,150.32798767089844,150.11923217773438,146.32403564453125,0.0013905979276320757,0.02736359757117479
67,67,67,67,2019-05-13,149.26535034179688,145.00523376464844,148.78143310546875,0.029379053890308926,0.003252537808162481
68,68,68,68,2019-05-14,147.33926391601562,150.66957092285156,152.6999969482422,-0.02210338150190383,-0.035106307395956216
69,69,69,69,2019-05-15,147.3203125,147.21591186523438,152.44383239746094,0.0007091667839629334,-0.033609230474490936
70,70,70,70,2019-05-16,145.91604614257812,148.49681091308594,150.70751953125,-0.01737926056889072,-0.031793193886907156
71,71,71,71,2019-05-17,146.9312744140625,147.88011169433594,153.7057342529297,-0.006416260235417304,-0.0440742166959075
72,72,72,72,2019-05-20,145.80221557617188,150.32798767089844,150.11923217773438,-0.030105984686194853,-0.02875725207847679
73,73,73,73,2019-05-21,146.74154663085938,149.26535034179688,145.00523376464844,-0.016908168608175567,0.011974139285407137
74,74,74,74,2019-05-22,145.00523376464844,147.33926391601562,150.66957092285156,-0.015841195953697706,-0.03759443345799052
75,75,75,75,2019-05-23,142.32962036132812,147.3203125,147.21591186523438,-0.03387646994484805,-0.03319132722812801
76,76,76,76,2019-05-24,141.8267364501953,145.91604614257812,148.49681091308594,-0.028025085660469795,-0.04491729096320174
77,77,77,77,2019-05-28,138.98985290527344,146.9312744140625,147.88011169433594,-0.054048544399128984,-0.06011801510833603
78,78,78,78,2019-05-29,140.8115234375,145.80221557617188,150.32798767089844,-0.034229192738601255,-0.06330467387238703
79,79,79,79,2019-05-30,140.4130096435547,146.74154663085938,149.26535034179688,-0.04312709748947008,-0.0593060658617125
80,80,80,80,2019-05-31,140.44151306152344,145.00523376464844,147.33926391601562,-0.031472799875156054,-0.046815429038819856
81,81,81,81,2019-06-03,142.70912170410156,142.32962036132812,147.3203125,0.0026663553363663883,-0.03130044131489629
82,82,82,82,2019-06-04,146.16275024414062,141.8267364501953,145.91604614257812,0.030572612065060012,0.0016907263326024768
83,83,83,83,2019-06-05,145.93502807617188,138.98985290527344,146.9312744140625,0.04996893676570635,-0.00678035593078119
84,84,84,84,2019-06-06,145.84967041015625,140.8115234375,145.80221557617188,0.03577936556373151,0.00032547402518434687
85,85,85,85,2019-06-07,149.4076385498047,140.4130096435547,146.74154663085938,0.06405837271833503,0.018168623543624474
86,86,86,86,2019-06-10,148.53475952148438,140.44151306152344,145.00523376464844,0.0576271665231598,0.024340678368648172
87,87,87,87,2019-06-11,148.35450744628906,142.70912170410156,142.32962036132812,0.03955868885447189,0.04233052171196494
88,88,88,88,2019-06-12,148.07933044433594,146.16275024414062,141.8267364501953,0.013112644617003788,0.04408614447908654
89,89,89,89,2019-06-13,150.01486206054688,145.93502807617188,138.98985290527344,0.027956509401193985,0.0793224032173585
90,90,90,90,2019-06-14,150.29953002929688,145.84967041015625,140.8115234375,0.03050990521011676,0.06738089582567564
91,91,91,91,2019-06-17,150.9636993408203,149.4076385498047,140.4130096435547,0.010414867714390041,0.07514039991058574
92,92,92,92,2019-06-18,151.65631103515625,148.53475952148438,140.44151306152344,0.021015629767255684,0.07985386748660228
93,93,93,93,2019-06-19,151.99790954589844,148.35450744628906,142.70912170410156,0.02455875566118837,0.06508895668951409
94,94,94,94,2019-06-20,151.5709228515625,148.07933044433594,146.16275024414062,0.023579201747802925,0.03700103205767835
95,95,95,95,2019-06-21,152.8992462158203,150.01486206054688,145.93502807617188,0.01922732265093363,0.047721360878578256
96,96,96,96,2019-06-24,152.24456787109375,150.29953002929688,145.84967041015625,0.012941077336820372,0.04384581358980011
97,97,97,97,2019-06-25,151.884033203125,150.9636993408203,149.4076385498047,0.0060963918234866465,0.0165747526522535
98,98,98,98,2019-06-26,148.87632751464844,151.65631103515625,148.53475952148438,-0.01833081328124464,0.0022995829007597113
99,99,99,99,2019-06-27,149.80618286132812,151.99790954589844,148.35450744628906,-0.014419452814306566,0.009785179028447333
100,100,100,100,2019-06-28,149.4835662841797,151.5709228515625,148.07933044433594,-0.01377148418781493,0.009482996955956668
101,101,101,101,2019-07-01,150.6221160888672,152.8992462158203,150.01486206054688,-0.014893010811439233,0.0040479591153790295
102,102,102,102,2019-07-02,153.52545166015625,152.24456787109375,150.29953002929688,0.00841332999248312,0.021463284883396216
103,103,103,103,2019-07-03,156.39083862304688,151.884033203125,150.9636993408203,0.02967267411113994,0.03594996218245883
104,104,104,104,2019-07-05,155.07200622558594,148.87632751464844,151.65631103515625,0.0416162785203571,0.02252260500809533
105,105,105,105,2019-07-08,153.44956970214844,149.80618286132812,151.99790954589844,0.024320670690827884,0.009550527113082685
106,106,106,106,2019-07-09,151.5519256591797,149.4835662841797,151.5709228515625,0.013836700758582898,-0.0001253353349403019
107,107,107,107,2019-07-10,152.29202270507812,150.6221160888672,152.8992462158203,0.011086729223918734,-0.003971396365715751
108,108,108,108,2019-07-11,166.36273193359375,153.52545166015625,152.24456787109375,0.08361662600318609,0.09273345026309188
109,109,109,109,2019-07-12,170.03460693359375,156.39083862304688,151.884033203125,0.08724148057951675,0.11950284271286593
110,110,110,110,2019-07-15,167.9662322998047,155.07200622558594,148.87632751464844,0.0831499274953682,0.12822659655731994
111,111,111,111,2019-07-16,170.74618530273438,153.44956970214844,149.80618286132812,0.11271856698040494,0.13978062881950537
112,112,112,112,2019-07-17,169.34194946289062,151.5519256591797,149.4835662841797,0.11738566650560656,0.13284659760497441
113,113,113,113,2019-07-18,167.88079833984375,152.29202270507812,150.6221160888672,0.10236107813049511,0.11458265691071512
114,114,114,114,2019-07-19,164.7971954345703,166.36273193359375,153.52545166015625,-0.009410379841852667,0.07341938194954922
115,115,115,115,2019-07-22,161.87490844726562,170.03460693359375,156.39083862304688,-0.04798845737041557,0.03506643913737917
116,116,116,116,2019-07-23,163.2886199951172,167.9662322998047,155.07200622558594,-0.027848527889453245,0.052985796531054064
117,117,117,117,2019-07-24,162.51058959960938,170.74618530273438,153.44956970214844,-0.04823297040881602,0.05904884526589904
118,118,118,118,2019-07-25,158.0227813720703,169.34194946289062,151.5519256591797,-0.06684207974882672,0.04269728467484302
119,119,119,119,2019-07-26,158.734375,167.88079833984375,152.29202270507812,-0.054481652638609046,0.04230262478946667
120,120,120,120,2019-07-29,163.42144775390625,164.7971954345703,166.36273193359375,-0.008348125567526843,-0.017679946376821687
121,121,121,121,2019-07-30,163.430908203125,161.87490844726562,170.03460693359375,0.009612359140677373,-0.0388373805165898
122,122,122,122,2019-07-31,161.22024536132812,163.2886199951172,167.9662322998047,-0.0126669858184294,-0.04016275680004289
123,123,123,123,2019-08-01,158.98106384277344,162.51058959960938,170.74618530273438,-0.02171874316333422,-0.0689041540758365
124,124,124,124,2019-08-02,156.1536407470703,158.0227813720703,169.34194946289062,-0.011828298481843857,-0.07787975016025417
125,125,125,125,2019-08-05,150.8593292236328,158.734375,167.88079833984375,-0.04961147058642579,-0.10139020831765466
126,126,126,126,2019-08-06,155.33766174316406,163.42144775390625,164.7971954345703,-0.049465881754489405,-0.05740105992982136
127,127,127,127,2019-08-07,157.9563446044922,163.430908203125,161.87490844726562,-0.033497724872388224,-0.02420735789357986
128,128,128,128,2019-08-08,158.07020568847656,161.22024536132812,163.2886199951172,-0.01953873513708948,-0.03195822407462734
129,129,129,129,2019-08-09,161.20126342773438,158.98106384277344,162.51058959960938,0.013965182590277792,-0.008056866786963823
130,130,130,130,2019-08-12,157.13087463378906,156.1536407470703,158.0227813720703,0.006258156275085636,-0.005644165547125879
131,131,131,131,2019-08-13,160.7932891845703,150.8593292236328,158.734375,0.0658491590282193,0.01297081482552409
132,132,132,132,2019-08-14,151.9789276123047,155.33766174316406,163.42144775390625,-0.0216221494077381,-0.0700184724763464
133,133,133,133,2019-08-15,151.52349853515625,157.9563446044922,163.430908203125,-0.04072546807437949,-0.07285898242191291
134,134,134,134,2019-08-16,152.98464965820312,158.07020568847656,161.22024536132812,-0.03217276784149958,-0.05108288778910686
135,135,135,135,2019-08-19,154.63551330566406,161.20126342773438,158.98106384277344,-0.04073014058611091,-0.027333761846045856
136,136,136,136,2019-08-20,152.8992462158203,157.13087463378906,156.1536407470703,-0.026930597998840344,-0.0208409776146129
137,137,137,137,2019-08-21,154.0283203125,160.7932891845703,150.8593292236328,-0.04207245778960955,0.021006265274913893
138,138,138,138,2019-08-22,147.80416870117188,151.9789276123047,155.33766174316406,-0.02746932733847507,-0.04849753084637065
139,139,139,139,2019-08-23,145.45118713378906,151.52349853515625,157.9563446044922,-0.04007504750135038,-0.07916844050813443
140,140,140,140,2019-08-26,145.0811309814453,152.98464965820312,158.07020568847656,-0.05166216803068657,-0.08217282093394629
141,141,141,141,2019-08-27,138.7810821533203,154.63551330566406,161.20126342773438,-0.10252774937284104,-0.13908192031301858
142,142,142,142,2019-08-28,139.90066528320312,152.8992462158203,157.13087463378906,-0.08501402887408238,-0.10965514823705302
143,143,143,143,2019-08-29,144.69212341308594,154.0283203125,160.7932891845703,-0.060613508479949285,-0.10013580699255598
144,144,144,144,2019-08-30,146.0868377685547,147.80416870117188,151.9789276123047,-0.011618961411631545,-0.03876912369575736
145,145,145,145,2019-09-03,147.0546417236328,145.45118713378906,151.52349853515625,0.0110240048324175,-0.029492830186247154
146,146,146,146,2019-09-04,145.10958862304688,145.0811309814453,152.98464965820312,0.0001961498467033529,-0.051476151710322826
147,147,147,147,2019-09-05,143.2689208984375,138.7810821533203,154.63551330566406,0.03233753963785335,-0.07350570489431174
148,148,148,148,2019-09-06,145.92555236816406,139.90066528320312,152.8992462158203,0.0430654641474697,-0.04560973333912155
149,149,149,149,2019-09-09,153.8575439453125,144.69212341308594,154.0283203125,0.06334429487954862,-0.0011087335552385502
150,150,150,150,2019-09-10,156.54263305664062,146.0868377685547,147.80416870117188,0.07157246640283255,0.05912190726593125
151,151,151,151,2019-09-11,153.60133361816406,147.0546417236328,145.45118713378906,0.04451877083101374,0.05603355080820571
152,152,152,152,2019-09-12,150.84034729003906,145.10958862304688,145.0811309814453,0.03949262568636347,0.03969652200554119
153,153,153,153,2019-09-13,152.6146240234375,143.2689208984375,138.7810821533203,0.06523189444293442,0.0996788730529885
154,154,154,154,2019-09-16,157.02650451660156,145.92555236816406,139.90066528320312,0.07607270946235833,0.12241428015178002
155,155,155,155,2019-09-17,153.2313232421875,153.8575439453125,144.69212341308594,-0.004070133235375084,0.05901634192431282
156,156,156,156,2019-09-18,152.2255859375,156.54263305664062,146.0868377685547,-0.027577453086397363,0.042021226981933335
157,157,157,157,2019-09-19,156.27696228027344,153.60133361816406,147.0546417236328,0.017419306194051076,0.0627135631255531
158,158,158,158,2019-09-20,153.11746215820312,150.84034729003906,145.10958862304688,0.015096192159950172,0.05518500611257604
159,159,159,159,2019-09-23,151.95045471191406,152.6146240234375,143.2689208984375,-0.004351937540542861,0.06059607177212456
160,160,160,160,2019-09-24,149.82513427734375,157.02650451660156,145.92555236816406,-0.045860858085244094,0.026723091644300867
161,161,161,161,2019-09-25,147.27288818359375,153.2313232421875,153.8575439453125,-0.03888522876733391,-0.04279709394073794
162,162,162,162,2019-09-26,142.1208953857422,152.2255859375,156.54263305664062,-0.06637971198814463,-0.09212658168130039
163,163,163,163,2019-09-27,141.8267364501953,156.27696228027344,153.60133361816406,-0.09246548959764467,-0.07665686807927785
164,164,164,164,2019-09-30,144.01846313476562,153.11746215820312,150.84034729003906,-0.0594249597347446,-0.045225858186047296
165,165,165,165,2019-10-01,142.72808837890625,151.95045471191406,152.6146240234375,-0.060693246035312565,-0.06478105035997694
166,166,166,166,2019-10-02,141.59902954101562,149.82513427734375,157.02650451660156,-0.05490470458114627,-0.09824758580138215
167,167,167,167,2019-10-03,141.00132751464844,147.27288818359375,153.2313232421875,-0.04258462468072899,-0.07981394057538171
168,168,168,168,2019-10-04,143.02224731445312,142.1208953857422,152.2255859375,0.006342149240366801,-0.06045855278773926
169,169,169,169,2019-10-07,141.5610809326172,141.8267364501953,156.27696228027344,-0.0018730989954874877,-0.09416539157744952
170,170,170,170,2019-10-08,139.65399169921875,144.01846313476562,153.11746215820312,-0.03030494382836746,-0.08792903349634762
171,171,171,171,2019-10-09,141.93112182617188,142.72808837890625,151.95045471191406,-0.005583810179105253,-0.06593815664940283
172,172,172,172,2019-10-10,143.1076202392578,141.59902954101562,149.82513427734375,0.010653962129063999,-0.04483569509539731
173,173,173,173,2019-10-11,144.5972137451172,141.00132751464844,147.27288818359375,0.025502499117217026,-0.0181681399168393
174,174,174,174,2019-10-14,143.81922912597656,143.02224731445312,142.1208953857422,0.005572432446619091,0.011949922885194253
175,175,175,175,2019-10-15,151.95994567871094,141.5610809326172,141.8267364501953,0.07345850058211689,0.07144780654297911
176,176,176,176,2019-10-16,153.20285034179688,139.65399169921875,144.01846313476562,0.09701733890828645,0.06377229007392571
177,177,177,177,2019-10-17,156.3339080810547,141.93112182617188,142.72808837890625,0.10147729454659293,0.0953268544172503
178,178,178,178,2019-10-18,158.3358612060547,143.1076202392578,141.59902954101562,0.10641111173071827,0.1181987738142729
179,179,179,179,2019-10-21,158.20303344726562,144.5972137451172,141.00132751464844,0.09409461876721603,0.12199676581647867
180,180,180,180,2019-10-22,161.65670776367188,143.81922912597656,143.02224731445312,0.12402707722811401,0.13029064218413833
181,181,181,181,2019-10-23,164.05715942382812,151.95994567871094,141.5610809326172,0.07960791043380833,0.1589142887508681
182,182,182,182,2019-10-24,161.40052795410156,153.20285034179688,139.65399169921875,0.05350864944102285,0.1557172551266537
183,183,183,183,2019-10-25,162.70985412597656,156.3339080810547,141.93112182617188,0.04078415311933559,0.1464001131848527
184,184,184,184,2019-10-28,165.84088134765625,158.3358612060547,143.1076202392578,0.047399370454900946,0.15885430189106153
185,185,185,185,2019-10-29,168.86756896972656,158.20303344726562,144.5972137451172,0.06741043638721234,0.16784801446721476
186,186,186,186,2019-10-30,167.4064178466797,161.65670776367188,143.81922912597656,0.0355674080126227,0.16400580690112188
187,187,187,187,2019-10-31,169.32301330566406,164.05715942382812,151.95994567871094,0.03209767803081398,0.11426081754243245
188,188,188,188,2019-11-01,170.31922912597656,161.40052795410156,153.20285034179688,0.05525819081837979,0.11172363142064845
189,189,189,189,2019-11-04,173.74441528320312,162.70985412597656,156.3339080810547,0.06781741165278876,0.11136744047312863
190,190,190,190,2019-11-05,172.53944396972656,165.84088134765625,158.3358612060547,0.0403915039985101,0.08970540631466717
191,191,191,191,2019-11-06,173.75390625,168.86756896972656,158.20303344726562,0.02893591297657294,0.0982969318847986
192,192,192,192,2019-11-07,175.8507537841797,167.4064178466797,161.65670776367188,0.05044212788325586,0.08780363163932714
193,193,193,193,2019-11-08,178.56431579589844,169.32301330566406,164.05715942382812,0.054577947260788795,0.08842745067036217
194,194,194,194,2019-11-11,177.57754516601562,170.31922912597656,161.40052795410156,0.04261595168840526,0.10022902289709013
195,195,195,195,2019-11-12,179.29490661621094,173.74441528320312,162.70985412597656,0.03194630068517901,0.10193022776231819
196,196,196,196,2019-11-13,180.5093536376953,172.53944396972656,165.84088134765625,0.04619181263483796,0.08844907341808672
197,197,197,197,2019-11-14,179.98753356933594,173.75390625,168.86756896972656,0.03587618519705038,0.06585020834641653
198,198,198,198,2019-11-15,185.97442626953125,175.8507537841797,167.4064178466797,0.057569684903234775,0.11091575019457856
199,199,199,199,2019-11-18,188.2231292724609,178.56431579589844,169.32301330566406,0.054091510017055366,0.11162166085881142
200,200,200,200,2019-11-19,189.77915954589844,177.57754516601562,170.31922912597656,0.06871147119685461,0.11425562762222419
201,201,201,201,2019-11-20,189.6747894287109,179.29490661621094,173.74441528320312,0.057892792430063844,0.09168855366971829
202,202,202,202,2019-11-21,190.908203125,180.5093536376953,172.53944396972656,0.057608369193856035,0.10646121682469545
203,203,203,203,2019-11-22,191.5154724121093,179.98753356933594,173.75390625,0.0640485405525737,0.10222254305208911
204,204,204,204,2019-11-25,193.43202209472656,185.97442626953125,175.8507537841797,0.040100114702798395,0.0999783505740568
205,205,205,205,2019-11-26,190.1112060546875,188.2231292724609,178.56431579589844,0.010031056170007213,0.0646651611623641
206,206,206,206,2019-11-27,189.7886199951172,189.77915954589844,177.57754516601562,4.984977929822776e-05,0.06876474622782713
207,207,207,207,2019-11-29,189.68429565429688,189.6747894287109,179.29490661621094,5.0118550886990576e-05,0.05794581248381414
208,208,208,208,2019-12-02,186.8568572998047,190.908203125,180.5093536376953,-0.021221433960816438,0.035164403030601976
209,209,209,209,2019-12-03,185.32928466796875,191.5154724121093,179.98753356933594,-0.032301242642311934,0.02967845046098727
210,210,210,210,2019-12-04,186.6670837402344,193.43202209472656,185.97442626953125,-0.03497320806158588,0.0037244769864179794
211,211,211,211,2019-12-05,185.575927734375,190.1112060546875,188.2231292724609,-0.023855923143256907,-0.01406416707828706
212,212,212,212,2019-12-06,188.7449645996093,189.7886199951172,189.77915954589844,-0.005499040962175461,-0.0054494653088555944
213,213,213,213,2019-12-09,185.9175262451172,189.68429565429688,189.6747894287109,-0.019858098406020375,-0.01980897511424884
214,214,214,214,2019-12-10,181.89459228515625,186.8568572998047,190.908203125,-0.02655650472964277,-0.047214371579108905
215,215,215,215,2019-12-11,181.9325408935547,185.32928466796875,191.5154724121093,-0.01832815456283443,-0.050037375037426446
216,216,216,216,2019-12-12,183.64990234375,186.6670837402344,193.43202209472656,-0.01616343565254985,-0.05057135651606903
217,217,217,217,2019-12-13,180.14878845214844,185.575927734375,190.1112060546875,-0.029244845215025572,-0.05240310557849637
218,218,218,218,2019-12-16,185.13951110839844,188.7449645996093,189.7886199951172,-0.019102249953312445,-0.024496246860524984
219,219,219,219,2019-12-17,183.61192321777344,185.9175262451172,189.68429565429688,-0.012401213989390092,-0.03201304786765502
220,220,220,220,2019-12-18,188.0522918701172,181.89459228515625,186.8568572998047,0.03385312068710378,0.00639759539782081
221,221,221,221,2019-12-19,188.5457000732422,181.9325408935547,185.32928466796875,0.036349512556727026,0.017355138509469237
222,222,222,222,2019-12-20,194.1151580810547,183.64990234375,186.6670837402344,0.056984815149621726,0.039900309104228704
223,223,223,223,2019-12-23,195.89892578125,180.14878845214844,185.575927734375,0.08742849432642807,0.055626816327443374
224,224,224,224,2019-12-24,193.5648651123047,185.13951110839844,188.7449645996093,0.04550813574836132,0.02553657801107434
225,225,225,225,2019-12-26,193.9158935546875,183.61192321777344,185.9175262451172,0.056118198406391206,0.04302105062986428
226,226,226,226,2019-12-27,193.5553741455078,188.0522918701172,181.89459228515625,0.029263574618869637,0.06410735862928219
227,227,227,227,2019-12-30,192.57809448242188,188.5457000732422,181.9325408935547,0.021386827743158587,0.05851374106348417
228,228,228,228,2019-12-31,194.02029418945312,194.1151580810547,183.64990234375,-0.000488699041019558,0.05646826768408597
229,229,229,229,2020-01-02,194.44723510742188,195.89892578125,180.14878845214844,-0.007410406504470335,0.07937020713892529
230,230,230,230,2020-01-03,192.77735900878903,193.5648651123047,185.13951110839844,-0.004068435162852269,0.04125455368583464
231,231,231,231,2020-01-06,196.3258819580078,193.9158935546875,183.61192321777344,0.012428008654384204,0.06924364451623854
232,232,232,232,2020-01-07,197.28414916992188,193.5553741455078,188.0522918701172,0.019264642177338365,0.04909196909007041
233,233,233,233,2020-01-08,200.58596801757807,192.57809448242188,188.5457000732422,0.041582473628053895,0.06385861857183017
234,234,234,234,2020-01-09,200.0546722412109,194.02029418945312,194.1151580810547,0.03110178797000196,0.03059788951502762
235,235,235,235,2020-01-10,199.51382446289065,194.44723510742188,195.89892578125,0.026056371296150127,0.018452876488343817
236,236,236,236,2020-01-13,193.0904541015625,192.77735900878903,193.5648651123047,0.0016241279286286492,-0.002450914893397327
237,237,237,237,2020-01-14,194.6844482421875,196.3258819580078,193.9158935546875,-0.008360760687535884,0.0039633403606664785
238,238,238,238,2020-01-15,197.5687866210937,197.28414916992188,193.5553741455078,0.0014427791202153983,0.020735215921045658
239,239,239,239,2020-01-16,200.1495361328125,200.58596801757807,192.57809448242188,-0.0021757847225252203,0.039316214394684135
240,240,240,240,2020-01-17,201.6391448974609,200.0546722412109,194.02029418945312,0.007920198206316176,0.03926831850161139
241,241,241,241,2020-01-21,202.0945739746093,199.51382446289065,194.44723510742188,0.012935191426790782,0.039328606873544114
242,242,242,242,2020-01-22,200.4436492919922,193.0904541015625,192.77735900878903,0.03808160908131697,0.03976758641482192
243,243,243,243,2020-01-23,201.80995178222656,194.6844482421875,196.3258819580078,0.03660027087101958,0.027933504077632287
