,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,ORCL,ORCL_6m,ORCL_12m,ORCL_6m_ret,ORCL_12m_ret
57,57,57,57,2019-04-29,50.97924423217773,50.460933685302734,49.95186614990234,0.010271521135685191,0.020567361371290893
58,58,58,58,2019-04-30,51.21062469482422,50.55348205566406,49.7852783203125,0.012998958972531005,0.028629876594064907
59,59,59,59,2019-05-01,50.79412460327149,50.84964370727539,50.44242477416992,-0.0010918287711808583,0.006972302197527647
60,60,60,60,2019-05-02,50.53496170043945,51.0717887878418,50.5627326965332,-0.010511225475817731,-0.0005492384333818379
61,61,61,61,2019-05-03,50.710819244384766,50.91444396972656,50.52571487426758,-0.003999350861277562,0.0036635675631273568
62,62,62,62,2019-05-06,50.76634979248047,51.284664154052734,50.42390060424805,-0.010106615108472106,0.006791406141308576
63,63,63,63,2019-05-07,49.97964477539063,50.97924423217773,50.460933685302734,-0.019607969318543916,-0.009537851854142021
64,64,64,64,2019-05-08,49.97039031982422,51.21062469482422,50.55348205566406,-0.024218302010390214,-0.011534155752076725
65,65,65,65,2019-05-09,50.21101760864258,50.79412460327149,50.84964370727539,-0.011479811871614731,-0.01255910665390636
66,66,66,66,2019-05-10,50.58124542236328,50.53496170043945,51.0717887878418,0.000915875274590805,-0.009604977172745777
67,67,67,67,2019-05-13,49.45207595825195,50.710819244384766,50.91444396972656,-0.024821986804565266,-0.028722065831537358
68,68,68,68,2019-05-14,50.09995269775391,50.76634979248047,51.284664154052734,-0.013126748278152967,-0.02310069639415202
69,69,69,69,2019-05-15,50.49794387817383,49.97964477539063,50.97924423217773,0.010370203812220868,-0.009441104144500168
70,70,70,70,2019-05-16,50.57199478149414,49.97039031982422,51.21062469482422,0.012039218781752403,-0.01247065266506353
71,71,71,71,2019-05-17,50.44242477416992,50.21101760864258,50.79412460327149,0.004608693003017583,-0.006924025797245825
72,72,72,72,2019-05-20,49.66496276855469,50.58124542236328,50.53496170043945,-0.018115067079852554,-0.017215782947297642
73,73,73,73,2019-05-21,50.13697814941406,49.45207595825195,50.710819244384766,0.013849816774938128,-0.01131594999886032
74,74,74,74,2019-05-22,50.16475296020508,50.09995269775391,50.76634979248047,0.0012934196333895809,-0.01185030703870893
75,75,75,75,2019-05-23,49.12813568115234,50.49794387817383,49.97964477539063,-0.027126019236073273,-0.017037117771944832
76,76,76,76,2019-05-24,48.84121322631836,50.57199478149414,49.97039031982422,-0.03422411084739585,-0.022596923623746323
77,77,77,77,2019-05-28,47.89715576171875,50.44242477416992,50.21101760864258,-0.05045889494500533,-0.04608275149806074
78,78,78,78,2019-05-29,47.84162521362305,49.66496276855469,50.58124542236328,-0.03671275388705386,-0.054162766967556286
79,79,79,79,2019-05-30,47.869384765625,50.13697814941406,49.45207595825195,-0.04522796282279651,-0.032004545046057986
80,80,80,80,2019-05-31,46.832767486572266,50.16475296020508,50.09995269775391,-0.06642084884333077,-0.06521333923990158
81,81,81,81,2019-06-03,46.49957656860352,49.12813568115234,50.49794387817383,-0.05350414942688819,-0.07917881407639804
82,82,82,82,2019-06-04,48.14704895019531,48.84121322631836,50.57199478149414,-0.014212674711958084,-0.04795036940457387
83,83,83,83,2019-06-05,48.22108459472656,47.89715576171875,50.44242477416992,0.006763007695473888,-0.044037141144349645
84,84,84,84,2019-06-06,48.67461395263672,47.84162521362305,49.66496276855469,0.017411380472427407,-0.019940593140744478
85,85,85,85,2019-06-07,49.29472732543945,47.869384765625,50.13697814941406,0.029775660723301955,-0.01679899457571221
86,86,86,86,2019-06-10,49.9888916015625,46.832767486572266,50.16475296020508,0.06739136472972995,-0.003505675763659899
87,87,87,87,2019-06-11,49.92410659790039,46.49957656860352,49.12813568115234,0.07364647771027455,0.016201936135211925
88,88,88,88,2019-06-12,49.62793350219727,48.14704895019531,48.84121322631836,0.030757535182142304,0.016107713627698805
89,89,89,89,2019-06-13,49.83156204223633,48.22108459472656,47.89715576171875,0.03339778565839002,0.04038666283528314
90,90,90,90,2019-06-14,49.3132438659668,48.67461395263672,47.84162521362305,0.013120389900811658,0.03076021447374866
91,91,91,91,2019-06-17,49.174407958984375,49.29472732543945,47.869384765625,-0.0024408161477542656,0.027262167662044146
92,92,92,92,2019-06-18,48.96153259277344,49.9888916015625,46.832767486572266,-0.02055174611546995,0.04545460839595972
93,93,93,93,2019-06-19,48.75791549682617,49.92410659790039,46.49957656860352,-0.02335927832353568,0.04856687081635669
94,94,94,94,2019-06-20,52.74702835083008,49.62793350219727,48.14704895019531,0.06284958144579411,0.09554021484043851
95,95,95,95,2019-06-21,51.941802978515625,49.83156204223633,48.22108459472656,0.04234747717702869,0.07715957480135072
96,96,96,96,2019-06-24,52.51564407348633,49.3132438659668,48.67461395263672,0.06493996250223666,0.07891239003122164
97,97,97,97,2019-06-25,51.8955192565918,49.174407958984375,49.29472732543945,0.055335923919553,0.052760042955144915
98,98,98,98,2019-06-26,52.44160461425781,48.96153259277344,49.9888916015625,0.07107767745811988,0.04906516096105329
99,99,99,99,2019-06-27,52.54340744018555,48.75791549682617,49.92410659790039,0.07763851068665528,0.052465652783365346
100,100,100,100,2019-06-28,52.72852325439453,52.74702835083008,49.62793350219727,-0.0003508272790737621,0.06247670481907086
101,101,101,101,2019-07-01,53.69108963012695,51.941802978515625,49.83156204223633,0.03367781923809754,0.07745146709668371
102,102,102,102,2019-07-02,54.10758972167969,52.51564407348633,49.3132438659668,0.030313741291370544,0.0972222770163711
103,103,103,103,2019-07-03,54.47780227661133,51.8955192565918,49.174407958984375,0.049759267409036134,0.10784866636422819
104,104,104,104,2019-07-05,54.86653900146485,52.44160461425781,48.96153259277344,0.04624065958782175,0.12060501573357563
105,105,105,105,2019-07-08,55.09791946411133,52.54340744018555,48.75791549682617,0.0486171747965487,0.13003025052820094
106,106,106,106,2019-07-09,55.16271209716797,52.72852325439453,52.74702835083008,0.04616455558653576,0.04579753252203589
107,107,107,107,2019-07-10,55.67176818847656,53.69108963012695,51.941802978515625,0.036890265628697794,0.07181046856428419
108,108,108,108,2019-07-11,55.523681640625,54.10758972167969,52.51564407348633,0.02617177971204132,0.0572788855627373
109,109,109,109,2019-07-12,55.357078552246094,54.47780227661133,51.8955192565918,0.016140083463173527,0.0667024696012577
110,110,110,110,2019-07-15,55.09791946411133,54.86653900146485,52.44160461425781,0.004217150687057192,0.050652814104229726
111,111,111,111,2019-07-16,54.46599960327149,55.09791946411133,52.54340744018555,-0.011469033077581958,0.03659054973308673
112,112,112,112,2019-07-17,53.88984680175781,55.16271209716797,52.72852325439453,-0.02307474101650464,0.022024579405729883
113,113,113,113,2019-07-18,54.01065444946289,55.67176818847656,53.69108963012695,-0.029837632126035185,0.0059519153278018155
114,114,114,114,2019-07-19,53.47165298461914,55.523681640625,54.10758972167969,-0.03695771957788285,-0.011753189161293198
115,115,115,115,2019-07-22,53.52741622924805,55.357078552246094,54.47780227661133,-0.0330520029389052,-0.017445381561790874
116,116,116,116,2019-07-23,53.38802337646485,55.09791946411133,54.86653900146485,-0.031033768684500695,-0.02694749207637326
117,117,117,117,2019-07-24,54.00135803222656,54.46599960327149,55.09791946411133,-0.00853085547735033,-0.01990204789128247
118,118,118,118,2019-07-25,54.16862106323242,53.88984680175781,55.16271209716797,0.005173038670904351,-0.018021068873199653
119,119,119,119,2019-07-26,54.3637809753418,54.01065444946289,55.67176818847656,0.006538090113485273,-0.02349462314016293
120,120,120,120,2019-07-29,53.95489501953125,53.47165298461914,55.523681640625,0.009037349846863885,-0.028254369572386473
121,121,121,121,2019-07-30,53.42519760131836,53.52741622924805,55.357078552246094,-0.001909649953808823,-0.0348985351368285
122,122,122,122,2019-07-31,52.3193359375,53.38802337646485,55.09791946411133,-0.0200173629098237,-0.05042991738410718
123,123,123,123,2019-08-01,51.92903900146485,54.00135803222656,54.46599960327149,-0.03837531325647414,-0.046578794482535435
124,124,124,124,2019-08-02,51.89185333251953,54.16862106323242,53.88984680175781,-0.042031118496724584,-0.03707550842718499
125,125,125,125,2019-08-05,49.95891952514648,54.3637809753418,54.01065444946289,-0.08102566398377009,-0.07501732696291563
126,126,126,126,2019-08-06,50.14479064941406,53.95489501953125,53.47165298461914,-0.0706164726803371,-0.06221730860203689
127,127,127,127,2019-08-07,49.5686149597168,53.42519760131836,53.52741622924805,-0.07218658638159903,-0.07395838522405851
128,128,128,128,2019-08-08,50.78599166870117,52.3193359375,53.38802337646485,-0.02930741075594956,-0.04873811658872429
129,129,129,129,2019-08-09,50.08902359008789,51.92903900146485,54.00135803222656,-0.035433265216501586,-0.07244881582059282
130,130,130,130,2019-08-12,49.48497772216797,51.89185333251953,54.16862106323242,-0.04638253320667629,-0.08646414195401275
131,131,131,131,2019-08-13,50.15406799316406,49.95891952514648,54.3637809753418,0.003906178713880326,-0.07743598599382129
132,132,132,132,2019-08-14,48.62073516845703,50.14479064941406,53.95489501953125,-0.03039309689439973,-0.09886331627822265
133,133,133,133,2019-08-15,48.87164688110352,49.5686149597168,53.42519760131836,-0.01406067285074808,-0.08523226725702315
134,134,134,134,2019-08-16,49.80093765258789,50.78599166870117,52.3193359375,-0.019396175672599103,-0.04813513474101727
135,135,135,135,2019-08-19,50.06114196777344,50.08902359008789,51.92903900146485,-0.0005566413620402555,-0.03597018295753018
136,136,136,136,2019-08-20,49.23406600952149,49.48497772216797,51.89185333251953,-0.005070462273525034,-0.05121781459542629
137,137,137,137,2019-08-21,49.47569274902344,50.15406799316406,49.95891952514648,-0.013525826942553998,-0.009672482525964421
138,138,138,138,2019-08-22,49.42922592163086,48.62073516845703,50.14479064941406,0.01662851765553608,-0.01426997138717867
139,139,139,139,2019-08-23,47.93305969238281,48.87164688110352,49.5686149597168,-0.01920514753685576,-0.03299578309103779
140,140,140,140,2019-08-26,48.44417953491211,49.80093765258789,50.78599166870117,-0.02724362595621288,-0.04611137947380661
141,141,141,141,2019-08-27,48.68578338623047,50.06114196777344,50.08902359008789,-0.027473575861061028,-0.02801492429441388
142,142,142,142,2019-08-28,48.27689743041992,49.23406600952149,49.48497772216797,-0.019441184868145167,-0.024413071347243576
143,143,143,143,2019-08-29,48.472049713134766,49.47569274902344,50.15406799316406,-0.02028557823292898,-0.03353702595487473
144,144,144,144,2019-08-30,48.37911987304688,49.42922592163086,48.62073516845703,-0.02124463875377902,-0.004969387948845716
145,145,145,145,2019-09-03,48.221134185791016,47.93305969238281,48.87164688110352,0.0060099333373868635,-0.0133106358559002
146,146,146,146,2019-09-04,49.22477340698242,48.44417953491211,49.80093765258789,0.016113264370754,-0.011569345332909209
147,147,147,147,2019-09-05,50.03327560424805,48.68578338623047,50.06114196777344,0.027677324350062316,-0.0005566465811612797
148,148,148,148,2019-09-06,49.401344299316406,48.27689743041992,49.23406600952149,0.023291614182893827,0.0033976127375416887
149,149,149,149,2019-09-09,50.68377304077149,48.472049713134766,49.47569274902344,0.04562883848993504,0.02441765288414066
150,150,150,150,2019-09-10,51.54801559448242,48.37911987304688,49.42922592163086,0.06550130985745772,0.04286511943785776
151,151,151,151,2019-09-11,52.310035705566406,48.221134185791016,47.93305969238281,0.08479480188129296,0.09131434632534319
152,152,152,152,2019-09-12,50.07972717285156,49.22477340698242,48.44417953491211,0.01736836366519201,0.033761489071370665
153,153,153,153,2019-09-13,49.94963455200195,50.03327560424805,48.68578338623047,-0.0016717085027108114,0.025959347428903268
154,154,154,154,2019-09-16,49.38275909423828,49.401344299316406,48.27689743041992,-0.00037620848869046597,0.02290664319123259
155,155,155,155,2019-09-17,49.13185119628906,50.68377304077149,48.472049713134766,-0.030619698403945184,0.013611998812905757
156,156,156,156,2019-09-18,48.84376907348633,51.54801559448242,48.37911987304688,-0.05246072986145267,0.009604333474001692
157,157,157,157,2019-09-19,49.59650802612305,52.310035705566406,48.221134185791016,-0.05187394049426364,0.028522220880016214
158,158,158,158,2019-09-20,49.68942260742188,50.07972717285156,49.22477340698242,-0.007793663972699649,0.009439336502330198
159,159,159,159,2019-09-23,50.20054626464844,49.94963455200195,50.03327560424805,0.005023294262248568,0.003343188275807929
160,160,160,160,2019-09-24,49.57790756225586,49.38275909423828,49.401344299316406,0.003951753032777505,0.0035740578610508056
161,161,161,161,2019-09-25,50.03327560424805,49.13185119628906,50.68377304077149,0.018347047506059866,-0.012834431959123593
162,162,162,162,2019-09-26,50.14479064941406,48.84376907348633,51.54801559448242,0.026636387826056707,-0.02722170638162369
163,163,163,163,2019-09-27,50.265586853027344,49.59650802612305,52.310035705566406,0.013490442241455458,-0.039083300650882724
164,164,164,164,2019-09-30,51.13913345336914,49.68942260742188,50.07972717285156,0.02917544157034979,0.021154394009795796
165,165,165,165,2019-10-01,49.99609375,50.20054626464844,49.94963455200195,-0.004072714937614408,0.0009301208790561954
166,166,166,166,2019-10-02,49.39204788208008,49.57790756225586,49.38275909423828,-0.0037488407501343746,0.00018809778983941428
167,167,167,167,2019-10-03,50.051856994628906,50.03327560424805,49.13185119628906,0.00037138064930686276,0.018725241893782663
168,168,168,168,2019-10-04,51.24134826660156,50.14479064941406,48.84376907348633,0.02186782720570224,0.049086694958123234
169,169,169,169,2019-10-07,50.925384521484375,50.265586853027344,49.59650802612305,0.013126230285269047,0.026793751178236125
170,170,170,170,2019-10-08,50.22841262817383,51.13913345336914,49.68942260742188,-0.017808687079646113,0.010847178181366823
171,171,171,171,2019-10-09,50.900489807128906,49.99609375,50.20054626464844,0.018089334371826027,0.013942946731903882
172,172,172,172,2019-10-10,51.79659271240234,49.39204788208008,49.57790756225586,0.04868283323791189,0.04475148829870301
173,173,173,173,2019-10-11,53.10341262817383,50.051856994628906,50.03327560424805,0.060967880449917855,0.06136190339025327
174,174,174,174,2019-10-14,52.702030181884766,51.24134826660156,50.14479064941406,0.02850592274979724,0.05099711254853112
175,175,175,175,2019-10-15,52.5993537902832,50.925384521484375,50.265586853027344,0.0328710187370822,0.04642872158400557
176,176,176,176,2019-10-16,52.16064453125,50.22841262817383,51.13913345336914,0.03846890239952261,0.019975134674746098
177,177,177,177,2019-10-17,51.39521789550781,50.900489807128906,49.99609375,0.009719515278802326,0.027984669212438362
178,178,178,178,2019-10-18,50.91915893554688,51.79659271240234,49.39204788208008,-0.016939990275564143,0.03091815624071037
179,179,179,179,2019-10-21,51.46055221557617,53.10341262817383,50.051856994628906,-0.030937002563297455,0.028144714412862593
180,180,180,180,2019-10-22,50.50844955444336,52.702030181884766,51.24134826660156,-0.04162231739215627,-0.014302877206607278
181,181,181,181,2019-10-23,50.52711486816406,52.5993537902832,50.925384521484375,-0.039396661228601415,-0.00782065088094308
182,182,182,182,2019-10-24,50.6484603881836,52.16064453125,50.22841262817383,-0.028990902176456723,0.00836275203676573
183,183,183,183,2019-10-25,50.564449310302734,51.39521789550781,50.900489807128906,-0.016164316822123825,-0.006601910867645722
184,184,184,184,2019-10-28,51.00316619873047,50.91915893554688,51.79659271240234,0.0016498163940594779,-0.01531812175517655
185,185,185,185,2019-10-29,51.15251541137695,51.46055221557617,53.10341262817383,-0.005985882213405014,-0.03673769952332284
186,186,186,186,2019-10-30,51.19918823242188,50.50844955444336,52.702030181884766,0.01367570543288954,-0.0285158265113562
187,187,187,187,2019-10-31,50.86315536499024,50.52711486816406,52.5993537902832,0.006650696318263538,-0.03300798014012285
188,188,188,188,2019-11-01,51.33921432495117,50.6484603881836,52.16064453125,0.013638202059321092,-0.015748083898900034
189,189,189,189,2019-11-04,51.75925827026367,50.564449310302734,51.39521789550781,0.023629426924609787,0.007083156559351433
190,190,190,190,2019-11-05,51.96461486816406,51.00316619873047,50.91915893554688,0.018850764395437203,0.020531681089636766
191,191,191,191,2019-11-06,51.99262237548828,51.15251541137695,51.46055221557617,0.016423570910541807,0.010339379136142579
192,192,192,192,2019-11-07,52.25398254394531,51.19918823242188,50.50844955444336,0.020601778034744056,0.03455922731543026
193,193,193,193,2019-11-08,52.73004150390625,50.86315536499024,50.52711486816406,0.0367040960302083,0.043598900144805164
194,194,194,194,2019-11-11,52.67401885986328,51.33921432495117,50.6484603881836,0.025999707094531477,0.039992498412691146
195,195,195,195,2019-11-12,52.82337951660156,51.75925827026367,50.564449310302734,0.020559051305981457,0.044674276831065285
196,196,196,196,2019-11-13,52.46866989135742,51.96461486816406,51.00316619873047,0.00969996649589655,0.028733582674391522
197,197,197,197,2019-11-14,52.35665893554688,51.99262237548828,51.15251541137695,0.007001696460500639,0.023540260229355514
198,198,198,198,2019-11-15,52.66468811035156,52.25398254394531,51.19918823242188,0.007859794534528453,0.028623498311671547
199,199,199,199,2019-11-18,52.45000076293945,52.73004150390625,50.86315536499024,-0.005310838622155312,0.03119832787726451
200,200,200,200,2019-11-19,52.52467346191406,52.67401885986328,51.33921432495117,-0.0028352763123418168,0.02309071442853683
201,201,201,201,2019-11-20,52.49667739868164,52.82337951660156,51.75925827026367,-0.006184801519888428,0.014247096134328174
202,202,202,202,2019-11-21,52.487342834472656,52.46866989135742,51.96461486816406,0.00035588748778847545,0.010059306080392849
203,203,203,203,2019-11-22,52.636695861816406,52.35665893554688,51.99262237548828,0.005348640114990255,0.012387786130052314
204,204,204,204,2019-11-25,52.79538345336914,52.66468811035156,52.25398254394531,0.0024816503753657404,0.010360950171951266
205,205,205,205,2019-11-26,52.74870300292969,52.45000076293945,52.73004150390625,0.005694990193428007,0.00035390639740073837
206,206,206,206,2019-11-27,52.84204864501953,52.52467346191406,52.67401885986328,0.0060424018311242556,0.003189993640000832
207,207,207,207,2019-11-29,52.40332794189453,52.49667739868164,52.82337951660156,-0.0017781974291092295,-0.007952001150835386
208,208,208,208,2019-12-02,51.74059295654297,52.487342834472656,52.46866989135742,-0.014227237227167011,-0.013876413035093571
209,209,209,209,2019-12-03,50.95650100708008,52.636695861816406,52.35665893554688,-0.03192059887549237,-0.02674269055614209
210,210,210,210,2019-12-04,50.788482666015625,52.79538345336914,52.66468811035156,-0.03801280824347242,-0.03562549236795265
211,211,211,211,2019-12-05,51.04051208496094,52.74870300292969,52.45000076293945,-0.03238356245221563,-0.026872996329381227
212,212,212,212,2019-12-06,51.1805305480957,52.84204864501953,52.52467346191406,-0.03144310524532301,-0.025590695290909404
213,213,213,213,2019-12-09,51.62857818603516,52.40332794189453,52.49667739868164,-0.014784361724477169,-0.016536269639576773
214,214,214,214,2019-12-10,52.10463333129883,51.74059295654297,52.487342834472656,0.007035875585376772,-0.007291462712844199
215,215,215,215,2019-12-11,52.56201171875,50.95650100708008,52.636695861816406,0.03150747559073652,-0.001418860774667019
216,216,216,216,2019-12-12,52.71137237548828,50.788482666015625,52.79538345336914,0.03786074339171641,-0.0015912580302606116
217,217,217,217,2019-12-13,50.881832122802734,51.04051208496094,52.74870300292969,-0.003108902236209299,-0.035391787358700855
218,218,218,218,2019-12-16,50.39644241333008,51.1805305480957,52.84204864501953,-0.015320047025084937,-0.04628144241943499
219,219,219,219,2019-12-17,49.322975158691406,51.62857818603516,52.40332794189453,-0.044657496068086444,-0.05878162521698349
220,220,220,220,2019-12-18,49.83636474609375,52.10463333129883,51.74059295654297,-0.043532953600933344,-0.03680337046095672
221,221,221,221,2019-12-19,49.69635772705078,52.56201171875,50.95650100708008,-0.05451948846693355,-0.024729784328288318
222,222,222,222,2019-12-20,50.03239440917969,52.71137237548828,50.788482666015625,-0.050823529071202245,-0.014887002271911975
223,223,223,223,2019-12-23,50.13507461547852,50.881832122802734,51.04051208496094,-0.014676309326321468,-0.017739584351646798
224,224,224,224,2019-12-24,49.88304138183594,50.39644241333008,51.1805305480957,-0.010187247490278106,-0.025351225404755873
225,225,225,225,2019-12-26,50.00439453125,49.322975158691406,51.62857818603516,0.01381545558365449,-0.031459004137837865
226,226,226,226,2019-12-27,49.90170669555664,49.83636474609375,52.10463333129883,0.0013111299308405933,-0.04227890102853693
227,227,227,227,2019-12-30,49.19229888916016,49.69635772705078,52.56201171875,-0.010142772246189091,-0.06410928195862386
228,228,228,228,2019-12-31,49.453651428222656,50.03239440917969,52.71137237548828,-0.011567365259873452,-0.06180300000651329
229,229,229,229,2020-01-02,50.35909652709961,50.13507461547852,50.881832122802734,0.00446836697340669,-0.010273521488799897
230,230,230,230,2020-01-03,50.18174743652344,49.88304138183594,50.39644241333008,0.005988128358113132,-0.004260121677752693
231,231,231,231,2020-01-06,50.44311141967773,50.00439453125,49.322975158691406,0.008773566654297849,0.02271023305837505
232,232,232,232,2020-01-07,50.55512619018555,49.90170669555664,49.83636474609375,0.013094131201069503,0.014422429239246082
233,233,233,233,2020-01-08,50.75201797485352,49.19229888916016,49.69635772705078,0.03170657035581348,0.021242205587797436
234,234,234,234,2020-01-09,50.98641204833984,49.453651428222656,50.03239440917969,0.030993881661940392,0.019067998852061896
235,235,235,235,2020-01-10,51.052040100097656,50.35909652709961,50.13507461547852,0.013760047752746196,0.018289899669083898
236,236,236,236,2020-01-13,51.17393493652344,50.18174743652344,49.88304138183594,0.01977188022906229,0.0258784051438683
237,237,237,237,2020-01-14,51.4552116394043,50.44311141967773,50.00439453125,0.02006419095178469,0.02901379212276267
238,238,238,238,2020-01-15,51.34270095825195,50.55512619018555,49.90170669555664,0.015578534313287928,0.028876652886576037
239,239,239,239,2020-01-16,51.970890045166016,50.75201797485352,49.19229888916016,0.024016228692944175,0.05648427129349165
240,240,240,240,2020-01-17,51.68960952758789,50.98641204833984,49.453651428222656,0.013791860438843173,0.045213205391122946
241,241,241,241,2020-01-21,51.77399826049805,51.052040100097656,50.35909652709961,0.01414161234271627,0.028096249356599268
242,242,242,242,2020-01-22,51.30519485473633,51.17393493652344,50.18174743652344,0.0025649760640003016,0.022387570692590453
243,243,243,243,2020-01-23,51.54897689819336,51.4552116394043,50.44311141967773,0.0018222694223117841,0.02192302273575142
