,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,RL,RL_6m,RL_12m,RL_6m_ret,RL_12m_ret
47,47,47,47,2019-04-12,115.8290786743164,116.02793884277344,112.7243423461914,-0.0017138990008820354,0.02754273179602995
48,48,48,48,2019-04-15,114.95235443115234,115.32292938232422,116.95890808105467,-0.003213367481702867,-0.017156056625560745
49,49,49,49,2019-04-16,117.10350799560548,115.15119934082033,117.21198272705078,0.01695430586881508,-0.0009254576957196115
50,50,50,50,2019-04-17,119.09200286865234,113.8406219482422,116.58834075927734,0.04612923603665564,0.021474378081633105
51,51,51,51,2019-04-18,118.4954833984375,114.30157470703124,115.05177307128906,0.036691609036496375,0.029931831863335256
52,52,52,52,2019-04-22,118.17913055419922,114.39196014404295,115.0789031982422,0.03310696315883943,0.026940014805462376
53,53,53,53,2019-04-23,119.37223052978516,115.8290786743164,116.02793884277344,0.03058948492054614,0.02882315863202134
54,54,54,54,2019-04-24,119.3360595703125,114.95235443115234,115.32292938232422,0.038134974797629395,0.03479906562799617
55,55,55,55,2019-04-25,117.2572021484375,117.10350799560548,115.15119934082033,0.0013124641222344025,0.01828902190921955
56,56,56,56,2019-04-26,118.57682037353516,119.09200286865234,113.8406219482422,-0.004325920151711515,0.04160376449319014
57,57,57,57,2019-04-29,119.39026641845705,118.4954833984375,114.30157470703124,0.007551199373657669,0.04451987406532876
58,58,58,58,2019-04-30,118.92930603027344,118.17913055419922,114.39196014404295,0.00634778300158656,0.03966490197839989
59,59,59,59,2019-05-01,117.23910522460938,119.37223052978516,115.8290786743164,-0.017869527072659763,0.01217333821895994
60,60,60,60,2019-05-02,119.20951080322266,119.3360595703125,114.95235443115234,-0.0010604403023318776,0.03703409463109364
61,61,61,61,2019-05-03,118.6672134399414,117.2572021484375,117.10350799560548,0.012024944017672734,0.013353190447502161
62,62,62,62,2019-05-06,115.89236450195312,118.57682037353516,119.09200286865234,-0.022638959816307924,-0.026866945635536377
63,63,63,63,2019-05-07,111.99674224853516,119.39026641845705,118.4954833984375,-0.06192736134793386,-0.05484378782649901
64,64,64,64,2019-05-08,112.43058776855467,118.92930603027344,118.17913055419922,-0.05464353975179603,-0.048642622082992526
65,65,65,65,2019-05-09,113.5965576171875,117.23910522460938,119.37223052978516,-0.031069391057219287,-0.04838372280525105
66,66,66,66,2019-05-10,112.3221435546875,119.20951080322266,119.3360595703125,-0.05777531676901204,-0.058774489796962204
67,67,67,67,2019-05-13,106.90803527832033,118.6672134399414,117.2572021484375,-0.09909374140290661,-0.08826039407810549
68,68,68,68,2019-05-14,102.99434661865234,115.89236450195312,118.57682037353516,-0.11129307731989035,-0.13141247763092
69,69,69,69,2019-05-15,104.55802154541016,111.99674224853516,119.39026641845705,-0.06641908107128258,-0.12423328398531752
70,70,70,70,2019-05-16,103.7174301147461,112.43058776855467,118.92930603027344,-0.07749810640272692,-0.1279068752966167
71,71,71,71,2019-05-17,101.69281005859376,113.5965576171875,117.23910522460938,-0.10478968560569002,-0.13260332494206317
72,72,72,72,2019-05-20,101.15953063964844,112.3221435546875,119.20951080322266,-0.0993803408817977,-0.1514139269757515
73,73,73,73,2019-05-21,103.0124282836914,106.90803527832033,118.6672134399414,-0.036438860600957135,-0.13192173897445592
74,74,74,74,2019-05-22,101.94586944580078,102.99434661865234,115.89236450195312,-0.0101799487765446,-0.12034006827013444
75,75,75,75,2019-05-23,98.73717498779295,104.55802154541016,111.99674224853516,-0.05567097073550853,-0.11839243708819247
76,76,76,76,2019-05-24,98.73717498779295,103.7174301147461,112.43058776855467,-0.04801753303608969,-0.12179437155438921
77,77,77,77,2019-05-28,97.63448333740234,101.69281005859376,113.5965576171875,-0.039907705558073214,-0.14051547524508834
78,78,78,78,2019-05-29,95.7996597290039,101.15953063964844,112.3221435546875,-0.05298433945623493,-0.1470990786214751
79,79,79,79,2019-05-30,94.93194580078124,103.0124282836914,106.90803527832033,-0.07844182122041532,-0.11202235123263649
80,80,80,80,2019-05-31,95.02233123779295,101.94586944580078,102.99434661865234,-0.06791386689471224,-0.07740245598505158
81,81,81,81,2019-06-03,96.93851470947266,98.73717498779295,104.55802154541016,-0.018216647159923993,-0.0728734794644933
82,82,82,82,2019-06-04,101.01490783691406,98.73717498779295,103.7174301147461,0.023068645111658403,-0.026056587353178173
83,83,83,83,2019-06-05,100.30990600585938,97.63448333740234,101.69281005859376,0.02740243587105784,-0.013598838029331484
84,84,84,84,2019-06-06,98.945068359375,95.7996597290039,101.15953063964844,0.03283319209346636,-0.021890792358080557
85,85,85,85,2019-06-07,100.21949768066406,94.93194580078124,103.0124282836914,0.0556983409039038,-0.027112559615969256
86,86,86,86,2019-06-10,102.73223114013672,95.02233123779295,101.94586944580078,0.08113776837414965,0.007713521877941387
87,87,87,87,2019-06-11,102.91300201416016,96.93851470947266,98.73717498779295,0.06163171906020226,0.04229234862029885
88,88,88,88,2019-06-12,101.83741760253906,101.01490783691406,98.73717498779295,0.008142459199714569,0.03139893981298725
89,89,89,89,2019-06-13,101.79222106933594,100.30990600585938,97.63448333740234,0.014777354724965885,0.04258472611121844
90,90,90,90,2019-06-14,101.34933471679688,98.945068359375,95.7996597290039,0.024299001428645495,0.057930007303697906
91,91,91,91,2019-06-17,101.50298309326172,100.21949768066406,94.93194580078124,0.012806743620760397,0.0692183988967221
92,92,92,92,2019-06-18,102.47914123535156,102.73223114013672,95.02233123779295,-0.002463588125910743,0.07847429020550933
93,93,93,93,2019-06-19,101.81932830810548,102.91300201416016,96.93851470947266,-0.010627167458434394,0.050349581002563815
94,94,94,94,2019-06-20,103.86204528808594,101.83741760253906,101.01490783691406,0.019880980225252642,0.028185319495301675
95,95,95,95,2019-06-21,106.45611572265624,101.79222106933594,100.30990600585938,0.04581779043944301,0.061272210906446745
96,96,96,96,2019-06-24,105.69686889648438,101.34933471679688,98.945068359375,0.04289652410482936,0.06823786823398192
97,97,97,97,2019-06-25,102.75030517578124,101.50298309326172,100.21949768066406,0.012288526351717843,0.025252645978941723
98,98,98,98,2019-06-26,104.26878356933594,102.47914123535156,102.73223114013672,0.017463479030082052,0.014956868084595731
99,99,99,99,2019-06-27,102.83939361572266,101.81932830810548,102.91300201416016,0.010018385748238767,-0.0007152487732052792
100,100,100,100,2019-06-28,103.28494262695312,103.86204528808594,101.83741760253906,-0.005556434591020065,0.014214078268005581
101,101,101,101,2019-07-01,103.34859466552734,106.45611572265624,101.79222106933594,-0.02919062973539943,0.015289710548031854
102,102,102,102,2019-07-02,100.2661361694336,105.69686889648438,101.34933471679688,-0.05138026115389893,-0.010687771660170209
103,103,103,103,2019-07-03,100.46615600585938,102.75030517578124,101.50298309326172,-0.022230096212504935,-0.01021474498389574
104,104,104,104,2019-07-05,100.92081451416016,104.26878356933594,102.47914123535156,-0.032109025736830166,-0.015206282004379679
105,105,105,105,2019-07-08,101.23905181884766,102.83939361572266,101.81932830810548,-0.015561563916401067,-0.005699079918322636
106,106,106,106,2019-07-09,100.55711364746094,103.28494262695312,103.86204528808594,-0.026410713024691557,-0.03182039821628768
107,107,107,107,2019-07-10,99.62055206298828,103.34859466552734,106.45611572265624,-0.03607250407810891,-0.06421015470333558
108,108,108,108,2019-07-11,101.0299301147461,100.2661361694336,105.69686889648438,0.00761766608839709,-0.04415399273850684
109,109,109,109,2019-07-12,102.26654815673828,100.46615600585938,102.75030517578124,0.01792038455989009,-0.004708083525546303
110,110,110,110,2019-07-15,102.35748291015624,100.92081451416016,104.26878356933594,0.014235600484521438,-0.018330516514645456
111,111,111,111,2019-07-16,104.7488784790039,101.23905181884766,102.83939361572266,0.034668703401495415,0.018567640241213157
112,112,112,112,2019-07-17,100.74806213378906,100.55711364746094,103.28494262695312,0.0018989057999174719,-0.024561958680916596
113,113,113,113,2019-07-18,99.4659652709961,99.62055206298828,103.34859466552734,-0.0015517560261505414,-0.037568284378677985
114,114,114,114,2019-07-19,100.2661361694336,101.0299301147461,100.2661361694336,-0.007560075954175294,0.0
115,115,115,115,2019-07-22,97.6565170288086,102.26654815673828,100.46615600585938,-0.045078583476428125,-0.027966024467850792
116,116,116,116,2019-07-23,99.01133728027344,102.35748291015624,100.92081451416016,-0.03269077682205079,-0.018920549175896695
117,117,117,117,2019-07-24,99.77515411376952,104.7488784790039,101.23905181884766,-0.04748236389214744,-0.014459812481230738
118,118,118,118,2019-07-25,100.24795532226562,100.74806213378906,100.55711364746094,-0.004963934798659642,-0.003074455043321711
119,119,119,119,2019-07-26,100.09337615966795,99.4659652709961,99.62055206298828,0.006307794701056579,0.004746250516466821
120,120,120,120,2019-07-29,101.17540740966795,100.2661361694336,101.0299301147461,0.009068577637197928,0.0014399425472890748
121,121,121,121,2019-07-30,97.41099548339844,97.6565170288086,102.26654815673828,-0.002514133750415537,-0.04747938363870463
122,122,122,122,2019-07-31,94.77408599853516,99.01133728027344,102.35748291015624,-0.04279561712962032,-0.07408737198312476
123,123,123,123,2019-08-01,89.67303466796875,99.77515411376952,104.7488784790039,-0.1012488483283297,-0.1439236775604904
124,124,124,124,2019-08-02,89.90945434570312,100.24795532226562,100.74806213378906,-0.10312929518938785,-0.10758130289089562
125,125,125,125,2019-08-05,87.04523468017578,100.09337615966795,99.4659652709961,-0.13035968992271685,-0.12487417738298623
126,126,126,126,2019-08-06,87.00885772705078,101.17540740966795,100.2661361694336,-0.14001969495665667,-0.13222089679391003
127,127,127,127,2019-08-07,86.56330871582031,97.41099548339844,97.6565170288086,-0.11135998265644331,-0.11359414251601652
128,128,128,128,2019-08-08,88.20911407470703,94.77408599853516,99.01133728027344,-0.06926969386895054,-0.10910087170106919
129,129,129,129,2019-08-09,85.21758270263672,89.67303466796875,99.77515411376952,-0.049685526778804556,-0.1459037727421939
130,130,130,130,2019-08-12,83.5899658203125,89.90945434570312,100.24795532226562,-0.07028725256291846,-0.16616787293469415
131,131,131,131,2019-08-13,84.93569946289062,87.04523468017578,100.09337615966795,-0.0242349305511792,-0.15143536244194578
132,132,132,132,2019-08-14,79.880126953125,87.00885772705078,101.17540740966795,-0.0819310925364497,-0.21047882090868708
133,133,133,133,2019-08-15,77.35232543945312,86.56330871582031,97.41099548339844,-0.10640747694390973,-0.20591792481336335
134,134,134,134,2019-08-16,79.05268096923828,88.20911407470703,94.77408599853516,-0.10380370783130055,-0.16588295063631497
135,135,135,135,2019-08-19,79.24362182617188,85.21758270263672,89.67303466796875,-0.0701024446716676,-0.11630489455847826
136,136,136,136,2019-08-20,78.94355010986328,83.5899658203125,89.90945434570312,-0.05558580703857796,-0.1219660859432623
137,137,137,137,2019-08-21,79.1708755493164,84.93569946289062,87.04523468017578,-0.06787280201410406,-0.09046283992215753
138,138,138,138,2019-08-22,79.92557525634766,79.880126953125,87.00885772705078,0.0005689563218811422,-0.08140875142762571
139,139,139,139,2019-08-23,76.29756927490234,77.35232543945312,86.56330871582031,-0.013635739566438487,-0.11859227186681931
140,140,140,140,2019-08-26,76.04295349121094,79.05268096923828,88.20911407470703,-0.03807242766628649,-0.1379240763396875
141,141,141,141,2019-08-27,77.67057037353516,79.24362182617188,85.21758270263672,-0.01985082731437171,-0.08856168046254675
142,142,142,142,2019-08-28,79.78009796142578,78.94355010986328,83.5899658203125,0.010596785302894318,-0.04557805259875958
143,143,143,143,2019-08-29,80.00740051269531,79.1708755493164,84.93569946289062,0.010566069373046494,-0.058023881375681596
144,144,144,144,2019-08-30,80.32564544677734,79.92557525634766,79.880126953125,0.005005534075251061,0.0055773383273887145
145,145,145,145,2019-09-03,79.05268096923828,76.29756927490234,77.35232543945312,0.03611008477097344,0.021981957492875903
146,146,146,146,2019-09-04,81.65321350097656,76.04295349121094,79.05268096923828,0.07377751326313309,0.03289619655973741
147,147,147,147,2019-09-05,85.70860290527344,77.67057037353516,79.24362182617188,0.10348877950917035,0.08158361430378691
148,148,148,148,2019-09-06,85.99957275390625,79.78009796142578,78.94355010986328,0.07795772318414085,0.08938060974231998
149,149,149,149,2019-09-09,88.0636215209961,80.00740051269531,79.1708755493164,0.1006934478145236,0.11232345114258968
150,150,150,150,2019-09-10,89.74578857421875,80.32564544677734,79.92557525634766,0.11727441559972362,0.12286697075841402
151,151,151,151,2019-09-11,91.2551727294922,79.05268096923828,76.29756927490234,0.15435898707853135,0.19604298795807207
152,152,152,152,2019-09-12,91.4552230834961,81.65321350097656,76.04295349121094,0.1200443823610482,0.20267847163598818
153,153,153,153,2019-09-13,92.9828109741211,85.70860290527344,77.67057037353516,0.08487138772857183,0.1971434035690216
154,154,154,154,2019-09-16,93.79207611083984,85.99957275390625,79.78009796142578,0.09061095430360311,0.1756325011807951
155,155,155,155,2019-09-17,90.06404876708984,88.0636215209961,80.00740051269531,0.02271570498173081,0.12569647545040263
156,156,156,156,2019-09-18,89.60029602050781,89.74578857421875,80.32564544677734,-0.001621163020820937,0.11546313163304389
157,157,157,157,2019-09-19,87.15433502197266,91.2551727294922,79.05268096923828,-0.04493813977729966,0.10248424156401437
158,158,158,158,2019-09-20,84.53561401367188,91.4552230834961,81.65321350097656,-0.07566116878318485,0.035300515302570945
159,159,159,159,2019-09-23,84.31739807128906,92.9828109741211,85.70860290527344,-0.09319370765467372,-0.016231799222324983
160,160,160,160,2019-09-24,84.19920349121094,93.79207611083984,85.99957275390625,-0.10227807099922193,-0.020934630313189984
161,161,161,161,2019-09-25,85.4903564453125,90.06404876708984,88.0636215209961,-0.05078266394180375,-0.029220522972361218
162,162,162,162,2019-09-26,85.30533599853516,89.60029602050781,89.74578857421875,-0.047934663307246494,-0.049478116424498175
163,163,163,163,2019-09-27,86.32208251953125,87.15433502197266,91.2551727294922,-0.009549180797852275,-0.05405819815369939
164,164,164,164,2019-09-30,87.44872283935547,84.53561401367188,91.4552230834961,0.03446013682721305,-0.04380832618474728
165,165,165,165,2019-10-01,83.84892272949219,84.31739807128906,92.9828109741211,-0.005556093434012088,-0.09823200814149446
166,166,166,166,2019-10-02,81.96199798583984,84.19920349121094,93.79207611083984,-0.02657038799190803,-0.12613089096161678
167,167,167,167,2019-10-03,84.24280548095703,85.4903564453125,90.06404876708984,-0.014592885282371237,-0.06463448363493896
168,168,168,168,2019-10-04,83.76648712158203,85.30533599853516,89.60029602050781,-0.01803930385995489,-0.06510925921037736
169,169,169,169,2019-10-07,83.86725616455078,86.32208251953125,87.15433502197266,-0.028437988094472066,-0.037715609402483086
170,170,170,170,2019-10-08,82.41999816894531,87.44872283935547,84.53561401367188,-0.057504838345643905,-0.025026326116048603
171,171,171,171,2019-10-09,82.69479370117188,83.84892272949219,84.31739807128906,-0.013764387075594131,-0.019244004288952343
172,172,172,172,2019-10-10,82.45661163330078,81.96199798583984,84.19920349121094,0.0060346704523526196,-0.020696061074877647
173,173,173,173,2019-10-11,85.84575653076172,84.24280548095703,85.4903564453125,0.019027750092760476,0.004157195036104122
174,174,174,174,2019-10-14,84.68247985839844,83.76648712158203,85.30533599853516,0.010935074016974022,-0.007301490965904156
175,175,175,175,2019-10-15,85.38777923583984,83.86725616455078,86.32208251953125,0.018130115861972884,-0.01082345625153347
176,176,176,176,2019-10-16,86.39533996582031,82.41999816894531,87.44872283935547,0.048232733380147774,-0.01204572050149022
177,177,177,177,2019-10-17,87.09149169921875,82.69479370117188,83.84892272949219,0.05316777273711937,0.03867156385762427
178,178,178,178,2019-10-18,86.99072265625,82.45661163330078,81.96199798583984,0.0549878406732649,0.06135434462296718
179,179,179,179,2019-10-21,88.36470031738281,85.84575653076172,84.24280548095703,0.029342670953321548,0.04892874605603592
180,180,180,180,2019-10-22,90.31574249267578,84.68247985839844,83.76648712158203,0.06652217369752256,0.07818467260764916
181,181,181,181,2019-10-23,88.96927642822266,85.38777923583984,83.86725616455078,0.04194390841915174,0.06083447220046789
182,182,182,182,2019-10-24,88.9601058959961,86.39533996582031,82.41999816894531,0.029686392011310403,0.07935098122235829
183,183,183,183,2019-10-25,90.48979949951172,87.09149169921875,82.69479370117188,0.039019974672490854,0.09426235255520532
184,184,184,184,2019-10-28,89.50968170166016,86.99072265625,82.45661163330078,0.028956640070274986,0.08553674385415722
185,185,185,185,2019-10-29,88.02578735351562,88.36470031738281,85.84575653076172,-0.0038353885957842504,0.025394741811993082
186,186,186,186,2019-10-30,88.48380279541016,90.31574249267578,84.68247985839844,-0.020283725148073528,0.044889131061916165
187,187,187,187,2019-10-31,87.98915100097656,88.96927642822266,85.38777923583984,-0.011016448223413633,0.030465387300350866
188,188,188,188,2019-11-01,89.75699615478516,88.9601058959961,86.39533996582031,0.008957838468860446,0.03891015638453155
189,189,189,189,2019-11-04,90.71878051757812,90.48979949951172,87.09149169921875,0.002530462210468709,0.041649175454321785
190,190,190,190,2019-11-05,93.48504638671876,89.50968170166016,86.99072265625,0.04441267815372951,0.07465536015985919
191,191,191,191,2019-11-06,92.40418243408205,88.02578735351562,88.36470031738281,0.049739913861634566,0.045713753367469856
192,192,192,192,2019-11-07,105.9515609741211,88.48380279541016,90.31574249267578,0.19741192881480707,0.17312395436170291
193,193,193,193,2019-11-08,104.21119689941406,87.98915100097656,88.96927642822266,0.18436415982985732,0.171316673385425
194,194,194,194,2019-11-11,104.43101501464844,89.75699615478516,88.9601058959961,0.16348607338148957,0.1739083936876098
195,195,195,195,2019-11-12,102.00366973876952,90.71878051757812,90.48979949951172,0.12439419001013552,0.1272394270176267
196,196,196,196,2019-11-13,101.36248016357422,93.48504638671876,89.50968170166016,0.0842641051304498,0.13241917786525015
197,197,197,197,2019-11-14,102.03115844726562,92.40418243408205,88.02578735351562,0.1041833362905531,0.15910532032509717
198,198,198,198,2019-11-15,103.14865112304688,105.9515609741211,88.48380279541016,-0.026454634790692988,0.1657348335439921
199,199,199,199,2019-11-18,103.83563995361328,104.21119689941406,87.98915100097656,-0.0036038060877784384,0.18009594106051607
200,200,200,200,2019-11-19,101.1884536743164,104.43101501464844,89.75699615478516,-0.03104979243835948,0.12736007229807256
201,201,201,201,2019-11-20,97.92757415771484,102.00366973876952,90.71878051757812,-0.03996028369855242,0.0794630791883264
202,202,202,202,2019-11-21,94.99642944335938,101.36248016357422,93.48504638671876,-0.06280480420310941,0.016167110303272336
203,203,203,203,2019-11-22,98.56875610351562,102.03115844726562,92.40418243408205,-0.033934754798844446,0.06671314552056318
204,204,204,204,2019-11-25,99.77783203125,103.14865112304688,105.9515609741211,-0.03267923579316412,-0.05826935333571004
205,205,205,205,2019-11-26,99.39311981201172,103.83563995361328,104.21119689941406,-0.04278415526293455,-0.046233775551515977
206,206,206,206,2019-11-27,99.57633209228516,101.1884536743164,104.43101501464844,-0.015931872891545518,-0.04648698398346818
207,207,207,207,2019-11-29,98.32142639160156,97.92757415771484,102.00366973876952,0.00402187266736953,-0.03609912620397038
208,208,208,208,2019-12-02,97.8451156616211,94.99642944335938,101.36248016357422,0.029987297785336375,-0.03470085278376145
209,209,209,209,2019-12-03,96.68183135986328,98.56875610351562,102.03115844726562,-0.01914323380190286,-0.052428367655622754
210,210,210,210,2019-12-04,99.5580062866211,99.77783203125,103.14865112304688,-0.002203152144657272,-0.034810390609397945
211,211,211,211,2019-12-05,102.64485931396484,99.39311981201172,103.83563995361328,0.03271594158733859,-0.011467937600041722
212,212,212,212,2019-12-06,102.28762817382812,99.57633209228516,101.1884536743164,0.027228318462565904,0.010862647462224428
213,213,213,213,2019-12-09,103.73489379882812,98.32142639160156,97.92757415771484,0.055058877865191036,0.05930219032854267
214,214,214,214,2019-12-10,104.421875,97.8451156616211,94.99642944335938,0.06721602089084744,0.09921894551058319
215,215,215,215,2019-12-11,102.25098419189452,96.68183135986328,98.56875610351562,0.05760288932986879,0.03735694994985894
216,216,216,216,2019-12-12,106.02483367919922,99.5580062866211,99.77783203125,0.06495537258912698,0.06260911387604295
217,217,217,217,2019-12-13,107.09652709960938,102.64485931396484,99.39311981201172,0.043369612617695674,0.07750443191810041
218,218,218,218,2019-12-16,107.82015228271484,102.28762817382812,99.57633209228516,0.05408791080270947,0.08278895212558646
219,219,219,219,2019-12-17,107.59115600585938,103.73489379882812,98.32142639160156,0.037174204993255744,0.09427985287090612
220,220,220,220,2019-12-18,108.98345184326172,104.421875,97.8451156616211,0.04368411162183894,0.11383640467205813
221,221,221,221,2019-12-19,107.65528106689452,102.25098419189452,96.68183135986328,0.052853250437743915,0.11350063970330182
222,222,222,222,2019-12-20,108.47965240478516,106.02483367919922,99.5580062866211,0.02315324288094156,0.08961254298804677
223,223,223,223,2019-12-23,107.89344787597656,107.09652709960938,102.64485931396484,0.00744114489936698,0.05113347708878058
224,224,224,224,2019-12-24,108.397216796875,107.82015228271484,102.28762817382812,0.005352102570278738,0.059729497419416244
225,225,225,225,2019-12-26,109.08637237548828,107.59115600585938,103.73489379882812,0.013897205171282678,0.05158802771840887
226,226,226,226,2019-12-27,108.17426300048828,108.98345184326172,104.421875,-0.007424878080914521,0.03593488433805936
227,227,227,227,2019-12-30,107.40955352783205,107.65528106689452,102.25098419189452,-0.002282540499892294,0.05045007025317649
228,228,228,228,2019-12-31,107.99921417236328,108.47965240478516,106.02483367919922,-0.004428832705226093,0.01862186833641233
229,229,229,229,2020-01-02,109.44570922851562,107.89344787597656,107.09652709960938,0.014386984410057924,0.021935184945085062
230,230,230,230,2020-01-03,108.8652572631836,108.397216796875,107.82015228271484,0.004317827340397873,0.00969303936548327
231,231,231,231,2020-01-06,110.38546752929688,109.08637237548828,107.59115600585938,0.011908867492054442,0.025971572638231688
232,232,232,232,2020-01-07,110.86457061767578,108.17426300048828,108.98345184326172,0.024870126613900423,0.017260590875020743
233,233,233,233,2020-01-08,110.5605239868164,107.40955352783205,107.65528106689452,0.029336035347804268,0.026986534159124442
234,234,234,234,2020-01-09,108.65335845947266,107.99921417236328,108.47965240478516,0.006056935618673931,0.0016012777588862992
235,235,235,235,2020-01-10,108.68099212646484,109.44570922851562,107.89344787597656,-0.006987182114687629,0.00729927781521611
236,236,236,236,2020-01-13,110.4223175048828,108.8652572631836,108.397216796875,0.01430263686361366,0.01868222052050128
237,237,237,237,2020-01-14,110.09064483642578,110.38546752929688,109.08637237548828,-0.0026708469825781345,0.0092062137466693
238,238,238,238,2020-01-15,109.04031372070312,110.86457061767578,108.17426300048828,-0.016454823094600113,0.00800606998552822
239,239,239,239,2020-01-16,110.84613800048828,110.5605239868164,107.40955352783205,0.0025833272435098475,0.03199514717064478
240,240,240,240,2020-01-17,112.49534606933594,108.65335845947266,107.99921417236328,0.03536004468095966,0.041631153813739497
241,241,241,241,2020-01-21,109.6483917236328,108.68099212646484,109.44570922851562,0.008901276830839633,0.0018518998738816794
242,242,242,242,2020-01-22,108.04527282714844,110.4223175048828,108.8652572631836,-0.021526850110071716,-0.007532103966399806
243,243,243,243,2020-01-23,108.73626708984376,110.09064483642578,110.38546752929688,-0.012302387260919145,-0.014940376449602888
