,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,AMGN,AMGN_6m,AMGN_12m,AMGN_6m_ret,AMGN_12m_ret
21,21,21,21,2019-03-07,156.9422149658203,165.55645751953125,161.70770263671875,-0.05203205409667988,-0.02946976299332038
22,22,22,22,2019-03-08,156.4319305419922,164.39749145507812,161.66445922851562,-0.04845305632453967,-0.03236659876570125
23,23,23,23,2019-03-11,159.26007080078125,165.3315887451172,160.43634033203125,-0.03672327829436195,-0.0073316901196801565
24,24,24,24,2019-03-12,159.29466247558594,164.13804626464844,162.1660919189453,-0.02950798976401403,-0.01770671913826838
25,25,25,25,2019-03-13,162.03636169433594,163.30775451660156,164.1639862060547,-0.007785256897500092,-0.012960360922572911
26,26,26,26,2019-03-14,162.39097595214844,158.40382385253906,164.39749145507812,0.025170807134814455,-0.012205268372224354
27,27,27,27,2019-03-15,165.40074157714844,156.9422149658203,165.55645751953125,0.05389580243384651,-0.0009405609706552021
28,28,28,28,2019-03-18,165.46133422851562,156.4319305419922,164.39749145507812,0.057720975859846035,0.006471161840861717
29,29,29,29,2019-03-19,165.6170196533203,159.26007080078125,165.3315887451172,0.03991552195459569,0.0017264148392304168
30,30,30,30,2019-03-20,165.29696655273438,159.29466247558594,164.13804626464844,0.037680509716189414,0.007060643857167426
31,31,31,31,2019-03-21,165.9629669189453,162.03636169433594,163.30775451660156,0.024232864670316934,0.01625894869599609
32,32,32,32,2019-03-22,161.47418212890625,162.39097595214844,158.40382385253906,-0.0056455958705017295,0.019383107059495197
33,33,33,33,2019-03-25,161.37905883789062,165.40074157714844,156.9422149658203,-0.024314780580242834,0.02827055724322869
34,34,34,34,2019-03-26,162.83206176757812,165.46133422851562,156.4319305419922,-0.015890555175303134,0.04091320233286955
35,35,35,35,2019-03-27,161.14553833007812,165.6170196533203,159.26007080078125,-0.026998923978961642,0.011838921832801441
36,36,36,36,2019-03-28,162.2958221435547,165.29696655273438,159.29466247558594,-0.018156076737332216,0.018840302752948235
37,37,37,37,2019-03-29,164.31103515625,165.9629669189453,162.03636169433594,-0.009953616721627423,0.014038043301694225
38,38,38,38,2019-04-01,165.85916137695312,161.47418212890625,162.39097595214844,0.027155915516861473,0.021357008321858162
39,39,39,39,2019-04-02,166.43002319335938,161.37905883789062,165.40074157714844,0.03129875952828898,0.006222956477682118
40,40,40,40,2019-04-03,166.85379028320312,162.83206176757812,165.46133422851562,0.024698627972699283,0.008415597886841653
41,41,41,41,2019-04-04,166.34349060058594,161.14553833007812,165.6170196533203,0.03225625930679343,0.004386451034962047
42,42,42,42,2019-04-05,169.00733947753906,162.2958221435547,165.29696655273438,0.041353605073381816,0.02244670910897195
43,43,43,43,2019-04-08,168.5489501953125,164.31103515625,165.9629669189453,0.025792029336511035,0.015581688640394997
44,44,44,44,2019-04-09,166.90567016601562,165.85916137695312,161.47418212890625,0.006309623058349256,0.03363688216592653
45,45,45,45,2019-04-10,167.69273376464844,166.43002319335938,161.37905883789062,0.0075870359629888195,0.03912326030541591
46,46,46,46,2019-04-11,166.1532440185547,166.85379028320312,162.83206176757812,-0.004198563685364198,0.02039636552485047
47,47,47,47,2019-04-12,165.55645751953125,166.34349060058594,161.14553833007812,-0.004731372885185325,0.027372270030946444
48,48,48,48,2019-04-15,165.3661651611328,169.00733947753906,162.2958221435547,-0.02154447450425756,0.018918188878961573
49,49,49,49,2019-04-16,162.6417999267578,168.5489501953125,164.31103515625,-0.03504709024713326,-0.010158996490435612
50,50,50,50,2019-04-17,157.8157501220703,166.90567016601562,165.85916137695312,-0.05446142144184718,-0.048495429424017855
51,51,51,51,2019-04-18,153.49127197265625,167.69273376464844,166.43002319335938,-0.08468740101716932,-0.07774289141130986
52,52,52,52,2019-04-22,152.53128051757812,166.1532440185547,166.85379028320312,-0.0819843366973646,-0.08583868392390259
53,53,53,53,2019-04-23,155.4718780517578,165.55645751953125,166.34349060058594,-0.06091323539333238,-0.0653564050482287
54,54,54,54,2019-04-24,154.2091064453125,165.3661651611328,169.00733947753906,-0.06746881204476662,-0.0875597064480933
55,55,55,55,2019-04-25,156.09458923339844,162.6417999267578,168.5489501953125,-0.040255399880644305,-0.07389165549522614
56,56,56,56,2019-04-26,156.9508514404297,157.8157501220703,166.90567016601562,-0.00548043323287839,-0.059643382490745855
57,57,57,57,2019-04-29,156.6913604736328,153.49127197265625,167.69273376464844,0.020848667548645006,-0.06560435293789002
58,58,58,58,2019-04-30,155.0913543701172,152.53128051757812,166.1532440185547,0.016783926836856367,-0.06657642896940485
59,59,59,59,2019-05-01,152.34097290039062,155.4718780517578,165.55645751953125,-0.02013808021489827,-0.07982463998773082
60,60,60,60,2019-05-02,152.65232849121094,154.2091064453125,165.3661651611328,-0.010095240093059288,-0.07688293828144055
61,61,61,61,2019-05-03,153.3529510498047,156.09458923339844,162.6417999267578,-0.017563953991347803,-0.05711230988058513
62,62,62,62,2019-05-06,153.13668823242188,156.9508514404297,157.8157501220703,-0.024301640755707954,-0.029648890468975342
63,63,63,63,2019-05-07,150.37771606445312,156.6913604736328,153.49127197265625,-0.04029350686659017,-0.020284905246975793
64,64,64,64,2019-05-08,148.89012145996094,155.0913543701172,152.53128051757812,-0.03998438813911798,-0.0238715563474049
65,65,65,65,2019-05-09,149.51280212402344,152.34097290039062,155.4718780517578,-0.018564741464638046,-0.03832896342675263
66,66,66,66,2019-05-10,148.6306610107422,152.65232849121094,154.2091064453125,-0.02634527439062484,-0.036174552613393196
67,67,67,67,2019-05-13,144.95489501953125,153.3529510498047,156.09458923339844,-0.054762924174481586,-0.07136502468519712
68,68,68,68,2019-05-14,145.13645935058594,153.13668823242188,156.9508514404297,-0.05224240496629817,-0.07527446956430095
69,69,69,69,2019-05-15,146.91819763183594,150.37771606445312,156.6913604736328,-0.023005525839575935,-0.06237205939277968
70,70,70,70,2019-05-16,148.2266845703125,148.89012145996094,155.0913543701172,-0.004455882520230547,-0.044262104923157186
71,71,71,71,2019-05-17,148.21792602539062,149.51280212402344,152.34097290039062,-0.008660636950397649,-0.027064595929132573
72,72,72,72,2019-05-20,146.89198303222656,148.6306610107422,152.65232849121094,-0.01169797649214499,-0.037735064482269154
73,73,73,73,2019-05-21,148.02603149414062,144.95489501953125,153.3529510498047,0.021186842115235693,-0.034736335487499215
74,74,74,74,2019-05-22,149.43045043945312,145.13645935058594,153.13668823242188,0.029585888398274918,-0.02420215453101371
75,75,75,75,2019-05-23,150.13705444335938,146.91819763183594,150.37771606445312,0.021909177102686916,-0.0016003808768487726
76,76,76,76,2019-05-24,149.41302490234375,148.2266845703125,148.89012145996094,0.008003554390157763,0.0035120089718203573
77,77,77,77,2019-05-28,147.29324340820312,148.21792602539062,149.51280212402344,-0.00623866924861094,-0.01484527534959279
78,78,78,78,2019-05-29,147.58114624023438,146.89198303222656,148.6306610107422,0.004691632543735391,-0.007061226555616029
79,79,79,79,2019-05-30,147.458984375,148.02603149414062,144.95489501953125,-0.003830725673160229,0.01727495546205149
80,80,80,80,2019-05-31,145.41775512695312,149.43045043945312,145.13645935058594,-0.02685326384749054,0.0019381468834629434
81,81,81,81,2019-06-03,150.35516357421875,150.13705444335938,146.91819763183594,0.0014527335151739429,0.02339373881372775
82,82,82,82,2019-06-04,152.42259216308594,149.41302490234375,148.2266845703125,0.02014260311448246,0.028307369924226222
83,83,83,83,2019-06-05,152.2655487060547,147.29324340820312,148.21792602539062,0.03375786412735504,0.027308590729913984
84,84,84,84,2019-06-06,152.17828369140625,147.58114624023438,146.89198303222656,0.03114989663848111,0.035987673051019575
85,85,85,85,2019-06-07,153.10301208496094,147.458984375,148.02603149414062,0.03827523791705856,0.03429789030736319
86,86,86,86,2019-06-10,153.16407775878906,145.41775512695312,149.43045043945312,0.05326944172032655,0.0249857194993115
87,87,87,87,2019-06-11,152.32662963867188,150.35516357421875,150.13705444335938,0.01311206092020889,0.014583842765734767
88,88,88,88,2019-06-12,153.18150329589844,152.42259216308594,149.41302490234375,0.004978993743922855,0.025221886753298506
89,89,89,89,2019-06-13,154.14979553222656,152.2655487060547,147.29324340820312,0.012374741641718146,0.046550350616025415
90,90,90,90,2019-06-14,153.60025024414062,152.17828369140625,147.58114624023438,0.009344083257095237,0.04078504712321651
91,91,91,91,2019-06-17,155.61532592773438,153.10301208496094,147.458984375,0.01640930383119632,0.05531261175644708
92,92,92,92,2019-06-18,158.4242401123047,153.16407775878906,145.41775512695312,0.03434331620368325,0.08944220720500451
93,93,93,93,2019-06-19,159.43612670898438,152.32662963867188,150.35516357421875,0.04667271301923148,0.06039674939585993
94,94,94,94,2019-06-20,160.578857421875,153.18150329589844,152.42259216308594,0.04829143184270235,0.053510868323654925
95,95,95,95,2019-06-21,163.22206115722656,154.14979553222656,152.2655487060547,0.058853568982537796,0.07195660833510797
96,96,96,96,2019-06-24,161.23312377929688,153.60025024414062,152.17828369140625,0.04969310611814848,0.05950152589611557
97,97,97,97,2019-06-25,160.89292907714844,155.61532592773438,153.10301208496094,0.03391441760604552,0.05088023341999737
98,98,98,98,2019-06-26,159.78506469726562,158.4242401123047,153.16407775878906,0.008589749800890667,0.04322806649809663
99,99,99,99,2019-06-27,160.5265350341797,159.43612670898438,152.32662963867188,0.006839154636424594,0.05383106955729611
100,100,100,100,2019-06-28,160.75335693359375,160.578857421875,153.18150329589844,0.001086690455520678,0.04943060013628986
101,101,101,101,2019-07-01,162.55906677246094,163.22206115722656,154.14979553222656,-0.004061916508498076,0.05455259419060554
102,102,102,102,2019-07-02,162.8120574951172,161.23312377929688,153.60025024414062,0.009792861905855155,0.059972605749891716
103,103,103,103,2019-07-03,164.50436401367188,160.89292907714844,155.61532592773438,0.022446200446706754,0.0571218678683707
104,104,104,104,2019-07-05,162.201416015625,159.78506469726562,158.4242401123047,0.015122510498321473,0.02384215888075425
105,105,105,105,2019-07-08,158.9738006591797,160.5265350341797,159.43612670898438,-0.009672758305468876,-0.0028997571588562643
106,106,106,106,2019-07-09,158.4067840576172,160.75335693359375,160.578857421875,-0.014597349136204474,-0.013526521480666132
107,107,107,107,2019-07-10,158.9999542236328,162.55906677246094,163.22206115722656,-0.021894272768002043,-0.025867256568502306
108,108,108,108,2019-07-11,155.27513122558594,162.8120574951172,161.23312377929688,-0.04629218735693019,-0.036952658449181386
109,109,109,109,2019-07-12,152.59701538085938,164.50436401367188,160.89292907714844,-0.07238317782148862,-0.05156170469313259
110,110,110,110,2019-07-15,153.6351318359375,162.201416015625,159.78506469726562,-0.05281263499488997,-0.0384887841237227
111,111,111,111,2019-07-16,154.812744140625,158.9738006591797,160.5265350341797,-0.026174479702322007,-0.035594058591858935
112,112,112,112,2019-07-17,154.45510864257812,158.4067840576172,160.75335693359375,-0.024946377382434104,-0.039179575538303646
113,113,113,113,2019-07-18,156.6184539794922,158.9999542236328,162.55906677246094,-0.014977993269048695,-0.036544333766900916
114,114,114,114,2019-07-19,155.61532592773438,155.27513122558594,162.8120574951172,0.002190915566860463,-0.044202694063974035
115,115,115,115,2019-07-22,153.43446350097656,152.59701538085938,164.50436401367188,0.005487971819285287,-0.06729244284227798
116,116,116,116,2019-07-23,153.53915405273438,153.6351318359375,162.201416015625,-0.0006247124733529397,-0.05340435475641092
117,117,117,117,2019-07-24,153.3297882080078,154.812744140625,158.9738006591797,-0.00957903007823524,-0.035502783652206604
118,118,118,118,2019-07-25,151.88172912597656,154.45510864257812,158.4067840576172,-0.01666101910916118,-0.04119176442132222
119,119,119,119,2019-07-26,152.95468139648438,156.6184539794922,158.9999542236328,-0.023392981413847602,-0.03802059476473674
120,120,120,120,2019-07-29,153.60025024414062,155.61532592773438,155.27513122558594,-0.012949082435039339,-0.010786537214462433
121,121,121,121,2019-07-30,153.92298889160156,153.43446350097656,152.59701538085938,0.0031839352090665685,0.008689380375053624
122,122,122,122,2019-07-31,162.75973510742188,153.53915405273438,153.6351318359375,0.06005361376109053,0.05939138504615116
123,123,123,123,2019-08-01,162.2537384033203,153.3297882080078,154.812744140625,0.05820102081668721,0.04806448140946484
124,124,124,124,2019-08-02,163.31800842285156,151.88172912597656,154.45510864257812,0.07529726822763072,0.057381719893661254
125,125,125,125,2019-08-05,158.32826232910156,152.95468139648438,156.6184539794922,0.035131850058828684,0.010917029929520705
126,126,126,126,2019-08-06,160.910400390625,153.60025024414062,155.61532592773438,0.04759204581285004,0.034026690053327924
127,127,127,127,2019-08-07,160.10781860351562,153.92298889160156,153.43446350097656,0.04018132545665187,0.043493195402587004
128,128,128,128,2019-08-08,161.58206176757812,162.75973510742188,153.53915405273438,-0.007235655299306587,0.05238343121313105
129,129,129,129,2019-08-09,171.19517517089844,162.2537384033203,153.3297882080078,0.05510773961553994,0.11651608713275174
130,130,130,130,2019-08-12,179.5084686279297,163.31800842285156,151.88172912597656,0.09913456795994557,0.18189639834188642
131,131,131,131,2019-08-13,179.8050537109375,158.32826232910156,152.95468139648438,0.13564723736558304,0.17554462582843366
132,132,132,132,2019-08-14,174.709716796875,160.910400390625,153.60025024414062,0.08575776564318316,0.13743119896733136
133,133,133,133,2019-08-15,175.09625244140625,160.10781860351562,153.92298889160156,0.09361462774661478,0.1375575130282567
134,134,134,134,2019-08-16,179.23403930664062,161.58206176757812,162.75973510742188,0.10924466086126161,0.10121854885267334
135,135,135,135,2019-08-19,180.9735107421875,171.19517517089844,162.2537384033203,0.05711805581861573,0.11537344238155378
136,136,136,136,2019-08-20,178.4873046875,179.5084686279297,163.31800842285156,-0.00568866721573047,0.09288195717751568
137,137,137,137,2019-08-21,179.1637420654297,179.8050537109375,158.32826232910156,-0.003566705341546239,0.13159671829795894
138,138,138,138,2019-08-22,178.70692443847656,174.709716796875,160.910400390625,0.02287913754819315,0.11059896690735238
139,139,139,139,2019-08-23,174.8942108154297,175.09625244140625,160.10781860351562,-0.001153888922004076,0.09235271794271638
140,140,140,140,2019-08-26,180.45518493652344,179.23403930664062,161.58206176757812,0.006813134573135482,0.11680209401024144
141,141,141,141,2019-08-27,181.40399169921875,180.9735107421875,171.19517517089844,0.002378695949842635,0.059632618256497016
142,142,142,142,2019-08-28,182.308837890625,178.4873046875,179.5084686279297,0.021410672371437567,0.015600206965720842
143,143,143,143,2019-08-29,181.83444213867188,179.1637420654297,179.8050537109375,0.014906476290648563,0.011286603940492634
144,144,144,144,2019-08-30,183.2751922607422,178.70692443847656,174.709716796875,0.025562903265331283,0.04902689799346294
145,145,145,145,2019-09-03,180.5518035888672,174.8942108154297,175.09625244140625,0.032348656636828954,0.031157440958289984
146,146,146,146,2019-09-04,181.254638671875,180.45518493652344,179.23403930664062,0.00443020651156556,0.011273524677851254
147,147,147,147,2019-09-05,182.4230499267578,181.40399169921875,180.9735107421875,0.005617617440462519,0.008009675994158583
148,148,148,148,2019-09-06,182.4933319091797,182.308837890625,178.4873046875,0.0010119861477333458,0.02244432582302447
149,149,149,149,2019-09-09,177.75814819335938,181.83444213867188,179.1637420654297,-0.022417611852675323,-0.007845303161601702
150,150,150,150,2019-09-10,172.9526824951172,183.2751922607422,178.70692443847656,-0.05632246043937772,-0.032199322781923834
151,151,151,151,2019-09-11,172.0478057861328,180.5518035888672,174.8942108154297,-0.047100043498312205,-0.016275009996190026
152,152,152,152,2019-09-12,170.43133544921875,181.254638671875,180.45518493652344,-0.0597132481792626,-0.05554758368860757
153,153,153,153,2019-09-13,171.72276306152344,182.4230499267578,181.40399169921875,-0.058656441000906945,-0.05336833300640653
154,154,154,154,2019-09-16,170.5016326904297,182.4933319091797,182.308837890625,-0.06571034181521673,-0.0647648536231632
155,155,155,155,2019-09-17,172.82090759277344,177.75814819335938,181.83444213867188,-0.02777504519913976,-0.049570006869350314
156,156,156,156,2019-09-18,171.34498596191406,172.9526824951172,183.2751922607422,-0.009295585995022115,-0.06509449615993446
157,157,157,157,2019-09-19,171.88087463378906,172.0478057861328,180.5518035888672,-0.0009702602807457605,-0.04802460447763024
158,158,158,158,2019-09-20,173.01419067382812,170.43133544921875,181.254638671875,0.015154814211844059,-0.04546337714956106
159,159,159,159,2019-09-23,173.7345733642578,171.72276306152344,182.4230499267578,0.011715454997737185,-0.04762817289804322
160,160,160,160,2019-09-24,172.67152404785156,170.5016326904297,182.4933319091797,0.012726513659617744,-0.0538200917182885
161,161,161,161,2019-09-25,172.2410888671875,172.82090759277344,177.75814819335938,-0.0033550265049654415,-0.031036885691285487
162,162,162,162,2019-09-26,171.64369201660156,171.34498596191406,172.9526824951172,0.0017433019881532008,-0.00756848902041507
163,163,163,163,2019-09-27,171.2571563720703,171.88087463378906,172.0478057861328,-0.0036287822193576957,-0.004595521636848621
164,164,164,164,2019-09-30,170.00086975097656,173.01419067382812,170.43133544921875,-0.01741661138381634,-0.002525742681693921
165,165,165,165,2019-10-01,169.71975708007812,173.7345733642578,171.72276306152344,-0.02310890806841359,-0.011664184443198722
166,166,166,166,2019-10-02,166.22328186035156,172.67152404785156,170.5016326904297,-0.037343981429810214,-0.02509272645996352
167,167,167,167,2019-10-03,169.218994140625,172.2410888671875,172.82090759277344,-0.017545724695765208,-0.020841884829327473
168,168,168,168,2019-10-04,171.82814025878906,171.64369201660156,171.34498596191406,0.001074599596527337,0.0028197749362937063
169,169,169,169,2019-10-07,173.2162322998047,171.2571563720703,171.88087463378906,0.01143938139132783,0.007769088148176673
170,170,170,170,2019-10-08,172.25863647460938,170.00086975097656,173.01419067382812,0.01328091277968202,-0.00436700710084037
171,171,171,171,2019-10-09,172.79454040527344,169.71975708007812,173.7345733642578,0.018116826102600125,-0.0054107420347098145
172,172,172,172,2019-10-10,174.5427703857422,166.22328186035156,172.67152404785156,0.05005007982203136,0.010837029140786658
173,173,173,173,2019-10-11,176.40524291992188,169.218994140625,172.2410888671875,0.042467152199976654,0.024176310543097435
174,174,174,174,2019-10-14,178.24131774902344,171.82814025878906,171.64369201660156,0.03732320841379955,0.0384379155150294
175,175,175,175,2019-10-15,179.7963104248047,173.2162322998047,171.2571563720703,0.03798765299092244,0.04986158963297482
176,176,176,176,2019-10-16,178.5224609375,172.25863647460938,170.00086975097656,0.03636290517029539,0.05012675052196003
177,177,177,177,2019-10-17,178.8299560546875,172.79454040527344,169.71975708007812,0.03492827745169813,0.05367789308295401
178,178,178,178,2019-10-18,178.09194946289062,174.5427703857422,166.22328186035156,0.020334151161372604,0.07140195687214401
179,179,179,179,2019-10-21,178.27645874023438,176.40524291992188,169.218994140625,0.010607484161692105,0.053525106006022005
180,180,180,180,2019-10-22,179.94561767578125,178.24131774902344,171.82814025878906,0.009561755648359815,0.047241839461025004
181,181,181,181,2019-10-23,178.61911010742188,179.7963104248047,173.2162322998047,-0.006547410870676007,0.031191521348102214
182,182,182,182,2019-10-24,178.39068603515625,178.5224609375,172.25863647460938,-0.0007381418654647254,0.035597922322174735
183,183,183,183,2019-10-25,178.38189697265625,178.8299560546875,172.79454040527344,-0.002505503506885831,0.03233526102316775
184,184,184,184,2019-10-28,180.10377502441406,178.09194946289062,174.5427703857422,0.011296555333303537,0.03186041235842629
185,185,185,185,2019-10-29,183.60025024414065,178.27645874023438,176.40524291992188,0.02986256032639467,0.04078681112377658
186,186,186,186,2019-10-30,185.26063537597656,179.94561767578125,178.24131774902344,0.02953679988901814,0.03938097920055128
187,187,187,187,2019-10-31,187.3427124023437,178.61911010742188,179.7963104248047,0.04883913199251433,0.041971951258116036
188,188,188,188,2019-11-01,191.47171020507807,178.39068603515625,178.5224609375,0.07332795484257448,0.07253568654373166
189,189,189,189,2019-11-04,188.3618011474609,178.38189697265625,178.8299560546875,0.05594684406980188,0.053301165548899965
190,190,190,190,2019-11-05,188.95037841796875,180.10377502441406,178.09194946289062,0.04911947788076887,0.060970914113895436
191,191,191,191,2019-11-06,190.1099853515625,183.60025024414065,178.27645874023438,0.03545602524378699,0.06637739326295855
192,192,192,192,2019-11-07,191.50686645507807,185.26063537597656,179.94561767578125,0.033715910918825864,0.06424857092172931
193,193,193,193,2019-11-08,194.24783325195312,187.3427124023437,178.61911010742188,0.03685823035795366,0.08749748632793053
194,194,194,194,2019-11-11,193.8876342773437,191.47171020507807,178.39068603515625,0.012617655473375233,0.08687083718672062
195,195,195,195,2019-11-12,194.4235076904297,188.3618011474609,178.38189697265625,0.032181188043659104,0.08992846802292065
196,196,196,196,2019-11-13,192.9827575683593,188.95037841796875,180.10377502441406,0.021340942442944932,0.07150867627399493
197,197,197,197,2019-11-14,193.2303924560547,190.1099853515625,183.60025024414065,0.01641369388736602,0.05245168347596718
198,198,198,198,2019-11-15,195.31744384765625,191.50686645507807,185.26063537597656,0.01989786300154428,0.054284648496805143
199,199,199,199,2019-11-18,195.1493988037109,194.24783325195312,187.3427124023437,0.004641315872946583,0.04167061692050922
200,200,200,200,2019-11-19,198.5364685058593,193.8876342773437,191.47171020507807,0.02397695059740501,0.0368971389727204
201,201,201,201,2019-11-20,199.4296722412109,194.4235076904297,188.3618011474609,0.02574876160938455,0.058758575392286794
202,202,202,202,2019-11-21,201.47251892089844,192.9827575683593,188.95037841796875,0.043992331022277176,0.06627211126949972
203,203,203,203,2019-11-22,204.0548095703125,193.2303924560547,190.1099853515625,0.05601819142772557,0.07335135076131016
204,204,204,204,2019-11-25,207.41534423828125,195.31744384765625,191.50686645507807,0.06193968215179546,0.08307001246315537
205,205,205,205,2019-11-26,207.2826995849609,195.1493988037109,194.24783325195312,0.062174420498492866,0.06710430749619034
206,206,206,206,2019-11-27,207.41534423828125,198.5364685058593,193.8876342773437,0.04472163627792103,0.06977087533899673
207,207,207,207,2019-11-29,207.5745086669922,199.4296722412109,194.4235076904297,0.04084064489626238,0.06764100253505423
208,208,208,208,2019-12-02,206.4779052734375,201.47251892089844,192.9827575683593,0.02484401534933034,0.069929292518778
209,209,209,209,2019-12-03,205.8500061035156,204.0548095703125,193.2303924560547,0.008797619311121885,0.06530863746152615
210,210,210,210,2019-12-04,206.8316650390625,207.41534423828125,195.31744384765625,-0.0028140598824174523,0.058951320294704956
211,211,211,211,2019-12-05,206.4160003662109,207.2826995849609,195.1493988037109,-0.004181242431159804,0.05773321174221202
212,212,212,212,2019-12-06,206.73439025878903,207.41534423828125,198.5364685058593,-0.003283045340705004,0.041291767777605015
213,213,213,213,2019-12-09,205.894271850586,207.5745086669922,199.4296722412109,-0.0080946202267147,0.032415435159298234
214,214,214,214,2019-12-10,206.79627990722656,206.4779052734375,201.47251892089844,0.0015419307618771416,0.02642425386272329
215,215,215,215,2019-12-11,206.94664001464844,205.8500061035156,204.0548095703125,0.0053273445645727335,0.014171831825112946
216,216,216,216,2019-12-12,208.6976776123047,206.8316650390625,207.41534423828125,0.00902189020665567,0.006182442184944126
217,217,217,217,2019-12-13,209.3609161376953,206.4160003662109,207.2826995849609,0.01426689678251547,0.01002600099716755
218,218,218,218,2019-12-16,215.0738220214844,206.73439025878903,207.41534423828125,0.04033887033626149,0.036923390655249744
219,219,219,219,2019-12-17,214.7554168701172,205.894271850586,207.5745086669922,0.043037355725765725,0.03459436444888908
220,220,220,220,2019-12-18,213.9595184326172,206.79627990722656,206.4779052734375,0.034639107282801396,0.036234449149761705
221,221,221,221,2019-12-19,213.87110900878903,206.94664001464844,205.8500061035156,0.03346016631944582,0.03896576471919011
222,222,222,222,2019-12-20,214.95001220703125,208.6976776123047,206.8316650390625,0.029958812509363275,0.039250987833200135
223,223,223,223,2019-12-23,214.9234619140625,209.3609161376953,206.4160003662109,0.026569170019817623,0.04121512640860292
224,224,224,224,2019-12-24,214.30441284179688,215.0738220214844,206.73439025878903,-0.0035774190110904325,0.03661714228354418
225,225,225,225,2019-12-26,213.9241180419922,214.7554168701172,205.894271850586,-0.0038709097085442012,0.038999852299112625
226,226,226,226,2019-12-27,213.596908569336,213.9595184326172,206.79627990722656,-0.0016947592046268056,0.03288564313226683
227,227,227,227,2019-12-30,212.482666015625,213.87110900878903,206.94664001464844,-0.006491961441631555,0.02675098276823773
228,228,228,228,2019-12-31,213.19012451171875,214.95001220703125,208.6976776123047,-0.008187427752353149,0.021526099144043354
229,229,229,229,2020-01-02,212.3323211669922,214.9234619140625,209.3609161376953,-0.012056109295812356,0.014192739906347285
230,230,230,230,2020-01-03,210.890853881836,214.30441284179688,215.0738220214844,-0.01592855188885367,-0.019448987795597783
231,231,231,231,2020-01-06,212.5091857910156,213.9241180419922,214.7554168701172,-0.0066141782606243815,-0.010459485082325526
232,232,232,232,2020-01-07,210.51055908203125,213.596908569336,213.9595184326172,-0.014449410845770227,-0.016119681778364647
233,233,233,233,2020-01-08,210.66973876953125,212.482666015625,213.87110900878903,-0.008532118313879011,-0.014968689572401384
234,234,234,234,2020-01-09,211.2976226806641,213.19012451171875,214.95001220703125,-0.008877061427630228,-0.016991808880891468
235,235,235,235,2020-01-10,210.70510864257807,212.3323211669922,214.9234619140625,-0.007663517807702802,-0.019627234895235213
236,236,236,236,2020-01-13,209.5201110839844,210.890853881836,214.30441284179688,-0.006499773568272582,-0.02232479347657823
237,237,237,237,2020-01-14,212.243881225586,212.5091857910156,213.9241180419922,-0.0012484381060614558,-0.007854358974505038
238,238,238,238,2020-01-15,213.747299194336,210.51055908203125,213.596908569336,0.015375666315357917,0.0007040861499696405
239,239,239,239,2020-01-16,212.6860809326172,210.66973876953125,212.482666015625,0.009571104871838099,0.0009573247587981726
240,240,240,240,2020-01-17,213.5615692138672,211.2976226806641,213.19012451171875,0.010714491268198678,0.001742316643414732
241,241,241,241,2020-01-21,210.12147521972656,210.70510864257807,212.3323211669922,-0.002769906371095754,-0.01041219695199802
242,242,242,242,2020-01-22,209.36973571777344,209.5201110839844,210.890853881836,-0.0007177132802811403,-0.0072128218747450346
243,243,243,243,2020-01-23,207.8575134277344,212.243881225586,212.5091857910156,-0.02066663958707715,-0.021889276672753866
