,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,FSLR,FSLR_6m,FSLR_12m,FSLR_6m_ret,FSLR_12m_ret
80,80,80,80,2019-05-31,58.040000915527344,59.060001373291016,59.33000183105469,-0.017270579648597018,-0.021742809299091004
81,81,81,81,2019-06-03,58.75,57.33000183105469,59.86000061035156,0.024768849181793007,-0.018543277631701383
82,82,82,82,2019-06-04,60.869998931884766,57.310001373291016,60.66999816894531,0.06211825987240105,0.0032965348438369624
83,83,83,83,2019-06-05,60.93000030517578,58.34999847412109,58.380001068115234,0.04421597084015283,0.04367932837283295
84,84,84,84,2019-06-06,61.41999816894531,57.86000061035156,57.77000045776367,0.06152778294227734,0.06318154201591519
85,85,85,85,2019-06-07,62.52999877929688,59.63999938964844,58.93999862670898,0.04845740139544752,0.06090940339725548
86,86,86,86,2019-06-10,63.15999984741211,58.040000915527344,59.060001373291016,0.08821500432669738,0.06942090041967486
87,87,87,87,2019-06-11,64.25,58.75,57.33000183105469,0.09361702127659566,0.12070465633923755
88,88,88,88,2019-06-12,59.880001068115234,60.869998931884766,57.310001373291016,-0.01626413473207655,0.044843825392437475
89,89,89,89,2019-06-13,62.150001525878906,60.93000030517578,58.34999847412109,0.020022997121165176,0.06512430421815973
90,90,90,90,2019-06-14,61.2400016784668,61.41999816894531,57.86000061035156,-0.002930584432506933,0.058416886146913205
91,91,91,91,2019-06-17,60.93999862670898,62.52999877929688,59.63999938964844,-0.02542779759519742,0.021797438805577496
92,92,92,92,2019-06-18,62.869998931884766,63.15999984741211,58.040000915527344,-0.0045915281226718285,0.08321843453081779
93,93,93,93,2019-06-19,62.77999877929688,64.25,58.75,-0.02287939643117698,0.06859572390292556
94,94,94,94,2019-06-20,63.040000915527344,59.880001068115234,60.869998931884766,0.052772207599287135,0.03564977857270657
95,95,95,95,2019-06-21,62.90999984741211,62.150001525878906,60.93000030517578,0.012228452178182803,0.03249629956210809
96,96,96,96,2019-06-24,62.68000030517578,61.2400016784668,61.41999816894531,0.023514020039867356,0.020514525786285986
97,97,97,97,2019-06-25,61.7599983215332,60.93999862670898,62.52999877929688,0.013455853516623373,-0.01231409679826545
98,98,98,98,2019-06-26,62.56999969482422,62.869998931884766,63.15999984741211,-0.00477173917857987,-0.009341357726619148
99,99,99,99,2019-06-27,65.47000122070312,62.77999877929688,64.25,0.042848080498742114,0.018988345847519517
100,100,100,100,2019-06-28,65.68000030517578,63.040000915527344,59.880001068115234,0.04187816229866481,0.09686037297265382
101,101,101,101,2019-07-01,66.12999725341797,62.90999984741211,62.150001525878906,0.05118419033247412,0.0640385459344166
102,102,102,102,2019-07-02,66.6500015258789,62.68000030517578,61.2400016784668,0.06333760691407186,0.088340948712194
103,103,103,103,2019-07-03,66.19000244140625,61.7599983215332,60.93999862670898,0.07172934326859415,0.08615037632108313
104,104,104,104,2019-07-05,66.83999633789062,62.56999969482422,62.869998931884766,0.06824351388672967,0.06314613445925255
105,105,105,105,2019-07-08,66.63999938964844,65.47000122070312,62.77999877929688,0.01787075220910994,0.061484560137081035
106,106,106,106,2019-07-09,67.11000061035156,65.68000030517578,63.040000915527344,0.021772233534278707,0.06456217696249644
107,107,107,107,2019-07-10,66.26000213623047,66.12999725341797,62.90999984741211,0.001965898808589106,0.05325071207985643
108,108,108,108,2019-07-11,66.11000061035156,66.6500015258789,62.68000030517578,-0.008102039057233501,0.054722404091828825
109,109,109,109,2019-07-12,65.9800033569336,66.19000244140625,61.7599983215332,-0.003172670746742434,0.06832909893278027
110,110,110,110,2019-07-15,66.0,66.83999633789062,62.56999969482422,-0.012567270854478507,0.05481860830917529
111,111,111,111,2019-07-16,64.48999786376953,66.63999938964844,65.47000122070312,-0.03226292835490152,-0.014968738943962223
112,112,112,112,2019-07-17,64.80999755859375,67.11000061035156,65.68000030517578,-0.03427213575979382,-0.013246083168995892
113,113,113,113,2019-07-18,65.95999908447266,66.26000213623047,66.12999725341797,-0.004527664384027741,-0.0025706665054567868
114,114,114,114,2019-07-19,66.52999877929688,66.11000061035156,66.6500015258789,0.006353020194641346,-0.0018004912803405437
115,115,115,115,2019-07-22,66.58999633789062,65.9800033569336,66.19000244140625,0.009245118974261501,0.006043116508999358
116,116,116,116,2019-07-23,66.4000015258789,66.0,66.83999633789062,0.006060629179983401,-0.006582807242948463
117,117,117,117,2019-07-24,66.04000091552734,64.48999786376953,66.63999938964844,0.024034782184860326,-0.009003578625696895
118,118,118,118,2019-07-25,65.56999969482422,64.80999755859375,67.11000061035156,0.011726618806664257,-0.022947413224874924
119,119,119,119,2019-07-26,65.0199966430664,65.95999908447266,66.26000213623047,-0.01425109846048389,-0.018714238653578907
120,120,120,120,2019-07-29,66.05000305175781,66.52999877929688,66.11000061035156,-0.007214726233971125,-0.0009075413407930721
121,121,121,121,2019-07-30,66.04000091552734,66.58999633789062,65.9800033569336,-0.008259430133807144,0.0009093294262079166
122,122,122,122,2019-07-31,64.48999786376953,66.4000015258789,66.0,-0.028765114732188124,-0.022878820245916143
123,123,123,123,2019-08-01,66.83000183105469,66.04000091552734,64.48999786376953,0.011962460699203259,0.03628475802136388
124,124,124,124,2019-08-02,66.62999725341797,65.56999969482422,64.80999755859375,0.016165892382601577,0.02808208244690613
125,125,125,125,2019-08-05,62.0099983215332,65.0199966430664,65.95999908447266,-0.04629342474526543,-0.05988479105163158
126,126,126,126,2019-08-06,62.79999923706055,66.05000305175781,66.52999877929688,-0.04920520309666776,-0.05606492726100942
127,127,127,127,2019-08-07,63.869998931884766,66.04000091552734,66.58999633789062,-0.03285890299151051,-0.04084693731178568
128,128,128,128,2019-08-08,64.76000213623047,64.48999786376953,66.4000015258789,0.004186762000385036,-0.0246987854211006
129,129,129,129,2019-08-09,63.5,66.83000183105469,66.04000091552734,-0.04982794762557219,-0.038461551791561854
130,130,130,130,2019-08-12,60.93999862670898,66.62999725341797,65.56999969482422,-0.08539695124206403,-0.07061157678304386
131,131,131,131,2019-08-13,62.18999862670898,62.0099983215332,65.0199966430664,0.002902762619706012,-0.043525040948448224
132,132,132,132,2019-08-14,58.9900016784668,62.79999923706055,66.05000305175781,-0.06066875167006902,-0.10688873651918973
133,133,133,133,2019-08-15,59.2599983215332,63.869998931884766,66.04000091552734,-0.07217787204393056,-0.10266508933981588
134,134,134,134,2019-08-16,61.68999862670898,64.76000213623047,64.48999786376953,-0.04740585868208236,-0.04341757372942312
135,135,135,135,2019-08-19,63.06999969482422,63.5,66.83000183105469,-0.006771658349224885,-0.056262188137233604
136,136,136,136,2019-08-20,63.08000183105469,60.93999862670898,66.62999725341797,0.035116561414029634,-0.053279237110897104
137,137,137,137,2019-08-21,63.869998931884766,62.18999862670898,62.0099983215332,0.027013994891041504,0.029995172725326036
138,138,138,138,2019-08-22,63.04999923706055,58.9900016784668,62.79999923706055,0.06882518126924841,0.003980891768107897
139,139,139,139,2019-08-23,60.88999938964844,59.2599983215332,63.869998931884766,0.02750592497946358,-0.046657266198084635
140,140,140,140,2019-08-26,62.2400016784668,61.68999862670898,64.76000213623047,0.00891559513699991,-0.0389129149882137
141,141,141,141,2019-08-27,61.86000061035156,63.06999969482422,63.5,-0.01918501808034656,-0.02582676204170764
142,142,142,142,2019-08-28,62.04999923706055,63.08000183105469,60.93999862670898,-0.016328512430179742,0.01821464777429571
143,143,143,143,2019-08-29,62.4900016784668,63.869998931884766,62.18999862670898,-0.021606345334210686,0.004823975854358231
144,144,144,144,2019-08-30,62.06999969482422,63.04999923706055,58.9900016784668,-0.015543212594684497,0.05221220425022843
145,145,145,145,2019-09-03,60.970001220703125,60.88999938964844,59.2599983215332,0.0013138747225589498,0.028855939041573686
146,146,146,146,2019-09-04,62.459999084472656,62.2400016784668,61.68999862670898,0.0035346625975747337,0.012481771355240534
147,147,147,147,2019-09-05,62.83000183105469,61.86000061035156,63.06999969482422,0.015680588605438972,-0.003805261850813424
148,148,148,148,2019-09-06,62.810001373291016,62.04999923706055,63.08000183105469,0.012248221524175928,-0.004280286143408918
149,149,149,149,2019-09-09,62.0,62.4900016784668,63.869998931884766,-0.007841281249887477,-0.029278205153550396
150,150,150,150,2019-09-10,62.380001068115234,62.06999969482422,63.04999923706055,0.0049943833545220695,-0.010626458002421235
151,151,151,151,2019-09-11,63.310001373291016,60.970001220703125,60.88999938964844,0.038379532651105164,0.0397438332714779
152,152,152,152,2019-09-12,62.22999954223633,62.459999084472656,62.2400016784668,-0.003682349433359211,-0.0001607026985979143
153,153,153,153,2019-09-13,63.70000076293945,62.83000183105469,61.86000061035156,0.013846871025471774,0.029744586718933652
154,154,154,154,2019-09-16,63.43999862670898,62.810001373291016,62.04999923706055,0.010030206012475285,0.02240127972182515
155,155,155,155,2019-09-17,65.81999969482422,62.0,62.4900016784668,0.06161289830361638,0.05328849298950966
156,156,156,156,2019-09-18,65.75,62.380001068115234,62.06999969482422,0.054023707505309826,0.05928790596534572
157,157,157,157,2019-09-19,67.06999969482422,63.310001373291016,60.970001220703125,0.059390273889955436,0.10004917749697806
158,158,158,158,2019-09-20,66.69999694824219,62.22999954223633,62.459999084472656,0.07183026577032203,0.06788341219850547
159,159,159,159,2019-09-23,67.30999755859375,63.70000076293945,62.83000183105469,0.05667184854657936,0.07130344734965055
160,160,160,160,2019-09-24,65.4800033569336,63.43999862670898,62.810001373291016,0.03215644348021396,0.04250918524542424
161,161,161,161,2019-09-25,67.0999984741211,65.81999969482422,62.0,0.019446958146940307,0.08225803990517888
162,162,162,162,2019-09-26,62.540000915527344,65.75,62.380001068115234,-0.04882127885129517,0.0025649221653170073
163,163,163,163,2019-09-27,58.459999084472656,67.06999969482422,63.310001373291016,-0.12837335096955416,-0.07660720555385203
164,164,164,164,2019-09-30,58.0099983215332,66.69999694824219,62.22999954223633,-0.13028484294313003,-0.06781297206725756
165,165,165,165,2019-10-01,56.27999877929688,67.30999755859375,63.70000076293945,-0.16386865516812998,-0.11648354622877044
166,166,166,166,2019-10-02,55.90999984741211,65.4800033569336,63.43999862670898,-0.1461515427443565,-0.11869481308794749
167,167,167,167,2019-10-03,57.16999816894531,67.0999984741211,65.81999969482422,-0.14798808540965247,-0.13141904536591942
168,168,168,168,2019-10-04,59.31999969482422,62.540000915527344,65.75,-0.05148706705413031,-0.09779468144754044
169,169,169,169,2019-10-07,56.959999084472656,58.459999084472656,67.06999969482422,-0.02565857036419983,-0.15073804467501362
170,170,170,170,2019-10-08,56.959999084472656,58.0099983215332,66.69999694824219,-0.018100314901591474,-0.14602696116054648
171,171,171,171,2019-10-09,56.20000076293945,56.27999877929688,67.30999755859375,-0.0014214288929028651,-0.16505715641993568
172,172,172,172,2019-10-10,56.630001068115234,55.90999984741211,65.4800033569336,0.01287786125323076,-0.13515580078053313
173,173,173,173,2019-10-11,56.81999969482422,57.16999816894531,67.0999984741211,-0.0061220655121729806,-0.15320415816792654
174,174,174,174,2019-10-14,56.4900016784668,59.31999969482422,62.540000915527344,-0.04770731677202533,-0.09673807400854162
175,175,175,175,2019-10-15,55.880001068115234,56.959999084472656,58.459999084472656,-0.01896063963687511,-0.04413270709480199
176,176,176,176,2019-10-16,55.0099983215332,56.959999084472656,58.0099983215332,-0.034234564506357645,-0.05171522300986531
177,177,177,177,2019-10-17,55.25,56.20000076293945,56.27999877929688,-0.016903927936704255,-0.01830132909803428
178,178,178,178,2019-10-18,55.220001220703125,56.630001068115234,55.90999984741211,-0.024898460547725265,-0.012341238214847228
179,179,179,179,2019-10-21,56.34000015258789,56.81999969482422,57.16999816894531,-0.008447721661639762,-0.014518069668371547
180,180,180,180,2019-10-22,56.220001220703125,56.4900016784668,59.31999969482422,-0.004779614971521462,-0.05225890913805209
181,181,181,181,2019-10-23,55.27999877929688,55.880001068115234,56.959999084472656,-0.010737334956149591,-0.02949438785426073
182,182,182,182,2019-10-24,55.88999938964844,55.0099983215332,56.959999084472656,0.015997111342771486,-0.018785107303765813
183,183,183,183,2019-10-25,52.65999984741211,55.25,56.20000076293945,-0.04687783081607044,-0.06298933927883077
184,184,184,184,2019-10-28,53.2400016784668,55.220001220703125,56.630001068115234,-0.03585656462271114,-0.05986225191080086
185,185,185,185,2019-10-29,53.290000915527344,56.34000015258789,56.81999969482422,-0.05413559156549719,-0.062125990817603394
186,186,186,186,2019-10-30,51.84999847412109,56.220001220703125,56.4900016784668,-0.07773039223935085,-0.08213848586438288
187,187,187,187,2019-10-31,51.790000915527344,55.27999877929688,55.880001068115234,-0.0631331031265614,-0.07319255680762005
188,188,188,188,2019-11-01,52.58000183105469,55.88999938964844,55.0099983215332,-0.059223431646821645,-0.044173724134205505
189,189,189,189,2019-11-04,53.060001373291016,52.65999984741211,55.25,0.007595927213026155,-0.0396379841938278
190,190,190,190,2019-11-05,53.869998931884766,53.2400016784668,55.220001220703125,0.011833156152449398,-0.024447704798532643
191,191,191,191,2019-11-06,53.36000061035156,53.290000915527344,56.34000015258789,0.001313561524143747,-0.052893140471520717
192,192,192,192,2019-11-07,52.630001068115234,51.84999847412109,56.220001220703125,0.015043444878469092,-0.06385628023191625
193,193,193,193,2019-11-08,51.970001220703125,51.790000915527344,55.27999877929688,0.003475580266340872,-0.05987694702760005
194,194,194,194,2019-11-11,52.47999954223633,52.58000183105469,55.88999938964844,-0.0019019072905260836,-0.06101270146092874
195,195,195,195,2019-11-12,52.970001220703125,53.060001373291016,52.65999984741211,-0.0016961958209295025,0.005886847212101642
196,196,196,196,2019-11-13,53.09000015258789,53.869998931884766,53.2400016784668,-0.014479279650314036,-0.002817459074941686
197,197,197,197,2019-11-14,52.540000915527344,53.36000061035156,53.290000915527344,-0.01536731044686579,-0.014073934830454604
198,198,198,198,2019-11-15,53.36000061035156,52.630001068115234,51.84999847412109,0.013870407133215634,0.029122510716835137
199,199,199,199,2019-11-18,53.150001525878906,51.970001220703125,51.790000915527344,0.02270541230439127,0.026259907053676423
200,200,200,200,2019-11-19,54.59000015258789,52.47999954223633,52.58000183105469,0.04020580466380186,0.038227429660264045
201,201,201,201,2019-11-20,54.31999969482422,52.970001220703125,53.060001373291016,0.02548609482745201,0.023746669598984527
202,202,202,202,2019-11-21,53.86000061035156,53.09000015258789,53.869998931884766,0.014503681588822426,-0.00018560092317521093
203,203,203,203,2019-11-22,54.380001068115234,52.540000915527344,53.36000061035156,0.03502093872335865,0.01911545063899034
204,204,204,204,2019-11-25,54.959999084472656,53.36000061035156,52.630001068115234,0.029984978557340947,0.04427128955102755
205,205,205,205,2019-11-26,55.09000015258789,53.150001525878906,51.970001220703125,0.036500443480973255,0.060034613403893156
206,206,206,206,2019-11-27,55.619998931884766,54.59000015258789,52.47999954223633,0.018867902114267476,0.05983230596489131
207,207,207,207,2019-11-29,55.2400016784668,54.31999969482422,52.970001220703125,0.01693670818871973,0.04285445356713424
208,208,208,208,2019-12-02,54.720001220703125,53.86000061035156,53.09000015258789,0.015967333839693287,0.030702600554348924
209,209,209,209,2019-12-03,54.34999847412109,54.380001068115234,52.540000915527344,-0.0005517210997580957,0.03444989583277347
210,210,210,210,2019-12-04,54.790000915527344,54.959999084472656,53.36000061035156,-0.003093125396236407,0.02679910586242329
211,211,211,211,2019-12-05,52.29999923706055,55.09000015258789,53.150001525878906,-0.05064441655109131,-0.015992516734067985
212,212,212,212,2019-12-06,53.369998931884766,55.619998931884766,54.59000015258789,-0.04045307521050967,-0.0223484377595351
213,213,213,213,2019-12-09,52.43999862670898,55.2400016784668,54.31999969482422,-0.05068796101882256,-0.034609740034559966
214,214,214,214,2019-12-10,52.470001220703125,54.720001220703125,53.86000061035156,-0.04111842013535483,-0.025807637836923636
215,215,215,215,2019-12-11,53.869998931884766,54.34999847412109,54.380001068115234,-0.00883163855956448,-0.009378487057983942
216,216,216,216,2019-12-12,55.040000915527344,54.790000915527344,54.959999084472656,0.004562876361061452,0.001455637416072797
217,217,217,217,2019-12-13,54.97999954223633,52.29999923706055,55.09000015258789,0.05124283641053462,-0.0019967436929911875
218,218,218,218,2019-12-16,56.52999877929688,53.369998931884766,55.619998931884766,0.05920929193656477,0.016361018786184234
219,219,219,219,2019-12-17,56.29999923706055,52.43999862670898,55.2400016784668,0.07360794644234758,0.019188948703579678
220,220,220,220,2019-12-18,56.4900016784668,52.470001220703125,54.720001220703125,0.07661521563253748,0.03234649887204322
221,221,221,221,2019-12-19,57.06999969482422,53.869998931884766,54.34999847412109,0.059402280051753076,0.05004602202515729
222,222,222,222,2019-12-20,57.310001373291016,55.040000915527344,54.790000915527344,0.04124274018904095,0.04599380207437642
223,223,223,223,2019-12-23,57.86000061035156,54.97999954223633,52.29999923706055,0.05238270447606652,0.1063097792428096
224,224,224,224,2019-12-24,57.97999954223633,56.52999877929688,53.369998931884766,0.025650111343545223,0.08637812821085555
225,225,225,225,2019-12-26,58.65999984741211,56.29999923706055,52.43999862670898,0.04191830625812942,0.1186117731424794
226,226,226,226,2019-12-27,56.40999984741211,56.4900016784668,52.470001220703125,-0.0014162122265466426,0.07509050000087236
227,227,227,227,2019-12-30,56.2599983215332,57.06999969482422,53.869998931884766,-0.01419312033682163,0.044366056005875176
228,228,228,228,2019-12-31,55.959999084472656,57.310001373291016,55.040000915527344,-0.023556137785184506,0.016715082733324893
229,229,229,229,2020-01-02,57.2400016784668,57.86000061035156,54.97999954223633,-0.010715501647848957,0.04110589587208535
230,230,230,230,2020-01-03,57.02000045776367,57.97999954223633,56.52999877929688,-0.01655741793811727,0.008667993791753759
231,231,231,231,2020-01-06,55.83000183105469,58.65999984741211,56.29999923706055,-0.04824408495940824,-0.008348089029750372
232,232,232,232,2020-01-07,56.66999816894531,56.40999984741211,56.4900016784668,0.004609082117292829,0.0031863424522986517
233,233,233,233,2020-01-08,56.70000076293945,56.2599983215332,57.06999969482422,0.007820875480507139,-0.0064832474831486575
234,234,234,234,2020-01-09,56.70000076293945,55.959999084472656,57.310001373291016,0.013223761446989224,-0.010643877084879128
235,235,235,235,2020-01-10,56.5,57.2400016784668,57.86000061035156,-0.012928051306210553,-0.023505022398984332
236,236,236,236,2020-01-13,57.43999862670898,57.02000045776367,57.97999954223633,0.007365804376946894,-0.009313572262690029
237,237,237,237,2020-01-14,58.77999877929688,55.83000183105469,58.65999984741211,0.05283891906665317,0.00204566880662993
238,238,238,238,2020-01-15,54.75,56.66999816894531,56.40999984741211,-0.0338803287626972,-0.02942740386283238
239,239,239,239,2020-01-16,53.93000030517578,56.70000076293945,56.2599983215332,-0.04885362293635476,-0.04141482555760456
240,240,240,240,2020-01-17,53.52000045776367,56.70000076293945,55.959999084472656,-0.05608466071228535,-0.04360254943939079
241,241,241,241,2020-01-21,51.54999923706055,56.5,57.2400016784668,-0.0876106329723797,-0.09940604952055376
242,242,242,242,2020-01-22,50.560001373291016,57.43999862670898,57.02000045776367,-0.11977711382149714,-0.11329356423379477
243,243,243,243,2020-01-23,52.02000045776367,58.77999877929688,55.83000183105469,-0.11500507761007595,-0.06824290253151588
244,244,244,244,2020-01-24,51.93999862670898,54.75,56.66999816894531,-0.051324225996183026,-0.0834656731086385
