,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,DG,DG_6m,DG_12m,DG_6m_ret,DG_12m_ret
51,51,51,51,2019-04-18,117.87026977539062,116.21024322509766,112.17684173583984,0.01428468355476653,0.05075404113228621
52,52,52,52,2019-04-22,117.87979888916016,116.78267669677734,112.44325256347656,0.00939456281886275,0.04834924463443957
53,53,53,53,2019-04-23,118.5189971923828,116.75404357910156,114.33683013916016,0.015116852137848857,0.036577601881497834
54,54,54,54,2019-04-24,120.24578857421876,118.1564712524414,116.63955688476562,0.01768263134156678,0.030917741680174027
55,55,55,55,2019-04-25,120.57015991210938,118.01336669921876,116.67771911621094,0.021665284911387417,0.03336061782302724
56,56,56,56,2019-04-26,119.50165557861328,118.5857925415039,115.8381805419922,0.007723210491584309,0.03162579919228836
57,57,57,57,2019-04-29,119.3489990234375,117.87026977539062,116.21024322509766,0.012545396314649127,0.027009286885839368
58,58,58,58,2019-04-30,120.2934799194336,117.87979888916016,116.78267669677734,0.02047578171169917,0.03006270554811774
59,59,59,59,2019-05-01,118.12786102294922,118.5189971923828,116.75404357910156,-0.003300198100720353,0.011766765430414328
60,60,60,60,2019-05-02,118.9006118774414,120.24578857421876,118.1564712524414,-0.011186892387063385,0.006297925260565274
61,61,61,61,2019-05-03,118.96739196777344,120.57015991210938,118.01336669921876,-0.013293238936601615,0.008084044165829196
62,62,62,62,2019-05-06,118.64303588867188,119.50165557861328,118.5857925415039,-0.007185002465313728,0.0004827167398484544
63,63,63,63,2019-05-07,116.6300277709961,119.3489990234375,117.87026977539062,-0.022781684594669005,-0.010522093541975308
64,64,64,64,2019-05-08,116.65863800048828,120.2934799194336,117.87979888916016,-0.030216449980329352,-0.010359373702529817
65,65,65,65,2019-05-09,117.30738830566406,118.12786102294922,118.5189971923828,-0.006945632555945158,-0.010222908693296007
66,66,66,66,2019-05-10,116.23887634277344,118.9006118774414,120.24578857421876,-0.022386222346875706,-0.0333226824735916
67,67,67,67,2019-05-13,112.8234405517578,118.96739196777344,120.57015991210938,-0.05164399516869256,-0.06425071813787597
68,68,68,68,2019-05-14,111.88849639892578,118.64303588867188,119.50165557861328,-0.05693161371969768,-0.06370756240008102
69,69,69,69,2019-05-15,112.61355590820312,116.6300277709961,119.3489990234375,-0.03443771676604024,-0.056434852159184756
70,70,70,70,2019-05-16,114.2163314819336,116.65863800048828,120.2934799194336,-0.020935496594298164,-0.05051935018897258
71,71,71,71,2019-05-17,114.66471862792967,117.30738830566406,118.12786102294922,-0.02252773432180133,-0.029316897512829287
72,72,72,72,2019-05-20,114.31173706054688,116.23887634277344,118.9006118774414,-0.016579128625982875,-0.03859420691311988
73,73,73,73,2019-05-21,115.96219635009766,112.8234405517578,118.96739196777344,0.027820068090371297,-0.025260666540373067
74,74,74,74,2019-05-22,116.4392318725586,111.88849639892578,118.64303588867188,0.040672058523404164,-0.01857508112133277
75,75,75,75,2019-05-23,115.0940399169922,112.61355590820312,116.6300277709961,0.022026513493731192,-0.0131697461053496
76,76,76,76,2019-05-24,116.35335540771484,114.2163314819336,116.65863800048828,0.018710318376135904,-0.002616888024804087
77,77,77,77,2019-05-28,114.44530487060548,114.66471862792967,117.30738830566406,-0.0019135245780016463,-0.024398151526491607
78,78,78,78,2019-05-29,113.06195831298828,114.31173706054688,116.23887634277344,-0.010933074587928138,-0.027330942364040323
79,79,79,79,2019-05-30,121.16165924072266,115.96219635009766,112.8234405517578,0.0448375682272133,0.0739050205186722
80,80,80,80,2019-05-31,121.42877960205078,116.4392318725586,111.88849639892578,0.042851087638169805,0.08526598810578534
81,81,81,81,2019-06-03,123.0697250366211,115.0940399169922,112.61355590820312,0.06929711673498562,0.09285000410555644
82,82,82,82,2019-06-04,124.02374267578124,116.35335540771484,114.2163314819336,0.06592321503052934,0.08586697774826502
83,83,83,83,2019-06-05,124.40532684326172,114.44530487060548,114.66471862792967,0.087028663901217,0.08494860783584968
84,84,84,84,2019-06-06,125.41665649414062,113.06195831298828,114.31173706054688,0.10927369705512224,0.09714592498679187
85,85,85,85,2019-06-07,127.02894592285156,121.16165924072266,115.96219635009766,0.04842527511505801,0.0954341149191642
86,86,86,86,2019-06-10,128.76527404785156,121.42877960205078,116.4392318725586,0.06041808597470966,0.10585815430991241
87,87,87,87,2019-06-11,129.28045654296875,123.0697250366211,115.0940399169922,0.05046514489651743,0.12325935066844496
88,88,88,88,2019-06-12,129.78607177734375,124.02374267578124,116.35335540771484,0.04646149984867165,0.1154476063243659
89,89,89,89,2019-06-13,129.7097625732422,124.40532684326172,114.44530487060548,0.042638332815631896,0.13337775385276873
90,90,90,90,2019-06-14,129.45217895507812,125.41665649414062,113.06195831298828,0.0321769258864435,0.144966714593046
91,91,91,91,2019-06-17,129.6525421142578,127.02894592285156,121.16165924072266,0.020653530361494532,0.07007895836640499
92,92,92,92,2019-06-18,130.74966430664062,128.76527404785156,121.42877960205078,0.015410911625533652,0.07676009538378348
93,93,93,93,2019-06-19,131.81814575195312,129.28045654296875,123.0697250366211,0.019629333596458354,0.07108507565714328
94,94,94,94,2019-06-20,132.4287567138672,129.78607177734375,124.02374267578124,0.02036185316600947,0.0677693952524725
95,95,95,95,2019-06-21,132.40013122558594,129.7097625732422,124.40532684326172,0.020741450751053492,0.06426416444688798
96,96,96,96,2019-06-24,130.83555603027344,129.45217895507812,125.41665649414062,0.010686394669921828,0.043207175885652704
97,97,97,97,2019-06-25,129.7574920654297,129.6525421142578,127.02894592285156,0.0008094708322756716,0.02147971962418116
98,98,98,98,2019-06-26,130.19630432128906,130.74966430664062,128.76527404785156,-0.004232209606701565,0.011113479810602511
99,99,99,99,2019-06-27,130.18673706054688,131.81814575195312,129.28045654296875,-0.01237620725204347,0.007010189643605669
100,100,100,100,2019-06-28,128.946533203125,132.4287567138672,129.78607177734375,-0.026295070626284556,-0.006468633827357295
101,101,101,101,2019-07-01,129.6238555908203,132.40013122558594,129.7097625732422,-0.020968828422347596,-0.0006623015933234777
102,102,102,102,2019-07-02,130.806884765625,130.83555603027344,129.45217895507812,-0.000219139701151283,0.010464913155436184
103,103,103,103,2019-07-03,132.6958770751953,129.7574920654297,129.6525421142578,0.022645205012778336,0.023473006478002656
104,104,104,104,2019-07-05,133.51634216308594,130.19630432128906,130.74966430664062,0.025500246409482674,0.0211601144149538
105,105,105,105,2019-07-08,132.50279235839844,130.18673706054688,131.81814575195312,0.017790255368136387,0.005193872228590024
106,106,106,106,2019-07-09,133.43984985351562,128.946533203125,132.4287567138672,0.03484635483229681,0.007634996844628317
107,107,107,107,2019-07-10,134.75941467285156,129.6238555908203,132.40013122558594,0.03961893479115841,0.01781934372289884
108,108,108,108,2019-07-11,134.21435546875,130.806884765625,130.83555603027344,0.026049628115755397,0.02582477990688381
109,109,109,109,2019-07-12,135.3235626220703,132.6958770751953,129.7574920654297,0.01980231492336393,0.0428959474173094
110,110,110,110,2019-07-15,136.0311737060547,133.51634216308594,130.19630432128906,0.018835383760715807,0.044815937097313796
111,111,111,111,2019-07-16,137.88624572753906,132.50279235839844,130.18673706054688,0.040628980516721924,0.059142035823597894
112,112,112,112,2019-07-17,138.62252807617188,133.43984985351562,128.946533203125,0.038839059159205824,0.07503881362831688
113,113,113,113,2019-07-18,136.56668090820312,134.75941467285156,129.6238555908203,0.013411057325671605,0.05356132392249635
114,114,114,114,2019-07-19,135.09408569335938,134.21435546875,130.806884765625,0.006554665643156321,0.032775040361338936
115,115,115,115,2019-07-22,131.99595642089844,135.3235626220703,132.6958770751953,-0.02458999849468324,-0.005274622465476053
116,116,116,116,2019-07-23,131.2118682861328,136.0311737060547,133.51634216308594,-0.03542794852550313,-0.0172598637711201
117,117,117,117,2019-07-24,133.05735778808594,137.88624572753906,132.50279235839844,-0.035020809464889835,0.004185311266403202
118,118,118,118,2019-07-25,131.6899871826172,138.62252807617188,133.43984985351562,-0.05001020389518018,-0.01311349400362305
119,119,119,119,2019-07-26,131.9290313720703,136.56668090820312,134.75941467285156,-0.03395886540766213,-0.02100323237268742
120,120,120,120,2019-07-29,129.85401916503906,135.09408569335938,134.21435546875,-0.038788274863596706,-0.03248785339304616
121,121,121,121,2019-07-30,128.32406616210938,131.99595642089844,135.3235626220703,-0.027818202605240594,-0.051724151539736085
122,122,122,122,2019-07-31,128.15196228027344,131.2118682861328,136.0311737060547,-0.02332034476627265,-0.05792210131779929
123,123,123,123,2019-08-01,126.36382293701172,133.05735778808594,137.88624572753906,-0.050305634820546286,-0.08356470023337537
124,124,124,124,2019-08-02,127.8364028930664,131.6899871826172,138.62252807617188,-0.0292625458624044,-0.0778093238725136
125,125,125,125,2019-08-05,126.84194946289062,131.9290313720703,136.56668090820312,-0.038559230339779704,-0.0712086680341103
126,126,126,126,2019-08-06,128.5726776123047,129.85401916503906,135.09408569335938,-0.009867554050104865,-0.048273083514974724
127,127,127,127,2019-08-07,128.697021484375,128.32406616210938,131.99595642089844,0.002906355241225622,-0.024992696942958248
128,128,128,128,2019-08-08,131.3744354248047,128.15196228027344,131.2118682861328,0.025145718311230913,0.00123896672454471
129,129,129,129,2019-08-09,129.64366149902344,126.36382293701172,133.05735778808594,0.02595551864275758,-0.025655825020209133
130,130,130,130,2019-08-12,129.0316925048828,127.8364028930664,131.6899871826172,0.009350150542144497,-0.020186004529319734
131,131,131,131,2019-08-13,129.45240783691406,126.84194946289062,131.9290313720703,0.020580402501517492,-0.018772392318803566
132,132,132,132,2019-08-14,127.98942565917967,128.5726776123047,129.85401916503906,-0.004536360010201745,-0.014359151282715144
133,133,133,133,2019-08-15,127.95114135742188,128.697021484375,128.32406616210938,-0.005795628510669726,-0.0029061174247423383
134,134,134,134,2019-08-16,129.959228515625,131.3744354248047,128.15196228027344,-0.010772315820833489,0.014102524871207223
135,135,135,135,2019-08-19,132.0533447265625,129.64366149902344,126.36382293701172,0.018586972935481505,0.04502492610077824
136,136,136,136,2019-08-20,131.20230102539062,129.0316925048828,127.8364028930664,0.01682228976749789,0.026329731251431898
137,137,137,137,2019-08-21,132.71311950683594,129.45240783691406,126.84194946289062,0.025188497644862418,0.04628728956631978
138,138,138,138,2019-08-22,133.6215057373047,127.98942565917967,128.5726776123047,0.044004260892009706,0.03926828171241903
139,139,139,139,2019-08-23,130.99191284179688,127.95114135742188,128.697021484375,0.023765098553367503,0.017831736359962935
140,140,140,140,2019-08-26,133.12429809570312,129.959228515625,131.3744354248047,0.02435432724731501,0.01331965892176945
141,141,141,141,2019-08-27,132.67489624023438,132.0533447265625,129.64366149902344,0.0047068214361316585,0.02338127993425876
142,142,142,142,2019-08-28,134.8550567626953,131.20230102539062,129.0316925048828,0.027840637768980825,0.04513127081234036
143,143,143,143,2019-08-29,149.25567626953125,132.71311950683594,129.45240783691406,0.12464899343913927,0.1529772119616779
144,144,144,144,2019-08-30,149.25567626953125,133.6215057373047,127.98942565917967,0.11700340035804424,0.16615630940466142
145,145,145,145,2019-09-03,148.81578063964844,130.99191284179688,127.95114135742188,0.13606845958023395,0.16306723848553073
146,146,146,146,2019-09-04,150.8907470703125,133.12429809570312,129.959228515625,0.13345759736390916,0.1610621946110653
147,147,147,147,2019-09-05,152.8223419189453,132.67489624023438,132.0533447265625,0.1518557485225387,0.157277327851016
148,148,148,148,2019-09-06,154.4669952392578,134.8550567626953,131.20230102539062,0.14542975953118065,0.1773192545560991
149,149,149,149,2019-09-09,153.72116088867188,149.25567626953125,132.71311950683594,0.02991835708195567,0.1582966436167137
150,150,150,150,2019-09-10,150.21185302734375,149.25567626953125,133.6215057373047,0.00640630079680049,0.12415926013178691
151,151,151,151,2019-09-11,149.17913818359375,148.81578063964844,130.99191284179688,0.0024416600335226413,0.13884235253333665
152,152,152,152,2019-09-12,150.221435546875,150.8907470703125,133.12429809570312,-0.004435736030424797,0.12842987866032352
153,153,153,153,2019-09-13,150.8716278076172,152.8223419189453,132.67489624023438,-0.012764587211749112,0.13715278536516817
154,154,154,154,2019-09-16,146.4635009765625,154.4669952392578,134.8550567626953,-0.051813620445574804,0.08608089672376606
155,155,155,155,2019-09-17,149.9536895751953,153.72116088867188,149.25567626953125,-0.024508475552074693,0.0046766282067796094
156,156,156,156,2019-09-18,149.83892822265625,150.21185302734375,149.25567626953125,-0.002482658972455476,0.0039077371641915715
157,157,157,157,2019-09-19,149.94412231445312,149.17913818359375,148.81578063964844,0.005127956496959518,0.0075821372569144785
158,158,158,158,2019-09-20,149.3894805908203,150.221435546875,150.8907470703125,-0.005538190691800948,-0.009949360770230786
159,159,159,159,2019-09-23,151.76089477539062,150.8716278076172,152.8223419189453,0.0058941961500367235,-0.0069456280425126415
160,160,160,160,2019-09-24,151.8565673828125,146.4635009765625,154.4669952392578,0.03682191378938171,-0.016899583321355882
161,161,161,161,2019-09-25,152.181640625,149.9536895751953,153.72116088867188,0.01485759407531928,-0.010015018457913083
162,162,162,162,2019-09-26,152.51632690429688,149.83892822265625,150.21185302734375,0.017868511964141076,0.015341491570133536
163,163,163,163,2019-09-27,153.0135498046875,149.94412231445312,149.17913818359375,0.02047047555353565,0.025703403758605692
164,164,164,164,2019-09-30,151.98085021972656,149.3894805908203,150.221435546875,0.01734639961701223,0.011712141256315922
165,165,165,165,2019-10-01,152.07647705078125,151.76089477539062,150.8716278076172,0.0020794703132034353,0.007985923269154371
166,166,166,166,2019-10-02,150.71864318847656,151.8565673828125,146.4635009765625,-0.0074934144367122535,0.02905257749229273
167,167,167,167,2019-10-03,150.51785278320312,152.181640625,149.9536895751953,-0.01093290777365663,0.003762249595898881
168,168,168,168,2019-10-04,153.92198181152344,152.51632690429688,149.83892822265625,0.009216422502153598,0.027249618222040972
169,169,169,169,2019-10-07,153.30877685546875,153.0135498046875,149.94412231445312,0.001929417696394209,0.022439389347716387
170,170,170,170,2019-10-08,153.14588928222656,151.98085021972656,149.3894805908203,0.007665696440147807,0.02514506829095353
171,171,171,171,2019-10-09,154.11358642578125,152.07647705078125,151.76089477539062,0.01339529567297748,0.01550262110586953
172,172,172,172,2019-10-10,153.7974395751953,150.71864318847656,151.8565673828125,0.020427442296363063,0.012780956568642088
173,173,173,173,2019-10-11,155.45498657226562,150.51785278320312,152.181640625,0.03280098471889348,0.021509466804420008
174,174,174,174,2019-10-14,154.45849609375,153.92198181152344,152.51632690429688,0.0034856248335179973,0.01273417232682128
175,175,175,175,2019-10-15,155.2825164794922,153.30877685546875,153.0135498046875,0.01287427676684283,0.014828534320659115
176,176,176,176,2019-10-16,155.4453887939453,153.14588928222656,151.98085021972656,0.015015091312579054,0.02279588888475015
177,177,177,177,2019-10-17,156.04901123046875,154.11358642578125,152.07647705078125,0.012558430762491968,0.026121950328721777
178,178,178,178,2019-10-18,157.5244903564453,153.7974395751953,150.71864318847656,0.02423350344156905,0.04515597423112361
179,179,179,179,2019-10-21,157.46705627441406,155.45498657226562,150.51785278320312,0.012943101707535654,0.04616863290775308
180,180,180,180,2019-10-22,158.8562774658203,154.45849609375,153.92198181152344,0.02847225295655509,0.03205712138204464
181,181,181,181,2019-10-23,156.15438842773438,155.2825164794922,153.30877685546875,0.005614746386193081,0.018561308951987154
182,182,182,182,2019-10-24,156.08731079101562,155.4453887939453,153.14588928222656,0.004129566029914322,0.019206663153513936
183,183,183,183,2019-10-25,155.3878936767578,156.04901123046875,154.11358642578125,-0.004236602004062284,0.008268623685493415
184,184,184,184,2019-10-28,155.82861328125,157.5244903564453,153.7974395751953,-0.010765799472563842,0.01320681093043552
185,185,185,185,2019-10-29,153.8931884765625,157.46705627441406,155.45498657226562,-0.022695971350499278,-0.010046625908504359
186,186,186,186,2019-10-30,154.8609161376953,158.8562774658203,154.45849609375,-0.02515079285415489,0.002605360366198628
187,187,187,187,2019-10-31,153.62493896484375,156.15438842773438,155.2825164794922,-0.01619838858426459,-0.010674592041837183
188,188,188,188,2019-11-01,153.20338439941406,156.08731079101562,155.4453887939453,-0.01847636670134467,-0.014423100047716408
189,189,189,189,2019-11-04,151.5841522216797,155.3878936767578,156.04901123046875,-0.02447900775970857,-0.028611901950438612
190,190,190,190,2019-11-05,153.002197265625,155.82861328125,157.5244903564453,-0.01813797836039066,-0.02870850799508884
191,191,191,191,2019-11-06,152.92552185058594,153.8931884765625,157.46705627441406,-0.006287910696735843,-0.02884117180620749
192,192,192,192,2019-11-07,152.56138610839844,154.8609161376953,158.8562774658203,-0.014849001844030374,-0.039626330528715115
193,193,193,193,2019-11-08,151.24879455566406,153.62493896484375,156.15438842773438,-0.015467178865558151,-0.03141502407625607
194,194,194,194,2019-11-11,150.42481994628906,153.20338439941406,156.08731079101562,-0.018136443029750926,-0.036277714159019925
195,195,195,195,2019-11-12,150.40565490722656,151.5841522216797,155.3878936767578,-0.007774541712841199,-0.03206323640563302
196,196,196,196,2019-11-13,151.3733673095703,153.002197265625,155.82861328125,-0.010645794538668651,-0.028590679708087707
197,197,197,197,2019-11-14,152.81057739257812,152.92552185058594,153.8931884765625,-0.0007516368531350626,-0.007034821324461982
198,198,198,198,2019-11-15,153.43331909179688,152.56138610839844,154.8609161376953,0.005715292746349965,-0.009218575490210101
199,199,199,199,2019-11-18,153.280029296875,151.24879455566406,153.62493896484375,0.013429758215120158,-0.0022451411228725515
200,200,200,200,2019-11-19,151.79489135742188,150.42481994628906,153.20338439941406,0.009108014299914258,-0.009193615712301262
201,201,201,201,2019-11-20,154.20936584472656,150.40565490722656,151.5841522216797,0.0252896803637217,0.01731852297598846
202,202,202,202,2019-11-21,154.04653930664062,151.3733673095703,153.002197265625,0.01765946047565592,0.006825666949099807
203,203,203,203,2019-11-22,153.09800720214844,152.81057739257812,152.92552185058594,0.0018809549343687948,0.0011279042861860322
204,204,204,204,2019-11-25,153.22256469726562,153.43331909179688,152.56138610839844,-0.0013735894900712697,0.004333852790229686
205,205,205,205,2019-11-26,151.833251953125,153.280029296875,151.24879455566406,-0.009438785668208993,0.0038642119375427164
206,206,206,206,2019-11-27,151.78536987304688,151.79489135742188,150.42481994628906,-6.272598695422626e-05,0.009044717003773739
207,207,207,207,2019-11-29,150.7697296142578,154.20936584472656,150.40565490722656,-0.022304976170721802,0.0024206184751218718
208,208,208,208,2019-12-02,148.20196533203125,154.04653930664062,151.3733673095703,-0.037940313368386214,-0.020950858357093316
209,209,209,209,2019-12-03,146.5923614501953,153.09800720214844,152.81057739257812,-0.04249334051332987,-0.040692313637477495
210,210,210,210,2019-12-04,147.1193084716797,153.22256469726562,153.43331909179688,-0.039832620199542035,-0.041151496021145206
211,211,211,211,2019-12-05,148.6044158935547,151.833251953125,153.280029296875,-0.021265671504995143,-0.030503735057777925
212,212,212,212,2019-12-06,148.2403106689453,151.78536987304688,151.79489135742188,-0.023355737164040602,-0.02341699813933007
213,213,213,213,2019-12-09,148.3361358642578,150.7697296142578,154.20936584472656,-0.016141129630107498,-0.0380860782890613
214,214,214,214,2019-12-10,147.90493774414062,148.20196533203125,154.04653930664062,-0.002004208157598719,-0.03986848124043019
215,215,215,215,2019-12-11,148.0391082763672,146.5923614501953,153.09800720214844,0.009869182895067885,-0.03304353216761047
216,216,216,216,2019-12-12,149.06427001953125,147.1193084716797,153.22256469726562,0.013220301047200511,-0.027138918382878296
217,217,217,217,2019-12-13,148.1540985107422,148.6044158935547,151.833251953125,-0.0030303095645223266,-0.024231539501759936
218,218,218,218,2019-12-16,146.37196350097656,148.2403106689453,151.78536987304688,-0.012603502782324805,-0.03566487584803513
219,219,219,219,2019-12-17,148.68101501464844,148.3361358642578,150.7697296142578,0.0023249840531522903,-0.013853673445945125
220,220,220,220,2019-12-18,148.79608154296875,147.90493774414062,148.20196533203125,0.006025111888892543,0.004008828152895605
221,221,221,221,2019-12-19,150.42481994628906,148.0391082763672,146.5923614501953,0.0161154150257925,0.02614364389917978
222,222,222,222,2019-12-20,150.14697265625,149.06427001953125,147.1193084716797,0.007263327667836661,0.020579652093410505
223,223,223,223,2019-12-23,148.661865234375,148.1540985107422,148.6044158935547,0.003427287727689743,0.00038659242038585617
224,224,224,224,2019-12-24,149.7062530517578,146.37196350097656,148.2403106689453,0.022779564276043995,0.009888959191985736
225,225,225,225,2019-12-26,148.8055877685547,148.68101501464844,148.3361358642578,0.0008378524581229563,0.0031647845048792256
226,226,226,226,2019-12-27,150.0894775390625,148.79608154296875,147.90493774414062,0.008692406296467281,0.014769890905879546
227,227,227,227,2019-12-30,150.76016235351562,150.42481994628906,148.0391082763672,0.0022293023674304635,0.018380643526092033
228,228,228,228,2019-12-31,149.44754028320312,150.14697265625,149.06427001953125,-0.004658318184331156,0.002571174592151726
229,229,229,229,2020-01-02,149.9840850830078,148.661865234375,148.1540985107422,0.008894142734912291,0.012351913248845658
230,230,230,230,2020-01-03,148.8822784423828,149.7062530517578,146.37196350097656,-0.0055039425045935175,0.017150244359395383
231,231,231,231,2020-01-06,148.37338256835938,148.8055877685547,148.68101501464844,-0.002904495769792903,-0.0020690768505902124
232,232,232,232,2020-01-07,146.13638305664062,150.0894775390625,148.79608154296875,-0.02633825200299622,-0.017874788494077865
233,233,233,233,2020-01-08,145.5027313232422,150.76016235351562,150.42481994628906,-0.03487281353508598,-0.032721253213428225
234,234,234,234,2020-01-09,146.49163818359375,149.44754028320312,150.14697265625,-0.01977886082305491,-0.024345042780348658
235,235,235,235,2020-01-10,147.10609436035156,149.9840850830078,148.661865234375,-0.01918864072187021,-0.010465164496427315
236,236,236,236,2020-01-13,147.97018432617188,148.8822784423828,149.7062530517578,-0.006126277255784407,-0.011596501082594912
237,237,237,237,2020-01-14,151.67611694335938,148.37338256835938,148.8055877685547,0.02225961501874063,0.0192904662912885
238,238,238,238,2020-01-15,150.34158325195312,146.13638305664062,150.0894775390625,0.02877586065396609,0.0016797027814625665
239,239,239,239,2020-01-16,151.95457458496094,145.5027313232422,150.76016235351562,0.04434173299046629,0.007922598468981246
240,240,240,240,2020-01-17,151.68572998046875,146.49163818359375,149.44754028320312,0.03545657527814239,0.014976423787399051
241,241,241,241,2020-01-21,151.25367736816406,147.10609436035156,149.9840850830078,0.028194501566009667,0.008464846683257088
242,242,242,242,2020-01-22,148.3350067138672,147.97018432617188,148.8822784423828,0.0024655128285244743,-0.0036758688424252117
243,243,243,243,2020-01-23,148.949462890625,151.67611694335938,148.37338256835938,-0.017976818682354567,0.0038826392732551618
