,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,IVZ,IVZ_6m,IVZ_12m,IVZ_6m_ret,IVZ_12m_ret
54,54,54,54,2019-04-24,17.160968780517578,16.786518096923828,16.324432373046875,0.022306632109869717,0.05124444074710377
55,55,55,55,2019-04-25,17.479650497436523,17.152999877929688,16.348331451416016,0.01904335229006371,0.06920088752681353
56,56,56,56,2019-04-26,17.344209671020508,17.256574630737305,16.17305564880371,0.0050783566355694365,0.07241389924379726
57,57,57,57,2019-04-29,17.439815521240234,17.152999877929688,16.563444137573242,0.016721019375717683,0.05290997309424261
58,58,58,58,2019-04-30,17.503549575805664,17.033496856689453,16.61124610900879,0.02759578512098715,0.05371682900495656
59,59,59,59,2019-05-01,17.352174758911133,17.224706649780273,16.985694885253906,0.007400306531924805,0.021575795169580303
60,60,60,60,2019-05-02,16.89008903503418,17.160968780517578,16.786518096923828,-0.015784641819925782,0.006169888091880793
61,61,61,61,2019-05-03,17.463716506958008,17.479650497436523,17.152999877929688,-0.0009115737457595641,0.01811441912432543
62,62,62,62,2019-05-06,17.232675552368164,17.344209671020508,17.256574630737305,-0.006430625595970518,-0.0013849259705672745
63,63,63,63,2019-05-07,16.985694885253906,17.439815521240234,17.152999877929688,-0.026039302734208847,-0.009753687044039894
64,64,64,64,2019-05-08,16.9299259185791,17.503549575805664,17.033496856689453,-0.03277184748969175,-0.00608042723004798
65,65,65,65,2019-05-09,16.824817657470703,17.352174758911133,17.224706649780273,-0.030391412532864703,-0.02321601176962118
66,66,66,66,2019-05-10,17.253328323364258,16.89008903503418,17.160968780517578,0.021506061192254844,0.005381953899451952
67,67,67,67,2019-05-13,16.024410247802734,17.463716506958008,17.479650497436523,-0.08241695051461784,-0.08325339513208274
68,68,68,68,2019-05-14,16.47716522216797,17.232675552368164,17.344209671020508,-0.0438417312450573,-0.049990427081911704
69,69,69,69,2019-05-15,16.646955490112305,16.985694885253906,17.439815521240234,-0.019942628042593502,-0.04546263864788547
70,70,70,70,2019-05-16,16.71971321105957,16.9299259185791,17.503549575805664,-0.01241663481166455,-0.044781566238973225
71,71,71,71,2019-05-17,16.525672912597656,16.824817657470703,17.352174758911133,-0.017779969504764126,-0.04763102364958782
72,72,72,72,2019-05-20,16.695463180541992,17.253328323364258,16.89008903503418,-0.03233376959892498,-0.011523080434240773
73,73,73,73,2019-05-21,16.881412506103516,16.024410247802734,17.463716506958008,0.053481048291202704,-0.033343647133901144
74,74,74,74,2019-05-22,16.77631187438965,16.47716522216797,17.232675552368164,0.01815522562213645,-0.026482462145340002
75,75,75,75,2019-05-23,16.347806930541992,16.646955490112305,16.985694885253906,-0.017970166361530593,-0.037554422060512516
76,76,76,76,2019-05-24,16.50950813293457,16.71971321105957,16.9299259185791,-0.012572289696090921,-0.024832818977852722
77,77,77,77,2019-05-28,16.258869171142578,16.525672912597656,16.824817657470703,-0.016144803474337888,-0.03363771886566791
78,78,78,78,2019-05-29,16.50950813293457,16.695463180541992,17.253328323364258,-0.011138058620868141,-0.043111692798566525
79,79,79,79,2019-05-30,16.47716522216797,16.881412506103516,16.024410247802734,-0.023946295002825746,0.028254080328935505
80,80,80,80,2019-05-31,15.798032760620115,16.77631187438965,16.47716522216797,-0.05831312156654367,-0.04121658382317883
81,81,81,81,2019-06-03,16.161853790283203,16.347806930541992,16.646955490112305,-0.01137480648314848,-0.029140565679846686
82,82,82,82,2019-06-04,16.735883712768555,16.50950813293457,16.71971321105957,0.01371183066213777,0.0009671518586986672
83,83,83,83,2019-06-05,16.671207427978516,16.258869171142578,16.525672912597656,0.025360820146568708,0.00880657121501649
84,84,84,84,2019-06-06,16.78439712524414,16.50950813293457,16.695463180541992,0.016650344159024222,0.005326833028855393
85,85,85,85,2019-06-07,16.638864517211914,16.47716522216797,16.881412506103516,0.0098135384857585,-0.014367754404668864
86,86,86,86,2019-06-10,16.55801773071289,15.798032760620115,16.77631187438965,0.048106304222079954,-0.013012046110683073
87,87,87,87,2019-06-11,16.66312026977539,16.161853790283203,16.347806930541992,0.031015407390553085,0.01928780665034102
88,88,88,88,2019-06-12,16.549930572509766,16.735883712768555,16.50950813293457,-0.011111043996853143,0.002448433911520276
89,89,89,89,2019-06-13,16.646955490112305,16.671207427978516,16.258869171142578,-0.0014547199398112776,0.023869207316000285
90,90,90,90,2019-06-14,16.687374114990234,16.78439712524414,16.50950813293457,-0.0057805478224762785,0.010773548225876173
91,91,91,91,2019-06-17,16.291213989257812,16.638864517211914,16.47716522216797,-0.020893885372675336,-0.011285389835138715
92,92,92,92,2019-06-18,16.452913284301758,16.55801773071289,15.798032760620115,-0.006347646688176778,0.041453295711227245
93,93,93,93,2019-06-19,16.444828033447266,16.66312026977539,16.161853790283203,-0.013100321716099983,0.017508773859480797
94,94,94,94,2019-06-20,16.768220901489258,16.549930572509766,16.735883712768555,0.013189803306008052,0.001932206824311944
95,95,95,95,2019-06-21,16.646955490112305,16.646955490112305,16.671207427978516,0.0,-0.0014547199398112776
96,96,96,96,2019-06-24,16.54184341430664,16.687374114990234,16.78439712524414,-0.008721006653339414,-0.014451142279795826
97,97,97,97,2019-06-25,16.17802619934082,16.291213989257812,16.638864517211914,-0.006947781177733425,-0.02769650040688676
98,98,98,98,2019-06-26,16.25078773498535,16.452913284301758,16.55801773071289,-0.012285091753887811,-0.018554757020079138
99,99,99,99,2019-06-27,16.461000442504883,16.444828033447266,16.66312026977539,0.0009834343676153878,-0.012129770655087024
100,100,100,100,2019-06-28,16.54184341430664,16.768220901489258,16.549930572509766,-0.013500387936952296,-0.0004886520923874649
101,101,101,101,2019-07-01,16.60652732849121,16.646955490112305,16.646955490112305,-0.0024285618859920532,-0.0024285618859920532
102,102,102,102,2019-07-02,16.60652732849121,16.54184341430664,16.687374114990234,0.003910320788590438,-0.004844787798363059
103,103,103,103,2019-07-03,16.83290672302246,16.17802619934082,16.291213989257812,0.040479630556434776,0.033250605763439856
104,104,104,104,2019-07-05,16.954177856445312,16.25078773498535,16.452913284301758,0.04328344772762449,0.030466614846978324
105,105,105,105,2019-07-08,16.646955490112305,16.461000442504883,16.444828033447266,0.011296703882423653,0.012291247816877737
106,106,106,106,2019-07-09,16.679288864135742,16.54184341430664,16.768220901489258,0.008308956044779547,-0.0053036060221283154
107,107,107,107,2019-07-10,16.517595291137695,16.60652732849121,16.646955490112305,-0.0053552458978547435,-0.00777080223776927
108,108,108,108,2019-07-11,16.008237838745117,16.60652732849121,16.54184341430664,-0.03602736911284454,-0.03225792689465434
109,109,109,109,2019-07-12,16.275043487548828,16.83290672302246,16.17802619934082,-0.03314123013054182,0.005996855674022861
110,110,110,110,2019-07-15,16.2669620513916,16.954177856445312,16.25078773498535,-0.04053371451405763,0.0009952943001914072
111,111,111,111,2019-07-16,16.089088439941406,16.646955490112305,16.461000442504883,-0.033511656260644895,-0.022593523635607293
112,112,112,112,2019-07-17,15.72526741027832,16.679288864135742,16.54184341430664,-0.05719796938757893,-0.049364268756291296
113,113,113,113,2019-07-18,15.903135299682615,16.517595291137695,16.60652732849121,-0.03720032974683429,-0.042356358731413524
114,114,114,114,2019-07-19,15.983979225158691,16.008237838745117,16.60652732849121,-0.0015153831315344313,-0.03748815697695185
115,115,115,115,2019-07-22,15.781859397888184,16.275043487548828,16.83290672302246,-0.03030308890037392,-0.0624400373880023
116,116,116,116,2019-07-23,15.903135299682615,16.2669620513916,16.954177856445312,-0.022365992528879164,-0.06199313028694764
117,117,117,117,2019-07-24,16.21844482421875,16.089088439941406,16.646955490112305,0.008040007037080743,-0.025741083175723878
118,118,118,118,2019-07-25,15.78994083404541,15.72526741027832,16.679288864135742,0.004112707407749161,-0.05332050049223813
119,119,119,119,2019-07-26,15.854621887207031,15.903135299682615,16.517595291137695,-0.003050556482189548,-0.040137404521975006
120,120,120,120,2019-07-29,15.628246307373049,15.983979225158691,16.008237838745117,-0.022255591850727674,-0.02373724923378928
121,121,121,121,2019-07-30,15.660584449768066,15.781859397888184,16.275043487548828,-0.007684452450282597,-0.0377546787049049
122,122,122,122,2019-07-31,15.515058517456056,15.903135299682615,16.2669620513916,-0.02440253289137917,-0.04622273855192416
123,123,123,123,2019-08-01,14.56911277770996,16.21844482421875,16.089088439941406,-0.10169483352965314,-0.09447245366978552
124,124,124,124,2019-08-02,14.423583984375,15.78994083404541,15.72526741027832,-0.08653337362254998,-0.08277655266151573
125,125,125,125,2019-08-05,13.881888389587402,15.854621887207031,15.903135299682615,-0.12442639828650925,-0.1270973850128504
126,126,126,126,2019-08-06,13.930399894714355,15.628246307373049,15.983979225158691,-0.10863959904814713,-0.12847735232363255
127,127,127,127,2019-08-07,13.623173713684082,15.660584449768066,15.781859397888184,-0.1300980012986781,-0.13678272184410423
128,128,128,128,2019-08-08,13.801042556762695,15.515058517456056,15.903135299682615,-0.11047434714892723,-0.1321810261503511
129,129,129,129,2019-08-09,13.235095024108888,14.56911277770996,16.21844482421875,-0.09156479011145091,-0.18394795755354254
130,130,130,130,2019-08-12,12.984460830688477,14.423583984375,15.78994083404541,-0.0997756975828975,-0.17767514348805602
131,131,131,131,2019-08-13,13.065312385559082,13.881888389587402,15.854621887207031,-0.05882312125782696,-0.17593037043025417
132,132,132,132,2019-08-14,12.628425598144531,13.930399894714355,15.628246307373049,-0.09346280841972354,-0.19194864543523804
133,133,133,133,2019-08-15,12.529507637023926,13.623173713684082,15.660584449768066,-0.08027983050393028,-0.19993358630945046
134,134,134,134,2019-08-16,12.900445938110352,13.801042556762695,15.515058517456056,-0.06525569462946401,-0.16852096151645146
135,135,135,135,2019-08-19,12.949906349182127,13.235095024108888,14.56911277770996,-0.02154791290937208,-0.11113967289793647
136,136,136,136,2019-08-20,12.735586166381836,12.984460830688477,14.423583984375,-0.01916711579724828,-0.11703040103082318
137,137,137,137,2019-08-21,12.834503173828123,13.065312385559082,13.881888389587402,-0.017665801239170498,-0.07544976492858901
138,138,138,138,2019-08-22,13.106521606445312,12.628425598144531,13.930399894714355,0.03785871837982935,-0.05914247218284441
139,139,139,139,2019-08-23,12.875717163085938,12.529507637023926,13.623173713684082,0.027631534781062284,-0.05486655065165513
140,140,140,140,2019-08-26,12.925177574157717,12.900445938110352,13.801042556762695,0.0019171148164967011,-0.06346368247200229
141,141,141,141,2019-08-27,12.620182037353516,12.949906349182127,13.235095024108888,-0.025461520951418737,-0.04646079122478941
142,142,142,142,2019-08-28,12.719099044799805,12.735586166381836,12.984460830688477,-0.0012945710834694202,-0.020436873686853096
143,143,143,143,2019-08-29,12.875717163085938,12.834503173828123,13.065312385559082,0.0032111869621769262,-0.014511342467609212
144,144,144,144,2019-08-30,12.94166374206543,13.106521606445312,12.628425598144531,-0.012578307908851394,0.024804211854161817
145,145,145,145,2019-09-03,12.801530838012695,12.875717163085938,12.529507637023926,-0.005761723726421253,0.021710605785095538
146,146,146,146,2019-09-04,12.859233856201172,12.925177574157717,12.900445938110352,-0.005101958373739612,-0.003194624597234408
147,147,147,147,2019-09-05,13.23017120361328,12.620182037353516,12.949906349182127,0.04833441898494839,0.02164223021186973
148,148,148,148,2019-09-06,13.17246913909912,12.719099044799805,12.735586166381836,0.03564482772737554,0.03430411188065485
149,149,149,149,2019-09-09,13.526923179626465,12.875717163085938,12.834503173828123,0.05057629088090754,0.05394988776895637
150,150,150,150,2019-09-10,14.04624080657959,12.94166374206543,13.106521606445312,0.08535046857413353,0.07169859619139207
151,151,151,151,2019-09-11,14.483123779296877,12.801530838012695,12.875717163085938,0.13135873846359702,0.12484016197709713
152,152,152,152,2019-09-12,14.22758674621582,12.859233856201172,12.925177574157717,0.10641014117297365,0.10076528268842577
153,153,153,153,2019-09-13,14.342988014221191,13.23017120361328,12.620182037353516,0.08411204915503978,0.13651197516553037
154,154,154,154,2019-09-16,14.20285701751709,13.17246913909912,12.719099044799805,0.07822283487911363,0.11665590208010213
155,155,155,155,2019-09-17,14.04624080657959,13.526923179626465,12.875717163085938,0.03839140801326457,0.09090939391317843
156,156,156,156,2019-09-18,13.96380615234375,14.04624080657959,12.94166374206543,-0.0058688054242402865,0.0789807578569639
157,157,157,157,2019-09-19,14.05448055267334,14.483123779296877,12.801530838012695,-0.029596048004248088,0.09787499093000296
158,158,158,158,2019-09-20,13.906107902526855,14.22758674621582,12.859233856201172,-0.022595458346052255,0.0814102969144499
159,159,159,159,2019-09-23,14.013264656066896,14.342988014221191,13.23017120361328,-0.022988470591160715,0.05918997119551617
160,160,160,160,2019-09-24,13.774214744567873,14.20285701751709,13.17246913909912,-0.030180003390905874,0.04568206606630976
161,161,161,161,2019-09-25,13.972051620483398,14.04624080657959,13.526923179626465,-0.005281782301599147,0.03290685065228738
162,162,162,162,2019-09-26,13.897862434387209,13.96380615234375,14.04624080657959,-0.0047224744627003545,-0.010563564603198072
163,163,163,163,2019-09-27,14.02975368499756,14.05448055267334,14.483123779296877,-0.0017593583471909868,-0.031303336297338946
164,164,164,164,2019-09-30,13.96380615234375,13.906107902526855,14.22758674621582,0.004149130024110548,-0.018540079816573907
165,165,165,165,2019-10-01,13.403275489807127,14.013264656066896,14.342988014221191,-0.043529411684641306,-0.06551720767543912
166,166,166,166,2019-10-02,12.949906349182127,13.774214744567873,14.20285701751709,-0.05984431132169099,-0.08821821319398182
167,167,167,167,2019-10-03,12.999366760253906,13.972051620483398,14.04624080657959,-0.06961646626065354,-0.07453054954285732
168,168,168,168,2019-10-04,13.098280906677246,13.897862434387209,13.96380615234375,-0.0575326983904787,-0.0619834761542597
169,169,169,169,2019-10-07,12.966391563415527,14.02975368499756,14.05448055267334,-0.07579335642357843,-0.077419367096484
170,170,170,170,2019-10-08,12.677884101867676,13.96380615234375,13.906107902526855,-0.09208965209390563,-0.0883226140102078
171,171,171,171,2019-10-09,12.686127662658691,13.403275489807127,14.013264656066896,-0.05350541572422429,-0.09470576814044795
172,172,172,172,2019-10-10,12.653153419494627,12.949906349182127,13.774214744567873,-0.022915449863947668,-0.08138840186990393
173,173,173,173,2019-10-11,13.057068824768066,12.999366760253906,13.972051620483398,0.004438836566299953,-0.06548664581040786
174,174,174,174,2019-10-14,12.949906349182127,13.098280906677246,13.897862434387209,-0.01132778862755035,-0.06820876877148907
175,175,175,175,2019-10-15,13.015849113464355,12.966391563415527,14.02975368499756,0.0038142878692921656,-0.07226816623426568
176,176,176,176,2019-10-16,12.900445938110352,12.677884101867676,13.96380615234375,0.017555124692288926,-0.07615117272699456
177,177,177,177,2019-10-17,12.883960723876951,12.686127662658691,13.403275489807127,0.01559444035870583,-0.03874536237989756
178,178,178,178,2019-10-18,13.098280906677246,12.653153419494627,12.949906349182127,0.03517917410981619,0.011457577645300088
179,179,179,179,2019-10-21,13.312600135803224,13.057068824768066,12.999366760253906,0.019570342659942064,0.02409604877885596
180,180,180,180,2019-10-22,13.213685989379885,12.949906349182127,13.098280906677246,0.02036923148980274,0.008810704513430245
181,181,181,181,2019-10-23,14.244071006774902,13.015849113464355,12.966391563415527,0.09436356265378043,0.09853778031540616
182,182,182,182,2019-10-24,13.96380615234375,12.900445938110352,12.677884101867676,0.08242817491231302,0.10143033649334554
183,183,183,183,2019-10-25,14.05448055267334,12.883960723876951,12.686127662658691,0.09085093116025611,0.1078621409464735
184,184,184,184,2019-10-28,14.29353141784668,13.098280906677246,12.653153419494627,0.09125247196066155,0.129641832669533
185,185,185,185,2019-10-29,14.05448055267334,13.312600135803224,13.057068824768066,0.05572768725133459,0.0763886398464313
186,186,186,186,2019-10-30,13.914349555969238,13.213685989379885,12.949906349182127,0.0530255953677492,0.07447491748448232
187,187,187,187,2019-10-31,13.864891052246094,14.244071006774902,13.015849113464355,-0.026620195472801256,0.06523139069762562
188,188,188,188,2019-11-01,14.186368942260742,13.96380615234375,12.900445938110352,0.015938547663069347,0.09968050797000205
189,189,189,189,2019-11-04,14.656228065490724,14.05448055267334,12.883960723876951,0.04281535063228814,0.13755609626544052
190,190,190,190,2019-11-05,14.93649673461914,14.29353141784668,13.098280906677246,0.04498295753348014,0.14034023556517305
191,191,191,191,2019-11-06,14.87055206298828,14.05448055267334,13.312600135803224,0.058064864600044785,0.11702837246610165
192,192,192,192,2019-11-07,14.985952377319336,13.914349555969238,13.213685989379885,0.07701422312553463,0.13412354352629974
193,193,193,193,2019-11-08,14.94402027130127,13.864891052246094,14.244071006774902,0.07783178497319376,0.04913969217040903
194,194,194,194,2019-11-11,14.793070793151855,14.186368942260742,13.96380615234375,0.04276653549336129,0.05938671962077602
195,195,195,195,2019-11-12,14.759528160095217,14.656228065490724,14.05448055267334,0.007048204636479483,0.050165326621606665
196,196,196,196,2019-11-13,14.608577728271484,14.93649673461914,14.29353141784668,-0.021954211363874876,0.022041180812143013
197,197,197,197,2019-11-14,14.491172790527344,14.87055206298828,14.05448055267334,-0.025512117563219694,0.031071389384856207
198,198,198,198,2019-11-15,14.633736610412598,14.985952377319336,13.914349555969238,-0.023503061936844483,0.05170109113255261
199,199,199,199,2019-11-18,14.56664752960205,14.94402027130127,13.864891052246094,-0.025252424370966087,0.050613919338534874
200,200,200,200,2019-11-19,14.692438125610352,14.793070793151855,14.186368942260742,-0.00680268951245,0.0356729185184268
201,201,201,201,2019-11-20,14.415696144104004,14.759528160095217,14.656228065490724,-0.023295596733289736,-0.016411584229715448
202,202,202,202,2019-11-21,14.315067291259766,14.608577728271484,14.93649673461914,-0.020091650431081853,-0.041604765454743786
203,203,203,203,2019-11-22,14.533103942871094,14.491172790527344,14.87055206298828,0.002893565134435505,-0.022692373402670718
204,204,204,204,2019-11-25,14.885315895080566,14.633736610412598,14.985952377319336,0.017191732458062603,-0.006715387831545461
205,205,205,205,2019-11-26,14.717596054077148,14.56664752960205,14.94402027130127,0.010362612548175054,-0.015151492912449438
206,206,206,206,2019-11-27,14.843385696411133,14.692438125610352,14.793070793151855,0.010273827223928444,0.003401248054769601
207,207,207,207,2019-11-29,14.725981712341309,14.415696144104004,14.759528160095217,0.02152414736933883,-0.0022728672210949874
208,208,208,208,2019-12-02,14.499557495117188,14.315067291259766,14.608577728271484,0.012887833504636292,-0.007462754772034619
209,209,209,209,2019-12-03,13.99639129638672,14.533103942871094,14.491172790527344,-0.03693035215286178,-0.03414364739781828
210,210,210,210,2019-12-04,14.055095672607422,14.885315895080566,14.633736610412598,-0.05577444431310474,-0.039541571179670276
211,211,211,211,2019-12-05,13.92930507659912,14.717596054077148,14.56664752960205,-0.05356112333709906,-0.04375354395771136
212,212,212,212,2019-12-06,14.080255508422852,14.843385696411133,14.692438125610352,-0.051412137607715236,-0.04166650980278119
213,213,213,213,2019-12-09,13.971232414245604,14.725981712341309,14.415696144104004,-0.05125290203662125,-0.030831929683824866
214,214,214,214,2019-12-10,14.130572319030762,14.499557495117188,14.315067291259766,-0.025448030135449606,-0.01288816660621983
215,215,215,215,2019-12-11,14.331838607788086,13.99639129638672,14.533103942871094,0.023966700008448916,-0.013848750815666944
216,216,216,216,2019-12-12,14.851770401000977,14.055095672607422,14.885315895080566,0.05668227004290172,-0.0022535963842511553
217,217,217,217,2019-12-13,14.776301383972168,13.92930507659912,14.717596054077148,0.06080678847331589,0.003988785239064763
218,218,218,218,2019-12-16,15.011113166809082,14.080255508422852,14.843385696411133,0.0661108498939802,0.011299812174152546
219,219,219,219,2019-12-17,15.279464721679688,13.971232414245604,14.725981712341309,0.09363757388361527,0.03758547444579019
220,220,220,220,2019-12-18,15.39687156677246,14.130572319030762,14.499557495117188,0.08961415144072205,0.06188561767884626
221,221,221,221,2019-12-19,15.455572128295898,14.331838607788086,13.99639129638672,0.07840818971385599,0.10425407528338226
222,222,222,222,2019-12-20,15.07819652557373,14.851770401000977,14.055095672607422,0.015245732896429276,0.07279216568836833
223,223,223,223,2019-12-23,15.245923042297363,14.776301383972168,13.92930507659912,0.03178208444195607,0.09452143940117508
224,224,224,224,2019-12-24,14.918864250183104,15.011113166809082,14.080255508422852,-0.006145374803378956,0.05955919913943286
225,225,225,225,2019-12-26,15.036270141601562,15.279464721679688,13.971232414245604,-0.015916433232969318,0.07623076445783017
226,226,226,226,2019-12-27,14.952406883239746,15.39687156677246,14.130572319030762,-0.028867207315796506,0.058160033836857084
227,227,227,227,2019-12-30,15.036270141601562,15.455572128295898,14.331838607788086,-0.02712950275885828,0.04915151175583854
228,228,228,228,2019-12-31,15.07819652557373,15.07819652557373,14.851770401000977,0.0,0.015245732896429276
229,229,229,229,2020-01-02,15.086580276489258,15.245923042297363,14.776301383972168,-0.0104515000742188,0.02099841390983337
230,230,230,230,2020-01-03,14.818230628967283,14.918864250183104,15.011113166809082,-0.006745394255771475,-0.012849316083252238
231,231,231,231,2020-01-06,14.918864250183104,15.036270141601562,15.279464721679688,-0.007808179176937435,-0.023600334047365945
232,232,232,232,2020-01-07,14.893702507019045,14.952406883239746,15.39687156677246,-0.003926082046797674,-0.03267995433821047
233,233,233,233,2020-01-08,14.94402027130127,15.036270141601562,15.455572128295898,-0.0061351564870506525,-0.033098215501067396
234,234,234,234,2020-01-09,15.10336208343506,15.07819652557373,15.07819652557373,0.0016690031741293243,0.0016690031741293243
235,235,235,235,2020-01-10,14.843385696411133,15.086580276489258,15.245923042297363,-0.016119927486623054,-0.026402950137519032
236,236,236,236,2020-01-13,15.14528751373291,14.818230628967283,14.918864250183104,0.02207125080954553,0.015176977265345615
237,237,237,237,2020-01-14,15.011113166809082,14.918864250183104,15.036270141601562,0.0061833739538750265,-0.0016730861148123166
238,238,238,238,2020-01-15,15.094968795776367,14.893702507019045,14.952406883239746,0.01351351610940732,0.009534378889623385
239,239,239,239,2020-01-16,15.313008308410645,14.94402027130127,15.036270141601562,0.02469135014611723,0.018404708362043776
240,240,240,240,2020-01-17,15.363326072692873,15.10336208343506,15.07819652557373,0.017212325826640562,0.018910056427208666
241,241,241,241,2020-01-21,15.354939460754396,14.843385696411133,15.086580276489258,0.034463415207687254,0.01778793996697492
242,242,242,242,2020-01-22,15.522662162780762,15.14528751373291,14.818230628967283,0.024916968311474275,0.04753816777803599
