,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,COF,COF_6m,COF_12m,COF_6m_ret,COF_12m_ret
30,30,30,30,2019-03-20,76.03966522216797,76.03966522216797,76.36970520019531,0.0,-0.00432160864261788
31,31,31,31,2019-03-21,75.98468780517578,76.76385498046875,76.0580062866211,-0.01015018299291004,-0.0009639811115875752
32,32,32,32,2019-03-22,73.33544921875,76.27803039550781,75.6363296508789,-0.038577047172040135,-0.03042030784345673
33,33,33,33,2019-03-25,72.74873352050781,77.30470275878906,74.50880432128906,-0.0589352144913754,-0.023622319762261368
34,34,34,34,2019-03-26,73.94044494628906,77.82723999023438,74.59130096435547,-0.04994131931741408,-0.008725628989597944
35,35,35,35,2019-03-27,73.39959716796875,77.37804412841797,75.94800567626953,-0.05141570849020838,-0.03355464683514464
36,36,36,36,2019-03-28,74.21546173095703,76.03966522216797,76.03966522216797,-0.0239901567935773,-0.0239901567935773
37,37,37,37,2019-03-29,74.88465118408203,75.98468780517578,76.76385498046875,-0.014477082855354206,-0.024480320808078826
38,38,38,38,2019-04-01,77.44221496582031,73.33544921875,76.27803039550781,0.05599973533700431,0.015262383733246843
39,39,39,39,2019-04-02,77.62555694580078,72.74873352050781,77.30470275878906,0.06703654055940644,0.004150513171402581
40,40,40,40,2019-04-03,78.20306396484375,73.94044494628906,77.82723999023438,0.057649355797778634,0.004828951594024522
41,41,41,41,2019-04-04,79.47728729248047,73.39959716796875,77.37804412841797,0.08280277220872811,0.02712970052045449
42,42,42,42,2019-04-05,79.3305892944336,74.21546173095703,76.03966522216797,0.06892266711241013,0.043279044728174565
43,43,43,43,2019-04-08,78.87226104736328,74.88465118408203,75.98468780517578,0.05325002921465005,0.0380020412743054
44,44,44,44,2019-04-09,78.01056671142578,77.44221496582031,73.33544921875,0.007339042999432666,0.06374976280203204
45,45,45,45,2019-04-10,78.49642181396484,77.62555694580078,72.74873352050781,0.01121879059459907,0.07900740006472784
46,46,46,46,2019-04-11,79.06476593017578,78.20306396484375,73.94044494628906,0.011018774989678182,0.06930335606729265
47,47,47,47,2019-04-12,80.51313781738281,79.47728729248047,73.39959716796875,0.013033289889353705,0.0969152546319203
48,48,48,48,2019-04-15,79.64227294921875,79.3305892944336,74.21546173095703,0.003928921460905288,0.07312238031927598
49,49,49,49,2019-04-16,80.58647918701172,78.87226104736328,74.88465118408203,0.021734106730109337,0.07614147776309199
50,50,50,50,2019-04-17,80.59564971923828,78.01056671142578,77.44221496582031,0.033137600671139245,0.040719841946795565
51,51,51,51,2019-04-18,80.76981353759766,78.49642181396484,77.62555694580078,0.028961724255670118,0.04050543036995191
52,52,52,52,2019-04-22,80.31147003173828,79.06476593017578,78.20306396484375,0.015768137512270686,0.026960658061202958
53,53,53,53,2019-04-23,80.8431396484375,80.51313781738281,79.47728729248047,0.004098732703762931,0.017185442564623843
54,54,54,54,2019-04-24,80.47647857666016,79.64227294921875,79.3305892944336,0.010474407579669442,0.014444482165304695
55,55,55,55,2019-04-25,80.7148208618164,80.58647918701172,78.87226104736328,0.001592595632660121,0.023361316006227595
56,56,56,56,2019-04-26,85.92162322998047,80.59564971923828,78.01056671142578,0.06608264254082785,0.10141006343177872
57,57,57,57,2019-04-29,84.68408203125,80.76981353759766,78.49642181396484,0.048462022161661844,0.07882729014004997
58,58,58,58,2019-04-30,85.09658813476562,80.31147003173828,79.06476593017578,0.059582001190319644,0.07628963589061533
59,59,59,59,2019-05-01,84.86743927001953,80.8431396484375,80.51313781738281,0.049779110992998366,0.05408187496695249
60,60,60,60,2019-05-02,85.17911529541016,80.47647857666016,79.64227294921875,0.05843492163080133,0.06952140039651789
61,61,61,61,2019-05-03,86.40747833251953,80.7148208618164,80.58647918701172,0.07052803202585234,0.07223295029429688
62,62,62,62,2019-05-06,85.81161499023438,85.92162322998047,80.59564971923828,-0.001280332419368313,0.06471770237185681
63,63,63,63,2019-05-07,83.96908569335938,84.68408203125,80.76981353759766,-0.00844310194714959,0.03960975042083614
64,64,64,64,2019-05-08,82.70404052734375,85.09658813476562,80.31147003173828,-0.028115670203285315,0.029791143091515426
65,65,65,65,2019-05-09,82.68569946289062,84.86743927001953,80.8431396484375,-0.025707619151643657,0.022791789414239316
66,66,66,66,2019-05-10,83.22895812988281,85.17911529541016,80.47647857666016,-0.022894780707266027,0.03420228620715182
67,67,67,67,2019-05-13,80.60472869873047,86.40747833251953,80.7148208618164,-0.06715564145337627,-0.001363964658664285
68,68,68,68,2019-05-14,82.18849182128906,85.81161499023438,85.92162322998047,-0.04222182707268285,-0.04344810151804501
69,69,69,69,2019-05-15,82.29896545410156,83.96908569335938,84.68408203125,-0.019889703757842492,-0.028164874908466087
70,70,70,70,2019-05-16,83.772216796875,82.70404052734375,85.09658813476562,0.012915647926271312,-0.015563154374570787
71,71,71,71,2019-05-17,83.36707305908203,82.68569946289062,84.86743927001953,0.008240525273626176,-0.017678938163361302
72,72,72,72,2019-05-20,84.14054107666016,83.22895812988281,85.17911529541016,0.010952713661929625,-0.012192827022775687
73,73,73,73,2019-05-21,84.89556884765625,80.60472869873047,86.40747833251953,0.05323310701737238,-0.017497437884311795
74,74,74,74,2019-05-22,84.030029296875,82.18849182128906,85.81161499023438,0.0224062692328042,-0.02076159146476997
75,75,75,75,2019-05-23,82.17926788330078,82.29896545410156,83.96908569335938,-0.0014544237602541754,-0.021315199460366863
76,76,76,76,2019-05-24,83.58805084228516,83.772216796875,82.70404052734375,-0.0021984132882193475,0.010688840706024827
77,77,77,77,2019-05-28,81.71887969970703,83.36707305908203,82.68569946289062,-0.019770315772114633,-0.011692708285276132
78,78,78,78,2019-05-29,82.35423278808594,84.14054107666016,83.22895812988281,-0.021230054688461286,-0.010509867736561374
79,79,79,79,2019-05-30,81.3505630493164,84.89556884765625,80.60472869873047,-0.04175725360532423,0.009252985062124353
80,80,80,80,2019-05-31,79.06705474853516,84.030029296875,82.18849182128906,-0.05906191619671863,-0.0379790041596233
81,81,81,81,2019-06-03,80.18120574951172,82.17926788330078,82.29896545410156,-0.024313457460176213,-0.025732519150206357
82,82,82,82,2019-06-04,82.7961654663086,83.58805084228516,83.772216796875,-0.009473667204786262,-0.01165125345713447
83,83,83,83,2019-06-05,82.77777862548828,81.71887969970703,83.36707305908203,0.012957824797309891,-0.007068671262767223
84,84,84,84,2019-06-06,83.20133209228516,82.35423278808594,84.14054107666016,0.010286044511870873,-0.011162383464105474
85,85,85,85,2019-06-07,83.10926818847656,81.3505630493164,84.89556884765625,0.021618844089548395,-0.0210411530710769
86,86,86,86,2019-06-10,83.26578521728516,79.06705474853516,84.030029296875,0.05310341307265887,-0.009094892456716797
87,87,87,87,2019-06-11,84.10367584228516,80.18120574951172,82.17926788330078,0.04892006868825782,0.0234171952190807
88,88,88,88,2019-06-12,83.37627410888672,82.7961654663086,83.58805084228516,0.007006467501374569,-0.0025335766448008057
89,89,89,89,2019-06-13,83.57884979248047,82.77777862548828,81.71887969970703,0.009677369703486205,0.02276059216191273
90,90,90,90,2019-06-14,83.39469909667969,83.20133209228516,82.35423278808594,0.0023240854386807897,0.012634035596823301
91,91,91,91,2019-06-17,82.82381439208984,83.10926818847656,81.3505630493164,-0.0034346806632848947,0.018109909600506624
92,92,92,92,2019-06-18,84.05764770507812,83.26578521728516,79.06705474853516,0.009510058491931206,0.06311848812903231
93,93,93,93,2019-06-19,83.31182861328125,84.10367584228516,80.18120574951172,-0.009415132229045664,0.039044347543858215
94,94,94,94,2019-06-20,84.37071228027344,83.37627410888672,82.7961654663086,0.011927112143294005,0.019017146568286014
95,95,95,95,2019-06-21,84.26944732666016,83.57884979248047,82.77777862548828,0.008262826491323816,0.018020158621562476
96,96,96,96,2019-06-24,81.6912612915039,83.39469909667969,83.20133209228516,-0.02042621202099404,-0.018149598844238612
97,97,97,97,2019-06-25,81.78333282470703,82.82381439208984,83.10926818847656,-0.012562589335201935,-0.015954121515816433
98,98,98,98,2019-06-26,82.29896545410156,84.05764770507812,83.26578521728516,-0.02092233483795569,-0.011611248974121136
99,99,99,99,2019-06-27,82.25292205810547,83.31182861328125,84.10367584228516,-0.012710158602940225,-0.02200562300808706
100,100,100,100,2019-06-28,83.55121612548828,84.37071228027344,83.37627410888672,-0.00971304061133027,0.002098223007340083
101,101,101,101,2019-07-01,84.74824523925781,84.26944732666016,83.57884979248047,0.005681749765625632,0.01399152356943012
102,102,102,102,2019-07-02,83.8827133178711,81.6912612915039,83.39469909667969,0.026826027554493148,0.005851861406990011
103,103,103,103,2019-07-03,85.62296295166016,81.78333282470703,82.82381439208984,0.0469488096698496,0.03379642171898878
104,104,104,104,2019-07-05,85.20863342285156,82.29896545410156,84.05764770507812,0.035354854738395725,0.013692813791456038
105,105,105,105,2019-07-08,84.52725219726562,82.25292205810547,83.31182861328125,0.02765044793853666,0.014588847756855206
106,106,106,106,2019-07-09,84.97843933105469,83.55121612548828,84.37071228027344,0.017082015938856054,0.007203057012988401
107,107,107,107,2019-07-10,83.0171890258789,84.74824523925781,84.26944732666016,-0.020425864966193252,-0.014860169854051919
108,108,108,108,2019-07-11,83.52360534667969,83.8827133178711,81.6912612915039,-0.004281072428243715,0.022430110959326788
109,109,109,109,2019-07-12,83.85509490966797,85.62296295166016,81.78333282470703,-0.020647125269307343,0.025332326446043885
110,110,110,110,2019-07-15,82.63968658447266,85.20863342285156,82.29896545410156,-0.030148903170766683,0.004140041475504619
111,111,111,111,2019-07-16,82.8053970336914,84.52725219726562,82.25292205810547,-0.02037041449727761,0.006716782355715711
112,112,112,112,2019-07-17,81.20323944091797,84.97843933105469,83.55121612548828,-0.04442538507243565,-0.028102244269476717
113,113,113,113,2019-07-18,81.72808837890625,83.0171890258789,84.74824523925781,-0.01552811727425274,-0.03563680701382288
114,114,114,114,2019-07-19,83.46836853027344,83.52360534667969,83.8827133178711,-0.0006613318016742697,-0.004939573020575905
115,115,115,115,2019-07-22,84.4535903930664,83.85509490966797,85.62296295166016,0.007137258434244842,-0.013657230704033685
116,116,116,116,2019-07-23,86.86602783203125,82.63968658447266,85.20863342285156,0.051141786981954596,0.019451015027488916
117,117,117,117,2019-07-24,89.24162292480469,82.8053970336914,84.52725219726562,0.07772713037647216,0.055773382015742
118,118,118,118,2019-07-25,88.30242919921875,81.20323944091797,84.97843933105469,0.08742495751620871,0.03911568504117424
119,119,119,119,2019-07-26,90.30972290039062,81.72808837890625,83.0171890258789,0.10500226656101819,0.08784366177754377
120,120,120,120,2019-07-29,89.24162292480469,83.46836853027344,83.52360534667969,0.06916697302448571,0.06845989890392468
121,121,121,121,2019-07-30,83.98400115966797,84.4535903930664,83.85509490966797,-0.005560322908864657,0.0015372500638017872
122,122,122,122,2019-07-31,85.09814453125,86.86602783203125,82.63968658447266,-0.02035183770805915,0.029749119925138512
123,123,123,123,2019-08-01,84.06686401367188,89.24162292480469,82.8053970336914,-0.05798593460691637,0.015234115470362575
124,124,124,124,2019-08-02,83.09578704833984,88.30242919921875,81.20323944091797,-0.05896374763521195,0.023306306748992034
125,125,125,125,2019-08-05,80.10860443115234,90.30972290039062,81.72808837890625,-0.11295703432165172,-0.01981551238841761
126,126,126,126,2019-08-06,81.66232299804688,89.24162292480469,83.46836853027344,-0.0849300996368495,-0.021637484522912698
127,127,127,127,2019-08-07,81.338623046875,83.98400115966797,84.4535903930664,-0.03149859587856085,-0.03688377642316487
128,128,128,128,2019-08-08,82.08773803710938,85.09814453125,86.86602783203125,-0.03537570073616747,-0.05500757792403521
129,129,129,129,2019-08-09,81.11666870117188,84.06686401367188,89.24162292480469,-0.035093438385190745,-0.09104444716877158
130,130,130,130,2019-08-12,79.2485122680664,83.09578704833984,88.30242919921875,-0.046299276015465574,-0.1025330448240086
131,131,131,131,2019-08-13,80.65426635742188,80.10860443115234,90.30972290039062,0.006811527053108168,-0.10691491716366441
132,132,132,132,2019-08-14,77.17688751220703,81.66232299804688,89.24162292480469,-0.054926621251603636,-0.13519179747283894
133,133,133,133,2019-08-15,77.38035583496094,81.338623046875,83.98400115966797,-0.04866405483201919,-0.07862980131361408
134,134,134,134,2019-08-16,79.07280731201172,82.08773803710938,85.09814453125,-0.03672814962613169,-0.07080456633253196
135,135,135,135,2019-08-19,80.43228912353516,81.11666870117188,84.06686401367188,-0.008436978349763424,-0.04323433415507949
136,136,136,136,2019-08-20,78.81382751464844,79.2485122680664,83.09578704833984,-0.00548508408520787,-0.05153040467864434
137,137,137,137,2019-08-21,79.55368041992188,80.65426635742188,80.10860443115234,-0.013645724984004182,-0.0069271461557839364
138,138,138,138,2019-08-22,79.28550720214844,77.17688751220703,81.66232299804688,0.02732190631045972,-0.02910541494093044
139,139,139,139,2019-08-23,76.8624496459961,77.38035583496094,81.338623046875,-0.0066929931166179735,-0.05503133976461971
140,140,140,140,2019-08-26,77.94450378417969,79.07280731201172,82.08773803710938,-0.014269172503005745,-0.050473241826406
141,141,141,141,2019-08-27,76.8624496459961,80.43228912353516,81.11666870117188,-0.04438316398102482,-0.0524456825371864
142,142,142,142,2019-08-28,78.23118591308594,78.81382751464844,79.2485122680664,-0.007392631723845744,-0.012837166602437389
143,143,143,143,2019-08-29,79.73865509033203,79.55368041992188,80.65426635742188,0.0023251554099543714,-0.011352298005319228
144,144,144,144,2019-08-30,80.10860443115234,79.28550720214844,77.17688751220703,0.010381433606842183,0.0379869804736761
145,145,145,145,2019-09-03,78.93407440185547,76.8624496459961,77.38035583496094,0.026952364456254152,0.02007897934985392
146,146,146,146,2019-09-04,79.49821472167969,77.94450378417969,79.07280731201172,0.019933553516513047,0.005379945699782285
147,147,147,147,2019-09-05,81.68081665039062,76.8624496459961,80.43228912353516,0.06268817903392865,0.015522715323169178
148,148,148,148,2019-09-06,81.56057739257812,78.23118591308594,78.81382751464844,0.042558366470260456,0.03485111641633165
149,149,149,149,2019-09-09,84.1223373413086,79.73865509033203,79.55368041992188,0.054975623127961004,0.05742860540544692
150,150,150,150,2019-09-10,84.92694854736328,80.10860443115234,79.28550720214844,0.0601476476893561,0.07115350010729293
151,151,151,151,2019-09-11,85.16738891601562,78.93407440185547,76.8624496459961,0.07896861477625228,0.10804937011856164
152,152,152,152,2019-09-12,85.92577362060547,79.49821472167969,77.94450378417969,0.08085161310135613,0.10239682657452143
153,153,153,153,2019-09-13,86.58240509033203,81.68081665039062,76.8624496459961,0.0600090528100512,0.12645909009019296
154,154,154,154,2019-09-16,87.24828338623047,81.56057739257812,78.23118591308594,0.0697359701890723,0.1152621856347984
155,155,155,155,2019-09-17,86.77661895751953,84.1223373413086,79.73865509033203,0.031552637505086745,0.08826288654122072
156,156,156,156,2019-09-18,86.84136199951172,84.92694854736328,80.10860443115234,0.022541884347590635,0.08404537335493978
157,157,157,157,2019-09-19,86.2586898803711,85.16738891601562,78.93407440185547,0.012813601288535592,0.09279408840883874
158,158,158,158,2019-09-20,85.7685317993164,85.92577362060547,79.49821472167969,-0.0018299727155596246,0.0788736841398121
159,159,159,159,2019-09-23,85.87028503417969,86.58240509033203,81.68081665039062,-0.008224766399239969,0.05129072596960893
160,160,160,160,2019-09-24,84.4830322265625,87.24828338623047,81.56057739257812,-0.03169404660292008,0.03583170849707984
161,161,161,161,2019-09-25,84.42753601074219,86.77661895751953,84.1223373413086,-0.027070459473966246,0.0036280336362424226
162,162,162,162,2019-09-26,84.2795639038086,86.84136199951172,84.92694854736328,-0.029499745705479974,-0.007622841213865694
163,163,163,163,2019-09-27,84.4737777709961,86.2586898803711,85.16738891601562,-0.020692548331657123,-0.00814409310708708
164,164,164,164,2019-09-30,84.14083099365234,85.7685317993164,85.92577362060547,-0.018977832213248114,-0.020773076013657077
165,165,165,165,2019-10-01,82.37443542480469,85.87028503417969,86.58240509033203,-0.04071081874228688,-0.04860074816744975
166,166,166,166,2019-10-02,79.76641082763672,84.4830322265625,87.24828338623047,-0.0558292153420461,-0.08575380819211098
167,167,167,167,2019-10-03,79.37797546386719,84.42753601074219,86.77661895751953,-0.059809403252423676,-0.08526079469948311
168,168,168,168,2019-10-04,80.75598907470703,84.2795639038086,86.84136199951172,-0.04180817586008334,-0.07007459100928082
169,169,169,169,2019-10-07,80.34905242919922,84.4737777709961,86.2586898803711,-0.0488284702144941,-0.06851063306627692
170,170,170,170,2019-10-08,78.05548095703125,84.14083099365234,85.7685317993164,-0.07232338883223266,-0.08992867990712916
171,171,171,171,2019-10-09,79.2485122680664,82.37443542480469,85.87028503417969,-0.03794773391305084,-0.07711366933832298
172,172,172,172,2019-10-10,80.48778533935547,79.76641082763672,84.4830322265625,0.009043587447823631,-0.047290524285311775
173,173,173,173,2019-10-11,82.14322662353516,79.37797546386719,84.42753601074219,0.034836503998854296,-0.027056449769141455
174,174,174,174,2019-10-14,81.94901275634766,80.75598907470703,84.2795639038086,0.014773191379489736,-0.027652624663802028
175,175,175,175,2019-10-15,83.35474395751953,80.34905242919922,84.4737777709961,0.0374079275044199,-0.013247114584009734
176,176,176,176,2019-10-16,83.17904663085938,78.05548095703125,84.14083099365234,0.0656400500132539,-0.011430649679054494
177,177,177,177,2019-10-17,83.24376678466797,79.2485122680664,82.37443542480469,0.050414252611925336,0.010553412055331668
178,178,178,178,2019-10-18,83.04955291748047,80.48778533935547,79.76641082763672,0.03182802915155358,0.04115945616430117
179,179,179,179,2019-10-21,84.45529174804688,82.14322662353516,79.37797546386719,0.028146753171846894,0.063963791650127
180,180,180,180,2019-10-22,85.23214721679688,81.94901275634766,80.75598907470703,0.04006313621142321,0.055428187969426945
181,181,181,181,2019-10-23,85.81478118896484,83.35474395751953,80.34905242919922,0.029512864111238102,0.0680248066967788
182,182,182,182,2019-10-24,85.06568908691406,83.17904663085938,78.05548095703125,0.02268170329515118,0.08981058144708465
183,183,183,183,2019-10-25,86.24021911621094,83.24376678466797,79.2485122680664,0.03599611655361645,0.08822508647852412
184,184,184,184,2019-10-28,88.01587677001953,83.04955291748047,80.48778533935547,0.059799525440837664,0.09353085563137142
185,185,185,185,2019-10-29,87.3592529296875,84.45529174804688,82.14322662353516,0.034384597122746774,0.0634991650627208
186,186,186,186,2019-10-30,87.42398834228516,85.23214721679688,81.94901275634766,0.025716131730356473,0.0668095368301238
187,187,187,187,2019-10-31,86.24021911621094,85.81478118896484,83.35474395751953,0.004957629925190554,0.034616807894724655
188,188,188,188,2019-11-01,88.08985900878906,85.06568908691406,83.17904663085938,0.03555099540526996,0.059039055830050646
189,189,189,189,2019-11-04,88.94071960449219,86.24021911621094,83.24376678466797,0.03131370161110403,0.06843698981763868
190,190,190,190,2019-11-05,89.98576354980469,88.01587677001953,83.04955291748047,0.022381039104255596,0.08351894006240057
191,191,191,191,2019-11-06,89.74532318115234,87.3592529296875,84.45529174804688,0.02731330879609639,0.06263706303788608
192,192,192,192,2019-11-07,90.3556671142578,87.42398834228516,85.23214721679688,0.03353403142046596,0.060112528720281055
193,193,193,193,2019-11-08,90.31854248046876,86.24021911621094,85.81478118896484,0.047290271361233316,0.05248234895089454
194,194,194,194,2019-11-11,90.08641052246094,88.08985900878906,85.06568908691406,0.02266494164183719,0.05902169828327675
195,195,195,195,2019-11-12,90.2721176147461,88.94071960449219,86.24021911621094,0.01496949896711497,0.0467519510021428
196,196,196,196,2019-11-13,89.43634796142578,89.98576354980469,88.01587677001953,-0.006105583446817331,0.016138806355560753
197,197,197,197,2019-11-14,89.74279022216797,89.74532318115234,87.3592529296875,-2.8223854955267136e-05,0.027284314054275338
198,198,198,198,2019-11-15,90.4299774169922,90.3556671142578,87.42398834228516,0.0008224199445114877,0.0343840304212375
199,199,199,199,2019-11-18,90.26283264160156,90.31854248046876,86.24021911621094,-0.0006168150784680027,0.04664428693032474
200,200,200,200,2019-11-19,90.14212036132812,90.08641052246094,88.08985900878906,0.0006184044690435986,0.023297362212082673
201,201,201,201,2019-11-20,89.6220932006836,90.2721176147461,88.94071960449219,-0.0072007218977249154,0.007660985870379555
202,202,202,202,2019-11-21,89.863525390625,89.43634796142578,89.98576354980469,0.004776329075774299,-0.0013584166467847103
203,203,203,203,2019-11-22,91.09860229492188,89.74279022216797,89.74532318115234,0.015107754833535436,0.015079104579498903
204,204,204,204,2019-11-25,92.73299407958984,90.4299774169922,90.3556671142578,0.025467402827913377,0.026310767672445223
205,205,205,205,2019-11-26,92.13866424560548,90.26283264160156,90.31854248046876,0.020781882742946012,0.020152249085843232
206,206,206,206,2019-11-27,93.09515380859376,90.14212036132812,90.08641052246094,0.032759751328553355,0.033398414574223434
207,207,207,207,2019-11-29,92.8722915649414,89.6220932006836,90.2721176147461,0.0362655930941036,0.02880373274605197
208,208,208,208,2019-12-02,92.14796447753906,89.863525390625,89.43634796142578,0.02542120484349919,0.030318953959108663
209,209,209,209,2019-12-03,91.16361236572266,91.09860229492188,89.74279022216797,0.0007136231419919703,0.015832159219000053
210,210,210,210,2019-12-04,92.1665267944336,92.73299407958984,90.4299774169922,-0.006108584013474916,0.019203249044658977
211,211,211,211,2019-12-05,92.46367645263672,92.13866424560548,90.26283264160156,0.003527424775389365,0.024382614046402074
212,212,212,212,2019-12-06,94.1445083618164,93.09515380859376,90.14212036132812,0.011271849395943168,0.04440086370772067
213,213,213,213,2019-12-09,94.91527557373048,92.8722915649414,89.6220932006836,0.0219977775326079,0.059061133075683614
214,214,214,214,2019-12-10,95.11029052734376,92.14796447753906,89.863525390625,0.032147493073781064,0.05838592592391367
215,215,215,215,2019-12-11,94.19094848632812,91.16361236572266,91.09860229492188,0.033207724464237476,0.03394504540690013
216,216,216,216,2019-12-12,96.6053695678711,92.1665267944336,92.73299407958984,0.048161115839135515,0.041758335603374386
217,217,217,217,2019-12-13,96.92111206054688,92.46367645263672,92.13866424560548,0.04820742348692364,0.05190489632227857
218,218,218,218,2019-12-16,95.955322265625,94.1445083618164,93.09515380859376,0.019234408202008613,0.030723064950425094
219,219,219,219,2019-12-17,96.89324951171876,94.91527557373048,92.8722915649414,0.02083936359065608,0.04329556080745234
220,220,220,220,2019-12-18,96.74464416503906,95.11029052734376,92.14796447753906,0.017183772950682297,0.049883681246376765
221,221,221,221,2019-12-19,96.00176239013672,94.19094848632812,91.16361236572266,0.019224924824612355,0.05307106529527128
222,222,222,222,2019-12-20,95.99249267578124,96.6053695678711,92.1665267944336,-0.006344128642448599,0.04151144688223951
223,223,223,223,2019-12-23,95.58389282226562,96.92111206054688,92.46367645263672,-0.013796986124611221,0.033745320209360274
224,224,224,224,2019-12-24,95.60245513916016,95.955322265625,94.1445083618164,-0.003677410675439474,0.015486264708511444
225,225,225,225,2019-12-26,96.09463500976562,96.89324951171876,94.91527557373048,-0.008242209916352827,0.01242539126506581
226,226,226,226,2019-12-27,95.64888763427734,96.74464416503906,95.11029052734376,-0.011326275890709114,0.0056628689066904325
227,227,227,227,2019-12-30,95.31459045410156,96.00176239013672,94.19094848632812,-0.007157909593811351,0.011929404956958711
228,228,228,228,2019-12-31,95.5653076171875,95.99249267578124,96.6053695678711,-0.004450192371153183,-0.01076608842071547
229,229,229,229,2020-01-02,96.21536254882812,95.58389282226562,96.92111206054688,0.006606444955497892,-0.007281690198497337
230,230,230,230,2020-01-03,94.72025299072266,95.60245513916016,95.955322265625,-0.009227818962947665,-0.01287129515842178
231,231,231,231,2020-01-06,93.8659210205078,96.09463500976562,96.89324951171876,-0.023192907585645517,-0.031243956689106844
232,232,232,232,2020-01-07,92.9373016357422,95.64888763427734,96.74464416503906,-0.02834937306226859,-0.03935455613234595
233,233,233,233,2020-01-08,93.92164611816406,95.31459045410156,96.00176239013672,-0.014614177423426744,-0.02166748005645336
234,234,234,234,2020-01-09,95.19385528564452,95.5653076171875,95.99249267578124,-0.0038868951589726697,-0.008319790098941904
235,235,235,235,2020-01-10,94.30238342285156,96.21536254882812,95.58389282226562,-0.019882262824772345,-0.013407168944217118
236,236,236,236,2020-01-13,94.63668060302734,94.72025299072266,95.60245513916016,-0.0008823074797266184,-0.010101984668981712
237,237,237,237,2020-01-14,95.24028778076172,93.8659210205078,96.09463500976562,0.014641807647672866,-0.008890686029631945
238,238,238,238,2020-01-15,95.0359878540039,92.9373016357422,95.64888763427734,0.02258174254388501,-0.006407808762156408
239,239,239,239,2020-01-16,95.57460021972656,93.92164611816406,95.31459045410156,0.01759928802230415,0.0027279114811935568
240,240,240,240,2020-01-17,96.69823455810548,95.19385528564452,95.5653076171875,0.015803323312695294,0.011855002292842753
241,241,241,241,2020-01-21,94.89671325683594,94.30238342285156,96.21536254882812,0.006302384016312779,-0.01370518446389457
242,242,242,242,2020-01-22,99.14051818847656,94.63668060302734,94.72025299072266,0.0475908237350533,0.04666652651557901
243,243,243,243,2020-01-23,98.46263885498048,95.24028778076172,93.8659210205078,0.033833907365299565,0.04897110457658416
