,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,O,O_6m,O_12m,O_6m_ret,O_12m_ret
23,23,23,23,2019-03-11,54.9344596862793,53.69951629638672,53.84833526611328,0.022997290759128708,0.020170064957412137
24,24,24,24,2019-03-12,55.42376327514648,54.01021957397461,53.987701416015625,0.026171782161259705,0.02659979627702458
25,25,25,25,2019-03-13,55.37715911865234,54.21214294433594,53.7244873046875,0.02148994876503263,0.03076198390860485
26,26,26,26,2019-03-14,55.85092544555664,53.98690032958984,53.54644775390625,0.03452735949993313,0.043036985426960994
27,27,27,27,2019-03-15,55.330562591552734,53.94808578491211,53.283241271972656,0.02562605858069711,0.03842336296941795
28,28,28,28,2019-03-18,55.15192031860352,54.17330932617188,53.7150764465332,0.018064449165169583,0.02674935915804788
29,29,29,29,2019-03-19,54.40632247924805,54.9344596862793,53.69951629638672,-0.009613951061817061,0.013162244869399098
30,30,30,30,2019-03-20,54.94221496582031,55.42376327514648,54.01021957397461,-0.008688480912700913,0.0172559082187993
31,31,31,31,2019-03-21,56.28588485717773,55.37715911865234,54.21214294433594,0.01640975725349758,0.038252350861154305
32,32,32,32,2019-03-22,56.38685989379883,55.85092544555664,53.98690032958984,0.009595802468208348,0.04445447968965155
33,33,33,33,2019-03-25,56.89168548583984,55.330562591552734,53.94808578491211,0.028214477156345286,0.05456356158147457
34,34,34,34,2019-03-26,57.45864868164063,55.15192031860352,54.17330932617188,0.04182498723002781,0.060644981750848315
35,35,35,35,2019-03-27,57.047019958496094,54.40632247924805,54.9344596862793,0.048536592052427,0.03845601256991049
36,36,36,36,2019-03-28,57.37322998046875,54.94221496582031,55.42376327514648,0.04424676027642449,0.03517384223161302
37,37,37,37,2019-03-29,57.30778503417969,56.28588485717773,55.37715911865234,0.018155531881482778,0.03486321700596351
38,38,38,38,2019-04-01,56.66116714477539,56.38685989379883,55.85092544555664,0.004864737130125807,0.014507220654894404
39,39,39,39,2019-04-02,56.52091598510742,56.89168548583984,55.330562591552734,-0.006517112255791768,0.021513487985687307
40,40,40,40,2019-04-03,56.053497314453125,57.45864868164063,55.15192031860352,-0.0244550019784312,0.01634715510613849
41,41,41,41,2019-04-04,55.92884826660156,57.047019958496094,54.40632247924805,-0.019600878235323194,0.027984353986326704
42,42,42,42,2019-04-05,56.31059646606445,57.37322998046875,54.94221496582031,-0.01852141695292464,0.02490583062760421
43,43,43,43,2019-04-08,56.09243392944336,57.30778503417969,56.28588485717773,-0.021207434627101063,-0.0034369350011150823
44,44,44,44,2019-04-09,55.46141052246094,56.66116714477539,56.38685989379883,-0.021174230655167103,-0.016412500591111434
45,45,45,45,2019-04-10,55.905460357666016,56.52091598510742,56.89168548583984,-0.010888988911707864,-0.017335136404409868
46,46,46,46,2019-04-11,55.6250228881836,56.053497314453125,57.45864868164063,-0.007644026631662859,-0.03191209392369365
47,47,47,47,2019-04-12,55.55489730834961,55.92884826660156,57.047019958496094,-0.006686190934406588,-0.026156013955366264
48,48,48,48,2019-04-15,55.60943603515625,56.31059646606445,57.37322998046875,-0.012451660520604757,-0.030742455077271025
49,49,49,49,2019-04-16,54.0201416015625,56.09243392944336,57.30778503417969,-0.03694423976123984,-0.05736818183875647
50,50,50,50,2019-04-17,52.797000885009766,55.46141052246094,56.66116714477539,-0.04804078389553634,-0.06819778791164444
51,51,51,51,2019-04-18,53.38911437988281,55.905460357666016,56.52091598510742,-0.045010737085150354,-0.05540960457983024
52,52,52,52,2019-04-22,52.89049911499024,55.6250228881836,56.053497314453125,-0.04915995771705561,-0.056428204322718
53,53,53,53,2019-04-23,53.802005767822266,55.55489730834961,55.92884826660156,-0.031552421576772405,-0.03802764699607375
54,54,54,54,2019-04-24,54.47200393676758,55.60943603515625,56.31059646606445,-0.02045394054472316,-0.03265091554135646
55,55,55,55,2019-04-25,54.596656799316406,54.0201416015625,56.09243392944336,0.010672226703997145,-0.026666290359381395
56,56,56,56,2019-04-26,54.98618698120117,52.797000885009766,55.46141052246094,0.04146421310860782,-0.008568544088277563
57,57,57,57,2019-04-29,54.1447868347168,53.38911437988281,55.905460357666016,0.014154054878249278,-0.031493766649714816
58,58,58,58,2019-04-30,54.72005081176758,52.89049911499024,55.6250228881836,0.03459131086662026,-0.016269154230015848
59,59,59,59,2019-05-01,54.71223068237305,53.802005767822266,55.55489730834961,0.016918047971645755,-0.015168178986983971
60,60,60,60,2019-05-02,54.89199447631836,54.47200393676758,55.60943603515625,0.007710209083519715,-0.012901435619385282
61,61,61,61,2019-05-03,54.94673538208008,54.596656799316406,54.0201416015625,0.006412088272189864,0.01715274623587404
62,62,62,62,2019-05-06,54.680965423583984,54.98618698120117,52.797000885009766,-0.005550876945177863,0.035683173418835645
63,63,63,63,2019-05-07,52.07823181152344,54.1447868347168,53.38911437988281,-0.03816720212606539,-0.02455336792125773
64,64,64,64,2019-05-08,52.22672653198242,54.72005081176758,52.89049911499024,-0.04556509438125311,-0.012549939859041626
65,65,65,65,2019-05-09,52.64878463745117,54.71223068237305,53.802005767822266,-0.037714529625030746,-0.021434537874809312
66,66,66,66,2019-05-10,53.33660507202149,54.89199447631836,54.47200393676758,-0.028335450718007693,-0.020843713883999637
67,67,67,67,2019-05-13,53.53983688354492,54.94673538208008,54.596656799316406,-0.025604769578248532,-0.01935686134878345
68,68,68,68,2019-05-14,53.93843078613281,54.680965423583984,54.98618698120117,-0.013579398821859767,-0.01905489819518802
69,69,69,69,2019-05-15,54.14166259765625,52.07823181152344,54.1447868347168,0.03962175201340523,-5.7701530344678176e-05
70,70,70,70,2019-05-16,54.17292022705078,52.22672653198242,54.72005081176758,0.03726432469162222,-0.009998722161258189
71,71,71,71,2019-05-17,54.14166259765625,52.64878463745117,54.71223068237305,0.028355411629827687,-0.010428529007146081
72,72,72,72,2019-05-20,53.39130783081055,53.33660507202149,54.89199447631836,0.0010256138109125956,-0.027338898136689882
73,73,73,73,2019-05-21,53.9697151184082,53.53983688354492,54.94673538208008,0.008029128586968026,-0.017781224978663857
74,74,74,74,2019-05-22,54.49340057373047,53.93843078613281,54.680965423583984,0.010288949446789264,-0.003430167123066541
75,75,75,75,2019-05-23,55.16557312011719,54.14166259765625,52.07823181152344,0.018911693386107098,0.0592827598250103
76,76,76,76,2019-05-24,55.12649154663086,54.17292022705078,52.22672653198242,0.0176023613935421,0.05552262619547266
77,77,77,77,2019-05-28,54.509037017822266,54.14166259765625,52.64878463745117,0.0067854292339726285,0.03533324450281472
78,78,78,78,2019-05-29,53.77429962158203,53.39130783081055,53.33660507202149,0.007173298544870477,0.00820626938984037
79,79,79,79,2019-05-30,54.10258865356445,53.9697151184082,53.53983688354492,0.002462001788683388,0.010510898104594046
80,80,80,80,2019-05-31,54.954193115234375,54.49340057373047,53.93843078613281,0.008455932950641287,0.018831885064085174
81,81,81,81,2019-06-03,55.926536560058594,55.16557312011719,54.14166259765625,0.013794172649751912,0.03296673719952614
82,82,82,82,2019-06-04,55.20512008666992,55.12649154663086,54.17292022705078,0.0014263294803107396,0.019053797640831593
83,83,83,83,2019-06-05,56.83617782592773,54.509037017822266,54.14166259765625,0.04269275216409674,0.04976787004668237
84,84,84,84,2019-06-06,56.93812561035156,53.77429962158203,53.39130783081055,0.05883528025532381,0.06643062183043691
85,85,85,85,2019-06-07,56.96949768066406,54.10258865356445,53.9697151184082,0.05299023759209209,0.05558270144050992
86,86,86,86,2019-06-10,56.279422760009766,54.954193115234375,54.49340057373047,0.024115168827909095,0.032775018029252534
87,87,87,87,2019-06-11,56.64014434814453,55.926536560058594,55.16557312011719,0.012759735037759956,0.026729917675587744
88,88,88,88,2019-06-12,57.29881286621094,55.20512008666992,55.12649154663086,0.03792569921510891,0.03940612323827164
89,89,89,89,2019-06-13,57.00868606567383,56.83617782592773,54.509037017822266,0.003035183686602716,0.045857516195604076
90,90,90,90,2019-06-14,57.45564651489258,56.93812561035156,53.77429962158203,0.009089180562117605,0.06845922530310489
91,91,91,91,2019-06-17,57.4635124206543,56.96949768066406,54.10258865356445,0.008671565664127412,0.06212131158105705
92,92,92,92,2019-06-18,56.9302864074707,56.279422760009766,54.954193115234375,0.011564860041944458,0.035958917422236114
93,93,93,93,2019-06-19,57.416465759277344,56.64014434814453,55.926536560058594,0.01370620467280359,0.026640827250561827
94,94,94,94,2019-06-20,57.47134399414063,57.29881286621094,55.20512008666992,0.0030110768321247594,0.041050973241482325
95,95,95,95,2019-06-21,56.65581512451172,57.00868606567383,56.83617782592773,-0.006189775024030619,-0.0031733784416047017
96,96,96,96,2019-06-24,56.2872428894043,57.45564651489258,56.93812561035156,-0.020335749336410802,-0.011431404071877815
97,97,97,97,2019-06-25,55.21297454833984,57.4635124206543,56.96949768066406,-0.03916464165712119,-0.03083269475483552
98,98,98,98,2019-06-26,53.71521759033203,56.9302864074707,56.279422760009766,-0.05647378609914688,-0.045562037489477736
99,99,99,99,2019-06-27,54.436649322509766,57.416465759277344,56.64014434814453,-0.05189829080146924,-0.03890341472455927
100,100,100,100,2019-06-28,54.26119995117188,57.47134399414063,57.29881286621094,-0.055856428958683035,-0.053013540125721015
101,101,101,101,2019-07-01,53.52165985107422,56.65581512451172,57.00868606567383,-0.05531921598073575,-0.06116657750333987
102,102,102,102,2019-07-02,54.36348342895508,56.2872428894043,57.45564651489258,-0.034177539380088495,-0.0538182628427305
103,103,103,103,2019-07-03,55.59077453613281,55.21297454833984,57.4635124206543,0.006842594351843978,-0.032590035061072276
104,104,104,104,2019-07-05,55.063663482666016,53.71521759033203,56.9302864074707,0.025103610351504768,-0.032787871668949475
105,105,105,105,2019-07-08,55.158084869384766,54.436649322509766,57.416465759277344,0.013252754455933768,-0.03933333165020991
106,106,106,106,2019-07-09,55.63011169433594,54.26119995117188,57.47134399414063,0.025228187809998692,-0.03203739762884983
107,107,107,107,2019-07-10,56.04706954956055,53.52165985107422,56.65581512451172,0.047184816493235804,-0.010744626542100622
108,108,108,108,2019-07-11,55.59077453613281,54.36348342895508,56.2872428894043,0.022575652437387017,-0.012373467192911436
109,109,109,109,2019-07-12,55.64583587646485,55.59077453613281,55.21297454833984,0.000990476221846004,0.007839848000691152
110,110,110,110,2019-07-15,55.37836837768555,55.063663482666016,53.71521759033203,0.005715291629998509,0.030962376435627714
111,111,111,111,2019-07-16,54.96137619018555,55.158084869384766,54.436649322509766,-0.0035662710129444886,0.009639220528931514
112,112,112,112,2019-07-17,55.008583068847656,55.63011169433594,54.26119995117188,-0.011172521617488718,0.013773803718832633
113,113,113,113,2019-07-18,55.15021514892578,56.04706954956055,53.52165985107422,-0.016001807192465356,0.030427966964833963
114,114,114,114,2019-07-19,54.08025741577149,55.59077453613281,54.36348342895508,-0.027172082651583107,-0.005209857708138199
115,115,115,115,2019-07-22,53.891414642333984,55.64583587646485,55.59077453613281,-0.03152834720689124,-0.03056909906326777
116,116,116,116,2019-07-23,54.75682830810547,55.37836837768555,55.063663482666016,-0.011223517192509469,-0.005572371236380547
117,117,117,117,2019-07-24,54.52081298828125,54.96137619018555,55.158084869384766,-0.008015869187477986,-0.011553553438495623
118,118,118,118,2019-07-25,54.19039535522461,55.008583068847656,55.63011169433594,-0.014873819101993924,-0.025880162654031036
119,119,119,119,2019-07-26,54.70965194702149,55.15021514892578,56.04706954956055,-0.007988422179580068,-0.023862400180555743
120,120,120,120,2019-07-29,55.21315383911133,54.08025741577149,55.59077453613281,0.020948428825515286,-0.0067928662655354355
121,121,121,121,2019-07-30,55.0872802734375,53.891414642333984,55.64583587646485,0.022190280938814144,-0.010037689150134366
122,122,122,122,2019-07-31,54.62712097167969,54.75682830810547,55.37836837768555,-0.0023687883398932907,-0.01356571939574458
123,123,123,123,2019-08-01,54.99018478393555,54.52081298828125,54.96137619018555,0.008609038822571913,0.0005241607060622044
124,124,124,124,2019-08-02,55.29012680053711,54.19039535522461,55.008583068847656,0.020293844289262397,0.005118178218425973
125,125,125,125,2019-08-05,54.429805755615234,54.70965194702149,55.15021514892578,-0.005115115549944482,-0.013062676027014164
126,126,126,126,2019-08-06,55.14805603027344,55.21315383911133,54.08025741577149,-0.0011790271757990967,0.01974470288284058
127,127,127,127,2019-08-07,56.29252243041992,55.0872802734375,53.891414642333984,0.021878774029139736,0.04455455111025719
128,128,128,128,2019-08-08,56.82136154174805,54.62712097167969,54.75682830810547,0.04016760413212905,0.03770366723992624
129,129,129,129,2019-08-09,57.365970611572266,54.99018478393555,54.52081298828125,0.043203816044109056,0.05218479819628796
130,130,130,130,2019-08-12,57.413330078125,55.29012680053711,54.19039535522461,0.03840112874487511,0.05947427956141782
131,131,131,131,2019-08-13,57.05025100708008,54.429805755615234,54.70965194702149,0.048143571616448444,0.042782196134699024
132,132,132,132,2019-08-14,56.64772033691406,55.14805603027344,55.21315383911133,0.02719342103042366,0.025982332072226777
133,133,133,133,2019-08-15,56.99496841430664,56.29252243041992,55.0872802734375,0.012478495429921077,0.034630283640795456
134,134,134,134,2019-08-16,57.46855545043945,56.82136154174805,54.62712097167969,0.011389975374241912,0.052015087528278325
135,135,135,135,2019-08-19,57.9263801574707,57.365970611572266,54.99018478393555,0.009769024038536633,0.05339489920013718
136,136,136,136,2019-08-20,57.23967361450195,57.413330078125,55.29012680053711,-0.003024671507239618,0.03526030643767486
137,137,137,137,2019-08-21,57.342281341552734,57.05025100708008,54.429805755615234,0.005118826461191439,0.05350883666596662
138,138,138,138,2019-08-22,57.67379379272461,56.64772033691406,55.14805603027344,0.01811323473756654,0.045799216586431823
139,139,139,139,2019-08-23,57.22387313842773,56.99496841430664,56.29252243041992,0.0040162268791366085,0.01654483877781443
140,140,140,140,2019-08-26,57.76060485839844,57.46855545043945,56.82136154174805,0.005081899234631759,0.016529757316010585
141,141,141,141,2019-08-27,57.72114944458008,57.9263801574707,57.365970611572266,-0.003542957670282787,0.006191455129605394
142,142,142,142,2019-08-28,57.9263801574707,57.23967361450195,57.413330078125,0.011997038061285714,0.008936079454850754
143,143,143,143,2019-08-29,58.35259628295898,57.342281341552734,57.05025100708008,0.01761902243457003,0.02282803761401997
144,144,144,144,2019-08-30,58.437294006347656,57.67379379272461,56.64772033691406,0.01323825195836803,0.031591274261171476
145,145,145,145,2019-09-03,59.7436408996582,57.22387313842773,56.99496841430664,0.0440335060008088,0.04822658143032865
146,146,146,146,2019-09-04,60.55913543701172,57.76060485839844,57.46855545043945,0.048450506802585336,0.0537786266306548
147,147,147,147,2019-09-05,59.379432678222656,57.72114944458008,57.9263801574707,0.028729213634852258,0.025084469576760693
148,148,148,148,2019-09-06,60.13156509399414,57.9263801574707,57.23967361450195,0.038068750896029124,0.050522501210760185
149,149,149,149,2019-09-09,59.57738494873047,58.35259628295898,57.342281341552734,0.020989445950825303,0.03897828190449193
150,150,150,150,2019-09-10,58.35020065307617,58.437294006347656,57.67379379272461,-0.0014903727962151114,0.011728149231564622
151,151,151,151,2019-09-11,58.28684616088867,59.7436408996582,57.22387313842773,-0.024384097065933363,0.018575691650398296
152,152,152,152,2019-09-12,58.97566223144531,60.55913543701172,57.76060485839844,-0.026147553034560622,0.021036091571852822
153,153,153,153,2019-09-13,57.50306701660156,59.379432678222656,57.72114944458008,-0.03159958889787862,-0.003778206603246903
154,154,154,154,2019-09-16,58.5639762878418,60.13156509399414,57.9263801574707,-0.026069316567795653,0.01100700800978438
155,155,155,155,2019-09-17,59.98905563354492,59.57738494873047,58.35259628295898,0.0069098481776048715,0.028044328013282493
156,156,156,156,2019-09-18,59.67238235473633,58.35020065307617,58.437294006347656,0.022659419965344263,0.021135276186034835
157,157,157,157,2019-09-19,59.87032318115234,58.28684616088867,59.7436408996582,0.02716697032968307,0.0021204312222433686
158,158,158,158,2019-09-20,60.08408737182617,58.97566223144531,60.55913543701172,0.018794619652271694,-0.007844366696411198
159,159,159,159,2019-09-23,60.20285415649414,57.50306701660156,59.379432678222656,0.046950315521659514,0.013867115954670828
160,160,160,160,2019-09-24,60.2503776550293,58.5639762878418,60.13156509399414,0.028795882282631302,0.0019758767437607627
161,161,161,161,2019-09-25,60.274112701416016,59.98905563354492,59.57738494873047,0.004751817891790466,0.01169450040959541
162,162,162,162,2019-09-26,61.18458938598633,59.67238235473633,58.35020065307617,0.025341824334418783,0.048575475340044694
163,163,163,163,2019-09-27,61.06581115722656,59.87032318115234,58.28684616088867,0.01996795595134815,0.04767739514790592
164,164,164,164,2019-09-30,60.88875198364258,60.08408737182617,58.97566223144531,0.013392308130383945,0.032438631120232264
165,165,165,165,2019-10-01,61.01579284667969,60.20285415649414,57.50306701660156,0.01350332474391247,0.061087625622890274
166,166,166,166,2019-10-02,60.92848205566406,60.2503776550293,58.5639762878418,0.011254774277388524,0.040374747715228976
167,167,167,167,2019-10-03,61.786041259765625,60.274112701416016,59.98905563354492,0.02508421095868063,0.029955224452905993
168,168,168,168,2019-10-04,62.26247024536133,61.18458938598633,59.67238235473633,0.01761686840088328,0.043405136319639714
169,169,169,169,2019-10-07,61.79397964477539,61.06581115722656,59.87032318115234,0.011924323508517798,0.03213038382643374
170,170,170,170,2019-10-08,61.87339019775391,60.88875198364258,60.08408737182617,0.016171101920037012,0.029779978430141796
171,171,171,171,2019-10-09,62.16721725463867,61.01579284667969,60.20285415649414,0.018870924300734337,0.032629069263697685
172,172,172,172,2019-10-10,62.51657485961914,60.92848205566406,60.2503776550293,0.02606486737194924,0.03761299584817923
173,173,173,173,2019-10-11,61.84955596923828,61.786041259765625,60.274112701416016,0.0010279782970010753,0.02613797528014472
174,174,174,174,2019-10-14,61.913082122802734,62.26247024536133,61.18458938598633,-0.005611536471035294,0.011906474230310993
175,175,175,175,2019-10-15,62.00045394897461,61.79397964477539,61.06581115722656,0.003341333660433321,0.015305500312468023
176,176,176,176,2019-10-16,62.4133415222168,61.87339019775391,60.88875198364258,0.008726713094872274,0.025038935581793265
177,177,177,177,2019-10-17,62.40541458129883,62.16721725463867,61.01579284667969,0.0038315584512089718,0.02277478780142994
178,178,178,178,2019-10-18,63.104190826416016,62.51657485961914,60.92848205566406,0.009399362778852893,0.0357092232950138
179,179,179,179,2019-10-21,63.4853515625,61.84955596923828,61.786041259765625,0.026447976345623347,0.02750314258830744
180,180,180,180,2019-10-22,63.30271530151367,61.913082122802734,62.26247024536133,0.022444903905036506,0.016707417037149286
181,181,181,181,2019-10-23,63.763275146484375,62.00045394897461,61.79397964477539,0.028432391784752653,0.03186872755290304
182,182,182,182,2019-10-24,64.20000457763672,62.4133415222168,61.87339019775391,0.028626300272417415,0.037602826876734774
183,183,183,183,2019-10-25,64.22382354736328,62.40541458129883,62.16721725463867,0.02913864090583873,0.03308184576286721
184,184,184,184,2019-10-28,64.22382354736328,63.104190826416016,62.51657485961914,0.017742604829956488,0.027308736788248078
185,185,185,185,2019-10-29,64.20000457763672,63.4853515625,61.84955596923828,0.01125697499576983,0.03800267554980441
186,186,186,186,2019-10-30,65.06552124023438,63.30271530151367,61.913082122802734,0.027847240522375305,0.05091717306495691
187,187,187,187,2019-10-31,65.12682342529297,63.763275146484375,62.00045394897461,0.02138453954374353,0.05042494493494054
188,188,188,188,2019-11-01,64.56149291992188,64.20000457763672,62.4133415222168,0.005630659135670513,0.034418144347237334
189,189,189,189,2019-11-04,63.82889938354492,64.22382354736328,62.40541458129883,-0.0061491848663777215,0.022810277149776015
190,190,190,190,2019-11-05,62.2921028137207,64.22382354736328,63.104190826416016,-0.030077946577222847,-0.012869002867482493
191,191,191,191,2019-11-06,62.74600982666016,64.20000457763672,63.4853515625,-0.022647891702534784,-0.01164586345736729
192,192,192,192,2019-11-07,61.76657485961914,65.06552124023438,63.30271530151367,-0.05070191274476832,-0.024266580581541075
193,193,193,193,2019-11-08,60.771263122558594,65.12682342529297,63.763275146484375,-0.06687813213753069,-0.04692375065509391
194,194,194,194,2019-11-11,60.96235275268555,64.56149291992188,64.20000457763672,-0.055747474298657895,-0.0504307101884377
195,195,195,195,2019-11-12,60.3253288269043,63.82889938354492,64.22382354736328,-0.05489003555564742,-0.060701691446071404
196,196,196,196,2019-11-13,61.16938018798828,62.2921028137207,64.22382354736328,-0.018023514619338377,-0.04755935088670693
197,197,197,197,2019-11-14,61.50381088256836,62.74600982666016,64.20000457763672,-0.019797257985383565,-0.041996783533058246
198,198,198,198,2019-11-15,61.67900085449219,61.76657485961914,65.06552124023438,-0.001417821942142461,-0.05204784840251264
199,199,199,199,2019-11-18,62.32394409179688,60.771263122558594,65.12682342529297,0.025549591854080234,-0.0430372492635277
200,200,200,200,2019-11-19,61.94176483154297,60.96235275268555,64.56149291992188,0.016065851047953217,-0.040577253869086616
201,201,201,201,2019-11-20,62.10103225708008,60.3253288269043,63.82889938354492,0.029435453808646983,-0.02707029485315371
202,202,202,202,2019-11-21,60.91455841064453,61.16938018798828,62.2921028137207,-0.004165838799749522,-0.022114270362578736
203,203,203,203,2019-11-22,60.69159698486328,61.50381088256836,62.74600982666016,-0.013205911732134257,-0.032741728876024556
204,204,204,204,2019-11-25,60.75535202026367,61.67900085449219,61.76657485961914,-0.014975093977405818,-0.01637168390272148
205,205,205,205,2019-11-26,61.09774017333984,62.32394409179688,60.771263122558594,-0.019674684205655657,0.005372227497112192
206,206,206,206,2019-11-27,61.86212158203125,61.94176483154297,60.96235275268555,-0.0012857762404464568,0.014759417717946643
207,207,207,207,2019-11-29,61.1969108581543,62.10103225708008,60.3253288269043,-0.014558878750726478,0.01444802785494792
208,208,208,208,2019-12-02,60.286502838134766,60.91455841064453,61.16938018798828,-0.010310434630024568,-0.014433321821150091
209,209,209,209,2019-12-03,60.214622497558594,60.69159698486328,61.50381088256836,-0.007858987256895711,-0.020961113897011385
210,210,210,210,2019-12-04,60.6458625793457,60.75535202026367,61.67900085449219,-0.0018021365571456727,-0.016750243370248108
211,211,211,211,2019-12-05,60.43822479248047,61.09774017333984,62.32394409179688,-0.010794431659636894,-0.030256738831209717
212,212,212,212,2019-12-06,60.6458625793457,61.86212158203125,61.94176483154297,-0.019660803276407957,-0.020921300123133535
213,213,213,213,2019-12-09,60.49414825439453,61.1969108581543,62.10103225708008,-0.011483628730683315,-0.025875318723101337
214,214,214,214,2019-12-10,60.38233184814453,60.286502838134766,60.91455841064453,0.001589559942912322,-0.008737263740994261
215,215,215,215,2019-12-11,59.55977630615234,60.214622497558594,60.69159698486328,-0.010875202139360884,-0.01864872132122719
216,216,216,216,2019-12-12,58.409767150878906,60.6458625793457,60.75535202026367,-0.03687135994712276,-0.03860704927859593
217,217,217,217,2019-12-13,57.89866638183594,60.43822479248047,61.09774017333984,-0.042019076823720636,-0.052359936430182774
218,218,218,218,2019-12-16,58.32991409301758,60.6458625793457,61.86212158203125,-0.03818807067502861,-0.05709806580638921
219,219,219,219,2019-12-17,57.28375244140625,60.49414825439453,61.1969108581543,-0.053069526650539545,-0.063943724640255
220,220,220,220,2019-12-18,57.55526351928711,60.38233184814453,60.286502838134766,-0.04681946261974801,-0.045304325019164815
221,221,221,221,2019-12-19,57.77885437011719,59.55977630615234,60.214622497558594,-0.029901420832757264,-0.040451438976307874
222,222,222,222,2019-12-20,57.89866638183594,58.409767150878906,60.6458625793457,-0.00875026205330931,-0.04529898793863285
223,223,223,223,2019-12-23,57.45946502685547,57.89866638183594,60.43822479248047,-0.007585690352243657,-0.04928602347029243
224,224,224,224,2019-12-24,57.7868537902832,58.32991409301758,60.6458625793457,-0.009310150909332182,-0.04714268488343998
225,225,225,225,2019-12-26,58.170188903808594,57.28375244140625,60.49414825439453,0.015474483158362418,-0.03841626698855316
226,226,226,226,2019-12-27,58.49761581420898,57.55526351928711,60.38233184814453,0.016372999397458843,-0.03121303825555166
227,227,227,227,2019-12-30,58.49761581420898,57.77885437011719,59.55977630615234,0.012439870120781293,-0.01783352050356246
228,228,228,228,2019-12-31,58.98470306396485,57.89866638183594,58.409767150878906,0.018757542271640837,0.009843146807978487
229,229,229,229,2020-01-02,58.06343078613281,57.45946502685547,57.89866638183594,0.010511162242722971,0.002845737468463838
230,230,230,230,2020-01-03,59.11287689208984,57.7868537902832,58.32991409301758,0.022946795245488927,0.013423006209535737
231,231,231,231,2020-01-06,59.4092903137207,58.170188903808594,57.28375244140625,0.021301313151331103,0.037105423121304826
232,232,232,232,2020-01-07,59.42530822753906,58.49761581420898,57.55526351928711,0.015858636295135176,0.03249128913509858
233,233,233,233,2020-01-08,59.69765472412109,58.49761581420898,57.77885437011719,0.020514321707118643,0.03320938732555234
234,234,234,234,2020-01-09,58.68027877807617,58.98470306396485,57.89866638183594,-0.005161071770736103,0.01349966147899817
235,235,235,235,2020-01-10,59.07281112670898,58.06343078613281,57.45946502685547,0.017384097475983795,0.02807798678772011
236,236,236,236,2020-01-13,60.05014801025391,59.11287689208984,57.7868537902832,0.015855616702179054,0.039166247537623766
237,237,237,237,2020-01-14,60.05014801025391,59.4092903137207,58.170188903808594,0.010787162969782216,0.03231825685754708
238,238,238,238,2020-01-15,60.86725997924805,59.42530822753906,58.49761581420898,0.024264943585782683,0.04050838879596674
239,239,239,239,2020-01-16,61.003448486328125,59.69765472412109,58.49761581420898,0.02187345161617249,0.04283649234659048
240,240,240,240,2020-01-17,61.16366958618164,58.68027877807617,58.98470306396485,0.04232070569223856,0.036941213722036625
241,241,241,241,2020-01-21,62.26116180419922,59.07281112670898,58.06343078613281,0.05397323433028012,0.07229560777295552
242,242,242,242,2020-01-22,61.59627151489258,60.05014801025391,59.11287689208984,0.02574720555850507,0.042011060083172014
243,243,243,243,2020-01-23,61.87664413452149,60.05014801025391,59.4092903137207,0.030416180222498257,0.04153144748525883
