,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,JNJ,JNJ_6m,JNJ_12m,JNJ_6m_ret,JNJ_12m_ret
56,56,56,56,2019-04-26,123.4325714111328,121.78844451904295,119.19476318359376,0.013499859519371382,0.035553644424894726
57,57,57,57,2019-04-29,122.94898223876952,120.90921783447266,119.20354461669922,0.016870214205581435,0.03142052221780656
58,58,58,58,2019-04-30,124.14474487304688,121.1817855834961,118.87823486328124,0.02445053334776337,0.04430171776879521
59,59,59,59,2019-05-01,124.80410766601562,123.00172424316406,119.5552215576172,0.014653318349329814,0.0439034451194491
60,60,60,60,2019-05-02,124.21503448486328,122.38629150390624,120.03001403808594,0.014942384138657117,0.034866449698568
61,61,61,61,2019-05-03,124.85686492919922,122.7819366455078,121.34880828857422,0.016899295941894765,0.028908867669162897
62,62,62,62,2019-05-06,124.92723083496094,123.4325714111328,121.78844451904295,0.012109116797459185,0.02577244769250009
63,63,63,63,2019-05-07,123.06330871582033,122.94898223876952,120.90921783447266,0.0009298692430717015,0.017815770541967035
64,64,64,64,2019-05-08,122.90501403808594,124.14474487304688,121.1817855834961,-0.009986172481394329,0.014220193623096122
65,65,65,65,2019-05-09,121.97306823730467,124.80410766601562,123.00172424316406,-0.022683864190488068,-0.008362939724534502
66,66,66,66,2019-05-10,122.2544174194336,124.21503448486328,122.38629150390624,-0.015784056040886174,-0.0010775233308579768
67,67,67,67,2019-05-13,120.62784576416016,124.85686492919922,122.7819366455078,-0.03387093827349541,-0.017544037341314045
68,68,68,68,2019-05-14,120.29378509521484,124.92723083496094,123.4325714111328,-0.03708915749415154,-0.025429157636708388
69,69,69,69,2019-05-15,120.37290954589844,123.06330871582033,122.94898223876952,-0.021861911547775836,-0.02095237102384706
70,70,70,70,2019-05-16,121.51588439941406,122.90501403808594,124.14474487304688,-0.011302465156070918,-0.021175769270951772
71,71,71,71,2019-05-17,121.86756134033205,121.97306823730467,124.80410766601562,-0.000865001581884961,-0.02352924419396496
72,72,72,72,2019-05-20,121.70050048828124,122.2544174194336,124.21503448486328,-0.004530854122448358,-0.020243394907952683
73,73,73,73,2019-05-21,121.43672943115234,120.62784576416016,124.85686492919922,0.006705613134911248,-0.027392450547162772
74,74,74,74,2019-05-22,121.99942779541016,120.29378509521484,124.92723083496094,0.014178976069672,-0.02343606770103346
75,75,75,75,2019-05-23,122.90501403808594,120.37290954589844,123.06330871582033,0.021035501274661916,-0.001286286541343773
76,76,76,76,2019-05-24,122.91389465332033,121.51588439941406,122.90501403808594,0.011504753150716418,7.225592303039541e-05
77,77,77,77,2019-05-28,121.33817291259766,121.86756134033205,121.97306823730467,-0.004343965054457777,-0.005205209099698904
78,78,78,78,2019-05-29,116.25696563720705,121.70050048828124,122.2544174194336,-0.04472894383534898,-0.049057137638228165
79,79,79,79,2019-05-30,116.94744110107422,121.43672943115234,120.62784576416016,-0.03696812612713929,-0.03051040694435936
80,80,80,80,2019-05-31,116.09761810302734,121.99942779541016,120.29378509521484,-0.048375716173685634,-0.03488265822599357
81,81,81,81,2019-06-03,116.35435485839844,122.90501403808594,120.37290954589844,-0.05329855116942239,-0.033384211635822614
82,82,82,82,2019-06-04,118.38150024414062,122.91389465332033,121.51588439941406,-0.036874548821053565,-0.025794028252067336
83,83,83,83,2019-06-05,118.9569091796875,121.33817291259766,121.86756134033205,-0.019625017220470498,-0.023883731885929405
84,84,84,84,2019-06-06,120.99290466308594,116.25696563720705,121.70050048828124,0.040736819509447075,-0.005814239237770691
85,85,85,85,2019-06-07,122.64830780029295,116.94744110107422,121.43672943115234,0.04874725471155572,0.009977033923888046
86,86,86,86,2019-06-10,123.06437683105467,116.09761810302734,121.99942779541016,0.060007766238967086,0.00872913139748821
87,87,87,87,2019-06-11,123.73712158203124,116.35435485839844,122.90501403808594,0.0634507125463204,0.006770330327511731
88,88,88,88,2019-06-12,125.41905975341795,118.38150024414062,122.91389465332033,0.05944813585537956,0.020381463846406156
89,89,89,89,2019-06-13,124.56039428710938,118.9569091796875,121.33817291259766,0.04710516729177683,0.02655571035203197
90,90,90,90,2019-06-14,124.01153564453124,120.99290466308594,116.25696563720705,0.024948826460947426,0.0667019818109067
91,91,91,91,2019-06-17,123.4361572265625,122.64830780029295,116.94744110107422,0.006423646933249039,0.05548403679803715
92,92,92,92,2019-06-18,124.13546752929688,123.06437683105467,116.09761810302734,0.008703499142669102,0.06923354292365058
93,93,93,93,2019-06-19,124.3302230834961,123.73712158203124,116.35435485839844,0.004793238228607555,0.06854808515593747
94,94,94,94,2019-06-20,125.88826751708984,125.41905975341795,118.38150024414062,0.003741120086487415,0.06341165855701991
95,95,95,95,2019-06-21,125.78204345703124,124.56039428710938,118.9569091796875,0.009807685475898387,0.0573748454327625
96,96,96,96,2019-06-24,126.64068603515624,124.01153564453124,120.99290466308594,0.021200853428355648,0.04667861630231118
97,97,97,97,2019-06-25,127.68524932861328,123.4361572265625,122.64830780029295,0.03442339908760883,0.041068169782839004
98,98,98,98,2019-06-26,125.56958770751952,124.13546752929688,123.06437683105467,0.011552864034480637,0.020356913519369302
99,99,99,99,2019-06-27,124.542724609375,124.3302230834961,123.73712158203124,0.0017091703095890587,0.006510600998663962
100,100,100,100,2019-06-28,123.29450988769533,125.88826751708984,125.41905975341795,-0.020603648620729498,-0.016939609257951904
101,101,101,101,2019-07-01,123.36532592773438,125.78204345703124,124.56039428710938,-0.019213533687918227,-0.009594288507311477
102,102,102,102,2019-07-02,123.95844268798828,126.64068603515624,124.01153564453124,-0.021179949597109338,-0.0004281291757820549
103,103,103,103,2019-07-03,125.82627868652344,127.68524932861328,123.4361572265625,-0.014559008592335942,0.019363219932178932
104,104,104,104,2019-07-05,124.43648529052734,125.56958770751952,124.13546752929688,-0.00902370102250738,0.0024249134209723966
105,105,105,105,2019-07-08,124.79055786132812,124.542724609375,124.3302230834961,0.001989945640987534,0.003702517106583869
106,106,106,106,2019-07-09,125.1800537109375,123.29450988769533,125.88826751708984,0.015293007166009565,-0.005625733200722571
107,107,107,107,2019-07-10,125.00300598144533,123.36532592773438,125.78204345703124,0.01327504338350538,-0.006193550797670366
108,108,108,108,2019-07-11,124.02925872802734,123.95844268798828,126.64068603515624,0.0005712885585156258,-0.02062076090146847
109,109,109,109,2019-07-12,118.88611602783205,125.82627868652344,127.68524932861328,-0.05515670280595142,-0.06891268448821064
110,110,110,110,2019-07-15,119.24901580810548,124.43648529052734,125.56958770751952,-0.04168768886641605,-0.050335212648273564
111,111,111,111,2019-07-16,117.29266357421876,124.79055786132812,124.542724609375,-0.06008382697865089,-0.05821344488725344
112,112,112,112,2019-07-17,116.72613525390624,125.1800537109375,123.29450988769533,-0.06753406957751296,-0.05327386142150203
113,113,113,113,2019-07-18,116.91204833984376,125.00300598144533,123.36532592773438,-0.06472610460905659,-0.052310303072281794
114,114,114,114,2019-07-19,115.35401916503906,124.02925872802734,123.95844268798828,-0.0699451053078648,-0.06941377558773576
115,115,115,115,2019-07-22,113.87569427490234,118.88611602783205,125.82627868652344,-0.04214471731717373,-0.09497685647522103
116,116,116,116,2019-07-23,114.05274963378906,119.24901580810548,124.43648529052734,-0.04357491874547803,-0.08344606995685322
117,117,117,117,2019-07-24,114.88484954833984,117.29266357421876,124.79055786132812,-0.02052825771456146,-0.07937866840851748
118,118,118,118,2019-07-25,116.07106018066406,116.72613525390624,125.1800537109375,-0.005612068555317373,-0.07276713230454179
119,119,119,119,2019-07-26,115.72581481933594,116.91204833984376,125.00300598144533,-0.010146375308211608,-0.07421574456766611
120,120,120,120,2019-07-29,117.75303649902344,115.35401916503906,124.02925872802734,0.020796998243746145,-0.05060275529636493
121,121,121,121,2019-07-30,116.92089080810548,113.87569427490234,118.88611602783205,0.026741409153140827,-0.016530317293454888
122,122,122,122,2019-07-31,115.2743682861328,114.05274963378906,119.24901580810548,0.010710996940154649,-0.033330652626673674
123,123,123,123,2019-08-01,115.33631896972656,114.88484954833984,117.29266357421876,0.003929755952692071,-0.016679172804821674
124,124,124,124,2019-08-02,116.02681732177734,116.07106018066406,116.72613525390624,-0.00038117045556274043,-0.0059910998561523154
125,125,125,125,2019-08-05,115.22122955322266,115.72581481933594,116.91204833984376,-0.004360178987730667,-0.014462314283521738
126,126,126,126,2019-08-06,115.76124572753906,117.75303649902344,115.35401916503906,-0.01691498436646166,0.003530232977122072
127,127,127,127,2019-08-07,115.2655258178711,116.92089080810548,113.87569427490234,-0.014157991602640418,0.012204812904267559
128,128,128,128,2019-08-08,116.56678771972656,115.2743682861328,114.05274963378906,0.011211680903648436,0.022042766123655966
129,129,129,129,2019-08-09,116.8854751586914,115.33631896972656,114.88484954833984,0.013431642372525143,0.017414181401784967
130,130,130,130,2019-08-12,116.7881088256836,116.02681732177734,116.07106018066406,0.006561340916513725,0.0061776694716446645
131,131,131,131,2019-08-13,118.10710144042967,115.22122955322266,115.72581481933594,0.025046355592603486,0.02057697001149883
132,132,132,132,2019-08-14,115.30976104736328,115.76124572753906,117.75303649902344,-0.003900136676469601,-0.020749150292021734
133,133,133,133,2019-08-15,115.5576400756836,115.2655258178711,116.92089080810548,0.0025342725480128614,-0.01165959926408111
134,134,134,134,2019-08-16,116.28350830078124,116.56678771972656,115.2743682861328,-0.002430189803517946,0.008754244587517945
135,135,135,135,2019-08-19,117.07138061523438,116.8854751586914,115.33631896972656,0.0015904923711913543,0.015043497668442374
136,136,136,136,2019-08-20,115.61076354980467,116.7881088256836,116.02681732177734,-0.010081037253854452,-0.0035858414595552057
137,137,137,137,2019-08-21,116.43400573730467,118.10710144042967,115.22122955322266,-0.014165919599414378,0.010525631333605956
138,138,138,138,2019-08-22,116.20384979248048,115.30976104736328,115.76124572753906,0.007753799305420195,0.0038234217518975377
139,139,139,139,2019-08-23,113.07015991210938,115.5576400756836,115.2655258178711,-0.021525882338416236,-0.01904616224308542
140,140,140,140,2019-08-26,113.97985076904295,116.28350830078124,116.56678771972656,-0.01981069857111284,-0.022192744616962856
141,141,141,141,2019-08-27,115.62086486816406,117.07138061523438,116.8854751586914,-0.01239001145666474,-0.01081922530417423
142,142,142,142,2019-08-28,114.76466369628906,115.61076354980467,116.7881088256836,-0.007318521455410232,-0.01732578042182953
143,143,143,143,2019-08-29,114.37227630615234,116.43400573730467,118.10710144042967,-0.017707279055604652,-0.03162235876359287
144,144,144,144,2019-08-30,114.47928619384766,116.20384979248048,115.30976104736328,-0.014840847370483745,-0.00720212101709683
145,145,145,145,2019-09-03,114.81818389892578,113.07015991210938,115.5576400756836,0.015459640175402356,-0.006399024558423894
146,146,146,146,2019-09-04,114.92520904541016,113.97985076904295,116.28350830078124,0.008294082418854654,-0.011680927718982104
147,147,147,147,2019-09-05,114.67550659179688,115.62086486816406,117.07138061523438,-0.008176363993169677,-0.020465070206285185
148,148,148,148,2019-09-06,114.34552001953124,114.76466369628906,115.61076354980467,-0.003652201498773544,-0.010943994239155597
149,149,149,149,2019-09-09,113.22174072265624,114.37227630615234,116.43400573730467,-0.010059567061657004,-0.027588718556122438
150,150,150,150,2019-09-10,115.54059600830078,114.47928619384766,116.20384979248048,0.009270758490370179,-0.005707674791877837
151,151,151,151,2019-09-11,116.98542022705078,114.81818389892578,113.07015991210938,0.018875375437333197,0.03462682212517243
152,152,152,152,2019-09-12,116.325439453125,114.92520904541016,113.97985076904295,0.012183840424093262,0.020578976619603617
153,153,153,153,2019-09-13,116.63760375976562,114.67550659179688,115.62086486816406,0.017109993461403183,0.00879373193377253
154,154,154,154,2019-09-16,115.53166198730467,114.34552001953124,114.76466369628906,0.010373313861101296,0.00668322692989709
155,155,155,155,2019-09-17,115.6476058959961,113.22174072265624,114.37227630615234,0.021425789409846407,0.011150688182772095
156,156,156,156,2019-09-18,116.30762481689452,115.54059600830078,114.47928619384766,0.00663860872362676,0.0159709121521856
157,157,157,157,2019-09-19,116.04004669189452,116.98542022705078,114.81818389892578,-0.008081122701627641,0.010641718510757237
158,158,158,158,2019-09-20,117.41348266601562,116.325439453125,114.92520904541016,0.009353441671966056,0.02165124293680676
159,159,159,159,2019-09-23,117.49376678466795,116.63760375976562,114.67550659179688,0.007340368777343453,0.024575955900531188
160,160,160,160,2019-09-24,117.3243179321289,115.53166198730467,114.34552001953124,0.015516577135549436,0.026050849321327618
161,161,161,161,2019-09-25,116.82489013671876,115.6476058959961,113.22174072265624,0.010179927475380879,0.03182382986752219
162,162,162,162,2019-09-26,114.9162826538086,116.30762481689452,115.54059600830078,-0.011962604904677043,-0.0054034112343278595
163,163,163,163,2019-09-27,114.6933364868164,116.04004669189452,116.98542022705078,-0.011605564143332803,-0.01959290085709653
164,164,164,164,2019-09-30,115.38897705078124,117.41348266601562,116.325439453125,-0.01724253100466433,-0.008050366340727422
165,165,165,165,2019-10-01,115.93302154541016,117.49376678466795,116.63760375976562,-0.013283642885653646,-0.006040780945797519
166,166,166,166,2019-10-02,117.72566986083984,117.3243179321289,115.53166198730467,0.00342087587454043,0.018990533294468426
167,167,167,167,2019-10-03,117.00326538085938,116.82489013671876,115.6476058959961,0.0015268599348294831,0.011722330733612063
168,168,168,168,2019-10-04,119.20616912841795,114.9162826538086,116.30762481689452,0.037330536417827576,0.02492136105510423
169,169,169,169,2019-10-07,118.76024627685548,114.6933364868164,116.04004669189452,0.03545898928929114,0.0234419035713036
170,170,170,170,2019-10-08,117.58296966552734,115.38897705078124,117.41348266601562,0.01901388391527692,0.001443505427684455
171,171,171,171,2019-10-09,115.24630737304688,115.93302154541016,117.49376678466795,-0.0059233699183308675,-0.01912832887330973
172,172,172,172,2019-10-10,115.10357666015624,117.72566986083984,117.3243179321289,-0.02227290958533601,-0.018928226569851825
173,173,173,173,2019-10-11,117.12811279296876,117.00326538085938,116.82489013671876,0.0010670421180383194,0.002595531276726515
174,174,174,174,2019-10-14,116.58409118652344,119.20616912841795,114.9162826538086,-0.021996159771478063,0.01451324820294797
175,175,175,175,2019-10-15,118.4748077392578,118.76024627685548,114.6933364868164,-0.002403485564792973,0.032970278555598975
176,176,176,176,2019-10-16,120.55286407470705,117.58296966552734,115.38897705078124,0.025257861896393452,0.04475199586571632
177,177,177,177,2019-10-17,121.44471740722656,115.24630737304688,115.93302154541016,0.053784022893815786,0.04754207031218893
178,178,178,178,2019-10-18,113.8906478881836,115.10357666015624,117.72566986083984,-0.010537715744088683,-0.032575919739420645
179,179,179,179,2019-10-21,114.1760482788086,117.12811279296876,117.00326538085938,-0.0252037230325578,-0.024163574348526562
180,180,180,180,2019-10-22,115.22846221923828,116.58409118652344,119.20616912841795,-0.011627906976744207,-0.03336829744855385
181,181,181,181,2019-10-23,115.85272979736328,118.4748077392578,118.76024627685548,-0.02213194511077199,-0.02448223686497042
182,182,182,182,2019-10-24,113.71228790283205,120.55286407470705,117.58296966552734,-0.05674337332737167,-0.03291872771801663
183,183,183,183,2019-10-25,114.47037506103516,121.44471740722656,115.24630737304688,-0.057428124459338536,-0.0067328171261926695
184,184,184,184,2019-10-28,115.21060180664062,113.8906478881836,115.10357666015624,0.01158966028319508,0.0009298159934714167
185,185,185,185,2019-10-29,115.1571044921875,114.1760482788086,117.12811279296876,0.008592487024802642,-0.016827798670889016
186,186,186,186,2019-10-30,118.4748077392578,115.22846221923828,116.58409118652344,0.028173121965672676,0.016217620547467337
187,187,187,187,2019-10-31,117.76134490966795,115.85272979736328,118.4748077392578,0.016474494089548042,-0.00602206362014146
188,188,188,188,2019-11-01,117.01216888427734,113.71228790283205,120.55286407470705,0.0290195636927566,-0.02937047757103073
189,189,189,189,2019-11-04,116.14706420898438,114.47037506103516,121.44471740722656,0.014647363102070932,-0.04362193194849451
190,190,190,190,2019-11-05,116.31651306152344,115.21060180664062,113.8906478881836,0.009599040691922411,0.02129995059578138
191,191,191,191,2019-11-06,116.7981414794922,115.1571044921875,114.1760482788086,0.014250418977979962,0.022965352542948958
192,192,192,192,2019-11-07,117.21729278564452,118.4748077392578,115.22846221923828,-0.010614197039938267,0.017259889857960786
193,193,193,193,2019-11-08,118.61750793457033,117.76134490966795,115.85272979736328,0.007270323089118236,0.02386459207342706
194,194,194,194,2019-11-11,117.7078094482422,117.01216888427734,113.71228790283205,0.005945027518059476,0.0351371133155316
195,195,195,195,2019-11-12,117.14595794677734,116.14706420898438,114.47037506103516,0.008600249559434836,0.023373583639571205
196,196,196,196,2019-11-13,117.07461547851562,116.31651306152344,115.21060180664062,0.006517582044358594,0.016179185271537833
197,197,197,197,2019-11-14,116.7981414794922,116.7981414794922,115.1571044921875,0.0,0.014250418977979962
198,198,198,198,2019-11-15,120.34773254394533,117.21729278564452,118.4748077392578,0.026706296348487202,0.015808633416899198
199,199,199,199,2019-11-18,120.24961853027344,118.61750793457033,117.76134490966795,0.013759440946975454,0.02112979961730388
200,200,200,200,2019-11-19,120.24073028564452,117.7078094482422,117.01216888427734,0.021518715277052847,0.027591672149587687
201,201,201,201,2019-11-20,121.23960876464844,117.14595794677734,116.14706420898438,0.03494487466422824,0.04384565886659875
202,202,202,202,2019-11-21,121.68553161621094,117.07461547851562,116.31651306152344,0.03938442265088171,0.04615869590113708
203,203,203,203,2019-11-22,123.13925170898438,116.7981414794922,116.7981414794922,0.054291191188222454,0.054291191188222454
204,204,204,204,2019-11-25,123.19313049316406,120.34773254394533,117.21729278564452,0.02364313717485067,0.05098085415133724
205,205,205,205,2019-11-26,123.1841812133789,120.24961853027344,118.61750793457033,0.024403925093256618,0.03849915040642715
206,206,206,206,2019-11-27,123.70502471923828,120.24073028564452,117.7078094482422,0.028811322297893405,0.05095002021622985
207,207,207,207,2019-11-29,123.47154235839844,121.23960876464844,117.14595794677734,0.018409277434098703,0.0539974619909207
208,208,208,208,2019-12-02,123.35478973388672,121.68553161621094,117.07461547851562,0.013717802728926864,0.053642493120326096
209,209,209,209,2019-12-03,123.1751708984375,123.13925170898438,116.7981414794922,0.0002916956937339954,0.054598723388633585
210,210,210,210,2019-12-04,125.16883850097656,123.19313049316406,120.34773254394533,0.016037485206386037,0.040059798843910865
211,211,211,211,2019-12-05,125.33045959472656,123.1841812133789,120.24961853027344,0.0174233278997884,0.04225245058198657
212,212,212,212,2019-12-06,126.0668716430664,123.70502471923828,120.24073028564452,0.01909257064689651,0.04845397515119276
213,213,213,213,2019-12-09,126.17463684082033,123.47154235839844,121.23960876464844,0.021892449310916273,0.04070475091809156
214,214,214,214,2019-12-10,125.71663665771484,123.35478973388672,121.68553161621094,0.019146779212411147,0.033127233681468304
215,215,215,215,2019-12-11,126.60569763183594,123.1751708984375,123.13925170898438,0.0278507974324389,0.028150617083851026
216,216,216,216,2019-12-12,126.92898559570312,125.16883850097656,123.19313049316406,0.01406218285482308,0.030325190110712885
217,217,217,217,2019-12-13,126.96488189697266,125.33045959472656,123.1841812133789,0.013040902487162498,0.030691446307093972
218,218,218,218,2019-12-16,127.3331069946289,126.0668716430664,123.70502471923828,0.01004415620899679,0.02932849561790185
219,219,219,219,2019-12-17,128.92263793945312,126.17463684082033,123.47154235839844,0.021779346209647832,0.04414859875348354
220,220,220,220,2019-12-18,128.5903778076172,125.71663665771484,123.35478973388672,0.022858877124804167,0.04244333021056734
221,221,221,221,2019-12-19,130.53013610839844,126.60569763183594,123.1751708984375,0.030997329108952032,0.05971142687535114
222,222,222,222,2019-12-20,131.167724609375,126.92898559570312,125.16883850097656,0.03339457093884923,0.04792635435657289
223,223,223,223,2019-12-23,131.50900268554688,126.96488189697266,125.33045959472656,0.03579037542256458,0.04929801670559164
224,224,224,224,2019-12-24,131.0509796142578,127.3331069946289,126.0668716430664,0.02919800441047693,0.0395354299367634
225,225,225,225,2019-12-26,130.96119689941406,128.92263793945312,126.17463684082033,0.015812265344107512,0.0379359923550433
226,226,226,226,2019-12-27,130.88937377929688,128.5903778076172,125.71663665771484,0.017878444801827875,0.04114600309953964
227,227,227,227,2019-12-30,130.48524475097656,130.53013610839844,126.60569763183594,-0.00034391565626346043,0.030642752985905686
228,228,228,228,2019-12-31,130.99708557128906,131.167724609375,126.92898559570312,-0.001300922453249198,0.032050204738448995
229,229,229,229,2020-01-02,131.08688354492188,131.50900268554688,126.96488189697266,-0.0032098117391577974,0.03246568331622646
230,230,230,230,2020-01-03,129.5692596435547,131.0509796142578,127.3331069946289,-0.011306439486866049,0.017561439453606553
231,231,231,231,2020-01-06,129.40757751464844,130.96119689941406,128.92263793945312,-0.011863203922600762,0.0037614772932512697
232,232,232,232,2020-01-07,130.19784545898438,130.88937377929688,128.5903778076172,-0.005283303757557478,0.012500683789669731
233,233,233,233,2020-01-08,130.17990112304688,130.48524475097656,130.53013610839844,-0.0023400624991156693,-0.0026831733712490147
234,234,234,234,2020-01-09,130.56607055664062,130.99708557128906,131.167724609375,-0.0032902641518225417,-0.00458690622655944
235,235,235,235,2020-01-10,130.26971435546875,131.08688354492188,131.50900268554688,-0.00623379828213777,-0.009423600702390011
236,236,236,236,2020-01-13,130.84445190429688,129.5692596435547,131.0509796142578,0.009841780868782068,-0.0015759341179198971
237,237,237,237,2020-01-14,131.58082580566406,129.40757751464844,130.96119689941406,0.01679382562253462,0.004731393121933047
238,238,238,238,2020-01-15,132.02084350585938,130.19784545898438,130.88937377929688,0.01400175279743232,0.008644473526707941
239,239,239,239,2020-01-16,133.0895233154297,130.17990112304688,130.48524475097656,0.02235077893962001,0.019958414220881737
240,240,240,240,2020-01-17,133.96063232421875,130.56607055664062,130.99708557128906,0.02599880469027016,0.02262299760338493
241,241,241,241,2020-01-21,134.0504608154297,130.26971435546875,131.08688354492188,0.029022451447497266,0.02260773305738284
242,242,242,242,2020-01-22,133.1344451904297,130.84445190429688,129.5692596435547,0.017501646059916887,0.02751567429406343
243,243,243,243,2020-01-23,133.38587951660156,131.58082580566406,129.40757751464844,0.013718212360237292,0.030742419249002673
