,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,LDOS,LDOS_6m,LDOS_12m,LDOS_6m_ret,LDOS_12m_ret
87,87,87,87,2019-06-11,72.98931121826172,70.74364471435547,70.9393310546875,0.031743720767761774,0.028897652868954626
88,88,88,88,2019-06-12,73.84660339355469,72.68182373046875,71.06975555419922,0.01602573522928341,0.039072145636378286
89,89,89,89,2019-06-13,73.36944580078125,72.79363250732422,69.86773681640625,0.007910215133158705,0.05011911282566017
90,90,90,90,2019-06-14,73.76239013671875,73.3341064453125,69.70001220703125,0.0058401705859145725,0.058283747750587755
91,91,91,91,2019-06-17,73.21039581298828,74.00501251220703,69.72796630859375,-0.010737336191756985,0.04994308150308591
92,92,92,92,2019-06-18,73.56591796875,73.77205657958984,70.19387817382812,-0.0027942641210964014,0.04803894417361243
93,93,93,93,2019-06-19,73.56591796875,72.98931121826172,70.74364471435547,0.007899879322933234,0.03989437165402121
94,94,94,94,2019-06-20,74.52960968017578,73.84660339355469,72.68182373046875,0.009248987160331623,0.0254229442089855
95,95,95,95,2019-06-21,73.83723449707031,73.36944580078125,72.79363250732422,0.006375797052621035,0.014336446112111378
96,96,96,96,2019-06-24,73.87467193603516,73.76239013671875,73.3341064453125,0.0015222093414855031,0.007371269889621779
97,97,97,97,2019-06-25,74.0337142944336,73.21039581298828,74.00501251220703,0.011245923100162258,0.0003878356512923009
98,98,98,98,2019-06-26,73.45365142822266,73.56591796875,73.77205657958984,-0.0015260672826108435,-0.0043160671686530705
99,99,99,99,2019-06-27,74.2769775390625,73.56591796875,72.98931121826172,0.009665611331249213,0.01764184781728173
100,100,100,100,2019-06-28,74.70733642578125,74.52960968017578,73.84660339355469,0.002384646134175883,0.011655688855984447
101,101,101,101,2019-07-01,75.00674438476562,73.83723449707031,73.36944580078125,0.01583902614529409,0.022315809614128712
102,102,102,102,2019-07-02,74.97867584228516,73.87467193603516,73.76239013671875,0.014944281677567561,0.016489239344224416
103,103,103,103,2019-07-03,76.15753936767578,74.0337142944336,73.21039581298828,0.02868726894878848,0.0402558068695027
104,104,104,104,2019-07-05,76.73757934570312,73.45365142822266,73.56591796875,0.044707483612158594,0.04311318970151934
105,105,105,105,2019-07-08,76.16688537597656,74.2769775390625,73.56591796875,0.02544405951252071,0.03535560323370701
106,106,106,106,2019-07-09,76.2697982788086,74.70733642578125,74.52960968017578,0.020914436624033472,0.0233489562886533
107,107,107,107,2019-07-10,76.25106811523438,75.00674438476562,73.83723449707031,0.01658949126075493,0.0326912787918654
108,108,108,108,2019-07-11,76.66272735595703,74.97867584228516,73.87467193603516,0.022460406172205793,0.03774034248620328
109,109,109,109,2019-07-12,77.1211929321289,76.15753936767578,74.0337142944336,0.012653423055080104,0.04170368415417269
110,110,110,110,2019-07-15,77.03697204589844,76.73757934570312,73.45365142822266,0.0039015134794198048,0.04878342394152213
111,111,111,111,2019-07-16,76.75630950927734,76.16688537597656,74.2769775390625,0.007738587844195788,0.033379548446366814
112,112,112,112,2019-07-17,75.56807708740234,76.2697982788086,74.70733642578125,-0.009200511962035973,0.011521501137658818
113,113,113,113,2019-07-18,75.745849609375,76.25106811523438,75.00674438476562,-0.006625723656695115,0.009853850219361027
114,114,114,114,2019-07-19,74.46409606933594,76.66272735595703,74.97867584228516,-0.028679272998109018,-0.00686301494616437
115,115,115,115,2019-07-22,74.45474243164062,77.1211929321289,76.15753936767578,-0.03457480880560171,-0.022358875433387326
116,116,116,116,2019-07-23,75.62422943115234,77.03697204589844,76.73757934570312,-0.01833850133549364,-0.014508535766226571
117,117,117,117,2019-07-24,76.3446273803711,76.75630950927734,76.16688537597656,-0.005363495607569435,0.0023335863547151448
118,118,118,118,2019-07-25,75.92362213134766,75.56807708740234,76.2697982788086,0.0047049634931704,-0.004538836541765456
119,119,119,119,2019-07-26,77.1211929321289,75.745849609375,76.25106811523438,0.018157342347423944,0.011411313157994707
120,120,120,120,2019-07-29,77.95386505126953,74.46409606933594,76.66272735595703,0.04686512247035335,0.016841791830827235
121,121,121,121,2019-07-30,78.94558715820312,74.45474243164062,77.1211929321289,0.06031643626577177,0.023656198208445556
122,122,122,122,2019-07-31,76.81243133544922,75.62422943115234,77.03697204589844,0.015711920812080615,-0.0029147136042085853
123,123,123,123,2019-08-01,78.03805541992188,76.3446273803711,76.75630950927734,0.02218136491928413,0.0166988996584001
124,124,124,124,2019-08-02,76.58787536621094,75.92362213134766,75.56807708740234,0.008748966609023467,0.013495093670692349
125,125,125,125,2019-08-05,73.89337921142578,77.1211929321289,75.745849609375,-0.04185378360969838,-0.02445639473981076
126,126,126,126,2019-08-06,74.88510131835938,77.95386505126953,74.46409606933594,-0.039366408976538314,0.005653801915911583
127,127,127,127,2019-08-07,75.38096618652344,78.94558715820312,74.45474243164062,-0.04515288441057963,0.012440090780425628
128,128,128,128,2019-08-08,78.49651336669922,76.81243133544922,75.62422943115234,0.021924602593236697,0.03798100102509849
129,129,129,129,2019-08-09,77.71061706542969,78.03805541992188,76.3446273803711,-0.004195880493564896,0.01789241406933373
130,130,130,130,2019-08-12,77.70126342773438,76.58787536621094,75.92362213134766,0.014537393238808205,0.023413547015860292
131,131,131,131,2019-08-13,78.84268188476562,73.89337921142578,77.1211929321289,0.06697897330123115,0.022321866236583388
132,132,132,132,2019-08-14,77.48606872558594,74.88510131835938,77.95386505126953,0.03473277543111086,-0.006000938187938787
133,133,133,133,2019-08-15,77.57026672363281,75.38096618652344,78.94558715820312,0.029043147731645513,-0.01742111857138051
134,134,134,134,2019-08-16,78.42166900634766,78.49651336669922,76.81243133544922,-0.0009534736912698571,0.02095022437020244
135,135,135,135,2019-08-19,79.60053253173828,77.71061706542969,78.03805541992188,0.024319913258665116,0.02002198931545296
136,136,136,136,2019-08-20,79.0298080444336,77.70126342773438,76.58787536621094,0.017098108294401504,0.031884063457125134
137,137,137,137,2019-08-21,80.03089141845703,78.84268188476562,73.89337921142578,0.01507063820365806,0.08305902737876458
138,138,138,138,2019-08-22,80.04959106445312,77.48606872558594,74.88510131835938,0.03308365466243757,0.06896551724137923
139,139,139,139,2019-08-23,78.03805541992188,77.57026672363281,75.38096618652344,0.006030515506098455,0.03524880839048561
140,140,140,140,2019-08-26,78.87076568603516,78.42166900634766,78.49651336669922,0.00572669117321567,0.004767757232574166
141,141,141,141,2019-08-27,79.55374145507812,79.60053253173828,77.71061706542969,-0.0005878236636356338,0.023717793774518547
142,142,142,142,2019-08-28,80.19929504394531,79.0298080444336,77.70126342773438,0.01479804934935669,0.03214917629407932
143,143,143,143,2019-08-29,81.5839614868164,80.03089141845703,78.84268188476562,0.019405882414064823,0.0347689796506081
144,144,144,144,2019-08-30,81.73367309570312,80.04959106445312,77.48606872558594,0.021037984190250825,0.054817652256432314
145,145,145,145,2019-09-03,80.78871154785156,78.03805541992188,77.57026672363281,0.0352476251891265,0.04149070204548111
146,146,146,146,2019-09-04,81.97692108154297,78.87076568603516,78.42166900634766,0.03938284823901217,0.04533507282161442
147,147,147,147,2019-09-05,83.09964752197266,79.55374145507812,79.60053253173828,0.04457246135804693,0.04395843694687862
148,148,148,148,2019-09-06,81.97692108154297,80.19929504394531,79.0298080444336,0.022165108017764945,0.03729115772940239
149,149,149,149,2019-09-09,79.45081329345703,81.5839614868164,80.03089141845703,-0.02614666111431818,-0.0072481777313581075
150,150,150,150,2019-09-10,78.58072662353516,81.73367309570312,80.04959106445312,-0.038575856837807065,-0.018349430913835563
151,151,151,151,2019-09-11,79.75019836425781,80.78871154785156,78.03805541992188,-0.012854681844735594,0.021939846336802127
152,152,152,152,2019-09-12,80.78871154785156,81.97692108154297,78.87076568603516,-0.014494439630264755,0.024317576292479215
153,153,153,153,2019-09-13,80.6102523803711,83.09964752197266,79.55374145507812,-0.029956747300803332,0.013280468095765885
154,154,154,154,2019-09-16,81.06111907958984,81.97692108154297,80.19929504394531,-0.011171461307288855,0.010746030063883971
155,155,155,155,2019-09-17,81.43682861328125,79.45081329345703,81.5839614868164,0.02499679030960622,-0.0018034534098829713
156,156,156,156,2019-09-18,82.28221130371094,78.58072662353516,81.73367309570312,0.047104230760156574,0.006711287860090787
157,157,157,157,2019-09-19,82.066162109375,79.75019836425781,80.78871154785156,0.029040225511904882,0.01581224080751431
158,158,158,158,2019-09-20,81.08928680419922,80.78871154785156,81.97692108154297,0.003720510583580916,-0.010827855762731264
159,159,159,159,2019-09-23,80.48815155029297,80.6102523803711,83.09964752197266,-0.0015147059644717853,-0.03142607760146243
160,160,160,160,2019-09-24,80.78873443603516,81.06111907958984,81.97692108154297,-0.003360237887750417,-0.014494160427492964
161,161,161,161,2019-09-25,81.75618743896484,81.43682861328125,79.45081329345703,0.003921552829618813,0.02901636937299501
162,162,162,162,2019-09-26,81.8407211303711,82.28221130371094,78.58072662353516,-0.005365560384738122,0.04148592978089827
163,163,163,163,2019-09-27,79.85881805419922,82.066162109375,79.75019836425781,-0.026897127859274228,0.0013619989939748223
164,164,164,164,2019-09-30,80.66661071777344,81.08928680419922,80.78871154785156,-0.00521247754276577,-0.0015113600370493252
165,165,165,165,2019-10-01,79.63337707519531,80.48815155029297,80.6102523803711,-0.010619879555359812,-0.012118499524927051
166,166,166,166,2019-10-02,77.92387390136719,80.78873443603516,81.06111907958984,-0.035461138915800605,-0.038702218941023436
167,167,167,167,2019-10-03,77.9614486694336,81.75618743896484,81.43682861328125,-0.046415309818161665,-0.04267577707809789
168,168,168,168,2019-10-04,78.55320739746094,81.8407211303711,82.28221130371094,-0.04016965744562773,-0.04531968510770712
169,169,169,169,2019-10-07,78.71287536621094,79.85881805419922,82.066162109375,-0.014349607418563948,-0.0408607720523706
170,170,170,170,2019-10-08,76.87185668945312,80.66661071777344,81.08928680419922,-0.04704243793751217,-0.05200970782897174
171,171,171,171,2019-10-09,77.67965698242188,79.63337707519531,80.48815155029297,-0.024533934947008507,-0.03489326706821194
172,172,172,172,2019-10-10,78.00841522216797,77.92387390136719,80.78873443603516,0.0010849219445607794,-0.03441468953902871
173,173,173,173,2019-10-11,78.11173248291016,77.9614486694336,81.75618743896484,0.0019276683032634079,-0.044577114836420906
174,174,174,174,2019-10-14,77.4542236328125,78.55320739746094,81.8407211303711,-0.013990310530387795,-0.05359798199445198
175,175,175,175,2019-10-15,77.23818969726562,78.71287536621094,79.85881805419922,-0.01873499935155909,-0.0328157668844411
176,176,176,176,2019-10-16,76.4022216796875,76.87185668945312,80.66661071777344,-0.006109323099386721,-0.052864363584155805
177,177,177,177,2019-10-17,76.74976348876953,77.67965698242188,79.63337707519531,-0.011970875384565205,-0.036211117653630054
178,178,178,178,2019-10-18,76.66521453857422,78.00841522216797,77.92387390136719,-0.01721866390655824,-0.016152422868325633
179,179,179,179,2019-10-21,75.93256378173828,78.11173248291016,77.9614486694336,-0.027898097147552647,-0.026024207121882026
180,180,180,180,2019-10-22,74.4766616821289,77.4542236328125,78.55320739746094,-0.03844286097036276,-0.05189534393809869
181,181,181,181,2019-10-23,74.42967987060547,77.23818969726562,78.71287536621094,-0.03636167338551155,-0.054415436809771456
182,182,182,182,2019-10-24,75.1811294555664,76.4022216796875,76.87185668945312,-0.015982417752725353,-0.02199409909815131
183,183,183,183,2019-10-25,75.12478637695312,76.74976348876953,77.67965698242188,-0.02117240546355792,-0.032889828620727424
184,184,184,184,2019-10-28,75.9043960571289,76.66521453857422,78.00841522216797,-0.009923907289954847,-0.02697169477224748
185,185,185,185,2019-10-29,81.14566040039062,75.93256378173828,78.11173248291016,0.06865429479817053,0.03884087346474163
186,186,186,186,2019-10-30,81.42745208740234,74.4766616821289,77.4542236328125,0.09332843669792634,0.05129776361100391
187,187,187,187,2019-10-31,80.99536895751953,74.42967987060547,77.23818969726562,0.08821331891160056,0.04864406163557344
188,188,188,188,2019-11-01,80.14999389648438,75.1811294555664,76.4022216796875,0.06609190998992198,0.04905318372166212
189,189,189,189,2019-11-04,80.57267761230469,75.12478637695312,76.74976348876953,0.07251789320259383,0.04981010950078746
190,190,190,190,2019-11-05,78.13050842285156,75.9043960571289,76.66521453857422,0.029327845044010203,0.01911289093882429
191,191,191,191,2019-11-06,79.96214294433594,81.14566040039062,75.93256378173828,-0.014585098577236888,0.05306786656355156
192,192,192,192,2019-11-07,80.77933502197266,81.42745208740234,74.4766616821289,-0.007959441795305278,0.0846261526428771
193,193,193,193,2019-11-08,81.9064712524414,80.99536895751953,74.42967987060547,0.011248819613374872,0.10045443423690914
194,194,194,194,2019-11-11,82.34794616699219,80.14999389648438,75.1811294555664,0.0274229873722327,0.09532733497521506
195,195,195,195,2019-11-12,83.6065902709961,80.57267761230469,75.12478637695312,0.037654360617005,0.11290286872143485
196,196,196,196,2019-11-13,84.05747985839844,78.13050842285156,75.9043960571289,0.07585988566040558,0.10741253767612058
197,197,197,197,2019-11-14,84.94979095458984,79.96214294433594,81.14566040039062,0.06237511685656005,0.046880271051203515
198,198,198,198,2019-11-15,85.50397491455078,80.77933502197266,81.42745208740234,0.058488224634344776,0.05006324921935157
199,199,199,199,2019-11-18,85.84212493896484,81.9064712524414,80.99536895751953,0.0480505828946467,0.059839914847320985
200,200,200,200,2019-11-19,86.1427001953125,82.34794616699219,80.14999389648438,0.04608195109839164,0.07476864323368315
201,201,201,201,2019-11-20,86.09574127197266,83.6065902709961,80.57267761230469,0.029772186533482792,0.06854759979857628
202,202,202,202,2019-11-21,84.58348083496094,84.05747985839844,78.13050842285156,0.006257634388380229,0.082592223477993
203,203,203,203,2019-11-22,83.1275634765625,84.94979095458984,79.96214294433594,-0.021450641108715862,0.03958648950203991
204,204,204,204,2019-11-25,84.56468963623047,85.50397491455078,80.77933502197266,-0.010985282020619436,0.04686043297123166
205,205,205,205,2019-11-26,85.20340728759766,85.84212493896484,81.9064712524414,-0.007440608580243424,0.040252448735031754
206,206,206,206,2019-11-27,85.45701599121094,86.1427001953125,82.34794616699219,-0.007959864301291919,0.037755280719617534
207,207,207,207,2019-11-29,85.32550811767578,86.09574127197266,83.6065902709961,-0.008946239882687612,0.02055959752823444
208,208,208,208,2019-12-02,84.39559936523438,84.58348083496094,84.05747985839844,-0.002221254881826784,0.0040224797056196415
209,209,209,209,2019-12-03,84.21714782714844,83.1275634765625,84.94979095458984,0.013107377445185753,-0.008624425312983353
210,210,210,210,2019-12-04,84.29229736328125,84.56468963623047,85.50397491455078,-0.003221111247743713,-0.01417100845288688
211,211,211,211,2019-12-05,84.48953247070312,85.20340728759766,85.84212493896484,-0.00837847733582886,-0.015756744945717882
212,212,212,212,2019-12-06,85.17522430419922,85.45701599121094,86.1427001953125,-0.0032974669632824805,-0.011231083875008707
213,213,213,213,2019-12-09,84.63043212890625,85.32550811767578,86.09574127197266,-0.008146168761291483,-0.01701953106411569
214,214,214,214,2019-12-10,84.19835662841797,84.39559936523438,84.58348083496094,-0.0023371211093935473,-0.004553184649546682
215,215,215,215,2019-12-11,86.49024200439453,84.21714782714844,83.1275634765625,0.02699087105053133,0.04045202803015058
216,216,216,216,2019-12-12,85.65426635742188,84.29229736328125,84.56468963623047,0.016157692182369177,0.01288453521059929
217,217,217,217,2019-12-13,86.587646484375,84.48953247070312,85.20340728759766,0.024832827834612603,0.01624628921358684
218,218,218,218,2019-12-16,86.39908599853516,85.17522430419922,85.45701599121094,0.014368752232045479,0.011023904782974325
219,219,219,219,2019-12-17,86.29535675048828,84.63043212890625,85.32550811767578,0.019672883378949013,0.011366455989631374
220,220,220,220,2019-12-18,90.2080307006836,84.19835662841797,84.39559936523438,0.07137519439705176,0.06887126081414596
221,221,221,221,2019-12-19,90.7737274169922,86.49024200439453,84.21714782714844,0.04952564952217409,0.07785326099265233
222,222,222,222,2019-12-20,92.40479278564452,85.65426635742188,84.29229736328125,0.07881132738973862,0.096242428740555
223,223,223,223,2019-12-23,92.22565460205078,86.587646484375,84.48953247070312,0.06511330826728479,0.09156308367584076
224,224,224,224,2019-12-24,92.42365264892578,86.39908599853516,85.17522430419922,0.06972951832491336,0.08510019672902946
225,225,225,225,2019-12-26,92.89505004882812,86.29535675048828,84.63043212890625,0.07647796529101791,0.09765539076219643
226,226,226,226,2019-12-27,92.61219787597656,90.2080307006836,84.19835662841797,0.026651365256715964,0.09992880602991261
227,227,227,227,2019-12-30,92.46134185791016,90.7737274169922,86.49024200439453,0.018591441476953685,0.06903784421382753
228,228,228,228,2019-12-31,92.2916488647461,92.40479278564452,85.65426635742188,-0.001224437796867206,0.07749039002479408
229,229,229,229,2020-01-02,92.97988891601562,92.22565460205078,86.587646484375,0.00817813998956507,0.07382395400704334
230,230,230,230,2020-01-03,93.79071807861328,92.42365264892578,86.39908599853516,0.014791294116889508,0.08555220225597582
231,231,231,231,2020-01-06,94.62039947509766,92.89505004882812,86.29535675048828,0.01857310400675427,0.09647150250134717
232,232,232,232,2020-01-07,94.27154541015624,92.61219787597656,90.2080307006836,0.017917159642424352,0.045046041665133485
233,233,233,233,2020-01-08,94.15840911865234,92.46134185791016,90.7737274169922,0.018354343844048326,0.03728701903042664
234,234,234,234,2020-01-09,95.2992172241211,92.2916488647461,92.40479278564452,0.032587654423452905,0.03132331507079833
235,235,235,235,2020-01-10,95.2426300048828,92.97988891601562,92.22565460205078,0.02433581191854306,0.03271297358473757
236,236,236,236,2020-01-13,95.36520385742188,93.79071807861328,92.42365264892578,0.01678722384329001,0.0318268227254519
237,237,237,237,2020-01-14,95.02577209472656,94.62039947509766,92.89505004882812,0.004284198987508869,0.02293687386764387
238,238,238,238,2020-01-15,96.298583984375,94.27154541015624,92.61219787597656,0.02150212522134365,0.03980454187401028
239,239,239,239,2020-01-16,96.44001007080078,94.15840911865234,92.46134185791016,0.02423151552266889,0.04303061293448285
240,240,240,240,2020-01-17,97.4770965576172,95.2992172241211,92.2916488647461,0.022853066341292694,0.056185448593191856
241,241,241,241,2020-01-21,97.36395263671876,95.2426300048828,92.97988891601562,0.022272827112472804,0.04715066636251919
242,242,242,242,2020-01-22,96.60972595214844,95.36520385742188,93.79071807861328,0.013050064849514875,0.030056363052603174
243,243,243,243,2020-01-23,96.76055908203124,95.02577209472656,94.62039947509766,0.018255963083102955,0.02261837424916835
244,244,244,244,2020-01-24,95.8083267211914,96.298583984375,94.27154541015624,-0.005091012171717257,0.016301645468406623
