,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,MU,MU_6m,MU_12m,MU_6m_ret,MU_12m_ret
40,40,40,40,2019-04-03,43.15704727172852,39.63763427734375,38.93965148925781,0.08878968330348647,0.10830594576929253
41,41,41,41,2019-04-04,42.16413497924805,38.56607818603516,39.68678665161133,0.09329589531651528,0.062422497174790426
42,42,42,42,2019-04-05,42.58686447143555,38.674224853515625,39.45085144042969,0.10116918006087072,0.07949164381765494
43,43,43,43,2019-04-08,42.17396926879883,40.63053894042969,43.24552154541016,0.03798695189921153,-0.024778340931468357
44,44,44,44,2019-04-09,41.013946533203125,41.534969329833984,40.91563415527344,-0.012544196012120756,0.0024028071410697738
45,45,45,45,2019-04-10,41.456329345703125,41.72174835205078,39.86373901367188,-0.00636164630753322,0.03995085186276781
46,46,46,46,2019-04-11,41.56445693969727,43.15704727172852,39.63763427734375,-0.03690220792919097,0.0486109400190633
47,47,47,47,2019-04-12,41.29903030395508,42.16413497924805,38.56607818603516,-0.020517548284074816,0.07086414399557794
48,48,48,48,2019-04-15,41.112247467041016,42.58686447143555,38.674224853515625,-0.03462609944866002,0.06303998652228371
49,49,49,49,2019-04-16,42.03633499145508,42.17396926879883,40.63053894042969,-0.0032634888233196158,0.03459949308293675
50,50,50,50,2019-04-17,42.41973876953125,41.013946533203125,41.534969329833984,0.03427595623332791,0.021301795907713528
51,51,51,51,2019-04-18,42.66551208496094,41.456329345703125,41.72174835205078,0.029167626713269,0.022620426280955952
52,52,52,52,2019-04-22,42.66551208496094,41.56445693969727,43.15704727172852,0.026490305090743904,-0.011389453585013531
53,53,53,53,2019-04-23,42.04616928100586,41.29903030395508,42.16413497924805,0.018090956895402632,-0.0027977734702786528
54,54,54,54,2019-04-24,42.3017692565918,41.112247467041016,42.58686447143555,0.028933514046012743,-0.006694440137403723
55,55,55,55,2019-04-25,42.02650833129883,42.03633499145508,42.17396926879883,-0.0002337658637044937,-0.0034964917947406526
56,56,56,56,2019-04-26,41.38750457763672,42.41973876953125,41.013946533203125,-0.024333817742318353,0.009108073619084056
57,57,57,57,2019-04-29,41.397342681884766,42.66551208496094,41.456329345703125,-0.029723524718297867,-0.0014228626786146892
58,58,58,58,2019-04-30,41.34819412231445,42.66551208496094,41.56445693969727,-0.030875475255594642,-0.005203070924193254
59,59,59,59,2019-05-01,41.190895080566406,42.04616928100586,41.29903030395508,-0.020341310874801066,-0.0026183477576304792
60,60,60,60,2019-05-02,41.83972930908203,42.3017692565918,41.112247467041016,-0.010922473353470075,0.017695015156352856
61,61,61,61,2019-05-03,42.5966911315918,42.02650833129883,42.03633499145508,0.013567217999605585,0.013330280583467191
62,62,62,62,2019-05-06,41.4170036315918,41.38750457763672,42.41973876953125,0.0007127526594348232,-0.023638409076193745
63,63,63,63,2019-05-07,39.578643798828125,41.397342681884766,42.66551208496094,-0.043932744597456774,-0.07235043329576951
64,64,64,64,2019-05-08,39.0772705078125,41.34819412231445,42.66551208496094,-0.05492195397419786,-0.08410168779887328
65,65,65,65,2019-05-09,38.60540390014648,41.190895080566406,42.04616928100586,-0.06276851171509856,-0.08183302877995424
66,66,66,66,2019-05-10,38.28098678588867,41.83972930908203,42.3017692565918,-0.08505653793560453,-0.09504998351993454
67,67,67,67,2019-05-13,36.74739456176758,42.5966911315918,42.02650833129883,-0.13731809712060228,-0.12561390367992298
68,68,68,68,2019-05-14,37.85826110839844,41.4170036315918,41.38750457763672,-0.08592467371248569,-0.08527316409275054
69,69,69,69,2019-05-15,37.75995635986328,39.578643798828125,41.397342681884766,-0.04595123188679584,-0.0878652127498315
70,70,70,70,2019-05-16,36.67856979370117,39.0772705078125,41.34819412231445,-0.0613835276348631,-0.11293417832952513
71,71,71,71,2019-05-17,35.449729919433594,38.60540390014648,41.190895080566406,-0.081741768299461,-0.13937947087344205
72,72,72,72,2019-05-20,34.03409194946289,38.28098678588867,41.83972930908203,-0.11094005648755356,-0.18656041729994632
73,73,73,73,2019-05-21,35.036827087402344,36.74739456176758,42.5966911315918,-0.04654935390017911,-0.17747538232101523
74,74,74,74,2019-05-22,34.142234802246094,37.85826110839844,41.4170036315918,-0.09815628603522908,-0.17564691289730827
75,75,75,75,2019-05-23,33.24763488769531,37.75995635986328,39.578643798828125,-0.11950017709671701,-0.1599602286352284
76,76,76,76,2019-05-24,33.424591064453125,36.67856979370117,39.0772705078125,-0.08871607446937191,-0.14465389649538773
77,77,77,77,2019-05-28,32.38253402709961,35.449729919433594,38.60540390014648,-0.08652240508756437,-0.16119167899764564
78,78,78,78,2019-05-29,32.726600646972656,34.03409194946289,38.28098678588867,-0.03841710554322186,-0.14509516617172213
79,79,79,79,2019-05-30,32.7560920715332,35.036827087402344,36.74739456176758,-0.06509536409160721,-0.10861457085142501
80,80,80,80,2019-05-31,32.05811309814453,34.142234802246094,37.85826110839844,-0.06104233411119464,-0.1532069313391472
81,81,81,81,2019-06-03,32.136756896972656,33.24763488769531,37.75995635986328,-0.03341224103534002,-0.14891964941113578
82,82,82,82,2019-06-04,33.90630340576172,33.424591064453125,36.67856979370117,0.014411914281305727,-0.07558272864869275
83,83,83,83,2019-06-05,32.775760650634766,32.38253402709961,35.449729919433594,0.01214317024128131,-0.07542989114094645
84,84,84,84,2019-06-06,32.903568267822266,32.726600646972656,34.03409194946289,0.0054074550167488855,-0.0332173892965717
85,85,85,85,2019-06-07,33.41476058959961,32.7560920715332,35.036827087402344,0.02010827532869297,-0.04629604426668976
86,86,86,86,2019-06-10,34.34868240356445,32.05811309814453,34.142234802246094,0.07145053417234637,0.0060466926817801525
87,87,87,87,2019-06-11,34.25037384033203,32.136756896972656,33.24763488769531,0.06576945365506015,0.03015970778143462
88,88,88,88,2019-06-12,32.40218734741211,33.90630340576172,33.424591064453125,-0.044360956732724,-0.0305883687572871
89,89,89,89,2019-06-13,32.81508255004883,32.775760650634766,32.38253402709961,0.0011997249990078895,0.01335746370519475
90,90,90,90,2019-06-14,32.107269287109375,32.903568267822266,32.726600646972656,-0.024200991644168335,-0.018924402401096052
91,91,91,91,2019-06-17,31.881162643432617,33.41476058959961,32.7560920715332,-0.04589582325615482,-0.026710433777933695
92,92,92,92,2019-06-18,33.70968246459961,34.34868240356445,32.05811309814453,-0.018603331896612563,0.051517984274335404
93,93,93,93,2019-06-19,33.365604400634766,34.25037384033203,32.136756896972656,-0.025832402408857535,0.03823806825317422
94,94,94,94,2019-06-20,33.572052001953125,32.40218734741211,33.90630340576172,0.03610449634149315,-0.009858090391292706
95,95,95,95,2019-06-21,32.68728256225586,32.81508255004883,32.775760650634766,-0.0038945502452432113,-0.0026994976355245726
96,96,96,96,2019-06-24,32.6282958984375,32.107269287109375,32.903568267822266,0.016227683726977915,-0.008366033955471197
97,97,97,97,2019-06-25,32.12693786621094,31.881162643432617,33.41476058959961,0.007709104762807284,-0.03854053420300452
98,98,98,98,2019-06-26,36.41314315795898,33.70968246459961,34.34868240356445,0.0801983434936957,0.06010305519551129
99,99,99,99,2019-06-27,37.42570877075195,33.365604400634766,34.25037384033203,0.12168532364544693,0.09270949698892794
100,100,100,100,2019-06-28,37.93691253662109,33.572052001953125,32.40218734741211,0.13001470790090597,0.17081331978814762
101,101,101,101,2019-07-01,39.43118667602539,32.68728256225586,32.81508255004883,0.20631583861170344,0.20161778096659755
102,102,102,102,2019-07-02,38.92981719970703,32.6282958984375,32.107269287109375,0.19313056743399515,0.21249231292730375
103,103,103,103,2019-07-03,38.91998672485352,32.12693786621094,31.881162643432617,0.21144401893923037,0.22078316779550922
104,104,104,104,2019-07-05,38.75286483764648,36.41314315795898,33.70968246459961,0.06425486724773699,0.14960634465610845
105,105,105,105,2019-07-08,39.726104736328125,37.42570877075195,33.365604400634766,0.06146566200434722,0.19063045462387462
106,106,106,106,2019-07-09,40.65019607543945,37.93691253662109,33.572052001953125,0.07152093719274588,0.21083441885156562
107,107,107,107,2019-07-10,42.17396926879883,39.43118667602539,32.68728256225586,0.0695587128865458,0.2902256156801877
108,108,108,108,2019-07-11,42.74415588378906,38.92981719970703,32.6282958984375,0.09797987656902585,0.3100333531619097
109,109,109,109,2019-07-12,43.75672149658203,38.91998672485352,32.12693786621094,0.12427380322408665,0.3619947745658809
110,110,110,110,2019-07-15,43.648582458496094,38.75286483764648,36.41314315795898,0.12633176002238855,0.19870405773953714
111,111,111,111,2019-07-16,42.33126449584961,39.726104736328125,37.42570877075195,0.06557803179578192,0.13107449093739887
112,112,112,112,2019-07-17,42.63601303100586,40.65019607543945,37.93691253662109,0.048851349988105586,0.1238661815151314
113,113,113,113,2019-07-18,43.91400909423828,42.17396926879883,39.43118667602539,0.041258621268232654,0.11368723074567
114,114,114,114,2019-07-19,44.749629974365234,42.74415588378906,38.92981719970703,0.046918088545918835,0.14949499363952823
115,115,115,115,2019-07-22,46.39136505126953,43.75672149658203,38.91998672485352,0.06021117361119699,0.1919676483765329
116,116,116,116,2019-07-23,46.15543365478516,43.648582458496094,38.75286483764648,0.057432591279974465,0.19101991164140886
117,117,117,117,2019-07-24,47.17782974243164,42.33126449584961,39.726104736328125,0.11449138844074014,0.18757754014803196
118,118,118,118,2019-07-25,46.961551666259766,42.63601303100586,40.65019607543945,0.10145269990672623,0.15526015124521342
119,119,119,119,2019-07-26,46.68629455566406,43.91400909423828,42.17396926879883,0.06312986490202999,0.10699313735697014
120,120,120,120,2019-07-29,46.027626037597656,44.749629974365234,42.74415588378906,0.02855880739046368,0.07681682059029415
121,121,121,121,2019-07-30,46.65679550170898,46.39136505126953,43.75672149658203,0.005721548614620486,0.06627722338277753
122,122,122,122,2019-07-31,44.13029098510742,46.15543365478516,43.648582458496094,-0.04387658200385658,0.011036063475128088
123,123,123,123,2019-08-01,42.862117767333984,47.17782974243164,42.33126449584961,-0.09147754355508464,0.012540453912885718
124,124,124,124,2019-08-02,43.33399963378906,46.961551666259766,42.63601303100586,-0.07724514850468567,0.016370822531544205
125,125,125,125,2019-08-05,41.23020935058594,46.68629455566406,43.91400909423828,-0.11686695757301613,-0.06111488791408182
126,126,126,126,2019-08-06,41.89870834350586,46.027626037597656,44.749629974365234,-0.08970520640623725,-0.06370827272745094
127,127,127,127,2019-08-07,41.04343032836914,46.65679550170898,46.39136505126953,-0.12031184553028784,-0.11527866698878353
128,128,128,128,2019-08-08,41.90854263305664,44.13029098510742,46.15543365478516,-0.05034520059703551,-0.09201280727839567
129,129,129,129,2019-08-09,40.81732177734375,42.862117767333984,47.17782974243164,-0.04770636861878563,-0.13481985076069036
130,130,130,130,2019-08-12,41.4170036315918,43.33399963378906,46.961551666259766,-0.04423768907549708,-0.11806569071804185
131,131,131,131,2019-08-13,43.42247009277344,41.23020935058594,46.68629455566406,0.05317122509726824,-0.06990969178329554
132,132,132,132,2019-08-14,41.32852554321289,41.89870834350586,46.027626037597656,-0.013608600905267387,-0.10209304495839755
133,133,133,133,2019-08-15,41.52513885498047,41.04343032836914,46.65679550170898,0.011736556198090886,-0.10998733606855926
134,134,134,134,2019-08-16,42.81296920776367,41.90854263305664,44.13029098510742,0.021580959820674872,-0.029850738527609222
135,135,135,135,2019-08-19,44.24825668334961,40.81732177734375,42.862117767333984,0.08405585561741225,0.032339487365974806
136,136,136,136,2019-08-20,43.48146438598633,41.4170036315918,43.33399963378906,0.04984572937139786,0.003402980418227619
137,137,137,137,2019-08-21,43.42247009277344,43.42247009277344,41.23020935058594,0.0,0.05317122509726824
138,138,138,138,2019-08-22,44.02214813232422,41.32852554321289,41.89870834350586,0.06517586954063703,0.05068031623813729
139,139,139,139,2019-08-23,42.23295593261719,41.52513885498047,41.04343032836914,0.01704550778526359,0.02898211954340102
140,140,140,140,2019-08-26,42.69499588012695,42.81296920776367,41.90854263305664,-0.0027555511757246798,0.018765941205743042
141,141,141,141,2019-08-27,41.72174835205078,44.24825668334961,40.81732177734375,-0.057098482983840126,0.022157910791908986
142,142,142,142,2019-08-28,42.41973876953125,43.48146438598633,41.4170036315918,-0.024417890046896873,0.024210711785402905
143,143,143,143,2019-08-29,43.91400909423828,43.42247009277344,43.42247009277344,0.011319922621045198,0.011319922621045198
144,144,144,144,2019-08-30,44.50386428833008,44.02214813232422,41.32852554321289,0.010942586321728065,0.07683164844090729
145,145,145,145,2019-09-03,44.22859954833984,42.23295593261719,41.52513885498047,0.04725323083960076,0.06510419393901956
146,146,146,146,2019-09-04,46.01780700683594,42.69499588012695,42.81296920776367,0.07782671149654896,0.07485670483445706
147,147,147,147,2019-09-05,48.200225830078125,41.72174835205078,44.24825668334961,0.1552781878496925,0.08931355589915535
148,148,148,148,2019-09-06,48.1412467956543,42.41973876953125,43.48146438598633,0.13487843612635886,0.10716709925643109
149,149,149,149,2019-09-09,48.29853820800781,43.91400909423828,43.42247009277344,0.09984351700525562,0.11229366051301337
150,150,150,150,2019-09-10,48.55413818359375,44.50386428833008,44.02214813232422,0.09100948782835805,0.10294795332674411
151,151,151,151,2019-09-11,49.62568664550781,44.22859954833984,42.23295593261719,0.12202708546693208,0.17504649034478548
152,152,152,152,2019-09-12,49.58636474609375,46.01780700683594,42.69499588012695,0.07754732290323396,0.16140928752670258
153,153,153,153,2019-09-13,49.64534378051758,48.200225830078125,41.72174835205078,0.029981559744843844,0.18991522986062304
154,154,154,154,2019-09-16,49.30127334594727,48.1412467956543,42.41973876953125,0.0240963129853482,0.16222482212358202
155,155,155,155,2019-09-17,49.979591369628906,48.29853820800781,43.91400909423828,0.034805466666119056,0.13812408387432917
156,156,156,156,2019-09-18,49.62568664550781,48.55413818359375,44.50386428833008,0.02206914800675297,0.11508713769201373
157,157,157,157,2019-09-19,48.97685241699219,49.62568664550781,44.22859954833984,-0.013074564250374121,0.10735707024733454
158,158,158,158,2019-09-20,48.32802963256836,49.58636474609375,46.01780700683594,-0.025376635693474925,0.05020279704743946
159,159,159,159,2019-09-23,48.76057815551758,49.64534378051758,48.200225830078125,-0.017821724206635636,0.011625512449150888
160,160,160,160,2019-09-24,47.68902969360352,49.30127334594727,48.1412467956543,-0.032701866360136944,-0.009393547781807676
161,161,161,161,2019-09-25,48.63278198242188,49.979591369628906,48.29853820800781,-0.026947186847658733,0.006920370404888354
162,162,162,162,2019-09-26,47.77750778198242,49.62568664550781,48.55413818359375,-0.0372423837019632,-0.01599514337325314
163,163,163,163,2019-09-27,42.47872543334961,48.97685241699219,49.62568664550781,-0.13267751321210053,-0.14401737679140314
164,164,164,164,2019-09-30,42.124813079833984,48.32802963256836,49.58636474609375,-0.1283564962175494,-0.15047587586762068
165,165,165,165,2019-10-01,41.584129333496094,48.76057815551758,49.64534378051758,-0.1471772709325314,-0.16237604240712222
166,166,166,166,2019-10-02,41.26953887939453,47.68902969360352,49.30127334594727,-0.13461147889679193,-0.1629112986635055
167,167,167,167,2019-10-03,42.724491119384766,48.63278198242188,49.979591369628906,-0.12148782410129533,-0.14516125585318107
168,168,168,168,2019-10-04,43.79604721069336,47.77750778198242,49.62568664550781,-0.08333336660123003,-0.11747221708905387
169,169,169,169,2019-10-07,43.41265106201172,42.47872543334961,48.97685241699219,0.021985726246129156,-0.11360879845046978
170,170,170,170,2019-10-08,41.91836929321289,42.124813079833984,48.32802963256836,-0.004900764455140649,-0.13262821571844063
171,171,171,171,2019-10-09,42.1543083190918,41.584129333496094,48.76057815551758,0.01371145662382367,-0.13548382907511192
172,172,172,172,2019-10-10,42.54754257202149,41.26953887939453,47.68902969360352,0.030967239453820294,-0.10781278534320138
173,173,173,173,2019-10-11,44.33673858642578,42.724491119384766,48.63278198242188,0.03773590801903115,-0.08833636943798295
174,174,174,174,2019-10-14,44.10079956054688,43.79604721069336,47.77750778198242,0.0069584441807595265,-0.0769547930003599
175,175,175,175,2019-10-15,45.67372512817383,43.41265106201172,42.47872543334961,0.052083298551206525,0.07521411394127786
176,176,176,176,2019-10-16,44.39572143554688,41.91836929321289,42.124813079833984,0.05909943979464649,0.05390904290564147
177,177,177,177,2019-10-17,44.72997283935547,42.1543083190918,41.584129333496094,0.061100860694164094,0.07565009911907405
178,178,178,178,2019-10-18,42.73432159423828,42.54754257202149,41.26953887939453,0.0043898897780201285,0.03549307199977214
179,179,179,179,2019-10-21,44.45470428466797,44.33673858642578,42.724491119384766,0.002660676044365262,0.040496987089875036
180,180,180,180,2019-10-22,43.904178619384766,44.10079956054688,43.79604721069336,-0.004458443908532117,0.002468976439157
181,181,181,181,2019-10-23,43.904178619384766,45.67372512817383,43.41265106201172,-0.03874320528538444,0.011322219338112616
182,182,182,182,2019-10-24,46.30288696289063,44.39572143554688,41.91836929321289,0.04295831818191198,0.10459657051562954
183,183,183,183,2019-10-25,47.21714401245117,44.72997283935547,42.1543083190918,0.05560412884729904,0.12010244967218231
184,184,184,184,2019-10-28,47.8659782409668,42.73432159423828,42.54754257202149,0.12008279189391402,0.12499983189258534
185,185,185,185,2019-10-29,47.29579544067383,44.45470428466797,44.33673858642578,0.06390979766309512,0.06674051697510275
186,186,186,186,2019-10-30,47.06968688964844,43.904178619384766,44.10079956054688,0.07210038702024657,0.06732048758040121
187,187,187,187,2019-10-31,46.74526977539063,43.904178619384766,45.67372512817383,0.06471117887515732,0.023460855102353406
188,188,188,188,2019-11-01,47.56122589111328,46.30288696289063,44.39572143554688,0.02717625208188723,0.0713020163477247
189,189,189,189,2019-11-04,48.75074768066406,47.21714401245117,44.72997283935547,0.032479805805460726,0.08988994595970179
190,190,190,190,2019-11-05,47.85614776611328,47.8659782409668,42.73432159423828,-0.0002053749910642111,0.1198527549005377
191,191,191,191,2019-11-06,46.873077392578125,47.29579544067383,44.45470428466797,-0.00893775110783257,0.05440083669039786
192,192,192,192,2019-11-07,47.58089447021485,47.06968688964844,43.904178619384766,0.01086065394411695,0.08374409831702723
193,193,193,193,2019-11-08,46.39136505126953,46.74526977539063,43.904178619384766,-0.007570920562050443,0.05665033511836648
194,194,194,194,2019-11-11,45.47710418701172,47.56122589111328,46.30288696289063,-0.043819764210303425,-0.017834369086764168
195,195,195,195,2019-11-12,46.10627365112305,48.75074768066406,47.21714401245117,-0.054244789164328844,-0.023526843576883616
196,196,196,196,2019-11-13,45.51642608642578,47.85614776611328,47.8659782409668,-0.0488907233219521,-0.049086057381150905
197,197,197,197,2019-11-14,46.00796508789063,46.873077392578125,47.29579544067383,-0.018456486170982167,-0.027229277799093232
198,198,198,198,2019-11-15,46.902565002441406,47.58089447021485,47.06968688964844,-0.014256341233729208,-0.003550520478260988
199,199,199,199,2019-11-18,47.01070022583008,46.39136505126953,46.74526977539063,0.013350225281711037,0.005678231224567343
200,200,200,200,2019-11-19,45.791690826416016,45.47710418701172,47.56122589111328,0.006917472979604211,-0.037205413265596676
201,201,201,201,2019-11-20,44.79877853393555,46.10627365112305,48.75074768066406,-0.02835829082786112,-0.08106479048517201
202,202,202,202,2019-11-21,44.77912139892578,45.51642608642578,47.85614776611328,-0.016198650704693285,-0.0642974102768532
203,203,203,203,2019-11-22,45.09370422363281,46.00796508789063,46.873077392578125,-0.019871795296994232,-0.03796151795288483
204,204,204,204,2019-11-25,46.71577835083008,46.902565002441406,47.58089447021485,-0.0039824400137093985,-0.018182006223660396
205,205,205,205,2019-11-26,45.9293212890625,47.01070022583008,46.39136505126953,-0.023002825560411777,-0.009959693182048035
206,206,206,206,2019-11-27,47.34495162963867,45.791690826416016,45.47710418701172,0.03392014523138376,0.04107225989909025
207,207,207,207,2019-11-29,46.70594787597656,44.79877853393555,46.10627365112305,0.04257190495933538,0.01300634766954123
208,208,208,208,2019-12-02,45.60490417480469,44.77912139892578,45.51642608642578,0.01844124560913607,0.0019438716082609275
209,209,209,209,2019-12-03,44.46453475952149,45.09370422363281,46.00796508789063,-0.013952490152307928,-0.033547024421112126
210,210,210,210,2019-12-04,45.51642608642578,46.71577835083008,46.902565002441406,-0.02567338716690748,-0.029553584456275983
211,211,211,211,2019-12-05,45.831016540527344,45.9293212890625,47.01070022583008,-0.00214034838260424,-0.02509393988253239
212,212,212,212,2019-12-06,47.11884689331055,47.34495162963867,45.791690826416016,-0.004775688400673772,0.028982464786579287
213,213,213,213,2019-12-09,45.66389083862305,46.70594787597656,44.79877853393555,-0.022311013580553096,0.019311069029084527
214,214,214,214,2019-12-10,46.65679550170898,45.60490417480469,44.77912139892578,0.023065311635616315,0.04193191032167598
215,215,215,215,2019-12-11,48.42633819580078,44.46453475952149,45.09370422363281,0.08910030112101697,0.07390463989475049
216,216,216,216,2019-12-12,50.10739517211914,45.51642608642578,46.71577835083008,0.10086400625954473,0.07260109840873064
217,217,217,217,2019-12-13,50.33350372314453,45.831016540527344,45.9293212890625,0.0982410498932691,0.09589043143842035
218,218,218,218,2019-12-16,52.04404830932617,47.11884689331055,47.34495162963867,0.1045272060067084,0.09925232824075358
219,219,219,219,2019-12-17,52.10303497314453,45.66389083862305,46.70594787597656,0.14101172756560598,0.1155545994163194
220,220,220,220,2019-12-18,52.142364501953125,46.65679550170898,45.60490417480469,0.11757277672538002,0.14334994109603194
221,221,221,221,2019-12-19,53.60714340209961,48.42633819580078,44.46453475952149,0.10698321201473937,0.20561574954116324
222,222,222,222,2019-12-20,54.128173828125,50.10739517211914,45.51642608642578,0.08024321843501281,0.1892008771810727
223,223,223,223,2019-12-23,54.4624252319336,50.33350372314453,45.831016540527344,0.08203127546017619,0.18833116397873684
224,224,224,224,2019-12-24,54.482078552246094,52.04404830932617,47.11884689331055,0.04684551494590461,0.15626935174385403
225,225,225,225,2019-12-26,54.17733001708984,52.10303497314453,45.66389083862305,0.03981140532436278,0.1864370079315718
226,226,226,226,2019-12-27,53.115604400634766,52.142364501953125,46.65679550170898,0.018665051114918008,0.13843232972760022
227,227,227,227,2019-12-30,52.30948257446289,53.60714340209961,48.42633819580078,-0.024206863960333558,0.08018661999512555
228,228,228,228,2019-12-31,52.86983871459961,54.128173828125,50.10739517211914,-0.023247322503822554,0.055130455953486646
229,229,229,229,2020-01-02,54.45258712768555,54.4624252319336,50.33350372314453,-0.00018064021582142598,0.08183581709705146
230,230,230,230,2020-01-03,53.60714340209961,54.482078552246094,52.04404830932617,-0.01605913675462023,0.030034079660427482
231,231,231,231,2020-01-06,52.66339874267578,54.17733001708984,52.10303497314453,-0.02794399934320313,0.010754916096923584
232,232,232,232,2020-01-07,57.28385543823242,53.115604400634766,52.142364501953125,0.07847507497340733,0.09860486737395102
233,233,233,233,2020-01-08,56.54654312133789,52.30948257446289,53.60714340209961,0.08099985582620728,0.05483223937508219
234,234,234,234,2020-01-09,56.340091705322266,52.86983871459961,54.128173828125,0.06563766932325388,0.0408644467522743
235,235,235,235,2020-01-10,55.71092987060547,54.45258712768555,54.4624252319336,0.023108961562638752,0.022924146939013346
236,236,236,236,2020-01-13,56.477725982666016,53.60714340209961,54.482078552246094,0.05354850862010263,0.03662942904254618
237,237,237,237,2020-01-14,56.54654312133789,52.66339874267578,54.17733001708984,0.07373516467548846,0.043730709939022505
238,238,238,238,2020-01-15,55.21939468383789,57.28385543823242,53.115604400634766,-0.03603913770469902,0.03960776323535509
239,239,239,239,2020-01-16,56.70384216308594,56.54654312133789,52.30948257446289,0.0027817622981922696,0.08400694046949608
240,240,240,240,2020-01-17,56.684173583984375,56.340091705322266,52.86983871459961,0.00610722965205257,0.07214576329568922
241,241,241,241,2020-01-21,57.97200775146485,55.71092987060547,54.45258712768555,0.04058589375749033,0.06463275317895611
242,242,242,242,2020-01-22,58.16861724853516,56.477725982666016,53.60714340209961,0.02993908193803896,0.08509078374537848
243,243,243,243,2020-01-23,58.19811248779297,56.54654312133789,52.66339874267578,0.029207256098947143,0.10509602261261075
