,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,MRK,MRK_6m,MRK_12m,MRK_6m_ret,MRK_12m_ret
37,37,37,37,2019-03-29,68.56105041503906,68.37969970703125,66.81343841552734,0.0026521132556123206,0.026156594256427024
38,38,38,38,2019-04-01,68.66820526123047,67.83564758300781,67.17615509033203,0.012273158846223042,0.02221100878566329
39,39,39,39,2019-04-02,68.59403228759766,67.88510131835938,67.24210357666016,0.010443100996691879,0.020105389912381533
40,40,40,40,2019-04-03,68.56930541992188,68.35497283935547,67.06075286865234,0.003135581387328168,0.022495311888672598
41,41,41,41,2019-04-04,67.47291564941406,67.83564758300781,67.52237701416016,-0.0053472170830224375,-0.0007325181211514931
42,42,42,42,2019-04-05,66.89588165283203,68.11590576171875,67.66251373291016,-0.017911001773279978,-0.011330233504246001
43,43,43,43,2019-04-08,66.73099517822266,68.56105041503906,68.37969970703125,-0.026692345373036774,-0.02411102324041159
44,44,44,44,2019-04-09,66.60735321044922,68.66820526123047,67.83564758300781,-0.03001173604204843,-0.018106915999520412
45,45,45,45,2019-04-10,66.62383270263672,68.59403228759766,67.88510131835938,-0.028722609230791174,-0.018579461343185
46,46,46,46,2019-04-11,65.81597137451172,68.56930541992188,68.35497283935547,-0.040154031436494764,-0.037144356282765134
47,47,47,47,2019-04-12,65.47799682617188,67.47291564941406,67.83564758300781,-0.029566216370546128,-0.03475533647631168
48,48,48,48,2019-04-15,64.736083984375,66.89588165283203,68.11590576171875,-0.03228595864339878,-0.04961868655416479
49,49,49,49,2019-04-16,63.93647766113281,66.73099517822266,68.56105041503906,-0.04187735413845317,-0.06745189471151736
50,50,50,50,2019-04-17,60.935829162597656,66.60735321044922,68.66820526123047,-0.08514861759980319,-0.112604895806101
51,51,51,51,2019-04-18,60.33406066894531,66.62383270263672,68.59403228759766,-0.09440723804895246,-0.12041822507270528
52,52,52,52,2019-04-22,60.556636810302734,65.81597137451172,68.56930541992188,-0.07990970055401703,-0.11685503536238484
53,53,53,53,2019-04-23,61.49639129638672,65.47799682617188,67.47291564941406,-0.06080829779132291,-0.0885766428722462
54,54,54,54,2019-04-24,61.60354232788086,64.736083984375,66.89588165283203,-0.04838942153575776,-0.07911308131667505
55,55,55,55,2019-04-25,62.93077087402344,63.93647766113281,66.73099517822266,-0.01572978093099975,-0.05694841346288515
56,56,56,56,2019-04-26,63.169830322265625,60.935829162597656,66.60735321044922,0.03666153706888742,-0.05160875973141543
57,57,57,57,2019-04-29,63.29346466064453,60.33406066894531,66.62383270263672,0.049050303574585286,-0.04998763816030627
58,58,58,58,2019-04-30,64.88446807861328,60.556636810302734,65.81597137451172,0.0714674971443301,-0.014153149705835366
59,59,59,59,2019-05-01,64.8927001953125,61.49639129638672,65.47799682617188,0.055227775603238216,-0.008938829213318678
60,60,60,60,2019-05-02,65.55216979980469,61.60354232788086,64.736083984375,0.06409740938122543,0.012606351283569461
61,61,61,61,2019-05-03,65.94786834716797,62.93077087402344,63.93647766113281,0.04794311957792852,0.031459203878819286
62,62,62,62,2019-05-06,65.51921844482422,63.169830322265625,60.935829162597656,0.037191616798288196,0.07521665570507796
63,63,63,63,2019-05-07,64.21674346923828,63.29346466064453,60.33406066894531,0.014587269215613707,0.06435308277354901
64,64,64,64,2019-05-08,64.44755554199219,64.88446807861328,60.556636810302734,-0.006733699906297019,0.06425255655920892
65,65,65,65,2019-05-09,64.57121276855469,64.8927001953125,61.49639129638672,-0.004954138536233055,0.050000031015618784
66,66,66,66,2019-05-10,64.45580291748047,65.55216979980469,61.60354232788086,-0.016725104381327238,0.04630026913742458
67,67,67,67,2019-05-13,63.61495208740234,65.94786834716797,62.93077087402344,-0.035375157957866166,0.01087196619200026
68,68,68,68,2019-05-14,63.8210563659668,65.51921844482422,63.169830322265625,-0.025918533815959655,0.010309130804672106
69,69,69,69,2019-05-15,63.92820739746094,64.21674346923828,63.29346466064453,-0.004493159512449552,0.010028566775727166
70,70,70,70,2019-05-16,65.2306900024414,64.44755554199219,64.88446807861328,0.012151499833674029,0.005335975374085589
71,71,71,71,2019-05-17,64.8927001953125,64.57121276855469,64.8927001953125,0.004978804222093958,0.0
72,72,72,72,2019-05-20,65.02459716796875,64.45580291748047,65.55216979980469,0.008824562331749775,-0.008048133775695576
73,73,73,73,2019-05-21,65.53569030761719,63.61495208740234,65.94786834716797,0.03019318819223349,-0.006250058567184635
74,74,74,74,2019-05-22,66.75572967529297,63.8210563659668,65.51921844482422,0.04598283821091864,0.018872496647835524
75,75,75,75,2019-05-23,66.78871154785156,63.92820739746094,64.21674346923828,0.04474557111551736,0.040051362614569985
76,76,76,76,2019-05-24,66.912353515625,65.2306900024414,64.44755554199219,0.02578025026441777,0.03824501880489195
77,77,77,77,2019-05-28,66.16221618652344,64.8927001953125,64.57121276855469,0.019563309700320275,0.024639515811348378
78,78,78,78,2019-05-29,65.42027282714844,65.02459716796875,64.45580291748047,0.006085015154459139,0.01496327508172901
79,79,79,79,2019-05-30,65.68408966064453,65.53569030761719,63.61495208740234,0.002264405125371738,0.03252596292769905
80,80,80,80,2019-05-31,65.296630859375,66.75572967529297,63.8210563659668,-0.02185728210919391,0.023120496234767307
81,81,81,81,2019-06-03,66.16221618652344,66.78871154785156,63.92820739746094,-0.009380258232400074,0.03494558787129742
82,82,82,82,2019-06-04,66.83816528320312,66.912353515625,65.2306900024414,-0.0011087374531603134,0.024642929282237436
83,83,83,83,2019-06-05,67.34100341796875,66.16221618652344,64.8927001953125,0.017816622528515236,0.03772848433317466
84,84,84,84,2019-06-06,67.13493347167969,65.42027282714844,65.02459716796875,0.026209928061010634,0.032454431024918184
85,85,85,85,2019-06-07,67.97576141357422,65.68408966064453,65.53569030761719,0.03488929761787918,0.03723270624759745
86,86,86,86,2019-06-10,67.99225616455078,65.296630859375,66.75572967529297,0.04128276252079788,0.018523151424939988
87,87,87,87,2019-06-11,68.40442657470703,66.16221618652344,66.78871154785156,0.033889590122894164,0.024191438783751185
88,88,88,88,2019-06-12,69.0062255859375,66.83816528320312,66.912353515625,0.032437459848695394,0.03129275776891549
89,89,89,89,2019-06-13,68.3385009765625,67.34100341796875,66.16221618652344,0.014812632838310025,0.032893166454758926
90,90,90,90,2019-06-14,68.69532012939453,67.13493347167969,65.42027282714844,0.023242544187119574,0.05006165765922943
91,91,91,91,2019-06-17,69.12683868408203,67.97576141357422,65.68408966064453,0.016933642912868585,0.05241374343808958
92,92,92,92,2019-06-18,70.1143798828125,67.99225616455078,65.296630859375,0.031211256074896054,0.07378250546820952
93,93,93,93,2019-06-19,70.83635711669922,68.40442657470703,66.16221618652344,0.03555223928872775,0.07064668022906795
94,94,94,94,2019-06-20,70.20565795898438,69.0062255859375,66.83816528320312,0.017381509608189738,0.05038278147691044
95,95,95,95,2019-06-21,70.18074798583984,68.3385009765625,67.34100341796875,0.02695767368249946,0.042169620643243366
96,96,96,96,2019-06-24,70.96082305908203,68.69532012939453,67.13493347167969,0.032978999521658725,0.05698805956240749
97,97,97,97,2019-06-25,70.73675537109375,69.12683868408203,67.97576141357422,0.02328931450733962,0.04061733035576087
98,98,98,98,2019-06-26,69.32599639892578,70.1143798828125,67.99225616455078,-0.011244248115784616,0.0196160608517999
99,99,99,99,2019-06-27,69.566650390625,70.83635711669922,68.40442657470703,-0.017924506252946393,0.016990476700344148
100,100,100,100,2019-06-28,69.58325958251953,70.20565795898438,69.0062255859375,-0.008865359211197243,0.008362057070683049
101,101,101,101,2019-07-01,70.33013153076172,70.18074798583984,68.3385009765625,0.0021285544712634774,0.029143609030614748
102,102,102,102,2019-07-02,70.96082305908203,70.96082305908203,68.69532012939453,0.0,0.032978999521658725
103,103,103,103,2019-07-03,72.11430358886719,70.73675537109375,69.12683868408203,0.01947429183805016,0.043217149252813725
104,104,104,104,2019-07-05,71.0354995727539,69.32599639892578,70.1143798828125,0.024658905210551252,0.013137386246315552
105,105,105,105,2019-07-08,69.74093627929688,69.566650390625,70.83635711669922,0.002505308041902854,-0.015464104620706243
106,106,106,106,2019-07-09,70.42141723632812,69.58325958251953,70.20565795898438,0.012045392222745921,0.003073246282654374
107,107,107,107,2019-07-10,70.38822174072266,70.33013153076172,70.18074798583984,0.0008259647564505812,0.002956277338689528
108,108,108,108,2019-07-11,67.21818542480469,70.96082305908203,70.96082305908203,-0.05274230868434571,-0.05274230868434571
109,109,109,109,2019-07-12,66.16425323486328,72.11430358886719,70.73675537109375,-0.08250860173213204,-0.06464110648336296
110,110,110,110,2019-07-15,67.18498229980469,71.0354995727539,69.32599639892578,-0.054205535205753774,-0.030883279149728438
111,111,111,111,2019-07-16,67.7077865600586,69.74093627929688,69.566650390625,-0.0291528882132579,-0.026720617136640423
112,112,112,112,2019-07-17,67.98163604736328,70.42141723632812,69.58325958251953,-0.03464544288816496,-0.02301736861373771
113,113,113,113,2019-07-18,68.6206283569336,70.38822174072266,70.33013153076172,-0.02511206193416915,-0.024306838855838175
114,114,114,114,2019-07-19,67.54183197021484,67.21818542480469,70.96082305908203,0.004814865848650651,-0.04818138997655841
115,115,115,115,2019-07-22,67.3924331665039,66.16425323486328,72.11430358886719,0.018562590395767797,-0.06547758471444531
116,116,116,116,2019-07-23,68.07294464111328,67.18498229980469,71.0354995727539,0.013216678949860672,-0.04170527341201291
117,117,117,117,2019-07-24,67.8405532836914,67.7077865600586,69.74093627929688,0.0019608782147242376,-0.027249175261927383
118,118,118,118,2019-07-25,67.8405532836914,67.98163604736328,70.42141723632812,-0.0020753069781018763,-0.03664884993688167
119,119,119,119,2019-07-26,67.57499694824219,68.6206283569336,70.38822174072266,-0.015237858261112125,-0.03996726615488422
120,120,120,120,2019-07-29,68.45466613769531,67.54183197021484,67.21818542480469,0.013515093399939504,0.018395032610242668
121,121,121,121,2019-07-30,69.1019287109375,67.3924331665039,66.16425323486328,0.025366283188054783,0.044399737508505455
122,122,122,122,2019-07-31,68.86959075927734,68.07294464111328,67.18498229980469,0.011702830285424737,0.025074181785972538
123,123,123,123,2019-08-01,69.45047760009766,67.8405532836914,67.7077865600586,0.023731002158457803,0.0257384139783281
124,124,124,124,2019-08-02,70.0977783203125,67.8405532836914,67.98163604736328,0.03327250335329612,0.031128145716806443
125,125,125,125,2019-08-05,68.97746276855469,67.57499694824219,68.6206283569336,0.02075421211467754,0.005200104111040771
126,126,126,126,2019-08-06,69.99819946289062,68.45466613769531,67.54183197021484,0.022548255835336706,0.036368091018896376
127,127,127,127,2019-08-07,69.91519927978516,69.1019287109375,67.3924331665039,0.011769144277429255,0.03743396691210643
128,128,128,128,2019-08-08,70.31352996826172,68.86959075927734,68.07294464111328,0.020966281243508966,0.03291447636004308
129,129,129,129,2019-08-09,70.9691162109375,69.45047760009766,67.8405532836914,0.021866496290843473,0.046116412319977096
130,130,130,130,2019-08-12,70.55416870117188,70.0977783203125,67.8405532836914,0.006510768126971156,0.03999990103460438
131,131,131,131,2019-08-13,71.43384552001953,68.97746276855469,67.57499694824219,0.03561138164369626,0.05710467992670365
132,132,132,132,2019-08-14,69.20983123779297,69.99819946289062,68.45466613769531,-0.011262692914202899,0.011031608839909612
133,133,133,133,2019-08-15,69.2596206665039,69.91519927978516,69.1019287109375,-0.009376768142471681,0.0022820195978328073
134,134,134,134,2019-08-16,70.5873794555664,70.31352996826172,68.86959075927734,0.0038946912127479916,0.024942629647580095
135,135,135,135,2019-08-19,71.5251235961914,70.9691162109375,69.45047760009766,0.007834497806078256,0.02987230711413913
136,136,136,136,2019-08-20,71.07699584960938,70.55416870117188,70.0977783203125,0.007410294218785252,0.013969309053167622
137,137,137,137,2019-08-21,72.12261962890625,71.43384552001953,68.97746276855469,0.009642125576085459,0.04559687663352796
138,138,138,138,2019-08-22,71.96495056152344,69.20983123779297,69.99819946289062,0.039808207511218496,0.028097166980351806
139,139,139,139,2019-08-23,70.4878158569336,69.2596206665039,69.91519927978516,0.017733207005906637,0.00819015869291806
140,140,140,140,2019-08-26,71.26787567138672,70.5873794555664,70.31352996826172,0.009640479942291558,0.013572717847557536
141,141,141,141,2019-08-27,70.9691162109375,71.5251235961914,70.9691162109375,-0.007773595588494886,0.0
142,142,142,142,2019-08-28,71.7657699584961,71.07699584960938,70.55416870117188,0.009690534900266279,0.017172638833800047
143,143,143,143,2019-08-29,71.96495056152344,72.12261962890625,71.43384552001953,-0.0021861250769047436,0.007434921606664258
144,144,144,144,2019-08-30,71.75748443603516,71.96495056152344,69.20983123779297,-0.0028828773433383637,0.036810567988367016
145,145,145,145,2019-09-03,71.9068374633789,70.4878158569336,69.2596206665039,0.02013144526034738,0.03822164735238398
146,146,146,146,2019-09-04,71.40892791748047,71.26787567138672,70.5873794555664,0.001979184096129627,0.011638744323001937
147,147,147,147,2019-09-05,71.45042419433594,70.9691162109375,71.5251235961914,0.006781935708032094,-0.0010443799059641767
148,148,148,148,2019-09-06,71.84046936035156,71.7657699584961,71.07699584960938,0.0010408778711448186,0.010741499434748336
149,149,149,149,2019-09-09,69.26790618896484,71.96495056152344,72.12261962890625,-0.03747719343255673,-0.03958138867708649
150,150,150,150,2019-09-10,67.79075622558594,71.75748443603516,71.96495056152344,-0.05527964422979703,-0.05800315713923743
151,151,151,151,2019-09-11,68.81149291992188,71.9068374633789,70.4878158569336,-0.043046595465047965,-0.023781740384949512
152,152,152,152,2019-09-12,69.13512420654297,71.40892791748047,71.26787567138672,-0.031842008797066446,-0.02992584589833691
153,153,153,153,2019-09-13,69.00984954833984,71.45042419433594,70.9691162109375,-0.03415759491305537,-0.02760731381766457
154,154,154,154,2019-09-16,68.52533721923828,71.84046936035156,71.7657699584961,-0.046145747245672775,-0.04515290146168338
155,155,155,155,2019-09-17,68.92628479003906,69.26790618896484,71.96495056152344,-0.0049318857422054885,-0.04222424593881424
156,156,156,156,2019-09-18,69.35234069824219,67.79075622558594,71.75748443603516,0.02303535997533057,-0.03351767075860801
157,157,157,157,2019-09-19,70.14594268798828,68.81149291992188,71.9068374633789,0.01939283267141656,-0.024488558216559375
158,158,158,158,2019-09-20,71.14002990722656,69.13512420654297,71.40892791748047,0.028999813389990914,-0.003765607720152886
159,159,159,159,2019-09-23,70.47174835205078,69.00984954833984,71.45042419433594,0.021183915242227958,-0.013697271266343791
160,160,160,160,2019-09-24,69.83684539794922,68.52533721923828,71.84046936035156,0.019139025533211562,-0.027889906347245197
161,161,161,161,2019-09-25,69.41915893554688,68.92628479003906,69.26790618896484,0.007150742956902212,0.002183590567461424
162,162,162,162,2019-09-26,70.07074737548828,69.35234069824219,67.79075622558594,0.01035879495937908,0.03363277350550953
163,163,163,163,2019-09-27,69.26044464111328,70.14594268798828,68.81149291992188,-0.012623653100133359,0.006524371179010169
164,164,164,164,2019-09-30,70.32135772705078,71.14002990722656,69.13512420654297,-0.011507897610436912,0.017158188896340354
165,165,165,165,2019-10-01,69.84522247314453,70.47174835205078,69.00984954833984,-0.008890454594319919,0.012105126011317191
166,166,166,166,2019-10-02,68.18281555175781,69.83684539794922,68.52533721923828,-0.023684200464186178,-0.004998467448392274
167,167,167,167,2019-10-03,69.11842346191406,69.41915893554688,68.92628479003906,-0.004332168211833798,0.0027875965237396105
168,168,168,168,2019-10-04,71.0063705444336,70.07074737548828,69.35234069824219,0.013352550158079346,0.02384966144673073
169,169,169,169,2019-10-07,70.49681091308594,69.26044464111328,70.14594268798828,0.017850972201797655,0.005001974621088756
170,170,170,170,2019-10-08,69.57787322998047,70.32135772705078,71.14002990722656,-0.010572669827509817,-0.021958898236102753
171,171,171,171,2019-10-09,70.32135772705078,69.84522247314453,70.47174835205078,0.006817005330455039,-0.0021340555402245
172,172,172,172,2019-10-10,69.97051239013672,68.18281555175781,69.83684539794922,0.026219170093113364,0.001913989548437245
173,173,173,173,2019-10-11,70.45501708984375,69.11842346191406,69.41915893554688,0.019337733139503488,0.014921790614873753
174,174,174,174,2019-10-14,70.74740600585938,71.0063705444336,70.07074737548828,-0.0036470606311608256,0.009656791966911493
175,175,175,175,2019-10-15,71.03978729248047,70.49681091308594,69.26044464111328,0.007702141023995468,0.02569060393110667
176,176,176,176,2019-10-16,70.54692077636719,69.57787322998047,70.32135772705078,0.013927524677042946,0.003207603729608266
177,177,177,177,2019-10-17,70.0039291381836,70.32135772705078,69.84522247314453,-0.004513971275970974,0.0022722622882342947
178,178,178,178,2019-10-18,70.73905181884766,69.97051239013672,68.18281555175781,0.010983761622692878,0.03749091683005368
179,179,179,179,2019-10-21,70.60539245605469,70.45501708984375,69.11842346191406,0.002134345748850963,0.021513352296873123
180,180,180,180,2019-10-22,67.91551208496094,70.74740600585938,71.0063705444336,-0.04002823680438394,-0.04352931202896071
181,181,181,181,2019-10-23,69.22703552246094,71.03978729248047,70.49681091308594,-0.025517415509089036,-0.018011813217912453
182,182,182,182,2019-10-24,68.98477172851562,70.54692077636719,69.57787322998047,-0.022143405136044958,-0.008524283280467948
183,183,183,183,2019-10-25,68.71743774414062,70.0039291381836,70.32135772705078,-0.018377416951890102,-0.022808433095613756
184,184,184,184,2019-10-28,68.66732788085938,70.73905181884766,69.97051239013672,-0.029286849126754833,-0.018624767273550002
185,185,185,185,2019-10-29,71.08992767333984,70.60539245605469,70.45501708984375,0.006862580894040571,0.009011573763249014
186,186,186,186,2019-10-30,72.02552032470703,67.91551208496094,70.74740600585938,0.06051648752356531,0.018065882426018476
187,187,187,187,2019-10-31,72.39309692382812,69.22703552246094,71.03978729248047,0.045734464540807096,0.01905002369694464
188,188,188,188,2019-11-01,70.95626068115234,68.98477172851562,70.54692077636719,0.028578610949027583,0.005802378052512935
189,189,189,189,2019-11-04,70.08747100830078,68.71743774414062,70.0039291381836,0.019937199481466106,0.0011933883018520053
190,190,190,190,2019-11-05,69.268798828125,68.66732788085938,70.73905181884766,0.008759201294525454,-0.020784177239013046
191,191,191,191,2019-11-06,69.54447174072266,71.08992767333984,70.60539245605469,-0.021739450062723376,-0.015026057903330226
192,192,192,192,2019-11-07,69.23538208007812,72.02552032470703,67.91551208496094,-0.03873818935358386,0.019433999017279824
193,193,193,193,2019-11-08,69.8285140991211,72.39309692382812,69.22703552246094,-0.03542579242611321,0.008688492467151754
194,194,194,194,2019-11-11,69.56953430175781,70.95626068115234,68.98477172851562,-0.019543397102419147,0.008476690704195988
195,195,195,195,2019-11-12,70.27125549316406,70.08747100830078,68.71743774414062,0.0026222159569935233,0.02261169508107752
196,196,196,196,2019-11-13,70.85600280761719,69.268798828125,68.66732788085938,0.022913692836373345,0.03187359977885329
197,197,197,197,2019-11-14,70.63046264648438,69.54447174072266,71.08992767333984,0.015615776187222208,-0.006463152262114025
198,198,198,198,2019-11-15,70.92283630371094,69.23538208007812,72.02552032470703,0.024372714830707354,-0.015309629365049315
199,199,199,199,2019-11-18,70.27960205078125,69.8285140991211,72.39309692382812,0.006459939144914939,-0.029194701744431395
200,200,200,200,2019-11-19,70.71399688720703,69.56953430175781,70.95626068115234,0.016450628812392454,-0.0034142694614918145
201,201,201,201,2019-11-20,71.23191833496094,70.27125549316406,70.08747100830078,0.01367077953930007,0.01632884323254591
202,202,202,202,2019-11-21,71.39064025878906,70.85600280761719,69.268798828125,0.007545408010433352,0.030631994008282648
203,203,203,203,2019-11-22,71.38228607177734,70.63046264648438,69.54447174072266,0.010644464118208408,0.02642646187473341
204,204,204,204,2019-11-25,71.59112548828125,70.92283630371094,69.23538208007812,0.009422764505758296,0.03402513768868154
205,205,205,205,2019-11-26,72.96114349365234,70.27960205078125,69.8285140991211,0.03815533048883113,0.04486175074675813
206,206,206,206,2019-11-27,73.18668365478516,70.71399688720703,69.56953430175781,0.034967430444105885,0.05199329547525733
207,207,207,207,2019-11-29,72.82746887207031,71.23191833496094,70.27125549316406,0.022399376212310695,0.03637637268562699
208,208,208,208,2019-12-02,72.71053314208984,71.39064025878906,70.85600280761719,0.018488318335796006,0.02617322825149948
209,209,209,209,2019-12-03,72.99455261230469,71.38228607177734,70.63046264648438,0.022586367420429188,0.033471251316204986
210,210,210,210,2019-12-04,74.0721664428711,71.59112548828125,70.92283630371094,0.03465570540577634,0.04440502246235423
211,211,211,211,2019-12-05,74.13899230957031,72.96114349365234,70.27960205078125,0.016143508167747456,0.05491479954596823
212,212,212,212,2019-12-06,74.2225341796875,73.18668365478516,70.71399688720703,0.014153538228188545,0.04961588153582652
213,213,213,213,2019-12-09,74.11392974853516,72.82746887207031,71.23191833496094,0.017664500721900067,0.04045955073148311
214,214,214,214,2019-12-10,74.43138122558594,72.71053314208984,71.39064025878906,0.023667108589799923,0.04259299196329214
215,215,215,215,2019-12-11,74.33111572265625,72.99455261230469,71.38228607177734,0.018310450061259198,0.041310384034405345
216,216,216,216,2019-12-12,74.82402038574219,74.0721664428711,71.59112548828125,0.010150289629384135,0.04515776048233988
217,217,217,217,2019-12-13,75.0174560546875,74.13899230957031,72.96114349365234,0.011848876249209495,0.02818366684746465
218,218,218,218,2019-12-16,75.1015625,74.2225341796875,73.18668365478516,0.01184314615537696,0.026164306805417592
219,219,219,219,2019-12-17,74.87446594238281,74.11392974853516,72.82746887207031,0.010261717283486682,0.028107486117748826
220,220,220,220,2019-12-18,75.3791275024414,74.43138122558594,72.71053314208984,0.01273315450082868,0.036701620040890504
221,221,221,221,2019-12-19,75.69034576416016,74.33111572265625,72.99455261230469,0.018286151476260004,0.03693142920093795
222,222,222,222,2019-12-20,77.02767944335938,74.82402038574219,74.0721664428711,0.029451224971026813,0.03990045306380696
223,223,223,223,2019-12-23,77.16224670410156,75.0174560546875,74.13899230957031,0.028590554281799685,0.040778196470590444
224,224,224,224,2019-12-24,76.90992736816406,75.1015625,74.2225341796875,0.024078924698325288,0.03620724107816864
225,225,225,225,2019-12-26,76.82582092285156,74.87446594238281,74.11392974853516,0.02606168813237808,0.0365908430914097
226,226,226,226,2019-12-27,76.96039581298828,75.3791275024414,74.43138122558594,0.020977535332916464,0.033977800032185757
227,227,227,227,2019-12-30,76.5650634765625,75.69034576416016,74.33111572265625,0.011556529483004896,0.030054005407931017
228,228,228,228,2019-12-31,76.49778747558594,77.02767944335938,74.82402038574219,-0.0068792409638028795,0.02236938193396898
229,229,229,229,2020-01-02,77.41458129882812,77.16224670410156,75.0174560546875,0.0032701820579978946,0.03195423265743802
230,230,230,230,2020-01-03,76.75011444091797,76.90992736816406,75.1015625,-0.0020779232631579214,0.02195096727738477
231,231,231,231,2020-01-06,77.07814025878906,76.82582092285156,74.87446594238281,0.0032843038044576556,0.029431586438319446
232,232,232,232,2020-01-07,75.02587127685547,76.96039581298828,75.3791275024414,-0.025136624047953915,-0.0046863931341536436
233,233,233,233,2020-01-08,74.52120971679688,76.5650634765625,75.69034576416016,-0.026694338996940514,-0.015446303429583197
234,234,234,234,2020-01-09,75.1772689819336,76.49778747558594,77.02767944335938,-0.017262178910387282,-0.024022669185905343
235,235,235,235,2020-01-10,75.3034439086914,77.41458129882812,77.16224670410156,-0.027270539408945638,-0.024089536979634785
236,236,236,236,2020-01-13,75.28661346435547,76.75011444091797,76.90992736816406,-0.019068388200112696,-0.02110668881583866
237,237,237,237,2020-01-14,75.63987731933594,77.07814025878906,76.82582092285156,-0.01865980334533468,-0.015436784003994508
238,238,238,238,2020-01-15,76.9940414428711,75.02587127685547,76.96039581298828,0.02623321972167192,0.0004371810920069663
239,239,239,239,2020-01-16,76.69122314453125,74.52120971679688,76.5650634765625,0.029119406890750765,0.0016477445748788178
240,240,240,240,2020-01-17,76.51460266113281,75.1772689819336,76.49778747558594,0.01778906971894134,0.0002198127044164
241,241,241,241,2020-01-21,75.67350769042969,75.3034439086914,77.41458129882812,0.004914300894219403,-0.022490254150929534
242,242,242,242,2020-01-22,75.40436553955078,75.28661346435547,76.75011444091797,0.0015640506296787926,-0.017534161495005196
243,243,243,243,2020-01-23,74.48756408691406,75.63987731933594,77.07814025878906,-0.015234202820782583,-0.03360973893735841
244,244,244,244,2020-01-24,72.31753540039062,76.9940414428711,75.02587127685547,-0.06073854489052111,-0.036098692762536855
