,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,POOL,POOL_6m,POOL_12m,POOL_6m_ret,POOL_12m_ret
35,35,35,35,2019-03-27,153.49964904785156,150.6652069091797,150.9049835205078,0.01881285133322419,0.01719403472842318
36,36,36,36,2019-03-28,157.01171875,150.04486083984375,151.333251953125,0.046431832927570804,0.0375229285275247
37,37,37,37,2019-03-29,157.44113159179688,152.46893310546875,153.0797119140625,0.032611223710004245,0.028491167269656392
38,38,38,38,2019-04-01,160.17062377929688,149.0904541015625,151.8390350341797,0.0743184380549704,0.05487119134576757
39,39,39,39,2019-04-02,160.05613708496094,151.12327575683594,149.8157958984375,0.05910976508012156,0.068352880449706
40,40,40,40,2019-04-03,161.9934539794922,150.2643585205078,151.58139038085938,0.07805640389023871,0.06868959027537436
41,41,41,41,2019-04-04,161.75485229492188,153.49964904785156,150.6652069091797,0.053779948672695976,0.07360455418500811
42,42,42,42,2019-04-05,162.5565185546875,157.01171875,150.04486083984375,0.035314560268690176,0.08338611295856757
43,43,43,43,2019-04-08,162.1652374267578,157.44113159179688,152.46893310546875,0.030005537861664378,0.0635952788794143
44,44,44,44,2019-04-09,154.9693603515625,160.17062377929688,149.0904541015625,-0.032473266976229875,0.03943180859852502
45,45,45,45,2019-04-10,156.35317993164062,160.05613708496094,151.12327575683594,-0.023135365008557618,0.03460687408086516
46,46,46,46,2019-04-11,157.52703857421875,161.9934539794922,150.2643585205078,-0.02757157956418954,0.048332685975694956
47,47,47,47,2019-04-12,160.41876220703125,161.75485229492188,153.49964904785156,-0.008259969138079248,0.04507575881833281
48,48,48,48,2019-04-15,162.6424102783203,162.5565185546875,157.01171875,0.0005283806788953793,0.03586160047891518
49,49,49,49,2019-04-16,162.83326721191406,162.1652374267578,157.44113159179688,0.004119438886882154,0.03424858272803566
50,50,50,50,2019-04-17,161.43992614746094,154.9693603515625,160.17062377929688,0.041753839476522,0.007924688923688361
51,51,51,51,2019-04-18,169.771484375,156.35317993164062,160.05613708496094,0.08582047675158266,0.060699623688168725
52,52,52,52,2019-04-22,169.9814910888672,157.52703857421875,161.9934539794922,0.0790623160783952,0.04931086357592118
53,53,53,53,2019-04-23,170.31549072265625,160.41876220703125,161.75485229492188,0.06169308614196023,0.05292353401631544
54,54,54,54,2019-04-24,171.22216796875,162.6424102783203,162.5565185546875,0.05275227830027629,0.053308532263793396
55,55,55,55,2019-04-25,168.6739959716797,162.83326721191406,162.1652374267578,0.035869382588537,0.040136583204902765
56,56,56,56,2019-04-26,170.6495361328125,161.43992614746094,154.9693603515625,0.05704666872146236,0.10118242564645064
57,57,57,57,2019-04-29,172.74913024902344,169.771484375,156.35317993164062,0.0175391402448144,0.10486483437401972
58,58,58,58,2019-04-30,175.35452270507812,169.9814910888672,157.52703857421875,0.03160950984599786,0.11317094698292052
59,59,59,59,2019-05-01,173.3122100830078,170.31549072265625,160.41876220703125,0.017595107454033476,0.08037369007583228
60,60,60,60,2019-05-02,176.5188446044922,171.22216796875,162.6424102783203,0.030934526168999943,0.08531867120283043
61,61,61,61,2019-05-03,176.02256774902344,168.6739959716797,162.83326721191406,0.043566714211108026,0.08099880793980874
62,62,62,62,2019-05-06,177.39686584472656,170.6495361328125,161.43992614746094,0.03953910373751479,0.09884134661143484
63,63,63,63,2019-05-07,174.33334350585938,172.74913024902344,169.771484375,0.009170600480316482,0.02687058517308416
64,64,64,64,2019-05-08,174.7056121826172,175.35452270507812,169.9814910888672,-0.00370056336415292,0.027791973487749866
65,65,65,65,2019-05-09,173.9993438720703,173.3122100830078,170.31549072265625,0.003964716558247039,0.02162958362614753
66,66,66,66,2019-05-10,175.76492309570312,176.5188446044922,171.22216796875,-0.00427105395165206,0.02653134918711131
67,67,67,67,2019-05-13,172.3673553466797,176.02256774902344,168.6739959716797,-0.020765589600734713,0.02189643610281289
68,68,68,68,2019-05-14,172.11923217773438,177.39686584472656,170.6495361328125,-0.02975043353703688,0.008612364722621058
69,69,69,69,2019-05-15,173.7989044189453,174.33334350585938,172.74913024902344,-0.00306561599844557,0.00607687094232312
70,70,70,70,2019-05-16,174.14352416992188,174.7056121826172,175.35452270507812,-0.0032173437686007222,-0.006906001148273666
71,71,71,71,2019-05-17,176.4026336669922,173.9993438720703,173.3122100830078,0.013812062398860903,0.017831539869604285
72,72,72,72,2019-05-20,177.1397247314453,175.76492309570312,176.5188446044922,0.007821820255874412,0.003517358887909383
73,73,73,73,2019-05-21,176.01974487304688,172.3673553466797,176.02256774902344,0.021189566429334672,-1.6037011689284952e-05
74,74,74,74,2019-05-22,175.37838745117188,172.11923217773438,177.39686584472656,0.018935450920859465,-0.011378320490292304
75,75,75,75,2019-05-23,173.10972595214844,173.7989044189453,174.33334350585938,-0.003965378660475305,-0.007018838330659416
76,76,76,76,2019-05-24,173.9233856201172,174.14352416992188,174.7056121826172,-0.0012641213668668216,-0.004477398022465051
77,77,77,77,2019-05-28,171.6929473876953,176.4026336669922,173.9993438720703,-0.026698503199151125,-0.013255202192433146
78,78,78,78,2019-05-29,169.61570739746094,177.1397247314453,175.76492309570312,-0.04247504248632683,-0.034985454378141045
79,79,79,79,2019-05-30,171.28134155273438,176.01974487304688,172.3673553466797,-0.02691972610078508,-0.00630057699592268
80,80,80,80,2019-05-31,172.0950164794922,175.37838745117188,172.11923217773438,-0.018721639646697263,-0.00014069141452588418
81,81,81,81,2019-06-03,171.6929473876953,173.10972595214844,173.7989044189453,-0.008184280557666401,-0.012117205446666945
82,82,82,82,2019-06-04,178.2213897705078,173.9233856201172,174.14352416992188,0.024712054305211728,0.02341669390247847
83,83,83,83,2019-06-05,178.68092346191406,171.6929473876953,176.4026336669922,0.04070042585057032,0.012915282201640954
84,84,84,84,2019-06-06,180.33694458007807,169.61570739746094,177.1397247314453,0.06320898781793849,0.01804914088852705
85,85,85,85,2019-06-07,181.38038635253903,171.28134155273438,176.01974487304688,0.05896173341621891,0.030454773601441554
86,86,86,86,2019-06-10,179.92535400390625,172.0950164794922,175.37838745117188,0.04550008294602281,0.025926607142515268
87,87,87,87,2019-06-11,177.88638305664062,171.6929473876953,173.10972595214844,0.036072743599421475,0.027593233587652755
88,88,88,88,2019-06-12,180.28912353515625,178.2213897705078,173.9233856201172,0.011602051624168164,0.03660081645916824
89,89,89,89,2019-06-13,182.8545379638672,178.68092346191406,171.6929473876953,0.02335791880347382,0.06500902189632862
90,90,90,90,2019-06-14,181.5335388183593,180.33694458007807,169.61570739746094,0.006635325008236936,0.07026372500378919
91,91,91,91,2019-06-17,179.4754180908203,181.38038635253903,171.28134155273438,-0.010502614422797318,0.047839866641651296
92,92,92,92,2019-06-18,179.26486206054688,179.92535400390625,172.0950164794922,-0.003670922016610456,0.04166213367316818
93,93,93,93,2019-06-19,179.69558715820312,177.88638305664062,171.6929473876953,0.010170559828553305,0.04661018342493284
94,94,94,94,2019-06-20,182.2993011474609,180.28912353515625,178.2213897705078,0.011149744215782853,0.022881155747938697
95,95,95,95,2019-06-21,178.96812438964844,182.8545379638672,178.68092346191406,-0.021254127009889823,0.001607339620648407
96,96,96,96,2019-06-24,177.44607543945312,181.5335388183593,180.33694458007807,-0.022516298671376833,-0.016030376622807152
97,97,97,97,2019-06-25,176.3834991455078,179.4754180908203,181.38038635253903,-0.01722753443453684,-0.0275492147057127
98,98,98,98,2019-06-26,177.52264404296875,179.26486206054688,179.92535400390625,-0.009718681048546451,-0.0133539265449234
99,99,99,99,2019-06-27,179.867919921875,179.69558715820312,177.88638305664062,0.0009590261307872439,0.011139339791980785
100,100,100,100,2019-06-28,182.83541870117188,182.2993011474609,180.28912353515625,0.0029408645580999426,0.014123398661478825
101,101,101,101,2019-07-01,183.16085815429688,178.96812438964844,182.8545379638672,0.02342726549181484,0.001675212405667592
102,102,102,102,2019-07-02,181.734603881836,177.44607543945312,181.5335388183593,0.024168065885718404,0.0011075918245493366
103,103,103,103,2019-07-03,185.06578063964844,176.3834991455078,179.4754180908203,0.049223887360223983,0.031148346711187047
104,104,104,104,2019-07-05,184.34783935546875,177.52264404296875,179.26486206054688,0.03844689982675109,0.028354565621482974
105,105,105,105,2019-07-08,183.56288146972656,179.867919921875,179.69558715820312,0.02054263789483124,0.021521364952154842
106,106,106,106,2019-07-09,176.64195251464844,182.83541870117188,182.2993011474609,-0.03387454263796719,-0.031033298521733088
107,107,107,107,2019-07-10,175.20606994628906,183.16085815429688,178.96812438964844,-0.043430612239797495,-0.021020807231396432
108,108,108,108,2019-07-11,174.57424926757812,181.734603881836,177.44607543945312,-0.039400061745607506,-0.016184219148058343
109,109,109,109,2019-07-12,177.03445434570312,185.06578063964844,176.3834991455078,-0.04339714379495985,0.0036905674473455274
110,110,110,110,2019-07-15,177.50350952148438,184.34783935546875,177.52264404296875,-0.03712725821964635,-0.00010778637050801176
111,111,111,111,2019-07-16,178.7766571044922,183.56288146972656,179.867919921875,-0.026074031562986377,-0.006067023057012011
112,112,112,112,2019-07-17,176.03887939453125,176.64195251464844,182.83541870117188,-0.003414099037810314,-0.03717299063235091
113,113,113,113,2019-07-18,180.595443725586,175.20606994628906,183.16085815429688,0.030760200151450645,-0.014006346413542925
114,114,114,114,2019-07-19,183.06515502929688,174.57424926757812,181.734603881836,0.04863779049511674,0.007321396800831659
115,115,115,115,2019-07-22,179.74349975585938,177.03445434570312,185.06578063964844,0.015302362583422102,-0.028758860040973055
116,116,116,116,2019-07-23,180.2124938964844,177.50350952148438,184.34783935546875,0.015261582051548928,-0.022432296865765644
117,117,117,117,2019-07-24,179.3892822265625,178.7766571044922,183.56288146972656,0.003426762374867831,-0.022736618698439792
118,118,118,118,2019-07-25,181.8207092285156,176.03887939453125,176.64195251464844,0.032844050438575856,0.02931781855976534
119,119,119,119,2019-07-26,184.2904357910156,180.595443725586,175.20606994628906,0.020460051423246917,0.051849606851585905
120,120,120,120,2019-07-29,183.0842742919922,183.06515502929688,174.57424926757812,0.00010443966079876077,0.04874730987025666
121,121,121,121,2019-07-30,182.9789581298828,179.74349975585938,177.03445434570312,0.018000419366586584,0.03357823089380996
122,122,122,122,2019-07-31,181.27508544921875,180.2124938964844,177.50350952148438,0.005896325663994784,0.02124789497346735
123,123,123,123,2019-08-01,180.96875,179.3892822265625,178.7766571044922,0.008804694203763397,0.01226162817345089
124,124,124,124,2019-08-02,180.8347625732422,181.8207092285156,176.03887939453125,-0.005422631225325714,0.027243318039775755
125,125,125,125,2019-08-05,177.01528930664062,184.2904357910156,180.595443725586,-0.03947652765130438,-0.01982416801381437
126,126,126,126,2019-08-06,183.256591796875,183.0842742919922,183.06515502929688,0.0009411922763393754,0.0010457302349400344
127,127,127,127,2019-08-07,186.31979370117188,182.9789581298828,179.74349975585938,0.018258031444892575,0.036587103034295465
128,128,128,128,2019-08-08,189.0383758544922,181.27508544921875,180.2124938964844,0.0428260198362902,0.04897486166013243
129,129,129,129,2019-08-09,190.82850646972656,180.96875,179.3892822265625,0.0544831992801329,0.06376760139280058
130,130,130,130,2019-08-12,186.71226501464844,180.8347625732422,181.8207092285156,0.03250206076403983,0.026903182849127738
131,131,131,131,2019-08-13,188.5980834960937,177.01528930664062,184.2904357910156,0.06543386300032195,0.02337423364695357
132,132,132,132,2019-08-14,185.7566375732422,183.256591796875,183.0842742919922,0.013642323868700457,0.014596356194896298
133,133,133,133,2019-08-15,185.3534698486328,186.31979370117188,182.9789581298828,-0.005186372490777358,0.012976966002093526
134,134,134,134,2019-08-16,187.1389923095703,189.0383758544922,181.27508544921875,-0.010047608250633111,0.032348112515408145
135,135,135,135,2019-08-19,190.28756713867188,190.82850646972656,180.96875,-0.002834688281441289,0.05149406811215673
136,136,136,136,2019-08-20,189.2028350830078,186.71226501464844,180.8347625732422,0.013339081222992988,0.04627468961547909
137,137,137,137,2019-08-21,189.1164093017578,188.5980834960937,177.01528930664062,0.0027483089756574763,0.06836200444897522
138,138,138,138,2019-08-22,191.46829223632807,185.7566375732422,183.256591796875,0.03074805152431681,0.04480985027024342
139,139,139,139,2019-08-23,185.53585815429688,185.3534698486328,186.31979370117188,0.0009840026507894617,-0.004207473244266846
140,140,140,140,2019-08-26,188.070068359375,187.1389923095703,189.0383758544922,0.004975318282490759,-0.00512228001716708
141,141,141,141,2019-08-27,189.7595672607422,190.28756713867188,190.82850646972656,-0.002774747114954179,-0.005601569853264876
142,142,142,142,2019-08-28,189.5867919921875,189.2028350830078,186.71226501464844,0.002029340147103209,0.01539549090314729
143,143,143,143,2019-08-29,190.383529663086,189.1164093017578,188.5980834960937,0.0067002137255385286,0.009466936958716587
144,144,144,144,2019-08-30,188.5116729736328,191.46829223632807,185.7566375732422,-0.015441821871194805,0.014831423718597136
145,145,145,145,2019-09-03,187.08132934570312,185.53585815429688,185.3534698486328,0.00832977089593645,0.009321970063367768
146,146,146,146,2019-09-04,189.9227600097656,188.070068359375,187.1389923095703,0.009851071287167112,0.01487540178473501
147,147,147,147,2019-09-05,194.7896270751953,189.7595672607422,190.28756713867188,0.02650754260807031,0.023659243765739912
148,148,148,148,2019-09-06,193.4937286376953,189.5867919921875,189.2028350830078,0.02060764151581207,0.022678801577180385
149,149,149,149,2019-09-09,187.10055541992188,190.383529663086,189.1164093017578,-0.017244003454363277,-0.01065932823745297
150,150,150,150,2019-09-10,180.2562255859375,188.5116729736328,191.46829223632807,-0.043792764965010944,-0.05855834676036897
151,151,151,151,2019-09-11,179.91065979003906,187.08132934570312,185.53585815429688,-0.038329156526429986,-0.03031865872299322
152,152,152,152,2019-09-12,183.45285034179688,189.9227600097656,188.070068359375,-0.03406600487290756,-0.024550520228212358
153,153,153,153,2019-09-13,182.3872985839844,194.7896270751953,189.7595672607422,-0.06367037443129964,-0.03885057698633876
154,154,154,154,2019-09-16,178.8163604736328,193.4937286376953,189.5867919921875,-0.07585449031035485,-0.056810030938223344
155,155,155,155,2019-09-17,182.3392791748047,187.10055541992188,190.383529663086,-0.025447686322636276,-0.042252869786146396
156,156,156,156,2019-09-18,181.64813232421875,180.2562255859375,188.5116729736328,0.007721823386442006,-0.036409101575232805
157,157,157,157,2019-09-19,184.2495880126953,179.91065979003906,187.08132934570312,0.024117126954678048,-0.015136418705765653
158,158,158,158,2019-09-20,188.1468963623047,183.45285034179688,189.9227600097656,0.025587206804158047,-0.009350451980424057
159,159,159,159,2019-09-23,190.70030212402344,182.3872985839844,194.7896270751953,0.04557885118415261,-0.02099354576819057
160,160,160,160,2019-09-24,191.05548095703125,178.8163604736328,193.4937286376953,0.06844519400227433,-0.012601171613316309
161,161,161,161,2019-09-25,192.4953765869141,182.3392791748047,187.10055541992188,0.05569890074191286,0.028833806264680906
162,162,162,162,2019-09-26,190.40272521972656,181.64813232421875,180.2562255859375,0.04819533668467324,0.056289315949044516
163,163,163,163,2019-09-27,191.52587890625,184.2495880126953,179.91065979003906,0.039491490711248245,0.06456103896103893
164,164,164,164,2019-09-30,193.61854553222656,188.1468963623047,183.45285034179688,0.029081793405645096,0.05541312207190918
165,165,165,165,2019-10-01,191.2186737060547,190.70030212402344,182.3872985839844,0.002718252547361688,0.04842099855985138
166,166,166,166,2019-10-02,190.7771148681641,191.05548095703125,178.8163604736328,-0.0014569908566494094,0.06688847912378204
167,167,167,167,2019-10-03,189.2028350830078,192.4953765869141,182.3392791748047,-0.017104522520413168,0.03764167511939753
168,168,168,168,2019-10-04,193.580078125,190.40272521972656,181.64813232421875,0.016687539012935515,0.06568713725877595
169,169,169,169,2019-10-07,193.57052612304688,191.52587890625,184.2495880126953,0.010675566291475924,0.05058865102976151
170,170,170,170,2019-10-08,192.6681671142578,193.61854553222656,188.1468963623047,-0.004908509230643787,0.02403053592362614
171,171,171,171,2019-10-09,193.5896911621093,191.2186737060547,190.70030212402344,0.012399507904230056,0.015151465445538248
172,172,172,172,2019-10-10,193.37852478027344,190.7771148681641,191.05548095703125,0.013635859384429017,0.012159001205333864
173,173,173,173,2019-10-11,195.11599731445312,189.2028350830078,192.4953765869141,0.03125303185256745,0.013613941145000918
174,174,174,174,2019-10-14,194.1368865966797,193.580078125,190.40272521972656,0.00287637280175157,0.019611911398031978
175,175,175,175,2019-10-15,196.74790954589844,193.57052612304688,191.52587890625,0.016414603434160124,0.027265404912745872
176,176,176,176,2019-10-16,192.6969757080078,192.6681671142578,193.61854553222656,0.00014952440863225114,-0.004759718763951537
177,177,177,177,2019-10-17,204.4369506835937,193.5896911621093,191.2186737060547,0.05603221667625391,0.06912649649405278
178,178,178,178,2019-10-18,208.7470703125,193.37852478027344,190.7771148681641,0.07947389995703547,0.09419345426601078
179,179,179,179,2019-10-21,202.0467224121093,195.11599731445312,189.2028350830078,0.035521050006404487,0.0678842223662588
180,180,180,180,2019-10-22,204.3697509765625,194.1368865966797,193.580078125,0.05270953170863213,0.05573751677378347
181,181,181,181,2019-10-23,197.65985107421875,196.74790954589844,193.57052612304688,0.004635076074887445,0.0211257624447041
182,182,182,182,2019-10-24,195.50955200195312,192.6969757080078,192.6681671142578,0.014595850732017634,0.014747557576598957
183,183,183,183,2019-10-25,192.0922241210937,204.4369506835937,193.5896911621093,-0.06038402804004783,-0.0077352623067188375
184,184,184,184,2019-10-28,191.5450592041016,208.7470703125,193.37852478027344,-0.08240600015438082,-0.00948122640947402
185,185,185,185,2019-10-29,193.53211975097656,202.0467224121093,195.11599731445312,-0.042141750974637016,-0.008117620211960164
186,186,186,186,2019-10-30,198.6773376464844,204.3697509765625,194.1368865966797,-0.02785350230588146,0.023387884339762355
187,187,187,187,2019-10-31,199.0901031494141,197.65985107421875,196.74790954589844,0.007235926099419698,0.011904541242250266
188,188,188,188,2019-11-01,198.9077606201172,195.50955200195312,192.6969757080078,0.017381292030836937,0.03223083750686628
189,189,189,189,2019-11-04,195.6823883056641,192.0922241210937,204.4369506835937,0.018689794451581587,-0.04282279866069327
190,190,190,190,2019-11-05,191.53546142578125,191.5450592041016,208.7470703125,-5.0107156823631094e-05,-0.0824519781808315
191,191,191,191,2019-11-06,194.20407104492188,193.53211975097656,202.0467224121093,0.0034720401699208647,-0.03881602865693101
192,192,192,192,2019-11-07,192.9369354248047,198.6773376464844,204.3697509765625,-0.02889309012129948,-0.05594181867486325
193,193,193,193,2019-11-08,193.9928741455078,199.0901031494141,197.65985107421875,-0.02560262375312994,-0.01855195634713913
194,194,194,194,2019-11-11,195.5863342285156,198.9077606201172,195.50955200195312,-0.016698324797618125,0.00039272877348572877
195,195,195,195,2019-11-12,196.17190551757807,195.6823883056641,192.0922241210937,0.002501590542473009,0.021238139207095497
196,196,196,196,2019-11-13,196.9611968994141,191.53546142578125,191.5450592041016,0.028327576696471235,0.02827605012531964
197,197,197,197,2019-11-14,197.6445770263672,194.20407104492188,193.53211975097656,0.017715931303260213,0.02124948189831355
198,198,198,198,2019-11-15,199.55039978027344,192.9369354248047,198.6773376464844,0.034277855304933436,0.004394372021143678
199,199,199,199,2019-11-18,200.7150115966797,193.9928741455078,199.0901031494141,0.034651465837501894,0.008161673642040013
200,200,200,200,2019-11-19,200.2819366455078,195.5863342285156,198.9077606201172,0.024007824654589838,0.006908609403205146
201,201,201,201,2019-11-20,202.8614501953125,196.17190551757807,195.6823883056641,0.03410042156691495,0.03668731740147413
202,202,202,202,2019-11-21,197.06707763671875,196.9611968994141,191.53546142578125,0.0005375715570956618,0.028880376353080495
203,203,203,203,2019-11-22,199.6754913330078,197.6445770263672,194.20407104492188,0.01027558831715214,0.028173561237139655
204,204,204,204,2019-11-25,197.60610961914065,199.55039978027344,192.9369354248047,-0.009743353875881322,0.02420052015470997
205,205,205,205,2019-11-26,202.38015747070312,200.7150115966797,193.9928741455078,0.008296070437269654,0.04323500727611407
206,206,206,206,2019-11-27,201.8893280029297,200.2819366455078,195.5863342285156,0.008025643172538732,0.03222614606115526
207,207,207,207,2019-11-29,198.71295166015625,202.8614501953125,196.17190551757807,-0.020449910671357818,0.012953160320658075
208,208,208,208,2019-12-02,198.2894744873047,197.06707763671875,196.9611968994141,0.006202948078619874,0.006743854164172891
209,209,209,209,2019-12-03,197.1055908203125,199.6754913330078,197.6445770263672,-0.01287038532139817,-0.0027270477852917585
210,210,210,210,2019-12-04,198.587890625,197.60610961914065,199.55039978027344,0.004968373739818066,-0.004823388759597869
211,211,211,211,2019-12-05,202.21658325195312,202.38015747070312,200.7150115966797,-0.0008082522555289406,0.007481112864097694
212,212,212,212,2019-12-06,202.7459411621093,201.8893280029297,200.2819366455078,0.00424298385483346,0.012302679701778008
213,213,213,213,2019-12-09,200.79202270507807,198.71295166015625,202.8614501953125,0.01046268513225801,-0.01020118651543711
214,214,214,214,2019-12-10,199.5792694091797,198.2894744873047,197.06707763671875,0.006504606082647024,0.01274790189506958
215,215,215,215,2019-12-11,199.97390747070312,197.1055908203125,199.6754913330078,0.014552183113899941,0.001494505588558237
216,216,216,216,2019-12-12,199.71405029296875,198.587890625,197.60610961914065,0.005670837554215824,0.010667386134421086
217,217,217,217,2019-12-13,197.7312164306641,202.21658325195312,202.38015747070312,-0.02218100389768951,-0.022971328306788275
218,218,218,218,2019-12-16,200.51290893554688,202.7459411621093,201.8893280029297,-0.011013942936480059,-0.006817691063704112
219,219,219,219,2019-12-17,203.89138793945312,200.79202270507807,198.71295166015625,0.015435699051288498,0.026059883042516274
220,220,220,220,2019-12-18,202.1107177734375,199.5792694091797,198.2894744873047,0.01268392439631505,0.01927103441074207
221,221,221,221,2019-12-19,204.30528259277344,199.97390747070312,197.1055908203125,0.02165970139231721,0.03652708044707054
222,222,222,222,2019-12-20,207.0484161376953,199.71405029296875,198.587890625,0.03672433578893153,0.04260343108569287
223,223,223,223,2019-12-23,202.39942932128903,197.7312164306641,202.21658325195312,0.023608881667209536,0.0009042090732394037
224,224,224,224,2019-12-24,205.31588745117188,200.51290893554688,202.7459411621093,0.023953462852453367,0.01267569784298539
225,225,225,225,2019-12-26,204.728759765625,203.89138793945312,200.79202270507807,0.0041069504437358795,0.01960604314609249
226,226,226,226,2019-12-27,205.34478759765625,202.1107177734375,199.5792694091797,0.016001476120846236,0.028888362030507375
227,227,227,227,2019-12-30,206.8848114013672,204.30528259277344,199.97390747070312,0.012625854681082016,0.034559028315614304
228,228,228,228,2019-12-31,204.4207458496093,207.0484161376953,199.71405029296875,-0.012691090987812848,0.023567172914154444
229,229,229,229,2020-01-02,205.7971649169922,202.39942932128903,197.7312164306641,0.01678727853678663,0.040792489076485694
230,230,230,230,2020-01-03,206.98106384277344,205.31588745117188,200.51290893554688,0.008110314366186477,0.032258047332532014
231,231,231,231,2020-01-06,207.0195770263672,204.728759765625,203.89138793945312,0.011189523461992978,0.015342428724076429
232,232,232,232,2020-01-07,205.0367584228516,205.34478759765625,202.1107177734375,-0.0015000584061972688,0.014477414565882363
233,233,233,233,2020-01-08,206.0762939453125,206.8848114013672,204.30528259277344,-0.0039080561331595876,0.00866845599909949
234,234,234,234,2020-01-09,206.470932006836,204.4207458496093,207.0484161376953,0.01002924702532404,-0.00278912604902648
235,235,235,235,2020-01-10,208.9061279296875,205.7971649169922,202.39942932128903,0.015106928290043786,0.032147811039870744
236,236,236,236,2020-01-13,208.49221801757807,206.98106384277344,205.31588745117188,0.0073009295959196585,0.01547045679629444
237,237,237,237,2020-01-14,207.5393218994141,207.0195770263672,204.728759765625,0.0025106073566207865,0.013728223318534516
238,238,238,238,2020-01-15,208.89649963378903,205.0367584228516,205.34478759765625,0.018824630474197246,0.01729633402281361
239,239,239,239,2020-01-16,210.2632751464844,206.0762939453125,206.8848114013672,0.020317626646969122,0.016330168088380503
240,240,240,240,2020-01-17,211.58192443847656,206.470932006836,204.4207458496093,0.024754053182998836,0.03503156472257318
241,241,241,241,2020-01-21,211.07177734375,208.9061279296875,205.7971649169922,0.010366615070245278,0.025630151070765717
242,242,242,242,2020-01-22,212.3230895996093,208.49221801757807,206.98106384277344,0.01837417059714075,0.025809248718973388
243,243,243,243,2020-01-23,212.5059509277344,207.5393218994141,207.0195770263672,0.02393102657783297,0.026501715345831567
244,244,244,244,2020-01-24,211.7070770263672,208.89649963378903,205.0367584228516,0.013454401569702235,0.032532306181700665
