,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,CRL,CRL_6m,CRL_12m,CRL_6m_ret,CRL_12m_ret
115,115,115,115,2019-07-22,136.4600067138672,134.8699951171875,142.3699951171875,0.011789216684542358,-0.04151147436969205
116,116,116,116,2019-07-23,137.42999267578125,136.1199951171875,142.44000244140625,0.00962384370838354,-0.03517277225325732
117,117,117,117,2019-07-24,139.83999633789062,135.1999969482422,140.3300018310547,0.03431952288745044,-0.0034918084997532794
118,118,118,118,2019-07-25,138.47999572753906,135.22999572753906,139.44000244140625,0.024033129502925465,-0.006884729611723817
119,119,119,119,2019-07-26,139.92999267578125,137.25,137.97000122070312,0.019526358293488144,0.014205924749850718
120,120,120,120,2019-07-29,139.7899932861328,135.63999938964844,136.50999450683594,0.030595649625173138,0.0240275357943307
121,121,121,121,2019-07-30,141.11000061035156,136.4600067138672,134.8699951171875,0.03407587327937489,0.046266817817722794
122,122,122,122,2019-07-31,134.5399932861328,137.42999267578125,136.1199951171875,-0.02102888411313819,-0.011607419098821126
123,123,123,123,2019-08-01,133.91000366210938,139.83999633789062,135.1999969482422,-0.04240555514212696,-0.00954137067493166
124,124,124,124,2019-08-02,133.1199951171875,138.47999572753906,135.22999572753906,-0.03870595591941972,-0.0156030516676402
125,125,125,125,2019-08-05,126.51000213623048,139.92999267578125,137.25,-0.09590503281626672,-0.07825135055569776
126,126,126,126,2019-08-06,131.75999450683594,139.7899932861328,135.63999938964844,-0.05744330184536506,-0.02860516735676577
127,127,127,127,2019-08-07,131.97999572753906,141.11000061035156,136.4600067138672,-0.06470133118362942,-0.03283021226667482
128,128,128,128,2019-08-08,134.8000030517578,134.5399932861328,137.42999267578125,0.001932583459195003,-0.01913694072754546
129,129,129,129,2019-08-09,132.60000610351562,133.91000366210938,139.83999633789062,-0.009782671367101314,-0.051773386899133356
130,130,130,130,2019-08-12,129.8300018310547,133.1199951171875,138.47999572753906,-0.02471449374105361,-0.06246385155516132
131,131,131,131,2019-08-13,130.82000732421875,126.51000213623048,139.92999267578125,0.034068493519959775,-0.06510387928533945
132,132,132,132,2019-08-14,126.52999877929688,131.75999450683594,139.7899932861328,-0.03969335113525463,-0.09485653583010312
133,133,133,133,2019-08-15,127.62999725341795,131.97999572753906,141.11000061035156,-0.032959528829666684,-0.09552833462283139
134,134,134,134,2019-08-16,129.83999633789062,134.8000030517578,134.5399932861328,-0.03679530119864127,-0.03493382772991871
135,135,135,135,2019-08-19,130.72999572753906,132.60000610351562,133.91000366210938,-0.014102641703626406,-0.02374735156153318
136,136,136,136,2019-08-20,129.42999267578125,129.8300018310547,133.1199951171875,-0.003081022488114593,-0.027719370318169623
137,137,137,137,2019-08-21,129.69000244140625,130.82000732421875,126.51000213623048,-0.008637859803905523,0.025136354845298525
138,138,138,138,2019-08-22,129.0,126.52999877929688,131.75999450683594,0.01952107203455755,-0.02094713586750141
139,139,139,139,2019-08-23,125.06999969482422,127.62999725341795,131.97999572753906,-0.02005796140158722,-0.05235638927417385
140,140,140,140,2019-08-26,126.2300033569336,129.83999633789062,134.8000030517578,-0.027803397125509166,-0.06357566395257186
141,141,141,141,2019-08-27,126.91000366210938,130.72999572753906,132.60000610351562,-0.029220471125778413,-0.042911026994706836
142,142,142,142,2019-08-28,129.30999755859375,129.42999267578125,129.8300018310547,-0.0009271044114796956,-0.004005270470053723
143,143,143,143,2019-08-29,131.02999877929688,129.69000244140625,130.82000732421875,0.010332302511105507,0.0016051937266574612
144,144,144,144,2019-08-30,131.1999969482422,129.0,126.52999877929688,0.01705423990885424,0.036908228989167124
145,145,145,145,2019-09-03,130.7899932861328,125.06999969482422,127.62999725341795,0.04573433761306145,0.024759038632904407
146,146,146,146,2019-09-04,131.7100067138672,126.2300033569336,129.83999633789062,0.043412843311412264,0.014402421662968345
147,147,147,147,2019-09-05,133.47999572753906,126.91000366210938,130.72999572753906,0.051768906121237857,0.021035723168930653
148,148,148,148,2019-09-06,134.6699981689453,129.30999755859375,129.42999267578125,0.04145078270473879,0.04048524908975426
149,149,149,149,2019-09-09,129.74000549316406,131.02999877929688,129.69000244140625,-0.009845022499814227,0.0003855582605944985
150,150,150,150,2019-09-10,129.67999267578125,131.1999969482422,129.0,-0.011585398687627757,0.0052712610525678105
151,151,151,151,2019-09-11,130.38999938964844,130.7899932861328,125.06999969482422,-0.0030582912838698073,0.04253617740309612
152,152,152,152,2019-09-12,131.7899932861328,131.7100067138672,126.2300033569336,0.0006072930543492561,0.04404650068397409
153,153,153,153,2019-09-13,132.25,133.47999572753906,126.91000366210938,-0.009214831936687706,0.04207703241509675
154,154,154,154,2019-09-16,134.3000030517578,134.6699981689453,129.30999755859375,-0.002747420525864519,0.038589479447658004
155,155,155,155,2019-09-17,134.35000610351562,129.74000549316406,131.02999877929688,0.035532606868853955,0.0253377650549389
156,156,156,156,2019-09-18,135.82000732421875,129.67999267578125,131.1999969482422,0.04734743210379744,0.035213494538411716
157,157,157,157,2019-09-19,137.9600067138672,130.38999938964844,130.7899932861328,0.05805665587586262,0.05482081042735687
158,158,158,158,2019-09-20,138.63999938964844,131.7899932861328,131.7100067138672,0.05197667844662068,0.05261553657677864
159,159,159,159,2019-09-23,138.0,132.25,133.47999572753906,0.04347826086956519,0.03386278406606502
160,160,160,160,2019-09-24,136.99000549316406,134.3000030517578,134.6699981689453,0.02002980178912983,0.01722735097470096
161,161,161,161,2019-09-25,136.14999389648438,134.35000610351562,129.74000549316406,0.01339774999028931,0.04940641384247546
162,162,162,162,2019-09-26,135.22999572753906,135.82000732421875,129.67999267578125,-0.004344069834065434,0.04279768171820941
163,163,163,163,2019-09-27,132.6199951171875,137.9600067138672,130.38999938964844,-0.0387069537315623,0.01710250585150397
164,164,164,164,2019-09-30,132.3699951171875,138.63999938964844,131.7899932861328,-0.0452250742935959,0.004400955008742047
165,165,165,165,2019-10-01,128.16000366210938,138.0,132.25,-0.0713043212890625,-0.030926248301630488
166,166,166,166,2019-10-02,126.5500030517578,136.99000549316406,134.3000030517578,-0.07620995709739742,-0.057706625643286436
167,167,167,167,2019-10-03,129.08999633789062,136.14999389648438,134.35000610351562,-0.051854556555922526,-0.03915154095022666
168,168,168,168,2019-10-04,131.77999877929688,135.22999572753906,135.82000732421875,-0.025512068751323724,-0.02974531237712197
169,169,169,169,2019-10-07,131.8800048828125,132.6199951171875,137.9600067138672,-0.005579778778615707,-0.04407075627116186
170,170,170,170,2019-10-08,129.47999572753906,132.3699951171875,138.63999938964844,-0.021832737752161435,-0.06607042485888315
171,171,171,171,2019-10-09,131.38999938964844,128.16000366210938,138.0,0.025202837353647922,-0.0478985551474751
172,172,172,172,2019-10-10,130.80999755859375,126.5500030517578,136.99000549316406,0.033662539740071384,-0.045112838066706296
173,173,173,173,2019-10-11,133.11000061035156,129.08999633789062,136.14999389648438,0.031141098353885344,-0.022328266047842327
174,174,174,174,2019-10-14,133.89999389648438,131.77999877929688,135.22999572753906,0.016087381520909272,-0.009835109613804738
175,175,175,175,2019-10-15,134.07000732421875,131.8800048828125,132.6199951171875,0.01660602335700756,0.010933586641667103
176,176,176,176,2019-10-16,134.75999450683594,129.47999572753906,132.3699951171875,0.040778490527659805,0.018055446685878884
177,177,177,177,2019-10-17,136.07000732421875,131.38999938964844,128.16000366210938,0.0356192096530219,0.06171975215422054
178,178,178,178,2019-10-18,134.27999877929688,130.80999755859375,126.5500030517578,0.026527033754807583,0.06108254082283637
179,179,179,179,2019-10-21,128.66000366210938,133.11000061035156,129.08999633789062,-0.03343097383996352,-0.003330952730494774
180,180,180,180,2019-10-22,126.37999725341795,133.89999389648438,131.77999877929688,-0.05616129190326913,-0.04097739851191495
181,181,181,181,2019-10-23,126.0500030517578,134.07000732421875,131.8800048828125,-0.05981952587700201,-0.04420686696391307
182,182,182,182,2019-10-24,127.62000274658205,134.75999450683594,129.47999572753906,-0.05298302204881511,-0.014365099183899721
183,183,183,183,2019-10-25,129.05999755859375,136.07000732421875,131.38999938964844,-0.051517670230751156,-0.01773347927451363
184,184,184,184,2019-10-28,131.17999267578125,134.27999877929688,130.80999755859375,-0.023086134433251027,0.0028284926541777278
185,185,185,185,2019-10-29,132.4199981689453,128.66000366210938,133.11000061035156,0.029224268613504245,-0.0051837009859693195
186,186,186,186,2019-10-30,132.55999755859375,126.37999725341795,133.89999389648438,0.048900145905080405,-0.010007441366476466
187,187,187,187,2019-10-31,129.97999572753906,126.0500030517578,134.07000732421875,0.031178045066508675,-0.030506536684143604
188,188,188,188,2019-11-01,132.72000122070312,127.62000274658205,134.75999450683594,0.03996237552390802,-0.01513797394841343
189,189,189,189,2019-11-04,131.86000061035156,129.05999755859375,136.07000732421875,0.021695359559313454,-0.030940005050752006
190,190,190,190,2019-11-05,130.57000732421875,131.17999267578125,134.27999877929688,-0.004649987693398638,-0.02762877188564683
191,191,191,191,2019-11-06,128.74000549316406,132.4199981689453,128.66000366210938,-0.027790309067110885,0.0006218080893638511
192,192,192,192,2019-11-07,127.37000274658205,132.55999755859375,126.37999725341795,-0.0391520436602123,0.007833561597401673
193,193,193,193,2019-11-08,130.50999450683594,129.97999572753906,126.0500030517578,0.004077541134928531,0.03538271596270248
194,194,194,194,2019-11-11,132.00999450683594,132.72000122070312,127.62000274658205,-0.005349658735208318,0.034398931717398495
195,195,195,195,2019-11-12,135.1199951171875,131.86000061035156,129.05999755859375,0.024723149489960017,0.046954886666896734
196,196,196,196,2019-11-13,137.1199951171875,130.57000732421875,131.17999267578125,0.05016456632880817,0.045281314019335994
197,197,197,197,2019-11-14,137.58999633789062,128.74000549316406,132.4199981689453,0.06874312930797943,0.03904242743115938
198,198,198,198,2019-11-15,139.07000732421875,127.37000274658205,132.55999755859375,0.09185839935102513,0.049109911628864245
199,199,199,199,2019-11-18,136.94000244140625,130.50999450683594,129.97999572753906,0.04926831817645594,0.053546752905397677
200,200,200,200,2019-11-19,138.25999450683594,132.00999450683594,132.72000122070312,0.04734490008388237,0.04174196229037275
201,201,201,201,2019-11-20,139.52999877929688,135.1199951171875,131.86000061035156,0.03263768369947506,0.05816773952254306
202,202,202,202,2019-11-21,140.07000732421875,137.1199951171875,130.57000732421875,0.021514092124274464,0.072757903554455
203,203,203,203,2019-11-22,140.77000427246094,137.58999633789062,128.74000549316406,0.023112203061339764,0.0934441375329571
204,204,204,204,2019-11-25,144.8000030517578,139.07000732421875,127.37000274658205,0.04120223934540057,0.13684541045237197
205,205,205,205,2019-11-26,145.5399932861328,136.94000244140625,130.50999450683594,0.06280115883893256,0.11516358449091513
206,206,206,206,2019-11-27,146.8800048828125,138.25999450683594,132.00999450683594,0.062346381588713085,0.11264306487950448
207,207,207,207,2019-11-29,145.25,139.52999877929688,135.1199951171875,0.04099477725754741,0.07497043553048455
208,208,208,208,2019-12-02,144.7100067138672,140.07000732421875,137.1199951171875,0.033126287906220186,0.05535306204024448
209,209,209,209,2019-12-03,143.72999572753906,140.77000427246094,137.58999633789062,0.021027146162111654,0.044625332895350533
210,210,210,210,2019-12-04,145.38999938964844,144.8000030517578,139.07000732421875,0.004074560258674476,0.04544468061107998
211,211,211,211,2019-12-05,144.6999969482422,145.5399932861328,136.94000244140625,-0.005771584283635223,0.05666711237394839
212,212,212,212,2019-12-06,146.22999572753906,146.8800048828125,138.25999450683594,-0.004425443448153765,0.05764502775464142
213,213,213,213,2019-12-09,144.7100067138672,145.25,139.52999877929688,-0.0037176818322396388,0.037124689886680606
214,214,214,214,2019-12-10,146.22999572753906,144.7100067138672,140.07000732421875,0.010503689746054201,0.04397792590287963
215,215,215,215,2019-12-11,146.24000549316406,143.72999572753906,140.77000427246094,0.017463367704978472,0.03885771865230536
216,216,216,216,2019-12-12,147.07000732421875,145.38999938964844,144.8000030517578,0.011555182210764459,0.01567682475565646
217,217,217,217,2019-12-13,145.8300018310547,144.6999969482422,145.5399932861328,0.0078092944481311655,0.0019926381633927903
218,218,218,218,2019-12-16,147.7100067138672,146.22999572753906,146.8800048828125,0.010121117619983577,0.005650883738170576
219,219,219,219,2019-12-17,148.89999389648438,144.7100067138672,145.25,0.028954370729192158,0.025129045758928603
220,220,220,220,2019-12-18,147.74000549316406,146.22999572753906,144.7100067138672,0.010326265538833201,0.02093841917434247
221,221,221,221,2019-12-19,149.38999938964844,146.24000549316406,143.72999572753906,0.0215398918090961,0.03937941856506222
222,222,222,222,2019-12-20,151.6699981689453,147.07000732421875,145.38999938964844,0.03127755909188057,0.04319415919705971
223,223,223,223,2019-12-23,151.33999633789062,145.8300018310547,144.6999969482422,0.03778368262807352,0.04588804097918198
224,224,224,224,2019-12-24,151.30999755859375,147.7100067138672,146.22999572753906,0.024372017338677665,0.03473980701278223
225,225,225,225,2019-12-26,151.89999389648438,148.89999389648438,144.7100067138672,0.02014775099376842,0.049685487174593534
226,226,226,226,2019-12-27,151.92999267578125,147.74000549316406,146.22999572753906,0.028360545734588127,0.03897966979950285
227,227,227,227,2019-12-30,151.83999633789062,149.38999938964844,146.24000549316406,0.016400006414431845,0.0382931525873631
228,228,228,228,2019-12-31,152.75999450683594,151.6699981689453,147.07000732421875,0.007186631179862513,0.0386889705531428
229,229,229,229,2020-01-02,153.88999938964844,151.33999633789062,145.8300018310547,0.016849498569198706,0.05526981730365277
230,230,230,230,2020-01-03,152.6999969482422,151.30999755859375,147.7100067138672,0.009186434552086897,0.033782343832948536
231,231,231,231,2020-01-06,153.4499969482422,151.89999389648438,148.89999389648438,0.01020410213323708,0.030557442835900783
232,232,232,232,2020-01-07,154.69000244140625,151.92999267578125,147.74000549316406,0.01816632593088352,0.04704207858286402
233,233,233,233,2020-01-08,154.92999267578125,151.83999633789062,149.38999938964844,0.020350345181874507,0.03708409738782481
234,234,234,234,2020-01-09,157.0500030517578,152.75999450683594,151.6699981689453,0.028083324817937738,0.03547178049557109
235,235,235,235,2020-01-10,157.88999938964844,153.88999938964844,151.33999633789062,0.025992592214338917,0.04328005292886283
236,236,236,236,2020-01-13,159.10000610351562,152.6999969482422,151.30999755859375,0.04191230702802651,0.051483766245553175
237,237,237,237,2020-01-14,159.61000061035156,153.4499969482422,151.89999389648438,0.04014339383914822,0.05075712326309478
238,238,238,238,2020-01-15,158.83999633789062,154.69000244140625,151.92999267578125,0.026827809367035993,0.04548149802689272
239,239,239,239,2020-01-16,159.9600067138672,154.92999267578125,151.83999633789062,0.03246636723602081,0.053477414197949935
240,240,240,240,2020-01-17,159.77999877929688,157.0500030517578,152.75999450683594,0.017382971502645228,0.04595446795559299
241,241,241,241,2020-01-21,158.0,157.88999938964844,153.88999938964844,0.0006966914356627552,0.02670739246638809
242,242,242,242,2020-01-22,158.8300018310547,159.10000610351562,152.6999969482422,-0.0016970726719222062,0.040144106125229895
243,243,243,243,2020-01-23,156.6999969482422,159.61000061035156,153.4499969482422,-0.01823196322900489,0.02117953772978054
244,244,244,244,2020-01-24,155.3000030517578,158.83999633789062,154.69000244140625,-0.02228653593394958,0.003943374495598784
245,245,245,245,2020-01-27,154.57000732421875,159.9600067138672,154.92999267578125,-0.03369591875105349,-0.0023235355875593777
