,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,TRV,TRV_6m,TRV_12m,TRV_6m_ret,TRV_12m_ret
65,65,65,65,2019-05-09,127.02513122558594,128.1446533203125,123.60385131835938,-0.0087363933314345,0.02767939567202138
66,66,66,66,2019-05-10,128.9327392578125,127.8042984008789,124.6517333984375,0.008829443696753092,0.034343733076628524
67,67,67,67,2019-05-13,128.440185546875,128.38645935058594,124.66070556640624,0.0004184724507616533,0.030318134036674937
68,68,68,68,2019-05-14,130.50010681152344,128.45806884765625,125.60108947753906,0.015896533259338597,0.039004576746608954
69,69,69,69,2019-05-15,131.22555541992188,126.91765594482422,126.69373321533205,0.033942475875621714,0.03576990029086469
70,70,70,70,2019-05-16,132.02264404296875,126.7564468383789,128.7446746826172,0.04154579381121759,0.025461009307238935
71,71,71,71,2019-05-17,132.0942840576172,127.02513122558594,128.1446533203125,0.03990669234601185,0.03082165845368623
72,72,72,72,2019-05-20,132.70327758789062,128.9327392578125,127.8042984008789,0.029244227275266432,0.03833188123020137
73,73,73,73,2019-05-21,132.0763702392578,128.440185546875,128.38645935058594,0.028310335094118733,0.028740654640189156
74,74,74,74,2019-05-22,132.51524353027344,130.50010681152344,128.45806884765625,0.01544164804141035,0.03158364997241825
75,75,75,75,2019-05-23,131.60166931152344,131.22555541992188,126.91765594482422,0.0028661634572473282,0.036905924016872316
76,76,76,76,2019-05-24,132.49732971191406,132.02264404296875,126.7564468383789,0.003595486762034694,0.0452906579249186
77,77,77,77,2019-05-28,131.01058959960938,132.0942840576172,127.02513122558594,-0.00820394664113644,0.03137535333024455
78,78,78,78,2019-05-29,129.92686462402344,132.70327758789062,128.9327392578125,-0.020921962247905657,0.007710418408338526
79,79,79,79,2019-05-30,130.51800537109375,132.0763702392578,128.440185546875,-0.011798968016315636,0.01617733433949642
80,80,80,80,2019-05-31,130.37474060058594,132.51524353027344,130.50010681152344,-0.016152880775550105,-0.0009606598339306771
81,81,81,81,2019-06-03,131.46734619140625,131.60166931152344,131.22555541992188,-0.001020679455054796,0.001842558568036834
82,82,82,82,2019-06-04,132.1480255126953,132.49732971191406,132.02264404296875,-0.0026363112372017605,0.0009496967026789704
83,83,83,83,2019-06-05,134.20794677734375,131.01058959960938,132.0942840576172,0.02440533385511845,0.01600116715727551
84,84,84,84,2019-06-06,133.44667053222656,129.92686462402344,132.70327758789062,0.027090670727632604,0.005601918489493096
85,85,85,85,2019-06-07,134.66244506835938,130.51800537109375,132.0763702392578,0.0317537774614467,0.01958014764046645
86,86,86,86,2019-06-10,134.4733428955078,130.37474060058594,132.51524353027344,0.031437088779936895,0.01477640845739403
87,87,87,87,2019-06-11,134.35626220703125,131.46734619140625,131.60166931152344,0.021974399722186178,0.020931291448797795
88,88,88,88,2019-06-12,134.84255981445312,132.1480255126953,132.49732971191406,0.02039027288757289,0.017700206544827957
89,89,89,89,2019-06-13,134.55438232421875,134.20794677734375,131.01058959960938,0.0025813340803861884,0.02704966625552796
90,90,90,90,2019-06-14,135.1847686767578,133.44667053222656,129.92686462402344,0.013024664741347003,0.040468182372825456
91,91,91,91,2019-06-17,135.013671875,134.66244506835938,130.51800537109375,0.002608201614505923,0.03444479932959443
92,92,92,92,2019-06-18,135.38287353515625,134.4733428955078,130.37474060058594,0.006763650103910779,0.038413368352640864
93,93,93,93,2019-06-19,136.52664184570312,134.35626220703125,131.46734619140625,0.01615391499450558,0.03848328730185924
94,94,94,94,2019-06-20,137.05795288085938,134.84255981445312,132.1480255126953,0.016429479457040097,0.0371547539141428
95,95,95,95,2019-06-21,136.41854858398438,134.55438232421875,134.20794677734375,0.013854370460218757,0.016471467299236098
96,96,96,96,2019-06-24,136.9048309326172,135.1847686767578,133.44667053222656,0.012723787396287545,0.025914175202711442
97,97,97,97,2019-06-25,137.9044952392578,135.013671875,134.66244506835938,0.021411338008303638,0.024075384709171477
98,98,98,98,2019-06-26,133.91493225097656,135.38287353515625,134.4733428955078,-0.010842887625652997,-0.004152575019758076
99,99,99,99,2019-06-27,134.36521911621094,136.52664184570312,134.35626220703125,-0.015831508782988557,6.666536440169679e-05
100,100,100,100,2019-06-28,134.6534423828125,137.05795288085938,134.84255981445312,-0.01754375027136912,-0.0014025054990119967
101,101,101,101,2019-07-01,136.3645477294922,136.41854858398438,134.55438232421875,-0.00039584686285487614,0.013453039388280352
102,102,102,102,2019-07-02,137.6343231201172,136.9048309326172,135.1847686767578,0.005328461987283983,0.018120047601047018
103,103,103,103,2019-07-03,138.9581756591797,137.9044952392578,135.013671875,0.007640653178808909,0.029215587794928277
104,104,104,104,2019-07-05,138.76905822753906,133.91493225097656,135.38287353515625,0.036247832074955966,0.025011913279440634
105,105,105,105,2019-07-08,138.5078582763672,134.36521911621094,136.52664184570312,0.030831186726777426,0.01451157374033385
106,106,106,106,2019-07-09,138.19268798828125,134.6534423828125,137.05795288085938,0.02628410787603097,0.008279235779979022
107,107,107,107,2019-07-10,138.08460998535156,136.3645477294922,136.41854858398438,0.012613705574497924,0.012212865615862434
108,108,108,108,2019-07-11,137.2740936279297,137.6343231201172,136.9048309326172,-0.0026172940297247704,0.002697221805812333
109,109,109,109,2019-07-12,138.13864135742188,138.9581756591797,137.9044952392578,-0.005897704815640892,0.0016978860461207557
110,110,110,110,2019-07-15,139.4354705810547,138.76905822753906,133.91493225097656,0.004802312287966348,0.04122421777230789
111,111,111,111,2019-07-16,139.21932983398438,138.5078582763672,134.36521911621094,0.005136687307644161,0.03612624419996058
112,112,112,112,2019-07-17,137.22909545898438,138.19268798828125,134.6534423828125,-0.00697281848500253,0.019128015077768623
113,113,113,113,2019-07-18,137.52626037597656,138.08460998535156,136.3645477294922,-0.004043532508323899,0.008519169137632954
114,114,114,114,2019-07-19,135.2928009033203,137.2740936279297,137.6343231201172,-0.014433114597569352,-0.01701263292262767
115,115,115,115,2019-07-22,134.82456970214844,138.13864135742188,138.9581756591797,-0.023990909586974696,-0.029747123099612915
116,116,116,116,2019-07-23,132.8342742919922,139.4354705810547,138.76905822753906,-0.04734230294166919,-0.04276734317686037
117,117,117,117,2019-07-24,134.05007934570312,139.21932983398438,138.5078582763672,-0.03713026412672327,-0.03218430337554834
118,118,118,118,2019-07-25,133.72586059570312,137.22909545898438,138.19268798828125,-0.025528368102727295,-0.032323181910731136
119,119,119,119,2019-07-26,135.02267456054688,137.52626037597656,138.08460998535156,-0.01820442007646572,-0.022174342420415383
120,120,120,120,2019-07-29,133.9510040283203,135.2928009033203,137.2740936279297,-0.009917725599892346,-0.024207696527331235
121,121,121,121,2019-07-30,132.94235229492188,134.82456970214844,138.13864135742188,-0.013960492597044571,-0.03761647726833395
122,122,122,122,2019-07-31,132.04177856445312,132.8342742919922,139.4354705810547,-0.005966048535011592,-0.053025904999571605
123,123,123,123,2019-08-01,131.28530883789062,134.05007934570312,139.21932983398438,-0.02062490765620817,-0.05698936351406714
124,124,124,124,2019-08-02,132.31195068359375,133.72586059570312,137.22909545898438,-0.010573197329304063,-0.03583164895858604
125,125,125,125,2019-08-05,129.61924743652344,135.02267456054688,137.52626037597656,-0.040018664580669605,-0.05749456807620967
126,126,126,126,2019-08-06,131.4473876953125,133.9510040283203,135.2928009033203,-0.01869053801551568,-0.028422895988055807
127,127,127,127,2019-08-07,132.70819091796875,132.94235229492188,134.82456970214844,-0.0017613753097557305,-0.015697278239827805
128,128,128,128,2019-08-08,133.48269653320312,132.04177856445312,132.8342742919922,0.010912591335981103,0.004881437751416362
129,129,129,129,2019-08-09,134.24815368652344,131.28530883789062,134.05007934570312,0.02256798475670485,0.001477614498903046
130,130,130,130,2019-08-12,131.88868713378906,132.31195068359375,133.72586059570312,-0.003198982008940865,-0.01373835587021155
131,131,131,131,2019-08-13,133.48269653320312,129.61924743652344,135.02267456054688,0.029806137383814768,-0.011405329011263121
132,132,132,132,2019-08-14,129.21400451660156,131.4473876953125,133.9510040283203,-0.01699070036970074,-0.035363673054046196
133,133,133,133,2019-08-15,131.1141815185547,132.70819091796875,132.94235229492188,-0.012011386700308324,-0.013751605450094129
134,134,134,134,2019-08-16,132.21287536621094,133.48269653320312,132.04177856445312,-0.00951300205923189,0.0012957777728985764
135,135,135,135,2019-08-19,132.9063262939453,134.24815368652344,131.28530883789062,-0.009995127349843203,0.012347287525189099
136,136,136,136,2019-08-20,131.94273376464844,131.88868713378906,132.31195068359375,0.0004097897403780859,-0.0027905031785695478
137,137,137,137,2019-08-21,132.4199981689453,133.48269653320312,129.61924743652344,-0.007961319271022282,0.0216075219368439
138,138,138,138,2019-08-22,133.1134033203125,129.21400451660156,131.4473876953125,0.03017783419296416,0.012674391284684505
139,139,139,139,2019-08-23,130.33966064453125,131.1141815185547,132.70819091796875,-0.005907224260968569,-0.017847657006352824
140,140,140,140,2019-08-26,132.690185546875,132.21287536621094,133.48269653320312,0.0036101641337273893,-0.005937181424342852
141,141,141,141,2019-08-27,132.47406005859375,132.9063262939453,134.24815368652344,-0.003252412788805281,-0.013215031858630155
142,142,142,142,2019-08-28,131.81666564941406,131.94273376464844,131.88868713378906,-0.0009554759980890948,-0.0005460778019720225
143,143,143,143,2019-08-29,132.32994079589844,132.4199981689453,133.48269653320312,-0.0006800889162675849,-0.008635993782294848
144,144,144,144,2019-08-30,132.3479766845703,133.1134033203125,129.21400451660156,-0.0057501845542956564,0.024254121522610195
145,145,145,145,2019-09-03,132.89732360839844,130.33966064453125,131.1141815185547,0.019623059866962222,0.013599917790673155
146,146,146,146,2019-09-04,135.22979736328125,132.690185546875,132.21287536621094,0.019139409640128058,0.022818670184079126
147,147,147,147,2019-09-05,136.65269470214844,132.47406005859375,132.9063262939453,0.03154304051454648,0.02818803673737391
148,148,148,148,2019-09-06,137.64332580566406,131.81666564941406,131.94273376464844,0.04420275788000039,0.04320504720770746
149,149,149,149,2019-09-09,135.11717224121094,132.32994079589844,132.4199981689453,0.021062742328370243,0.02036832887449891
150,150,150,150,2019-09-10,132.708740234375,132.3479766845703,133.1134033203125,0.0027258712890225745,-0.003039987528256294
151,151,151,151,2019-09-11,132.40089416503906,132.89732360839844,130.33966064453125,-0.0037354359732795217,0.01581432320994991
152,152,152,152,2019-09-12,134.27513122558594,135.22979736328125,132.690185546875,-0.00705958417678243,0.011944709189897207
153,153,153,153,2019-09-13,132.4733123779297,136.65269470214844,132.47406005859375,-0.030583972993201702,-5.643977875613437e-06
154,154,154,154,2019-09-16,132.5004425048828,137.64332580566406,131.81666564941406,-0.03736384071424126,0.005187332361200392
155,155,155,155,2019-09-17,133.32443237304688,135.11717224121094,132.32994079589844,-0.013268038683962868,0.007515242364404262
156,156,156,156,2019-09-18,132.6182098388672,132.708740234375,132.3479766845703,-0.0006821735731039613,0.0020418381985614076
157,157,157,157,2019-09-19,133.0437469482422,132.40089416503906,132.89732360839844,0.004855350768264488,0.001101777943062432
158,158,158,158,2019-09-20,132.4461669921875,134.27513122558594,135.22979736328125,-0.013621019891805086,-0.020584445332087586
159,159,159,159,2019-09-23,132.68157958984375,132.4733123779297,136.65269470214844,0.0015721446695611263,-0.029059910753755913
160,160,160,160,2019-09-24,132.8717041015625,132.5004425048828,137.64332580566406,0.002801964956954839,-0.03466656792962508
161,161,161,161,2019-09-25,132.96226501464844,133.32443237304688,135.11717224121094,-0.00271643652969078,-0.01594843342869523
162,162,162,162,2019-09-26,134.09410095214844,132.6182098388672,132.708740234375,0.011128872234623666,0.010439106838982637
163,163,163,163,2019-09-27,134.00350952148438,133.0437469482422,132.40089416503906,0.007213887125529839,0.012104263846191454
164,164,164,164,2019-09-30,134.62828063964844,132.4461669921875,134.27513122558594,0.01647547601426358,0.002630043335941412
165,165,165,165,2019-10-01,131.7852020263672,132.68157958984375,132.4733123779297,-0.006755855381338716,-0.005194331893803694
166,166,166,166,2019-10-02,128.92405700683594,132.8717041015625,132.5004425048828,-0.029710216493566755,-0.026991498522090485
167,167,167,167,2019-10-03,128.3264923095703,132.96226501464844,133.32443237304688,-0.03486532592211333,-0.037487053006849735
168,168,168,168,2019-10-04,131.25099182128906,134.09410095214844,132.6182098388672,-0.021202343061116014,-0.010309428993494296
169,169,169,169,2019-10-07,129.61216735839844,134.00350952148438,133.0437469482422,-0.0327703519017305,-0.025792866395883518
170,170,170,170,2019-10-08,127.33049011230467,134.62828063964844,132.4461669921875,-0.054206965228036474,-0.038624574769193454
171,171,171,171,2019-10-09,127.93714141845705,131.7852020263672,132.68157958984375,-0.029199489386829924,-0.03575807724066227
172,172,172,172,2019-10-10,128.17254638671875,128.92405700683594,132.8717041015625,-0.005829095341588153,-0.03536612815059459
173,173,173,173,2019-10-11,129.1142120361328,128.3264923095703,132.96226501464844,0.006138403009272819,-0.028940940334399978
174,174,174,174,2019-10-14,129.57594299316406,131.25099182128906,134.09410095214844,-0.012762180345316843,-0.03369393528054365
175,175,175,175,2019-10-15,129.7570343017578,129.61216735839844,134.00350952148438,0.0011176955552236745,-0.03168928362317058
176,176,176,176,2019-10-16,129.08702087402344,127.33049011230467,134.62828063964844,0.013795052231162508,-0.04115970091348753
177,177,177,177,2019-10-17,127.19467163085938,127.93714141845705,131.7852020263672,-0.0058033951623883695,-0.03483342837376657
178,178,178,178,2019-10-18,127.991455078125,128.17254638671875,128.92405700683594,-0.00141287127156986,-0.00723373085181056
179,179,179,179,2019-10-21,128.4894561767578,129.1142120361328,128.3264923095703,-0.004838784588641287,0.0012699160107514373
180,180,180,180,2019-10-22,117.84161376953124,129.57594299316406,131.25099182128906,-0.09055947386971275,-0.10216591787752727
181,181,181,181,2019-10-23,119.6615219116211,129.7570343017578,129.61216735839844,-0.07780319922123835,-0.07677246395596649
182,182,182,182,2019-10-24,119.00054931640624,129.08702087402344,127.33049011230467,-0.07813699231203597,-0.06541984397100398
183,183,183,183,2019-10-25,118.09510803222656,127.19467163085938,127.93714141845705,-0.0715404464822339,-0.07692866416359223
184,184,184,184,2019-10-28,117.07198333740234,127.991455078125,128.17254638671875,-0.08531406830289956,-0.08660640177830348
185,185,185,185,2019-10-29,116.7369613647461,128.4894561767578,129.1142120361328,-0.0914666087141367,-0.09586280608615672
186,186,186,186,2019-10-30,117.50657653808594,117.84161376953124,129.57594299316406,-0.0028431147599569107,-0.09314511765285671
187,187,187,187,2019-10-31,118.66553497314452,119.6615219116211,129.7570343017578,-0.008323368469374648,-0.08547898299539847
188,188,188,188,2019-11-01,118.35769653320312,119.00054931640624,129.08702087402344,-0.005402099291944018,-0.08311698781313659
189,189,189,189,2019-11-04,117.88687133789062,118.09510803222656,127.19467163085938,-0.001763296531123948,-0.07317759599224072
190,190,190,190,2019-11-05,118.85567474365234,117.07198333740234,127.991455078125,0.01523585195536814,-0.07137804886190446
191,191,191,191,2019-11-06,119.83353424072266,116.7369613647461,128.4894561767578,0.02652607057589318,-0.06736678785633232
192,192,192,192,2019-11-07,120.43113708496094,117.50657653808594,117.84161376953124,0.024888483972870246,0.021974608396777118
193,193,193,193,2019-11-08,120.68463134765624,118.66553497314452,119.6615219116211,0.017015019356451333,0.008550028611459481
194,194,194,194,2019-11-11,120.9109878540039,118.35769653320312,119.00054931640624,0.02157266823864301,0.016054031250881673
195,195,195,195,2019-11-12,120.7389678955078,117.88687133789062,118.09510803222656,0.024193504545916955,0.022387547692151344
196,196,196,196,2019-11-13,121.44517517089844,118.85567474365234,117.07198333740234,0.02178693135881926,0.03735472577493226
197,197,197,197,2019-11-14,121.28221130371094,119.83353424072266,116.7369613647461,0.01208907900586631,0.03893582534466655
198,198,198,198,2019-11-15,120.9381866455078,120.43113708496094,117.50657653808594,0.004210286250051265,0.02920355786477713
199,199,199,199,2019-11-18,121.5900650024414,120.68463134765624,118.66553497314452,0.007502476866146246,0.02464515101169651
200,200,200,200,2019-11-19,122.64942932128906,120.9109878540039,118.35769653320312,0.014377861748878118,0.03626069882901084
201,201,201,201,2019-11-20,122.62225341796876,120.7389678955078,117.88687133789062,0.015597992556063867,0.04016886720579316
202,202,202,202,2019-11-21,121.95223999023438,121.44517517089844,118.85567474365234,0.0041752570130710875,0.026053154409839463
203,203,203,203,2019-11-22,122.35064697265624,121.28221130371094,119.83353424072266,0.008809500234702616,0.02100507798490847
204,204,204,204,2019-11-25,122.26008605957033,120.9381866455078,120.43113708496094,0.010930372372270236,0.015186678618828608
205,205,205,205,2019-11-26,123.75402069091795,121.5900650024414,120.68463134765624,0.0177971422947516,0.025433141809247717
206,206,206,206,2019-11-27,123.89891815185548,122.64942932128906,120.9109878540039,0.010187481812844679,0.024711817766797317
207,207,207,207,2019-11-29,123.7903060913086,122.62225341796876,120.7389678955078,0.009525617420831578,0.02527219048651741
208,208,208,208,2019-12-02,122.46831512451172,121.95223999023438,121.44517517089844,0.004231780689872178,0.00842470647494653
209,209,209,209,2019-12-03,121.88886260986328,122.35064697265624,121.28221130371094,-0.0037742698891993776,0.005001980914028481
210,210,210,210,2019-12-04,122.38685607910156,122.26008605957033,120.9381866455078,0.0010368880279494341,0.011978593972473472
211,211,211,211,2019-12-05,121.60816955566406,123.75402069091795,121.5900650024414,-0.01733964782132824,0.00014889829380626551
212,212,212,212,2019-12-06,122.88483428955078,123.89891815185548,122.64942932128906,-0.008184767691528982,0.0019193319493160388
213,213,213,213,2019-12-09,123.38583374023438,123.7903060913086,122.62225341796876,-0.003267399232181223,0.006227094193603566
214,214,214,214,2019-12-10,123.46784210205078,122.46831512451172,121.95223999023438,0.008161514890793198,0.012427833321780435
215,215,215,215,2019-12-11,122.6388702392578,121.88886260986328,122.35064697265624,0.006153208860395276,0.0023557151002722154
216,216,216,216,2019-12-12,123.5315933227539,122.38685607910156,122.26008605957033,0.009353432879364743,0.010400019369886992
217,217,217,217,2019-12-13,123.57716369628906,121.60816955566406,123.75402069091795,0.01619129823119092,-0.0014291009992362103
218,218,218,218,2019-12-16,124.05081939697266,122.88483428955078,123.89891815185548,0.009488437805714067,0.0012260094549896294
219,219,219,219,2019-12-17,124.78868103027344,123.38583374023438,123.7903060913086,0.011369597688114519,0.008065049441177141
220,220,220,220,2019-12-18,123.58625793457033,123.46784210205078,122.46831512451172,0.0009590823853686814,0.009128424841331473
221,221,221,221,2019-12-19,124.31497955322266,122.6388702392578,121.88886260986328,0.013667031591981571,0.01990433655226398
222,222,222,222,2019-12-20,124.2785415649414,123.5315933227539,122.38685607910156,0.006046617080668115,0.015456606587044064
223,223,223,223,2019-12-23,124.09635925292967,123.57716369628906,121.60816955566406,0.0042013875469468775,0.02046071169689534
224,224,224,224,2019-12-24,123.73201751708984,124.05081939697266,122.88483428955078,-0.0025699296581236375,0.006894123529864293
225,225,225,225,2019-12-26,124.15101623535156,124.78868103027344,123.38583374023438,-0.005109957006174115,0.0062015425265766755
226,226,226,226,2019-12-27,124.61561584472656,123.58625793457033,123.46784210205078,0.008329064471724656,0.009296135116114712
227,227,227,227,2019-12-30,124.33322143554688,124.31497955322266,122.6388702392578,0.00014673921348640206,0.013815776294934468
228,228,228,228,2019-12-31,124.75222778320312,124.2785415649414,123.5315933227539,0.003811488389684703,0.009881152081152589
229,229,229,229,2020-01-02,125.2623291015625,124.09635925292967,123.57716369628906,0.009395681353200569,0.013636543798779988
230,230,230,230,2020-01-03,124.81600189208984,123.73201751708984,124.05081939697266,0.008760742746720895,0.006168298595985444
231,231,231,231,2020-01-06,124.95262145996094,124.15101623535156,124.78868103027344,0.0064566948295434745,0.0013137443903885604
232,232,232,232,2020-01-07,123.1216812133789,124.61561584472656,123.58625793457033,-0.01198834208073185,-0.0037591292831067324
233,233,233,233,2020-01-08,124.44252014160156,124.33322143554688,124.31497955322266,0.0008790788559382978,0.0010259470647646651
234,234,234,234,2020-01-09,125.36258697509766,124.75222778320312,124.2785415649414,0.004892571481410535,0.00872270785049234
235,235,235,235,2020-01-10,123.44049072265624,125.2623291015625,124.09635925292967,-0.01454418412920555,-0.005285155295625232
236,236,236,236,2020-01-13,124.12368774414062,124.81600189208984,123.73201751708984,-0.0055466778093706814,0.003165471919963414
237,237,237,237,2020-01-14,124.47897338867188,124.95262145996094,124.15101623535156,-0.00379062132314556,0.0026415986213002007
238,238,238,238,2020-01-15,125.31700134277344,123.1216812133789,124.61561584472656,0.01783049181719565,0.0056283917010915285
239,239,239,239,2020-01-16,126.48303985595705,124.44252014160156,124.33322143554688,0.01639728697260079,0.017290780336811418
240,240,240,240,2020-01-17,128.19561767578125,125.36258697509766,124.75222778320312,0.02259869366963807,0.02760183087521373
241,241,241,241,2020-01-21,128.35955810546875,123.44049072265624,125.2623291015625,0.039849706964180776,0.02472594135939321
242,242,242,242,2020-01-22,128.7512664794922,124.12368774414062,124.81600189208984,0.03728199523760933,0.0315285262125653
243,243,243,243,2020-01-23,122.23809814453124,124.47897338867188,124.95262145996094,-0.018002038281146104,-0.02172442069412306
