,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,MET,MET_6m,MET_12m,MET_6m_ret,MET_12m_ret
59,59,59,59,2019-05-01,38.56063461303711,38.32442474365234,38.68716812133789,0.0061634289611587345,-0.0032706841685574695
60,60,60,60,2019-05-02,39.99473571777344,37.90261459350586,38.17257308959961,0.05519727719855072,0.047734865132009974
61,61,61,61,2019-05-03,40.492454528808594,37.7170295715332,38.965553283691406,0.0735854596399641,0.03918592491168993
62,62,62,62,2019-05-06,40.51799392700195,38.0460319519043,38.64499282836914,0.06497292485646278,0.048466850723746235
63,63,63,63,2019-05-07,40.262577056884766,38.56906127929688,38.23162460327149,0.043908659464754196,0.05312231626796948
64,64,64,64,2019-05-08,40.25405883789063,38.91493606567383,38.13882827758789,0.034411537255435,0.055461340996302955
65,65,65,65,2019-05-09,40.424346923828125,38.56063461303711,38.32442474365234,0.048331992704313764,0.05479331246905672
66,66,66,66,2019-05-10,40.79895782470703,39.99473571777344,37.90261459350586,0.020108199054212017,0.0764153940899217
67,67,67,67,2019-05-13,39.78579711914063,40.492454528808594,37.7170295715332,-0.017451582471129434,0.054849694451251985
68,68,68,68,2019-05-14,40.44137191772461,40.51799392700195,38.0460319519043,-0.0018910612755258516,0.06295899579878306
69,69,69,69,2019-05-15,40.16040802001953,40.262577056884766,38.56906127929688,-0.0025375682416176604,0.04125967000334674
70,70,70,70,2019-05-16,40.5605697631836,40.25405883789063,38.91493606567383,0.007614410425724749,0.04228797124920258
71,71,71,71,2019-05-17,40.296634674072266,40.424346923828125,38.56063461303711,-0.0031592903651976867,0.0450200075402345
72,72,72,72,2019-05-20,40.45840072631836,40.79895782470703,39.99473571777344,-0.008347200922432352,0.011593150954086084
73,73,73,73,2019-05-21,40.97775650024414,39.78579711914063,40.492454528808594,0.029959419376068386,0.01198499762691041
74,74,74,74,2019-05-22,40.97775650024414,40.44137191772461,40.51799392700195,0.013263263758973576,0.011347120838966163
75,75,75,75,2019-05-23,40.22852325439453,40.16040802001953,40.262577056884766,0.0016960792415516845,-0.0008457929168845801
76,76,76,76,2019-05-24,40.72233963012695,40.5605697631836,40.25405883789063,0.0039883529222557446,0.011633132304053051
77,77,77,77,2019-05-28,40.16891860961914,40.296634674072266,40.424346923828125,-0.003169397779395733,-0.006318675096725457
78,78,78,78,2019-05-29,40.30514144897461,40.45840072631836,40.79895782470703,-0.0037880705760090505,-0.012103651712235042
79,79,79,79,2019-05-30,40.31365966796875,40.97775650024414,39.78579711914063,-0.016206276013949972,0.013267612742492219
80,80,80,80,2019-05-31,39.34307098388672,40.97775650024414,40.44137191772461,-0.039892020841787224,-0.027157855477116688
81,81,81,81,2019-06-03,40.06674957275391,40.22852325439453,40.16040802001953,-0.004021367640507312,-0.0023321089571333165
82,82,82,82,2019-06-04,40.88410186767578,40.72233963012695,40.5605697631836,0.003972321802187206,0.007976517745710954
83,83,83,83,2019-06-05,40.88410186767578,40.16891860961914,40.296634674072266,0.017804394113944966,0.014578567127381037
84,84,84,84,2019-06-06,41.19060897827149,40.30514144897461,40.45840072631836,0.021969096186347903,0.018097805123493904
85,85,85,85,2019-06-07,41.14803695678711,40.31365966796875,40.97775650024414,0.020697135801871047,0.004155436292417658
86,86,86,86,2019-06-10,41.22465896606445,39.34307098388672,40.97775650024414,0.047825142652142105,0.006025280222914153
87,87,87,87,2019-06-11,41.33534240722656,40.06674957275391,40.22852325439453,0.031661985262096515,0.027513293138622164
88,88,88,88,2019-06-12,41.22465896606445,40.88410186767578,40.72233963012695,0.008329817284256524,0.012335227801250293
89,89,89,89,2019-06-13,41.30128479003906,40.88410186767578,40.16891860961914,0.010204037836358149,0.028190108661495294
90,90,90,90,2019-06-14,41.55670928955078,41.19060897827149,40.30514144897461,0.00888795578313517,0.031052312324982845
91,91,91,91,2019-06-17,41.15654754638672,41.14803695678711,40.31365966796875,0.00020682856896780955,0.020908245129818592
92,92,92,92,2019-06-18,41.47156524658203,41.22465896606445,39.34307098388672,0.005989286187202403,0.05410086730563202
93,93,93,93,2019-06-19,41.505615234375,41.33534240722656,40.06674957275391,0.004119303657169393,0.0359117142509493
94,94,94,94,2019-06-20,42.02496337890625,41.22465896606445,40.88410186767578,0.01941324520114507,0.027904771270821804
95,95,95,95,2019-06-21,41.641845703125,41.30128479003906,40.88410186767578,0.008245770435889144,0.018533948425764946
96,96,96,96,2019-06-24,41.79508972167969,41.55670928955078,41.19060897827149,0.0057362682513661944,0.014675207733079842
97,97,97,97,2019-06-25,41.48859024047852,41.15654754638672,41.14803695678711,0.008067797565322055,0.008276294785315219
98,98,98,98,2019-06-26,41.6077766418457,41.47156524658203,41.22465896606445,0.0032844527196835838,0.009293410434192406
99,99,99,99,2019-06-27,41.84617614746094,41.505615234375,41.33534240722656,0.008205176845659246,0.012358280117816811
100,100,100,100,2019-06-28,42.28890609741211,42.02496337890625,41.22465896606445,0.0062806174541092386,0.025815789821905577
101,101,101,101,2019-07-01,42.98705673217773,41.641845703125,41.30128479003906,0.032304308474774945,0.040816452822437066
102,102,102,102,2019-07-02,42.56986999511719,41.79508972167969,41.55670928955078,0.018537590865264075,0.024380195710567598
103,103,103,103,2019-07-03,42.97001647949219,41.48859024047852,41.15654754638672,0.035706834829212886,0.04406270790963562
104,104,104,104,2019-07-05,43.16583633422852,41.6077766418457,41.47156524658203,0.03744635782378847,0.040853801335268614
105,105,105,105,2019-07-08,43.02961349487305,41.84617614746094,41.505615234375,0.028280656833298723,0.036717881469586544
106,106,106,106,2019-07-09,42.89339828491211,42.28890609741211,42.02496337890625,0.01429434438686017,0.020664739149820477
107,107,107,107,2019-07-10,42.842315673828125,42.98705673217773,41.641845703125,-0.003367084637856954,0.028828452496115764
108,108,108,108,2019-07-11,42.92745208740234,42.56986999511719,41.79508972167969,0.008399886876003348,0.027093191407489225
109,109,109,109,2019-07-12,43.353145599365234,42.97001647949219,41.48859024047852,0.008916196717213332,0.04494140070991248
110,110,110,110,2019-07-15,43.23395156860352,43.16583633422852,41.6077766418457,0.0015779894509071468,0.039083437232316554
111,111,111,111,2019-07-16,42.99557113647461,43.02961349487305,41.84617614746094,-0.0007911379079083014,0.027467145025708906
112,112,112,112,2019-07-17,42.53580093383789,42.89339828491211,42.28890609741211,-0.008336885520213166,0.005838288553907223
113,113,113,113,2019-07-18,42.56986999511719,42.842315673828125,42.98705673217773,-0.006359265936630276,-0.009704938387844031
114,114,114,114,2019-07-19,42.33147430419922,42.92745208740234,42.56986999511719,-0.013883371926889043,-0.005600103804529244
115,115,115,115,2019-07-22,42.365535736083984,43.353145599365234,42.97001647949219,-0.022780581423270663,-0.014067500851359882
116,116,116,116,2019-07-23,42.68907165527344,43.23395156860352,43.16583633422852,-0.012603056014102054,-0.011044954052634282
117,117,117,117,2019-07-24,42.8848762512207,42.99557113647461,43.02961349487305,-0.002574564829073811,-0.0033636659011494485
118,118,118,118,2019-07-25,42.68907165527344,42.53580093383789,42.89339828491211,0.0036033345574930653,-0.004763591550416835
119,119,119,119,2019-07-26,43.15733337402344,42.56986999511719,42.842315673828125,0.013799980572494874,0.007352956889483675
120,120,120,120,2019-07-29,42.56986999511719,42.33147430419922,42.92745208740234,0.005631641581978153,-0.008329916519552505
121,121,121,121,2019-07-30,42.5783805847168,42.365535736083984,43.353145599365234,0.005024009373060467,-0.017871021904804607
122,122,122,122,2019-07-31,42.076053619384766,42.68907165527344,43.23395156860352,-0.014360069500666817,-0.026782144754485593
123,123,123,123,2019-08-01,41.14803695678711,42.8848762512207,42.99557113647461,-0.040500042118791324,-0.04297033696385011
124,124,124,124,2019-08-02,40.262577056884766,42.68907165527344,42.53580093383789,-0.05684111891641297,-0.0534426019269979
125,125,125,125,2019-08-05,39.16255187988281,43.15733337402344,42.56986999511719,-0.09256321421714853,-0.08004060420257797
126,126,126,126,2019-08-06,40.2625732421875,42.56986999511719,42.33147430419922,-0.054200230190844745,-0.04887382487896219
127,127,127,127,2019-08-07,39.815696716308594,42.5783805847168,42.365535736083984,-0.06488466283754923,-0.06018663461875251
128,128,128,128,2019-08-08,40.53757858276367,42.076053619384766,42.68907165527344,-0.03656414763936666,-0.050399153438699495
129,129,129,129,2019-08-09,40.31414031982422,41.14803695678711,42.8848762512207,-0.020265769612257123,-0.05994504720818239
130,130,130,130,2019-08-12,39.43755722045898,40.262577056884766,42.68907165527344,-0.020490984351552166,-0.07616737278972419
131,131,131,131,2019-08-13,40.331329345703125,39.16255187988281,43.15733337402344,0.02984426217691638,-0.0654814328732668
132,132,132,132,2019-08-14,38.56098175048828,40.2625732421875,42.56986999511719,-0.04226236314961296,-0.09417196352933965
133,133,133,133,2019-08-15,38.44066619873047,39.815696716308594,42.5783805847168,-0.034534885258328485,-0.09717876370975764
134,134,134,134,2019-08-16,38.97348785400391,40.53757858276367,42.076053619384766,-0.03858372363229412,-0.0737370903042931
135,135,135,135,2019-08-19,39.334434509277344,40.31414031982422,41.14803695678711,-0.024301790954106228,-0.044075066069722224
136,136,136,136,2019-08-20,38.99067306518555,39.43755722045898,40.262577056884766,-0.011331435990705852,-0.031590228064691805
137,137,137,137,2019-08-21,39.32583618164063,40.331329345703125,39.16255187988281,-0.024930821283965843,0.004169398926265888
138,138,138,138,2019-08-22,39.71256637573242,38.56098175048828,40.2625732421875,0.02986398615822483,-0.013660499619502109
139,139,139,139,2019-08-23,38.32034683227539,38.44066619873047,39.815696716308594,-0.0031300021137263823,-0.03755679310819904
140,140,140,140,2019-08-26,38.535194396972656,38.97348785400391,40.53757858276367,-0.011245938743617678,-0.04939575218344239
141,141,141,141,2019-08-27,37.692989349365234,39.334434509277344,40.31414031982422,-0.041730488321243375,-0.06501815367175401
142,142,142,142,2019-08-28,37.564090728759766,38.99067306518555,39.43755722045898,-0.03658778431551535,-0.047504628170208174
143,143,143,143,2019-08-29,37.92502975463867,39.32583618164063,40.331329345703125,-0.03562051218775941,-0.059663284848328946
144,144,144,144,2019-08-30,38.07112884521485,39.71256637573242,38.56098175048828,-0.041332950255277945,-0.012703330751355324
145,145,145,145,2019-09-03,37.753150939941406,38.32034683227539,38.44066619873047,-0.014801428985404264,-0.017885102595120217
146,146,146,146,2019-09-04,38.23441696166992,38.535194396972656,38.97348785400391,-0.007805265809853079,-0.018963427012295586
147,147,147,147,2019-09-05,39.4891242980957,37.692989349365234,39.334434509277344,0.04765169809384506,0.003932681141809002
148,148,148,148,2019-09-06,39.72975540161133,37.564090728759766,38.99067306518555,0.05765252481390393,0.018955362355252747
149,149,149,149,2019-09-09,39.87584686279297,37.92502975463867,39.32583618164063,0.051438775942310055,0.01398598820917396
150,150,150,150,2019-09-10,40.75243377685547,38.07112884521485,39.71256637573242,0.07042882659303196,0.026184845151646652
151,151,151,151,2019-09-11,41.22510147094727,37.753150939941406,38.32034683227539,0.09196452334612082,0.07580188799923238
152,152,152,152,2019-09-12,41.139156341552734,38.23441696166992,38.535194396972656,0.07597184972886661,0.06757360343781338
153,153,153,153,2019-09-13,41.56885147094727,39.4891242980957,37.692989349365234,0.0526658215348641,0.1028271354563528
154,154,154,154,2019-09-16,40.86415481567383,39.72975540161133,37.564090728759766,0.02855289197215871,0.08785156309899644
155,155,155,155,2019-09-17,40.76102066040039,39.87584686279297,37.92502975463867,0.0221982444825104,0.07477887094906888
156,156,156,156,2019-09-18,41.12197494506836,40.75243377685547,38.07112884521485,0.00906795334571564,0.08013542525248685
157,157,157,157,2019-09-19,41.13056564331055,41.22510147094727,37.753150939941406,-0.002293161793752052,0.08946047202105101
158,158,158,158,2019-09-20,40.76961517333984,41.139156341552734,38.23441696166992,-0.008982711389237785,0.06630670513980785
159,159,159,159,2019-09-23,41.01884078979492,41.56885147094727,39.4891242980957,-0.013231317722039004,0.03873766559500491
160,160,160,160,2019-09-24,40.675086975097656,40.86415481567383,39.72975540161133,-0.004626740512045369,0.023794044638089762
161,161,161,161,2019-09-25,40.7094612121582,40.76102066040039,39.87584686279297,-0.0012649204413146542,0.020905245027988517
162,162,162,162,2019-09-26,40.460235595703125,41.12197494506836,40.75243377685547,-0.016092110124798276,-0.007170079282928454
163,163,163,163,2019-09-27,40.70086288452149,41.13056564331055,41.22510147094727,-0.010447285420664865,-0.012716489898641714
164,164,164,164,2019-09-30,40.52898025512695,40.76961517333984,41.139156341552734,-0.0059023102668440686,-0.014832002906424946
165,165,165,165,2019-10-01,39.557865142822266,41.01884078979492,41.56885147094727,-0.03561718514815104,-0.04837724057713011
166,166,166,166,2019-10-02,38.14847183227539,40.675086975097656,40.86415481567383,-0.0621170188122554,-0.0664563599968746
167,167,167,167,2019-10-03,38.29456329345703,40.7094612121582,40.76102066040039,-0.05932031146558003,-0.06051019643233668
168,168,168,168,2019-10-04,39.02505111694336,40.460235595703125,41.12197494506836,-0.03547148101411901,-0.05099278016014841
169,169,169,169,2019-10-07,38.62972640991211,40.70086288452149,41.13056564331055,-0.050886795213303304,-0.0608024517602318
170,170,170,170,2019-10-08,37.667213439941406,40.52898025512695,40.76961517333984,-0.07061038292034327,-0.07609592879913074
171,171,171,171,2019-10-09,38.13127899169922,39.557865142822266,41.01884078979492,-0.03606327454660174,-0.07039598736817787
172,172,172,172,2019-10-10,38.63832092285156,38.14847183227539,40.675086975097656,0.012840595364602247,-0.05007404295147677
173,173,173,173,2019-10-11,39.39458847045898,38.29456329345703,40.7094612121582,0.02872536157606209,-0.03229894728517135
174,174,174,174,2019-10-14,39.31724166870117,39.02505111694336,40.460235595703125,0.007487256093072769,-0.02824980898339946
175,175,175,175,2019-10-15,39.69537734985352,38.62972640991211,40.70086288452149,0.02758629270716173,-0.024704280533825118
176,176,176,176,2019-10-16,39.49771118164063,37.667213439941406,40.52898025512695,0.0485965797448189,-0.02544522627992507
177,177,177,177,2019-10-17,39.4461555480957,38.13127899169922,39.557865142822266,0.0344828862594071,-0.0028239540815269137
178,178,178,178,2019-10-18,39.6180305480957,38.63832092285156,38.14847183227539,0.02535590579104907,0.038522086082017015
179,179,179,179,2019-10-21,39.99617385864258,39.39458847045898,38.29456329345703,0.015270762090450862,0.0444347818291031
180,180,180,180,2019-10-22,39.97038650512695,39.31724166870117,39.02505111694336,0.01661217340548382,0.02422380909510613
181,181,181,181,2019-10-23,40.0047607421875,39.69537734985352,38.62972640991211,0.007793940075370376,0.03559523869479353
182,182,182,182,2019-10-24,39.77272033691406,39.49771118164063,37.667213439941406,0.0069626605452839385,0.05589760177852776
183,183,183,183,2019-10-25,39.80709457397461,39.4461555480957,38.13127899169922,0.009150169918050066,0.04394858044599559
184,184,184,184,2019-10-28,40.22820663452149,39.6180305480957,38.63832092285156,0.015401474479783683,0.04114789860678525
185,185,185,185,2019-10-29,40.116477966308594,39.99617385864258,39.39458847045898,0.003007890406997449,0.018324585276247918
186,186,186,186,2019-10-30,39.78131866455078,39.97038650512695,39.31724166870117,-0.0047301979567278,0.01180339658005658
187,187,187,187,2019-10-31,40.21101760864258,40.0047607421875,39.69537734985352,0.005155808024557729,0.012989932158711692
188,188,188,188,2019-11-01,40.61492538452149,39.77272033691406,39.49771118164063,0.021175444889691253,0.02828554286963758
189,189,189,189,2019-11-04,41.28287887573242,39.80709457397461,39.4461555480957,0.03707339903984508,0.04656279685854936
190,190,190,190,2019-11-05,41.96818542480469,40.22820663452149,39.6180305480957,0.04325270589591845,0.05932033582173979
191,191,191,191,2019-11-06,42.15902328491211,40.116477966308594,39.99617385864258,0.0509153699963123,0.054076408256290565
192,192,192,192,2019-11-07,42.54071807861328,39.78131866455078,39.97038650512695,0.06936420175838487,0.06430589739622938
193,193,193,193,2019-11-08,42.78360366821289,40.21101760864258,40.0047607421875,0.0639771438914638,0.06946280578788544
194,194,194,194,2019-11-11,42.69685363769531,40.61492538452149,39.77272033691406,0.051260176732154106,0.07352107866927282
195,195,195,195,2019-11-12,43.00914001464844,41.28287887573242,39.80709457397461,0.041815425327102806,0.08043906431612036
196,196,196,196,2019-11-13,42.73155212402344,41.96818542480469,40.22820663452149,0.018189175717079564,0.06222861268077806
197,197,197,197,2019-11-14,42.76625442504883,42.15902328491211,40.116477966308594,0.014403349338361737,0.06605207119542311
198,198,198,198,2019-11-15,42.74022674560547,42.54071807861328,39.78131866455078,0.004689828380976202,0.07437933634139116
199,199,199,199,2019-11-18,42.610107421875,42.78360366821289,40.21101760864258,-0.0040552041310815135,0.059662499382178824
200,200,200,200,2019-11-19,42.63613128662109,42.69685363769531,40.61492538452149,-0.0014221739051192284,0.04976510194131456
201,201,201,201,2019-11-20,42.45396423339844,43.00914001464844,41.28287887573242,-0.012908320907158655,0.02836733749095255
202,202,202,202,2019-11-21,42.4799919128418,42.73155212402344,41.96818542480469,-0.005886989792730057,0.01219510643256494
203,203,203,203,2019-11-22,43.0264892578125,42.76625442504883,42.15902328491211,0.006085050848204432,0.020576045299674606
204,204,204,204,2019-11-25,43.33011245727539,42.74022674560547,42.54071807861328,0.013801651432056916,0.018556207189623475
205,205,205,205,2019-11-26,43.1739616394043,42.610107421875,42.78360366821289,0.0132328748188002,0.009124008679087359
206,206,206,206,2019-11-27,43.29541015625,42.63613128662109,42.69685363769531,0.015462914897154123,0.01401875003797115
207,207,207,207,2019-11-29,43.29541015625,42.45396423339844,43.00914001464844,0.019820196724752437,0.006656030357827802
208,208,208,208,2019-12-02,42.80962753295898,42.4799919128418,42.73155212402344,0.007759785378337769,0.0018271138082917027
209,209,209,209,2019-12-03,41.94215774536133,43.0264892578125,42.76625442504883,-0.0252014870642574,-0.019269788546289246
210,210,210,210,2019-12-04,42.21107482910156,43.33011245727539,42.74022674560547,-0.025825864848082913,-0.012380653000590658
211,211,211,211,2019-12-05,42.44529342651367,43.1739616394043,42.610107421875,-0.016877492479763112,-0.003867955406202883
212,212,212,212,2019-12-06,42.93975067138672,43.29541015625,42.63613128662109,-0.008214715684173757,0.007121175763451726
213,213,213,213,2019-12-09,43.00046920776367,43.29541015625,42.45396423339844,-0.0068122913588740674,0.012872884410999319
214,214,214,214,2019-12-10,42.7575798034668,42.80962753295898,42.4799919128418,-0.0012157949622922937,0.006534556108074074
215,215,215,215,2019-12-11,42.584083557128906,41.94215774536133,43.0264892578125,0.015305025927965676,-0.010282170549233527
216,216,216,216,2019-12-12,43.841915130615234,42.21107482910156,43.33011245727539,0.038635365437065916,0.011811708862849102
217,217,217,217,2019-12-13,43.703121185302734,42.44529342651367,43.1739616394043,0.02963409266958572,0.01225645101364714
218,218,218,218,2019-12-16,43.78986740112305,42.93975067138672,43.29541015625,0.01979789627196915,0.01142054649877644
219,219,219,219,2019-12-17,44.38842391967773,43.00046920776367,43.29541015625,0.03227766434844992,0.025245488135650307
220,220,220,220,2019-12-18,44.35372161865234,42.7575798034668,42.80962753295898,0.03733003183346972,0.03606885120653214
221,221,221,221,2019-12-19,44.06745147705078,42.584083557128906,41.94215774536133,0.03483385800546479,0.05067201703337498
222,222,222,222,2019-12-20,44.55324172973633,43.841915130615234,42.21107482910156,0.016224806717541673,0.055487023491285425
223,223,223,223,2019-12-23,44.23228073120117,43.703121185302734,42.44529342651367,0.012108049300524337,0.04210095302512973
224,224,224,224,2019-12-24,44.23228073120117,43.78986740112305,42.93975067138672,0.010103098189942816,0.03010101455190184
225,225,225,225,2019-12-26,44.44914245605469,44.38842391967773,43.00046920776367,0.0013678912431500656,0.03368970792601167
226,226,226,226,2019-12-27,44.09347915649414,44.35372161865234,42.7575798034668,-0.005867432374575654,0.031243568021570578
227,227,227,227,2019-12-30,43.980712890625,44.06745147705078,42.584083557128906,-0.0019683141075438337,0.032796979923788605
228,228,228,228,2019-12-31,44.21492767333984,44.55324172973633,43.841915130615234,-0.007593477898841461,0.008508126107477532
229,229,229,229,2020-01-02,44.77878189086914,44.23228073120117,43.703121185302734,0.01235525617566613,0.024612903527086116
230,230,230,230,2020-01-03,44.31902313232422,44.23228073120117,43.78986740112305,0.0019610655315329684,0.012083976559097875
231,231,231,231,2020-01-06,44.19757843017578,44.44914245605469,44.38842391967773,-0.005659592333589258,-0.004299442797232156
232,232,232,232,2020-01-07,44.49251556396485,44.09347915649414,44.35372161865234,0.009049782759361635,0.003129251396440713
233,233,233,233,2020-01-08,44.96095657348633,43.980712890625,44.06745147705078,0.02228803533264867,0.02027585137073018
234,234,234,234,2020-01-09,45.42937850952149,44.21492767333984,44.55324172973633,0.027466986832004547,0.019664938975706425
235,235,235,235,2020-01-10,45.51613235473633,44.77878189086914,44.23228073120117,0.016466514557367695,0.029025218738710334
236,236,236,236,2020-01-13,45.61155700683594,44.31902313232422,44.23228073120117,0.029164313271359266,0.031182571932399483
237,237,237,237,2020-01-14,45.27323532104492,44.19757843017578,44.44914245605469,0.02433746212065624,0.01854012967302987
238,238,238,238,2020-01-15,44.97829818725586,44.49251556396485,44.09347915649414,0.010918299788930108,0.020066890789483205
239,239,239,239,2020-01-16,45.28190994262695,44.96095657348633,43.980712890625,0.007138490672814024,0.029585628937800035
240,240,240,240,2020-01-17,45.6375732421875,45.42937850952149,44.21492767333984,0.00458282150222189,0.032175684632081314
241,241,241,241,2020-01-21,44.90022277832031,45.51613235473633,44.77878189086914,-0.013531676452995578,0.002712018557073259
242,242,242,242,2020-01-22,45.02167510986328,45.61155700683594,44.31902313232422,-0.01293272880126084,0.01585441031588486
243,243,243,243,2020-01-23,44.93492126464844,45.27323532104492,44.19757843017578,-0.007472716584034811,0.016682878579819205
