,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,DAY,DAY_6m,DAY_12m,DAY_6m_ret,DAY_12m_ret
71,71,71,71,2019-05-17,50.9900016784668,49.86000061035156,51.7599983215332,0.022663478826364658,-0.01487628802232921
72,72,72,72,2019-05-20,50.04999923706055,50.36000061035156,49.4900016784668,-0.006155706305279396,0.0113153675409432
73,73,73,73,2019-05-21,51.20000076293945,47.61000061035156,49.70000076293945,0.07540432906038097,0.03018108605580805
74,74,74,74,2019-05-22,51.04999923706055,49.04999923706055,50.150001525878906,0.040774720308025314,0.017946115329970924
75,75,75,75,2019-05-23,49.75,50.15999984741211,49.400001525878906,-0.008173840683001199,0.007084989135835107
76,76,76,76,2019-05-24,50.84999847412109,51.97999954223633,49.83000183105469,-0.02173915117481018,0.020469528508640922
77,77,77,77,2019-05-28,51.66999816894531,50.9900016784668,49.86000061035156,0.01333587895851518,0.036301595195287195
78,78,78,78,2019-05-29,50.0,50.04999923706055,50.36000061035156,-0.0009989857706835803,-0.0071485426129555
79,79,79,79,2019-05-30,50.56999969482422,51.20000076293945,47.61000061035156,-0.012304708178271229,0.062171792617643495
80,80,80,80,2019-05-31,49.18000030517578,51.04999923706055,49.04999923706055,-0.036630733787106684,0.0026503785960716453
81,81,81,81,2019-06-03,47.0,49.75,50.15999984741211,-0.055276381909547756,-0.06299840225328757
82,82,82,82,2019-06-04,47.86000061035156,50.84999847412109,51.97999954223633,-0.058800353067684274,-0.0792612344780238
83,83,83,83,2019-06-05,47.88999938964844,51.66999816894531,50.9900016784668,-0.07315654951133188,-0.06079627744212246
84,84,84,84,2019-06-06,48.86000061035156,50.0,50.04999923706055,-0.022799987792968768,-0.02377619670027542
85,85,85,85,2019-06-07,49.22999954223633,50.56999969482422,51.20000076293945,-0.02649792684742769,-0.038476585768512095
86,86,86,86,2019-06-10,50.9900016784668,49.18000030517578,51.04999923706055,0.036803606385918064,-0.0011752705091166993
87,87,87,87,2019-06-11,49.40999984741211,47.0,49.75,0.05127659249812999,-0.00683417392136465
88,88,88,88,2019-06-12,50.119998931884766,47.86000061035156,50.84999847412109,0.047221025756618795,-0.014355940297772762
89,89,89,89,2019-06-13,51.209999084472656,47.88999938964844,51.66999816894531,0.06932553220165305,-0.008902634038588486
90,90,90,90,2019-06-14,50.7599983215332,48.86000061035156,50.0,0.03888656748766195,0.015199966430664125
91,91,91,91,2019-06-17,51.15999984741211,49.22999954223633,50.56999969482422,0.039203744121914186,0.01166699933059867
92,92,92,92,2019-06-18,52.13999938964844,50.9900016784668,49.18000030517578,0.022553396221347555,0.060187048924461806
93,93,93,93,2019-06-19,52.75,49.40999984741211,47.0,0.06759765559405939,0.12234042553191493
94,94,94,94,2019-06-20,52.77000045776367,50.119998931884766,47.86000061035156,0.05287313612038136,0.10259088559957386
95,95,95,95,2019-06-21,51.58000183105469,51.209999084472656,47.88999938964844,0.007225205100505949,0.07705162849101765
96,96,96,96,2019-06-24,50.61000061035156,50.7599983215332,48.86000061035156,-0.00295503774904593,0.035816618463759164
97,97,97,97,2019-06-25,48.220001220703125,51.15999984741211,49.22999954223633,-0.05746674424311404,-0.020515911658026464
98,98,98,98,2019-06-26,47.880001068115234,52.13999938964844,50.9900016784668,-0.08170307578444191,-0.06099236140376363
99,99,99,99,2019-06-27,49.630001068115234,52.75,49.40999984741211,-0.05914689918264959,0.004452564691004524
100,100,100,100,2019-06-28,50.20000076293945,52.77000045776367,50.119998931884766,-0.0487019077606643,0.0015962057613652103
101,101,101,101,2019-07-01,51.31999969482422,51.58000183105469,51.209999084472656,-0.005040754691752025,0.0021480299222444987
102,102,102,102,2019-07-02,51.95000076293945,50.61000061035156,50.7599983215332,0.02647698352949268,0.02344370529463613
103,103,103,103,2019-07-03,51.86000061035156,48.220001220703125,51.15999984741211,0.07548733507882233,0.013682579457139354
104,104,104,104,2019-07-05,51.86000061035156,47.880001068115234,52.13999938964844,0.08312446644632043,-0.005370133919726627
105,105,105,105,2019-07-08,50.77999877929688,49.630001068115234,52.75,0.02317142225331259,-0.037345994705272334
106,106,106,106,2019-07-09,50.15999984741211,50.20000076293945,52.77000045776367,-0.0007968309744902369,-0.04945993154653405
107,107,107,107,2019-07-10,49.5,51.31999969482422,51.58000183105469,-0.0354637510843121,-0.0403257417063988
108,108,108,108,2019-07-11,49.52000045776367,51.95000076293945,50.61000061035156,-0.046775751096991613,-0.021537248358873717
109,109,109,109,2019-07-12,50.150001525878906,51.86000061035156,48.220001220703125,-0.032973371853978195,0.040024891255024286
110,110,110,110,2019-07-15,49.93000030517578,51.86000061035156,47.880001068115234,-0.037215585855402855,0.042815354873199984
111,111,111,111,2019-07-16,49.22999954223633,50.77999877929688,49.630001068115234,-0.03052381398820536,-0.008059671917595157
112,112,112,112,2019-07-17,49.91999816894531,50.15999984741211,50.20000076293945,-0.004784722472027214,-0.005577740831447464
113,113,113,113,2019-07-18,49.77999877929688,49.5,51.31999969482422,0.005656540995896631,-0.030007812250292143
114,114,114,114,2019-07-19,48.2599983215332,49.52000045776367,51.95000076293945,-0.02544430784699092,-0.07102988233329643
115,115,115,115,2019-07-22,49.29999923706055,50.150001525878906,51.86000061035156,-0.016949197666120353,-0.04936369732282697
116,116,116,116,2019-07-23,49.56999969482422,49.93000030517578,51.86000061035156,-0.007210106311860809,-0.04415736383678803
117,117,117,117,2019-07-24,51.41999816894531,49.22999954223633,50.77999877929688,0.04448504259745323,0.01260337544374579
118,118,118,118,2019-07-25,51.43000030517578,49.91999816894531,50.15999984741211,0.030248441338482035,0.025318988469438697
119,119,119,119,2019-07-26,52.97999954223633,49.77999877929688,49.5,0.06428286141843587,0.0703030210552793
120,120,120,120,2019-07-29,52.130001068115234,48.2599983215332,49.52000045776367,0.08019069376666899,0.052705989221015326
121,121,121,121,2019-07-30,51.7400016784668,49.29999923706055,50.150001525878906,0.04949295089586969,0.03170488742193567
122,122,122,122,2019-07-31,53.310001373291016,49.56999969482422,49.93000030517578,0.07544889452273496,0.06769479366025277
123,123,123,123,2019-08-01,52.04999923706055,51.41999816894531,49.22999954223633,0.012252063215663744,0.057282139367172524
124,124,124,124,2019-08-02,52.65999984741211,51.43000030517578,49.91999816894531,0.023915993290642534,0.05488785614922809
125,125,125,125,2019-08-05,50.72999954223633,52.97999954223633,49.77999877929688,-0.04246885653908461,0.01908398525984989
126,126,126,126,2019-08-06,50.27999877929688,52.130001068115234,48.2599983215332,-0.035488245749334624,0.04185662097013321
127,127,127,127,2019-08-07,50.41999816894531,51.7400016784668,49.29999923706055,-0.025512243268264956,0.022718031424284968
128,128,128,128,2019-08-08,51.59000015258789,53.310001373291016,49.56999969482422,-0.032264137617615374,0.04075046338914112
129,129,129,129,2019-08-09,52.34999847412109,52.04999923706055,51.41999816894531,0.005763674187471146,0.018086354303634256
130,130,130,130,2019-08-12,52.709999084472656,52.65999984741211,51.43000030517578,0.0009494727915955181,0.02488817366715157
131,131,131,131,2019-08-13,53.47999954223633,50.72999954223633,52.97999954223633,0.05420855558475668,0.00943752367535211
132,132,132,132,2019-08-14,50.41999816894531,50.27999877929688,52.130001068115234,0.002784395247560578,-0.03280266380458274
133,133,133,133,2019-08-15,50.41999816894531,50.41999816894531,51.7400016784668,0.0,-0.025512243268264956
134,134,134,134,2019-08-16,50.63999938964844,51.59000015258789,53.310001373291016,-0.018414436133545875,-0.05008444784959776
135,135,135,135,2019-08-19,52.40999984741211,52.34999847412109,52.04999923706055,0.001146158071440695,0.0069164383406030705
136,136,136,136,2019-08-20,54.08000183105469,52.709999084472656,52.65999984741211,0.025991325562090717,0.026965476410125033
137,137,137,137,2019-08-21,56.709999084472656,53.47999954223633,50.72999954223633,0.060396401830284274,0.1178789591207774
138,138,138,138,2019-08-22,58.060001373291016,50.41999816894531,50.27999877929688,0.1515272408131767,0.15473354778993342
139,139,139,139,2019-08-23,57.060001373291016,50.41999816894531,50.41999816894531,0.1316938406482413,0.1316938406482413
140,140,140,140,2019-08-26,57.310001373291016,50.63999938964844,51.59000015258789,0.13171410079057044,0.11087422376012901
141,141,141,141,2019-08-27,56.970001220703125,52.40999984741211,52.34999847412109,0.08700632296445576,0.08825220403522849
142,142,142,142,2019-08-28,57.220001220703125,54.08000183105469,52.709999084472656,0.05806211692554597,0.0855625538714726
143,143,143,143,2019-08-29,58.310001373291016,56.709999084472656,53.47999954223633,0.028213759736357424,0.09031417113682183
144,144,144,144,2019-08-30,57.77000045776367,58.060001373291016,50.41999816894531,-0.004994848581949096,0.14577553660732523
145,145,145,145,2019-09-03,56.09999847412109,57.060001373291016,50.41999816894531,-0.016824445777516073,0.11265371898950605
146,146,146,146,2019-09-04,57.45000076293945,57.310001373291016,50.63999938964844,0.0024428439416106507,0.13447870172532195
147,147,147,147,2019-09-05,55.20000076293945,56.970001220703125,52.40999984741211,-0.031068991045070327,0.05323413325033832
148,148,148,148,2019-09-06,54.27000045776367,57.220001220703125,54.08000183105469,-0.05155541244329953,0.003513288096818723
149,149,149,149,2019-09-09,52.70000076293945,58.310001373291016,56.709999084472656,-0.0962099207379068,-0.07071060458950262
150,150,150,150,2019-09-10,51.720001220703125,57.77000045776367,58.060001373291016,-0.10472562210699254,-0.10919738206386675
151,151,151,151,2019-09-11,51.790000915527344,56.09999847412109,57.060001373291016,-0.07682705304496473,-0.09235892623427955
152,152,152,152,2019-09-12,52.369998931884766,57.45000076293945,57.310001373291016,-0.08842474784320209,-0.08619791176114866
153,153,153,153,2019-09-13,51.790000915527344,55.20000076293945,56.970001220703125,-0.06177535870074735,-0.09092505167953813
154,154,154,154,2019-09-16,51.88999938964844,54.27000045776367,57.220001220703125,-0.04385481938529745,-0.09314927852756161
155,155,155,155,2019-09-17,52.40999984741211,52.70000076293945,58.310001373291016,-0.005502863592580454,-0.10118335426041358
156,156,156,156,2019-09-18,52.34999847412109,51.720001220703125,57.77000045776367,0.01218092108562785,-0.09382035555989332
157,157,157,157,2019-09-19,51.790000915527344,51.790000915527344,56.09999847412109,0.0,-0.07682705304496473
158,158,158,158,2019-09-20,51.88999938964844,52.369998931884766,57.45000076293945,-0.009165544243387114,-0.09677983114802202
159,159,159,159,2019-09-23,51.66999816894531,51.790000915527344,55.20000076293945,-0.002317102615575606,-0.06394932147109933
160,160,160,160,2019-09-24,49.58000183105469,51.88999938964844,54.27000045776367,-0.044517201498648906,-0.08641972705268419
161,161,161,161,2019-09-25,50.29999923706055,52.40999984741211,52.70000076293945,-0.04025950422619107,-0.04554082525870995
162,162,162,162,2019-09-26,50.310001373291016,52.34999847412109,51.720001220703125,-0.03896842713068138,-0.02726217738076342
163,163,163,163,2019-09-27,49.0099983215332,51.790000915527344,51.790000915527344,-0.053678365415140594,-0.053678365415140594
164,164,164,164,2019-09-30,49.369998931884766,51.88999938964844,52.369998931884766,-0.0485642799654068,-0.05728470615212278
165,165,165,165,2019-10-01,49.33000183105469,51.66999816894531,51.790000915527344,-0.045287331542756104,-0.047499498763961534
166,166,166,166,2019-10-02,47.630001068115234,49.58000183105469,51.88999938964844,-0.039330389086796314,-0.0820967117294481
167,167,167,167,2019-10-03,47.70000076293945,50.29999923706055,52.40999984741211,-0.0516898312834454,-0.08986832852862958
168,168,168,168,2019-10-04,48.29999923706055,50.310001373291016,52.34999847412109,-0.039952337137036054,-0.07736388452929244
169,169,169,169,2019-10-07,49.15999984741211,49.0099983215332,51.790000915527344,0.0030606311164267375,-0.0507820239741823
170,170,170,170,2019-10-08,48.2599983215332,49.369998931884766,51.88999938964844,-0.022483302296259278,-0.06995569687440362
171,171,171,171,2019-10-09,49.08000183105469,49.33000183105469,51.66999816894531,-0.005067909805805404,-0.05012572923695713
172,172,172,172,2019-10-10,48.83000183105469,47.630001068115234,49.58000183105469,0.02519422078583089,-0.015127066807210876
173,173,173,173,2019-10-11,49.41999816894531,47.70000076293945,50.29999923706055,0.03605864525147373,-0.017495051321330002
174,174,174,174,2019-10-14,49.16999816894531,48.29999923706055,50.310001373291016,0.018012400530582617,-0.022659574105098668
175,175,175,175,2019-10-15,49.75,49.15999984741211,49.0099983215332,0.01200163048045555,0.015098994160578583
176,176,176,176,2019-10-16,46.20000076293945,48.2599983215332,49.369998931884766,-0.04268540468793591,-0.06420899812695813
177,177,177,177,2019-10-17,45.630001068115234,49.08000183105469,49.33000183105469,-0.07029341145534584,-0.0750050805919531
178,178,178,178,2019-10-18,44.7400016784668,48.83000183105469,47.630001068115234,-0.0837599836006303,-0.06067603033465141
179,179,179,179,2019-10-21,45.380001068115234,49.41999816894531,47.70000076293945,-0.0817482244135076,-0.04863730938609845
180,180,180,180,2019-10-22,42.66999816894531,49.16999816894531,48.29999923706055,-0.13219443241926454,-0.1165631709533308
181,181,181,181,2019-10-23,43.13999938964844,49.75,49.15999984741211,-0.13286433387641328,-0.12245729203517441
182,182,182,182,2019-10-24,45.119998931884766,46.20000076293945,48.2599983215332,-0.023376662623803224,-0.06506422500738873
183,183,183,183,2019-10-25,46.18999862670898,45.630001068115234,49.08000183105469,0.012272573865553804,-0.058883518674139546
184,184,184,184,2019-10-28,46.20000076293945,44.7400016784668,48.83000183105469,0.032632968924883876,-0.053860351617734725
185,185,185,185,2019-10-29,45.02000045776367,45.380001068115234,49.41999816894531,-0.007933023399695482,-0.08903273723604721
186,186,186,186,2019-10-30,45.43000030517578,42.66999816894531,49.16999816894531,0.06468249952349803,-0.07606259920773462
187,187,187,187,2019-10-31,48.25,43.13999938964844,49.75,0.1184515689070158,-0.03015075376884424
188,188,188,188,2019-11-01,49.5099983215332,45.119998931884766,46.20000076293945,0.09729608806675238,0.07164496761759698
189,189,189,189,2019-11-04,49.77999877929688,46.18999862670898,45.630001068115234,0.07772245636119202,0.09094888481345076
190,190,190,190,2019-11-05,50.0,46.20000076293945,44.7400016784668,0.08225106437896024,0.11756812973176123
191,191,191,191,2019-11-06,50.31999969482422,45.02000045776367,45.380001068115234,0.11772543720946516,0.10885849516164758
192,192,192,192,2019-11-07,50.02999877929688,45.43000030517578,42.66999816894531,0.10125464325821332,0.17248654619601278
193,193,193,193,2019-11-08,55.13999938964844,48.25,43.13999938964844,0.1427979148113665,0.2781641207644392
194,194,194,194,2019-11-11,54.0,49.5099983215332,45.119998931884766,0.09068878672358949,0.19680853897006712
195,195,195,195,2019-11-12,55.119998931884766,49.77999877929688,46.18999862670898,0.10727200248162228,0.19333190237446973
196,196,196,196,2019-11-13,53.650001525878906,50.0,46.20000076293945,0.0730000305175782,0.16125542510630586
197,197,197,197,2019-11-14,55.08000183105469,50.31999969482422,45.02000045776367,0.09459463762119369,0.22345626990228462
198,198,198,198,2019-11-15,56.540000915527344,50.02999877929688,45.43000030517578,0.13012197271778447,0.24455206990359213
199,199,199,199,2019-11-18,57.68999862670898,55.13999938964844,48.25,0.046245906153188354,0.19564763993179235
200,200,200,200,2019-11-19,58.65999984741211,54.0,49.5099983215332,0.08629629347059464,0.18481118634777505
201,201,201,201,2019-11-20,58.93000030517578,55.119998931884766,49.77999877929688,0.06912194207404232,0.1838087936973658
202,202,202,202,2019-11-21,57.56999969482422,53.650001525878906,50.0,0.07306613341016299,0.1513999938964843
203,203,203,203,2019-11-22,58.369998931884766,55.08000183105469,50.31999969482422,0.059731245306080316,0.15997613843166514
204,204,204,204,2019-11-25,59.63999938964844,56.540000915527344,50.02999877929688,0.05482841216703549,0.19208476603697844
205,205,205,205,2019-11-26,60.04999923706055,57.68999862670898,55.13999938964844,0.04090831455244559,0.08904606278131144
206,206,206,206,2019-11-27,60.52999877929688,58.65999984741211,54.0,0.031878604445091385,0.12092590332031272
207,207,207,207,2019-11-29,60.36000061035156,58.93000030517578,55.119998931884766,0.024266083451049747,0.09506534433975933
208,208,208,208,2019-12-02,60.369998931884766,57.56999969482422,53.650001525878906,0.04863642959706804,0.1252562388607643
209,209,209,209,2019-12-03,61.56999969482422,58.369998931884766,55.08000183105469,0.05482269695899289,0.11782857022547155
210,210,210,210,2019-12-04,61.59000015258789,59.63999938964844,56.540000915527344,0.032696190189396734,0.0893172825484283
211,211,211,211,2019-12-05,61.93999862670898,60.04999923706055,57.68999862670898,0.03147376209260622,0.07366961520488502
212,212,212,212,2019-12-06,62.470001220703125,60.52999877929688,58.65999984741211,0.032050264010079266,0.0649505861439088
213,213,213,213,2019-12-09,61.75,60.36000061035156,58.93000030517578,0.023028485347796,0.04785337994604655
214,214,214,214,2019-12-10,61.97999954223633,60.369998931884766,57.56999969482422,0.026668885851200974,0.07660239483740328
215,215,215,215,2019-12-11,62.040000915527344,61.56999969482422,58.369998931884766,0.0076336076503609185,0.06287479956827324
216,216,216,216,2019-12-12,61.56999969482422,61.59000015258789,59.63999938964844,-0.0003247354718967088,0.032360837104749685
217,217,217,217,2019-12-13,62.5099983215332,61.93999862670898,60.04999923706055,0.009202449264802404,0.0409658470562384
218,218,218,218,2019-12-16,63.20000076293945,62.470001220703125,60.52999877929688,0.011685601536284285,0.04411039216071799
219,219,219,219,2019-12-17,63.16999816894531,61.75,60.36000061035156,0.022995921764296545,0.04655396835950065
220,220,220,220,2019-12-18,64.4000015258789,61.97999954223633,60.369998931884766,0.0390448854713763,0.06675505491628675
221,221,221,221,2019-12-19,65.02999877929688,62.040000915527344,61.56999969482422,0.04819467794400367,0.05619618485662459
222,222,222,222,2019-12-20,65.72000122070312,61.56999969482422,61.59000015258789,0.06740298110197607,0.06705635749120398
223,223,223,223,2019-12-23,66.47000122070312,62.5099983215332,61.93999862670898,0.06334991210207397,0.0731353357189255
224,224,224,224,2019-12-24,66.7300033569336,63.20000076293945,62.470001220703125,0.05585447074969241,0.06819276537517771
225,225,225,225,2019-12-26,67.83000183105469,63.16999816894531,61.75,0.07376925434834436,0.098461568114246
226,226,226,226,2019-12-27,67.8499984741211,64.4000015258789,61.97999954223633,0.053571379914576944,0.09470795377926144
227,227,227,227,2019-12-30,68.01000213623047,65.02999877929688,62.040000915527344,0.04582505632588618,0.09622825810128188
228,228,228,228,2019-12-31,67.87999725341797,65.72000122070312,61.56999969482422,0.032866646265891974,0.1024849373050134
229,229,229,229,2020-01-02,70.0199966430664,66.47000122070312,62.5099983215332,0.05340748243069959,0.12014075385035139
230,230,230,230,2020-01-03,69.51000213623047,66.7300033569336,63.20000076293945,0.04166040220958589,0.09984179267591409
231,231,231,231,2020-01-06,69.41000366210938,67.83000183105469,63.16999816894531,0.023293554303448483,0.098781156783881
232,232,232,232,2020-01-07,70.11000061035156,67.8499984741211,64.4000015258789,0.03330880157782845,0.08866457995623045
233,233,233,233,2020-01-08,70.37999725341797,68.01000213623047,65.02999877929688,0.034847743607479664,0.0822696997470087
234,234,234,234,2020-01-09,71.4800033569336,67.87999725341797,65.72000122070312,0.05303485929847107,0.08764458352468729
235,235,235,235,2020-01-10,71.48999786376953,70.0199966430664,66.47000122070312,0.02099402015393692,0.07552274034715745
236,236,236,236,2020-01-13,72.5999984741211,69.51000213623047,66.7300033569336,0.04445398133975931,0.08796635429177724
237,237,237,237,2020-01-14,72.44999694824219,69.41000366210938,67.83000183105469,0.04379762463248982,0.06811138128367733
238,238,238,238,2020-01-15,73.3499984741211,70.11000061035156,67.8499984741211,0.04621306283787363,0.0810611661560725
239,239,239,239,2020-01-16,72.81999969482422,70.37999725341797,68.01000213623047,0.03466897608166297,0.07072485527877026
240,240,240,240,2020-01-17,72.7300033569336,71.4800033569336,67.87999725341797,0.017487408244207137,0.07144970977840481
241,241,241,241,2020-01-21,72.22000122070312,71.48999786376953,70.0199966430664,0.01021126561403296,0.03141966128406781
242,242,242,242,2020-01-22,72.5,72.5999984741211,69.51000213623047,-0.0013773894796532682,0.04301536141388018
243,243,243,243,2020-01-23,72.58000183105469,72.44999694824219,69.41000366210938,0.0017944083959779977,0.04567062385383225
244,244,244,244,2020-01-24,71.58000183105469,73.3499984741211,70.11000061035156,-0.024130834081624197,0.020967069004504957
245,245,245,245,2020-01-27,71.4800033569336,72.81999969482422,70.37999725341797,-0.01840148782623341,0.01562952751411495
246,246,246,246,2020-01-28,72.87000274658203,72.7300033569336,71.4800033569336,0.0019249193343409132,0.019445989428784838
