,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,GRMN,GRMN_6m,GRMN_12m,GRMN_6m_ret,GRMN_12m_ret
66,66,66,66,2019-05-10,70.3090591430664,69.82148742675781,76.78945922851562,0.006983118439292113,-0.08439179218809678
67,67,67,67,2019-05-13,68.50946044921875,70.52183532714844,75.98274230957031,-0.028535486471592098,-0.0983549900042272
68,68,68,68,2019-05-14,69.13887786865234,70.3090591430664,76.0625228881836,-0.016643392596577766,-0.09102570828092849
69,69,69,69,2019-05-15,70.06085968017578,69.47576904296875,75.7611083984375,0.00842150645133799,-0.07523977458570652
70,70,70,70,2019-05-16,70.3977279663086,69.75057220458984,76.00931549072266,0.009278142691367952,-0.07382762873451987
71,71,71,71,2019-05-17,69.27185821533203,69.6441879272461,70.97396087646484,-0.005346170628093394,-0.02398207229966276
72,72,72,72,2019-05-20,68.49173736572266,70.3090591430664,69.82148742675781,-0.025847619062087324,-0.01904499760807954
73,73,73,73,2019-05-21,68.88180541992188,68.50946044921875,70.52183532714844,0.00543494238987785,-0.023255632806754356
74,74,74,74,2019-05-22,68.46514892578125,69.13887786865234,70.3090591430664,-0.009744574451309718,-0.026225784269607866
75,75,75,75,2019-05-23,68.5271987915039,70.06085968017578,69.47576904296875,-0.021890409219540774,-0.013653252990667553
76,76,76,76,2019-05-24,68.83746337890625,70.3977279663086,69.75057220458984,-0.022163564542154957,-0.013091058565158353
77,77,77,77,2019-05-28,68.13713073730469,69.27185821533203,69.6441879272461,-0.016380785895767858,-0.021639382047440314
78,78,78,78,2019-05-29,67.71160888671875,68.49173736572266,70.3090591430664,-0.011390110822248278,-0.03694332263872724
79,79,79,79,2019-05-30,68.4739990234375,68.88180541992188,68.50946044921875,-0.005920379031854273,-0.0005176135609407106
80,80,80,80,2019-05-31,67.80026245117188,68.46514892578125,69.13887786865234,-0.009711312763376001,-0.019361254604443046
81,81,81,81,2019-06-03,67.9864273071289,68.5271987915039,70.06085968017578,-0.007891340867738017,-0.029609005406393107
82,82,82,82,2019-06-04,69.40483856201172,68.83746337890625,70.3977279663086,0.00824224419750097,-0.014103997855897554
83,83,83,83,2019-06-05,69.5555419921875,68.13713073730469,69.27185821533203,0.020817008869236764,0.0040952240081915114
84,84,84,84,2019-06-06,69.47576904296875,67.71160888671875,68.49173736572266,0.026054028035302323,0.014367158946366088
85,85,85,85,2019-06-07,69.98992919921875,68.4739990234375,68.88180541992188,0.022138770882395464,0.016087321935617904
86,86,86,86,2019-06-10,71.07147979736328,67.80026245117188,68.46514892578125,0.04824785668856757,0.03806799389872628
87,87,87,87,2019-06-11,71.10694122314453,67.9864273071289,68.5271987915039,0.045899071912084644,0.03764552582237557
88,88,88,88,2019-06-12,71.52359771728516,69.40483856201172,68.83746337890625,0.030527542447640332,0.03902140210474414
89,89,89,89,2019-06-13,71.35514831542969,69.5555419921875,68.13713073730469,0.02587293940494817,0.04722854548325084
90,90,90,90,2019-06-14,71.23908996582031,69.47576904296875,67.71160888671875,0.025380372857204403,0.052095661838474694
91,91,91,91,2019-06-17,71.39087677001953,69.98992919921875,68.4739990234375,0.020016416459190056,0.04259832619946202
92,92,92,92,2019-06-18,72.18549346923828,71.07147979736328,67.80026245117188,0.01567455292968778,0.0646786732016642
93,93,93,93,2019-06-19,72.87296295166016,71.10694122314453,67.9864273071289,0.024836136924714314,0.07187516447152476
94,94,94,94,2019-06-20,72.98011016845703,71.52359771728516,69.40483856201172,0.020364082591721733,0.05151329043508812
95,95,95,95,2019-06-21,72.50691986083984,71.35514831542969,69.5555419921875,0.016141393755061406,0.04243195846254566
96,96,96,96,2019-06-24,72.60511779785156,71.23908996582031,69.47576904296875,0.01917525662788022,0.045042304647932685
97,97,97,97,2019-06-25,71.59622192382812,71.39087677001953,69.98992919921875,0.002876350075796008,0.022950340755985676
98,98,98,98,2019-06-26,71.6319351196289,72.18549346923828,71.07147979736328,-0.007668553929679467,0.00788579784554333
99,99,99,99,2019-06-27,71.66764831542969,72.87296295166016,71.10694122314453,-0.01653994276354598,0.007885405877965823
100,100,100,100,2019-06-28,71.24801635742188,72.98011016845703,71.52359771728516,-0.02373377906716001,-0.003853013112575576
101,101,101,101,2019-07-01,71.328369140625,72.50691986083984,71.35514831542969,-0.016254320587287374,-0.0003752942210463184
102,102,102,102,2019-07-02,71.453369140625,72.60511779785156,71.23908996582031,-0.015863188328311573,0.003007887592436864
103,103,103,103,2019-07-03,71.92656707763672,71.59622192382812,71.39087677001953,0.004614002595836109,0.0075036241583483765
104,104,104,104,2019-07-05,71.20337677001953,71.6319351196289,72.18549346923828,-0.005982783361829669,-0.013605457994649295
105,105,105,105,2019-07-08,70.9355239868164,71.66764831542969,72.87296295166016,-0.010215548379528205,-0.026586526557578538
106,106,106,106,2019-07-09,70.65876770019531,71.24801635742188,72.98011016845703,-0.008270386845165567,-0.03180787837814247
107,107,107,107,2019-07-10,70.30162811279297,71.328369140625,72.50691986083984,-0.014394567550083726,-0.03041491422169662
108,108,108,108,2019-07-11,70.52481079101562,71.453369140625,72.60511779785156,-0.012995305340772756,-0.0286523466930797
109,109,109,109,2019-07-12,71.23908996582031,71.92656707763672,71.59622192382812,-0.009558041482424007,-0.004988139714799056
110,110,110,110,2019-07-15,71.2748031616211,71.20337677001953,71.6319351196289,0.0010031320822363465,-0.0049856528015247426
111,111,111,111,2019-07-16,72.37297821044922,70.9355239868164,71.66764831542969,0.020264236349335496,0.009841677683006589
112,112,112,112,2019-07-17,72.42655944824219,70.65876770019531,71.24801635742188,0.025018717500814747,0.01654141618354754
113,113,113,113,2019-07-18,73.21224975585938,70.30162811279297,71.328369140625,0.04140190947493516,0.02641137934221205
114,114,114,114,2019-07-19,72.39082336425781,70.52481079101562,71.453369140625,0.026458951854145374,0.013119804355031128
115,115,115,115,2019-07-22,72.15869903564453,71.23908996582031,71.92656707763672,0.012908770595826402,0.0032273465485603836
116,116,116,116,2019-07-23,71.75691986083984,71.2748031616211,71.20337677001953,0.006764195449624921,0.007774112913327302
117,117,117,117,2019-07-24,70.97122192382812,72.37297821044922,70.9355239868164,-0.019368503566966733,0.0005032448483548446
118,118,118,118,2019-07-25,70.123046875,72.42655944824219,70.65876770019531,-0.03180480462955493,-0.007581802550935657
119,119,119,119,2019-07-26,69.89985656738281,73.21224975585938,70.30162811279297,-0.045243701696401684,-0.005714967863412079
120,120,120,120,2019-07-29,70.19447326660156,72.39082336425781,70.52481079101562,-0.030340172905681806,-0.004683990225694323
121,121,121,121,2019-07-30,68.39094543457031,72.15869903564453,71.23908996582031,-0.05221482165598701,-0.03998008021461963
122,122,122,122,2019-07-31,70.16769409179688,71.75691986083984,71.2748031616211,-0.02214735208987506,-0.015532965658477726
123,123,123,123,2019-08-01,68.51594543457031,70.97122192382812,72.37297821044922,-0.034595381377158896,-0.05329382417652151
124,124,124,124,2019-08-02,67.5784683227539,70.123046875,72.42655944824219,-0.03628733584240873,-0.0669380288449688
125,125,125,125,2019-08-05,67.27490997314453,69.89985656738281,73.21224975585938,-0.037552961095247084,-0.08109762782203889
126,126,126,126,2019-08-06,68.43560791015625,70.19447326660156,72.39082336425781,-0.025057034757780206,-0.05463697289640734
127,127,127,127,2019-08-07,68.98023223876953,68.39094543457031,72.15869903564453,0.008616444771376797,-0.04404828301165631
128,128,128,128,2019-08-08,70.22125244140625,70.16769409179688,71.75691986083984,0.000763290718080345,-0.021400966240074926
129,129,129,129,2019-08-09,70.56946563720703,68.51594543457031,70.97122192382812,0.029971420369550916,-0.005660833725707692
130,130,130,130,2019-08-12,69.46236419677734,67.5784683227539,70.123046875,0.027877161480280632,-0.009421762283096102
131,131,131,131,2019-08-13,70.61409759521484,67.27490997314453,69.89985656738281,0.049634962327014476,0.010218061422536895
132,132,132,132,2019-08-14,68.31061553955078,68.43560791015625,70.19447326660156,-0.001826423033599145,-0.026837693045944078
133,133,133,133,2019-08-15,68.55166625976562,68.98023223876953,68.39094543457031,-0.006212881068890286,0.0023500307558852462
134,134,134,134,2019-08-16,68.89985656738281,70.22125244140625,70.16769409179688,-0.018817606181633306,-0.018068678767687807
135,135,135,135,2019-08-19,69.81055450439453,70.56946563720703,68.51594543457031,-0.010754100600874783,0.018895004098870904
136,136,136,136,2019-08-20,70.26589965820312,69.46236419677734,67.5784683227539,0.011567925605720397,0.039767568016103594
137,137,137,137,2019-08-21,71.5337142944336,70.61409759521484,67.27490997314453,0.013023131790061537,0.06330449677285532
138,138,138,138,2019-08-22,71.67657470703125,68.31061553955078,68.43560791015625,0.049274320556101925,0.04735790176847421
139,139,139,139,2019-08-23,69.96234130859375,68.55166625976562,68.98023223876953,0.020578275128756207,0.014237543683887965
140,140,140,140,2019-08-26,70.49803924560547,68.89985656738281,70.22125244140625,0.02319573302245792,0.00394163867171371
141,141,141,141,2019-08-27,71.25694274902344,69.81055450439453,70.56946563720703,0.02071876172445908,0.009741849475673803
142,142,142,142,2019-08-28,71.73905944824219,70.26589965820312,69.46236419677734,0.020965501006960707,0.03277595396861632
143,143,143,143,2019-08-29,72.24798583984375,71.5337142944336,70.61409759521484,0.009985103562079933,0.023138272671767934
144,144,144,144,2019-08-30,72.82833099365234,71.67657470703125,68.31061553955078,0.016068796414013153,0.0661348959955701
145,145,145,145,2019-09-03,72.50691986083984,69.96234130859375,68.55166625976562,0.03637068892566542,0.05769741009775631
146,146,146,146,2019-09-04,73.70331573486328,70.49803924560547,68.89985656738281,0.045466179252036554,0.0697165336299761
147,147,147,147,2019-09-05,74.14972686767578,71.25694274902344,69.81055450439453,0.04059652304816286,0.06215639446049814
148,148,148,148,2019-09-06,74.51579284667969,71.73905944824219,70.26589965820312,0.038706019005460224,0.060483011092855365
149,149,149,149,2019-09-09,76.0157470703125,72.24798583984375,71.5337142944336,0.052150398196857184,0.06265622888573641
150,150,150,150,2019-09-10,74.91755676269531,72.82833099365234,71.67657470703125,0.02868699228086191,0.04521675413356685
151,151,151,151,2019-09-11,75.14076232910156,72.50691986083984,69.96234130859375,0.036325394504645336,0.0740172630539413
152,152,152,152,2019-09-12,76.35501861572266,73.70331573486328,70.49803924560547,0.03597806766792533,0.08308003219369375
153,153,153,153,2019-09-13,76.7055435180664,74.14972686767578,71.25694274902344,0.03446832184495596,0.07646413891532888
154,154,154,154,2019-09-16,76.46287536621094,74.51579284667969,71.73905944824219,0.02612979672023985,0.06584719613416246
155,155,155,155,2019-09-17,76.58871459960938,76.0157470703125,72.24798583984375,0.007537484684152274,0.0600809657086907
156,156,156,156,2019-09-18,77.2358627319336,74.91755676269531,72.82833099365234,0.03094476207468455,0.06051946650631623
157,157,157,157,2019-09-19,76.84038543701172,75.14076232910156,72.50691986083984,0.022619189042375476,0.059766234512360406
158,158,158,158,2019-09-20,76.42691040039062,76.35501861572266,73.70331573486328,0.0009415462921931184,0.03695348897633144
159,159,159,159,2019-09-23,75.93257904052734,76.7055435180664,74.14972686767578,-0.010077035401711343,0.024043947943775512
160,160,160,160,2019-09-24,75.32138061523438,76.46287536621094,74.51579284667969,-0.014928744773322955,0.010810966880701711
161,161,161,161,2019-09-25,75.68988800048828,76.58871459960938,76.0157470703125,-0.011735757726448082,-0.004286731136415867
162,162,162,162,2019-09-26,75.82470703125,77.2358627319336,74.91755676269531,-0.018270731377486693,0.012108647261791061
163,163,163,163,2019-09-27,76.22917175292969,76.84038543701172,75.14076232910156,-0.007954328711469838,0.014484939866075797
164,164,164,164,2019-09-30,76.121337890625,76.42691040039062,76.35501861572266,-0.003998231881476966,-0.0030604501096871406
165,165,165,165,2019-10-01,75.94154357910156,75.93257904052734,76.7055435180664,0.00011805918734086873,-0.00996016590098081
166,166,166,166,2019-10-02,74.51242065429688,75.32138061523438,76.46287536621094,-0.01074011063432212,-0.025508519037147903
167,167,167,167,2019-10-03,75.15959167480469,75.68988800048828,76.58871459960938,-0.007006171361756741,-0.018659706358513217
168,168,168,168,2019-10-04,76.37298583984375,75.82470703125,77.2358627319336,0.007230872759822038,-0.011171971951484116
169,169,169,169,2019-10-07,76.07637023925781,76.22917175292969,76.84038543701172,-0.0020045018220469224,-0.00994288606712146
170,170,170,170,2019-10-08,74.86296081542969,76.121337890625,76.42691040039062,-0.016531200187303807,-0.020463336497152818
171,171,171,171,2019-10-09,76.04942321777344,75.94154357910156,75.93257904052734,0.0014205615739097954,0.001538788471595609
172,172,172,172,2019-10-10,76.9482421875,74.51242065429688,75.32138061523438,0.03269014094313505,0.021598934578431983
173,173,173,173,2019-10-11,78.26951599121094,75.15959167480469,75.68988800048828,0.04137761058977074,0.0340815405976822
174,174,174,174,2019-10-14,77.85604858398438,76.37298583984375,75.82470703125,0.019418682245194052,0.026789969025494464
175,175,175,175,2019-10-15,77.56843566894531,76.07637023925781,76.22917175292969,0.01961273158794241,0.017568916009692126
176,176,176,176,2019-10-16,78.38634490966797,74.86296081542969,76.121337890625,0.04706445024162198,0.0297552182056684
177,177,177,177,2019-10-17,78.63801574707031,76.04942321777344,75.94154357910156,0.03403829272819392,0.035507207792794926
178,178,178,178,2019-10-18,78.6110610961914,76.9482421875,74.51242065429688,0.021609576273875275,0.05500613731112458
179,179,179,179,2019-10-21,78.25151824951172,78.26951599121094,75.15959167480469,-0.00022994573904400184,0.041138150245479954
180,180,180,180,2019-10-22,78.57511138916016,77.85604858398438,76.37298583984375,0.009235798865390832,0.028833828154032348
181,181,181,181,2019-10-23,77.81111907958984,77.56843566894531,76.07637023925781,0.00312863613339176,0.022802728822054696
182,182,182,182,2019-10-24,77.64933013916016,78.38634490966797,74.86296081542969,-0.009402336227784858,0.03721959822828946
183,183,183,183,2019-10-25,78.40433502197266,78.63801574707031,76.04942321777344,-0.002971599968255356,0.030965544570348058
184,184,184,184,2019-10-28,78.7818374633789,78.6110610961914,76.9482421875,0.0021724216008041086,0.023828942984960966
185,185,185,185,2019-10-29,79.01553344726562,78.25151824951172,78.26951599121094,0.00976358305685232,0.009531392223486534
186,186,186,186,2019-10-30,86.60160827636719,78.57511138916016,77.85604858398438,0.10215062690085253,0.11232986841027337
187,187,187,187,2019-10-31,84.2646713256836,77.81111907958984,77.56843566894531,0.0829386895141897,0.08632681062845182
188,188,188,188,2019-11-01,84.90280151367188,77.64933013916016,78.38634490966797,0.09341318671406862,0.08313254829668915
189,189,189,189,2019-11-04,84.69610595703125,78.40433502197266,78.63801574707031,0.0802477431036861,0.07703767894457125
190,190,190,190,2019-11-05,83.8511962890625,78.7818374633789,78.6110610961914,0.06434679602440152,0.06665900599483154
191,191,191,191,2019-11-06,83.78827667236328,79.01553344726562,78.25151824951172,0.06040259448837304,0.07075592329336189
192,192,192,192,2019-11-07,85.35224151611328,86.60160827636719,78.57511138916016,-0.01442659998030138,0.08625034068851556
193,193,193,193,2019-11-08,86.18814086914062,84.2646713256836,77.81111907958984,0.022826524012925953,0.10765841551491206
194,194,194,194,2019-11-11,87.0060806274414,84.90280151367188,77.64933013916016,0.024772788132684243,0.12050007993001932
195,195,195,195,2019-11-12,86.3858871459961,84.69610595703125,78.40433502197266,0.01995110837589298,0.10179988289916153
196,196,196,196,2019-11-13,86.18814086914062,83.8511962890625,78.7818374633789,0.027870140003988908,0.09401029024239849
197,197,197,197,2019-11-14,86.96112823486328,83.78827667236328,79.01553344726562,0.037867488012753636,0.10055737702385437
198,198,198,198,2019-11-15,85.97242736816406,85.35224151611328,86.60160827636719,0.007266192908755631,-0.0072652335300200654
199,199,199,199,2019-11-18,86.37689208984375,86.18814086914062,84.2646713256836,0.0021899906274773784,0.02506650451404968
200,200,200,200,2019-11-19,87.11393737792969,87.0060806274414,84.90280151367188,0.0012396461225523403,0.02604314374599004
201,201,201,201,2019-11-20,87.07796478271484,86.3858871459961,84.69610595703125,0.008011466451101068,0.028122412462409763
202,202,202,202,2019-11-21,88.15657806396484,86.18814086914062,83.8511962890625,0.02283884041324069,0.051345502097075446
203,203,203,203,2019-11-22,87.36561584472656,86.96112823486328,83.78827667236328,0.004651361108964025,0.04269498448275444
204,204,204,204,2019-11-25,87.77904510498047,85.97242736816406,85.35224151611328,0.02101392030121274,0.028432804408646373
205,205,205,205,2019-11-26,88.34530639648438,86.37689208984375,86.18814086914062,0.02278866788345657,0.025028565480011533
206,206,206,206,2019-11-27,88.21050262451172,87.11393737792969,87.0060806274414,0.012587713052444771,0.013842963484674398
207,207,207,207,2019-11-29,87.8060302734375,87.07796478271484,86.3858871459961,0.008361076106215837,0.01643952703803686
208,208,208,208,2019-12-02,87.11393737792969,88.15657806396484,86.18814086914062,-0.011827145618998891,0.010741576502905303
209,209,209,209,2019-12-03,86.72744750976562,87.36561584472656,86.96112823486328,-0.0073045708977218515,-0.00268718598574913
210,210,210,210,2019-12-04,86.51171112060547,87.77904510498047,85.97242736816406,-0.014437773649272567,0.00627275242714731
211,211,211,211,2019-12-05,85.92747497558594,88.34530639648438,86.37689208984375,-0.027367966896254425,-0.005202978521041901
212,212,212,212,2019-12-06,86.75440216064453,88.21050262451172,87.11393737792969,-0.016507109930723463,-0.004127183641411736
213,213,213,213,2019-12-09,87.18582916259766,87.8060302734375,87.07796478271484,-0.007063308851436134,0.0012387103919111464
214,214,214,214,2019-12-10,86.9251708984375,87.11393737792969,88.15657806396484,-0.002166891833545015,-0.013968409307287932
215,215,215,215,2019-12-11,87.71613311767578,86.72744750976562,87.36561584472656,0.011399915900889734,0.004012073509241709
216,216,216,216,2019-12-12,87.88692474365234,86.51171112060547,87.77904510498047,0.015896271212688218,0.0012289907977793835
217,217,217,217,2019-12-13,88.08582305908203,85.92747497558594,88.34530639648438,0.025118253318968442,-0.002937149102611225
218,218,218,218,2019-12-16,88.41128540039062,86.75440216064453,88.21050262451172,0.01909854945087419,0.0022761776648476673
219,219,219,219,2019-12-17,88.49264526367188,87.18582916259766,87.8060302734375,0.014988859010987454,0.007819679219026154
220,220,220,220,2019-12-18,88.12197875976562,86.9251708984375,87.11393737792969,0.013768254338279773,0.011571528186846924
221,221,221,221,2019-12-19,88.27568054199219,87.71613311767578,86.72744750976562,0.006379070809764853,0.017851707581411524
222,222,222,222,2019-12-20,89.21592712402344,87.88692474365234,86.51171112060547,0.015121730385350363,0.031258380725449175
223,223,223,223,2019-12-23,89.13455963134766,88.08582305908203,85.92747497558594,0.011905849725241335,0.03732315719358592
224,224,224,224,2019-12-24,88.99896240234375,88.41128540039062,86.75440216064453,0.0066470813006698215,0.025872580362468867
225,225,225,225,2019-12-26,88.66444396972656,88.49264526367188,87.18582916259766,0.0019413896549571596,0.016959347881768227
226,226,226,226,2019-12-27,89.07127380371094,88.12197875976562,86.9251708984375,0.010772511662876294,0.024689084681592588
227,227,227,227,2019-12-30,88.5559310913086,88.27568054199219,87.71613311767578,0.0031747197823424056,0.009574042354399959
228,228,228,228,2019-12-31,88.20333862304688,89.21592712402344,87.88692474365234,-0.011349862447418313,0.003600238378091536
229,229,229,229,2020-01-02,88.90853881835938,89.13455963134766,88.08582305908203,-0.0025357259173443003,0.009339933836180592
230,230,230,230,2020-01-03,88.3389663696289,88.99896240234375,88.41128540039062,-0.0074157722168843865,-0.00081798415704748
231,231,231,231,2020-01-06,88.32088470458984,88.66444396972656,88.49264526367188,-0.0038748256883449628,-0.0019409585798938478
232,232,232,232,2020-01-07,88.1852798461914,89.07127380371094,88.12197875976562,-0.009947022420180307,0.0007183348276638135
233,233,233,233,2020-01-08,87.6970443725586,88.5559310913086,88.27568054199219,-0.009698805129883525,-0.006554876336052007
234,234,234,234,2020-01-09,88.0586929321289,88.20333862304688,89.21592712402344,-0.001639911744567124,-0.012971161419258692
235,235,235,235,2020-01-10,87.24501037597656,88.90853881835938,89.13455963134766,-0.018710558788750387,-0.021198839857246132
236,236,236,236,2020-01-13,88.23046112060547,88.3389663696289,88.99896240234375,-0.0012282829818206498,-0.008634946531894006
237,237,237,237,2020-01-14,87.95924377441406,88.32088470458984,88.66444396972656,-0.00409462531297522,-0.007953585041973299
238,238,238,238,2020-01-15,87.86884307861328,88.1852798461914,89.07127380371094,-0.0035883173260893297,-0.013499646673376331
239,239,239,239,2020-01-16,89.02606964111328,87.6970443725586,88.5559310913086,0.015154732728604348,0.005308944799190751
240,240,240,240,2020-01-17,89.54141998291016,88.0586929321289,88.20333862304688,0.016837940712157273,0.015170416230861905
241,241,241,241,2020-01-21,90.94274139404295,87.24501037597656,88.90853881835938,0.04238329506903904,0.022879721146238374
242,242,242,242,2020-01-22,90.6082534790039,88.23046112060547,88.3389663696289,0.026949789542051183,0.025688404592372427
243,243,243,243,2020-01-23,90.9156265258789,87.95924377441406,88.32088470458984,0.033610825020812696,0.029378575972917265
