,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,KMI,KMI_6m,KMI_12m,KMI_6m_ret,KMI_12m_ret
25,25,25,25,2019-03-13,14.593140602111816,14.58584213256836,14.096476554870604,0.0005003804015648594,0.03523320492946902
26,26,26,26,2019-03-14,14.593140602111816,14.60775089263916,14.038045883178713,-0.0010001738552857242,0.03954216445454528
27,27,27,27,2019-03-15,14.512797355651855,14.490886688232422,14.081873893737791,0.0015120308295024643,0.030601286814938344
28,28,28,28,2019-03-18,14.60044765472412,14.41054344177246,13.994227409362791,0.013178143747249349,0.04331930785659077
29,29,29,29,2019-03-19,14.644269943237305,14.534708976745604,14.417848587036133,0.007537885118098275,0.01570424011837379
30,30,30,30,2019-03-20,14.673481941223145,14.505497932434082,14.498191833496094,0.011580713021471123,0.0120904806433908
31,31,31,31,2019-03-21,14.91451358795166,14.593140602111816,14.58584213256836,0.022022194851829102,0.02253359472809713
32,32,32,32,2019-03-22,14.534708976745604,14.593140602111816,14.60775089263916,-0.004004047309580261,-0.005000216421431558
33,33,33,33,2019-03-25,14.702693939208984,14.512797355651855,14.490886688232422,0.013084767802065134,0.01461658320388115
34,34,34,34,2019-03-26,14.673481941223145,14.60044765472412,14.41054344177246,0.005002195016629907,0.018246258408860072
35,35,35,35,2019-03-27,14.593140602111816,14.644269943237305,14.534708976745604,-0.003491423015532402,0.0040201441569760465
36,36,36,36,2019-03-28,14.571231842041016,14.673481941223145,14.505497932434082,-0.006968359629412224,0.004531654818960229
37,37,37,37,2019-03-29,14.6150541305542,14.91451358795166,14.593140602111816,-0.020078392475324947,0.001501632105100903
38,38,38,38,2019-04-01,14.636966705322266,14.534708976745604,14.593140602111816,0.0070354163086627786,0.0030031988593399728
39,39,39,39,2019-04-02,14.644269943237305,14.702693939208984,14.512797355651855,-0.003973693270991285,0.009059079677306237
40,40,40,40,2019-04-03,14.527406692504885,14.673481941223145,14.60044765472412,-0.009955050158059753,-0.005002652243720873
41,41,41,41,2019-04-04,14.549320220947266,14.593140602111816,14.644269943237305,-0.003002806754168419,-0.006483745701088117
42,42,42,42,2019-04-05,14.644269943237305,14.571231842041016,14.673481941223145,0.005012486383310311,-0.001990802053858265
43,43,43,43,2019-04-08,14.563928604125977,14.6150541305542,14.91451358795166,-0.0034981414349564144,-0.02350629685361616
44,44,44,44,2019-04-09,14.527406692504885,14.636966705322266,14.534708976745604,-0.00748515829974139,-0.0005024031958535957
45,45,45,45,2019-04-10,14.490886688232422,14.644269943237305,14.702693939208984,-0.010473943433125132,-0.0144060164655756
46,46,46,46,2019-04-11,14.549320220947266,14.527406692504885,14.673481941223145,0.0015084267210394575,-0.008461639900688045
47,47,47,47,2019-04-12,14.47628116607666,14.549320220947266,14.593140602111816,-0.005020100854296161,-0.008007833215712634
48,48,48,48,2019-04-15,14.454368591308594,14.644269943237305,14.571231842041016,-0.012967621647565042,-0.008020135291187058
49,49,49,49,2019-04-16,14.468974113464355,14.563928604125977,14.6150541305542,-0.006519840438844238,-0.009995174549812247
50,50,50,50,2019-04-17,14.381330490112305,14.527406692504885,14.636966705322266,-0.010055215324008548,-0.017465108745311708
51,51,51,51,2019-04-18,14.162213325500488,14.490886688232422,14.644269943237305,-0.02268138381061513,-0.032917763712722925
52,52,52,52,2019-04-22,14.62966251373291,14.549320220947266,14.527406692504885,0.00552206505634345,0.007038821407869156
53,53,53,53,2019-04-23,14.666178703308104,14.47628116607666,14.549320220947266,0.013117839799660969,0.008031886066580007
54,54,54,54,2019-04-24,14.666178703308104,14.454368591308594,14.644269943237305,0.014653709061139608,0.0014960636587362242
55,55,55,55,2019-04-25,14.58584213256836,14.468974113464355,14.563928604125977,0.008077146187942308,0.0015046440447514797
56,56,56,56,2019-04-26,14.77574062347412,14.381330490112305,14.527406692504885,0.0274251491287949,0.017094168025003187
57,57,57,57,2019-04-29,14.686997413635254,14.162213325500488,14.490886688232422,0.0370552311332466,0.01353338340310728
58,58,58,58,2019-04-30,14.694392204284668,14.62966251373291,14.549320220947266,0.00442455118093088,0.009971048896740609
59,59,59,59,2019-05-01,14.487324714660645,14.666178703308104,14.47628116607666,-0.012194995865358993,0.0007628719321826072
60,60,60,60,2019-05-02,14.317231178283691,14.666178703308104,14.454368591308594,-0.02379266829373239,-0.009487610071557406
61,61,61,61,2019-05-03,14.442955017089844,14.58584213256836,14.468974113464355,-0.009796288358247529,-0.0017982682234740643
62,62,62,62,2019-05-06,14.37639617919922,14.77574062347412,14.381330490112305,-0.027027034004675432,-0.0003431053139677509
63,63,63,63,2019-05-07,14.465140342712402,14.686997413635254,14.162213325500488,-0.015105679171488196,0.021389807528634286
64,64,64,64,2019-05-08,14.546489715576172,14.694392204284668,14.62966251373291,-0.010065233502163484,-0.0056852164620109225
65,65,65,65,2019-05-09,14.59085750579834,14.487324714660645,14.666178703308104,0.007146439606818822,-0.005135707059997441
66,66,66,66,2019-05-10,14.568674087524414,14.317231178283691,14.666178703308104,0.017562258100721984,-0.006648263174489744
67,67,67,67,2019-05-13,14.546489715576172,14.442955017089844,14.58584213256836,0.007168525995117969,-0.0026979873108813335
68,68,68,68,2019-05-14,14.738763809204102,14.37639617919922,14.77574062347412,0.02520573483702271,-0.0025025354202058425
69,69,69,69,2019-05-15,14.894064903259276,14.465140342712402,14.686997413635254,0.029652291673959885,0.014098694497745479
70,70,70,70,2019-05-16,15.101133346557615,14.546489715576172,14.694392204284668,0.03812903606479989,0.027680024911431733
71,71,71,71,2019-05-17,14.945829391479492,14.59085750579834,14.487324714660645,0.024328377241713772,0.031648678127222274
72,72,72,72,2019-05-20,15.00498867034912,14.568674087524414,14.317231178283691,0.02994881896619095,0.04803704595540892
73,73,73,73,2019-05-21,15.041967391967772,14.546489715576172,14.442955017089844,0.03406166615310968,0.041474364087483284
74,74,74,74,2019-05-22,15.041967391967772,14.738763809204102,14.37639617919922,0.020571846234100466,0.046296109572407707
75,75,75,75,2019-05-23,14.760947227478027,14.894064903259276,14.465140342712402,-0.008937632315011435,0.020449638078669174
76,76,76,76,2019-05-24,14.83489990234375,15.101133346557615,14.546489715576172,-0.0176300306807472,0.01982678930840298
77,77,77,77,2019-05-28,14.701787948608398,14.945829391479492,14.59085750579834,-0.016328397473225564,0.007602736355006856
78,78,78,78,2019-05-29,14.723971366882324,15.00498867034912,14.568674087524414,-0.0187282582906646,0.010659671458427056
79,79,79,79,2019-05-30,14.83489990234375,15.041967391967772,14.546489715576172,-0.013765984477176363,0.01982678930840298
80,80,80,80,2019-05-31,14.753551483154297,15.041967391967772,14.738763809204102,-0.019174081507947305,0.0010033184696915942
81,81,81,81,2019-06-03,14.894064903259276,14.760947227478027,14.894064903259276,0.009018233974405376,0.0
82,82,82,82,2019-06-04,15.041967391967772,14.83489990234375,15.101133346557615,0.013958131904301396,-0.003917981070164611
83,83,83,83,2019-06-05,15.138111114501951,14.701787948608398,14.945829391479492,0.029678238280865132,0.012865242736684657
84,84,84,84,2019-06-06,15.426521301269531,14.723971366882324,15.00498867034912,0.047714703926103,0.028092832336047646
85,85,85,85,2019-06-07,15.626193046569824,14.83489990234375,15.041967391967772,0.05333997191993589,0.0388397102172966
86,86,86,86,2019-06-10,15.441312789916992,14.753551483154297,15.041967391967772,0.046616660913678,0.026548747749743473
87,87,87,87,2019-06-11,15.367358207702637,14.894064903259276,14.760947227478027,0.03177730911725707,0.04108211830035913
88,88,88,88,2019-06-12,15.071548461914062,15.041967391967772,14.83489990234375,0.0019665692110253374,0.01595215074777312
89,89,89,89,2019-06-13,15.17508316040039,15.138111114501951,14.701787948608398,0.002442315664007877,0.032193037571106586
90,90,90,90,2019-06-14,15.182476997375488,15.426521301269531,14.723971366882324,-0.015819788475186503,0.03114007892764925
91,91,91,91,2019-06-17,15.17508316040039,15.626193046569824,14.83489990234375,-0.02886882843601235,0.02293128098578512
92,92,92,92,2019-06-18,15.382156372070312,15.441312789916992,14.753551483154297,-0.0038310484769992215,0.042607021748882756
93,93,93,93,2019-06-19,15.485681533813477,15.367358207702637,14.894064903259276,0.0076996530250419415,0.039721636396571336
94,94,94,94,2019-06-20,15.60400676727295,15.071548461914062,15.041967391967772,0.03532870605196359,0.03736475160857622
95,95,95,95,2019-06-21,15.811079978942873,15.17508316040039,15.138111114501951,0.04191059856608392,0.04445527314145781
96,96,96,96,2019-06-24,15.6483793258667,15.182476997375488,15.426521301269531,0.030686845668974172,0.014381597786333744
97,97,97,97,2019-06-25,15.21945571899414,15.17508316040039,15.626193046569824,0.0029240405554771254,-0.026029201505671118
98,98,98,98,2019-06-26,15.263826370239258,15.382156372070312,15.441312789916992,-0.007692679684748849,-0.011494257132957708
99,99,99,99,2019-06-27,15.093735694885254,15.485681533813477,15.367358207702637,-0.02531020918080984,-0.01780543598445139
100,100,100,100,2019-06-28,15.441312789916992,15.60400676727295,15.071548461914062,-0.010426423147750996,0.024533930865652476
101,101,101,101,2019-07-01,15.441312789916992,15.811079978942873,15.17508316040039,-0.023386586464576475,0.017543866264359664
102,102,102,102,2019-07-02,15.522659301757812,15.6483793258667,15.182476997375488,-0.008034060364390028,0.02240624533408675
103,103,103,103,2019-07-03,15.589216232299805,15.21945571899414,15.17508316040039,0.024295252086064867,0.027290332943947337
104,104,104,104,2019-07-05,15.611407279968262,15.263826370239258,15.382156372070312,0.022771545043692498,0.014903691156995746
105,105,105,105,2019-07-08,15.574429512023926,15.093735694885254,15.485681533813477,0.031847239600304,0.005730970123379198
106,106,106,106,2019-07-09,15.70754337310791,15.441312789916992,15.60400676727295,0.01724144746065659,0.00663525768600115
107,107,107,107,2019-07-10,15.663169860839844,15.441312789916992,15.811079978942873,0.014367759654977164,-0.009354839663072712
108,108,108,108,2019-07-11,15.729730606079102,15.522659301757812,15.6483793258667,0.013339937461478657,0.005198703234265967
109,109,109,109,2019-07-12,15.744521141052246,15.589216232299805,15.21945571899414,0.009962329499969336,0.03449961889260034
110,110,110,110,2019-07-15,15.70754337310791,15.611407279968262,15.263826370239258,0.006158067073364082,0.029069840818799708
111,111,111,111,2019-07-16,15.46349811553955,15.574429512023926,15.093735694885254,-0.007122661950393239,0.02449774052818454
112,112,112,112,2019-07-17,15.226848602294922,15.70754337310791,15.441312789916992,-0.030602797610984944,-0.01388898667748728
113,113,113,113,2019-07-18,15.101133346557615,15.663169860839844,15.441312789916992,-0.03588268015195317,-0.022030474221175655
114,114,114,114,2019-07-19,15.16029167175293,15.729730606079102,15.522659301757812,-0.03620144226157951,-0.023344429775885578
115,115,115,115,2019-07-22,15.359966278076172,15.744521141052246,15.589216232299805,-0.024424678244001075,-0.014705675436629262
116,116,116,116,2019-07-23,15.226848602294922,15.70754337310791,15.611407279968262,-0.030602797610984944,-0.02463318461794184
117,117,117,117,2019-07-24,15.271221160888672,15.46349811553955,15.574429512023926,-0.012434246974017849,-0.019468343986607572
118,118,118,118,2019-07-25,15.21945571899414,15.226848602294922,15.70754337310791,-0.0004855163070096591,-0.031073455760714297
119,119,119,119,2019-07-26,15.41912841796875,15.101133346557615,15.663169860839844,0.021057695744645777,-0.015580590968449659
120,120,120,120,2019-07-29,15.44870948791504,15.16029167175293,15.729730606079102,0.019024555886315797,-0.01786560273673432
121,121,121,121,2019-07-30,15.486132621765137,15.359966278076172,15.744521141052246,0.008213972700516159,-0.016411329183800172
122,122,122,122,2019-07-31,15.433740615844728,15.226848602294922,15.70754337310791,0.013587316650578884,-0.017431290861939952
123,123,123,123,2019-08-01,15.546012878417969,15.271221160888672,15.46349811553955,0.01799408931572999,0.005336099391087812
124,124,124,124,2019-08-02,15.126860618591309,15.21945571899414,15.226848602294922,-0.006083995519450269,-0.006566557947423446
125,125,125,125,2019-08-05,14.849921226501465,15.41912841796875,15.101133346557615,-0.036915652820165734,-0.016635315660821992
126,126,126,126,2019-08-06,14.99213409423828,15.44870948791504,15.16029167175293,-0.029554274033952388,-0.011091975085675054
127,127,127,127,2019-08-07,14.947222709655762,15.486132621765137,15.359966278076172,-0.03479951549374949,-0.026871385063490294
128,128,128,128,2019-08-08,15.246615409851074,15.433740615844728,15.226848602294922,-0.012124423407864349,0.0012981548626662676
129,129,129,129,2019-08-09,15.246615409851074,15.546012878417969,15.271221160888672,-0.019258794580219285,-0.0016112497342789522
130,130,130,130,2019-08-12,15.224164009094238,15.126860618591309,15.21945571899414,0.00643249071676788,0.000309359952617827
131,131,131,131,2019-08-13,15.35140609741211,14.849921226501465,15.41912841796875,0.0337702041150012,-0.004392097835939968
132,132,132,132,2019-08-14,14.819979667663574,14.99213409423828,15.44870948791504,-0.011482983375986966,-0.04069788617251813
133,133,133,133,2019-08-15,14.879858016967772,14.947222709655762,15.486132621765137,-0.0045068367546616805,-0.03914951651293952
134,134,134,134,2019-08-16,15.066976547241213,15.246615409851074,15.433740615844728,-0.011782212496407207,-0.023763783371283598
135,135,135,135,2019-08-19,15.276555061340332,15.246615409851074,15.546012878417969,0.001963691657750788,-0.017332921256724032
136,136,136,136,2019-08-20,15.07446575164795,15.224164009094238,15.126860618591309,-0.009832937779497564,-0.0034636973437148777
137,137,137,137,2019-08-21,15.261585235595703,15.35140609741211,14.849921226501465,-0.005850985977860934,0.027721629146393978
138,138,138,138,2019-08-22,15.119376182556152,14.819979667663574,14.99213409423828,0.02020222170384245,0.008487256551872324
139,139,139,139,2019-08-23,14.64783000946045,14.879858016967772,14.947222709655762,-0.015593428864894898,-0.020029988581216962
140,140,140,140,2019-08-26,14.90980052947998,15.066976547241213,15.246615409851074,-0.010431822022714421,-0.02209112457532525
141,141,141,141,2019-08-27,14.999621391296388,15.276555061340332,15.246615409851074,-0.01812801832166777,-0.016199924502266816
142,142,142,142,2019-08-28,15.16428565979004,15.07446575164795,15.224164009094238,0.005958414024209935,-0.003933112469652111
143,143,143,143,2019-08-29,15.269073486328123,15.261585235595703,15.35140609741211,0.0004906600865390853,-0.005363196736608122
144,144,144,144,2019-08-30,15.17176628112793,15.119376182556152,14.819979667663574,0.003465096571393156,0.023737320924396066
145,145,145,145,2019-09-03,15.059494018554688,14.64783000946045,14.879858016967772,0.02810409520238566,0.012072427128140273
146,146,146,146,2019-09-04,15.216679573059082,14.90980052947998,15.066976547241213,0.020582370835366515,0.009935837183292051
147,147,147,147,2019-09-05,15.35140609741211,14.999621391296388,15.276555061340332,0.023452905705996452,0.0048997326799939955
148,148,148,148,2019-09-06,15.276555061340332,15.16428565979004,15.07446575164795,0.00740354040203739,0.013406067785207698
149,149,149,149,2019-09-09,15.276555061340332,15.269073486328123,15.261585235595703,0.0004899822519623953,0.0009808827532353792
150,150,150,150,2019-09-10,15.141827583312988,15.17176628112793,15.119376182556152,-0.001973316571069361,0.0014849422678389068
151,151,151,151,2019-09-11,15.306498527526855,15.059494018554688,14.64783000946045,0.01640191288418036,0.04496696900776409
152,152,152,152,2019-09-12,15.284043312072754,15.216679573059082,14.90980052947998,0.004426967045618735,0.025100455358394225
153,153,153,153,2019-09-13,15.321465492248535,15.35140609741211,14.999621391296388,-0.0019503493669300598,0.02145681497926999
154,154,154,154,2019-09-16,15.471162796020508,15.276555061340332,15.16428565979004,0.012738980345945894,0.020236834303655193
155,155,155,155,2019-09-17,15.523555755615234,15.276555061340332,15.269073486328123,0.016168612182728026,0.016666516767698702
156,156,156,156,2019-09-18,15.471162796020508,15.141827583312988,15.17176628112793,0.021750030562391443,0.019733794295591967
157,157,157,157,2019-09-19,15.486132621765137,15.306498527526855,15.059494018554688,0.011735805802694399,0.028330208351275976
158,158,158,158,2019-09-20,15.658282279968262,15.284043312072754,15.216679573059082,0.02448559980197773,0.029020963791011933
159,159,159,159,2019-09-23,15.55349349975586,15.321465492248535,15.35140609741211,0.015143982644787668,0.013164097220893511
160,160,160,160,2019-09-24,15.396312713623049,15.471162796020508,15.276555061340332,-0.004838038574367043,0.007839310093267216
161,161,161,161,2019-09-25,15.35140609741211,15.523555755615234,15.276555061340332,-0.011089576441972948,0.0048997326799939955
162,162,162,162,2019-09-26,15.358894348144531,15.471162796020508,15.141827583312988,-0.007256626367143748,0.014335572349982506
163,163,163,163,2019-09-27,15.471162796020508,15.486132621765137,15.306498527526855,-0.0009666600506564871,0.010757801217406104
164,164,164,164,2019-09-30,15.426255226135254,15.658282279968262,15.284043312072754,-0.014818167771176394,0.009304600304957722
165,165,165,165,2019-10-01,15.186739921569824,15.55349349975586,15.321465492248535,-0.02358014154130661,-0.008793256150782192
166,166,166,166,2019-10-02,15.096921920776367,15.396312713623049,15.471162796020508,-0.019445616519712106,-0.024189576451254413
167,167,167,167,2019-10-03,15.254100799560549,15.35140609741211,15.523555755615234,-0.006338526727396321,-0.017357811592696337
168,168,168,168,2019-10-04,15.358894348144531,15.358894348144531,15.471162796020508,0.0,-0.007256626367143748
169,169,169,169,2019-10-07,15.194218635559082,15.471162796020508,15.486132621765137,-0.017900668754688653,-0.018850024943979915
170,170,170,170,2019-10-08,14.977163314819336,15.426255226135254,15.658282279968262,-0.0291121795103626,-0.043498958121369724
171,171,171,171,2019-10-09,15.10440444946289,15.186739921569824,15.55349349975586,-0.005421536981086494,-0.028873837913007683
172,172,172,172,2019-10-10,15.14931297302246,15.096921920776367,15.396312713623049,0.0034703135196050283,-0.016042785386012448
173,173,173,173,2019-10-11,15.141827583312988,15.254100799560549,15.35140609741211,-0.00736019892111861,-0.013652072830934392
174,174,174,174,2019-10-14,15.07446575164795,15.358894348144531,15.358894348144531,-0.018518819782814888,-0.018518819782814888
175,175,175,175,2019-10-15,15.10440444946289,15.194218635559082,15.471162796020508,-0.0059110763278079625,-0.0237059328631688
176,176,176,176,2019-10-16,14.984646797180176,14.977163314819336,15.426255226135254,0.0004996595285460259,-0.02862706615970556
177,177,177,177,2019-10-17,15.02207374572754,15.10440444946289,15.186739921569824,-0.005450774574450534,-0.010842759979606043
178,178,178,178,2019-10-18,14.984646797180176,15.14931297302246,15.096921920776367,-0.010869547426706205,-0.007436954644488014
179,179,179,179,2019-10-21,15.089434623718262,15.141827583312988,15.254100799560549,-0.003460147680750647,-0.010794879226642462
180,180,180,180,2019-10-22,15.209193229675291,15.07446575164795,15.358894348144531,0.008937462875764801,-0.009746868171361944
181,181,181,181,2019-10-23,15.269073486328123,15.10440444946289,15.194218635559082,0.010902054259483762,0.004926535056818171
182,182,182,182,2019-10-24,15.299009323120115,14.984646797180176,14.977163314819336,0.020978974692890118,0.02148911656604069
183,183,183,183,2019-10-25,15.284043312072754,15.02207374572754,15.10440444946289,0.017438974856565315,0.011893144361362129
184,184,184,184,2019-10-28,15.10440444946289,14.984646797180176,15.14931297302246,0.007992023696230977,-0.0029643934110767933
185,185,185,185,2019-10-29,15.096921920776367,15.089434623718262,15.141827583312988,0.000496194671623762,-0.002965669915969027
186,186,186,186,2019-10-30,15.157551765441896,15.209193229675291,15.07446575164795,-0.0033954111472944692,0.005511705367393427
187,187,187,187,2019-10-31,15.142394065856934,15.269073486328123,15.10440444946289,-0.00829647067876238,0.002515135007219227
188,188,188,188,2019-11-01,15.536491394042969,15.299009323120115,14.984646797180176,0.015522709079206054,0.036827334293033864
189,189,189,189,2019-11-04,15.581961631774902,15.284043312072754,15.02207374572754,0.019492114332522625,0.03727101168083413
190,190,190,190,2019-11-05,15.551650047302246,15.10440444946289,14.984646797180176,0.029610276878891506,0.03783894660959031
191,191,191,191,2019-11-06,15.316705703735352,15.096921920776367,15.089434623718262,0.014558185046749106,0.015061603412221514
192,192,192,192,2019-11-07,15.18786907196045,15.157551765441896,15.209193229675291,0.0020001453392806123,-0.0014020571237950419
193,193,193,193,2019-11-08,15.180288314819336,15.142394065856934,15.269073486328123,0.0025025269318439403,-0.005814705888231186
194,194,194,194,2019-11-11,15.112077713012695,15.536491394042969,15.299009323120115,-0.02731721533942999,-0.012218543446792074
195,195,195,195,2019-11-12,15.210604667663574,15.581961631774902,15.284043312072754,-0.023832491241285836,-0.004804922552867352
196,196,196,196,2019-11-13,15.422807693481444,15.551650047302246,15.10440444946289,-0.008284802797703938,0.02108015877646041
197,197,197,197,2019-11-14,15.32428741455078,15.316705703735352,15.096921920776367,0.000494996180123719,0.015060387472860315
198,198,198,198,2019-11-15,15.49101448059082,15.18786907196045,15.157551765441896,0.019959706473242633,0.021999774126399085
199,199,199,199,2019-11-18,15.263652801513672,15.180288314819336,15.142394065856934,0.005491627363424456,0.008007897240645212
200,200,200,200,2019-11-19,15.165128707885742,15.112077713012695,15.536491394042969,0.0035105030479936072,-0.02390260945914824
201,201,201,201,2019-11-20,15.203022956848145,15.210604667663574,15.581961631774902,-0.0004984490085097049,-0.02431906096816605
202,202,202,202,2019-11-21,15.278810501098633,15.422807693481444,15.551650047302246,-0.009336639297115257,-0.01754408987944933
203,203,203,203,2019-11-22,15.127232551574709,15.32428741455078,15.316705703735352,-0.012858990284204785,-0.012370359255152064
204,204,204,204,2019-11-25,15.127232551574709,15.49101448059082,15.18786907196045,-0.023483415464616963,-0.003992431071037195
205,205,205,205,2019-11-26,14.930187225341797,15.263652801513672,15.180288314819336,-0.021847036257192975,-0.01647538467588816
206,206,206,206,2019-11-27,14.952922821044922,15.165128707885742,15.112077713012695,-0.013993015880602089,-0.010531635357508007
207,207,207,207,2019-11-29,14.861978530883787,15.203022956848145,15.210604667663574,-0.02243267190560516,-0.022919939371045195
208,208,208,208,2019-12-02,14.702824592590332,15.278810501098633,15.422807693481444,-0.03769834755571344,-0.0466830109796037
209,209,209,209,2019-12-03,14.513354301452637,15.127232551574709,15.32428741455078,-0.04058100171522572,-0.052918161292651145
210,210,210,210,2019-12-04,14.627036094665527,15.127232551574709,15.49101448059082,-0.0330659593685636,-0.05577287317159241
211,211,211,211,2019-12-05,14.915031433105469,14.930187225341797,15.263652801513672,-0.0010151106618813133,-0.02283996975963909
212,212,212,212,2019-12-06,14.968080520629885,14.952922821044922,15.165128707885742,0.0010136947649879158,-0.012993505762558644
213,213,213,213,2019-12-09,15.112077713012695,14.861978530883787,15.203022956848145,0.016828121613094327,-0.005982050023445096
214,214,214,214,2019-12-10,15.248495101928713,14.702824592590332,15.278810501098633,0.037113311520657,-0.0019841465517057566
215,215,215,215,2019-12-11,15.309127807617188,14.513354301452637,15.127232551574709,0.054830433381268806,0.012024357754951254
216,216,216,216,2019-12-12,15.27122974395752,14.627036094665527,15.127232551574709,0.0440412975754485,0.009519070450716427
217,217,217,217,2019-12-13,15.309127807617188,14.915031433105469,14.930187225341797,0.02642276526732501,0.02538083257470447
218,218,218,218,2019-12-16,15.59711742401123,14.968080520629885,14.952922821044922,0.04202522177204826,0.04308151728434395
219,219,219,219,2019-12-17,15.544071197509766,15.112077713012695,14.861978530883787,0.028585975581973733,0.045895145468590304
220,220,220,220,2019-12-18,15.703222274780272,15.248495101928713,14.702824592590332,0.029821118071778896,0.06804119003732811
221,221,221,221,2019-12-19,15.79416847229004,15.309127807617188,14.513354301452637,0.03168310244503392,0.08825073406422712
222,222,222,222,2019-12-20,15.89268970489502,15.27122974395752,14.627036094665527,0.040694821003750326,0.08652837130080471
223,223,223,223,2019-12-23,16.067005157470703,15.309127807617188,14.915031433105469,0.049504933225289705,0.07723575572280117
224,224,224,224,2019-12-24,16.01395034790039,15.59711742401123,14.968080520629885,0.026724997482384882,0.06987334320048766
225,225,225,225,2019-12-26,16.067005157470703,15.544071197509766,15.112077713012695,0.0336420203765353,0.06318968593152086
226,226,226,226,2019-12-27,15.976055145263672,15.703222274780272,15.248495101928713,0.017374323925961166,0.04771356376295355
227,227,227,227,2019-12-30,15.93816375732422,15.79416847229004,15.309127807617188,0.009116990570716688,0.041088947561993105
228,228,228,228,2019-12-31,16.044269561767578,15.89268970489502,15.27122974395752,0.009537709455553767,0.05062066583838365
229,229,229,229,2020-01-02,15.945744514465332,16.067005157470703,15.309127807617188,-0.0075471839223869575,0.041584126466786
230,230,230,230,2020-01-03,16.067005157470703,16.01395034790039,15.59711742401123,0.0033130369719966968,0.030126575359117114
231,231,231,231,2020-01-06,16.127634048461914,16.067005157470703,15.544071197509766,0.003773502927085337,0.03754247156598445
232,232,232,232,2020-01-07,16.165525436401367,15.976055145263672,15.703222274780272,0.011859641783589225,0.029440018967544335
233,233,233,233,2020-01-08,16.03668785095215,15.93816375732422,15.79416847229004,0.006181646463674362,0.015354995046912068
234,234,234,234,2020-01-09,16.33226203918457,16.044269561767578,15.89268970489502,0.017949865296657652,0.02765877535217731
235,235,235,235,2020-01-10,16.30194664001465,15.945744514465332,16.067005157470703,0.02233838158050161,0.014622605783798148
236,236,236,236,2020-01-13,16.33226203918457,16.067005157470703,16.01395034790039,0.016509416603412985,0.01987714988300282
237,237,237,237,2020-01-14,16.26405143737793,16.127634048461914,16.067005157470703,0.008458611381315873,0.012264032903207545
238,238,238,238,2020-01-15,16.226160049438477,16.165525436401367,15.976055145263672,0.0037508593998789586,0.015654985032331536
239,239,239,239,2020-01-16,16.195844650268555,16.03668785095215,15.93816375732422,0.009924543072462155,0.016167539552724097
240,240,240,240,2020-01-17,16.18826675415039,16.33226203918457,16.044269561767578,-0.008816616136130051,0.008974992088511602
241,241,241,241,2020-01-21,15.862377166748049,16.30194664001465,15.945744514465332,-0.026964232123520504,-0.005228187849219301
242,242,242,242,2020-01-22,15.885112762451172,16.33226203918457,16.067005157470703,-0.027378282056740977,-0.011320864917688578
