,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,IDXX,IDXX_6m,IDXX_12m,IDXX_6m_ret,IDXX_12m_ret
65,65,65,65,2019-05-09,246.22000122070312,234.0599975585937,224.4499969482422,0.05195250700224996,0.09699266905083115
66,66,66,66,2019-05-10,247.8300018310547,242.33999633789065,224.5800018310547,0.022654145317017482,0.10352658211077204
67,67,67,67,2019-05-13,242.6199951171875,250.47000122070312,227.6699981689453,-0.03134110298741344,0.06566520432414791
68,68,68,68,2019-05-14,246.17999267578125,251.8800048828125,232.47000122070312,-0.022629871750571073,0.05897531459150329
69,69,69,69,2019-05-15,249.5500030517578,245.4499969482422,230.67999267578125,0.016704038111600372,0.08180167754079215
70,70,70,70,2019-05-16,251.97000122070312,245.7899932861328,232.0,0.02514344807917368,0.08607759146854788
71,71,71,71,2019-05-17,249.5599975585937,246.22000122070312,234.0599975585937,0.013565089437623357,0.06622233684386747
72,72,72,72,2019-05-20,248.5399932861328,247.8300018310547,242.33999633789065,0.002864832545827589,0.025583878195647003
73,73,73,73,2019-05-21,249.3300018310547,242.6199951171875,250.47000122070312,0.027656445671867314,-0.0045514408276140506
74,74,74,74,2019-05-22,250.3800048828125,246.17999267578125,251.8800048828125,0.017060737395352188,-0.005955216654445761
75,75,75,75,2019-05-23,253.57000732421875,249.5500030517578,245.4499969482422,0.016109013116810678,0.03308213679745453
76,76,76,76,2019-05-24,256.1099853515625,251.97000122070312,245.7899932861328,0.01643046438386575,0.04198703099119183
77,77,77,77,2019-05-28,246.8500061035156,249.5599975585937,246.22000122070312,-0.010859077903468184,0.00255870717118456
78,78,78,78,2019-05-29,247.4499969482422,248.5399932861328,247.8300018310547,-0.004385597357909998,-0.0015333288141261558
79,79,79,79,2019-05-30,249.6999969482422,249.3300018310547,242.6199951171875,0.0014839574638843,0.029181444124730893
80,80,80,80,2019-05-31,249.7700042724609,250.3800048828125,246.17999267578125,-0.0024362992190094523,0.014582873115150718
81,81,81,81,2019-06-03,245.58999633789065,253.57000732421875,249.5500030517578,-0.03147064225196283,-0.01586859012398345
82,82,82,82,2019-06-04,252.8800048828125,256.1099853515625,251.97000122070312,-0.012611692840933997,0.003611555572888614
83,83,83,83,2019-06-05,256.6000061035156,246.8500061035156,249.5599975585937,0.0394976696735887,0.02820968349812958
84,84,84,84,2019-06-06,259.67999267578125,247.4499969482422,248.5399932861328,0.04942410942966036,0.04482175782801878
85,85,85,85,2019-06-07,264.9200134277344,249.6999969482422,249.3300018310547,0.060953210514643974,0.06252761995021938
86,86,86,86,2019-06-10,268.4700012207031,249.7700042724609,250.3800048828125,0.07486886587007202,0.0722501636916153
87,87,87,87,2019-06-11,263.92999267578125,245.58999633789065,253.57000732421875,0.07467729391004108,0.04085650925709072
88,88,88,88,2019-06-12,265.04998779296875,252.8800048828125,256.1099853515625,0.048125524656629004,0.03490688748091686
89,89,89,89,2019-06-13,267.1600036621094,256.6000061035156,246.8500061035156,0.04115353588235582,0.08227667432212593
90,90,90,90,2019-06-14,267.739990234375,259.67999267578125,247.4499969482422,0.03103819233643046,0.08199633678062557
91,91,91,91,2019-06-17,268.25,264.9200134277344,249.6999969482422,0.012569781079125653,0.0742891601060085
92,92,92,92,2019-06-18,269.7200012207031,268.4700012207031,249.7700042724609,0.004656013686133997,0.07987347002036249
93,93,93,93,2019-06-19,274.2799987792969,263.92999267578125,245.58999633789065,0.03921496756994136,0.11682072913887587
94,94,94,94,2019-06-20,272.8800048828125,265.04998779296875,252.8800048828125,0.02954166176366635,0.07908889439190037
95,95,95,95,2019-06-21,273.92999267578125,267.1600036621094,256.6000061035156,0.025340578383260537,0.06753696866739167
96,96,96,96,2019-06-24,275.010009765625,267.739990234375,259.67999267578125,0.027153282275411916,0.05903426340967188
97,97,97,97,2019-06-25,271.3099975585937,268.25,264.9200134277344,0.011407260237068728,0.024120428080086853
98,98,98,98,2019-06-26,269.8900146484375,269.7200012207031,268.4700012207031,0.0006303330378352179,0.005289281563220172
99,99,99,99,2019-06-27,272.04998779296875,274.2799987792969,263.92999267578125,-0.0081304178075432,0.030765715691745354
100,100,100,100,2019-06-28,275.3299865722656,272.8800048828125,265.04998779296875,0.0089782382205148,0.038785132060925154
101,101,101,101,2019-07-01,280.1600036621094,273.92999267578125,267.1600036621094,0.022743077256610844,0.048659978371769164
102,102,102,102,2019-07-02,277.010009765625,275.010009765625,267.739990234375,0.007272462561288107,0.034623216065464035
103,103,103,103,2019-07-03,278.8699951171875,271.3099975585937,268.25,0.027864795350790894,0.03958991655987876
104,104,104,104,2019-07-05,278.489990234375,269.8900146484375,269.7200012207031,0.03186474163240138,0.03251516006962962
105,105,105,105,2019-07-08,276.75,272.04998779296875,274.2799987792969,0.017276281631771306,0.009005400436400857
106,106,106,106,2019-07-09,279.54998779296875,275.3299865722656,272.8800048828125,0.015327067252064452,0.024442915533590126
107,107,107,107,2019-07-10,282.5299987792969,280.1600036621094,273.92999267578125,0.008459434202627625,0.03139490502485587
108,108,108,108,2019-07-11,285.4599914550781,277.010009765625,275.010009765625,0.030504246747626862,0.037998550301347356
109,109,109,109,2019-07-12,284.239990234375,278.8699951171875,271.3099975585937,0.019256267118055836,0.047657634411311545
110,110,110,110,2019-07-15,284.0799865722656,278.489990234375,269.8900146484375,0.020072521576758096,0.05257686892311364
111,111,111,111,2019-07-16,283.6600036621094,276.75,272.04998779296875,0.024968396249717806,0.04267603892699268
112,112,112,112,2019-07-17,284.7300109863281,279.54998779296875,275.3299865722656,0.018529863779481293,0.03414093949986552
113,113,113,113,2019-07-18,289.8500061035156,282.5299987792969,280.1600036621094,0.025908779088400058,0.03458738690299645
114,114,114,114,2019-07-19,284.69000244140625,285.4599914550781,277.010009765625,-0.002697362280952187,0.027724603462088604
115,115,115,115,2019-07-22,287.07000732421875,284.239990234375,278.8699951171875,0.009956435361224925,0.029404426258140104
116,116,116,116,2019-07-23,286.82000732421875,284.0799865722656,278.489990234375,0.00964524388012844,0.02991136982278353
117,117,117,117,2019-07-24,285.3999938964844,283.6600036621094,276.75,0.006134069702853351,0.03125562383553526
118,118,118,118,2019-07-25,283.5599975585937,284.7300109863281,279.54998779296875,-0.004109203043547893,0.014344517763294373
119,119,119,119,2019-07-26,283.94000244140625,289.8500061035156,282.5299987792969,-0.02038986902763318,0.004990633448488602
120,120,120,120,2019-07-29,284.9100036621094,284.69000244140625,285.4599914550781,0.0007727746630246113,-0.0019266720711553775
121,121,121,121,2019-07-30,286.04998779296875,287.07000732421875,284.239990234375,-0.003553208294929888,0.006367849777581647
122,122,122,122,2019-07-31,282.04998779296875,286.82000732421875,284.0799865722656,-0.016630707096586983,-0.00714587044230397
123,123,123,123,2019-08-01,268.29998779296875,285.3999938964844,283.6600036621094,-0.059915930165429065,-0.054149388954521704
124,124,124,124,2019-08-02,268.7099914550781,283.5599975585937,284.7300109863281,-0.05236989078633003,-0.05626389531526843
125,125,125,125,2019-08-05,260.07000732421875,283.94000244140625,289.8500061035156,-0.08406703850090058,-0.10274279162395938
126,126,126,126,2019-08-06,270.3800048828125,284.9100036621094,284.69000244140625,-0.050998556009036466,-0.050265191737946524
127,127,127,127,2019-08-07,267.8699951171875,286.04998779296875,287.07000732421875,-0.06355529960357553,-0.06688268268076725
128,128,128,128,2019-08-08,275.57000732421875,282.04998779296875,286.82000732421875,-0.022974581631630686,-0.03922320519043532
129,129,129,129,2019-08-09,278.8599853515625,268.29998779296875,285.3999938964844,0.03935891926593116,-0.022915237157622226
130,130,130,130,2019-08-12,275.7799987792969,268.7099914550781,283.5599975585937,0.026310920877687938,-0.027436869961494414
131,131,131,131,2019-08-13,280.9100036621094,260.07000732421875,283.94000244140625,0.08013225574262495,-0.010671264186954965
132,132,132,132,2019-08-14,269.8099975585937,270.3800048828125,284.9100036621094,-0.0021081711440380513,-0.05299921346890868
133,133,133,133,2019-08-15,273.07000732421875,267.8699951171875,286.04998779296875,0.019412447462644478,-0.04537661605545806
134,134,134,134,2019-08-16,275.4100036621094,275.57000732421875,282.04998779296875,-0.0005806279996252162,-0.023541869945880922
135,135,135,135,2019-08-19,279.5299987792969,278.8599853515625,268.29998779296875,0.0024026875956753013,0.041856174048705785
136,136,136,136,2019-08-20,281.4100036621094,275.7799987792969,268.7099914550781,0.020414841205790735,0.047262895355174805
137,137,137,137,2019-08-21,280.9599914550781,280.9100036621094,260.07000732421875,0.00017794949384875025,0.08032446473082411
138,138,138,138,2019-08-22,279.8800048828125,269.8099975585937,270.3800048828125,0.03732258780378195,0.03513573425711525
139,139,139,139,2019-08-23,270.44000244140625,273.07000732421875,267.8699951171875,-0.009631247710371493,0.009594233662095775
140,140,140,140,2019-08-26,277.1300048828125,275.4100036621094,275.57000732421875,0.006245238727106361,0.0056609845670119174
141,141,141,141,2019-08-27,284.7699890136719,279.5299987792969,278.8599853515625,0.018745716943648016,0.021193444640895898
142,142,142,142,2019-08-28,285.5599975585937,281.4100036621094,275.7799987792969,0.014747144175681903,0.03546304598805805
143,143,143,143,2019-08-29,289.2900085449219,280.9599914550781,280.9100036621094,0.02964841024767617,0.029831635661122125
144,144,144,144,2019-08-30,289.739990234375,279.8800048828125,269.8099975585937,0.03522933106883053,0.07386676867469744
145,145,145,145,2019-09-03,286.0799865722656,270.44000244140625,273.07000732421875,0.057831622502843016,0.04764338411065405
146,146,146,146,2019-09-04,288.8999938964844,277.1300048828125,275.4100036621094,0.0424710020795076,0.04898148235357991
147,147,147,147,2019-09-05,289.92999267578125,284.7699890136719,279.5299987792969,0.018119899782914395,0.03720528723894034
148,148,148,148,2019-09-06,288.4700012207031,285.5599975585937,281.4100036621094,0.010190515782982912,0.02508794096414113
149,149,149,149,2019-09-09,267.20001220703125,289.2900085449219,280.9599914550781,-0.07635934766291941,-0.048974870680998484
150,150,150,150,2019-09-10,267.6300048828125,289.739990234375,279.8800048828125,-0.07630974700343363,-0.04376875727556584
151,151,151,151,2019-09-11,270.989990234375,286.0799865722656,270.44000244140625,-0.05274747289628667,0.0020336776660394573
152,152,152,152,2019-09-12,271.04998779296875,288.8999938964844,277.1300048828125,-0.061786107582651795,-0.02193922340677168
153,153,153,153,2019-09-13,265.4700012207031,289.92999267578125,284.7699890136719,-0.08436516425684493,-0.06777395279543363
154,154,154,154,2019-09-16,265.6400146484375,288.4700012207031,285.5599975585937,-0.07914163162775045,-0.06975760989096114
155,155,155,155,2019-09-17,271.8599853515625,267.20001220703125,289.2900085449219,0.017440018456738038,-0.06025103763876716
156,156,156,156,2019-09-18,272.7300109863281,267.6300048828125,289.739990234375,0.019056182081485185,-0.058707737355438105
157,157,157,157,2019-09-19,273.7900085449219,270.989990234375,286.0799865722656,0.010332552534966899,-0.04295993639610729
158,158,158,158,2019-09-20,274.1700134277344,271.04998779296875,288.8999938964844,0.011510886461093328,-0.05098643399081515
159,159,159,159,2019-09-23,275.7900085449219,265.4700012207031,289.92999267578125,0.038874476501166155,-0.048770339351098535
160,160,160,160,2019-09-24,272.1300048828125,265.6400146484375,288.4700012207031,0.024431523401940103,-0.05664365885099154
161,161,161,161,2019-09-25,274.79998779296875,271.8599853515625,267.20001220703125,0.01081439932252004,0.02844302110304131
162,162,162,162,2019-09-26,275.0599975585937,272.7300109863281,267.6300048828125,0.008543198322176426,0.02776218114644724
163,163,163,163,2019-09-27,272.4800109863281,273.7900085449219,270.989990234375,-0.004784679928810487,0.005498434649429118
164,164,164,164,2019-09-30,271.92999267578125,274.1700134277344,271.04998779296875,-0.008170188723222838,0.0032466516231119957
165,165,165,165,2019-10-01,268.9800109863281,275.7900085449219,265.4700012207031,-0.024692691350653106,0.013221869700851485
166,166,166,166,2019-10-02,268.7099914550781,272.1300048828125,265.6400146484375,-0.012567571992684656,0.01155690648001051
167,167,167,167,2019-10-03,270.0299987792969,274.79998779296875,271.8599853515625,-0.01735803939433045,-0.006731356841276681
168,168,168,168,2019-10-04,276.6000061035156,275.0599975585937,272.7300109863281,0.005598809563698515,0.01418983962634579
169,169,169,169,2019-10-07,272.04998779296875,272.4800109863281,273.7900085449219,-0.0015781825309048036,-0.006355311361435745
170,170,170,170,2019-10-08,267.7200012207031,271.92999267578125,274.1700134277344,-0.01548189448928361,-0.023525593212736062
171,171,171,171,2019-10-09,271.9100036621094,268.9800109863281,275.7900085449219,0.010892975522743154,-0.014068692710383357
172,172,172,172,2019-10-10,272.239990234375,268.7099914550781,272.1300048828125,0.013136834846303014,0.00040416473593141156
173,173,173,173,2019-10-11,276.79998779296875,270.0299987792969,274.79998779296875,0.025071247803119645,0.007278020701757759
174,174,174,174,2019-10-14,275.67999267578125,276.6000061035156,275.0599975585937,-0.003326151147625356,0.0022540359292175793
175,175,175,175,2019-10-15,282.260009765625,272.04998779296875,272.4800109863281,0.03752994828445333,0.035892536644780204
176,176,176,176,2019-10-16,279.57000732421875,267.7200012207031,271.92999267578125,0.04426268507950115,0.02809552037000418
177,177,177,177,2019-10-17,282.1300048828125,271.9100036621094,268.9800109863281,0.03758596992776719,0.04888836850093203
178,178,178,178,2019-10-18,282.8299865722656,272.239990234375,268.7099914550781,0.03889948838439783,0.05254733938521228
179,179,179,179,2019-10-21,278.8800048828125,276.79998779296875,270.0299987792969,0.0075145129392111265,0.032774158958349675
180,180,180,180,2019-10-22,270.8399963378906,275.67999267578125,276.6000061035156,-0.017556574530175673,-0.020824329857279
181,181,181,181,2019-10-23,267.92999267578125,282.260009765625,272.04998779296875,-0.05076885351822491,-0.015144257680771656
182,182,182,182,2019-10-24,268.3299865722656,279.57000732421875,267.7200012207031,-0.04020467309613085,0.0022784451993917987
183,183,183,183,2019-10-25,268.2900085449219,282.1300048828125,271.9100036621094,-0.04905538616369187,-0.013313210505068063
184,184,184,184,2019-10-28,266.4200134277344,282.8299865722656,272.239990234375,-0.05802062696183863,-0.021378111281998402
185,185,185,185,2019-10-29,270.8699951171875,278.8800048828125,276.79998779296875,-0.02872206549548384,-0.021423384889079355
186,186,186,186,2019-10-30,273.8500061035156,270.8399963378906,275.67999267578125,0.011113608796057717,-0.006638082635245235
187,187,187,187,2019-10-31,285.010009765625,267.92999267578125,282.260009765625,0.06374805940636907,0.0097427899980711
188,188,188,188,2019-11-01,276.8699951171875,268.3299865722656,279.57000732421875,0.031826515754033835,-0.009657732003776953
189,189,189,189,2019-11-04,278.6600036621094,268.2900085449219,282.1300048828125,0.038652185273053696,-0.012299298765278244
190,190,190,190,2019-11-05,264.1499938964844,266.4200134277344,282.8299865722656,-0.008520454233314378,-0.06604671909853643
191,191,191,191,2019-11-06,261.45001220703125,270.8699951171875,278.8800048828125,-0.034776767748236015,-0.06249997264273377
192,192,192,192,2019-11-07,263.1400146484375,273.8500061035156,270.8399963378906,-0.03910896920349072,-0.028430002191577652
193,193,193,193,2019-11-08,254.7400054931641,285.010009765625,267.92999267578125,-0.10620681111289088,-0.04922922981070732
194,194,194,194,2019-11-11,252.67999267578125,276.8699951171875,268.3299865722656,-0.08736953396184244,-0.058323686056867774
195,195,195,195,2019-11-12,257.510009765625,278.6600036621094,268.2900085449219,-0.07589892205029147,-0.040180395974350636
196,196,196,196,2019-11-13,259.3099975585937,264.1499938964844,266.4200134277344,-0.01832290914149104,-0.02668724386604404
197,197,197,197,2019-11-14,257.3599853515625,261.45001220703125,270.8699951171875,-0.015643628473920423,-0.04987636138797913
198,198,198,198,2019-11-15,259.7799987792969,263.1400146484375,273.8500061035156,-0.0127689278790597,-0.0513785174753667
199,199,199,199,2019-11-18,260.5299987792969,254.7400054931641,285.010009765625,0.022729030231916747,-0.08589175870159438
200,200,200,200,2019-11-19,264.6000061035156,252.67999267578125,276.8699951171875,0.04717434610277671,-0.04431678849302001
201,201,201,201,2019-11-20,260.5,257.510009765625,278.6600036621094,0.011611161201447562,-0.06516903546778596
202,202,202,202,2019-11-21,260.69000244140625,259.3099975585937,264.1499938964844,0.005321834467646225,-0.01309858616326165
203,203,203,203,2019-11-22,257.0199890136719,257.3599853515625,261.45001220703125,-0.001321092466749163,-0.016944054260940034
204,204,204,204,2019-11-25,251.8699951171875,259.7799987792969,263.1400146484375,-0.03044885556732002,-0.04282898420564074
205,205,205,205,2019-11-26,252.8500061035156,260.5299987792969,254.7400054931641,-0.029478343038289556,-0.007419326956476846
206,206,206,206,2019-11-27,250.6999969482422,264.6000061035156,252.67999267578125,-0.05253215734936734,-0.007835981418915283
207,207,207,207,2019-11-29,251.5800018310547,260.5,257.510009765625,-0.034241835581363955,-0.02302826185268514
208,208,208,208,2019-12-02,251.3000030517578,260.69000244140625,259.3099975585937,-0.036019790945987507,-0.03088964784331516
209,209,209,209,2019-12-03,248.6600036621093,257.0199890136719,257.3599853515625,-0.03252659601941654,-0.03380471784519545
210,210,210,210,2019-12-04,251.8600006103516,251.8699951171875,259.7799987792969,-3.9681212648079445e-05,-0.030487328532455393
211,211,211,211,2019-12-05,251.8600006103516,252.8500061035156,260.5299987792969,-0.003915386471292748,-0.03327831040405416
212,212,212,212,2019-12-06,251.3699951171875,250.6999969482422,264.6000061035156,0.002672509681296953,-0.05000004036716588
213,213,213,213,2019-12-09,249.0200042724609,251.5800018310547,260.5,-0.010175679863111298,-0.04406908148767408
214,214,214,214,2019-12-10,252.83999633789065,251.3000030517578,260.69000244140625,0.006128106913773745,-0.030112417162142635
215,215,215,215,2019-12-11,250.4499969482422,248.6600036621093,257.0199890136719,0.007198557306245412,-0.025562183278593942
216,216,216,216,2019-12-12,251.8800048828125,251.8600006103516,251.8699951171875,7.942615902667427e-05,3.974179465227046e-05
217,217,217,217,2019-12-13,252.8999938964844,251.8600006103516,252.8500061035156,0.004129251503265818,0.00019769741650055295
218,218,218,218,2019-12-16,255.47000122070312,251.3699951171875,250.6999969482422,0.016310642412210807,0.019026742443262634
219,219,219,219,2019-12-17,257.1700134277344,249.0200042724609,251.5800018310547,0.032728331119761256,0.02221961823672136
220,220,220,220,2019-12-18,253.08999633789065,252.83999633789065,251.3000030517578,0.0009887676143844892,0.00712293380181217
221,221,221,221,2019-12-19,256.19000244140625,250.4499969482422,248.6600036621093,0.02291876846918184,0.030282307843641165
222,222,222,222,2019-12-20,261.54998779296875,251.8800048828125,251.8600006103516,0.03839122884984558,0.03847370427671981
223,223,223,223,2019-12-23,263.9800109863281,252.8999938964844,251.8600006103516,0.043811851946421676,0.04812201360519808
224,224,224,224,2019-12-24,263.260009765625,255.47000122070312,251.3699951171875,0.03049285046267336,0.04730085085490976
225,225,225,225,2019-12-26,261.42999267578125,257.1700134277344,249.0200042724609,0.01656483658909913,0.04983530716569318
226,226,226,226,2019-12-27,263.9800109863281,253.08999633789065,252.83999633789065,0.04302823029756819,0.04405954283257518
227,227,227,227,2019-12-30,261.6000061035156,256.19000244140625,250.4499969482422,0.021117153716202042,0.044519901342133794
228,228,228,228,2019-12-31,261.1300048828125,261.54998779296875,251.8800048828125,-0.001605746242621442,0.03672383603574869
229,229,229,229,2020-01-02,265.0199890136719,263.9800109863281,252.8999938964844,0.0039396090009165,0.04792406251361303
230,230,230,230,2020-01-03,264.7699890136719,263.260009765625,255.47000122070312,0.005735695479883951,0.03640344364712478
231,231,231,231,2020-01-06,266.92999267578125,261.42999267578125,257.1700134277344,0.021038136993030365,0.037951466883558105
232,232,232,232,2020-01-07,266.1199951171875,263.9800109863281,253.08999633789065,0.00810661429577042,0.05148365786019049
233,233,233,233,2020-01-08,271.67999267578125,261.6000061035156,256.19000244140625,0.03853205786347336,0.06046289896858004
234,234,234,234,2020-01-09,277.94000244140625,261.1300048828125,261.54998779296875,0.06437405600378088,0.06266494136260903
235,235,235,235,2020-01-10,281.6400146484375,265.0199890136719,263.9800109863281,0.06271234745960319,0.06689901858904013
236,236,236,236,2020-01-13,282.2900085449219,264.7699890136719,263.260009765625,0.06617071518005502,0.07228594573189784
237,237,237,237,2020-01-14,284.0199890136719,266.92999267578125,261.42999267578125,0.06402426406480477,0.08640935229610847
238,238,238,238,2020-01-15,288.489990234375,266.1199951171875,263.9800109863281,0.08405980583058681,0.09284786055000316
239,239,239,239,2020-01-16,289.9200134277344,271.67999267578125,261.6000061035156,0.06713788738105753,0.1082569062059291
240,240,240,240,2020-01-17,285.79998779296875,277.94000244140625,261.1300048828125,0.028279431828887258,0.0944739495609761
241,241,241,241,2020-01-21,284.8399963378906,281.6400146484375,265.0199890136719,0.011361956835031384,0.07478683927949392
242,242,242,242,2020-01-22,287.6199951171875,282.2900085449219,264.7699890136719,0.0188812441493742,0.08630134475828277
243,243,243,243,2020-01-23,285.8999938964844,284.0199890136719,266.92999267578125,0.0066192696131750495,0.07106732754360978
244,244,244,244,2020-01-24,280.7699890136719,288.489990234375,266.1199951171875,-0.02676003148126993,0.05505033129898096
245,245,245,245,2020-01-27,277.3099975585937,289.9200134277344,271.67999267578125,-0.04349480989619181,0.020722927836394733
