,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,PRU,PRU_6m,PRU_12m,PRU_6m_ret,PRU_12m_ret
483,483,483,483,2021-01-05,66.6305923461914,66.28509521484375,67.3734359741211,0.005212289885498711,-0.011025764341528022
484,484,484,484,2021-01-06,70.57798767089844,66.43195343017578,67.07976531982422,0.06241024125657235,0.052150187681714755
485,485,485,485,2021-01-07,70.26703643798828,65.93960571289062,66.08644104003906,0.06562718533592449,0.06325950273848702
486,486,486,486,2021-01-08,69.7055892944336,66.89837646484375,65.81866455078125,0.04196234614251182,0.0590550533071581
487,487,487,487,2021-01-11,69.77470397949219,67.43389892578125,64.78214263916016,0.03471258656254261,0.07706693753772331
488,488,488,488,2021-01-12,71.0789794921875,65.99141693115234,66.32827758789062,0.07709430707243214,0.07162408066456716
489,489,489,489,2021-01-13,71.0357894897461,66.6305923461914,66.28509521484375,0.06611373227280759,0.07167062609632469
490,490,490,490,2021-01-14,72.47826385498047,70.57798767089844,66.43195343017578,0.026924488027951776,0.09101509307805844
491,491,491,491,2021-01-15,72.21915435791016,70.26703643798828,65.93960571289062,0.027781418128323132,0.09523181974064987
492,492,492,492,2021-01-19,73.2988510131836,69.7055892944336,66.89837646484375,0.051549119017876954,0.09567458713595833
493,493,493,493,2021-01-20,72.56465148925781,69.77470397949219,67.43389892578125,0.03998508557751279,0.0760856578843756
494,494,494,494,2021-01-21,71.57132720947266,71.0789794921875,65.99141693115234,0.006926769641357522,0.08455509121954052
495,495,495,495,2021-01-22,71.36402130126953,71.0357894897461,66.6305923461914,0.004620654093959509,0.07103987505446052
496,496,496,496,2021-01-25,70.79393768310547,72.47826385498047,70.57798767089844,-0.023239052403974725,0.003059736035745164
497,497,497,497,2021-01-26,70.15474700927734,72.21915435791016,70.26703643798828,-0.028585316000819372,-0.0015980384886451482
498,498,498,498,2021-01-27,68.44449615478516,73.2988510131836,69.7055892944336,-0.06622688884339167,-0.01809170760068657
499,499,499,499,2021-01-28,70.12884521484375,72.56465148925781,69.77470397949219,-0.03356739437761447,0.0050754960630954304
500,500,500,500,2021-01-29,67.61528778076172,71.57132720947266,71.0789794921875,-0.05527408227505026,-0.048730183468749466
501,501,501,501,2021-02-01,68.15947723388672,71.36402130126953,71.0357894897461,-0.044904196946169095,-0.04049102961366491
502,502,502,502,2021-02-02,69.23917388916016,70.79393768310547,72.47826385498047,-0.021961821094129474,-0.04469050158681098
503,503,503,503,2021-02-03,69.93016815185547,70.15474700927734,72.21915435791016,-0.0032011926062847085,-0.03169500150487392
504,504,504,504,2021-02-04,71.50221252441406,68.44449615478516,73.2988510131836,0.04467439372647242,-0.024511141224388133
505,505,505,505,2021-02-05,69.23917388916016,70.12884521484375,72.56465148925781,-0.012686239491867202,-0.04582778986528924
506,506,506,506,2021-02-08,69.8869857788086,67.61528778076172,71.57132720947266,0.03359740189840954,-0.023533745933401296
507,507,507,507,2021-02-09,70.33614349365234,68.15947723388672,71.36402130126953,0.031934902497806394,-0.014403305599580918
508,508,508,508,2021-02-10,70.92350769042969,69.23917388916016,70.79393768310547,0.024326312788853555,0.0018302415653754789
509,509,509,509,2021-02-11,70.2497787475586,69.93016815185547,70.15474700927734,0.004570425099065689,0.0013546016817462814
510,510,510,510,2021-02-12,70.84554290771484,71.50221252441406,68.44449615478516,-0.009183906252900997,0.03508020202968254
511,511,511,511,2021-02-16,72.5102310180664,69.23917388916016,70.12884521484375,0.047242867659609056,0.03395729383432933
512,512,512,512,2021-02-17,73.0885009765625,69.8869857788086,67.61528778076172,0.04580989095575916,0.0809463861715316
513,513,513,513,2021-02-18,71.76551055908203,70.33614349365234,68.15947723388672,0.020321942523884307,0.052905824274757096
514,514,514,514,2021-02-19,73.68428039550781,70.92350769042969,69.23917388916016,0.03892605984927422,0.06419930014565889
515,515,515,515,2021-02-22,75.4453353881836,70.2497787475586,69.93016815185547,0.07395833457775214,0.07886678070545705
516,516,516,516,2021-02-23,74.7969970703125,70.84554290771484,71.50221252441406,0.05577562116709189,0.04607947683819513
517,517,517,517,2021-02-24,78.77471923828125,72.5102310180664,69.23917388916016,0.0863945422909218,0.13771893587849338
518,518,518,518,2021-02-25,77.02243041992188,73.0885009765625,69.8869857788086,0.05382419109431291,0.10209976237488427
519,519,519,519,2021-02-26,75.97979736328125,71.76551055908203,70.33614349365234,0.058723010139107856,0.0802383182998685
520,520,520,520,2021-03-01,77.64448547363281,73.68428039550781,70.92350769042969,0.05374558938308405,0.0947637532613188
521,521,521,521,2021-03-02,77.99494171142578,75.4453353881836,70.2497787475586,0.033794088264355704,0.11025177732871305
522,522,522,522,2021-03-03,78.30159759521484,74.7969970703125,70.84554290771484,0.04685482923342321,0.10524380760568719
523,523,523,523,2021-03-04,77.60067749023438,78.77471923828125,72.5102310180664,-0.01490378841586959,0.07020314789646243
524,524,524,524,2021-03-05,79.43182373046875,77.02243041992188,73.0885009765625,0.031281709722882134,0.08678961353907622
525,525,525,525,2021-03-08,81.23670196533203,75.97979736328125,71.76551055908203,0.06918818928821313,0.1319741381683992
526,526,526,526,2021-03-09,80.07141876220703,77.64448547363281,73.68428039550781,0.03125699492719769,0.08668250992498816
527,527,527,527,2021-03-10,81.30680847167969,77.99494171142578,75.4453353881836,0.04246258395201474,0.07769165652637722
528,528,528,528,2021-03-11,80.96509552001953,78.30159759521484,74.7969970703125,0.03401588226301344,0.08246451985109426
529,529,529,529,2021-03-12,82.24429321289062,77.60067749023438,78.77471923828125,0.05983988636234039,0.04404425694129688
530,530,530,530,2021-03-15,82.1829605102539,79.43182373046875,77.02243041992188,0.03463519595270048,0.06700035382157021
531,531,531,531,2021-03-16,80.07141876220703,81.23670196533203,75.97979736328125,-0.014344294819135905,0.053851438683924835
532,532,532,532,2021-03-17,81.63973236083984,80.07141876220703,77.64448547363281,0.019586434496562832,0.051455642507461485
533,533,533,533,2021-03-18,81.57839965820312,81.30680847167969,77.99494171142578,0.003340325264618249,0.04594474805860882
534,534,534,534,2021-03-19,80.58836364746094,80.96509552001953,78.30159759521484,-0.004653015847618458,0.029204589976154383
535,535,535,535,2021-03-22,79.60706329345703,82.24429321289062,77.60067749023438,-0.03206581048252288,0.025855261424426956
536,536,536,536,2021-03-23,77.47801971435547,82.1829605102539,79.43182373046875,-0.05724959002068808,-0.02459724483656589
537,537,537,537,2021-03-24,77.80220031738281,80.07141876220703,81.23670196533203,-0.02833993052581285,-0.042277709026332766
538,538,538,538,2021-03-25,79.66838073730469,81.63973236083984,80.07141876220703,-0.02414696332935007,-0.005033481748328628
539,539,539,539,2021-03-26,80.58836364746094,81.57839965820312,81.30680847167969,-0.01213600677250637,-0.008836219717921812
540,540,540,540,2021-03-29,79.4143295288086,80.58836364746094,80.96509552001953,-0.014568283378829094,-0.01915351277301336
541,541,541,541,2021-03-30,80.67596435546875,79.60706329345703,82.24429321289062,0.013427213839950491,-0.019069151136872575
542,542,542,542,2021-03-31,79.81733703613281,77.47801971435547,82.1829605102539,0.030193302957431056,-0.028784841278940543
543,543,543,543,2021-04-01,81.22794342041016,77.80220031738281,80.07141876220703,0.04403144241489976,0.014443663870097323
544,544,544,544,2021-04-05,81.26298522949219,79.66838073730469,81.63973236083984,0.02001552532422468,-0.004614752161147151
545,545,545,545,2021-04-06,81.5170669555664,80.58836364746094,81.57839965820312,0.011524037293624056,-0.0007518252735244646
546,546,546,546,2021-04-07,82.31436157226562,79.4143295288086,80.58836364746094,0.03651774258706042,0.02141745838586795
547,547,547,547,2021-04-08,81.45574188232422,80.67596435546875,79.60706329345703,0.0096655494989768,0.023222544738930706
548,548,548,548,2021-04-09,82.66482543945312,79.81733703613281,77.47801971435547,0.035675061447255185,0.06694551234298807
549,549,549,549,2021-04-12,83.72496032714844,81.22794342041016,77.80220031738281,0.03074086086132355,0.07612586772102303
550,550,550,550,2021-04-13,83.47965240478516,81.26298522949219,79.66838073730469,0.027277698069212652,0.04783920084992821
551,551,551,551,2021-04-14,85.28451538085938,81.5170669555664,80.58836364746094,0.046216682787992625,0.058273322857653076
552,552,552,552,2021-04-15,85.24948120117188,82.31436157226562,79.4143295288086,0.03565744267273985,0.0734773145726364
553,553,553,553,2021-04-16,86.63378143310547,81.45574188232422,80.67596435546875,0.0635687482689895,0.07384872465094805
554,554,554,554,2021-04-19,86.33589935302734,82.66482543945312,79.81733703613281,0.0444091413011336,0.08166850159312644
555,555,555,555,2021-04-20,84.12799835205078,83.72496032714844,81.22794342041016,0.004813833572778092,0.0357026758221719
556,556,556,556,2021-04-21,85.80145263671875,83.47965240478516,81.26298522949219,0.027812768321978654,0.055849134687947055
557,557,557,557,2021-04-22,84.75882720947266,85.28451538085938,81.5170669555664,-0.0061639345552838565,0.03976787162464124
558,558,558,558,2021-04-23,86.30084991455078,85.24948120117188,82.31436157226562,0.012332845884397647,0.04843004630225223
559,559,559,559,2021-04-26,86.3271484375,86.63378143310547,81.45574188232422,-0.0035394160399455643,0.059804335981781476
560,560,560,560,2021-04-27,87.00177764892578,86.33589935302734,82.66482543945312,0.007712646777161103,0.05246430009882741
561,561,561,561,2021-04-28,87.44860076904297,84.12799835205078,83.72496032714844,0.03947083589337819,0.04447467550112538
562,562,562,562,2021-04-29,88.66645050048828,85.80145263671875,83.47965240478516,0.03339101816725476,0.06213248314155417
563,563,563,563,2021-04-30,87.93050384521484,84.75882720947266,85.28451538085938,0.03742001559204833,0.031025426509597276
564,564,564,564,2021-05-03,88.8767318725586,86.30084991455078,85.24948120117188,0.029847700927143617,0.04254865390707918
565,565,565,565,2021-05-04,89.07825469970703,86.3271484375,86.63378143310547,0.0318683787429721,0.028216167252136826
566,566,566,566,2021-05-05,91.28614807128906,87.00177764892578,86.33589935302734,0.04924463083561115,0.05733708405607918
567,567,567,567,2021-05-06,92.53028869628906,87.44860076904297,84.12799835205078,0.05811056875189058,0.09987507736814538
568,568,568,568,2021-05-07,92.82817840576172,88.66645050048828,85.80145263671875,0.046936895317023275,0.08189518420852337
569,569,569,569,2021-05-10,93.5028076171875,87.93050384521484,84.75882720947266,0.06337168022807704,0.10316306508235429
570,570,570,570,2021-05-11,91.91698455810548,88.8767318725586,86.30084991455078,0.03420752115307679,0.06507623794105633
571,571,571,571,2021-05-12,90.41875457763672,89.07825469970703,86.3271484375,0.01504856468560889,0.047396516787520326
572,572,572,572,2021-05-13,92.69676208496094,91.28614807128906,87.00177764892578,0.015452662243676585,0.06545825372690506
573,573,573,573,2021-05-14,94.34391784667967,92.53028869628906,87.44860076904297,0.01960038357108629,0.07884994176004767
574,574,574,574,2021-05-17,94.5892333984375,92.82817840576172,88.66645050048828,0.018971125179016557,0.06679846621261332
575,575,575,575,2021-05-18,93.38890838623048,93.5028076171875,87.93050384521484,-0.0012181370149154658,0.062076347823778466
576,576,576,576,2021-05-19,93.26624298095705,91.91698455810548,88.8767318725586,0.014679097985406786,0.0493887546933276
577,577,577,577,2021-05-20,92.6091537475586,90.41875457763672,89.07825469970703,0.02422505353179938,0.03963817050249396
578,578,578,578,2021-05-21,93.66051483154295,92.69676208496094,91.28614807128906,0.010396832908777354,0.026010153899796995
579,579,579,579,2021-05-24,94.17420959472656,94.34391784667967,92.53028869628906,-0.0017988255716591128,0.01776630032824511
580,580,580,580,2021-05-25,92.43828582763672,94.5892333984375,92.82817840576172,-0.02273987739958061,-0.004200153281266994
581,581,581,581,2021-05-26,93.02283477783205,93.38890838623048,93.5028076171875,-0.003919883150196535,-0.005133245210352633
582,582,582,582,2021-05-27,94.4399185180664,93.26624298095705,91.91698455810548,0.012584140838062918,0.0274479626598938
583,583,583,583,2021-05-28,94.74105834960938,92.6091537475586,90.41875457763672,0.023020452253155188,0.047803177473113356
584,584,584,584,2021-06-01,96.10499572753906,93.66051483154295,92.69676208496094,0.026099374964922317,0.03676755871423332
585,585,585,585,2021-06-02,95.67987823486328,94.17420959472656,94.34391784667967,0.015988120809468764,0.014160535397254925
586,586,586,586,2021-06-03,95.85700988769533,92.43828582763672,94.5892333984375,0.03698385392426329,0.013402968220680878
587,587,587,587,2021-06-04,96.04300689697266,93.02283477783205,93.38890838623048,0.03246699723088131,0.02841984724530211
588,588,588,588,2021-06-07,95.7153091430664,94.4399185180664,93.26624298095705,0.013504783199871362,0.026258870131709022
589,589,589,589,2021-06-08,95.70643615722656,94.74105834960938,92.6091537475586,0.010189645592249885,0.03344466809523805
590,590,590,590,2021-06-09,93.96163177490234,96.10499572753906,93.66051483154295,-0.022302315674756712,0.0032149827907841377
591,591,591,591,2021-06-10,92.92540740966795,95.67987823486328,94.17420959472656,-0.028788402284898318,-0.013260553929072105
592,592,592,592,2021-06-11,93.46566772460938,95.85700988769533,92.43828582763672,-0.024946972223394148,0.01111424652430637
593,593,593,593,2021-06-14,92.48255920410156,96.04300689697266,93.02283477783205,-0.03707138924430453,-0.00580798870536281
594,594,594,594,2021-06-15,92.89883422851562,95.7153091430664,94.4399185180664,-0.02942554268242481,-0.01631814505701812
595,595,595,595,2021-06-16,93.1379852294922,95.70643615722656,94.74105834960938,-0.026836762822459614,-0.016920574332213834
596,596,596,596,2021-06-17,89.13469696044922,93.96163177490234,96.10499572753906,-0.05137133873980282,-0.07252795460134953
597,597,597,597,2021-06-18,86.45995330810547,92.92540740966795,95.67987823486328,-0.06957681738277555,-0.09636221425915559
598,598,598,598,2021-06-21,89.24983215332031,93.46566772460938,95.85700988769533,-0.045105712866790326,-0.06892743412418023
599,599,599,599,2021-06-22,88.93985748291016,92.48255920410156,96.04300689697266,-0.038306700762604895,-0.07395800739227376
600,600,600,600,2021-06-23,89.48011779785156,92.89883422851562,95.7153091430664,-0.03680042337511569,-0.06514309362878468
601,601,601,601,2021-06-24,90.79093170166016,93.1379852294922,95.70643615722656,-0.025199745539361884,-0.05136022876759527
602,602,602,602,2021-06-25,92.4028549194336,89.13469696044922,93.96163177490234,0.03666538475398107,-0.016589503886043744
603,603,603,603,2021-06-28,90.516357421875,86.45995330810547,92.92540740966795,0.04691656609290873,-0.02592455664114013
604,604,604,604,2021-06-29,90.10009002685548,89.24983215332031,93.46566772460938,0.009526716779416855,-0.03600870543898915
605,605,605,605,2021-06-30,90.75550079345705,88.93985748291016,92.48255920410156,0.020414281762209496,-0.018674422783143796
606,606,606,606,2021-07-01,91.49061584472656,89.48011779785156,92.89883422851562,0.02246865668434861,-0.015158622769421148
607,607,607,607,2021-07-02,91.34002685546876,90.79093170166016,93.1379852294922,0.006047907467377156,-0.0193042438012081
608,608,608,608,2021-07-06,88.69184875488281,92.4028549194336,89.13469696044922,-0.04016116350286392,-0.004968303260882823
609,609,609,609,2021-07-07,88.9221420288086,90.516357421875,86.45995330810547,-0.01761245633909181,0.028477793781925387
610,610,610,610,2021-07-08,86.04368591308594,90.10009002685548,89.24983215332031,-0.045021088353635164,-0.03592327473206458
611,611,611,611,2021-07-09,89.0815658569336,90.75550079345705,88.93985748291016,-0.018444446032345962,0.0015933056116113065
612,612,612,612,2021-07-12,90.00267791748047,91.49061584472656,89.48011779785156,-0.016263284638627362,0.005839957886616176
613,613,613,613,2021-07-13,88.69184875488281,91.34002685546876,90.79093170166016,-0.028992525968667304,-0.023119962615594125
614,614,614,614,2021-07-14,88.29330444335938,88.69184875488281,92.4028549194336,-0.004493584440041332,-0.04447428036349477
615,615,615,615,2021-07-15,88.83356475830078,88.9221420288086,90.516357421875,-0.0009961216462724964,-0.01859103383636096
616,616,616,616,2021-07-16,87.44307708740234,86.04368591308594,90.10009002685548,0.016263728819450485,-0.02948957030632471
617,617,617,617,2021-07-19,84.768310546875,89.0815658569336,90.75550079345705,-0.048419168080024,-0.06597054937978686
618,618,618,618,2021-07-20,87.73533630371094,90.00267791748047,91.49061584472656,-0.02519193502051531,-0.041045516049306174
619,619,619,619,2021-07-21,89.63954162597656,88.69184875488281,91.34002685546876,0.01068523076695449,-0.018617087032204993
620,620,620,620,2021-07-22,88.08074188232422,88.29330444335938,88.69184875488281,-0.002407459573239956,-0.00689022589040289
621,621,621,621,2021-07-23,88.1250228881836,88.83356475830078,88.9221420288086,-0.00797606031059317,-0.008964236830538264
622,622,622,622,2021-07-26,89.2232666015625,87.44307708740234,86.04368591308594,0.020358267040177402,0.036953097194003304
623,623,623,623,2021-07-27,89.03726959228516,84.768310546875,89.0815658569336,0.050360317645466335,-0.0004972551191969599
624,624,624,624,2021-07-28,89.0815658569336,87.73533630371094,90.00267791748047,0.015344211465291968,-0.01023427393339793
625,625,625,625,2021-07-29,89.83439636230469,89.63954162597656,88.69184875488281,0.0021737587318457763,0.01288221661248179
626,626,626,626,2021-07-30,88.81586456298828,88.08074188232422,88.29330444335938,0.008346009183780367,0.005918456930832594
627,627,627,627,2021-08-02,88.74500274658203,88.1250228881836,88.83356475830078,0.007035230608508192,-0.0009969431257172978
628,628,628,628,2021-08-03,90.48094177246094,89.2232666015625,87.44307708740234,0.014095820729303155,0.034741054252038106
629,629,629,629,2021-08-04,88.47930145263672,89.03726959228516,84.768310546875,-0.006266680708016503,0.04377804490641135
630,630,630,630,2021-08-05,90.41007995605467,89.0815658569336,87.73533630371094,0.014913456968804306,0.030486503671504073
631,631,631,631,2021-08-06,92.78369903564452,89.83439636230469,89.63954162597656,0.032830439038574966,0.03507556322395122
632,632,632,632,2021-08-09,92.8279800415039,88.81586456298828,88.08074188232422,0.04517341015883747,0.05389643703866609
633,633,633,633,2021-08-10,93.9350814819336,88.74500274658203,88.1250228881836,0.05848305340833915,0.06592972578426481
634,634,634,634,2021-08-11,95.24588012695312,90.48094177246094,89.2232666015625,0.05266234260110747,0.06750048227090089
635,635,635,635,2021-08-12,95.61785888671876,88.47930145263672,89.03726959228516,0.08068053563808197,0.07390825577386972
636,636,636,636,2021-08-13,95.66214752197266,90.41007995605467,89.0815658569336,0.05809161509945393,0.07387141887029225
637,637,637,637,2021-08-16,95.05103302001952,92.78369903564452,89.83439636230469,0.024436770768364813,0.058069479719950357
638,638,638,638,2021-08-17,94.36019897460938,92.8279800415039,88.81586456298828,0.01650600317297002,0.062425045783223165
639,639,639,639,2021-08-18,93.04939270019533,93.9350814819336,88.74500274658203,-0.009428732777632343,0.04850289954809961
640,640,640,640,2021-08-19,91.9245834350586,95.24588012695312,90.48094177246094,-0.03487076488208807,0.015955201552036113
641,641,641,641,2021-08-20,92.41170501708984,95.61785888671876,88.47930145263672,-0.033530910511469836,0.04444433330611397
642,642,642,642,2021-08-23,93.60279846191406,95.66214752197266,90.41007995605467,-0.021527313711889873,0.03531374496528783
643,643,643,643,2021-08-24,94.49834442138672,95.05103302001952,92.78369903564452,-0.005814651151833217,0.01848002831923612
644,644,644,644,2021-08-25,95.6625747680664,94.36019897460938,92.8279800415039,0.013802173030680764,0.030535994915489306
645,645,645,645,2021-08-26,94.5162582397461,93.04939270019533,93.9350814819336,0.015764375209594395,0.006187004350704406
646,646,646,646,2021-08-27,96.14615631103516,91.9245834350586,95.24588012695312,0.04592430792965141,0.009452127303375857
647,647,647,647,2021-08-30,94.7759780883789,92.41170501708984,95.61785888671876,0.02558412996331838,-0.008804639720465413
648,648,648,648,2021-08-31,94.82073974609376,93.60279846191406,95.66214752197266,0.013011804178859832,-0.008795618723546061
649,649,649,649,2021-09-01,93.80876922607422,94.49834442138672,95.05103302001952,-0.0072972198564404955,-0.013069440220430328
650,650,650,650,2021-09-02,94.0595245361328,95.6625747680664,94.36019897460938,-0.01675733938606816,-0.003186454053127674
651,651,651,651,2021-09-03,93.93415069580078,94.5162582397461,93.04939270019533,-0.006158808598503374,0.009508476841500135
652,652,652,652,2021-09-07,93.88042449951172,96.14615631103516,91.9245834350586,-0.023565495475385778,0.021276583383539105
653,653,653,653,2021-09-08,93.71025848388672,94.7759780883789,92.41170501708984,-0.011244617317464178,0.014051828895016438
654,654,654,654,2021-09-09,93.6207046508789,94.82073974609376,93.60279846191406,-0.012655829288278575,0.00019129971816100877
655,655,655,655,2021-09-10,92.91322326660156,93.80876922607422,94.49834442138672,-0.00954650579962768,-0.016774062704387638
656,656,656,656,2021-09-13,94.39983367919922,94.0595245361328,95.6625747680664,0.0036180189592143197,-0.013199948798458538
657,657,657,657,2021-09-14,92.88636016845705,93.93415069580078,94.5162582397461,-0.011154521753615865,-0.017244631787630804
658,658,658,658,2021-09-15,93.42369842529295,93.88042449951172,96.14615631103516,-0.004864976662106391,-0.02831582655197351
659,659,659,659,2021-09-16,92.78784942626952,93.71025848388672,94.7759780883789,-0.009843202575050114,-0.020977136846379474
660,660,660,660,2021-09-17,92.36693572998048,93.6207046508789,94.82073974609376,-0.013392004744824937,-0.025878347107225252
661,661,661,661,2021-09-20,88.56085968017578,92.91322326660156,93.80876922607422,-0.04684331716635515,-0.05594263296698043
662,662,662,662,2021-09-21,87.67426300048828,94.39983367919922,94.0595245361328,-0.07124557763064043,-0.06788532652205392
663,663,663,663,2021-09-22,89.59969329833984,92.88636016845705,93.93415069580078,-0.035383740563808996,-0.04614357361358146
664,664,664,664,2021-09-23,92.42963409423828,93.42369842529295,93.88042449951172,-0.010640387265866913,-0.015453598692249049
665,665,665,665,2021-09-24,92.91322326660156,92.78784942626952,93.71025848388672,0.0013511881254633096,-0.008505314468022829
666,666,666,666,2021-09-27,95.4744873046875,92.36693572998048,93.6207046508789,0.03364354950337889,0.019800990183971967
667,667,667,667,2021-09-28,94.54312133789062,88.56085968017578,92.91322326660156,0.06754972432877104,0.017542154001183308
668,668,668,668,2021-09-29,94.8296890258789,87.67426300048828,94.39983367919922,0.08161375733892129,0.004553560424062519
669,669,669,669,2021-09-30,94.2117691040039,89.59969329833984,92.88636016845705,0.05147423652787797,0.014269144933046318
670,670,670,670,2021-10-01,95.08940887451172,92.42963409423828,93.42369842529295,0.028776212373205157,0.017829635063642435
671,671,671,671,2021-10-04,94.6685028076172,92.91322326660156,92.78784942626952,0.01889160099396303,0.0202683152263603
672,672,672,672,2021-10-05,96.8625946044922,95.4744873046875,92.36693572998048,0.014539039056317149,0.04867173343991871
673,673,673,673,2021-10-06,96.69244384765624,94.54312133789062,88.56085968017578,0.02273377988107761,0.09181916477376628
674,674,674,674,2021-10-07,97.15811920166016,94.8296890258789,87.67426300048828,0.0245538100957583,0.1081714961335809
675,675,675,675,2021-10-08,98.25965881347656,94.2117691040039,89.59969329833984,0.04296586029505556,0.09665173167838481
676,676,676,676,2021-10-11,98.58206176757812,95.08940887451172,92.42963409423828,0.03673019881399853,0.0665633671887853
677,677,677,677,2021-10-12,97.59695434570312,94.6685028076172,92.91322326660156,0.030933747246822296,0.05040973625102052
678,678,678,678,2021-10-13,96.2267608642578,96.8625946044922,95.4744873046875,-0.006564285654649504,0.007879314996157794
679,679,679,679,2021-10-14,98.31338500976562,96.69244384765624,94.54312133789062,0.01676388658314676,0.039878772971756904
680,680,680,680,2021-10-15,99.03878021240234,97.15811920166016,94.8296890258789,0.01935670457801586,0.044385795522062566
681,681,681,681,2021-10-18,98.96713256835938,98.25965881347656,94.2117691040039,0.007200042860171063,0.05047525919087503
682,682,682,682,2021-10-19,100.22986602783205,98.58206176757812,95.08940887451172,0.016715051711323037,0.054059197697864825
683,683,683,683,2021-10-20,102.09260559082033,97.59695434570312,94.6685028076172,0.04606343789369616,0.07842209988564197
684,684,684,684,2021-10-21,101.4388427734375,96.2267608642578,96.8625946044922,0.054164578152351206,0.047244740734345925
685,685,685,685,2021-10-22,102.08364868164062,98.31338500976562,96.69244384765624,0.03834944419318376,0.05575621650931173
686,686,686,686,2021-10-25,101.92244720458984,99.03878021240234,97.15811920166016,0.02911654390333851,0.049036848820024126
687,687,687,687,2021-10-26,101.77915954589844,98.96713256835938,98.25965881347656,0.028413746105018456,0.035818369154963614
688,688,688,688,2021-10-27,100.08656311035156,100.22986602783205,98.58206176757812,-0.0014297426820932824,0.015261410806364895
689,689,689,689,2021-10-28,100.8209228515625,102.09260559082033,97.59695434570312,-0.012456168905656484,0.03303349502526065
690,690,690,690,2021-10-29,98.55519104003906,101.4388427734375,96.2267608642578,-0.0284274904420887,0.02419732468253666
691,691,691,691,2021-11-01,99.70149230957033,102.08364868164062,98.31338500976562,-0.023335337273252432,0.014119209705441671
692,692,692,692,2021-11-02,99.55819702148438,101.92244720458984,99.03878021240234,-0.02319656020777927,0.005244580031863011
693,693,693,693,2021-11-03,102.03887939453124,101.77915954589844,98.96713256835938,0.002551797929866817,0.031038050173375575
694,694,694,694,2021-11-04,100.12239074707033,100.08656311035156,100.22986602783205,0.00035796650025110566,-0.0010722879818264586
695,695,695,695,2021-11-05,99.33430480957033,100.8209228515625,102.09260559082033,-0.01474513424342394,-0.027017635266407658
696,696,696,696,2021-11-08,99.4686508178711,98.55519104003906,101.4388427734375,0.009268510041859912,-0.019422460880856085
697,697,697,697,2021-11-09,97.75814056396484,99.70149230957033,102.08364868164062,-0.01949170168457892,-0.04237219352499211
698,698,698,698,2021-11-10,98.13429260253906,99.55819702148438,101.92244720458984,-0.014302231875874982,-0.03716702950083983
699,699,699,699,2021-11-11,98.752197265625,102.03887939453124,101.77915954589844,-0.0322100962731896,-0.02974049200031359
700,700,700,700,2021-11-12,99.18207550048828,100.12239074707033,100.08656311035156,-0.009391657945498677,-0.009037053344173929
701,701,701,701,2021-11-15,99.27163696289062,99.33430480957033,100.8209228515625,-0.0006308781925825624,-0.015366710052365562
702,702,702,702,2021-11-16,99.66565704345705,99.4686508178711,98.55519104003906,0.0019805860838173484,0.011267453207683742
703,703,703,703,2021-11-17,98.76115417480467,97.75814056396484,99.70149230957033,0.010260154346773298,-0.009431535205570718
704,704,704,704,2021-11-18,97.8387451171875,98.13429260253906,99.55819702148438,-0.0030116636856860612,-0.017270822049196277
705,705,705,705,2021-11-19,95.4028549194336,98.752197265625,102.03887939453124,-0.03391663617552021,-0.06503427433223363
706,706,706,706,2021-11-22,97.30403137207033,99.18207550048828,100.12239074707033,-0.018935317888247982,-0.028149141805050903
707,707,707,707,2021-11-23,99.7574462890625,99.27163696289062,99.33430480957033,0.004893737436338252,0.004259771891526931
708,708,708,708,2021-11-24,98.97887420654295,99.66565704345705,99.4686508178711,-0.006890867499269371,-0.0049239293717266985
709,709,709,709,2021-11-26,95.1493682861328,98.76115417480467,97.75814056396484,-0.0365709161547374,-0.026685985052314676
710,710,710,710,2021-11-29,95.08597564697266,97.8387451171875,98.13429260253906,-0.02813578063493849,-0.03106270881181794
711,711,711,711,2021-11-30,92.5782470703125,95.4028549194336,98.752197265625,-0.029607162715480917,-0.06251962352499074
712,712,712,712,2021-12-01,90.57748413085938,97.30403137207033,99.18207550048828,-0.06912917323527978,-0.08675550825296596
713,713,713,713,2021-12-02,93.62841796875,99.7574462890625,99.27163696289062,-0.061439306521066106,-0.056846236919112725
714,714,714,714,2021-12-03,93.00374603271484,98.97887420654295,99.66565704345705,-0.060367712016602515,-0.06684259361113143
715,715,715,715,2021-12-06,94.33456420898438,95.1493682861328,98.76115417480467,-0.00856342077540806,-0.04482116478697029
716,716,716,716,2021-12-07,95.7378158569336,95.08597564697266,97.8387451171875,0.006855271826636589,-0.021473387232609054
717,717,717,717,2021-12-08,95.70160675048828,92.5782470703125,95.4028549194336,0.033737511553914024,0.003131476844240977
718,718,718,718,2021-12-09,96.4439697265625,90.57748413085938,97.30403137207033,0.06476759265280196,-0.008838910715005532
719,719,719,719,2021-12-10,96.90569305419922,93.62841796875,99.7574462890625,0.035002995421145044,-0.028586870864756198
720,720,720,720,2021-12-13,95.13126373291016,93.00374603271484,98.97887420654295,0.022875612982803384,-0.038873047450548315
721,721,721,721,2021-12-14,96.92378997802734,94.33456420898438,95.1493682861328,0.027447264857310527,0.01864880160379534
722,722,722,722,2021-12-15,96.80609130859376,95.7378158569336,95.08597564697266,0.011158343671183735,0.018090108976821284
