,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,MNST,MNST_6m,MNST_12m,MNST_6m_ret,MNST_12m_ret
21,21,21,21,2019-03-07,30.795000076293945,29.3700008392334,29.114999771118164,0.048518869470272064,0.05770222628826294
22,22,22,22,2019-03-08,30.30500030517578,31.915000915527344,29.350000381469727,-0.05044651618882645,0.03253832747167529
23,23,23,23,2019-03-11,30.59499931335449,32.369998931884766,29.440000534057617,-0.05483471353413871,0.03923229478072576
24,24,24,24,2019-03-12,30.114999771118164,32.5099983215332,29.21999931335449,-0.07366959932534656,0.03062972206692116
25,25,25,25,2019-03-13,29.88500022888184,31.309999465942383,29.270000457763672,-0.045512592186741974,0.021011266194054468
26,26,26,26,2019-03-14,29.834999084472656,30.8700008392334,29.3700008392334,-0.03352775272507713,0.01583242192550771
27,27,27,27,2019-03-15,30.13500022888184,30.795000076293945,29.3700008392334,-0.02143204564952006,0.02604696519540206
28,28,28,28,2019-03-18,30.299999237060547,30.30500030517578,31.915000915527344,-0.00016502451954703012,-0.05060321579627669
29,29,29,29,2019-03-19,28.959999084472656,30.59499931335449,32.369998931884766,-0.053440113272634315,-0.10534445350423616
30,30,30,30,2019-03-20,28.25,30.114999771118164,32.5099983215332,-0.06192926399776355,-0.13103655925788116
31,31,31,31,2019-03-21,27.100000381469727,29.88500022888184,31.309999465942383,-0.09319055800844855,-0.13446180633289706
32,32,32,32,2019-03-22,26.7549991607666,29.834999084472656,30.8700008392334,-0.10323445678632559,-0.13330099017156316
33,33,33,33,2019-03-25,27.27499961853028,30.13500022888184,30.795000076293945,-0.09490627471807656,-0.11430428475541288
34,34,34,34,2019-03-26,27.809999465942383,30.299999237060547,30.30500030517578,-0.08217821233713418,-0.08232967543667302
35,35,35,35,2019-03-27,27.440000534057617,28.959999084472656,30.59499931335449,-0.052486139449845814,-0.10312138748503707
36,36,36,36,2019-03-28,27.229999542236328,28.25,30.114999771118164,-0.036106210894289226,-0.09579944382562144
37,37,37,37,2019-03-29,27.290000915527344,27.100000381469727,29.88500022888184,0.007011089718933494,-0.08683283565266975
38,38,38,38,2019-04-01,26.63999938964844,26.7549991607666,29.834999084472656,-0.004298253587194822,-0.10708898249931642
39,39,39,39,2019-04-02,26.665000915527344,27.27499961853028,30.13500022888184,-0.02236475569328744,-0.11514847476353418
40,40,40,40,2019-04-03,26.295000076293945,27.809999465942383,30.299999237060547,-0.054476786002955024,-0.1321781934524937
41,41,41,41,2019-04-04,26.434999465942383,27.440000534057617,28.959999084472656,-0.036625402644138494,-0.08718921610339725
42,42,42,42,2019-04-05,26.440000534057617,27.229999542236328,28.25,-0.029012083050289683,-0.06407077755548263
43,43,43,43,2019-04-08,26.53499984741211,27.290000915527344,27.100000381469727,-0.027665849863920622,-0.020848727900533492
44,44,44,44,2019-04-09,27.34499931335449,26.63999938964844,26.7549991607666,0.02646396170639509,0.022051959300864343
45,45,45,45,2019-04-10,27.48500061035156,26.665000915527344,27.27499961853028,0.030751909494468377,0.00769939485823512
46,46,46,46,2019-04-11,27.375,26.295000076293945,27.809999465942383,0.04107244421268219,-0.01564183654426554
47,47,47,47,2019-04-12,26.51000022888184,26.434999465942383,27.440000534057617,0.0028371766391024345,-0.033892138741815736
48,48,48,48,2019-04-15,27.03499984741211,26.440000534057617,27.229999542236328,0.022503755723759067,-0.007161208156531762
49,49,49,49,2019-04-16,27.100000381469727,26.53499984741211,27.290000915527344,0.021292652621315966,-0.006962276573230564
50,50,50,50,2019-04-17,27.44499969482422,27.34499931335449,26.63999938964844,0.003656989723195725,0.03021772986558613
51,51,51,51,2019-04-18,27.600000381469727,27.48500061035156,26.665000915527344,0.004184091997977202,0.035064670310883894
52,52,52,52,2019-04-22,27.48500061035156,27.375,26.295000076293945,0.004018287136130061,0.045255772223041335
53,53,53,53,2019-04-23,28.114999771118164,26.51000022888184,26.434999465942383,0.060543173458283306,0.06355212177477876
54,54,54,54,2019-04-24,28.40999984741211,27.03499984741211,26.440000534057617,0.050859996588149325,0.07450829325123953
55,55,55,55,2019-04-25,28.950000762939453,27.100000381469727,26.53499984741211,0.06826569577226671,0.09101190613961396
56,56,56,56,2019-04-26,29.825000762939453,27.44499969482422,27.34499931335449,0.08671893221278015,0.09069305217988455
57,57,57,57,2019-04-29,29.34499931335449,27.600000381469727,27.48500061035156,0.06322459810748149,0.06767322764047545
58,58,58,58,2019-04-30,29.799999237060547,27.48500061035156,27.375,0.08422770876115981,0.08858444701591028
59,59,59,59,2019-05-01,28.96999931335449,28.114999771118164,26.51000022888184,0.03041079669915714,0.09279513629700209
60,60,60,60,2019-05-02,28.9950008392334,28.40999984741211,27.03499984741211,0.020591376098672454,0.0724986500049456
61,61,61,61,2019-05-03,31.55500030517578,28.950000762939453,27.100000381469727,0.08998271065923902,0.1643911387821333
62,62,62,62,2019-05-06,31.309999465942383,29.825000762939453,27.44499969482422,0.04979039949759834,0.14082710198925796
63,63,63,63,2019-05-07,30.799999237060547,29.34499931335449,27.600000381469727,0.04958255095422359,0.1159419859189299
64,64,64,64,2019-05-08,30.84000015258789,29.799999237060547,27.48500061035156,0.03489936047494768,0.12206656240614211
65,65,65,65,2019-05-09,30.959999084472656,28.96999931335449,28.114999771118164,0.06869174381377441,0.10119151116896297
66,66,66,66,2019-05-10,31.5,28.9950008392334,28.40999984741211,0.08639417445289621,0.10876452549046256
67,67,67,67,2019-05-13,31.170000076293945,31.55500030517578,28.950000762939453,-0.012200926165691905,0.07668391208460479
68,68,68,68,2019-05-14,31.174999237060547,31.309999465942383,29.825000762939453,-0.004311728878458876,0.0452639879157557
69,69,69,69,2019-05-15,31.53499984741211,30.799999237060547,29.34499931335449,0.023863656771366593,0.0746294287034106
70,70,70,70,2019-05-16,31.96500015258789,30.84000015258789,29.799999237060547,0.03647859904130368,0.07265103929381511
71,71,71,71,2019-05-17,31.815000534057617,30.959999084472656,28.96999931335449,0.027616326707637695,0.09820508416069074
72,72,72,72,2019-05-20,31.80500030517578,31.5,28.9950008392334,0.009682549370659821,0.09691323968303345
73,73,73,73,2019-05-21,31.8700008392334,31.170000076293945,31.55500030517578,0.02245751559916842,0.009982586943786176
74,74,74,74,2019-05-22,32.0,31.174999237060547,31.309999465942383,0.026463537550265537,0.022037705072724956
75,75,75,75,2019-05-23,31.614999771118164,31.53499984741211,30.799999237060547,0.002536861395057821,0.026461056956032625
76,76,76,76,2019-05-24,31.709999084472656,31.96500015258789,30.84000015258789,-0.007977508740746542,0.028210081957855015
77,77,77,77,2019-05-28,31.13500022888184,31.815000534057617,30.959999084472656,-0.02137357516143512,0.005652491911634083
78,78,78,78,2019-05-29,30.8799991607666,31.80500030517578,31.5,-0.02908351314364399,-0.019682566324869755
79,79,79,79,2019-05-30,31.13999938964844,31.8700008392334,31.170000076293945,-0.022905598693499063,-0.0009624859342981518
80,80,80,80,2019-05-31,30.93000030517578,32.0,31.174999237060547,-0.033437490463256836,-0.007858827197452234
81,81,81,81,2019-06-03,31.405000686645508,31.614999771118164,31.53499984741211,-0.006642387663861382,-0.004122377085639006
82,82,82,82,2019-06-04,31.434999465942383,31.709999084472656,31.96500015258789,-0.008672331329865335,-0.01658065647162521
83,83,83,83,2019-06-05,32.01499938964844,31.13500022888184,31.815000534057617,0.02826398440011202,0.006286306843739542
84,84,84,84,2019-06-06,31.920000076293945,30.8799991607666,31.80500030517578,0.033678787039886915,0.0036157764507063206
85,85,85,85,2019-06-07,32.959999084472656,31.13999938964844,31.8700008392334,0.05844572031138884,0.03420138740308465
86,86,86,86,2019-06-10,32.875,30.93000030517578,32.0,0.06288392097101747,0.02734375
87,87,87,87,2019-06-11,32.25,31.405000686645508,31.614999771118164,0.02690652109152203,0.020085409883884964
88,88,88,88,2019-06-12,32.040000915527344,31.434999465942383,31.709999084472656,0.01924610974593577,0.010406869775542837
89,89,89,89,2019-06-13,30.299999237060547,32.01499938964844,31.13500022888184,-0.053568645487540145,-0.026818724447823183
90,90,90,90,2019-06-14,30.665000915527344,31.920000076293945,30.8799991607666,-0.03931701622076911,-0.0069623785972253716
91,91,91,91,2019-06-17,30.959999084472656,32.959999084472656,31.13999938964844,-0.060679613335978266,-0.0057803567342271656
92,92,92,92,2019-06-18,31.059999465942383,32.875,30.93000030517578,-0.055209141720383825,0.004203011945811408
93,93,93,93,2019-06-19,31.18000030517578,32.25,31.405000686645508,-0.03317828511082854,-0.007164476247421447
94,94,94,94,2019-06-20,31.76000022888184,32.040000915527344,31.434999465942383,-0.008739097335974444,0.010338818783552695
95,95,95,95,2019-06-21,31.88999938964844,30.299999237060547,32.01499938964844,0.05247525388195817,-0.003904419877653109
96,96,96,96,2019-06-24,31.780000686645508,30.665000915527344,31.920000076293945,0.036360663226120415,-0.004385945780507994
97,97,97,97,2019-06-25,31.665000915527344,30.959999084472656,32.959999084472656,0.02277137764542969,-0.03928999408120071
98,98,98,98,2019-06-26,31.799999237060547,31.059999465942383,32.875,0.023824848159755385,-0.03269964297914685
99,99,99,99,2019-06-27,31.78499984741211,31.18000030517578,32.25,0.01940344888758383,-0.014418609382570224
100,100,100,100,2019-06-28,31.915000915527344,31.76000022888184,32.040000915527344,0.004880374229486062,-0.0039013731719159672
101,101,101,101,2019-07-01,32.3849983215332,31.88999938964844,30.299999237060547,0.01552207404699546,0.06881185270534429
102,102,102,102,2019-07-02,32.32500076293945,31.780000686645508,30.665000915527344,0.017149152439224657,0.05413337022180098
103,103,103,103,2019-07-03,32.974998474121094,31.665000915527344,30.959999084472656,0.04137052015531051,0.06508396153858476
104,104,104,104,2019-07-05,32.959999084472656,31.799999237060547,31.059999465942383,0.03647798349819498,0.061171914075969
105,105,105,105,2019-07-08,33.0,31.78499984741211,31.18000030517578,0.038225583087011294,0.05837074012222199
106,106,106,106,2019-07-09,32.380001068115234,31.915000915527344,31.76000022888184,0.014569955796606582,0.019521436862887098
107,107,107,107,2019-07-10,32.51499938964844,32.3849983215332,31.88999938964844,0.0040142372966804896,0.019598620632237163
108,108,108,108,2019-07-11,32.400001525878906,32.32500076293945,31.780000686645508,0.0023202091622358534,0.019509151222074417
109,109,109,109,2019-07-12,32.5,32.974998474121094,31.665000915527344,-0.014404806553482419,0.026369779261973925
110,110,110,110,2019-07-15,32.630001068115234,32.959999084472656,31.799999237060547,-0.010012076017104077,0.02610068713735636
111,111,111,111,2019-07-16,32.89500045776367,33.0,31.78499984741211,-0.0031818043101917715,0.03492215245179353
112,112,112,112,2019-07-17,32.869998931884766,32.380001068115234,31.915000915527344,0.015132731550525858,0.029923170576905633
113,113,113,113,2019-07-18,32.48500061035156,32.51499938964844,32.3849983215332,-0.0009226135586650752,0.003087920148257872
114,114,114,114,2019-07-19,31.6299991607666,32.400001525878906,32.32500076293945,-0.023765503976821756,-0.021500435754657987
115,115,115,115,2019-07-22,31.76499938964844,32.5,32.974998474121094,-0.022615403395432554,-0.03669443943787487
116,116,116,116,2019-07-23,32.04999923706055,32.630001068115234,32.959999084472656,-0.01777510916545577,-0.027609219438383015
117,117,117,117,2019-07-24,32.369998931884766,32.89500045776367,33.0,-0.01595991848527234,-0.019090941458037358
118,118,118,118,2019-07-25,32.08000183105469,32.869998931884766,32.380001068115234,-0.024033986203259694,-0.009264954514036638
119,119,119,119,2019-07-26,32.599998474121094,32.48500061035156,32.51499938964844,0.00354002960162747,0.0026141499636538335
120,120,120,120,2019-07-29,32.69499969482422,31.6299991607666,32.400001525878906,0.033670583696335576,0.009104881328776626
121,121,121,121,2019-07-30,32.755001068115234,31.76499938964844,32.5,0.03116643152807419,0.007846186711238046
122,122,122,122,2019-07-31,32.23500061035156,32.04999923706055,32.630001068115234,0.005772273875036316,-0.012105438088681253
123,123,123,123,2019-08-01,31.729999542236328,32.369998931884766,32.89500045776367,-0.01977137506229676,-0.03541574401323311
124,124,124,124,2019-08-02,31.19499969482422,32.08000183105469,32.869998931884766,-0.027587346811612456,-0.050958299102217275
125,125,125,125,2019-08-05,29.479999542236328,32.599998474121094,32.48500061035156,-0.0957054931877227,-0.09250426386501809
126,126,126,126,2019-08-06,30.09000015258789,32.69499969482422,31.6299991607666,-0.07967577814807913,-0.048687924408449046
127,127,127,127,2019-08-07,30.19499969482422,32.755001068115234,31.76499938964844,-0.07815604609407267,-0.04942545962509459
128,128,128,128,2019-08-08,31.09000015258789,32.23500061035156,32.04999923706055,-0.03552041061218347,-0.02995317027535449
129,129,129,129,2019-08-09,29.614999771118164,31.729999542236328,32.369998931884766,-0.06665615510970468,-0.08510964632911677
130,130,130,130,2019-08-12,28.239999771118164,31.19499969482422,32.08000183105469,-0.09472671750647077,-0.11970080550990658
131,131,131,131,2019-08-13,29.020000457763672,29.479999542236328,32.599998474121094,-0.01560376837230304,-0.10981589521236745
132,132,132,132,2019-08-14,28.05500030517578,30.09000015258789,32.69499969482422,-0.06763043659330426,-0.1419177070793175
133,133,133,133,2019-08-15,28.475000381469727,30.19499969482422,32.755001068115234,-0.056963051191860736,-0.1306670904313234
134,134,134,134,2019-08-16,28.59000015258789,31.09000015258789,32.23500061035156,-0.0804117075500208,-0.11307586129200076
135,135,135,135,2019-08-19,28.89999961853028,29.614999771118164,31.729999542236328,-0.024143176029505886,-0.08919003985294693
136,136,136,136,2019-08-20,28.920000076293945,28.239999771118164,31.19499969482422,0.024079331114982283,-0.07292834238776202
137,137,137,137,2019-08-21,29.01499938964844,29.020000457763672,29.479999542236328,-0.00017233177244468934,-0.01577341111968733
138,138,138,138,2019-08-22,28.575000762939453,28.05500030517578,30.09000015258789,0.0185350366104875,-0.050348932601056884
139,139,139,139,2019-08-23,28.040000915527344,28.475000381469727,30.19499969482422,-0.015276539424577518,-0.07136939231916162
140,140,140,140,2019-08-26,28.325000762939453,28.59000015258789,31.09000015258789,-0.009268953768244437,-0.08893532891855849
141,141,141,141,2019-08-27,28.28499984741211,28.89999961853028,29.614999771118164,-0.021280269177714528,-0.04490967192250761
142,142,142,142,2019-08-28,29.040000915527344,28.920000076293945,28.239999771118164,0.004149406601549943,0.02832865265202167
143,143,143,143,2019-08-29,28.80500030517578,29.01499938964844,29.020000457763672,-0.007237604304330292,-0.00740868880759693
144,144,144,144,2019-08-30,29.334999084472656,28.575000762939453,28.05500030517578,0.026596615966460124,0.045624621827601075
145,145,145,145,2019-09-03,28.81999969482422,28.040000915527344,28.475000381469727,0.027817359266380848,0.012115866856282853
146,146,146,146,2019-09-04,29.030000686645508,28.325000762939453,28.59000015258789,0.024889670069434988,0.015390015100010146
147,147,147,147,2019-09-05,29.38500022888184,28.28499984741211,28.89999961853028,0.03888988465277898,0.016782028261363102
148,148,148,148,2019-09-06,28.584999084472656,29.040000915527344,28.920000076293945,-0.015668106636023027,-0.011583713379582306
149,149,149,149,2019-09-09,28.614999771118164,28.80500030517578,29.01499938964844,-0.006596095540518987,-0.013785959915373347
150,150,150,150,2019-09-10,28.8799991607666,29.334999084472656,28.575000762939453,-0.015510480242247215,0.010673609437754417
151,151,151,151,2019-09-11,28.434999465942383,28.81999969482422,28.040000915527344,-0.01335878670918167,0.014086966387947042
152,152,152,152,2019-09-12,28.725000381469727,29.030000686645508,28.325000762939453,-0.010506382981798845,0.014121786681595916
153,153,153,153,2019-09-13,29.43000030517578,29.38500022888184,28.28499984741211,0.0015313961525755815,0.04048083662508595
154,154,154,154,2019-09-16,29.614999771118164,28.584999084472656,29.040000915527344,0.03603290955517302,0.019800235449833448
155,155,155,155,2019-09-17,28.9950008392334,28.614999771118164,28.80500030517578,0.013279785817044809,0.006596095540518876
156,156,156,156,2019-09-18,29.18000030517578,28.8799991607666,29.334999084472656,0.010387851562569717,-0.005283749246098202
157,157,157,157,2019-09-19,29.395000457763672,28.434999465942383,28.81999969482422,0.033761245291075825,0.019951449307014313
158,158,158,158,2019-09-20,29.174999237060547,28.725000381469727,29.030000686645508,0.015665756296425082,0.00499478287927646
159,159,159,159,2019-09-23,29.559999465942383,29.43000030517578,29.38500022888184,0.004417232735935084,0.005955393421727573
160,160,160,160,2019-09-24,29.405000686645508,29.614999771118164,28.584999084472656,-0.007090970322324863,0.028686430940565444
161,161,161,161,2019-09-25,29.184999465942383,28.9950008392334,28.614999771118164,0.006552806387640997,0.019919612070014248
162,162,162,162,2019-09-26,28.88500022888184,29.18000030517578,28.8799991607666,-0.010109666662395989,0.00017316718353765914
163,163,163,163,2019-09-27,28.905000686645508,29.395000457763672,28.434999465942383,-0.01666949356990899,0.016528968859875093
164,164,164,164,2019-09-30,29.030000686645508,29.174999237060547,28.725000381469727,-0.004969959013087166,0.010617939116635666
165,165,165,165,2019-10-01,28.209999084472656,29.559999465942383,29.43000030517578,-0.0456698378166458,-0.041454339383359295
166,166,166,166,2019-10-02,27.559999465942383,29.405000686645508,29.614999771118164,-0.06274447126746863,-0.06939052240614596
167,167,167,167,2019-10-03,27.809999465942383,29.184999465942383,28.9950008392334,-0.04711324396646177,-0.04086916154482667
168,168,168,168,2019-10-04,28.290000915527344,28.88500022888184,29.18000030517578,-0.02059890284368293,-0.03050032146471826
169,169,169,169,2019-10-07,27.864999771118164,28.905000686645508,29.395000457763672,-0.03597996508638168,-0.05204969085963773
170,170,170,170,2019-10-08,27.940000534057617,29.030000686645508,29.174999237060547,-0.03754736916314705,-0.042330719290444074
171,171,171,171,2019-10-09,28.13999938964844,28.209999084472656,29.559999465942383,-0.002481378840694326,-0.04803789248812396
172,172,172,172,2019-10-10,28.059999465942383,27.559999465942383,29.405000686645508,0.018142235474927437,-0.04574056076502553
173,173,173,173,2019-10-11,28.14999961853028,27.809999465942383,29.184999465942383,0.012225823772642697,-0.035463418411910586
174,174,174,174,2019-10-14,28.27499961853028,28.290000915527344,28.88500022888184,-0.0005302685228557591,-0.021118248416755248
175,175,175,175,2019-10-15,28.145000457763672,27.864999771118164,28.905000686645508,0.010048472598077174,-0.026293036181554763
176,176,176,176,2019-10-16,28.26000022888184,27.940000534057617,29.030000686645508,0.011453102673858462,-0.02652430036344733
177,177,177,177,2019-10-17,28.280000686645508,28.13999938964844,28.209999084472656,0.004975170576889454,0.0024814464531968117
178,178,178,178,2019-10-18,28.030000686645508,28.059999465942383,27.559999465942383,-0.0010690940793953718,0.017053745638998752
179,179,179,179,2019-10-21,28.145000457763672,28.14999961853028,27.809999465942383,-0.00017759008292550504,0.01204606250465945
180,180,180,180,2019-10-22,27.96999931335449,28.27499961853028,28.290000915527344,-0.01078692517385238,-0.01131147372982999
181,181,181,181,2019-10-23,28.100000381469727,28.145000457763672,27.864999771118164,-0.001598865715474962,0.00843354072427216
182,182,182,182,2019-10-24,28.30500030517578,28.26000022888184,27.940000534057617,0.0015923593747162457,0.013063699503987003
183,183,183,183,2019-10-25,28.174999237060547,28.280000686645508,28.13999938964844,-0.003712922455286427,0.001243775699049321
184,184,184,184,2019-10-28,27.98500061035156,28.030000686645508,28.059999465942383,-0.0016054254438669924,-0.002672803172425353
185,185,185,185,2019-10-29,28.075000762939453,28.145000457763672,28.14999961853028,-0.002487109386594799,-0.002664257783558166
186,186,186,186,2019-10-30,28.075000762939453,27.96999931335449,28.27499961853028,0.0037540740851871313,-0.007073346004919379
187,187,187,187,2019-10-31,28.065000534057617,28.100000381469727,28.145000457763672,-0.0012455461543405821,-0.0028424204087723615
188,188,188,188,2019-11-01,28.125,28.30500030517578,28.26000022888184,-0.006359311190075045,-0.00477707812414907
189,189,189,189,2019-11-04,28.045000076293945,28.174999237060547,28.280000686645508,-0.004613989859336143,-0.008309780928065336
190,190,190,190,2019-11-05,28.23500061035156,27.98500061035156,28.030000686645508,0.008933356960783012,0.00731358967835205
191,191,191,191,2019-11-06,27.9950008392334,28.075000762939453,28.145000457763672,-0.002849507445487176,-0.0053295297953671605
192,192,192,192,2019-11-07,28.31999969482422,28.075000762939453,27.96999931335449,0.008726586829097327,0.012513421167751781
193,193,193,193,2019-11-08,29.07999992370605,28.065000534057617,28.100000381469727,0.036166020678200406,0.03487542807588628
194,194,194,194,2019-11-11,29.01499938964844,28.125,28.30500030517578,0.03164442274305568,0.025083874821327345
195,195,195,195,2019-11-12,29.200000762939453,28.045000076293945,28.174999237060547,0.04118383610281451,0.036379824441331365
196,196,196,196,2019-11-13,29.475000381469727,28.23500061035156,27.98500061035156,0.043917115081044455,0.05324279930753417
197,197,197,197,2019-11-14,29.46500015258789,27.9950008392334,28.075000762939453,0.052509350572848446,0.04951021734194616
198,198,198,198,2019-11-15,29.31999969482422,28.31999969482422,28.075000762939453,0.035310734843784664,0.044345463866495516
199,199,199,199,2019-11-18,29.51499938964844,29.07999992370605,28.065000534057617,0.014958716199575228,0.051665734117168904
200,200,200,200,2019-11-19,29.280000686645508,29.01499938964844,28.125,0.009133251854956503,0.041066691080729134
201,201,201,201,2019-11-20,29.0,29.200000762939453,28.045000076293945,-0.0068493410175966,0.03405241294733674
202,202,202,202,2019-11-21,29.200000762939453,29.475000381469727,28.23500061035156,-0.009329927564756146,0.03417744401372902
203,203,203,203,2019-11-22,29.315000534057617,29.46500015258789,27.9950008392334,-0.0050907727050223395,0.047151264699171413
204,204,204,204,2019-11-25,29.32999992370605,29.31999969482422,28.31999969482422,0.0003410719299425935,0.03566385027420815
205,205,205,205,2019-11-26,29.81999969482422,29.51499938964844,29.07999992370605,0.010333739165949263,0.025447034836988403
206,206,206,206,2019-11-27,30.045000076293945,29.280000686645508,29.01499938964844,0.02612702772228248,0.03549890430164804
207,207,207,207,2019-11-29,29.90999984741211,29.0,29.200000762939453,0.0313793050831761,0.024315036504169774
208,208,208,208,2019-12-02,29.905000686645508,29.200000762939453,29.475000381469727,0.02414383237280049,0.014588644600870504
209,209,209,209,2019-12-03,29.4950008392334,29.315000534057617,29.46500015258789,0.006140211560516917,0.0010181804340791967
210,210,210,210,2019-12-04,30.19499969482422,29.32999992370605,29.31999969482422,0.029491979998916618,0.02984311081539537
211,211,211,211,2019-12-05,29.959999084472656,29.81999969482422,29.51499938964844,0.00469481526093829,0.015077069423226508
212,212,212,212,2019-12-06,30.020000457763672,30.045000076293945,29.280000686645508,-0.0008320725067995083,0.025273215634030954
213,213,213,213,2019-12-09,30.2450008392334,29.90999984741211,29.0,0.011200300686403208,0.04293106342184139
214,214,214,214,2019-12-10,30.7549991607666,29.905000686645508,29.200000762939453,0.028423288901667565,0.053253368397193634
215,215,215,215,2019-12-11,31.21500015258789,29.4950008392334,29.315000534057617,0.05831494369942858,0.06481322135139966
216,216,216,216,2019-12-12,31.1200008392334,30.19499969482422,29.32999992370605,0.03063424917231372,0.06102969383510204
217,217,217,217,2019-12-13,31.104999542236328,29.959999084472656,29.81999969482422,0.03821763994502558,0.04309187996521491
218,218,218,218,2019-12-16,31.2450008392334,30.020000457763672,30.045000076293945,0.04080614133211724,0.039940115157006684
219,219,219,219,2019-12-17,31.38500022888184,30.2450008392334,29.90999984741211,0.03769215929958403,0.04931462350366256
220,220,220,220,2019-12-18,31.43000030517578,30.7549991607666,29.905000686645508,0.021947688597899973,0.05099480299330961
221,221,221,221,2019-12-19,31.73500061035156,31.21500015258789,29.4950008392334,0.016658672280049913,0.07594506551559665
222,222,222,222,2019-12-20,31.959999084472656,31.1200008392334,30.19499969482422,0.026992230802907358,0.05845336669935386
223,223,223,223,2019-12-23,31.68000030517578,31.104999542236328,29.959999084472656,0.018485798791241903,0.05740992233856734
224,224,224,224,2019-12-24,31.73500061035156,31.2450008392334,30.020000457763672,0.01568250145485295,0.05712858515777808
225,225,225,225,2019-12-26,31.940000534057617,31.38500022888184,30.2450008392334,0.017683616413201264,0.05604230939962451
226,226,226,226,2019-12-27,31.78499984741211,31.43000030517578,30.7549991607666,0.011294926464822996,0.03349051259150926
227,227,227,227,2019-12-30,31.68000030517578,31.73500061035156,31.21500015258789,-0.0017331118360790487,0.01489668910186892
228,228,228,228,2019-12-31,31.77499961853028,31.959999084472656,31.1200008392334,-0.0057884690626369695,0.021047518047336178
229,229,229,229,2020-01-02,31.850000381469727,31.68000030517578,31.104999542236328,0.00536616397273737,0.023951160591460186
230,230,230,230,2020-01-03,31.63999938964844,31.73500061035156,31.2450008392334,-0.002993578663178953,0.012641975989933663
231,231,231,231,2020-01-06,31.690000534057617,31.940000534057617,31.38500022888184,-0.007827175824040022,0.009718027814290098
232,232,232,232,2020-01-07,31.84499931335449,31.78499984741211,31.43000030517578,0.0018876660761495412,0.013203913590492888
233,233,233,233,2020-01-08,31.90999984741211,31.68000030517578,31.73500061035156,0.007260086490553208,0.005514392112646371
234,234,234,234,2020-01-09,32.125,31.77499961853028,31.959999084472656,0.011014960996745593,0.005162732173152884
235,235,235,235,2020-01-10,32.66999816894531,31.850000381469727,31.68000030517578,0.025745613113168364,0.031249932267449765
236,236,236,236,2020-01-13,32.76499938964844,31.63999938964844,31.73500061035156,0.035556258587288614,0.032456239467060444
237,237,237,237,2020-01-14,32.790000915527344,31.690000534057617,31.940000534057617,0.03471127683597053,0.026612409745058407
238,238,238,238,2020-01-15,32.939998626708984,31.84499931335449,31.78499984741211,0.03438528299466159,0.03633785700303882
239,239,239,239,2020-01-16,33.54999923706055,31.90999984741211,31.68000030517578,0.051394528282376006,0.059027743493400564
240,240,240,240,2020-01-17,33.654998779296875,32.125,31.77499961853028,0.04762642114542803,0.05916598531350514
241,241,241,241,2020-01-21,33.40999984741211,32.66999816894531,31.850000381469727,0.022650802569380346,0.0489795744822028
242,242,242,242,2020-01-22,33.744998931884766,32.76499938964844,31.63999938964844,0.029909951487621322,0.06652969604433712
243,243,243,243,2020-01-23,33.8849983215332,32.790000915527344,31.690000534057617,0.03339424749717934,0.06926468130275332
244,244,244,244,2020-01-24,33.54999923706055,32.939998626708984,31.84499931335449,0.018518537819760317,0.0535405859780016
245,245,245,245,2020-01-27,33.29999923706055,33.54999923706055,31.90999984741211,-0.007451564998065319,0.04355999361626961
