,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,NFLX,NFLX_6m,NFLX_12m,NFLX_6m_ret,NFLX_12m_ret
31,31,31,31,2019-03-21,377.8699951171875,361.2099914550781,354.29998779296875,0.04612276530612336,0.06652556628929829
32,32,32,32,2019-03-22,361.010009765625,358.82000732421875,359.6099853515625,0.006103345400769289,0.0038931744698185167
33,33,33,33,2019-03-25,366.2300109863281,361.4599914550781,352.6000061035156,0.013196535284715871,0.03865571368938392
34,34,34,34,2019-03-26,359.9700012207031,363.4400024414063,349.6000061035156,-0.009547659028707578,0.029662456911162094
35,35,35,35,2019-03-27,353.3699951171875,358.7799987792969,358.8599853515625,-0.015078888679737501,-0.01529841848763569
36,36,36,36,2019-03-28,354.6099853515625,375.2200012207031,356.2699890136719,-0.054927817819119595,-0.004659397965865897
37,37,37,37,2019-03-29,356.5599975585937,377.8699951171875,361.2099914550781,-0.05639505076867779,-0.01287338115358505
38,38,38,38,2019-04-01,366.9599914550781,361.010009765625,358.82000732421875,0.016481486741367624,0.022685424348437566
39,39,39,39,2019-04-02,367.7200012207031,366.2300109863281,361.4599914550781,0.004068454767980789,0.01731867955959654
40,40,40,40,2019-04-03,369.75,359.9700012207031,363.4400024414063,0.027168927260970754,0.017361868578599893
41,41,41,41,2019-04-04,367.8800048828125,353.3699951171875,358.7799987792969,0.04106180481116706,0.025363749747692843
42,42,42,42,2019-04-05,365.489990234375,354.6099853515625,375.2200012207031,0.030681608900623658,-0.025931482742586942
43,43,43,43,2019-04-08,361.4100036621094,356.5599975585937,377.8699951171875,0.013602215999338751,-0.043559932431188275
44,44,44,44,2019-04-09,364.7099914550781,366.9599914550781,361.010009765625,-0.006131458612363305,0.010248972575179316
45,45,45,45,2019-04-10,363.9200134277344,367.7200012207031,366.2300109863281,-0.010333916513526886,-0.006307504817457454
46,46,46,46,2019-04-11,367.6499938964844,369.75,359.9700012207031,-0.005679529691725804,0.02133509084017393
47,47,47,47,2019-04-12,351.1400146484375,367.8800048828125,353.3699951171875,-0.045503941535793735,-0.006310610690108187
48,48,48,48,2019-04-15,348.8699951171875,365.489990234375,354.6099853515625,-0.045473188216535565,-0.01618676989223622
49,49,49,49,2019-04-16,359.4599914550781,361.4100036621094,356.5599975585937,-0.00539556787933948,0.008133256440265413
50,50,50,50,2019-04-17,354.739990234375,364.7099914550781,366.9599914550781,-0.027336792120572162,-0.03330063632345337
51,51,51,51,2019-04-18,360.3500061035156,363.9200134277344,367.7200012207031,-0.00980986808225559,-0.020042410238011676
52,52,52,52,2019-04-22,377.3399963378906,367.6499938964844,369.75,0.026356596225415974,0.020527373462855047
53,53,53,53,2019-04-23,381.8900146484375,351.1400146484375,367.8800048828125,0.08757190498720857,0.03808309660669895
54,54,54,54,2019-04-24,374.2300109863281,348.8699951171875,365.489990234375,0.0726918801389671,0.023913160375058418
55,55,55,55,2019-04-25,368.3299865722656,359.4599914550781,361.4100036621094,0.024675889745843893,0.019147181428397664
56,56,56,56,2019-04-26,374.8500061035156,354.739990234375,364.7099914550781,0.056689452620929615,0.027802952718630092
57,57,57,57,2019-04-29,371.8299865722656,360.3500061035156,363.9200134277344,0.03185786117470535,0.02173547167694312
58,58,58,58,2019-04-30,370.5400085449219,377.3399963378906,367.6499938964844,-0.018020850847943692,0.007860777088034565
59,59,59,59,2019-05-01,378.80999755859375,381.8900146484375,351.1400146484375,-0.008065194091757433,0.07880042648474439
60,60,60,60,2019-05-02,379.05999755859375,374.2300109863281,348.8699951171875,0.01290646508957316,0.08653654044184922
61,61,61,61,2019-05-03,385.0299987792969,368.3299865722656,359.4599914550781,0.0453398116250161,0.07113450156361623
62,62,62,62,2019-05-06,378.6700134277344,374.8500061035156,354.739990234375,0.010190762336986126,0.06745792369658954
63,63,63,63,2019-05-07,370.4599914550781,371.8299865722656,360.3500061035156,-0.003684466467637204,0.028056015485839136
64,64,64,64,2019-05-08,364.3699951171875,370.5400085449219,377.3399963378906,-0.016651409525150762,-0.03437218780563378
65,65,65,65,2019-05-09,362.75,378.80999755859375,381.8900146484375,-0.04239591790633668,-0.05011918069148136
66,66,66,66,2019-05-10,361.0400085449219,379.05999755859375,374.2300109863281,-0.047538619558204376,-0.03524571000236565
67,67,67,67,2019-05-13,345.260009765625,385.0299987792969,368.3299865722656,-0.10329062447019466,-0.06263399030128747
68,68,68,68,2019-05-14,345.6099853515625,378.6700134277344,374.8500061035156,-0.08730564054151357,-0.07800458923796427
69,69,69,69,2019-05-15,354.989990234375,370.4599914550781,371.8299865722656,-0.041758898605867456,-0.04528950581186586
70,70,70,70,2019-05-16,359.3099975585937,364.3699951171875,370.5400085449219,-0.01388697649751991,-0.030307148289944297
71,71,71,71,2019-05-17,354.45001220703125,362.75,378.80999755859375,-0.02288073823009995,-0.06430660623679696
72,72,72,72,2019-05-20,348.1099853515625,361.0400085449219,379.05999755859375,-0.03581326968573506,-0.0816493758412139
73,73,73,73,2019-05-21,354.2699890136719,345.260009765625,385.0299987792969,0.026096214427391073,-0.07988990432731702
74,74,74,74,2019-05-22,359.7300109863281,345.6099853515625,378.6700134277344,0.04085537522997895,-0.050017170015551726
75,75,75,75,2019-05-23,352.2099914550781,354.989990234375,370.4599914550781,-0.007831203289595412,-0.049263079471330684
76,76,76,76,2019-05-24,354.3900146484375,359.3099975585937,364.3699951171875,-0.013692863943631006,-0.02738968796138186
77,77,77,77,2019-05-28,355.0599975585937,354.45001220703125,362.75,0.0017209347737479064,-0.0211991797144212
78,78,78,78,2019-05-29,349.19000244140625,348.1099853515625,361.0400085449219,0.0031025168345948373,-0.03282186412324217
79,79,79,79,2019-05-30,351.8500061035156,354.2699890136719,345.260009765625,-0.0068309001191260155,0.01908705367402419
80,80,80,80,2019-05-31,343.2799987792969,359.7300109863281,345.6099853515625,-0.04572877353748628,-0.006741664509188006
81,81,81,81,2019-06-03,336.6300048828125,352.2099914550781,354.989990234375,-0.044234936402287595,-0.05171972691241433
82,82,82,82,2019-06-04,353.3999938964844,354.3900146484375,359.3099975585937,-0.0027935909902406797,-0.01644820267252811
83,83,83,83,2019-06-05,355.7300109863281,355.0599975585937,354.45001220703125,0.0018870428444248688,0.003611225095823123
84,84,84,84,2019-06-06,357.1300048828125,349.19000244140625,348.1099853515625,0.022738344127531507,0.025911407057572777
85,85,85,85,2019-06-07,360.8699951171875,351.8500061035156,354.2699890136719,0.025635892730432763,0.018629876388600586
86,86,86,86,2019-06-10,352.010009765625,343.2799987792969,359.7300109863281,0.025431167028000523,-0.021460542587303122
87,87,87,87,2019-06-11,351.2699890136719,336.6300048828125,352.2099914550781,0.043489837264969466,-0.0026688693228799076
88,88,88,88,2019-06-12,345.5599975585937,353.3999938964844,354.3900146484375,-0.022184483512433517,-0.0249161001294107
89,89,89,89,2019-06-13,343.42999267578125,355.7300109863281,355.0599975585937,-0.034576836169776026,-0.03275504129662821
90,90,90,90,2019-06-14,339.7300109863281,357.1300048828125,349.19000244140625,-0.04872173622654297,-0.027091243703821433
91,91,91,91,2019-06-17,350.6199951171875,360.8699951171875,351.8500061035156,-0.028403580620969815,-0.0034958390364963066
92,92,92,92,2019-06-18,357.1199951171875,352.010009765625,343.2799987792969,0.01451659103377434,0.040316931913032095
93,93,93,93,2019-06-19,363.5199890136719,351.2699890136719,336.6300048828125,0.03487346025317062,0.07987993862941689
94,94,94,94,2019-06-20,365.2099914550781,345.5599975585937,353.3999938964844,0.05686420313494933,0.033418216645620724
95,95,95,95,2019-06-21,369.2099914550781,343.42999267578125,355.7300109863281,0.07506624153131192,0.037893852226226876
96,96,96,96,2019-06-24,371.0400085449219,339.7300109863281,357.1300048828125,0.09216141213928197,0.03894941190022316
97,97,97,97,2019-06-25,360.2999877929688,350.6199951171875,360.8699951171875,0.027608216332744906,-0.0015795364866331152
98,98,98,98,2019-06-26,362.2000122070313,357.1199951171875,352.010009765625,0.014224958443384894,0.02894804738135437
99,99,99,99,2019-06-27,370.0199890136719,363.5199890136719,351.2699890136719,0.017880722371378388,0.05337774528546535
100,100,100,100,2019-06-28,367.3200073242188,365.2099914550781,345.5599975585937,0.005777541465209923,0.06297027989165738
101,101,101,101,2019-07-01,374.6000061035156,369.2099914550781,343.42999267578125,0.014598777858624956,0.09076089477473426
102,102,102,102,2019-07-02,375.4299926757813,371.0400085449219,339.7300109863281,0.011831565410089562,0.10508339132538369
103,103,103,103,2019-07-03,381.7200012207031,360.2999877929688,350.6199951171875,0.05945049723410589,0.08870003575557939
104,104,104,104,2019-07-05,380.5499877929688,362.2000122070313,357.1199951171875,0.05066254822611316,0.0656081793126504
105,105,105,105,2019-07-08,376.1600036621094,370.0199890136719,363.5199890136719,0.016593737718884727,0.03477116810751801
106,106,106,106,2019-07-09,379.9299926757813,367.3200073242188,365.2099914550781,0.034329699172721995,0.04030558189839062
107,107,107,107,2019-07-10,381.0,374.6000061035156,369.2099914550781,0.017084873978127524,0.03193307011670177
108,108,108,108,2019-07-11,379.5,375.4299926757813,371.0400085449219,0.010840922152252075,0.02280075264189163
109,109,109,109,2019-07-12,373.25,381.7200012207031,360.2999877929688,-0.02218904221318474,0.03594230542819887
110,110,110,110,2019-07-15,366.6000061035156,380.5499877929688,362.2000122070313,-0.03665742251197346,0.012147967278281824
111,111,111,111,2019-07-16,365.989990234375,376.1600036621094,370.0199890136719,-0.027036402936846282,-0.010891300197157672
112,112,112,112,2019-07-17,362.4400024414063,379.9299926757813,367.3200073242188,-0.04603477106715381,-0.013285431736652198
113,113,113,113,2019-07-18,325.2099914550781,381.0,374.6000061035156,-0.14643046862184217,-0.13184734074667692
114,114,114,114,2019-07-19,315.1000061035156,379.5,375.4299926757813,-0.16969695361392456,-0.16069570292527546
115,115,115,115,2019-07-22,310.6199951171875,373.25,381.7200012207031,-0.16779639620311448,-0.18626219709772818
116,116,116,116,2019-07-23,307.29998779296875,366.6000061035156,380.5499877929688,-0.16175673028713078,-0.19248456799281355
117,117,117,117,2019-07-24,317.94000244140625,365.989990234375,376.1600036621094,-0.13128771025185193,-0.15477456575367332
118,118,118,118,2019-07-25,326.4599914550781,362.4400024414063,379.9299926757813,-0.09927163321919708,-0.14073645737764262
119,119,119,119,2019-07-26,335.7799987792969,325.2099914550781,381.0,0.0325020989574325,-0.11868766724593993
120,120,120,120,2019-07-29,332.70001220703125,315.1000061035156,379.5,0.05585530232498237,-0.12332012593667652
121,121,121,121,2019-07-30,325.92999267578125,310.6199951171875,373.25,0.04928851264973377,-0.1267783183502177
122,122,122,122,2019-07-31,322.989990234375,307.29998779296875,366.6000061035156,0.05105760841089513,-0.11895803366906277
123,123,123,123,2019-08-01,319.5,317.94000244140625,365.989990234375,0.00490657843182607,-0.12702530526751143
124,124,124,124,2019-08-02,318.8299865722656,326.4599914550781,362.4400024414063,-0.023371944748281415,-0.12032340684080778
125,125,125,125,2019-08-05,307.6300048828125,335.7799987792969,325.2099914550781,-0.08383463576991357,-0.054057338440335
126,126,126,126,2019-08-06,310.1000061035156,332.70001220703125,315.1000061035156,-0.06792908107695583,-0.01586797811218521
127,127,127,127,2019-08-07,304.2900085449219,325.92999267578125,310.6199951171875,-0.06639457741584942,-0.020378554734950427
128,128,128,128,2019-08-08,315.8999938964844,322.989990234375,307.29998779296875,-0.02195113332380927,0.02798570271766354
129,129,129,129,2019-08-09,308.92999267578125,319.5,317.94000244140625,-0.03308296502102892,-0.028338710751835916
130,130,130,130,2019-08-12,310.8299865722656,318.8299865722656,326.4599914550781,-0.025091742737274547,-0.047877244660662344
131,131,131,131,2019-08-13,312.2799987792969,307.6300048828125,335.7799987792969,0.015115540820719753,-0.0699863008083641
132,132,132,132,2019-08-14,299.1099853515625,310.1000061035156,332.70001220703125,-0.03544024680955504,-0.10096190448759734
133,133,133,133,2019-08-15,295.760009765625,304.2900085449219,325.92999267578125,-0.028032464227420117,-0.09256583802696494
134,134,134,134,2019-08-16,302.79998779296875,315.8999938964844,322.989990234375,-0.04146883936885515,-0.06250968467089502
135,135,135,135,2019-08-19,309.3800048828125,308.92999267578125,319.5,0.0014566802113757937,-0.031674476110132965
136,136,136,136,2019-08-20,298.989990234375,310.8299865722656,318.8299865722656,-0.03809155116743512,-0.062227510502352645
137,137,137,137,2019-08-21,297.8099975585937,312.2799987792969,307.6300048828125,-0.04633662507130287,-0.03192148739834266
138,138,138,138,2019-08-22,296.92999267578125,299.1099853515625,310.1000061035156,-0.007288264459706872,-0.04247021337799661
139,139,139,139,2019-08-23,291.44000244140625,295.760009765625,304.2900085449219,-0.014606461933924564,-0.042229471039692656
140,140,140,140,2019-08-26,294.9800109863281,302.79998779296875,315.8999938964844,-0.025825551921710543,-0.06622343562631217
141,141,141,141,2019-08-27,291.0299987792969,309.3800048828125,308.92999267578125,-0.05931219152467937,-0.05794191020899109
142,142,142,142,2019-08-28,291.7699890136719,298.989990234375,310.8299865722656,-0.024147969686354576,-0.061319687230892206
143,143,143,143,2019-08-29,296.7799987792969,297.8099975585937,312.2799987792969,-0.0034585769038669723,-0.049634943193895054
144,144,144,144,2019-08-30,293.75,296.92999267578125,299.1099853515625,-0.010709570451690631,-0.01791978072969569
145,145,145,145,2019-09-03,289.2900085449219,291.44000244140625,295.760009765625,-0.007377140675520755,-0.021875848684987154
146,146,146,146,2019-09-04,291.5199890136719,294.9800109863281,302.79998779296875,-0.011729682838802935,-0.0372523092273348
147,147,147,147,2019-09-05,293.25,291.0299987792969,309.3800048828125,0.00762808380584401,-0.052136546086493984
148,148,148,148,2019-09-06,290.1700134277344,291.7699890136719,298.989990234375,-0.005483687994595421,-0.02949923774948704
149,149,149,149,2019-09-09,294.3399963378906,296.7799987792969,297.8099975585937,-0.008221586533601832,-0.011651728448170529
150,150,150,150,2019-09-10,287.989990234375,293.75,296.92999267578125,-0.019608543882978724,-0.030108115252499457
151,151,151,151,2019-09-11,288.2699890136719,289.2900085449219,291.44000244140625,-0.0035259411010443165,-0.010877070413049084
152,152,152,152,2019-09-12,288.8599853515625,291.5199890136719,294.9800109863281,-0.009124601270428245,-0.02074725543029854
153,153,153,153,2019-09-13,294.1499938964844,293.25,291.0299987792969,0.003069032895087309,0.010720527541058011
154,154,154,154,2019-09-16,294.2900085449219,290.1700134277344,291.7699890136719,0.014198555765699616,0.00863700732131134
155,155,155,155,2019-09-17,298.6000061035156,294.3399963378906,296.7799987792969,0.014473091725987208,0.006132513416351237
156,156,156,156,2019-09-18,291.5599975585937,287.989990234375,293.75,0.012396289611709355,-0.0074553274601065755
157,157,157,157,2019-09-19,286.6000061035156,288.2699890136719,289.2900085449219,-0.00579312094148321,-0.009298635839296687
158,158,158,158,2019-09-20,270.75,288.8599853515625,291.5199890136719,-0.06269468347968443,-0.07124722076158485
159,159,159,159,2019-09-23,265.9200134277344,294.1499938964844,293.25,-0.09597137873368289,-0.09319688515691604
160,160,160,160,2019-09-24,254.58999633789065,294.2900085449219,290.1700134277344,-0.13490098560709785,-0.12261782900838847
161,161,161,161,2019-09-25,264.75,298.6000061035156,294.3399963378906,-0.1133623757923864,-0.10052998812951841
162,162,162,162,2019-09-26,263.3099975585937,291.5599975585937,287.989990234375,-0.09689257866838441,-0.08569739752307359
163,163,163,163,2019-09-27,263.0799865722656,286.6000061035156,288.2699890136719,-0.08206566305080576,-0.08738336768109267
164,164,164,164,2019-09-30,267.6199951171875,270.75,288.8599853515625,-0.011560498182133006,-0.07353039988742116
165,165,165,165,2019-10-01,269.5799865722656,265.9200134277344,294.1499938964844,0.013763436220365133,-0.08352883846349934
166,166,166,166,2019-10-02,268.0299987792969,254.58999633789065,294.2900085449219,0.052790771965638195,-0.08923174081058394
167,167,167,167,2019-10-03,268.1499938964844,264.75,298.6000061035156,0.012842281006550937,-0.10197592627133156
168,168,168,168,2019-10-04,272.7900085449219,263.3099975585937,291.5599975585937,0.03600323221384194,-0.06437779246413833
169,169,169,169,2019-10-07,274.4599914550781,263.0799865722656,286.6000061035156,0.04325682478201931,-0.042358738275995345
170,170,170,170,2019-10-08,270.7200012207031,267.6199951171875,270.75,0.011583611688499529,-0.00011079881550091208
171,171,171,171,2019-10-09,267.5299987792969,269.5799865722656,265.9200134277344,-0.007604376790111611,0.006054397075307083
172,172,172,172,2019-10-10,280.4800109863281,268.0299987792969,254.58999633789065,0.04645007000609258,0.10169297702521019
173,173,173,173,2019-10-11,282.92999267578125,268.1499938964844,264.75,0.05511840058069328,0.06866852757613318
174,174,174,174,2019-10-14,285.5299987792969,272.7900085449219,263.3099975585937,0.04670255447525684,0.08438722960285094
175,175,175,175,2019-10-15,284.25,274.4599914550781,263.0799865722656,0.03567007523762977,0.08046987421416474
176,176,176,176,2019-10-16,286.2799987792969,270.7200012207031,267.6199951171875,0.05747635006069807,0.069725745469573
177,177,177,177,2019-10-17,293.3500061035156,267.5299987792969,269.5799865722656,0.09651256846720724,0.08817427374148945
178,178,178,178,2019-10-18,275.29998779296875,280.4800109863281,268.0299987792969,-0.01846842195685694,0.02712378855643749
179,179,179,179,2019-10-21,278.04998779296875,282.92999267578125,268.1499938964844,-0.017248100269117272,0.03691961261168686
180,180,180,180,2019-10-22,266.69000244140625,285.5299987792969,272.7900085449219,-0.06598254620682842,-0.022361545190212162
181,181,181,181,2019-10-23,271.2699890136719,284.25,274.4599914550781,-0.045664066794470104,-0.011622832255055227
182,182,182,182,2019-10-24,271.5,286.2799987792969,270.7200012207031,-0.05162777295766052,0.0028812011516687885
183,183,183,183,2019-10-25,276.82000732421875,293.3500061035156,267.5299987792969,-0.0563490657418424,0.03472510965989217
184,184,184,184,2019-10-28,281.8599853515625,275.29998779296875,280.4800109863281,0.023828542860405033,0.004920045319385169
185,185,185,185,2019-10-29,281.2099914550781,278.04998779296875,282.92999267578125,0.011364876104444477,-0.006079246687268447
186,186,186,186,2019-10-30,291.45001220703125,266.69000244140625,285.5299987792969,0.09284191210379156,0.020733420141644476
187,187,187,187,2019-10-31,287.4100036621094,271.2699890136719,284.25,0.05949797361338072,0.01111698737769351
188,188,188,188,2019-11-01,286.8099975585937,271.5,286.2799987792969,0.05639041458045568,0.0018513301018470152
189,189,189,189,2019-11-04,292.8599853515625,276.82000732421875,293.3500061035156,0.05794370928022308,-0.0016704303451768876
190,190,190,190,2019-11-05,288.0299987792969,281.8599853515625,275.29998779296875,0.021890348926395298,0.046240506904422274
191,191,191,191,2019-11-06,288.5899963378906,281.2099914550781,278.04998779296875,0.026243750602977567,0.037906883681540604
192,192,192,192,2019-11-07,289.57000732421875,291.45001220703125,266.69000244140625,-0.0064505225735830285,0.0857925106804085
193,193,193,193,2019-11-08,291.57000732421875,287.4100036621094,271.2699890136719,0.014474108796157514,0.07483326255276901
194,194,194,194,2019-11-11,294.17999267578125,286.8099975585937,271.5,0.02569643729271287,0.08353588462534534
195,195,195,195,2019-11-12,292.010009765625,292.8599853515625,276.82000732421875,-0.0029023274890803696,0.05487321017087954
196,196,196,196,2019-11-13,283.1099853515625,288.0299987792969,281.8599853515625,-0.017081600696406407,0.004434826030523142
197,197,197,197,2019-11-14,289.6199951171875,288.5899963378906,281.2099914550781,0.0035690730530066883,0.029906489519071044
198,198,198,198,2019-11-15,295.0299987792969,289.57000732421875,291.45001220703125,0.018855514442021715,0.012283363946893777
199,199,199,199,2019-11-18,302.57000732421875,291.57000732421875,287.4100036621094,0.03772678850252342,0.052746958939996036
200,200,200,200,2019-11-19,302.6000061035156,294.17999267578125,286.8099975585937,0.028621978507607615,0.05505389867623478
201,201,201,201,2019-11-20,305.1600036621094,292.010009765625,292.8599853515625,0.04503268195168686,0.04199965487187107
202,202,202,202,2019-11-21,311.69000244140625,283.1099853515625,288.0299987792969,0.10095022630287454,0.08214423415055072
203,203,203,203,2019-11-22,310.4800109863281,289.6199951171875,288.5899963378906,0.07202546861690307,0.07585160582908057
204,204,204,204,2019-11-25,315.54998779296875,295.0299987792969,289.57000732421875,0.06955221197361117,0.08971916915297573
205,205,205,205,2019-11-26,312.489990234375,302.57000732421875,291.57000732421875,0.032785744356764734,0.0717494337025335
206,206,206,206,2019-11-27,315.92999267578125,302.6000061035156,294.17999267578125,0.04405150794248702,0.07393432776365216
207,207,207,207,2019-11-29,314.6600036621094,305.1600036621094,292.010009765625,0.03113120948353032,0.07756581329066026
208,208,208,208,2019-12-02,309.989990234375,311.69000244140625,283.1099853515625,-0.005454176244715558,0.09494544973195929
209,209,209,209,2019-12-03,306.1600036621094,310.4800109863281,289.6199951171875,-0.01391396280390167,0.05710934612173224
210,210,210,210,2019-12-04,304.32000732421875,315.54998779296875,295.0299987792969,-0.035588594210683167,0.03148835231454372
211,211,211,211,2019-12-05,302.8599853515625,312.489990234375,302.57000732421875,-0.030817002732118737,0.0009583832512289892
212,212,212,212,2019-12-06,307.3500061035156,315.92999267578125,302.6000061035156,-0.0271578728553028,0.015697289835397754
213,213,213,213,2019-12-09,302.5,314.6600036621094,305.1600036621094,-0.03864489773275137,-0.008716750656008965
214,214,214,214,2019-12-10,293.1199951171875,309.989990234375,311.69000244140625,-0.05442109632131209,-0.059578450315260545
215,215,215,215,2019-12-11,298.92999267578125,306.1600036621094,310.4800109863281,-0.023615138815805126,-0.03720052145661468
216,216,216,216,2019-12-12,298.44000244140625,304.32000732421875,315.54998779296875,-0.01932178214148117,-0.05422274128810389
217,217,217,217,2019-12-13,298.5,302.8599853515625,312.489990234375,-0.014396042932186659,-0.044769402769932465
218,218,218,218,2019-12-16,304.2099914550781,307.3500061035156,315.92999267578125,-0.010216413164410132,-0.03709682996995667
219,219,219,219,2019-12-17,315.4800109863281,302.5,314.6600036621094,0.04290912722753104,0.002606010661270197
220,220,220,220,2019-12-18,320.79998779296875,293.1199951171875,309.989990234375,0.09443229099643968,0.03487208587096835
221,221,221,221,2019-12-19,332.2200012207031,298.92999267578125,306.1600036621094,0.11136389576347439,0.08511888309014592
222,222,222,222,2019-12-20,336.8999938964844,298.44000244140625,304.32000732421875,0.12887009496198187,0.10705831292109336
223,223,223,223,2019-12-23,333.1000061035156,298.5,302.8599853515625,0.11591291826973404,0.09984818798974127
224,224,224,224,2019-12-24,333.20001220703125,304.2099914550781,307.3500061035156,0.09529608351550145,0.08410608618894688
225,225,225,225,2019-12-26,332.6300048828125,315.4800109863281,302.5,0.054361586469031886,0.099603321926653
226,226,226,226,2019-12-27,329.0899963378906,320.79998779296875,293.1199951171875,0.025841673504900298,0.12271425293358962
227,227,227,227,2019-12-30,323.3099975585937,332.2200012207031,298.92999267578125,-0.026819588313077736,0.0815575736130798
228,228,228,228,2019-12-31,323.57000732421875,336.8999938964844,298.44000244140625,-0.03956659784434835,0.08420454589610982
229,229,229,229,2020-01-02,329.8099975585937,333.1000061035156,298.5,-0.009876939311431632,0.10489111409914131
230,230,230,230,2020-01-03,325.8999938964844,333.20001220703125,304.2099914550781,-0.02190881765637831,0.07129944134201516
231,231,231,231,2020-01-06,335.8299865722656,332.6300048828125,315.4800109863281,0.009620243641521364,0.06450480181712503
232,232,232,232,2020-01-07,330.75,329.0899963378906,320.79998779296875,0.005044224013436738,0.031016248708377603
233,233,233,233,2020-01-08,339.260009765625,323.3099975585937,332.2200012207031,0.0493334951825628,0.021190802838643608
234,234,234,234,2020-01-09,335.6600036621094,323.57000732421875,336.8999938964844,0.03736439121125468,-0.003680588473848445
235,235,235,235,2020-01-10,329.04998779296875,329.8099975585937,333.1000061035156,-0.0023043866809705493,-0.012158565705004176
236,236,236,236,2020-01-13,338.9200134277344,325.8999938964844,333.20001220703125,0.03995096586404223,0.01716686978135229
237,237,237,237,2020-01-14,338.69000244140625,335.8299865722656,332.6300048828125,0.008516261154437377,0.018218433303179404
238,238,238,238,2020-01-15,339.07000732421875,330.75,329.0899963378906,0.025154973013510995,0.03032608434587969
239,239,239,239,2020-01-16,338.6199951171875,339.260009765625,323.3099975585937,-0.0018865018865018568,0.04735392556433138
240,240,240,240,2020-01-17,339.6700134277344,335.6600036621094,323.57000732421875,0.011946641607206931,0.049757411809133956
241,241,241,241,2020-01-21,338.1099853515625,329.04998779296875,329.8099975585937,0.027533803053334527,0.025165967843331583
242,242,242,242,2020-01-22,326.0,338.9200134277344,325.8999938964844,-0.0381211286316947,0.0003068613236838491
243,243,243,243,2020-01-23,349.6000061035156,338.69000244140625,335.8299865722656,0.03221235815484924,0.04100294816373373
244,244,244,244,2020-01-24,353.1600036621094,339.07000732421875,330.75,0.041554829485162204,0.06775511311295346
245,245,245,245,2020-01-27,342.8800048828125,338.6199951171875,339.260009765625,0.012580502708207542,0.010670267679613543
246,246,246,246,2020-01-28,348.5199890136719,339.6700134277344,335.6600036621094,0.026054627244333828,0.038312534145438226
