,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,APA,APA_6m,APA_12m,APA_6m_ret,APA_12m_ret
48,48,48,48,2019-04-15,32.554046630859375,32.20993423461914,31.775279998779297,0.010683424366336736,0.024508568676971487
49,49,49,49,2019-04-16,33.10641860961914,32.20088577270508,31.38590240478516,0.028121364216683542,0.054818121290393984
50,50,50,50,2019-04-17,33.35997772216797,31.58511543273925,31.666616439819336,0.056192996767996606,0.0534746516277409
51,51,51,51,2019-04-18,32.70352935791016,32.34577178955078,31.041793823242188,0.01106041218268139,0.05353220062378505
52,52,52,52,2019-04-22,33.81583786010742,32.27332305908203,29.937042236328125,0.04779535092192222,0.1295650917401734
53,53,53,53,2019-04-23,33.21409606933594,33.05208969116211,30.217761993408203,0.004901547214944957,0.09915804077685708
54,54,54,54,2019-04-24,32.34795379638672,32.554046630859375,32.20993423461914,-0.00633079004922521,0.004284999800441502
55,55,55,55,2019-04-25,31.053312301635746,33.10641860961914,32.20088577270508,-0.062015355154932394,-0.03563794732758774
56,56,56,56,2019-04-26,30.141586303710938,33.35997772216797,31.58511543273925,-0.09647462732921386,-0.04570282898292144
57,57,57,57,2019-04-29,30.287464141845703,32.70352935791016,32.34577178955078,-0.07387781268568416,-0.06363451956246136
58,58,58,58,2019-04-30,30.004825592041016,33.81583786010742,32.27332305908203,-0.11269903421681182,-0.07029017318384378
59,59,59,59,2019-05-01,28.9107608795166,33.21409606933594,33.05208969116211,-0.12956351968260482,-0.12529703417671867
60,60,60,60,2019-05-02,27.151132583618164,32.34795379638672,32.554046630859375,-0.16065378494973126,-0.1659675096158263
61,61,61,61,2019-05-03,27.889631271362305,31.053312301635746,33.10641860961914,-0.1018790201683829,-0.15757631170473652
62,62,62,62,2019-05-06,28.06285858154297,30.141586303710938,33.35997772216797,-0.0689654386873475,-0.15878665102060374
63,63,63,63,2019-05-07,27.81669044494629,30.287464141845703,32.70352935791016,-0.08157743696626452,-0.14942848704437672
64,64,64,64,2019-05-08,27.90786361694336,30.004825592041016,33.81583786010742,-0.06988749088592905,-0.1747102723760604
65,65,65,65,2019-05-09,28.31813621520996,28.9107608795166,33.21409606933594,-0.020498411189396215,-0.1474060845704016
66,66,66,66,2019-05-10,28.464012145996094,27.151132583618164,32.34795379638672,0.04835450448833445,-0.12006761462681648
67,67,67,67,2019-05-13,27.479358673095703,27.889631271362305,31.053312301635746,-0.014710578073790392,-0.11509089896190505
68,68,68,68,2019-05-14,28.272554397583008,28.06285858154297,30.141586303710938,0.007472361214760914,-0.06200841214179298
69,69,69,69,2019-05-15,28.418428421020508,27.81669044494629,30.287464141845703,0.02163226345223035,-0.06170987812224604
70,70,70,70,2019-05-16,28.473129272460938,27.90786361694336,30.004825592041016,0.020254708969352775,-0.05104833270506903
71,71,71,71,2019-05-17,27.72551727294922,28.31813621520996,28.9107608795166,-0.020927187359966126,-0.04099662445782026
72,72,72,72,2019-05-20,27.28789329528809,28.464012145996094,27.151132583618164,-0.04131950354277247,0.00503701682604718
73,73,73,73,2019-05-21,28.108444213867188,27.479358673095703,27.889631271362305,0.022893021203853836,0.007845673554299104
74,74,74,74,2019-05-22,26.886734008789062,28.272554397583008,28.06285858154297,-0.04901645494446083,-0.041910362386512134
75,75,75,75,2019-05-23,25.21827888488769,28.418428421020508,27.81669044494629,-0.11260825154447085,-0.09341195945654546
76,76,76,76,2019-05-24,24.91740608215332,28.473129272460938,27.90786361694336,-0.12487995809251262,-0.10715465633042864
77,77,77,77,2019-05-28,24.53448867797852,27.72551727294922,28.31813621520996,-0.11509356393808634,-0.13361216672159404
78,78,78,78,2019-05-29,24.306554794311523,27.28789329528809,28.464012145996094,-0.10925498970238812,-0.1460601313110872
79,79,79,79,2019-05-30,23.86892318725586,28.108444213867188,27.479358673095703,-0.15082730991279047,-0.13138718151289042
80,80,80,80,2019-05-31,23.76863670349121,26.886734008789062,28.272554397583008,-0.11597159046087824,-0.1593035291666759
81,81,81,81,2019-06-03,24.51624870300293,25.21827888488769,28.418428421020508,-0.027838148078593083,-0.1373115944416975
82,82,82,82,2019-06-04,25.838253021240234,24.91740608215332,28.473129272460938,0.03695597110111937,-0.09253904711376915
83,83,83,83,2019-06-05,25.564733505249023,24.53448867797852,27.72551727294922,0.04199169751580034,-0.07793484054518951
84,84,84,84,2019-06-06,26.294109344482425,24.306554794311523,27.28789329528809,0.08177031121811029,-0.03641849299437361
85,85,85,85,2019-06-07,26.3944034576416,23.86892318725586,28.108444213867188,0.10580620879177949,-0.06097956696514606
86,86,86,86,2019-06-10,26.3305778503418,23.76863670349121,26.886734008789062,0.10778662566180253,-0.020685151207486152
87,87,87,87,2019-06-11,26.303232192993164,24.51624870300293,25.21827888488769,0.07288976024180038,0.04302249622418297
88,88,88,88,2019-06-12,25.53738021850586,25.838253021240234,24.91740608215332,-0.011644471570389947,0.024881166775886143
89,89,89,89,2019-06-13,25.85648536682129,25.564733505249023,24.53448867797852,0.011412278618604166,0.0538831970861231
90,90,90,90,2019-06-14,25.06328773498535,26.294109344482425,24.306554794311523,-0.04680978516411893,0.031132875353068412
91,91,91,91,2019-06-17,25.382387161254883,26.3944034576416,23.86892318725586,-0.03834207876722151,0.06340730003300243
92,92,92,92,2019-06-18,26.111766815185547,26.3305778503418,23.76863670349121,-0.008310149378412235,0.09858075332314575
93,93,93,93,2019-06-19,26.0935287475586,26.303232192993164,24.51624870300293,-0.007972535234298195,0.06433610882575502
94,94,94,94,2019-06-20,26.904964447021484,25.53738021850586,25.838253021240234,0.05355225229894933,0.04128419304913389
95,95,95,95,2019-06-21,27.02349281311035,25.85648536682129,25.564733505249023,0.045134032322372564,0.05706139309302061
96,96,96,96,2019-06-24,26.503807067871094,25.06328773498535,26.294109344482425,0.057475274118764075,0.007975083720896947
97,97,97,97,2019-06-25,25.72884178161621,25.382387161254883,26.3944034576416,0.013649410441984644,-0.02521601509552962
98,98,98,98,2019-06-26,26.46734046936035,26.111766815185547,26.3305778503418,0.01361737245478234,0.005194060677129242
99,99,99,99,2019-06-27,26.111766815185547,26.0935287475586,26.303232192993164,0.0006989498355469692,-0.0072791578009421265
100,100,100,100,2019-06-28,26.412635803222656,26.904964447021484,25.53738021850586,-0.018298802987391838,0.03427350719720801
101,101,101,101,2019-07-01,26.62233543395996,27.02349281311035,25.85648536682129,-0.01484476421773906,0.02961926403661197
102,102,102,102,2019-07-02,24.981225967407227,26.503807067871094,25.06328773498535,-0.057447637487129,-0.0032741820804130795
103,103,103,103,2019-07-03,24.8718204498291,25.72884178161621,25.382387161254883,-0.03330975171993433,-0.0201149997508957
104,104,104,104,2019-07-05,24.780649185180664,26.46734046936035,26.111766815185547,-0.06372726742727586,-0.050977692908576344
105,105,105,105,2019-07-08,24.16067886352539,26.111766815185547,26.0935287475586,-0.07472064090758812,-0.07407391705171551
106,106,106,106,2019-07-09,24.57095527648925,26.412635803222656,26.904964447021484,-0.069727252533755,-0.08675013026417955
107,107,107,107,2019-07-10,25.0450496673584,26.62233543395996,27.02349281311035,-0.05924670923459052,-0.07321197002306523
108,108,108,108,2019-07-11,24.37948989868164,24.981225967407227,26.503807067871094,-0.02408753155312171,-0.08015139725962728
109,109,109,109,2019-07-12,24.53448867797852,24.8718204498291,25.72884178161621,-0.013562809868744474,-0.04642078775932623
110,110,110,110,2019-07-15,24.0239200592041,24.780649185180664,26.46734046936035,-0.03053709853691411,-0.09231832011927499
111,111,111,111,2019-07-16,23.011905670166016,24.16067886352539,26.111766815185547,-0.04754722331472405,-0.11871510522285977
112,112,112,112,2019-07-17,22.31899070739746,24.57095527648925,26.412635803222656,-0.09165148622636521,-0.1549881324349205
113,113,113,113,2019-07-18,21.471094131469727,25.0450496673584,26.62233543395996,-0.14270107599533588,-0.19349321607296754
114,114,114,114,2019-07-19,22.143796920776367,24.37948989868164,24.981225967407227,-0.09170384561763012,-0.1135824578958946
115,115,115,115,2019-07-22,21.98713493347168,24.53448867797852,24.8718204498291,-0.10382746418486699,-0.11598208189771819
116,116,116,116,2019-07-23,22.40181350708008,24.0239200592041,24.780649185180664,-0.06752047742943412,-0.09599569649382611
117,117,117,117,2019-07-24,22.844139099121094,23.011905670166016,24.16067886352539,-0.007290424941313045,-0.05449100879329327
118,118,118,118,2019-07-25,22.28201675415039,22.31899070739746,24.57095527648925,-0.0016566140347383795,-0.09315626912271635
119,119,119,119,2019-07-26,22.05164337158203,21.471094131469727,25.0450496673584,0.027038642584189754,-0.11952087680136325
120,120,120,120,2019-07-29,21.498735427856445,22.143796920776367,24.37948989868164,-0.029130573010028527,-0.1181630330575939
121,121,121,121,2019-07-30,22.20829391479492,21.98713493347168,24.53448867797852,0.010058562972957485,-0.0948132562987355
122,122,122,122,2019-07-31,22.503183364868164,22.40181350708008,24.0239200592041,0.0045250737292337195,-0.06330093883880161
123,123,123,123,2019-08-01,22.22672843933105,22.844139099121094,23.011905670166016,-0.027027092468273284,-0.034120478420564426
124,124,124,124,2019-08-02,22.291234970092773,22.28201675415039,22.31899070739746,0.0004137065349196778,-0.0012435928518707007
125,125,125,125,2019-08-05,21.425018310546875,22.05164337158203,21.471094131469727,-0.028416252270916376,-0.0021459465754620766
126,126,126,126,2019-08-06,21.12091827392578,21.498735427856445,22.143796920776367,-0.017573924531445573,-0.0461925590498381
127,127,127,127,2019-08-07,20.26392364501953,22.20829391479492,21.98713493347168,-0.08755153715252617,-0.07837361682939659
128,128,128,128,2019-08-08,20.68781089782715,22.503183364868164,22.40181350708008,-0.08067180707753396,-0.07651177922319652
129,129,129,129,2019-08-09,20.24549102783203,22.22672843933105,22.844139099121094,-0.08913760821377315,-0.11375557030245198
130,130,130,130,2019-08-12,19.858455657958984,22.291234970092773,22.28201675415039,-0.10913613872886574,-0.10876758252773411
131,131,131,131,2019-08-13,20.19941520690918,21.425018310546875,22.05164337158203,-0.05720429667191318,-0.08399501721762015
132,132,132,132,2019-08-14,18.50384330749512,21.12091827392578,21.498735427856445,-0.12390914696457567,-0.13930550149850995
133,133,133,133,2019-08-15,18.36561584472656,20.26392364501953,22.20829391479492,-0.09367918244991702,-0.1730289631797609
134,134,134,134,2019-08-16,19.20418930053711,20.68781089782715,22.503183364868164,-0.07171476985251568,-0.14660121685189775
135,135,135,135,2019-08-19,20.180986404418945,20.24549102783203,22.22672843933105,-0.0031861229408765013,-0.09203972777622493
136,136,136,136,2019-08-20,20.04275321960449,19.858455657958984,22.291234970092773,0.009280558610389233,-0.10086842445046129
137,137,137,137,2019-08-21,20.02433013916016,20.19941520690918,21.425018310546875,-0.008667828546300327,-0.06537628818254959
138,138,138,138,2019-08-22,19.775522232055664,18.50384330749512,21.12091827392578,0.06872512393387153,-0.06369969451238477
139,139,139,139,2019-08-23,19.065963745117188,18.36561584472656,20.26392364501953,0.03813364639181027,-0.05911786487592585
140,140,140,140,2019-08-26,19.35162925720215,19.20418930053711,20.68781089782715,0.007677489237252866,-0.0645878699889576
141,141,141,141,2019-08-27,19.314769744873047,20.180986404418945,20.24549102783203,-0.04292241430558752,-0.04597178115756717
142,142,142,142,2019-08-28,19.932174682617188,20.04275321960449,19.858455657958984,-0.005517133089237514,0.003712223444155782
143,143,143,143,2019-08-29,20.30999565124512,20.02433013916016,20.19941520690918,0.014265921012074356,0.00547443790838642
144,144,144,144,2019-08-30,19.87688636779785,19.775522232055664,18.50384330749512,0.005125737492680749,0.07420312837098919
145,145,145,145,2019-09-03,19.72944450378418,19.065963745117188,18.36561584472656,0.03479922481426678,0.07425989253985321
146,146,146,146,2019-09-04,20.30999565124512,19.35162925720215,19.20418930053711,0.049523809148332765,0.057581516897309726
147,147,147,147,2019-09-05,20.890544891357425,19.314769744873047,20.180986404418945,0.08158394675673808,0.03515975248777292
148,148,148,148,2019-09-06,20.595659255981445,19.932174682617188,20.04275321960449,0.03328711412221774,0.02758633159421131
149,149,149,149,2019-09-09,21.79361915588379,20.30999565124512,20.02433013916016,0.07304893265930934,0.0883569639747177
150,150,150,150,2019-09-10,21.83969497680664,19.87688636779785,19.775522232055664,0.09874829350479652,0.10438018882783284
151,151,151,151,2019-09-11,22.10693359375,19.72944450378418,19.065963745117188,0.12050461377712929,0.15949730573738274
152,152,152,152,2019-09-12,21.968706130981445,20.30999565124512,19.35162925720215,0.08166966198412928,0.13523806388577286
153,153,153,153,2019-09-13,22.42946052551269,20.890544891357425,19.314769744873047,0.07366565315354356,0.16125953463496057
154,154,154,154,2019-09-16,26.21685218811035,20.595659255981445,19.932174682617188,0.2729309541522147,0.3153031520927829
155,155,155,155,2019-09-17,23.97759437561035,21.79361915588379,20.30999565124512,0.10021168141487591,0.18058097044153665
156,156,156,156,2019-09-18,23.433900833129883,21.83969497680664,19.87688636779785,0.07299579311965032,0.17895229662804124
157,157,157,157,2019-09-19,23.737993240356445,22.10693359375,19.72944450378418,0.07378045623964669,0.20317595540023503
158,158,158,158,2019-09-20,23.77486228942871,21.968706130981445,20.30999565124512,0.08221495374732735,0.1705990832140416
159,159,159,159,2019-09-23,24.12502861022949,22.42946052551269,20.890544891357425,0.0755955803211652,0.1548300312745885
160,160,160,160,2019-09-24,23.387826919555664,26.21685218811035,20.595659255981445,-0.10790865540439232,0.13557068646701897
161,161,161,161,2019-09-25,23.51683616638184,23.97759437561035,21.79361915588379,-0.019216198339612744,0.07906979552924875
162,162,162,162,2019-09-26,23.28646278381348,23.433900833129883,21.83969497680664,-0.006291656278922253,0.06624487240061194
163,163,163,163,2019-09-27,23.68270874023437,23.737993240356445,22.10693359375,-0.002328945819568551,0.07127967973495286
164,164,164,164,2019-09-30,23.590560913085938,23.77486228942871,21.968706130981445,-0.007751942959716818,0.07382568515572552
165,165,165,165,2019-10-01,22.36495590209961,24.12502861022949,22.42946052551269,-0.0729562951640842,-0.002875888313930264
166,166,166,166,2019-10-02,21.378942489624023,23.387826919555664,26.21685218811035,-0.08589444572346816,-0.18453434698313542
167,167,167,167,2019-10-03,21.535600662231445,23.51683616638184,23.97759437561035,-0.08424753611128355,-0.10184481708735826
168,168,168,168,2019-10-04,20.42057228088379,23.28646278381348,23.433900833129883,-0.12307109626464108,-0.12858843150799604
169,169,169,169,2019-10-07,19.720230102539062,23.68270874023437,23.737993240356445,-0.1673152628425263,-0.16925454048014776
170,170,170,170,2019-10-08,18.66049766540528,23.590560913085938,23.77486228942871,-0.20898457081390964,-0.21511647730121608
171,171,171,171,2019-10-09,18.91852188110352,22.36495590209961,24.12502861022949,-0.1540997458739698,-0.2158134944933623
172,172,172,172,2019-10-10,18.82636833190918,21.378942489624023,23.387826919555664,-0.11939665205394046,-0.19503558852799763
173,173,173,173,2019-10-11,19.73866271972656,21.535600662231445,23.51683616638184,-0.08344034469659845,-0.16065823735491747
174,174,174,174,2019-10-14,20.21784210205078,20.42057228088379,23.28646278381348,-0.009927742280895213,-0.13177702041959372
175,175,175,175,2019-10-15,20.43900680541992,19.720230102539062,23.68270874023437,0.036448697563032484,-0.13696498869252038
176,176,176,176,2019-10-16,20.051977157592773,18.66049766540528,23.590560913085938,0.07456818768382356,-0.14999998382956103
177,177,177,177,2019-10-17,20.38371467590332,18.91852188110352,22.36495590209961,0.07744753020389439,-0.08858686039306218
178,178,178,178,2019-10-18,20.67860412597656,18.82636833190918,21.378942489624023,0.09838518833863397,-0.03275832581463578
179,179,179,179,2019-10-21,21.21909141540528,19.73866271972656,21.535600662231445,0.07500146877727443,-0.01469702432685105
180,180,180,180,2019-10-22,21.386829376220703,20.21784210205078,20.42057228088379,0.057819586693247826,0.0473178264568741
181,181,181,181,2019-10-23,21.93664932250977,20.43900680541992,19.720230102539062,0.07327374227854921,0.11239317231320411
182,182,182,182,2019-10-24,21.647762298583984,20.051977157592773,18.66049766540528,0.0795824336148796,0.16008493914483313
183,183,183,183,2019-10-25,20.5667724609375,20.38371467590332,18.91852188110352,0.008980590041842706,0.08712364476425138
184,184,184,184,2019-10-28,20.24992752075196,20.67860412597656,18.82636833190918,-0.020730442084632483,0.07561517780516192
185,185,185,185,2019-10-29,20.548133850097656,21.21909141540528,19.73866271972656,-0.031620466313675544,0.04100942104665095
186,186,186,186,2019-10-30,19.90513229370117,21.386829376220703,20.21784210205078,-0.069280820286853,-0.015467021988360141
187,187,187,187,2019-10-31,20.1846981048584,21.93664932250977,20.43900680541992,-0.07986412108314311,-0.012442321830143155
188,188,188,188,2019-11-01,22.18825912475586,21.647762298583984,20.051977157592773,0.02496779199239585,0.10653722325602066
189,189,189,189,2019-11-04,22.84989547729492,20.5667724609375,20.38371467590332,0.1110102725497526,0.12098780033979795
190,190,190,190,2019-11-05,22.32803726196289,20.24992752075196,20.67860412597656,0.10262307058044029,0.07976520687459288
191,191,191,191,2019-11-06,22.01119804382324,20.548133850097656,21.21909141540528,0.07120180374524021,0.03732990319476537
192,192,192,192,2019-11-07,22.43986320495605,19.90513229370117,21.386829376220703,0.1273405709570179,0.049237491458466565
193,193,193,193,2019-11-08,22.76602935791016,20.1846981048584,21.93664932250977,0.1278855517006936,0.03780796343174164
194,194,194,194,2019-11-11,22.22553443908692,22.18825912475586,21.647762298583984,0.0016799566888721085,0.02668969349043193
195,195,195,195,2019-11-12,22.178937911987305,22.84989547729492,20.5667724609375,-0.029363703916034045,0.07838689585892933
196,196,196,196,2019-11-13,21.712995529174805,22.32803726196289,20.24992752075196,-0.02754571418759877,0.07225053062157905
197,197,197,197,2019-11-14,21.83414077758789,22.01119804382324,20.548133850097656,-0.008043963162879031,0.062585095895904
198,198,198,198,2019-11-15,22.28144836425781,22.43986320495605,19.90513229370117,-0.0070595279147358525,0.11938207872693263
199,199,199,199,2019-11-18,21.414793014526367,22.76602935791016,20.1846981048584,-0.05935318461294614,0.060941952328327886
200,200,200,200,2019-11-19,20.846338272094727,22.22553443908692,22.18825912475586,-0.06205457829471461,-0.06047887060972379
201,201,201,201,2019-11-20,21.3122787475586,22.178937911987305,22.84989547729492,-0.039075773955807414,-0.06729206841511326
202,202,202,202,2019-11-21,21.6384391784668,21.712995529174805,22.32803726196289,-0.003433720170384902,-0.030884850083570115
203,203,203,203,2019-11-22,21.815502166748047,21.83414077758789,22.01119804382324,-0.0008536452626968227,-0.008890741734528529
204,204,204,204,2019-11-25,21.94597053527832,22.28144836425781,22.43986320495605,-0.015056374410455153,-0.022009611429745668
205,205,205,205,2019-11-26,21.33091735839844,21.414793014526367,22.76602935791016,-0.003916715705401863,-0.06303743076800883
206,206,206,206,2019-11-27,21.6384391784668,20.846338272094727,22.22553443908692,0.03799712429268176,-0.02641534952642699
207,207,207,207,2019-11-29,20.76246452331543,21.3122787475586,22.178937911987305,-0.02579800267984733,-0.0638656997144258
208,208,208,208,2019-12-02,18.20909881591797,21.6384391784668,21.712995529174805,-0.15848372122706023,-0.16137325264719016
209,209,209,209,2019-12-03,17.128101348876953,21.815502166748047,21.83414077758789,-0.21486559337679578,-0.21553581964359003
210,210,210,210,2019-12-04,17.42630958557129,21.94597053527832,22.28144836425781,-0.20594491104604562,-0.21790050176786357
211,211,211,211,2019-12-05,17.314481735229492,21.33091735839844,21.414793014526367,-0.1882917436547843,-0.19147097413061598
212,212,212,212,2019-12-06,18.62844657897949,21.6384391784668,20.846338272094727,-0.1391039609956094,-0.1063923871984821
213,213,213,213,2019-12-09,19.224853515625,20.76246452331543,21.3122787475586,-0.07405724912684397,-0.0979447226952549
214,214,214,214,2019-12-10,19.50442314147949,18.20909881591797,21.6384391784668,0.07113610281631177,-0.09862153269866847
215,215,215,215,2019-12-11,19.83057975769043,17.128101348876953,21.815502166748047,0.15778038404651729,-0.09098678517165215
216,216,216,216,2019-12-12,20.538818359375,17.42630958557129,21.94597053527832,0.17860974858273027,-0.0641189312471423
217,217,217,217,2019-12-13,19.89580726623535,17.314481735229492,21.33091735839844,0.1490847702217779,-0.0672784047704379
218,218,218,218,2019-12-16,20.5667724609375,18.62844657897949,21.6384391784668,0.10405193335579765,-0.04952606371885426
219,219,219,219,2019-12-17,20.93952178955078,19.224853515625,20.76246452331543,0.08919018667851919,0.008527757677154524
220,220,220,220,2019-12-18,21.19113540649414,19.50442314147949,18.20909881591797,0.08647844915892788,0.16376629182600433
221,221,221,221,2019-12-19,21.163179397583008,19.83057975769043,17.128101348876953,0.0671992274646327,0.23558233142814888
222,222,222,222,2019-12-20,21.07931327819824,20.538818359375,17.42630958557129,0.026315774810702797,0.2096257773161323
223,223,223,223,2019-12-23,24.722993850708008,19.89580726623535,17.314481735229492,0.2426233085130829,0.42787951893498133
224,224,224,224,2019-12-24,24.38751220703125,20.5667724609375,18.62844657897949,0.18577245182006497,0.30915436795198725
225,225,225,225,2019-12-26,24.480701446533203,20.93952178955078,19.224853515625,0.16911463846082375,0.27338819131373415
226,226,226,226,2019-12-27,24.34091758728028,21.19113540649414,19.50442314147949,0.14863678233214772,0.2479691099151331
227,227,227,227,2019-12-30,23.763145446777344,21.163179397583008,19.83057975769043,0.1228532821250512,0.1983081552399817
228,228,228,228,2019-12-31,23.84701919555664,21.07931327819824,20.538818359375,0.13129962446267007,0.16107065062346204
229,229,229,229,2020-01-02,23.63268280029297,24.722993850708008,19.89580726623535,-0.04410109297437759,0.18782226245221878
230,230,230,230,2020-01-03,23.94020652770996,24.38751220703125,20.5667724609375,-0.018341587100972334,0.16402350311307368
231,231,231,231,2020-01-06,23.893611907958984,24.480701446533203,20.93952178955078,-0.023981728622296417,0.14107724847290215
232,232,232,232,2020-01-07,30.29568290710449,24.34091758728028,21.19113540649414,0.2446401331614534,0.42963943771602775
233,233,233,233,2020-01-08,30.50069808959961,23.763145446777344,21.163179397583008,0.2835294956180132,0.44121530685899746
234,234,234,234,2020-01-09,30.37955093383789,23.84701919555664,21.07931327819824,0.2739349385644996,0.44120211758789285
235,235,235,235,2020-01-10,30.174541473388672,23.63268280029297,24.722993850708008,0.2768140514717443,0.22050515627679723
236,236,236,236,2020-01-13,29.829734802246094,23.94020652770996,24.38751220703125,0.24600991924272697,0.22315611978026095
237,237,237,237,2020-01-14,31.302122116088867,23.893611907958984,24.480701446533203,0.31006238138747455,0.27864482087876086
238,238,238,238,2020-01-15,31.25551986694336,30.29568290710449,24.34091758728028,0.03168230149430906,0.2840731971121915
239,239,239,239,2020-01-16,30.845495223999023,30.50069808959961,23.763145446777344,0.01130456533770241,0.2980392386640951
240,240,240,240,2020-01-17,30.44478988647461,30.37955093383789,23.84701919555664,0.0021474627053836848,0.27667066633415205
241,241,241,241,2020-01-21,29.80621719360352,30.174541473388672,23.63268280029297,-0.012206458219422567,0.2612286740984828
242,242,242,242,2020-01-22,28.989221572875977,29.829734802246094,23.94020652770996,-0.028177026545567196,0.21090106467218472
